ID;Sectoren;Milieudomeinen;Perioden;TotaleAanbodMilieudiensten_1;Productie_2;IntermediaireConsumptie_3;Import_4;Export_5;BelastingSubsidies_6;TotaleVerbruikMilieudiensten_7;FinaleBestedingen_8;Investeringen_9;BetaaldeOverdrachten_10;OntvangenOverdrachten_11;BetalingenBuitenland_12;OntvangstenBuitenland_13;UitgavenMilieubescherming_14
22;Totaal sectoren;Afvalwater;2017    ;3995;4131.0;286.0;0.0;0.0;151.0;3995.0;3091.0;1234.0;40.0;27.0;;13.0;5242.0
23;Totaal sectoren;Afvalwater;2018    ;3840;3917.0;179.0;0.0;0.0;102.0;3840.0;3207.0;1270.0;36.0;20.0;;16.0;5126.0
24;Totaal sectoren;Afvalwater;2019;3924;4012.0;197.0;0.0;0.0;109.0;3924.0;3247.0;1318.0;40.0;26.0;;15.0;5257.0
25;Totaal sectoren;Afvalwater;2020;4059;4177.0;203.0;0.0;0.0;84.0;4059.0;3526.0;1443.0;32.0;17.0;;15.0;5516.0
26;Totaal sectoren;Afvalwater;2021;4261;4389.0;225.0;0.0;0.0;96.0;4261.0;3653.0;1479.0;44.0;30.0;;13.0;5753.0
27;Totaal sectoren;Afval;2013    ;7295;8564.0;2257.0;262.0;344.0;1070.0;6436.0;2646.0;966.0;22.0;22.0;;0.0;7402.0
28;Totaal sectoren;Afval;2014    ;7450;8748.0;2296.0;241.0;320.0;1077.0;6579.0;2683.0;990.0;15.0;15.0;;0.0;7569.0
29;Totaal sectoren;Afval;2015    ;7576;9010.0;2239.0;272.0;348.0;880.0;7576.0;4104.0;1127.0;48.0;48.0;;0.0;8703.0
30;Totaal sectoren;Afval;2016    ;7680;9333.0;2361.0;273.0;451.0;886.0;7680.0;4281.0;1320.0;25.0;25.0;;0.0;9000.0
31;Totaal sectoren;Afval;2017    ;7743;9503.0;2501.0;263.0;411.0;889.0;7743.0;4283.0;1270.0;22.0;22.0;;0.0;9013.0
32;Totaal sectoren;Afval;2018    ;8210;10174.0;2743.0;256.0;422.0;946.0;8210.0;4476.0;1615.0;30.0;30.0;;0.0;9825.0
33;Totaal sectoren;Afval;2019;8308;10418.0;2910.0;244.0;428.0;983.0;8308.0;4453.0;1510.0;25.0;25.0;;0.0;9818.0
34;Totaal sectoren;Afval;2020;8763;10891.0;3056.0;358.0;466.0;1036.0;8763.0;4667.0;1499.0;23.0;23.0;;0.0;10262.0
35;Totaal sectoren;Afval;2021;9220;11604.0;3331.0;296.0;453.0;1104.0;9220.0;4902.0;1802.0;27.0;27.0;;0.0;11022.0
36;Totaal sectoren;Bodem, grond- en oppervlaktewater;2013    ;709;777.0;153.0;0.0;0.0;85.0;709.0;183.0;95.0;0.0;0.0;;0.0;804.0
37;Totaal sectoren;Bodem, grond- en oppervlaktewater;2014    ;636;704.0;139.0;0.0;0.0;71.0;636.0;163.0;126.0;0.0;0.0;;0.0;762.0
38;Totaal sectoren;Bodem, grond- en oppervlaktewater;2015    ;617;682.0;135.0;0.0;0.0;70.0;617.0;183.0;117.0;0.0;0.0;;0.0;734.0
39;Totaal sectoren;Bodem, grond- en oppervlaktewater;2016    ;684;752.0;146.0;0.0;0.0;79.0;684.0;210.0;97.0;0.0;0.0;;0.0;782.0
40;Totaal sectoren;Bodem, grond- en oppervlaktewater;2017    ;743;821.0;168.0;0.0;0.0;90.0;743.0;192.0;90.0;0.0;0.0;;0.0;833.0
41;Totaal sectoren;Bodem, grond- en oppervlaktewater;2018    ;813;910.0;203.0;0.0;0.0;106.0;813.0;161.0;70.0;0.0;0.0;;0.0;883.0
42;Totaal sectoren;Bodem, grond- en oppervlaktewater;2019;811;928.0;222.0;0.0;0.0;106.0;811.0;162.0;132.0;0.0;0.0;;0.0;943.0
43;Totaal sectoren;Bodem, grond- en oppervlaktewater;2020;692;754.0;145.0;0.0;0.0;84.0;692.0;175.0;102.0;0.0;0.0;;0.0;795.0
44;Totaal sectoren;Bodem, grond- en oppervlaktewater;2021;797;875.0;175.0;0.0;0.0;97.0;797.0;197.0;94.0;0.0;0.0;;0.0;891.0
45;Totaal sectoren;Geluid;2013    ;92;92.0;0.0;0.0;0.0;0.0;92.0;79.0;34.0;0.0;0.0;;0.0;126.0
46;Totaal sectoren;Geluid;2014    ;79;79.0;0.0;0.0;0.0;0.0;79.0;65.0;49.0;0.0;0.0;;0.0;128.0
47;Totaal sectoren;Geluid;2015    ;82;82.0;0.0;0.0;0.0;0.0;82.0;66.0;35.0;0.0;0.0;;0.0;117.0
48;Totaal sectoren;Geluid;2016    ;62;62.0;0.0;0.0;0.0;0.0;62.0;49.0;15.0;0.0;0.0;;0.0;76.0
49;Totaal sectoren;Geluid;2017    ;67;67.0;0.0;0.0;0.0;0.0;67.0;53.0;8.0;0.0;0.0;;0.0;76.0
50;Totaal sectoren;Geluid;2018    ;59;59.0;0.0;0.0;0.0;0.0;59.0;49.0;9.0;0.0;0.0;;0.0;68.0
51;Totaal sectoren;Geluid;2019;55;55.0;0.0;0.0;0.0;0.0;55.0;47.0;26.0;0.0;0.0;;0.0;81.0
52;Totaal sectoren;Geluid;2020;60;60.0;0.0;0.0;0.0;0.0;60.0;51.0;18.0;0.0;0.0;;0.0;77.0
53;Totaal sectoren;Geluid;2021;56;56.0;0.0;0.0;0.0;0.0;56.0;48.0;15.0;0.0;0.0;;0.0;70.0
54;Totaal sectoren;Natuur en landschap;2013    ;850;850.0;0.0;0.0;0.0;0.0;850.0;609.0;313.0;194.0;163.0;;31.0;1194.0
55;Totaal sectoren;Natuur en landschap;2014    ;879;879.0;0.0;0.0;0.0;0.0;879.0;604.0;635.0;186.0;161.0;;26.0;1540.0
56;Totaal sectoren;Natuur en landschap;2015    ;824;824.0;0.0;0.0;0.0;0.0;824.0;601.0;1218.0;145.0;119.0;;26.0;2068.0
57;Totaal sectoren;Natuur en landschap;2016    ;1044;1044.0;0.0;0.0;0.0;0.0;1044.0;698.0;273.0;134.0;104.0;;30.0;1347.0
58;Totaal sectoren;Natuur en landschap;2017    ;1171;1171.0;0.0;0.0;0.0;0.0;1171.0;760.0;102.0;108.0;80.0;;28.0;1301.0
59;Totaal sectoren;Natuur en landschap;2018    ;1257;1257.0;0.0;0.0;0.0;0.0;1257.0;818.0;124.0;175.0;143.0;;32.0;1413.0
60;Totaal sectoren;Natuur en landschap;2019;1290;1290.0;0.0;0.0;0.0;0.0;1290.0;844.0;191.0;160.0;126.0;;33.0;1515.0
61;Totaal sectoren;Natuur en landschap;2020;1335;1335.0;0.0;0.0;0.0;0.0;1335.0;909.0;146.0;207.0;175.0;;33.0;1514.0
62;Totaal sectoren;Natuur en landschap;2021;1392;1392.0;0.0;0.0;0.0;0.0;1392.0;951.0;115.0;192.0;160.0;;32.0;1539.0
63;Totaal sectoren;Straling;2013    ;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0
64;Totaal sectoren;Straling;2014    ;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0
65;Totaal sectoren;Straling;2015    ;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0
66;Totaal sectoren;Straling;2016    ;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0
67;Totaal sectoren;Straling;2017    ;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0
68;Totaal sectoren;Straling;2018    ;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0
69;Totaal sectoren;Straling;2019;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0
70;Totaal sectoren;Straling;2020;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0
71;Totaal sectoren;Straling;2021;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0
72;Totaal sectoren;Milieu onderzoek;2013    ;54;54.0;0.0;0.0;0.0;0.0;54.0;53.0;2.0;0.0;0.0;;0.0;56.0
73;Totaal sectoren;Milieu onderzoek;2014    ;46;46.0;0.0;0.0;0.0;0.0;46.0;46.0;1.0;0.0;0.0;;0.0;47.0
74;Totaal sectoren;Milieu onderzoek;2015    ;27;27.0;0.0;0.0;0.0;0.0;27.0;27.0;2.0;0.0;0.0;;0.0;29.0
75;Totaal sectoren;Milieu onderzoek;2016    ;51;51.0;0.0;0.0;0.0;0.0;51.0;50.0;1.0;0.0;0.0;;0.0;52.0
76;Totaal sectoren;Milieu onderzoek;2017    ;60;60.0;0.0;0.0;0.0;0.0;60.0;60.0;1.0;0.0;0.0;;0.0;61.0
77;Totaal sectoren;Milieu onderzoek;2018    ;82;82.0;0.0;0.0;0.0;0.0;82.0;82.0;3.0;2.0;2.0;;0.0;86.0
78;Totaal sectoren;Milieu onderzoek;2019;89;89.0;0.0;0.0;0.0;0.0;89.0;89.0;2.0;0.0;0.0;;0.0;90.0
79;Totaal sectoren;Milieu onderzoek;2020;101;101.0;0.0;0.0;0.0;0.0;101.0;101.0;1.0;0.0;0.0;;0.0;103.0
80;Totaal sectoren;Milieu onderzoek;2021;137;137.0;0.0;0.0;0.0;0.0;137.0;137.0;1.0;0.0;0.0;;0.0;138.0
81;Totaal sectoren;Overige milieubescherming;2013    ;1179;1179.0;0.0;0.0;0.0;;1178.0;882.0;116.0;69.0;54.0;;15.0;1309.0
82;Totaal sectoren;Overige milieubescherming;2014    ;1180;1180.0;0.0;0.0;0.0;0.0;1180.0;881.0;138.0;101.0;89.0;;12.0;1330.0
83;Totaal sectoren;Overige milieubescherming;2015    ;1066;1066.0;0.0;0.0;0.0;0.0;1066.0;775.0;74.0;119.0;108.0;;11.0;1151.0
84;Totaal sectoren;Overige milieubescherming;2016    ;1178;1178.0;0.0;0.0;0.0;0.0;1178.0;854.0;64.0;47.0;34.0;;13.0;1255.0
85;Totaal sectoren;Overige milieubescherming;2017    ;1307;1307.0;0.0;0.0;0.0;0.0;1307.0;950.0;75.0;55.0;42.0;;13.0;1395.0
86;Totaal sectoren;Overige milieubescherming;2018    ;1402;1402.0;0.0;0.0;0.0;0.0;1402.0;1034.0;72.0;80.0;64.0;;16.0;1490.0
87;Totaal sectoren;Overige milieubescherming;2019;1499;1499.0;0.0;0.0;0.0;0.0;1499.0;1126.0;70.0;73.0;58.0;;15.0;1584.0
88;Totaal sectoren;Overige milieubescherming;2020;1632;1632.0;0.0;0.0;0.0;0.0;1632.0;1246.0;83.0;79.0;63.0;;16.0;1731.0
89;Totaal sectoren;Overige milieubescherming;2021;1786;1786.0;0.0;0.0;0.0;0.0;1786.0;1407.0;78.0;115.0;101.0;;14.0;1878.0
90;"Overheid; totaal";Totaal milieubescherming;2013    ;9212;10146.0;934.0;;;;9211.0;5859.0;2819.0;489.0;;;179.0;8857.0
91;"Overheid; totaal";Totaal milieubescherming;2014    ;9251;10185.0;934.0;;;;9239.0;5584.0;2836.0;479.0;;;133.0;8869.0
92;"Overheid; totaal";Totaal milieubescherming;2015    ;9189;10143.0;954.0;;;;10143.0;7191.0;3094.0;508.0;;;131.0;10416.0
