ID;BedrijfstakBranchesSBI2008;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2
806;53 Post en koeriers;2006 2e kwartaal;99.7;1.3
807;53 Post en koeriers;2006 3e kwartaal;95.9;4.2
808;53 Post en koeriers;2006 4e kwartaal;113.6;1.8
809;53 Post en koeriers;2006;103.1;3.1
810;53 Post en koeriers;2007 1e kwartaal;103.6;0.5
811;53 Post en koeriers;2007 2e kwartaal;102.6;2.9
812;53 Post en koeriers;2007 3e kwartaal;95.7;-0.2
813;53 Post en koeriers;2007 4e kwartaal;112.0;-1.5
814;53 Post en koeriers;2007;103.5;0.4
815;53 Post en koeriers;2008 1e kwartaal;106.7;2.9
816;53 Post en koeriers;2008 2e kwartaal;104.1;1.4
817;53 Post en koeriers;2008 3e kwartaal;99.1;3.5
818;53 Post en koeriers;2008 4e kwartaal;115.7;3.3
819;53 Post en koeriers;2008;106.4;2.8
820;53 Post en koeriers;2009 1e kwartaal;99.1;-7.1
821;53 Post en koeriers;2009 2e kwartaal;97.4;-6.4
822;53 Post en koeriers;2009 3e kwartaal;93.4;-5.8
823;53 Post en koeriers;2009 4e kwartaal;109.7;-5.2
824;53 Post en koeriers;2009;99.9;-6.1
825;53 Post en koeriers;2010 1e kwartaal;96.2;-3.0
826;53 Post en koeriers;2010 2e kwartaal;93.3;-4.2
827;53 Post en koeriers;2010 3e kwartaal;88.0;-5.8
828;53 Post en koeriers;2010 4e kwartaal;102.9;-6.1
829;53 Post en koeriers;2010;95.1;-4.8
830;53 Post en koeriers;2011 1e kwartaal;92.6;-3.7
831;53 Post en koeriers;2011 2e kwartaal;92.4;-0.9
832;53 Post en koeriers;2011 3e kwartaal;88.4;0.5
833;53 Post en koeriers;2011 4e kwartaal;102.4;-0.5
834;53 Post en koeriers;2011;94.0;-1.2
835;53 Post en koeriers;2012 1e kwartaal;94.1;1.6
836;53 Post en koeriers;2012 2e kwartaal;91.4;-1.1
837;53 Post en koeriers;2012 3e kwartaal;89.7;1.5
838;53 Post en koeriers;2012 4e kwartaal;102.5;0.0
839;53 Post en koeriers;2012;94.4;0.5
840;532 Lokale post en koeriers;2005 1e kwartaal;;
841;532 Lokale post en koeriers;2005 2e kwartaal;;
842;532 Lokale post en koeriers;2005 3e kwartaal;;
843;532 Lokale post en koeriers;2005 4e kwartaal;;
844;532 Lokale post en koeriers;2005;;
845;532 Lokale post en koeriers;2006 1e kwartaal;;
846;532 Lokale post en koeriers;2006 2e kwartaal;;
847;532 Lokale post en koeriers;2006 3e kwartaal;;
848;532 Lokale post en koeriers;2006 4e kwartaal;;
849;532 Lokale post en koeriers;2006;;
850;532 Lokale post en koeriers;2007 1e kwartaal;108.6;
851;532 Lokale post en koeriers;2007 2e kwartaal;115.9;
852;532 Lokale post en koeriers;2007 3e kwartaal;110.1;
853;532 Lokale post en koeriers;2007 4e kwartaal;120.1;
854;532 Lokale post en koeriers;2007;113.7;
855;532 Lokale post en koeriers;2008 1e kwartaal;121.4;11.8
856;532 Lokale post en koeriers;2008 2e kwartaal;124.9;7.8
857;532 Lokale post en koeriers;2008 3e kwartaal;121.1;10.0
858;532 Lokale post en koeriers;2008 4e kwartaal;125.8;4.7
859;532 Lokale post en koeriers;2008;123.3;8.5
860;532 Lokale post en koeriers;2009 1e kwartaal;109.1;-10.1
861;532 Lokale post en koeriers;2009 2e kwartaal;109.6;-12.3
862;532 Lokale post en koeriers;2009 3e kwartaal;109.9;-9.2
863;532 Lokale post en koeriers;2009 4e kwartaal;115.9;-7.9
864;532 Lokale post en koeriers;2009;111.1;-9.9
865;532 Lokale post en koeriers;2010 1e kwartaal;102.7;-5.9
866;532 Lokale post en koeriers;2010 2e kwartaal;108.3;-1.2
867;532 Lokale post en koeriers;2010 3e kwartaal;106.5;-3.1
868;532 Lokale post en koeriers;2010 4e kwartaal;116.3;0.3
869;532 Lokale post en koeriers;2010;108.4;-2.4
870;532 Lokale post en koeriers;2011 1e kwartaal;109.9;7.0
871;532 Lokale post en koeriers;2011 2e kwartaal;113.8;5.1
872;532 Lokale post en koeriers;2011 3e kwartaal;114.6;7.6
873;532 Lokale post en koeriers;2011 4e kwartaal;118.6;2.0
874;532 Lokale post en koeriers;2011;114.2;5.3
875;532 Lokale post en koeriers;2012 1e kwartaal;118.0;7.3
876;532 Lokale post en koeriers;2012 2e kwartaal;117.2;3.0
877;532 Lokale post en koeriers;2012 3e kwartaal;119.7;4.4
878;532 Lokale post en koeriers;2012 4e kwartaal;121.7;2.6
879;532 Lokale post en koeriers;2012;119.1;4.3
