ID;BedrijfstakBranchesSBI2008;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2
418;503-504 Binnenvaart;2008 4e kwartaal;131.3;2.3
419;503-504 Binnenvaart;2008;129.0;6.8
420;503-504 Binnenvaart;2009 1e kwartaal;97.7;-19.9
421;503-504 Binnenvaart;2009 2e kwartaal;104.1;-19.5
422;503-504 Binnenvaart;2009 3e kwartaal;110.6;-17.1
423;503-504 Binnenvaart;2009 4e kwartaal;112.7;-14.1
424;503-504 Binnenvaart;2009;106.3;-17.6
425;503-504 Binnenvaart;2010 1e kwartaal;94.4;-3.3
426;503-504 Binnenvaart;2010 2e kwartaal;107.3;3.1
427;503-504 Binnenvaart;2010 3e kwartaal;117.2;6.0
428;503-504 Binnenvaart;2010 4e kwartaal;115.6;2.5
429;503-504 Binnenvaart;2010;108.6;2.2
430;503-504 Binnenvaart;2011 1e kwartaal;106.4;12.7
431;503-504 Binnenvaart;2011 2e kwartaal;129.9;21.0
432;503-504 Binnenvaart;2011 3e kwartaal;122.9;4.9
433;503-504 Binnenvaart;2011 4e kwartaal;126.2;9.2
434;503-504 Binnenvaart;2011;121.4;11.7
435;503-504 Binnenvaart;2012 1e kwartaal;105.6;-0.7
436;503-504 Binnenvaart;2012 2e kwartaal;116.6;-10.2
437;503-504 Binnenvaart;2012 3e kwartaal;116.6;-5.2
438;503-504 Binnenvaart;2012 4e kwartaal;114.3;-9.4
439;503-504 Binnenvaart;2012;113.3;-6.6
440;51 Vervoer door de lucht;2005 1e kwartaal;84.3;
441;51 Vervoer door de lucht;2005 2e kwartaal;99.5;
442;51 Vervoer door de lucht;2005 3e kwartaal;113.4;
443;51 Vervoer door de lucht;2005 4e kwartaal;102.8;
444;51 Vervoer door de lucht;2005;100.0;
445;51 Vervoer door de lucht;2006 1e kwartaal;96.6;14.5
446;51 Vervoer door de lucht;2006 2e kwartaal;111.6;12.1
447;51 Vervoer door de lucht;2006 3e kwartaal;124.1;9.4
448;51 Vervoer door de lucht;2006 4e kwartaal;110.1;7.2
449;51 Vervoer door de lucht;2006;110.6;10.6
450;51 Vervoer door de lucht;2007 1e kwartaal;104.4;8.1
451;51 Vervoer door de lucht;2007 2e kwartaal;121.3;8.7
452;51 Vervoer door de lucht;2007 3e kwartaal;131.6;6.1
453;51 Vervoer door de lucht;2007 4e kwartaal;115.0;4.4
454;51 Vervoer door de lucht;2007;118.1;6.8
455;51 Vervoer door de lucht;2008 1e kwartaal;106.9;2.3
456;51 Vervoer door de lucht;2008 2e kwartaal;129.7;6.9
457;51 Vervoer door de lucht;2008 3e kwartaal;134.0;1.8
458;51 Vervoer door de lucht;2008 4e kwartaal;115.5;0.5
459;51 Vervoer door de lucht;2008;121.5;2.9
460;51 Vervoer door de lucht;2009 1e kwartaal;83.6;-21.8
461;51 Vervoer door de lucht;2009 2e kwartaal;96.1;-25.9
462;51 Vervoer door de lucht;2009 3e kwartaal;112.2;-16.3
463;51 Vervoer door de lucht;2009 4e kwartaal;99.5;-13.9
464;51 Vervoer door de lucht;2009;97.8;-19.5
465;51 Vervoer door de lucht;2010 1e kwartaal;87.3;4.4
466;51 Vervoer door de lucht;2010 2e kwartaal;101.9;6.0
467;51 Vervoer door de lucht;2010 3e kwartaal;123.5;10.1
468;51 Vervoer door de lucht;2010 4e kwartaal;105.2;5.8
469;51 Vervoer door de lucht;2010;104.5;6.8
470;51 Vervoer door de lucht;2011 1e kwartaal;95.1;9.0
471;51 Vervoer door de lucht;2011 2e kwartaal;112.3;10.2
472;51 Vervoer door de lucht;2011 3e kwartaal;127.5;3.2
473;51 Vervoer door de lucht;2011 4e kwartaal;108.2;2.8
474;51 Vervoer door de lucht;2011;110.8;6.0
475;51 Vervoer door de lucht;2012 1e kwartaal;101.8;7.0
476;51 Vervoer door de lucht;2012 2e kwartaal;120.7;7.5
477;51 Vervoer door de lucht;2012 3e kwartaal;138.3;8.4
478;51 Vervoer door de lucht;2012 4e kwartaal;116.7;7.9
479;51 Vervoer door de lucht;2012;119.4;7.8
480;52 Opslag, dienstverlening voor vervoer;2005 1e kwartaal;92.7;
481;52 Opslag, dienstverlening voor vervoer;2005 2e kwartaal;100.4;
482;52 Opslag, dienstverlening voor vervoer;2005 3e kwartaal;100.7;
483;52 Opslag, dienstverlening voor vervoer;2005 4e kwartaal;106.3;
484;52 Opslag, dienstverlening voor vervoer;2005;100.0;
485;52 Opslag, dienstverlening voor vervoer;2006 1e kwartaal;102.3;10.4
486;52 Opslag, dienstverlening voor vervoer;2006 2e kwartaal;109.9;9.4
487;52 Opslag, dienstverlening voor vervoer;2006 3e kwartaal;104.9;4.2
488;52 Opslag, dienstverlening voor vervoer;2006 4e kwartaal;114.5;7.7
489;52 Opslag, dienstverlening voor vervoer;2006;107.9;7.9
490;52 Opslag, dienstverlening voor vervoer;2007 1e kwartaal;111.4;8.9
491;52 Opslag, dienstverlening voor vervoer;2007 2e kwartaal;118.3;7.7
492;52 Opslag, dienstverlening voor vervoer;2007 3e kwartaal;121.0;15.3
493;52 Opslag, dienstverlening voor vervoer;2007 4e kwartaal;129.7;13.2
494;52 Opslag, dienstverlening voor vervoer;2007;120.1;11.3
495;52 Opslag, dienstverlening voor vervoer;2008 1e kwartaal;117.7;5.7
496;52 Opslag, dienstverlening voor vervoer;2008 2e kwartaal;124.8;5.5
497;52 Opslag, dienstverlening voor vervoer;2008 3e kwartaal;125.2;3.5
498;52 Opslag, dienstverlening voor vervoer;2008 4e kwartaal;124.6;-3.9
499;52 Opslag, dienstverlening voor vervoer;2008;123.1;2.5
500;52 Opslag, dienstverlening voor vervoer;2009 1e kwartaal;106.0;-10.0
501;52 Opslag, dienstverlening voor vervoer;2009 2e kwartaal;107.1;-14.2
502;52 Opslag, dienstverlening voor vervoer;2009 3e kwartaal;106.9;-14.6
503;52 Opslag, dienstverlening voor vervoer;2009 4e kwartaal;109.1;-12.4
504;52 Opslag, dienstverlening voor vervoer;2009;107.3;-12.9
505;52 Opslag, dienstverlening voor vervoer;2010 1e kwartaal;105.4;-0.5
506;52 Opslag, dienstverlening voor vervoer;2010 2e kwartaal;112.5;5.0
507;52 Opslag, dienstverlening voor vervoer;2010 3e kwartaal;117.0;9.5
508;52 Opslag, dienstverlening voor vervoer;2010 4e kwartaal;118.2;8.4
509;52 Opslag, dienstverlening voor vervoer;2010;113.3;5.6
510;52 Opslag, dienstverlening voor vervoer;2011 1e kwartaal;113.4;7.6
511;52 Opslag, dienstverlening voor vervoer;2011 2e kwartaal;120.2;6.8
512;52 Opslag, dienstverlening voor vervoer;2011 3e kwartaal;120.2;2.8
513;52 Opslag, dienstverlening voor vervoer;2011 4e kwartaal;123.4;4.4
514;52 Opslag, dienstverlening voor vervoer;2011;119.3;5.3
515;52 Opslag, dienstverlening voor vervoer;2012 1e kwartaal;117.2;3.3
516;52 Opslag, dienstverlening voor vervoer;2012 2e kwartaal;124.4;3.5
517;52 Opslag, dienstverlening voor vervoer;2012 3e kwartaal;123.4;2.6
518;52 Opslag, dienstverlening voor vervoer;2012 4e kwartaal;125.0;1.3
519;52 Opslag, dienstverlening voor vervoer;2012;122.5;2.7
520;521 Opslag;2005 1e kwartaal;91.6;
521;521 Opslag;2005 2e kwartaal;95.0;
522;521 Opslag;2005 3e kwartaal;99.0;
523;521 Opslag;2005 4e kwartaal;114.4;
524;521 Opslag;2005;100.0;
525;521 Opslag;2006 1e kwartaal;105.2;14.9
526;521 Opslag;2006 2e kwartaal;110.1;15.9
527;521 Opslag;2006 3e kwartaal;109.8;10.9
528;521 Opslag;2006 4e kwartaal;122.6;7.2
529;521 Opslag;2006;111.9;11.9
530;521 Opslag;2007 1e kwartaal;112.8;7.3
531;521 Opslag;2007 2e kwartaal;113.2;2.9
532;521 Opslag;2007 3e kwartaal;102.7;-6.5
533;521 Opslag;2007 4e kwartaal;111.4;-9.1
534;521 Opslag;2007;110.0;-1.7
535;521 Opslag;2008 1e kwartaal;112.5;-0.3
536;521 Opslag;2008 2e kwartaal;115.8;2.3
537;521 Opslag;2008 3e kwartaal;109.7;6.8
538;521 Opslag;2008 4e kwartaal;121.8;9.3
539;521 Opslag;2008;115.0;4.5
540;521 Opslag;2009 1e kwartaal;107.0;-4.9
541;521 Opslag;2009 2e kwartaal;116.2;0.4
542;521 Opslag;2009 3e kwartaal;114.7;4.5
543;521 Opslag;2009 4e kwartaal;118.0;-3.1
544;521 Opslag;2009;114.0;-0.9
545;521 Opslag;2010 1e kwartaal;111.8;4.5
546;521 Opslag;2010 2e kwartaal;114.6;-1.4
547;521 Opslag;2010 3e kwartaal;119.4;4.2
548;521 Opslag;2010 4e kwartaal;120.8;2.4
549;521 Opslag;2010;116.7;2.4
550;521 Opslag;2011 1e kwartaal;120.0;7.4
551;521 Opslag;2011 2e kwartaal;123.9;8.1
552;521 Opslag;2011 3e kwartaal;121.1;1.4
553;521 Opslag;2011 4e kwartaal;125.0;3.5
554;521 Opslag;2011;122.5;5.0
555;521 Opslag;2012 1e kwartaal;121.9;1.5
556;521 Opslag;2012 2e kwartaal;124.2;0.3
557;521 Opslag;2012 3e kwartaal;114.5;-5.4
558;521 Opslag;2012 4e kwartaal;121.0;-3.2
559;521 Opslag;2012;120.4;-1.7
560;522 Dienstverlening voor vervoer;2005 1e kwartaal;92.8;
561;522 Dienstverlening voor vervoer;2005 2e kwartaal;101.4;
562;522 Dienstverlening voor vervoer;2005 3e kwartaal;101.0;
563;522 Dienstverlening voor vervoer;2005 4e kwartaal;104.8;
564;522 Dienstverlening voor vervoer;2005;100.0;
565;522 Dienstverlening voor vervoer;2006 1e kwartaal;101.8;9.6
566;522 Dienstverlening voor vervoer;2006 2e kwartaal;109.9;8.4
567;522 Dienstverlening voor vervoer;2006 3e kwartaal;104.0;3.1
568;522 Dienstverlening voor vervoer;2006 4e kwartaal;113.1;7.9
569;522 Dienstverlening voor vervoer;2006;107.2;7.2
570;522 Dienstverlening voor vervoer;2007 1e kwartaal;111.2;9.2
571;522 Dienstverlening voor vervoer;2007 2e kwartaal;119.2;8.5
572;522 Dienstverlening voor vervoer;2007 3e kwartaal;124.2;19.4
573;522 Dienstverlening voor vervoer;2007 4e kwartaal;132.9;17.5
574;522 Dienstverlening voor vervoer;2007;121.9;13.7
575;522 Dienstverlening voor vervoer;2008 1e kwartaal;118.7;6.7
576;522 Dienstverlening voor vervoer;2008 2e kwartaal;126.5;6.0
577;522 Dienstverlening voor vervoer;2008 3e kwartaal;128.0;3.0
578;522 Dienstverlening voor vervoer;2008 4e kwartaal;125.0;-5.9
579;522 Dienstverlening voor vervoer;2008;124.5;2.2
580;522 Dienstverlening voor vervoer;2009 1e kwartaal;105.8;-10.8
581;522 Dienstverlening voor vervoer;2009 2e kwartaal;105.5;-16.6
582;522 Dienstverlening voor vervoer;2009 3e kwartaal;105.5;-17.6
583;522 Dienstverlening voor vervoer;2009 4e kwartaal;107.5;-14.1
584;522 Dienstverlening voor vervoer;2009;106.1;-14.8
585;522 Dienstverlening voor vervoer;2010 1e kwartaal;104.3;-1.4
586;522 Dienstverlening voor vervoer;2010 2e kwartaal;112.1;6.3
587;522 Dienstverlening voor vervoer;2010 3e kwartaal;116.6;10.5
588;522 Dienstverlening voor vervoer;2010 4e kwartaal;117.7;9.5
589;522 Dienstverlening voor vervoer;2010;112.7;6.2
590;522 Dienstverlening voor vervoer;2011 1e kwartaal;112.2;7.6
591;522 Dienstverlening voor vervoer;2011 2e kwartaal;119.5;6.6
592;522 Dienstverlening voor vervoer;2011 3e kwartaal;120.1;3.0
593;522 Dienstverlening voor vervoer;2011 4e kwartaal;123.2;4.6
594;522 Dienstverlening voor vervoer;2011;118.7;5.4
595;522 Dienstverlening voor vervoer;2012 1e kwartaal;116.3;3.7
596;522 Dienstverlening voor vervoer;2012 2e kwartaal;124.5;4.1
597;522 Dienstverlening voor vervoer;2012 3e kwartaal;124.9;4.0
598;522 Dienstverlening voor vervoer;2012 4e kwartaal;125.8;2.1
599;522 Dienstverlening voor vervoer;2012;122.9;3.5
600;5221 Dienstverlening voor landvervoer;2005 1e kwartaal;87.4;
601;5221 Dienstverlening voor landvervoer;2005 2e kwartaal;104.7;
602;5221 Dienstverlening voor landvervoer;2005 3e kwartaal;102.1;
603;5221 Dienstverlening voor landvervoer;2005 4e kwartaal;105.8;
604;5221 Dienstverlening voor landvervoer;2005;100.0;
605;5221 Dienstverlening voor landvervoer;2006 1e kwartaal;109.4;25.2
606;5221 Dienstverlening voor landvervoer;2006 2e kwartaal;122.9;17.4
607;5221 Dienstverlening voor landvervoer;2006 3e kwartaal;121.5;19.0
608;5221 Dienstverlening voor landvervoer;2006 4e kwartaal;131.8;24.6
609;5221 Dienstverlening voor landvervoer;2006;121.4;21.4
610;5221 Dienstverlening voor landvervoer;2007 1e kwartaal;118.3;8.2
611;5221 Dienstverlening voor landvervoer;2007 2e kwartaal;118.7;-3.4
612;5221 Dienstverlening voor landvervoer;2007 3e kwartaal;118.2;-2.7
613;5221 Dienstverlening voor landvervoer;2007 4e kwartaal;127.1;-3.6
614;5221 Dienstverlening voor landvervoer;2007;120.6;-0.7
615;5221 Dienstverlening voor landvervoer;2008 1e kwartaal;116.1;-1.9
616;5221 Dienstverlening voor landvervoer;2008 2e kwartaal;119.1;0.3
617;5221 Dienstverlening voor landvervoer;2008 3e kwartaal;113.6;-3.9
618;5221 Dienstverlening voor landvervoer;2008 4e kwartaal;125.4;-1.4
619;5221 Dienstverlening voor landvervoer;2008;118.5;-1.7
620;5221 Dienstverlening voor landvervoer;2009 1e kwartaal;117.2;1.0
621;5221 Dienstverlening voor landvervoer;2009 2e kwartaal;121.4;1.9
622;5221 Dienstverlening voor landvervoer;2009 3e kwartaal;122.1;7.6
623;5221 Dienstverlening voor landvervoer;2009 4e kwartaal;135.4;8.0
624;5221 Dienstverlening voor landvervoer;2009;124.0;4.7
625;5221 Dienstverlening voor landvervoer;2010 1e kwartaal;119.6;2.1
626;5221 Dienstverlening voor landvervoer;2010 2e kwartaal;123.9;2.1
627;5221 Dienstverlening voor landvervoer;2010 3e kwartaal;121.4;-0.6
628;5221 Dienstverlening voor landvervoer;2010 4e kwartaal;138.7;2.4
629;5221 Dienstverlening voor landvervoer;2010;125.9;1.5
630;5221 Dienstverlening voor landvervoer;2011 1e kwartaal;125.6;5.0
631;5221 Dienstverlening voor landvervoer;2011 2e kwartaal;133.4;7.6
632;5221 Dienstverlening voor landvervoer;2011 3e kwartaal;131.3;8.1
633;5221 Dienstverlening voor landvervoer;2011 4e kwartaal;144.6;4.3
634;5221 Dienstverlening voor landvervoer;2011;133.7;6.2
635;5221 Dienstverlening voor landvervoer;2012 1e kwartaal;131.0;4.2
636;5221 Dienstverlening voor landvervoer;2012 2e kwartaal;142.3;6.7
637;5221 Dienstverlening voor landvervoer;2012 3e kwartaal;137.2;4.5
638;5221 Dienstverlening voor landvervoer;2012 4e kwartaal;143.8;-0.6
639;5221 Dienstverlening voor landvervoer;2012;138.6;3.6
640;5222 Dienstverlening voor de scheepvaart;2005 1e kwartaal;96.8;
641;5222 Dienstverlening voor de scheepvaart;2005 2e kwartaal;96.1;
642;5222 Dienstverlening voor de scheepvaart;2005 3e kwartaal;102.5;
643;5222 Dienstverlening voor de scheepvaart;2005 4e kwartaal;104.6;
644;5222 Dienstverlening voor de scheepvaart;2005;100.0;
645;5222 Dienstverlening voor de scheepvaart;2006 1e kwartaal;98.3;1.5
646;5222 Dienstverlening voor de scheepvaart;2006 2e kwartaal;107.7;12.0
647;5222 Dienstverlening voor de scheepvaart;2006 3e kwartaal;111.4;8.8
648;5222 Dienstverlening voor de scheepvaart;2006 4e kwartaal;114.7;9.7
649;5222 Dienstverlening voor de scheepvaart;2006;108.0;8.0
650;5222 Dienstverlening voor de scheepvaart;2007 1e kwartaal;110.1;12.0
651;5222 Dienstverlening voor de scheepvaart;2007 2e kwartaal;121.9;13.2
652;5222 Dienstverlening voor de scheepvaart;2007 3e kwartaal;120.0;7.7
653;5222 Dienstverlening voor de scheepvaart;2007 4e kwartaal;133.9;16.8
654;5222 Dienstverlening voor de scheepvaart;2007;121.5;12.5
655;5222 Dienstverlening voor de scheepvaart;2008 1e kwartaal;109.1;-1.0
656;5222 Dienstverlening voor de scheepvaart;2008 2e kwartaal;130.0;6.6
657;5222 Dienstverlening voor de scheepvaart;2008 3e kwartaal;138.3;15.3
658;5222 Dienstverlening voor de scheepvaart;2008 4e kwartaal;131.6;-1.8
659;5222 Dienstverlening voor de scheepvaart;2008;127.2;4.7
660;5222 Dienstverlening voor de scheepvaart;2009 1e kwartaal;111.6;2.3
661;5222 Dienstverlening voor de scheepvaart;2009 2e kwartaal;117.3;-9.8
662;5222 Dienstverlening voor de scheepvaart;2009 3e kwartaal;114.5;-17.2
663;5222 Dienstverlening voor de scheepvaart;2009 4e kwartaal;114.0;-13.3
664;5222 Dienstverlening voor de scheepvaart;2009;114.4;-10.1
665;5222 Dienstverlening voor de scheepvaart;2010 1e kwartaal;112.3;0.6
666;5222 Dienstverlening voor de scheepvaart;2010 2e kwartaal;119.3;1.7
667;5222 Dienstverlening voor de scheepvaart;2010 3e kwartaal;123.6;7.9
668;5222 Dienstverlening voor de scheepvaart;2010 4e kwartaal;125.0;9.6
669;5222 Dienstverlening voor de scheepvaart;2010;120.0;5.0
670;5222 Dienstverlening voor de scheepvaart;2011 1e kwartaal;120.3;7.1
671;5222 Dienstverlening voor de scheepvaart;2011 2e kwartaal;120.5;1.1
672;5222 Dienstverlening voor de scheepvaart;2011 3e kwartaal;129.2;4.6
673;5222 Dienstverlening voor de scheepvaart;2011 4e kwartaal;130.4;4.3
674;5222 Dienstverlening voor de scheepvaart;2011;125.1;4.2
675;5222 Dienstverlening voor de scheepvaart;2012 1e kwartaal;132.5;10.2
676;5222 Dienstverlening voor de scheepvaart;2012 2e kwartaal;122.5;1.7
677;5222 Dienstverlening voor de scheepvaart;2012 3e kwartaal;123.2;-4.6
678;5222 Dienstverlening voor de scheepvaart;2012 4e kwartaal;134.1;2.9
679;5222 Dienstverlening voor de scheepvaart;2012;128.1;2.4
680;5223 Dienstverlening voor de luchtvaart;2005 1e kwartaal;83.5;
681;5223 Dienstverlening voor de luchtvaart;2005 2e kwartaal;104.7;
682;5223 Dienstverlening voor de luchtvaart;2005 3e kwartaal;111.9;
683;5223 Dienstverlening voor de luchtvaart;2005 4e kwartaal;99.9;
684;5223 Dienstverlening voor de luchtvaart;2005;100.0;
685;5223 Dienstverlening voor de luchtvaart;2006 1e kwartaal;83.8;0.4
686;5223 Dienstverlening voor de luchtvaart;2006 2e kwartaal;110.0;5.0
687;5223 Dienstverlening voor de luchtvaart;2006 3e kwartaal;116.5;4.1
688;5223 Dienstverlening voor de luchtvaart;2006 4e kwartaal;100.3;0.4
689;5223 Dienstverlening voor de luchtvaart;2006;102.7;2.7
690;5223 Dienstverlening voor de luchtvaart;2007 1e kwartaal;89.1;6.3
691;5223 Dienstverlening voor de luchtvaart;2007 2e kwartaal;110.6;0.5
692;5223 Dienstverlening voor de luchtvaart;2007 3e kwartaal;124.5;6.9
693;5223 Dienstverlening voor de luchtvaart;2007 4e kwartaal;105.5;5.2
694;5223 Dienstverlening voor de luchtvaart;2007;107.4;4.7
695;5223 Dienstverlening voor de luchtvaart;2008 1e kwartaal;92.9;4.3
696;5223 Dienstverlening voor de luchtvaart;2008 2e kwartaal;109.8;-0.7
697;5223 Dienstverlening voor de luchtvaart;2008 3e kwartaal;117.1;-6.0
698;5223 Dienstverlening voor de luchtvaart;2008 4e kwartaal;103.9;-1.4
699;5223 Dienstverlening voor de luchtvaart;2008;105.9;-1.4
700;5223 Dienstverlening voor de luchtvaart;2009 1e kwartaal;93.0;0.1
701;5223 Dienstverlening voor de luchtvaart;2009 2e kwartaal;108.1;-1.5
702;5223 Dienstverlening voor de luchtvaart;2009 3e kwartaal;114.5;-2.2
703;5223 Dienstverlening voor de luchtvaart;2009 4e kwartaal;97.9;-5.8
704;5223 Dienstverlening voor de luchtvaart;2009;103.4;-2.4
705;5223 Dienstverlening voor de luchtvaart;2010 1e kwartaal;86.6;-6.9
706;5223 Dienstverlening voor de luchtvaart;2010 2e kwartaal;101.7;-5.9
707;5223 Dienstverlening voor de luchtvaart;2010 3e kwartaal;119.0;3.9
708;5223 Dienstverlening voor de luchtvaart;2010 4e kwartaal;105.4;7.7
709;5223 Dienstverlening voor de luchtvaart;2010;103.2;-0.2
710;5223 Dienstverlening voor de luchtvaart;2011 1e kwartaal;94.1;8.8
711;5223 Dienstverlening voor de luchtvaart;2011 2e kwartaal;118.2;16.2
712;5223 Dienstverlening voor de luchtvaart;2011 3e kwartaal;127.1;6.8
713;5223 Dienstverlening voor de luchtvaart;2011 4e kwartaal;110.7;4.9
714;5223 Dienstverlening voor de luchtvaart;2011;112.5;9.1
715;5223 Dienstverlening voor de luchtvaart;2012 1e kwartaal;95.9;1.9
716;5223 Dienstverlening voor de luchtvaart;2012 2e kwartaal;120.9;2.3
717;5223 Dienstverlening voor de luchtvaart;2012 3e kwartaal;132.4;4.2
718;5223 Dienstverlening voor de luchtvaart;2012 4e kwartaal;113.1;2.2
719;5223 Dienstverlening voor de luchtvaart;2012;115.6;2.7
720;5224 Laad-, los- en overslagbedrijven;2005 1e kwartaal;93.3;
721;5224 Laad-, los- en overslagbedrijven;2005 2e kwartaal;105.0;
722;5224 Laad-, los- en overslagbedrijven;2005 3e kwartaal;97.7;
723;5224 Laad-, los- en overslagbedrijven;2005 4e kwartaal;104.0;
724;5224 Laad-, los- en overslagbedrijven;2005;100.0;
725;5224 Laad-, los- en overslagbedrijven;2006 1e kwartaal;101.4;8.6
726;5224 Laad-, los- en overslagbedrijven;2006 2e kwartaal;106.0;1.0
727;5224 Laad-, los- en overslagbedrijven;2006 3e kwartaal;107.3;9.8
728;5224 Laad-, los- en overslagbedrijven;2006 4e kwartaal;111.8;7.5
729;5224 Laad-, los- en overslagbedrijven;2006;106.6;6.6
730;5224 Laad-, los- en overslagbedrijven;2007 1e kwartaal;113.2;11.6
731;5224 Laad-, los- en overslagbedrijven;2007 2e kwartaal;118.4;11.7
732;5224 Laad-, los- en overslagbedrijven;2007 3e kwartaal;124.9;16.4
733;5224 Laad-, los- en overslagbedrijven;2007 4e kwartaal;137.6;23.1
734;5224 Laad-, los- en overslagbedrijven;2007;123.5;15.9
735;5224 Laad-, los- en overslagbedrijven;2008 1e kwartaal;133.9;18.3
736;5224 Laad-, los- en overslagbedrijven;2008 2e kwartaal;142.0;19.9
737;5224 Laad-, los- en overslagbedrijven;2008 3e kwartaal;142.9;14.4
738;5224 Laad-, los- en overslagbedrijven;2008 4e kwartaal;139.6;1.5
739;5224 Laad-, los- en overslagbedrijven;2008;139.6;13.0
740;5224 Laad-, los- en overslagbedrijven;2009 1e kwartaal;128.8;-3.8
741;5224 Laad-, los- en overslagbedrijven;2009 2e kwartaal;127.2;-10.4
742;5224 Laad-, los- en overslagbedrijven;2009 3e kwartaal;128.5;-10.1
743;5224 Laad-, los- en overslagbedrijven;2009 4e kwartaal;127.4;-8.7
744;5224 Laad-, los- en overslagbedrijven;2009;128.0;-8.3
745;5224 Laad-, los- en overslagbedrijven;2010 1e kwartaal;126.2;-2.1
746;5224 Laad-, los- en overslagbedrijven;2010 2e kwartaal;137.1;7.8
747;5224 Laad-, los- en overslagbedrijven;2010 3e kwartaal;140.6;9.4
748;5224 Laad-, los- en overslagbedrijven;2010 4e kwartaal;137.3;7.8
749;5224 Laad-, los- en overslagbedrijven;2010;135.3;5.7
750;5224 Laad-, los- en overslagbedrijven;2011 1e kwartaal;133.2;5.6
751;5224 Laad-, los- en overslagbedrijven;2011 2e kwartaal;139.2;1.5
752;5224 Laad-, los- en overslagbedrijven;2011 3e kwartaal;140.6;0.0
753;5224 Laad-, los- en overslagbedrijven;2011 4e kwartaal;139.0;1.2
754;5224 Laad-, los- en overslagbedrijven;2011;138.0;2.0
755;5224 Laad-, los- en overslagbedrijven;2012 1e kwartaal;137.0;2.8
756;5224 Laad-, los- en overslagbedrijven;2012 2e kwartaal;144.3;3.7
757;5224 Laad-, los- en overslagbedrijven;2012 3e kwartaal;144.6;2.9
758;5224 Laad-, los- en overslagbedrijven;2012 4e kwartaal;145.8;4.9
759;5224 Laad-, los- en overslagbedrijven;2012;142.9;3.6
760;5229 Tussenpersonen vrachtvervoer;2005 1e kwartaal;93.9;
761;5229 Tussenpersonen vrachtvervoer;2005 2e kwartaal;100.5;
762;5229 Tussenpersonen vrachtvervoer;2005 3e kwartaal;100.0;
763;5229 Tussenpersonen vrachtvervoer;2005 4e kwartaal;105.5;
764;5229 Tussenpersonen vrachtvervoer;2005;100.0;
765;5229 Tussenpersonen vrachtvervoer;2006 1e kwartaal;103.9;10.7
766;5229 Tussenpersonen vrachtvervoer;2006 2e kwartaal;110.0;9.4
767;5229 Tussenpersonen vrachtvervoer;2006 3e kwartaal;100.3;0.2
768;5229 Tussenpersonen vrachtvervoer;2006 4e kwartaal;113.6;7.6
769;5229 Tussenpersonen vrachtvervoer;2006;106.9;6.9
770;5229 Tussenpersonen vrachtvervoer;2007 1e kwartaal;113.1;8.9
771;5229 Tussenpersonen vrachtvervoer;2007 2e kwartaal;120.2;9.4
772;5229 Tussenpersonen vrachtvervoer;2007 3e kwartaal;124.7;24.4
773;5229 Tussenpersonen vrachtvervoer;2007 4e kwartaal;135.6;19.4
774;5229 Tussenpersonen vrachtvervoer;2007;123.4;15.4
775;5229 Tussenpersonen vrachtvervoer;2008 1e kwartaal;119.9;6.0
776;5229 Tussenpersonen vrachtvervoer;2008 2e kwartaal;125.7;4.5
777;5229 Tussenpersonen vrachtvervoer;2008 3e kwartaal;126.5;1.4
778;5229 Tussenpersonen vrachtvervoer;2008 4e kwartaal;124.3;-8.3
779;5229 Tussenpersonen vrachtvervoer;2008;124.1;0.5
780;5229 Tussenpersonen vrachtvervoer;2009 1e kwartaal;101.9;-15.0
781;5229 Tussenpersonen vrachtvervoer;2009 2e kwartaal;99.2;-21.1
782;5229 Tussenpersonen vrachtvervoer;2009 3e kwartaal;98.4;-22.2
783;5229 Tussenpersonen vrachtvervoer;2009 4e kwartaal;102.7;-17.4
784;5229 Tussenpersonen vrachtvervoer;2009;100.5;-19.0
785;5229 Tussenpersonen vrachtvervoer;2010 1e kwartaal;100.7;-1.1
786;5229 Tussenpersonen vrachtvervoer;2010 2e kwartaal;107.4;8.3
787;5229 Tussenpersonen vrachtvervoer;2010 3e kwartaal;110.9;12.7
788;5229 Tussenpersonen vrachtvervoer;2010 4e kwartaal;113.7;10.7
789;5229 Tussenpersonen vrachtvervoer;2010;108.2;7.6
790;5229 Tussenpersonen vrachtvervoer;2011 1e kwartaal;109.0;8.2
791;5229 Tussenpersonen vrachtvervoer;2011 2e kwartaal;115.1;7.2
792;5229 Tussenpersonen vrachtvervoer;2011 3e kwartaal;114.0;2.8
793;5229 Tussenpersonen vrachtvervoer;2011 4e kwartaal;119.8;5.4
794;5229 Tussenpersonen vrachtvervoer;2011;114.5;5.8
795;5229 Tussenpersonen vrachtvervoer;2012 1e kwartaal;112.7;3.4
796;5229 Tussenpersonen vrachtvervoer;2012 2e kwartaal;120.3;4.5
797;5229 Tussenpersonen vrachtvervoer;2012 3e kwartaal;119.8;5.1
798;5229 Tussenpersonen vrachtvervoer;2012 4e kwartaal;121.7;1.6
799;5229 Tussenpersonen vrachtvervoer;2012;118.6;3.6
800;53 Post en koeriers;2005 1e kwartaal;97.9;
801;53 Post en koeriers;2005 2e kwartaal;98.4;
802;53 Post en koeriers;2005 3e kwartaal;92.0;
803;53 Post en koeriers;2005 4e kwartaal;111.7;
804;53 Post en koeriers;2005;100.0;
805;53 Post en koeriers;2006 1e kwartaal;103.1;5.3
