ID;Geslacht;Leeftijd;Perioden;Sterftekans_1;LevendenTafelbevolking_2;OverledenenTafelbevolking_3;Levensverwachting_4
1722;Mannen;57;1921 tot 1926;0.01397;72219;1009;18.37
1723;Mannen;57;1926 tot 1931;0.01381;74751;1033;18.5
1724;Mannen;57;1931 tot 1936;0.01273;78451;999;18.87
1725;Mannen;57;1936 tot 1941;0.01236;79368;981;18.87
1726;Mannen;57;1941 tot 1946;0.0134;68511;918;18.07
1727;Mannen;57;1946 tot 1951;0.01013;82709;838;20.34
1728;Mannen;57;1951 tot 1956;0.01065;85869;915;20.41
1729;Mannen;57;1956 tot 1961;0.01094;86852;951;20.33
1730;Mannen;57;1961 tot 1966;0.01198;86697;1039;20.0
1731;Mannen;57;1966 tot 1971;0.0123;86646;1066;19.65
1732;Mannen;57;1971 tot 1976;0.01247;87143;1087;19.57
1733;Mannen;57;1976 tot 1981;0.01097;88373;969;19.91
1734;Mannen;57;1981 tot 1986;0.01048;89522;938;20.25
1735;Mannen;57;1986 tot 1991;0.00972;90388;879;20.61
1736;Mannen;57;1991 tot 1996;0.00856;91143;780;21.12
1737;Mannen;57;1996 tot 2001;0.00764;91809;702;21.76
1738;Mannen;57;2001 tot 2006;0.00666;92607;617;22.77
1739;Mannen;57;2006 tot 2011;0.00599;93852;563;24.18
1740;Mannen;58;1861 tot 1866;0.02956;35449;1048;14.63
1741;Mannen;58;1866 tot 1871;0.02864;35238;1009;14.59
1742;Mannen;58;1871 tot 1876;0.02646;35675;944;14.7
1743;Mannen;58;1876 tot 1881;0.02573;40738;1048;15.15
1744;Mannen;58;1881 tot 1886;0.02469;42792;1057;15.46
1745;Mannen;58;1886 tot 1891;0.02417;44413;1074;15.48
1746;Mannen;58;1891 tot 1896;0.02429;46580;1132;15.34
1747;Mannen;58;1896 tot 1901;0.01994;51423;1025;16.11
1748;Mannen;58;1901 tot 1906;0.01993;54382;1084;16.49
1749;Mannen;58;1906 tot 1911;0.01953;59266;1157;16.55
1750;Mannen;58;1911 tot 1916;0.01795;63265;1136;17.03
1751;Mannen;58;1916 tot 1921;0.01959;59550;1167;16.58
1752;Mannen;58;1921 tot 1926;0.01571;71210;1119;17.62
1753;Mannen;58;1926 tot 1931;0.01505;73719;1110;17.75
1754;Mannen;58;1931 tot 1936;0.01391;77452;1078;18.11
1755;Mannen;58;1936 tot 1941;0.01385;78386;1086;18.1
1756;Mannen;58;1941 tot 1946;0.01616;67593;1092;17.31
1757;Mannen;58;1946 tot 1951;0.01127;81872;923;19.54
1758;Mannen;58;1951 tot 1956;0.01166;84954;990;19.63
1759;Mannen;58;1956 tot 1961;0.01246;85902;1071;19.55
1760;Mannen;58;1961 tot 1966;0.01315;85658;1126;19.23
1761;Mannen;58;1966 tot 1971;0.01379;85580;1180;18.89
1762;Mannen;58;1971 tot 1976;0.01337;86056;1151;18.81
1763;Mannen;58;1976 tot 1981;0.01296;87404;1132;19.13
1764;Mannen;58;1981 tot 1986;0.01184;88584;1048;19.46
1765;Mannen;58;1986 tot 1991;0.01121;89509;1004;19.81
1766;Mannen;58;1991 tot 1996;0.00951;90362;859;20.3
1767;Mannen;58;1996 tot 2001;0.00825;91107;752;20.92
1768;Mannen;58;2001 tot 2006;0.00778;91990;715;21.92
1769;Mannen;58;2006 tot 2011;0.00638;93289;595;23.32
1770;Mannen;59;1861 tot 1866;0.03043;34401;1047;14.06
1771;Mannen;59;1866 tot 1871;0.03096;34229;1060;14.01
1772;Mannen;59;1871 tot 1876;0.02972;34731;1032;14.09
1773;Mannen;59;1876 tot 1881;0.02707;39690;1074;14.53
1774;Mannen;59;1881 tot 1886;0.02698;41735;1126;14.84
1775;Mannen;59;1886 tot 1891;0.0267;43340;1157;14.86
1776;Mannen;59;1891 tot 1896;0.02554;45449;1161;14.7
1777;Mannen;59;1896 tot 1901;0.02256;50397;1137;15.43
1778;Mannen;59;1901 tot 1906;0.02185;53299;1165;15.82
1779;Mannen;59;1906 tot 1911;0.02128;58108;1237;15.87
1780;Mannen;59;1911 tot 1916;0.01991;62129;1237;16.33
1781;Mannen;59;1916 tot 1921;0.02039;58383;1190;15.9
1782;Mannen;59;1921 tot 1926;0.01712;70091;1200;16.89
1783;Mannen;59;1926 tot 1931;0.01594;72609;1157;17.01
1784;Mannen;59;1931 tot 1936;0.01527;76375;1167;17.35
1785;Mannen;59;1936 tot 1941;0.01526;77301;1179;17.34
1786;Mannen;59;1941 tot 1946;0.01717;66501;1142;16.59
1787;Mannen;59;1946 tot 1951;0.01241;80949;1004;18.76
1788;Mannen;59;1951 tot 1956;0.01304;83964;1095;18.85
1789;Mannen;59;1956 tot 1961;0.01338;84831;1135;18.79
1790;Mannen;59;1961 tot 1966;0.01481;84532;1252;18.48
1791;Mannen;59;1966 tot 1971;0.01547;84400;1306;18.15
1792;Mannen;59;1971 tot 1976;0.01446;84905;1228;18.06
1793;Mannen;59;1976 tot 1981;0.01356;86271;1170;18.37
1794;Mannen;59;1981 tot 1986;0.01295;87536;1133;18.68
1795;Mannen;59;1986 tot 1991;0.01205;88506;1067;19.03
1796;Mannen;59;1991 tot 1996;0.01048;89503;938;19.49
1797;Mannen;59;1996 tot 2001;0.00933;90355;843;20.09
1798;Mannen;59;2001 tot 2006;0.00813;91275;742;21.08
1799;Mannen;59;2006 tot 2011;0.00707;92694;655;22.47
1800;Mannen;60;1861 tot 1866;0.03163;33354;1055;13.49
1801;Mannen;60;1866 tot 1871;0.03259;33169;1081;13.44
1802;Mannen;60;1871 tot 1876;0.033;33699;1112;13.51
1803;Mannen;60;1876 tot 1881;0.02901;38616;1120;13.92
1804;Mannen;60;1881 tot 1886;0.02763;40609;1122;14.24
1805;Mannen;60;1886 tot 1891;0.02735;42182;1154;14.25
1806;Mannen;60;1891 tot 1896;0.0272;44288;1204;14.08
1807;Mannen;60;1896 tot 1901;0.02535;49260;1249;14.77
1808;Mannen;60;1901 tot 1906;0.02295;52134;1197;15.16
1809;Mannen;60;1906 tot 1911;0.02296;56872;1306;15.21
1810;Mannen;60;1911 tot 1916;0.021;60892;1279;15.65
1811;Mannen;60;1916 tot 1921;0.02174;57193;1243;15.22
1812;Mannen;60;1921 tot 1926;0.01896;68892;1306;16.18
1813;Mannen;60;1926 tot 1931;0.01739;71452;1243;16.28
1814;Mannen;60;1931 tot 1936;0.01666;75208;1253;16.62
1815;Mannen;60;1936 tot 1941;0.01628;76121;1239;16.6
1816;Mannen;60;1941 tot 1946;0.01891;65359;1236;15.87
1817;Mannen;60;1946 tot 1951;0.01366;79944;1092;17.99
1818;Mannen;60;1951 tot 1956;0.01417;82869;1174;18.1
1819;Mannen;60;1956 tot 1961;0.01478;83696;1237;18.03
1820;Mannen;60;1961 tot 1966;0.01606;83280;1337;17.75
1821;Mannen;60;1966 tot 1971;0.01676;83094;1392;17.42
1822;Mannen;60;1971 tot 1976;0.01668;83677;1396;17.32
1823;Mannen;60;1976 tot 1981;0.01525;85101;1297;17.62
1824;Mannen;60;1981 tot 1986;0.01449;86402;1252;17.92
1825;Mannen;60;1986 tot 1991;0.01367;87439;1195;18.26
1826;Mannen;60;1991 tot 1996;0.01197;88566;1060;18.69
1827;Mannen;60;1996 tot 2001;0.01045;89513;935;19.28
1828;Mannen;60;2001 tot 2006;0.00937;90532;848;20.25
1829;Mannen;60;2006 tot 2011;0.00787;92038;724;21.63
1830;Mannen;61;1861 tot 1866;0.03372;32299;1089;12.91
1831;Mannen;61;1866 tot 1871;0.035;32088;1123;12.87
1832;Mannen;61;1871 tot 1876;0.03365;32587;1097;12.95
1833;Mannen;61;1876 tot 1881;0.03091;37496;1159;13.32
1834;Mannen;61;1881 tot 1886;0.03098;39487;1223;13.63
1835;Mannen;61;1886 tot 1891;0.02924;41029;1200;13.64
1836;Mannen;61;1891 tot 1896;0.02953;43084;1272;13.46
1837;Mannen;61;1896 tot 1901;0.02661;48012;1278;14.15
1838;Mannen;61;1901 tot 1906;0.02501;50937;1274;14.5
1839;Mannen;61;1906 tot 1911;0.02446;55566;1359;14.55
1840;Mannen;61;1911 tot 1916;0.02339;59613;1394;14.98
1841;Mannen;61;1916 tot 1921;0.0242;55949;1354;14.55
1842;Mannen;61;1921 tot 1926;0.02058;67586;1391;15.48
1843;Mannen;61;1926 tot 1931;0.01947;70209;1367;15.56
1844;Mannen;61;1931 tot 1936;0.01912;73955;1414;15.89
1845;Mannen;61;1936 tot 1941;0.01808;74882;1354;15.87
1846;Mannen;61;1941 tot 1946;0.02107;64123;1351;15.17
1847;Mannen;61;1946 tot 1951;0.01508;78852;1189;17.23
1848;Mannen;61;1951 tot 1956;0.01523;81695;1244;17.35
1849;Mannen;61;1956 tot 1961;0.01624;82459;1339;17.3
1850;Mannen;61;1961 tot 1966;0.01757;81943;1440;17.03
1851;Mannen;61;1966 tot 1971;0.01875;81702;1532;16.71
1852;Mannen;61;1971 tot 1976;0.01818;82282;1496;16.61
1853;Mannen;61;1976 tot 1981;0.01768;83804;1482;16.88
1854;Mannen;61;1981 tot 1986;0.01567;85150;1334;17.18
1855;Mannen;61;1986 tot 1991;0.01444;86243;1245;17.5
1856;Mannen;61;1991 tot 1996;0.01332;87505;1166;17.91
1857;Mannen;61;1996 tot 2001;0.01189;88577;1053;18.48
1858;Mannen;61;2001 tot 2006;0.00992;89684;889;19.44
1859;Mannen;61;2006 tot 2011;0.00868;91314;793;20.79
1860;Mannen;62;1861 tot 1866;0.0362;31210;1130;12.35
1861;Mannen;62;1866 tot 1871;0.03684;30965;1141;12.32
1862;Mannen;62;1871 tot 1876;0.0368;31490;1159;12.38
1863;Mannen;62;1876 tot 1881;0.0331;36337;1203;12.73
1864;Mannen;62;1881 tot 1886;0.03112;38264;1191;13.05
1865;Mannen;62;1886 tot 1891;0.03287;39829;1309;13.03
1866;Mannen;62;1891 tot 1896;0.03214;41812;1344;12.85
1867;Mannen;62;1896 tot 1901;0.028;46734;1308;13.52
1868;Mannen;62;1901 tot 1906;0.02762;49663;1372;13.86
1869;Mannen;62;1906 tot 1911;0.0262;54207;1420;13.9
1870;Mannen;62;1911 tot 1916;0.02483;58219;1446;14.32
1871;Mannen;62;1916 tot 1921;0.02592;54595;1415;13.9
1872;Mannen;62;1921 tot 1926;0.0214;66195;1417;14.79
1873;Mannen;62;1926 tot 1931;0.02133;68843;1469;14.86
1874;Mannen;62;1931 tot 1936;0.02031;72541;1473;15.19
1875;Mannen;62;1936 tot 1941;0.01986;73529;1460;15.15
1876;Mannen;62;1941 tot 1946;0.02249;62772;1412;14.48
1877;Mannen;62;1946 tot 1951;0.01628;77663;1264;16.49
1878;Mannen;62;1951 tot 1956;0.01667;80451;1341;16.61
1879;Mannen;62;1956 tot 1961;0.01806;81120;1465;16.57
1880;Mannen;62;1961 tot 1966;0.01909;80503;1536;16.33
1881;Mannen;62;1966 tot 1971;0.02055;80170;1648;16.02
1882;Mannen;62;1971 tot 1976;0.02016;80786;1629;15.9
1883;Mannen;62;1976 tot 1981;0.01883;82322;1550;16.18
1884;Mannen;62;1981 tot 1986;0.0176;83816;1475;16.44
1885;Mannen;62;1986 tot 1991;0.0164;84998;1394;16.75
1886;Mannen;62;1991 tot 1996;0.01497;86339;1293;17.14
1887;Mannen;62;1996 tot 2001;0.01299;87524;1137;17.69
1888;Mannen;62;2001 tot 2006;0.01143;88794;1015;18.63
1889;Mannen;62;2006 tot 2011;0.00968;90521;876;19.97
1890;Mannen;63;1861 tot 1866;0.04081;30080;1228;11.79
1891;Mannen;63;1866 tot 1871;0.03968;29824;1184;11.77
1892;Mannen;63;1871 tot 1876;0.04039;30331;1225;11.84
1893;Mannen;63;1876 tot 1881;0.03683;35134;1294;12.15
1894;Mannen;63;1881 tot 1886;0.0341;37073;1264;12.45
1895;Mannen;63;1886 tot 1891;0.03476;38520;1339;12.46
1896;Mannen;63;1891 tot 1896;0.03642;40468;1474;12.26
1897;Mannen;63;1896 tot 1901;0.03135;45425;1424;12.89
1898;Mannen;63;1901 tot 1906;0.02933;48292;1416;13.24
1899;Mannen;63;1906 tot 1911;0.02895;52787;1528;13.26
1900;Mannen;63;1911 tot 1916;0.02765;56773;1570;13.67
1901;Mannen;63;1916 tot 1921;0.02922;53180;1554;13.25
1902;Mannen;63;1921 tot 1926;0.02464;64778;1596;14.11
1903;Mannen;63;1926 tot 1931;0.02293;67374;1545;14.17
1904;Mannen;63;1931 tot 1936;0.0217;71068;1542;14.49
1905;Mannen;63;1936 tot 1941;0.02254;72069;1624;14.45
1906;Mannen;63;1941 tot 1946;0.02356;61360;1446;13.8
1907;Mannen;63;1946 tot 1951;0.01808;76399;1381;15.75
1908;Mannen;63;1951 tot 1956;0.01826;79109;1445;15.88
1909;Mannen;63;1956 tot 1961;0.01923;79655;1532;15.87
1910;Mannen;63;1961 tot 1966;0.02164;78967;1709;15.64
1911;Mannen;63;1966 tot 1971;0.02278;78522;1789;15.35
1912;Mannen;63;1971 tot 1976;0.02227;79157;1763;15.22
1913;Mannen;63;1976 tot 1981;0.02118;80771;1711;15.48
1914;Mannen;63;1981 tot 1986;0.01966;82341;1619;15.73
1915;Mannen;63;1986 tot 1991;0.01826;83604;1527;16.02
1916;Mannen;63;1991 tot 1996;0.01689;85047;1437;16.4
1917;Mannen;63;1996 tot 2001;0.0147;86387;1270;16.92
1918;Mannen;63;2001 tot 2006;0.0122;87779;1071;17.84
1919;Mannen;63;2006 tot 2011;0.01077;89645;966;19.16
1920;Mannen;64;1861 tot 1866;0.04415;28853;1274;11.27
1921;Mannen;64;1866 tot 1871;0.0423;28640;1211;11.24
1922;Mannen;64;1871 tot 1876;0.04301;29106;1252;11.31
1923;Mannen;64;1876 tot 1881;0.0391;33840;1323;11.6
1924;Mannen;64;1881 tot 1886;0.03834;35809;1373;11.88
1925;Mannen;64;1886 tot 1891;0.03778;37181;1405;11.89
1926;Mannen;64;1891 tot 1896;0.03831;38994;1494;11.71
1927;Mannen;64;1896 tot 1901;0.03522;44001;1550;12.29
1928;Mannen;64;1901 tot 1906;0.03206;46875;1503;12.63
1929;Mannen;64;1906 tot 1911;0.03266;51258;1674;12.64
1930;Mannen;64;1911 tot 1916;0.02922;55203;1613;13.05
1931;Mannen;64;1916 tot 1921;0.03177;51626;1640;12.64
1932;Mannen;64;1921 tot 1926;0.02685;63182;1696;13.45
1933;Mannen;64;1926 tot 1931;0.02625;65829;1728;13.49
1934;Mannen;64;1931 tot 1936;0.02449;69526;1703;13.8
1935;Mannen;64;1936 tot 1941;0.02338;70444;1647;13.77
1936;Mannen;64;1941 tot 1946;0.02709;59914;1623;13.13
1937;Mannen;64;1946 tot 1951;0.02017;75017;1513;15.03
1938;Mannen;64;1951 tot 1956;0.0194;77665;1507;15.17
1939;Mannen;64;1956 tot 1961;0.02086;78123;1630;15.17
1940;Mannen;64;1961 tot 1966;0.02333;77258;1802;14.97
1941;Mannen;64;1966 tot 1971;0.02428;76734;1863;14.69
1942;Mannen;64;1971 tot 1976;0.02433;77395;1883;14.56
1943;Mannen;64;1976 tot 1981;0.02331;79060;1843;14.8
1944;Mannen;64;1981 tot 1986;0.02185;80722;1764;15.03
1945;Mannen;64;1986 tot 1991;0.02012;82077;1651;15.31
1946;Mannen;64;1991 tot 1996;0.01893;83610;1583;15.67
1947;Mannen;64;1996 tot 2001;0.01665;85117;1417;16.16
1948;Mannen;64;2001 tot 2006;0.01402;86708;1216;17.05
1949;Mannen;64;2006 tot 2011;0.01167;88679;1035;18.36
1950;Mannen;65;1861 tot 1866;0.04651;27579;1283;10.77
1951;Mannen;65;1866 tot 1871;0.04555;27429;1249;10.71
1952;Mannen;65;1871 tot 1876;0.04526;27855;1261;10.8
1953;Mannen;65;1876 tot 1881;0.04268;32517;1388;11.05
1954;Mannen;65;1881 tot 1886;0.04081;34436;1405;11.33
1955;Mannen;65;1886 tot 1891;0.04061;35776;1453;11.33
1956;Mannen;65;1891 tot 1896;0.04207;37500;1578;11.15
1957;Mannen;65;1896 tot 1901;0.03624;42452;1539;11.72
1958;Mannen;65;1901 tot 1906;0.03541;45373;1607;12.03
1959;Mannen;65;1906 tot 1911;0.03491;49584;1731;12.05
1960;Mannen;65;1911 tot 1916;0.03297;53590;1767;12.43
1961;Mannen;65;1916 tot 1921;0.03367;49986;1683;12.04
1962;Mannen;65;1921 tot 1926;0.03034;61485;1865;12.81
1963;Mannen;65;1926 tot 1931;0.02859;64101;1832;12.84
1964;Mannen;65;1931 tot 1936;0.02719;67823;1844;13.14
1965;Mannen;65;1936 tot 1941;0.02801;68797;1927;13.09
1966;Mannen;65;1941 tot 1946;0.02976;58291;1735;12.48
1967;Mannen;65;1946 tot 1951;0.02217;73504;1629;14.33
1968;Mannen;65;1951 tot 1956;0.02169;76158;1652;14.46
1969;Mannen;65;1956 tot 1961;0.02294;76494;1754;14.48
1970;Mannen;65;1961 tot 1966;0.02537;75456;1914;14.32
1971;Mannen;65;1966 tot 1971;0.0268;74871;2007;14.05
1972;Mannen;65;1971 tot 1976;0.02723;75512;2056;13.91
1973;Mannen;65;1976 tot 1981;0.02564;77218;1980;14.15
1974;Mannen;65;1981 tot 1986;0.0239;78959;1887;14.36
1975;Mannen;65;1986 tot 1991;0.02235;80426;1798;14.61
1976;Mannen;65;1991 tot 1996;0.02045;82027;1678;14.96
1977;Mannen;65;1996 tot 2001;0.01858;83700;1555;15.43
1978;Mannen;65;2001 tot 2006;0.01544;85493;1320;16.29
1979;Mannen;65;2006 tot 2011;0.01318;87644;1155;17.58
1980;Mannen;66;1861 tot 1866;0.04878;26296;1283;10.27
1981;Mannen;66;1866 tot 1871;0.05022;26179;1315;10.2
1982;Mannen;66;1871 tot 1876;0.04903;26594;1304;10.29
1983;Mannen;66;1876 tot 1881;0.04592;31129;1430;10.52
1984;Mannen;66;1881 tot 1886;0.04247;33030;1403;10.79
1985;Mannen;66;1886 tot 1891;0.04404;34323;1512;10.79
1986;Mannen;66;1891 tot 1896;0.04567;35923;1640;10.62
1987;Mannen;66;1896 tot 1901;0.04138;40913;1693;11.15
1988;Mannen;66;1901 tot 1906;0.03854;43766;1687;11.45
1989;Mannen;66;1906 tot 1911;0.03801;47853;1819;11.47
1990;Mannen;66;1911 tot 1916;0.03446;51823;1786;11.83
1991;Mannen;66;1916 tot 1921;0.03684;48303;1780;11.44
1992;Mannen;66;1921 tot 1926;0.03278;59620;1955;12.19
1993;Mannen;66;1926 tot 1931;0.03173;62268;1976;12.21
1994;Mannen;66;1931 tot 1936;0.03048;65979;2011;12.49
1995;Mannen;66;1936 tot 1941;0.02902;66870;1940;12.45
1996;Mannen;66;1941 tot 1946;0.03214;56556;1818;11.84
1997;Mannen;66;1946 tot 1951;0.02454;71875;1764;13.65
1998;Mannen;66;1951 tot 1956;0.02339;74506;1743;13.77
1999;Mannen;66;1956 tot 1961;0.02479;74739;1853;13.81
2000;Mannen;66;1961 tot 1966;0.02812;73541;2068;13.68
2001;Mannen;66;1966 tot 1971;0.02995;72864;2182;13.42
2002;Mannen;66;1971 tot 1976;0.02982;73455;2191;13.28
2003;Mannen;66;1976 tot 1981;0.02843;75238;2139;13.51
2004;Mannen;66;1981 tot 1986;0.02691;77072;2074;13.7
2005;Mannen;66;1986 tot 1991;0.02503;78629;1968;13.94
2006;Mannen;66;1991 tot 1996;0.02273;80350;1827;14.27
2007;Mannen;66;1996 tot 2001;0.02063;82145;1695;14.71
2008;Mannen;66;2001 tot 2006;0.0172;84173;1448;15.54
2009;Mannen;66;2006 tot 2011;0.01444;86490;1249;16.8
2010;Mannen;67;1861 tot 1866;0.05182;25014;1296;9.77
2011;Mannen;67;1866 tot 1871;0.05365;24865;1334;9.71
2012;Mannen;67;1871 tot 1876;0.05175;25290;1309;9.79
2013;Mannen;67;1876 tot 1881;0.04956;29700;1472;10.0
2014;Mannen;67;1881 tot 1886;0.04925;31628;1558;10.25
2015;Mannen;67;1886 tot 1891;0.04696;32811;1541;10.27
2016;Mannen;67;1891 tot 1896;0.04744;34282;1626;10.1
2017;Mannen;67;1896 tot 1901;0.04444;39220;1743;10.61
2018;Mannen;67;1901 tot 1906;0.04225;42079;1778;10.89
2019;Mannen;67;1906 tot 1911;0.04143;46034;1907;10.91
2020;Mannen;67;1911 tot 1916;0.03662;50038;1832;11.24
2021;Mannen;67;1916 tot 1921;0.041;46524;1907;10.86
2022;Mannen;67;1921 tot 1926;0.03482;57666;2008;11.59
2023;Mannen;67;1926 tot 1931;0.03459;60293;2086;11.59
2024;Mannen;67;1931 tot 1936;0.03308;63968;2116;11.87
2025;Mannen;67;1936 tot 1941;0.03303;64929;2144;11.81
2026;Mannen;67;1941 tot 1946;0.03495;54738;1913;11.22
2027;Mannen;67;1946 tot 1951;0.0269;70111;1886;12.98
2028;Mannen;67;1951 tot 1956;0.02658;72763;1934;13.09
2029;Mannen;67;1956 tot 1961;0.02743;72886;1999;13.15
2030;Mannen;67;1961 tot 1966;0.02977;71473;2128;13.06
2031;Mannen;67;1966 tot 1971;0.03154;70682;2229;12.82
2032;Mannen;67;1971 tot 1976;0.03277;71265;2335;12.67
2033;Mannen;67;1976 tot 1981;0.0312;73100;2280;12.89
2034;Mannen;67;1981 tot 1986;0.02958;74997;2218;13.06
2035;Mannen;67;1986 tot 1991;0.0276;76660;2116;13.28
2036;Mannen;67;1991 tot 1996;0.02497;78523;1961;13.59
2037;Mannen;67;1996 tot 2001;0.02355;80450;1894;14.01
2038;Mannen;67;2001 tot 2006;0.0192;82725;1589;14.8
2039;Mannen;67;2006 tot 2011;0.01559;85241;1329;16.04
2040;Mannen;68;1861 tot 1866;0.05606;23718;1330;9.28
2041;Mannen;68;1866 tot 1871;0.05808;23531;1367;9.24
2042;Mannen;68;1871 tot 1876;0.05716;23981;1371;9.3
2043;Mannen;68;1876 tot 1881;0.05345;28228;1509;9.5
2044;Mannen;68;1881 tot 1886;0.05105;30070;1535;9.75
2045;Mannen;68;1886 tot 1891;0.05226;31271;1634;9.75
2046;Mannen;68;1891 tot 1896;0.05237;32656;1710;9.58
2047;Mannen;68;1896 tot 1901;0.04805;37477;1801;10.08
2048;Mannen;68;1901 tot 1906;0.04402;40302;1774;10.35
2049;Mannen;68;1906 tot 1911;0.04578;44127;2020;10.36
2050;Mannen;68;1911 tot 1916;0.04406;48206;2124;10.65
2051;Mannen;68;1916 tot 1921;0.04465;44616;1992;10.3
2052;Mannen;68;1921 tot 1926;0.03935;55658;2190;10.99
2053;Mannen;68;1926 tot 1931;0.03931;58207;2288;10.99
2054;Mannen;68;1931 tot 1936;0.03635;61852;2249;11.26
2055;Mannen;68;1936 tot 1941;0.03692;62785;2318;11.2
2056;Mannen;68;1941 tot 1946;0.03917;52825;2069;10.61
2057;Mannen;68;1946 tot 1951;0.02958;68225;2018;12.32
2058;Mannen;68;1951 tot 1956;0.02915;70829;2065;12.43
2059;Mannen;68;1956 tot 1961;0.02901;70887;2056;12.51
2060;Mannen;68;1961 tot 1966;0.03307;69346;2293;12.45
2061;Mannen;68;1966 tot 1971;0.03481;68452;2383;12.22
2062;Mannen;68;1971 tot 1976;0.03607;68930;2486;12.09
2063;Mannen;68;1976 tot 1981;0.03482;70819;2466;12.28
2064;Mannen;68;1981 tot 1986;0.03254;72779;2368;12.45
2065;Mannen;68;1986 tot 1991;0.03064;74545;2284;12.64
2066;Mannen;68;1991 tot 1996;0.02822;76562;2160;12.92
2067;Mannen;68;1996 tot 2001;0.02587;78556;2032;13.34
2068;Mannen;68;2001 tot 2006;0.02146;81136;1741;14.08
2069;Mannen;68;2006 tot 2011;0.01758;83912;1475;15.29
2070;Mannen;69;1861 tot 1866;0.05989;22388;1341;8.8
2071;Mannen;69;1866 tot 1871;0.06089;22164;1350;8.78
2072;Mannen;69;1871 tot 1876;0.06145;22610;1389;8.83
2073;Mannen;69;1876 tot 1881;0.05881;26719;1571;9.0
2074;Mannen;69;1881 tot 1886;0.0555;28535;1584;9.25
2075;Mannen;69;1886 tot 1891;0.05431;29636;1609;9.26
2076;Mannen;69;1891 tot 1896;0.05629;30946;1742;9.08
2077;Mannen;69;1896 tot 1901;0.05334;35677;1903;9.56
2078;Mannen;69;1901 tot 1906;0.04951;38527;1907;9.8
2079;Mannen;69;1906 tot 1911;0.04831;42107;2034;9.83
2080;Mannen;69;1911 tot 1916;0.04543;46081;2094;10.11
2081;Mannen;69;1916 tot 1921;0.04913;42624;2094;9.76
2082;Mannen;69;1921 tot 1926;0.04227;53468;2260;10.42
2083;Mannen;69;1926 tot 1931;0.04139;55919;2315;10.42
2084;Mannen;69;1931 tot 1936;0.04019;59603;2395;10.66
2085;Mannen;69;1936 tot 1941;0.04052;60467;2450;10.61
2086;Mannen;69;1941 tot 1946;0.04352;50756;2209;10.02
2087;Mannen;69;1946 tot 1951;0.03282;66207;2173;11.68
2088;Mannen;69;1951 tot 1956;0.0323;68764;2221;11.79
2089;Mannen;69;1956 tot 1961;0.0325;68830;2237;11.87
2090;Mannen;69;1961 tot 1966;0.03525;67053;2364;11.85
2091;Mannen;69;1966 tot 1971;0.03836;66069;2534;11.64
2092;Mannen;69;1971 tot 1976;0.03933;66443;2613;11.52
2093;Mannen;69;1976 tot 1981;0.03766;68353;2574;11.71
2094;Mannen;69;1981 tot 1986;0.03608;70411;2541;11.85
2095;Mannen;69;1986 tot 1991;0.03426;72260;2476;12.03
2096;Mannen;69;1991 tot 1996;0.03066;74402;2281;12.28
2097;Mannen;69;1996 tot 2001;0.02825;76523;2162;12.68
2098;Mannen;69;2001 tot 2006;0.02399;79395;1905;13.38
2099;Mannen;69;2006 tot 2011;0.0192;82437;1583;14.55
2100;Mannen;70;1861 tot 1866;0.06634;21047;1396;8.33
2101;Mannen;70;1866 tot 1871;0.06903;20814;1437;8.31
2102;Mannen;70;1871 tot 1876;0.06593;21221;1399;8.38
2103;Mannen;70;1876 tot 1881;0.0634;25148;1594;8.54
2104;Mannen;70;1881 tot 1886;0.06171;26951;1663;8.76
2105;Mannen;70;1886 tot 1891;0.06096;28027;1709;8.76
2106;Mannen;70;1891 tot 1896;0.063;29204;1840;8.6
2107;Mannen;70;1896 tot 1901;0.05874;33774;1984;9.07
2108;Mannen;70;1901 tot 1906;0.05502;36620;2015;9.29
2109;Mannen;70;1906 tot 1911;0.0548;40073;2196;9.3
2110;Mannen;70;1911 tot 1916;0.05101;43988;2244;9.57
2111;Mannen;70;1916 tot 1921;0.05379;40530;2180;9.24
2112;Mannen;70;1921 tot 1926;0.04645;51207;2378;9.86
2113;Mannen;70;1926 tot 1931;0.04706;53605;2523;9.85
2114;Mannen;70;1931 tot 1936;0.04308;57208;2465;10.09
2115;Mannen;70;1936 tot 1941;0.04446;58017;2579;10.03
2116;Mannen;70;1941 tot 1946;0.04813;48547;2337;9.45
2117;Mannen;70;1946 tot 1951;0.03615;64034;2315;11.06
2118;Mannen;70;1951 tot 1956;0.03564;66543;2372;11.16
2119;Mannen;70;1956 tot 1961;0.03492;66593;2325;11.25
2120;Mannen;70;1961 tot 1966;0.03842;64689;2485;11.27
2121;Mannen;70;1966 tot 1971;0.04094;63535;2601;11.09
2122;Mannen;70;1971 tot 1976;0.04156;63830;2653;10.97
2123;Mannen;70;1976 tot 1981;0.04119;65779;2710;11.15
2124;Mannen;70;1981 tot 1986;0.0392;67870;2660;11.27
2125;Mannen;70;1986 tot 1991;0.0367;69785;2561;11.44
2126;Mannen;70;1991 tot 1996;0.0344;72121;2481;11.65
2127;Mannen;70;1996 tot 2001;0.03054;74361;2271;12.03
2128;Mannen;70;2001 tot 2006;0.02664;77490;2064;12.69
2129;Mannen;70;2006 tot 2011;0.0215;80854;1738;13.83
2130;Mannen;71;1861 tot 1866;0.07084;19651;1392;7.88
2131;Mannen;71;1866 tot 1871;0.07304;19378;1415;7.89
