ID;Regions;Periods;DwellingStockBeginPeriod_1;TotalIncrease_2;NewlyBuiltHouses_3;OtherIncrease_4;TotalRentedHouses_5;NewlyBuiltRentedHouses_6;OtherIncreaseRentedHouses_7;TotalOwnerOccupiedHouses_8;NewlyBuiltOwnerOccupiedHouses_9;OtherwiseOwnerOccupied_10;TotalDecrease_11;DecreaseRentedHouses_12;DecreaseOwnerOccupiedHouses_13;BalanceIncrease_14;AdministrativeCorrections_15;DwellingStockAtTheEndOfAPeriod_16
53;Nederland;2005 4th quarter;6886201.0;33927.0;30820.0;3107.0;10590.0;8650.0;1940.0;23337.0;22170.0;1167.0;6096.0;4507.0;1589.0;27831.0;-1627.0;6912405.0
54;Nederland;2005;6858719.0;74370.0;67016.0;7354.0;21100.0;16900.0;4200.0;53270.0;50116.0;3154.0;19057.0;14712.0;4345.0;55313.0;-1627.0;6912405.0
55;Nederland;2006 1st quarter;6912405.0;13675.0;12417.0;1258.0;3850.0;3080.0;770.0;9825.0;9337.0;488.0;5304.0;4070.0;1234.0;8371.0;0.0;6920776.0
56;Nederland;2006 2nd quarter;6920776.0;15386.0;13646.0;1740.0;4270.0;3466.0;804.0;11116.0;10180.0;936.0;3965.0;3048.0;917.0;11421.0;0.0;6932197.0
57;Nederland;2006 3rd quarter;6932197.0;16909.0;15281.0;1628.0;5407.0;4395.0;1012.0;11502.0;10886.0;616.0;4494.0;3499.0;995.0;12415.0;0.0;6944612.0
58;Nederland;2006 4th quarter;6944612.0;33700.0;31038.0;2662.0;10580.0;9275.0;1305.0;23120.0;21763.0;1357.0;7893.0;5375.0;2518.0;25807.0;-3373.0;6967046.0
59;Nederland;2006;6912405.0;79670.0;72382.0;7288.0;24107.0;20216.0;3891.0;55563.0;52166.0;3397.0;21656.0;15992.0;5664.0;58014.0;-3373.0;6967046.0
60;Nederland;2007 1st quarter;6967046.0;11381.0;10395.0;986.0;2932.0;2401.0;531.0;8449.0;7994.0;455.0;5747.0;4608.0;1139.0;5634.0;0.0;6972680.0
61;Nederland;2007 2nd quarter;6972680.0;15512.0;14463.0;1049.0;4383.0;3705.0;678.0;11129.0;10758.0;371.0;4086.0;3188.0;898.0;11426.0;0.0;6984106.0
62;Nederland;2007 3rd quarter;6984106.0;18800.0;17066.0;1734.0;5868.0;4978.0;890.0;12932.0;12088.0;844.0;6356.0;4902.0;1454.0;12444.0;0.0;6996550.0
63;Nederland;2007 4th quarter;6996550.0;41844.0;38269.0;3575.0;13616.0;11680.0;1936.0;28228.0;26589.0;1639.0;7651.0;6087.0;1564.0;34193.0;-2137.0;7028606.0
64;Nederland;2007;6967046.0;87537.0;80193.0;7344.0;26799.0;22764.0;4035.0;60738.0;57429.0;3309.0;23840.0;18785.0;5055.0;63697.0;-2137.0;7028606.0
65;Nederland;2008 1st quarter;7043212.0;14478.0;12715.0;1763.0;4429.0;3306.0;1123.0;10049.0;9409.0;640.0;5110.0;3988.0;1122.0;9368.0;0.0;7052580.0
66;Nederland;2008 2nd quarter;7052580.0;16985.0;15381.0;1604.0;5482.0;4420.0;1062.0;11503.0;10961.0;542.0;4587.0;3399.0;1188.0;12398.0;0.0;7064978.0
67;Nederland;2008 3rd quarter;7064978.0;17679.0;16798.0;881.0;6668.0;6173.0;495.0;11011.0;10625.0;386.0;4048.0;3030.0;1018.0;13631.0;0.0;7078609.0
68;Nederland;2008 4th quarter;7078609.0;36954.0;33988.0;2966.0;11610.0;9882.0;1728.0;25344.0;24106.0;1238.0;8628.0;6775.0;1853.0;28326.0;-2417.0;7104518.0
69;Nederland;2008;7043212.0;86096.0;78882.0;7214.0;28189.0;23781.0;4408.0;57907.0;55101.0;2806.0;22373.0;17192.0;5181.0;63723.0;-2417.0;7104518.0
70;Nederland;2009 1st quarter;7104518.0;14351.0;13092.0;1259.0;4629.0;3822.0;807.0;9722.0;9270.0;452.0;4665.0;3595.0;1070.0;9686.0;0.0;7114204.0
71;Nederland;2009 2nd quarter;7114204.0;15022.0;13882.0;1140.0;4788.0;4157.0;631.0;10234.0;9725.0;509.0;3638.0;2803.0;835.0;11384.0;0.0;7125588.0
72;Nederland;2009 3rd quarter;7125588.0;17890.0;16755.0;1135.0;4778.0;4129.0;649.0;13112.0;12626.0;486.0;2553.0;1758.0;795.0;15337.0;0.0;7140925.0
73;Nederland;2009 4th quarter;7140925.0;42617.0;39203.0;3414.0;15271.0;13356.0;1915.0;27346.0;25847.0;1499.0;8148.0;6734.0;1414.0;34469.0;-2958.0;7172436.0
74;Nederland;2009;7104518.0;89880.0;82932.0;6948.0;29466.0;25464.0;4002.0;60414.0;57468.0;2946.0;19004.0;14890.0;4114.0;70876.0;-2958.0;7172436.0
75;Nederland;2010 1st quarter;7172436.0;8123.0;7280.0;843.0;2666.0;2262.0;404.0;5457.0;5018.0;439.0;2032.0;1490.0;542.0;6091.0;0.0;7178527.0
76;Nederland;2010 2nd quarter;7178527.0;12574.0;10665.0;1909.0;5551.0;4293.0;1258.0;7023.0;6372.0;651.0;4497.0;3720.0;777.0;8077.0;0.0;7186604.0
77;Nederland;2010 3rd quarter;7186604.0;14048.0;12757.0;1291.0;5697.0;4987.0;710.0;8351.0;7770.0;581.0;3131.0;2199.0;932.0;10917.0;0.0;7197521.0
78;Nederland;2010 4th quarter;7197521.0;27258.0;25297.0;1961.0;11016.0;9888.0;1128.0;16242.0;15409.0;833.0;5450.0;4356.0;1094.0;21808.0;-1526.0;7217803.0
79;Nederland;2010;7172436.0;62003.0;55999.0;6004.0;24930.0;21430.0;3500.0;37073.0;34569.0;2504.0;15110.0;11765.0;3345.0;46893.0;-1526.0;7217803.0
80;Nederland;2011 1st quarter;7217803.0;9825.0;8540.0;1285.0;4202.0;3437.0;765.0;5623.0;5103.0;520.0;2903.0;2188.0;715.0;6922.0;0.0;7224725.0
81;Nederland;2011 2nd quarter;7224725.0;12308.0;10999.0;1309.0;4938.0;4173.0;765.0;7370.0;6826.0;544.0;2934.0;2211.0;723.0;9374.0;0.0;7234099.0
82;Nederland;2011 3rd quarter;7234099.0;12540.0;11151.0;1389.0;4667.0;3900.0;767.0;7873.0;7251.0;622.0;3264.0;2582.0;682.0;9276.0;0.0;7243375.0
83;Nederland;2011 4th quarter;7243375.0;30666.0;27013.0;3653.0;12698.0;10956.0;1742.0;17968.0;16057.0;1911.0;5366.0;3959.0;1407.0;25300.0;-2380.0;7266295.0
84;Nederland;2011;7217803.0;65339.0;57703.0;7636.0;26505.0;22466.0;4039.0;38834.0;35237.0;3597.0;14467.0;10940.0;3527.0;50872.0;-2380.0;7266295.0
85;Noord-Nederland (LD);1995 1st quarter;660774.0;1938.0;1820.0;118.0;403.0;339.0;64.0;1535.0;1481.0;54.0;474.0;308.0;166.0;1464.0;0.0;662238.0
86;Noord-Nederland (LD);1995 2nd quarter;662238.0;2132.0;2061.0;71.0;296.0;253.0;43.0;1836.0;1808.0;28.0;274.0;80.0;194.0;1858.0;0.0;664096.0
87;Noord-Nederland (LD);1995 3rd quarter;664096.0;2057.0;1944.0;113.0;412.0;334.0;78.0;1645.0;1610.0;35.0;549.0;382.0;167.0;1508.0;0.0;665604.0
88;Noord-Nederland (LD);1995 4th quarter;665604.0;4303.0;4005.0;298.0;1239.0;1161.0;78.0;3064.0;2844.0;220.0;628.0;365.0;263.0;3675.0;-153.0;669126.0
89;Noord-Nederland (LD);1995;660774.0;10430.0;9830.0;600.0;2350.0;2087.0;263.0;8080.0;7743.0;337.0;1925.0;1135.0;790.0;8505.0;-153.0;669126.0
90;Noord-Nederland (LD);1996 1st quarter;669126.0;966.0;914.0;52.0;229.0;215.0;14.0;737.0;699.0;38.0;230.0;95.0;135.0;736.0;0.0;669862.0
91;Noord-Nederland (LD);1996 2nd quarter;669862.0;2206.0;2064.0;142.0;416.0;365.0;51.0;1790.0;1699.0;91.0;514.0;345.0;169.0;1692.0;0.0;671554.0
92;Noord-Nederland (LD);1996 3rd quarter;671554.0;2737.0;2690.0;47.0;730.0;711.0;19.0;2007.0;1979.0;28.0;411.0;127.0;284.0;2326.0;0.0;673880.0
93;Noord-Nederland (LD);1996 4th quarter;673880.0;3472.0;3307.0;165.0;821.0;764.0;57.0;2651.0;2543.0;108.0;514.0;135.0;379.0;2958.0;-101.0;676737.0
94;Noord-Nederland (LD);1996;669126.0;9381.0;8975.0;406.0;2196.0;2055.0;141.0;7185.0;6920.0;265.0;1669.0;702.0;967.0;7712.0;-101.0;676737.0
95;Noord-Nederland (LD);1997 1st quarter;676742.0;1739.0;1663.0;76.0;361.0;323.0;38.0;1378.0;1340.0;38.0;308.0;207.0;101.0;1431.0;0.0;678173.0
96;Noord-Nederland (LD);1997 2nd quarter;678173.0;2561.0;2497.0;64.0;662.0;631.0;31.0;1899.0;1866.0;33.0;252.0;137.0;115.0;2309.0;0.0;680482.0
97;Noord-Nederland (LD);1997 3rd quarter;680482.0;2086.0;1997.0;89.0;337.0;295.0;42.0;1749.0;1702.0;47.0;209.0;87.0;122.0;1877.0;0.0;682359.0
98;Noord-Nederland (LD);1997 4th quarter;682359.0;3813.0;3631.0;182.0;587.0;459.0;128.0;3226.0;3172.0;54.0;619.0;405.0;214.0;3194.0;-100.0;685453.0
99;Noord-Nederland (LD);1997;676742.0;10199.0;9788.0;411.0;1947.0;1708.0;239.0;8252.0;8080.0;172.0;1388.0;836.0;552.0;8811.0;-100.0;685453.0
100;Noord-Nederland (LD);1998 1st quarter;685453.0;1409.0;1381.0;28.0;286.0;276.0;10.0;1123.0;1105.0;18.0;447.0;144.0;303.0;962.0;0.0;686415.0
101;Noord-Nederland (LD);1998 2nd quarter;686415.0;1931.0;1878.0;53.0;401.0;384.0;17.0;1530.0;1494.0;36.0;408.0;260.0;148.0;1523.0;0.0;687938.0
102;Noord-Nederland (LD);1998 3rd quarter;687938.0;1773.0;1738.0;35.0;224.0;210.0;14.0;1549.0;1528.0;21.0;282.0;172.0;110.0;1491.0;0.0;689429.0
103;Noord-Nederland (LD);1998 4th quarter;689429.0;3524.0;3228.0;296.0;821.0;633.0;188.0;2703.0;2595.0;108.0;805.0;462.0;343.0;2719.0;44.0;692192.0
104;Noord-Nederland (LD);1998;685453.0;8637.0;8225.0;412.0;1732.0;1503.0;229.0;6905.0;6722.0;183.0;1942.0;1038.0;904.0;6695.0;44.0;692192.0
105;Noord-Nederland (LD);1999 1st quarter;692192.0;1326.0;1276.0;50.0;176.0;159.0;17.0;1150.0;1117.0;33.0;250.0;156.0;94.0;1076.0;0.0;693268.0
106;Noord-Nederland (LD);1999 2nd quarter;693268.0;1757.0;1717.0;40.0;227.0;222.0;5.0;1530.0;1495.0;35.0;693.0;597.0;96.0;1064.0;0.0;694332.0
107;Noord-Nederland (LD);1999 3rd quarter;694332.0;1765.0;1701.0;64.0;288.0;255.0;33.0;1477.0;1446.0;31.0;721.0;455.0;266.0;1044.0;0.0;695376.0
108;Noord-Nederland (LD);1999 4th quarter;695376.0;3598.0;3361.0;237.0;704.0;551.0;153.0;2894.0;2810.0;84.0;1086.0;821.0;265.0;2512.0;-471.0;697417.0
109;Noord-Nederland (LD);1999;692192.0;8446.0;8055.0;391.0;1395.0;1187.0;208.0;7051.0;6868.0;183.0;2750.0;2029.0;721.0;5696.0;-471.0;697417.0
110;Noord-Nederland (LD);2000 1st quarter;697417.0;830.0;785.0;45.0;100.0;92.0;8.0;730.0;693.0;37.0;335.0;186.0;149.0;495.0;0.0;697912.0
111;Noord-Nederland (LD);2000 2nd quarter;697912.0;1415.0;1388.0;27.0;351.0;347.0;4.0;1064.0;1041.0;23.0;258.0;149.0;109.0;1157.0;0.0;699069.0
112;Noord-Nederland (LD);2000 3rd quarter;699069.0;1306.0;1296.0;10.0;184.0;184.0;0.0;1122.0;1112.0;10.0;301.0;225.0;76.0;1005.0;0.0;700074.0
113;Noord-Nederland (LD);2000 4th quarter;700074.0;2927.0;2846.0;81.0;478.0;449.0;29.0;2449.0;2397.0;52.0;804.0;628.0;176.0;2123.0;-585.0;701612.0
114;Noord-Nederland (LD);2000;697417.0;6478.0;6315.0;163.0;1113.0;1072.0;41.0;5365.0;5243.0;122.0;1698.0;1188.0;510.0;4780.0;-585.0;701612.0
115;Noord-Nederland (LD);2001 1st quarter;701612.0;1058.0;953.0;105.0;52.0;28.0;24.0;1006.0;925.0;81.0;1221.0;917.0;304.0;-163.0;0.0;701449.0
116;Noord-Nederland (LD);2001 2nd quarter;701449.0;1862.0;1845.0;17.0;378.0;376.0;2.0;1484.0;1469.0;15.0;460.0;335.0;125.0;1402.0;0.0;702851.0
117;Noord-Nederland (LD);2001 3rd quarter;702851.0;1625.0;1607.0;18.0;237.0;236.0;1.0;1388.0;1371.0;17.0;287.0;190.0;97.0;1338.0;0.0;704189.0
118;Noord-Nederland (LD);2001 4th quarter;704189.0;2508.0;2441.0;67.0;412.0;400.0;12.0;2096.0;2041.0;55.0;1469.0;1092.0;377.0;1039.0;406.0;705634.0
119;Noord-Nederland (LD);2001;701612.0;7053.0;6846.0;207.0;1079.0;1040.0;39.0;5974.0;5806.0;168.0;3437.0;2534.0;903.0;3616.0;406.0;705634.0
120;Noord-Nederland (LD);2002 1st quarter;705634.0;795.0;130.0;665.0;758.0;111.0;647.0;37.0;19.0;18.0;577.0;440.0;137.0;218.0;0.0;705852.0
121;Noord-Nederland (LD);2002 2nd quarter;705852.0;1088.0;1029.0;59.0;143.0;103.0;40.0;945.0;926.0;19.0;401.0;283.0;118.0;687.0;0.0;706539.0
122;Noord-Nederland (LD);2002 3rd quarter;706539.0;1363.0;1338.0;25.0;365.0;354.0;11.0;998.0;984.0;14.0;219.0;144.0;75.0;1144.0;0.0;707683.0
123;Noord-Nederland (LD);2002 4th quarter;707683.0;4177.0;3915.0;262.0;901.0;734.0;167.0;3276.0;3181.0;95.0;1083.0;795.0;288.0;3094.0;-39.0;710738.0
124;Noord-Nederland (LD);2002;705634.0;7423.0;7040.0;383.0;1539.0;1302.0;237.0;5884.0;5738.0;146.0;2280.0;1662.0;618.0;5143.0;-39.0;710738.0
125;Noord-Nederland (LD);2003 1st quarter;710738.0;911.0;827.0;84.0;278.0;232.0;46.0;633.0;595.0;38.0;660.0;548.0;112.0;251.0;0.0;710989.0
126;Noord-Nederland (LD);2003 2nd quarter;710989.0;1389.0;1241.0;148.0;253.0;224.0;29.0;1136.0;1017.0;119.0;550.0;432.0;118.0;839.0;0.0;711828.0
127;Noord-Nederland (LD);2003 3rd quarter;711828.0;1162.0;1144.0;18.0;122.0;121.0;1.0;1040.0;1023.0;17.0;372.0;220.0;152.0;790.0;0.0;712618.0
128;Noord-Nederland (LD);2003 4th quarter;712618.0;2333.0;2149.0;184.0;458.0;440.0;18.0;1875.0;1709.0;166.0;649.0;439.0;210.0;1684.0;-264.0;714038.0
129;Noord-Nederland (LD);2003;710738.0;5795.0;5361.0;434.0;1111.0;1017.0;94.0;4684.0;4344.0;340.0;2231.0;1639.0;592.0;3564.0;-264.0;714038.0
130;Noord-Nederland (LD);2004 1st quarter;714038.0;777.0;751.0;26.0;116.0;112.0;4.0;661.0;639.0;22.0;326.0;147.0;179.0;451.0;0.0;714489.0
131;Noord-Nederland (LD);2004 2nd quarter;714489.0;957.0;909.0;48.0;179.0;158.0;21.0;778.0;751.0;27.0;571.0;451.0;120.0;386.0;0.0;714875.0
132;Noord-Nederland (LD);2004 3rd quarter;714875.0;1689.0;1624.0;65.0;405.0;378.0;27.0;1284.0;1246.0;38.0;586.0;358.0;228.0;1103.0;0.0;715978.0
133;Noord-Nederland (LD);2004 4th quarter;715978.0;3595.0;3459.0;136.0;869.0;818.0;51.0;2726.0;2641.0;85.0;1069.0;830.0;239.0;2526.0;-445.0;718059.0
134;Noord-Nederland (LD);2004;714038.0;7018.0;6743.0;275.0;1569.0;1466.0;103.0;5449.0;5277.0;172.0;2552.0;1786.0;766.0;4466.0;-445.0;718059.0
135;Noord-Nederland (LD);2005 1st quarter;718059.0;889.0;831.0;58.0;131.0;112.0;19.0;758.0;719.0;39.0;574.0;443.0;131.0;315.0;0.0;718374.0
136;Noord-Nederland (LD);2005 2nd quarter;718374.0;1183.0;1143.0;40.0;397.0;382.0;15.0;786.0;761.0;25.0;570.0;458.0;112.0;613.0;0.0;718987.0
137;Noord-Nederland (LD);2005 3rd quarter;718987.0;1266.0;1094.0;172.0;167.0;143.0;24.0;1099.0;951.0;148.0;927.0;806.0;121.0;339.0;0.0;719326.0
138;Noord-Nederland (LD);2005 4th quarter;719326.0;3511.0;3437.0;74.0;1204.0;1173.0;31.0;2307.0;2264.0;43.0;744.0;559.0;185.0;2767.0;-234.0;721859.0
139;Noord-Nederland (LD);2005;718059.0;6849.0;6505.0;344.0;1899.0;1810.0;89.0;4950.0;4695.0;255.0;2815.0;2266.0;549.0;4034.0;-234.0;721859.0
140;Noord-Nederland (LD);2006 1st quarter;721859.0;1153.0;1106.0;47.0;237.0;224.0;13.0;916.0;882.0;34.0;438.0;314.0;124.0;715.0;0.0;722574.0
141;Noord-Nederland (LD);2006 2nd quarter;722574.0;1240.0;1183.0;57.0;282.0;249.0;33.0;958.0;934.0;24.0;582.0;484.0;98.0;658.0;0.0;723232.0
142;Noord-Nederland (LD);2006 3rd quarter;723232.0;1492.0;1421.0;71.0;271.0;250.0;21.0;1221.0;1171.0;50.0;474.0;331.0;143.0;1018.0;0.0;724250.0
