ID;Regions;Periods;DwellingStockBeginPeriod_1;TotalIncrease_2;NewlyBuiltHouses_3;OtherIncrease_4;TotalRentedHouses_5;NewlyBuiltRentedHouses_6;OtherIncreaseRentedHouses_7;TotalOwnerOccupiedHouses_8;NewlyBuiltOwnerOccupiedHouses_9;OtherwiseOwnerOccupied_10;TotalDecrease_11;DecreaseRentedHouses_12;DecreaseOwnerOccupiedHouses_13;BalanceIncrease_14;AdministrativeCorrections_15;DwellingStockAtTheEndOfAPeriod_16
0;Nederland;1995 1st quarter;6191922.0;16294.0;15387.0;907.0;4833.0;4283.0;550.0;11461.0;11104.0;357.0;2798.0;2029.0;769.0;13496.0;0.0;6205418.0
1;Nederland;1995 2nd quarter;6205418.0;21344.0;20340.0;1004.0;7254.0;6700.0;554.0;14090.0;13640.0;450.0;2847.0;1874.0;973.0;18497.0;0.0;6223915.0
2;Nederland;1995 3rd quarter;6223915.0;22175.0;20918.0;1257.0;7363.0;6576.0;787.0;14812.0;14342.0;470.0;3256.0;2316.0;940.0;18919.0;0.0;6242834.0
3;Nederland;1995 4th quarter;6242834.0;38946.0;37191.0;1755.0;12297.0;11531.0;766.0;26649.0;25660.0;989.0;4787.0;3386.0;1401.0;34159.0;-945.0;6276045.0
4;Nederland;1995;6191922.0;98759.0;93836.0;4923.0;31747.0;29090.0;2657.0;67012.0;64746.0;2266.0;13688.0;9605.0;4083.0;85071.0;-945.0;6276045.0
5;Nederland;1996 1st quarter;6276045.0;11092.0;10576.0;516.0;3883.0;3602.0;281.0;7209.0;6974.0;235.0;1873.0;1298.0;575.0;9219.0;0.0;6285264.0
6;Nederland;1996 2nd quarter;6285264.0;21270.0;19851.0;1419.0;7345.0;6400.0;945.0;13925.0;13451.0;474.0;2494.0;1732.0;762.0;18776.0;0.0;6304040.0
7;Nederland;1996 3rd quarter;6304040.0;23778.0;22148.0;1630.0;9123.0;8075.0;1048.0;14655.0;14073.0;582.0;3180.0;2084.0;1096.0;20598.0;0.0;6324638.0
8;Nederland;1996 4th quarter;6324638.0;38442.0;36359.0;2083.0;13864.0;13002.0;862.0;24578.0;23357.0;1221.0;3966.0;2428.0;1538.0;34476.0;-1545.0;6357569.0
9;Nederland;1996;6276045.0;94582.0;88934.0;5648.0;34215.0;31079.0;3136.0;60367.0;57855.0;2512.0;11513.0;7542.0;3971.0;83069.0;-1545.0;6357569.0
10;Nederland;1997 1st quarter;6357569.0;12409.0;11909.0;500.0;3517.0;3307.0;210.0;8892.0;8602.0;290.0;2107.0;1416.0;691.0;10302.0;0.0;6367871.0
11;Nederland;1997 2nd quarter;6367871.0;22423.0;21586.0;837.0;6586.0;6140.0;446.0;15837.0;15446.0;391.0;2795.0;2081.0;714.0;19628.0;0.0;6387499.0
12;Nederland;1997 3rd quarter;6387499.0;20830.0;20137.0;693.0;5875.0;5574.0;301.0;14955.0;14563.0;392.0;2357.0;1600.0;757.0;18473.0;0.0;6405972.0
13;Nederland;1997 4th quarter;6405972.0;40983.0;38683.0;2300.0;12310.0;10855.0;1455.0;28673.0;27828.0;845.0;5268.0;3901.0;1367.0;35715.0;-1176.0;6440511.0
14;Nederland;1997;6357569.0;96645.0;92315.0;4330.0;28288.0;25876.0;2412.0;68357.0;66439.0;1918.0;12527.0;8998.0;3529.0;84118.0;-1176.0;6440511.0
15;Nederland;1998 1st quarter;6440511.0;16994.0;16301.0;693.0;4662.0;4254.0;408.0;12332.0;12047.0;285.0;1753.0;818.0;935.0;15241.0;0.0;6455752.0
16;Nederland;1998 2nd quarter;6455752.0;20394.0;19552.0;842.0;5240.0;4941.0;299.0;15154.0;14611.0;543.0;2798.0;1638.0;1160.0;17596.0;0.0;6473348.0
17;Nederland;1998 3rd quarter;6473348.0;19766.0;18359.0;1407.0;4921.0;3997.0;924.0;14845.0;14362.0;483.0;3361.0;2602.0;759.0;16405.0;0.0;6489753.0
18;Nederland;1998 4th quarter;6489753.0;38323.0;36304.0;2019.0;9516.0;8262.0;1254.0;28807.0;28042.0;765.0;5186.0;3462.0;1724.0;33137.0;-528.0;6522362.0
19;Nederland;1998;6440511.0;95477.0;90516.0;4961.0;24339.0;21454.0;2885.0;71138.0;69062.0;2076.0;13098.0;8520.0;4578.0;82379.0;-528.0;6522362.0
20;Nederland;1999 1st quarter;6522362.0;12409.0;11864.0;545.0;3224.0;3029.0;195.0;9185.0;8835.0;350.0;2260.0;1502.0;758.0;10149.0;0.0;6532511.0
21;Nederland;1999 2nd quarter;6532511.0;19700.0;18407.0;1293.0;4954.0;4019.0;935.0;14746.0;14388.0;358.0;4628.0;3717.0;911.0;15072.0;0.0;6547583.0
22;Nederland;1999 3rd quarter;6547583.0;16567.0;15915.0;652.0;3996.0;3572.0;424.0;12571.0;12343.0;228.0;2270.0;1423.0;847.0;14297.0;0.0;6561880.0
23;Nederland;1999 4th quarter;6561880.0;33900.0;32439.0;1461.0;7829.0;7031.0;798.0;26071.0;25408.0;663.0;5196.0;3748.0;1448.0;28704.0;-922.0;6589662.0
24;Nederland;1999;6522362.0;82576.0;78625.0;3951.0;20003.0;17651.0;2352.0;62573.0;60974.0;1599.0;14354.0;10390.0;3964.0;68222.0;-922.0;6589662.0
25;Nederland;2000 1st quarter;6589662.0;11542.0;10835.0;707.0;2708.0;2360.0;348.0;8834.0;8475.0;359.0;2394.0;1463.0;931.0;9148.0;0.0;6598810.0
26;Nederland;2000 2nd quarter;6598810.0;14986.0;14377.0;609.0;3509.0;3103.0;406.0;11477.0;11274.0;203.0;2168.0;1399.0;769.0;12818.0;0.0;6611628.0
27;Nederland;2000 3rd quarter;6611628.0;15605.0;14892.0;713.0;3202.0;2800.0;402.0;12403.0;12092.0;311.0;2616.0;1823.0;793.0;12989.0;0.0;6624617.0
28;Nederland;2000 4th quarter;6624617.0;32636.0;30546.0;2090.0;8414.0;6946.0;1468.0;24222.0;23600.0;622.0;6350.0;5074.0;1276.0;26286.0;8.0;6650911.0
29;Nederland;2000;6589662.0;74769.0;70650.0;4119.0;17833.0;15209.0;2624.0;56936.0;55441.0;1495.0;13528.0;9759.0;3769.0;61241.0;8.0;6650911.0
30;Nederland;2001 1st quarter;6650911.0;12048.0;11133.0;915.0;2858.0;2372.0;486.0;9190.0;8761.0;429.0;4424.0;3349.0;1075.0;7624.0;0.0;6658535.0
31;Nederland;2001 2nd quarter;6658535.0;16308.0;15193.0;1115.0;3969.0;3286.0;683.0;12339.0;11907.0;432.0;2662.0;1845.0;817.0;13646.0;0.0;6672181.0
32;Nederland;2001 3rd quarter;6672181.0;16796.0;15931.0;865.0;3240.0;2786.0;454.0;13556.0;13145.0;411.0;2479.0;1860.0;619.0;14317.0;0.0;6686498.0
33;Nederland;2001 4th quarter;6686498.0;32460.0;30701.0;1759.0;6480.0;5645.0;835.0;25980.0;25056.0;924.0;5990.0;4042.0;1948.0;26470.0;-3236.0;6709732.0
34;Nederland;2001;6650911.0;77612.0;72958.0;4654.0;16547.0;14089.0;2458.0;61065.0;58869.0;2196.0;15555.0;11096.0;4459.0;62057.0;-3236.0;6709732.0
35;Nederland;2002 1st quarter;6709732.0;9751.0;8961.0;790.0;2141.0;1747.0;394.0;7610.0;7214.0;396.0;3217.0;2421.0;796.0;6534.0;0.0;6716266.0
36;Nederland;2002 2nd quarter;6716266.0;15865.0;14989.0;876.0;3307.0;2821.0;486.0;12558.0;12168.0;390.0;3834.0;3037.0;797.0;12031.0;0.0;6728297.0
37;Nederland;2002 3rd quarter;6728297.0;14265.0;13390.0;875.0;2668.0;2197.0;471.0;11597.0;11193.0;404.0;2900.0;2204.0;696.0;11365.0;0.0;6739662.0
38;Nederland;2002 4th quarter;6739662.0;31398.0;29364.0;2034.0;7021.0;5889.0;1132.0;24377.0;23475.0;902.0;6459.0;4290.0;2169.0;24939.0;-535.0;6764066.0
39;Nederland;2002;6709732.0;71279.0;66704.0;4575.0;15137.0;12654.0;2483.0;56142.0;54050.0;2092.0;16410.0;11952.0;4458.0;54869.0;-535.0;6764066.0
40;Nederland;2003 1st quarter;6764066.0;7971.0;7480.0;491.0;1509.0;1312.0;197.0;6462.0;6168.0;294.0;2781.0;1724.0;1057.0;5190.0;0.0;6769256.0
41;Nederland;2003 2nd quarter;6769256.0;13169.0;11972.0;1197.0;3776.0;3037.0;739.0;9393.0;8935.0;458.0;3923.0;3114.0;809.0;9246.0;0.0;6778502.0
42;Nederland;2003 3rd quarter;6778502.0;11825.0;10889.0;936.0;2610.0;2050.0;560.0;9215.0;8839.0;376.0;3384.0;2259.0;1125.0;8441.0;0.0;6786943.0
43;Nederland;2003 4th quarter;6786943.0;31872.0;29288.0;2584.0;7549.0;6575.0;974.0;24323.0;22713.0;1610.0;7675.0;5609.0;2066.0;24197.0;-1559.0;6809581.0
44;Nederland;2003;6764066.0;64837.0;59629.0;5208.0;15444.0;12974.0;2470.0;49393.0;46655.0;2738.0;17763.0;12706.0;5057.0;47074.0;-1559.0;6809581.0
45;Nederland;2004 1st quarter;6809581.0;9580.0;8824.0;756.0;1837.0;1460.0;377.0;7743.0;7364.0;379.0;3678.0;2829.0;849.0;5902.0;0.0;6815483.0
46;Nederland;2004 2nd quarter;6815483.0;13333.0;12213.0;1120.0;3259.0;2506.0;753.0;10074.0;9707.0;367.0;3401.0;2701.0;700.0;9932.0;0.0;6825415.0
47;Nederland;2004 3rd quarter;6825415.0;11459.0;10569.0;890.0;2306.0;1940.0;366.0;9153.0;8629.0;524.0;3425.0;2184.0;1241.0;8034.0;0.0;6833449.0
48;Nederland;2004 4th quarter;6833449.0;37237.0;33708.0;3529.0;9507.0;8234.0;1273.0;27730.0;25474.0;2256.0;8809.0;6487.0;2322.0;28428.0;-3158.0;6858719.0
49;Nederland;2004;6809581.0;71609.0;65314.0;6295.0;16909.0;14140.0;2769.0;54700.0;51174.0;3526.0;19313.0;14201.0;5112.0;52296.0;-3158.0;6858719.0
50;Nederland;2005 1st quarter;6858719.0;11012.0;9500.0;1512.0;3039.0;2283.0;756.0;7973.0;7217.0;756.0;4479.0;3520.0;959.0;6533.0;0.0;6865252.0
51;Nederland;2005 2nd quarter;6865252.0;15047.0;13811.0;1236.0;3984.0;3354.0;630.0;11063.0;10457.0;606.0;4033.0;3123.0;910.0;11014.0;0.0;6876266.0
52;Nederland;2005 3rd quarter;6876266.0;14384.0;12885.0;1499.0;3487.0;2613.0;874.0;10897.0;10272.0;625.0;4449.0;3562.0;887.0;9935.0;0.0;6886201.0
