ID;Opleidingsniveau;Marges;WijkenEnBuurten;RegiocodeGemeenteWijkBuurt_1;Bevolking15Tot75Jaar_2
1275;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Spaarndammerbuurt-Midden;          ;200.0
1276;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Spaarndammerbuurt-Zuidwest;          ;230.0
1277;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Spaarndammerbuurt-Noordoost;          ;440.0
1278;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Zeeheldenbuurt;          ;270.0
1279;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Westergasfabriek;          ;
1280;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Spaarndammerbuurt-Zuidoost;          ;
1281;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Houthavens;          ;380.0
1282;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Houthavens-West;          ;250.0
1283;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Houthavens-Oost;          ;30.0
1284;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;De Kolenkit;          ;2270.0
1285;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Kolenkitbuurt-Noord;          ;1150.0
1286;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Kolenkitbuurt-Zuid;          ;500.0
1287;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Laan van Spartaan;          ;260.0
1288;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Robert Scottbuurt-West;          ;
1289;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Landlust;          ;3230.0
1290;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Bosleeuw;          ;1070.0
1291;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Gibraltarbuurt;          ;610.0
1292;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Bedrijventerrein Landlust;          ;
1293;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Landlust-Noord;          ;400.0
1294;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Erasmusparkbuurt-Oost;          ;250.0
1295;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Landlust-Zuid;          ;620.0
1296;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Erasmuspark;          ;710.0
1297;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Robert Scottbuurt-Oost;          ;270.0
1298;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Erasmusparkbuurt-West;          ;380.0
1299;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Centrale Markt;          ;270.0
1300;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Bedrijvencentrum Westerkwartier;          ;
1301;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;GWL-terrein;          ;140.0
1302;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Markthallen;          ;
1303;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Marcanti;          ;110.0
1304;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Staatsliedenbuurt;          ;1590.0
1305;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Westerstaatsman;          ;280.0
1306;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Fannius Scholtenbuurt;          ;400.0
1307;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Staatsliedenbuurt-Noordoost;          ;180.0
1308;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;De Wittenbuurt-Noord;          ;120.0
1309;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;De Wittenbuurt-Zuid;          ;100.0
1310;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Buyskade e.o.;          ;280.0
1311;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Frederik Hendrikbuurt;          ;1130.0
1312;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Frederik Hendrikbuurt-Noord;          ;360.0
1313;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Frederik Hendrikbuurt-Zuidwest;          ;110.0
1314;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Frederik Hendrikbuurt-Zuidoost;          ;420.0
1315;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Van Galenbuurt;          ;2170.0
1316;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Mercatorpark;          ;
1317;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Orteliusbuurt-Noord;          ;300.0
1318;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Jan Maijenbuurt;          ;420.0
1319;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;John Franklinbuurt;          ;290.0
1320;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Geuzenbuurt;          ;550.0
1321;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Pieter van der Doesbuurt;          ;230.0
1322;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Trompbuurt;          ;250.0
1323;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Geuzenhofbuurt;          ;60.0
1324;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Hoofdweg e.o.;          ;1840.0
1325;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Orteliusbuurt-Midden;          ;240.0
1326;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Balboaplein e.o.;          ;590.0
1327;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Orteliusbuurt-Zuid;          ;150.0
1328;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Columbusplein e.o.;          ;630.0
1329;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Chassébuurt;          ;960.0
1330;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Filips van Almondekwartier;          ;100.0
1331;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Kortenaerkwartier;          ;270.0
1332;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Van Brakelkwartier;          ;160.0
1333;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;De Wester Quartier;          ;300.0
1334;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Bellamybuurt;          ;640.0
1335;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Bellamybuurt-Noord;          ;320.0
1336;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Bellamybuurt-Zuid;          ;320.0
1337;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Da Costabuurt;          ;300.0
1338;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Da Costabuurt-Noord;          ;300.0
1339;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Westindische Buurt;          ;530.0
1340;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Postjeskade e.o.;          ;230.0
1341;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Paramariboplein e.o.;          ;270.0
1342;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Van Lennepbuurt;          ;1030.0
1343;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Lootsbuurt;          ;240.0
1344;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Borgerbuurt;          ;610.0
1345;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Da Costabuurt-Zuid;          ;140.0
1346;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Overtoomse Sluis;          ;460.0
1347;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Cremerbuurt-West;          ;360.0
1348;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Vondelparkbuurt-West;          ;100.0
1349;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Helmersbuurt;          ;450.0
1350;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Cremerbuurt-Oost;          ;
1351;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;WG-terrein;          ;200.0
1352;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Helmersbuurt-Oost;          ;120.0
1353;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Vondelparkbuurt;          ;120.0
1354;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Vondelparkbuurt-Midden;          ;
1355;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Vondelparkbuurt-Oost;          ;60.0
1356;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Sloterdijk Nieuw-West;          ;
1357;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Sloterdijk De Heining;          ;
1358;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Sloterdijk Poort-Noord;          ;
1359;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Sloterdijk Poort-Zuid;          ;
1360;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Sloterdijk Rhônepark;          ;
1361;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Sloterdijk Donauhoek;          ;
1362;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Bretten-West;          ;
1363;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Bretten-Oost;          ;
1364;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Sloterdijk Stationskwartier;          ;
1365;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Geuzenveld;          ;5310.0
1366;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Osdorper Binnenpolder;          ;
1367;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;De Eendracht;          ;450.0
1368;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Ruys de Beerenbrouckbuurt;          ;1810.0
1369;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Eendrachtspark;          ;
1370;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Van Tijenbuurt;          ;600.0
1371;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Dudokbuurt;          ;660.0
1372;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Bakemabuurt;          ;830.0
1373;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Wegener Sleeswijkbuurt;          ;430.0
1374;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Slotermeer-West;          ;3250.0
1375;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Jan de Louterbuurt;          ;720.0
1376;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Lodewijk van Deysselbuurt;          ;1260.0
1377;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Confuciusbuurt;          ;1040.0
1378;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Slotermeer-Noordoost;          ;2640.0
1379;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Arondeusbuurt;          ;730.0
1380;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Coronelbuurt;          ;180.0
1381;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Meerwaldtbuurt;          ;580.0
1382;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Dobbebuurt;          ;780.0
1383;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Slotermeer-Zuidoost;          ;1400.0
1384;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Dichtersbuurt;          ;
1385;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Louis Couperusbuurt;          ;460.0
1386;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Noordoever Sloterplas;          ;540.0
1387;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Sloterpark;          ;
1388;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Lutkemeer/Ookmeer;          ;220.0
1389;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Osdorper Bovenpolder;          ;150.0
1390;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Ookmeer;          ;
1391;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Bedrijvenpark Lutkemeer;          ;
1392;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;De Aker;          ;2650.0
1393;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Middelveldsche Akerpolder;          ;770.0
1394;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;De Aker-West;          ;680.0
1395;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;De Aker-Oost;          ;1010.0
1396;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;De Punt;          ;1790.0
1397;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Bedrijvencentrum Osdorp;          ;
1398;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Dijkgraafpleinbuurt;          ;1700.0
1399;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Osdorp-Midden;          ;3480.0
1400;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Reimerswaal;          ;630.0
1401;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Botteskerkbuurt;          ;840.0
1402;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Zuidwestkwadrant-Noord;          ;610.0
1403;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Zuidwestkwadrant-Zuid;          ;1240.0
1404;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Osdorp-Oost;          ;4070.0
1405;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Wildeman;          ;1470.0
1406;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Meer en Oever;          ;480.0
1407;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Osdorpplein e.o.;          ;900.0
1408;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Calandlaan/Lelylaan;          ;280.0
1409;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Osdorp-Zuidoost;          ;600.0
1410;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Slotervaart-Noord;          ;1590.0
1411;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Oostoever Sloterplas;          ;330.0
1412;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Emanuel van Meterenbuurt;          ;320.0
1413;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Jacob Geelbuurt;          ;960.0
1414;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Overtoomse Veld;          ;3000.0
1415;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Lucas/Andreasziekenhuis e.o.;          ;
1416;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Overtoomse Veld-Noord;          ;1490.0
1417;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Rembrandtpark-Noord;          ;
1418;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Overtoomse Veld-Zuid;          ;750.0
1419;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Rembrandtpark-Zuid;          ;
1420;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Johan Jongkindbuurt;          ;
1421;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Slotervaart-Zuid;          ;2050.0
1422;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Louis Crispijnbuurt;          ;580.0
1423;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Jacques Veldmanbuurt;          ;540.0
1424;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Medisch Centrum Slotervaart;          ;
1425;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Staalmanbuurt;          ;700.0
1426;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Westlandgracht;          ;1360.0
1427;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Schipluidenbuurt;          ;
1428;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Koningin Wilhelminaplein;          ;110.0
1429;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Andreasterrein;          ;
1430;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Delflandpleinbuurt-West;          ;560.0
1431;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Delflandpleinbuurt-Oost;          ;320.0
1432;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Riekerhaven;          ;
1433;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Sloten/Nieuw-Sloten;          ;1820.0
1434;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Dorp Sloten;          ;60.0
1435;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Nieuw-Sloten-Noordwest;          ;420.0
1436;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Nieuw-Sloten-Noordoost;          ;410.0
1437;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Nieuw-Sloten-Zuidwest;          ;240.0
1438;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Belgiëplein e.o.;          ;120.0
1439;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Nieuw-Sloten-Zuidoost;          ;250.0
1440;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Sloterweg e.o.;          ;
1441;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Park Haagseweg;          ;50.0
1442;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Riekerpolder;          ;
1443;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Nieuwe Meer;          ;
1444;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Hoofddorppleinbuurt;          ;860.0
1445;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Westlandgrachtbuurt;          ;300.0
1446;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Surinamepleinbuurt;          ;80.0
1447;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Legmeerpleinbuurt;          ;80.0
1448;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Aalsmeerwegbuurt-West;          ;130.0
1449;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Aalsmeerwegbuurt-Oost;          ;140.0
1450;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Bedrijventerrein Schinkel;          ;
1451;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Schinkelbuurt;          ;370.0
1452;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Schinkelbuurt-Noord;          ;180.0
1453;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Schinkelbuurt-Zuid;          ;
1454;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Willemspark;          ;320.0
1455;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Vondelpark-West;          ;
1456;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Willemsparkbuurt-Noord;          ;80.0
1457;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Valeriusbuurt-West;          ;150.0
1458;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Valeriusbuurt-Oost;          ;60.0
1459;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Museumkwartier;          ;650.0
1460;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Vondelpark-Oost;          ;
1461;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Cornelis Schuytbuurt;          ;130.0
1462;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Concertgebouwbuurt;          ;100.0
1463;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;P.C. Hooftbuurt;          ;40.0
1464;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Museumplein;          ;
1465;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Banpleinbuurt;          ;
1466;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Hondecoeterbuurt;          ;80.0
1467;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Johannes Vermeerbuurt;          ;50.0
1468;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Duivelseiland;          ;50.0
1469;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Harmoniehofbuurt;          ;50.0
1470;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Oude Pijp;          ;1620.0
1471;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Frans Halsbuurt;          ;190.0
1472;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Gerard Doubuurt;          ;160.0
1473;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Hercules Seghersbuurt;          ;230.0
1474;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Sarphatiparkbuurt;          ;420.0
1475;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Hemonybuurt;          ;160.0
1476;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Nieuwe Pijp;          ;1230.0
1477;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Cornelis Troostbuurt;          ;240.0
1478;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Lizzy Ansinghbuurt;          ;240.0
1479;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Van der Helstpleinbuurt;          ;480.0
1480;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Willibrordusbuurt;          ;200.0
1481;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Zuid Pijp;          ;1330.0
1482;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;BurgemeesterTellegenbuurt-West;          ;330.0
1483;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Burgemeester Tellegenbuurt-Oost;          ;360.0
1484;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Diamantbuurt;          ;550.0
1485;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Stadionbuurt;          ;1450.0
1486;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Bertelmanpleinbuurt;          ;150.0
1487;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Olympisch Stadion e.o.;          ;140.0
1488;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Marathonbuurt-West;          ;380.0
1489;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Marathonbuurt-Oost;          ;240.0
1490;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Van Tuyllbuurt;          ;300.0
1491;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;IJsbaanpad e.o.;          ;
1492;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Apollobuurt;          ;520.0
1493;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Hiltonbuurt;          ;
1494;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Minervabuurt-Noord;          ;
1495;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Minervabuurt-Midden;          ;120.0
1496;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Minervabuurt-Zuid;          ;160.0
1497;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Beethovenbuurt;          ;
1498;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Diepenbrockbuurt;          ;60.0
1499;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Scheldebuurt;          ;990.0
1500;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Wielingenbuurt;          ;130.0
1501;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Scheldebuurt-West;          ;270.0
1502;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Scheldebuurt-Midden;          ;220.0
1503;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Scheldebuurt-Oost;          ;
1504;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Veluwebuurt;          ;140.0
1505;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Kop Zuidas;          ;
1506;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;IJselbuurt;          ;610.0
1507;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;IJselbuurt-West;          ;240.0
1508;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;IJselbuurt-Oost;          ;310.0
1509;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Rijnbuurt;          ;870.0
1510;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Kromme Mijdrechtbuurt;          ;240.0
1511;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Rijnbuurt-West;          ;300.0
1512;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Rijnbuurt-Midden;          ;120.0
1513;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Rijnbuurt-Oost;          ;150.0
1514;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Zorgvlied;          ;
1515;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Prinses Irenebuurt e.o.;          ;70.0
1516;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Prinses Irenebuurt;          ;70.0
1517;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Beatrixpark;          ;
1518;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Zuidas;          ;170.0
1519;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Zuidas-Noord;          ;
1520;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;RAI;          ;
1521;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;VU-kwartier;          ;
1522;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Zuidas-Zuid;          ;90.0
1523;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Vivaldi;          ;
1524;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Buitenveldert-West;          ;1330.0
1525;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Amsterdamse Bos;          ;
1526;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Zuiderhof;          ;
