ID;Geslacht;Regiokenmerken;Perioden;Leerlingen_1;VoortijdigSchoolverlaters_2;NietVoortijdigSchoolverlaters_3;VoortijdigSchoolverlatersPercentage_4
2331;Totaal mannen en vrouwen;Korendijk;2022/'23;;;;
2332;Totaal mannen en vrouwen;Krimpen aan den IJssel;2012/'13;2460.0;40.0;2420.0;2.0
2333;Totaal mannen en vrouwen;Krimpen aan den IJssel;2013/'14;2460.0;50.0;2400.0;2.0
2334;Totaal mannen en vrouwen;Krimpen aan den IJssel;2014/'15;2520.0;50.0;2470.0;2.0
2335;Totaal mannen en vrouwen;Krimpen aan den IJssel;2015/'16;2540.0;40.0;2500.0;2.0
2336;Totaal mannen en vrouwen;Krimpen aan den IJssel;2016/'17;2550.0;50.0;2500.0;2.0
2337;Totaal mannen en vrouwen;Krimpen aan den IJssel;2017/'18;2600.0;60.0;2530.0;2.0
2338;Totaal mannen en vrouwen;Krimpen aan den IJssel;2018/'19;2550.0;60.0;2500.0;2.0
2339;Totaal mannen en vrouwen;Krimpen aan den IJssel;2019/'20;2530.0;70.0;2470.0;3.0
2340;Totaal mannen en vrouwen;Krimpen aan den IJssel;2020/'21;2450.0;50.0;2410.0;2.0
2341;Totaal mannen en vrouwen;Krimpen aan den IJssel;2021/'22;2460.0;80.0;2370.0;3.0
2342;Totaal mannen en vrouwen;Krimpen aan den IJssel;2022/'23;2400.0;80.0;2330.0;3.0
2343;Totaal mannen en vrouwen;Krimpenerwaard;2012/'13;;;;
2344;Totaal mannen en vrouwen;Krimpenerwaard;2013/'14;;;;
2345;Totaal mannen en vrouwen;Krimpenerwaard;2014/'15;;;;
2346;Totaal mannen en vrouwen;Krimpenerwaard;2015/'16;4970.0;80.0;4890.0;2.0
2347;Totaal mannen en vrouwen;Krimpenerwaard;2016/'17;5000.0;60.0;4930.0;1.0
2348;Totaal mannen en vrouwen;Krimpenerwaard;2017/'18;4930.0;70.0;4870.0;1.0
2349;Totaal mannen en vrouwen;Krimpenerwaard;2018/'19;4860.0;80.0;4780.0;2.0
2350;Totaal mannen en vrouwen;Krimpenerwaard;2019/'20;4810.0;80.0;4730.0;2.0
2351;Totaal mannen en vrouwen;Krimpenerwaard;2020/'21;4730.0;90.0;4640.0;2.0
2352;Totaal mannen en vrouwen;Krimpenerwaard;2021/'22;4720.0;100.0;4620.0;2.0
2353;Totaal mannen en vrouwen;Krimpenerwaard;2022/'23;4750.0;90.0;4660.0;2.0
2354;Totaal mannen en vrouwen;Laarbeek;2012/'13;1830.0;20.0;1800.0;1.0
2355;Totaal mannen en vrouwen;Laarbeek;2013/'14;1840.0;20.0;1820.0;1.0
2356;Totaal mannen en vrouwen;Laarbeek;2014/'15;1850.0;20.0;1830.0;1.0
2357;Totaal mannen en vrouwen;Laarbeek;2015/'16;1860.0;20.0;1840.0;1.0
2358;Totaal mannen en vrouwen;Laarbeek;2016/'17;1870.0;30.0;1830.0;2.0
2359;Totaal mannen en vrouwen;Laarbeek;2017/'18;1900.0;30.0;1870.0;2.0
2360;Totaal mannen en vrouwen;Laarbeek;2018/'19;1900.0;30.0;1870.0;2.0
2361;Totaal mannen en vrouwen;Laarbeek;2019/'20;1870.0;30.0;1840.0;1.0
2362;Totaal mannen en vrouwen;Laarbeek;2020/'21;1830.0;20.0;1810.0;1.0
2363;Totaal mannen en vrouwen;Laarbeek;2021/'22;1800.0;30.0;1770.0;2.0
2364;Totaal mannen en vrouwen;Laarbeek;2022/'23;1820.0;50.0;1780.0;3.0
2365;Totaal mannen en vrouwen;Land van Cuijk;2012/'13;;;;
2366;Totaal mannen en vrouwen;Land van Cuijk;2013/'14;;;;
2367;Totaal mannen en vrouwen;Land van Cuijk;2014/'15;;;;
2368;Totaal mannen en vrouwen;Land van Cuijk;2015/'16;;;;
2369;Totaal mannen en vrouwen;Land van Cuijk;2016/'17;;;;
2370;Totaal mannen en vrouwen;Land van Cuijk;2017/'18;;;;
2371;Totaal mannen en vrouwen;Land van Cuijk;2018/'19;;;;
2372;Totaal mannen en vrouwen;Land van Cuijk;2019/'20;;;;
2373;Totaal mannen en vrouwen;Land van Cuijk;2020/'21;;;;
2374;Totaal mannen en vrouwen;Land van Cuijk;2021/'22;;;;
2375;Totaal mannen en vrouwen;Land van Cuijk;2022/'23;6710.0;130.0;6580.0;2.0
2376;Totaal mannen en vrouwen;Landerd;2012/'13;1480.0;20.0;1460.0;1.0
2377;Totaal mannen en vrouwen;Landerd;2013/'14;1460.0;20.0;1440.0;2.0
2378;Totaal mannen en vrouwen;Landerd;2014/'15;1460.0;20.0;1440.0;1.0
2379;Totaal mannen en vrouwen;Landerd;2015/'16;1440.0;20.0;1420.0;1.0
2380;Totaal mannen en vrouwen;Landerd;2016/'17;1410.0;10.0;1400.0;1.0
2381;Totaal mannen en vrouwen;Landerd;2017/'18;1410.0;20.0;1390.0;1.0
2382;Totaal mannen en vrouwen;Landerd;2018/'19;1350.0;20.0;1330.0;1.0
2383;Totaal mannen en vrouwen;Landerd;2019/'20;1300.0;10.0;1290.0;1.0
2384;Totaal mannen en vrouwen;Landerd;2020/'21;1250.0;20.0;1230.0;2.0
2385;Totaal mannen en vrouwen;Landerd;2021/'22;1210.0;10.0;1200.0;1.0
2386;Totaal mannen en vrouwen;Landerd;2022/'23;;;;
2387;Totaal mannen en vrouwen;Landgraaf;2012/'13;2690.0;50.0;2640.0;2.0
2388;Totaal mannen en vrouwen;Landgraaf;2013/'14;2640.0;50.0;2580.0;2.0
2389;Totaal mannen en vrouwen;Landgraaf;2014/'15;2620.0;60.0;2550.0;2.0
2390;Totaal mannen en vrouwen;Landgraaf;2015/'16;2590.0;70.0;2520.0;3.0
2391;Totaal mannen en vrouwen;Landgraaf;2016/'17;2560.0;60.0;2510.0;2.0
2392;Totaal mannen en vrouwen;Landgraaf;2017/'18;2510.0;50.0;2460.0;2.0
2393;Totaal mannen en vrouwen;Landgraaf;2018/'19;2450.0;60.0;2400.0;2.0
2394;Totaal mannen en vrouwen;Landgraaf;2019/'20;2360.0;60.0;2310.0;2.0
2395;Totaal mannen en vrouwen;Landgraaf;2020/'21;2270.0;60.0;2220.0;2.0
2396;Totaal mannen en vrouwen;Landgraaf;2021/'22;2280.0;80.0;2210.0;3.0
2397;Totaal mannen en vrouwen;Landgraaf;2022/'23;2250.0;90.0;2160.0;4.0
2398;Totaal mannen en vrouwen;Landsmeer;2012/'13;860.0;30.0;840.0;3.0
2399;Totaal mannen en vrouwen;Landsmeer;2013/'14;890.0;20.0;880.0;2.0
2400;Totaal mannen en vrouwen;Landsmeer;2014/'15;900.0;20.0;880.0;2.0
2401;Totaal mannen en vrouwen;Landsmeer;2015/'16;920.0;30.0;890.0;3.0
2402;Totaal mannen en vrouwen;Landsmeer;2016/'17;910.0;30.0;880.0;3.0
2403;Totaal mannen en vrouwen;Landsmeer;2017/'18;890.0;20.0;870.0;2.0
2404;Totaal mannen en vrouwen;Landsmeer;2018/'19;870.0;30.0;840.0;4.0
2405;Totaal mannen en vrouwen;Landsmeer;2019/'20;850.0;20.0;840.0;2.0
2406;Totaal mannen en vrouwen;Landsmeer;2020/'21;850.0;20.0;830.0;2.0
2407;Totaal mannen en vrouwen;Landsmeer;2021/'22;860.0;30.0;840.0;3.0
2408;Totaal mannen en vrouwen;Landsmeer;2022/'23;870.0;20.0;850.0;2.0
2409;Totaal mannen en vrouwen;Langedijk;2012/'13;2600.0;60.0;2540.0;2.0
2410;Totaal mannen en vrouwen;Langedijk;2013/'14;2630.0;60.0;2570.0;2.0
2411;Totaal mannen en vrouwen;Langedijk;2014/'15;2640.0;30.0;2610.0;1.0
2412;Totaal mannen en vrouwen;Langedijk;2015/'16;2640.0;40.0;2600.0;1.0
2413;Totaal mannen en vrouwen;Langedijk;2016/'17;2640.0;40.0;2600.0;2.0
2414;Totaal mannen en vrouwen;Langedijk;2017/'18;2620.0;40.0;2580.0;1.0
2415;Totaal mannen en vrouwen;Langedijk;2018/'19;2600.0;40.0;2560.0;2.0
2416;Totaal mannen en vrouwen;Langedijk;2019/'20;2520.0;50.0;2470.0;2.0
2417;Totaal mannen en vrouwen;Langedijk;2020/'21;2430.0;60.0;2380.0;2.0
2418;Totaal mannen en vrouwen;Langedijk;2021/'22;2400.0;60.0;2340.0;2.0
2419;Totaal mannen en vrouwen;Langedijk;2022/'23;;;;
2420;Totaal mannen en vrouwen;Lansingerland;2012/'13;4980.0;70.0;4910.0;1.0
2421;Totaal mannen en vrouwen;Lansingerland;2013/'14;5150.0;80.0;5070.0;2.0
2422;Totaal mannen en vrouwen;Lansingerland;2014/'15;5310.0;100.0;5210.0;2.0
2423;Totaal mannen en vrouwen;Lansingerland;2015/'16;5490.0;100.0;5390.0;2.0
2424;Totaal mannen en vrouwen;Lansingerland;2016/'17;5600.0;90.0;5510.0;2.0
2425;Totaal mannen en vrouwen;Lansingerland;2017/'18;5650.0;90.0;5560.0;2.0
2426;Totaal mannen en vrouwen;Lansingerland;2018/'19;5690.0;80.0;5610.0;1.0
2427;Totaal mannen en vrouwen;Lansingerland;2019/'20;5760.0;90.0;5670.0;1.0
2428;Totaal mannen en vrouwen;Lansingerland;2020/'21;5930.0;100.0;5830.0;2.0
2429;Totaal mannen en vrouwen;Lansingerland;2021/'22;5950.0;140.0;5800.0;2.0
2430;Totaal mannen en vrouwen;Lansingerland;2022/'23;5990.0;110.0;5880.0;2.0
2431;Totaal mannen en vrouwen;Laren (NH.);2012/'13;780.0;20.0;760.0;3.0
2432;Totaal mannen en vrouwen;Laren (NH.);2013/'14;790.0;30.0;760.0;4.0
2433;Totaal mannen en vrouwen;Laren (NH.);2014/'15;790.0;20.0;770.0;2.0
2434;Totaal mannen en vrouwen;Laren (NH.);2015/'16;840.0;20.0;820.0;2.0
2435;Totaal mannen en vrouwen;Laren (NH.);2016/'17;840.0;20.0;810.0;3.0
2436;Totaal mannen en vrouwen;Laren (NH.);2017/'18;830.0;30.0;810.0;3.0
2437;Totaal mannen en vrouwen;Laren (NH.);2018/'19;870.0;20.0;840.0;3.0
2438;Totaal mannen en vrouwen;Laren (NH.);2019/'20;830.0;10.0;820.0;2.0
2439;Totaal mannen en vrouwen;Laren (NH.);2020/'21;790.0;20.0;760.0;3.0
2440;Totaal mannen en vrouwen;Laren (NH.);2021/'22;760.0;30.0;730.0;4.0
2441;Totaal mannen en vrouwen;Laren (NH.);2022/'23;770.0;20.0;750.0;3.0
2442;Totaal mannen en vrouwen;Leek;2012/'13;1760.0;30.0;1730.0;2.0
2443;Totaal mannen en vrouwen;Leek;2013/'14;1780.0;30.0;1750.0;2.0
2444;Totaal mannen en vrouwen;Leek;2014/'15;1760.0;20.0;1750.0;1.0
2445;Totaal mannen en vrouwen;Leek;2015/'16;1820.0;20.0;1800.0;1.0
2446;Totaal mannen en vrouwen;Leek;2016/'17;1810.0;20.0;1790.0;1.0
2447;Totaal mannen en vrouwen;Leek;2017/'18;1790.0;30.0;1760.0;2.0
2448;Totaal mannen en vrouwen;Leek;2018/'19;1700.0;30.0;1670.0;2.0
2449;Totaal mannen en vrouwen;Leek;2019/'20;;;;
2450;Totaal mannen en vrouwen;Leek;2020/'21;;;;
2451;Totaal mannen en vrouwen;Leek;2021/'22;;;;
2452;Totaal mannen en vrouwen;Leek;2022/'23;;;;
2453;Totaal mannen en vrouwen;Leerdam;2012/'13;1820.0;50.0;1770.0;3.0
2454;Totaal mannen en vrouwen;Leerdam;2013/'14;1850.0;50.0;1800.0;2.0
2455;Totaal mannen en vrouwen;Leerdam;2014/'15;1900.0;50.0;1850.0;2.0
2456;Totaal mannen en vrouwen;Leerdam;2015/'16;1910.0;30.0;1880.0;2.0
2457;Totaal mannen en vrouwen;Leerdam;2016/'17;1920.0;50.0;1870.0;2.0
2458;Totaal mannen en vrouwen;Leerdam;2017/'18;1900.0;40.0;1860.0;2.0
2459;Totaal mannen en vrouwen;Leerdam;2018/'19;1860.0;50.0;1810.0;3.0
2460;Totaal mannen en vrouwen;Leerdam;2019/'20;;;;
2461;Totaal mannen en vrouwen;Leerdam;2020/'21;;;;
2462;Totaal mannen en vrouwen;Leerdam;2021/'22;;;;
2463;Totaal mannen en vrouwen;Leerdam;2022/'23;;;;
2464;Totaal mannen en vrouwen;Leeuwarden;2012/'13;7110.0;210.0;6900.0;3.0
2465;Totaal mannen en vrouwen;Leeuwarden;2013/'14;7060.0;180.0;6880.0;3.0
2466;Totaal mannen en vrouwen;Leeuwarden;2014/'15;8090.0;180.0;7910.0;2.0
2467;Totaal mannen en vrouwen;Leeuwarden;2015/'16;8170.0;170.0;8000.0;2.0
2468;Totaal mannen en vrouwen;Leeuwarden;2016/'17;8240.0;180.0;8060.0;2.0
2469;Totaal mannen en vrouwen;Leeuwarden;2017/'18;8360.0;250.0;8110.0;3.0
2470;Totaal mannen en vrouwen;Leeuwarden;2018/'19;9560.0;280.0;9280.0;3.0
2471;Totaal mannen en vrouwen;Leeuwarden;2019/'20;9480.0;240.0;9240.0;3.0
2472;Totaal mannen en vrouwen;Leeuwarden;2020/'21;9380.0;240.0;9150.0;3.0
2473;Totaal mannen en vrouwen;Leeuwarden;2021/'22;9280.0;330.0;8950.0;4.0
2474;Totaal mannen en vrouwen;Leeuwarden;2022/'23;9150.0;330.0;8820.0;4.0
2475;Totaal mannen en vrouwen;Leeuwarderadeel;2012/'13;1010.0;10.0;1000.0;
2476;Totaal mannen en vrouwen;Leeuwarderadeel;2013/'14;990.0;20.0;970.0;2.0
2477;Totaal mannen en vrouwen;Leeuwarderadeel;2014/'15;970.0;10.0;960.0;1.0
2478;Totaal mannen en vrouwen;Leeuwarderadeel;2015/'16;950.0;10.0;940.0;1.0
2479;Totaal mannen en vrouwen;Leeuwarderadeel;2016/'17;940.0;0.0;930.0;
2480;Totaal mannen en vrouwen;Leeuwarderadeel;2017/'18;920.0;10.0;900.0;1.0
2481;Totaal mannen en vrouwen;Leeuwarderadeel;2018/'19;;;;
2482;Totaal mannen en vrouwen;Leeuwarderadeel;2019/'20;;;;
2483;Totaal mannen en vrouwen;Leeuwarderadeel;2020/'21;;;;
2484;Totaal mannen en vrouwen;Leeuwarderadeel;2021/'22;;;;
2485;Totaal mannen en vrouwen;Leeuwarderadeel;2022/'23;;;;
2486;Totaal mannen en vrouwen;Leiden;2012/'13;7200.0;200.0;7010.0;3.0
2487;Totaal mannen en vrouwen;Leiden;2013/'14;7200.0;230.0;6980.0;3.0
2488;Totaal mannen en vrouwen;Leiden;2014/'15;7150.0;240.0;6910.0;3.0
2489;Totaal mannen en vrouwen;Leiden;2015/'16;7140.0;210.0;6930.0;3.0
2490;Totaal mannen en vrouwen;Leiden;2016/'17;7230.0;220.0;7010.0;3.0
2491;Totaal mannen en vrouwen;Leiden;2017/'18;7230.0;220.0;7010.0;3.0
2492;Totaal mannen en vrouwen;Leiden;2018/'19;7160.0;220.0;6950.0;3.0
2493;Totaal mannen en vrouwen;Leiden;2019/'20;7060.0;170.0;6890.0;2.0
2494;Totaal mannen en vrouwen;Leiden;2020/'21;6950.0;200.0;6750.0;3.0
2495;Totaal mannen en vrouwen;Leiden;2021/'22;6900.0;240.0;6660.0;3.0
2496;Totaal mannen en vrouwen;Leiden;2022/'23;6780.0;210.0;6570.0;3.0
2497;Totaal mannen en vrouwen;Leiderdorp;2012/'13;2260.0;40.0;2210.0;2.0
2498;Totaal mannen en vrouwen;Leiderdorp;2013/'14;2250.0;40.0;2200.0;2.0
2499;Totaal mannen en vrouwen;Leiderdorp;2014/'15;2210.0;50.0;2160.0;2.0
2500;Totaal mannen en vrouwen;Leiderdorp;2015/'16;2200.0;50.0;2160.0;2.0
2501;Totaal mannen en vrouwen;Leiderdorp;2016/'17;2190.0;50.0;2140.0;2.0
2502;Totaal mannen en vrouwen;Leiderdorp;2017/'18;2140.0;50.0;2100.0;2.0
2503;Totaal mannen en vrouwen;Leiderdorp;2018/'19;2110.0;60.0;2060.0;3.0
2504;Totaal mannen en vrouwen;Leiderdorp;2019/'20;2030.0;40.0;1990.0;2.0
2505;Totaal mannen en vrouwen;Leiderdorp;2020/'21;1990.0;40.0;1950.0;2.0
2506;Totaal mannen en vrouwen;Leiderdorp;2021/'22;1950.0;50.0;1910.0;2.0
2507;Totaal mannen en vrouwen;Leiderdorp;2022/'23;1940.0;60.0;1890.0;3.0
2508;Totaal mannen en vrouwen;Leidschendam-Voorburg;2012/'13;4580.0;110.0;4470.0;2.0
2509;Totaal mannen en vrouwen;Leidschendam-Voorburg;2013/'14;4560.0;110.0;4450.0;2.0
2510;Totaal mannen en vrouwen;Leidschendam-Voorburg;2014/'15;4620.0;120.0;4500.0;3.0
2511;Totaal mannen en vrouwen;Leidschendam-Voorburg;2015/'16;4720.0;120.0;4600.0;3.0
2512;Totaal mannen en vrouwen;Leidschendam-Voorburg;2016/'17;4810.0;100.0;4710.0;2.0
2513;Totaal mannen en vrouwen;Leidschendam-Voorburg;2017/'18;4920.0;130.0;4790.0;3.0
2514;Totaal mannen en vrouwen;Leidschendam-Voorburg;2018/'19;4940.0;150.0;4790.0;3.0
2515;Totaal mannen en vrouwen;Leidschendam-Voorburg;2019/'20;4980.0;100.0;4880.0;2.0
2516;Totaal mannen en vrouwen;Leidschendam-Voorburg;2020/'21;5050.0;120.0;4930.0;2.0
2517;Totaal mannen en vrouwen;Leidschendam-Voorburg;2021/'22;5070.0;140.0;4930.0;3.0
2518;Totaal mannen en vrouwen;Leidschendam-Voorburg;2022/'23;5120.0;120.0;5000.0;2.0
2519;Totaal mannen en vrouwen;Lelystad;2012/'13;6050.0;170.0;5880.0;3.0
2520;Totaal mannen en vrouwen;Lelystad;2013/'14;6160.0;210.0;5950.0;3.0
2521;Totaal mannen en vrouwen;Lelystad;2014/'15;6310.0;170.0;6150.0;3.0
2522;Totaal mannen en vrouwen;Lelystad;2015/'16;6460.0;190.0;6270.0;3.0
2523;Totaal mannen en vrouwen;Lelystad;2016/'17;6590.0;180.0;6410.0;3.0
2524;Totaal mannen en vrouwen;Lelystad;2017/'18;6740.0;230.0;6510.0;3.0
2525;Totaal mannen en vrouwen;Lelystad;2018/'19;6730.0;210.0;6520.0;3.0
2526;Totaal mannen en vrouwen;Lelystad;2019/'20;6820.0;190.0;6640.0;3.0
2527;Totaal mannen en vrouwen;Lelystad;2020/'21;6830.0;200.0;6640.0;3.0
2528;Totaal mannen en vrouwen;Lelystad;2021/'22;6860.0;280.0;6580.0;4.0
2529;Totaal mannen en vrouwen;Lelystad;2022/'23;6910.0;280.0;6630.0;4.0
2530;Totaal mannen en vrouwen;Lemsterland;2012/'13;1170.0;10.0;1160.0;1.0
2531;Totaal mannen en vrouwen;Lemsterland;2013/'14;1170.0;20.0;1150.0;2.0
2532;Totaal mannen en vrouwen;Lemsterland;2014/'15;;;;
2533;Totaal mannen en vrouwen;Lemsterland;2015/'16;;;;
2534;Totaal mannen en vrouwen;Lemsterland;2016/'17;;;;
2535;Totaal mannen en vrouwen;Lemsterland;2017/'18;;;;
2536;Totaal mannen en vrouwen;Lemsterland;2018/'19;;;;
2537;Totaal mannen en vrouwen;Lemsterland;2019/'20;;;;
2538;Totaal mannen en vrouwen;Lemsterland;2020/'21;;;;
2539;Totaal mannen en vrouwen;Lemsterland;2021/'22;;;;
2540;Totaal mannen en vrouwen;Lemsterland;2022/'23;;;;
2541;Totaal mannen en vrouwen;Leudal;2012/'13;2860.0;40.0;2820.0;1.0
2542;Totaal mannen en vrouwen;Leudal;2013/'14;2890.0;40.0;2850.0;1.0
2543;Totaal mannen en vrouwen;Leudal;2014/'15;2890.0;40.0;2850.0;1.0
2544;Totaal mannen en vrouwen;Leudal;2015/'16;2850.0;40.0;2820.0;1.0
2545;Totaal mannen en vrouwen;Leudal;2016/'17;2790.0;40.0;2750.0;1.0
2546;Totaal mannen en vrouwen;Leudal;2017/'18;2730.0;30.0;2700.0;1.0
2547;Totaal mannen en vrouwen;Leudal;2018/'19;2720.0;40.0;2680.0;2.0
2548;Totaal mannen en vrouwen;Leudal;2019/'20;2570.0;30.0;2540.0;1.0
2549;Totaal mannen en vrouwen;Leudal;2020/'21;2420.0;40.0;2390.0;2.0
2550;Totaal mannen en vrouwen;Leudal;2021/'22;2330.0;50.0;2270.0;2.0
2551;Totaal mannen en vrouwen;Leudal;2022/'23;2250.0;40.0;2210.0;2.0
2552;Totaal mannen en vrouwen;Leusden;2012/'13;2510.0;50.0;2460.0;2.0
2553;Totaal mannen en vrouwen;Leusden;2013/'14;2490.0;40.0;2450.0;1.0
2554;Totaal mannen en vrouwen;Leusden;2014/'15;2510.0;40.0;2470.0;2.0
2555;Totaal mannen en vrouwen;Leusden;2015/'16;2560.0;30.0;2520.0;1.0
2556;Totaal mannen en vrouwen;Leusden;2016/'17;2540.0;40.0;2500.0;1.0
2557;Totaal mannen en vrouwen;Leusden;2017/'18;2530.0;40.0;2490.0;2.0
2558;Totaal mannen en vrouwen;Leusden;2018/'19;2490.0;60.0;2440.0;2.0
2559;Totaal mannen en vrouwen;Leusden;2019/'20;2510.0;40.0;2470.0;2.0
2560;Totaal mannen en vrouwen;Leusden;2020/'21;2450.0;40.0;2410.0;2.0
2561;Totaal mannen en vrouwen;Leusden;2021/'22;2440.0;60.0;2380.0;2.0
2562;Totaal mannen en vrouwen;Leusden;2022/'23;2410.0;60.0;2340.0;3.0
2563;Totaal mannen en vrouwen;Liesveld;2012/'13;1000.0;10.0;990.0;1.0
2564;Totaal mannen en vrouwen;Liesveld;2013/'14;;;;
2565;Totaal mannen en vrouwen;Liesveld;2014/'15;;;;
2566;Totaal mannen en vrouwen;Liesveld;2015/'16;;;;
2567;Totaal mannen en vrouwen;Liesveld;2016/'17;;;;
2568;Totaal mannen en vrouwen;Liesveld;2017/'18;;;;
2569;Totaal mannen en vrouwen;Liesveld;2018/'19;;;;
2570;Totaal mannen en vrouwen;Liesveld;2019/'20;;;;
2571;Totaal mannen en vrouwen;Liesveld;2020/'21;;;;
2572;Totaal mannen en vrouwen;Liesveld;2021/'22;;;;
2573;Totaal mannen en vrouwen;Liesveld;2022/'23;;;;
2574;Totaal mannen en vrouwen;Lingewaal;2012/'13;990.0;20.0;970.0;2.0
2575;Totaal mannen en vrouwen;Lingewaal;2013/'14;1000.0;20.0;990.0;1.0
2576;Totaal mannen en vrouwen;Lingewaal;2014/'15;1020.0;20.0;1000.0;2.0
2577;Totaal mannen en vrouwen;Lingewaal;2015/'16;1040.0;20.0;1020.0;2.0
2578;Totaal mannen en vrouwen;Lingewaal;2016/'17;1050.0;20.0;1040.0;2.0
2579;Totaal mannen en vrouwen;Lingewaal;2017/'18;1030.0;20.0;1010.0;2.0
2580;Totaal mannen en vrouwen;Lingewaal;2018/'19;1020.0;20.0;1000.0;2.0
2581;Totaal mannen en vrouwen;Lingewaal;2019/'20;;;;
2582;Totaal mannen en vrouwen;Lingewaal;2020/'21;;;;
2583;Totaal mannen en vrouwen;Lingewaal;2021/'22;;;;
2584;Totaal mannen en vrouwen;Lingewaal;2022/'23;;;;
2585;Totaal mannen en vrouwen;Lingewaard;2012/'13;3940.0;60.0;3880.0;2.0
2586;Totaal mannen en vrouwen;Lingewaard;2013/'14;4010.0;60.0;3950.0;1.0
2587;Totaal mannen en vrouwen;Lingewaard;2014/'15;4100.0;50.0;4050.0;1.0
2588;Totaal mannen en vrouwen;Lingewaard;2015/'16;4270.0;50.0;4220.0;1.0
2589;Totaal mannen en vrouwen;Lingewaard;2016/'17;4330.0;50.0;4270.0;1.0
2590;Totaal mannen en vrouwen;Lingewaard;2017/'18;4270.0;70.0;4200.0;2.0
2591;Totaal mannen en vrouwen;Lingewaard;2018/'19;4200.0;80.0;4120.0;2.0
2592;Totaal mannen en vrouwen;Lingewaard;2019/'20;4150.0;60.0;4090.0;1.0
2593;Totaal mannen en vrouwen;Lingewaard;2020/'21;4050.0;50.0;4000.0;1.0
2594;Totaal mannen en vrouwen;Lingewaard;2021/'22;4040.0;60.0;3980.0;2.0
2595;Totaal mannen en vrouwen;Lingewaard;2022/'23;3890.0;100.0;3790.0;3.0
2596;Totaal mannen en vrouwen;Lisse;2012/'13;1780.0;40.0;1750.0;2.0
2597;Totaal mannen en vrouwen;Lisse;2013/'14;1800.0;40.0;1760.0;2.0
2598;Totaal mannen en vrouwen;Lisse;2014/'15;1810.0;30.0;1780.0;2.0
2599;Totaal mannen en vrouwen;Lisse;2015/'16;1850.0;30.0;1820.0;2.0
2600;Totaal mannen en vrouwen;Lisse;2016/'17;1850.0;20.0;1830.0;1.0
2601;Totaal mannen en vrouwen;Lisse;2017/'18;1840.0;40.0;1800.0;2.0
2602;Totaal mannen en vrouwen;Lisse;2018/'19;1830.0;40.0;1790.0;2.0
2603;Totaal mannen en vrouwen;Lisse;2019/'20;1780.0;20.0;1750.0;1.0
2604;Totaal mannen en vrouwen;Lisse;2020/'21;1760.0;30.0;1730.0;1.0
2605;Totaal mannen en vrouwen;Lisse;2021/'22;1750.0;30.0;1720.0;2.0
2606;Totaal mannen en vrouwen;Lisse;2022/'23;1760.0;40.0;1720.0;2.0
2607;Totaal mannen en vrouwen;Littenseradiel;2012/'13;1080.0;10.0;1080.0;
2608;Totaal mannen en vrouwen;Littenseradiel;2013/'14;1120.0;10.0;1120.0;
2609;Totaal mannen en vrouwen;Littenseradiel;2014/'15;1130.0;10.0;1120.0;1.0
2610;Totaal mannen en vrouwen;Littenseradiel;2015/'16;1140.0;10.0;1140.0;
2611;Totaal mannen en vrouwen;Littenseradiel;2016/'17;1110.0;10.0;1110.0;
2612;Totaal mannen en vrouwen;Littenseradiel;2017/'18;1090.0;10.0;1080.0;1.0
2613;Totaal mannen en vrouwen;Littenseradiel;2018/'19;;;;
2614;Totaal mannen en vrouwen;Littenseradiel;2019/'20;;;;
2615;Totaal mannen en vrouwen;Littenseradiel;2020/'21;;;;
2616;Totaal mannen en vrouwen;Littenseradiel;2021/'22;;;;
2617;Totaal mannen en vrouwen;Littenseradiel;2022/'23;;;;
2618;Totaal mannen en vrouwen;Lochem;2012/'13;2810.0;50.0;2770.0;2.0
2619;Totaal mannen en vrouwen;Lochem;2013/'14;2800.0;40.0;2760.0;2.0
2620;Totaal mannen en vrouwen;Lochem;2014/'15;2820.0;40.0;2770.0;2.0
2621;Totaal mannen en vrouwen;Lochem;2015/'16;2910.0;50.0;2860.0;2.0
2622;Totaal mannen en vrouwen;Lochem;2016/'17;2880.0;30.0;2840.0;1.0
2623;Totaal mannen en vrouwen;Lochem;2017/'18;2860.0;40.0;2820.0;1.0
2624;Totaal mannen en vrouwen;Lochem;2018/'19;2850.0;50.0;2790.0;2.0
2625;Totaal mannen en vrouwen;Lochem;2019/'20;2770.0;30.0;2740.0;1.0
2626;Totaal mannen en vrouwen;Lochem;2020/'21;2760.0;40.0;2720.0;1.0
2627;Totaal mannen en vrouwen;Lochem;2021/'22;2720.0;50.0;2680.0;2.0
2628;Totaal mannen en vrouwen;Lochem;2022/'23;2670.0;50.0;2620.0;2.0
2629;Totaal mannen en vrouwen;Loon op Zand;2012/'13;1860.0;30.0;1830.0;2.0
2630;Totaal mannen en vrouwen;Loon op Zand;2013/'14;1900.0;30.0;1870.0;2.0
2631;Totaal mannen en vrouwen;Loon op Zand;2014/'15;1910.0;40.0;1870.0;2.0
2632;Totaal mannen en vrouwen;Loon op Zand;2015/'16;1890.0;30.0;1860.0;2.0
2633;Totaal mannen en vrouwen;Loon op Zand;2016/'17;1890.0;30.0;1860.0;1.0
2634;Totaal mannen en vrouwen;Loon op Zand;2017/'18;1860.0;40.0;1820.0;2.0
2635;Totaal mannen en vrouwen;Loon op Zand;2018/'19;1840.0;30.0;1800.0;2.0
2636;Totaal mannen en vrouwen;Loon op Zand;2019/'20;1810.0;30.0;1780.0;2.0
