ID;Geslacht;LeeftijdOp31December;BurgerlijkeStaat;Geboorteland;Perioden;Immigratie_1;EmigratieInclAdmCorrecties_2;MigratiesaldoInclAdmCorrecties_3;AdministratieveOpnemingen_4;AdministratieveAfvoeringen_5;SaldoAdministratieveCorrecties_6
2040;Totaal mannen en vrouwen;Totaal;Ongehuwd;Verre eilanden van de VS;2020;0.0;0.0;0.0;0.0;0.0;0.0
2041;Totaal mannen en vrouwen;Totaal;Ongehuwd;Verre eilanden van de VS;2021;0.0;0.0;0.0;0.0;0.0;0.0
2042;Totaal mannen en vrouwen;Totaal;Ongehuwd;Verre eilanden van de VS;2022;0.0;0.0;0.0;0.0;0.0;0.0
2043;Totaal mannen en vrouwen;Totaal;Ongehuwd;Verre eilanden van de VS;2023;1.0;0.0;1.0;0.0;0.0;0.0
2044;Totaal mannen en vrouwen;Totaal;Ongehuwd;Vietnam;2020;600.0;539.0;61.0;19.0;95.0;-76.0
2045;Totaal mannen en vrouwen;Totaal;Ongehuwd;Vietnam;2021;767.0;384.0;383.0;20.0;136.0;-116.0
2046;Totaal mannen en vrouwen;Totaal;Ongehuwd;Vietnam;2022;914.0;381.0;533.0;14.0;64.0;-50.0
2047;Totaal mannen en vrouwen;Totaal;Ongehuwd;Vietnam;2023;960.0;431.0;529.0;8.0;94.0;-86.0
2048;Totaal mannen en vrouwen;Totaal;Ongehuwd;Wallis en Futuna;2020;0.0;0.0;0.0;0.0;0.0;0.0
2049;Totaal mannen en vrouwen;Totaal;Ongehuwd;Wallis en Futuna;2021;0.0;0.0;0.0;0.0;0.0;0.0
2050;Totaal mannen en vrouwen;Totaal;Ongehuwd;Wallis en Futuna;2022;0.0;0.0;0.0;0.0;0.0;0.0
2051;Totaal mannen en vrouwen;Totaal;Ongehuwd;Wallis en Futuna;2023;0.0;0.0;0.0;0.0;0.0;0.0
2052;Totaal mannen en vrouwen;Totaal;Ongehuwd;Belarus;2020;183.0;59.0;124.0;6.0;14.0;-8.0
2053;Totaal mannen en vrouwen;Totaal;Ongehuwd;Belarus;2021;281.0;73.0;208.0;3.0;18.0;-15.0
2054;Totaal mannen en vrouwen;Totaal;Ongehuwd;Belarus;2022;565.0;86.0;479.0;3.0;25.0;-22.0
2055;Totaal mannen en vrouwen;Totaal;Ongehuwd;Belarus;2023;379.0;118.0;261.0;6.0;30.0;-24.0
2056;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zambia;2020;69.0;36.0;33.0;4.0;12.0;-8.0
2057;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zambia;2021;56.0;28.0;28.0;5.0;13.0;-8.0
2058;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zambia;2022;86.0;34.0;52.0;3.0;9.0;-6.0
2059;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zambia;2023;45.0;54.0;-9.0;2.0;19.0;-17.0
2060;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zimbabwe;2020;189.0;111.0;78.0;8.0;30.0;-22.0
2061;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zimbabwe;2021;175.0;110.0;65.0;9.0;28.0;-19.0
2062;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zimbabwe;2022;251.0;82.0;169.0;7.0;19.0;-12.0
2063;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zimbabwe;2023;209.0;130.0;79.0;8.0;33.0;-25.0
2064;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zuid-Afrika;2020;2062.0;899.0;1163.0;12.0;120.0;-108.0
2065;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zuid-Afrika;2021;2699.0;842.0;1857.0;25.0;99.0;-74.0
2066;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zuid-Afrika;2022;4016.0;928.0;3088.0;22.0;92.0;-70.0
2067;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zuid-Afrika;2023;3884.0;1082.0;2802.0;12.0;104.0;-92.0
2068;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zuid-Korea;2020;585.0;1171.0;-586.0;12.0;191.0;-179.0
2069;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zuid-Korea;2021;849.0;594.0;255.0;19.0;131.0;-112.0
2070;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zuid-Korea;2022;1187.0;588.0;599.0;9.0;56.0;-47.0
2071;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zuid-Korea;2023;1292.0;928.0;364.0;12.0;89.0;-77.0
2072;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zuid-Soedan;2020;4.0;1.0;3.0;0.0;0.0;0.0
2073;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zuid-Soedan;2021;3.0;0.0;3.0;0.0;0.0;0.0
2074;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zuid-Soedan;2022;0.0;0.0;0.0;0.0;0.0;0.0
2075;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zuid-Soedan;2023;3.0;0.0;3.0;0.0;0.0;0.0
2076;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zweden;2020;709.0;712.0;-3.0;8.0;53.0;-45.0
2077;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zweden;2021;904.0;522.0;382.0;18.0;39.0;-21.0
2078;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zweden;2022;1022.0;659.0;363.0;3.0;39.0;-36.0
2079;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zweden;2023;1094.0;744.0;350.0;4.0;63.0;-59.0
2080;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zwitserland;2020;678.0;589.0;89.0;5.0;39.0;-34.0
2081;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zwitserland;2021;1000.0;470.0;530.0;13.0;46.0;-33.0
2082;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zwitserland;2022;1087.0;641.0;446.0;4.0;37.0;-33.0
2083;Totaal mannen en vrouwen;Totaal;Ongehuwd;Zwitserland;2023;964.0;728.0;236.0;7.0;48.0;-41.0
2084;Totaal mannen en vrouwen;Totaal;Ongehuwd;Geboorteland onbekend;2020;0.0;0.0;0.0;0.0;0.0;0.0
2085;Totaal mannen en vrouwen;Totaal;Ongehuwd;Geboorteland onbekend;2021;3.0;3.0;0.0;1.0;0.0;1.0
2086;Totaal mannen en vrouwen;Totaal;Ongehuwd;Geboorteland onbekend;2022;0.0;0.0;0.0;0.0;0.0;0.0
2087;Totaal mannen en vrouwen;Totaal;Ongehuwd;Geboorteland onbekend;2023;0.0;0.0;0.0;0.0;0.0;0.0
2088;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2020;39758.0;25376.0;14382.0;1420.0;3157.0;-1737.0
2089;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2021;44459.0;27672.0;16787.0;1280.0;2804.0;-1524.0
2090;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2022;74403.0;32160.0;42243.0;970.0;2993.0;-2023.0
2091;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal;2023;62909.0;32755.0;30154.0;993.0;3739.0;-2746.0
2092;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederland;2020;9143.0;7174.0;1969.0;527.0;616.0;-89.0
2093;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederland;2021;7545.0;8671.0;-1126.0;431.0;569.0;-138.0
2094;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederland;2022;6930.0;10944.0;-4014.0;280.0;454.0;-174.0
2095;Totaal mannen en vrouwen;Totaal;Gehuwd;Nederland;2023;6592.0;10257.0;-3665.0;342.0;566.0;-224.0
2096;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal buiten Nederland;2020;30615.0;18202.0;12413.0;893.0;2541.0;-1648.0
2097;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal buiten Nederland;2021;36914.0;19001.0;17913.0;849.0;2235.0;-1386.0
2098;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal buiten Nederland;2022;67473.0;21216.0;46257.0;690.0;2539.0;-1849.0
2099;Totaal mannen en vrouwen;Totaal;Gehuwd;Totaal buiten Nederland;2023;56317.0;22498.0;33819.0;651.0;3173.0;-2522.0
2100;Totaal mannen en vrouwen;Totaal;Gehuwd;Afrika;2020;4089.0;1334.0;2755.0;218.0;444.0;-226.0
2101;Totaal mannen en vrouwen;Totaal;Gehuwd;Afrika;2021;4682.0;1436.0;3246.0;182.0;370.0;-188.0
2102;Totaal mannen en vrouwen;Totaal;Gehuwd;Afrika;2022;6040.0;1497.0;4543.0;141.0;366.0;-225.0
2103;Totaal mannen en vrouwen;Totaal;Gehuwd;Afrika;2023;6274.0;1537.0;4737.0;172.0;400.0;-228.0
2104;Totaal mannen en vrouwen;Totaal;Gehuwd;Amerika;2020;3727.0;2300.0;1427.0;102.0;228.0;-126.0
2105;Totaal mannen en vrouwen;Totaal;Gehuwd;Amerika;2021;4129.0;2605.0;1524.0;103.0;185.0;-82.0
2106;Totaal mannen en vrouwen;Totaal;Gehuwd;Amerika;2022;5172.0;2679.0;2493.0;76.0;197.0;-121.0
2107;Totaal mannen en vrouwen;Totaal;Gehuwd;Amerika;2023;4999.0;2688.0;2311.0;79.0;206.0;-127.0
2108;Totaal mannen en vrouwen;Totaal;Gehuwd;Azië;2020;12776.0;6343.0;6433.0;312.0;944.0;-632.0
2109;Totaal mannen en vrouwen;Totaal;Gehuwd;Azië;2021;18292.0;6188.0;12104.0;266.0;803.0;-537.0
2110;Totaal mannen en vrouwen;Totaal;Gehuwd;Azië;2022;27625.0;6043.0;21582.0;245.0;733.0;-488.0
2111;Totaal mannen en vrouwen;Totaal;Gehuwd;Azië;2023;27654.0;6635.0;21019.0;216.0;815.0;-599.0
2112;Totaal mannen en vrouwen;Totaal;Gehuwd;Europa (exclusief Nederland);2020;9813.0;7980.0;1833.0;260.0;916.0;-656.0
2113;Totaal mannen en vrouwen;Totaal;Gehuwd;Europa (exclusief Nederland);2021;9654.0;8519.0;1135.0;298.0;868.0;-570.0
2114;Totaal mannen en vrouwen;Totaal;Gehuwd;Europa (exclusief Nederland);2022;28456.0;10768.0;17688.0;227.0;1234.0;-1007.0
2115;Totaal mannen en vrouwen;Totaal;Gehuwd;Europa (exclusief Nederland);2023;17147.0;11415.0;5732.0;184.0;1745.0;-1561.0
2116;Totaal mannen en vrouwen;Totaal;Gehuwd;Buiten Europa;2020;20802.0;10222.0;10580.0;633.0;1625.0;-992.0
2117;Totaal mannen en vrouwen;Totaal;Gehuwd;Buiten Europa;2021;27260.0;10482.0;16778.0;551.0;1367.0;-816.0
2118;Totaal mannen en vrouwen;Totaal;Gehuwd;Buiten Europa;2022;39017.0;10448.0;28569.0;463.0;1305.0;-842.0
2119;Totaal mannen en vrouwen;Totaal;Gehuwd;Buiten Europa;2023;39170.0;11083.0;28087.0;467.0;1428.0;-961.0
2120;Totaal mannen en vrouwen;Totaal;Gehuwd;Oceanië;2020;210.0;245.0;-35.0;1.0;9.0;-8.0
2121;Totaal mannen en vrouwen;Totaal;Gehuwd;Oceanië;2021;157.0;253.0;-96.0;0.0;9.0;-9.0
2122;Totaal mannen en vrouwen;Totaal;Gehuwd;Oceanië;2022;180.0;229.0;-49.0;1.0;9.0;-8.0
2123;Totaal mannen en vrouwen;Totaal;Gehuwd;Oceanië;2023;243.0;223.0;20.0;0.0;7.0;-7.0
2124;Totaal mannen en vrouwen;Totaal;Gehuwd;Europese Unie (exclusief Nederland);2020;7417.0;6619.0;798.0;216.0;772.0;-556.0
2125;Totaal mannen en vrouwen;Totaal;Gehuwd;Europese Unie (exclusief Nederland);2021;7221.0;6920.0;301.0;251.0;730.0;-479.0
2126;Totaal mannen en vrouwen;Totaal;Gehuwd;Europese Unie (exclusief Nederland);2022;8124.0;7133.0;991.0;176.0;740.0;-564.0
2127;Totaal mannen en vrouwen;Totaal;Gehuwd;Europese Unie (exclusief Nederland);2023;7297.0;7075.0;222.0;116.0;829.0;-713.0
2128;Totaal mannen en vrouwen;Totaal;Gehuwd;GIPS landen in de EU;2020;935.0;942.0;-7.0;35.0;80.0;-45.0
2129;Totaal mannen en vrouwen;Totaal;Gehuwd;GIPS landen in de EU;2021;936.0;1165.0;-229.0;47.0;104.0;-57.0
2130;Totaal mannen en vrouwen;Totaal;Gehuwd;GIPS landen in de EU;2022;983.0;1292.0;-309.0;28.0;71.0;-43.0
2131;Totaal mannen en vrouwen;Totaal;Gehuwd;GIPS landen in de EU;2023;960.0;1161.0;-201.0;13.0;69.0;-56.0
2132;Totaal mannen en vrouwen;Totaal;Gehuwd;Midden- en Oost-Europese landen in de EU;2020;4431.0;3874.0;557.0;116.0;593.0;-477.0
2133;Totaal mannen en vrouwen;Totaal;Gehuwd;Midden- en Oost-Europese landen in de EU;2021;4363.0;3952.0;411.0;127.0;558.0;-431.0
2134;Totaal mannen en vrouwen;Totaal;Gehuwd;Midden- en Oost-Europese landen in de EU;2022;5099.0;3972.0;1127.0;96.0;593.0;-497.0
2135;Totaal mannen en vrouwen;Totaal;Gehuwd;Midden- en Oost-Europese landen in de EU;2023;4516.0;4141.0;375.0;85.0;707.0;-622.0
2136;Totaal mannen en vrouwen;Totaal;Gehuwd;Afrika (exclusief Marokko);2020;2869.0;969.0;1900.0;106.0;254.0;-148.0
2137;Totaal mannen en vrouwen;Totaal;Gehuwd;Afrika (exclusief Marokko);2021;3272.0;1094.0;2178.0;86.0;252.0;-166.0
2138;Totaal mannen en vrouwen;Totaal;Gehuwd;Afrika (exclusief Marokko);2022;4487.0;1096.0;3391.0;73.0;231.0;-158.0
2139;Totaal mannen en vrouwen;Totaal;Gehuwd;Afrika (exclusief Marokko);2023;4661.0;1178.0;3483.0;77.0;253.0;-176.0
2140;Totaal mannen en vrouwen;Totaal;Gehuwd;Amerika en Oceanië (ex. Suriname en N...;2020;3033.0;2089.0;944.0;50.0;163.0;-113.0
2141;Totaal mannen en vrouwen;Totaal;Gehuwd;Amerika en Oceanië (ex. Suriname en N...;2021;3427.0;2333.0;1094.0;51.0;131.0;-80.0
2142;Totaal mannen en vrouwen;Totaal;Gehuwd;Amerika en Oceanië (ex. Suriname en N...;2022;4303.0;2348.0;1955.0;42.0;133.0;-91.0
2143;Totaal mannen en vrouwen;Totaal;Gehuwd;Amerika en Oceanië (ex. Suriname en N...;2023;4124.0;2414.0;1710.0;31.0;133.0;-102.0
2144;Totaal mannen en vrouwen;Totaal;Gehuwd;Azië (exclusief Indonesië en Turkije);2020;9839.0;4740.0;5099.0;172.0;665.0;-493.0
2145;Totaal mannen en vrouwen;Totaal;Gehuwd;Azië (exclusief Indonesië en Turkije);2021;14634.0;4556.0;10078.0;164.0;609.0;-445.0
2146;Totaal mannen en vrouwen;Totaal;Gehuwd;Azië (exclusief Indonesië en Turkije);2022;21824.0;4610.0;17214.0;153.0;557.0;-404.0
2147;Totaal mannen en vrouwen;Totaal;Gehuwd;Azië (exclusief Indonesië en Turkije);2023;22335.0;5174.0;17161.0;154.0;605.0;-451.0
2148;Totaal mannen en vrouwen;Totaal;Gehuwd;Antarctica;2020;0.0;0.0;0.0;0.0;0.0;0.0
2149;Totaal mannen en vrouwen;Totaal;Gehuwd;Antarctica;2021;0.0;0.0;0.0;0.0;0.0;0.0
2150;Totaal mannen en vrouwen;Totaal;Gehuwd;Antarctica;2022;0.0;0.0;0.0;0.0;0.0;0.0
2151;Totaal mannen en vrouwen;Totaal;Gehuwd;Antarctica;2023;0.0;0.0;0.0;0.0;0.0;0.0
2152;Totaal mannen en vrouwen;Totaal;Gehuwd;Afghanistan;2020;340.0;111.0;229.0;21.0;32.0;-11.0
2153;Totaal mannen en vrouwen;Totaal;Gehuwd;Afghanistan;2021;936.0;137.0;799.0;11.0;42.0;-31.0
2154;Totaal mannen en vrouwen;Totaal;Gehuwd;Afghanistan;2022;1269.0;173.0;1096.0;8.0;53.0;-45.0
2155;Totaal mannen en vrouwen;Totaal;Gehuwd;Afghanistan;2023;543.0;152.0;391.0;13.0;36.0;-23.0
2156;Totaal mannen en vrouwen;Totaal;Gehuwd;Albanië;2020;86.0;40.0;46.0;3.0;11.0;-8.0
2157;Totaal mannen en vrouwen;Totaal;Gehuwd;Albanië;2021;100.0;53.0;47.0;4.0;10.0;-6.0
2158;Totaal mannen en vrouwen;Totaal;Gehuwd;Albanië;2022;131.0;43.0;88.0;3.0;9.0;-6.0
2159;Totaal mannen en vrouwen;Totaal;Gehuwd;Albanië;2023;119.0;60.0;59.0;2.0;12.0;-10.0
2160;Totaal mannen en vrouwen;Totaal;Gehuwd;Algerije;2020;61.0;28.0;33.0;8.0;12.0;-4.0
2161;Totaal mannen en vrouwen;Totaal;Gehuwd;Algerije;2021;63.0;25.0;38.0;0.0;4.0;-4.0
2162;Totaal mannen en vrouwen;Totaal;Gehuwd;Algerije;2022;106.0;22.0;84.0;6.0;10.0;-4.0
2163;Totaal mannen en vrouwen;Totaal;Gehuwd;Algerije;2023;107.0;42.0;65.0;1.0;8.0;-7.0
2164;Totaal mannen en vrouwen;Totaal;Gehuwd;Amerikaans-Samoa;2020;0.0;0.0;0.0;0.0;0.0;0.0
2165;Totaal mannen en vrouwen;Totaal;Gehuwd;Amerikaans-Samoa;2021;0.0;1.0;-1.0;0.0;0.0;0.0
2166;Totaal mannen en vrouwen;Totaal;Gehuwd;Amerikaans-Samoa;2022;0.0;0.0;0.0;0.0;0.0;0.0
2167;Totaal mannen en vrouwen;Totaal;Gehuwd;Amerikaans-Samoa;2023;0.0;0.0;0.0;0.0;0.0;0.0
2168;Totaal mannen en vrouwen;Totaal;Gehuwd;Amerikaanse Maagdeneilanden;2020;0.0;0.0;0.0;0.0;0.0;0.0
2169;Totaal mannen en vrouwen;Totaal;Gehuwd;Amerikaanse Maagdeneilanden;2021;1.0;0.0;1.0;0.0;0.0;0.0
2170;Totaal mannen en vrouwen;Totaal;Gehuwd;Amerikaanse Maagdeneilanden;2022;1.0;0.0;1.0;0.0;0.0;0.0
2171;Totaal mannen en vrouwen;Totaal;Gehuwd;Amerikaanse Maagdeneilanden;2023;0.0;0.0;0.0;0.0;0.0;0.0
2172;Totaal mannen en vrouwen;Totaal;Gehuwd;Andorra;2020;0.0;0.0;0.0;0.0;0.0;0.0
2173;Totaal mannen en vrouwen;Totaal;Gehuwd;Andorra;2021;1.0;0.0;1.0;0.0;0.0;0.0
2174;Totaal mannen en vrouwen;Totaal;Gehuwd;Andorra;2022;0.0;0.0;0.0;0.0;0.0;0.0
2175;Totaal mannen en vrouwen;Totaal;Gehuwd;Andorra;2023;1.0;1.0;0.0;0.0;0.0;0.0
2176;Totaal mannen en vrouwen;Totaal;Gehuwd;Angola;2020;22.0;20.0;2.0;2.0;4.0;-2.0
2177;Totaal mannen en vrouwen;Totaal;Gehuwd;Angola;2021;18.0;11.0;7.0;5.0;4.0;1.0
2178;Totaal mannen en vrouwen;Totaal;Gehuwd;Angola;2022;17.0;14.0;3.0;2.0;2.0;0.0
2179;Totaal mannen en vrouwen;Totaal;Gehuwd;Angola;2023;43.0;25.0;18.0;0.0;1.0;-1.0
2180;Totaal mannen en vrouwen;Totaal;Gehuwd;Anguilla;2020;0.0;0.0;0.0;0.0;0.0;0.0
2181;Totaal mannen en vrouwen;Totaal;Gehuwd;Anguilla;2021;0.0;0.0;0.0;0.0;0.0;0.0
2182;Totaal mannen en vrouwen;Totaal;Gehuwd;Anguilla;2022;0.0;0.0;0.0;0.0;0.0;0.0
2183;Totaal mannen en vrouwen;Totaal;Gehuwd;Anguilla;2023;0.0;1.0;-1.0;0.0;0.0;0.0
2184;Totaal mannen en vrouwen;Totaal;Gehuwd;Antigua en Barbuda;2020;0.0;0.0;0.0;0.0;0.0;0.0
2185;Totaal mannen en vrouwen;Totaal;Gehuwd;Antigua en Barbuda;2021;0.0;0.0;0.0;0.0;0.0;0.0
2186;Totaal mannen en vrouwen;Totaal;Gehuwd;Antigua en Barbuda;2022;0.0;0.0;0.0;0.0;0.0;0.0
2187;Totaal mannen en vrouwen;Totaal;Gehuwd;Antigua en Barbuda;2023;0.0;0.0;0.0;0.0;0.0;0.0
2188;Totaal mannen en vrouwen;Totaal;Gehuwd;Argentinië;2020;115.0;63.0;52.0;0.0;3.0;-3.0
2189;Totaal mannen en vrouwen;Totaal;Gehuwd;Argentinië;2021;181.0;89.0;92.0;2.0;2.0;0.0
2190;Totaal mannen en vrouwen;Totaal;Gehuwd;Argentinië;2022;230.0;102.0;128.0;0.0;2.0;-2.0
2191;Totaal mannen en vrouwen;Totaal;Gehuwd;Argentinië;2023;164.0;108.0;56.0;0.0;3.0;-3.0
2192;Totaal mannen en vrouwen;Totaal;Gehuwd;Armenië;2020;62.0;24.0;38.0;7.0;11.0;-4.0
2193;Totaal mannen en vrouwen;Totaal;Gehuwd;Armenië;2021;70.0;33.0;37.0;4.0;14.0;-10.0
2194;Totaal mannen en vrouwen;Totaal;Gehuwd;Armenië;2022;209.0;58.0;151.0;6.0;11.0;-5.0
2195;Totaal mannen en vrouwen;Totaal;Gehuwd;Armenië;2023;130.0;46.0;84.0;1.0;13.0;-12.0
2196;Totaal mannen en vrouwen;Totaal;Gehuwd;Aruba;2020;101.0;63.0;38.0;1.0;4.0;-3.0
2197;Totaal mannen en vrouwen;Totaal;Gehuwd;Aruba;2021;115.0;62.0;53.0;4.0;3.0;1.0
2198;Totaal mannen en vrouwen;Totaal;Gehuwd;Aruba;2022;101.0;85.0;16.0;2.0;6.0;-4.0
2199;Totaal mannen en vrouwen;Totaal;Gehuwd;Aruba;2023;100.0;83.0;17.0;7.0;5.0;2.0
2200;Totaal mannen en vrouwen;Totaal;Gehuwd;Australië;2020;154.0;165.0;-11.0;1.0;7.0;-6.0
2201;Totaal mannen en vrouwen;Totaal;Gehuwd;Australië;2021;117.0;170.0;-53.0;0.0;3.0;-3.0
2202;Totaal mannen en vrouwen;Totaal;Gehuwd;Australië;2022;135.0;173.0;-38.0;1.0;7.0;-6.0
2203;Totaal mannen en vrouwen;Totaal;Gehuwd;Australië;2023;182.0;147.0;35.0;0.0;4.0;-4.0
2204;Totaal mannen en vrouwen;Totaal;Gehuwd;Azerbeidzjan;2020;60.0;41.0;19.0;1.0;8.0;-7.0
2205;Totaal mannen en vrouwen;Totaal;Gehuwd;Azerbeidzjan;2021;89.0;17.0;72.0;4.0;6.0;-2.0
2206;Totaal mannen en vrouwen;Totaal;Gehuwd;Azerbeidzjan;2022;237.0;47.0;190.0;3.0;6.0;-3.0
2207;Totaal mannen en vrouwen;Totaal;Gehuwd;Azerbeidzjan;2023;187.0;67.0;120.0;2.0;21.0;-19.0
2208;Totaal mannen en vrouwen;Totaal;Gehuwd;Bahama's;2020;5.0;1.0;4.0;0.0;0.0;0.0
2209;Totaal mannen en vrouwen;Totaal;Gehuwd;Bahama's;2021;1.0;1.0;0.0;0.0;0.0;0.0
2210;Totaal mannen en vrouwen;Totaal;Gehuwd;Bahama's;2022;0.0;1.0;-1.0;0.0;0.0;0.0
2211;Totaal mannen en vrouwen;Totaal;Gehuwd;Bahama's;2023;0.0;1.0;-1.0;0.0;0.0;0.0
2212;Totaal mannen en vrouwen;Totaal;Gehuwd;Bahrein;2020;3.0;2.0;1.0;0.0;2.0;-2.0
2213;Totaal mannen en vrouwen;Totaal;Gehuwd;Bahrein;2021;4.0;0.0;4.0;0.0;0.0;0.0
2214;Totaal mannen en vrouwen;Totaal;Gehuwd;Bahrein;2022;5.0;1.0;4.0;0.0;0.0;0.0
2215;Totaal mannen en vrouwen;Totaal;Gehuwd;Bahrein;2023;3.0;5.0;-2.0;0.0;0.0;0.0
2216;Totaal mannen en vrouwen;Totaal;Gehuwd;Bangladesh;2020;72.0;31.0;41.0;4.0;3.0;1.0
2217;Totaal mannen en vrouwen;Totaal;Gehuwd;Bangladesh;2021;143.0;37.0;106.0;3.0;7.0;-4.0
2218;Totaal mannen en vrouwen;Totaal;Gehuwd;Bangladesh;2022;203.0;69.0;134.0;0.0;16.0;-16.0
2219;Totaal mannen en vrouwen;Totaal;Gehuwd;Bangladesh;2023;211.0;144.0;67.0;3.0;26.0;-23.0
2220;Totaal mannen en vrouwen;Totaal;Gehuwd;Barbados;2020;0.0;-1.0;1.0;1.0;0.0;1.0
2221;Totaal mannen en vrouwen;Totaal;Gehuwd;Barbados;2021;0.0;2.0;-2.0;0.0;1.0;-1.0
2222;Totaal mannen en vrouwen;Totaal;Gehuwd;Barbados;2022;1.0;0.0;1.0;0.0;0.0;0.0
2223;Totaal mannen en vrouwen;Totaal;Gehuwd;Barbados;2023;1.0;0.0;1.0;0.0;0.0;0.0
2224;Totaal mannen en vrouwen;Totaal;Gehuwd;België;2020;423.0;301.0;122.0;11.0;18.0;-7.0
2225;Totaal mannen en vrouwen;Totaal;Gehuwd;België;2021;397.0;320.0;77.0;7.0;7.0;0.0
2226;Totaal mannen en vrouwen;Totaal;Gehuwd;België;2022;413.0;361.0;52.0;3.0;14.0;-11.0
2227;Totaal mannen en vrouwen;Totaal;Gehuwd;België;2023;307.0;360.0;-53.0;6.0;12.0;-6.0
2228;Totaal mannen en vrouwen;Totaal;Gehuwd;Belize;2020;2.0;2.0;0.0;0.0;0.0;0.0
2229;Totaal mannen en vrouwen;Totaal;Gehuwd;Belize;2021;0.0;1.0;-1.0;0.0;0.0;0.0
2230;Totaal mannen en vrouwen;Totaal;Gehuwd;Belize;2022;2.0;1.0;1.0;0.0;0.0;0.0
2231;Totaal mannen en vrouwen;Totaal;Gehuwd;Belize;2023;0.0;1.0;-1.0;0.0;0.0;0.0
2232;Totaal mannen en vrouwen;Totaal;Gehuwd;Benin;2020;2.0;2.0;0.0;0.0;0.0;0.0
2233;Totaal mannen en vrouwen;Totaal;Gehuwd;Benin;2021;5.0;3.0;2.0;0.0;1.0;-1.0
2234;Totaal mannen en vrouwen;Totaal;Gehuwd;Benin;2022;1.0;3.0;-2.0;0.0;0.0;0.0
2235;Totaal mannen en vrouwen;Totaal;Gehuwd;Benin;2023;2.0;0.0;2.0;0.0;0.0;0.0
2236;Totaal mannen en vrouwen;Totaal;Gehuwd;Bermuda;2020;0.0;0.0;0.0;0.0;0.0;0.0
2237;Totaal mannen en vrouwen;Totaal;Gehuwd;Bermuda;2021;1.0;1.0;0.0;0.0;0.0;0.0
2238;Totaal mannen en vrouwen;Totaal;Gehuwd;Bermuda;2022;0.0;0.0;0.0;0.0;0.0;0.0
2239;Totaal mannen en vrouwen;Totaal;Gehuwd;Bermuda;2023;0.0;0.0;0.0;0.0;0.0;0.0
2240;Totaal mannen en vrouwen;Totaal;Gehuwd;Bhutan;2020;0.0;6.0;-6.0;0.0;1.0;-1.0
2241;Totaal mannen en vrouwen;Totaal;Gehuwd;Bhutan;2021;0.0;1.0;-1.0;0.0;0.0;0.0
2242;Totaal mannen en vrouwen;Totaal;Gehuwd;Bhutan;2022;1.0;3.0;-2.0;0.0;0.0;0.0
2243;Totaal mannen en vrouwen;Totaal;Gehuwd;Bhutan;2023;5.0;3.0;2.0;0.0;0.0;0.0
2244;Totaal mannen en vrouwen;Totaal;Gehuwd;Bolivia;2020;16.0;8.0;8.0;1.0;1.0;0.0
2245;Totaal mannen en vrouwen;Totaal;Gehuwd;Bolivia;2021;15.0;10.0;5.0;0.0;0.0;0.0
2246;Totaal mannen en vrouwen;Totaal;Gehuwd;Bolivia;2022;14.0;11.0;3.0;0.0;1.0;-1.0
2247;Totaal mannen en vrouwen;Totaal;Gehuwd;Bolivia;2023;13.0;5.0;8.0;0.0;0.0;0.0
2248;Totaal mannen en vrouwen;Totaal;Gehuwd;Bosnië-Herzegovina;2020;118.0;95.0;23.0;9.0;14.0;-5.0
