ID;Geslacht;Leeftijd;Perioden;BevolkingOp1Januari_1
1182;Totaal mannen en vrouwen;23 jaar;2053;238239
1183;Totaal mannen en vrouwen;23 jaar;2054;240819
1184;Totaal mannen en vrouwen;23 jaar;2055;242887
1185;Totaal mannen en vrouwen;23 jaar;2056;244295
1186;Totaal mannen en vrouwen;23 jaar;2057;245446
1187;Totaal mannen en vrouwen;23 jaar;2058;246216
1188;Totaal mannen en vrouwen;23 jaar;2059;246329
1189;Totaal mannen en vrouwen;23 jaar;2060;245731
1190;Totaal mannen en vrouwen;23 jaar;2061;244629
1191;Totaal mannen en vrouwen;23 jaar;2062;243348
1192;Totaal mannen en vrouwen;23 jaar;2063;242030
1193;Totaal mannen en vrouwen;23 jaar;2064;240639
1194;Totaal mannen en vrouwen;23 jaar;2065;239165
1195;Totaal mannen en vrouwen;23 jaar;2066;237760
1196;Totaal mannen en vrouwen;23 jaar;2067;236540
1197;Totaal mannen en vrouwen;23 jaar;2068;235480
1198;Totaal mannen en vrouwen;23 jaar;2069;234582
1199;Totaal mannen en vrouwen;23 jaar;2070;233856
1200;Totaal mannen en vrouwen;24 jaar;2023;232792
1201;Totaal mannen en vrouwen;24 jaar;2024;240285
1202;Totaal mannen en vrouwen;24 jaar;2025;250413
1203;Totaal mannen en vrouwen;24 jaar;2026;244470
1204;Totaal mannen en vrouwen;24 jaar;2027;245041
1205;Totaal mannen en vrouwen;24 jaar;2028;254947
1206;Totaal mannen en vrouwen;24 jaar;2029;237959
1207;Totaal mannen en vrouwen;24 jaar;2030;227218
1208;Totaal mannen en vrouwen;24 jaar;2031;225515
1209;Totaal mannen en vrouwen;24 jaar;2032;221859
1210;Totaal mannen en vrouwen;24 jaar;2033;225544
1211;Totaal mannen en vrouwen;24 jaar;2034;225828
1212;Totaal mannen en vrouwen;24 jaar;2035;225191
1213;Totaal mannen en vrouwen;24 jaar;2036;220881
1214;Totaal mannen en vrouwen;24 jaar;2037;217804
1215;Totaal mannen en vrouwen;24 jaar;2038;213718
1216;Totaal mannen en vrouwen;24 jaar;2039;217430
1217;Totaal mannen en vrouwen;24 jaar;2040;213624
1218;Totaal mannen en vrouwen;24 jaar;2041;214910
1219;Totaal mannen en vrouwen;24 jaar;2042;212508
1220;Totaal mannen en vrouwen;24 jaar;2043;210988
1221;Totaal mannen en vrouwen;24 jaar;2044;211673
1222;Totaal mannen en vrouwen;24 jaar;2045;210766
1223;Totaal mannen en vrouwen;24 jaar;2046;216759
1224;Totaal mannen en vrouwen;24 jaar;2047;209018
1225;Totaal mannen en vrouwen;24 jaar;2048;215087
1226;Totaal mannen en vrouwen;24 jaar;2049;222330
1227;Totaal mannen en vrouwen;24 jaar;2050;227661
1228;Totaal mannen en vrouwen;24 jaar;2051;231018
1229;Totaal mannen en vrouwen;24 jaar;2052;234233
1230;Totaal mannen en vrouwen;24 jaar;2053;237100
1231;Totaal mannen en vrouwen;24 jaar;2054;240280
1232;Totaal mannen en vrouwen;24 jaar;2055;242846
1233;Totaal mannen en vrouwen;24 jaar;2056;244914
1234;Totaal mannen en vrouwen;24 jaar;2057;246289
1235;Totaal mannen en vrouwen;24 jaar;2058;247416
1236;Totaal mannen en vrouwen;24 jaar;2059;248177
1237;Totaal mannen en vrouwen;24 jaar;2060;248300
1238;Totaal mannen en vrouwen;24 jaar;2061;247730
1239;Totaal mannen en vrouwen;24 jaar;2062;246663
1240;Totaal mannen en vrouwen;24 jaar;2063;245414
1241;Totaal mannen en vrouwen;24 jaar;2064;244134
1242;Totaal mannen en vrouwen;24 jaar;2065;242775
1243;Totaal mannen en vrouwen;24 jaar;2066;241339
1244;Totaal mannen en vrouwen;24 jaar;2067;239970
1245;Totaal mannen en vrouwen;24 jaar;2068;238778
1246;Totaal mannen en vrouwen;24 jaar;2069;237745
1247;Totaal mannen en vrouwen;24 jaar;2070;236872
1248;Totaal mannen en vrouwen;25 jaar;2023;226814
1249;Totaal mannen en vrouwen;25 jaar;2024;236451
1250;Totaal mannen en vrouwen;25 jaar;2025;244522
1251;Totaal mannen en vrouwen;25 jaar;2026;253628
1252;Totaal mannen en vrouwen;25 jaar;2027;246303
1253;Totaal mannen en vrouwen;25 jaar;2028;246757
1254;Totaal mannen en vrouwen;25 jaar;2029;257289
1255;Totaal mannen en vrouwen;25 jaar;2030;239990
1256;Totaal mannen en vrouwen;25 jaar;2031;229019
1257;Totaal mannen en vrouwen;25 jaar;2032;227309
1258;Totaal mannen en vrouwen;25 jaar;2033;223665
1259;Totaal mannen en vrouwen;25 jaar;2034;227341
1260;Totaal mannen en vrouwen;25 jaar;2035;227630
1261;Totaal mannen en vrouwen;25 jaar;2036;227040
1262;Totaal mannen en vrouwen;25 jaar;2037;222786
1263;Totaal mannen en vrouwen;25 jaar;2038;219721
1264;Totaal mannen en vrouwen;25 jaar;2039;215677
1265;Totaal mannen en vrouwen;25 jaar;2040;219378
1266;Totaal mannen en vrouwen;25 jaar;2041;215625
1267;Totaal mannen en vrouwen;25 jaar;2042;216935
1268;Totaal mannen en vrouwen;25 jaar;2043;214575
1269;Totaal mannen en vrouwen;25 jaar;2044;213082
1270;Totaal mannen en vrouwen;25 jaar;2045;213762
1271;Totaal mannen en vrouwen;25 jaar;2046;212868
1272;Totaal mannen en vrouwen;25 jaar;2047;218375
1273;Totaal mannen en vrouwen;25 jaar;2048;211096
1274;Totaal mannen en vrouwen;25 jaar;2049;217216
1275;Totaal mannen en vrouwen;25 jaar;2050;224439
1276;Totaal mannen en vrouwen;25 jaar;2051;229729
1277;Totaal mannen en vrouwen;25 jaar;2052;233072
1278;Totaal mannen en vrouwen;25 jaar;2053;236334
1279;Totaal mannen en vrouwen;25 jaar;2054;239240
1280;Totaal mannen en vrouwen;25 jaar;2055;242419
1281;Totaal mannen en vrouwen;25 jaar;2056;244972
1282;Totaal mannen en vrouwen;25 jaar;2057;247035
1283;Totaal mannen en vrouwen;25 jaar;2058;248377
1284;Totaal mannen en vrouwen;25 jaar;2059;249480
1285;Totaal mannen en vrouwen;25 jaar;2060;250230
1286;Totaal mannen en vrouwen;25 jaar;2061;250359
1287;Totaal mannen en vrouwen;25 jaar;2062;249813
1288;Totaal mannen en vrouwen;25 jaar;2063;248774
1289;Totaal mannen en vrouwen;25 jaar;2064;247557
1290;Totaal mannen en vrouwen;25 jaar;2065;246304
1291;Totaal mannen en vrouwen;25 jaar;2066;244974
1292;Totaal mannen en vrouwen;25 jaar;2067;243571
1293;Totaal mannen en vrouwen;25 jaar;2068;242232
1294;Totaal mannen en vrouwen;25 jaar;2069;241070
1295;Totaal mannen en vrouwen;25 jaar;2070;240062
1296;Totaal mannen en vrouwen;26 jaar;2023;226369
1297;Totaal mannen en vrouwen;26 jaar;2024;231263
1298;Totaal mannen en vrouwen;26 jaar;2025;239250
1299;Totaal mannen en vrouwen;26 jaar;2026;247688
1300;Totaal mannen en vrouwen;26 jaar;2027;255883
1301;Totaal mannen en vrouwen;26 jaar;2028;248389
1302;Totaal mannen en vrouwen;26 jaar;2029;248810
1303;Totaal mannen en vrouwen;26 jaar;2030;259901
1304;Totaal mannen en vrouwen;26 jaar;2031;242324
1305;Totaal mannen en vrouwen;26 jaar;2032;231182
1306;Totaal mannen en vrouwen;26 jaar;2033;229458
1307;Totaal mannen en vrouwen;26 jaar;2034;225825
1308;Totaal mannen en vrouwen;26 jaar;2035;229490
1309;Totaal mannen en vrouwen;26 jaar;2036;229814
1310;Totaal mannen en vrouwen;26 jaar;2037;229254
1311;Totaal mannen en vrouwen;26 jaar;2038;225043
1312;Totaal mannen en vrouwen;26 jaar;2039;221991
1313;Totaal mannen en vrouwen;26 jaar;2040;217980
1314;Totaal mannen en vrouwen;26 jaar;2041;221676
1315;Totaal mannen en vrouwen;26 jaar;2042;217966
1316;Totaal mannen en vrouwen;26 jaar;2043;219307
1317;Totaal mannen en vrouwen;26 jaar;2044;216978
1318;Totaal mannen en vrouwen;26 jaar;2045;215504
1319;Totaal mannen en vrouwen;26 jaar;2046;216177
1320;Totaal mannen en vrouwen;26 jaar;2047;215288
1321;Totaal mannen en vrouwen;26 jaar;2048;220381
1322;Totaal mannen en vrouwen;26 jaar;2049;213494
1323;Totaal mannen en vrouwen;26 jaar;2050;219654
1324;Totaal mannen en vrouwen;26 jaar;2051;226861
1325;Totaal mannen en vrouwen;26 jaar;2052;232110
1326;Totaal mannen en vrouwen;26 jaar;2053;235443
1327;Totaal mannen en vrouwen;26 jaar;2054;238745
1328;Totaal mannen en vrouwen;26 jaar;2055;241684
1329;Totaal mannen en vrouwen;26 jaar;2056;244861
1330;Totaal mannen en vrouwen;26 jaar;2057;247401
1331;Totaal mannen en vrouwen;26 jaar;2058;249459
1332;Totaal mannen en vrouwen;26 jaar;2059;250772
1333;Totaal mannen en vrouwen;26 jaar;2060;251849
1334;Totaal mannen en vrouwen;26 jaar;2061;252588
1335;Totaal mannen en vrouwen;26 jaar;2062;252716
1336;Totaal mannen en vrouwen;26 jaar;2063;252186
1337;Totaal mannen en vrouwen;26 jaar;2064;251174
1338;Totaal mannen en vrouwen;26 jaar;2065;249982
1339;Totaal mannen en vrouwen;26 jaar;2066;248754
1340;Totaal mannen en vrouwen;26 jaar;2067;247448
1341;Totaal mannen en vrouwen;26 jaar;2068;246074
1342;Totaal mannen en vrouwen;26 jaar;2069;244762
1343;Totaal mannen en vrouwen;26 jaar;2070;243624
1344;Totaal mannen en vrouwen;27 jaar;2023;227795
1345;Totaal mannen en vrouwen;27 jaar;2024;228991
1346;Totaal mannen en vrouwen;27 jaar;2025;234506
1347;Totaal mannen en vrouwen;27 jaar;2026;241818
1348;Totaal mannen en vrouwen;27 jaar;2027;250077
1349;Totaal mannen en vrouwen;27 jaar;2028;258259
1350;Totaal mannen en vrouwen;27 jaar;2029;250666
1351;Totaal mannen en vrouwen;27 jaar;2030;251025
1352;Totaal mannen en vrouwen;27 jaar;2031;262587
1353;Totaal mannen en vrouwen;27 jaar;2032;244797
1354;Totaal mannen en vrouwen;27 jaar;2033;233503
1355;Totaal mannen en vrouwen;27 jaar;2034;231766
1356;Totaal mannen en vrouwen;27 jaar;2035;228150
1357;Totaal mannen en vrouwen;27 jaar;2036;231831
1358;Totaal mannen en vrouwen;27 jaar;2037;232174
1359;Totaal mannen en vrouwen;27 jaar;2038;231636
1360;Totaal mannen en vrouwen;27 jaar;2039;227458
1361;Totaal mannen en vrouwen;27 jaar;2040;224422
1362;Totaal mannen en vrouwen;27 jaar;2041;220439
1363;Totaal mannen en vrouwen;27 jaar;2042;224131
1364;Totaal mannen en vrouwen;27 jaar;2043;220469
1365;Totaal mannen en vrouwen;27 jaar;2044;221834
1366;Totaal mannen en vrouwen;27 jaar;2045;219529
1367;Totaal mannen en vrouwen;27 jaar;2046;218067
1368;Totaal mannen en vrouwen;27 jaar;2047;218731
1369;Totaal mannen en vrouwen;27 jaar;2048;217850
1370;Totaal mannen en vrouwen;27 jaar;2049;222583
1371;Totaal mannen en vrouwen;27 jaar;2050;216034
1372;Totaal mannen en vrouwen;27 jaar;2051;222230
1373;Totaal mannen en vrouwen;27 jaar;2052;229418
1374;Totaal mannen en vrouwen;27 jaar;2053;234631
1375;Totaal mannen en vrouwen;27 jaar;2054;237958
1376;Totaal mannen en vrouwen;27 jaar;2055;241299
1377;Totaal mannen en vrouwen;27 jaar;2056;244266
1378;Totaal mannen en vrouwen;27 jaar;2057;247438
1379;Totaal mannen en vrouwen;27 jaar;2058;249967
1380;Totaal mannen en vrouwen;27 jaar;2059;252021
1381;Totaal mannen en vrouwen;27 jaar;2060;253305
1382;Totaal mannen en vrouwen;27 jaar;2061;254363
1383;Totaal mannen en vrouwen;27 jaar;2062;255085
1384;Totaal mannen en vrouwen;27 jaar;2063;255216
1385;Totaal mannen en vrouwen;27 jaar;2064;254697
1386;Totaal mannen en vrouwen;27 jaar;2065;253708
1387;Totaal mannen en vrouwen;27 jaar;2066;252541
1388;Totaal mannen en vrouwen;27 jaar;2067;251330
1389;Totaal mannen en vrouwen;27 jaar;2068;250047
1390;Totaal mannen en vrouwen;27 jaar;2069;248697
1391;Totaal mannen en vrouwen;27 jaar;2070;247408
1392;Totaal mannen en vrouwen;28 jaar;2023;235030
1393;Totaal mannen en vrouwen;28 jaar;2024;231655
1394;Totaal mannen en vrouwen;28 jaar;2025;231380
1395;Totaal mannen en vrouwen;28 jaar;2026;237240
1396;Totaal mannen en vrouwen;28 jaar;2027;244011
1397;Totaal mannen en vrouwen;28 jaar;2028;252380
1398;Totaal mannen en vrouwen;28 jaar;2029;260636
1399;Totaal mannen en vrouwen;28 jaar;2030;252895
1400;Totaal mannen en vrouwen;28 jaar;2031;253189
1401;Totaal mannen en vrouwen;28 jaar;2032;265191
1402;Totaal mannen en vrouwen;28 jaar;2033;247213
1403;Totaal mannen en vrouwen;28 jaar;2034;235792
1404;Totaal mannen en vrouwen;28 jaar;2035;234049
1405;Totaal mannen en vrouwen;28 jaar;2036;230472
1406;Totaal mannen en vrouwen;28 jaar;2037;234158
1407;Totaal mannen en vrouwen;28 jaar;2038;234518
1408;Totaal mannen en vrouwen;28 jaar;2039;233995
1409;Totaal mannen en vrouwen;28 jaar;2040;229846
1410;Totaal mannen en vrouwen;28 jaar;2041;226819
1411;Totaal mannen en vrouwen;28 jaar;2042;222871
1412;Totaal mannen en vrouwen;28 jaar;2043;226563
1413;Totaal mannen en vrouwen;28 jaar;2044;222940
1414;Totaal mannen en vrouwen;28 jaar;2045;224325
1415;Totaal mannen en vrouwen;28 jaar;2046;222038
1416;Totaal mannen en vrouwen;28 jaar;2047;220586
1417;Totaal mannen en vrouwen;28 jaar;2048;221240
1418;Totaal mannen en vrouwen;28 jaar;2049;220365
1419;Totaal mannen en vrouwen;28 jaar;2050;224790
1420;Totaal mannen en vrouwen;28 jaar;2051;218536
1421;Totaal mannen en vrouwen;28 jaar;2052;224764
1422;Totaal mannen en vrouwen;28 jaar;2053;231933
1423;Totaal mannen en vrouwen;28 jaar;2054;237116
1424;Totaal mannen en vrouwen;28 jaar;2055;240435
1425;Totaal mannen en vrouwen;28 jaar;2056;243813
1426;Totaal mannen en vrouwen;28 jaar;2057;246803
1427;Totaal mannen en vrouwen;28 jaar;2058;249977
1428;Totaal mannen en vrouwen;28 jaar;2059;252494
1429;Totaal mannen en vrouwen;28 jaar;2060;254538
1430;Totaal mannen en vrouwen;28 jaar;2061;255798
1431;Totaal mannen en vrouwen;28 jaar;2062;256837
1432;Totaal mannen en vrouwen;28 jaar;2063;257545
1433;Totaal mannen en vrouwen;28 jaar;2064;257677
1434;Totaal mannen en vrouwen;28 jaar;2065;257168
1435;Totaal mannen en vrouwen;28 jaar;2066;256196
1436;Totaal mannen en vrouwen;28 jaar;2067;255048
1437;Totaal mannen en vrouwen;28 jaar;2068;253857
1438;Totaal mannen en vrouwen;28 jaar;2069;252590
1439;Totaal mannen en vrouwen;28 jaar;2070;251261
1440;Totaal mannen en vrouwen;29 jaar;2023;235693
1441;Totaal mannen en vrouwen;29 jaar;2024;239459
1442;Totaal mannen en vrouwen;29 jaar;2025;234599
1443;Totaal mannen en vrouwen;29 jaar;2026;233630
1444;Totaal mannen en vrouwen;29 jaar;2027;239433
1445;Totaal mannen en vrouwen;29 jaar;2028;246059
1446;Totaal mannen en vrouwen;29 jaar;2029;254626
1447;Totaal mannen en vrouwen;29 jaar;2030;262883
1448;Totaal mannen en vrouwen;29 jaar;2031;255009
1449;Totaal mannen en vrouwen;29 jaar;2032;255268
1450;Totaal mannen en vrouwen;29 jaar;2033;267651
1451;Totaal mannen en vrouwen;29 jaar;2034;249509
1452;Totaal mannen en vrouwen;29 jaar;2035;237982
1453;Totaal mannen en vrouwen;29 jaar;2036;236255
1454;Totaal mannen en vrouwen;29 jaar;2037;232711
1455;Totaal mannen en vrouwen;29 jaar;2038;236393
1456;Totaal mannen en vrouwen;29 jaar;2039;236765
1457;Totaal mannen en vrouwen;29 jaar;2040;236257
1458;Totaal mannen en vrouwen;29 jaar;2041;232132
1459;Totaal mannen en vrouwen;29 jaar;2042;229119
1460;Totaal mannen en vrouwen;29 jaar;2043;225208
1461;Totaal mannen en vrouwen;29 jaar;2044;228898
1462;Totaal mannen en vrouwen;29 jaar;2045;225308
1463;Totaal mannen en vrouwen;29 jaar;2046;226708
1464;Totaal mannen en vrouwen;29 jaar;2047;224437
1465;Totaal mannen en vrouwen;29 jaar;2048;222993
1466;Totaal mannen en vrouwen;29 jaar;2049;223636
1467;Totaal mannen en vrouwen;29 jaar;2050;222770
1468;Totaal mannen en vrouwen;29 jaar;2051;226920
1469;Totaal mannen en vrouwen;29 jaar;2052;220928
1470;Totaal mannen en vrouwen;29 jaar;2053;227185
1471;Totaal mannen en vrouwen;29 jaar;2054;234337
1472;Totaal mannen en vrouwen;29 jaar;2055;239497
1473;Totaal mannen en vrouwen;29 jaar;2056;242813
1474;Totaal mannen en vrouwen;29 jaar;2057;246220
1475;Totaal mannen en vrouwen;29 jaar;2058;249235
1476;Totaal mannen en vrouwen;29 jaar;2059;252403
1477;Totaal mannen en vrouwen;29 jaar;2060;254912
1478;Totaal mannen en vrouwen;29 jaar;2061;256948
1479;Totaal mannen en vrouwen;29 jaar;2062;258182
1480;Totaal mannen en vrouwen;29 jaar;2063;259205
1481;Totaal mannen en vrouwen;29 jaar;2064;259900
1482;Totaal mannen en vrouwen;29 jaar;2065;260033
1483;Totaal mannen en vrouwen;29 jaar;2066;259531
1484;Totaal mannen en vrouwen;29 jaar;2067;258572
1485;Totaal mannen en vrouwen;29 jaar;2068;257442
1486;Totaal mannen en vrouwen;29 jaar;2069;256267
1487;Totaal mannen en vrouwen;29 jaar;2070;255017
1488;Totaal mannen en vrouwen;30 jaar;2023;237911
1489;Totaal mannen en vrouwen;30 jaar;2024;240364
1490;Totaal mannen en vrouwen;30 jaar;2025;242516
1491;Totaal mannen en vrouwen;30 jaar;2026;236974
1492;Totaal mannen en vrouwen;30 jaar;2027;235530
1493;Totaal mannen en vrouwen;30 jaar;2028;241370
1494;Totaal mannen en vrouwen;30 jaar;2029;247936
1495;Totaal mannen en vrouwen;30 jaar;2030;256631
1496;Totaal mannen en vrouwen;30 jaar;2031;264918
1497;Totaal mannen en vrouwen;30 jaar;2032;256936
1498;Totaal mannen en vrouwen;30 jaar;2033;257153
1499;Totaal mannen en vrouwen;30 jaar;2034;269876
1500;Totaal mannen en vrouwen;30 jaar;2035;251592
1501;Totaal mannen en vrouwen;30 jaar;2036;239989
1502;Totaal mannen en vrouwen;30 jaar;2037;238268
1503;Totaal mannen en vrouwen;30 jaar;2038;234750
1504;Totaal mannen en vrouwen;30 jaar;2039;238430
1505;Totaal mannen en vrouwen;30 jaar;2040;238811
1506;Totaal mannen en vrouwen;30 jaar;2041;238314
1507;Totaal mannen en vrouwen;30 jaar;2042;234213
1508;Totaal mannen en vrouwen;30 jaar;2043;231212
1509;Totaal mannen en vrouwen;30 jaar;2044;227337
1510;Totaal mannen en vrouwen;30 jaar;2045;231016
1511;Totaal mannen en vrouwen;30 jaar;2046;227456
1512;Totaal mannen en vrouwen;30 jaar;2047;228869
1513;Totaal mannen en vrouwen;30 jaar;2048;226609
1514;Totaal mannen en vrouwen;30 jaar;2049;225176
1515;Totaal mannen en vrouwen;30 jaar;2050;225812
1516;Totaal mannen en vrouwen;30 jaar;2051;224953
1517;Totaal mannen en vrouwen;30 jaar;2052;228859
1518;Totaal mannen en vrouwen;30 jaar;2053;223102
1519;Totaal mannen en vrouwen;30 jaar;2054;229387
1520;Totaal mannen en vrouwen;30 jaar;2055;236528
1521;Totaal mannen en vrouwen;30 jaar;2056;241668
1522;Totaal mannen en vrouwen;30 jaar;2057;244981
1523;Totaal mannen en vrouwen;30 jaar;2058;248415
1524;Totaal mannen en vrouwen;30 jaar;2059;251450
1525;Totaal mannen en vrouwen;30 jaar;2060;254614
1526;Totaal mannen en vrouwen;30 jaar;2061;257112
1527;Totaal mannen en vrouwen;30 jaar;2062;259143
1528;Totaal mannen en vrouwen;30 jaar;2063;260356
1529;Totaal mannen en vrouwen;30 jaar;2064;261363
1530;Totaal mannen en vrouwen;30 jaar;2065;262047
1531;Totaal mannen en vrouwen;30 jaar;2066;262178
1532;Totaal mannen en vrouwen;30 jaar;2067;261682
1533;Totaal mannen en vrouwen;30 jaar;2068;260735
1534;Totaal mannen en vrouwen;30 jaar;2069;259621
1535;Totaal mannen en vrouwen;30 jaar;2070;258464
1536;Totaal mannen en vrouwen;31 jaar;2023;239992
1537;Totaal mannen en vrouwen;31 jaar;2024;242202
1538;Totaal mannen en vrouwen;31 jaar;2025;243217
1539;Totaal mannen en vrouwen;31 jaar;2026;244666
1540;Totaal mannen en vrouwen;31 jaar;2027;238669
1541;Totaal mannen en vrouwen;31 jaar;2028;237045
1542;Totaal mannen en vrouwen;31 jaar;2029;243004
1543;Totaal mannen en vrouwen;31 jaar;2030;249478
1544;Totaal mannen en vrouwen;31 jaar;2031;258317
1545;Totaal mannen en vrouwen;31 jaar;2032;266651
1546;Totaal mannen en vrouwen;31 jaar;2033;258558
1547;Totaal mannen en vrouwen;31 jaar;2034;258738
1548;Totaal mannen en vrouwen;31 jaar;2035;271756
1549;Totaal mannen en vrouwen;31 jaar;2036;253370
1550;Totaal mannen en vrouwen;31 jaar;2037;241692
1551;Totaal mannen en vrouwen;31 jaar;2038;239972
1552;Totaal mannen en vrouwen;31 jaar;2039;236467
1553;Totaal mannen en vrouwen;31 jaar;2040;240149
1554;Totaal mannen en vrouwen;31 jaar;2041;240537
1555;Totaal mannen en vrouwen;31 jaar;2042;240051
1556;Totaal mannen en vrouwen;31 jaar;2043;235978
1557;Totaal mannen en vrouwen;31 jaar;2044;232986
1558;Totaal mannen en vrouwen;31 jaar;2045;229132
1559;Totaal mannen en vrouwen;31 jaar;2046;232809
1560;Totaal mannen en vrouwen;31 jaar;2047;229268
1561;Totaal mannen en vrouwen;31 jaar;2048;230693
1562;Totaal mannen en vrouwen;31 jaar;2049;228448
1563;Totaal mannen en vrouwen;31 jaar;2050;227026
1564;Totaal mannen en vrouwen;31 jaar;2051;227655
1565;Totaal mannen en vrouwen;31 jaar;2052;226800
1566;Totaal mannen en vrouwen;31 jaar;2053;230483
1567;Totaal mannen en vrouwen;31 jaar;2054;224942
1568;Totaal mannen en vrouwen;31 jaar;2055;231254
1569;Totaal mannen en vrouwen;31 jaar;2056;238386
1570;Totaal mannen en vrouwen;31 jaar;2057;243514
1571;Totaal mannen en vrouwen;31 jaar;2058;246824
1572;Totaal mannen en vrouwen;31 jaar;2059;250281
1573;Totaal mannen en vrouwen;31 jaar;2060;253336
1574;Totaal mannen en vrouwen;31 jaar;2061;256495
1575;Totaal mannen en vrouwen;31 jaar;2062;258980
1576;Totaal mannen en vrouwen;31 jaar;2063;261005
1577;Totaal mannen en vrouwen;31 jaar;2064;262195
1578;Totaal mannen en vrouwen;31 jaar;2065;263185
1579;Totaal mannen en vrouwen;31 jaar;2066;263863
1580;Totaal mannen en vrouwen;31 jaar;2067;263991
1581;Totaal mannen en vrouwen;31 jaar;2068;263502
1582;Totaal mannen en vrouwen;31 jaar;2069;262569
1583;Totaal mannen en vrouwen;31 jaar;2070;261468
1584;Totaal mannen en vrouwen;32 jaar;2023;240522
1585;Totaal mannen en vrouwen;32 jaar;2024;243295
1586;Totaal mannen en vrouwen;32 jaar;2025;244847
1587;Totaal mannen en vrouwen;32 jaar;2026;245257
1588;Totaal mannen en vrouwen;32 jaar;2027;246167
1589;Totaal mannen en vrouwen;32 jaar;2028;240087
1590;Totaal mannen en vrouwen;32 jaar;2029;238359
1591;Totaal mannen en vrouwen;32 jaar;2030;244400
1592;Totaal mannen en vrouwen;32 jaar;2031;250792
1593;Totaal mannen en vrouwen;32 jaar;2032;259783
1594;Totaal mannen en vrouwen;32 jaar;2033;268152
1595;Totaal mannen en vrouwen;32 jaar;2034;259961
1596;Totaal mannen en vrouwen;32 jaar;2035;260104
1597;Totaal mannen en vrouwen;32 jaar;2036;273402
1598;Totaal mannen en vrouwen;32 jaar;2037;254919
1599;Totaal mannen en vrouwen;32 jaar;2038;243164
1600;Totaal mannen en vrouwen;32 jaar;2039;241448
1601;Totaal mannen en vrouwen;32 jaar;2040;237955
1602;Totaal mannen en vrouwen;32 jaar;2041;241636
1603;Totaal mannen en vrouwen;32 jaar;2042;242028
1604;Totaal mannen en vrouwen;32 jaar;2043;241560
1605;Totaal mannen en vrouwen;32 jaar;2044;237505
1606;Totaal mannen en vrouwen;32 jaar;2045;234518
1607;Totaal mannen en vrouwen;32 jaar;2046;230682
1608;Totaal mannen en vrouwen;32 jaar;2047;234349
1609;Totaal mannen en vrouwen;32 jaar;2048;230830
1610;Totaal mannen en vrouwen;32 jaar;2049;232268
1611;Totaal mannen en vrouwen;32 jaar;2050;230037
1612;Totaal mannen en vrouwen;32 jaar;2051;228624
1613;Totaal mannen en vrouwen;32 jaar;2052;229242
1614;Totaal mannen en vrouwen;32 jaar;2053;228392
1615;Totaal mannen en vrouwen;32 jaar;2054;231879
1616;Totaal mannen en vrouwen;32 jaar;2055;226535
1617;Totaal mannen en vrouwen;32 jaar;2056;232875
1618;Totaal mannen en vrouwen;32 jaar;2057;239997
1619;Totaal mannen en vrouwen;32 jaar;2058;245108
1620;Totaal mannen en vrouwen;32 jaar;2059;248416
1621;Totaal mannen en vrouwen;32 jaar;2060;251893
1622;Totaal mannen en vrouwen;32 jaar;2061;254966
1623;Totaal mannen en vrouwen;32 jaar;2062;258122
1624;Totaal mannen en vrouwen;32 jaar;2063;260592
1625;Totaal mannen en vrouwen;32 jaar;2064;262611
1626;Totaal mannen en vrouwen;32 jaar;2065;263782
1627;Totaal mannen en vrouwen;32 jaar;2066;264754
1628;Totaal mannen en vrouwen;32 jaar;2067;265422
1629;Totaal mannen en vrouwen;32 jaar;2068;265553
1630;Totaal mannen en vrouwen;32 jaar;2069;265068
1631;Totaal mannen en vrouwen;32 jaar;2070;264147
1632;Totaal mannen en vrouwen;33 jaar;2023;232763
1633;Totaal mannen en vrouwen;33 jaar;2024;243761
1634;Totaal mannen en vrouwen;33 jaar;2025;245521
1635;Totaal mannen en vrouwen;33 jaar;2026;246789
1636;Totaal mannen en vrouwen;33 jaar;2027;246668
1637;Totaal mannen en vrouwen;33 jaar;2028;247489
1638;Totaal mannen en vrouwen;33 jaar;2029;241393
1639;Totaal mannen en vrouwen;33 jaar;2030;239553
1640;Totaal mannen en vrouwen;33 jaar;2031;245666
1641;Totaal mannen en vrouwen;33 jaar;2032;252006
1642;Totaal mannen en vrouwen;33 jaar;2033;261127
1643;Totaal mannen en vrouwen;33 jaar;2034;269524
1644;Totaal mannen en vrouwen;33 jaar;2035;261249
1645;Totaal mannen en vrouwen;33 jaar;2036;261378
1646;Totaal mannen en vrouwen;33 jaar;2037;274913
1647;Totaal mannen en vrouwen;33 jaar;2038;256340
1648;Totaal mannen en vrouwen;33 jaar;2039;244522
1649;Totaal mannen en vrouwen;33 jaar;2040;242806
1650;Totaal mannen en vrouwen;33 jaar;2041;239325
1651;Totaal mannen en vrouwen;33 jaar;2042;243004
1652;Totaal mannen en vrouwen;33 jaar;2043;243405
1653;Totaal mannen en vrouwen;33 jaar;2044;242948
1654;Totaal mannen en vrouwen;33 jaar;2045;238907
1655;Totaal mannen en vrouwen;33 jaar;2046;235922
1656;Totaal mannen en vrouwen;33 jaar;2047;232094
1657;Totaal mannen en vrouwen;33 jaar;2048;235756
1658;Totaal mannen en vrouwen;33 jaar;2049;232256
1659;Totaal mannen en vrouwen;33 jaar;2050;233703
1660;Totaal mannen en vrouwen;33 jaar;2051;231485
1661;Totaal mannen en vrouwen;33 jaar;2052;230076
1662;Totaal mannen en vrouwen;33 jaar;2053;230692
