ID;Migratieachtergrond;Generatie;Perioden;BevolkingOp1Januari_1;LevendGeborenKinderen_2;Overledenen_3;Immigratie_4;EmigratieInclusiefCorrecties_5;MigratiesaldoInclusiefCorrecties_6
0;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2017;;45952.0;19411.0;207348.0;123310.0;84037.0
1;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2018;3973332.0;46419.0;19937.0;195382.0;130217.0;65165.0
2;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2019;4064978.0;46773.0;20481.0;193854.0;135465.0;58389.0
3;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2020;4149660.0;47020.0;21042.0;193483.0;139687.0;53796.0
4;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2021;4229433.0;47370.0;21616.0;193827.0;143257.0;50569.0
5;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2022;4305756.0;47691.0;22199.0;194809.0;146486.0;48323.0
6;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2023;4379571.0;48061.0;22781.0;195756.0;149493.0;46263.0
7;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2024;4451112.0;48419.0;23346.0;196735.0;152275.0;44460.0
8;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2025;4520645.0;48801.0;23911.0;198342.0;154932.0;43410.0
9;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2026;4588945.0;49190.0;24477.0;199262.0;157414.0;41848.0
10;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2027;4655504.0;49522.0;25043.0;199986.0;159693.0;40293.0
11;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2028;4720275.0;49799.0;25608.0;200323.0;161118.0;39205.0
12;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2029;4783670.0;50038.0;26172.0;200571.0;162326.0;38245.0
13;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2030;4845782.0;50245.0;26732.0;200879.0;163393.0;37486.0
14;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2031;4906780.0;50413.0;27290.0;201117.0;164304.0;36813.0
15;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2032;4966713.0;50539.0;27844.0;201354.0;165102.0;36252.0
16;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2033;5025661.0;50660.0;28395.0;201535.0;165805.0;35730.0
17;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2034;5083657.0;50791.0;28945.0;201723.0;166481.0;35242.0
18;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2035;5140745.0;50902.0;29497.0;201893.0;167109.0;34784.0
19;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2036;5196933.0;50985.0;30055.0;202019.0;167668.0;34351.0
20;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2037;5252212.0;51056.0;30621.0;202139.0;168164.0;33975.0
21;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2038;5306620.0;51130.0;31197.0;202248.0;168598.0;33651.0
22;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2039;5360204.0;51205.0;31782.0;202392.0;168952.0;33440.0
23;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2040;5413069.0;51284.0;32367.0;202495.0;169261.0;33234.0
24;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2041;5465221.0;51361.0;32961.0;202603.0;169556.0;33047.0
25;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2042;5516669.0;51451.0;33558.0;202700.0;169849.0;32851.0
26;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2043;5567413.0;51550.0;34162.0;202846.0;170154.0;32692.0
27;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2044;5617492.0;51657.0;34770.0;202961.0;170414.0;32547.0
28;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2045;5666927.0;51784.0;35381.0;203031.0;170642.0;32389.0
29;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2046;5715720.0;51913.0;35992.0;203156.0;170827.0;32330.0
30;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2047;5763971.0;52059.0;36606.0;203279.0;170974.0;32304.0
31;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2048;5811730.0;52230.0;37231.0;203399.0;171152.0;32247.0
32;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2049;5858977.0;52408.0;37870.0;203489.0;171342.0;32147.0
33;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2050;5905662.0;52604.0;38518.0;203603.0;171530.0;32073.0
34;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2051;5951821.0;52805.0;39178.0;203696.0;171710.0;31986.0
35;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2052;5997434.0;53011.0;39840.0;203795.0;171885.0;31910.0
36;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2053;6042515.0;53218.0;40500.0;203867.0;172055.0;31812.0
37;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2054;6087045.0;53421.0;41153.0;203978.0;172222.0;31756.0
38;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2055;6131068.0;53616.0;41793.0;204089.0;172387.0;31702.0
39;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2056;6174593.0;53808.0;42414.0;204180.0;172545.0;31635.0
40;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2057;6217623.0;53984.0;43014.0;204275.0;172699.0;31576.0
41;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2058;6260169.0;54152.0;43589.0;204401.0;172853.0;31548.0
42;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2059;6302280.0;54305.0;44139.0;204473.0;173002.0;31471.0
43;Totaal niet-Nederlandse achtergrond;Totaal niet-Nederlandse achtergrond;2060;6343916.0;;;;;
44;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2017;;;11437.0;198079.0;107148.0;90931.0
45;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2018;2080670.0;;11756.0;185767.0;113727.0;72040.0
46;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2019;2140953.0;;12088.0;184131.0;118612.0;65519.0
47;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2020;2194384.0;;12434.0;183903.0;122426.0;61477.0
48;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2021;2243426.0;;12793.0;184398.0;125557.0;58841.0
49;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2022;2289474.0;;13165.0;185528.0;128334.0;57194.0
50;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2023;2333503.0;;13545.0;186532.0;130907.0;55625.0
51;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2024;2375581.0;;13924.0;187409.0;133294.0;54115.0
52;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2025;2415772.0;;14312.0;188767.0;135613.0;53154.0
53;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2026;2454614.0;;14709.0;189460.0;137807.0;51653.0
54;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2027;2491556.0;;15115.0;189967.0;139816.0;50151.0
55;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2028;2526592.0;;15526.0;190042.0;140992.0;49050.0
56;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2029;2560115.0;;15944.0;190105.0;141974.0;48131.0
57;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2030;2592302.0;;16364.0;190207.0;142831.0;47376.0
58;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2031;2623313.0;;16788.0;190286.0;143549.0;46737.0
59;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2032;2653260.0;;17213.0;190364.0;144159.0;46205.0
60;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2033;2682252.0;;17640.0;190428.0;144685.0;45743.0
