ID;BedrijfstakkenBranchesSBI2008;Rechtsvormen;Perioden;UitgesprokenFaillissementen_1;BedrijfsleeftijdBijFaillissement_2;WerkzamePersonenBijFaillissement_3
513;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 4e kwartaal;10;8.5;37.0
514;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021;11;8.8;46.0
515;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2022 1e kwartaal;1;16.9;0.0
516;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2022 2e kwartaal;3;6.1;9.0
517;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2022 3e kwartaal;0;;
518;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2022 4e kwartaal;1;7.3;9.0
519;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2022;5;8.5;18.0
520;D Energievoorziening;Bedrijven en instellingen;2015 1e kwartaal;2;1.6;0.0
521;D Energievoorziening;Bedrijven en instellingen;2015 2e kwartaal;1;7.0;1.0
522;D Energievoorziening;Bedrijven en instellingen;2015 3e kwartaal;3;11.8;4.0
523;D Energievoorziening;Bedrijven en instellingen;2015 4e kwartaal;2;8.9;1.0
524;D Energievoorziening;Bedrijven en instellingen;2015;8;7.9;6.0
525;D Energievoorziening;Bedrijven en instellingen;2016 1e kwartaal;1;2.5;0.0
526;D Energievoorziening;Bedrijven en instellingen;2016 2e kwartaal;2;11.1;2.0
527;D Energievoorziening;Bedrijven en instellingen;2016 3e kwartaal;3;2.3;12.0
528;D Energievoorziening;Bedrijven en instellingen;2016 4e kwartaal;1;4.1;0.0
529;D Energievoorziening;Bedrijven en instellingen;2016;7;5.1;14.0
530;D Energievoorziening;Bedrijven en instellingen;2017 1e kwartaal;3;2.8;11.0
531;D Energievoorziening;Bedrijven en instellingen;2017 2e kwartaal;0;;
532;D Energievoorziening;Bedrijven en instellingen;2017 3e kwartaal;1;2.9;0.0
533;D Energievoorziening;Bedrijven en instellingen;2017 4e kwartaal;2;9.4;0.0
534;D Energievoorziening;Bedrijven en instellingen;2017;6;5.0;11.0
535;D Energievoorziening;Bedrijven en instellingen;2018 1e kwartaal;2;7.0;0.0
536;D Energievoorziening;Bedrijven en instellingen;2018 2e kwartaal;0;;
537;D Energievoorziening;Bedrijven en instellingen;2018 3e kwartaal;0;;
538;D Energievoorziening;Bedrijven en instellingen;2018 4e kwartaal;1;5.4;8.0
539;D Energievoorziening;Bedrijven en instellingen;2018;3;6.5;8.0
540;D Energievoorziening;Bedrijven en instellingen;2019 1e kwartaal;4;16.2;51.0
541;D Energievoorziening;Bedrijven en instellingen;2019 2e kwartaal;2;5.7;6.0
542;D Energievoorziening;Bedrijven en instellingen;2019 3e kwartaal;0;;
543;D Energievoorziening;Bedrijven en instellingen;2019 4e kwartaal;3;5.9;0.0
544;D Energievoorziening;Bedrijven en instellingen;2019;9;10.4;58.0
545;D Energievoorziening;Bedrijven en instellingen;2020 1e kwartaal;2;12.7;0.0
546;D Energievoorziening;Bedrijven en instellingen;2020 2e kwartaal;0;;
547;D Energievoorziening;Bedrijven en instellingen;2020 3e kwartaal;2;14.0;0.0
548;D Energievoorziening;Bedrijven en instellingen;2020 4e kwartaal;2;5.4;7.0
549;D Energievoorziening;Bedrijven en instellingen;2020;6;10.7;7.0
550;D Energievoorziening;Bedrijven en instellingen;2021 1e kwartaal;0;;
551;D Energievoorziening;Bedrijven en instellingen;2021 2e kwartaal;0;;
552;D Energievoorziening;Bedrijven en instellingen;2021 3e kwartaal;1;11.2;8.0
553;D Energievoorziening;Bedrijven en instellingen;2021 4e kwartaal;10;8.5;37.0
554;D Energievoorziening;Bedrijven en instellingen;2021;11;8.8;46.0
555;D Energievoorziening;Bedrijven en instellingen;2022 1e kwartaal;1;16.9;0.0
556;D Energievoorziening;Bedrijven en instellingen;2022 2e kwartaal;3;6.1;9.0
557;D Energievoorziening;Bedrijven en instellingen;2022 3e kwartaal;0;;
558;D Energievoorziening;Bedrijven en instellingen;2022 4e kwartaal;1;7.3;9.0
559;D Energievoorziening;Bedrijven en instellingen;2022;5;8.5;18.0
560;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2015 1e kwartaal;0;;
561;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2015 2e kwartaal;0;;
562;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2015 3e kwartaal;0;;
563;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2015 4e kwartaal;0;;
564;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2015;0;;
565;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2016 1e kwartaal;0;;
566;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2016 2e kwartaal;0;;
567;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2016 3e kwartaal;0;;
568;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2016 4e kwartaal;0;;
569;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2016;0;;
570;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2017 1e kwartaal;0;;
571;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2017 2e kwartaal;0;;
572;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2017 3e kwartaal;0;;
573;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2017 4e kwartaal;0;;
574;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2017;0;;
575;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2018 1e kwartaal;0;;
576;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2018 2e kwartaal;0;;
577;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2018 3e kwartaal;0;;
578;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2018 4e kwartaal;0;;
579;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2018;0;;
580;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2019 1e kwartaal;0;;
581;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2019 2e kwartaal;0;;
582;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2019 3e kwartaal;0;;
583;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2019 4e kwartaal;0;;
584;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2019;0;;
585;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2020 1e kwartaal;0;;
586;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2020 2e kwartaal;0;;
587;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2020 3e kwartaal;0;;
588;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2020 4e kwartaal;0;;
589;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2020;0;;
590;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2021 1e kwartaal;0;;
591;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2021 2e kwartaal;0;;
592;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2021 3e kwartaal;0;;
593;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2021 4e kwartaal;0;;
594;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2021;0;;
595;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2022 1e kwartaal;0;;
596;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2022 2e kwartaal;0;;
597;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2022 3e kwartaal;0;;
598;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2022 4e kwartaal;0;;
599;D Energievoorziening;Natuurlijk persoon met eenmanszaak;2022;0;;
600;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2015 1e kwartaal;10;8.5;51.0
601;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2015 2e kwartaal;7;15.7;36.0
602;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2015 3e kwartaal;4;10.1;23.0
603;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2015 4e kwartaal;4;6.6;2.0
604;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2015;25;10.5;112.0
605;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2016 1e kwartaal;7;9.6;26.0
606;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2016 2e kwartaal;6;9.1;32.0
607;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2016 3e kwartaal;3;7.8;22.0
608;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2016 4e kwartaal;4;9.9;9.0
609;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2016;20;9.2;89.0
610;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2017 1e kwartaal;2;7.6;1.0
611;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2017 2e kwartaal;5;8.1;19.0
612;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2017 3e kwartaal;2;11.8;5.0
613;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2017 4e kwartaal;1;1.3;0.0
614;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2017;10;8.1;25.0
615;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2018 1e kwartaal;6;16.3;28.0
616;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2018 2e kwartaal;0;;
617;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2018 3e kwartaal;9;5.2;14.0
618;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2018 4e kwartaal;3;1.6;13.0
619;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2018;18;8.3;56.0
620;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2019 1e kwartaal;5;8.6;15.0
621;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2019 2e kwartaal;3;5.8;15.0
622;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2019 3e kwartaal;4;23.1;64.0
623;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2019 4e kwartaal;7;4.0;13.0
624;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2019;19;9.8;107.0
625;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2020 1e kwartaal;2;6.8;11.0
626;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2020 2e kwartaal;4;6.8;8.0
627;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2020 3e kwartaal;1;1.2;0.0
628;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2020 4e kwartaal;2;5.3;2.0
629;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2020;9;5.6;21.0
630;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2021 1e kwartaal;3;7.2;2.0
631;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2021 2e kwartaal;2;3.5;11.0
632;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2021 3e kwartaal;1;8.9;4.0
633;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2021 4e kwartaal;3;6.2;7.0
634;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2021;9;6.2;23.0
635;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2022 1e kwartaal;1;3.3;1.0
636;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2022 2e kwartaal;1;3.0;3.0
637;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2022 3e kwartaal;0;;
638;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2022 4e kwartaal;3;9.2;56.0
639;E Waterbedrijven en afvalbeheer;Bedrijven, instellingen en eenmanszaken;2022;5;6.8;60.0
640;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2015 1e kwartaal;9;9.0;50.0
641;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2015 2e kwartaal;7;15.7;36.0
642;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2015 3e kwartaal;3;10.1;22.0
643;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2015 4e kwartaal;3;6.6;1.0
644;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2015;22;11.0;109.0
645;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2016 1e kwartaal;7;9.6;26.0
646;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2016 2e kwartaal;6;9.1;32.0
647;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2016 3e kwartaal;3;7.8;22.0
648;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2016 4e kwartaal;4;9.9;9.0
649;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2016;20;9.2;89.0
650;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2017 1e kwartaal;2;7.6;1.0
651;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2017 2e kwartaal;5;8.1;19.0
652;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2017 3e kwartaal;2;11.8;5.0
653;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2017 4e kwartaal;1;1.3;0.0
654;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2017;10;8.1;25.0
655;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2018 1e kwartaal;6;16.3;28.0
656;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2018 2e kwartaal;0;;
657;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2018 3e kwartaal;9;5.2;14.0
658;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2018 4e kwartaal;3;1.6;13.0
659;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2018;18;8.3;56.0
660;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2019 1e kwartaal;4;10.3;14.0
661;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2019 2e kwartaal;3;5.8;15.0
662;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2019 3e kwartaal;4;23.1;64.0
663;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2019 4e kwartaal;6;3.8;10.0
664;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2019;17;10.6;103.0
665;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2020 1e kwartaal;2;6.8;11.0
666;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2020 2e kwartaal;4;6.8;8.0
667;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2020 3e kwartaal;1;1.2;0.0
668;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2020 4e kwartaal;2;5.3;2.0
669;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2020;9;5.6;21.0
670;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2021 1e kwartaal;3;7.2;2.0
671;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2021 2e kwartaal;1;1.8;10.0
672;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2021 3e kwartaal;1;8.9;4.0
673;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2021 4e kwartaal;3;6.2;7.0
674;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2021;8;6.4;22.0
675;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2022 1e kwartaal;0;;
676;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2022 2e kwartaal;1;3.0;3.0
677;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2022 3e kwartaal;0;;
678;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2022 4e kwartaal;3;9.2;56.0
679;E Waterbedrijven en afvalbeheer;Bedrijven en instellingen;2022;4;7.6;59.0
680;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2015 1e kwartaal;1;4.3;1.0
681;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2015 2e kwartaal;0;;
682;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2015 3e kwartaal;1;9.9;1.0
683;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2015 4e kwartaal;1;6.5;1.0
684;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2015;3;6.9;3.0
685;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2016 1e kwartaal;0;;
686;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2016 2e kwartaal;0;;
687;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2016 3e kwartaal;0;;
688;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2016 4e kwartaal;0;;
689;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2016;0;;
690;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2017 1e kwartaal;0;;
691;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2017 2e kwartaal;0;;
692;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2017 3e kwartaal;0;;
693;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2017 4e kwartaal;0;;
694;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2017;0;;
695;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2018 1e kwartaal;0;;
696;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2018 2e kwartaal;0;;
697;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2018 3e kwartaal;0;;
698;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2018 4e kwartaal;0;;
699;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2018;0;;
700;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2019 1e kwartaal;1;1.8;1.0
701;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2019 2e kwartaal;0;;
702;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2019 3e kwartaal;0;;
703;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2019 4e kwartaal;1;5.1;3.0
704;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2019;2;3.5;4.0
705;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2020 1e kwartaal;0;;
706;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2020 2e kwartaal;0;;
707;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2020 3e kwartaal;0;;
708;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2020 4e kwartaal;0;;
709;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2020;0;;
710;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2021 1e kwartaal;0;;
711;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2021 2e kwartaal;1;5.1;1.0
712;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2021 3e kwartaal;0;;
713;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2021 4e kwartaal;0;;
714;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2021;1;5.1;1.0
715;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2022 1e kwartaal;1;3.3;1.0
716;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2022 2e kwartaal;0;;
717;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2022 3e kwartaal;0;;
718;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2022 4e kwartaal;0;;
719;E Waterbedrijven en afvalbeheer;Natuurlijk persoon met eenmanszaak;2022;1;3.3;1.0
720;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2015 1e kwartaal;246;11.9;1519.0
721;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2015 2e kwartaal;203;11.1;912.0
722;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2015 3e kwartaal;154;12.8;2946.0
723;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2015 4e kwartaal;201;12.8;1386.0
724;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2015;804;12.1;6764.0
725;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2016 1e kwartaal;155;12.5;1056.0
726;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2016 2e kwartaal;139;12.0;765.0
727;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2016 3e kwartaal;133;9.8;359.0
728;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2016 4e kwartaal;112;9.6;455.0
729;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2016;539;11.1;2634.0
730;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2017 1e kwartaal;143;11.2;704.0
731;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2017 2e kwartaal;125;10.4;605.0
732;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2017 3e kwartaal;97;9.2;319.0
733;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2017 4e kwartaal;104;9.6;403.0
734;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2017;469;10.2;2030.0
735;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2018 1e kwartaal;108;10.5;248.0
736;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2018 2e kwartaal;103;9.5;472.0
737;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2018 3e kwartaal;120;8.5;383.0
738;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2018 4e kwartaal;121;9.0;519.0
739;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2018;452;9.4;1623.0
740;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2019 1e kwartaal;116;6.6;343.0
741;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2019 2e kwartaal;115;6.4;255.0
742;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2019 3e kwartaal;134;8.0;389.0
743;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2019 4e kwartaal;142;8.4;682.0
744;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2019;507;7.4;1670.0
745;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2020 1e kwartaal;125;7.9;438.0
746;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2020 2e kwartaal;117;8.3;280.0
747;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2020 3e kwartaal;95;9.0;542.0
748;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2020 4e kwartaal;101;8.2;597.0
749;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2020;438;8.3;1858.0
750;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2021 1e kwartaal;81;6.8;214.0
751;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2021 2e kwartaal;78;8.4;305.0
752;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2021 3e kwartaal;72;6.7;133.0
753;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2021 4e kwartaal;86;7.0;273.0
754;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2021;317;7.2;925.0
755;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2022 1e kwartaal;81;5.7;186.0
756;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2022 2e kwartaal;76;5.5;150.0
757;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2022 3e kwartaal;88;7.6;414.0
758;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2022 4e kwartaal;95;5.9;297.0
759;F Bouwnijverheid;Bedrijven, instellingen en eenmanszaken;2022;340;6.2;1047.0
760;F Bouwnijverheid;Bedrijven en instellingen;2015 1e kwartaal;193;12.7;1419.0
761;F Bouwnijverheid;Bedrijven en instellingen;2015 2e kwartaal;155;11.5;838.0
762;F Bouwnijverheid;Bedrijven en instellingen;2015 3e kwartaal;103;14.8;2847.0
763;F Bouwnijverheid;Bedrijven en instellingen;2015 4e kwartaal;160;13.8;1316.0
764;F Bouwnijverheid;Bedrijven en instellingen;2015;611;13.0;6421.0
765;F Bouwnijverheid;Bedrijven en instellingen;2016 1e kwartaal;119;14.1;998.0
766;F Bouwnijverheid;Bedrijven en instellingen;2016 2e kwartaal;104;14.1;713.0
767;F Bouwnijverheid;Bedrijven en instellingen;2016 3e kwartaal;104;9.8;313.0
768;F Bouwnijverheid;Bedrijven en instellingen;2016 4e kwartaal;84;10.8;422.0
769;F Bouwnijverheid;Bedrijven en instellingen;2016;411;12.3;2446.0
770;F Bouwnijverheid;Bedrijven en instellingen;2017 1e kwartaal;98;12.3;638.0
771;F Bouwnijverheid;Bedrijven en instellingen;2017 2e kwartaal;93;11.9;560.0
772;F Bouwnijverheid;Bedrijven en instellingen;2017 3e kwartaal;64;10.2;255.0
773;F Bouwnijverheid;Bedrijven en instellingen;2017 4e kwartaal;72;9.2;361.0
774;F Bouwnijverheid;Bedrijven en instellingen;2017;327;11.1;1815.0
775;F Bouwnijverheid;Bedrijven en instellingen;2018 1e kwartaal;67;11.3;201.0
776;F Bouwnijverheid;Bedrijven en instellingen;2018 2e kwartaal;70;9.9;433.0
777;F Bouwnijverheid;Bedrijven en instellingen;2018 3e kwartaal;81;9.4;340.0
778;F Bouwnijverheid;Bedrijven en instellingen;2018 4e kwartaal;88;9.4;479.0
779;F Bouwnijverheid;Bedrijven en instellingen;2018;306;9.9;1454.0
780;F Bouwnijverheid;Bedrijven en instellingen;2019 1e kwartaal;64;7.5;258.0
781;F Bouwnijverheid;Bedrijven en instellingen;2019 2e kwartaal;66;7.8;195.0
782;F Bouwnijverheid;Bedrijven en instellingen;2019 3e kwartaal;79;9.5;318.0
783;F Bouwnijverheid;Bedrijven en instellingen;2019 4e kwartaal;82;10.1;543.0
784;F Bouwnijverheid;Bedrijven en instellingen;2019;291;8.8;1315.0
785;F Bouwnijverheid;Bedrijven en instellingen;2020 1e kwartaal;68;9.9;358.0
786;F Bouwnijverheid;Bedrijven en instellingen;2020 2e kwartaal;70;9.6;225.0
787;F Bouwnijverheid;Bedrijven en instellingen;2020 3e kwartaal;64;9.6;503.0
788;F Bouwnijverheid;Bedrijven en instellingen;2020 4e kwartaal;51;6.2;537.0
789;F Bouwnijverheid;Bedrijven en instellingen;2020;253;9.0;1623.0
790;F Bouwnijverheid;Bedrijven en instellingen;2021 1e kwartaal;48;8.3;165.0
791;F Bouwnijverheid;Bedrijven en instellingen;2021 2e kwartaal;46;8.8;263.0
792;F Bouwnijverheid;Bedrijven en instellingen;2021 3e kwartaal;43;7.6;88.0
