ID;StandenEnBeroepOpDeKapitaalmarkt;Aandelen;Perioden;Totaal_1;TotaalFinancieleInstellingen_2;BankenFinancieleDienstverlening_3;Verzekeraars_4;TotaalNietFinancieleInstellingen_5;Delfstofwinning_6;TotaalIndustrie_7;Consumentengoederen_8;Kapitaalgoederen_9;Basisgoederen_10;BouwnijverheidEnInstallatie_11;TransportOpslagEnCommunicatie_12;NietFinancieleDienstverlening_13;Handel_14;Beleggingsfondsen_15;Vastgoedfondsen_16;OverigeFondsen_17;BuitenlandseOndernemingen_18
15;5;Aandelen totaal;2008 april;1834;110;83;27;37;0;1;0;1;0;0;0;21;14;1639;45;0;3
16;5;Aandelen totaal;2008 mei;1485;5;5;0;40;0;5;5;0;0;0;0;28;8;1426;14;0;0
17;5;Aandelen totaal;2008 juni;22444;1716;0;1716;165;0;33;31;2;0;0;0;123;10;1502;6;0;19056
18;5;Aandelen totaal;2008 juli;349;0;0;0;53;0;38;10;18;10;0;0;12;4;7;0;0;289
19;5;Aandelen totaal;2008 augustus;3110;0;0;0;78;0;55;10;45;0;0;0;23;0;3007;21;0;4
20;5;Aandelen totaal;2008 september;4008;0;0;0;49;0;17;5;5;6;0;29;3;0;3947;12;0;0
21;5;Aandelen totaal;2008 oktober;2569;173;0;173;19;0;18;0;0;18;0;0;1;0;2374;3;0;0
22;5;Aandelen totaal;2008 november;2733;0;0;0;2;0;0;0;0;0;0;0;2;0;2726;4;0;1
23;5;Aandelen totaal;2008 december;18340;0;0;0;181;0;18;0;18;0;0;0;159;4;2933;52;60;15115
24;5;Aandelen totaal;2009 januari;1351;0;0;0;8;0;8;8;0;0;0;0;0;0;1318;24;0;0
25;5;Aandelen totaal;2009 februari;1205;7;0;7;5;0;4;7;-2;0;0;0;1;0;874;10;0;308
26;5;Aandelen totaal;2009 maart;988;0;0;0;17;0;11;0;11;0;0;0;6;0;965;7;0;0
27;5;Aandelen totaal;2009 april;6753;0;0;0;151;0;137;0;0;137;0;0;5;9;1186;47;0;5369
28;5;Aandelen totaal;2009 mei;1587;0;0;0;88;0;13;11;0;1;0;0;76;0;1486;13;0;0
29;5;Aandelen totaal;2009 juni;3588;0;0;0;134;0;58;45;13;0;16;23;21;16;1187;350;0;1917
30;5;Aandelen totaal;2009 juli;2501;0;0;0;930;0;265;0;38;228;101;0;563;0;1558;8;6;1
31;5;Aandelen totaal;2009 augustus;2836;829;0;829;575;0;3;0;0;3;65;31;476;0;1414;13;4;2
32;5;Aandelen totaal;2009 september;1461;135;0;135;89;0;24;14;0;9;0;47;18;0;1108;103;0;28
33;5;Aandelen totaal;2009 oktober;1595;0;0;0;449;0;423;302;102;19;0;0;26;0;1129;18;0;0
34;5;Aandelen totaal;2009 november;1428;0;0;0;186;0;181;0;181;0;0;0;6;0;1121;119;1;0
35;5;Aandelen totaal;2009 december;10058;7498;0;7498;302;0;4;4;0;0;230;0;68;0;2227;30;0;0
36;5;Aandelen totaal;2010 januari;1077;0;0;0;4;0;3;2;1;1;0;0;1;0;1041;14;1;17
37;5;Aandelen totaal;2010 februari;849;0;0;0;10;0;0;0;0;0;0;0;10;0;826;2;0;11
38;5;Aandelen totaal;2010 maart;1911;0;0;0;107;0;21;19;0;2;0;0;87;0;1197;602;1;4
39;5;Aandelen totaal;2010 april;1726;0;0;0;381;0;330;0;330;0;0;0;51;0;1311;14;0;20
40;5;Aandelen totaal;2010 mei;1399;0;0;0;238;0;73;15;56;2;0;65;83;17;1145;13;0;3
41;5;Aandelen totaal;2010 juni;5109;15;0;15;3854;0;3161;3153;8;0;536;0;149;8;1111;120;0;8
42;5;Aandelen totaal;2010 juli;1168;0;0;0;23;0;8;8;0;0;0;0;15;0;1143;0;0;1
43;5;Aandelen totaal;2010 augustus;1115;27;0;27;64;0;0;0;0;0;0;53;11;0;1024;0;0;0
44;5;Aandelen totaal;2010 september;1317;13;0;13;26;0;0;0;0;0;0;0;20;5;1265;1;0;12
45;5;Aandelen totaal;2010 oktober;1935;0;0;0;37;0;15;15;0;0;0;0;22;0;1853;7;0;38
46;5;Aandelen totaal;2010 november;1530;0;0;0;1;0;0;0;0;0;0;0;1;0;1526;0;1;1
47;5;Aandelen totaal;2010 december;3934;0;0;0;541;434;7;7;0;0;0;79;21;0;1347;39;5;2001
48;5;Aandelen totaal;2011 januari;2367;0;0;0;6;0;4;4;0;0;0;0;1;0;1665;3;0;694
49;5;Aandelen totaal;2011 februari;1608;0;0;0;59;0;15;0;13;1;0;0;4;40;1037;33;0;479
50;5;Aandelen totaal;2011 maart;3097;903;0;903;870;790;1;1;0;0;0;71;8;0;1316;8;0;0
51;5;Aandelen totaal;2011 april;1340;0;0;0;76;0;2;0;2;0;0;0;71;2;1226;0;0;38
52;5;Aandelen totaal;2011 mei;3166;0;0;0;648;0;601;43;490;67;32;0;0;15;2369;82;0;67
53;5;Aandelen totaal;2011 juni;1939;29;0;29;784;604;64;33;31;0;86;0;29;0;1124;2;0;0
54;5;Aandelen totaal;2011 juli;1352;73;73;0;201;0;47;0;47;0;0;0;154;0;773;0;0;305
55;5;Aandelen totaal;2011 augustus;1345;14;0;14;69;0;15;13;0;2;0;52;2;0;1240;4;0;18
56;5;Aandelen totaal;2011 september;1489;1;1;0;590;559;13;9;0;4;0;0;14;4;897;0;0;1
57;5;Aandelen totaal;2011 oktober;1175;0;0;0;37;0;31;0;0;31;0;0;6;0;1127;1;0;10
58;5;Aandelen totaal;2011 november;1238;0;0;0;40;0;0;0;0;0;0;0;40;0;1194;0;3;1
59;5;Aandelen totaal;2011 december;1952;0;0;0;804;691;113;4;0;109;0;0;0;0;1109;39;0;0
60;5;Aandelen totaal;2012 januari;1200;2;2;0;8;0;3;3;0;1;0;0;5;0;1185;2;0;3
61;5;Aandelen totaal;2012 februari;1249;0;0;0;2;0;0;0;0;0;0;0;2;0;1247;0;0;0
62;5;Aandelen totaal;2012 maart;2327;19;0;19;838;754;1;0;0;1;0;7;35;40;1468;2;0;0
63;5;Aandelen totaal;2012 april;910;0;0;0;72;0;34;34;0;0;0;0;39;0;797;25;0;16
64;5;Aandelen totaal;2012 mei;1273;1;1;0;570;0;425;0;422;3;54;1;90;0;672;31;0;0
65;5;Aandelen totaal;2012 juni;1855;136;0;136;892;505;67;41;26;0;101;200;8;11;815;12;0;0
66;5;Aandelen totaal;2012 juli;1848;0;0;0;25;0;17;13;3;0;0;0;8;0;1669;133;0;20
67;5;Aandelen totaal;2012 augustus;1282;37;0;37;398;0;385;0;0;385;0;0;13;0;826;0;0;20
68;5;Aandelen totaal;2012 september;1719;123;0;123;636;634;0;0;0;0;0;0;1;0;954;7;0;0
69;5;Aandelen totaal;2012 oktober;2053;0;0;0;39;0;24;9;15;0;0;0;10;5;2001;1;0;12
70;5;Aandelen totaal;2012 november;5026;0;0;0;3864;0;3854;0;3854;0;0;0;2;8;1162;0;0;0
71;5;Aandelen totaal;2012 december;3017;0;0;0;1213;912;294;3;291;0;0;1;6;0;1795;8;0;1
72;5;Aandelen totaal;2013 januari;4749;2;2;0;404;0;0;0;0;0;320;0;80;4;2469;1;0;1873
73;5;Aandelen totaal;2013 februari;1174;0;0;0;1;0;0;0;0;0;0;0;1;0;1172;0;0;0
74;5;Aandelen totaal;2013 maart;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
75;5;Aandelen totaal;2013 april;2027;0;0;0;370;0;210;19;190;0;0;0;160;0;1513;2;0;142
76;5;Aandelen totaal;2013 mei;7273;23;23;0;5576;0;2541;7;2364;170;2;3015;19;0;1673;0;0;0
77;5;Aandelen totaal;2013 juni;3765;187;0;187;1354;625;520;34;383;103;116;0;93;0;1791;124;0;308
78;5;Aandelen totaal;2013 juli;2611;92;0;92;526;0;5;5;0;0;499;0;22;0;1945;40;0;6
79;5;Aandelen totaal;2013 augustus;1907;0;0;0;18;0;1;0;1;0;13;4;0;0;1883;6;0;0
80;5;Aandelen totaal;2013 september;2442;221;0;221;999;941;54;9;0;45;0;0;2;2;1118;56;47;0
81;5;Aandelen totaal;2013 oktober;2477;6;5;1;37;0;0;0;0;0;0;0;13;23;2414;18;0;2
82;5;Aandelen totaal;2013 november;2075;0;0;0;93;0;0;0;0;0;85;0;5;3;1679;303;0;0
83;5;Aandelen totaal;2013 december;1917;5;0;5;950;910;35;0;9;26;0;0;5;0;930;32;0;0
84;5;Aandelen totaal;2014 januari;9572;2;0;2;41;0;0;0;0;0;0;0;41;0;9505;6;0;18
85;5;Aandelen totaal;2014 februari;3281;0;0;0;7;0;0;0;0;0;0;0;7;0;2317;100;856;0
86;5;Aandelen totaal;2014 maart;2420;2;0;2;990;967;0;0;0;0;0;0;23;1;1410;15;0;3
87;5;Aandelen totaal;2014 april;466;111;0;111;1;0;0;0;0;0;0;0;0;0;259;15;0;80
88;5;Aandelen totaal;2014 mei;1047;0;0;0;181;0;43;39;4;0;1;10;127;0;855;11;0;0
89;5;Aandelen totaal;2014 juni;3135;170;0;170;1747;751;585;12;420;153;104;0;37;270;160;83;974;0
90;5;Aandelen totaal;2014 juli;1250;1;0;1;246;0;104;0;17;88;30;0;92;20;118;9;780;97
91;5;Aandelen totaal;2014 augustus;252;0;0;0;38;0;1;0;1;0;0;12;25;0;209;4;0;1
92;5;Aandelen totaal;2014 september;4283;153;1;151;73;0;72;12;15;45;0;0;1;0;4055;1;1;0
93;5;Aandelen totaal;2014 oktober;5350;2;2;0;42;0;2;0;2;0;0;0;40;0;248;10;1;5046
94;5;Aandelen totaal;2014 november;543;0;0;0;249;0;75;0;75;0;0;0;174;0;287;7;0;0
95;5;Aandelen totaal;2014 december;1344;2;2;0;38;0;31;0;0;31;6;0;0;0;749;555;1;0
96;5;Aandelen totaal;2015 januari;250;1;1;0;24;0;23;0;23;0;0;0;1;0;153;68;0;4
97;5;Aandelen totaal;2015 februari;759;0;0;0;139;0;131;129;3;0;0;0;6;2;538;3;46;33
98;5;Aandelen totaal;2015 maart;1065;341;3;339;106;0;103;100;4;0;0;0;3;0;604;0;2;10
99;5;Aandelen totaal;2015 april;1339;3;0;3;12;0;0;0;0;0;0;0;12;0;573;5;13;733
100;5;Aandelen totaal;2015 mei;3196;41;41;0;285;0;14;14;0;0;21;8;156;85;2338;170;1;360
101;5;Aandelen totaal;2015 juni;1992;112;5;107;1525;656;667;1;453;214;148;0;52;2;90;259;1;5
102;5;Aandelen totaal;2015 juli;514;187;0;187;49;0;15;0;15;0;0;0;35;0;224;7;0;47
103;5;Aandelen totaal;2015 augustus;514;0;0;0;3;0;0;0;0;0;0;0;3;0;488;5;0;17
104;5;Aandelen totaal;2015 september;1120;158;2;156;695;642;44;0;0;44;0;0;0;10;264;1;0;1
105;5;Aandelen totaal;2015 oktober;2628;512;468;43;10;0;7;7;0;0;0;0;2;1;450;39;1612;6
106;5;Aandelen totaal;2015 november;304;0;0;0;1;0;0;0;0;0;0;0;1;0;239;5;44;14
107;5;Aandelen totaal;2015 december;1567;0;0;0;1248;1156;36;0;1;35;48;0;6;2;291;27;0;1
108;5;Aandelen totaal;2016 januari;757;0;0;0;12;0;0;0;0;0;0;0;12;0;597;1;0;147
109;5;Aandelen totaal;2016 februari;31138;0;0;0;30925;30922;1;0;1;0;0;0;1;0;210;4;0;0
110;5;Aandelen totaal;2016 maart;1578;0;0;0;1369;1362;4;0;4;0;0;0;3;0;175;19;0;15
111;5;Aandelen totaal;2016 april;5469;654;5;649;9;0;0;0;0;0;0;0;9;0;1798;149;5;2855
112;5;Aandelen totaal;2016 mei;892;45;45;0;63;0;24;10;14;0;3;5;31;0;201;25;164;394
113;5;Aandelen totaal;2016 juni;2623;394;122;272;2220;1124;580;0;385;195;145;0;370;0;9;0;0;0
114;5;Aandelen totaal;2016 juli;337;7;7;0;48;0;1;0;1;0;0;0;47;0;281;1;0;0
115;5;Aandelen totaal;2016 augustus;128;0;0;0;44;0;36;0;0;36;0;0;8;0;82;1;0;1
116;5;Gewone aandelen;2007 januari;1505;7;7;0;178;0;0;0;0;0;0;0;51;127;1270;44;3;2
117;5;Gewone aandelen;2007 februari;1073;0;0;0;115;0;114;52;61;0;0;0;0;2;772;181;3;1
118;5;Gewone aandelen;2007 maart;1183;77;0;77;275;0;5;0;5;0;0;255;14;0;714;22;42;53
119;5;Gewone aandelen;2007 april;4287;945;945;0;121;0;7;0;7;0;0;0;99;15;3105;107;1;9
120;5;Gewone aandelen;2007 mei;422;7;7;0;56;0;10;5;4;1;0;0;29;17;344;13;1;1
121;5;Gewone aandelen;2007 juni;2976;438;395;42;229;0;102;89;13;0;0;1;65;62;975;33;1301;0
122;5;Gewone aandelen;2007 juli;6485;178;0;178;230;0;98;17;81;0;0;0;132;0;5555;61;279;182
123;5;Gewone aandelen;2007 augustus;339;0;0;0;54;0;7;0;7;0;0;0;2;44;250;1;3;31
124;5;Gewone aandelen;2007 september;2025;6;2;4;93;0;14;2;0;12;0;0;79;0;1896;4;0;28
125;5;Gewone aandelen;2007 oktober;14870;14058;0;14058;72;0;53;0;47;6;0;0;19;0;702;12;0;26
126;5;Gewone aandelen;2007 november;822;0;0;0;7;0;0;0;0;0;0;0;7;0;806;8;0;1
127;5;Gewone aandelen;2007 december;2406;385;385;0;586;0;97;16;68;13;0;0;476;13;1384;50;0;0
128;5;Gewone aandelen;2008 januari;1721;468;13;455;122;0;2;1;1;0;0;21;14;85;950;158;0;22
129;5;Gewone aandelen;2008 februari;3408;0;0;0;110;0;0;0;0;0;0;108;2;0;2608;60;0;629
130;5;Gewone aandelen;2008 maart;2344;0;0;0;3;0;0;0;0;0;0;1;2;0;2323;16;0;1
131;5;Gewone aandelen;2008 april;1834;110;83;27;37;0;1;0;1;0;0;0;21;14;1639;45;0;3
132;5;Gewone aandelen;2008 mei;1485;5;5;0;40;0;5;5;0;0;0;0;28;8;1426;14;0;0
133;5;Gewone aandelen;2008 juni;22444;1716;0;1716;165;0;33;31;2;0;0;0;123;10;1502;6;0;19056
134;5;Gewone aandelen;2008 juli;349;0;0;0;53;0;38;10;18;10;0;0;12;4;7;0;0;289
135;5;Gewone aandelen;2008 augustus;3110;0;0;0;78;0;55;10;45;0;0;0;23;0;3007;21;0;4
136;5;Gewone aandelen;2008 september;4008;0;0;0;49;0;17;5;5;6;0;29;3;0;3947;12;0;0
137;5;Gewone aandelen;2008 oktober;2569;173;0;173;19;0;18;0;0;18;0;0;1;0;2374;3;0;0
138;5;Gewone aandelen;2008 november;2733;0;0;0;2;0;0;0;0;0;0;0;2;0;2726;4;0;1
139;5;Gewone aandelen;2008 december;18340;0;0;0;181;0;18;0;18;0;0;0;159;4;2933;52;60;15115
140;5;Gewone aandelen;2009 januari;1351;0;0;0;8;0;8;8;0;0;0;0;0;0;1318;24;0;0
141;5;Gewone aandelen;2009 februari;1205;7;0;7;5;0;4;7;-2;0;0;0;1;0;874;10;0;308
142;5;Gewone aandelen;2009 maart;988;0;0;0;17;0;11;0;11;0;0;0;6;0;965;7;0;0
143;5;Gewone aandelen;2009 april;6753;0;0;0;151;0;137;0;0;137;0;0;5;9;1186;47;0;5369
144;5;Gewone aandelen;2009 mei;1587;0;0;0;88;0;13;11;0;1;0;0;76;0;1486;13;0;0
145;5;Gewone aandelen;2009 juni;3588;0;0;0;134;0;58;45;13;0;16;23;21;16;1187;350;0;1917
146;5;Gewone aandelen;2009 juli;2501;0;0;0;930;0;265;0;38;228;101;0;563;0;1558;8;6;1
147;5;Gewone aandelen;2009 augustus;2836;829;0;829;575;0;3;0;0;3;65;31;476;0;1414;13;4;2
148;5;Gewone aandelen;2009 september;1461;135;0;135;89;0;24;14;0;9;0;47;18;0;1108;103;0;28
149;5;Gewone aandelen;2009 oktober;1595;0;0;0;449;0;423;302;102;19;0;0;26;0;1129;18;0;0
150;5;Gewone aandelen;2009 november;1428;0;0;0;186;0;181;0;181;0;0;0;6;0;1121;119;1;0
151;5;Gewone aandelen;2009 december;9997;7498;0;7498;302;0;4;4;0;0;230;0;68;0;2166;30;0;0
152;5;Gewone aandelen;2010 januari;1077;0;0;0;4;0;3;2;1;1;0;0;1;0;1041;14;1;17
153;5;Gewone aandelen;2010 februari;849;0;0;0;10;0;0;0;0;0;0;0;10;0;826;2;0;11
154;5;Gewone aandelen;2010 maart;1911;0;0;0;107;0;21;19;0;2;0;0;87;0;1197;602;1;4
155;5;Gewone aandelen;2010 april;1726;0;0;0;381;0;330;0;330;0;0;0;51;0;1311;14;0;20
156;5;Gewone aandelen;2010 mei;1399;0;0;0;238;0;73;15;56;2;0;65;83;17;1145;13;0;3
157;5;Gewone aandelen;2010 juni;5109;15;0;15;3854;0;3161;3153;8;0;536;0;149;8;1111;120;0;8
158;5;Gewone aandelen;2010 juli;1168;0;0;0;23;0;8;8;0;0;0;0;15;0;1143;0;0;1
159;5;Gewone aandelen;2010 augustus;1115;27;0;27;64;0;0;0;0;0;0;53;11;0;1024;0;0;0
160;5;Gewone aandelen;2010 september;1317;13;0;13;26;0;0;0;0;0;0;0;20;5;1265;1;0;12
161;5;Gewone aandelen;2010 oktober;1935;0;0;0;37;0;15;15;0;0;0;0;22;0;1853;7;0;38
162;5;Gewone aandelen;2010 november;1530;0;0;0;1;0;0;0;0;0;0;0;1;0;1526;0;1;1
163;5;Gewone aandelen;2010 december;3934;0;0;0;541;434;7;7;0;0;0;79;21;0;1347;39;5;2001
164;5;Gewone aandelen;2011 januari;2367;0;0;0;6;0;4;4;0;0;0;0;1;0;1665;3;0;694
165;5;Gewone aandelen;2011 februari;1608;0;0;0;59;0;15;0;13;1;0;0;4;40;1037;33;0;479
166;5;Gewone aandelen;2011 maart;3097;903;0;903;870;790;1;1;0;0;0;71;8;0;1316;8;0;0
167;5;Gewone aandelen;2011 april;1340;0;0;0;76;0;2;0;2;0;0;0;71;2;1226;0;0;38
168;5;Gewone aandelen;2011 mei;3166;0;0;0;648;0;601;43;490;67;32;0;0;15;2369;82;0;67
169;5;Gewone aandelen;2011 juni;1939;29;0;29;784;604;64;33;31;0;86;0;29;0;1124;2;0;0
170;5;Gewone aandelen;2011 juli;1352;73;73;0;201;0;47;0;47;0;0;0;154;0;773;0;0;305
171;5;Gewone aandelen;2011 augustus;1345;14;0;14;69;0;15;13;0;2;0;52;2;0;1240;4;0;18
172;5;Gewone aandelen;2011 september;1489;1;1;0;590;559;13;9;0;4;0;0;14;4;897;0;0;1
173;5;Gewone aandelen;2011 oktober;1175;0;0;0;37;0;31;0;0;31;0;0;6;0;1127;1;0;10
174;5;Gewone aandelen;2011 november;1238;0;0;0;40;0;0;0;0;0;0;0;40;0;1194;0;3;1
175;5;Gewone aandelen;2011 december;1952;0;0;0;804;691;113;4;0;109;0;0;0;0;1109;39;0;0
176;5;Gewone aandelen;2012 januari;1198;0;0;0;8;0;3;3;0;1;0;0;5;0;1185;2;0;3
177;5;Gewone aandelen;2012 februari;1249;0;0;0;2;0;0;0;0;0;0;0;2;0;1247;0;0;0
178;5;Gewone aandelen;2012 maart;2327;19;0;19;838;754;1;0;0;1;0;7;35;40;1468;2;0;0
179;5;Gewone aandelen;2012 april;910;0;0;0;72;0;34;34;0;0;0;0;39;0;797;25;0;16
180;5;Gewone aandelen;2012 mei;1273;0;0;0;570;0;425;0;422;3;54;1;90;0;672;31;0;0
181;5;Gewone aandelen;2012 juni;1855;136;0;136;892;505;67;41;26;0;101;200;8;11;815;12;0;0
182;5;Gewone aandelen;2012 juli;1848;0;0;0;25;0;17;13;3;0;0;0;8;0;1669;133;0;20
183;5;Gewone aandelen;2012 augustus;1282;37;0;37;398;0;385;0;0;385;0;0;13;0;826;0;0;20
184;5;Gewone aandelen;2012 september;1719;123;0;123;636;634;0;0;0;0;0;0;1;0;954;7;0;0
185;5;Gewone aandelen;2012 oktober;2053;0;0;0;39;0;24;9;15;0;0;0;10;5;2001;1;0;12
186;5;Gewone aandelen;2012 november;5026;0;0;0;3864;0;3854;0;3854;0;0;0;2;8;1162;0;0;0
187;5;Gewone aandelen;2012 december;3017;0;0;0;1213;912;294;3;291;0;0;1;6;0;1795;8;0;1
188;5;Gewone aandelen;2013 januari;4749;2;2;0;404;0;0;0;0;0;320;0;80;4;2469;1;0;1873
189;5;Gewone aandelen;2013 februari;1174;0;0;0;1;0;0;0;0;0;0;0;1;0;1172;0;0;0
190;5;Gewone aandelen;2013 maart;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
191;5;Gewone aandelen;2013 april;2027;0;0;0;370;0;210;19;190;0;0;0;160;0;1513;2;0;142
192;5;Gewone aandelen;2013 mei;7273;23;23;0;5576;0;2541;7;2364;170;2;3015;19;0;1673;0;0;0
193;5;Gewone aandelen;2013 juni;3765;187;0;187;1354;625;520;34;383;103;116;0;93;0;1791;124;0;308
194;5;Gewone aandelen;2013 juli;2611;92;0;92;526;0;5;5;0;0;499;0;22;0;1945;40;0;6
195;5;Gewone aandelen;2013 augustus;1907;0;0;0;18;0;1;0;1;0;13;4;0;0;1883;6;0;0
196;5;Gewone aandelen;2013 september;2442;221;0;221;999;941;54;9;0;45;0;0;2;2;1118;56;47;0
197;5;Gewone aandelen;2013 oktober;2477;6;5;1;37;0;0;0;0;0;0;0;13;23;2414;18;0;2
198;5;Gewone aandelen;2013 november;2075;0;0;0;93;0;0;0;0;0;85;0;5;3;1679;303;0;0
199;5;Gewone aandelen;2013 december;1917;5;0;5;950;910;35;0;9;26;0;0;5;0;930;32;0;0
200;5;Gewone aandelen;2014 januari;9572;2;0;2;41;0;0;0;0;0;0;0;41;0;9505;6;0;18
201;5;Gewone aandelen;2014 februari;3281;0;0;0;7;0;0;0;0;0;0;0;7;0;2317;100;856;0
202;5;Gewone aandelen;2014 maart;2420;2;0;2;990;967;0;0;0;0;0;0;23;1;1410;15;0;3
203;5;Gewone aandelen;2014 april;466;111;0;111;1;0;0;0;0;0;0;0;0;0;259;15;0;80
204;5;Gewone aandelen;2014 mei;1047;0;0;0;181;0;43;39;4;0;1;10;127;0;855;11;0;0
205;5;Gewone aandelen;2014 juni;3135;170;0;170;1747;751;585;12;420;153;104;0;37;270;160;83;974;0
206;5;Gewone aandelen;2014 juli;1250;1;0;1;246;0;104;0;17;88;30;0;92;20;118;9;780;97
207;5;Gewone aandelen;2014 augustus;252;0;0;0;38;0;1;0;1;0;0;12;25;0;209;4;0;1
208;5;Gewone aandelen;2014 september;4283;153;1;151;73;0;72;12;15;45;0;0;1;0;4055;1;1;0
209;5;Gewone aandelen;2014 oktober;5350;2;2;0;42;0;2;0;2;0;0;0;40;0;248;10;1;5046
210;5;Gewone aandelen;2014 november;543;0;0;0;249;0;75;0;75;0;0;0;174;0;287;7;0;0
211;5;Gewone aandelen;2014 december;1344;2;2;0;38;0;31;0;0;31;6;0;0;0;749;555;1;0
212;5;Gewone aandelen;2015 januari;250;1;1;0;24;0;23;0;23;0;0;0;1;0;153;68;0;4
213;5;Gewone aandelen;2015 februari;759;0;0;0;139;0;131;129;3;0;0;0;6;2;538;3;46;33
214;5;Gewone aandelen;2015 maart;1065;341;3;339;106;0;103;100;4;0;0;0;3;0;604;0;2;10
215;5;Gewone aandelen;2015 april;1339;3;0;3;12;0;0;0;0;0;0;0;12;0;573;5;13;733
216;5;Gewone aandelen;2015 mei;3196;41;41;0;285;0;14;14;0;0;21;8;156;85;2338;170;1;360
217;5;Gewone aandelen;2015 juni;1992;112;5;107;1525;656;667;1;453;214;148;0;52;2;90;259;1;5
218;5;Gewone aandelen;2015 juli;514;187;0;187;49;0;15;0;15;0;0;0;35;0;224;7;0;47
219;5;Gewone aandelen;2015 augustus;514;0;0;0;3;0;0;0;0;0;0;0;3;0;488;5;0;17
220;5;Gewone aandelen;2015 september;1118;156;0;156;695;642;44;0;0;44;0;0;0;10;264;1;0;1
221;5;Gewone aandelen;2015 oktober;2628;512;468;43;10;0;7;7;0;0;0;0;2;1;450;39;1612;6
222;5;Gewone aandelen;2015 november;304;0;0;0;1;0;0;0;0;0;0;0;1;0;239;5;44;14
223;5;Gewone aandelen;2015 december;1567;0;0;0;1248;1156;36;0;1;35;48;0;6;2;291;27;0;1
224;5;Gewone aandelen;2016 januari;757;0;0;0;12;0;0;0;0;0;0;0;12;0;597;1;0;147
225;5;Gewone aandelen;2016 februari;4612;0;0;0;4399;4396;1;0;1;0;0;0;1;0;210;4;0;0
226;5;Gewone aandelen;2016 maart;1578;0;0;0;1369;1362;4;0;4;0;0;0;3;0;175;19;0;15
227;5;Gewone aandelen;2016 april;5469;654;5;649;9;0;0;0;0;0;0;0;9;0;1798;149;5;2855
228;5;Gewone aandelen;2016 mei;892;45;45;0;63;0;24;10;14;0;3;5;31;0;201;25;164;394
229;5;Gewone aandelen;2016 juni;2623;394;122;272;2220;1124;580;0;385;195;145;0;370;0;9;0;0;0
230;5;Gewone aandelen;2016 juli;337;7;7;0;48;0;1;0;1;0;0;0;47;0;281;1;0;0
231;5;Gewone aandelen;2016 augustus;128;0;0;0;44;0;36;0;0;36;0;0;8;0;82;1;0;1
232;5;Overige aandelen;2007 januari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
233;5;Overige aandelen;2007 februari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
234;5;Overige aandelen;2007 maart;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
235;5;Overige aandelen;2007 april;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
236;5;Overige aandelen;2007 mei;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
