ID;Vervoerwijzen;RegioS;Perioden;Reizigerskilometers_1
249;Auto (bestuurder);Zeeland (PV);2011;2.5
250;Auto (bestuurder);Zeeland (PV);2012;2.6
251;Auto (bestuurder);Zeeland (PV);2013;2.6
252;Auto (bestuurder);Zeeland (PV);2014;2.5
253;Auto (bestuurder);Zeeland (PV);2015;2.3
254;Auto (bestuurder);Zeeland (PV);2016;2.2
255;Auto (bestuurder);Zeeland (PV);2017;2.1
256;Auto (bestuurder);Noord-Brabant (PV);2010;15.0
257;Auto (bestuurder);Noord-Brabant (PV);2011;16.1
258;Auto (bestuurder);Noord-Brabant (PV);2012;15.2
259;Auto (bestuurder);Noord-Brabant (PV);2013;15.8
260;Auto (bestuurder);Noord-Brabant (PV);2014;15.8
261;Auto (bestuurder);Noord-Brabant (PV);2015;15.3
262;Auto (bestuurder);Noord-Brabant (PV);2016;15.7
263;Auto (bestuurder);Noord-Brabant (PV);2017;15.7
264;Auto (bestuurder);Limburg (PV);2010;6.2
265;Auto (bestuurder);Limburg (PV);2011;6.5
266;Auto (bestuurder);Limburg (PV);2012;5.9
267;Auto (bestuurder);Limburg (PV);2013;6.7
268;Auto (bestuurder);Limburg (PV);2014;6.1
269;Auto (bestuurder);Limburg (PV);2015;6.2
270;Auto (bestuurder);Limburg (PV);2016;6.1
271;Auto (bestuurder);Limburg (PV);2017;6.7
272;Auto (passagier);Nederland;2010;48.8
273;Auto (passagier);Nederland;2011;43.9
274;Auto (passagier);Nederland;2012;42.9
275;Auto (passagier);Nederland;2013;46.2
276;Auto (passagier);Nederland;2014;45.7
277;Auto (passagier);Nederland;2015;42.2
278;Auto (passagier);Nederland;2016;43.1
279;Auto (passagier);Nederland;2017;42.7
280;Auto (passagier);Noord-Nederland (LD);2010;6.3
281;Auto (passagier);Noord-Nederland (LD);2011;5.2
282;Auto (passagier);Noord-Nederland (LD);2012;4.7
283;Auto (passagier);Noord-Nederland (LD);2013;5.8
284;Auto (passagier);Noord-Nederland (LD);2014;5.1
285;Auto (passagier);Noord-Nederland (LD);2015;5.2
286;Auto (passagier);Noord-Nederland (LD);2016;5.0
287;Auto (passagier);Noord-Nederland (LD);2017;4.7
288;Auto (passagier);Oost-Nederland (LD);2010;11.0
289;Auto (passagier);Oost-Nederland (LD);2011;9.9
290;Auto (passagier);Oost-Nederland (LD);2012;8.9
291;Auto (passagier);Oost-Nederland (LD);2013;9.7
292;Auto (passagier);Oost-Nederland (LD);2014;10.3
293;Auto (passagier);Oost-Nederland (LD);2015;9.7
294;Auto (passagier);Oost-Nederland (LD);2016;10.0
295;Auto (passagier);Oost-Nederland (LD);2017;9.9
296;Auto (passagier);West-Nederland (LD);2010;21.3
297;Auto (passagier);West-Nederland (LD);2011;19.5
298;Auto (passagier);West-Nederland (LD);2012;20.3
299;Auto (passagier);West-Nederland (LD);2013;19.5
300;Auto (passagier);West-Nederland (LD);2014;20.6
301;Auto (passagier);West-Nederland (LD);2015;18.8
302;Auto (passagier);West-Nederland (LD);2016;19.9
303;Auto (passagier);West-Nederland (LD);2017;19.4
304;Auto (passagier);Zuid-Nederland (LD);2010;10.2
305;Auto (passagier);Zuid-Nederland (LD);2011;9.3
306;Auto (passagier);Zuid-Nederland (LD);2012;9.0
307;Auto (passagier);Zuid-Nederland (LD);2013;11.2
308;Auto (passagier);Zuid-Nederland (LD);2014;9.6
309;Auto (passagier);Zuid-Nederland (LD);2015;8.5
310;Auto (passagier);Zuid-Nederland (LD);2016;8.2
311;Auto (passagier);Zuid-Nederland (LD);2017;8.6
312;Auto (passagier);Groningen (PV);2010;2.4
313;Auto (passagier);Groningen (PV);2011;1.7
314;Auto (passagier);Groningen (PV);2012;1.5
315;Auto (passagier);Groningen (PV);2013;2.0
316;Auto (passagier);Groningen (PV);2014;1.7
317;Auto (passagier);Groningen (PV);2015;1.8
318;Auto (passagier);Groningen (PV);2016;1.9
319;Auto (passagier);Groningen (PV);2017;1.9
320;Auto (passagier);Friesland (PV);2010;2.2
321;Auto (passagier);Friesland (PV);2011;1.7
322;Auto (passagier);Friesland (PV);2012;1.8
323;Auto (passagier);Friesland (PV);2013;2.1
324;Auto (passagier);Friesland (PV);2014;1.8
325;Auto (passagier);Friesland (PV);2015;1.9
326;Auto (passagier);Friesland (PV);2016;1.8
327;Auto (passagier);Friesland (PV);2017;1.6
328;Auto (passagier);Drenthe (PV);2010;1.8
329;Auto (passagier);Drenthe (PV);2011;1.7
330;Auto (passagier);Drenthe (PV);2012;1.4
331;Auto (passagier);Drenthe (PV);2013;1.7
332;Auto (passagier);Drenthe (PV);2014;1.7
333;Auto (passagier);Drenthe (PV);2015;1.5
334;Auto (passagier);Drenthe (PV);2016;1.4
335;Auto (passagier);Drenthe (PV);2017;1.2
336;Auto (passagier);Overijssel (PV);2010;3.1
337;Auto (passagier);Overijssel (PV);2011;2.7
338;Auto (passagier);Overijssel (PV);2012;2.7
339;Auto (passagier);Overijssel (PV);2013;3.0
340;Auto (passagier);Overijssel (PV);2014;3.1
341;Auto (passagier);Overijssel (PV);2015;2.8
342;Auto (passagier);Overijssel (PV);2016;3.1
343;Auto (passagier);Overijssel (PV);2017;2.8
344;Auto (passagier);Flevoland (PV);2010;1.5
345;Auto (passagier);Flevoland (PV);2011;1.3
346;Auto (passagier);Flevoland (PV);2012;1.3
347;Auto (passagier);Flevoland (PV);2013;1.1
348;Auto (passagier);Flevoland (PV);2014;1.4
349;Auto (passagier);Flevoland (PV);2015;1.5
350;Auto (passagier);Flevoland (PV);2016;1.3
351;Auto (passagier);Flevoland (PV);2017;1.5
352;Auto (passagier);Gelderland (PV);2010;6.4
353;Auto (passagier);Gelderland (PV);2011;5.9
354;Auto (passagier);Gelderland (PV);2012;4.8
355;Auto (passagier);Gelderland (PV);2013;5.5
356;Auto (passagier);Gelderland (PV);2014;5.8
357;Auto (passagier);Gelderland (PV);2015;5.4
358;Auto (passagier);Gelderland (PV);2016;5.6
359;Auto (passagier);Gelderland (PV);2017;5.6
360;Auto (passagier);Utrecht (PV);2010;3.4
361;Auto (passagier);Utrecht (PV);2011;3.0
362;Auto (passagier);Utrecht (PV);2012;3.5
363;Auto (passagier);Utrecht (PV);2013;3.7
364;Auto (passagier);Utrecht (PV);2014;3.2
365;Auto (passagier);Utrecht (PV);2015;3.3
366;Auto (passagier);Utrecht (PV);2016;3.2
367;Auto (passagier);Utrecht (PV);2017;3.0
368;Auto (passagier);Noord-Holland (PV);2010;7.0
369;Auto (passagier);Noord-Holland (PV);2011;6.9
370;Auto (passagier);Noord-Holland (PV);2012;6.2
371;Auto (passagier);Noord-Holland (PV);2013;6.0
372;Auto (passagier);Noord-Holland (PV);2014;7.2
373;Auto (passagier);Noord-Holland (PV);2015;6.4
374;Auto (passagier);Noord-Holland (PV);2016;6.7
375;Auto (passagier);Noord-Holland (PV);2017;6.4
376;Auto (passagier);Zuid-Holland (PV);2010;9.7
377;Auto (passagier);Zuid-Holland (PV);2011;8.4
378;Auto (passagier);Zuid-Holland (PV);2012;9.4
379;Auto (passagier);Zuid-Holland (PV);2013;8.4
380;Auto (passagier);Zuid-Holland (PV);2014;9.2
381;Auto (passagier);Zuid-Holland (PV);2015;8.3
382;Auto (passagier);Zuid-Holland (PV);2016;8.7
383;Auto (passagier);Zuid-Holland (PV);2017;8.9
384;Auto (passagier);Zeeland (PV);2010;1.3
385;Auto (passagier);Zeeland (PV);2011;1.1
386;Auto (passagier);Zeeland (PV);2012;1.2
387;Auto (passagier);Zeeland (PV);2013;1.2
388;Auto (passagier);Zeeland (PV);2014;1.0
389;Auto (passagier);Zeeland (PV);2015;0.9
390;Auto (passagier);Zeeland (PV);2016;1.3
391;Auto (passagier);Zeeland (PV);2017;1.1
392;Auto (passagier);Noord-Brabant (PV);2010;7.3
393;Auto (passagier);Noord-Brabant (PV);2011;6.9
394;Auto (passagier);Noord-Brabant (PV);2012;6.7
395;Auto (passagier);Noord-Brabant (PV);2013;8.0
396;Auto (passagier);Noord-Brabant (PV);2014;7.2
397;Auto (passagier);Noord-Brabant (PV);2015;6.1
398;Auto (passagier);Noord-Brabant (PV);2016;6.0
399;Auto (passagier);Noord-Brabant (PV);2017;6.0
400;Auto (passagier);Limburg (PV);2010;2.9
401;Auto (passagier);Limburg (PV);2011;2.5
402;Auto (passagier);Limburg (PV);2012;2.3
403;Auto (passagier);Limburg (PV);2013;3.3
404;Auto (passagier);Limburg (PV);2014;2.4
405;Auto (passagier);Limburg (PV);2015;2.4
406;Auto (passagier);Limburg (PV);2016;2.2
407;Auto (passagier);Limburg (PV);2017;2.7
408;Trein;Nederland;2010;14.6
409;Trein;Nederland;2011;16.5
410;Trein;Nederland;2012;16.1
411;Trein;Nederland;2013;17.7
412;Trein;Nederland;2014;16.2
413;Trein;Nederland;2015;15.8
414;Trein;Nederland;2016;16.9
415;Trein;Nederland;2017;17.8
416;Trein;Noord-Nederland (LD);2010;1.3
417;Trein;Noord-Nederland (LD);2011;1.5
418;Trein;Noord-Nederland (LD);2012;1.6
419;Trein;Noord-Nederland (LD);2013;1.4
420;Trein;Noord-Nederland (LD);2014;1.5
421;Trein;Noord-Nederland (LD);2015;1.3
422;Trein;Noord-Nederland (LD);2016;1.3
423;Trein;Noord-Nederland (LD);2017;1.5
424;Trein;Oost-Nederland (LD);2010;3.2
425;Trein;Oost-Nederland (LD);2011;3.3
426;Trein;Oost-Nederland (LD);2012;3.0
427;Trein;Oost-Nederland (LD);2013;3.2
428;Trein;Oost-Nederland (LD);2014;4.1
429;Trein;Oost-Nederland (LD);2015;3.6
430;Trein;Oost-Nederland (LD);2016;4.2
431;Trein;Oost-Nederland (LD);2017;3.9
432;Trein;West-Nederland (LD);2010;7.6
433;Trein;West-Nederland (LD);2011;8.1
434;Trein;West-Nederland (LD);2012;8.6
435;Trein;West-Nederland (LD);2013;9.9
436;Trein;West-Nederland (LD);2014;7.6
437;Trein;West-Nederland (LD);2015;7.8
438;Trein;West-Nederland (LD);2016;8.4
439;Trein;West-Nederland (LD);2017;9.3
440;Trein;Zuid-Nederland (LD);2010;2.5
441;Trein;Zuid-Nederland (LD);2011;3.6
442;Trein;Zuid-Nederland (LD);2012;2.9
443;Trein;Zuid-Nederland (LD);2013;3.2
444;Trein;Zuid-Nederland (LD);2014;2.9
445;Trein;Zuid-Nederland (LD);2015;3.1
446;Trein;Zuid-Nederland (LD);2016;2.9
447;Trein;Zuid-Nederland (LD);2017;3.0
448;Trein;Groningen (PV);2010;0.6
449;Trein;Groningen (PV);2011;0.8
450;Trein;Groningen (PV);2012;0.8
451;Trein;Groningen (PV);2013;0.6
452;Trein;Groningen (PV);2014;0.7
453;Trein;Groningen (PV);2015;0.6
454;Trein;Groningen (PV);2016;0.7
455;Trein;Groningen (PV);2017;0.7
456;Trein;Friesland (PV);2010;0.4
457;Trein;Friesland (PV);2011;0.2
458;Trein;Friesland (PV);2012;0.5
459;Trein;Friesland (PV);2013;0.4
460;Trein;Friesland (PV);2014;0.4
461;Trein;Friesland (PV);2015;0.4
462;Trein;Friesland (PV);2016;0.3
463;Trein;Friesland (PV);2017;0.4
464;Trein;Drenthe (PV);2010;0.3
465;Trein;Drenthe (PV);2011;0.4
466;Trein;Drenthe (PV);2012;0.3
467;Trein;Drenthe (PV);2013;0.4
468;Trein;Drenthe (PV);2014;0.4
469;Trein;Drenthe (PV);2015;0.2
470;Trein;Drenthe (PV);2016;0.3
471;Trein;Drenthe (PV);2017;0.4
472;Trein;Overijssel (PV);2010;0.9
473;Trein;Overijssel (PV);2011;1.1
474;Trein;Overijssel (PV);2012;0.9
475;Trein;Overijssel (PV);2013;0.9
476;Trein;Overijssel (PV);2014;1.4
477;Trein;Overijssel (PV);2015;1.0
478;Trein;Overijssel (PV);2016;1.1
479;Trein;Overijssel (PV);2017;1.2
480;Trein;Flevoland (PV);2010;0.5
481;Trein;Flevoland (PV);2011;0.4
482;Trein;Flevoland (PV);2012;0.4
483;Trein;Flevoland (PV);2013;0.4
484;Trein;Flevoland (PV);2014;0.5
485;Trein;Flevoland (PV);2015;0.6
486;Trein;Flevoland (PV);2016;0.7
487;Trein;Flevoland (PV);2017;0.7
488;Trein;Gelderland (PV);2010;1.9
489;Trein;Gelderland (PV);2011;1.7
490;Trein;Gelderland (PV);2012;1.7
491;Trein;Gelderland (PV);2013;1.8
492;Trein;Gelderland (PV);2014;2.3
493;Trein;Gelderland (PV);2015;2.0
494;Trein;Gelderland (PV);2016;2.4
495;Trein;Gelderland (PV);2017;2.1
496;Trein;Utrecht (PV);2010;1.4
497;Trein;Utrecht (PV);2011;1.5
498;Trein;Utrecht (PV);2012;1.7
499;Trein;Utrecht (PV);2013;1.9
500;Trein;Utrecht (PV);2014;1.7
501;Trein;Utrecht (PV);2015;1.6
502;Trein;Utrecht (PV);2016;1.9
503;Trein;Utrecht (PV);2017;2.3
504;Trein;Noord-Holland (PV);2010;3.1
505;Trein;Noord-Holland (PV);2011;3.0
506;Trein;Noord-Holland (PV);2012;3.2
507;Trein;Noord-Holland (PV);2013;3.5
508;Trein;Noord-Holland (PV);2014;2.7
509;Trein;Noord-Holland (PV);2015;3.1
510;Trein;Noord-Holland (PV);2016;3.0
511;Trein;Noord-Holland (PV);2017;3.3
512;Trein;Zuid-Holland (PV);2010;2.9
513;Trein;Zuid-Holland (PV);2011;3.4
514;Trein;Zuid-Holland (PV);2012;3.5
515;Trein;Zuid-Holland (PV);2013;4.1
516;Trein;Zuid-Holland (PV);2014;3.0
517;Trein;Zuid-Holland (PV);2015;3.1
518;Trein;Zuid-Holland (PV);2016;3.4
519;Trein;Zuid-Holland (PV);2017;3.4
520;Trein;Zeeland (PV);2010;0.2
521;Trein;Zeeland (PV);2011;0.2
522;Trein;Zeeland (PV);2012;0.2
523;Trein;Zeeland (PV);2013;0.3
524;Trein;Zeeland (PV);2014;0.2
525;Trein;Zeeland (PV);2015;0.1
526;Trein;Zeeland (PV);2016;0.1
527;Trein;Zeeland (PV);2017;0.3
528;Trein;Noord-Brabant (PV);2010;1.5
529;Trein;Noord-Brabant (PV);2011;2.4
530;Trein;Noord-Brabant (PV);2012;2.0
531;Trein;Noord-Brabant (PV);2013;2.4
532;Trein;Noord-Brabant (PV);2014;2.0
533;Trein;Noord-Brabant (PV);2015;2.0
534;Trein;Noord-Brabant (PV);2016;1.8
535;Trein;Noord-Brabant (PV);2017;2.1
536;Trein;Limburg (PV);2010;0.9
537;Trein;Limburg (PV);2011;1.2
538;Trein;Limburg (PV);2012;0.8
539;Trein;Limburg (PV);2013;0.8
540;Trein;Limburg (PV);2014;1.0
541;Trein;Limburg (PV);2015;1.1
542;Trein;Limburg (PV);2016;1.2
543;Trein;Limburg (PV);2017;0.9
544;Bus/tram/metro;Nederland;2010;5.7
545;Bus/tram/metro;Nederland;2011;5.9
546;Bus/tram/metro;Nederland;2012;5.3
