ID;Mestsoorten;HoeveelheidMestEnMineralenInDeMest;Perioden;TotaalGetransporteerdMestaanbod_1;MestafvoerDoorLandbouwbedrijven_2;MestafvoerDoorMestverwerkers_3;MestaanvoerUitHetBuitenland_4;TotaalGetransporteerdeMestafzet_5;MestaanvoerDoorLandbouwbedrijven_6;MestaanvoerDoorMestverwerkers_7;MestafvoerNaarHetBuitenland_8;TotaalMesttransportsaldo_9;SaldoMesttransportMestverwerkers_10;SaldoMesttransportBuitenland_11;Balansverschil_12
159;Dunne mest rundvee;Kali in getransporteerde mest;2013;41.4;40.8;0.0;0.6;36.6;35.6;0.1;1.0;5.2;0.1;0.4;4.8
160;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;1994;1338.3;1332.4;1.8;4.1;1292.3;709.1;571.1;12.1;623.3;569.3;8.0;46.0
161;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;1995;1335.3;1334.1;0.4;0.8;1282.1;638.7;639.8;3.6;695.5;639.4;2.7;53.3
162;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;1996;1315.3;1314.0;0.6;0.6;1252.7;594.5;656.2;2.0;719.6;655.6;1.4;62.6
163;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;1997;1206.4;1206.4;;;1053.4;588.4;465.0;0.0;618.0;465.0;;153.0
164;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;1998;1261.1;1259.9;0.0;1.2;1289.4;580.8;708.5;0.1;679.2;708.5;-1.0;-28.3
165;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;1999;1294.1;1288.4;0.0;5.8;1315.5;623.2;688.7;3.6;665.2;688.7;-2.1;-21.4
166;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;2000;1261.9;1252.8;0.0;9.1;1278.8;565.9;700.8;12.1;686.9;700.8;3.0;-16.9
167;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;2001;1241.1;1240.5;0.0;0.5;1210.7;568.7;632.0;10.0;671.8;632.0;9.4;30.4
168;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;2002;1184.3;1180.8;0.0;3.6;1158.1;580.3;575.3;2.5;600.5;575.3;-1.1;26.3
169;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;2003;1175.4;1174.0;0.0;1.5;1111.3;561.3;542.0;8.0;612.7;542.0;6.5;64.2
170;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;2004;1159.1;1157.6;0.0;1.5;1082.8;533.7;541.0;8.0;623.9;541.0;6.5;76.4
171;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;2005;1230.7;1229.8;0.0;0.9;1187.3;583.6;601.3;2.3;646.1;601.3;1.4;43.3
172;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;2006;1366.6;1365.6;0.0;1.0;1295.2;647.0;645.6;2.6;718.6;645.6;1.6;71.5
173;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;2007;1484.2;1483.2;0.0;1.0;1389.5;708.1;673.0;8.3;775.1;673.0;7.4;94.7
174;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;2008;1281.6;1280.7;0.0;0.9;1488.7;790.5;690.0;8.2;490.2;690.0;7.3;-207.1
175;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;2009;1696.0;1694.6;0.0;1.4;1574.3;884.0;682.5;7.9;810.6;682.5;6.5;121.6
176;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;2010;1767.5;1766.3;0.0;1.1;1626.4;914.6;705.1;6.6;851.7;705.1;5.5;141.1
177;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;2011;1763.1;1762.5;0.0;0.6;1608.0;917.0;684.3;6.7;845.5;684.3;6.0;155.1
178;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;2012;1835.3;1833.9;0.0;1.3;1631.4;953.1;669.0;9.2;880.8;669.0;7.9;203.9
179;Dunne mest vleeskalveren;Hoeveelheid getransporteerde mest;2013;1860.5;1859.4;0.0;1.1;1639.4;958.3;664.4;16.7;901.1;664.4;15.7;221.1
180;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;1994;;;;;;;;;;;;
181;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;1995;;;;;;;;;;;;
182;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;1996;;;;;;;;;;;;
183;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;1997;;;;;;;;0.0;;;;
184;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;1998;;;0.0;;;;;;;;;
185;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;1999;3.8;3.8;0.0;0.0;3.8;2.0;1.7;0.0;1.8;1.7;0.0;0.0
186;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;2000;3.7;3.6;0.0;0.0;3.7;1.8;1.8;0.0;1.8;1.8;0.0;0.0
187;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;2001;3.7;3.7;0.0;0.0;3.6;1.9;1.7;0.0;1.9;1.7;0.0;0.1
188;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;2002;3.6;3.5;0.0;0.0;3.5;1.9;1.6;0.0;1.6;1.6;0.0;0.1
189;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;2003;3.6;3.6;0.0;0.0;3.3;1.8;1.5;0.0;1.7;1.5;0.0;0.2
190;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;2004;3.7;3.6;0.0;0.0;3.3;1.8;1.5;0.0;1.8;1.5;0.0;0.3
191;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;2005;3.9;3.9;0.0;0.0;3.6;2.1;1.5;0.0;1.8;1.5;0.0;0.4
192;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;2006;4.2;4.2;0.0;0.0;3.9;2.2;1.7;0.0;2.0;1.7;0.0;0.3
193;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;2007;5.0;5.0;0.0;0.0;4.6;2.7;1.8;0.1;2.2;1.8;0.0;0.4
194;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;2008;4.6;4.6;0.0;0.0;5.0;3.1;1.9;0.1;1.5;1.9;0.1;-0.4
195;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;2009;6.4;6.4;0.0;0.0;5.9;4.0;1.9;0.1;2.5;1.9;0.1;0.5
196;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;2010;6.6;6.6;0.0;0.0;6.1;4.1;2.0;0.1;2.5;2.0;0.1;0.5
197;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;2011;6.7;6.7;0.0;0.0;6.3;4.2;2.0;0.1;2.5;2.0;0.1;0.5
198;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;2012;7.3;7.3;0.0;0.0;6.6;4.5;2.0;0.1;2.8;2.0;0.1;0.7
199;Dunne mest vleeskalveren;Stikstof in getransporteerde mest;2013;7.8;7.8;0.0;0.0;6.9;4.7;2.0;0.2;3.1;2.0;0.2;0.9
200;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;1994;;;;;;;;;;;;
201;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;1995;;;;;;;;;;;;
202;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;1996;;;;;;;;;;;;
203;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;1997;;;;;;;;0.0;;;;
204;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;1998;;;0.0;;;;;;;;;
205;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;1999;2.0;2.0;0.0;0.0;2.1;1.1;0.9;0.0;0.9;0.9;0.0;0.0
206;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;2000;1.9;1.9;0.0;0.0;1.9;1.0;0.9;0.0;0.9;0.9;0.0;0.0
207;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;2001;2.0;2.0;0.0;0.0;1.9;1.0;0.9;0.0;0.9;0.9;0.0;0.0
208;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;2002;2.0;2.0;0.0;0.0;2.0;1.1;0.8;0.0;0.9;0.8;0.0;0.0
209;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;2003;2.0;2.0;0.0;0.0;1.9;1.1;0.8;0.0;0.9;0.8;0.0;0.1
210;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;2004;1.9;1.9;0.0;0.0;1.8;1.0;0.8;0.0;0.9;0.8;0.0;0.1
211;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;2005;2.1;2.1;0.0;0.0;2.1;1.3;0.8;0.0;0.8;0.8;0.0;-0.1
212;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;2006;2.1;2.1;0.0;0.0;1.9;1.1;0.8;0.0;1.0;0.8;0.0;0.2
213;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;2007;2.5;2.5;0.0;0.0;2.3;1.3;0.9;0.0;1.1;0.9;0.0;0.2
214;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;2008;2.2;2.2;0.0;0.0;2.4;1.5;0.9;0.0;0.7;0.9;0.0;-0.2
215;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;2009;3.0;3.0;0.0;0.0;2.7;1.7;1.0;0.0;1.2;1.0;0.0;0.3
216;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;2010;2.9;2.9;0.0;0.0;2.6;1.7;0.9;0.0;1.2;0.9;0.0;0.3
217;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;2011;2.9;2.9;0.0;0.0;2.6;1.7;0.9;0.0;1.2;0.9;0.0;0.3
218;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;2012;3.0;3.0;0.0;0.0;2.7;1.8;0.9;0.1;1.3;0.9;0.0;0.4
219;Dunne mest vleeskalveren;Fosfaat in getransporteerde mest;2013;3.1;3.1;0.0;0.0;2.7;1.8;0.8;0.1;1.3;0.8;0.1;0.4
220;Dunne mest vleeskalveren;Kali in getransporteerde mest;1994;;;;;;;;;;;;
221;Dunne mest vleeskalveren;Kali in getransporteerde mest;1995;;;;;;;;;;;;
222;Dunne mest vleeskalveren;Kali in getransporteerde mest;1996;;;;;;;;;;;;
223;Dunne mest vleeskalveren;Kali in getransporteerde mest;1997;;;;;;;;0.0;;;;
224;Dunne mest vleeskalveren;Kali in getransporteerde mest;1998;;;0.0;;;;;;;;;
225;Dunne mest vleeskalveren;Kali in getransporteerde mest;1999;6.1;6.1;0.0;0.0;5.6;2.9;2.7;0.0;3.1;2.7;0.0;0.5
226;Dunne mest vleeskalveren;Kali in getransporteerde mest;2000;6.1;6.0;0.0;0.0;5.8;2.7;3.1;0.1;3.3;3.1;0.0;0.2
227;Dunne mest vleeskalveren;Kali in getransporteerde mest;2001;6.0;6.0;0.0;0.0;5.8;2.7;3.0;0.0;3.2;3.0;0.0;0.1
228;Dunne mest vleeskalveren;Kali in getransporteerde mest;2002;5.4;5.4;0.0;0.0;5.3;2.7;2.6;0.0;2.8;2.6;0.0;0.1
229;Dunne mest vleeskalveren;Kali in getransporteerde mest;2003;5.4;5.4;0.0;0.0;5.1;2.6;2.5;0.0;2.8;2.5;0.0;0.3
230;Dunne mest vleeskalveren;Kali in getransporteerde mest;2004;5.6;5.6;0.0;0.0;5.3;2.6;2.6;0.0;3.0;2.6;0.0;0.4
231;Dunne mest vleeskalveren;Kali in getransporteerde mest;2005;6.2;6.1;0.0;0.0;5.6;2.9;2.6;0.0;3.2;2.6;0.0;0.6
232;Dunne mest vleeskalveren;Kali in getransporteerde mest;2006;7.0;7.0;0.0;0.0;6.6;3.3;3.3;0.0;3.7;3.3;0.0;0.4
233;Dunne mest vleeskalveren;Kali in getransporteerde mest;2007;7.8;7.8;0.0;0.0;7.3;3.7;3.5;0.0;4.1;3.5;0.0;0.5
234;Dunne mest vleeskalveren;Kali in getransporteerde mest;2008;6.6;6.6;0.0;0.0;7.7;4.1;3.6;0.0;2.5;3.6;0.0;-1.1
235;Dunne mest vleeskalveren;Kali in getransporteerde mest;2009;9.0;9.0;0.0;0.0;8.3;4.7;3.6;0.0;4.3;3.6;0.0;0.6
236;Dunne mest vleeskalveren;Kali in getransporteerde mest;2010;9.9;9.9;0.0;0.0;9.1;5.1;4.0;0.0;4.8;4.0;0.0;0.8
237;Dunne mest vleeskalveren;Kali in getransporteerde mest;2011;10.8;10.8;0.0;0.0;9.5;5.6;3.8;0.0;5.2;3.8;0.0;1.3
238;Dunne mest vleeskalveren;Kali in getransporteerde mest;2012;9.3;9.3;0.0;0.0;8.3;4.8;3.4;0.0;4.5;3.4;0.0;1.0
239;Dunne mest vleeskalveren;Kali in getransporteerde mest;2013;9.0;9.0;0.0;0.0;8.1;4.6;3.4;0.1;4.3;3.4;0.1;0.9
240;Vaste pluimveemest;Hoeveelheid getransporteerde mest;1994;1003.5;995.3;3.7;4.5;997.4;465.9;59.8;471.8;529.4;56.2;467.2;6.0
241;Vaste pluimveemest;Hoeveelheid getransporteerde mest;1995;1029.0;1006.7;2.7;19.6;995.5;480.9;20.9;493.6;525.7;18.2;474.1;33.5
242;Vaste pluimveemest;Hoeveelheid getransporteerde mest;1996;1110.3;1057.7;5.1;47.5;1028.3;681.6;18.7;328.1;376.1;13.6;280.6;81.9
243;Vaste pluimveemest;Hoeveelheid getransporteerde mest;1997;947.4;947.4;;;882.5;652.0;;230.5;295.4;;230.5;64.9
244;Vaste pluimveemest;Hoeveelheid getransporteerde mest;1998;1061.5;1058.6;0.0;2.9;1118.3;719.5;196.2;202.6;339.1;196.2;199.7;-56.7
245;Vaste pluimveemest;Hoeveelheid getransporteerde mest;1999;1188.5;1178.2;0.0;10.3;1258.4;735.8;228.7;293.9;442.4;228.7;283.6;-70.0
246;Vaste pluimveemest;Hoeveelheid getransporteerde mest;2000;1167.6;1142.6;0.0;25.1;1140.7;580.3;143.5;416.9;562.3;143.5;391.8;27.0
247;Vaste pluimveemest;Hoeveelheid getransporteerde mest;2001;1195.3;1188.7;0.0;6.6;1164.3;532.1;156.0;476.2;656.6;156.0;469.6;31.0
248;Vaste pluimveemest;Hoeveelheid getransporteerde mest;2002;1240.1;1180.8;0.0;59.3;1202.9;487.7;167.9;547.3;693.1;167.9;488.0;37.2
249;Vaste pluimveemest;Hoeveelheid getransporteerde mest;2003;930.6;881.6;0.0;48.9;830.0;460.1;122.6;247.4;421.6;122.6;198.4;100.5
250;Vaste pluimveemest;Hoeveelheid getransporteerde mest;2004;1087.0;1031.3;0.0;55.7;1044.9;521.8;164.3;358.8;509.5;164.3;303.1;42.1
251;Vaste pluimveemest;Hoeveelheid getransporteerde mest;2005;1142.5;1073.4;0.0;69.1;1058.8;584.1;159.6;315.1;489.3;159.6;246.0;83.6
252;Vaste pluimveemest;Hoeveelheid getransporteerde mest;2006;1054.0;1024.8;0.0;29.2;1038.5;401.0;162.1;475.4;623.8;162.1;446.3;15.5
253;Vaste pluimveemest;Hoeveelheid getransporteerde mest;2007;1252.7;1229.7;0.0;23.0;1209.2;307.6;220.0;681.6;922.1;220.0;658.5;43.6
254;Vaste pluimveemest;Hoeveelheid getransporteerde mest;2008;1330.3;1308.8;0.0;21.4;1263.6;185.4;447.7;630.4;1123.4;447.7;609.0;66.7
255;Vaste pluimveemest;Hoeveelheid getransporteerde mest;2009;1398.5;1370.9;0.0;27.5;1397.4;153.7;561.6;682.1;1217.2;561.6;654.6;1.1
256;Vaste pluimveemest;Hoeveelheid getransporteerde mest;2010;1444.0;1412.1;0.0;31.8;1520.1;155.9;721.5;642.7;1256.2;721.5;610.9;-76.2
257;Vaste pluimveemest;Hoeveelheid getransporteerde mest;2011;1411.5;1382.9;0.0;28.6;1419.6;160.3;674.9;584.4;1222.6;674.9;555.8;-8.1
258;Vaste pluimveemest;Hoeveelheid getransporteerde mest;2012;1427.4;1384.7;0.0;42.7;1418.1;103.4;702.7;612.1;1281.3;702.7;569.4;9.3
259;Vaste pluimveemest;Hoeveelheid getransporteerde mest;2013;1453.0;1397.3;0.0;55.7;1411.4;112.7;695.2;603.5;1284.7;695.2;547.9;41.6
260;Vaste pluimveemest;Stikstof in getransporteerde mest;1994;;;;;;;;;;;;
261;Vaste pluimveemest;Stikstof in getransporteerde mest;1995;;;;;;;;;;;;
262;Vaste pluimveemest;Stikstof in getransporteerde mest;1996;;;;;;;;;;;;
263;Vaste pluimveemest;Stikstof in getransporteerde mest;1997;;;;;;;;;;;;
264;Vaste pluimveemest;Stikstof in getransporteerde mest;1998;;;0.0;;;;;;;;;
265;Vaste pluimveemest;Stikstof in getransporteerde mest;1999;35.5;35.2;0.0;0.3;35.5;21.4;5.9;8.3;13.8;5.9;8.0;0.0
266;Vaste pluimveemest;Stikstof in getransporteerde mest;2000;34.1;33.4;0.0;0.7;31.7;15.9;4.4;11.4;17.6;4.4;10.7;2.5
267;Vaste pluimveemest;Stikstof in getransporteerde mest;2001;33.3;33.2;0.0;0.1;31.8;13.4;4.8;13.5;19.8;4.8;13.4;1.6
268;Vaste pluimveemest;Stikstof in getransporteerde mest;2002;34.9;33.7;0.0;1.3;33.2;11.6;5.2;16.3;22.1;5.2;15.1;1.8
269;Vaste pluimveemest;Stikstof in getransporteerde mest;2003;26.3;25.2;0.0;1.0;23.3;11.7;4.0;7.6;13.6;4.0;6.6;3.0
270;Vaste pluimveemest;Stikstof in getransporteerde mest;2004;31.2;29.9;0.0;1.3;29.3;12.8;5.4;11.1;17.1;5.4;9.9;1.9
271;Vaste pluimveemest;Stikstof in getransporteerde mest;2005;31.3;30.0;0.0;1.3;30.8;13.9;5.4;11.6;16.1;5.4;10.3;0.4
272;Vaste pluimveemest;Stikstof in getransporteerde mest;2006;29.4;28.9;0.0;0.6;26.1;9.1;5.6;11.4;19.7;5.6;10.9;3.3
273;Vaste pluimveemest;Stikstof in getransporteerde mest;2007;38.4;38.0;0.0;0.4;35.7;7.1;6.7;21.8;30.9;6.7;21.4;2.7
274;Vaste pluimveemest;Stikstof in getransporteerde mest;2008;41.5;41.1;0.0;0.4;37.6;4.2;14.4;19.0;36.8;14.4;18.6;3.9
275;Vaste pluimveemest;Stikstof in getransporteerde mest;2009;49.9;48.8;0.0;1.0;50.8;5.0;21.5;24.2;43.8;21.5;23.2;-0.9
276;Vaste pluimveemest;Stikstof in getransporteerde mest;2010;51.9;50.7;0.0;1.1;54.0;5.0;25.6;23.5;45.7;25.6;22.3;-2.2
277;Vaste pluimveemest;Stikstof in getransporteerde mest;2011;51.0;49.9;0.0;1.1;50.8;5.1;24.2;21.5;44.8;24.2;20.4;0.2
278;Vaste pluimveemest;Stikstof in getransporteerde mest;2012;49.1;47.9;0.0;1.2;50.6;3.0;26.5;21.0;44.9;26.5;19.9;-1.5
279;Vaste pluimveemest;Stikstof in getransporteerde mest;2013;51.9;50.3;0.0;1.6;51.8;3.6;26.6;21.7;46.7;26.6;20.1;0.0
280;Vaste pluimveemest;Fosfaat in getransporteerde mest;1994;;;;;;;;;;;;
281;Vaste pluimveemest;Fosfaat in getransporteerde mest;1995;;;;;;;;;;;;
282;Vaste pluimveemest;Fosfaat in getransporteerde mest;1996;;;;;;;;;;;;
283;Vaste pluimveemest;Fosfaat in getransporteerde mest;1997;;;;;;;;;;;;
284;Vaste pluimveemest;Fosfaat in getransporteerde mest;1998;;;0.0;;;;;;;;;
285;Vaste pluimveemest;Fosfaat in getransporteerde mest;1999;25.5;25.4;0.0;0.2;25.5;14.8;4.0;6.8;10.6;4.0;6.6;0.0
286;Vaste pluimveemest;Fosfaat in getransporteerde mest;2000;25.6;25.2;0.0;0.4;24.6;11.4;3.2;10.0;13.8;3.2;9.6;1.0
287;Vaste pluimveemest;Fosfaat in getransporteerde mest;2001;25.2;25.0;0.0;0.1;24.0;9.7;3.4;10.9;15.3;3.4;10.7;1.2
288;Vaste pluimveemest;Fosfaat in getransporteerde mest;2002;26.3;25.4;0.0;0.9;25.1;8.6;3.7;12.7;16.7;3.7;11.8;1.3
289;Vaste pluimveemest;Fosfaat in getransporteerde mest;2003;19.6;18.8;0.0;0.8;17.5;8.6;3.0;5.8;10.2;3.0;5.0;2.1
290;Vaste pluimveemest;Fosfaat in getransporteerde mest;2004;22.7;21.8;0.0;0.9;21.8;9.3;3.8;8.6;12.5;3.8;7.7;0.9
291;Vaste pluimveemest;Fosfaat in getransporteerde mest;2005;24.2;23.2;0.0;1.0;25.1;10.6;3.9;10.6;12.5;3.9;9.6;-0.9
292;Vaste pluimveemest;Fosfaat in getransporteerde mest;2006;23.0;22.5;0.0;0.4;20.6;6.8;4.0;9.8;15.7;4.0;9.4;2.3
293;Vaste pluimveemest;Fosfaat in getransporteerde mest;2007;30.4;30.0;0.0;0.3;28.9;5.3;4.9;18.7;24.8;4.9;18.4;1.5
294;Vaste pluimveemest;Fosfaat in getransporteerde mest;2008;31.6;31.3;0.0;0.3;28.5;2.9;10.4;15.1;28.4;10.4;14.8;3.1
295;Vaste pluimveemest;Fosfaat in getransporteerde mest;2009;28.1;27.7;0.0;0.5;29.8;2.8;12.9;14.1;24.9;12.9;13.6;-1.6
296;Vaste pluimveemest;Fosfaat in getransporteerde mest;2010;28.4;27.9;0.0;0.6;30.2;2.7;14.4;13.2;25.2;14.4;12.6;-1.8
297;Vaste pluimveemest;Fosfaat in getransporteerde mest;2011;27.9;27.4;0.0;0.5;28.6;2.8;14.0;11.8;24.6;14.0;11.3;-0.7
298;Vaste pluimveemest;Fosfaat in getransporteerde mest;2012;26.6;26.1;0.0;0.5;28.8;1.6;14.9;12.3;24.5;14.9;11.8;-2.2
299;Vaste pluimveemest;Fosfaat in getransporteerde mest;2013;27.3;26.6;0.0;0.7;28.9;1.8;14.9;12.2;24.8;14.9;11.5;-1.6
300;Vaste pluimveemest;Kali in getransporteerde mest;1994;;;;;;;;;;;;
301;Vaste pluimveemest;Kali in getransporteerde mest;1995;;;;;;;;;;;;
302;Vaste pluimveemest;Kali in getransporteerde mest;1996;;;;;;;;;;;;
303;Vaste pluimveemest;Kali in getransporteerde mest;1997;;;;;;;;;;;;
304;Vaste pluimveemest;Kali in getransporteerde mest;1998;;;0.0;;;;;;;;;
305;Vaste pluimveemest;Kali in getransporteerde mest;1999;22.6;22.4;0.0;0.2;23.0;14.0;3.5;5.6;8.4;3.5;5.4;-0.4
306;Vaste pluimveemest;Kali in getransporteerde mest;2000;22.1;21.6;0.0;0.5;21.2;11.0;2.7;7.5;10.6;2.7;7.1;0.9
307;Vaste pluimveemest;Kali in getransporteerde mest;2001;22.0;21.9;0.0;0.1;21.4;9.8;2.9;8.8;12.1;2.9;8.6;0.6
308;Vaste pluimveemest;Kali in getransporteerde mest;2002;23.6;22.4;0.0;1.1;22.9;9.3;3.2;10.4;13.2;3.2;9.3;0.7
309;Vaste pluimveemest;Kali in getransporteerde mest;2003;18.3;17.4;0.0;1.0;16.0;9.1;2.4;4.5;8.3;2.4;3.5;2.4
310;Vaste pluimveemest;Kali in getransporteerde mest;2004;21.3;20.2;0.0;1.1;20.5;10.2;3.2;7.0;10.0;3.2;5.9;0.8
311;Vaste pluimveemest;Kali in getransporteerde mest;2005;22.0;20.7;0.0;1.3;20.5;11.3;3.1;6.1;9.4;3.1;4.7;1.6
312;Vaste pluimveemest;Kali in getransporteerde mest;2006;20.2;19.7;0.0;0.6;19.6;7.7;3.4;8.5;12.0;3.4;8.0;0.6
313;Vaste pluimveemest;Kali in getransporteerde mest;2007;24.5;24.0;0.0;0.4;23.2;6.0;4.6;12.7;18.0;4.6;12.2;1.2
314;Vaste pluimveemest;Kali in getransporteerde mest;2008;26.0;25.5;0.0;0.4;24.2;3.6;8.7;11.9;21.9;8.7;11.5;1.7
315;Vaste pluimveemest;Kali in getransporteerde mest;2009;26.7;26.2;0.0;0.5;27.2;2.9;11.2;13.0;23.3;11.2;12.5;-0.5
316;Vaste pluimveemest;Kali in getransporteerde mest;2010;27.6;27.0;0.0;0.6;29.8;3.0;14.6;12.2;24.0;14.6;11.6;-2.2
317;Vaste pluimveemest;Kali in getransporteerde mest;2011;27.5;26.9;0.0;0.5;27.8;3.1;13.3;11.4;23.8;13.3;10.9;-0.4
318;Vaste pluimveemest;Kali in getransporteerde mest;2012;27.2;26.5;0.0;0.7;27.3;2.0;13.6;11.7;24.5;13.6;11.0;-0.1
319;Vaste pluimveemest;Kali in getransporteerde mest;2013;27.6;26.7;0.0;0.9;27.5;2.2;13.8;11.5;24.6;13.8;10.7;0.1
320;Dunne pluimveemest;Hoeveelheid getransporteerde mest;1994;906.8;902.0;0.0;4.8;851.4;714.9;1.2;135.2;187.1;1.2;130.4;55.4
321;Dunne pluimveemest;Hoeveelheid getransporteerde mest;1995;744.4;725.9;0.0;18.4;691.6;505.0;66.0;120.5;220.9;66.0;102.1;52.8
322;Dunne pluimveemest;Hoeveelheid getransporteerde mest;1996;615.3;597.1;0.0;18.2;549.6;397.2;75.5;76.9;199.9;75.5;58.8;65.6
323;Dunne pluimveemest;Hoeveelheid getransporteerde mest;1997;468.5;468.5;;;453.6;396.2;;57.4;72.3;;57.4;14.9
324;Dunne pluimveemest;Hoeveelheid getransporteerde mest;1998;388.0;387.4;0.0;0.5;343.7;239.9;82.3;21.5;147.5;82.3;20.9;44.2
325;Dunne pluimveemest;Hoeveelheid getransporteerde mest;1999;374.7;371.1;0.0;3.6;360.8;226.7;120.6;13.5;144.4;120.6;9.9;13.9
326;Dunne pluimveemest;Hoeveelheid getransporteerde mest;2000;312.3;298.7;0.0;13.6;289.3;119.6;126.3;43.4;179.1;126.3;29.8;23.0
327;Dunne pluimveemest;Hoeveelheid getransporteerde mest;2001;256.0;246.3;0.0;9.7;258.3;104.5;123.9;29.9;141.8;123.9;20.2;-2.3
328;Dunne pluimveemest;Hoeveelheid getransporteerde mest;2002;199.8;185.1;0.0;14.7;208.6;69.2;125.3;14.0;115.8;125.3;-0.7;-8.8
329;Dunne pluimveemest;Hoeveelheid getransporteerde mest;2003;79.1;62.0;0.0;17.1;131.2;30.0;96.3;4.9;32.0;96.3;-12.1;-52.1
330;Dunne pluimveemest;Hoeveelheid getransporteerde mest;2004;86.0;70.3;0.0;15.7;141.3;22.0;114.7;4.6;48.3;114.7;-11.1;-55.3
331;Dunne pluimveemest;Hoeveelheid getransporteerde mest;2005;130.8;92.5;0.0;38.3;147.0;35.9;107.4;3.7;56.7;107.4;-34.6;-16.2
332;Dunne pluimveemest;Hoeveelheid getransporteerde mest;2006;112.6;82.6;0.0;30.0;141.0;17.8;122.2;1.0;64.8;122.2;-29.0;-28.4
333;Dunne pluimveemest;Hoeveelheid getransporteerde mest;2007;94.0;70.9;0.0;23.2;125.8;12.3;113.2;0.2;58.5;113.2;-23.0;-31.7
334;Dunne pluimveemest;Hoeveelheid getransporteerde mest;2008;89.6;69.7;0.0;19.8;11.3;10.6;0.0;0.7;59.2;0.0;-19.1;78.3
335;Dunne pluimveemest;Hoeveelheid getransporteerde mest;2009;73.0;59.0;0.0;14.0;7.3;7.3;0.0;0.0;51.8;0.0;-14.0;65.7
336;Dunne pluimveemest;Hoeveelheid getransporteerde mest;2010;73.2;64.0;0.0;9.1;6.4;6.4;0.0;0.0;57.6;0.0;-9.1;66.7
337;Dunne pluimveemest;Hoeveelheid getransporteerde mest;2011;47.7;44.3;0.0;3.4;8.4;8.2;0.0;0.1;36.1;0.0;-3.3;39.3
338;Dunne pluimveemest;Hoeveelheid getransporteerde mest;2012;18.4;16.3;0.0;2.2;4.2;3.4;0.0;0.8;12.9;0.0;-1.4;14.2
339;Dunne pluimveemest;Hoeveelheid getransporteerde mest;2013;13.3;11.6;0.0;1.7;1.9;1.9;0.0;0.0;9.7;0.0;-1.7;11.4
