ID;Mestsoorten;HoeveelheidMestEnMineralenInDeMest;Perioden;TotaalGetransporteerdMestaanbod_1;MestafvoerDoorLandbouwbedrijven_2;MestafvoerDoorMestverwerkers_3;MestaanvoerUitHetBuitenland_4;TotaalGetransporteerdeMestafzet_5;MestaanvoerDoorLandbouwbedrijven_6;MestaanvoerDoorMestverwerkers_7;MestafvoerNaarHetBuitenland_8;TotaalMesttransportsaldo_9;SaldoMesttransportMestverwerkers_10;SaldoMesttransportBuitenland_11;Balansverschil_12
340;Dunne pluimveemest;Stikstof in getransporteerde mest;1994;;;0.0;;;;;;;;;
341;Dunne pluimveemest;Stikstof in getransporteerde mest;1995;;;0.0;;;;;;;;;
342;Dunne pluimveemest;Stikstof in getransporteerde mest;1996;;;0.0;;;;;;;;;
343;Dunne pluimveemest;Stikstof in getransporteerde mest;1997;;;;;;;;;;;;
344;Dunne pluimveemest;Stikstof in getransporteerde mest;1998;;;0.0;;;;;;;;;
345;Dunne pluimveemest;Stikstof in getransporteerde mest;1999;4.0;4.0;0.0;0.0;3.9;2.4;1.3;0.2;1.6;1.3;0.1;0.2
346;Dunne pluimveemest;Stikstof in getransporteerde mest;2000;3.3;3.2;0.0;0.2;3.1;1.3;1.4;0.5;1.9;1.4;0.3;0.2
347;Dunne pluimveemest;Stikstof in getransporteerde mest;2001;2.6;2.5;0.0;0.1;2.7;1.0;1.3;0.3;1.5;1.3;0.2;-0.1
348;Dunne pluimveemest;Stikstof in getransporteerde mest;2002;2.0;1.9;0.0;0.1;2.2;0.7;1.4;0.1;1.2;1.4;0.0;-0.1
349;Dunne pluimveemest;Stikstof in getransporteerde mest;2003;0.8;0.6;0.0;0.1;1.4;0.3;1.0;0.1;0.4;1.0;-0.1;-0.6
350;Dunne pluimveemest;Stikstof in getransporteerde mest;2004;0.9;0.7;0.0;0.2;1.5;0.2;1.2;0.1;0.5;1.2;-0.1;-0.6
351;Dunne pluimveemest;Stikstof in getransporteerde mest;2005;1.4;1.0;0.0;0.3;1.7;0.4;1.2;0.1;0.6;1.2;-0.3;-0.3
352;Dunne pluimveemest;Stikstof in getransporteerde mest;2006;1.1;0.8;0.0;0.3;1.4;0.1;1.3;0.0;0.7;1.3;-0.3;-0.3
353;Dunne pluimveemest;Stikstof in getransporteerde mest;2007;1.0;0.7;0.0;0.2;1.3;0.1;1.2;0.0;0.6;1.2;-0.2;-0.3
354;Dunne pluimveemest;Stikstof in getransporteerde mest;2008;0.9;0.7;0.0;0.2;0.1;0.1;0.0;0.0;0.6;0.0;-0.2;0.8
355;Dunne pluimveemest;Stikstof in getransporteerde mest;2009;0.8;0.7;0.0;0.1;0.1;0.1;0.0;0.0;0.6;0.0;-0.1;0.7
356;Dunne pluimveemest;Stikstof in getransporteerde mest;2010;0.8;0.8;0.0;0.1;0.1;0.1;0.0;0.0;0.7;0.0;-0.1;0.8
357;Dunne pluimveemest;Stikstof in getransporteerde mest;2011;0.5;0.5;0.0;0.0;0.1;0.1;0.0;0.0;0.5;0.0;0.0;0.5
358;Dunne pluimveemest;Stikstof in getransporteerde mest;2012;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1
359;Dunne pluimveemest;Stikstof in getransporteerde mest;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
360;Dunne pluimveemest;Fosfaat in getransporteerde mest;1994;;;0.0;;;;;;;;;
361;Dunne pluimveemest;Fosfaat in getransporteerde mest;1995;;;0.0;;;;;;;;;
362;Dunne pluimveemest;Fosfaat in getransporteerde mest;1996;;;0.0;;;;;;;;;
363;Dunne pluimveemest;Fosfaat in getransporteerde mest;1997;;;;;;;;;;;;
364;Dunne pluimveemest;Fosfaat in getransporteerde mest;1998;;;0.0;;;;;;;;;
365;Dunne pluimveemest;Fosfaat in getransporteerde mest;1999;2.7;2.7;0.0;0.0;2.5;1.6;0.9;0.1;1.1;0.9;0.1;0.2
366;Dunne pluimveemest;Fosfaat in getransporteerde mest;2000;2.3;2.2;0.0;0.1;2.1;0.8;0.9;0.4;1.4;0.9;0.3;0.2
367;Dunne pluimveemest;Fosfaat in getransporteerde mest;2001;1.7;1.6;0.0;0.1;1.9;0.6;1.0;0.2;1.0;1.0;0.2;-0.2
368;Dunne pluimveemest;Fosfaat in getransporteerde mest;2002;1.4;1.3;0.0;0.1;1.6;0.4;1.1;0.1;0.8;1.1;0.0;-0.2
369;Dunne pluimveemest;Fosfaat in getransporteerde mest;2003;0.5;0.4;0.0;0.1;1.0;0.2;0.8;0.0;0.3;0.8;0.0;-0.5
370;Dunne pluimveemest;Fosfaat in getransporteerde mest;2004;0.6;0.5;0.0;0.1;1.1;0.1;1.0;0.0;0.3;1.0;-0.1;-0.6
371;Dunne pluimveemest;Fosfaat in getransporteerde mest;2005;0.9;0.7;0.0;0.2;1.2;0.3;0.9;0.1;0.5;0.9;-0.1;-0.3
372;Dunne pluimveemest;Fosfaat in getransporteerde mest;2006;0.7;0.5;0.0;0.2;1.0;0.1;0.9;0.0;0.5;0.9;-0.1;-0.3
373;Dunne pluimveemest;Fosfaat in getransporteerde mest;2007;0.6;0.5;0.0;0.1;0.9;0.1;0.8;0.0;0.4;0.8;-0.1;-0.3
374;Dunne pluimveemest;Fosfaat in getransporteerde mest;2008;0.6;0.5;0.0;0.1;0.1;0.1;0.0;0.0;0.4;0.0;-0.1;0.5
375;Dunne pluimveemest;Fosfaat in getransporteerde mest;2009;0.5;0.4;0.0;0.1;0.0;0.0;0.0;0.0;0.4;0.0;-0.1;0.4
376;Dunne pluimveemest;Fosfaat in getransporteerde mest;2010;0.5;0.4;0.0;0.1;0.0;0.0;0.0;0.0;0.4;0.0;-0.1;0.4
377;Dunne pluimveemest;Fosfaat in getransporteerde mest;2011;0.3;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.3
378;Dunne pluimveemest;Fosfaat in getransporteerde mest;2012;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1
379;Dunne pluimveemest;Fosfaat in getransporteerde mest;2013;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1
380;Dunne pluimveemest;Kali in getransporteerde mest;1994;;;0.0;;;;;;;;;
381;Dunne pluimveemest;Kali in getransporteerde mest;1995;;;0.0;;;;;;;;;
382;Dunne pluimveemest;Kali in getransporteerde mest;1996;;;0.0;;;;;;;;;
383;Dunne pluimveemest;Kali in getransporteerde mest;1997;;;;;;;;;;;;
384;Dunne pluimveemest;Kali in getransporteerde mest;1998;;;0.0;;;;;;;;;
385;Dunne pluimveemest;Kali in getransporteerde mest;1999;2.1;2.0;0.0;0.0;1.9;1.2;0.6;0.1;0.8;0.6;0.1;0.2
386;Dunne pluimveemest;Kali in getransporteerde mest;2000;1.7;1.6;0.0;0.1;1.6;0.7;0.7;0.2;1.0;0.7;0.2;0.1
387;Dunne pluimveemest;Kali in getransporteerde mest;2001;1.4;1.4;0.0;0.1;1.4;0.6;0.7;0.2;0.8;0.7;0.1;0.0
388;Dunne pluimveemest;Kali in getransporteerde mest;2002;1.1;1.1;0.0;0.1;1.2;0.4;0.7;0.1;0.7;0.7;0.0;0.0
389;Dunne pluimveemest;Kali in getransporteerde mest;2003;0.5;0.4;0.0;0.1;0.8;0.2;0.6;0.0;0.2;0.6;-0.1;-0.3
390;Dunne pluimveemest;Kali in getransporteerde mest;2004;0.5;0.4;0.0;0.1;0.9;0.1;0.7;0.0;0.3;0.7;-0.1;-0.3
391;Dunne pluimveemest;Kali in getransporteerde mest;2005;0.8;0.6;0.0;0.2;0.9;0.2;0.7;0.0;0.4;0.7;-0.2;-0.1
392;Dunne pluimveemest;Kali in getransporteerde mest;2006;0.7;0.5;0.0;0.2;0.9;0.1;0.8;0.0;0.4;0.8;-0.2;-0.2
393;Dunne pluimveemest;Kali in getransporteerde mest;2007;0.6;0.4;0.0;0.1;0.8;0.1;0.7;0.0;0.4;0.7;-0.1;-0.2
394;Dunne pluimveemest;Kali in getransporteerde mest;2008;0.6;0.4;0.0;0.1;0.1;0.1;0.0;0.0;0.4;0.0;-0.1;0.5
395;Dunne pluimveemest;Kali in getransporteerde mest;2009;0.5;0.4;0.0;0.1;0.0;0.0;0.0;0.0;0.3;0.0;-0.1;0.4
396;Dunne pluimveemest;Kali in getransporteerde mest;2010;0.5;0.4;0.0;0.1;0.0;0.0;0.0;0.0;0.4;0.0;-0.1;0.4
397;Dunne pluimveemest;Kali in getransporteerde mest;2011;0.3;0.3;0.0;0.0;0.1;0.1;0.0;0.0;0.2;0.0;0.0;0.2
398;Dunne pluimveemest;Kali in getransporteerde mest;2012;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1
399;Dunne pluimveemest;Kali in getransporteerde mest;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
400;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;1994;10230.8;10144.8;0.0;86.0;9333.8;9047.9;109.5;176.4;1096.9;109.5;90.3;897.1
401;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;1995;10055.4;10047.6;0.2;7.6;8809.6;8646.1;34.1;129.5;1401.5;33.9;121.9;1245.8
402;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;1996;9476.3;9474.6;0.5;1.2;8069.9;8011.0;14.5;44.3;1463.6;14.0;43.2;1406.4
403;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;1997;8712.4;8712.4;;;6880.8;6876.3;;4.5;1836.1;;4.5;1831.5
404;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;1998;8042.8;8019.8;3.7;19.3;7498.9;7412.9;37.6;48.4;606.9;33.8;29.1;544.0
405;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;1999;9847.0;9808.4;8.6;29.9;9830.7;9660.6;88.0;82.1;147.8;79.4;52.1;16.3
406;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;2000;8704.8;8655.5;14.8;34.4;8399.8;8315.2;56.4;28.2;340.3;41.5;-6.2;305.0
407;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;2001;9152.3;9111.6;23.4;17.4;9016.7;8843.2;54.3;119.2;268.3;30.9;101.8;135.6
408;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;2002;8130.5;8076.9;13.7;40.0;8170.5;8047.2;29.6;93.7;29.7;15.9;53.7;-39.9
409;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;2003;7313.9;7262.7;28.7;22.6;6765.0;6616.3;19.8;128.9;646.4;-8.9;106.4;548.9
410;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;2004;7246.8;7216.3;8.3;22.2;6775.2;6645.8;8.7;120.7;570.5;0.3;98.5;471.6
411;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;2005;7499.8;7482.3;0.0;17.5;7355.1;7282.6;0.0;72.4;199.7;0.0;54.9;144.8
412;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;2006;7286.9;7270.6;0.0;16.3;7122.2;6998.1;15.0;109.1;272.5;15.0;92.8;164.8
413;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;2007;8424.3;8406.4;0.0;17.9;8057.4;7836.5;35.0;185.9;569.9;35.0;168.0;366.9
414;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;2008;8943.6;8925.7;0.0;17.8;8754.7;8159.8;47.7;547.2;766.0;47.7;529.4;188.9
415;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;2009;9627.6;9606.1;0.0;21.6;9361.9;8528.0;56.6;777.3;1078.1;56.6;755.8;265.8
416;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;2010;8817.7;8766.8;0.0;50.9;8309.3;7790.5;17.9;501.0;976.4;17.9;450.1;508.4
417;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;2011;9170.3;9091.7;0.0;78.5;8696.5;8158.2;28.8;509.4;933.5;28.8;430.9;473.7
418;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;2012;9386.4;9237.4;0.0;149.0;8732.8;7891.2;23.9;817.6;1346.2;23.9;668.6;653.7
419;Dunne mest varkens totaal;Hoeveelheid getransporteerde mest;2013;8944.2;8734.1;0.0;210.1;8222.1;7365.2;46.1;810.9;1369.0;46.1;600.8;722.1
420;Dunne mest varkens totaal;Stikstof in getransporteerde mest;1994;;;0.0;;;;;;;;;
421;Dunne mest varkens totaal;Stikstof in getransporteerde mest;1995;;;;;;;;;;;;
422;Dunne mest varkens totaal;Stikstof in getransporteerde mest;1996;;;;;;;;;;;;
423;Dunne mest varkens totaal;Stikstof in getransporteerde mest;1997;;;;;;;;;;;;
424;Dunne mest varkens totaal;Stikstof in getransporteerde mest;1998;;;;;;;;;;;;
425;Dunne mest varkens totaal;Stikstof in getransporteerde mest;1999;62.4;62.2;0.1;0.2;61.7;60.8;0.3;0.6;1.4;0.2;0.4;0.7
426;Dunne mest varkens totaal;Stikstof in getransporteerde mest;2000;54.2;53.9;0.0;0.2;51.5;51.0;0.3;0.2;2.9;0.2;0.0;2.7
427;Dunne mest varkens totaal;Stikstof in getransporteerde mest;2001;55.1;54.8;0.1;0.1;53.5;52.2;0.3;0.9;2.6;0.2;0.8;1.6
428;Dunne mest varkens totaal;Stikstof in getransporteerde mest;2002;48.4;47.9;0.2;0.2;47.7;46.7;0.1;0.9;1.2;-0.1;0.6;0.7
429;Dunne mest varkens totaal;Stikstof in getransporteerde mest;2003;45.3;45.0;0.2;0.1;41.4;40.4;0.1;0.9;4.6;-0.1;0.8;3.9
430;Dunne mest varkens totaal;Stikstof in getransporteerde mest;2004;45.7;45.5;0.1;0.1;42.1;41.1;0.0;1.0;4.3;0.0;0.8;3.5
431;Dunne mest varkens totaal;Stikstof in getransporteerde mest;2005;47.7;47.6;0.0;0.1;47.4;46.9;0.0;0.4;0.7;0.0;0.3;0.3
432;Dunne mest varkens totaal;Stikstof in getransporteerde mest;2006;43.0;42.9;0.0;0.1;40.1;38.7;0.1;1.3;4.2;0.1;1.2;2.9
433;Dunne mest varkens totaal;Stikstof in getransporteerde mest;2007;53.0;52.9;0.0;0.1;48.3;46.2;0.2;1.9;6.7;0.2;1.7;4.7
434;Dunne mest varkens totaal;Stikstof in getransporteerde mest;2008;57.3;57.2;0.0;0.1;53.8;48.4;0.4;5.0;8.8;0.4;4.9;3.5
435;Dunne mest varkens totaal;Stikstof in getransporteerde mest;2009;66.0;65.9;0.0;0.2;62.2;54.1;0.4;7.7;11.8;0.4;7.6;3.8
436;Dunne mest varkens totaal;Stikstof in getransporteerde mest;2010;58.1;57.8;0.0;0.3;52.7;46.8;0.1;5.8;11.0;0.1;5.5;5.4
437;Dunne mest varkens totaal;Stikstof in getransporteerde mest;2011;66.0;65.6;0.0;0.5;60.0;51.8;0.4;7.7;13.7;0.4;7.3;6.0
438;Dunne mest varkens totaal;Stikstof in getransporteerde mest;2012;69.8;68.8;0.0;1.0;62.5;50.5;0.4;11.6;18.3;0.4;10.6;7.3
439;Dunne mest varkens totaal;Stikstof in getransporteerde mest;2013;65.2;64.0;0.0;1.3;55.8;45.3;0.5;10.0;18.6;0.5;8.7;9.4
440;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;1994;;;0.0;;;;;;;;;
441;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;1995;;;;;;;;;;;;
442;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;1996;;;;;;;;;;;;
443;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;1997;;;;;;;;;;;;
444;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;1998;;;;;;;;;;;;
445;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;1999;36.0;35.9;0.1;0.1;35.4;34.9;0.1;0.4;1.0;0.0;0.3;0.6
446;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;2000;31.7;31.6;0.0;0.1;30.1;29.8;0.1;0.2;1.7;0.1;0.0;1.6
447;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;2001;33.4;33.1;0.2;0.1;32.6;31.1;0.2;1.3;2.0;0.0;1.2;0.7
448;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;2002;29.7;29.4;0.2;0.1;29.5;28.3;0.1;1.1;1.0;-0.1;0.9;0.3
449;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;2003;27.6;27.5;0.1;0.1;25.5;24.7;0.1;0.8;2.8;0.0;0.7;2.1
450;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;2004;26.1;26.0;0.0;0.1;24.4;23.6;0.0;0.7;2.4;0.0;0.7;1.7
451;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;2005;28.7;28.7;0.0;0.1;29.1;28.3;0.0;0.8;0.4;0.0;0.8;-0.4
452;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;2006;25.7;25.6;0.0;0.1;23.9;23.1;0.1;0.7;2.5;0.1;0.6;1.8
453;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;2007;31.9;31.8;0.0;0.1;29.3;27.9;0.1;1.3;4.0;0.1;1.2;2.6
454;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;2008;33.9;33.8;0.0;0.1;32.6;28.2;0.3;4.1;5.6;0.3;4.0;1.3
455;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;2009;37.5;37.4;0.0;0.1;36.0;30.5;0.4;5.1;6.9;0.4;5.0;1.5
456;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;2010;32.7;32.5;0.0;0.2;29.8;26.1;0.2;3.6;6.4;0.2;3.4;2.9
457;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;2011;35.3;35.1;0.0;0.3;32.1;27.0;0.4;4.8;8.1;0.4;4.5;3.2
458;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;2012;34.6;34.1;0.0;0.5;31.2;23.9;0.4;6.9;10.2;0.4;6.4;3.4
459;Dunne mest varkens totaal;Fosfaat in getransporteerde mest;2013;32.9;32.3;0.0;0.6;28.6;21.7;0.4;6.4;10.5;0.4;5.8;4.3
460;Dunne mest varkens totaal;Kali in getransporteerde mest;1994;;;0.0;;;;;;;;;
461;Dunne mest varkens totaal;Kali in getransporteerde mest;1995;;;;;;;;;;;;
462;Dunne mest varkens totaal;Kali in getransporteerde mest;1996;;;;;;;;;;;;
463;Dunne mest varkens totaal;Kali in getransporteerde mest;1997;;;;;;;;;;;;
464;Dunne mest varkens totaal;Kali in getransporteerde mest;1998;;;;;;;;;;;;
465;Dunne mest varkens totaal;Kali in getransporteerde mest;1999;63.4;63.1;0.0;0.2;63.2;62.3;0.3;0.6;0.9;0.3;0.4;0.2
466;Dunne mest varkens totaal;Kali in getransporteerde mest;2000;56.4;56.1;0.0;0.2;54.5;54.0;0.3;0.2;2.0;0.3;-0.1;1.8
467;Dunne mest varkens totaal;Kali in getransporteerde mest;2001;60.7;60.4;0.2;0.1;60.2;59.0;0.4;0.8;1.5;0.2;0.7;0.5
468;Dunne mest varkens totaal;Kali in getransporteerde mest;2002;53.2;52.8;0.1;0.3;54.0;53.2;0.2;0.7;-0.3;0.1;0.4;-0.8
469;Dunne mest varkens totaal;Kali in getransporteerde mest;2003;46.9;46.6;0.1;0.2;43.8;42.8;0.1;0.9;3.8;0.0;0.7;3.1
470;Dunne mest varkens totaal;Kali in getransporteerde mest;2004;39.2;39.1;0.0;0.1;37.1;36.4;0.0;0.7;2.7;0.0;0.5;2.1
471;Dunne mest varkens totaal;Kali in getransporteerde mest;2005;41.3;41.2;0.0;0.1;40.7;40.4;0.0;0.3;0.8;0.0;0.2;0.6
472;Dunne mest varkens totaal;Kali in getransporteerde mest;2006;40.1;40.0;0.0;0.1;39.1;38.5;0.1;0.6;1.5;0.1;0.5;0.9
473;Dunne mest varkens totaal;Kali in getransporteerde mest;2007;48.0;47.9;0.0;0.1;45.8;44.7;0.2;1.0;3.2;0.2;0.9;2.2
474;Dunne mest varkens totaal;Kali in getransporteerde mest;2008;52.5;52.4;0.0;0.1;51.9;48.4;0.3;3.2;4.0;0.3;3.1;0.7
475;Dunne mest varkens totaal;Kali in getransporteerde mest;2009;56.9;56.8;0.0;0.1;56.2;50.9;0.3;5.0;5.9;0.3;4.9;0.7
476;Dunne mest varkens totaal;Kali in getransporteerde mest;2010;54.2;53.9;0.0;0.3;51.8;48.5;0.0;3.3;5.4;0.0;3.0;2.4
477;Dunne mest varkens totaal;Kali in getransporteerde mest;2011;54.9;54.4;0.0;0.5;52.8;49.5;0.1;3.2;4.9;0.1;2.7;2.1
478;Dunne mest varkens totaal;Kali in getransporteerde mest;2012;54.9;54.0;0.0;0.9;51.8;46.7;0.1;5.0;7.4;0.1;4.1;3.2
479;Dunne mest varkens totaal;Kali in getransporteerde mest;2013;52.3;51.0;0.0;1.3;48.5;43.3;0.3;5.0;7.7;0.3;3.7;3.7
480;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;1994;6030.7;5951.3;0.0;79.4;5503.7;5304.1;93.5;106.1;647.2;93.5;26.7;527.0
481;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;1995;5703.7;5698.0;0.2;5.5;4989.8;4882.8;31.9;75.0;815.2;31.7;69.6;713.9
482;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;1996;5266.9;5265.3;0.5;1.1;4433.2;4393.5;14.0;25.7;871.8;13.5;24.6;833.7
483;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;1997;4874.7;4874.7;;;3941.0;3939.7;;1.2;935.0;;1.2;933.7
484;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;1998;4766.5;4750.9;0.0;15.6;4405.2;4376.9;0.0;28.4;374.1;0.0;12.8;361.3
485;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;1999;4672.0;4649.5;0.0;22.5;4512.4;4448.6;0.0;63.8;200.9;0.0;41.4;159.6
486;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;2000;5664.4;5625.5;10.8;28.2;5494.9;5454.8;21.0;19.1;170.7;10.2;-9.0;169.5
487;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;2001;6003.7;5968.5;22.8;12.5;6034.4;5897.6;47.4;89.4;70.9;24.7;77.0;-30.7
488;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;2002;5454.6;5407.4;13.7;33.6;5640.0;5547.2;14.7;78.1;-139.8;1.0;44.6;-185.4
489;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;2003;5041.8;5006.7;15.8;19.4;4761.4;4652.9;10.0;98.5;353.8;-5.7;79.1;280.4
490;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;2004;5075.9;5049.2;8.3;18.4;4929.6;4833.4;5.7;90.6;215.8;-2.7;72.2;146.3
491;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;2005;5124.3;5110.7;0.0;13.6;5102.6;5094.3;0.0;8.3;16.5;0.0;-5.3;21.8
492;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;2006;4888.0;4874.8;0.0;13.2;4891.1;4798.7;0.0;92.4;76.1;0.0;79.2;-3.1
493;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;2007;5829.2;5814.7;0.0;14.4;5744.3;5613.1;0.0;131.2;201.7;0.0;116.8;84.9
494;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;2008;6400.2;6385.1;0.0;15.2;6436.3;6014.0;0.0;422.2;371.1;0.0;407.1;-36.0
495;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;2009;6736.8;6718.9;0.0;17.8;6856.1;6148.7;0.0;707.4;570.2;0.0;689.5;-119.4
496;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;2010;5952.1;5908.4;0.0;43.6;5850.6;5441.3;0.0;409.4;467.2;0.0;365.7;101.4
497;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;2011;6091.8;6038.3;0.0;53.6;6022.7;5639.9;0.0;382.8;398.3;0.0;329.3;69.1
498;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;2012;6179.9;6064.8;0.0;115.2;5976.7;5360.0;0.0;616.7;704.8;0.0;501.6;203.2
499;Dunne mest vleesvarkens;Hoeveelheid getransporteerde mest;2013;5806.8;5647.2;0.0;159.6;5483.0;4874.3;0.0;608.7;772.9;0.0;449.1;323.8
500;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;1994;;;0.0;;;;;;;;;
501;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;1995;;;;;;;;;;;;
502;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;1996;;;;;;;;;;;;
503;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;1997;;;;;;;;;;;;
504;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;1998;;;0.0;;;;0.0;;;0.0;;
505;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;1999;34.9;34.7;0.0;0.2;33.4;32.8;0.0;0.5;1.9;0.0;0.4;1.5
506;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;2000;40.3;40.1;0.0;0.2;38.0;37.7;0.1;0.2;2.4;0.1;-0.1;2.3
507;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;2001;40.4;40.1;0.1;0.1;39.3;38.3;0.3;0.7;1.8;0.2;0.7;1.0
508;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;2002;36.1;35.6;0.2;0.2;36.0;35.2;0.1;0.8;0.5;-0.1;0.6;0.0
509;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;2003;34.5;34.3;0.1;0.1;32.0;31.2;0.1;0.7;3.1;0.0;0.6;2.5
510;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;2004;34.9;34.7;0.1;0.1;33.1;32.3;0.0;0.8;2.5;0.0;0.6;1.9
511;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;2005;35.4;35.3;0.0;0.1;35.2;35.1;0.0;0.1;0.2;0.0;0.0;0.2
512;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;2006;32.2;32.1;0.0;0.1;30.9;29.7;0.0;1.2;2.4;0.0;1.1;1.3
513;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;2007;40.3;40.2;0.0;0.1;37.3;36.1;0.0;1.2;4.0;0.0;1.1;3.0
514;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;2008;44.4;44.3;0.0;0.1;42.5;38.8;0.0;3.7;5.5;0.0;3.6;1.9
515;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;2009;50.3;50.2;0.0;0.1;48.8;42.7;0.0;6.0;7.5;0.0;5.9;1.6
516;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;2010;43.6;43.3;0.0;0.3;40.7;36.6;0.0;4.1;6.7;0.0;3.8;2.9
517;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;2011;49.2;48.8;0.0;0.4;45.9;40.9;0.0;5.1;7.9;0.0;4.7;3.2
518;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;2012;52.3;51.5;0.0;0.8;47.5;39.6;0.0;7.9;11.9;0.0;7.1;4.8
519;Dunne mest vleesvarkens;Stikstof in getransporteerde mest;2013;48.9;47.8;0.0;1.1;42.4;35.1;0.0;7.3;12.6;0.0;6.1;6.5
520;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;1994;;;0.0;;;;;;;;;
521;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;1995;;;;;;;;;;;;
522;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;1996;;;;;;;;;;;;
523;Dunne mest vleesvarkens;Fosfaat in getransporteerde mest;1997;;;;;;;;;;;;
