ID;RegioS;Perioden;Prijsindex_1;PeriodeOpPeriodeOntwikkeling_2;JaarOpJaarOntwikkeling_3;Aantal_4;PeriodeOpPeriodeOntwikkeling_5;JaarOpJaarOntwikkeling_6;GemiddeldeVerkoopprijs_7;TotaleWaardeVerkoopprijzen_8
7143;Het Gooi en Vechtstreek (CR);2001 1e kwartaal;89.0;-0.3;11.3;699.0;-26.9;-1.7;283269.0;198.0
7144;Het Gooi en Vechtstreek (CR);2001 april;;;;;;;;
7145;Het Gooi en Vechtstreek (CR);2001 mei;;;;;;;;
7146;Het Gooi en Vechtstreek (CR);2001 juni;;;;;;;;
7147;Het Gooi en Vechtstreek (CR);2001 2e kwartaal;92.0;3.4;10.6;816.0;16.7;-10.6;301300.0;246.0
7148;Het Gooi en Vechtstreek (CR);2001 juli;;;;;;;;
7149;Het Gooi en Vechtstreek (CR);2001 augustus;;;;;;;;
7150;Het Gooi en Vechtstreek (CR);2001 september;;;;;;;;
7151;Het Gooi en Vechtstreek (CR);2001 3e kwartaal;93.1;1.1;7.0;867.0;6.3;-4.6;303820.0;263.0
7152;Het Gooi en Vechtstreek (CR);2001 oktober;;;;;;;;
7153;Het Gooi en Vechtstreek (CR);2001 november;;;;;;;;
7154;Het Gooi en Vechtstreek (CR);2001 december;;;;;;;;
7155;Het Gooi en Vechtstreek (CR);2001 4e kwartaal;90.2;-3.1;0.9;928.0;7.0;-2.9;302117.0;280.0
7156;Het Gooi en Vechtstreek (CR);2001;89.6;7.3;7.3;3310.0;-5.1;-5.1;298381.0;988.0
7157;Het Gooi en Vechtstreek (CR);2002 januari;;;;;;;;
7158;Het Gooi en Vechtstreek (CR);2002 februari;;;;;;;;
7159;Het Gooi en Vechtstreek (CR);2002 maart;;;;;;;;
7160;Het Gooi en Vechtstreek (CR);2002 1e kwartaal;94.0;4.3;5.6;798.0;-14.0;14.2;330101.0;263.0
7161;Het Gooi en Vechtstreek (CR);2002 april;;;;;;;;
7162;Het Gooi en Vechtstreek (CR);2002 mei;;;;;;;;
7163;Het Gooi en Vechtstreek (CR);2002 juni;;;;;;;;
7164;Het Gooi en Vechtstreek (CR);2002 2e kwartaal;94.7;0.7;2.9;828.0;3.8;1.5;306463.0;254.0
7165;Het Gooi en Vechtstreek (CR);2002 juli;;;;;;;;
7166;Het Gooi en Vechtstreek (CR);2002 augustus;;;;;;;;
7167;Het Gooi en Vechtstreek (CR);2002 september;;;;;;;;
7168;Het Gooi en Vechtstreek (CR);2002 3e kwartaal;93.1;-1.7;0.0;880.0;6.3;1.5;311218.0;274.0
7169;Het Gooi en Vechtstreek (CR);2002 oktober;;;;;;;;
7170;Het Gooi en Vechtstreek (CR);2002 november;;;;;;;;
7171;Het Gooi en Vechtstreek (CR);2002 december;;;;;;;;
7172;Het Gooi en Vechtstreek (CR);2002 4e kwartaal;93.5;0.5;3.7;896.0;1.8;-3.4;293545.0;263.0
7173;Het Gooi en Vechtstreek (CR);2002;92.3;3.1;3.1;3402.0;2.8;2.8;309835.0;1054.0
7174;Het Gooi en Vechtstreek (CR);2003 januari;;;;;;;;
7175;Het Gooi en Vechtstreek (CR);2003 februari;;;;;;;;
7176;Het Gooi en Vechtstreek (CR);2003 maart;;;;;;;;
7177;Het Gooi en Vechtstreek (CR);2003 1e kwartaal;89.9;-3.9;-4.5;702.0;-21.7;-12.0;273097.0;192.0
7178;Het Gooi en Vechtstreek (CR);2003 april;;;;;;;;
7179;Het Gooi en Vechtstreek (CR);2003 mei;;;;;;;;
7180;Het Gooi en Vechtstreek (CR);2003 juni;;;;;;;;
7181;Het Gooi en Vechtstreek (CR);2003 2e kwartaal;91.5;1.8;-3.4;718.0;2.3;-13.3;290705.0;209.0
7182;Het Gooi en Vechtstreek (CR);2003 juli;;;;;;;;
7183;Het Gooi en Vechtstreek (CR);2003 augustus;;;;;;;;
7184;Het Gooi en Vechtstreek (CR);2003 september;;;;;;;;
7185;Het Gooi en Vechtstreek (CR);2003 3e kwartaal;91.5;0.0;-1.8;741.0;3.2;-15.8;294293.0;218.0
7186;Het Gooi en Vechtstreek (CR);2003 oktober;;;;;;;;
7187;Het Gooi en Vechtstreek (CR);2003 november;;;;;;;;
7188;Het Gooi en Vechtstreek (CR);2003 december;;;;;;;;
7189;Het Gooi en Vechtstreek (CR);2003 4e kwartaal;92.0;0.6;-1.6;969.0;30.8;8.1;302523.0;293.0
7190;Het Gooi en Vechtstreek (CR);2003;88.8;-3.8;-3.8;3130.0;-8.0;-8.0;291264.0;912.0
7191;Het Gooi en Vechtstreek (CR);2004 januari;;;;;;;;
7192;Het Gooi en Vechtstreek (CR);2004 februari;;;;;;;;
7193;Het Gooi en Vechtstreek (CR);2004 maart;;;;;;;;
7194;Het Gooi en Vechtstreek (CR);2004 1e kwartaal;92.8;0.8;3.3;732.0;-24.5;4.3;310072.0;227.0
7195;Het Gooi en Vechtstreek (CR);2004 april;;;;;;;;
7196;Het Gooi en Vechtstreek (CR);2004 mei;;;;;;;;
7197;Het Gooi en Vechtstreek (CR);2004 juni;;;;;;;;
7198;Het Gooi en Vechtstreek (CR);2004 2e kwartaal;95.3;2.7;4.2;850.0;16.1;18.4;300208.0;255.0
7199;Het Gooi en Vechtstreek (CR);2004 juli;;;;;;;;
7200;Het Gooi en Vechtstreek (CR);2004 augustus;;;;;;;;
7201;Het Gooi en Vechtstreek (CR);2004 september;;;;;;;;
7202;Het Gooi en Vechtstreek (CR);2004 3e kwartaal;96.5;1.3;5.5;900.0;5.9;21.5;331665.0;298.0
7203;Het Gooi en Vechtstreek (CR);2004 oktober;;;;;;;;
7204;Het Gooi en Vechtstreek (CR);2004 november;;;;;;;;
7205;Het Gooi en Vechtstreek (CR);2004 december;;;;;;;;
7206;Het Gooi en Vechtstreek (CR);2004 4e kwartaal;97.7;1.2;6.1;915.0;1.7;-5.6;315188.0;288.0
7207;Het Gooi en Vechtstreek (CR);2004;93.0;4.7;4.7;3397.0;8.5;8.5;314703.0;1069.0
7208;Het Gooi en Vechtstreek (CR);2005 januari;;;;;;;;
7209;Het Gooi en Vechtstreek (CR);2005 februari;;;;;;;;
7210;Het Gooi en Vechtstreek (CR);2005 maart;;;;;;;;
7211;Het Gooi en Vechtstreek (CR);2005 1e kwartaal;98.6;1.0;6.3;775.0;-15.3;5.9;320086.0;248.0
7212;Het Gooi en Vechtstreek (CR);2005 april;;;;;;;;
7213;Het Gooi en Vechtstreek (CR);2005 mei;;;;;;;;
7214;Het Gooi en Vechtstreek (CR);2005 juni;;;;;;;;
7215;Het Gooi en Vechtstreek (CR);2005 2e kwartaal;98.6;0.0;3.5;821.0;5.9;-3.4;312160.0;256.0
7216;Het Gooi en Vechtstreek (CR);2005 juli;;;;;;;;
7217;Het Gooi en Vechtstreek (CR);2005 augustus;;;;;;;;
7218;Het Gooi en Vechtstreek (CR);2005 september;;;;;;;;
7219;Het Gooi en Vechtstreek (CR);2005 3e kwartaal;101.0;2.5;4.7;1001.0;21.9;11.2;342839.0;343.0
7220;Het Gooi en Vechtstreek (CR);2005 oktober;;;;;;;;
7221;Het Gooi en Vechtstreek (CR);2005 november;;;;;;;;
7222;Het Gooi en Vechtstreek (CR);2005 december;;;;;;;;
7223;Het Gooi en Vechtstreek (CR);2005 4e kwartaal;101.8;0.7;4.2;1112.0;11.1;21.5;328602.0;365.0
7224;Het Gooi en Vechtstreek (CR);2005;100.0;7.5;7.5;3709.0;9.2;9.2;327026.0;1213.0
7225;Het Gooi en Vechtstreek (CR);2006 januari;;;;;;;;
7226;Het Gooi en Vechtstreek (CR);2006 februari;;;;;;;;
7227;Het Gooi en Vechtstreek (CR);2006 maart;;;;;;;;
7228;Het Gooi en Vechtstreek (CR);2006 1e kwartaal;104.4;2.6;5.9;836.0;-24.8;7.9;340647.0;285.0
7229;Het Gooi en Vechtstreek (CR);2006 april;;;;;;;;
7230;Het Gooi en Vechtstreek (CR);2006 mei;;;;;;;;
7231;Het Gooi en Vechtstreek (CR);2006 juni;;;;;;;;
7232;Het Gooi en Vechtstreek (CR);2006 2e kwartaal;107.3;2.8;8.8;882.0;5.5;7.4;340690.0;300.0
7233;Het Gooi en Vechtstreek (CR);2006 juli;;;;;;;;
7234;Het Gooi en Vechtstreek (CR);2006 augustus;;;;;;;;
7235;Het Gooi en Vechtstreek (CR);2006 september;;;;;;;;
7236;Het Gooi en Vechtstreek (CR);2006 3e kwartaal;109.0;1.6;7.9;947.0;7.4;-5.4;384865.0;364.0
7237;Het Gooi en Vechtstreek (CR);2006 oktober;;;;;;;;
7238;Het Gooi en Vechtstreek (CR);2006 november;;;;;;;;
7239;Het Gooi en Vechtstreek (CR);2006 december;;;;;;;;
7240;Het Gooi en Vechtstreek (CR);2006 4e kwartaal;110.9;1.7;9.0;957.0;1.1;-13.9;355878.0;341.0
7241;Het Gooi en Vechtstreek (CR);2006;107.9;7.9;7.9;3622.0;-2.3;-2.3;356243.0;1290.0
7242;Het Gooi en Vechtstreek (CR);2007 januari;;;;;;;;
7243;Het Gooi en Vechtstreek (CR);2007 februari;;;;;;;;
7244;Het Gooi en Vechtstreek (CR);2007 maart;;;;;;;;
7245;Het Gooi en Vechtstreek (CR);2007 1e kwartaal;114.9;3.6;10.0;810.0;-15.4;-3.1;371542.0;301.0
7246;Het Gooi en Vechtstreek (CR);2007 april;;;;;;;;
7247;Het Gooi en Vechtstreek (CR);2007 mei;;;;;;;;
7248;Het Gooi en Vechtstreek (CR);2007 juni;;;;;;;;
7249;Het Gooi en Vechtstreek (CR);2007 2e kwartaal;116.1;1.1;8.2;833.0;2.8;-5.6;387913.0;323.0
7250;Het Gooi en Vechtstreek (CR);2007 juli;;;;;;;;
7251;Het Gooi en Vechtstreek (CR);2007 augustus;;;;;;;;
7252;Het Gooi en Vechtstreek (CR);2007 september;;;;;;;;
7253;Het Gooi en Vechtstreek (CR);2007 3e kwartaal;118.0;1.6;8.2;884.0;6.1;-6.7;411686.0;364.0
7254;Het Gooi en Vechtstreek (CR);2007 oktober;;;;;;;;
7255;Het Gooi en Vechtstreek (CR);2007 november;;;;;;;;
7256;Het Gooi en Vechtstreek (CR);2007 december;;;;;;;;
7257;Het Gooi en Vechtstreek (CR);2007 4e kwartaal;121.6;3.1;9.7;930.0;5.2;-2.8;416205.0;387.0
7258;Het Gooi en Vechtstreek (CR);2007;117.7;9.0;9.0;3457.0;-4.6;-4.6;397767.0;1375.0
7259;Het Gooi en Vechtstreek (CR);2008 januari;;;;;;;;
7260;Het Gooi en Vechtstreek (CR);2008 februari;;;;;;;;
7261;Het Gooi en Vechtstreek (CR);2008 maart;;;;;;;;
7262;Het Gooi en Vechtstreek (CR);2008 1e kwartaal;119.0;-2.2;3.6;722.0;-22.4;-10.9;385245.0;278.0
7263;Het Gooi en Vechtstreek (CR);2008 april;;;;;;;;
7264;Het Gooi en Vechtstreek (CR);2008 mei;;;;;;;;
7265;Het Gooi en Vechtstreek (CR);2008 juni;;;;;;;;
7266;Het Gooi en Vechtstreek (CR);2008 2e kwartaal;122.3;2.7;5.3;809.0;12.0;-2.9;387804.0;314.0
7267;Het Gooi en Vechtstreek (CR);2008 juli;;;;;;;;
7268;Het Gooi en Vechtstreek (CR);2008 augustus;;;;;;;;
7269;Het Gooi en Vechtstreek (CR);2008 september;;;;;;;;
7270;Het Gooi en Vechtstreek (CR);2008 3e kwartaal;125.0;2.2;5.9;858.0;6.1;-2.9;400576.0;344.0
7271;Het Gooi en Vechtstreek (CR);2008 oktober;;;;;;;;
7272;Het Gooi en Vechtstreek (CR);2008 november;;;;;;;;
7273;Het Gooi en Vechtstreek (CR);2008 december;;;;;;;;
7274;Het Gooi en Vechtstreek (CR);2008 4e kwartaal;122.5;-2.0;0.7;752.0;-12.4;-19.1;389258.0;293.0
7275;Het Gooi en Vechtstreek (CR);2008;122.2;3.9;3.9;3141.0;-9.1;-9.1;391053.0;1228.0
7276;Het Gooi en Vechtstreek (CR);2009 januari;;;;;;;;
7277;Het Gooi en Vechtstreek (CR);2009 februari;;;;;;;;
7278;Het Gooi en Vechtstreek (CR);2009 maart;;;;;;;;
7279;Het Gooi en Vechtstreek (CR);2009 1e kwartaal;122.9;0.3;3.3;430.0;-42.8;-40.4;388240.0;167.0
7280;Het Gooi en Vechtstreek (CR);2009 april;;;;;;;;
7281;Het Gooi en Vechtstreek (CR);2009 mei;;;;;;;;
7282;Het Gooi en Vechtstreek (CR);2009 juni;;;;;;;;
7283;Het Gooi en Vechtstreek (CR);2009 2e kwartaal;116.9;-4.9;-4.4;452.0;5.1;-44.1;341312.0;154.0
7284;Het Gooi en Vechtstreek (CR);2009 juli;;;;;;;;
7285;Het Gooi en Vechtstreek (CR);2009 augustus;;;;;;;;
7286;Het Gooi en Vechtstreek (CR);2009 september;;;;;;;;
7287;Het Gooi en Vechtstreek (CR);2009 3e kwartaal;114.8;-1.8;-8.2;489.0;8.2;-43.0;353928.0;173.0
7288;Het Gooi en Vechtstreek (CR);2009 oktober;;;;;;;;
7289;Het Gooi en Vechtstreek (CR);2009 november;;;;;;;;
7290;Het Gooi en Vechtstreek (CR);2009 december;;;;;;;;
7291;Het Gooi en Vechtstreek (CR);2009 4e kwartaal;109.7;-4.4;-10.4;551.0;12.7;-26.7;350298.0;193.0
7292;Het Gooi en Vechtstreek (CR);2009;116.1;-5.1;-5.1;1922.0;-38.8;-38.8;357597.0;687.0
7293;Het Gooi en Vechtstreek (CR);2010 januari;;;;;;;;
7294;Het Gooi en Vechtstreek (CR);2010 februari;;;;;;;;
7295;Het Gooi en Vechtstreek (CR);2010 maart;;;;;;;;
7296;Het Gooi en Vechtstreek (CR);2010 1e kwartaal;111.0;1.1;-9.7;496.0;-10.0;15.3;359249.0;178.0
7297;Het Gooi en Vechtstreek (CR);2010 april;;;;;;;;
7298;Het Gooi en Vechtstreek (CR);2010 mei;;;;;;;;
7299;Het Gooi en Vechtstreek (CR);2010 juni;;;;;;;;
7300;Het Gooi en Vechtstreek (CR);2010 2e kwartaal;111.2;0.2;-4.9;579.0;16.7;28.1;347484.0;201.0
7301;Het Gooi en Vechtstreek (CR);2010 juli;;;;;;;;
7302;Het Gooi en Vechtstreek (CR);2010 augustus;;;;;;;;
7303;Het Gooi en Vechtstreek (CR);2010 september;;;;;;;;
7304;Het Gooi en Vechtstreek (CR);2010 3e kwartaal;111.6;0.3;-2.8;549.0;-5.2;12.3;395714.0;217.0
7305;Het Gooi en Vechtstreek (CR);2010 oktober;;;;;;;;
7306;Het Gooi en Vechtstreek (CR);2010 november;;;;;;;;
7307;Het Gooi en Vechtstreek (CR);2010 december;;;;;;;;
7308;Het Gooi en Vechtstreek (CR);2010 4e kwartaal;111.3;-0.2;1.4;546.0;-0.5;-0.9;345424.0;189.0
7309;Het Gooi en Vechtstreek (CR);2010;109.9;-5.3;-5.3;2170.0;12.9;12.9;361857.0;785.0
7310;Het Gooi en Vechtstreek (CR);2011 januari;;;;;;;;
7311;Het Gooi en Vechtstreek (CR);2011 februari;;;;;;;;
7312;Het Gooi en Vechtstreek (CR);2011 maart;;;;;;;;
7313;Het Gooi en Vechtstreek (CR);2011 1e kwartaal;109.4;-1.7;-1.4;505.0;-7.5;1.8;373431.0;189.0
7314;Het Gooi en Vechtstreek (CR);2011 april;;;;;;;;
7315;Het Gooi en Vechtstreek (CR);2011 mei;;;;;;;;
7316;Het Gooi en Vechtstreek (CR);2011 juni;;;;;;;;
7317;Het Gooi en Vechtstreek (CR);2011 2e kwartaal;112.2;2.5;0.9;546.0;8.1;-5.7;393839.0;215.0
7318;Het Gooi en Vechtstreek (CR);2011 juli;;;;;;;;
7319;Het Gooi en Vechtstreek (CR);2011 augustus;;;;;;;;
7320;Het Gooi en Vechtstreek (CR);2011 september;;;;;;;;
7321;Het Gooi en Vechtstreek (CR);2011 3e kwartaal;110.8;-1.3;-0.7;575.0;5.3;4.7;414314.0;238.0
7322;Het Gooi en Vechtstreek (CR);2011 oktober;;;;;;;;
7323;Het Gooi en Vechtstreek (CR);2011 november;;;;;;;;
7324;Het Gooi en Vechtstreek (CR);2011 december;;;;;;;;
7325;Het Gooi en Vechtstreek (CR);2011 4e kwartaal;107.7;-2.8;-3.3;505.0;-12.2;-7.5;364020.0;184.0
7326;Het Gooi en Vechtstreek (CR);2011;108.6;-1.2;-1.2;2131.0;-1.8;-1.8;387461.0;826.0
7327;Het Gooi en Vechtstreek (CR);2012 januari;;;;;;;;
7328;Het Gooi en Vechtstreek (CR);2012 februari;;;;;;;;
7329;Het Gooi en Vechtstreek (CR);2012 maart;;;;;;;;
7330;Het Gooi en Vechtstreek (CR);2012 1e kwartaal;107.8;0.1;-1.5;409.0;-19.0;-19.0;356608.0;146.0
7331;Het Gooi en Vechtstreek (CR);2012 april;;;;;;;;
7332;Het Gooi en Vechtstreek (CR);2012 mei;;;;;;;;
7333;Het Gooi en Vechtstreek (CR);2012 juni;;;;;;;;
7334;Het Gooi en Vechtstreek (CR);2012 2e kwartaal;100.3;-7.0;-10.6;590.0;44.3;8.1;354846.0;209.0
7335;Het Gooi en Vechtstreek (CR);2012 juli;;;;;;;;
7336;Het Gooi en Vechtstreek (CR);2012 augustus;;;;;;;;
7337;Het Gooi en Vechtstreek (CR);2012 september;;;;;;;;
7338;Het Gooi en Vechtstreek (CR);2012 3e kwartaal;100.2;0.0;-9.5;351.0;-40.5;-39.0;333557.0;117.0
7339;Het Gooi en Vechtstreek (CR);2012 oktober;;;;;;;;
7340;Het Gooi en Vechtstreek (CR);2012 november;;;;;;;;
7341;Het Gooi en Vechtstreek (CR);2012 december;;;;;;;;
7342;Het Gooi en Vechtstreek (CR);2012 4e kwartaal;97.1;-3.1;-9.8;514.0;46.4;1.8;341807.0;176.0
7343;Het Gooi en Vechtstreek (CR);2012;100.2;-7.8;-7.8;1864.0;-12.5;-12.5;347629.0;648.0
7344;Agglomeratie Leiden en Bollenstreek (CR);1995 januari;;;;;;;;
7345;Agglomeratie Leiden en Bollenstreek (CR);1995 februari;;;;;;;;
7346;Agglomeratie Leiden en Bollenstreek (CR);1995 maart;;;;;;;;
7347;Agglomeratie Leiden en Bollenstreek (CR);1995 1e kwartaal;40.2;;;899.0;;;106212.0;95.0
7348;Agglomeratie Leiden en Bollenstreek (CR);1995 april;;;;;;;;
7349;Agglomeratie Leiden en Bollenstreek (CR);1995 mei;;;;;;;;
7350;Agglomeratie Leiden en Bollenstreek (CR);1995 juni;;;;;;;;
7351;Agglomeratie Leiden en Bollenstreek (CR);1995 2e kwartaal;41.0;1.9;;1062.0;18.1;;109694.0;116.0
7352;Agglomeratie Leiden en Bollenstreek (CR);1995 juli;;;;;;;;
7353;Agglomeratie Leiden en Bollenstreek (CR);1995 augustus;;;;;;;;
7354;Agglomeratie Leiden en Bollenstreek (CR);1995 september;;;;;;;;
7355;Agglomeratie Leiden en Bollenstreek (CR);1995 3e kwartaal;41.2;0.6;;1207.0;13.7;;115150.0;139.0
7356;Agglomeratie Leiden en Bollenstreek (CR);1995 oktober;;;;;;;;
7357;Agglomeratie Leiden en Bollenstreek (CR);1995 november;;;;;;;;
7358;Agglomeratie Leiden en Bollenstreek (CR);1995 december;;;;;;;;
7359;Agglomeratie Leiden en Bollenstreek (CR);1995 4e kwartaal;41.8;1.4;;1240.0;2.7;;117034.0;145.0
7360;Agglomeratie Leiden en Bollenstreek (CR);1995;40.6;;;4408.0;;;112543.0;496.0
7361;Agglomeratie Leiden en Bollenstreek (CR);1996 januari;;;;;;;;
7362;Agglomeratie Leiden en Bollenstreek (CR);1996 februari;;;;;;;;
7363;Agglomeratie Leiden en Bollenstreek (CR);1996 maart;;;;;;;;
7364;Agglomeratie Leiden en Bollenstreek (CR);1996 1e kwartaal;42.5;1.7;5.7;987.0;-20.4;9.8;116356.0;115.0
7365;Agglomeratie Leiden en Bollenstreek (CR);1996 april;;;;;;;;
7366;Agglomeratie Leiden en Bollenstreek (CR);1996 mei;;;;;;;;
7367;Agglomeratie Leiden en Bollenstreek (CR);1996 juni;;;;;;;;
7368;Agglomeratie Leiden en Bollenstreek (CR);1996 2e kwartaal;44.1;3.7;7.6;1199.0;21.5;12.9;116078.0;139.0
7369;Agglomeratie Leiden en Bollenstreek (CR);1996 juli;;;;;;;;
7370;Agglomeratie Leiden en Bollenstreek (CR);1996 augustus;;;;;;;;
7371;Agglomeratie Leiden en Bollenstreek (CR);1996 september;;;;;;;;
7372;Agglomeratie Leiden en Bollenstreek (CR);1996 3e kwartaal;45.3;2.9;10.0;1286.0;7.3;6.5;124527.0;160.0
7373;Agglomeratie Leiden en Bollenstreek (CR);1996 oktober;;;;;;;;
7374;Agglomeratie Leiden en Bollenstreek (CR);1996 november;;;;;;;;
7375;Agglomeratie Leiden en Bollenstreek (CR);1996 december;;;;;;;;
7376;Agglomeratie Leiden en Bollenstreek (CR);1996 4e kwartaal;46.6;2.8;11.5;1387.0;7.9;11.9;130029.0;180.0
7377;Agglomeratie Leiden en Bollenstreek (CR);1996;44.1;8.6;8.6;4859.0;10.2;10.2;122353.0;595.0
7378;Agglomeratie Leiden en Bollenstreek (CR);1997 januari;;;;;;;;
7379;Agglomeratie Leiden en Bollenstreek (CR);1997 februari;;;;;;;;
7380;Agglomeratie Leiden en Bollenstreek (CR);1997 maart;;;;;;;;
7381;Agglomeratie Leiden en Bollenstreek (CR);1997 1e kwartaal;47.9;2.9;12.8;944.0;-31.9;-4.4;124376.0;117.0
7382;Agglomeratie Leiden en Bollenstreek (CR);1997 april;;;;;;;;
7383;Agglomeratie Leiden en Bollenstreek (CR);1997 mei;;;;;;;;
7384;Agglomeratie Leiden en Bollenstreek (CR);1997 juni;;;;;;;;
7385;Agglomeratie Leiden en Bollenstreek (CR);1997 2e kwartaal;49.4;3.2;12.2;1071.0;13.5;-10.7;136369.0;146.0
7386;Agglomeratie Leiden en Bollenstreek (CR);1997 juli;;;;;;;;
7387;Agglomeratie Leiden en Bollenstreek (CR);1997 augustus;;;;;;;;
7388;Agglomeratie Leiden en Bollenstreek (CR);1997 september;;;;;;;;
7389;Agglomeratie Leiden en Bollenstreek (CR);1997 3e kwartaal;50.8;2.7;12.0;1299.0;21.3;1.0;138733.0;180.0
7390;Agglomeratie Leiden en Bollenstreek (CR);1997 oktober;;;;;;;;
7391;Agglomeratie Leiden en Bollenstreek (CR);1997 november;;;;;;;;
7392;Agglomeratie Leiden en Bollenstreek (CR);1997 december;;;;;;;;
7393;Agglomeratie Leiden en Bollenstreek (CR);1997 4e kwartaal;52.6;3.6;12.9;1217.0;-6.3;-12.3;144107.0;175.0
7394;Agglomeratie Leiden en Bollenstreek (CR);1997;49.6;12.6;12.6;4531.0;-6.8;-6.8;136626.0;619.0
7395;Agglomeratie Leiden en Bollenstreek (CR);1998 januari;;;;;;;;
7396;Agglomeratie Leiden en Bollenstreek (CR);1998 februari;;;;;;;;
7397;Agglomeratie Leiden en Bollenstreek (CR);1998 maart;;;;;;;;
7398;Agglomeratie Leiden en Bollenstreek (CR);1998 1e kwartaal;53.5;1.7;11.6;947.0;-22.2;0.3;146848.0;139.0
7399;Agglomeratie Leiden en Bollenstreek (CR);1998 april;;;;;;;;
7400;Agglomeratie Leiden en Bollenstreek (CR);1998 mei;;;;;;;;
7401;Agglomeratie Leiden en Bollenstreek (CR);1998 juni;;;;;;;;
7402;Agglomeratie Leiden en Bollenstreek (CR);1998 2e kwartaal;55.0;2.9;11.3;1439.0;52.0;34.4;143433.0;206.0
7403;Agglomeratie Leiden en Bollenstreek (CR);1998 juli;;;;;;;;
7404;Agglomeratie Leiden en Bollenstreek (CR);1998 augustus;;;;;;;;
7405;Agglomeratie Leiden en Bollenstreek (CR);1998 september;;;;;;;;
7406;Agglomeratie Leiden en Bollenstreek (CR);1998 3e kwartaal;56.5;2.6;11.1;1306.0;-9.2;0.5;148577.0;194.0
7407;Agglomeratie Leiden en Bollenstreek (CR);1998 oktober;;;;;;;;
7408;Agglomeratie Leiden en Bollenstreek (CR);1998 november;;;;;;;;
7409;Agglomeratie Leiden en Bollenstreek (CR);1998 december;;;;;;;;
7410;Agglomeratie Leiden en Bollenstreek (CR);1998 4e kwartaal;58.3;3.3;10.8;1471.0;12.6;20.9;154815.0;228.0
7411;Agglomeratie Leiden en Bollenstreek (CR);1998;55.2;11.2;11.2;5163.0;13.9;13.9;148604.0;767.0
7412;Agglomeratie Leiden en Bollenstreek (CR);1999 januari;;;;;;;;
7413;Agglomeratie Leiden en Bollenstreek (CR);1999 februari;;;;;;;;
7414;Agglomeratie Leiden en Bollenstreek (CR);1999 maart;;;;;;;;
7415;Agglomeratie Leiden en Bollenstreek (CR);1999 1e kwartaal;61.3;5.2;14.5;1011.0;-31.3;6.8;160593.0;162.0
7416;Agglomeratie Leiden en Bollenstreek (CR);1999 april;;;;;;;;
7417;Agglomeratie Leiden en Bollenstreek (CR);1999 mei;;;;;;;;
7418;Agglomeratie Leiden en Bollenstreek (CR);1999 juni;;;;;;;;
7419;Agglomeratie Leiden en Bollenstreek (CR);1999 2e kwartaal;62.6;2.2;13.8;1255.0;24.1;-12.8;169600.0;213.0
7420;Agglomeratie Leiden en Bollenstreek (CR);1999 juli;;;;;;;;
7421;Agglomeratie Leiden en Bollenstreek (CR);1999 augustus;;;;;;;;
7422;Agglomeratie Leiden en Bollenstreek (CR);1999 september;;;;;;;;
7423;Agglomeratie Leiden en Bollenstreek (CR);1999 3e kwartaal;66.0;5.4;16.9;1425.0;13.5;9.1;172441.0;246.0
7424;Agglomeratie Leiden en Bollenstreek (CR);1999 oktober;;;;;;;;
7425;Agglomeratie Leiden en Bollenstreek (CR);1999 november;;;;;;;;
7426;Agglomeratie Leiden en Bollenstreek (CR);1999 december;;;;;;;;
7427;Agglomeratie Leiden en Bollenstreek (CR);1999 4e kwartaal;69.2;4.9;18.8;1382.0;-3.0;-6.1;187063.0;259.0
7428;Agglomeratie Leiden en Bollenstreek (CR);1999;64.4;16.7;16.7;5073.0;-1.7;-1.7;173360.0;879.0
7429;Agglomeratie Leiden en Bollenstreek (CR);2000 januari;;;;;;;;
7430;Agglomeratie Leiden en Bollenstreek (CR);2000 februari;;;;;;;;
7431;Agglomeratie Leiden en Bollenstreek (CR);2000 maart;;;;;;;;
7432;Agglomeratie Leiden en Bollenstreek (CR);2000 1e kwartaal;71.7;3.6;17.0;999.0;-27.7;-1.2;180716.0;181.0
7433;Agglomeratie Leiden en Bollenstreek (CR);2000 april;;;;;;;;
7434;Agglomeratie Leiden en Bollenstreek (CR);2000 mei;;;;;;;;
7435;Agglomeratie Leiden en Bollenstreek (CR);2000 juni;;;;;;;;
7436;Agglomeratie Leiden en Bollenstreek (CR);2000 2e kwartaal;73.9;3.0;17.9;1146.0;14.7;-8.7;198818.0;228.0
7437;Agglomeratie Leiden en Bollenstreek (CR);2000 juli;;;;;;;;
7438;Agglomeratie Leiden en Bollenstreek (CR);2000 augustus;;;;;;;;
7439;Agglomeratie Leiden en Bollenstreek (CR);2000 september;;;;;;;;
7440;Agglomeratie Leiden en Bollenstreek (CR);2000 3e kwartaal;76.8;4.0;16.3;1246.0;8.7;-12.6;204848.0;255.0
7441;Agglomeratie Leiden en Bollenstreek (CR);2000 oktober;;;;;;;;
7442;Agglomeratie Leiden en Bollenstreek (CR);2000 november;;;;;;;;
7443;Agglomeratie Leiden en Bollenstreek (CR);2000 december;;;;;;;;
7444;Agglomeratie Leiden en Bollenstreek (CR);2000 4e kwartaal;80.0;4.1;15.5;1306.0;4.8;-5.5;212664.0;278.0
7445;Agglomeratie Leiden en Bollenstreek (CR);2000;75.1;16.5;16.5;4697.0;-7.4;-7.4;200417.0;941.0
7446;Agglomeratie Leiden en Bollenstreek (CR);2001 januari;;;;;;;;
7447;Agglomeratie Leiden en Bollenstreek (CR);2001 februari;;;;;;;;
