ID;RegioS;Perioden;Prijsindex_1;PeriodeOpPeriodeOntwikkeling_2;JaarOpJaarOntwikkeling_3;Aantal_4;PeriodeOpPeriodeOntwikkeling_5;JaarOpJaarOntwikkeling_6;GemiddeldeVerkoopprijs_7;TotaleWaardeVerkoopprijzen_8
2255;Zuidoost-Drenthe (CR);2001 3e kwartaal;86.4;2.0;10.2;529.0;-1.1;-11.8;153545.0;81.0
2256;Zuidoost-Drenthe (CR);2001 oktober;;;;;;;;
2257;Zuidoost-Drenthe (CR);2001 november;;;;;;;;
2258;Zuidoost-Drenthe (CR);2001 december;;;;;;;;
2259;Zuidoost-Drenthe (CR);2001 4e kwartaal;87.1;0.8;6.8;619.0;17.0;5.3;143655.0;89.0
2260;Zuidoost-Drenthe (CR);2001;83.7;10.7;10.7;2052.0;-10.1;-10.1;145444.0;298.0
2261;Zuidoost-Drenthe (CR);2002 januari;;;;;;;;
2262;Zuidoost-Drenthe (CR);2002 februari;;;;;;;;
2263;Zuidoost-Drenthe (CR);2002 maart;;;;;;;;
2264;Zuidoost-Drenthe (CR);2002 1e kwartaal;90.0;3.3;9.8;471.0;-23.9;27.6;153580.0;72.0
2265;Zuidoost-Drenthe (CR);2002 april;;;;;;;;
2266;Zuidoost-Drenthe (CR);2002 mei;;;;;;;;
2267;Zuidoost-Drenthe (CR);2002 juni;;;;;;;;
2268;Zuidoost-Drenthe (CR);2002 2e kwartaal;90.3;0.4;6.6;534.0;13.4;-0.2;161599.0;86.0
2269;Zuidoost-Drenthe (CR);2002 juli;;;;;;;;
2270;Zuidoost-Drenthe (CR);2002 augustus;;;;;;;;
2271;Zuidoost-Drenthe (CR);2002 september;;;;;;;;
2272;Zuidoost-Drenthe (CR);2002 3e kwartaal;92.3;2.2;6.8;580.0;8.6;9.6;163933.0;95.0
2273;Zuidoost-Drenthe (CR);2002 oktober;;;;;;;;
2274;Zuidoost-Drenthe (CR);2002 november;;;;;;;;
2275;Zuidoost-Drenthe (CR);2002 december;;;;;;;;
2276;Zuidoost-Drenthe (CR);2002 4e kwartaal;92.3;-0.1;5.9;586.0;1.0;-5.3;160260.0;94.0
2277;Zuidoost-Drenthe (CR);2002;89.6;7.1;7.1;2171.0;5.8;5.8;160121.0;348.0
2278;Zuidoost-Drenthe (CR);2003 januari;;;;;;;;
2279;Zuidoost-Drenthe (CR);2003 februari;;;;;;;;
2280;Zuidoost-Drenthe (CR);2003 maart;;;;;;;;
2281;Zuidoost-Drenthe (CR);2003 1e kwartaal;93.1;0.9;3.4;418.0;-28.7;-11.3;164227.0;69.0
2282;Zuidoost-Drenthe (CR);2003 april;;;;;;;;
2283;Zuidoost-Drenthe (CR);2003 mei;;;;;;;;
2284;Zuidoost-Drenthe (CR);2003 juni;;;;;;;;
2285;Zuidoost-Drenthe (CR);2003 2e kwartaal;94.4;1.4;4.5;559.0;33.7;4.7;163661.0;91.0
2286;Zuidoost-Drenthe (CR);2003 juli;;;;;;;;
2287;Zuidoost-Drenthe (CR);2003 augustus;;;;;;;;
2288;Zuidoost-Drenthe (CR);2003 september;;;;;;;;
2289;Zuidoost-Drenthe (CR);2003 3e kwartaal;94.4;0.0;2.2;531.0;-5.0;-8.4;165977.0;88.0
2290;Zuidoost-Drenthe (CR);2003 oktober;;;;;;;;
2291;Zuidoost-Drenthe (CR);2003 november;;;;;;;;
2292;Zuidoost-Drenthe (CR);2003 december;;;;;;;;
2293;Zuidoost-Drenthe (CR);2003 4e kwartaal;93.3;-1.2;1.1;598.0;12.6;2.0;160038.0;96.0
2294;Zuidoost-Drenthe (CR);2003;92.8;3.5;3.5;2106.0;-3.0;-3.0;163329.0;344.0
2295;Zuidoost-Drenthe (CR);2004 januari;;;;;;;;
2296;Zuidoost-Drenthe (CR);2004 februari;;;;;;;;
2297;Zuidoost-Drenthe (CR);2004 maart;;;;;;;;
2298;Zuidoost-Drenthe (CR);2004 1e kwartaal;96.4;3.3;3.6;419.0;-29.9;0.2;165017.0;69.0
2299;Zuidoost-Drenthe (CR);2004 april;;;;;;;;
2300;Zuidoost-Drenthe (CR);2004 mei;;;;;;;;
2301;Zuidoost-Drenthe (CR);2004 juni;;;;;;;;
2302;Zuidoost-Drenthe (CR);2004 2e kwartaal;96.9;0.5;2.6;556.0;32.7;-0.5;161941.0;90.0
2303;Zuidoost-Drenthe (CR);2004 juli;;;;;;;;
2304;Zuidoost-Drenthe (CR);2004 augustus;;;;;;;;
2305;Zuidoost-Drenthe (CR);2004 september;;;;;;;;
2306;Zuidoost-Drenthe (CR);2004 3e kwartaal;97.9;1.1;3.7;484.0;-12.9;-8.9;174056.0;84.0
2307;Zuidoost-Drenthe (CR);2004 oktober;;;;;;;;
2308;Zuidoost-Drenthe (CR);2004 november;;;;;;;;
2309;Zuidoost-Drenthe (CR);2004 december;;;;;;;;
2310;Zuidoost-Drenthe (CR);2004 4e kwartaal;98.6;0.7;5.7;595.0;22.9;-0.5;168434.0;100.0
2311;Zuidoost-Drenthe (CR);2004;96.4;3.9;3.9;2054.0;-2.5;-2.5;167304.0;344.0
2312;Zuidoost-Drenthe (CR);2005 januari;;;;;;;;
2313;Zuidoost-Drenthe (CR);2005 februari;;;;;;;;
2314;Zuidoost-Drenthe (CR);2005 maart;;;;;;;;
2315;Zuidoost-Drenthe (CR);2005 1e kwartaal;98.1;-0.5;1.8;407.0;-31.6;-2.9;170009.0;69.0
2316;Zuidoost-Drenthe (CR);2005 april;;;;;;;;
2317;Zuidoost-Drenthe (CR);2005 mei;;;;;;;;
2318;Zuidoost-Drenthe (CR);2005 juni;;;;;;;;
2319;Zuidoost-Drenthe (CR);2005 2e kwartaal;100.0;2.0;3.3;583.0;43.2;4.9;179069.0;104.0
2320;Zuidoost-Drenthe (CR);2005 juli;;;;;;;;
2321;Zuidoost-Drenthe (CR);2005 augustus;;;;;;;;
2322;Zuidoost-Drenthe (CR);2005 september;;;;;;;;
2323;Zuidoost-Drenthe (CR);2005 3e kwartaal;100.6;0.6;2.8;630.0;8.1;30.2;180042.0;113.0
2324;Zuidoost-Drenthe (CR);2005 oktober;;;;;;;;
2325;Zuidoost-Drenthe (CR);2005 november;;;;;;;;
2326;Zuidoost-Drenthe (CR);2005 december;;;;;;;;
2327;Zuidoost-Drenthe (CR);2005 4e kwartaal;101.2;0.6;2.6;646.0;2.5;8.6;176795.0;114.0
2328;Zuidoost-Drenthe (CR);2005;100.0;3.7;3.7;2266.0;10.3;10.3;177064.0;401.0
2329;Zuidoost-Drenthe (CR);2006 januari;;;;;;;;
2330;Zuidoost-Drenthe (CR);2006 februari;;;;;;;;
2331;Zuidoost-Drenthe (CR);2006 maart;;;;;;;;
2332;Zuidoost-Drenthe (CR);2006 1e kwartaal;100.9;-0.4;2.8;484.0;-25.1;18.9;183124.0;89.0
2333;Zuidoost-Drenthe (CR);2006 april;;;;;;;;
2334;Zuidoost-Drenthe (CR);2006 mei;;;;;;;;
2335;Zuidoost-Drenthe (CR);2006 juni;;;;;;;;
2336;Zuidoost-Drenthe (CR);2006 2e kwartaal;104.6;3.7;4.6;530.0;9.5;-9.1;187837.0;100.0
2337;Zuidoost-Drenthe (CR);2006 juli;;;;;;;;
2338;Zuidoost-Drenthe (CR);2006 augustus;;;;;;;;
2339;Zuidoost-Drenthe (CR);2006 september;;;;;;;;
2340;Zuidoost-Drenthe (CR);2006 3e kwartaal;104.3;-0.3;3.7;512.0;-3.4;-18.7;190746.0;98.0
2341;Zuidoost-Drenthe (CR);2006 oktober;;;;;;;;
2342;Zuidoost-Drenthe (CR);2006 november;;;;;;;;
2343;Zuidoost-Drenthe (CR);2006 december;;;;;;;;
2344;Zuidoost-Drenthe (CR);2006 4e kwartaal;105.7;1.3;4.4;551.0;7.6;-14.7;189027.0;104.0
2345;Zuidoost-Drenthe (CR);2006;103.9;3.9;3.9;2077.0;-8.3;-8.3;187771.0;390.0
2346;Zuidoost-Drenthe (CR);2007 januari;;;;;;;;
2347;Zuidoost-Drenthe (CR);2007 februari;;;;;;;;
2348;Zuidoost-Drenthe (CR);2007 maart;;;;;;;;
2349;Zuidoost-Drenthe (CR);2007 1e kwartaal;108.4;2.6;7.5;373.0;-32.3;-22.9;186846.0;70.0
2350;Zuidoost-Drenthe (CR);2007 april;;;;;;;;
2351;Zuidoost-Drenthe (CR);2007 mei;;;;;;;;
2352;Zuidoost-Drenthe (CR);2007 juni;;;;;;;;
2353;Zuidoost-Drenthe (CR);2007 2e kwartaal;108.4;0.0;3.6;490.0;31.4;-7.5;198424.0;97.0
2354;Zuidoost-Drenthe (CR);2007 juli;;;;;;;;
2355;Zuidoost-Drenthe (CR);2007 augustus;;;;;;;;
2356;Zuidoost-Drenthe (CR);2007 september;;;;;;;;
2357;Zuidoost-Drenthe (CR);2007 3e kwartaal;108.4;0.0;3.9;480.0;-2.0;-6.3;194224.0;93.0
2358;Zuidoost-Drenthe (CR);2007 oktober;;;;;;;;
2359;Zuidoost-Drenthe (CR);2007 november;;;;;;;;
2360;Zuidoost-Drenthe (CR);2007 december;;;;;;;;
2361;Zuidoost-Drenthe (CR);2007 4e kwartaal;108.6;0.2;2.8;507.0;5.6;-8.0;204104.0;103.0
2362;Zuidoost-Drenthe (CR);2007;108.4;4.4;4.4;1850.0;-10.9;-10.9;196557.0;364.0
2363;Zuidoost-Drenthe (CR);2008 januari;;;;;;;;
2364;Zuidoost-Drenthe (CR);2008 februari;;;;;;;;
2365;Zuidoost-Drenthe (CR);2008 maart;;;;;;;;
2366;Zuidoost-Drenthe (CR);2008 1e kwartaal;111.0;2.2;2.4;384.0;-24.3;2.9;203068.0;78.0
2367;Zuidoost-Drenthe (CR);2008 april;;;;;;;;
2368;Zuidoost-Drenthe (CR);2008 mei;;;;;;;;
2369;Zuidoost-Drenthe (CR);2008 juni;;;;;;;;
2370;Zuidoost-Drenthe (CR);2008 2e kwartaal;110.1;-0.8;1.5;493.0;28.4;0.6;196332.0;97.0
2371;Zuidoost-Drenthe (CR);2008 juli;;;;;;;;
2372;Zuidoost-Drenthe (CR);2008 augustus;;;;;;;;
2373;Zuidoost-Drenthe (CR);2008 september;;;;;;;;
2374;Zuidoost-Drenthe (CR);2008 3e kwartaal;112.2;1.9;3.5;508.0;3.0;5.8;197643.0;100.0
2375;Zuidoost-Drenthe (CR);2008 oktober;;;;;;;;
2376;Zuidoost-Drenthe (CR);2008 november;;;;;;;;
2377;Zuidoost-Drenthe (CR);2008 december;;;;;;;;
2378;Zuidoost-Drenthe (CR);2008 4e kwartaal;110.9;-1.1;2.1;469.0;-7.7;-7.5;193948.0;91.0
2379;Zuidoost-Drenthe (CR);2008;111.0;2.4;2.4;1854.0;0.2;0.2;197483.0;366.0
2380;Zuidoost-Drenthe (CR);2009 januari;;;;;;;;
2381;Zuidoost-Drenthe (CR);2009 februari;;;;;;;;
2382;Zuidoost-Drenthe (CR);2009 maart;;;;;;;;
2383;Zuidoost-Drenthe (CR);2009 1e kwartaal;110.7;-0.2;-0.2;294.0;-37.3;-23.4;188522.0;55.0
2384;Zuidoost-Drenthe (CR);2009 april;;;;;;;;
2385;Zuidoost-Drenthe (CR);2009 mei;;;;;;;;
2386;Zuidoost-Drenthe (CR);2009 juni;;;;;;;;
2387;Zuidoost-Drenthe (CR);2009 2e kwartaal;106.2;-4.1;-3.5;305.0;3.7;-38.1;175853.0;54.0
2388;Zuidoost-Drenthe (CR);2009 juli;;;;;;;;
2389;Zuidoost-Drenthe (CR);2009 augustus;;;;;;;;
2390;Zuidoost-Drenthe (CR);2009 september;;;;;;;;
2391;Zuidoost-Drenthe (CR);2009 3e kwartaal;107.8;1.5;-3.9;351.0;15.1;-30.9;182900.0;64.0
2392;Zuidoost-Drenthe (CR);2009 oktober;;;;;;;;
2393;Zuidoost-Drenthe (CR);2009 november;;;;;;;;
2394;Zuidoost-Drenthe (CR);2009 december;;;;;;;;
2395;Zuidoost-Drenthe (CR);2009 4e kwartaal;105.9;-1.7;-4.5;361.0;2.8;-23.0;184670.0;67.0
2396;Zuidoost-Drenthe (CR);2009;107.3;-3.3;-3.3;1311.0;-29.3;-29.3;183009.0;240.0
2397;Zuidoost-Drenthe (CR);2010 januari;;;;;;;;
2398;Zuidoost-Drenthe (CR);2010 februari;;;;;;;;
2399;Zuidoost-Drenthe (CR);2010 maart;;;;;;;;
2400;Zuidoost-Drenthe (CR);2010 1e kwartaal;106.5;0.5;-3.8;247.0;-31.6;-16.0;190282.0;47.0
2401;Zuidoost-Drenthe (CR);2010 april;;;;;;;;
2402;Zuidoost-Drenthe (CR);2010 mei;;;;;;;;
2403;Zuidoost-Drenthe (CR);2010 juni;;;;;;;;
2404;Zuidoost-Drenthe (CR);2010 2e kwartaal;107.4;0.9;1.2;341.0;38.1;11.8;185655.0;63.0
2405;Zuidoost-Drenthe (CR);2010 juli;;;;;;;;
2406;Zuidoost-Drenthe (CR);2010 augustus;;;;;;;;
2407;Zuidoost-Drenthe (CR);2010 september;;;;;;;;
2408;Zuidoost-Drenthe (CR);2010 3e kwartaal;107.1;-0.4;-0.7;313.0;-8.2;-10.8;189708.0;59.0
2409;Zuidoost-Drenthe (CR);2010 oktober;;;;;;;;
2410;Zuidoost-Drenthe (CR);2010 november;;;;;;;;
2411;Zuidoost-Drenthe (CR);2010 december;;;;;;;;
2412;Zuidoost-Drenthe (CR);2010 4e kwartaal;104.1;-2.7;-1.7;335.0;7.0;-7.2;185883.0;62.0
2413;Zuidoost-Drenthe (CR);2010;106.3;-0.9;-0.9;1236.0;-5.7;-5.7;187668.0;232.0
2414;Zuidoost-Drenthe (CR);2011 januari;;;;;;;;
2415;Zuidoost-Drenthe (CR);2011 februari;;;;;;;;
2416;Zuidoost-Drenthe (CR);2011 maart;;;;;;;;
2417;Zuidoost-Drenthe (CR);2011 1e kwartaal;101.8;-2.2;-4.4;246.0;-26.6;-0.4;175006.0;43.0
2418;Zuidoost-Drenthe (CR);2011 april;;;;;;;;
2419;Zuidoost-Drenthe (CR);2011 mei;;;;;;;;
2420;Zuidoost-Drenthe (CR);2011 juni;;;;;;;;
2421;Zuidoost-Drenthe (CR);2011 2e kwartaal;103.2;1.4;-4.0;272.0;10.6;-20.2;184121.0;50.0
2422;Zuidoost-Drenthe (CR);2011 juli;;;;;;;;
2423;Zuidoost-Drenthe (CR);2011 augustus;;;;;;;;
2424;Zuidoost-Drenthe (CR);2011 september;;;;;;;;
2425;Zuidoost-Drenthe (CR);2011 3e kwartaal;102.6;-0.5;-4.1;286.0;5.1;-8.6;191341.0;55.0
2426;Zuidoost-Drenthe (CR);2011 oktober;;;;;;;;
2427;Zuidoost-Drenthe (CR);2011 november;;;;;;;;
2428;Zuidoost-Drenthe (CR);2011 december;;;;;;;;
2429;Zuidoost-Drenthe (CR);2011 4e kwartaal;101.6;-1.1;-2.5;312.0;9.1;-6.9;182036.0;57.0
2430;Zuidoost-Drenthe (CR);2011;101.2;-4.8;-4.8;1116.0;-9.7;-9.7;183379.0;205.0
2431;Zuidoost-Drenthe (CR);2012 januari;;;;;;;;
2432;Zuidoost-Drenthe (CR);2012 februari;;;;;;;;
2433;Zuidoost-Drenthe (CR);2012 maart;;;;;;;;
2434;Zuidoost-Drenthe (CR);2012 1e kwartaal;101.0;-0.5;-0.8;243.0;-22.1;-1.2;187413.0;46.0
2435;Zuidoost-Drenthe (CR);2012 april;;;;;;;;
2436;Zuidoost-Drenthe (CR);2012 mei;;;;;;;;
2437;Zuidoost-Drenthe (CR);2012 juni;;;;;;;;
2438;Zuidoost-Drenthe (CR);2012 2e kwartaal;96.2;-4.8;-6.8;338.0;39.1;24.3;176210.0;60.0
2439;Zuidoost-Drenthe (CR);2012 juli;;;;;;;;
2440;Zuidoost-Drenthe (CR);2012 augustus;;;;;;;;
2441;Zuidoost-Drenthe (CR);2012 september;;;;;;;;
2442;Zuidoost-Drenthe (CR);2012 3e kwartaal;93.6;-2.7;-8.9;210.0;-37.9;-26.6;165725.0;35.0
2443;Zuidoost-Drenthe (CR);2012 oktober;;;;;;;;
2444;Zuidoost-Drenthe (CR);2012 november;;;;;;;;
2445;Zuidoost-Drenthe (CR);2012 december;;;;;;;;
2446;Zuidoost-Drenthe (CR);2012 4e kwartaal;94.2;0.7;-7.3;345.0;64.3;10.6;170569.0;59.0
2447;Zuidoost-Drenthe (CR);2012;95.1;-6.1;-6.1;1136.0;1.8;1.8;174955.0;199.0
2448;Zuidwest-Drenthe (CR);1995 januari;;;;;;;;
2449;Zuidwest-Drenthe (CR);1995 februari;;;;;;;;
2450;Zuidwest-Drenthe (CR);1995 maart;;;;;;;;
2451;Zuidwest-Drenthe (CR);1995 1e kwartaal;39.7;;;294.0;;;86811.0;26.0
2452;Zuidwest-Drenthe (CR);1995 april;;;;;;;;
2453;Zuidwest-Drenthe (CR);1995 mei;;;;;;;;
2454;Zuidwest-Drenthe (CR);1995 juni;;;;;;;;
2455;Zuidwest-Drenthe (CR);1995 2e kwartaal;38.8;-2.2;;419.0;42.5;;83256.0;35.0
2456;Zuidwest-Drenthe (CR);1995 juli;;;;;;;;
2457;Zuidwest-Drenthe (CR);1995 augustus;;;;;;;;
2458;Zuidwest-Drenthe (CR);1995 september;;;;;;;;
2459;Zuidwest-Drenthe (CR);1995 3e kwartaal;40.5;4.3;;411.0;-1.9;;87280.0;36.0
2460;Zuidwest-Drenthe (CR);1995 oktober;;;;;;;;
2461;Zuidwest-Drenthe (CR);1995 november;;;;;;;;
2462;Zuidwest-Drenthe (CR);1995 december;;;;;;;;
2463;Zuidwest-Drenthe (CR);1995 4e kwartaal;41.6;2.8;;478.0;16.3;;94266.0;45.0
2464;Zuidwest-Drenthe (CR);1995;41.9;;;1602.0;;;88226.0;141.0
2465;Zuidwest-Drenthe (CR);1996 januari;;;;;;;;
2466;Zuidwest-Drenthe (CR);1996 februari;;;;;;;;
2467;Zuidwest-Drenthe (CR);1996 maart;;;;;;;;
2468;Zuidwest-Drenthe (CR);1996 1e kwartaal;43.4;4.4;9.5;392.0;-18.0;33.3;86871.0;34.0
2469;Zuidwest-Drenthe (CR);1996 april;;;;;;;;
2470;Zuidwest-Drenthe (CR);1996 mei;;;;;;;;
2471;Zuidwest-Drenthe (CR);1996 juni;;;;;;;;
2472;Zuidwest-Drenthe (CR);1996 2e kwartaal;44.5;2.4;14.6;438.0;11.7;4.5;94075.0;41.0
2473;Zuidwest-Drenthe (CR);1996 juli;;;;;;;;
2474;Zuidwest-Drenthe (CR);1996 augustus;;;;;;;;
2475;Zuidwest-Drenthe (CR);1996 september;;;;;;;;
2476;Zuidwest-Drenthe (CR);1996 3e kwartaal;46.0;3.4;13.7;453.0;3.4;10.2;100289.0;45.0
2477;Zuidwest-Drenthe (CR);1996 oktober;;;;;;;;
2478;Zuidwest-Drenthe (CR);1996 november;;;;;;;;
2479;Zuidwest-Drenthe (CR);1996 december;;;;;;;;
2480;Zuidwest-Drenthe (CR);1996 4e kwartaal;46.4;0.9;11.6;468.0;3.3;-2.1;98158.0;46.0
2481;Zuidwest-Drenthe (CR);1996;47.1;12.4;12.4;1751.0;9.3;9.3;95161.0;167.0
2482;Zuidwest-Drenthe (CR);1997 januari;;;;;;;;
2483;Zuidwest-Drenthe (CR);1997 februari;;;;;;;;
2484;Zuidwest-Drenthe (CR);1997 maart;;;;;;;;
2485;Zuidwest-Drenthe (CR);1997 1e kwartaal;47.6;2.6;9.7;385.0;-17.7;-1.8;97706.0;38.0
2486;Zuidwest-Drenthe (CR);1997 april;;;;;;;;
2487;Zuidwest-Drenthe (CR);1997 mei;;;;;;;;
2488;Zuidwest-Drenthe (CR);1997 juni;;;;;;;;
2489;Zuidwest-Drenthe (CR);1997 2e kwartaal;49.3;3.5;10.9;465.0;20.8;6.2;103388.0;48.0
2490;Zuidwest-Drenthe (CR);1997 juli;;;;;;;;
2491;Zuidwest-Drenthe (CR);1997 augustus;;;;;;;;
2492;Zuidwest-Drenthe (CR);1997 september;;;;;;;;
2493;Zuidwest-Drenthe (CR);1997 3e kwartaal;50.6;2.6;10.0;494.0;6.2;9.1;102131.0;50.0
2494;Zuidwest-Drenthe (CR);1997 oktober;;;;;;;;
2495;Zuidwest-Drenthe (CR);1997 november;;;;;;;;
2496;Zuidwest-Drenthe (CR);1997 december;;;;;;;;
2497;Zuidwest-Drenthe (CR);1997 4e kwartaal;51.0;0.8;9.9;591.0;19.6;26.3;105015.0;62.0
2498;Zuidwest-Drenthe (CR);1997;51.9;10.1;10.1;1935.0;10.5;10.5;102434.0;198.0
2499;Zuidwest-Drenthe (CR);1998 januari;;;;;;;;
2500;Zuidwest-Drenthe (CR);1998 februari;;;;;;;;
2501;Zuidwest-Drenthe (CR);1998 maart;;;;;;;;
2502;Zuidwest-Drenthe (CR);1998 1e kwartaal;51.3;0.6;7.8;353.0;-40.3;-8.3;105918.0;37.0
2503;Zuidwest-Drenthe (CR);1998 april;;;;;;;;
2504;Zuidwest-Drenthe (CR);1998 mei;;;;;;;;
2505;Zuidwest-Drenthe (CR);1998 juni;;;;;;;;
2506;Zuidwest-Drenthe (CR);1998 2e kwartaal;53.7;4.6;8.8;433.0;22.7;-6.9;103712.0;45.0
2507;Zuidwest-Drenthe (CR);1998 juli;;;;;;;;
2508;Zuidwest-Drenthe (CR);1998 augustus;;;;;;;;
2509;Zuidwest-Drenthe (CR);1998 september;;;;;;;;
2510;Zuidwest-Drenthe (CR);1998 3e kwartaal;57.2;6.5;13.0;429.0;-0.9;-13.2;121382.0;52.0
2511;Zuidwest-Drenthe (CR);1998 oktober;;;;;;;;
2512;Zuidwest-Drenthe (CR);1998 november;;;;;;;;
2513;Zuidwest-Drenthe (CR);1998 december;;;;;;;;
2514;Zuidwest-Drenthe (CR);1998 4e kwartaal;58.0;1.4;13.7;476.0;11.0;-19.5;121422.0;58.0
2515;Zuidwest-Drenthe (CR);1998;57.5;10.9;10.9;1691.0;-12.6;-12.6;113640.0;192.0
2516;Zuidwest-Drenthe (CR);1999 januari;;;;;;;;
2517;Zuidwest-Drenthe (CR);1999 februari;;;;;;;;
2518;Zuidwest-Drenthe (CR);1999 maart;;;;;;;;
2519;Zuidwest-Drenthe (CR);1999 1e kwartaal;60.3;4.1;17.5;285.0;-40.1;-19.3;127720.0;36.0
2520;Zuidwest-Drenthe (CR);1999 april;;;;;;;;
2521;Zuidwest-Drenthe (CR);1999 mei;;;;;;;;
2522;Zuidwest-Drenthe (CR);1999 juni;;;;;;;;
2523;Zuidwest-Drenthe (CR);1999 2e kwartaal;63.4;5.1;18.1;422.0;48.1;-2.5;123778.0;52.0
2524;Zuidwest-Drenthe (CR);1999 juli;;;;;;;;
2525;Zuidwest-Drenthe (CR);1999 augustus;;;;;;;;
2526;Zuidwest-Drenthe (CR);1999 september;;;;;;;;
2527;Zuidwest-Drenthe (CR);1999 3e kwartaal;66.7;5.2;16.7;439.0;4.0;2.3;138726.0;61.0
2528;Zuidwest-Drenthe (CR);1999 oktober;;;;;;;;
2529;Zuidwest-Drenthe (CR);1999 november;;;;;;;;
2530;Zuidwest-Drenthe (CR);1999 december;;;;;;;;
2531;Zuidwest-Drenthe (CR);1999 4e kwartaal;69.7;4.5;20.2;442.0;0.7;-7.1;147628.0;65.0
2532;Zuidwest-Drenthe (CR);1999;65.1;13.2;13.2;1588.0;-6.1;-6.1;135256.0;215.0
2533;Zuidwest-Drenthe (CR);2000 januari;;;;;;;;
2534;Zuidwest-Drenthe (CR);2000 februari;;;;;;;;
2535;Zuidwest-Drenthe (CR);2000 maart;;;;;;;;
2536;Zuidwest-Drenthe (CR);2000 1e kwartaal;73.3;5.2;21.5;302.0;-31.7;6.0;161184.0;49.0
2537;Zuidwest-Drenthe (CR);2000 april;;;;;;;;
2538;Zuidwest-Drenthe (CR);2000 mei;;;;;;;;
2539;Zuidwest-Drenthe (CR);2000 juni;;;;;;;;
2540;Zuidwest-Drenthe (CR);2000 2e kwartaal;76.3;4.1;20.4;432.0;43.0;2.4;157596.0;68.0
2541;Zuidwest-Drenthe (CR);2000 juli;;;;;;;;
2542;Zuidwest-Drenthe (CR);2000 augustus;;;;;;;;
2543;Zuidwest-Drenthe (CR);2000 september;;;;;;;;
2544;Zuidwest-Drenthe (CR);2000 3e kwartaal;80.3;5.3;20.5;452.0;4.6;3.0;169412.0;77.0
2545;Zuidwest-Drenthe (CR);2000 oktober;;;;;;;;
2546;Zuidwest-Drenthe (CR);2000 november;;;;;;;;
2547;Zuidwest-Drenthe (CR);2000 december;;;;;;;;
2548;Zuidwest-Drenthe (CR);2000 4e kwartaal;82.0;2.1;17.7;422.0;-6.6;-4.5;177563.0;75.0
2549;Zuidwest-Drenthe (CR);2000;78.0;19.8;19.8;1608.0;1.3;1.3;166831.0;268.0
2550;Zuidwest-Drenthe (CR);2001 januari;;;;;;;;
2551;Zuidwest-Drenthe (CR);2001 februari;;;;;;;;
2552;Zuidwest-Drenthe (CR);2001 maart;;;;;;;;
2553;Zuidwest-Drenthe (CR);2001 1e kwartaal;84.5;3.1;15.3;293.0;-30.6;-3.0;180168.0;53.0
2554;Zuidwest-Drenthe (CR);2001 april;;;;;;;;
2555;Zuidwest-Drenthe (CR);2001 mei;;;;;;;;
2556;Zuidwest-Drenthe (CR);2001 juni;;;;;;;;
2557;Zuidwest-Drenthe (CR);2001 2e kwartaal;85.9;1.6;12.5;386.0;31.7;-10.6;183836.0;71.0
2558;Zuidwest-Drenthe (CR);2001 juli;;;;;;;;
2559;Zuidwest-Drenthe (CR);2001 augustus;;;;;;;;
2560;Zuidwest-Drenthe (CR);2001 september;;;;;;;;
2561;Zuidwest-Drenthe (CR);2001 3e kwartaal;87.5;1.9;8.9;410.0;6.2;-9.3;188314.0;77.0
2562;Zuidwest-Drenthe (CR);2001 oktober;;;;;;;;
2563;Zuidwest-Drenthe (CR);2001 november;;;;;;;;
2564;Zuidwest-Drenthe (CR);2001 december;;;;;;;;
2565;Zuidwest-Drenthe (CR);2001 4e kwartaal;84.4;-3.5;2.9;441.0;7.6;4.5;167555.0;74.0
2566;Zuidwest-Drenthe (CR);2001;85.5;9.5;9.5;1530.0;-4.9;-4.9;179641.0;275.0
2567;Zuidwest-Drenthe (CR);2002 januari;;;;;;;;
2568;Zuidwest-Drenthe (CR);2002 februari;;;;;;;;
2569;Zuidwest-Drenthe (CR);2002 maart;;;;;;;;
2570;Zuidwest-Drenthe (CR);2002 1e kwartaal;86.8;2.9;2.7;370.0;-16.1;26.3;177737.0;66.0
2571;Zuidwest-Drenthe (CR);2002 april;;;;;;;;
2572;Zuidwest-Drenthe (CR);2002 mei;;;;;;;;
2573;Zuidwest-Drenthe (CR);2002 juni;;;;;;;;
2574;Zuidwest-Drenthe (CR);2002 2e kwartaal;87.3;0.6;1.7;406.0;9.7;5.2;173850.0;71.0
2575;Zuidwest-Drenthe (CR);2002 juli;;;;;;;;
2576;Zuidwest-Drenthe (CR);2002 augustus;;;;;;;;
2577;Zuidwest-Drenthe (CR);2002 september;;;;;;;;
2578;Zuidwest-Drenthe (CR);2002 3e kwartaal;90.3;3.4;3.2;367.0;-9.6;-10.5;190758.0;70.0
2579;Zuidwest-Drenthe (CR);2002 oktober;;;;;;;;
2580;Zuidwest-Drenthe (CR);2002 november;;;;;;;;
2581;Zuidwest-Drenthe (CR);2002 december;;;;;;;;
2582;Zuidwest-Drenthe (CR);2002 4e kwartaal;90.9;0.7;7.7;368.0;0.3;-16.6;197209.0;73.0
2583;Zuidwest-Drenthe (CR);2002;88.9;4.0;4.0;1511.0;-1.2;-1.2;184598.0;279.0
2584;Zuidwest-Drenthe (CR);2003 januari;;;;;;;;
2585;Zuidwest-Drenthe (CR);2003 februari;;;;;;;;
2586;Zuidwest-Drenthe (CR);2003 maart;;;;;;;;
