ID;RegioS;Inkomensgroepen;AantalHuishoudensAbsoluut_1;AantalHuishoudensIn_2
5062;Alblasserdam;"7e 10%-groep; 27 400 tot 31 900 euro";0.9;12.0
5063;Alblasserdam;"8e 10%-groep; 31 900 tot 37 600 euro";0.8;11.0
5064;Alblasserdam;"9e 10%-groep; 37 600 tot 46 900 euro";0.8;10.0
5065;Alblasserdam;"10e 10%-groep; meer dan 46 900  euro";0.6;9.0
5066;Alblasserdam;"1e 10%-groep; minder dan 10 600 euro";0.3;5.0
5067;Alblasserdam;"2e-4e 10%-groep; 10 600 tot 19 800 euro";2.2;31.0
5068;Alblasserdam;"5e-8e 10%-groep; 19 800 tot 37 600 euro";3.3;46.0
5069;Alblasserdam;"9e-10e 10%-groep; meer dan 37 600 euro";1.4;19.0
5070;Alkemade;Totaal huishouden;5.4;100.0
5071;Alkemade;"1e 10%-groep; minder dan 10 600 euro";0.3;6.0
5072;Alkemade;"2e 10%-groep; 10 600 tot 13 800 euro";0.4;8.0
5073;Alkemade;"3e 10%-groep; 13 800 tot 16 700 euro";0.4;8.0
5074;Alkemade;"4e 10%-groep; 16 700 tot 19 800 euro";0.5;9.0
5075;Alkemade;"5e 10%-groep; 19 800 tot 23 400 euro";0.4;7.0
5076;Alkemade;"6e 10%-groep; 23 400 tot 27 400 euro";0.5;10.0
5077;Alkemade;"7e 10%-groep; 27 400 tot 31 900 euro";0.6;11.0
5078;Alkemade;"8e 10%-groep; 31 900 tot 37 600 euro";0.6;12.0
5079;Alkemade;"9e 10%-groep; 37 600 tot 46 900 euro";0.8;14.0
5080;Alkemade;"10e 10%-groep; meer dan 46 900  euro";0.9;16.0
5081;Alkemade;"1e 10%-groep; minder dan 10 600 euro";0.3;6.0
5082;Alkemade;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.3;24.0
5083;Alkemade;"5e-8e 10%-groep; 19 800 tot 37 600 euro";2.2;40.0
5084;Alkemade;"9e-10e 10%-groep; meer dan 37 600 euro";1.6;30.0
5085;Alphen aan den Rijn;Totaal huishouden;29.6;100.0
5086;Alphen aan den Rijn;"1e 10%-groep; minder dan 10 600 euro";2.2;7.0
5087;Alphen aan den Rijn;"2e 10%-groep; 10 600 tot 13 800 euro";2.1;7.0
5088;Alphen aan den Rijn;"3e 10%-groep; 13 800 tot 16 700 euro";2.6;9.0
5089;Alphen aan den Rijn;"4e 10%-groep; 16 700 tot 19 800 euro";2.8;9.0
5090;Alphen aan den Rijn;"5e 10%-groep; 19 800 tot 23 400 euro";2.6;9.0
5091;Alphen aan den Rijn;"6e 10%-groep; 23 400 tot 27 400 euro";3.0;10.0
5092;Alphen aan den Rijn;"7e 10%-groep; 27 400 tot 31 900 euro";3.4;12.0
5093;Alphen aan den Rijn;"8e 10%-groep; 31 900 tot 37 600 euro";3.2;11.0
5094;Alphen aan den Rijn;"9e 10%-groep; 37 600 tot 46 900 euro";3.7;12.0
5095;Alphen aan den Rijn;"10e 10%-groep; meer dan 46 900  euro";4.0;14.0
5096;Alphen aan den Rijn;"1e 10%-groep; minder dan 10 600 euro";2.2;7.0
5097;Alphen aan den Rijn;"2e-4e 10%-groep; 10 600 tot 19 800 euro";7.4;25.0
5098;Alphen aan den Rijn;"5e-8e 10%-groep; 19 800 tot 37 600 euro";12.2;41.0
5099;Alphen aan den Rijn;"9e-10e 10%-groep; meer dan 37 600 euro";7.7;26.0
5100;Barendrecht;Totaal huishouden;13.1;100.0
5101;Barendrecht;"1e 10%-groep; minder dan 10 600 euro";0.6;4.0
5102;Barendrecht;"2e 10%-groep; 10 600 tot 13 800 euro";0.7;6.0
5103;Barendrecht;"3e 10%-groep; 13 800 tot 16 700 euro";0.8;6.0
5104;Barendrecht;"4e 10%-groep; 16 700 tot 19 800 euro";1.0;8.0
5105;Barendrecht;"5e 10%-groep; 19 800 tot 23 400 euro";1.1;9.0
5106;Barendrecht;"6e 10%-groep; 23 400 tot 27 400 euro";1.3;10.0
5107;Barendrecht;"7e 10%-groep; 27 400 tot 31 900 euro";1.5;11.0
5108;Barendrecht;"8e 10%-groep; 31 900 tot 37 600 euro";2.0;15.0
5109;Barendrecht;"9e 10%-groep; 37 600 tot 46 900 euro";2.0;16.0
5110;Barendrecht;"10e 10%-groep; meer dan 46 900  euro";2.0;15.0
5111;Barendrecht;"1e 10%-groep; minder dan 10 600 euro";0.6;4.0
5112;Barendrecht;"2e-4e 10%-groep; 10 600 tot 19 800 euro";2.5;19.0
5113;Barendrecht;"5e-8e 10%-groep; 19 800 tot 37 600 euro";6.0;45.0
5114;Barendrecht;"9e-10e 10%-groep; meer dan 37 600 euro";4.1;31.0
5115;Bergambacht;Totaal huishouden;3.6;100.0
5116;Bergambacht;"1e 10%-groep; minder dan 10 600 euro";0.2;5.0
5117;Bergambacht;"2e 10%-groep; 10 600 tot 13 800 euro";0.3;8.0
5118;Bergambacht;"3e 10%-groep; 13 800 tot 16 700 euro";0.2;7.0
5119;Bergambacht;"4e 10%-groep; 16 700 tot 19 800 euro";0.3;9.0
5120;Bergambacht;"5e 10%-groep; 19 800 tot 23 400 euro";0.3;10.0
5121;Bergambacht;"6e 10%-groep; 23 400 tot 27 400 euro";0.4;10.0
5122;Bergambacht;"7e 10%-groep; 27 400 tot 31 900 euro";0.4;12.0
5123;Bergambacht;"8e 10%-groep; 31 900 tot 37 600 euro";0.4;11.0
5124;Bergambacht;"9e 10%-groep; 37 600 tot 46 900 euro";0.4;12.0
5125;Bergambacht;"10e 10%-groep; meer dan 46 900  euro";0.6;16.0
5126;Bergambacht;"1e 10%-groep; minder dan 10 600 euro";0.2;5.0
5127;Bergambacht;"2e-4e 10%-groep; 10 600 tot 19 800 euro";0.9;24.0
5128;Bergambacht;"5e-8e 10%-groep; 19 800 tot 37 600 euro";1.5;43.0
5129;Bergambacht;"9e-10e 10%-groep; meer dan 37 600 euro";1.0;28.0
5130;Bergschenhoek;Totaal huishouden;5.0;100.0
5131;Bergschenhoek;"1e 10%-groep; minder dan 10 600 euro";0.2;5.0
5132;Bergschenhoek;"2e 10%-groep; 10 600 tot 13 800 euro";0.3;6.0
5133;Bergschenhoek;"3e 10%-groep; 13 800 tot 16 700 euro";0.3;5.0
5134;Bergschenhoek;"4e 10%-groep; 16 700 tot 19 800 euro";0.3;7.0
5135;Bergschenhoek;"5e 10%-groep; 19 800 tot 23 400 euro";0.3;7.0
5136;Bergschenhoek;"6e 10%-groep; 23 400 tot 27 400 euro";0.4;9.0
5137;Bergschenhoek;"7e 10%-groep; 27 400 tot 31 900 euro";0.5;11.0
5138;Bergschenhoek;"8e 10%-groep; 31 900 tot 37 600 euro";0.6;11.0
5139;Bergschenhoek;"9e 10%-groep; 37 600 tot 46 900 euro";0.9;17.0
5140;Bergschenhoek;"10e 10%-groep; meer dan 46 900  euro";1.1;22.0
5141;Bergschenhoek;"1e 10%-groep; minder dan 10 600 euro";0.2;5.0
5142;Bergschenhoek;"2e-4e 10%-groep; 10 600 tot 19 800 euro";0.9;18.0
5143;Bergschenhoek;"5e-8e 10%-groep; 19 800 tot 37 600 euro";1.9;38.0
5144;Bergschenhoek;"9e-10e 10%-groep; meer dan 37 600 euro";2.0;39.0
5145;Berkel en Rodenrijs;Totaal huishouden;6.5;100.0
5146;Berkel en Rodenrijs;"1e 10%-groep; minder dan 10 600 euro";0.3;5.0
5147;Berkel en Rodenrijs;"2e 10%-groep; 10 600 tot 13 800 euro";0.5;8.0
5148;Berkel en Rodenrijs;"3e 10%-groep; 13 800 tot 16 700 euro";0.5;7.0
5149;Berkel en Rodenrijs;"4e 10%-groep; 16 700 tot 19 800 euro";0.5;8.0
5150;Berkel en Rodenrijs;"5e 10%-groep; 19 800 tot 23 400 euro";0.6;10.0
5151;Berkel en Rodenrijs;"6e 10%-groep; 23 400 tot 27 400 euro";0.6;9.0
5152;Berkel en Rodenrijs;"7e 10%-groep; 27 400 tot 31 900 euro";0.7;11.0
5153;Berkel en Rodenrijs;"8e 10%-groep; 31 900 tot 37 600 euro";0.8;13.0
5154;Berkel en Rodenrijs;"9e 10%-groep; 37 600 tot 46 900 euro";0.8;12.0
5155;Berkel en Rodenrijs;"10e 10%-groep; meer dan 46 900  euro";1.2;18.0
5156;Berkel en Rodenrijs;"1e 10%-groep; minder dan 10 600 euro";0.3;5.0
5157;Berkel en Rodenrijs;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.5;22.0
5158;Berkel en Rodenrijs;"5e-8e 10%-groep; 19 800 tot 37 600 euro";2.8;43.0
5159;Berkel en Rodenrijs;"9e-10e 10%-groep; meer dan 37 600 euro";2.0;30.0
5160;Bleiswijk;Totaal huishouden;3.7;100.0
5161;Bleiswijk;"1e 10%-groep; minder dan 10 600 euro";0.2;5.0
5162;Bleiswijk;"2e 10%-groep; 10 600 tot 13 800 euro";0.2;5.0
5163;Bleiswijk;"3e 10%-groep; 13 800 tot 16 700 euro";0.2;4.0
5164;Bleiswijk;"4e 10%-groep; 16 700 tot 19 800 euro";0.3;9.0
5165;Bleiswijk;"5e 10%-groep; 19 800 tot 23 400 euro";0.3;8.0
5166;Bleiswijk;"6e 10%-groep; 23 400 tot 27 400 euro";0.4;12.0
5167;Bleiswijk;"7e 10%-groep; 27 400 tot 31 900 euro";0.4;10.0
5168;Bleiswijk;"8e 10%-groep; 31 900 tot 37 600 euro";0.6;15.0
5169;Bleiswijk;"9e 10%-groep; 37 600 tot 46 900 euro";0.5;13.0
5170;Bleiswijk;"10e 10%-groep; meer dan 46 900  euro";0.7;19.0
5171;Bleiswijk;"1e 10%-groep; minder dan 10 600 euro";0.2;5.0
5172;Bleiswijk;"2e-4e 10%-groep; 10 600 tot 19 800 euro";0.7;18.0
5173;Bleiswijk;"5e-8e 10%-groep; 19 800 tot 37 600 euro";1.7;45.0
5174;Bleiswijk;"9e-10e 10%-groep; meer dan 37 600 euro";1.2;32.0
5175;Bodegraven;Totaal huishouden;7.4;100.0
5176;Bodegraven;"1e 10%-groep; minder dan 10 600 euro";0.5;6.0
5177;Bodegraven;"2e 10%-groep; 10 600 tot 13 800 euro";0.5;6.0
5178;Bodegraven;"3e 10%-groep; 13 800 tot 16 700 euro";0.6;7.0
5179;Bodegraven;"4e 10%-groep; 16 700 tot 19 800 euro";0.6;8.0
5180;Bodegraven;"5e 10%-groep; 19 800 tot 23 400 euro";0.6;9.0
5181;Bodegraven;"6e 10%-groep; 23 400 tot 27 400 euro";0.9;12.0
5182;Bodegraven;"7e 10%-groep; 27 400 tot 31 900 euro";0.8;11.0
5183;Bodegraven;"8e 10%-groep; 31 900 tot 37 600 euro";0.9;12.0
5184;Bodegraven;"9e 10%-groep; 37 600 tot 46 900 euro";1.0;13.0
5185;Bodegraven;"10e 10%-groep; meer dan 46 900  euro";1.2;16.0
5186;Bodegraven;"1e 10%-groep; minder dan 10 600 euro";0.5;6.0
5187;Bodegraven;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.6;21.0
5188;Bodegraven;"5e-8e 10%-groep; 19 800 tot 37 600 euro";3.2;43.0
5189;Bodegraven;"9e-10e 10%-groep; meer dan 37 600 euro";2.2;29.0
5190;Drechterland;Totaal huishouden;3.8;100.0
5191;Drechterland;"1e 10%-groep; minder dan 10 600 euro";0.2;4.0
5192;Drechterland;"2e 10%-groep; 10 600 tot 13 800 euro";0.3;7.0
5193;Drechterland;"3e 10%-groep; 13 800 tot 16 700 euro";0.3;8.0
5194;Drechterland;"4e 10%-groep; 16 700 tot 19 800 euro";0.3;9.0
5195;Drechterland;"5e 10%-groep; 19 800 tot 23 400 euro";0.4;11.0
5196;Drechterland;"6e 10%-groep; 23 400 tot 27 400 euro";0.3;9.0
5197;Drechterland;"7e 10%-groep; 27 400 tot 31 900 euro";0.5;13.0
5198;Drechterland;"8e 10%-groep; 31 900 tot 37 600 euro";0.4;12.0
5199;Drechterland;"9e 10%-groep; 37 600 tot 46 900 euro";0.5;14.0
5200;Drechterland;"10e 10%-groep; meer dan 46 900  euro";0.5;13.0
5201;Drechterland;"1e 10%-groep; minder dan 10 600 euro";0.2;4.0
5202;Drechterland;"2e-4e 10%-groep; 10 600 tot 19 800 euro";0.9;24.0
5203;Drechterland;"5e-8e 10%-groep; 19 800 tot 37 600 euro";1.7;45.0
5204;Drechterland;"9e-10e 10%-groep; meer dan 37 600 euro";1.0;27.0
5205;Boskoop;Totaal huishouden;6.0;100.0
5206;Boskoop;"1e 10%-groep; minder dan 10 600 euro";0.3;5.0
5207;Boskoop;"2e 10%-groep; 10 600 tot 13 800 euro";0.5;8.0
5208;Boskoop;"3e 10%-groep; 13 800 tot 16 700 euro";0.5;9.0
5209;Boskoop;"4e 10%-groep; 16 700 tot 19 800 euro";0.6;9.0
5210;Boskoop;"5e 10%-groep; 19 800 tot 23 400 euro";0.5;8.0
5211;Boskoop;"6e 10%-groep; 23 400 tot 27 400 euro";0.6;10.0
5212;Boskoop;"7e 10%-groep; 27 400 tot 31 900 euro";0.6;11.0
5213;Boskoop;"8e 10%-groep; 31 900 tot 37 600 euro";0.7;12.0
5214;Boskoop;"9e 10%-groep; 37 600 tot 46 900 euro";0.8;14.0
5215;Boskoop;"10e 10%-groep; meer dan 46 900  euro";0.8;14.0
5216;Boskoop;"1e 10%-groep; minder dan 10 600 euro";0.3;5.0
5217;Boskoop;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.6;26.0
5218;Boskoop;"5e-8e 10%-groep; 19 800 tot 37 600 euro";2.4;40.0
5219;Boskoop;"9e-10e 10%-groep; meer dan 37 600 euro";1.7;28.0
5220;Brielle;Totaal huishouden;6.8;100.0
5221;Brielle;"1e 10%-groep; minder dan 10 600 euro";0.3;5.0
5222;Brielle;"2e 10%-groep; 10 600 tot 13 800 euro";0.4;7.0
5223;Brielle;"3e 10%-groep; 13 800 tot 16 700 euro";0.5;7.0
5224;Brielle;"4e 10%-groep; 16 700 tot 19 800 euro";0.5;7.0
5225;Brielle;"5e 10%-groep; 19 800 tot 23 400 euro";0.6;9.0
5226;Brielle;"6e 10%-groep; 23 400 tot 27 400 euro";0.8;11.0
5227;Brielle;"7e 10%-groep; 27 400 tot 31 900 euro";0.9;13.0
5228;Brielle;"8e 10%-groep; 31 900 tot 37 600 euro";1.0;14.0
5229;Brielle;"9e 10%-groep; 37 600 tot 46 900 euro";0.9;13.0
5230;Brielle;"10e 10%-groep; meer dan 46 900  euro";0.9;14.0
5231;Brielle;"1e 10%-groep; minder dan 10 600 euro";0.3;5.0
5232;Brielle;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.4;21.0
5233;Brielle;"5e-8e 10%-groep; 19 800 tot 37 600 euro";3.2;47.0
5234;Brielle;"9e-10e 10%-groep; meer dan 37 600 euro";1.8;27.0
5235;Capelle aan den IJssel;Totaal huishouden;28.9;100.0
5236;Capelle aan den IJssel;"1e 10%-groep; minder dan 10 600 euro";1.9;7.0
5237;Capelle aan den IJssel;"2e 10%-groep; 10 600 tot 13 800 euro";2.8;10.0
5238;Capelle aan den IJssel;"3e 10%-groep; 13 800 tot 16 700 euro";2.8;10.0
5239;Capelle aan den IJssel;"4e 10%-groep; 16 700 tot 19 800 euro";2.9;10.0
5240;Capelle aan den IJssel;"5e 10%-groep; 19 800 tot 23 400 euro";3.0;10.0
5241;Capelle aan den IJssel;"6e 10%-groep; 23 400 tot 27 400 euro";2.9;10.0
5242;Capelle aan den IJssel;"7e 10%-groep; 27 400 tot 31 900 euro";2.9;10.0
5243;Capelle aan den IJssel;"8e 10%-groep; 31 900 tot 37 600 euro";3.1;11.0
5244;Capelle aan den IJssel;"9e 10%-groep; 37 600 tot 46 900 euro";3.4;12.0
5245;Capelle aan den IJssel;"10e 10%-groep; meer dan 46 900  euro";3.3;11.0
5246;Capelle aan den IJssel;"1e 10%-groep; minder dan 10 600 euro";1.9;7.0
5247;Capelle aan den IJssel;"2e-4e 10%-groep; 10 600 tot 19 800 euro";8.5;29.0
5248;Capelle aan den IJssel;"5e-8e 10%-groep; 19 800 tot 37 600 euro";11.8;41.0
5249;Capelle aan den IJssel;"9e-10e 10%-groep; meer dan 37 600 euro";6.7;23.0
5250;Delft;Totaal huishouden;48.3;100.0
5251;Delft;"1e 10%-groep; minder dan 10 600 euro";10.5;22.0
5252;Delft;"2e 10%-groep; 10 600 tot 13 800 euro";4.5;9.0
5253;Delft;"3e 10%-groep; 13 800 tot 16 700 euro";4.6;10.0
5254;Delft;"4e 10%-groep; 16 700 tot 19 800 euro";4.7;10.0
5255;Delft;"5e 10%-groep; 19 800 tot 23 400 euro";4.5;9.0
5256;Delft;"6e 10%-groep; 23 400 tot 27 400 euro";4.1;8.0
5257;Delft;"7e 10%-groep; 27 400 tot 31 900 euro";3.9;8.0
5258;Delft;"8e 10%-groep; 31 900 tot 37 600 euro";3.9;8.0
5259;Delft;"9e 10%-groep; 37 600 tot 46 900 euro";4.0;8.0
5260;Delft;"10e 10%-groep; meer dan 46 900  euro";3.8;8.0
5261;Delft;"1e 10%-groep; minder dan 10 600 euro";10.5;22.0
5262;Delft;"2e-4e 10%-groep; 10 600 tot 19 800 euro";13.7;28.0
5263;Delft;"5e-8e 10%-groep; 19 800 tot 37 600 euro";16.4;34.0
5264;Delft;"9e-10e 10%-groep; meer dan 37 600 euro";7.8;16.0
5265;Dirksland;Totaal huishouden;3.2;100.0
5266;Dirksland;"1e 10%-groep; minder dan 10 600 euro";0.2;5.0
5267;Dirksland;"2e 10%-groep; 10 600 tot 13 800 euro";0.2;8.0
5268;Dirksland;"3e 10%-groep; 13 800 tot 16 700 euro";0.3;8.0
5269;Dirksland;"4e 10%-groep; 16 700 tot 19 800 euro";0.3;10.0
5270;Dirksland;"5e 10%-groep; 19 800 tot 23 400 euro";0.4;11.0
5271;Dirksland;"6e 10%-groep; 23 400 tot 27 400 euro";0.4;13.0
5272;Dirksland;"7e 10%-groep; 27 400 tot 31 900 euro";0.4;12.0
5273;Dirksland;"8e 10%-groep; 31 900 tot 37 600 euro";0.4;11.0
5274;Dirksland;"9e 10%-groep; 37 600 tot 46 900 euro";0.3;11.0
5275;Dirksland;"10e 10%-groep; meer dan 46 900  euro";0.4;11.0
5276;Dirksland;"1e 10%-groep; minder dan 10 600 euro";0.2;5.0
5277;Dirksland;"2e-4e 10%-groep; 10 600 tot 19 800 euro";0.8;26.0
5278;Dirksland;"5e-8e 10%-groep; 19 800 tot 37 600 euro";1.5;47.0
5279;Dirksland;"9e-10e 10%-groep; meer dan 37 600 euro";0.7;22.0
5280;Dordrecht;Totaal huishouden;53.9;100.0
5281;Dordrecht;"1e 10%-groep; minder dan 10 600 euro";6.6;12.0
5282;Dordrecht;"2e 10%-groep; 10 600 tot 13 800 euro";6.0;11.0
5283;Dordrecht;"3e 10%-groep; 13 800 tot 16 700 euro";5.7;11.0
5284;Dordrecht;"4e 10%-groep; 16 700 tot 19 800 euro";5.8;11.0
5285;Dordrecht;"5e 10%-groep; 19 800 tot 23 400 euro";5.5;10.0
5286;Dordrecht;"6e 10%-groep; 23 400 tot 27 400 euro";5.1;9.0
5287;Dordrecht;"7e 10%-groep; 27 400 tot 31 900 euro";5.2;10.0
5288;Dordrecht;"8e 10%-groep; 31 900 tot 37 600 euro";4.9;9.0
5289;Dordrecht;"9e 10%-groep; 37 600 tot 46 900 euro";4.8;9.0
5290;Dordrecht;"10e 10%-groep; meer dan 46 900  euro";4.4;8.0
5291;Dordrecht;"1e 10%-groep; minder dan 10 600 euro";6.6;12.0
5292;Dordrecht;"2e-4e 10%-groep; 10 600 tot 19 800 euro";17.4;32.0
5293;Dordrecht;"5e-8e 10%-groep; 19 800 tot 37 600 euro";20.7;38.0
5294;Dordrecht;"9e-10e 10%-groep; meer dan 37 600 euro";9.2;17.0
5295;Goedereede;Totaal huishouden;4.4;100.0
5296;Goedereede;"1e 10%-groep; minder dan 10 600 euro";0.2;5.0
5297;Goedereede;"2e 10%-groep; 10 600 tot 13 800 euro";0.3;8.0
5298;Goedereede;"3e 10%-groep; 13 800 tot 16 700 euro";0.3;8.0
5299;Goedereede;"4e 10%-groep; 16 700 tot 19 800 euro";0.4;9.0
5300;Goedereede;"5e 10%-groep; 19 800 tot 23 400 euro";0.5;11.0
5301;Goedereede;"6e 10%-groep; 23 400 tot 27 400 euro";0.4;10.0
5302;Goedereede;"7e 10%-groep; 27 400 tot 31 900 euro";0.5;12.0
5303;Goedereede;"8e 10%-groep; 31 900 tot 37 600 euro";0.5;11.0
5304;Goedereede;"9e 10%-groep; 37 600 tot 46 900 euro";0.6;14.0
5305;Goedereede;"10e 10%-groep; meer dan 46 900  euro";0.6;14.0
5306;Goedereede;"1e 10%-groep; minder dan 10 600 euro";0.2;5.0
5307;Goedereede;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.1;25.0
5308;Goedereede;"5e-8e 10%-groep; 19 800 tot 37 600 euro";1.9;43.0
5309;Goedereede;"9e-10e 10%-groep; meer dan 37 600 euro";1.2;27.0
5310;Gorinchem;Totaal huishouden;15.3;100.0
5311;Gorinchem;"1e 10%-groep; minder dan 10 600 euro";1.3;8.0
5312;Gorinchem;"2e 10%-groep; 10 600 tot 13 800 euro";1.6;10.0
5313;Gorinchem;"3e 10%-groep; 13 800 tot 16 700 euro";1.6;10.0
5314;Gorinchem;"4e 10%-groep; 16 700 tot 19 800 euro";1.7;11.0
5315;Gorinchem;"5e 10%-groep; 19 800 tot 23 400 euro";1.6;10.0
5316;Gorinchem;"6e 10%-groep; 23 400 tot 27 400 euro";1.7;11.0
5317;Gorinchem;"7e 10%-groep; 27 400 tot 31 900 euro";1.6;11.0
5318;Gorinchem;"8e 10%-groep; 31 900 tot 37 600 euro";1.5;10.0
5319;Gorinchem;"9e 10%-groep; 37 600 tot 46 900 euro";1.5;10.0
5320;Gorinchem;"10e 10%-groep; meer dan 46 900  euro";1.2;8.0
5321;Gorinchem;"1e 10%-groep; minder dan 10 600 euro";1.3;8.0
5322;Gorinchem;"2e-4e 10%-groep; 10 600 tot 19 800 euro";4.9;32.0
5323;Gorinchem;"5e-8e 10%-groep; 19 800 tot 37 600 euro";6.4;42.0
5324;Gorinchem;"9e-10e 10%-groep; meer dan 37 600 euro";2.8;18.0
5325;Gouda;Totaal huishouden;31.1;100.0
5326;Gouda;"1e 10%-groep; minder dan 10 600 euro";2.3;7.0
5327;Gouda;"2e 10%-groep; 10 600 tot 13 800 euro";3.4;11.0
5328;Gouda;"3e 10%-groep; 13 800 tot 16 700 euro";3.2;10.0
5329;Gouda;"4e 10%-groep; 16 700 tot 19 800 euro";2.8;9.0
5330;Gouda;"5e 10%-groep; 19 800 tot 23 400 euro";3.2;10.0
5331;Gouda;"6e 10%-groep; 23 400 tot 27 400 euro";3.0;10.0
5332;Gouda;"7e 10%-groep; 27 400 tot 31 900 euro";3.1;10.0
5333;Gouda;"8e 10%-groep; 31 900 tot 37 600 euro";3.3;11.0
5334;Gouda;"9e 10%-groep; 37 600 tot 46 900 euro";3.5;11.0
5335;Gouda;"10e 10%-groep; meer dan 46 900  euro";3.4;11.0
5336;Gouda;"1e 10%-groep; minder dan 10 600 euro";2.3;7.0
5337;Gouda;"2e-4e 10%-groep; 10 600 tot 19 800 euro";9.3;30.0
5338;Gouda;"5e-8e 10%-groep; 19 800 tot 37 600 euro";12.5;40.0
5339;Gouda;"9e-10e 10%-groep; meer dan 37 600 euro";6.9;22.0
5340;'s-Gravendeel;Totaal huishouden;3.6;100.0
5341;'s-Gravendeel;"1e 10%-groep; minder dan 10 600 euro";0.2;5.0
5342;'s-Gravendeel;"2e 10%-groep; 10 600 tot 13 800 euro";0.3;10.0
5343;'s-Gravendeel;"3e 10%-groep; 13 800 tot 16 700 euro";0.2;7.0
5344;'s-Gravendeel;"4e 10%-groep; 16 700 tot 19 800 euro";0.4;10.0
5345;'s-Gravendeel;"5e 10%-groep; 19 800 tot 23 400 euro";0.3;10.0
5346;'s-Gravendeel;"6e 10%-groep; 23 400 tot 27 400 euro";0.4;11.0
5347;'s-Gravendeel;"7e 10%-groep; 27 400 tot 31 900 euro";0.5;13.0
5348;'s-Gravendeel;"8e 10%-groep; 31 900 tot 37 600 euro";0.4;12.0
5349;'s-Gravendeel;"9e 10%-groep; 37 600 tot 46 900 euro";0.4;12.0
5350;'s-Gravendeel;"10e 10%-groep; meer dan 46 900  euro";0.4;12.0
5351;'s-Gravendeel;"1e 10%-groep; minder dan 10 600 euro";0.2;5.0
5352;'s-Gravendeel;"2e-4e 10%-groep; 10 600 tot 19 800 euro";0.9;26.0
5353;'s-Gravendeel;"5e-8e 10%-groep; 19 800 tot 37 600 euro";1.6;45.0
5354;'s-Gravendeel;"9e-10e 10%-groep; meer dan 37 600 euro";0.8;24.0
5355;'s-Gravenhage;Totaal huishouden;230.6;100.0
5356;'s-Gravenhage;"1e 10%-groep; minder dan 10 600 euro";33.5;15.0
5357;'s-Gravenhage;"2e 10%-groep; 10 600 tot 13 800 euro";29.4;13.0
5358;'s-Gravenhage;"3e 10%-groep; 13 800 tot 16 700 euro";28.3;12.0
5359;'s-Gravenhage;"4e 10%-groep; 16 700 tot 19 800 euro";26.6;12.0
5360;'s-Gravenhage;"5e 10%-groep; 19 800 tot 23 400 euro";23.2;10.0
5361;'s-Gravenhage;"6e 10%-groep; 23 400 tot 27 400 euro";20.0;9.0
5362;'s-Gravenhage;"7e 10%-groep; 27 400 tot 31 900 euro";18.0;8.0
5363;'s-Gravenhage;"8e 10%-groep; 31 900 tot 37 600 euro";17.0;7.0
5364;'s-Gravenhage;"9e 10%-groep; 37 600 tot 46 900 euro";16.7;7.0
5365;'s-Gravenhage;"10e 10%-groep; meer dan 46 900  euro";17.9;8.0
5366;'s-Gravenhage;"1e 10%-groep; minder dan 10 600 euro";33.5;15.0
5367;'s-Gravenhage;"2e-4e 10%-groep; 10 600 tot 19 800 euro";84.3;37.0
5368;'s-Gravenhage;"5e-8e 10%-groep; 19 800 tot 37 600 euro";78.2;34.0
5369;'s-Gravenhage;"9e-10e 10%-groep; meer dan 37 600 euro";34.6;15.0
5370;'s-Gravenzande;Totaal huishouden;7.4;100.0
5371;'s-Gravenzande;"1e 10%-groep; minder dan 10 600 euro";0.5;6.0
5372;'s-Gravenzande;"2e 10%-groep; 10 600 tot 13 800 euro";0.6;8.0
5373;'s-Gravenzande;"3e 10%-groep; 13 800 tot 16 700 euro";0.6;8.0
5374;'s-Gravenzande;"4e 10%-groep; 16 700 tot 19 800 euro";0.6;7.0
5375;'s-Gravenzande;"5e 10%-groep; 19 800 tot 23 400 euro";0.7;9.0
5376;'s-Gravenzande;"6e 10%-groep; 23 400 tot 27 400 euro";0.8;10.0
5377;'s-Gravenzande;"7e 10%-groep; 27 400 tot 31 900 euro";0.8;11.0
5378;'s-Gravenzande;"8e 10%-groep; 31 900 tot 37 600 euro";1.0;13.0
5379;'s-Gravenzande;"9e 10%-groep; 37 600 tot 46 900 euro";1.0;13.0
5380;'s-Gravenzande;"10e 10%-groep; meer dan 46 900  euro";1.1;15.0
5381;'s-Gravenzande;"1e 10%-groep; minder dan 10 600 euro";0.5;6.0
5382;'s-Gravenzande;"2e-4e 10%-groep; 10 600 tot 19 800 euro";1.7;23.0
5383;'s-Gravenzande;"5e-8e 10%-groep; 19 800 tot 37 600 euro";3.2;43.0
5384;'s-Gravenzande;"9e-10e 10%-groep; meer dan 37 600 euro";2.1;28.0
5385;Hardinxveld-Giessendam;Totaal huishouden;6.5;100.0
5386;Hardinxveld-Giessendam;"1e 10%-groep; minder dan 10 600 euro";0.2;3.0
5387;Hardinxveld-Giessendam;"2e 10%-groep; 10 600 tot 13 800 euro";0.6;9.0
5388;Hardinxveld-Giessendam;"3e 10%-groep; 13 800 tot 16 700 euro";0.5;7.0
