ID;SectorBranchesSIC2008;Periods;Value_1;Price_2;Volume_3;Value_4;Price_5;Volume_6
431;55 Accommodation;2012 June;;;;;;
432;55 Accommodation;2012 2nd quarter;118.7;;;4.0;;
433;55 Accommodation;2012 July;;;;;;
434;55 Accommodation;2012 August;;;;;;
435;55 Accommodation;2012 September;;;;;;
436;55 Accommodation;2012 3rd quarter;115.1;;;1.9;;
437;55 Accommodation;2012 October;;;;;;
438;55 Accommodation;2012 November;;;;;;
439;55 Accommodation;2012 December;;;;;;
440;55 Accommodation;2012  4th quarter;99.6;;;0.4;;
441;55 Accommodation;2012;105.1;;;2.3;;
442;55 Accommodation;2013 January;;;;;;
443;55 Accommodation;2013 February;;;;;;
444;55 Accommodation;2013 March;;;;;;
445;55 Accommodation;2013 1st quarter;86.2;;;-0.7;;
446;55 Accommodation;2013 April;;;;;;
447;55 Accommodation;2013 May;;;;;;
448;55 Accommodation;2013 June;;;;;;
449;55 Accommodation;2013 2nd quarter;119.7;;;0.9;;
450;55 Accommodation;2013 July;;;;;;
451;55 Accommodation;2013 August;;;;;;
452;55 Accommodation;2013 September;;;;;;
453;55 Accommodation;2013 3rd quarter;124.2;;;7.9;;
454;55 Accommodation;2013 October;;;;;;
455;55 Accommodation;2013 November;;;;;;
456;55 Accommodation;2013 December;;;;;;
457;55 Accommodation;2013 4th quarter;103.8;;;4.2;;
458;55 Accommodation;2013;108.3;;;3.1;;
459;551 Hotels and similar accommodation;2005 January;68.9;;;;;
460;551 Hotels and similar accommodation;2005 February;70.1;;;;;
461;551 Hotels and similar accommodation;2005 March;84.1;;;;;
462;551 Hotels and similar accommodation;2005 1st quarter;74.4;;;;;
463;551 Hotels and similar accommodation;2005 April;99.9;;;;;
464;551 Hotels and similar accommodation;2005 May;103.6;;;;;
465;551 Hotels and similar accommodation;2005 June;104.2;;;;;
466;551 Hotels and similar accommodation;2005 2nd quarter;102.6;;;;;
467;551 Hotels and similar accommodation;2005 July;91.2;;;;;
468;551 Hotels and similar accommodation;2005 August;91.7;;;;;
469;551 Hotels and similar accommodation;2005 September;110.7;;;;;
470;551 Hotels and similar accommodation;2005 3rd quarter;97.9;;;;;
471;551 Hotels and similar accommodation;2005 October;104.2;;;;;
472;551 Hotels and similar accommodation;2005 November;97.7;;;;;
473;551 Hotels and similar accommodation;2005 December;83.4;;;;;
474;551 Hotels and similar accommodation;2005 4th quarter;95.1;;;;;
475;551 Hotels and similar accommodation;2005;92.5;;;;;
476;551 Hotels and similar accommodation;2006 January;72.1;;;4.6;;
477;551 Hotels and similar accommodation;2006 February;71.0;;;1.2;;
478;551 Hotels and similar accommodation;2006 March;88.7;;;5.5;;
479;551 Hotels and similar accommodation;2006 1st quarter;77.3;;;3.9;;
480;551 Hotels and similar accommodation;2006 April;106.6;;;6.7;;
481;551 Hotels and similar accommodation;2006 May;112.7;;;8.7;;
482;551 Hotels and similar accommodation;2006 June;115.3;;;10.6;;
483;551 Hotels and similar accommodation;2006 2nd quarter;111.5;;;8.7;;
484;551 Hotels and similar accommodation;2006 July;95.5;;;4.7;;
485;551 Hotels and similar accommodation;2006 August;95.7;;;4.4;;
486;551 Hotels and similar accommodation;2006 September;119.3;;;7.7;;
487;551 Hotels and similar accommodation;2006 3rd quarter;103.5;;;5.7;;
488;551 Hotels and similar accommodation;2006 October;109.0;;;4.6;;
489;551 Hotels and similar accommodation;2006 November;102.7;;;5.1;;
490;551 Hotels and similar accommodation;2006 December;89.4;;;7.1;;
491;551 Hotels and similar accommodation;2006 4th quarter;100.3;;;5.5;;
492;551 Hotels and similar accommodation;2006;98.2;;;6.1;;
493;551 Hotels and similar accommodation;2007 January;80.0;;;10.9;;
494;551 Hotels and similar accommodation;2007 February;79.7;;;12.4;;
495;551 Hotels and similar accommodation;2007 March;98.9;;;11.5;;
496;551 Hotels and similar accommodation;2007 1st quarter;86.2;;;11.6;;
497;551 Hotels and similar accommodation;2007 April;113.0;;;6.0;;
498;551 Hotels and similar accommodation;2007 May;115.1;;;2.2;;
499;551 Hotels and similar accommodation;2007 June;122.7;;;6.5;;
500;551 Hotels and similar accommodation;2007 2nd quarter;117.0;;;4.9;;
501;551 Hotels and similar accommodation;2007 July;100.9;;;5.7;;
502;551 Hotels and similar accommodation;2007 August;99.8;;;4.2;;
503;551 Hotels and similar accommodation;2007 September;125.2;;;4.9;;
504;551 Hotels and similar accommodation;2007 3rd quarter;108.6;;;4.9;;
505;551 Hotels and similar accommodation;2007 October;117.6;;;7.9;;
506;551 Hotels and similar accommodation;2007 November;110.6;;;7.7;;
507;551 Hotels and similar accommodation;2007 December;96.0;;;7.4;;
508;551 Hotels and similar accommodation;2007 4th quarter;108.1;;;7.7;;
509;551 Hotels and similar accommodation;2007;105.0;;;6.9;;
510;551 Hotels and similar accommodation;2008 January;85.8;;;7.3;;
511;551 Hotels and similar accommodation;2008 February;86.0;;;7.8;;
512;551 Hotels and similar accommodation;2008 March;103.6;;;4.7;;
513;551 Hotels and similar accommodation;2008 1st quarter;91.8;;;6.5;;
514;551 Hotels and similar accommodation;2008 April;118.9;;;5.3;;
515;551 Hotels and similar accommodation;2008 May;127.8;;;11.0;;
516;551 Hotels and similar accommodation;2008 June;121.9;;;-0.7;;
517;551 Hotels and similar accommodation;2008 2nd quarter;122.9;;;5.0;;
518;551 Hotels and similar accommodation;2008 July;102.3;;;1.3;;
519;551 Hotels and similar accommodation;2008 August;103.5;;;3.7;;
520;551 Hotels and similar accommodation;2008 September;125.3;;;0.1;;
521;551 Hotels and similar accommodation;2008 3rd quarter;110.3;;;1.6;;
522;551 Hotels and similar accommodation;2008 October;118.1;;;0.4;;
523;551 Hotels and similar accommodation;2008 November;106.1;;;-4.1;;
524;551 Hotels and similar accommodation;2008 December;87.1;;;-9.3;;
525;551 Hotels and similar accommodation;2008 4th quarter;103.7;;;-4.0;;
526;551 Hotels and similar accommodation;2008;107.2;;;2.1;;
527;551 Hotels and similar accommodation;2009 January;77.9;;;-9.2;;
528;551 Hotels and similar accommodation;2009 February;77.5;;;-9.8;;
529;551 Hotels and similar accommodation;2009 March;94.4;;;-8.9;;
530;551 Hotels and similar accommodation;2009 1st quarter;83.3;;;-9.3;;
531;551 Hotels and similar accommodation;2009 April;103.8;;;-12.7;;
532;551 Hotels and similar accommodation;2009 May;112.9;;;-11.6;;
533;551 Hotels and similar accommodation;2009 June;112.1;;;-8.0;;
534;551 Hotels and similar accommodation;2009 2nd quarter;109.6;;;-10.8;;
535;551 Hotels and similar accommodation;2009 July;97.0;;;-5.1;;
536;551 Hotels and similar accommodation;2009 August;101.0;;;-2.4;;
537;551 Hotels and similar accommodation;2009 September;110.7;;;-11.6;;
538;551 Hotels and similar accommodation;2009 3rd quarter;102.9;;;-6.7;;
539;551 Hotels and similar accommodation;2009 October;104.4;;;-11.6;;
540;551 Hotels and similar accommodation;2009 November;95.7;;;-9.8;;
541;551 Hotels and similar accommodation;2009 December;85.0;;;-2.4;;
542;551 Hotels and similar accommodation;2009 4th quarter;95.0;;;-8.4;;
543;551 Hotels and similar accommodation;2009;97.7;;;-8.8;;
544;551 Hotels and similar accommodation;2010 January;72.3;;;-7.2;;
545;551 Hotels and similar accommodation;2010 February;73.8;;;-4.8;;
546;551 Hotels and similar accommodation;2010 March;92.6;;;-1.9;;
547;551 Hotels and similar accommodation;2010 1st quarter;79.6;;;-4.4;;
548;551 Hotels and similar accommodation;2010 April;106.1;;;2.2;;
549;551 Hotels and similar accommodation;2010 May;109.4;;;-3.1;;
550;551 Hotels and similar accommodation;2010 June;110.9;;;-1.1;;
551;551 Hotels and similar accommodation;2010 2nd quarter;108.8;;;-0.8;;
552;551 Hotels and similar accommodation;2010 July;100.5;;;3.6;;
553;551 Hotels and similar accommodation;2010 August;104.1;;;3.1;;
554;551 Hotels and similar accommodation;2010 September;118.5;;;7.0;;
555;551 Hotels and similar accommodation;2010 3rd quarter;107.7;;;4.7;;
556;551 Hotels and similar accommodation;2010 October;114.9;;;10.1;;
557;551 Hotels and similar accommodation;2010 November;104.9;;;9.6;;
558;551 Hotels and similar accommodation;2010 December;91.9;;;8.1;;
559;551 Hotels and similar accommodation;2010 4th quarter;103.9;;;9.4;;
560;551 Hotels and similar accommodation;2010;100.0;;;2.3;;
561;551 Hotels and similar accommodation;2011 January;78.6;;;8.7;;
562;551 Hotels and similar accommodation;2011 February;77.3;;;4.7;;
563;551 Hotels and similar accommodation;2011 March;99.5;;;7.5;;
564;551 Hotels and similar accommodation;2011 1st quarter;85.1;;;7.0;;
565;551 Hotels and similar accommodation;2011 April;114.8;;;8.2;;
566;551 Hotels and similar accommodation;2011 May;118.1;;;7.9;;
567;551 Hotels and similar accommodation;2011 June;119.8;;;8.0;;
568;551 Hotels and similar accommodation;2011 2nd quarter;117.6;;;8.1;;
569;551 Hotels and similar accommodation;2011 July;105.9;;;5.4;;
570;551 Hotels and similar accommodation;2011 August;102.8;;;-1.3;;
571;551 Hotels and similar accommodation;2011 September;124.1;;;4.8;;
572;551 Hotels and similar accommodation;2011 3rd quarter;110.9;;;3.0;;
573;551 Hotels and similar accommodation;2011 October;116.2;;;1.1;;
574;551 Hotels and similar accommodation;2011 November;107.0;;;2.0;;
575;551 Hotels and similar accommodation;2011 December;91.1;;;-0.9;;
576;551 Hotels and similar accommodation;2011 4th quarter;104.8;;;0.8;;
577;551 Hotels and similar accommodation;2011;104.6;;;4.6;;
578;551 Hotels and similar accommodation;2012 January;80.1;;;1.9;;
579;551 Hotels and similar accommodation;2012 February;80.0;;;3.5;;
580;551 Hotels and similar accommodation;2012 March;102.4;;;2.9;;
581;551 Hotels and similar accommodation;2012 1st quarter;87.5;;;2.8;;
582;551 Hotels and similar accommodation;2012 April;118.0;;;2.8;;
583;551 Hotels and similar accommodation;2012 May;124.6;;;5.5;;
584;551 Hotels and similar accommodation;2012 June;122.6;;;2.3;;
585;551 Hotels and similar accommodation;2012 2nd quarter;121.7;;;3.5;;
586;551 Hotels and similar accommodation;2012 July;104.2;;;-1.6;;
587;551 Hotels and similar accommodation;2012 August;103.7;;;0.9;;
588;551 Hotels and similar accommodation;2012 September;124.9;;;0.6;;
589;551 Hotels and similar accommodation;2012 3rd quarter;110.9;;;0.0;;
590;551 Hotels and similar accommodation;2012 October;118.2;;;1.8;;
591;551 Hotels and similar accommodation;2012 November;104.1;;;-2.8;;
592;551 Hotels and similar accommodation;2012 December;91.2;;;0.1;;
593;551 Hotels and similar accommodation;2012  4th quarter;104.5;;;-0.3;;
594;551 Hotels and similar accommodation;2012;106.2;;;1.5;;
595;551 Hotels and similar accommodation;2013 January;80.2;;;0.1;;
596;551 Hotels and similar accommodation;2013 February;77.7;;;-2.8;;
597;551 Hotels and similar accommodation;2013 March;104.0;;;1.6;;
598;551 Hotels and similar accommodation;2013 1st quarter;87.3;;;-0.2;;
599;551 Hotels and similar accommodation;2013 April;120.4;;;2.0;;
600;551 Hotels and similar accommodation;2013 May;125.5;;;0.7;;
601;551 Hotels and similar accommodation;2013 June;126.1;;;2.8;;
602;551 Hotels and similar accommodation;2013 2nd quarter;124.0;;;1.9;;
603;551 Hotels and similar accommodation;2013 July;111.0;;;6.5;;
604;551 Hotels and similar accommodation;2013 August;114.4;;;10.4;;
605;551 Hotels and similar accommodation;2013 September;128.4;;;2.8;;
606;551 Hotels and similar accommodation;2013 3rd quarter;117.9;;;6.3;;
607;551 Hotels and similar accommodation;2013 October;120.3;;;1.7;;
608;551 Hotels and similar accommodation;2013 November;108.4;;;4.2;;
609;551 Hotels and similar accommodation;2013 December;93.8;;;2.9;;
610;551 Hotels and similar accommodation;2013 4th quarter;107.5;;;2.9;;
611;551 Hotels and similar accommodation;2013;109.2;;;2.8;;
612;56 Food and beverage service activities;2005 January;;;;;;
613;56 Food and beverage service activities;2005 February;;;;;;
614;56 Food and beverage service activities;2005 March;;;;;;
615;56 Food and beverage service activities;2005 1st quarter;86.2;;;;;
616;56 Food and beverage service activities;2005 April;;;;;;
617;56 Food and beverage service activities;2005 May;;;;;;
618;56 Food and beverage service activities;2005 June;;;;;;
619;56 Food and beverage service activities;2005 2nd quarter;100.6;;;;;
620;56 Food and beverage service activities;2005 July;;;;;;
621;56 Food and beverage service activities;2005 August;;;;;;
622;56 Food and beverage service activities;2005 September;;;;;;
623;56 Food and beverage service activities;2005 3rd quarter;102.3;;;;;
624;56 Food and beverage service activities;2005 October;;;;;;
625;56 Food and beverage service activities;2005 November;;;;;;
626;56 Food and beverage service activities;2005 December;;;;;;
627;56 Food and beverage service activities;2005 4th quarter;99.2;;;;;
628;56 Food and beverage service activities;2005;97.1;;;;;
629;56 Food and beverage service activities;2006 January;;;;;;
630;56 Food and beverage service activities;2006 February;;;;;;
631;56 Food and beverage service activities;2006 March;;;;;;
632;56 Food and beverage service activities;2006 1st quarter;89.5;;;3.9;;
633;56 Food and beverage service activities;2006 April;;;;;;
634;56 Food and beverage service activities;2006 May;;;;;;
635;56 Food and beverage service activities;2006 June;;;;;;
636;56 Food and beverage service activities;2006 2nd quarter;104.8;;;4.2;;
637;56 Food and beverage service activities;2006 July;;;;;;
638;56 Food and beverage service activities;2006 August;;;;;;
639;56 Food and beverage service activities;2006 September;;;;;;
640;56 Food and beverage service activities;2006 3rd quarter;107.4;;;5.0;;
641;56 Food and beverage service activities;2006 October;;;;;;
642;56 Food and beverage service activities;2006 November;;;;;;
643;56 Food and beverage service activities;2006 December;;;;;;
644;56 Food and beverage service activities;2006 4th quarter;104.6;;;5.4;;
645;56 Food and beverage service activities;2006;101.6;;;4.6;;
646;56 Food and beverage service activities;2007 January;;;;;;
647;56 Food and beverage service activities;2007 February;;;;;;
648;56 Food and beverage service activities;2007 March;;;;;;
649;56 Food and beverage service activities;2007 1st quarter;96.2;;;7.5;;
650;56 Food and beverage service activities;2007 April;;;;;;
651;56 Food and beverage service activities;2007 May;;;;;;
652;56 Food and beverage service activities;2007 June;;;;;;
653;56 Food and beverage service activities;2007 2nd quarter;113.4;;;8.2;;
654;56 Food and beverage service activities;2007 July;;;;;;
655;56 Food and beverage service activities;2007 August;;;;;;
656;56 Food and beverage service activities;2007 September;;;;;;
657;56 Food and beverage service activities;2007 3rd quarter;110.7;;;3.0;;
658;56 Food and beverage service activities;2007 October;;;;;;
659;56 Food and beverage service activities;2007 November;;;;;;
660;56 Food and beverage service activities;2007 December;;;;;;
661;56 Food and beverage service activities;2007 4th quarter;108.2;;;3.5;;
662;56 Food and beverage service activities;2007;107.1;;;5.5;;
663;56 Food and beverage service activities;2008 January;;;;;;
664;56 Food and beverage service activities;2008 February;;;;;;
665;56 Food and beverage service activities;2008 March;;;;;;
666;56 Food and beverage service activities;2008 1st quarter;99.1;;;3.0;;
667;56 Food and beverage service activities;2008 April;;;;;;
668;56 Food and beverage service activities;2008 May;;;;;;
669;56 Food and beverage service activities;2008 June;;;;;;
670;56 Food and beverage service activities;2008 2nd quarter;112.9;;;-0.5;;
671;56 Food and beverage service activities;2008 July;;;;;;
672;56 Food and beverage service activities;2008 August;;;;;;
673;56 Food and beverage service activities;2008 September;;;;;;
674;56 Food and beverage service activities;2008 3rd quarter;108.9;;;-1.6;;
675;56 Food and beverage service activities;2008 October;;;;;;
676;56 Food and beverage service activities;2008 November;;;;;;
677;56 Food and beverage service activities;2008 December;;;;;;
678;56 Food and beverage service activities;2008 4th quarter;104.9;;;-3.1;;
679;56 Food and beverage service activities;2008;106.4;;;-0.7;;
680;56 Food and beverage service activities;2009 January;;;;;;
681;56 Food and beverage service activities;2009 February;;;;;;
682;56 Food and beverage service activities;2009 March;;;;;;
683;56 Food and beverage service activities;2009 1st quarter;94.2;;;-4.9;;
684;56 Food and beverage service activities;2009 April;;;;;;
685;56 Food and beverage service activities;2009 May;;;;;;
686;56 Food and beverage service activities;2009 June;;;;;;
687;56 Food and beverage service activities;2009 2nd quarter;107.8;;;-4.5;;
688;56 Food and beverage service activities;2009 July;;;;;;
689;56 Food and beverage service activities;2009 August;;;;;;
690;56 Food and beverage service activities;2009 September;;;;;;
691;56 Food and beverage service activities;2009 3rd quarter;104.0;;;-4.5;;
692;56 Food and beverage service activities;2009 October;;;;;;
693;56 Food and beverage service activities;2009 November;;;;;;
694;56 Food and beverage service activities;2009 December;;;;;;
695;56 Food and beverage service activities;2009 4th quarter;99.5;;;-5.1;;
696;56 Food and beverage service activities;2009;101.4;;;-4.7;;
697;56 Food and beverage service activities;2010 January;;;;;;
698;56 Food and beverage service activities;2010 February;;;;;;
699;56 Food and beverage service activities;2010 March;;;;;;
700;56 Food and beverage service activities;2010 1st quarter;89.8;;;-4.7;;
701;56 Food and beverage service activities;2010 April;;;;;;
702;56 Food and beverage service activities;2010 May;;;;;;
703;56 Food and beverage service activities;2010 June;;;;;;
704;56 Food and beverage service activities;2010 2nd quarter;103.8;;;-3.7;;
705;56 Food and beverage service activities;2010 July;;;;;;
706;56 Food and beverage service activities;2010 August;;;;;;
707;56 Food and beverage service activities;2010 September;;;;;;
708;56 Food and beverage service activities;2010 3rd quarter;105.1;;;1.1;;
709;56 Food and beverage service activities;2010 October;;;;;;
710;56 Food and beverage service activities;2010 November;;;;;;
711;56 Food and beverage service activities;2010 December;;;;;;
712;56 Food and beverage service activities;2010 4th quarter;101.3;;;1.8;;
713;56 Food and beverage service activities;2010;100.0;;;-1.4;;
714;56 Food and beverage service activities;2011 January;;;;;;
715;56 Food and beverage service activities;2011 February;;;;;;
716;56 Food and beverage service activities;2011 March;;;;;;
717;56 Food and beverage service activities;2011 1st quarter;94.1;;;4.8;;
718;56 Food and beverage service activities;2011 April;;;;;;
719;56 Food and beverage service activities;2011 May;;;;;;
720;56 Food and beverage service activities;2011 June;;;;;;
721;56 Food and beverage service activities;2011 2nd quarter;110.5;;;6.5;;
722;56 Food and beverage service activities;2011 July;;;;;;
723;56 Food and beverage service activities;2011 August;;;;;;
724;56 Food and beverage service activities;2011 September;;;;;;
725;56 Food and beverage service activities;2011 3rd quarter;107.8;;;2.5;;
726;56 Food and beverage service activities;2011 October;;;;;;
727;56 Food and beverage service activities;2011 November;;;;;;
728;56 Food and beverage service activities;2011 December;;;;;;
729;56 Food and beverage service activities;2011 4th quarter;105.1;;;3.7;;
730;56 Food and beverage service activities;2011;104.4;;;4.4;;
731;56 Food and beverage service activities;2012 January;;;;;;
732;56 Food and beverage service activities;2012 February;;;;;;
733;56 Food and beverage service activities;2012 March;;;;;;
734;56 Food and beverage service activities;2012 1st quarter;96.7;;;2.8;;
735;56 Food and beverage service activities;2012 April;;;;;;
736;56 Food and beverage service activities;2012 May;;;;;;
737;56 Food and beverage service activities;2012 June;;;;;;
738;56 Food and beverage service activities;2012 2nd quarter;111.8;;;1.1;;
739;56 Food and beverage service activities;2012 July;;;;;;
740;56 Food and beverage service activities;2012 August;;;;;;
741;56 Food and beverage service activities;2012 September;;;;;;
742;56 Food and beverage service activities;2012 3rd quarter;108.7;;;0.9;;
743;56 Food and beverage service activities;2012 October;;;;;;
744;56 Food and beverage service activities;2012 November;;;;;;
745;56 Food and beverage service activities;2012 December;;;;;;
746;56 Food and beverage service activities;2012  4th quarter;105.8;;;0.7;;
747;56 Food and beverage service activities;2012;105.8;;;1.3;;
748;56 Food and beverage service activities;2013 January;;;;;;
749;56 Food and beverage service activities;2013 February;;;;;;
750;56 Food and beverage service activities;2013 March;;;;;;
751;56 Food and beverage service activities;2013 1st quarter;94.4;;;-2.5;;
752;56 Food and beverage service activities;2013 April;;;;;;
753;56 Food and beverage service activities;2013 May;;;;;;
754;56 Food and beverage service activities;2013 June;;;;;;
755;56 Food and beverage service activities;2013 2nd quarter;112.0;;;0.2;;
756;56 Food and beverage service activities;2013 July;;;;;;
757;56 Food and beverage service activities;2013 August;;;;;;
758;56 Food and beverage service activities;2013 September;;;;;;
759;56 Food and beverage service activities;2013 3rd quarter;109.3;;;0.5;;
760;56 Food and beverage service activities;2013 October;;;;;;
761;56 Food and beverage service activities;2013 November;;;;;;
762;56 Food and beverage service activities;2013 December;;;;;;
763;56 Food and beverage service activities;2013 4th quarter;106.5;;;0.6;;
764;56 Food and beverage service activities;2013;105.5;;;-0.2;;
765;561 Restaurants ;2005 January;82.3;86.9;94.7;;;
766;561 Restaurants ;2005 February;78.5;87.1;90.2;;;
767;561 Restaurants ;2005 March;88.1;87.1;101.1;;;
768;561 Restaurants ;2005 1st quarter;83.0;87.0;95.3;;;
769;561 Restaurants ;2005 April;97.2;87.3;111.3;;;
770;561 Restaurants ;2005 May;103.3;87.2;118.4;;;
771;561 Restaurants ;2005 June;103.2;87.6;117.8;;;
772;561 Restaurants ;2005 2nd quarter;101.2;87.4;115.8;;;
773;561 Restaurants ;2005 July;105.1;87.6;120.0;;;
774;561 Restaurants ;2005 August;104.3;87.5;119.2;;;
775;561 Restaurants ;2005 September;101.8;87.5;116.3;;;
776;561 Restaurants ;2005 3rd quarter;103.7;87.5;118.5;;;
777;561 Restaurants ;2005 October;100.5;87.7;114.7;;;
778;561 Restaurants ;2005 November;92.7;87.9;105.5;;;
779;561 Restaurants ;2005 December;99.1;87.9;112.7;;;
780;561 Restaurants ;2005 4th quarter;97.4;87.8;111.0;;;
781;561 Restaurants ;2005;96.3;87.4;110.2;;;
782;561 Restaurants ;2006 January;85.3;88.4;96.6;3.7;1.7;2.0
783;561 Restaurants ;2006 February;81.3;88.4;92.0;3.6;1.6;2.0
784;561 Restaurants ;2006 March;91.9;88.6;103.7;4.4;1.8;2.5
785;561 Restaurants ;2006 1st quarter;86.2;88.5;97.4;3.9;1.7;2.2
786;561 Restaurants ;2006 April;102.6;88.9;115.5;5.6;1.8;3.7
787;561 Restaurants ;2006 May;107.7;88.8;121.3;4.3;1.8;2.4
788;561 Restaurants ;2006 June;107.6;89.1;120.8;4.3;1.7;2.5
789;561 Restaurants ;2006 2nd quarter;106.0;88.9;119.2;4.7;1.8;2.9
790;561 Restaurants ;2006 July;109.5;89.3;122.6;4.1;2.0;2.1
791;561 Restaurants ;2006 August;110.0;89.4;123.0;5.4;2.2;3.2
792;561 Restaurants ;2006 September;108.5;89.6;121.1;6.6;2.4;4.1
793;561 Restaurants ;2006 3rd quarter;109.3;89.5;122.2;5.4;2.2;3.1
794;561 Restaurants ;2006 October;104.2;89.9;115.9;3.6;2.5;1.0
795;561 Restaurants ;2006 November;99.8;90.0;110.8;7.6;2.5;5.0
796;561 Restaurants ;2006 December;105.0;90.2;116.4;6.0;2.7;3.2
797;561 Restaurants ;2006 4th quarter;103.0;90.1;114.4;5.7;2.6;3.0
798;561 Restaurants ;2006;101.1;89.2;113.3;5.0;2.1;2.8
799;561 Restaurants ;2007 January;91.6;90.9;100.8;7.4;2.8;4.4
800;561 Restaurants ;2007 February;90.2;91.4;98.7;10.9;3.3;7.3
801;561 Restaurants ;2007 March;102.3;91.5;111.8;11.3;3.2;7.8
802;561 Restaurants ;2007 1st quarter;94.7;91.3;103.8;9.9;3.1;6.5
803;561 Restaurants ;2007 April;112.4;91.6;122.7;9.5;3.1;6.2
804;561 Restaurants ;2007 May;115.5;91.9;125.7;7.2;3.5;3.6
805;561 Restaurants ;2007 June;117.3;92.0;127.5;9.1;3.3;5.6
806;561 Restaurants ;2007 2nd quarter;115.1;91.9;125.3;8.6;3.3;5.1
807;561 Restaurants ;2007 July;114.2;91.8;124.3;4.2;2.8;1.4
808;561 Restaurants ;2007 August;114.5;92.2;124.1;4.1;3.1;0.9
809;561 Restaurants ;2007 September;109.6;92.4;118.6;1.0;3.1;-2.0
810;561 Restaurants ;2007 3rd quarter;112.7;92.1;122.3;3.1;3.0;0.1
811;561 Restaurants ;2007 October;106.8;92.4;115.5;2.5;2.8;-0.3
812;561 Restaurants ;2007 November;101.3;92.9;109.0;1.5;3.2;-1.7
813;561 Restaurants ;2007 December;106.3;93.3;113.9;1.2;3.4;-2.1
814;561 Restaurants ;2007 4th quarter;104.8;92.9;112.8;1.8;3.2;-1.4
815;561 Restaurants ;2007;106.8;92.0;116.0;5.6;3.2;2.4
816;561 Restaurants ;2008 January;91.7;93.9;97.7;0.1;3.3;-3.1
817;561 Restaurants ;2008 February;94.6;94.4;100.2;4.9;3.3;1.5
818;561 Restaurants ;2008 March;101.6;94.6;107.4;-0.6;3.4;-3.9
819;561 Restaurants ;2008 1st quarter;96.0;94.3;101.8;1.3;3.3;-1.9
820;561 Restaurants ;2008 April;109.2;95.2;114.7;-2.9;3.9;-6.5
821;561 Restaurants ;2008 May;118.2;95.6;123.7;2.4;4.0;-1.5
822;561 Restaurants ;2008 June;111.8;95.5;117.0;-4.7;3.8;-8.2
823;561 Restaurants ;2008 2nd quarter;113.1;95.4;118.5;-1.7;3.9;-5.4
824;561 Restaurants ;2008 July;112.5;95.9;117.3;-1.5;4.4;-5.6
825;561 Restaurants ;2008 August;115.2;96.0;120.0;0.7;4.1;-3.3
826;561 Restaurants ;2008 September;105.6;96.3;109.7;-3.6;4.2;-7.5
827;561 Restaurants ;2008 3rd quarter;111.1;96.1;115.6;-1.4;4.3;-5.5
828;561 Restaurants ;2008 October;107.4;96.5;111.2;0.5;4.4;-3.7
829;561 Restaurants ;2008 November;100.3;96.9;103.5;-1.0;4.2;-5.0
830;561 Restaurants ;2008 December;103.1;96.8;106.5;-3.0;3.7;-6.5
831;561 Restaurants ;2008 4th quarter;103.6;96.7;107.1;-1.2;4.1;-5.1
832;561 Restaurants ;2008;105.9;95.6;110.7;-0.8;3.9;-4.6
833;561 Restaurants ;2009 January;91.8;97.0;94.7;0.1;3.3;-3.1
834;561 Restaurants ;2009 February;89.9;97.6;92.1;-4.9;3.4;-8.1
835;561 Restaurants ;2009 March;98.0;97.6;100.4;-3.6;3.2;-6.6
836;561 Restaurants ;2009 1st quarter;93.2;97.4;95.7;-2.9;3.3;-5.9
837;561 Restaurants ;2009 April;110.1;97.9;112.5;0.8;2.8;-1.9
838;561 Restaurants ;2009 May;114.1;98.0;116.5;-3.5;2.6;-5.9
839;561 Restaurants ;2009 June;108.9;98.1;111.0;-2.6;2.7;-5.1
840;561 Restaurants ;2009 2nd quarter;111.0;98.0;113.3;-1.8;2.7;-4.4
841;561 Restaurants ;2009 July;112.7;98.3;114.6;0.2;2.5;-2.3
842;561 Restaurants ;2009 August;111.2;98.4;113.0;-3.5;2.5;-5.8
843;561 Restaurants ;2009 September;101.2;98.7;102.5;-4.2;2.5;-6.5
844;561 Restaurants ;2009 3rd quarter;108.4;98.5;110.1;-2.5;2.5;-4.8
845;561 Restaurants ;2009 October;104.4;98.6;105.8;-2.8;2.2;-4.9
846;561 Restaurants ;2009 November;94.9;98.8;96.1;-5.3;2.0;-7.2
847;561 Restaurants ;2009 December;98.2;98.9;99.2;-4.8;2.2;-6.9
848;561 Restaurants ;2009 4th quarter;99.2;98.8;100.4;-4.3;2.1;-6.3
849;561 Restaurants ;2009;103.0;98.2;104.9;-2.8;2.6;-5.3
850;561 Restaurants ;2010 January;86.7;99.2;87.3;-5.6;2.3;-7.8
851;561 Restaurants ;2010 February;84.3;99.5;84.7;-6.3;1.9;-8.0
852;561 Restaurants ;2010 March;92.6;99.7;92.9;-5.4;2.1;-7.4
853;561 Restaurants ;2010 1st quarter;87.9;99.4;88.3;-5.8;2.1;-7.7
854;561 Restaurants ;2010 April;104.1;99.6;104.6;-5.4;1.7;-7.0
855;561 Restaurants ;2010 May;107.2;99.6;107.6;-6.0;1.7;-7.6
856;561 Restaurants ;2010 June;103.1;100.0;103.1;-5.3;1.9;-7.1
857;561 Restaurants ;2010 2nd quarter;104.8;99.7;105.1;-5.6;1.8;-7.2
858;561 Restaurants ;2010 July;109.7;100.2;109.5;-2.7;1.9;-4.5
859;561 Restaurants ;2010 August;107.4;100.1;107.3;-3.4;1.7;-5.0
860;561 Restaurants ;2010 September;103.2;100.3;102.8;1.9;1.7;0.3
