ID;Sectoren;COFOGOverheidsfuncties;Perioden;Overheidsconsumptie_1
175;Overheid;10800;2008;0
176;Overheid;10800;2009;0
177;Overheid;10800;2010;0
178;Overheid;10800;2011;0
179;Overheid;10800;2012;0
180;Overheid;10900;1995;6081
181;Overheid;10900;1996;5938
182;Overheid;10900;1997;6112
183;Overheid;10900;1998;5978
184;Overheid;10900;1999;6990
185;Overheid;10900;2000;6806
186;Overheid;10900;2001;7204
187;Overheid;10900;2002;7293
188;Overheid;10900;2003;7409
189;Overheid;10900;2004;7217
190;Overheid;10900;2005;6529
191;Overheid;10900;2006;7163
192;Overheid;10900;2007;7638
193;Overheid;10900;2008;7986
194;Overheid;10900;2009;8412
195;Overheid;10900;2010;7947
196;Overheid;10900;2011;7901
197;Overheid;10900;2012;7294
198;Overheid;11000;1995;5492
199;Overheid;11000;1996;5350
200;Overheid;11000;1997;5286
201;Overheid;11000;1998;4971
202;Overheid;11000;1999;5877
203;Overheid;11000;2000;5598
204;Overheid;11000;2001;5930
205;Overheid;11000;2002;6012
206;Overheid;11000;2003;6094
207;Overheid;11000;2004;5978
208;Overheid;11000;2005;5149
209;Overheid;11000;2006;5717
210;Overheid;11000;2007;5539
211;Overheid;11000;2008;5572
212;Overheid;11000;2009;5763
213;Overheid;11000;2010;5497
214;Overheid;11000;2011;5613
215;Overheid;11000;2012;5065
216;Overheid;11500;1995;0
217;Overheid;11500;1996;0
218;Overheid;11500;1997;0
219;Overheid;11500;1998;0
220;Overheid;11500;1999;0
221;Overheid;11500;2000;0
222;Overheid;11500;2001;0
223;Overheid;11500;2002;0
224;Overheid;11500;2003;0
225;Overheid;11500;2004;0
226;Overheid;11500;2005;0
227;Overheid;11500;2006;0
228;Overheid;11500;2007;0
229;Overheid;11500;2008;0
230;Overheid;11500;2009;0
231;Overheid;11500;2010;0
232;Overheid;11500;2011;0
233;Overheid;11500;2012;0
234;Overheid;11600;1995;80
235;Overheid;11600;1996;103
236;Overheid;11600;1997;85
237;Overheid;11600;1998;116
238;Overheid;11600;1999;204
239;Overheid;11600;2000;206
240;Overheid;11600;2001;191
241;Overheid;11600;2002;163
242;Overheid;11600;2003;204
243;Overheid;11600;2004;189
244;Overheid;11600;2005;171
245;Overheid;11600;2006;257
246;Overheid;11600;2007;292
247;Overheid;11600;2008;301
248;Overheid;11600;2009;329
249;Overheid;11600;2010;300
250;Overheid;11600;2011;110
251;Overheid;11600;2012;80
252;Overheid;11700;1995;27
253;Overheid;11700;1996;28
254;Overheid;11700;1997;25
255;Overheid;11700;1998;24
256;Overheid;11700;1999;31
257;Overheid;11700;2000;34
258;Overheid;11700;2001;36
259;Overheid;11700;2002;53
260;Overheid;11700;2003;38
261;Overheid;11700;2004;40
262;Overheid;11700;2005;40
263;Overheid;11700;2006;44
264;Overheid;11700;2007;49
265;Overheid;11700;2008;51
266;Overheid;11700;2009;51
267;Overheid;11700;2010;55
268;Overheid;11700;2011;56
269;Overheid;11700;2012;60
270;Overheid;11800;1995;482
271;Overheid;11800;1996;457
272;Overheid;11800;1997;716
273;Overheid;11800;1998;867
274;Overheid;11800;1999;878
275;Overheid;11800;2000;968
276;Overheid;11800;2001;1047
277;Overheid;11800;2002;1065
278;Overheid;11800;2003;1073
279;Overheid;11800;2004;1010
280;Overheid;11800;2005;1169
281;Overheid;11800;2006;1145
282;Overheid;11800;2007;1758
283;Overheid;11800;2008;2062
284;Overheid;11800;2009;2269
285;Overheid;11800;2010;2095
286;Overheid;11800;2011;2122
287;Overheid;11800;2012;2089
288;Overheid;11900;1995;4112
289;Overheid;11900;1996;4294
290;Overheid;11900;1997;4562
291;Overheid;11900;1998;4969
292;Overheid;11900;1999;5270
293;Overheid;11900;2000;5813
294;Overheid;11900;2001;6575
295;Overheid;11900;2002;7336
296;Overheid;11900;2003;7857
297;Overheid;11900;2004;8243
298;Overheid;11900;2005;8447
299;Overheid;11900;2006;9126
300;Overheid;11900;2007;9769
301;Overheid;11900;2008;10588
302;Overheid;11900;2009;11060
303;Overheid;11900;2010;10904
304;Overheid;11900;2011;10783
305;Overheid;11900;2012;10874
306;Overheid;12000;1995;2099
307;Overheid;12000;1996;2137
308;Overheid;12000;1997;2234
309;Overheid;12000;1998;2406
310;Overheid;12000;1999;2553
311;Overheid;12000;2000;2785
312;Overheid;12000;2001;3068
313;Overheid;12000;2002;3336
314;Overheid;12000;2003;3576
315;Overheid;12000;2004;3769
316;Overheid;12000;2005;3885
317;Overheid;12000;2006;4200
318;Overheid;12000;2007;4453
319;Overheid;12000;2008;4808
320;Overheid;12000;2009;5063
321;Overheid;12000;2010;4987
322;Overheid;12000;2011;4955
323;Overheid;12000;2012;5002
324;Overheid;12100;1995;553
325;Overheid;12100;1996;551
326;Overheid;12100;1997;572
327;Overheid;12100;1998;612
328;Overheid;12100;1999;642
329;Overheid;12100;2000;694
330;Overheid;12100;2001;788
331;Overheid;12100;2002;886
332;Overheid;12100;2003;978
333;Overheid;12100;2004;1032
334;Overheid;12100;2005;1090
335;Overheid;12100;2006;1238
336;Overheid;12100;2007;1263
337;Overheid;12100;2008;1307
338;Overheid;12100;2009;1339
339;Overheid;12100;2010;1306
340;Overheid;12100;2011;1223
341;Overheid;12100;2012;1238
342;Overheid;12200;1995;471
343;Overheid;12200;1996;505
344;Overheid;12200;1997;554
345;Overheid;12200;1998;636
346;Overheid;12200;1999;669
347;Overheid;12200;2000;796
348;Overheid;12200;2001;947
349;Overheid;12200;2002;1132
350;Overheid;12200;2003;1206
351;Overheid;12200;2004;1242
352;Overheid;12200;2005;1277
353;Overheid;12200;2006;1325
354;Overheid;12200;2007;1423
355;Overheid;12200;2008;1467
356;Overheid;12200;2009;1525
357;Overheid;12200;2010;1573
358;Overheid;12200;2011;1608
359;Overheid;12200;2012;1571
360;Overheid;12300;1995;720
361;Overheid;12300;1996;817
362;Overheid;12300;1997;890
363;Overheid;12300;1998;981
364;Overheid;12300;1999;1035
365;Overheid;12300;2000;1119
366;Overheid;12300;2001;1234
367;Overheid;12300;2002;1410
368;Overheid;12300;2003;1476
369;Overheid;12300;2004;1512
370;Overheid;12300;2005;1555
371;Overheid;12300;2006;1701
372;Overheid;12300;2007;1871
373;Overheid;12300;2008;2175
374;Overheid;12300;2009;2257
375;Overheid;12300;2010;2129
376;Overheid;12300;2011;2099
377;Overheid;12300;2012;2154
378;Overheid;12400;1995;26
379;Overheid;12400;1996;24
380;Overheid;12400;1997;20
381;Overheid;12400;1998;18
382;Overheid;12400;1999;19
383;Overheid;12400;2000;20
384;Overheid;12400;2001;23
385;Overheid;12400;2002;23
386;Overheid;12400;2003;24
387;Overheid;12400;2004;27
388;Overheid;12400;2005;26
389;Overheid;12400;2006;24
390;Overheid;12400;2007;25
391;Overheid;12400;2008;23
392;Overheid;12400;2009;22
393;Overheid;12400;2010;23
394;Overheid;12400;2011;17
395;Overheid;12400;2012;16
396;Overheid;12500;1995;243
397;Overheid;12500;1996;260
398;Overheid;12500;1997;292
399;Overheid;12500;1998;316
400;Overheid;12500;1999;352
401;Overheid;12500;2000;399
402;Overheid;12500;2001;515
403;Overheid;12500;2002;549
404;Overheid;12500;2003;597
405;Overheid;12500;2004;661
406;Overheid;12500;2005;614
407;Overheid;12500;2006;638
408;Overheid;12500;2007;734
409;Overheid;12500;2008;808
410;Overheid;12500;2009;854
411;Overheid;12500;2010;886
412;Overheid;12500;2011;881
413;Overheid;12500;2012;893
414;Overheid;12600;1995;8751
415;Overheid;12600;1996;9042
416;Overheid;12600;1997;9436
417;Overheid;12600;1998;9702
418;Overheid;12600;1999;10108
419;Overheid;12600;2000;10524
420;Overheid;12600;2001;12340
421;Overheid;12600;2002;12811
422;Overheid;12600;2003;13589
423;Overheid;12600;2004;13613
424;Overheid;12600;2005;13736
425;Overheid;12600;2006;13960
426;Overheid;12600;2007;15090
427;Overheid;12600;2008;15968
428;Overheid;12600;2009;16857
429;Overheid;12600;2010;16806
430;Overheid;12600;2011;16903
431;Overheid;12600;2012;16937
432;Overheid;12700;1995;2185
433;Overheid;12700;1996;2124
434;Overheid;12700;1997;2293
435;Overheid;12700;1998;2336
436;Overheid;12700;1999;2366
437;Overheid;12700;2000;2572
438;Overheid;12700;2001;3051
439;Overheid;12700;2002;3211
440;Overheid;12700;2003;3461
441;Overheid;12700;2004;3497
442;Overheid;12700;2005;3467
443;Overheid;12700;2006;3420
444;Overheid;12700;2007;3656
445;Overheid;12700;2008;3926
446;Overheid;12700;2009;4237
447;Overheid;12700;2010;3913
448;Overheid;12700;2011;3792
449;Overheid;12700;2012;3831
450;Overheid;12800;1995;446
451;Overheid;12800;1996;437
452;Overheid;12800;1997;550
453;Overheid;12800;1998;499
454;Overheid;12800;1999;546
455;Overheid;12800;2000;569
456;Overheid;12800;2001;835
457;Overheid;12800;2002;802
458;Overheid;12800;2003;887
459;Overheid;12800;2004;695
460;Overheid;12800;2005;696
461;Overheid;12800;2006;771
462;Overheid;12800;2007;765
463;Overheid;12800;2008;818
464;Overheid;12800;2009;836
465;Overheid;12800;2010;801
466;Overheid;12800;2011;779
467;Overheid;12800;2012;639
468;Overheid;12900;1995;29
469;Overheid;12900;1996;26
470;Overheid;12900;1997;13
471;Overheid;12900;1998;24
472;Overheid;12900;1999;15
473;Overheid;12900;2000;8
474;Overheid;12900;2001;17
475;Overheid;12900;2002;-4
476;Overheid;12900;2003;-5
477;Overheid;12900;2004;-1
478;Overheid;12900;2005;-13
479;Overheid;12900;2006;-36
480;Overheid;12900;2007;-13
481;Overheid;12900;2008;0
482;Overheid;12900;2009;5
483;Overheid;12900;2010;-1
484;Overheid;12900;2011;8
485;Overheid;12900;2012;11
486;Overheid;13000;1995;47
487;Overheid;13000;1996;54
488;Overheid;13000;1997;54
489;Overheid;13000;1998;82
490;Overheid;13000;1999;111
491;Overheid;13000;2000;75
492;Overheid;13000;2001;97
493;Overheid;13000;2002;118
494;Overheid;13000;2003;137
495;Overheid;13000;2004;130
496;Overheid;13000;2005;121
497;Overheid;13000;2006;73
498;Overheid;13000;2007;75
499;Overheid;13000;2008;52
500;Overheid;13000;2009;205
501;Overheid;13000;2010;236
502;Overheid;13000;2011;221
503;Overheid;13000;2012;209
504;Overheid;13100;1995;3823
505;Overheid;13100;1996;4088
506;Overheid;13100;1997;4217
507;Overheid;13100;1998;4768
508;Overheid;13100;1999;4937
509;Overheid;13100;2000;5111
510;Overheid;13100;2001;5919
511;Overheid;13100;2002;6195
512;Overheid;13100;2003;6492
513;Overheid;13100;2004;6663
514;Overheid;13100;2005;6956
515;Overheid;13100;2006;7251
516;Overheid;13100;2007;8053
517;Overheid;13100;2008;8497
518;Overheid;13100;2009;8819
519;Overheid;13100;2010;9013
520;Overheid;13100;2011;9198
521;Overheid;13100;2012;9292
522;Overheid;13200;1995;11
523;Overheid;13200;1996;17
524;Overheid;13200;1997;15
525;Overheid;13200;1998;13
526;Overheid;13200;1999;20
527;Overheid;13200;2000;34
528;Overheid;13200;2001;93
529;Overheid;13200;2002;61
530;Overheid;13200;2003;66
531;Overheid;13200;2004;65
532;Overheid;13200;2005;71
533;Overheid;13200;2006;71
534;Overheid;13200;2007;13
535;Overheid;13200;2008;36
536;Overheid;13200;2009;40
537;Overheid;13200;2010;50
538;Overheid;13200;2011;43
539;Overheid;13200;2012;46
540;Overheid;13300;1995;714
541;Overheid;13300;1996;736
542;Overheid;13300;1997;773
543;Overheid;13300;1998;812
544;Overheid;13300;1999;845
545;Overheid;13300;2000;886
546;Overheid;13300;2001;940
547;Overheid;13300;2002;972
548;Overheid;13300;2003;1055
549;Overheid;13300;2004;1092
550;Overheid;13300;2005;1086
551;Overheid;13300;2006;1104
552;Overheid;13300;2007;1180
553;Overheid;13300;2008;1283
554;Overheid;13300;2009;1362
555;Overheid;13300;2010;1445
556;Overheid;13300;2011;1491
557;Overheid;13300;2012;1509
558;Overheid;13400;1995;769
559;Overheid;13400;1996;809
560;Overheid;13400;1997;745
561;Overheid;13400;1998;730
562;Overheid;13400;1999;730
563;Overheid;13400;2000;743
564;Overheid;13400;2001;764
565;Overheid;13400;2002;802
566;Overheid;13400;2003;820
567;Overheid;13400;2004;845
568;Overheid;13400;2005;841
569;Overheid;13400;2006;901
570;Overheid;13400;2007;955
571;Overheid;13400;2008;946
572;Overheid;13400;2009;945
573;Overheid;13400;2010;980
574;Overheid;13400;2011;985
575;Overheid;13400;2012;1074
576;Overheid;13500;1995;727
577;Overheid;13500;1996;751
578;Overheid;13500;1997;776
579;Overheid;13500;1998;438
580;Overheid;13500;1999;538
581;Overheid;13500;2000;526
582;Overheid;13500;2001;624
583;Overheid;13500;2002;654
584;Overheid;13500;2003;676
585;Overheid;13500;2004;627
586;Overheid;13500;2005;511
587;Overheid;13500;2006;405
588;Overheid;13500;2007;406
589;Overheid;13500;2008;410
590;Overheid;13500;2009;408
591;Overheid;13500;2010;369
592;Overheid;13500;2011;386
593;Overheid;13500;2012;326
594;Overheid;13600;1995;2382
595;Overheid;13600;1996;2443
596;Overheid;13600;1997;2427
597;Overheid;13600;1998;2601
598;Overheid;13600;1999;2656
599;Overheid;13600;2000;2898
600;Overheid;13600;2001;3150
601;Overheid;13600;2002;3462
602;Overheid;13600;2003;3786
603;Overheid;13600;2004;3759
604;Overheid;13600;2005;3735
605;Overheid;13600;2006;4298
606;Overheid;13600;2007;4514
607;Overheid;13600;2008;4644
608;Overheid;13600;2009;5012
609;Overheid;13600;2010;5119
610;Overheid;13600;2011;5053
611;Overheid;13600;2012;4986
612;Overheid;13700;1995;34
613;Overheid;13700;1996;35
614;Overheid;13700;1997;-46
615;Overheid;13700;1998;10
616;Overheid;13700;1999;-44
617;Overheid;13700;2000;-7
618;Overheid;13700;2001;82
619;Overheid;13700;2002;171
620;Overheid;13700;2003;229
621;Overheid;13700;2004;126
622;Overheid;13700;2005;68
623;Overheid;13700;2006;294
624;Overheid;13700;2007;275
625;Overheid;13700;2008;231
626;Overheid;13700;2009;289
627;Overheid;13700;2010;300
628;Overheid;13700;2011;173
629;Overheid;13700;2012;99
630;Overheid;13800;1995;1321
631;Overheid;13800;1996;1386
632;Overheid;13800;1997;1457
633;Overheid;13800;1998;1543
634;Overheid;13800;1999;1611
635;Overheid;13800;2000;1726
636;Overheid;13800;2001;1741
637;Overheid;13800;2002;1847
638;Overheid;13800;2003;2006
639;Overheid;13800;2004;2043
640;Overheid;13800;2005;2083
641;Overheid;13800;2006;2238
642;Overheid;13800;2007;2347
643;Overheid;13800;2008;2502
644;Overheid;13800;2009;2688
645;Overheid;13800;2010;2779
646;Overheid;13800;2011;2866
647;Overheid;13800;2012;2850
648;Overheid;13900;1995;730
649;Overheid;13900;1996;734
650;Overheid;13900;1997;722
651;Overheid;13900;1998;713
652;Overheid;13900;1999;750
653;Overheid;13900;2000;829
654;Overheid;13900;2001;951
655;Overheid;13900;2002;1052
656;Overheid;13900;2003;1129
657;Overheid;13900;2004;1178
658;Overheid;13900;2005;1172
659;Overheid;13900;2006;1333
660;Overheid;13900;2007;1443
661;Overheid;13900;2008;1484
662;Overheid;13900;2009;1536
663;Overheid;13900;2010;1578
664;Overheid;13900;2011;1478
665;Overheid;13900;2012;1456
666;Overheid;14000;1995;136
667;Overheid;14000;1996;133
668;Overheid;14000;1997;137
669;Overheid;14000;1998;180
670;Overheid;14000;1999;175
671;Overheid;14000;2000;180
672;Overheid;14000;2001;192
673;Overheid;14000;2002;202
674;Overheid;14000;2003;210
675;Overheid;14000;2004;239
676;Overheid;14000;2005;233
677;Overheid;14000;2006;242
678;Overheid;14000;2007;261
679;Overheid;14000;2008;308
680;Overheid;14000;2009;353
681;Overheid;14000;2010;355
682;Overheid;14000;2011;320
683;Overheid;14000;2012;352
684;Overheid;14100;1995;50
685;Overheid;14100;1996;52
686;Overheid;14100;1997;48
687;Overheid;14100;1998;45
688;Overheid;14100;1999;50
689;Overheid;14100;2000;54
690;Overheid;14100;2001;54
691;Overheid;14100;2002;76
692;Overheid;14100;2003;74
693;Overheid;14100;2004;73
694;Overheid;14100;2005;84
695;Overheid;14100;2006;89
696;Overheid;14100;2007;87
697;Overheid;14100;2008;94
698;Overheid;14100;2009;97
699;Overheid;14100;2010;94
700;Overheid;14100;2011;74
701;Overheid;14100;2012;74
702;Overheid;14200;1995;111
703;Overheid;14200;1996;103
704;Overheid;14200;1997;109
705;Overheid;14200;1998;110
706;Overheid;14200;1999;114
707;Overheid;14200;2000;116
708;Overheid;14200;2001;130
709;Overheid;14200;2002;114
710;Overheid;14200;2003;138
711;Overheid;14200;2004;100
712;Overheid;14200;2005;95
713;Overheid;14200;2006;102
714;Overheid;14200;2007;101
715;Overheid;14200;2008;25
716;Overheid;14200;2009;49
717;Overheid;14200;2010;13
718;Overheid;14200;2011;142
719;Overheid;14200;2012;155
720;Overheid;14300;1995;1505
721;Overheid;14300;1996;1511
722;Overheid;14300;1997;1530
723;Overheid;14300;1998;1651
724;Overheid;14300;1999;1706
725;Overheid;14300;2000;1855
726;Overheid;14300;2001;2096
727;Overheid;14300;2002;2122
728;Overheid;14300;2003;2408
729;Overheid;14300;2004;2205
730;Overheid;14300;2005;2211
731;Overheid;14300;2006;2120
732;Overheid;14300;2007;2186
733;Overheid;14300;2008;2402
734;Overheid;14300;2009;2638
735;Overheid;14300;2010;2609
736;Overheid;14300;2011;2538
737;Overheid;14300;2012;2433
738;Overheid;14400;1995;761
739;Overheid;14400;1996;774
740;Overheid;14400;1997;779
741;Overheid;14400;1998;833
742;Overheid;14400;1999;881
743;Overheid;14400;2000;958
744;Overheid;14400;2001;1057
745;Overheid;14400;2002;1148
746;Overheid;14400;2003;1371
747;Overheid;14400;2004;1183
748;Overheid;14400;2005;1193
749;Overheid;14400;2006;1093
750;Overheid;14400;2007;1109
751;Overheid;14400;2008;1160
752;Overheid;14400;2009;1337
753;Overheid;14400;2010;1279
754;Overheid;14400;2011;1351
755;Overheid;14400;2012;1275
756;Overheid;14500;1995;518
757;Overheid;14500;1996;511
758;Overheid;14500;1997;525
759;Overheid;14500;1998;548
760;Overheid;14500;1999;563
761;Overheid;14500;2000;593
762;Overheid;14500;2001;647
763;Overheid;14500;2002;657
764;Overheid;14500;2003;720
765;Overheid;14500;2004;722
766;Overheid;14500;2005;709
767;Overheid;14500;2006;683
768;Overheid;14500;2007;735
769;Overheid;14500;2008;881
770;Overheid;14500;2009;907
771;Overheid;14500;2010;962
772;Overheid;14500;2011;872
773;Overheid;14500;2012;851
774;Overheid;14600;1995;-2
775;Overheid;14600;1996;-2
776;Overheid;14600;1997;-2
777;Overheid;14600;1998;-1
778;Overheid;14600;1999;-2
779;Overheid;14600;2000;-2
780;Overheid;14600;2001;-2
781;Overheid;14600;2002;-1
782;Overheid;14600;2003;-2
783;Overheid;14600;2004;-2
784;Overheid;14600;2005;-2
785;Overheid;14600;2006;-3
786;Overheid;14600;2007;0
787;Overheid;14600;2008;1
788;Overheid;14600;2009;1
789;Overheid;14600;2010;0
790;Overheid;14600;2011;1
791;Overheid;14600;2012;1
792;Overheid;14700;1995;53
793;Overheid;14700;1996;51
794;Overheid;14700;1997;52
795;Overheid;14700;1998;56
796;Overheid;14700;1999;58
797;Overheid;14700;2000;61
798;Overheid;14700;2001;63
799;Overheid;14700;2002;65
800;Overheid;14700;2003;70
801;Overheid;14700;2004;70
802;Overheid;14700;2005;68
803;Overheid;14700;2006;76
804;Overheid;14700;2007;80
805;Overheid;14700;2008;88
806;Overheid;14700;2009;91
807;Overheid;14700;2010;99
808;Overheid;14700;2011;91
809;Overheid;14700;2012;89
810;Overheid;14800;1995;51
811;Overheid;14800;1996;54
812;Overheid;14800;1997;55
813;Overheid;14800;1998;66
814;Overheid;14800;1999;76
815;Overheid;14800;2000;81
816;Overheid;14800;2001;89
817;Overheid;14800;2002;67
818;Overheid;14800;2003;63
819;Overheid;14800;2004;62
820;Overheid;14800;2005;65
821;Overheid;14800;2006;63
822;Overheid;14800;2007;62
823;Overheid;14800;2008;54
824;Overheid;14800;2009;53
825;Overheid;14800;2010;54
826;Overheid;14800;2011;57
827;Overheid;14800;2012;50
828;Overheid;14900;1995;124
829;Overheid;14900;1996;123
830;Overheid;14900;1997;121
831;Overheid;14900;1998;149
832;Overheid;14900;1999;130
833;Overheid;14900;2000;164
834;Overheid;14900;2001;242
835;Overheid;14900;2002;186
836;Overheid;14900;2003;186
837;Overheid;14900;2004;170
838;Overheid;14900;2005;178
839;Overheid;14900;2006;208
840;Overheid;14900;2007;200
841;Overheid;14900;2008;218
842;Overheid;14900;2009;249
843;Overheid;14900;2010;215
844;Overheid;14900;2011;166
845;Overheid;14900;2012;167
846;Overheid;15000;1995;14735
847;Overheid;15000;1996;14549
848;Overheid;15000;1997;16290
849;Overheid;15000;1998;17022
850;Overheid;15000;1999;18012
851;Overheid;15000;2000;19777
852;Overheid;15000;2001;21716
853;Overheid;15000;2002;24353
854;Overheid;15000;2003;26335
855;Overheid;15000;2004;27106
856;Overheid;15000;2005;28110
857;Overheid;15000;2006;37727
858;Overheid;15000;2007;39651
859;Overheid;15000;2008;41098
860;Overheid;15000;2009;45024
861;Overheid;15000;2010;46613
862;Overheid;15000;2011;47662
863;Overheid;15000;2012;50787
864;Overheid;15100;1995;2481
865;Overheid;15100;1996;1918
866;Overheid;15100;1997;2003
867;Overheid;15100;1998;2199
868;Overheid;15100;1999;2394
869;Overheid;15100;2000;3194
870;Overheid;15100;2001;3514
871;Overheid;15100;2002;3785
872;Overheid;15100;2003;4063
873;Overheid;15100;2004;4100
874;Overheid;15100;2005;4235
875;Overheid;15100;2006;5951
876;Overheid;15100;2007;6481
877;Overheid;15100;2008;6342
878;Overheid;15100;2009;7081
879;Overheid;15100;2010;7356
880;Overheid;15100;2011;7465
881;Overheid;15100;2012;7209
882;Overheid;15200;1995;4915
883;Overheid;15200;1996;5094
884;Overheid;15200;1997;6059
885;Overheid;15200;1998;6216
886;Overheid;15200;1999;6701
887;Overheid;15200;2000;6592
888;Overheid;15200;2001;7421
889;Overheid;15200;2002;8481
890;Overheid;15200;2003;9665
891;Overheid;15200;2004;7981
892;Overheid;15200;2005;9567
893;Overheid;15200;2006;10422
894;Overheid;15200;2007;11005
895;Overheid;15200;2008;11368
896;Overheid;15200;2009;12967
897;Overheid;15200;2010;13257
898;Overheid;15200;2011;13929
899;Overheid;15200;2012;14524
