ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
3502;Megchelen;1509;Oude IJsselstreek              ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gld.;Ja ;Nee;Megchelen                      
3503;Megelsum;993;Meerlo-Wanssum                 ;120;Noord-Limburg                           ;31;L.  ;Nee;Nee;Megelsum                       
3504;Megen;828;Oss                            ;111;Maaskant                                ;30;NB. ;Ja ;Nee;Megen                          
3505;Meierkamp;381;Bussum                         ;67;Overige gemeenten in het Gooi           ;27;NH. ;Nee;Nee;Meierkamp                      
3506;Meije (ged.);632;Woerden                        ;49;Utrechts weidegebied                    ;26;U.  ;Nee;Nee;Meije (ged.)                   
3507;Meije (ged.);497;Bodegraven                     ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;Nee;Nee;Meije (ged.)                   
3508;Meijel;941;Meijel                         ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Ja ;Ja ;Meijel                         
3509;Meijldoorn;844;Schijndel                      ;112;Midden-Meijerij                         ;30;NB. ;Nee;Nee;Meijldoorn                     
3510;Meinerswijk;202;Arnhem                         ;35;Arnhem                                  ;25;Gld.;Nee;Nee;Meinerswijk                    
3511;Mekkelholt;153;Enschede                       ;23;Enschede                                ;23;O.  ;Nee;Nee;Mekkelholt                     
3512;Mekkelhorst;168;Losser                         ;24;Overige gemeenten in Twente             ;23;O.  ;Nee;Nee;Mekkelhorst                    
3513;Melderslo;1507;Horst aan de Maas              ;120;Noord-Limburg                           ;31;L.  ;Ja ;Nee;Melderslo                      
3514;Melick;1669;Roerdalen                      ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;Ja ;Nee;Melick                         
3515;Meliskerke;717;Veere                          ;96;Overige gemeenten Walcheren             ;29;Z.  ;Ja ;Nee;Meliskerke                     
3516;Melissant;504;Dirksland                      ;92;Goeree en Overflakkee                   ;28;ZH. ;Ja ;Nee;Melissant                      
3517;Melle;856;Uden                           ;112;Midden-Meijerij                         ;30;NB. ;Nee;Nee;Melle                          
3518;Melleschet;981;Vaals                          ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Melleschet                     
3519;Mellinkmaat;240;Groenlo                        ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;Nee;Nee;Mellinkmaat                    
3520;Menaldum;83;Menaldumadeel                  ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Menaldum                       
3521;Menaldumadeel;83;Menaldumadeel                  ;12;Friese bouwstreek                       ;21;F.  ;Nee;Ja ;Menaldumadeel                  
3522;Mengelenberg;1955;Montferland                    ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gld.;Nee;Nee;Mengelenberg                   
3523;Mennonietenbuurt;736;De Ronde Venen                 ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;Nee;Nee;Mennonietenbuurt               
3524;Mensingeweer;1663;De Marne                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Ja ;Nee;Mensingeweer                   
3525;Menterwolde;1987;Menterwolde                    ;3;Groninger Oldambt                       ;20;Gr. ;Nee;Ja ;Menterwolde                    
3526;Menzel;1721;Bernheze                       ;111;Maaskant                                ;30;NB. ;Nee;Nee;Menzel                         
3527;Meppel;119;Meppel                         ;18;Zuiddrents randgebied                   ;22;D.  ;Ja ;Ja ;Meppel                         
3528;Meppen;109;Coevorden                      ;18;Zuiddrents randgebied                   ;22;D.  ;Ja ;Nee;Meppen                         
3529;Merkelbeek;881;Onderbanken                    ;125;Oostelijke Mijnstreek                   ;31;L.  ;Ja ;Nee;Merkelbeek                     
3530;Merm;1734;Overbetuwe                     ;37;Oostelijke Betuwe                       ;25;Gld.;Nee;Nee;Merm                           
3531;Merselo;984;Venray                         ;120;Noord-Limburg                           ;31;L.  ;Ja ;Nee;Merselo                        
3532;Mertel;855;Tilburg                        ;107;Tilburg                                 ;30;NB. ;Nee;Nee;Mertel                         
3533;Merum;957;Roermond                       ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;Nee;Nee;Merum                          
3534;Merum;24;Loppersum                      ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Nee;Nee;Merum                          
3535;Mesch;905;Eijsden                        ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Mesch                          
3536;Meteren;236;Geldermalsen                   ;38;Westelijke Betuwe                       ;25;Gld.;Ja ;Nee;Meteren                        
3537;Meterik;1507;Horst aan de Maas              ;120;Noord-Limburg                           ;31;L.  ;Ja ;Nee;Meterik                        
3538;Metslawier;58;Dongeradeel                    ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Metslawier                     
3539;Meulunteren-De Valk;228;Ede                            ;31;Gelderse Vallei                         ;25;Gld.;Nee;Nee;Meulunteren-De Valk            
3540;Mheer;936;Margraten                      ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Ja ;Nee;Mheer                          
3541;Midbuul;1706;Cranendonck                    ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;Nee;Nee;Midbuul                        
3542;Middel;1773;Olst-Wijhe                     ;22;Zuidwest-Overijssel                     ;23;O.  ;Nee;Nee;Middel                         
3543;Middel;479;Zaanstad                       ;58;Zaanstreek                              ;27;NH. ;Nee;Nee;Middel                         
3544;Middelaar;944;Mook en Middelaar              ;120;Noord-Limburg                           ;31;L.  ;Ja ;Nee;Middelaar                      
3545;Middelbeers;823;Oirschot                       ;114;Randgebied Eindhoven                    ;30;NB. ;Nee;Nee;Middelbeers                    
3546;Middelbert;14;Groningen                      ;7;Stad Groningen                          ;20;Gr. ;Nee;Nee;Middelbert                     
3547;Middelburg;687;Middelburg                     ;95;Kanaalzone Walcheren                    ;29;Z.  ;Ja ;Ja ;Middelburg                     
3548;Middelburg;595;Reeuwijk                       ;74;Gouda en omstreken                      ;28;ZH. ;Nee;Nee;Middelburg                     
3549;Middeldijk;489;Barendrecht                    ;86;Westelijk IJsselmonde                   ;28;ZH. ;Nee;Nee;Middeldijk                     
3550;Middelharnis;559;Middelharnis                   ;92;Goeree en Overflakkee                   ;28;ZH. ;Ja ;Ja ;Middelharnis                   
3551;Middelie;478;Zeevang                        ;56;Noordhollands Middengewest              ;27;NH. ;Ja ;Nee;Middelie                       
3552;Middelijk;1507;Horst aan de Maas              ;120;Noord-Limburg                           ;31;L.  ;Nee;Nee;Middelijk                      
3553;Middelkoop;707;Zederik                        ;78;Vijfheerenlanden                        ;28;ZH. ;Nee;Nee;Middelkoop                     
3554;Middelrode;845;Sint-Michielsgestel            ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;Nee;Nee;Middelrode                     
3555;Middelsluis;611;Cromstrijen                    ;90;Hoeksche Waard                          ;28;ZH. ;Nee;Nee;Middelsluis                    
3556;Middelstum;24;Loppersum                      ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Ja ;Nee;Middelstum                     
3557;Midden-Delfland;1842;Midden-Delfland                ;81;Westland                                ;28;ZH. ;Nee;Ja ;Midden-Delfland                
3558;Midden-Drenthe;1731;Midden-Drenthe                 ;17;Drentse zandgronden                     ;22;D.  ;Nee;Ja ;Midden-Drenthe                 
3559;Middenbeemster;370;Beemster                       ;56;Noordhollands Middengewest              ;27;NH. ;Ja ;Nee;Middenbeemster                 
3560;Middenmeer;463;Wieringermeer                  ;51;Wieringen, Wieringermeer                ;27;NH. ;Ja ;Nee;Middenmeer                     
3561;Middentocht;880;Wormerland                     ;58;Zaanstreek                              ;27;NH. ;Nee;Nee;Middentocht                    
3562;Middenveld;1731;Midden-Drenthe                 ;17;Drentse zandgronden                     ;22;D.  ;Nee;Nee;Middenveld                     
3563;Midlaren;1730;Tynaarlo                       ;14;Noorddrents randgebied                  ;22;D.  ;Ja ;Nee;Midlaren                       
3564;Midlum;72;Harlingen                      ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Midlum                         
3565;Midsland;93;Terschelling                   ;13;Friese Waddeneilanden                   ;21;F.  ;Ja ;Nee;Midsland                       
3566;Midwolda;39;Scheemda                       ;3;Groninger Oldambt                       ;20;Gr. ;Ja ;Nee;Midwolda                       
3567;Midwolde;22;Leek                           ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;Ja ;Nee;Midwolde                       
3568;Midwoud;529;Noorder-Koggenland             ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;Ja ;Nee;Midwoud                        
3569;Midzomer;1701;Westerveld                     ;17;Drentse zandgronden                     ;22;D.  ;Nee;Nee;Midzomer                       
3570;Miedum;80;Leeuwarden                     ;11;Leeuwarden                              ;21;F.  ;Ja ;Nee;Miedum                         
3571;Miedum;70;Franekeradeel                  ;12;Friese bouwstreek                       ;21;F.  ;Nee;Nee;Miedum                         
3572;Mierlo;1771;Geldrop-Mierlo                 ;114;Randgebied Eindhoven                    ;30;NB. ;Ja ;Nee;Mierlo                         
3573;Mierlo-Hout;794;Helmond                        ;115;Industriegebied Helmond                 ;30;NB. ;Nee;Nee;Mierlo-Hout                    
3574;Mijdrecht;736;De Ronde Venen                 ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;Ja ;Nee;Mijdrecht                      
3575;Mijnden;329;Loenen                         ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;Nee;Nee;Mijnden                        
3576;Mijnsheerenland;585;Binnenmaas                     ;90;Hoeksche Waard                          ;28;ZH. ;Ja ;Nee;Mijnsheerenland                
3577;Mijzenpolder;458;Schermer                       ;56;Noordhollands Middengewest              ;27;NH. ;Nee;Nee;Mijzenpolder                   
3578;Mijzerkoog;558;Wester-Koggenland              ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;Nee;Nee;Mijzerkoog                     
3579;Mijzijde;632;Woerden                        ;49;Utrechts weidegebied                    ;26;U.  ;Nee;Nee;Mijzijde                       
3580;Mildam;74;Heerenveen                     ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Mildam                         
3581;Mildert;946;Nederweert                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Mildert                        
3582;Milheeze;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;NB. ;Ja ;Nee;Milheeze                       
3583;Mill;815;Mill en Sint Hubert            ;119;Land van Cuijk                          ;30;NB. ;Ja ;Nee;Mill                           
3584;Mill en Sint Hubert;815;Mill en Sint Hubert            ;119;Land van Cuijk                          ;30;NB. ;Nee;Ja ;Mill en Sint Hubert            
3585;Millen;1711;Echt-Susteren                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;Nee;Nee;Millen                         
3586;Millengen;148;Dalfsen                        ;20;IJssel-, Vechtdelta                     ;23;O.  ;Nee;Nee;Millengen                      
3587;Millingen aan de Rijn;265;Millingen aan de Rijn          ;40;Gebied om Nijmegen                      ;25;Gld.;Ja ;Ja ;Millingen aan de Rijn          
3588;Milsbeek;907;Gennep                         ;120;Noord-Limburg                           ;31;L.  ;Ja ;Nee;Milsbeek                       
3589;Milschot;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;NB. ;Nee;Nee;Milschot                       
3590;Milt;1509;Oude IJsselstreek              ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gld.;Nee;Nee;Milt                           
3591;Mingersberg;986;Voerendaal                     ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Mingersberg                    
3592;Minkeloos;689;Giessenlanden                  ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;Nee;Nee;Minkeloos                      
3593;Minkmaat;153;Enschede                       ;23;Enschede                                ;23;O.  ;Nee;Nee;Minkmaat                       
3594;Minnertsga;63;het Bildt                      ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Minnertsga                     
3595;Mirns;653;Gaasterlân-Sleat               ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Mirns                          
3596;Miste;294;Winterswijk                    ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;Ja ;Nee;Miste                          
3597;Moddergat;58;Dongeradeel                    ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Moddergat                      
3598;Moer, De;809;Loon op Zand                   ;108;Gebied om Tilburg                       ;30;NB. ;Ja ;Nee;Moer, De                       
3599;Moer, Het;1701;Westerveld                     ;17;Drentse zandgronden                     ;22;D.  ;Nee;Nee;Moer, Het                      
3600;Moerbeek;412;Niedorp                        ;53;Westelijk West-Friesland                ;27;NH. ;Nee;Nee;Moerbeek                       
3601;Moerdijk;1709;Moerdijk                       ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;Ja ;Ja ;Moerdijk                       
3602;Moeren, De;879;Zundert                        ;104;Gebied om Breda                         ;30;NB. ;Nee;Nee;Moeren, De                     
3603;Moergestel;824;Oisterwijk                     ;108;Gebied om Tilburg                       ;30;NB. ;Ja ;Nee;Moergestel                     
3604;Moerhuizen;1666;Zevenhuizen-Moerkapelle        ;83;Midden Zuid-Holland                     ;28;ZH. ;Nee;Nee;Moerhuizen                     
3605;Moerkapelle;1666;Zevenhuizen-Moerkapelle        ;83;Midden Zuid-Holland                     ;28;ZH. ;Ja ;Nee;Moerkapelle                    
3606;Moerkerken;585;Binnenmaas                     ;90;Hoeksche Waard                          ;28;ZH. ;Nee;Nee;Moerkerken                     
3607;Moerslag;936;Margraten                      ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Moerslag                       
3608;Moerstraten;1674;Roosendaal                     ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;Ja ;Nee;Moerstraten                    
3609;Moesdijk;988;Weert                          ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Moesdijk                       
3610;Moesel;988;Weert                          ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Moesel                         
3611;Moespot-Leeuwte;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;O.  ;Nee;Nee;Moespot-Leeuwte                
3612;Molecaten;269;Oldebroek                      ;32;IJsselmeerkust                          ;25;Gld.;Nee;Nee;Molecaten                      
3613;Molenaarsbuurt, 's-;484;Alphen aan den Rijn            ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;Nee;Nee;Molenaarsbuurt, 's-            
3614;Molenaarsgraaf;693;Graafstroom                    ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;Ja ;Nee;Molenaarsgraaf                 
3615;Molenbaan;941;Meijel                         ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Molenbaan                      
3616;Molenbeek;202;Arnhem                         ;35;Arnhem                                  ;25;Gld.;Nee;Nee;Molenbeek                      
3617;Molenberg;917;Heerlen                        ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Molenberg                      
3618;Moleneind;809;Loon op Zand                   ;108;Gebied om Tilburg                       ;30;NB. ;Nee;Nee;Moleneind                      
3619;Moleneind;823;Oirschot                       ;114;Randgebied Eindhoven                    ;30;NB. ;Nee;Nee;Moleneind                      
3620;Moleneind;1696;Wijdemeren                     ;65;Vechtstreek in Noord-Holland            ;27;NH. ;Nee;Nee;Moleneind                      
3621;Moleneind;668;West Maas en Waal              ;41;Land van Maas en Waal                   ;25;Gld.;Nee;Nee;Moleneind                      
3622;Moleneind;758;Breda                          ;103;Breda                                   ;30;NB. ;Nee;Nee;Moleneind                      
3623;Molengat;815;Mill en Sint Hubert            ;119;Land van Cuijk                          ;30;NB. ;Nee;Nee;Molengat                       
3624;Molenheide;815;Mill en Sint Hubert            ;119;Land van Cuijk                          ;30;NB. ;Nee;Nee;Molenheide                     
3625;Molenhoek;677;Hulst                          ;100;Overig Oost-Zeeuwsch-Vlaanderen         ;29;Z.  ;Nee;Nee;Molenhoek                      
3626;Molenhoek;796;'s-Hertogenbosch               ;109;'s-Hertogenbosch en Vught               ;30;NB. ;Nee;Nee;Molenhoek                      
3627;Molenhoek;225;Druten                         ;41;Land van Maas en Waal                   ;25;Gld.;Nee;Nee;Molenhoek                      
3628;Molenhoek (ged.);944;Mook en Middelaar              ;120;Noord-Limburg                           ;31;L.  ;Ja ;Nee;Molenhoek (ged.)               
3629;Molenhoek (ged.);252;Heumen                         ;40;Gebied om Nijmegen                      ;25;Gld.;Nee;Nee;Molenhoek (ged.)               
3630;Molenpolder;297;Zaltbommel                     ;42;Bommelerwaard                           ;25;Gld.;Nee;Nee;Molenpolder                    
3631;Molenrij;1663;De Marne                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Nee;Nee;Molenrij                       
3632;Molenschot;784;Gilze en Rijen                 ;108;Gebied om Tilburg                       ;30;NB. ;Ja ;Nee;Molenschot                     
3633;Molenstraat;809;Loon op Zand                   ;108;Gebied om Tilburg                       ;30;NB. ;Nee;Nee;Molenstraat                    
3634;Molenstraat;788;Haaren                         ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;Nee;Nee;Molenstraat                    
3635;Molenveld;770;Eersel                         ;116;Kempenland                              ;30;NB. ;Nee;Nee;Molenveld                      
3636;Molenvliet;716;Tholen                         ;94;Sint Philipsland en Tholen              ;29;Z.  ;Nee;Nee;Molenvliet                     
3637;Molenwijk;1783;Westland                       ;81;Westland                                ;28;ZH. ;Nee;Nee;Molenwijk                      
3638;Molenwijk;755;Boekel                         ;112;Midden-Meijerij                         ;30;NB. ;Nee;Nee;Molenwijk                      
3639;Molkwerum;104;Nijefurd                       ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Molkwerum                      
3640;Molsberg;965;Simpelveld                     ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Molsberg                       
3641;Monnickendam;852;Waterland                      ;57;Waterland                               ;27;NH. ;Ja ;Nee;Monnickendam                   
3642;Monnikenhuizen;202;Arnhem                         ;35;Arnhem                                  ;25;Gld.;Nee;Nee;Monnikenhuizen                 
3643;Monster;1783;Westland                       ;81;Westland                                ;28;ZH. ;Ja ;Nee;Monster                        
3644;Montferland;1955;Montferland                    ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gld.;Nee;Ja ;Montferland                    
3645;Montfoort;335;Montfoort                      ;49;Utrechts weidegebied                    ;26;U.  ;Ja ;Ja ;Montfoort                      
3646;Montfort;1679;Ambt Montfort                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;Ja ;Nee;Montfort                       
3647;Mook;944;Mook en Middelaar              ;120;Noord-Limburg                           ;31;L.  ;Ja ;Nee;Mook                           
3648;Mook en Middelaar;944;Mook en Middelaar              ;120;Noord-Limburg                           ;31;L.  ;Nee;Ja ;Mook en Middelaar              
3649;Mookhoek;617;Strijen                        ;90;Hoeksche Waard                          ;28;ZH. ;Ja ;Nee;Mookhoek                       
3650;Moordhuizen;668;West Maas en Waal              ;41;Land van Maas en Waal                   ;25;Gld.;Nee;Nee;Moordhuizen                    
3651;Moordrecht;563;Moordrecht                     ;74;Gouda en omstreken                      ;28;ZH. ;Ja ;Ja ;Moordrecht                     
3652;Moorst;351;Woudenberg                     ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;Nee;Nee;Moorst                         
3653;Moorveld;938;Meerssen                       ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Ja ;Nee;Moorveld                       
3654;Moosdijk;762;Deurne                         ;118;Brabantse Peel                          ;30;NB. ;Nee;Nee;Moosdijk                       
3655;Morige;7;Bellingwedde                   ;3;Groninger Oldambt                       ;20;Gr. ;Nee;Nee;Morige                         
3656;Morra;58;Dongeradeel                    ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Morra                          
3657;Morsche Hoef;860;Veghel                         ;112;Midden-Meijerij                         ;30;NB. ;Nee;Nee;Morsche Hoef                   
3658;Mortel;1670;Roggel en Neer                 ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Mortel                         
3659;Mortel;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;NB. ;Ja ;Nee;Mortel                         
3660;Moscou;118;Hoogeveen                      ;18;Zuiddrents randgebied                   ;22;D.  ;Nee;Nee;Moscou                         
3661;Mossel;1876;Bronckhorst                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;Nee;Nee;Mossel                         
3662;Mossel;228;Ede                            ;31;Gelderse Vallei                         ;25;Gld.;Nee;Nee;Mossel                         
3663;Mostheuvel;770;Eersel                         ;116;Kempenland                              ;30;NB. ;Nee;Nee;Mostheuvel                     
3664;Muggenbeet;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;O.  ;Nee;Nee;Muggenbeet                     
3665;Muggenhol;861;Veldhoven                      ;114;Randgebied Eindhoven                    ;30;NB. ;Nee;Nee;Muggenhol                      
3666;Muggenhool;1724;Bergeijk                       ;116;Kempenland                              ;30;NB. ;Nee;Nee;Muggenhool                     
3667;Muiden;424;Muiden                         ;65;Vechtstreek in Noord-Holland            ;27;NH. ;Ja ;Ja ;Muiden                         
3668;Muiderberg;424;Muiden                         ;65;Vechtstreek in Noord-Holland            ;27;NH. ;Ja ;Nee;Muiderberg                     
3669;Muijeveld;1696;Wijdemeren                     ;65;Vechtstreek in Noord-Holland            ;27;NH. ;Nee;Nee;Muijeveld                      
3670;Muisbroek;689;Giessenlanden                  ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;Nee;Nee;Muisbroek                      
3671;Mullegen;269;Oldebroek                      ;32;IJsselmeerkust                          ;25;Gld.;Nee;Nee;Mullegen                       
3672;Mun;1685;Landerd                        ;111;Maaskant                                ;30;NB. ;Nee;Nee;Mun                            
3673;Munnekeburen;98;Weststellingwerf               ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Munnekeburen                   
3674;Munnekemoer;48;Vlagtwedde                     ;4;Groninger Veenkoloniën                  ;20;Gr. ;Nee;Nee;Munnekemoer                    
3675;Munnekezijl;79;Kollumerland en Nieuwkruisland ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Munnekezijl                    
3676;Munnikenheide;840;Rucphen                        ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;Nee;Nee;Munnikenheide                  
3677;Munnikenland;585;Binnenmaas                     ;90;Hoeksche Waard                          ;28;ZH. ;Nee;Nee;Munnikenland                   
3678;Munsel;757;Boxtel                         ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;Nee;Nee;Munsel                         
3679;Munstergeleen;1883;Sittard-Geleen                 ;124;Westelijke Mijnstreek                   ;31;L.  ;Ja ;Nee;Munstergeleen                  
3680;Muntel;796;'s-Hertogenbosch               ;109;'s-Hertogenbosch en Vught               ;30;NB. ;Nee;Nee;Muntel                         
3681;Muntendam;1987;Menterwolde                    ;3;Groninger Oldambt                       ;20;Gr. ;Ja ;Nee;Muntendam                      
3682;Murmerwoude;65;Dantumadeel                    ;9;Fries zandgebied                        ;21;F.  ;Nee;Nee;Murmerwoude                    
3683;Musschemig;917;Heerlen                        ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Musschemig                     
3684;Mussel;37;Stadskanaal                    ;4;Groninger Veenkoloniën                  ;20;Gr. ;Ja ;Nee;Mussel                         
3685;Musselkanaal;37;Stadskanaal                    ;4;Groninger Veenkoloniën                  ;20;Gr. ;Ja ;Nee;Musselkanaal                   
3686;M-nein;737;Tytsjerksteradiel              ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;M-nein                         
3687;Naald, De;375;Beverwijk                      ;59;IJmond                                  ;27;NH. ;Nee;Nee;Naald, De                      
3688;Naaldwijk;1783;Westland                       ;81;Westland                                ;28;ZH. ;Ja ;Nee;Naaldwijk                      
3689;Naarden;425;Naarden                        ;67;Overige gemeenten in het Gooi           ;27;NH. ;Ja ;Ja ;Naarden                        
3690;Naarderburen;55;Boarnsterhim                   ;10;Fries weidegebied                       ;21;F.  ;Nee;Nee;Naarderburen                   
3691;Naardermeer;424;Muiden                         ;65;Vechtstreek in Noord-Holland            ;27;NH. ;Nee;Nee;Naardermeer                    
3692;Naastenbest;753;Best                           ;114;Randgebied Eindhoven                    ;30;NB. ;Nee;Nee;Naastenbest                    
3693;Nabbegat;1685;Landerd                        ;111;Maaskant                                ;30;NB. ;Nee;Nee;Nabbegat                       
3694;Nabben;983;Venlo                          ;121;Industriegebied Venlo-Beesel            ;31;L.  ;Nee;Nee;Nabben                         
3695;Nachtegaal;1507;Horst aan de Maas              ;120;Noord-Limburg                           ;31;L.  ;Nee;Nee;Nachtegaal                     
3696;Nagelbeek;962;Schinnen                       ;124;Westelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Nagelbeek                      
3697;Nagele;171;Noordoostpolder                ;128;Noordoostpolder                         ;24;Fle.;Ja ;Nee;Nagele                         
3698;Nansum;10;Delfzijl                       ;2;Appingedam, Delfzijl                    ;20;Gr. ;Nee;Nee;Nansum                         
3699;Napels;39;Scheemda                       ;3;Groninger Oldambt                       ;20;Gr. ;Nee;Nee;Napels                         
3700;Nattenhoven;971;Stein                          ;124;Westelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Nattenhoven                    
3701;Nauerna;479;Zaanstad                       ;58;Zaanstreek                              ;27;NH. ;Nee;Nee;Nauerna                        
3702;Nazareth;935;Maastricht                     ;126;Maastricht                              ;31;L.  ;Nee;Nee;Nazareth                       
3703;Neck (ged.);880;Wormerland                     ;58;Zaanstreek                              ;27;NH. ;Nee;Nee;Neck (ged.)                    
3704;Neck (ged.);439;Purmerend                      ;57;Waterland                               ;27;NH. ;Nee;Nee;Neck (ged.)                    
3705;Neder-Betuwe;1740;Neder-Betuwe                   ;37;Oostelijke Betuwe                       ;25;Gld.;Nee;Ja ;Neder-Betuwe                   
3706;Neder-Hardinxveld;523;Hardinxveld-Giessendam         ;76;Industriegebied Alblasserwaard          ;28;ZH. ;Nee;Nee;Neder-Hardinxveld              
3707;Nederasselt;252;Heumen                         ;40;Gebied om Nijmegen                      ;25;Gld.;Ja ;Nee;Nederasselt                    
3708;Nederheide;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;NB. ;Nee;Nee;Nederheide                     
3709;Nederheide;858;Valkenswaard                   ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;Nee;Nee;Nederheide                     
3710;Nederhemert;297;Zaltbommel                     ;42;Bommelerwaard                           ;25;Gld.;Ja ;Nee;Nederhemert                    
3711;Nederhorst Den Berg;1696;Wijdemeren                     ;65;Vechtstreek in Noord-Holland            ;27;NH. ;Ja ;Nee;Nederhorst Den Berg            
3712;Nederland;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;O.  ;Ja ;Nee;Nederland                      
3713;Nederlangbroek;352;Wijk bij Duurstede             ;45;Utrechts Kromme Rijngebied              ;26;U.  ;Nee;Nee;Nederlangbroek                 
3714;Nederlek;643;Nederlek                       ;75;Krimpenerwaard                          ;28;ZH. ;Nee;Ja ;Nederlek                       
3715;Nederweert;946;Nederweert                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Ja ;Ja ;Nederweert                     
3716;Nederweerterdijk;941;Meijel                         ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Nederweerterdijk               
3717;Nederwetten;820;Nuenen, Gerwen en Nederwetten  ;114;Randgebied Eindhoven                    ;30;NB. ;Nee;Nee;Nederwetten                    
3718;Nederwoud;228;Ede                            ;31;Gelderse Vallei                         ;25;Gld.;Nee;Nee;Nederwoud                      
3719;Neede;1859;Berkelland                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;Ja ;Nee;Neede                          
