ID;BeroepsEnEigenVervoer;Vervoerstromen;LandVanLadenLossen;Landen;Perioden;VervoerdLadinggewicht_1
3462;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2003;558
3463;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2004;597
3464;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2005;552
3465;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2006;686
3466;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2007;612
3467;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2008;512
3468;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2009;374
3469;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2010;369
3470;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2011;409
3471;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2012;283
3472;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2013;287
3473;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2014;352
3474;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2015;301
3475;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2016;324
3476;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2017;301
3477;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2018;362
3478;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2019;412
3479;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2020;338
3480;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2021;304
3481;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2022;226
3482;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zweden;2023;279
3483;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;1997;353
3484;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;1998;346
3485;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;1999;280
3486;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2000;238
3487;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2001;223
3488;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2002;257
3489;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2003;291
3490;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2004;283
3491;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2005;256
3492;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2006;169
3493;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2007;162
3494;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2008;103
3495;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2009;65
3496;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2010;66
3497;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2011;107
3498;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2012;111
3499;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2013;99
3500;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2014;75
3501;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2015;109
3502;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2016;83
3503;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2017;57
3504;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2018;142
3505;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2019;51
3506;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2020;44
3507;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2021;51
3508;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2022;58
3509;Beroepsvervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2023;73
3510;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;1997;415
3511;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;1998;406
3512;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;1999;389
3513;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2000;325
3514;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2001;313
3515;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2002;410
3516;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2003;365
3517;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2004;345
3518;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2005;528
3519;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2006;452
3520;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2007;384
3521;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2008;338
3522;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2009;252
3523;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2010;211
3524;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2011;153
3525;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2012;163
3526;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2013;187
3527;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2014;154
3528;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2015;147
3529;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2016;226
3530;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2017;135
3531;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2018;164
3532;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2019;156
3533;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2020;123
3534;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2021;116
3535;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2022;150
3536;Beroepsvervoer;Bilateraal vervoer;Land van laden;Zwitserland;2023;135
3537;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;1997;728
3538;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;1998;675
3539;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;1999;567
3540;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2000;463
3541;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2001;416
3542;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2002;396
3543;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2003;348
3544;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2004;368
3545;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2005;399
3546;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2006;389
3547;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2007;268
3548;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2008;161
3549;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2009;250
3550;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2010;197
3551;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2011;213
3552;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2012;154
3553;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2013;173
3554;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2014;175
3555;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2015;198
3556;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2016;144
3557;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2017;188
3558;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2018;238
3559;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2019;153
3560;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2020;156
3561;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2021;215
3562;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2022;131
3563;Beroepsvervoer;Bilateraal vervoer;Land van laden;Overige landen;2023;136
3564;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;1997;54639
3565;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;1998;55536
3566;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;1999;59065
3567;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2000;55832
3568;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2001;54907
3569;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2002;56681
3570;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2003;55912
3571;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2004;62969
3572;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2005;62312
3573;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2006;62587
3574;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2007;60905
3575;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2008;59584
3576;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2009;54992
3577;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2010;49254
3578;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2011;51363
3579;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2012;50131
3580;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2013;48731
3581;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2014;49926
3582;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2015;47939
3583;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2016;46850
3584;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2017;49171
3585;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2018;50791
3586;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2019;47517
3587;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2020;45993
3588;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2021;48758
3589;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2022;44888
3590;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2023;43767
3591;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;1997;15042
3592;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;1998;15707
3593;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;1999;16725
3594;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2000;17234
3595;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2001;16822
3596;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2002;16732
3597;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2003;16540
3598;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2004;18644
3599;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2005;19042
3600;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2006;18561
3601;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2007;20480
3602;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2008;19127
3603;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2009;18453
3604;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2010;16526
3605;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2011;17444
3606;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2012;18686
3607;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2013;16680
3608;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2014;17521
3609;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2015;17107
3610;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2016;18153
3611;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2017;18877
3612;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2018;19936
3613;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2019;19863
3614;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2020;18769
3615;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2021;21376
3616;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2022;19159
3617;Beroepsvervoer;Bilateraal vervoer;Land van lossen;België of Luxemburg;2023;18160
3618;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;1997;5612
3619;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;1998;6159
3620;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;1999;6269
3621;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2000;6288
3622;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2001;6274
3623;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2002;6288
3624;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2003;6730
3625;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2004;7765
3626;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2005;7716
3627;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2006;8488
3628;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2007;7561
3629;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2008;7210
3630;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2009;6349
3631;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2010;5853
3632;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2011;5916
3633;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2012;5427
3634;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2013;5330
3635;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2014;5546
3636;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2015;4929
3637;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2016;4313
3638;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2017;4815
3639;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2018;4818
3640;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2019;4753
3641;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2020;4467
3642;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2021;4753
3643;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2022;4533
3644;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Frankrijk;2023;4427
3645;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;1997;27305
3646;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;1998;26792
3647;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;1999;29394
3648;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2000;25697
3649;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2001;25176
3650;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2002;26599
3651;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2003;26439
3652;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2004;28863
3653;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2005;27688
3654;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2006;27642
3655;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2007;25824
3656;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2008;26389
3657;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2009;24307
3658;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2010;22411
3659;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2011;23293
3660;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2012;21929
3661;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2013;22621
3662;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2014;22845
3663;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2015;21626
3664;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2016;20601
3665;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2017;21740
3666;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2018;22402
3667;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2019;19277
3668;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2020;19360
3669;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2021;19290
3670;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2022;18264
3671;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Duitsland;2023;18404
3672;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;1997;1337
3673;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;1998;1400
3674;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;1999;1318
3675;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2000;1265
3676;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2001;1323
3677;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2002;1325
3678;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2003;1188
3679;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2004;1290
3680;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2005;1329
3681;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2006;1238
3682;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2007;1016
3683;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2008;907
3684;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2009;1067
3685;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2010;621
3686;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2011;683
3687;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2012;495
3688;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2013;351
3689;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2014;433
3690;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2015;316
3691;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2016;331
3692;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2017;354
3693;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2018;240
3694;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2019;295
3695;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2020;319
3696;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2021;243
3697;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2022;266
3698;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Italië;2023;226
3699;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;1997;1022
3700;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;1998;1208
3701;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;1999;1361
3702;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2000;1460
3703;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2001;1597
3704;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2002;1713
3705;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2003;1397
3706;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2004;2286
3707;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2005;2524
3708;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2006;2242
3709;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2007;2117
3710;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2008;2157
3711;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2009;1655
3712;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2010;1367
3713;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2011;1573
3714;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2012;1561
3715;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2013;1328
3716;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2014;1605
3717;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2015;1787
3718;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2016;1586
3719;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2017;1448
3720;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2018;1284
3721;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2019;1243
3722;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2020;1051
3723;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2021;996
3724;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2022;808
3725;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Verenigd Koninkrijk;2023;656
3726;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;1997;750
3727;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;1998;834
3728;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;1999;789
3729;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2000;792
3730;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2001;771
3731;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2002;862
3732;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2003;702
3733;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2004;711
3734;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2005;801
3735;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2006;872
3736;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2007;790
3737;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2008;835
3738;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2009;667
3739;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2010;647
3740;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2011;511
3741;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2012;530
3742;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2013;666
3743;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2014;531
3744;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2015;610
3745;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2016;495
3746;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2017;520
3747;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2018;472
3748;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2019;537
3749;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2020;587
3750;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2021;631
3751;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2022;525
3752;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Denemarken;2023;562
3753;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;1997;509
3754;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;1998;564
3755;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;1999;672
3756;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2000;712
3757;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2001;679
3758;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2002;704
3759;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2003;631
3760;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2004;747
3761;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2005;655
3762;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2006;763
3763;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2007;550
3764;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2008;563
3765;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2009;354
3766;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2010;210
3767;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2011;253
3768;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2012;172
3769;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2013;195
3770;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2014;166
3771;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2015;154
3772;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2016;110
3773;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2017;93
3774;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2018;146
3775;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2019;83
3776;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2020;128
3777;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2021;108
3778;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2022;129
3779;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Spanje;2023;179
3780;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;1997;657
3781;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;1998;634
3782;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;1999;670
3783;Beroepsvervoer;Bilateraal vervoer;Land van lossen;Zweden;2000;675
