ID;Fondsen;Perioden;Koersindex_1;Herbeleggingsindex_2
781;7;1998 juli;183.1;201.2
782;7;1998 augustus;159.2;174.9
783;7;1998 september;147.8;162.4
784;7;1998 oktober;154.9;170.3
785;7;1998 november;173.6;190.8
786;7;1998 december;179.9;197.8
787;7;1999 januari;188.2;206.9
788;7;1999 februari;191.0;210.0
789;7;1999 maart;202.5;222.7
790;7;1999 april;209.3;231.9
791;7;1999 mei;203.1;225.2
792;7;1999 juni;217.7;241.5
793;7;1999 juli;211.5;234.5
794;7;1999 augustus;218.2;242.0
795;7;1999 september;214.4;237.7
796;7;1999 oktober;228.4;253.3
797;7;1999 november;264.9;293.8
798;7;1999 december;293.9;326.0
799;7;2000 januari;286.7;318.1
800;7;2000 februari;313.8;348.1
801;7;2000 maart;323.4;358.7
802;7;2000 april;317.5;354.0
803;7;2000 mei;295.2;329.3
804;7;2000 juni;301.1;335.9
805;7;2000 juli;302.5;337.4
806;7;2000 augustus;332.8;371.2
807;7;2000 september;321.9;359.0
808;7;2000 oktober;315.0;351.4
809;7;2000 november;281.9;314.5
810;7;2000 december;267.6;298.5
811;7;2001 januari;274.0;305.7
812;7;2001 februari;242.5;270.6
813;7;2001 maart;224.0;249.9
814;7;2001 april;235.8;264.3
815;7;2001 mei;246.7;276.6
816;7;2001 juni;239.3;268.3
817;7;2001 juli;223.2;250.3
818;7;2001 augustus;201.1;225.4
819;7;2001 september;179.1;200.9
820;7;2001 oktober;190.8;214.0
821;7;2001 november;205.0;230.1
822;7;2001 december;209.0;234.6
823;7;2002 januari;203.4;228.4
824;7;2002 februari;198.9;223.3
825;7;2002 maart;206.4;231.8
826;7;2002 april;187.9;212.4
827;7;2002 mei;180.8;204.6
828;7;2002 juni;159.5;180.6
829;7;2002 juli;144.5;163.6
830;7;2002 augustus;145.5;164.8
831;7;2002 september;126.0;142.7
832;7;2002 oktober;138.7;157.0
833;7;2002 november;145.7;165.2
834;7;2002 december;129.5;147.0
835;7;2003 januari;120.8;137.1
836;7;2003 februari;118.6;134.5
837;7;2003 maart;118.1;134.0
838;7;2003 april;123.9;142.0
839;7;2003 mei;123.5;141.9
840;7;2003 juni;129.7;149.1
841;7;2003 juli;135.1;155.3
842;7;2003 augustus;140.8;161.9
843;7;2003 september;132.2;151.9
844;7;2003 oktober;139.6;160.5
845;7;2003 november;137.9;158.7
846;7;2003 december;138.2;159.2
847;8;1993 december;100.0;100.0
848;8;1994 januari;100.9;100.9
849;8;1994 februari;98.0;98.0
850;8;1994 maart;96.2;96.3
851;8;1994 april;95.4;95.5
852;8;1994 mei;94.3;94.4
853;8;1994 juni;92.2;92.6
854;8;1994 juli;92.7;93.0
855;8;1994 augustus;91.4;91.8
856;8;1994 september;90.3;90.6
857;8;1994 oktober;90.3;90.7
858;8;1994 november;90.8;91.7
859;8;1994 december;90.7;91.7
860;8;1995 januari;90.7;91.7
861;8;1995 februari;91.3;92.2
862;8;1995 maart;92.0;93.0
863;8;1995 april;92.9;94.0
864;8;1995 mei;94.6;95.8
865;8;1995 juni;93.8;95.2
866;8;1995 juli;94.5;95.8
867;8;1995 augustus;95.9;97.3
868;8;1995 september;95.8;97.2
869;8;1995 oktober;96.5;97.9
870;8;1995 november;97.9;100.0
871;8;1995 december;99.0;101.1
872;8;1996 januari;100.2;102.3
873;8;1996 februari;98.1;100.3
874;8;1996 maart;98.7;100.9
875;8;1996 april;100.2;102.4
876;8;1996 mei;100.2;102.5
877;8;1996 juni;100.3;102.7
878;8;1996 juli;100.0;102.5
879;8;1996 augustus;100.6;103.2
880;8;1996 september;102.5;105.0
881;8;1996 oktober;103.4;106.0
882;8;1996 november;104.0;107.3
883;8;1996 december;104.8;108.0
884;8;1997 januari;105.5;108.8
885;8;1997 februari;107.1;110.4
886;8;1997 maart;106.0;109.3
887;8;1997 april;106.4;109.9
888;8;1997 mei;107.0;110.6
889;8;1997 juni;108.7;112.4
890;8;1997 juli;110.6;114.6
891;8;1997 augustus;109.7;113.7
892;8;1997 september;110.5;114.5
893;8;1997 oktober;110.4;114.4
894;8;1997 november;110.3;115.0
895;8;1997 december;111.7;116.5
896;8;1998 januari;113.5;118.3
897;8;1998 februari;113.8;118.7
898;8;1998 maart;114.4;119.3
899;8;1998 april;113.5;118.5
900;8;1998 mei;114.2;119.3
901;8;1998 juni;115.0;120.2
902;8;1998 juli;114.9;120.3
903;8;1998 augustus;116.1;121.6
904;8;1998 september;117.4;123.0
905;8;1998 oktober;117.7;123.3
906;8;1998 november;118.2;124.5
907;8;1998 december;118.9;125.2
908;8;1999 januari;120.5;126.9
909;8;1999 februari;120.2;126.5
910;8;1999 maart;121.7;128.1
911;8;1999 april;123.5;130.2
912;8;1999 mei;122.7;129.5
913;8;1999 juni;122.0;128.7
914;8;1999 juli;120.8;127.6
915;8;1999 augustus;122.3;129.1
916;8;1999 september;121.2;128.2
917;8;1999 oktober;120.7;127.7
918;8;1999 november;122.2;130.1
919;8;1999 december;122.5;130.3
920;8;2000 januari;121.9;129.7
921;8;2000 februari;122.3;130.1
922;8;2000 maart;123.9;131.8
923;8;2000 april;125.4;133.6
924;8;2000 mei;124.3;132.7
925;8;2000 juni;124.5;133.0
926;8;2000 juli;125.4;133.9
927;8;2000 augustus;128.2;136.9
928;8;2000 september;128.2;137.5
929;8;2000 oktober;130.2;139.6
930;8;2000 november;130.3;140.0
931;8;2000 december;129.7;139.3
932;8;2001 januari;131.6;141.4
933;8;2001 februari;132.5;142.3
934;8;2001 maart;132.2;142.7
935;8;2001 april;130.4;141.3
936;8;2001 mei;132.0;143.2
937;8;2001 juni;132.8;144.7
938;8;2001 juli;132.2;144.1
939;8;2001 augustus;132.8;144.6
940;8;2001 september;132.3;144.1
941;8;2001 oktober;135.8;147.9
942;8;2001 november;133.7;146.8
943;8;2001 december;132.7;145.7
944;8;2002 januari;132.6;145.5
945;8;2002 februari;132.8;145.8
946;8;2002 maart;131.3;144.2
947;8;2002 april;130.7;144.9
948;8;2002 mei;129.8;144.4
949;8;2002 juni;128.8;143.9
950;8;2002 juli;128.9;144.1
951;8;2002 augustus;131.2;146.7
952;8;2002 september;132.9;148.6
953;8;2002 oktober;131.6;147.0
954;8;2002 november;132.2;148.7
955;8;2002 december;133.3;149.9
956;8;2003 januari;134.0;150.6
957;8;2003 februari;134.9;151.7
958;8;2003 maart;134.3;151.0
959;8;2003 april;133.2;152.0
960;8;2003 mei;134.9;154.3
961;8;2003 juni;135.0;155.3
962;8;2003 juli;133.7;153.9
963;8;2003 augustus;134.1;154.4
964;8;2003 september;134.9;155.3
965;8;2003 oktober;133.9;154.2
966;8;2003 november;132.8;153.8
967;8;2003 december;133.4;154.4
968;9;1993 december;100.0;100.0
969;9;1994 januari;100.5;100.5
970;9;1994 februari;97.9;97.9
971;9;1994 maart;96.1;96.6
972;9;1994 april;95.1;95.9
973;9;1994 mei;94.0;94.9
974;9;1994 juni;92.0;93.7
975;9;1994 juli;92.4;94.1
976;9;1994 augustus;91.4;93.1
977;9;1994 september;90.9;92.6
978;9;1994 oktober;91.3;93.0
979;9;1994 november;89.4;94.0
980;9;1994 december;89.4;94.0
981;9;1995 januari;89.7;94.4
982;9;1995 februari;89.9;94.6
983;9;1995 maart;90.4;95.2
984;9;1995 april;90.9;96.1
985;9;1995 mei;92.7;98.3
986;9;1995 juni;91.2;97.7
987;9;1995 juli;91.9;98.5
988;9;1995 augustus;92.9;99.6
989;9;1995 september;92.6;99.3
990;9;1995 oktober;93.5;100.2
991;9;1995 november;92.6;102.6
992;9;1995 december;93.9;103.9
993;9;1996 januari;94.5;104.6
994;9;1996 februari;92.7;102.6
995;9;1996 maart;93.5;103.5
996;9;1996 april;94.4;105.1
997;9;1996 mei;94.3;105.1
998;9;1996 juni;94.5;105.4
999;9;1996 juli;93.7;105.3
1000;9;1996 augustus;94.4;106.1
1001;9;1996 september;95.9;107.8
1002;9;1996 oktober;96.1;108.1
1003;9;1996 november;94.7;109.3
1004;9;1996 december;95.3;109.9
1005;9;1997 januari;96.0;110.8
1006;9;1997 februari;97.3;112.3
1007;9;1997 maart;96.4;111.3
1008;9;1997 april;96.5;112.0
1009;9;1997 mei;96.8;112.8
1010;9;1997 juni;97.3;113.4
1011;9;1997 juli;97.3;114.6
1012;9;1997 augustus;96.8;114.0
1013;9;1997 september;97.4;114.7
1014;9;1997 oktober;96.9;114.1
1015;9;1997 november;95.3;115.2
1016;9;1997 december;96.5;116.9
1017;9;1998 januari;97.5;118.1
1018;9;1998 februari;98.1;118.8
1019;9;1998 maart;99.0;119.9
1020;9;1998 april;98.0;119.5
1021;9;1998 mei;98.5;120.4
1022;9;1998 juni;99.1;121.3
1023;9;1998 juli;98.8;121.9
1024;9;1998 augustus;100.0;123.4
1025;9;1998 september;100.9;124.5
1026;9;1998 oktober;101.1;124.7
1027;9;1998 november;99.7;126.3
1028;9;1998 december;100.6;127.4
1029;9;1999 januari;102.4;129.7
1030;9;1999 februari;102.1;129.3
1031;9;1999 maart;102.6;129.9
1032;9;1999 april;103.6;131.8
1033;9;1999 mei;102.8;131.4
1034;9;1999 juni;101.6;129.9
1035;9;1999 juli;100.8;128.9
1036;9;1999 augustus;100.8;128.9
1037;9;1999 september;99.4;128.4
1038;9;1999 oktober;99.1;128.0
1039;9;1999 november;97.9;129.4
1040;9;1999 december;97.5;128.9
1041;9;2000 januari;96.4;127.6
1042;9;2000 februari;96.5;127.6
1043;9;2000 maart;98.1;129.8
1044;9;2000 april;98.5;130.8
1045;9;2000 mei;97.4;130.4
1046;9;2000 juni;97.6;131.0
1047;9;2000 juli;97.8;131.2
1048;9;2000 augustus;100.2;134.5
1049;9;2000 september;99.1;135.0
1050;9;2000 oktober;99.8;135.8
1051;9;2000 november;100.2;137.1
1052;9;2000 december;100.5;137.6
1053;9;2001 januari;102.3;140.0
1054;9;2001 februari;102.8;140.8
1055;9;2001 maart;102.5;141.4
1056;9;2001 april;101.6;141.1
1057;9;2001 mei;101.9;141.9
1058;9;2001 juni;102.1;142.9
1059;9;2001 juli;102.0;142.8
1060;9;2001 augustus;102.5;143.6
1061;9;2001 september;101.5;142.2
1062;9;2001 oktober;104.2;146.0
1063;9;2001 november;102.8;145.8
1064;9;2001 december;102.4;145.2
1065;9;2002 januari;102.2;145.1
1066;9;2002 februari;102.1;144.9
1067;9;2002 maart;101.4;143.8
1068;9;2002 april;100.2;144.5
1069;9;2002 mei;99.3;144.1
1070;9;2002 juni;98.4;143.8
1071;9;2002 juli;98.3;143.7
1072;9;2002 augustus;99.9;146.0
1073;9;2002 september;101.1;147.8
1074;9;2002 oktober;100.3;146.6
1075;9;2002 november;100.5;148.4
1076;9;2002 december;101.7;150.1
1077;9;2003 januari;102.5;151.2
1078;9;2003 februari;103.1;152.2
1079;9;2003 maart;102.7;151.6
1080;9;2003 april;101.3;152.7
1081;9;2003 mei;102.5;155.0
1082;9;2003 juni;102.2;156.0
1083;9;2003 juli;101.2;154.4
1084;9;2003 augustus;101.3;154.6
1085;9;2003 september;102.2;156.0
1086;9;2003 oktober;101.4;154.8
1087;9;2003 november;100.3;154.4
1088;9;2003 december;101.1;155.6
1089;Groei obligatiefondsen;1993 december;100.0;100.0
1090;Groei obligatiefondsen;1994 januari;100.4;100.4
1091;Groei obligatiefondsen;1994 februari;97.8;97.8
1092;Groei obligatiefondsen;1994 maart;96.9;96.9
1093;Groei obligatiefondsen;1994 april;96.8;96.8
1094;Groei obligatiefondsen;1994 mei;96.2;96.2
1095;Groei obligatiefondsen;1994 juni;95.4;95.4
1096;Groei obligatiefondsen;1994 juli;95.9;95.9
1097;Groei obligatiefondsen;1994 augustus;95.0;95.0
1098;Groei obligatiefondsen;1994 september;94.6;94.6
1099;Groei obligatiefondsen;1994 oktober;94.9;94.9
1100;Groei obligatiefondsen;1994 november;95.7;95.7
1101;Groei obligatiefondsen;1994 december;95.7;95.7
1102;Groei obligatiefondsen;1995 januari;96.0;96.0
1103;Groei obligatiefondsen;1995 februari;96.3;96.3
1104;Groei obligatiefondsen;1995 maart;97.0;97.0
1105;Groei obligatiefondsen;1995 april;98.0;98.1
1106;Groei obligatiefondsen;1995 mei;99.3;99.4
1107;Groei obligatiefondsen;1995 juni;98.6;98.7
1108;Groei obligatiefondsen;1995 juli;99.3;99.3
1109;Groei obligatiefondsen;1995 augustus;100.1;100.2
1110;Groei obligatiefondsen;1995 september;100.0;100.0
1111;Groei obligatiefondsen;1995 oktober;100.7;100.8
1112;Groei obligatiefondsen;1995 november;102.4;102.4
1113;Groei obligatiefondsen;1995 december;103.2;103.3
1114;Groei obligatiefondsen;1996 januari;104.0;104.1
1115;Groei obligatiefondsen;1996 februari;102.4;102.4
1116;Groei obligatiefondsen;1996 maart;102.9;103.0
1117;Groei obligatiefondsen;1996 april;103.9;104.0
1118;Groei obligatiefondsen;1996 mei;104.1;104.1
1119;Groei obligatiefondsen;1996 juni;103.9;103.9
1120;Groei obligatiefondsen;1996 juli;103.9;104.0
1121;Groei obligatiefondsen;1996 augustus;104.5;104.5
1122;Groei obligatiefondsen;1996 september;105.5;105.5
1123;Groei obligatiefondsen;1996 oktober;105.9;106.0
1124;Groei obligatiefondsen;1996 november;106.6;106.6
1125;Groei obligatiefondsen;1996 december;107.2;107.3
1126;Groei obligatiefondsen;1997 januari;107.6;107.7
1127;Groei obligatiefondsen;1997 februari;108.6;108.7
1128;Groei obligatiefondsen;1997 maart;108.0;108.1
1129;Groei obligatiefondsen;1997 april;108.4;108.4
1130;Groei obligatiefondsen;1997 mei;108.9;108.9
1131;Groei obligatiefondsen;1997 juni;109.9;110.0
1132;Groei obligatiefondsen;1997 juli;110.6;110.7
1133;Groei obligatiefondsen;1997 augustus;110.3;110.4
1134;Groei obligatiefondsen;1997 september;110.8;110.9
1135;Groei obligatiefondsen;1997 oktober;110.6;110.6
1136;Groei obligatiefondsen;1997 november;111.1;111.1
1137;Groei obligatiefondsen;1997 december;112.2;112.3
1138;Groei obligatiefondsen;1998 januari;112.9;113.0
1139;Groei obligatiefondsen;1998 februari;113.5;113.6
1140;Groei obligatiefondsen;1998 maart;113.9;114.0
1141;Groei obligatiefondsen;1998 april;113.8;113.8
1142;Groei obligatiefondsen;1998 mei;114.4;114.5
1143;Groei obligatiefondsen;1998 juni;114.9;115.0
1144;Groei obligatiefondsen;1998 juli;115.3;115.4
1145;Groei obligatiefondsen;1998 augustus;116.5;116.6
1146;Groei obligatiefondsen;1998 september;117.2;117.3
1147;Groei obligatiefondsen;1998 oktober;117.3;117.4
1148;Groei obligatiefondsen;1998 november;118.2;118.3
1149;Groei obligatiefondsen;1998 december;119.1;119.2
1150;Groei obligatiefondsen;1999 januari;120.0;120.1
1151;Groei obligatiefondsen;1999 februari;119.3;119.4
1152;Groei obligatiefondsen;1999 maart;119.9;119.9
1153;Groei obligatiefondsen;1999 april;120.8;120.9
1154;Groei obligatiefondsen;1999 mei;120.2;120.3
1155;Groei obligatiefondsen;1999 juni;119.2;119.3
1156;Groei obligatiefondsen;1999 juli;118.4;118.5
1157;Groei obligatiefondsen;1999 augustus;118.2;118.3
1158;Groei obligatiefondsen;1999 september;118.1;118.2
1159;Groei obligatiefondsen;1999 oktober;117.8;117.9
1160;Groei obligatiefondsen;1999 november;118.7;118.8
1161;Groei obligatiefondsen;1999 december;119.2;119.2
1162;Groei obligatiefondsen;2000 januari;118.4;118.5
1163;Groei obligatiefondsen;2000 februari;118.8;118.9
1164;Groei obligatiefondsen;2000 maart;119.6;119.7
1165;Groei obligatiefondsen;2000 april;120.1;120.2
1166;Groei obligatiefondsen;2000 mei;120.0;120.1
1167;Groei obligatiefondsen;2000 juni;120.6;120.6
1168;Groei obligatiefondsen;2000 juli;121.1;121.2
1169;Groei obligatiefondsen;2000 augustus;122.8;122.9
1170;Groei obligatiefondsen;2000 september;123.1;123.2
1171;Groei obligatiefondsen;2000 oktober;123.9;124.0
1172;Groei obligatiefondsen;2000 november;125.0;125.1
1173;Groei obligatiefondsen;2000 december;126.0;126.0
1174;Groei obligatiefondsen;2001 januari;127.3;127.3
1175;Groei obligatiefondsen;2001 februari;127.1;127.2
1176;Groei obligatiefondsen;2001 maart;127.3;127.3
1177;Groei obligatiefondsen;2001 april;;
1178;Groei obligatiefondsen;2001 mei;;
1179;Groei obligatiefondsen;2001 juni;;
1180;Groei obligatiefondsen;2001 juli;;
1181;Groei obligatiefondsen;2001 augustus;;
1182;Groei obligatiefondsen;2001 september;;
1183;Groei obligatiefondsen;2001 oktober;;
1184;Groei obligatiefondsen;2001 november;;
1185;Groei obligatiefondsen;2001 december;;
1186;Groei obligatiefondsen;2002 januari;;
1187;Groei obligatiefondsen;2002 februari;;
1188;Groei obligatiefondsen;2002 maart;;
1189;Groei obligatiefondsen;2002 april;;
1190;Groei obligatiefondsen;2002 mei;;
1191;Groei obligatiefondsen;2002 juni;;
1192;Groei obligatiefondsen;2002 juli;;
1193;Groei obligatiefondsen;2002 augustus;;
1194;Groei obligatiefondsen;2002 september;;
1195;Groei obligatiefondsen;2002 oktober;;
1196;Groei obligatiefondsen;2002 november;;
1197;Groei obligatiefondsen;2002 december;;
1198;Groei obligatiefondsen;2003 januari;;
1199;Groei obligatiefondsen;2003 februari;;
1200;Groei obligatiefondsen;2003 maart;;
1201;Groei obligatiefondsen;2003 april;;
1202;Groei obligatiefondsen;2003 mei;;
1203;Groei obligatiefondsen;2003 juni;;
1204;Groei obligatiefondsen;2003 juli;;
1205;Groei obligatiefondsen;2003 augustus;;
1206;Groei obligatiefondsen;2003 september;;
1207;Groei obligatiefondsen;2003 oktober;;
1208;Groei obligatiefondsen;2003 november;;
1209;Groei obligatiefondsen;2003 december;;
1210;Fictief-rendement obligatiefondsen;1993 december;100.0;100.0
1211;Fictief-rendement obligatiefondsen;1994 januari;101.8;101.8
1212;Fictief-rendement obligatiefondsen;1994 februari;98.5;98.5
1213;Fictief-rendement obligatiefondsen;1994 maart;95.2;95.2
1214;Fictief-rendement obligatiefondsen;1994 april;93.6;93.6
1215;Fictief-rendement obligatiefondsen;1994 mei;91.8;91.8
1216;Fictief-rendement obligatiefondsen;1994 juni;87.9;87.9
1217;Fictief-rendement obligatiefondsen;1994 juli;88.4;88.4
1218;Fictief-rendement obligatiefondsen;1994 augustus;86.4;86.4
1219;Fictief-rendement obligatiefondsen;1994 september;83.7;83.7
1220;Fictief-rendement obligatiefondsen;1994 oktober;83.3;83.3
1221;Fictief-rendement obligatiefondsen;1994 november;84.8;84.8
1222;Fictief-rendement obligatiefondsen;1994 december;84.6;84.6
1223;Fictief-rendement obligatiefondsen;1995 januari;84.0;84.0
1224;Fictief-rendement obligatiefondsen;1995 februari;84.8;84.8
1225;Fictief-rendement obligatiefondsen;1995 maart;85.7;85.7
1226;Fictief-rendement obligatiefondsen;1995 april;86.8;86.8
1227;Fictief-rendement obligatiefondsen;1995 mei;89.0;89.1
1228;Fictief-rendement obligatiefondsen;1995 juni;88.6;88.7
1229;Fictief-rendement obligatiefondsen;1995 juli;89.2;89.2
1230;Fictief-rendement obligatiefondsen;1995 augustus;91.8;91.8
1231;Fictief-rendement obligatiefondsen;1995 september;91.7;91.8
1232;Fictief-rendement obligatiefondsen;1995 oktober;92.5;92.5
1233;Fictief-rendement obligatiefondsen;1995 november;94.9;95.0
1234;Fictief-rendement obligatiefondsen;1995 december;96.4;96.4
1235;Fictief-rendement obligatiefondsen;1996 januari;98.4;98.4
1236;Fictief-rendement obligatiefondsen;1996 februari;95.8;95.8
1237;Fictief-rendement obligatiefondsen;1996 maart;96.3;96.3
1238;Fictief-rendement obligatiefondsen;1996 april;98.6;98.7
1239;Fictief-rendement obligatiefondsen;1996 mei;98.6;98.6
1240;Fictief-rendement obligatiefondsen;1996 juni;99.2;99.3
1241;Fictief-rendement obligatiefondsen;1996 juli;98.8;98.8
1242;Fictief-rendement obligatiefondsen;1996 augustus;99.4;99.4
1243;Fictief-rendement obligatiefondsen;1996 september;102.7;102.7
1244;Fictief-rendement obligatiefondsen;1996 oktober;104.9;104.9
1245;Fictief-rendement obligatiefondsen;1996 november;107.1;107.1
1246;Fictief-rendement obligatiefondsen;1996 december;108.1;108.2
1247;Fictief-rendement obligatiefondsen;1997 januari;109.4;109.4
1248;Fictief-rendement obligatiefondsen;1997 februari;111.9;111.9
1249;Fictief-rendement obligatiefondsen;1997 maart;109.9;110.0
1250;Fictief-rendement obligatiefondsen;1997 april;110.9;110.9
1251;Fictief-rendement obligatiefondsen;1997 mei;111.5;111.6
1252;Fictief-rendement obligatiefondsen;1997 juni;115.3;115.4
1253;Fictief-rendement obligatiefondsen;1997 juli;120.3;120.3
1254;Fictief-rendement obligatiefondsen;1997 augustus;118.4;118.4
1255;Fictief-rendement obligatiefondsen;1997 september;119.8;119.8
1256;Fictief-rendement obligatiefondsen;1997 oktober;120.2;120.2
1257;Fictief-rendement obligatiefondsen;1997 november;120.5;120.5
1258;Fictief-rendement obligatiefondsen;1997 december;122.5;122.5
1259;Fictief-rendement obligatiefondsen;1998 januari;126.3;126.4
1260;Fictief-rendement obligatiefondsen;1998 februari;126.1;126.2
1261;Fictief-rendement obligatiefondsen;1998 maart;126.6;126.7
1262;Fictief-rendement obligatiefondsen;1998 april;124.7;124.7
1263;Fictief-rendement obligatiefondsen;1998 mei;125.8;125.8
1264;Fictief-rendement obligatiefondsen;1998 juni;127.0;127.1
1265;Fictief-rendement obligatiefondsen;1998 juli;126.6;126.6
1266;Fictief-rendement obligatiefondsen;1998 augustus;127.7;127.8
1267;Fictief-rendement obligatiefondsen;1998 september;130.3;130.3
1268;Fictief-rendement obligatiefondsen;1998 oktober;131.0;131.0
1269;Fictief-rendement obligatiefondsen;1998 november;132.4;132.5
1270;Fictief-rendement obligatiefondsen;1998 december;132.4;132.5
1271;Fictief-rendement obligatiefondsen;1999 januari;135.0;135.1
1272;Fictief-rendement obligatiefondsen;1999 februari;135.0;135.0
1273;Fictief-rendement obligatiefondsen;1999 maart;138.7;138.8
1274;Fictief-rendement obligatiefondsen;1999 april;142.5;142.6
1275;Fictief-rendement obligatiefondsen;1999 mei;141.4;141.5
1276;Fictief-rendement obligatiefondsen;1999 juni;141.3;141.4
1277;Fictief-rendement obligatiefondsen;1999 juli;139.6;139.7
1278;Fictief-rendement obligatiefondsen;1999 augustus;144.4;144.4
1279;Fictief-rendement obligatiefondsen;1999 september;142.1;142.2
1280;Fictief-rendement obligatiefondsen;1999 oktober;141.4;141.4
1281;Fictief-rendement obligatiefondsen;1999 november;146.0;146.1
1282;Fictief-rendement obligatiefondsen;1999 december;146.7;146.7
1283;Fictief-rendement obligatiefondsen;2000 januari;146.5;146.6
1284;Fictief-rendement obligatiefondsen;2000 februari;147.3;147.3
1285;Fictief-rendement obligatiefondsen;2000 maart;149.8;149.8
1286;Fictief-rendement obligatiefondsen;2000 april;153.4;153.5
1287;Fictief-rendement obligatiefondsen;2000 mei;151.3;151.4
1288;Fictief-rendement obligatiefondsen;2000 juni;151.2;151.2
1289;Fictief-rendement obligatiefondsen;2000 juli;153.1;153.1
1290;Fictief-rendement obligatiefondsen;2000 augustus;157.3;157.4
1291;Fictief-rendement obligatiefondsen;2000 september;158.3;158.3
1292;Fictief-rendement obligatiefondsen;2000 oktober;162.8;162.9
1293;Fictief-rendement obligatiefondsen;2000 november;161.6;161.7
1294;Fictief-rendement obligatiefondsen;2000 december;158.8;158.8
1295;Fictief-rendement obligatiefondsen;2001 januari;160.5;160.6
1296;Fictief-rendement obligatiefondsen;2001 februari;161.9;161.9
1297;Fictief-rendement obligatiefondsen;2001 maart;161.9;161.9
1298;Fictief-rendement obligatiefondsen;2001 april;158.3;158.4
1299;Fictief-rendement obligatiefondsen;2001 mei;162.3;162.4
1300;Fictief-rendement obligatiefondsen;2001 juni;164.7;164.8
1301;Fictief-rendement obligatiefondsen;2001 juli;163.2;163.3
1302;Fictief-rendement obligatiefondsen;2001 augustus;163.5;163.6
1303;Fictief-rendement obligatiefondsen;2001 september;164.5;164.6
1304;Fictief-rendement obligatiefondsen;2001 oktober;168.7;168.8
1305;Fictief-rendement obligatiefondsen;2001 november;166.0;166.1
1306;Fictief-rendement obligatiefondsen;2001 december;164.0;164.0
1307;Fictief-rendement obligatiefondsen;2002 januari;163.8;163.9
1308;Fictief-rendement obligatiefondsen;2002 februari;164.8;164.8
1309;Fictief-rendement obligatiefondsen;2002 maart;162.1;162.1
1310;Fictief-rendement obligatiefondsen;2002 april;162.9;162.9
1311;Fictief-rendement obligatiefondsen;2002 mei;162.3;162.3
1312;Fictief-rendement obligatiefondsen;2002 juni;161.5;161.6
1313;Fictief-rendement obligatiefondsen;2002 juli;162.0;162.0
1314;Fictief-rendement obligatiefondsen;2002 augustus;165.5;165.6
1315;Fictief-rendement obligatiefondsen;2002 september;167.9;168.0
1316;Fictief-rendement obligatiefondsen;2002 oktober;165.4;165.5
1317;Fictief-rendement obligatiefondsen;2002 november;167.0;167.1
1318;Fictief-rendement obligatiefondsen;2002 december;167.3;167.4
1319;Fictief-rendement obligatiefondsen;2003 januari;167.2;167.3
1320;Fictief-rendement obligatiefondsen;2003 februari;168.5;168.6
1321;Fictief-rendement obligatiefondsen;2003 maart;167.5;167.6
1322;Fictief-rendement obligatiefondsen;2003 april;168.5;168.5
1323;Fictief-rendement obligatiefondsen;2003 mei;170.7;170.8
1324;Fictief-rendement obligatiefondsen;2003 juni;172.1;172.2
1325;Fictief-rendement obligatiefondsen;2003 juli;171.0;171.0
1326;Fictief-rendement obligatiefondsen;2003 augustus;172.1;172.2
1327;Fictief-rendement obligatiefondsen;2003 september;172.0;172.0
1328;Fictief-rendement obligatiefondsen;2003 oktober;171.0;171.1
1329;Fictief-rendement obligatiefondsen;2003 november;170.5;170.5
1330;Fictief-rendement obligatiefondsen;2003 december;169.7;169.8
1331;Geldmarktfondsen;1993 december;100.0;100.0
1332;Geldmarktfondsen;1994 januari;100.3;100.3
1333;Geldmarktfondsen;1994 februari;100.6;100.6
1334;Geldmarktfondsen;1994 maart;100.9;100.9
1335;Geldmarktfondsen;1994 april;101.1;101.1
1336;Geldmarktfondsen;1994 mei;101.3;101.3
1337;Geldmarktfondsen;1994 juni;101.4;101.5
1338;Geldmarktfondsen;1994 juli;101.6;101.7
1339;Geldmarktfondsen;1994 augustus;101.8;101.9
1340;Geldmarktfondsen;1994 september;102.0;102.1
1341;Geldmarktfondsen;1994 oktober;102.2;102.3
1342;Geldmarktfondsen;1994 november;102.4;102.5
1343;Geldmarktfondsen;1994 december;102.3;102.5
1344;Geldmarktfondsen;1995 januari;102.6;102.7
1345;Geldmarktfondsen;1995 februari;102.8;103.0
1346;Geldmarktfondsen;1995 maart;103.1;103.2
1347;Geldmarktfondsen;1995 april;103.4;103.5
1348;Geldmarktfondsen;1995 mei;103.7;103.8
1349;Geldmarktfondsen;1995 juni;104.0;104.2
1350;Geldmarktfondsen;1995 juli;104.2;104.4
1351;Geldmarktfondsen;1995 augustus;104.4;104.7
1352;Geldmarktfondsen;1995 september;104.7;104.9
1353;Geldmarktfondsen;1995 oktober;104.8;105.0
1354;Geldmarktfondsen;1995 november;105.1;105.3
1355;Geldmarktfondsen;1995 december;105.3;105.6
1356;Geldmarktfondsen;1996 januari;105.4;105.7
1357;Geldmarktfondsen;1996 februari;106.0;106.3
1358;Geldmarktfondsen;1996 maart;106.2;106.5
1359;Geldmarktfondsen;1996 april;106.3;106.7
1360;Geldmarktfondsen;1996 mei;106.3;106.6
1361;Geldmarktfondsen;1996 juni;106.2;106.6
1362;Geldmarktfondsen;1996 juli;106.3;106.7
1363;Geldmarktfondsen;1996 augustus;106.5;106.9
1364;Geldmarktfondsen;1996 september;106.6;107.0
1365;Geldmarktfondsen;1996 oktober;106.7;107.2
1366;Geldmarktfondsen;1996 november;106.8;107.2
