ID;Opleidingsniveau;BedrijfsgrootteSBI93;Perioden;TotaalAantalBanen_1;Voltijdbanen_2;BrutoUurloonAlleBanen_3;BrutoMaandloonAlleBanen_4;BrutoJaarloonAlleBanen_5;BrutoJaarloonVoltijdbanen_6
333;Havo/Vwo;90-93,804 Cultuur en overige dienstv.;2003;;;;;;
334;Havo/Vwo;15-16 Voedings- en genotmiddelenind.;2002;4.9;3.6;16.14;2018.0;28.3;34.3
335;Havo/Vwo;15-16 Voedings- en genotmiddelenind.;2003;;;;;;
336;Havo/Vwo;22 Grafische industrie;2002;;;;;;
337;Havo/Vwo;22 Grafische industrie;2003;;;;;;
338;Havo/Vwo;23-25 Aardolie- en chemische industrie;2002;;;;;;
339;Havo/Vwo;23-25 Aardolie- en chemische industrie;2003;;;;;;
340;Havo/Vwo;27-35 Metaal- en elektrotechnische ind.;2002;6.1;4.6;18.12;2346.0;32.0;36.1
341;Havo/Vwo;27-35 Metaal- en elektrotechnische ind.;2003;;;;;;
342;Havo/Vwo;Rest industrie;2002;;;;;;
343;Havo/Vwo;Rest industrie;2003;;;;;;
344;Havo/Vwo;50 Autohandel en - reparatie;2002;;;;;;
345;Havo/Vwo;50 Autohandel en - reparatie;2003;;;;;;
346;Havo/Vwo;51 Groothandel;2002;33.6;26.5;20.61;2678.0;32.7;38.1
347;Havo/Vwo;51 Groothandel;2003;;;;;;
348;Havo/Vwo;52 Detailhandel;2002;55.2;12.9;9.83;705.0;8.4;18.9
349;Havo/Vwo;52 Detailhandel;2003;;;;;;
350;Havo/Vwo;60 Openbaar vervoer en wegvervoer;2002;;;;;;
351;Havo/Vwo;60 Openbaar vervoer en wegvervoer;2003;;;;;;
352;Havo/Vwo;61-64 Rest vervoer en communicatie;2002;27.6;14.4;16.93;1769.0;24.1;36.5
353;Havo/Vwo;61-64 Rest vervoer en communicatie;2003;;;;;;
354;Havo/Vwo;8511 Ziekenhuizen;2002;16.5;7.9;13.32;1421.0;17.6;23.6
355;Havo/Vwo;8511 Ziekenhuizen;2003;;;;;;
356;Havo/Vwo;8531 Verpleeg- en bejaardentehuizen;2002;14.7;2.3;12.75;990.0;12.8;26.0
357;Havo/Vwo;8531 Verpleeg- en bejaardentehuizen;2003;;;;;;
358;Havo/Vwo;Rest gezondheids- en welzijnzorg;2002;14.6;2.8;13.39;1101.0;13.7;24.8
359;Havo/Vwo;Rest gezondheids- en welzijnzorg;2003;;;;;;
360;Mbo;Totaal bedrijfsgrootte;2002;2528.7;1500.8;16.21;1910.0;25.6;32.5
361;Mbo;Totaal bedrijfsgrootte;2003;;;;;;
362;Mbo;Bedrijfsgrootte < 10 werknemers;2002;432.9;230.9;14.4;1638.0;20.6;27.5
363;Mbo;Bedrijfsgrootte < 10 werknemers;2003;;;;;;
364;Mbo;Bedrijfsgrootte 10-99 werknemers;2002;701.7;484.7;15.76;1944.0;26.1;31.7
365;Mbo;Bedrijfsgrootte 10-99 werknemers;2003;;;;;;
366;Mbo;Bedrijfsgrootte >- 100 werknemers;2002;1394.2;785.2;16.99;1978.0;26.8;34.5
367;Mbo;Bedrijfsgrootte >- 100 werknemers;2003;;;;;;
368;Mbo;SBI'93 totaal;2002;2528.7;1500.8;16.21;1910.0;25.6;32.5
369;Mbo;SBI'93 totaal;2003;;;;;;
370;Mbo;01-05 Landbouw en visserij;2002;42.7;24.7;14.9;1755.0;23.0;28.7
371;Mbo;01-05 Landbouw en visserij;2003;;;;;;
372;Mbo;10-45 Industrie en bouwnijverheid;2002;579.0;493.5;17.18;2289.0;31.0;33.5
373;Mbo;10-45 Industrie en bouwnijverheid;2003;;;;;;
374;Mbo;50-74 Commerciële dienstverlening;2002;1057.3;653.5;15.5;1871.0;25.0;32.1
375;Mbo;50-74 Commerciële dienstverlening;2003;;;;;;
376;Mbo;75-93 Niet-commerciële dienstverlening;2002;849.7;329.1;16.45;1710.0;22.7;32.2
377;Mbo;75-93 Niet-commerciële dienstverlening;2003;;;;;;
378;Mbo;01-05 Landbouw en visserij;2002;42.7;24.7;14.9;1755.0;23.0;28.7
379;Mbo;01-05 Landbouw en visserij;2003;;;;;;
380;Mbo;10-14 Delftstoffenwinnig;2002;4.6;4.1;22.77;3232.0;46.5;49.1
381;Mbo;10-14 Delftstoffenwinnig;2003;;;;;;
382;Mbo;15-37 Industrie;2002;367.8;313.1;16.72;2237.0;30.1;32.6
383;Mbo;15-37 Industrie;2003;;;;;;
384;Mbo;40-41 Energie- en waterleidingbedrijven;2002;14.8;12.6;20.37;2709.0;38.0;40.2
385;Mbo;40-41 Energie- en waterleidingbedrijven;2003;;;;;;
386;Mbo;45 Bouwnijverheid;2002;191.8;163.6;17.7;2333.0;31.6;34.3
387;Mbo;45 Bouwnijverheid;2003;;;;;;
388;Mbo;50-52 Handel;2002;427.3;272.9;14.52;1756.0;23.6;29.9
389;Mbo;50-52 Handel;2003;;;;;;
390;Mbo;55 Horeca;2002;64.1;32.4;12.89;1368.0;17.5;23.5
391;Mbo;55 Horeca;2003;;;;;;
392;Mbo;60-64 Vervoer en communicatie;2002;152.9;116.4;16.29;2098.0;29.6;33.4
393;Mbo;60-64 Vervoer en communicatie;2003;;;;;;
394;Mbo;65-67 Financiële instellingen;2002;106.2;64.2;17.69;2138.0;31.0;39.1
395;Mbo;65-67 Financiële instellingen;2003;;;;;;
396;Mbo;70-74 Zakelijke dienstverlening;2002;306.8;167.6;16.17;1929.0;24.0;33.9
397;Mbo;70-74 Zakelijke dienstverlening;2003;;;;;;
398;Mbo;75 Openbaar bestuur;2002;210.5;161.6;18.42;2368.0;31.7;34.9
399;Mbo;75 Openbaar bestuur;2003;;;;;;
400;Mbo;801-803 Gesubsidieerde onderwijs;2002;53.0;22.5;15.76;1708.0;22.9;30.5
401;Mbo;801-803 Gesubsidieerde onderwijs;2003;;;;;;
402;Mbo;85 Gezondheids- en welzijnzorg;2002;478.6;88.4;15.63;1424.0;18.8;28.4
403;Mbo;85 Gezondheids- en welzijnzorg;2003;;;;;;
404;Mbo;90-93,804 Cultuur en overige dienstv.;2002;107.6;56.6;15.3;1693.0;22.5;31.1
405;Mbo;90-93,804 Cultuur en overige dienstv.;2003;;;;;;
406;Mbo;15-16 Voedings- en genotmiddelenind.;2002;58.1;48.5;16.45;2148.0;29.1;32.2
407;Mbo;15-16 Voedings- en genotmiddelenind.;2003;;;;;;
408;Mbo;22 Grafische industrie;2002;40.5;34.4;17.84;2413.0;30.3;32.1
409;Mbo;22 Grafische industrie;2003;;;;;;
410;Mbo;23-25 Aardolie- en chemische industrie;2002;39.8;34.5;20.11;2735.0;38.2;40.4
411;Mbo;23-25 Aardolie- en chemische industrie;2003;;;;;;
412;Mbo;27-35 Metaal- en elektrotechnische ind.;2002;147.3;129.4;16.19;2201.0;30.1;32.1
413;Mbo;27-35 Metaal- en elektrotechnische ind.;2003;;;;;;
414;Mbo;Rest industrie;2002;82.2;66.3;15.6;2038.0;27.0;29.8
415;Mbo;Rest industrie;2003;;;;;;
416;Mbo;50 Autohandel en - reparatie;2002;62.7;51.6;16.44;2165.0;28.4;32.0
417;Mbo;50 Autohandel en - reparatie;2003;;;;;;
418;Mbo;51 Groothandel;2002;148.4;120.3;15.46;2081.0;28.9;31.6
419;Mbo;51 Groothandel;2003;;;;;;
420;Mbo;52 Detailhandel;2002;216.2;101.0;13.04;1415.0;18.6;26.9
421;Mbo;52 Detailhandel;2003;;;;;;
422;Mbo;60 Openbaar vervoer en wegvervoer;2002;70.3;57.2;14.35;1880.0;28.8;31.8
423;Mbo;60 Openbaar vervoer en wegvervoer;2003;;;;;;
424;Mbo;61-64 Rest vervoer en communicatie;2002;82.6;59.1;18.01;2284.0;30.3;34.9
425;Mbo;61-64 Rest vervoer en communicatie;2003;;;;;;
426;Mbo;8511 Ziekenhuizen;2002;119.6;30.9;17.25;1708.0;22.8;30.2
427;Mbo;8511 Ziekenhuizen;2003;;;;;;
428;Mbo;8531 Verpleeg- en bejaardentehuizen;2002;187.6;32.8;15.78;1444.0;19.2;29.3
429;Mbo;8531 Verpleeg- en bejaardentehuizen;2003;;;;;;
430;Mbo;Rest gezondheids- en welzijnzorg;2002;171.4;24.7;14.15;1205.0;15.6;24.8
431;Mbo;Rest gezondheids- en welzijnzorg;2003;;;;;;
432;Hbo;Totaal bedrijfsgrootte;2002;1211.4;708.6;21.38;2554.0;34.4;43.8
433;Hbo;Totaal bedrijfsgrootte;2003;;;;;;
434;Hbo;Bedrijfsgrootte < 10 werknemers;2002;101.4;37.9;18.0;1827.0;23.1;35.5
435;Hbo;Bedrijfsgrootte < 10 werknemers;2003;;;;;;
436;Hbo;Bedrijfsgrootte 10-99 werknemers;2002;270.1;172.7;21.05;2597.0;35.1;43.4
437;Hbo;Bedrijfsgrootte 10-99 werknemers;2003;;;;;;
438;Hbo;Bedrijfsgrootte >- 100 werknemers;2002;840.0;498.0;21.84;2628.0;35.6;44.6
439;Hbo;Bedrijfsgrootte >- 100 werknemers;2003;;;;;;
440;Hbo;SBI'93 totaal;2002;1211.4;708.6;21.38;2554.0;34.4;43.8
441;Hbo;SBI'93 totaal;2003;;;;;;
442;Hbo;01-05 Landbouw en visserij;2002;;;;;;
443;Hbo;01-05 Landbouw en visserij;2003;;;;;;
444;Hbo;10-45 Industrie en bouwnijverheid;2002;149.3;130.2;23.27;3184.0;44.1;46.8
445;Hbo;10-45 Industrie en bouwnijverheid;2003;;;;;;
446;Hbo;50-74 Commerciële dienstverlening;2002;440.8;303.3;21.37;2729.0;37.2;45.2
447;Hbo;50-74 Commerciële dienstverlening;2003;;;;;;
448;Hbo;75-93 Niet-commerciële dienstverlening;2002;618.2;272.3;20.84;2275.0;30.1;40.9
449;Hbo;75-93 Niet-commerciële dienstverlening;2003;;;;;;
450;Hbo;01-05 Landbouw en visserij;2002;;;;;;
451;Hbo;01-05 Landbouw en visserij;2003;;;;;;
452;Hbo;10-14 Delftstoffenwinnig;2002;;;;;;
453;Hbo;10-14 Delftstoffenwinnig;2003;;;;;;
454;Hbo;15-37 Industrie;2002;123.2;107.7;22.82;3140.0;43.4;45.8
455;Hbo;15-37 Industrie;2003;;;;;;
456;Hbo;40-41 Energie- en waterleidingbedrijven;2002;6.8;6.1;27.47;3764.0;51.0;52.6
457;Hbo;40-41 Energie- en waterleidingbedrijven;2003;;;;;;
458;Hbo;45 Bouwnijverheid;2002;18.0;15.1;23.89;3133.0;43.9;49.0
459;Hbo;45 Bouwnijverheid;2003;;;;;;
460;Hbo;50-52 Handel;2002;117.4;82.3;22.27;2787.0;37.1;45.4
461;Hbo;50-52 Handel;2003;;;;;;
462;Hbo;55 Horeca;2002;;;;;;
463;Hbo;55 Horeca;2003;;;;;;
464;Hbo;60-64 Vervoer en communicatie;2002;57.4;41.7;20.45;2707.0;37.2;42.0
465;Hbo;60-64 Vervoer en communicatie;2003;;;;;;
466;Hbo;65-67 Financiële instellingen;2002;58.4;48.2;23.36;3150.0;46.9;51.7
467;Hbo;65-67 Financiële instellingen;2003;;;;;;
468;Hbo;70-74 Zakelijke dienstverlening;2002;200.5;127.7;20.72;2604.0;34.8;44.1
469;Hbo;70-74 Zakelijke dienstverlening;2003;;;;;;
470;Hbo;75 Openbaar bestuur;2002;107.1;76.4;23.16;2937.0;38.8;44.2
471;Hbo;75 Openbaar bestuur;2003;;;;;;
472;Hbo;801-803 Gesubsidieerde onderwijs;2002;233.8;112.8;21.0;2357.0;31.5;40.6
473;Hbo;801-803 Gesubsidieerde onderwijs;2003;;;;;;
474;Hbo;85 Gezondheids- en welzijnzorg;2002;209.0;56.1;19.29;1927.0;25.2;36.4
475;Hbo;85 Gezondheids- en welzijnzorg;2003;;;;;;
476;Hbo;90-93,804 Cultuur en overige dienstv.;2002;68.2;27.0;20.31;2020.0;26.8;42.3
477;Hbo;90-93,804 Cultuur en overige dienstv.;2003;;;;;;
478;Hbo;15-16 Voedings- en genotmiddelenind.;2002;14.6;10.9;23.03;2838.0;38.5;47.3
479;Hbo;15-16 Voedings- en genotmiddelenind.;2003;;;;;;
480;Hbo;22 Grafische industrie;2002;7.3;6.2;22.15;2931.0;41.2;42.8
481;Hbo;22 Grafische industrie;2003;;;;;;
482;Hbo;23-25 Aardolie- en chemische industrie;2002;25.2;22.2;23.8;3293.0;46.9;50.0
483;Hbo;23-25 Aardolie- en chemische industrie;2003;;;;;;
484;Hbo;27-35 Metaal- en elektrotechnische ind.;2002;57.7;53.8;23.04;3280.0;45.1;45.3
485;Hbo;27-35 Metaal- en elektrotechnische ind.;2003;;;;;;
486;Hbo;Rest industrie;2002;18.3;14.6;20.82;2812.0;37.9;41.3
487;Hbo;Rest industrie;2003;;;;;;
488;Hbo;50 Autohandel en - reparatie;2002;;;;;;
489;Hbo;50 Autohandel en - reparatie;2003;;;;;;
490;Hbo;51 Groothandel;2002;73.8;64.7;23.67;3356.0;45.3;48.0
491;Hbo;51 Groothandel;2003;;;;;;
492;Hbo;52 Detailhandel;2002;32.7;9.3;18.92;1646.0;21.0;38.1
493;Hbo;52 Detailhandel;2003;;;;;;
494;Hbo;60 Openbaar vervoer en wegvervoer;2002;;;;;;
495;Hbo;60 Openbaar vervoer en wegvervoer;2003;;;;;;
496;Hbo;61-64 Rest vervoer en communicatie;2002;42.6;28.8;20.84;2671.0;36.5;42.3
497;Hbo;61-64 Rest vervoer en communicatie;2003;;;;;;
498;Hbo;8511 Ziekenhuizen;2002;76.7;27.4;19.6;2106.0;28.0;36.6
499;Hbo;8511 Ziekenhuizen;2003;;;;;;
500;Hbo;8531 Verpleeg- en bejaardentehuizen;2002;48.7;12.3;18.64;1845.0;24.5;39.3
501;Hbo;8531 Verpleeg- en bejaardentehuizen;2003;;;;;;
502;Hbo;Rest gezondheids- en welzijnzorg;2002;83.6;16.4;19.36;1811.0;23.0;33.9
503;Hbo;Rest gezondheids- en welzijnzorg;2003;;;;;;
504;Wo;Totaal bedrijfsgrootte;2002;581.0;374.3;27.85;3505.0;47.0;56.1
505;Wo;Totaal bedrijfsgrootte;2003;;;;;;
506;Wo;Bedrijfsgrootte < 10 werknemers;2002;71.0;46.3;29.33;3582.0;45.7;56.1
507;Wo;Bedrijfsgrootte < 10 werknemers;2003;;;;;;
508;Wo;Bedrijfsgrootte 10-99 werknemers;2002;107.0;63.9;24.43;3104.0;42.0;51.5
509;Wo;Bedrijfsgrootte 10-99 werknemers;2003;;;;;;
510;Wo;Bedrijfsgrootte >- 100 werknemers;2002;403.1;264.2;28.52;3598.0;48.6;57.2
511;Wo;Bedrijfsgrootte >- 100 werknemers;2003;;;;;;
512;Wo;SBI'93 totaal;2002;581.0;374.3;27.85;3505.0;47.0;56.1
513;Wo;SBI'93 totaal;2003;;;;;;
514;Wo;01-05 Landbouw en visserij;2002;;;;;;
515;Wo;01-05 Landbouw en visserij;2003;;;;;;
516;Wo;10-45 Industrie en bouwnijverheid;2002;50.1;43.6;30.22;4176.0;59.6;63.3
517;Wo;10-45 Industrie en bouwnijverheid;2003;;;;;;
518;Wo;50-74 Commerciële dienstverlening;2002;246.8;177.5;27.15;3587.0;48.5;55.7
519;Wo;50-74 Commerciële dienstverlening;2003;;;;;;
520;Wo;75-93 Niet-commerciële dienstverlening;2002;283.7;152.9;28.06;3315.0;43.5;54.6
521;Wo;75-93 Niet-commerciële dienstverlening;2003;;;;;;
522;Wo;01-05 Landbouw en visserij;2002;;;;;;
523;Wo;01-05 Landbouw en visserij;2003;;;;;;
524;Wo;10-14 Delftstoffenwinnig;2002;;;;;;
525;Wo;10-14 Delftstoffenwinnig;2003;;;;;;
526;Wo;15-37 Industrie;2002;43.8;37.7;29.53;4067.0;58.6;62.8
527;Wo;15-37 Industrie;2003;;;;;;
528;Wo;40-41 Energie- en waterleidingbedrijven;2002;;;;;;
529;Wo;40-41 Energie- en waterleidingbedrijven;2003;;;;;;
530;Wo;45 Bouwnijverheid;2002;;;;;;
531;Wo;45 Bouwnijverheid;2003;;;;;;
532;Wo;50-52 Handel;2002;38.4;24.8;24.95;3055.0;42.3;56.9
533;Wo;50-52 Handel;2003;;;;;;
534;Wo;55 Horeca;2002;;;;;;
535;Wo;55 Horeca;2003;;;;;;
536;Wo;60-64 Vervoer en communicatie;2002;16.8;12.9;23.52;3148.0;42.6;46.3
537;Wo;60-64 Vervoer en communicatie;2003;;;;;;
538;Wo;65-67 Financiële instellingen;2002;40.5;33.6;35.19;4741.0;68.9;70.1
539;Wo;65-67 Financiële instellingen;2003;;;;;;
540;Wo;70-74 Zakelijke dienstverlening;2002;150.9;106.0;25.91;3463.0;45.3;52.0
541;Wo;70-74 Zakelijke dienstverlening;2003;;;;;;
542;Wo;75 Openbaar bestuur;2002;73.7;50.8;28.74;3666.0;47.8;53.9
543;Wo;75 Openbaar bestuur;2003;;;;;;
544;Wo;801-803 Gesubsidieerde onderwijs;2002;93.3;43.4;26.2;2967.0;39.2;53.1
545;Wo;801-803 Gesubsidieerde onderwijs;2003;;;;;;
546;Wo;85 Gezondheids- en welzijnzorg;2002;86.2;43.4;31.07;3619.0;47.2;59.3
547;Wo;85 Gezondheids- en welzijnzorg;2003;;;;;;
548;Wo;90-93,804 Cultuur en overige dienstv.;2002;30.5;15.3;23.18;2668.0;35.9;48.1
549;Wo;90-93,804 Cultuur en overige dienstv.;2003;;;;;;
550;Wo;15-16 Voedings- en genotmiddelenind.;2002;;;;;;
551;Wo;15-16 Voedings- en genotmiddelenind.;2003;;;;;;
552;Wo;22 Grafische industrie;2002;;;;;;
553;Wo;22 Grafische industrie;2003;;;;;;
554;Wo;23-25 Aardolie- en chemische industrie;2002;;;;;;
555;Wo;23-25 Aardolie- en chemische industrie;2003;;;;;;
556;Wo;27-35 Metaal- en elektrotechnische ind.;2002;16.7;14.8;28.62;3950.0;56.3;58.8
557;Wo;27-35 Metaal- en elektrotechnische ind.;2003;;;;;;
558;Wo;Rest industrie;2002;;;;;;
559;Wo;Rest industrie;2003;;;;;;
560;Wo;50 Autohandel en - reparatie;2002;;;;;;
561;Wo;50 Autohandel en - reparatie;2003;;;;;;
562;Wo;51 Groothandel;2002;27.4;23.1;25.65;3690.0;51.8;56.8
563;Wo;51 Groothandel;2003;;;;;;
564;Wo;52 Detailhandel;2002;;;;;;
565;Wo;52 Detailhandel;2003;;;;;;
566;Wo;60 Openbaar vervoer en wegvervoer;2002;;;;;;
567;Wo;60 Openbaar vervoer en wegvervoer;2003;;;;;;
568;Wo;61-64 Rest vervoer en communicatie;2002;14.7;11.9;24.4;3314.0;43.7;47.7
569;Wo;61-64 Rest vervoer en communicatie;2003;;;;;;
570;Wo;8511 Ziekenhuizen;2002;34.3;18.7;32.72;3889.0;50.9;63.5
571;Wo;8511 Ziekenhuizen;2003;;;;;;
572;Wo;8531 Verpleeg- en bejaardentehuizen;2002;13.3;3.3;28.95;3096.0;40.4;60.3
573;Wo;8531 Verpleeg- en bejaardentehuizen;2003;;;;;;
574;Wo;Rest gezondheids- en welzijnzorg;2002;38.7;21.4;30.25;3560.0;46.2;55.5
575;Wo;Rest gezondheids- en welzijnzorg;2003;38.7;21.4;30.25;3560.0;46.2;55.5
