ID;Geslacht;LeeftijdOp31December;Perioden;Sterftekans_1;LevendenTafelbevolking_2;OverledenenTafelbevolking_3;Levensverwachting_4
1235;Totaal mannen en vrouwen;11 jaar;1993;0.00012;99148.0;12.0;67.19
1236;Totaal mannen en vrouwen;11 jaar;1994;0.00015;99236.0;15.0;67.61
1237;Totaal mannen en vrouwen;11 jaar;1995;0.00016;99243.0;15.0;67.62
1238;Totaal mannen en vrouwen;11 jaar;1991 tot 1996;0.00014;99171.0;14.0;67.46
1239;Totaal mannen en vrouwen;11 jaar;1996;0.00011;99232.0;11.0;67.66
1240;Totaal mannen en vrouwen;11 jaar;1997;0.00012;99309.0;11.0;67.97
1241;Totaal mannen en vrouwen;11 jaar;1998;7e-05;99306.0;7.0;68.05
1242;Totaal mannen en vrouwen;11 jaar;1999;0.00012;99298.0;12.0;68.01
1243;Totaal mannen en vrouwen;11 jaar;2000;0.00011;99307.0;11.0;68.17
1244;Totaal mannen en vrouwen;11 jaar;1996 tot 2001;0.00011;99291.0;11.0;67.97
1245;Totaal mannen en vrouwen;11 jaar;2001;0.00015;99303.0;15.0;68.37
1246;Totaal mannen en vrouwen;11 jaar;2002;0.00013;99334.0;13.0;68.43
1247;Totaal mannen en vrouwen;11 jaar;2003;0.00012;99350.0;12.0;68.66
1248;Totaal mannen en vrouwen;11 jaar;2004;9e-05;99420.0;8.0;69.19
1249;Totaal mannen en vrouwen;11 jaar;2005;0.00014;99360.0;13.0;69.49
1250;Totaal mannen en vrouwen;11 jaar;2001 tot 2006;0.00012;99351.0;12.0;68.83
1251;Totaal mannen en vrouwen;11 jaar;2006;8e-05;99416.0;8.0;69.8
1252;Totaal mannen en vrouwen;11 jaar;2007;5e-05;99470.0;5.0;70.17
1253;Totaal mannen en vrouwen;11 jaar;2008;9e-05;99503.0;9.0;70.28
1254;Totaal mannen en vrouwen;11 jaar;2009;8e-05;99495.0;8.0;70.57
1255;Totaal mannen en vrouwen;11 jaar;2010;9e-05;99508.0;9.0;70.72
1256;Totaal mannen en vrouwen;11 jaar;2006 tot 2011;8e-05;99477.0;8.0;70.31
1257;Totaal mannen en vrouwen;11 jaar;2011;8e-05;99538.0;8.0;70.96
1258;Totaal mannen en vrouwen;11 jaar;2012;9e-05;99511.0;9.0;70.94
1259;Totaal mannen en vrouwen;11 jaar;2013;8e-05;99533.0;8.0;71.16
1260;Totaal mannen en vrouwen;11 jaar;2014;9e-05;99541.0;9.0;71.51
1261;Totaal mannen en vrouwen;11 jaar;2015;8e-05;99578.0;8.0;71.32
1262;Totaal mannen en vrouwen;11 jaar;2011 tot 2016;8e-05;99541.0;8.0;71.18
1263;Totaal mannen en vrouwen;11 jaar;2016;7e-05;99558.0;7.0;71.4
1264;Totaal mannen en vrouwen;11 jaar;2017;6e-05;99549.0;6.0;71.59
1265;Totaal mannen en vrouwen;11 jaar;2018;5e-05;99563.0;5.0;71.63
1266;Totaal mannen en vrouwen;11 jaar;2019;5e-05;99550.0;5.0;71.91
1267;Totaal mannen en vrouwen;11 jaar;2020;6e-05;99538.0;6.0;71.25
1268;Totaal mannen en vrouwen;11 jaar;2016 tot 2021;6e-05;99553.0;6.0;71.55
1269;Totaal mannen en vrouwen;11 jaar;2021;6e-05;99587.0;6.0;71.18
1270;Totaal mannen en vrouwen;11 jaar;2022;0.0001;99575.0;10.0;71.45
1271;Totaal mannen en vrouwen;11 jaar;2023;9e-05;99551.0;9.0;71.7
1272;Totaal mannen en vrouwen;12 jaar;1861 tot 1866;;;;
1273;Totaal mannen en vrouwen;12 jaar;1866 tot 1871;;;;
1274;Totaal mannen en vrouwen;12 jaar;1871 tot 1876;;;;
1275;Totaal mannen en vrouwen;12 jaar;1876 tot 1881;;;;
1276;Totaal mannen en vrouwen;12 jaar;1881 tot 1886;;;;
1277;Totaal mannen en vrouwen;12 jaar;1886 tot 1891;;;;
1278;Totaal mannen en vrouwen;12 jaar;1891 tot 1896;;;;
1279;Totaal mannen en vrouwen;12 jaar;1896 tot 1901;;;;
1280;Totaal mannen en vrouwen;12 jaar;1901 tot 1906;;;;
1281;Totaal mannen en vrouwen;12 jaar;1906 tot 1911;;;;
1282;Totaal mannen en vrouwen;12 jaar;1911 tot 1916;;;;
1283;Totaal mannen en vrouwen;12 jaar;1916 tot 1921;;;;
1284;Totaal mannen en vrouwen;12 jaar;1921 tot 1926;;;;
1285;Totaal mannen en vrouwen;12 jaar;1926 tot 1931;;;;
1286;Totaal mannen en vrouwen;12 jaar;1931 tot 1936;;;;
1287;Totaal mannen en vrouwen;12 jaar;1936 tot 1941;;;;
1288;Totaal mannen en vrouwen;12 jaar;1941 tot 1946;;;;
1289;Totaal mannen en vrouwen;12 jaar;1950;0.00046;96345.0;44.0;62.58
1290;Totaal mannen en vrouwen;12 jaar;1946 tot 1951;;;;
1291;Totaal mannen en vrouwen;12 jaar;1951;0.00048;96304.0;46.0;62.67
1292;Totaal mannen en vrouwen;12 jaar;1952;0.00037;96639.0;36.0;63.08
1293;Totaal mannen en vrouwen;12 jaar;1953;0.00051;96556.0;49.0;62.68
1294;Totaal mannen en vrouwen;12 jaar;1954;0.00036;96900.0;35.0;63.15
1295;Totaal mannen en vrouwen;12 jaar;1955;0.00037;97028.0;36.0;63.17
1296;Totaal mannen en vrouwen;12 jaar;1951 tot 1956;0.00041;96685.0;40.0;62.95
1297;Totaal mannen en vrouwen;12 jaar;1956;0.00039;97195.0;37.0;63.07
1298;Totaal mannen en vrouwen;12 jaar;1957;0.00046;97345.0;44.0;63.42
1299;Totaal mannen en vrouwen;12 jaar;1958;0.00037;97388.0;36.0;63.56
1300;Totaal mannen en vrouwen;12 jaar;1959;0.00037;97325.0;36.0;63.64
1301;Totaal mannen en vrouwen;12 jaar;1960;0.00023;97457.0;23.0;63.69
1302;Totaal mannen en vrouwen;12 jaar;1956 tot 1961;0.00036;97342.0;35.0;63.48
1303;Totaal mannen en vrouwen;12 jaar;1961;0.0003;97609.0;30.0;63.83
1304;Totaal mannen en vrouwen;12 jaar;1962;0.00037;97598.0;36.0;63.48
1305;Totaal mannen en vrouwen;12 jaar;1963;0.0003;97740.0;30.0;63.5
1306;Totaal mannen en vrouwen;12 jaar;1964;0.00036;97826.0;35.0;63.83
1307;Totaal mannen en vrouwen;12 jaar;1965;0.0003;97914.0;30.0;63.61
1308;Totaal mannen en vrouwen;12 jaar;1961 tot 1966;0.00033;97739.0;32.0;63.65
1309;Totaal mannen en vrouwen;12 jaar;1966;0.00033;97868.0;33.0;63.59
1310;Totaal mannen en vrouwen;12 jaar;1967;0.00034;98018.0;33.0;63.78
1311;Totaal mannen en vrouwen;12 jaar;1968;0.00034;98020.0;33.0;63.58
1312;Totaal mannen en vrouwen;12 jaar;1969;0.00035;98040.0;34.0;63.5
1313;Totaal mannen en vrouwen;12 jaar;1970;0.00037;98143.0;36.0;63.46
1314;Totaal mannen en vrouwen;12 jaar;1966 tot 1971;0.00035;98018.0;34.0;63.58
1315;Totaal mannen en vrouwen;12 jaar;1971;0.00041;98210.0;40.0;63.65
1316;Totaal mannen en vrouwen;12 jaar;1972;0.00035;98275.0;34.0;63.51
1317;Totaal mannen en vrouwen;12 jaar;1973;0.0003;98316.0;30.0;63.92
1318;Totaal mannen en vrouwen;12 jaar;1974;0.00027;98368.0;26.0;64.29
1319;Totaal mannen en vrouwen;12 jaar;1975;0.00031;98465.0;30.0;64.17
1320;Totaal mannen en vrouwen;12 jaar;1971 tot 1976;0.00033;98322.0;32.0;63.91
1321;Totaal mannen en vrouwen;12 jaar;1976;0.00029;98485.0;29.0;64.31
1322;Totaal mannen en vrouwen;12 jaar;1977;0.00026;98628.0;26.0;64.8
1323;Totaal mannen en vrouwen;12 jaar;1978;0.00024;98596.0;24.0;64.74
1324;Totaal mannen en vrouwen;12 jaar;1979;0.00025;98731.0;25.0;65.14
1325;Totaal mannen en vrouwen;12 jaar;1980;0.00022;98756.0;22.0;65.25
1326;Totaal mannen en vrouwen;12 jaar;1976 tot 1981;0.00025;98638.0;25.0;64.85
1327;Totaal mannen en vrouwen;12 jaar;1981;0.00025;98800.0;25.0;65.41
1328;Totaal mannen en vrouwen;12 jaar;1982;0.00022;98811.0;22.0;65.46
1329;Totaal mannen en vrouwen;12 jaar;1983;0.00021;98826.0;21.0;65.64
1330;Totaal mannen en vrouwen;12 jaar;1984;0.00018;98847.0;18.0;65.7
1331;Totaal mannen en vrouwen;12 jaar;1985;0.00017;98917.0;17.0;65.7
1332;Totaal mannen en vrouwen;12 jaar;1981 tot 1986;0.00021;98840.0;21.0;65.58
1333;Totaal mannen en vrouwen;12 jaar;1986;0.00021;98920.0;21.0;65.69
1334;Totaal mannen en vrouwen;12 jaar;1987;0.00018;98961.0;18.0;66.11
1335;Totaal mannen en vrouwen;12 jaar;1988;0.00016;99037.0;15.0;66.24
1336;Totaal mannen en vrouwen;12 jaar;1989;0.00017;99050.0;17.0;66.06
1337;Totaal mannen en vrouwen;12 jaar;1990;0.00023;99008.0;23.0;66.28
1338;Totaal mannen en vrouwen;12 jaar;1986 tot 1991;0.00019;98996.0;19.0;66.08
1339;Totaal mannen en vrouwen;12 jaar;1991;0.00017;99088.0;17.0;66.35
1340;Totaal mannen en vrouwen;12 jaar;1992;0.00017;99126.0;17.0;66.53
1341;Totaal mannen en vrouwen;12 jaar;1993;0.00022;99136.0;22.0;66.2
1342;Totaal mannen en vrouwen;12 jaar;1994;0.00018;99221.0;18.0;66.62
1343;Totaal mannen en vrouwen;12 jaar;1995;0.00016;99228.0;16.0;66.63
1344;Totaal mannen en vrouwen;12 jaar;1991 tot 1996;0.00018;99157.0;18.0;66.47
1345;Totaal mannen en vrouwen;12 jaar;1996;0.00012;99221.0;12.0;66.67
1346;Totaal mannen en vrouwen;12 jaar;1997;0.00014;99298.0;13.0;66.98
1347;Totaal mannen en vrouwen;12 jaar;1998;0.00015;99299.0;15.0;67.05
1348;Totaal mannen en vrouwen;12 jaar;1999;9e-05;99286.0;9.0;67.02
1349;Totaal mannen en vrouwen;12 jaar;2000;9e-05;99296.0;9.0;67.18
1350;Totaal mannen en vrouwen;12 jaar;1996 tot 2001;0.00012;99280.0;12.0;66.98
1351;Totaal mannen en vrouwen;12 jaar;2001;0.00017;99288.0;17.0;67.38
1352;Totaal mannen en vrouwen;12 jaar;2002;0.00011;99321.0;11.0;67.44
1353;Totaal mannen en vrouwen;12 jaar;2003;0.00019;99338.0;18.0;67.67
1354;Totaal mannen en vrouwen;12 jaar;2004;0.00014;99412.0;14.0;68.2
1355;Totaal mannen en vrouwen;12 jaar;2005;0.0001;99347.0;9.0;68.5
1356;Totaal mannen en vrouwen;12 jaar;2001 tot 2006;0.00014;99339.0;14.0;67.84
1357;Totaal mannen en vrouwen;12 jaar;2006;0.00012;99408.0;12.0;68.81
1358;Totaal mannen en vrouwen;12 jaar;2007;0.00013;99465.0;13.0;69.17
1359;Totaal mannen en vrouwen;12 jaar;2008;0.0001;99494.0;10.0;69.29
1360;Totaal mannen en vrouwen;12 jaar;2009;9e-05;99487.0;9.0;69.58
1361;Totaal mannen en vrouwen;12 jaar;2010;8e-05;99499.0;8.0;69.72
1362;Totaal mannen en vrouwen;12 jaar;2006 tot 2011;0.00011;99469.0;11.0;69.32
1363;Totaal mannen en vrouwen;12 jaar;2011;8e-05;99530.0;8.0;69.97
1364;Totaal mannen en vrouwen;12 jaar;2012;7e-05;99502.0;7.0;69.95
1365;Totaal mannen en vrouwen;12 jaar;2013;9e-05;99525.0;9.0;70.17
1366;Totaal mannen en vrouwen;12 jaar;2014;9e-05;99532.0;9.0;70.52
1367;Totaal mannen en vrouwen;12 jaar;2015;4e-05;99570.0;4.0;70.32
1368;Totaal mannen en vrouwen;12 jaar;2011 tot 2016;7e-05;99533.0;7.0;70.19
1369;Totaal mannen en vrouwen;12 jaar;2016;9e-05;99551.0;9.0;70.4
1370;Totaal mannen en vrouwen;12 jaar;2017;0.00012;99543.0;11.0;70.6
1371;Totaal mannen en vrouwen;12 jaar;2018;6e-05;99558.0;6.0;70.64
1372;Totaal mannen en vrouwen;12 jaar;2019;6e-05;99545.0;6.0;70.92
1373;Totaal mannen en vrouwen;12 jaar;2020;6e-05;99532.0;6.0;70.26
1374;Totaal mannen en vrouwen;12 jaar;2016 tot 2021;8e-05;99547.0;8.0;70.56
1375;Totaal mannen en vrouwen;12 jaar;2021;6e-05;99581.0;6.0;70.19
1376;Totaal mannen en vrouwen;12 jaar;2022;5e-05;99565.0;5.0;70.46
1377;Totaal mannen en vrouwen;12 jaar;2023;6e-05;99542.0;6.0;70.71
1378;Totaal mannen en vrouwen;13 jaar;1861 tot 1866;;;;
1379;Totaal mannen en vrouwen;13 jaar;1866 tot 1871;;;;
1380;Totaal mannen en vrouwen;13 jaar;1871 tot 1876;;;;
1381;Totaal mannen en vrouwen;13 jaar;1876 tot 1881;;;;
1382;Totaal mannen en vrouwen;13 jaar;1881 tot 1886;;;;
1383;Totaal mannen en vrouwen;13 jaar;1886 tot 1891;;;;
1384;Totaal mannen en vrouwen;13 jaar;1891 tot 1896;;;;
1385;Totaal mannen en vrouwen;13 jaar;1896 tot 1901;;;;
1386;Totaal mannen en vrouwen;13 jaar;1901 tot 1906;;;;
1387;Totaal mannen en vrouwen;13 jaar;1906 tot 1911;;;;
1388;Totaal mannen en vrouwen;13 jaar;1911 tot 1916;;;;
1389;Totaal mannen en vrouwen;13 jaar;1916 tot 1921;;;;
1390;Totaal mannen en vrouwen;13 jaar;1921 tot 1926;;;;
1391;Totaal mannen en vrouwen;13 jaar;1926 tot 1931;;;;
1392;Totaal mannen en vrouwen;13 jaar;1931 tot 1936;;;;
1393;Totaal mannen en vrouwen;13 jaar;1936 tot 1941;;;;
1394;Totaal mannen en vrouwen;13 jaar;1941 tot 1946;;;;
1395;Totaal mannen en vrouwen;13 jaar;1950;0.00043;96301.0;42.0;61.61
1396;Totaal mannen en vrouwen;13 jaar;1946 tot 1951;;;;
1397;Totaal mannen en vrouwen;13 jaar;1951;0.00054;96258.0;52.0;61.7
1398;Totaal mannen en vrouwen;13 jaar;1952;0.00044;96603.0;43.0;62.1
1399;Totaal mannen en vrouwen;13 jaar;1953;0.00055;96507.0;53.0;61.71
1400;Totaal mannen en vrouwen;13 jaar;1954;0.00039;96865.0;38.0;62.17
1401;Totaal mannen en vrouwen;13 jaar;1955;0.00041;96992.0;40.0;62.19
1402;Totaal mannen en vrouwen;13 jaar;1951 tot 1956;0.00046;96645.0;45.0;61.98
1403;Totaal mannen en vrouwen;13 jaar;1956;0.00035;97158.0;34.0;62.1
1404;Totaal mannen en vrouwen;13 jaar;1957;0.00041;97301.0;40.0;62.44
1405;Totaal mannen en vrouwen;13 jaar;1958;0.00033;97352.0;33.0;62.58
1406;Totaal mannen en vrouwen;13 jaar;1959;0.00035;97289.0;34.0;62.66
1407;Totaal mannen en vrouwen;13 jaar;1960;0.00034;97434.0;34.0;62.71
1408;Totaal mannen en vrouwen;13 jaar;1956 tot 1961;0.00036;97307.0;35.0;62.5
1409;Totaal mannen en vrouwen;13 jaar;1961;0.00035;97579.0;34.0;62.85
1410;Totaal mannen en vrouwen;13 jaar;1962;0.00037;97562.0;36.0;62.5
1411;Totaal mannen en vrouwen;13 jaar;1963;0.00035;97710.0;34.0;62.52
1412;Totaal mannen en vrouwen;13 jaar;1964;0.00038;97791.0;37.0;62.85
1413;Totaal mannen en vrouwen;13 jaar;1965;0.00032;97884.0;31.0;62.63
1414;Totaal mannen en vrouwen;13 jaar;1961 tot 1966;0.00035;97707.0;34.0;62.67
1415;Totaal mannen en vrouwen;13 jaar;1966;0.00033;97835.0;32.0;62.62
1416;Totaal mannen en vrouwen;13 jaar;1967;0.00041;97985.0;41.0;62.8
1417;Totaal mannen en vrouwen;13 jaar;1968;0.00036;97987.0;36.0;62.6
1418;Totaal mannen en vrouwen;13 jaar;1969;0.00032;98006.0;31.0;62.52
1419;Totaal mannen en vrouwen;13 jaar;1970;0.00037;98107.0;37.0;62.48
1420;Totaal mannen en vrouwen;13 jaar;1966 tot 1971;0.00036;97984.0;35.0;62.6
1421;Totaal mannen en vrouwen;13 jaar;1971;0.00033;98170.0;33.0;62.67
1422;Totaal mannen en vrouwen;13 jaar;1972;0.00038;98241.0;37.0;62.53
1423;Totaal mannen en vrouwen;13 jaar;1973;0.00031;98286.0;31.0;62.94
1424;Totaal mannen en vrouwen;13 jaar;1974;0.00029;98342.0;29.0;63.31
1425;Totaal mannen en vrouwen;13 jaar;1975;0.00031;98435.0;30.0;63.19
1426;Totaal mannen en vrouwen;13 jaar;1971 tot 1976;0.00032;98290.0;32.0;62.93
1427;Totaal mannen en vrouwen;13 jaar;1976;0.00027;98456.0;27.0;63.32
1428;Totaal mannen en vrouwen;13 jaar;1977;0.00029;98602.0;29.0;63.82
1429;Totaal mannen en vrouwen;13 jaar;1978;0.00035;98572.0;34.0;63.75
1430;Totaal mannen en vrouwen;13 jaar;1979;0.00024;98706.0;24.0;64.15
1431;Totaal mannen en vrouwen;13 jaar;1980;0.00019;98734.0;19.0;64.26
1432;Totaal mannen en vrouwen;13 jaar;1976 tot 1981;0.00027;98613.0;27.0;63.87
1433;Totaal mannen en vrouwen;13 jaar;1981;0.00028;98775.0;28.0;64.43
1434;Totaal mannen en vrouwen;13 jaar;1982;0.00022;98789.0;21.0;64.48
1435;Totaal mannen en vrouwen;13 jaar;1983;0.00022;98805.0;22.0;64.65
1436;Totaal mannen en vrouwen;13 jaar;1984;0.00024;98829.0;24.0;64.71
1437;Totaal mannen en vrouwen;13 jaar;1985;0.00018;98900.0;18.0;64.72
1438;Totaal mannen en vrouwen;13 jaar;1981 tot 1986;0.00023;98819.0;23.0;64.6
1439;Totaal mannen en vrouwen;13 jaar;1986;0.00021;98899.0;21.0;64.7
1440;Totaal mannen en vrouwen;13 jaar;1987;0.00025;98943.0;25.0;65.12
1441;Totaal mannen en vrouwen;13 jaar;1988;0.00021;99022.0;21.0;65.25
1442;Totaal mannen en vrouwen;13 jaar;1989;0.0002;99033.0;20.0;65.07
1443;Totaal mannen en vrouwen;13 jaar;1990;0.00024;98985.0;24.0;65.29
1444;Totaal mannen en vrouwen;13 jaar;1986 tot 1991;0.00022;98977.0;22.0;65.09
1445;Totaal mannen en vrouwen;13 jaar;1991;0.00023;99071.0;23.0;65.36
1446;Totaal mannen en vrouwen;13 jaar;1992;0.0002;99109.0;20.0;65.54
1447;Totaal mannen en vrouwen;13 jaar;1993;0.00016;99114.0;15.0;65.21
1448;Totaal mannen en vrouwen;13 jaar;1994;0.00015;99203.0;15.0;65.63
1449;Totaal mannen en vrouwen;13 jaar;1995;0.0002;99212.0;20.0;65.65
1450;Totaal mannen en vrouwen;13 jaar;1991 tot 1996;0.00019;99139.0;18.0;65.48
1451;Totaal mannen en vrouwen;13 jaar;1996;0.0002;99209.0;20.0;65.68
1452;Totaal mannen en vrouwen;13 jaar;1997;0.00017;99285.0;17.0;65.99
1453;Totaal mannen en vrouwen;13 jaar;1998;0.00014;99284.0;14.0;66.06
1454;Totaal mannen en vrouwen;13 jaar;1999;0.00017;99277.0;17.0;66.03
1455;Totaal mannen en vrouwen;13 jaar;2000;0.00021;99287.0;21.0;66.18
1456;Totaal mannen en vrouwen;13 jaar;1996 tot 2001;0.00018;99268.0;18.0;65.99
1457;Totaal mannen en vrouwen;13 jaar;2001;0.00016;99271.0;16.0;66.39
1458;Totaal mannen en vrouwen;13 jaar;2002;0.00019;99310.0;19.0;66.45
1459;Totaal mannen en vrouwen;13 jaar;2003;0.00014;99320.0;14.0;66.68
1460;Totaal mannen en vrouwen;13 jaar;2004;0.00012;99398.0;12.0;67.21
1461;Totaal mannen en vrouwen;13 jaar;2005;0.00013;99338.0;13.0;67.5
1462;Totaal mannen en vrouwen;13 jaar;2001 tot 2006;0.00015;99325.0;15.0;66.85
1463;Totaal mannen en vrouwen;13 jaar;2006;0.00011;99396.0;11.0;67.82
1464;Totaal mannen en vrouwen;13 jaar;2007;9e-05;99452.0;9.0;68.18
1465;Totaal mannen en vrouwen;13 jaar;2008;0.00013;99484.0;13.0;68.29
1466;Totaal mannen en vrouwen;13 jaar;2009;0.00011;99478.0;11.0;68.58
1467;Totaal mannen en vrouwen;13 jaar;2010;0.0001;99491.0;10.0;68.73
1468;Totaal mannen en vrouwen;13 jaar;2006 tot 2011;0.00011;99458.0;11.0;68.32
1469;Totaal mannen en vrouwen;13 jaar;2011;0.00013;99522.0;13.0;68.97
1470;Totaal mannen en vrouwen;13 jaar;2012;0.00013;99495.0;13.0;68.96
1471;Totaal mannen en vrouwen;13 jaar;2013;9e-05;99516.0;9.0;69.17
1472;Totaal mannen en vrouwen;13 jaar;2014;0.00013;99523.0;13.0;69.53
1473;Totaal mannen en vrouwen;13 jaar;2015;7e-05;99566.0;7.0;69.33
1474;Totaal mannen en vrouwen;13 jaar;2011 tot 2016;0.00011;99526.0;11.0;69.19
1475;Totaal mannen en vrouwen;13 jaar;2016;5e-05;99542.0;5.0;69.41
1476;Totaal mannen en vrouwen;13 jaar;2017;0.00011;99532.0;11.0;69.6
1477;Totaal mannen en vrouwen;13 jaar;2018;7e-05;99552.0;7.0;69.64
1478;Totaal mannen en vrouwen;13 jaar;2019;7e-05;99539.0;7.0;69.92
1479;Totaal mannen en vrouwen;13 jaar;2020;9e-05;99526.0;8.0;69.26
1480;Totaal mannen en vrouwen;13 jaar;2016 tot 2021;8e-05;99539.0;8.0;69.56
1481;Totaal mannen en vrouwen;13 jaar;2021;9e-05;99575.0;9.0;69.19
1482;Totaal mannen en vrouwen;13 jaar;2022;0.00012;99560.0;12.0;69.46
1483;Totaal mannen en vrouwen;13 jaar;2023;0.0001;99536.0;10.0;69.71
1484;Totaal mannen en vrouwen;14 jaar;1861 tot 1866;;;;
1485;Totaal mannen en vrouwen;14 jaar;1866 tot 1871;;;;
1486;Totaal mannen en vrouwen;14 jaar;1871 tot 1876;;;;
1487;Totaal mannen en vrouwen;14 jaar;1876 tot 1881;;;;
1488;Totaal mannen en vrouwen;14 jaar;1881 tot 1886;;;;
1489;Totaal mannen en vrouwen;14 jaar;1886 tot 1891;;;;
1490;Totaal mannen en vrouwen;14 jaar;1891 tot 1896;;;;
1491;Totaal mannen en vrouwen;14 jaar;1896 tot 1901;;;;
1492;Totaal mannen en vrouwen;14 jaar;1901 tot 1906;;;;
1493;Totaal mannen en vrouwen;14 jaar;1906 tot 1911;;;;
1494;Totaal mannen en vrouwen;14 jaar;1911 tot 1916;;;;
1495;Totaal mannen en vrouwen;14 jaar;1916 tot 1921;;;;
1496;Totaal mannen en vrouwen;14 jaar;1921 tot 1926;;;;
1497;Totaal mannen en vrouwen;14 jaar;1926 tot 1931;;;;
1498;Totaal mannen en vrouwen;14 jaar;1931 tot 1936;;;;
1499;Totaal mannen en vrouwen;14 jaar;1936 tot 1941;;;;
1500;Totaal mannen en vrouwen;14 jaar;1941 tot 1946;;;;
1501;Totaal mannen en vrouwen;14 jaar;1950;0.00043;96259.0;41.0;60.64
1502;Totaal mannen en vrouwen;14 jaar;1946 tot 1951;;;;
1503;Totaal mannen en vrouwen;14 jaar;1951;0.00056;96206.0;53.0;60.73
1504;Totaal mannen en vrouwen;14 jaar;1952;0.00053;96560.0;51.0;61.13
1505;Totaal mannen en vrouwen;14 jaar;1953;0.00065;96454.0;63.0;60.74
1506;Totaal mannen en vrouwen;14 jaar;1954;0.00036;96827.0;35.0;61.2
1507;Totaal mannen en vrouwen;14 jaar;1955;0.00055;96952.0;53.0;61.22
1508;Totaal mannen en vrouwen;14 jaar;1951 tot 1956;0.00053;96600.0;51.0;61.0
1509;Totaal mannen en vrouwen;14 jaar;1956;0.00035;97124.0;34.0;61.12
1510;Totaal mannen en vrouwen;14 jaar;1957;0.00049;97261.0;47.0;61.47
1511;Totaal mannen en vrouwen;14 jaar;1958;0.00042;97319.0;41.0;61.6
1512;Totaal mannen en vrouwen;14 jaar;1959;0.00044;97255.0;42.0;61.68
1513;Totaal mannen en vrouwen;14 jaar;1960;0.00027;97400.0;26.0;61.73
1514;Totaal mannen en vrouwen;14 jaar;1956 tot 1961;0.00038;97272.0;37.0;61.53
1515;Totaal mannen en vrouwen;14 jaar;1961;0.00038;97545.0;37.0;61.87
1516;Totaal mannen en vrouwen;14 jaar;1962;0.00036;97526.0;35.0;61.53
1517;Totaal mannen en vrouwen;14 jaar;1963;0.00038;97676.0;37.0;61.55
1518;Totaal mannen en vrouwen;14 jaar;1964;0.00039;97754.0;38.0;61.87
1519;Totaal mannen en vrouwen;14 jaar;1965;0.00038;97853.0;38.0;61.65
1520;Totaal mannen en vrouwen;14 jaar;1961 tot 1966;0.00038;97673.0;37.0;61.69
1521;Totaal mannen en vrouwen;14 jaar;1966;0.0004;97803.0;39.0;61.64
1522;Totaal mannen en vrouwen;14 jaar;1967;0.00043;97944.0;42.0;61.82
1523;Totaal mannen en vrouwen;14 jaar;1968;0.00039;97951.0;38.0;61.62
1524;Totaal mannen en vrouwen;14 jaar;1969;0.00032;97975.0;32.0;61.54
1525;Totaal mannen en vrouwen;14 jaar;1970;0.00037;98070.0;37.0;61.51
1526;Totaal mannen en vrouwen;14 jaar;1966 tot 1971;0.00038;97949.0;38.0;61.63
1527;Totaal mannen en vrouwen;14 jaar;1971;0.00034;98137.0;33.0;61.69
1528;Totaal mannen en vrouwen;14 jaar;1972;0.00041;98204.0;40.0;61.55
1529;Totaal mannen en vrouwen;14 jaar;1973;0.00034;98255.0;34.0;61.96
1530;Totaal mannen en vrouwen;14 jaar;1974;0.00031;98313.0;30.0;62.33
1531;Totaal mannen en vrouwen;14 jaar;1975;0.00028;98405.0;28.0;62.2
1532;Totaal mannen en vrouwen;14 jaar;1971 tot 1976;0.00034;98258.0;33.0;61.95
1533;Totaal mannen en vrouwen;14 jaar;1976;0.00034;98429.0;34.0;62.34
1534;Totaal mannen en vrouwen;14 jaar;1977;0.00029;98573.0;29.0;62.83
1535;Totaal mannen en vrouwen;14 jaar;1978;0.00032;98538.0;32.0;62.77
1536;Totaal mannen en vrouwen;14 jaar;1979;0.00025;98682.0;25.0;63.17
1537;Totaal mannen en vrouwen;14 jaar;1980;0.00022;98715.0;22.0;63.27
1538;Totaal mannen en vrouwen;14 jaar;1976 tot 1981;0.00029;98586.0;28.0;62.88
1539;Totaal mannen en vrouwen;14 jaar;1981;0.00022;98747.0;22.0;63.45
1540;Totaal mannen en vrouwen;14 jaar;1982;0.00031;98768.0;31.0;63.49
1541;Totaal mannen en vrouwen;14 jaar;1983;0.00028;98783.0;27.0;63.67
1542;Totaal mannen en vrouwen;14 jaar;1984;0.00028;98805.0;28.0;63.73
1543;Totaal mannen en vrouwen;14 jaar;1985;0.0002;98882.0;20.0;63.73
1544;Totaal mannen en vrouwen;14 jaar;1981 tot 1986;0.00026;98796.0;26.0;63.61
1545;Totaal mannen en vrouwen;14 jaar;1986;0.00022;98878.0;22.0;63.72
1546;Totaal mannen en vrouwen;14 jaar;1987;0.00021;98918.0;21.0;64.14
1547;Totaal mannen en vrouwen;14 jaar;1988;0.00019;99001.0;19.0;64.26
1548;Totaal mannen en vrouwen;14 jaar;1989;0.00022;99013.0;22.0;64.08
1549;Totaal mannen en vrouwen;14 jaar;1990;0.00021;98961.0;21.0;64.31
1550;Totaal mannen en vrouwen;14 jaar;1986 tot 1991;0.00021;98955.0;21.0;64.1
1551;Totaal mannen en vrouwen;14 jaar;1991;0.00021;99048.0;21.0;64.38
1552;Totaal mannen en vrouwen;14 jaar;1992;0.00024;99089.0;24.0;64.55
1553;Totaal mannen en vrouwen;14 jaar;1993;0.00024;99099.0;24.0;64.22
1554;Totaal mannen en vrouwen;14 jaar;1994;0.0002;99188.0;20.0;64.64
