ID;Vakantiekenmerken;Marges;RegioS;Perioden;TotaalNederlanders_1;PercentageNederlanders_2;TotaalVakanties_3;GemiddeldPerDeelnemer_4;TotaalVakantiedagen_5;GemiddeldPerDeelnemer_6;GemiddeldPerVakantie_7;TotaalOvernachtingen_8;GemiddeldPerDeelnemer_9;GemiddeldPerVakantie_10;TotaalVakantieUitgaven_11;GemiddeldPerDeelnemer_12;GemiddeldPerPersoonPerVakantie_13;GemiddeldPerPersoonPerVakantiedag_14
2724;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Flevoland (CR);2021;;;;;;;;;;;;;;
2725;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Flevoland (CR);2022;;;;;;;;;;;;;;
2726;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Flevoland (CR);2023;;;;;;;;;;;;;;
2727;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;COROP-gebied onbekend (CR);2021;117.0;0.8;125.0;1.0;563.0;4.3;;431.0;3.2;;45.0;339.0;;
2728;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;COROP-gebied onbekend (CR);2022;98.0;0.7;106.0;1.0;354.0;3.2;;236.0;2.1;;29.0;261.0;;
2729;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;COROP-gebied onbekend (CR);2023;74.0;0.5;80.0;1.0;324.0;3.9;;237.0;2.8;;29.0;334.0;;
2730;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Waddeneilanden (TR);2021;245.0;1.7;266.0;1.0;1235.0;4.6;;950.0;3.5;;117.0;440.0;;
2731;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Waddeneilanden (TR);2022;223.0;1.5;247.0;1.1;1029.0;4.2;;768.0;3.1;;96.0;398.0;;
2732;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Waddeneilanden (TR);2023;213.0;1.5;233.0;1.0;912.0;3.8;;656.0;2.7;;91.0;384.0;;
2733;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Noordzeebadplaatsen (TR);2021;556.0;3.9;603.0;1.1;2120.0;3.6;;1485.0;2.5;;177.0;300.0;;
2734;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Noordzeebadplaatsen (TR);2022;425.0;2.9;469.0;1.1;1618.0;3.5;;1126.0;2.4;;129.0;281.0;;
2735;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Noordzeebadplaatsen (TR);2023;347.0;2.4;374.0;1.0;1367.0;3.5;;968.0;2.5;;110.0;286.0;;
2736;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;IJsselmeerkust (TR);2021;136.0;1.0;142.0;1.0;430.0;2.9;;282.0;1.8;;33.0;211.0;;
2737;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;IJsselmeerkust (TR);2022;114.0;0.8;118.0;1.0;353.0;2.7;;227.0;1.7;;31.0;241.0;;
2738;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;IJsselmeerkust (TR);2023;112.0;0.8;120.0;1.0;358.0;2.7;;233.0;1.7;;31.0;227.0;;
2739;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Deltagebied (TR);2021;155.0;1.1;158.0;1.0;488.0;2.8;;318.0;1.8;;39.0;226.0;;
2740;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Deltagebied (TR);2022;119.0;0.8;124.0;1.0;387.0;2.8;;250.0;1.8;;30.0;222.0;;
2741;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Deltagebied (TR);2023;98.0;0.7;99.0;1.0;305.0;2.7;;201.0;1.7;;24.0;214.0;;
2742;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Meren in Gron., Fr. en Noordw.-Ov. (TR);2021;58.0;0.4;60.0;1.0;215.0;3.1;;150.0;2.1;;15.0;222.0;;
2743;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Meren in Gron., Fr. en Noordw.-Ov. (TR);2022;58.0;0.4;59.0;1.0;209.0;3.0;;144.0;2.0;;16.0;217.0;;
2744;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Meren in Gron., Fr. en Noordw.-Ov. (TR);2023;34.0;0.2;36.0;1.0;113.0;2.6;;72.0;1.6;;9.0;212.0;;
2745;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Hollands-Utrechtse meren (TR);2021;;;;;;;;;;;;;;
2746;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Hollands-Utrechtse meren (TR);2022;;;;;;;;;;;;;;
2747;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Hollands-Utrechtse meren (TR);2023;;;;;;;;;;;;;;
2748;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Utrechtse Heuvelrug en 't Gooi (TR);2021;125.0;0.9;135.0;1.0;392.0;2.9;;254.0;1.8;;32.0;229.0;;
2749;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Utrechtse Heuvelrug en 't Gooi (TR);2022;125.0;0.9;135.0;1.0;375.0;2.7;;234.0;1.6;;27.0;192.0;;
2750;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Utrechtse Heuvelrug en 't Gooi (TR);2023;122.0;0.9;127.0;1.0;337.0;2.4;;205.0;1.4;;27.0;187.0;;
2751;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Veluwe en Veluwerand (TR);2021;420.0;2.9;450.0;1.0;1425.0;3.2;;961.0;2.1;;110.0;246.0;;
2752;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Veluwe en Veluwerand (TR);2022;336.0;2.3;372.0;1.1;1085.0;3.0;;694.0;1.9;;81.0;226.0;;
2753;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Veluwe en Veluwerand (TR);2023;358.0;2.4;389.0;1.0;1368.0;3.4;;943.0;2.4;;95.0;237.0;;
2754;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Gelders Rivierengebied (TR);2021;60.0;0.4;63.0;1.0;202.0;3.0;;136.0;1.9;;15.0;203.0;;
2755;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Gelders Rivierengebied (TR);2022;31.0;0.2;33.0;1.0;20.0;0.8;;-25.0;-0.2;;8.0;207.0;;
2756;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Gelders Rivierengebied (TR);2023;;;;;;;;;;;;;;
2757;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Achterhoek (TR);2021;134.0;0.9;139.0;1.0;473.0;3.2;;331.0;2.2;;34.0;229.0;;
2758;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Achterhoek (TR);2022;109.0;0.8;115.0;1.0;401.0;3.3;;277.0;2.2;;28.0;231.0;;
2759;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Achterhoek (TR);2023;113.0;0.8;118.0;1.0;365.0;2.8;;242.0;1.8;;26.0;199.0;;
2760;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Twente, Salland en Vechtstreek (TR);2021;262.0;1.8;292.0;1.1;1052.0;3.7;;747.0;2.6;;87.0;308.0;;
2761;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Twente, Salland en Vechtstreek (TR);2022;338.0;2.3;361.0;1.0;1209.0;3.3;;830.0;2.2;;96.0;264.0;;
2762;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Twente, Salland en Vechtstreek (TR);2023;278.0;1.9;297.0;1.0;1111.0;3.6;;787.0;2.5;;80.0;257.0;;
2763;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Groningse, Fr. en Dr. Zandgronden (TR);2021;247.0;1.7;275.0;1.1;961.0;3.6;;680.0;2.5;;79.0;293.0;;
2764;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Groningse, Fr. en Dr. Zandgronden (TR);2022;213.0;1.5;230.0;1.0;756.0;3.2;;513.0;2.2;;56.0;238.0;;
2765;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Groningse, Fr. en Dr. Zandgronden (TR);2023;185.0;1.3;199.0;1.0;768.0;3.7;;555.0;2.6;;53.0;256.0;;
2766;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;West- en Midden-Brabant (TR);2021;310.0;2.2;341.0;1.1;993.0;2.9;;614.0;1.8;;82.0;243.0;;
2767;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;West- en Midden-Brabant (TR);2022;283.0;2.0;310.0;1.1;851.0;2.8;;531.0;1.7;;64.0;209.0;;
2768;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;West- en Midden-Brabant (TR);2023;304.0;2.1;322.0;1.0;828.0;2.5;;497.0;1.5;;67.0;200.0;;
2769;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Oost-Br., N.- en Midden-L., Nijm. (TR);2021;326.0;2.3;353.0;1.0;1118.0;3.1;;740.0;2.0;;82.0;230.0;;
2770;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Oost-Br., N.- en Midden-L., Nijm. (TR);2022;259.0;1.8;281.0;1.0;903.0;3.1;;602.0;2.1;;68.0;238.0;;
2771;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Oost-Br., N.- en Midden-L., Nijm. (TR);2023;246.0;1.7;260.0;1.0;872.0;3.0;;584.0;2.0;;71.0;249.0;;
2772;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Zuid-Limburg (TR);2021;468.0;3.2;497.0;1.0;1732.0;3.5;;1227.0;2.5;;151.0;305.0;;
2773;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Zuid-Limburg (TR);2022;408.0;2.8;437.0;1.0;1762.0;4.0;;1295.0;2.9;;138.0;311.0;;
2774;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Zuid-Limburg (TR);2023;435.0;3.0;450.0;1.0;1579.0;3.3;;1099.0;2.2;;135.0;286.0;;
2775;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;4 grote steden excl. Noordzeebadpl. (TR);2021;465.0;3.2;504.0;1.0;1342.0;2.7;;830.0;1.7;;119.0;239.0;;
2776;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;4 grote steden excl. Noordzeebadpl. (TR);2022;412.0;2.8;452.0;1.1;1244.0;2.8;;756.0;1.7;;109.0;245.0;;
2777;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;4 grote steden excl. Noordzeebadpl. (TR);2023;422.0;2.9;487.0;1.1;1194.0;2.6;;685.0;1.5;;117.0;250.0;;
2778;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Overig Nederland (TR);2021;601.0;4.2;674.0;1.1;2175.0;3.4;;1484.0;2.3;;173.0;272.0;;
2779;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Overig Nederland (TR);2022;508.0;3.5;558.0;1.1;1747.0;3.2;;1152.0;2.1;;131.0;241.0;;
2780;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Overig Nederland (TR);2023;489.0;3.3;536.0;1.1;1526.0;2.8;;971.0;1.8;;123.0;230.0;;
2781;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Toeristengebied onbekend (TR);2021;117.0;0.8;125.0;1.0;563.0;4.3;;431.0;3.2;;45.0;339.0;;
2782;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Toeristengebied onbekend (TR);2022;98.0;0.7;106.0;1.0;354.0;3.2;;236.0;2.1;;29.0;261.0;;
2783;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Toeristengebied onbekend (TR);2023;74.0;0.5;80.0;1.0;324.0;3.9;;237.0;2.8;;29.0;334.0;;
2784;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Kust (TG);2021;808.0;5.6;903.0;1.1;3585.0;4.2;;2645.0;3.1;;312.0;366.0;;
2785;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Kust (TG);2022;657.0;4.5;746.0;1.1;2806.0;4.0;;2033.0;2.9;;238.0;341.0;;
2786;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Kust (TG);2023;587.0;4.0;649.0;1.1;2487.0;3.9;;1804.0;2.8;;217.0;342.0;;
2787;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Watersportgebieden (TG);2021;407.0;2.8;437.0;1.0;1427.0;3.3;;976.0;2.2;;110.0;251.0;;
2788;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Watersportgebieden (TG);2022;340.0;2.3;363.0;1.0;1153.0;3.1;;773.0;2.1;;94.0;254.0;;
2789;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Watersportgebieden (TG);2023;302.0;2.1;322.0;1.0;995.0;3.0;;661.0;1.9;;85.0;255.0;;
2790;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Bos en Heide Midden-Nederland (TG);2021;762.0;5.3;857.0;1.1;2735.0;3.4;;1862.0;2.3;;210.0;262.0;;
2791;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Bos en Heide Midden-Nederland (TG);2022;623.0;4.3;716.0;1.1;2222.0;3.3;;1470.0;2.2;;162.0;246.0;;
2792;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Bos en Heide Midden-Nederland (TG);2023;653.0;4.4;733.0;1.1;2384.0;3.4;;1600.0;2.2;;174.0;245.0;;
2793;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Bos en Heide Noordoost-Nederland (TG);2021;518.0;3.6;595.0;1.1;2118.0;3.9;;1509.0;2.7;;174.0;318.0;;
2794;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Bos en Heide Noordoost-Nederland (TG);2022;550.0;3.8;615.0;1.1;2076.0;3.6;;1439.0;2.4;;159.0;272.0;;
2795;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Bos en Heide Noordoost-Nederland (TG);2023;471.0;3.2;522.0;1.1;2050.0;4.0;;1495.0;2.9;;143.0;279.0;;
2796;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Bos en Heide Zuid-Nederland (TG);2021;1104.0;7.6;1265.0;1.1;4275.0;3.7;;2954.0;2.5;;338.0;293.0;;
2797;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Bos en Heide Zuid-Nederland (TG);2022;943.0;6.5;1093.0;1.1;3827.0;3.8;;2687.0;2.7;;289.0;289.0;;
2798;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Bos en Heide Zuid-Nederland (TG);2023;1011.0;6.9;1123.0;1.1;3660.0;3.4;;2489.0;2.3;;304.0;281.0;;
2799;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Overig Nederland (TG);2021;1050.0;7.3;1222.0;1.1;3660.0;3.3;;2418.0;2.2;;306.0;278.0;;
2800;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Overig Nederland (TG);2022;919.0;6.3;1050.0;1.1;3274.0;3.4;;2171.0;2.2;;255.0;263.0;;
2801;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Overig Nederland (TG);2023;905.0;6.2;1076.0;1.1;2903.0;3.0;;1797.0;1.8;;257.0;263.0;;
2802;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Toeristengebied (groep) onbekend (TG);2021;117.0;0.8;125.0;1.0;563.0;4.3;;431.0;3.2;;45.0;339.0;;
2803;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Toeristengebied (groep) onbekend (TG);2022;98.0;0.7;106.0;1.0;354.0;3.2;;236.0;2.1;;29.0;261.0;;
2804;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;Toeristengebied (groep) onbekend (TG);2023;74.0;0.5;80.0;1.0;324.0;3.9;;237.0;2.8;;29.0;334.0;;
2805;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Nederland;2021;4125.0;28.4;6248.0;1.5;22185.0;5.5;;16024.0;4.0;;1770.0;440.0;;
2806;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Nederland;2022;3679.0;25.1;5416.0;1.5;19736.0;5.5;;14421.0;4.0;;1484.0;415.0;;
2807;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Nederland;2023;3776.0;25.4;5512.0;1.5;19380.0;5.3;;13975.0;3.9;;1553.0;427.0;;
2808;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Noord-Nederland (LD);2021;815.0;5.6;949.0;1.2;3863.0;5.0;;2943.0;3.9;;314.0;407.0;;
2809;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Noord-Nederland (LD);2022;737.0;5.1;849.0;1.2;3427.0;5.0;;2613.0;3.8;;252.0;362.0;;
2810;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Noord-Nederland (LD);2023;819.0;5.6;918.0;1.2;3482.0;4.6;;2596.0;3.4;;275.0;360.0;;
2811;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Oost-Nederland (LD);2021;1263.0;8.7;1460.0;1.2;4917.0;4.1;;3478.0;2.9;;383.0;316.0;;
2812;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Oost-Nederland (LD);2022;1176.0;8.1;1387.0;1.2;5039.0;4.5;;3695.0;3.3;;355.0;316.0;;
2813;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Oost-Nederland (LD);2023;1179.0;8.0;1383.0;1.2;5797.0;5.3;;4472.0;4.1;;383.0;346.0;;
2814;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;West-Nederland (LD);2021;2027.0;14.0;2510.0;1.3;8382.0;4.3;;5917.0;3.0;;703.0;359.0;;
2815;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;West-Nederland (LD);2022;1721.0;11.8;2102.0;1.2;7408.0;4.5;;5366.0;3.3;;574.0;348.0;;
2816;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;West-Nederland (LD);2023;1706.0;11.5;2144.0;1.3;6691.0;4.2;;4591.0;2.9;;602.0;375.0;;
2817;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Zuid-Nederland (LD);2021;1182.0;8.2;1358.0;1.2;5254.0;4.7;;3949.0;3.6;;375.0;331.0;;
2818;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Zuid-Nederland (LD);2022;1023.0;7.0;1217.0;1.2;4747.0;4.9;;3576.0;3.7;;358.0;372.0;;
2819;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Zuid-Nederland (LD);2023;1165.0;7.9;1284.0;1.1;4419.0;4.1;;3181.0;3.0;;369.0;338.0;;
2820;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Landsdeel onbekend (LD);2021;176.0;1.2;188.0;1.1;885.0;5.6;;704.0;4.5;;73.0;467.0;;
2821;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Landsdeel onbekend (LD);2022;;;;;;;;;;;;;;
2822;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Landsdeel onbekend (LD);2023;;;;;;;;;;;;;;
2823;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Groningen (PV);2021;203.0;1.4;214.0;1.1;731.0;4.0;;523.0;2.9;;60.0;325.0;;
2824;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Groningen (PV);2022;156.0;1.1;164.0;1.1;571.0;4.1;;415.0;3.1;;45.0;319.0;;
2825;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Groningen (PV);2023;231.0;1.6;242.0;1.1;777.0;3.9;;546.0;2.8;;58.0;291.0;;
2826;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Fryslân (PV);2021;439.0;3.0;479.0;1.1;2261.0;5.6;;1804.0;4.5;;186.0;459.0;;
2827;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Fryslân (PV);2022;415.0;2.9;459.0;1.1;2112.0;5.5;;1679.0;4.4;;155.0;404.0;;
2828;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Fryslân (PV);2023;438.0;3.0;483.0;1.1;1844.0;4.6;;1386.0;3.5;;160.0;400.0;;
2829;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Drenthe (PV);2021;276.0;1.9;307.0;1.2;1097.0;4.3;;795.0;3.1;;87.0;342.0;;
2830;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Drenthe (PV);2022;254.0;1.8;271.0;1.1;970.0;4.2;;712.0;3.1;;68.0;292.0;;
2831;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Drenthe (PV);2023;243.0;1.7;256.0;1.1;1149.0;5.4;;907.0;4.3;;77.0;355.0;;
2832;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Overijssel (PV);2021;382.0;2.6;432.0;1.2;1585.0;4.5;;1165.0;3.3;;130.0;364.0;;
2833;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Overijssel (PV);2022;476.0;3.3;506.0;1.1;1871.0;4.2;;1384.0;3.2;;142.0;321.0;;
2834;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Overijssel (PV);2023;414.0;2.8;442.0;1.1;2119.0;5.7;;1705.0;4.6;;130.0;347.0;;
2835;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Flevoland (PV);2021;;;;;;;;;;;;;;
2836;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Flevoland (PV);2022;;;;;;;;;;;;;;
2837;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Flevoland (PV);2023;;;;;;;;;;;;;;
2838;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Gelderland (PV);2021;924.0;6.4;1028.0;1.1;3371.0;3.8;;2359.0;2.7;;256.0;292.0;;
2839;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Gelderland (PV);2022;764.0;5.2;869.0;1.2;3225.0;4.5;;2392.0;3.4;;213.0;294.0;;
2840;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Gelderland (PV);2023;848.0;5.8;933.0;1.1;3857.0;4.9;;2971.0;3.8;;253.0;323.0;;
2841;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Utrecht (PV);2021;332.0;2.3;372.0;1.2;1094.0;3.5;;727.0;2.4;;91.0;294.0;;
2842;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Utrecht (PV);2022;329.0;2.3;362.0;1.1;1204.0;4.1;;867.0;3.0;;78.0;259.0;;
2843;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Utrecht (PV);2023;359.0;2.5;389.0;1.1;1018.0;3.1;;636.0;2.0;;105.0;328.0;;
2844;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Noord-Holland (PV);2021;902.0;6.2;1007.0;1.1;3474.0;4.1;;2492.0;2.9;;305.0;358.0;;
2845;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Noord-Holland (PV);2022;746.0;5.1;853.0;1.2;3380.0;4.8;;2560.0;3.7;;269.0;384.0;;
2846;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Noord-Holland (PV);2023;728.0;4.9;882.0;1.3;2897.0;4.4;;2043.0;3.1;;277.0;419.0;;
2847;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Zuid-Holland (PV);2021;751.0;5.2;849.0;1.2;2671.0;3.8;;1848.0;2.6;;211.0;297.0;;
2848;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Zuid-Holland (PV);2022;656.0;4.5;708.0;1.1;2400.0;3.9;;1728.0;2.9;;171.0;279.0;;
2849;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Zuid-Holland (PV);2023;676.0;4.6;735.0;1.1;2257.0;3.7;;1550.0;2.6;;175.0;284.0;;
2850;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Zeeland (PV);2021;392.0;2.7;412.0;1.1;1696.0;4.7;;1304.0;3.7;;140.0;385.0;;
2851;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Zeeland (PV);2022;263.0;1.8;284.0;1.1;1048.0;4.4;;779.0;3.3;;93.0;391.0;;
2852;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Zeeland (PV);2023;274.0;1.9;283.0;1.1;1057.0;4.2;;781.0;3.2;;95.0;391.0;;
2853;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Noord-Brabant (PV);2021;535.0;3.7;605.0;1.2;2715.0;5.6;;2152.0;4.5;;149.0;300.0;;
2854;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Noord-Brabant (PV);2022;476.0;3.3;545.0;1.2;1544.0;3.4;;1009.0;2.3;;117.0;263.0;;
2855;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Noord-Brabant (PV);2023;554.0;3.8;592.0;1.1;1837.0;3.7;;1278.0;2.6;;144.0;287.0;;
2856;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Limburg (PV);2021;734.0;5.1;794.0;1.1;2752.0;3.9;;1967.0;2.8;;239.0;342.0;;
2857;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Limburg (PV);2022;646.0;4.4;706.0;1.1;3344.0;5.6;;2673.0;4.5;;250.0;416.0;;
2858;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Limburg (PV);2023;699.0;4.7;742.0;1.1;2801.0;4.4;;2092.0;3.3;;241.0;374.0;;
2859;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Provincie onbekend (PV);2021;176.0;1.2;188.0;1.1;885.0;5.6;;704.0;4.5;;73.0;467.0;;
2860;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Provincie onbekend (PV);2022;;;;;;;;;;;;;;
2861;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Provincie onbekend (PV);2023;;;;;;;;;;;;;;
2862;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Oost-Groningen (CR);2021;;;;;;;;;;;;;;
2863;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Oost-Groningen (CR);2022;;;;;;;;;;;;;;
2864;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Oost-Groningen (CR);2023;;;;;;;;;;;;;;
2865;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Delfzijl en omgeving (CR);2021;;;;;;;;;;;;;;
2866;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Delfzijl en omgeving (CR);2022;;;;;;;;;;;;;;
2867;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Delfzijl en omgeving (CR);2023;;;;;;;;;;;;;;
2868;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Overig Groningen (CR);2021;159.0;1.1;168.0;1.1;563.0;4.0;;400.0;2.9;;44.0;312.0;;
2869;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Overig Groningen (CR);2022;130.0;0.9;139.0;1.1;429.0;3.6;;294.0;2.6;;38.0;326.0;;
2870;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Overig Groningen (CR);2023;184.0;1.3;190.0;1.1;587.0;3.8;;407.0;2.7;;43.0;277.0;;
2871;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Noord-Friesland (CR);2021;293.0;2.0;320.0;1.1;1727.0;6.5;;1426.0;5.4;;143.0;532.0;;
2872;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;Noord-Friesland (CR);2022;310.0;2.1;344.0;1.2;1716.0;6.1;;1396.0;5.0;;125.0;441.0;;
