ID;Afvalsoort;RegioS;Perioden;HoeveelheidHuishoudelijkAfval_1
1851;Totaal huishoudelijk afval;Boxtel;2012;599.1
1852;Totaal huishoudelijk afval;Boxtel;2013;562.7
1853;Totaal huishoudelijk afval;Boxtel;2014;540.7
1854;Totaal huishoudelijk afval;Boxtel;2015;554.0
1855;Totaal huishoudelijk afval;Boxtel;2016;536.3
1856;Totaal huishoudelijk afval;Boxtel;2017;538.8
1857;Totaal huishoudelijk afval;Boxtel;2018;550.8
1858;Totaal huishoudelijk afval;Boxtel;2019;523.5
1859;Totaal huishoudelijk afval;Boxtel;2020;531.1
1860;Totaal huishoudelijk afval;Boxtel;2021;
1861;Totaal huishoudelijk afval;Boxtel;2022;424.6
1862;Totaal huishoudelijk afval;Boxtel;2023;462.1
1863;Totaal huishoudelijk afval;Breda;2001;612.2
1864;Totaal huishoudelijk afval;Breda;2002;643.7
1865;Totaal huishoudelijk afval;Breda;2003;650.6
1866;Totaal huishoudelijk afval;Breda;2004;
1867;Totaal huishoudelijk afval;Breda;2005;678.5
1868;Totaal huishoudelijk afval;Breda;2006;654.0
1869;Totaal huishoudelijk afval;Breda;2007;681.7
1870;Totaal huishoudelijk afval;Breda;2008;657.7
1871;Totaal huishoudelijk afval;Breda;2009;614.6
1872;Totaal huishoudelijk afval;Breda;2010;581.5
1873;Totaal huishoudelijk afval;Breda;2011;567.2
1874;Totaal huishoudelijk afval;Breda;2012;503.8
1875;Totaal huishoudelijk afval;Breda;2013;475.3
1876;Totaal huishoudelijk afval;Breda;2014;459.3
1877;Totaal huishoudelijk afval;Breda;2015;472.6
1878;Totaal huishoudelijk afval;Breda;2016;494.6
1879;Totaal huishoudelijk afval;Breda;2017;494.6
1880;Totaal huishoudelijk afval;Breda;2018;464.9
1881;Totaal huishoudelijk afval;Breda;2019;485.8
1882;Totaal huishoudelijk afval;Breda;2020;541.5
1883;Totaal huishoudelijk afval;Breda;2021;521.2
1884;Totaal huishoudelijk afval;Breda;2022;476.0
1885;Totaal huishoudelijk afval;Breda;2023;469.6
1886;Totaal huishoudelijk afval;Breukelen;2001;578.7
1887;Totaal huishoudelijk afval;Breukelen;2002;565.6
1888;Totaal huishoudelijk afval;Breukelen;2003;679.2
1889;Totaal huishoudelijk afval;Breukelen;2004;650.7
1890;Totaal huishoudelijk afval;Breukelen;2005;606.5
1891;Totaal huishoudelijk afval;Breukelen;2006;541.5
1892;Totaal huishoudelijk afval;Breukelen;2007;608.8
1893;Totaal huishoudelijk afval;Breukelen;2008;601.2
1894;Totaal huishoudelijk afval;Breukelen;2009;583.3
1895;Totaal huishoudelijk afval;Breukelen;2010;
1896;Totaal huishoudelijk afval;Breukelen;2011;
1897;Totaal huishoudelijk afval;Breukelen;2012;
1898;Totaal huishoudelijk afval;Breukelen;2013;
1899;Totaal huishoudelijk afval;Breukelen;2014;
1900;Totaal huishoudelijk afval;Breukelen;2015;
1901;Totaal huishoudelijk afval;Breukelen;2016;
1902;Totaal huishoudelijk afval;Breukelen;2017;
1903;Totaal huishoudelijk afval;Breukelen;2018;
1904;Totaal huishoudelijk afval;Breukelen;2019;
1905;Totaal huishoudelijk afval;Breukelen;2020;
1906;Totaal huishoudelijk afval;Breukelen;2021;
1907;Totaal huishoudelijk afval;Breukelen;2022;
1908;Totaal huishoudelijk afval;Breukelen;2023;
1909;Totaal huishoudelijk afval;Brielle;2001;605.2
1910;Totaal huishoudelijk afval;Brielle;2002;633.0
1911;Totaal huishoudelijk afval;Brielle;2003;
1912;Totaal huishoudelijk afval;Brielle;2004;636.3
1913;Totaal huishoudelijk afval;Brielle;2005;651.3
1914;Totaal huishoudelijk afval;Brielle;2006;619.6
1915;Totaal huishoudelijk afval;Brielle;2007;678.9
1916;Totaal huishoudelijk afval;Brielle;2008;665.4
1917;Totaal huishoudelijk afval;Brielle;2009;730.4
1918;Totaal huishoudelijk afval;Brielle;2010;631.3
1919;Totaal huishoudelijk afval;Brielle;2011;622.4
1920;Totaal huishoudelijk afval;Brielle;2012;549.9
1921;Totaal huishoudelijk afval;Brielle;2013;578.0
1922;Totaal huishoudelijk afval;Brielle;2014;581.1
1923;Totaal huishoudelijk afval;Brielle;2015;590.2
1924;Totaal huishoudelijk afval;Brielle;2016;593.8
1925;Totaal huishoudelijk afval;Brielle;2017;551.9
1926;Totaal huishoudelijk afval;Brielle;2018;583.6
1927;Totaal huishoudelijk afval;Brielle;2019;532.0
1928;Totaal huishoudelijk afval;Brielle;2020;593.1
1929;Totaal huishoudelijk afval;Brielle;2021;581.8
1930;Totaal huishoudelijk afval;Brielle;2022;520.0
1931;Totaal huishoudelijk afval;Brielle;2023;
1932;Totaal huishoudelijk afval;Bronckhorst;2001;
1933;Totaal huishoudelijk afval;Bronckhorst;2002;
1934;Totaal huishoudelijk afval;Bronckhorst;2003;
1935;Totaal huishoudelijk afval;Bronckhorst;2004;
1936;Totaal huishoudelijk afval;Bronckhorst;2005;693.6
1937;Totaal huishoudelijk afval;Bronckhorst;2006;566.3
1938;Totaal huishoudelijk afval;Bronckhorst;2007;531.1
1939;Totaal huishoudelijk afval;Bronckhorst;2008;554.4
1940;Totaal huishoudelijk afval;Bronckhorst;2009;
1941;Totaal huishoudelijk afval;Bronckhorst;2010;500.5
1942;Totaal huishoudelijk afval;Bronckhorst;2011;517.7
1943;Totaal huishoudelijk afval;Bronckhorst;2012;497.0
1944;Totaal huishoudelijk afval;Bronckhorst;2013;395.6
1945;Totaal huishoudelijk afval;Bronckhorst;2014;394.4
1946;Totaal huishoudelijk afval;Bronckhorst;2015;392.3
1947;Totaal huishoudelijk afval;Bronckhorst;2016;394.8
1948;Totaal huishoudelijk afval;Bronckhorst;2017;391.2
1949;Totaal huishoudelijk afval;Bronckhorst;2018;382.6
1950;Totaal huishoudelijk afval;Bronckhorst;2019;385.2
1951;Totaal huishoudelijk afval;Bronckhorst;2020;385.2
1952;Totaal huishoudelijk afval;Bronckhorst;2021;376.0
1953;Totaal huishoudelijk afval;Bronckhorst;2022;344.7
1954;Totaal huishoudelijk afval;Bronckhorst;2023;355.1
1955;Totaal huishoudelijk afval;Brummen;2001;557.9
1956;Totaal huishoudelijk afval;Brummen;2002;453.6
1957;Totaal huishoudelijk afval;Brummen;2003;404.6
1958;Totaal huishoudelijk afval;Brummen;2004;435.4
1959;Totaal huishoudelijk afval;Brummen;2005;440.2
1960;Totaal huishoudelijk afval;Brummen;2006;432.6
1961;Totaal huishoudelijk afval;Brummen;2007;447.9
1962;Totaal huishoudelijk afval;Brummen;2008;442.6
1963;Totaal huishoudelijk afval;Brummen;2009;429.5
1964;Totaal huishoudelijk afval;Brummen;2010;410.9
1965;Totaal huishoudelijk afval;Brummen;2011;411.0
1966;Totaal huishoudelijk afval;Brummen;2012;390.4
1967;Totaal huishoudelijk afval;Brummen;2013;393.7
1968;Totaal huishoudelijk afval;Brummen;2014;389.3
1969;Totaal huishoudelijk afval;Brummen;2015;388.7
1970;Totaal huishoudelijk afval;Brummen;2016;368.6
1971;Totaal huishoudelijk afval;Brummen;2017;381.1
1972;Totaal huishoudelijk afval;Brummen;2018;383.1
1973;Totaal huishoudelijk afval;Brummen;2019;386.9
1974;Totaal huishoudelijk afval;Brummen;2020;410.8
1975;Totaal huishoudelijk afval;Brummen;2021;413.1
1976;Totaal huishoudelijk afval;Brummen;2022;374.0
1977;Totaal huishoudelijk afval;Brummen;2023;369.7
1978;Totaal huishoudelijk afval;Brunssum;2001;599.6
1979;Totaal huishoudelijk afval;Brunssum;2002;604.8
1980;Totaal huishoudelijk afval;Brunssum;2003;586.6
1981;Totaal huishoudelijk afval;Brunssum;2004;592.9
1982;Totaal huishoudelijk afval;Brunssum;2005;567.8
1983;Totaal huishoudelijk afval;Brunssum;2006;543.7
1984;Totaal huishoudelijk afval;Brunssum;2007;561.7
1985;Totaal huishoudelijk afval;Brunssum;2008;570.0
1986;Totaal huishoudelijk afval;Brunssum;2009;509.4
1987;Totaal huishoudelijk afval;Brunssum;2010;488.9
1988;Totaal huishoudelijk afval;Brunssum;2011;501.2
1989;Totaal huishoudelijk afval;Brunssum;2012;488.5
1990;Totaal huishoudelijk afval;Brunssum;2013;469.1
1991;Totaal huishoudelijk afval;Brunssum;2014;471.9
1992;Totaal huishoudelijk afval;Brunssum;2015;484.7
1993;Totaal huishoudelijk afval;Brunssum;2016;499.5
1994;Totaal huishoudelijk afval;Brunssum;2017;479.7
1995;Totaal huishoudelijk afval;Brunssum;2018;474.7
1996;Totaal huishoudelijk afval;Brunssum;2019;490.4
1997;Totaal huishoudelijk afval;Brunssum;2020;529.2
1998;Totaal huishoudelijk afval;Brunssum;2021;
1999;Totaal huishoudelijk afval;Brunssum;2022;478.5
2000;Totaal huishoudelijk afval;Brunssum;2023;
2001;Totaal huishoudelijk afval;Bunnik;2001;577.2
2002;Totaal huishoudelijk afval;Bunnik;2002;582.6
2003;Totaal huishoudelijk afval;Bunnik;2003;548.3
2004;Totaal huishoudelijk afval;Bunnik;2004;594.6
2005;Totaal huishoudelijk afval;Bunnik;2005;578.6
2006;Totaal huishoudelijk afval;Bunnik;2006;572.6
2007;Totaal huishoudelijk afval;Bunnik;2007;610.0
2008;Totaal huishoudelijk afval;Bunnik;2008;614.3
2009;Totaal huishoudelijk afval;Bunnik;2009;588.1
2010;Totaal huishoudelijk afval;Bunnik;2010;585.7
2011;Totaal huishoudelijk afval;Bunnik;2011;628.7
2012;Totaal huishoudelijk afval;Bunnik;2012;603.4
2013;Totaal huishoudelijk afval;Bunnik;2013;574.9
2014;Totaal huishoudelijk afval;Bunnik;2014;594.5
2015;Totaal huishoudelijk afval;Bunnik;2015;591.1
2016;Totaal huishoudelijk afval;Bunnik;2016;596.7
2017;Totaal huishoudelijk afval;Bunnik;2017;563.0
2018;Totaal huishoudelijk afval;Bunnik;2018;567.3
2019;Totaal huishoudelijk afval;Bunnik;2019;571.9
2020;Totaal huishoudelijk afval;Bunnik;2020;596.1
2021;Totaal huishoudelijk afval;Bunnik;2021;552.3
2022;Totaal huishoudelijk afval;Bunnik;2022;480.9
2023;Totaal huishoudelijk afval;Bunnik;2023;450.3
2024;Totaal huishoudelijk afval;Bunschoten;2001;741.3
2025;Totaal huishoudelijk afval;Bunschoten;2002;
2026;Totaal huishoudelijk afval;Bunschoten;2003;
2027;Totaal huishoudelijk afval;Bunschoten;2004;710.2
2028;Totaal huishoudelijk afval;Bunschoten;2005;645.2
2029;Totaal huishoudelijk afval;Bunschoten;2006;
2030;Totaal huishoudelijk afval;Bunschoten;2007;
2031;Totaal huishoudelijk afval;Bunschoten;2008;686.7
2032;Totaal huishoudelijk afval;Bunschoten;2009;680.2
2033;Totaal huishoudelijk afval;Bunschoten;2010;629.9
2034;Totaal huishoudelijk afval;Bunschoten;2011;663.9
2035;Totaal huishoudelijk afval;Bunschoten;2012;692.0
2036;Totaal huishoudelijk afval;Bunschoten;2013;624.3
2037;Totaal huishoudelijk afval;Bunschoten;2014;643.0
2038;Totaal huishoudelijk afval;Bunschoten;2015;
2039;Totaal huishoudelijk afval;Bunschoten;2016;595.0
2040;Totaal huishoudelijk afval;Bunschoten;2017;
2041;Totaal huishoudelijk afval;Bunschoten;2018;
2042;Totaal huishoudelijk afval;Bunschoten;2019;
2043;Totaal huishoudelijk afval;Bunschoten;2020;563.2
2044;Totaal huishoudelijk afval;Bunschoten;2021;
2045;Totaal huishoudelijk afval;Bunschoten;2022;
2046;Totaal huishoudelijk afval;Bunschoten;2023;343.7
2047;Totaal huishoudelijk afval;Buren;2001;541.0
2048;Totaal huishoudelijk afval;Buren;2002;506.7
2049;Totaal huishoudelijk afval;Buren;2003;494.9
2050;Totaal huishoudelijk afval;Buren;2004;524.2
2051;Totaal huishoudelijk afval;Buren;2005;528.7
2052;Totaal huishoudelijk afval;Buren;2006;540.0
2053;Totaal huishoudelijk afval;Buren;2007;541.2
2054;Totaal huishoudelijk afval;Buren;2008;529.8
2055;Totaal huishoudelijk afval;Buren;2009;519.3
2056;Totaal huishoudelijk afval;Buren;2010;518.3
2057;Totaal huishoudelijk afval;Buren;2011;558.3
2058;Totaal huishoudelijk afval;Buren;2012;553.5
2059;Totaal huishoudelijk afval;Buren;2013;499.2
2060;Totaal huishoudelijk afval;Buren;2014;470.2
2061;Totaal huishoudelijk afval;Buren;2015;479.7
2062;Totaal huishoudelijk afval;Buren;2016;489.2
2063;Totaal huishoudelijk afval;Buren;2017;498.6
2064;Totaal huishoudelijk afval;Buren;2018;489.5
2065;Totaal huishoudelijk afval;Buren;2019;484.7
2066;Totaal huishoudelijk afval;Buren;2020;506.7
2067;Totaal huishoudelijk afval;Buren;2021;508.1
2068;Totaal huishoudelijk afval;Buren;2022;471.8
2069;Totaal huishoudelijk afval;Buren;2023;464.3
2070;Totaal huishoudelijk afval;Bussum;2001;570.1
2071;Totaal huishoudelijk afval;Bussum;2002;557.3
2072;Totaal huishoudelijk afval;Bussum;2003;557.5
2073;Totaal huishoudelijk afval;Bussum;2004;576.0
2074;Totaal huishoudelijk afval;Bussum;2005;578.8
2075;Totaal huishoudelijk afval;Bussum;2006;581.8
2076;Totaal huishoudelijk afval;Bussum;2007;596.8
2077;Totaal huishoudelijk afval;Bussum;2008;584.4
2078;Totaal huishoudelijk afval;Bussum;2009;564.8
2079;Totaal huishoudelijk afval;Bussum;2010;541.7
2080;Totaal huishoudelijk afval;Bussum;2011;548.3
2081;Totaal huishoudelijk afval;Bussum;2012;532.9
2082;Totaal huishoudelijk afval;Bussum;2013;512.3
2083;Totaal huishoudelijk afval;Bussum;2014;517.6
2084;Totaal huishoudelijk afval;Bussum;2015;511.5
2085;Totaal huishoudelijk afval;Bussum;2016;
2086;Totaal huishoudelijk afval;Bussum;2017;
2087;Totaal huishoudelijk afval;Bussum;2018;
2088;Totaal huishoudelijk afval;Bussum;2019;
2089;Totaal huishoudelijk afval;Bussum;2020;
2090;Totaal huishoudelijk afval;Bussum;2021;
2091;Totaal huishoudelijk afval;Bussum;2022;
2092;Totaal huishoudelijk afval;Bussum;2023;
2093;Totaal huishoudelijk afval;Capelle aan den IJssel;2001;581.7
2094;Totaal huishoudelijk afval;Capelle aan den IJssel;2002;595.6
2095;Totaal huishoudelijk afval;Capelle aan den IJssel;2003;580.5
2096;Totaal huishoudelijk afval;Capelle aan den IJssel;2004;614.3
2097;Totaal huishoudelijk afval;Capelle aan den IJssel;2005;
2098;Totaal huishoudelijk afval;Capelle aan den IJssel;2006;
2099;Totaal huishoudelijk afval;Capelle aan den IJssel;2007;590.3
2100;Totaal huishoudelijk afval;Capelle aan den IJssel;2008;
2101;Totaal huishoudelijk afval;Capelle aan den IJssel;2009;
2102;Totaal huishoudelijk afval;Capelle aan den IJssel;2010;
2103;Totaal huishoudelijk afval;Capelle aan den IJssel;2011;
2104;Totaal huishoudelijk afval;Capelle aan den IJssel;2012;501.7
2105;Totaal huishoudelijk afval;Capelle aan den IJssel;2013;493.2
2106;Totaal huishoudelijk afval;Capelle aan den IJssel;2014;511.7
2107;Totaal huishoudelijk afval;Capelle aan den IJssel;2015;
2108;Totaal huishoudelijk afval;Capelle aan den IJssel;2016;
2109;Totaal huishoudelijk afval;Capelle aan den IJssel;2017;
2110;Totaal huishoudelijk afval;Capelle aan den IJssel;2018;
2111;Totaal huishoudelijk afval;Capelle aan den IJssel;2019;
2112;Totaal huishoudelijk afval;Capelle aan den IJssel;2020;518.0
2113;Totaal huishoudelijk afval;Capelle aan den IJssel;2021;491.5
2114;Totaal huishoudelijk afval;Capelle aan den IJssel;2022;456.6
2115;Totaal huishoudelijk afval;Capelle aan den IJssel;2023;448.3
2116;Totaal huishoudelijk afval;Castricum;2001;655.1
2117;Totaal huishoudelijk afval;Castricum;2002;608.5
2118;Totaal huishoudelijk afval;Castricum;2003;588.8
2119;Totaal huishoudelijk afval;Castricum;2004;579.5
2120;Totaal huishoudelijk afval;Castricum;2005;590.5
2121;Totaal huishoudelijk afval;Castricum;2006;607.0
2122;Totaal huishoudelijk afval;Castricum;2007;594.6
2123;Totaal huishoudelijk afval;Castricum;2008;612.6
2124;Totaal huishoudelijk afval;Castricum;2009;587.6
2125;Totaal huishoudelijk afval;Castricum;2010;568.0
2126;Totaal huishoudelijk afval;Castricum;2011;557.5
2127;Totaal huishoudelijk afval;Castricum;2012;548.0
2128;Totaal huishoudelijk afval;Castricum;2013;528.5
2129;Totaal huishoudelijk afval;Castricum;2014;535.1
2130;Totaal huishoudelijk afval;Castricum;2015;539.6
2131;Totaal huishoudelijk afval;Castricum;2016;539.9
2132;Totaal huishoudelijk afval;Castricum;2017;543.8
2133;Totaal huishoudelijk afval;Castricum;2018;530.8
2134;Totaal huishoudelijk afval;Castricum;2019;519.6
2135;Totaal huishoudelijk afval;Castricum;2020;559.1
2136;Totaal huishoudelijk afval;Castricum;2021;508.1
2137;Totaal huishoudelijk afval;Castricum;2022;476.5
2138;Totaal huishoudelijk afval;Castricum;2023;480.4
2139;Totaal huishoudelijk afval;Coevorden;2001;805.3
2140;Totaal huishoudelijk afval;Coevorden;2002;821.8
2141;Totaal huishoudelijk afval;Coevorden;2003;777.4
2142;Totaal huishoudelijk afval;Coevorden;2004;810.2
2143;Totaal huishoudelijk afval;Coevorden;2005;807.3
2144;Totaal huishoudelijk afval;Coevorden;2006;774.2
2145;Totaal huishoudelijk afval;Coevorden;2007;797.7
2146;Totaal huishoudelijk afval;Coevorden;2008;796.5
2147;Totaal huishoudelijk afval;Coevorden;2009;803.9
2148;Totaal huishoudelijk afval;Coevorden;2010;783.4
2149;Totaal huishoudelijk afval;Coevorden;2011;790.8
2150;Totaal huishoudelijk afval;Coevorden;2012;744.5
2151;Totaal huishoudelijk afval;Coevorden;2013;739.4
2152;Totaal huishoudelijk afval;Coevorden;2014;792.0
2153;Totaal huishoudelijk afval;Coevorden;2015;798.9
2154;Totaal huishoudelijk afval;Coevorden;2016;849.3
2155;Totaal huishoudelijk afval;Coevorden;2017;834.8
2156;Totaal huishoudelijk afval;Coevorden;2018;843.9
2157;Totaal huishoudelijk afval;Coevorden;2019;825.2
2158;Totaal huishoudelijk afval;Coevorden;2020;890.5
2159;Totaal huishoudelijk afval;Coevorden;2021;846.3
2160;Totaal huishoudelijk afval;Coevorden;2022;736.2
2161;Totaal huishoudelijk afval;Coevorden;2023;745.5
2162;Totaal huishoudelijk afval;Cranendonck;2001;513.1
2163;Totaal huishoudelijk afval;Cranendonck;2002;564.5
2164;Totaal huishoudelijk afval;Cranendonck;2003;541.5
2165;Totaal huishoudelijk afval;Cranendonck;2004;583.4
2166;Totaal huishoudelijk afval;Cranendonck;2005;576.0
2167;Totaal huishoudelijk afval;Cranendonck;2006;596.3
2168;Totaal huishoudelijk afval;Cranendonck;2007;
2169;Totaal huishoudelijk afval;Cranendonck;2008;
2170;Totaal huishoudelijk afval;Cranendonck;2009;570.7
2171;Totaal huishoudelijk afval;Cranendonck;2010;535.9
2172;Totaal huishoudelijk afval;Cranendonck;2011;
2173;Totaal huishoudelijk afval;Cranendonck;2012;
2174;Totaal huishoudelijk afval;Cranendonck;2013;541.6
2175;Totaal huishoudelijk afval;Cranendonck;2014;544.1
2176;Totaal huishoudelijk afval;Cranendonck;2015;524.7
2177;Totaal huishoudelijk afval;Cranendonck;2016;512.4
2178;Totaal huishoudelijk afval;Cranendonck;2017;540.6
2179;Totaal huishoudelijk afval;Cranendonck;2018;547.4
2180;Totaal huishoudelijk afval;Cranendonck;2019;580.8
2181;Totaal huishoudelijk afval;Cranendonck;2020;592.8
2182;Totaal huishoudelijk afval;Cranendonck;2021;563.7
2183;Totaal huishoudelijk afval;Cranendonck;2022;513.0
2184;Totaal huishoudelijk afval;Cranendonck;2023;510.0
2185;Totaal huishoudelijk afval;Cromstrijen;2001;603.5
2186;Totaal huishoudelijk afval;Cromstrijen;2002;596.7
2187;Totaal huishoudelijk afval;Cromstrijen;2003;630.9
2188;Totaal huishoudelijk afval;Cromstrijen;2004;662.0
2189;Totaal huishoudelijk afval;Cromstrijen;2005;611.1
2190;Totaal huishoudelijk afval;Cromstrijen;2006;649.0
2191;Totaal huishoudelijk afval;Cromstrijen;2007;656.5
2192;Totaal huishoudelijk afval;Cromstrijen;2008;661.6
2193;Totaal huishoudelijk afval;Cromstrijen;2009;640.5
2194;Totaal huishoudelijk afval;Cromstrijen;2010;614.2
2195;Totaal huishoudelijk afval;Cromstrijen;2011;611.9
2196;Totaal huishoudelijk afval;Cromstrijen;2012;607.0
2197;Totaal huishoudelijk afval;Cromstrijen;2013;602.4
2198;Totaal huishoudelijk afval;Cromstrijen;2014;560.4
2199;Totaal huishoudelijk afval;Cromstrijen;2015;568.9
2200;Totaal huishoudelijk afval;Cromstrijen;2016;555.0
2201;Totaal huishoudelijk afval;Cromstrijen;2017;573.6
2202;Totaal huishoudelijk afval;Cromstrijen;2018;563.4
2203;Totaal huishoudelijk afval;Cromstrijen;2019;
2204;Totaal huishoudelijk afval;Cromstrijen;2020;
2205;Totaal huishoudelijk afval;Cromstrijen;2021;
2206;Totaal huishoudelijk afval;Cromstrijen;2022;
2207;Totaal huishoudelijk afval;Cromstrijen;2023;
2208;Totaal huishoudelijk afval;Cuijk;2001;518.1
2209;Totaal huishoudelijk afval;Cuijk;2002;569.5
2210;Totaal huishoudelijk afval;Cuijk;2003;
2211;Totaal huishoudelijk afval;Cuijk;2004;604.8
2212;Totaal huishoudelijk afval;Cuijk;2005;
2213;Totaal huishoudelijk afval;Cuijk;2006;605.7
2214;Totaal huishoudelijk afval;Cuijk;2007;
2215;Totaal huishoudelijk afval;Cuijk;2008;672.4
2216;Totaal huishoudelijk afval;Cuijk;2009;593.2
2217;Totaal huishoudelijk afval;Cuijk;2010;587.1
2218;Totaal huishoudelijk afval;Cuijk;2011;592.2
2219;Totaal huishoudelijk afval;Cuijk;2012;561.8
2220;Totaal huishoudelijk afval;Cuijk;2013;543.4
2221;Totaal huishoudelijk afval;Cuijk;2014;565.5
2222;Totaal huishoudelijk afval;Cuijk;2015;566.5
2223;Totaal huishoudelijk afval;Cuijk;2016;584.1
2224;Totaal huishoudelijk afval;Cuijk;2017;582.8
2225;Totaal huishoudelijk afval;Cuijk;2018;573.7
2226;Totaal huishoudelijk afval;Cuijk;2019;508.8
2227;Totaal huishoudelijk afval;Cuijk;2020;563.1
2228;Totaal huishoudelijk afval;Cuijk;2021;564.0
2229;Totaal huishoudelijk afval;Cuijk;2022;
2230;Totaal huishoudelijk afval;Cuijk;2023;
2231;Totaal huishoudelijk afval;Culemborg;2001;536.7
2232;Totaal huishoudelijk afval;Culemborg;2002;501.0
2233;Totaal huishoudelijk afval;Culemborg;2003;478.8
2234;Totaal huishoudelijk afval;Culemborg;2004;502.5
2235;Totaal huishoudelijk afval;Culemborg;2005;534.6
2236;Totaal huishoudelijk afval;Culemborg;2006;539.6
2237;Totaal huishoudelijk afval;Culemborg;2007;541.7
2238;Totaal huishoudelijk afval;Culemborg;2008;529.9
2239;Totaal huishoudelijk afval;Culemborg;2009;519.0
2240;Totaal huishoudelijk afval;Culemborg;2010;518.3
2241;Totaal huishoudelijk afval;Culemborg;2011;466.8
2242;Totaal huishoudelijk afval;Culemborg;2012;462.2
2243;Totaal huishoudelijk afval;Culemborg;2013;436.9
2244;Totaal huishoudelijk afval;Culemborg;2014;395.7
2245;Totaal huishoudelijk afval;Culemborg;2015;413.0
2246;Totaal huishoudelijk afval;Culemborg;2016;421.2
2247;Totaal huishoudelijk afval;Culemborg;2017;436.6
2248;Totaal huishoudelijk afval;Culemborg;2018;431.8
2249;Totaal huishoudelijk afval;Culemborg;2019;417.2
2250;Totaal huishoudelijk afval;Culemborg;2020;432.6
2251;Totaal huishoudelijk afval;Culemborg;2021;434.0
2252;Totaal huishoudelijk afval;Culemborg;2022;403.9
2253;Totaal huishoudelijk afval;Culemborg;2023;400.4
2254;Totaal huishoudelijk afval;Dalfsen;2001;
2255;Totaal huishoudelijk afval;Dalfsen;2002;398.9
2256;Totaal huishoudelijk afval;Dalfsen;2003;
2257;Totaal huishoudelijk afval;Dalfsen;2004;
2258;Totaal huishoudelijk afval;Dalfsen;2005;391.3
2259;Totaal huishoudelijk afval;Dalfsen;2006;405.0
2260;Totaal huishoudelijk afval;Dalfsen;2007;419.2
2261;Totaal huishoudelijk afval;Dalfsen;2008;430.9
2262;Totaal huishoudelijk afval;Dalfsen;2009;413.8
2263;Totaal huishoudelijk afval;Dalfsen;2010;401.0
2264;Totaal huishoudelijk afval;Dalfsen;2011;410.5
2265;Totaal huishoudelijk afval;Dalfsen;2012;405.8
2266;Totaal huishoudelijk afval;Dalfsen;2013;439.1
2267;Totaal huishoudelijk afval;Dalfsen;2014;480.3
2268;Totaal huishoudelijk afval;Dalfsen;2015;521.1
2269;Totaal huishoudelijk afval;Dalfsen;2016;489.7
2270;Totaal huishoudelijk afval;Dalfsen;2017;481.7
2271;Totaal huishoudelijk afval;Dalfsen;2018;474.4
2272;Totaal huishoudelijk afval;Dalfsen;2019;474.2
2273;Totaal huishoudelijk afval;Dalfsen;2020;497.4
2274;Totaal huishoudelijk afval;Dalfsen;2021;458.9
2275;Totaal huishoudelijk afval;Dalfsen;2022;420.3
2276;Totaal huishoudelijk afval;Dalfsen;2023;440.7
2277;Totaal huishoudelijk afval;Dantumadeel;2001;603.8
2278;Totaal huishoudelijk afval;Dantumadeel;2002;609.6
2279;Totaal huishoudelijk afval;Dantumadeel;2003;604.8
2280;Totaal huishoudelijk afval;Dantumadeel;2004;636.5
2281;Totaal huishoudelijk afval;Dantumadeel;2005;617.4
2282;Totaal huishoudelijk afval;Dantumadeel;2006;638.3
2283;Totaal huishoudelijk afval;Dantumadeel;2007;666.4
2284;Totaal huishoudelijk afval;Dantumadeel;2008;668.0
2285;Totaal huishoudelijk afval;Dantumadeel;2009;
2286;Totaal huishoudelijk afval;Dantumadeel;2010;
2287;Totaal huishoudelijk afval;Dantumadeel;2011;
2288;Totaal huishoudelijk afval;Dantumadeel;2012;
2289;Totaal huishoudelijk afval;Dantumadeel;2013;
2290;Totaal huishoudelijk afval;Dantumadeel;2014;
2291;Totaal huishoudelijk afval;Dantumadeel;2015;
2292;Totaal huishoudelijk afval;Dantumadeel;2016;
2293;Totaal huishoudelijk afval;Dantumadeel;2017;
2294;Totaal huishoudelijk afval;Dantumadeel;2018;
2295;Totaal huishoudelijk afval;Dantumadeel;2019;
2296;Totaal huishoudelijk afval;Dantumadeel;2020;
2297;Totaal huishoudelijk afval;Dantumadeel;2021;
2298;Totaal huishoudelijk afval;Dantumadeel;2022;
2299;Totaal huishoudelijk afval;Dantumadeel;2023;
2300;Totaal huishoudelijk afval;Dantumadiel;2001;
2301;Totaal huishoudelijk afval;Dantumadiel;2002;
2302;Totaal huishoudelijk afval;Dantumadiel;2003;
2303;Totaal huishoudelijk afval;Dantumadiel;2004;
2304;Totaal huishoudelijk afval;Dantumadiel;2005;
2305;Totaal huishoudelijk afval;Dantumadiel;2006;
2306;Totaal huishoudelijk afval;Dantumadiel;2007;
2307;Totaal huishoudelijk afval;Dantumadiel;2008;
2308;Totaal huishoudelijk afval;Dantumadiel;2009;639.6
2309;Totaal huishoudelijk afval;Dantumadiel;2010;630.5
2310;Totaal huishoudelijk afval;Dantumadiel;2011;590.5
2311;Totaal huishoudelijk afval;Dantumadiel;2012;596.9
2312;Totaal huishoudelijk afval;Dantumadiel;2013;
2313;Totaal huishoudelijk afval;Dantumadiel;2014;598.2
2314;Totaal huishoudelijk afval;Dantumadiel;2015;587.8
2315;Totaal huishoudelijk afval;Dantumadiel;2016;583.5
2316;Totaal huishoudelijk afval;Dantumadiel;2017;591.9
2317;Totaal huishoudelijk afval;Dantumadiel;2018;587.8
2318;Totaal huishoudelijk afval;Dantumadiel;2019;607.5
