ID;ArableCrops;Regions;Periods;AreaUnderCultivation_1;HarvestedArea_2;GrossYieldPerHa_3;GrossYieldTotal_4
4543;Triticale;Gelderland (PV);2011;341.0;341.0;6.2;2129.0
4544;Triticale;Gelderland (PV);2012;538.0;538.0;6.9;3733.0
4545;Triticale;Gelderland (PV);2013;612.0;612.0;4.9;2985.0
4546;Triticale;Gelderland (PV);2014;446.0;446.0;6.7;2989.0
4547;Triticale;Gelderland (PV);2015;375.0;375.0;5.5;2051.0
4548;Triticale;Gelderland (PV);2016;300.0;300.0;4.4;1329.0
4549;Triticale;Gelderland (PV);2017;335.0;335.0;5.5;1852.0
4550;Triticale;Gelderland (PV);2018;302.0;288.0;5.2;1508.0
4551;Triticale;Gelderland (PV);2019;424.0;424.0;5.7;2399.0
4552;Triticale;Gelderland (PV);2020;331.0;331.0;5.9;1938.0
4553;Triticale;Gelderland (PV);2021;358.0;332.0;4.1;1369.0
4554;Triticale;Gelderland (PV);2022;339.0;336.0;4.3;1441.0
4555;Triticale;Gelderland (PV);2023;398.0;398.0;3.9;1555.0
4556;Triticale;Gelderland (PV);2024;225.0;220.0;4.0;895.0
4557;Triticale;Utrecht (PV);1994;6.0;6.0;5.6;33.0
4558;Triticale;Utrecht (PV);1995;9.0;9.0;4.7;47.0
4559;Triticale;Utrecht (PV);1996;10.0;10.0;5.1;51.0
4560;Triticale;Utrecht (PV);1997;3.0;3.0;5.0;15.0
4561;Triticale;Utrecht (PV);1998;29.0;29.0;4.8;137.0
4562;Triticale;Utrecht (PV);1999;34.0;33.0;6.1;200.0
4563;Triticale;Utrecht (PV);2000;80.0;79.0;6.1;481.0
4564;Triticale;Utrecht (PV);2001;62.0;46.0;4.7;217.0
4565;Triticale;Utrecht (PV);2002;79.0;70.0;5.0;348.0
4566;Triticale;Utrecht (PV);2003;73.0;64.0;5.6;361.0
4567;Triticale;Utrecht (PV);2004;74.0;61.0;5.0;306.0
4568;Triticale;Utrecht (PV);2005;71.0;62.0;5.2;322.0
4569;Triticale;Utrecht (PV);2006;65.0;61.0;5.9;362.0
4570;Triticale;Utrecht (PV);2007;79.0;79.0;4.6;367.0
4571;Triticale;Utrecht (PV);2008;65.0;65.0;5.7;371.0
4572;Triticale;Utrecht (PV);2009;91.0;91.0;6.0;549.0
4573;Triticale;Utrecht (PV);2010;81.0;81.0;4.9;398.0
4574;Triticale;Utrecht (PV);2011;79.0;79.0;5.3;420.0
4575;Triticale;Utrecht (PV);2012;31.0;31.0;8.0;247.0
4576;Triticale;Utrecht (PV);2013;67.0;67.0;3.5;238.0
4577;Triticale;Utrecht (PV);2014;41.0;41.0;7.0;288.0
4578;Triticale;Utrecht (PV);2015;16.0;16.0;5.4;85.0
4579;Triticale;Utrecht (PV);2016;42.0;42.0;4.5;190.0
4580;Triticale;Utrecht (PV);2017;56.0;56.0;5.4;305.0
4581;Triticale;Utrecht (PV);2018;69.0;69.0;4.7;325.0
4582;Triticale;Utrecht (PV);2019;45.0;45.0;9.2;414.0
4583;Triticale;Utrecht (PV);2020;90.0;90.0;3.0;270.0
4584;Triticale;Utrecht (PV);2021;80.0;80.0;2.0;163.0
4585;Triticale;Utrecht (PV);2022;49.0;49.0;3.6;175.0
4586;Triticale;Utrecht (PV);2023;68.0;68.0;1.1;73.0
4587;Triticale;Utrecht (PV);2024;18.0;18.0;1.0;18.0
4588;Triticale;Noord-Holland (PV);1994;17.0;17.0;5.7;102.0
4589;Triticale;Noord-Holland (PV);1995;21.0;21.0;6.0;124.0
4590;Triticale;Noord-Holland (PV);1996;23.0;23.0;6.0;142.0
4591;Triticale;Noord-Holland (PV);1997;33.0;33.0;5.9;195.0
4592;Triticale;Noord-Holland (PV);1998;27.0;27.0;4.9;133.0
4593;Triticale;Noord-Holland (PV);1999;27.0;27.0;6.0;160.0
4594;Triticale;Noord-Holland (PV);2000;53.0;53.0;6.7;355.0
4595;Triticale;Noord-Holland (PV);2001;20.0;18.0;6.0;104.0
4596;Triticale;Noord-Holland (PV);2002;36.0;34.0;4.6;155.0
4597;Triticale;Noord-Holland (PV);2003;21.0;18.0;6.2;111.0
4598;Triticale;Noord-Holland (PV);2004;15.0;13.0;6.2;78.0
4599;Triticale;Noord-Holland (PV);2005;59.0;46.0;5.8;268.0
4600;Triticale;Noord-Holland (PV);2006;87.0;82.0;6.9;570.0
4601;Triticale;Noord-Holland (PV);2007;59.0;59.0;1.7;103.0
4602;Triticale;Noord-Holland (PV);2008;27.0;27.0;5.5;148.0
4603;Triticale;Noord-Holland (PV);2009;32.0;32.0;6.5;209.0
4604;Triticale;Noord-Holland (PV);2010;49.0;49.0;5.4;266.0
4605;Triticale;Noord-Holland (PV);2011;29.0;29.0;6.0;172.0
4606;Triticale;Noord-Holland (PV);2012;54.0;54.0;4.7;253.0
4607;Triticale;Noord-Holland (PV);2013;49.0;49.0;4.0;196.0
4608;Triticale;Noord-Holland (PV);2014;18.0;18.0;5.9;106.0
4609;Triticale;Noord-Holland (PV);2015;16.0;16.0;6.4;104.0
4610;Triticale;Noord-Holland (PV);2016;16.0;16.0;4.5;72.0
4611;Triticale;Noord-Holland (PV);2017;15.0;15.0;5.5;81.0
4612;Triticale;Noord-Holland (PV);2018;14.0;14.0;4.7;67.0
4613;Triticale;Noord-Holland (PV);2019;12.0;12.0;9.1;107.0
4614;Triticale;Noord-Holland (PV);2020;9.0;9.0;3.0;28.0
4615;Triticale;Noord-Holland (PV);2021;17.0;17.0;2.0;35.0
4616;Triticale;Noord-Holland (PV);2022;42.0;42.0;3.6;151.0
4617;Triticale;Noord-Holland (PV);2023;14.0;14.0;1.1;15.0
4618;Triticale;Noord-Holland (PV);2024;17.0;17.0;2.2;38.0
4619;Triticale;Zuid-Holland (PV);1994;3.0;3.0;6.9;21.0
4620;Triticale;Zuid-Holland (PV);1995;1.0;1.0;7.1;14.0
4621;Triticale;Zuid-Holland (PV);1996;1.0;1.0;7.3;7.0
4622;Triticale;Zuid-Holland (PV);1997;3.0;3.0;6.9;20.0
4623;Triticale;Zuid-Holland (PV);1998;1.0;1.0;5.1;3.0
4624;Triticale;Zuid-Holland (PV);1999;8.0;8.0;6.0;51.0
4625;Triticale;Zuid-Holland (PV);2000;13.0;13.0;6.0;77.0
4626;Triticale;Zuid-Holland (PV);2001;9.0;8.0;6.1;48.0
4627;Triticale;Zuid-Holland (PV);2002;5.0;5.0;4.9;22.0
4628;Triticale;Zuid-Holland (PV);2003;4.0;3.0;6.2;20.0
4629;Triticale;Zuid-Holland (PV);2004;8.0;7.0;6.5;44.0
4630;Triticale;Zuid-Holland (PV);2005;8.0;6.0;5.9;34.0
4631;Triticale;Zuid-Holland (PV);2006;13.0;12.0;7.1;86.0
4632;Triticale;Zuid-Holland (PV);2007;39.0;39.0;1.7;67.0
4633;Triticale;Zuid-Holland (PV);2008;29.0;29.0;6.3;182.0
4634;Triticale;Zuid-Holland (PV);2009;39.0;39.0;7.0;272.0
4635;Triticale;Zuid-Holland (PV);2010;32.0;32.0;5.5;175.0
4636;Triticale;Zuid-Holland (PV);2011;10.0;10.0;6.0;60.0
4637;Triticale;Zuid-Holland (PV);2012;16.0;16.0;5.7;88.0
4638;Triticale;Zuid-Holland (PV);2013;17.0;17.0;3.9;66.0
4639;Triticale;Zuid-Holland (PV);2014;0.0;0.0;;0.0
4640;Triticale;Zuid-Holland (PV);2015;0.0;0.0;;0.0
4641;Triticale;Zuid-Holland (PV);2016;0.0;0.0;;0.0
4642;Triticale;Zuid-Holland (PV);2017;0.0;0.0;;0.0
4643;Triticale;Zuid-Holland (PV);2018;0.0;0.0;;0.0
4644;Triticale;Zuid-Holland (PV);2019;0.0;0.0;;0.0
4645;Triticale;Zuid-Holland (PV);2020;0.0;0.0;;0.0
4646;Triticale;Zuid-Holland (PV);2021;0.0;0.0;;0.0
4647;Triticale;Zuid-Holland (PV);2022;2.0;2.0;3.5;7.0
4648;Triticale;Zuid-Holland (PV);2023;0.0;0.0;;0.0
4649;Triticale;Zuid-Holland (PV);2024;0.0;0.0;;0.0
4650;Triticale;Zeeland (PV);1994;39.0;39.0;6.9;270.0
4651;Triticale;Zeeland (PV);1995;28.0;28.0;7.1;198.0
4652;Triticale;Zeeland (PV);1996;43.0;43.0;7.7;331.0
4653;Triticale;Zeeland (PV);1997;32.0;32.0;7.2;230.0
4654;Triticale;Zeeland (PV);1998;59.0;59.0;5.1;300.0
4655;Triticale;Zeeland (PV);1999;24.0;24.0;6.0;144.0
4656;Triticale;Zeeland (PV);2000;75.0;75.0;7.2;538.0
4657;Triticale;Zeeland (PV);2001;48.0;44.0;6.3;275.0
4658;Triticale;Zeeland (PV);2002;57.0;57.0;4.7;265.0
4659;Triticale;Zeeland (PV);2003;17.0;15.0;6.2;91.0
4660;Triticale;Zeeland (PV);2004;14.0;12.0;7.0;82.0
4661;Triticale;Zeeland (PV);2005;14.0;10.0;5.9;62.0
4662;Triticale;Zeeland (PV);2006;23.0;22.0;7.1;154.0
4663;Triticale;Zeeland (PV);2007;17.0;17.0;4.6;75.0
4664;Triticale;Zeeland (PV);2008;22.0;22.0;6.1;132.0
4665;Triticale;Zeeland (PV);2009;10.0;10.0;6.3;63.0
4666;Triticale;Zeeland (PV);2010;5.0;5.0;5.5;29.0
4667;Triticale;Zeeland (PV);2011;9.0;9.0;6.0;52.0
4668;Triticale;Zeeland (PV);2012;13.0;13.0;6.3;80.0
4669;Triticale;Zeeland (PV);2013;5.0;5.0;3.9;19.0
4670;Triticale;Zeeland (PV);2014;3.0;3.0;7.3;22.0
4671;Triticale;Zeeland (PV);2015;4.0;4.0;7.4;28.0
4672;Triticale;Zeeland (PV);2016;0.0;0.0;;0.0
4673;Triticale;Zeeland (PV);2017;4.0;4.0;5.5;23.0
4674;Triticale;Zeeland (PV);2018;2.0;2.0;4.7;7.0
4675;Triticale;Zeeland (PV);2019;5.0;5.0;9.1;47.0
4676;Triticale;Zeeland (PV);2020;0.0;0.0;;0.0
4677;Triticale;Zeeland (PV);2021;13.0;13.0;2.0;25.0
4678;Triticale;Zeeland (PV);2022;10.0;10.0;3.5;35.0
4679;Triticale;Zeeland (PV);2023;20.0;20.0;1.1;22.0
4680;Triticale;Zeeland (PV);2024;16.0;14.0;6.2;97.0
4681;Triticale;Noord-Brabant (PV);1994;563.0;563.0;5.4;3047.0
4682;Triticale;Noord-Brabant (PV);1995;1022.0;1021.0;5.5;5635.0
4683;Triticale;Noord-Brabant (PV);1996;1296.0;1295.0;5.6;7312.0
4684;Triticale;Noord-Brabant (PV);1997;1060.0;1060.0;5.1;5354.0
4685;Triticale;Noord-Brabant (PV);1998;1587.0;1558.0;4.3;6709.0
4686;Triticale;Noord-Brabant (PV);1999;503.0;503.0;6.5;3291.0
4687;Triticale;Noord-Brabant (PV);2000;1795.0;1782.0;5.3;9498.0
4688;Triticale;Noord-Brabant (PV);2001;1385.0;1155.0;5.1;5852.0
4689;Triticale;Noord-Brabant (PV);2002;1100.0;1013.0;5.7;5761.0
4690;Triticale;Noord-Brabant (PV);2003;961.0;851.0;5.5;4664.0
4691;Triticale;Noord-Brabant (PV);2004;1091.0;826.0;5.1;4212.0
4692;Triticale;Noord-Brabant (PV);2005;853.0;795.0;5.6;4491.0
4693;Triticale;Noord-Brabant (PV);2006;666.0;663.0;5.8;3822.0
4694;Triticale;Noord-Brabant (PV);2007;710.0;710.0;4.0;2813.0
4695;Triticale;Noord-Brabant (PV);2008;628.0;628.0;7.1;4454.0
4696;Triticale;Noord-Brabant (PV);2009;485.0;485.0;6.1;2981.0
4697;Triticale;Noord-Brabant (PV);2010;415.0;415.0;5.6;2316.0
4698;Triticale;Noord-Brabant (PV);2011;372.0;334.0;5.9;1958.0
4699;Triticale;Noord-Brabant (PV);2012;327.0;327.0;6.6;2145.0
4700;Triticale;Noord-Brabant (PV);2013;342.0;342.0;4.7;1624.0
4701;Triticale;Noord-Brabant (PV);2014;266.0;266.0;6.5;1720.0
4702;Triticale;Noord-Brabant (PV);2015;203.0;203.0;6.5;1329.0
4703;Triticale;Noord-Brabant (PV);2016;108.0;105.0;4.4;464.0
4704;Triticale;Noord-Brabant (PV);2017;138.0;137.0;6.6;898.0
4705;Triticale;Noord-Brabant (PV);2018;192.0;179.0;4.6;830.0
4706;Triticale;Noord-Brabant (PV);2019;213.0;213.0;6.0;1280.0
4707;Triticale;Noord-Brabant (PV);2020;161.0;149.0;4.7;694.0
4708;Triticale;Noord-Brabant (PV);2021;105.0;101.0;5.6;565.0
4709;Triticale;Noord-Brabant (PV);2022;192.0;192.0;7.2;1384.0
4710;Triticale;Noord-Brabant (PV);2023;288.0;288.0;5.5;1578.0
4711;Triticale;Noord-Brabant (PV);2024;161.0;161.0;1.6;257.0
4712;Triticale;Limburg (PV);1994;670.0;670.0;5.6;3764.0
4713;Triticale;Limburg (PV);1995;873.0;872.0;5.1;4481.0
4714;Triticale;Limburg (PV);1996;1146.0;1146.0;6.5;7413.0
4715;Triticale;Limburg (PV);1997;1087.0;1087.0;6.3;6897.0
4716;Triticale;Limburg (PV);1998;1496.0;1471.0;4.3;6390.0
4717;Triticale;Limburg (PV);1999;387.0;387.0;6.4;2492.0
4718;Triticale;Limburg (PV);2000;933.0;928.0;5.6;5171.0
4719;Triticale;Limburg (PV);2001;742.0;652.0;5.5;3582.0
4720;Triticale;Limburg (PV);2002;827.0;762.0;5.9;4461.0
4721;Triticale;Limburg (PV);2003;636.0;564.0;5.8;3244.0
4722;Triticale;Limburg (PV);2004;663.0;506.0;5.9;2995.0
4723;Triticale;Limburg (PV);2005;672.0;596.0;5.7;3425.0
4724;Triticale;Limburg (PV);2006;709.0;709.0;6.1;4351.0
4725;Triticale;Limburg (PV);2007;754.0;754.0;4.0;3040.0
4726;Triticale;Limburg (PV);2008;572.0;572.0;6.7;3816.0
4727;Triticale;Limburg (PV);2009;447.0;447.0;6.6;2942.0
4728;Triticale;Limburg (PV);2010;326.0;326.0;5.3;1717.0
4729;Triticale;Limburg (PV);2011;288.0;288.0;6.6;1915.0
4730;Triticale;Limburg (PV);2012;285.0;285.0;6.7;1921.0
4731;Triticale;Limburg (PV);2013;267.0;267.0;6.7;1778.0
4732;Triticale;Limburg (PV);2014;238.0;238.0;6.3;1491.0
4733;Triticale;Limburg (PV);2015;222.0;222.0;6.0;1322.0
4734;Triticale;Limburg (PV);2016;144.0;144.0;5.2;752.0
4735;Triticale;Limburg (PV);2017;134.0;133.0;6.6;883.0
4736;Triticale;Limburg (PV);2018;106.0;98.0;4.8;470.0
4737;Triticale;Limburg (PV);2019;98.0;98.0;6.0;591.0
4738;Triticale;Limburg (PV);2020;95.0;90.0;5.9;527.0
4739;Triticale;Limburg (PV);2021;104.0;97.0;5.5;537.0
4740;Triticale;Limburg (PV);2022;124.0;124.0;7.4;917.0
4741;Triticale;Limburg (PV);2023;150.0;149.0;7.2;1070.0
4742;Triticale;Limburg (PV);2024;95.0;93.0;5.7;544.0
4743;Grain maize;Nederland;1994;11624.0;11624.0;11.5;134123.0
4744;Grain maize;Nederland;1995;9005.0;9005.0;10.9;98362.0
4745;Grain maize;Nederland;1996;10872.0;10872.0;12.3;133809.0
4746;Grain maize;Nederland;1997;12682.0;12682.0;19.2;243885.0
4747;Grain maize;Nederland;1998;13698.0;;;
4748;Grain maize;Nederland;1999;16036.0;16036.0;10.8;172695.0
4749;Grain maize;Nederland;2000;20298.0;20298.0;16.9;343505.0
4750;Grain maize;Nederland;2001;27173.0;27173.0;13.7;372061.0
4751;Grain maize;Nederland;2002;23694.0;23694.0;14.8;349942.0
4752;Grain maize;Nederland;2003;24547.0;24547.0;12.9;317223.0
4753;Grain maize;Nederland;2004;22420.0;22420.0;13.1;293185.0
4754;Grain maize;Nederland;2005;20748.0;20748.0;13.5;280896.0
4755;Grain maize;Nederland;2006;19772.0;19772.0;10.2;200762.0
4756;Grain maize;Nederland;2007;19340.0;19340.0;12.6;243982.0
4757;Grain maize;Nederland;2008;22132.0;22132.0;11.4;252308.0
4758;Grain maize;Nederland;2009;18900.0;18846.0;13.0;244911.0
4759;Grain maize;Nederland;2010;17063.0;16733.0;11.8;196903.0
4760;Grain maize;Nederland;2011;16570.0;16570.0;12.3;204400.0
4761;Grain maize;Nederland;2012;15505.0;15505.0;12.3;191363.0
4762;Grain maize;Nederland;2013;15512.0;15512.0;11.9;185284.0
4763;Grain maize;Nederland;2014;12594.0;12594.0;13.7;173066.0
4764;Grain maize;Nederland;2015;11188.0;11188.0;10.8;121114.0
4765;Grain maize;Nederland;2016;9123.0;8424.0;10.0;84641.0
4766;Grain maize;Nederland;2017;8690.0;8671.0;13.5;116711.0
4767;Grain maize;Nederland;2018;9735.0;9415.0;9.0;84788.0
4768;Grain maize;Nederland;2019;12668.0;12424.0;10.3;127395.0
4769;Grain maize;Nederland;2020;12819.0;12732.0;11.6;147208.0
4770;Grain maize;Nederland;2021;11599.0;11228.0;12.8;143780.0
4771;Grain maize;Nederland;2022;13742.0;13642.0;12.1;164857.0
4772;Grain maize;Nederland;2023;9384.0;9296.0;13.4;124461.0
4773;Grain maize;Nederland;2024;9896.0;9777.0;11.2;110358.0
4774;Grain maize;Noord-Nederland (LD);1994;291.0;;;
4775;Grain maize;Noord-Nederland (LD);1995;187.0;;;
4776;Grain maize;Noord-Nederland (LD);1996;402.0;;;
4777;Grain maize;Noord-Nederland (LD);1997;446.0;;;
4778;Grain maize;Noord-Nederland (LD);1998;411.0;;;
4779;Grain maize;Noord-Nederland (LD);1999;526.0;;;
4780;Grain maize;Noord-Nederland (LD);2000;504.0;;;
4781;Grain maize;Noord-Nederland (LD);2001;562.0;;;
4782;Grain maize;Noord-Nederland (LD);2002;514.0;;;
4783;Grain maize;Noord-Nederland (LD);2003;514.0;;;
4784;Grain maize;Noord-Nederland (LD);2004;726.0;;;
4785;Grain maize;Noord-Nederland (LD);2005;682.0;;;
4786;Grain maize;Noord-Nederland (LD);2006;917.0;;;
4787;Grain maize;Noord-Nederland (LD);2007;2199.0;;;
4788;Grain maize;Noord-Nederland (LD);2008;3215.0;3215.0;11.1;35559.0
4789;Grain maize;Noord-Nederland (LD);2009;2075.0;2061.0;12.9;26645.0
4790;Grain maize;Noord-Nederland (LD);2010;1755.0;1755.0;11.3;19909.0
4791;Grain maize;Noord-Nederland (LD);2011;1495.0;1495.0;11.2;16713.0
4792;Grain maize;Noord-Nederland (LD);2012;1576.0;1576.0;12.5;19684.0
4793;Grain maize;Noord-Nederland (LD);2013;1323.0;1323.0;11.2;14773.0
4794;Grain maize;Noord-Nederland (LD);2014;1011.0;1011.0;12.5;12684.0
4795;Grain maize;Noord-Nederland (LD);2015;1008.0;1008.0;8.4;8507.0
4796;Grain maize;Noord-Nederland (LD);2016;657.0;655.0;12.9;8426.0
4797;Grain maize;Noord-Nederland (LD);2017;739.0;739.0;11.5;8528.0
4798;Grain maize;Noord-Nederland (LD);2018;938.0;938.0;10.6;9948.0
4799;Grain maize;Noord-Nederland (LD);2019;947.0;857.0;9.0;7670.0
4800;Grain maize;Noord-Nederland (LD);2020;987.0;987.0;12.0;11816.0
4801;Grain maize;Noord-Nederland (LD);2021;852.0;852.0;15.0;12797.0
4802;Grain maize;Noord-Nederland (LD);2022;1134.0;1036.0;9.9;10220.0
4803;Grain maize;Noord-Nederland (LD);2023;599.0;595.0;13.4;7949.0
4804;Grain maize;Noord-Nederland (LD);2024;639.0;639.0;15.2;9688.0
4805;Grain maize;Oost-Nederland (LD);1994;2082.0;;;
4806;Grain maize;Oost-Nederland (LD);1995;1725.0;;;
4807;Grain maize;Oost-Nederland (LD);1996;2366.0;;;
4808;Grain maize;Oost-Nederland (LD);1997;2543.0;;;
4809;Grain maize;Oost-Nederland (LD);1998;3149.0;;;
4810;Grain maize;Oost-Nederland (LD);1999;3360.0;;;
4811;Grain maize;Oost-Nederland (LD);2000;4429.0;;;
4812;Grain maize;Oost-Nederland (LD);2001;5699.0;;;
4813;Grain maize;Oost-Nederland (LD);2002;4363.0;;;
4814;Grain maize;Oost-Nederland (LD);2003;4538.0;;;
4815;Grain maize;Oost-Nederland (LD);2004;4012.0;;;
4816;Grain maize;Oost-Nederland (LD);2005;3852.0;;;
4817;Grain maize;Oost-Nederland (LD);2006;3779.0;;;
4818;Grain maize;Oost-Nederland (LD);2007;3798.0;;;
4819;Grain maize;Oost-Nederland (LD);2008;4419.0;4419.0;11.0;48446.0
4820;Grain maize;Oost-Nederland (LD);2009;3598.0;3558.0;13.0;46336.0
4821;Grain maize;Oost-Nederland (LD);2010;3523.0;3193.0;11.0;34972.0
4822;Grain maize;Oost-Nederland (LD);2011;3370.0;3370.0;11.9;39936.0
4823;Grain maize;Oost-Nederland (LD);2012;3191.0;3191.0;12.1;38494.0
4824;Grain maize;Oost-Nederland (LD);2013;3522.0;3522.0;12.3;43237.0
4825;Grain maize;Oost-Nederland (LD);2014;2677.0;2677.0;13.3;35540.0
4826;Grain maize;Oost-Nederland (LD);2015;2244.0;2244.0;11.6;25987.0
4827;Grain maize;Oost-Nederland (LD);2016;1911.0;1911.0;12.5;23961.0
4828;Grain maize;Oost-Nederland (LD);2017;1636.0;1628.0;13.9;22673.0
4829;Grain maize;Oost-Nederland (LD);2018;2048.0;2027.0;8.7;17655.0
4830;Grain maize;Oost-Nederland (LD);2019;2688.0;2682.0;9.1;24373.0
4831;Grain maize;Oost-Nederland (LD);2020;2776.0;2776.0;12.1;33691.0
4832;Grain maize;Oost-Nederland (LD);2021;2608.0;2608.0;11.2;29240.0
4833;Grain maize;Oost-Nederland (LD);2022;3265.0;3265.0;14.0;45655.0
4834;Grain maize;Oost-Nederland (LD);2023;2324.0;2324.0;13.2;30683.0
4835;Grain maize;Oost-Nederland (LD);2024;2155.0;2111.0;11.1;23936.0
4836;Grain maize;West-Nederland (LD);1994;775.0;;;
4837;Grain maize;West-Nederland (LD);1995;419.0;;;
4838;Grain maize;West-Nederland (LD);1996;594.0;;;
4839;Grain maize;West-Nederland (LD);1997;559.0;;;
4840;Grain maize;West-Nederland (LD);1998;606.0;;;
4841;Grain maize;West-Nederland (LD);1999;899.0;;;
4842;Grain maize;West-Nederland (LD);2000;817.0;;;
4843;Grain maize;West-Nederland (LD);2001;900.0;;;
4844;Grain maize;West-Nederland (LD);2002;595.0;;;
4845;Grain maize;West-Nederland (LD);2003;563.0;;;
4846;Grain maize;West-Nederland (LD);2004;584.0;;;
4847;Grain maize;West-Nederland (LD);2005;660.0;;;
4848;Grain maize;West-Nederland (LD);2006;748.0;;;
4849;Grain maize;West-Nederland (LD);2007;980.0;;;
4850;Grain maize;West-Nederland (LD);2008;1046.0;1046.0;10.7;11171.0
4851;Grain maize;West-Nederland (LD);2009;763.0;763.0;12.1;9265.0
4852;Grain maize;West-Nederland (LD);2010;725.0;725.0;11.6;8442.0
4853;Grain maize;West-Nederland (LD);2011;1106.0;1106.0;12.1;13421.0
4854;Grain maize;West-Nederland (LD);2012;909.0;909.0;11.1;10123.0
4855;Grain maize;West-Nederland (LD);2013;1084.0;1084.0;10.9;11853.0
4856;Grain maize;West-Nederland (LD);2014;783.0;783.0;13.2;10322.0
4857;Grain maize;West-Nederland (LD);2015;803.0;803.0;13.5;10856.0
4858;Grain maize;West-Nederland (LD);2016;668.0;668.0;10.5;6991.0
4859;Grain maize;West-Nederland (LD);2017;745.0;745.0;12.6;9403.0
4860;Grain maize;West-Nederland (LD);2018;872.0;862.0;11.2;9669.0
4861;Grain maize;West-Nederland (LD);2019;703.0;687.0;14.7;10091.0
4862;Grain maize;West-Nederland (LD);2020;853.0;853.0;6.7;5728.0
4863;Grain maize;West-Nederland (LD);2021;752.0;752.0;12.1;9110.0
4864;Grain maize;West-Nederland (LD);2022;942.0;942.0;11.7;11062.0
4865;Grain maize;West-Nederland (LD);2023;679.0;678.0;10.6;7161.0
4866;Grain maize;West-Nederland (LD);2024;1354.0;1354.0;11.6;15667.0
4867;Grain maize;Zuid-Nederland (LD);1994;8476.0;;;
4868;Grain maize;Zuid-Nederland (LD);1995;6674.0;;;
4869;Grain maize;Zuid-Nederland (LD);1996;7510.0;;;
4870;Grain maize;Zuid-Nederland (LD);1997;9134.0;;;
4871;Grain maize;Zuid-Nederland (LD);1998;9531.0;;;
4872;Grain maize;Zuid-Nederland (LD);1999;11251.0;;;
4873;Grain maize;Zuid-Nederland (LD);2000;14549.0;;;
4874;Grain maize;Zuid-Nederland (LD);2001;20012.0;;;
4875;Grain maize;Zuid-Nederland (LD);2002;18222.0;;;
4876;Grain maize;Zuid-Nederland (LD);2003;18932.0;;;
4877;Grain maize;Zuid-Nederland (LD);2004;17098.0;;;
4878;Grain maize;Zuid-Nederland (LD);2005;15555.0;;;
4879;Grain maize;Zuid-Nederland (LD);2006;14327.0;;;
4880;Grain maize;Zuid-Nederland (LD);2007;12363.0;;;
4881;Grain maize;Zuid-Nederland (LD);2008;13452.0;13452.0;11.7;157085.0
4882;Grain maize;Zuid-Nederland (LD);2009;12464.0;12464.0;13.1;162665.0
4883;Grain maize;Zuid-Nederland (LD);2010;11059.0;11059.0;12.1;133580.0
4884;Grain maize;Zuid-Nederland (LD);2011;10599.0;10599.0;12.7;134331.0
4885;Grain maize;Zuid-Nederland (LD);2012;9829.0;9829.0;12.5;123062.0
4886;Grain maize;Zuid-Nederland (LD);2013;9584.0;9584.0;12.0;115421.0
4887;Grain maize;Zuid-Nederland (LD);2014;8124.0;8124.0;14.1;114520.0
4888;Grain maize;Zuid-Nederland (LD);2015;7134.0;7134.0;10.6;75764.0
4889;Grain maize;Zuid-Nederland (LD);2016;5887.0;5189.0;8.7;45263.0
4890;Grain maize;Zuid-Nederland (LD);2017;5570.0;5560.0;13.7;76107.0
4891;Grain maize;Zuid-Nederland (LD);2018;5879.0;5589.0;8.5;47516.0
4892;Grain maize;Zuid-Nederland (LD);2019;8329.0;8199.0;10.4;85261.0
4893;Grain maize;Zuid-Nederland (LD);2020;8202.0;8115.0;11.8;95973.0
4894;Grain maize;Zuid-Nederland (LD);2021;7387.0;7015.0;13.2;92633.0
4895;Grain maize;Zuid-Nederland (LD);2022;8400.0;8398.0;11.7;97919.0
4896;Grain maize;Zuid-Nederland (LD);2023;5782.0;5701.0;13.8;78668.0
4897;Grain maize;Zuid-Nederland (LD);2024;5749.0;5673.0;10.6;61080.0
4898;Grain maize;Groningen (PV);1994;84.0;;;
4899;Grain maize;Groningen (PV);1995;6.0;;;
4900;Grain maize;Groningen (PV);1996;216.0;;;
4901;Grain maize;Groningen (PV);1997;151.0;;;
4902;Grain maize;Groningen (PV);1998;117.0;;;
4903;Grain maize;Groningen (PV);1999;125.0;;;
4904;Grain maize;Groningen (PV);2000;143.0;;;
4905;Grain maize;Groningen (PV);2001;121.0;;;
4906;Grain maize;Groningen (PV);2002;89.0;;;
4907;Grain maize;Groningen (PV);2003;56.0;;;
4908;Grain maize;Groningen (PV);2004;191.0;;;
4909;Grain maize;Groningen (PV);2005;88.0;;;
4910;Grain maize;Groningen (PV);2006;131.0;;;
4911;Grain maize;Groningen (PV);2007;373.0;;;
4912;Grain maize;Groningen (PV);2008;806.0;806.0;11.6;9333.0
4913;Grain maize;Groningen (PV);2009;424.0;424.0;12.7;5370.0
4914;Grain maize;Groningen (PV);2010;376.0;376.0;11.2;4223.0
4915;Grain maize;Groningen (PV);2011;343.0;343.0;11.1;3801.0
4916;Grain maize;Groningen (PV);2012;467.0;467.0;13.4;6281.0
4917;Grain maize;Groningen (PV);2013;224.0;224.0;11.1;2475.0
4918;Grain maize;Groningen (PV);2014;142.0;142.0;13.0;1835.0
4919;Grain maize;Groningen (PV);2015;196.0;196.0;11.7;2292.0
4920;Grain maize;Groningen (PV);2016;103.0;102.0;12.3;1255.0
4921;Grain maize;Groningen (PV);2017;115.0;115.0;11.5;1329.0
