ID;ICTStellingen;BeantwoordingICTStellingen;BedrijfstakkenBranchesSBI93;Perioden;AantalBedrijven250WerkzamePersonen_1;PercentageBedrijven250WerkzamePers_2
243;3;1;5;2006;39;53
244;3;1;5;2007;43;59
245;3;1;5;2008;33;52
246;3;1;6;2006;171;40
247;3;1;6;2007;162;38
248;3;1;6;2008;183;43
249;3;1;7;2006;255;30
250;3;1;7;2007;252;30
251;3;1;7;2008;226;27
252;3;2;1;2006;640;28
253;3;2;1;2007;623;27
254;3;2;1;2008;657;29
255;3;2;2;2006;67;14
256;3;2;2;2007;65;13
257;3;2;2;2008;88;18
258;3;2;3;2006;63;22
259;3;2;3;2007;57;19
260;3;2;3;2008;38;13
261;3;2;4;2006;49;32
262;3;2;4;2007;40;26
263;3;2;4;2008;55;38
264;3;2;5;2006;19;26
265;3;2;5;2007;13;18
266;3;2;5;2008;13;21
267;3;2;6;2006;145;34
268;3;2;6;2007;147;35
269;3;2;6;2008;138;32
270;3;2;7;2006;298;36
271;3;2;7;2007;300;36
272;3;2;7;2008;325;39
273;3;3;1;2006;438;19
274;3;3;1;2007;451;20
275;3;3;1;2008;446;20
276;3;3;2;2006;25;5
277;3;3;2;2007;28;6
278;3;3;2;2008;31;6
279;3;3;3;2006;12;4
280;3;3;3;2007;10;3
281;3;3;3;2008;20;7
282;3;3;4;2006;20;13
283;3;3;4;2007;31;20
284;3;3;4;2008;14;10
285;3;3;5;2006;14;19
286;3;3;5;2007;11;15
287;3;3;5;2008;17;27
288;3;3;6;2006;99;23
289;3;3;6;2007;112;26
290;3;3;6;2008;107;25
291;3;3;7;2006;268;32
292;3;3;7;2007;260;31
293;3;3;7;2008;257;31
294;3;4;1;2006;54;2
295;3;4;1;2007;40;2
296;3;4;1;2008;32;1
297;3;4;2;2006;8;2
298;3;4;2;2007;9;2
299;3;4;2;2008;4;1
300;3;4;3;2006;9;3
301;3;4;3;2007;4;1
302;3;4;3;2008;5;2
303;3;4;4;2006;2;1
304;3;4;4;2007;2;1
305;3;4;4;2008;4;3
306;3;4;5;2006;2;3
307;3;4;5;2007;6;8
308;3;4;5;2008;4;6
309;3;4;6;2006;16;4
310;3;4;6;2007;2;0
311;3;4;6;2008;1;0
312;3;4;7;2006;18;2
313;3;4;7;2007;17;2
314;3;4;7;2008;19;2
315;4;0;1;2006;2282;100
316;4;0;1;2007;2273;100
317;4;0;1;2008;2256;100
318;4;0;2;2006;495;100
319;4;0;2;2007;496;100
320;4;0;2;2008;492;100
321;4;0;3;2006;293;100
322;4;0;3;2007;298;100
323;4;0;3;2008;299;100
324;4;0;4;2006;152;100
325;4;0;4;2007;153;100
326;4;0;4;2008;146;100
327;4;0;5;2006;74;100
328;4;0;5;2007;73;100
329;4;0;5;2008;63;100
330;4;0;6;2006;430;100
331;4;0;6;2007;423;100
332;4;0;6;2008;430;100
333;4;0;7;2006;838;100
334;4;0;7;2007;830;100
335;4;0;7;2008;827;100
336;4;1;1;2006;693;30
337;4;1;1;2007;730;32
338;4;1;1;2008;680;30
339;4;1;2;2006;173;35
340;4;1;2;2007;178;36
341;4;1;2;2008;154;31
342;4;1;3;2006;109;37
343;4;1;3;2007;109;37
344;4;1;3;2008;126;42
345;4;1;4;2006;53;35
346;4;1;4;2007;51;33
347;4;1;4;2008;39;27
348;4;1;5;2006;34;46
349;4;1;5;2007;36;49
350;4;1;5;2008;33;52
351;4;1;6;2006;143;33
352;4;1;6;2007;148;35
353;4;1;6;2008;154;36
354;4;1;7;2006;182;22
355;4;1;7;2007;207;25
356;4;1;7;2008;175;21
357;4;2;1;2006;614;27
358;4;2;1;2007;623;27
359;4;2;1;2008;623;28
360;4;2;2;2006;118;24
361;4;2;2;2007;136;27
362;4;2;2;2008;149;30
363;4;2;3;2006;98;33
364;4;2;3;2007;90;30
365;4;2;3;2008;68;23
366;4;2;4;2006;31;20
367;4;2;4;2007;45;29
368;4;2;4;2008;54;37
369;4;2;5;2006;12;16
370;4;2;5;2007;15;21
371;4;2;5;2008;8;13
372;4;2;6;2006;116;27
373;4;2;6;2007;117;28
374;4;2;6;2008;131;30
375;4;2;7;2006;239;29
376;4;2;7;2007;221;27
377;4;2;7;2008;214;26
378;4;3;1;2006;923;40
379;4;3;1;2007;885;39
380;4;3;1;2008;912;40
381;4;3;2;2006;194;39
382;4;3;2;2007;174;35
383;4;3;2;2008;184;37
384;4;3;3;2006;76;26
385;4;3;3;2007;96;32
386;4;3;3;2008;97;32
387;4;3;4;2006;66;43
388;4;3;4;2007;55;36
389;4;3;4;2008;52;36
390;4;3;5;2006;26;35
391;4;3;5;2007;20;27
392;4;3;5;2008;22;35
393;4;3;6;2006;160;37
394;4;3;6;2007;155;37
395;4;3;6;2008;142;33
396;4;3;7;2006;401;48
397;4;3;7;2007;385;46
398;4;3;7;2008;416;50
399;4;4;1;2006;52;2
400;4;4;1;2007;35;2
401;4;4;1;2008;40;2
402;4;4;2;2006;10;2
403;4;4;2;2007;8;2
404;4;4;2;2008;5;1
405;4;4;3;2006;10;3
406;4;4;3;2007;2;1
407;4;4;3;2008;9;3
408;4;4;4;2006;2;1
409;4;4;4;2007;2;1
410;4;4;4;2008;13;9
411;4;4;5;2006;2;3
412;4;4;5;2007;3;4
413;4;4;5;2008;5;8
414;4;4;6;2006;11;3
415;4;4;6;2007;3;1
416;4;4;6;2008;4;1
417;4;4;7;2006;16;2
418;4;4;7;2007;18;2
419;4;4;7;2008;21;3
