ID;SectorBranchesSIC2008;Regions;Periods;GDPVolumeChanges_1;GrossValueAddedVolumeChanges_2
5066;B Mining and quarrying;Zuidwest-Drenthe (CR);2022;;-5.7
5067;B Mining and quarrying;Zuidwest-Drenthe (CR);2023;;-9.8
5068;B Mining and quarrying;Noord-Overijssel (CR);1996;;-8.8
5069;B Mining and quarrying;Noord-Overijssel (CR);1997;;-11.0
5070;B Mining and quarrying;Noord-Overijssel (CR);1998;;10.6
5071;B Mining and quarrying;Noord-Overijssel (CR);1999;;10.0
5072;B Mining and quarrying;Noord-Overijssel (CR);2000;;-14.4
5073;B Mining and quarrying;Noord-Overijssel (CR);2001;;-15.5
5074;B Mining and quarrying;Noord-Overijssel (CR);2002;;6.7
5075;B Mining and quarrying;Noord-Overijssel (CR);2003;;-23.8
5076;B Mining and quarrying;Noord-Overijssel (CR);2004;;-38.1
5077;B Mining and quarrying;Noord-Overijssel (CR);2005;;-2.4
5078;B Mining and quarrying;Noord-Overijssel (CR);2006;;7.9
5079;B Mining and quarrying;Noord-Overijssel (CR);2007;;19.1
5080;B Mining and quarrying;Noord-Overijssel (CR);2008;;-26.9
5081;B Mining and quarrying;Noord-Overijssel (CR);2009;;-12.4
5082;B Mining and quarrying;Noord-Overijssel (CR);2010;;-13.0
5083;B Mining and quarrying;Noord-Overijssel (CR);2011;;4.4
5084;B Mining and quarrying;Noord-Overijssel (CR);2012;;-29.2
5085;B Mining and quarrying;Noord-Overijssel (CR);2013;;13.3
5086;B Mining and quarrying;Noord-Overijssel (CR);2014;;-18.3
5087;B Mining and quarrying;Noord-Overijssel (CR);2015;;23.8
5088;B Mining and quarrying;Noord-Overijssel (CR);2016;;15.5
5089;B Mining and quarrying;Noord-Overijssel (CR);2017;;-15.0
5090;B Mining and quarrying;Noord-Overijssel (CR);2018;;-17.7
5091;B Mining and quarrying;Noord-Overijssel (CR);2019;;33.0
5092;B Mining and quarrying;Noord-Overijssel (CR);2020;;-17.3
5093;B Mining and quarrying;Noord-Overijssel (CR);2021;;-20.9
5094;B Mining and quarrying;Noord-Overijssel (CR);2022;;-6.6
5095;B Mining and quarrying;Noord-Overijssel (CR);2023;;-7.2
5096;B Mining and quarrying;Zuidwest-Overijssel (CR);1996;;0.0
5097;B Mining and quarrying;Zuidwest-Overijssel (CR);1997;;0.0
5098;B Mining and quarrying;Zuidwest-Overijssel (CR);1998;;0.0
5099;B Mining and quarrying;Zuidwest-Overijssel (CR);1999;;0.0
5100;B Mining and quarrying;Zuidwest-Overijssel (CR);2000;;0.0
5101;B Mining and quarrying;Zuidwest-Overijssel (CR);2001;;0.0
5102;B Mining and quarrying;Zuidwest-Overijssel (CR);2002;;0.0
5103;B Mining and quarrying;Zuidwest-Overijssel (CR);2003;;0.0
5104;B Mining and quarrying;Zuidwest-Overijssel (CR);2004;;0.0
5105;B Mining and quarrying;Zuidwest-Overijssel (CR);2005;;0.0
5106;B Mining and quarrying;Zuidwest-Overijssel (CR);2006;;0.0
5107;B Mining and quarrying;Zuidwest-Overijssel (CR);2007;;0.0
5108;B Mining and quarrying;Zuidwest-Overijssel (CR);2008;;0.0
5109;B Mining and quarrying;Zuidwest-Overijssel (CR);2009;;0.0
5110;B Mining and quarrying;Zuidwest-Overijssel (CR);2010;;0.0
5111;B Mining and quarrying;Zuidwest-Overijssel (CR);2011;;0.0
5112;B Mining and quarrying;Zuidwest-Overijssel (CR);2012;;0.0
5113;B Mining and quarrying;Zuidwest-Overijssel (CR);2013;;0.0
5114;B Mining and quarrying;Zuidwest-Overijssel (CR);2014;;0.0
5115;B Mining and quarrying;Zuidwest-Overijssel (CR);2015;;0.0
5116;B Mining and quarrying;Zuidwest-Overijssel (CR);2016;;0.0
5117;B Mining and quarrying;Zuidwest-Overijssel (CR);2017;;0.0
5118;B Mining and quarrying;Zuidwest-Overijssel (CR);2018;;0.0
5119;B Mining and quarrying;Zuidwest-Overijssel (CR);2019;;0.0
5120;B Mining and quarrying;Zuidwest-Overijssel (CR);2020;;0.0
5121;B Mining and quarrying;Zuidwest-Overijssel (CR);2021;;0.0
5122;B Mining and quarrying;Zuidwest-Overijssel (CR);2022;;0.0
5123;B Mining and quarrying;Zuidwest-Overijssel (CR);2023;;0.0
5124;B Mining and quarrying;Twente (CR);1996;;22.0
5125;B Mining and quarrying;Twente (CR);1997;;-2.8
5126;B Mining and quarrying;Twente (CR);1998;;51.0
5127;B Mining and quarrying;Twente (CR);1999;;34.6
5128;B Mining and quarrying;Twente (CR);2000;;-46.5
5129;B Mining and quarrying;Twente (CR);2001;;-5.9
5130;B Mining and quarrying;Twente (CR);2002;;-7.4
5131;B Mining and quarrying;Twente (CR);2003;;-0.2
5132;B Mining and quarrying;Twente (CR);2004;;-9.1
5133;B Mining and quarrying;Twente (CR);2005;;-41.1
5134;B Mining and quarrying;Twente (CR);2006;;1.3
5135;B Mining and quarrying;Twente (CR);2007;;-4.1
5136;B Mining and quarrying;Twente (CR);2008;;10.2
5137;B Mining and quarrying;Twente (CR);2009;;21.3
5138;B Mining and quarrying;Twente (CR);2010;;147.6
5139;B Mining and quarrying;Twente (CR);2011;;-6.2
5140;B Mining and quarrying;Twente (CR);2012;;-27.2
5141;B Mining and quarrying;Twente (CR);2013;;-15.1
5142;B Mining and quarrying;Twente (CR);2014;;-5.9
5143;B Mining and quarrying;Twente (CR);2015;;-18.2
5144;B Mining and quarrying;Twente (CR);2016;;-34.2
5145;B Mining and quarrying;Twente (CR);2017;;-11.5
5146;B Mining and quarrying;Twente (CR);2018;;13.7
5147;B Mining and quarrying;Twente (CR);2019;;-14.2
5148;B Mining and quarrying;Twente (CR);2020;;-11.5
5149;B Mining and quarrying;Twente (CR);2021;;-43.8
5150;B Mining and quarrying;Twente (CR);2022;;0.4
5151;B Mining and quarrying;Twente (CR);2023;;-11.4
5152;B Mining and quarrying;Veluwe (CR);1996;;19.1
5153;B Mining and quarrying;Veluwe (CR);1997;;-15.4
5154;B Mining and quarrying;Veluwe (CR);1998;;-45.6
5155;B Mining and quarrying;Veluwe (CR);1999;;19.2
5156;B Mining and quarrying;Veluwe (CR);2000;;-34.2
5157;B Mining and quarrying;Veluwe (CR);2001;;14.5
5158;B Mining and quarrying;Veluwe (CR);2002;;-0.8
5159;B Mining and quarrying;Veluwe (CR);2003;;-0.4
5160;B Mining and quarrying;Veluwe (CR);2004;;67.4
5161;B Mining and quarrying;Veluwe (CR);2005;;-52.3
5162;B Mining and quarrying;Veluwe (CR);2006;;-48.0
5163;B Mining and quarrying;Veluwe (CR);2007;;1.2
5164;B Mining and quarrying;Veluwe (CR);2008;;-45.8
5165;B Mining and quarrying;Veluwe (CR);2009;;-5.8
5166;B Mining and quarrying;Veluwe (CR);2010;;55.9
5167;B Mining and quarrying;Veluwe (CR);2011;;-1.7
5168;B Mining and quarrying;Veluwe (CR);2012;;2.4
5169;B Mining and quarrying;Veluwe (CR);2013;;7.6
5170;B Mining and quarrying;Veluwe (CR);2014;;-10.3
5171;B Mining and quarrying;Veluwe (CR);2015;;-1.7
5172;B Mining and quarrying;Veluwe (CR);2016;;-16.0
5173;B Mining and quarrying;Veluwe (CR);2017;;-19.6
5174;B Mining and quarrying;Veluwe (CR);2018;;-52.3
5175;B Mining and quarrying;Veluwe (CR);2019;;66.5
5176;B Mining and quarrying;Veluwe (CR);2020;;-68.4
5177;B Mining and quarrying;Veluwe (CR);2021;;168.2
5178;B Mining and quarrying;Veluwe (CR);2022;;22.8
5179;B Mining and quarrying;Veluwe (CR);2023;;-37.2
5180;B Mining and quarrying;Achterhoek (CR);1996;;33.3
5181;B Mining and quarrying;Achterhoek (CR);1997;;-34.5
5182;B Mining and quarrying;Achterhoek (CR);1998;;-9.6
5183;B Mining and quarrying;Achterhoek (CR);1999;;-21.0
5184;B Mining and quarrying;Achterhoek (CR);2000;;-64.5
5185;B Mining and quarrying;Achterhoek (CR);2001;;-30.5
5186;B Mining and quarrying;Achterhoek (CR);2002;;60.9
5187;B Mining and quarrying;Achterhoek (CR);2003;;-65.3
5188;B Mining and quarrying;Achterhoek (CR);2004;;9.0
5189;B Mining and quarrying;Achterhoek (CR);2005;;-55.7
5190;B Mining and quarrying;Achterhoek (CR);2006;;-91.3
5191;B Mining and quarrying;Achterhoek (CR);2007;;5.4
5192;B Mining and quarrying;Achterhoek (CR);2008;;28.2
5193;B Mining and quarrying;Achterhoek (CR);2009;;114.8
5194;B Mining and quarrying;Achterhoek (CR);2010;;41.9
5195;B Mining and quarrying;Achterhoek (CR);2011;;27.5
5196;B Mining and quarrying;Achterhoek (CR);2012;;-13.4
5197;B Mining and quarrying;Achterhoek (CR);2013;;-10.5
5198;B Mining and quarrying;Achterhoek (CR);2014;;69.2
5199;B Mining and quarrying;Achterhoek (CR);2015;;67.9
5200;B Mining and quarrying;Achterhoek (CR);2016;;11.0
5201;B Mining and quarrying;Achterhoek (CR);2017;;-9.8
5202;B Mining and quarrying;Achterhoek (CR);2018;;1.6
5203;B Mining and quarrying;Achterhoek (CR);2019;;-7.6
5204;B Mining and quarrying;Achterhoek (CR);2020;;6.2
5205;B Mining and quarrying;Achterhoek (CR);2021;;64.4
5206;B Mining and quarrying;Achterhoek (CR);2022;;-11.3
5207;B Mining and quarrying;Achterhoek (CR);2023;;-18.8
5208;B Mining and quarrying;Arnhem/Nijmegen (CR);1996;;9.4
5209;B Mining and quarrying;Arnhem/Nijmegen (CR);1997;;2.1
5210;B Mining and quarrying;Arnhem/Nijmegen (CR);1998;;-31.1
5211;B Mining and quarrying;Arnhem/Nijmegen (CR);1999;;14.9
5212;B Mining and quarrying;Arnhem/Nijmegen (CR);2000;;-54.6
5213;B Mining and quarrying;Arnhem/Nijmegen (CR);2001;;-32.1
5214;B Mining and quarrying;Arnhem/Nijmegen (CR);2002;;12.5
5215;B Mining and quarrying;Arnhem/Nijmegen (CR);2003;;-4.6
5216;B Mining and quarrying;Arnhem/Nijmegen (CR);2004;;-19.5
5217;B Mining and quarrying;Arnhem/Nijmegen (CR);2005;;-68.6
5218;B Mining and quarrying;Arnhem/Nijmegen (CR);2006;;-43.7
5219;B Mining and quarrying;Arnhem/Nijmegen (CR);2007;;-7.4
5220;B Mining and quarrying;Arnhem/Nijmegen (CR);2008;;-38.7
5221;B Mining and quarrying;Arnhem/Nijmegen (CR);2009;;169.5
5222;B Mining and quarrying;Arnhem/Nijmegen (CR);2010;;4.3
5223;B Mining and quarrying;Arnhem/Nijmegen (CR);2011;;3.9
5224;B Mining and quarrying;Arnhem/Nijmegen (CR);2012;;-19.2
5225;B Mining and quarrying;Arnhem/Nijmegen (CR);2013;;1.1
5226;B Mining and quarrying;Arnhem/Nijmegen (CR);2014;;106.3
5227;B Mining and quarrying;Arnhem/Nijmegen (CR);2015;;104.8
5228;B Mining and quarrying;Arnhem/Nijmegen (CR);2016;;-1.8
5229;B Mining and quarrying;Arnhem/Nijmegen (CR);2017;;17.6
5230;B Mining and quarrying;Arnhem/Nijmegen (CR);2018;;-12.8
5231;B Mining and quarrying;Arnhem/Nijmegen (CR);2019;;-14.1
5232;B Mining and quarrying;Arnhem/Nijmegen (CR);2020;;15.4
5233;B Mining and quarrying;Arnhem/Nijmegen (CR);2021;;64.2
5234;B Mining and quarrying;Arnhem/Nijmegen (CR);2022;;-12.0
5235;B Mining and quarrying;Arnhem/Nijmegen (CR);2023;;-3.0
5236;B Mining and quarrying;Zuidwest-Gelderland (CR);1996;;-7.5
5237;B Mining and quarrying;Zuidwest-Gelderland (CR);1997;;-0.4
5238;B Mining and quarrying;Zuidwest-Gelderland (CR);1998;;5.0
5239;B Mining and quarrying;Zuidwest-Gelderland (CR);1999;;-8.6
5240;B Mining and quarrying;Zuidwest-Gelderland (CR);2000;;-34.3
5241;B Mining and quarrying;Zuidwest-Gelderland (CR);2001;;10.8
5242;B Mining and quarrying;Zuidwest-Gelderland (CR);2002;;10.8
5243;B Mining and quarrying;Zuidwest-Gelderland (CR);2003;;1.5
5244;B Mining and quarrying;Zuidwest-Gelderland (CR);2004;;-11.8
5245;B Mining and quarrying;Zuidwest-Gelderland (CR);2005;;-30.8
5246;B Mining and quarrying;Zuidwest-Gelderland (CR);2006;;-49.1
5247;B Mining and quarrying;Zuidwest-Gelderland (CR);2007;;-46.6
5248;B Mining and quarrying;Zuidwest-Gelderland (CR);2008;;-12.5
5249;B Mining and quarrying;Zuidwest-Gelderland (CR);2009;;-62.0
5250;B Mining and quarrying;Zuidwest-Gelderland (CR);2010;;280.1
5251;B Mining and quarrying;Zuidwest-Gelderland (CR);2011;;217.2
5252;B Mining and quarrying;Zuidwest-Gelderland (CR);2012;;-41.5
5253;B Mining and quarrying;Zuidwest-Gelderland (CR);2013;;-32.0
5254;B Mining and quarrying;Zuidwest-Gelderland (CR);2014;;35.8
5255;B Mining and quarrying;Zuidwest-Gelderland (CR);2015;;61.7
5256;B Mining and quarrying;Zuidwest-Gelderland (CR);2016;;-20.9
5257;B Mining and quarrying;Zuidwest-Gelderland (CR);2017;;7.5
5258;B Mining and quarrying;Zuidwest-Gelderland (CR);2018;;76.3
5259;B Mining and quarrying;Zuidwest-Gelderland (CR);2019;;22.8
5260;B Mining and quarrying;Zuidwest-Gelderland (CR);2020;;-2.0
5261;B Mining and quarrying;Zuidwest-Gelderland (CR);2021;;42.2
5262;B Mining and quarrying;Zuidwest-Gelderland (CR);2022;;-37.4
5263;B Mining and quarrying;Zuidwest-Gelderland (CR);2023;;-5.4
5264;B Mining and quarrying;Utrecht (CR);1996;;
5265;B Mining and quarrying;Utrecht (CR);1997;;
5266;B Mining and quarrying;Utrecht (CR);1998;;
5267;B Mining and quarrying;Utrecht (CR);1999;;
5268;B Mining and quarrying;Utrecht (CR);2000;;
5269;B Mining and quarrying;Utrecht (CR);2001;;
5270;B Mining and quarrying;Utrecht (CR);2002;;
5271;B Mining and quarrying;Utrecht (CR);2003;;
5272;B Mining and quarrying;Utrecht (CR);2004;;
5273;B Mining and quarrying;Utrecht (CR);2005;;
5274;B Mining and quarrying;Utrecht (CR);2006;;
5275;B Mining and quarrying;Utrecht (CR);2007;;
5276;B Mining and quarrying;Utrecht (CR);2008;;
5277;B Mining and quarrying;Utrecht (CR);2009;;
5278;B Mining and quarrying;Utrecht (CR);2010;;227.3
5279;B Mining and quarrying;Utrecht (CR);2011;;229.0
5280;B Mining and quarrying;Utrecht (CR);2012;;-18.2
5281;B Mining and quarrying;Utrecht (CR);2013;;-35.3
5282;B Mining and quarrying;Utrecht (CR);2014;;-14.7
5283;B Mining and quarrying;Utrecht (CR);2015;;-27.3
5284;B Mining and quarrying;Utrecht (CR);2016;;9.3
5285;B Mining and quarrying;Utrecht (CR);2017;;-1.1
5286;B Mining and quarrying;Utrecht (CR);2018;;27.5
5287;B Mining and quarrying;Utrecht (CR);2019;;-38.4
5288;B Mining and quarrying;Utrecht (CR);2020;;28.8
5289;B Mining and quarrying;Utrecht (CR);2021;;-80.1
5290;B Mining and quarrying;Utrecht (CR);2022;;-55.5
5291;B Mining and quarrying;Utrecht (CR);2023;;8.4
5292;B Mining and quarrying;Kop van Noord-Holland (CR);1996;;12.2
5293;B Mining and quarrying;Kop van Noord-Holland (CR);1997;;-24.8
5294;B Mining and quarrying;Kop van Noord-Holland (CR);1998;;-0.5
5295;B Mining and quarrying;Kop van Noord-Holland (CR);1999;;108.3
5296;B Mining and quarrying;Kop van Noord-Holland (CR);2000;;-14.3
5297;B Mining and quarrying;Kop van Noord-Holland (CR);2001;;-19.0
5298;B Mining and quarrying;Kop van Noord-Holland (CR);2002;;3.3
5299;B Mining and quarrying;Kop van Noord-Holland (CR);2003;;-9.1
5300;B Mining and quarrying;Kop van Noord-Holland (CR);2004;;-2.1
5301;B Mining and quarrying;Kop van Noord-Holland (CR);2005;;-57.9
5302;B Mining and quarrying;Kop van Noord-Holland (CR);2006;;-19.0
5303;B Mining and quarrying;Kop van Noord-Holland (CR);2007;;-28.9
5304;B Mining and quarrying;Kop van Noord-Holland (CR);2008;;-3.2
5305;B Mining and quarrying;Kop van Noord-Holland (CR);2009;;-7.6
5306;B Mining and quarrying;Kop van Noord-Holland (CR);2010;;30.5
5307;B Mining and quarrying;Kop van Noord-Holland (CR);2011;;-7.0
5308;B Mining and quarrying;Kop van Noord-Holland (CR);2012;;2.8
5309;B Mining and quarrying;Kop van Noord-Holland (CR);2013;;-9.5
5310;B Mining and quarrying;Kop van Noord-Holland (CR);2014;;-18.1
5311;B Mining and quarrying;Kop van Noord-Holland (CR);2015;;-12.6
5312;B Mining and quarrying;Kop van Noord-Holland (CR);2016;;-36.4
5313;B Mining and quarrying;Kop van Noord-Holland (CR);2017;;-26.9
5314;B Mining and quarrying;Kop van Noord-Holland (CR);2018;;-10.3
5315;B Mining and quarrying;Kop van Noord-Holland (CR);2019;;-10.0
5316;B Mining and quarrying;Kop van Noord-Holland (CR);2020;;3.4
5317;B Mining and quarrying;Kop van Noord-Holland (CR);2021;;-64.7
5318;B Mining and quarrying;Kop van Noord-Holland (CR);2022;;-0.1
5319;B Mining and quarrying;Kop van Noord-Holland (CR);2023;;3.0
5320;B Mining and quarrying;Alkmaar en omgeving (CR);1996;;6.8
5321;B Mining and quarrying;Alkmaar en omgeving (CR);1997;;0.2
5322;B Mining and quarrying;Alkmaar en omgeving (CR);1998;;-38.1
5323;B Mining and quarrying;Alkmaar en omgeving (CR);1999;;-18.0
5324;B Mining and quarrying;Alkmaar en omgeving (CR);2000;;39.0
5325;B Mining and quarrying;Alkmaar en omgeving (CR);2001;;-7.6
5326;B Mining and quarrying;Alkmaar en omgeving (CR);2002;;-7.1
5327;B Mining and quarrying;Alkmaar en omgeving (CR);2003;;-24.0
5328;B Mining and quarrying;Alkmaar en omgeving (CR);2004;;-22.2
5329;B Mining and quarrying;Alkmaar en omgeving (CR);2005;;7.5
5330;B Mining and quarrying;Alkmaar en omgeving (CR);2006;;-23.9
5331;B Mining and quarrying;Alkmaar en omgeving (CR);2007;;-12.4
5332;B Mining and quarrying;Alkmaar en omgeving (CR);2008;;24.3
5333;B Mining and quarrying;Alkmaar en omgeving (CR);2009;;-9.6
5334;B Mining and quarrying;Alkmaar en omgeving (CR);2010;;-33.4
5335;B Mining and quarrying;Alkmaar en omgeving (CR);2011;;-14.8
5336;B Mining and quarrying;Alkmaar en omgeving (CR);2012;;-3.0
5337;B Mining and quarrying;Alkmaar en omgeving (CR);2013;;18.1
5338;B Mining and quarrying;Alkmaar en omgeving (CR);2014;;-27.4
5339;B Mining and quarrying;Alkmaar en omgeving (CR);2015;;-24.3
5340;B Mining and quarrying;Alkmaar en omgeving (CR);2016;;23.0
5341;B Mining and quarrying;Alkmaar en omgeving (CR);2017;;26.3
5342;B Mining and quarrying;Alkmaar en omgeving (CR);2018;;61.8
5343;B Mining and quarrying;Alkmaar en omgeving (CR);2019;;8.5
5344;B Mining and quarrying;Alkmaar en omgeving (CR);2020;;-5.4
5345;B Mining and quarrying;Alkmaar en omgeving (CR);2021;;-67.6
5346;B Mining and quarrying;Alkmaar en omgeving (CR);2022;;-57.9
5347;B Mining and quarrying;Alkmaar en omgeving (CR);2023;;-17.4
5348;B Mining and quarrying;IJmond (CR);1996;;22.2
5349;B Mining and quarrying;IJmond (CR);1997;;-18.1
5350;B Mining and quarrying;IJmond (CR);1998;;13.2
5351;B Mining and quarrying;IJmond (CR);1999;;-7.5
5352;B Mining and quarrying;IJmond (CR);2000;;-35.5
5353;B Mining and quarrying;IJmond (CR);2001;;-27.6
5354;B Mining and quarrying;IJmond (CR);2002;;14.6
5355;B Mining and quarrying;IJmond (CR);2003;;9.1
5356;B Mining and quarrying;IJmond (CR);2004;;-10.5
5357;B Mining and quarrying;IJmond (CR);2005;;-55.3
5358;B Mining and quarrying;IJmond (CR);2006;;-14.2
5359;B Mining and quarrying;IJmond (CR);2007;;-21.3
5360;B Mining and quarrying;IJmond (CR);2008;;7.1
5361;B Mining and quarrying;IJmond (CR);2009;;-22.9
5362;B Mining and quarrying;IJmond (CR);2010;;44.2
5363;B Mining and quarrying;IJmond (CR);2011;;-13.9
5364;B Mining and quarrying;IJmond (CR);2012;;19.4
5365;B Mining and quarrying;IJmond (CR);2013;;11.8
5366;B Mining and quarrying;IJmond (CR);2014;;29.2
5367;B Mining and quarrying;IJmond (CR);2015;;-17.8
5368;B Mining and quarrying;IJmond (CR);2016;;-49.3
5369;B Mining and quarrying;IJmond (CR);2017;;-52.0
5370;B Mining and quarrying;IJmond (CR);2018;;-34.9
5371;B Mining and quarrying;IJmond (CR);2019;;-57.6
5372;B Mining and quarrying;IJmond (CR);2020;;-22.5
5373;B Mining and quarrying;IJmond (CR);2021;;-84.9
5374;B Mining and quarrying;IJmond (CR);2022;;133.1
5375;B Mining and quarrying;IJmond (CR);2023;;-6.4
5376;B Mining and quarrying;Agglomeratie Haarlem (CR);1996;;0.0
5377;B Mining and quarrying;Agglomeratie Haarlem (CR);1997;;0.0
5378;B Mining and quarrying;Agglomeratie Haarlem (CR);1998;;0.0
5379;B Mining and quarrying;Agglomeratie Haarlem (CR);1999;;0.0
5380;B Mining and quarrying;Agglomeratie Haarlem (CR);2000;;0.0
5381;B Mining and quarrying;Agglomeratie Haarlem (CR);2001;;0.0
5382;B Mining and quarrying;Agglomeratie Haarlem (CR);2002;;0.0
5383;B Mining and quarrying;Agglomeratie Haarlem (CR);2003;;0.0
5384;B Mining and quarrying;Agglomeratie Haarlem (CR);2004;;0.0
5385;B Mining and quarrying;Agglomeratie Haarlem (CR);2005;;0.0
5386;B Mining and quarrying;Agglomeratie Haarlem (CR);2006;;0.0
5387;B Mining and quarrying;Agglomeratie Haarlem (CR);2007;;0.0
5388;B Mining and quarrying;Agglomeratie Haarlem (CR);2008;;0.0
5389;B Mining and quarrying;Agglomeratie Haarlem (CR);2009;;0.0
5390;B Mining and quarrying;Agglomeratie Haarlem (CR);2010;;0.0
5391;B Mining and quarrying;Agglomeratie Haarlem (CR);2011;;-1.1
5392;B Mining and quarrying;Agglomeratie Haarlem (CR);2012;;-11.4
5393;B Mining and quarrying;Agglomeratie Haarlem (CR);2013;;-20.2
5394;B Mining and quarrying;Agglomeratie Haarlem (CR);2014;;-91.5
5395;B Mining and quarrying;Agglomeratie Haarlem (CR);2015;;104.7
5396;B Mining and quarrying;Agglomeratie Haarlem (CR);2016;;-66.5
5397;B Mining and quarrying;Agglomeratie Haarlem (CR);2017;;74.5
5398;B Mining and quarrying;Agglomeratie Haarlem (CR);2018;;43.2
5399;B Mining and quarrying;Agglomeratie Haarlem (CR);2019;;-3.8
5400;B Mining and quarrying;Agglomeratie Haarlem (CR);2020;;-51.7
5401;B Mining and quarrying;Agglomeratie Haarlem (CR);2021;;-83.2
5402;B Mining and quarrying;Agglomeratie Haarlem (CR);2022;;55.4
5403;B Mining and quarrying;Agglomeratie Haarlem (CR);2023;;54.6
5404;B Mining and quarrying;Zaanstreek (CR);1996;;0.0
5405;B Mining and quarrying;Zaanstreek (CR);1997;;0.0
5406;B Mining and quarrying;Zaanstreek (CR);1998;;0.0
5407;B Mining and quarrying;Zaanstreek (CR);1999;;0.0
5408;B Mining and quarrying;Zaanstreek (CR);2000;;0.0
5409;B Mining and quarrying;Zaanstreek (CR);2001;;0.0
5410;B Mining and quarrying;Zaanstreek (CR);2002;;0.0
5411;B Mining and quarrying;Zaanstreek (CR);2003;;0.0
5412;B Mining and quarrying;Zaanstreek (CR);2004;;0.0
5413;B Mining and quarrying;Zaanstreek (CR);2005;;0.0
5414;B Mining and quarrying;Zaanstreek (CR);2006;;0.0
5415;B Mining and quarrying;Zaanstreek (CR);2007;;0.0
5416;B Mining and quarrying;Zaanstreek (CR);2008;;0.0
5417;B Mining and quarrying;Zaanstreek (CR);2009;;0.0
5418;B Mining and quarrying;Zaanstreek (CR);2010;;0.0
5419;B Mining and quarrying;Zaanstreek (CR);2011;;53.7
5420;B Mining and quarrying;Zaanstreek (CR);2012;;-73.5
5421;B Mining and quarrying;Zaanstreek (CR);2013;;5284.4
5422;B Mining and quarrying;Zaanstreek (CR);2014;;11.6
5423;B Mining and quarrying;Zaanstreek (CR);2015;;-59.4
5424;B Mining and quarrying;Zaanstreek (CR);2016;;-35.4
5425;B Mining and quarrying;Zaanstreek (CR);2017;;-20.6
5426;B Mining and quarrying;Zaanstreek (CR);2018;;195.2
5427;B Mining and quarrying;Zaanstreek (CR);2019;;-68.5
5428;B Mining and quarrying;Zaanstreek (CR);2020;;-33.9
5429;B Mining and quarrying;Zaanstreek (CR);2021;;-60.0
5430;B Mining and quarrying;Zaanstreek (CR);2022;;-11.5
5431;B Mining and quarrying;Zaanstreek (CR);2023;;31.5
5432;B Mining and quarrying;Groot-Amsterdam (CR);1996;;-11.1
5433;B Mining and quarrying;Groot-Amsterdam (CR);1997;;-0.5
5434;B Mining and quarrying;Groot-Amsterdam (CR);1998;;30.5
5435;B Mining and quarrying;Groot-Amsterdam (CR);1999;;65.0
5436;B Mining and quarrying;Groot-Amsterdam (CR);2000;;-29.4
5437;B Mining and quarrying;Groot-Amsterdam (CR);2001;;27.2
5438;B Mining and quarrying;Groot-Amsterdam (CR);2002;;-1.1
5439;B Mining and quarrying;Groot-Amsterdam (CR);2003;;35.3
5440;B Mining and quarrying;Groot-Amsterdam (CR);2004;;-19.1
5441;B Mining and quarrying;Groot-Amsterdam (CR);2005;;-32.1
5442;B Mining and quarrying;Groot-Amsterdam (CR);2006;;-35.1
5443;B Mining and quarrying;Groot-Amsterdam (CR);2007;;12.2
5444;B Mining and quarrying;Groot-Amsterdam (CR);2008;;-42.7
5445;B Mining and quarrying;Groot-Amsterdam (CR);2009;;69.9
5446;B Mining and quarrying;Groot-Amsterdam (CR);2010;;97.0
5447;B Mining and quarrying;Groot-Amsterdam (CR);2011;;-8.4
5448;B Mining and quarrying;Groot-Amsterdam (CR);2012;;-16.5
5449;B Mining and quarrying;Groot-Amsterdam (CR);2013;;-0.9
5450;B Mining and quarrying;Groot-Amsterdam (CR);2014;;64.9
5451;B Mining and quarrying;Groot-Amsterdam (CR);2015;;-2.5
5452;B Mining and quarrying;Groot-Amsterdam (CR);2016;;-16.4
5453;B Mining and quarrying;Groot-Amsterdam (CR);2017;;-11.3
5454;B Mining and quarrying;Groot-Amsterdam (CR);2018;;-7.2
5455;B Mining and quarrying;Groot-Amsterdam (CR);2019;;33.2
5456;B Mining and quarrying;Groot-Amsterdam (CR);2020;;-28.3
5457;B Mining and quarrying;Groot-Amsterdam (CR);2021;;-9.7
5458;B Mining and quarrying;Groot-Amsterdam (CR);2022;;24.1
5459;B Mining and quarrying;Groot-Amsterdam (CR);2023;;-18.6
5460;B Mining and quarrying;Het Gooi en Vechtstreek (CR);1996;;0.0
5461;B Mining and quarrying;Het Gooi en Vechtstreek (CR);1997;;0.0
5462;B Mining and quarrying;Het Gooi en Vechtstreek (CR);1998;;0.0
5463;B Mining and quarrying;Het Gooi en Vechtstreek (CR);1999;;0.0
5464;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2000;;0.0
5465;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2001;;0.0
5466;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2002;;0.0
5467;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2003;;0.0
5468;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2004;;0.0
5469;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2005;;0.0
5470;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2006;;0.0
5471;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2007;;0.0
5472;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2008;;0.0
5473;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2009;;0.0
