ID;Onderwijskenmerk;Persoonskenmerken;Perioden;TotaalBevolking15Tot25Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;WerklozeBeroepsbevolking_4;NietBeroepsbevolking_5;Werkloosheidspercentage_6;WilBetaaldWerkVan12UurOfMeer_7;KanOpKorteTermijnBeginnen_8;Afgelopen4WekenGezocht_9;Afgelopen4WekenNietGezocht_10;WelAfgelopen6MaandenGezocht_11;NietAfgelopen6MaandenGezocht_12;VanwegeWeinigResultaat_13;OverigeRedenen_14;KanNietOpKorteTermijnBeginnen_15;WilGeenBetaaldWerkVan12UurOfMeer_16;WilWerkVanMinderDan12UurPerWeek_17;ZorgVoorGezinOfHuishouden_18;OpleidingStudie_19;ZiekteArbeidsongeschiktheid_20;AndereRedenen_21;WilOfKanNietWerken_22;ZorgVoorGezinOfHuishouden_23;OpleidingStudie_24;ZiekteArbeidsongeschiktheid_25;AndereRedenen_26;WerknemersVasteArbeidsrelatie_27;WerknemersFlexibeleArbeidsrelatie_28;Zelfstandigen_29;PositieWerkkringOnbekend_30;Arbeidsduur4UurOfMinder_31;Arbeidsduur5Tot12Uur_32;Arbeidsduur12Tot20Uur_33;Arbeidsduur20Tot35Uur_34;Arbeidsduur35UurOfMeer_35;ArbeidsduurOnbekend_36
353;Onderwijsvolgenden 15 tot 25 jaar;Niet-westerse allochtonen;2006;198.0;38.0;29.0;10.0;160.0;25.2;28.0;22.0;10.0;12.0;6.0;6.0;;5.0;6.0;142.0;62.0;;59.0;;3.0;80.0;;75.0;;4.0;25.0;42.0;;;9.0;30.0;13.0;8.0;7.0;130.0
354;Onderwijsvolgenden 15 tot 25 jaar;Herkomst: onbekend;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355;Onderwijsvolgenden 15 tot 25 jaar;Herkomst: onbekend;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
356;Onderwijsvolgenden 15 tot 25 jaar;Herkomst: onbekend;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
357;Onderwijsvolgenden 15 tot 25 jaar;Herkomst: onbekend;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
358;Onderwijsvolgenden 15 tot 25 jaar;Herkomst: onbekend;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359;Onderwijsvolgenden 15 tot 25 jaar;Herkomst: onbekend;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360;Onderwijsvolgenden 15 tot 25 jaar;Elementaire beroepen;2001;200.0;52.0;48.0;4.0;148.0;7.6;12.0;9.0;4.0;5.0;;4.0;;3.0;4.0;140.0;140.0;;137.0;;3.0;;;;;;87.0;108.0;5.0;;44.0;108.0;28.0;11.0;8.0;
361;Onderwijsvolgenden 15 tot 25 jaar;Elementaire beroepen;2002;205.0;53.0;50.0;3.0;152.0;5.7;12.0;8.0;3.0;5.0;;5.0;;4.0;4.0;143.0;143.0;;140.0;;3.0;;;;;;91.0;108.0;5.0;;41.0;114.0;34.0;10.0;6.0;
362;Onderwijsvolgenden 15 tot 25 jaar;Elementaire beroepen;2003;207.0;51.0;46.0;5.0;156.0;9.2;17.0;14.0;5.0;9.0;3.0;6.0;;5.0;3.0;143.0;143.0;;140.0;;3.0;;;;;;93.0;107.0;6.0;;46.0;114.0;30.0;10.0;6.0;
363;Onderwijsvolgenden 15 tot 25 jaar;Elementaire beroepen;2004;224.0;56.0;50.0;6.0;168.0;10.5;21.0;15.0;6.0;9.0;3.0;7.0;;6.0;6.0;153.0;153.0;;150.0;;3.0;;;;;;88.0;130.0;6.0;;61.0;113.0;33.0;11.0;6.0;
364;Onderwijsvolgenden 15 tot 25 jaar;Elementaire beroepen;2005;227.0;54.0;48.0;6.0;173.0;11.7;23.0;18.0;6.0;12.0;3.0;9.0;2.0;7.0;5.0;156.0;156.0;;152.0;;4.0;;;;;;88.0;134.0;5.0;;64.0;116.0;33.0;11.0;4.0;
365;Onderwijsvolgenden 15 tot 25 jaar;Elementaire beroepen;2006;241.0;54.0;48.0;7.0;187.0;12.0;20.0;16.0;7.0;10.0;3.0;7.0;;6.0;4.0;173.0;173.0;;170.0;;4.0;;;;;;92.0;142.0;7.0;;71.0;122.0;31.0;11.0;5.0;
366;Onderwijsvolgenden 15 tot 25 jaar;Lagere beroepen;2001;352.0;164.0;159.0;5.0;189.0;2.8;16.0;11.0;5.0;7.0;;6.0;;5.0;4.0;178.0;178.0;;175.0;;2.0;;;;;;182.0;159.0;11.0;;36.0;158.0;61.0;54.0;43.0;
367;Onderwijsvolgenden 15 tot 25 jaar;Lagere beroepen;2002;340.0;145.0;139.0;6.0;195.0;4.3;20.0;14.0;6.0;8.0;;7.0;;7.0;6.0;182.0;182.0;;179.0;;3.0;;;;;;174.0;157.0;10.0;;40.0;162.0;56.0;47.0;36.0;
368;Onderwijsvolgenden 15 tot 25 jaar;Lagere beroepen;2003;344.0;144.0;139.0;5.0;200.0;3.3;20.0;15.0;5.0;10.0;2.0;8.0;;8.0;5.0;185.0;185.0;;181.0;;3.0;;;;;;184.0;152.0;7.0;;42.0;163.0;60.0;48.0;31.0;
369;Onderwijsvolgenden 15 tot 25 jaar;Lagere beroepen;2004;342.0;135.0;128.0;8.0;207.0;5.6;28.0;21.0;8.0;14.0;3.0;11.0;2.0;9.0;6.0;187.0;187.0;;183.0;;3.0;;;;;;177.0;157.0;8.0;;43.0;172.0;52.0;42.0;34.0;
370;Onderwijsvolgenden 15 tot 25 jaar;Lagere beroepen;2005;344.0;141.0;134.0;7.0;204.0;4.6;24.0;18.0;7.0;12.0;3.0;9.0;2.0;7.0;5.0;186.0;186.0;;182.0;;5.0;;;;;;170.0;166.0;9.0;;46.0;164.0;59.0;42.0;34.0;
371;Onderwijsvolgenden 15 tot 25 jaar;Lagere beroepen;2006;358.0;153.0;146.0;7.0;205.0;4.4;28.0;22.0;7.0;15.0;4.0;11.0;;10.0;6.0;184.0;184.0;;180.0;;4.0;;;;;;164.0;183.0;11.0;;47.0;164.0;60.0;45.0;40.0;
372;Onderwijsvolgenden 15 tot 25 jaar;Middelbare beroepen;2001;114.0;80.0;79.0;;34.0;;3.0;2.0;;;;;;;;31.0;31.0;;31.0;;;;;;;;70.0;39.0;5.0;;6.0;29.0;14.0;23.0;42.0;
373;Onderwijsvolgenden 15 tot 25 jaar;Middelbare beroepen;2002;126.0;89.0;87.0;3.0;37.0;2.9;4.0;4.0;3.0;;;;;;;35.0;35.0;;34.0;;;;;;;;73.0;49.0;4.0;;8.0;31.0;18.0;30.0;39.0;
374;Onderwijsvolgenden 15 tot 25 jaar;Middelbare beroepen;2003;121.0;79.0;79.0;;42.0;;4.0;3.0;;2.0;;2.0;;2.0;2.0;38.0;38.0;;37.0;;;;;;;;79.0;36.0;6.0;;12.0;30.0;14.0;25.0;39.0;
375;Onderwijsvolgenden 15 tot 25 jaar;Middelbare beroepen;2004;113.0;80.0;79.0;2.0;33.0;2.0;6.0;4.0;2.0;3.0;;;;;2.0;28.0;28.0;;27.0;;;;;;;;70.0;38.0;4.0;;12.0;22.0;11.0;25.0;43.0;
376;Onderwijsvolgenden 15 tot 25 jaar;Middelbare beroepen;2005;115.0;83.0;81.0;3.0;31.0;3.0;8.0;6.0;3.0;4.0;;2.0;;2.0;2.0;26.0;26.0;;25.0;;;;;;;;69.0;41.0;5.0;;8.0;25.0;11.0;27.0;43.0;
377;Onderwijsvolgenden 15 tot 25 jaar;Middelbare beroepen;2006;121.0;85.0;84.0;2.0;36.0;2.1;5.0;4.0;2.0;2.0;;2.0;;;;33.0;33.0;;32.0;;;;;;;;69.0;47.0;5.0;;12.0;26.0;17.0;28.0;39.0;
378;Onderwijsvolgenden 15 tot 25 jaar;Hogere beroepen;2001;30.0;22.0;21.0;;9.0;;;;;;;;;;;8.0;8.0;;8.0;;;;;;;;17.0;10.0;3.0;;2.0;7.0;4.0;5.0;12.0;
379;Onderwijsvolgenden 15 tot 25 jaar;Hogere beroepen;2002;32.0;24.0;23.0;;8.0;;2.0;2.0;;;;;;;;7.0;7.0;;7.0;;;;;;;;19.0;10.0;3.0;;2.0;7.0;4.0;10.0;9.0;
380;Onderwijsvolgenden 15 tot 25 jaar;Hogere beroepen;2003;30.0;22.0;22.0;;8.0;;;;;;;;;;;8.0;8.0;;8.0;;;;;;;;18.0;8.0;3.0;;4.0;5.0;3.0;7.0;11.0;
381;Onderwijsvolgenden 15 tot 25 jaar;Hogere beroepen;2004;36.0;26.0;26.0;;9.0;;;;;;;;;;;9.0;9.0;;8.0;;;;;;;;19.0;13.0;4.0;;3.0;7.0;5.0;10.0;11.0;
382;Onderwijsvolgenden 15 tot 25 jaar;Hogere beroepen;2005;31.0;21.0;21.0;;10.0;;;;;;;;;;;8.0;8.0;;8.0;;;;;;;;15.0;12.0;4.0;;4.0;6.0;6.0;7.0;8.0;
383;Onderwijsvolgenden 15 tot 25 jaar;Hogere beroepen;2006;30.0;20.0;20.0;;10.0;;;;;;;;;;;9.0;9.0;;9.0;;;;;;;;15.0;11.0;4.0;;4.0;6.0;3.0;5.0;11.0;
384;Onderwijsvolgenden 15 tot 25 jaar;Wetenschappelijke beroepen;2001;6.0;5.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;4.0;2.0;;;;;;2.0;3.0;
385;Onderwijsvolgenden 15 tot 25 jaar;Wetenschappelijke beroepen;2002;5.0;4.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;2.0;
386;Onderwijsvolgenden 15 tot 25 jaar;Wetenschappelijke beroepen;2003;6.0;5.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;4.0;
387;Onderwijsvolgenden 15 tot 25 jaar;Wetenschappelijke beroepen;2004;4.0;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;
388;Onderwijsvolgenden 15 tot 25 jaar;Wetenschappelijke beroepen;2005;7.0;7.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;4.0;2.0;;;;;;2.0;4.0;
389;Onderwijsvolgenden 15 tot 25 jaar;Wetenschappelijke beroepen;2006;6.0;4.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;3.0;2.0;;;;;;;2.0;
390;Onderwijsvolgenden 15 tot 25 jaar;Beroepsniveau: onbekend;2001;523.0;28.0;4.0;24.0;495.0;84.6;51.0;39.0;24.0;15.0;6.0;9.0;;8.0;12.0;468.0;115.0;;107.0;;7.0;353.0;2.0;338.0;2.0;11.0;2.0;5.0;;;;2.0;;;3.0;515.0
391;Onderwijsvolgenden 15 tot 25 jaar;Beroepsniveau: onbekend;2002;543.0;29.0;4.0;25.0;514.0;85.6;51.0;39.0;25.0;14.0;7.0;7.0;2.0;5.0;12.0;488.0;122.0;;113.0;;8.0;366.0;;350.0;4.0;10.0;6.0;7.0;;;6.0;3.0;;;2.0;529.0
392;Onderwijsvolgenden 15 tot 25 jaar;Beroepsniveau: onbekend;2003;552.0;33.0;3.0;29.0;519.0;90.1;60.0;46.0;29.0;17.0;5.0;12.0;3.0;9.0;14.0;488.0;133.0;;125.0;;7.0;355.0;;339.0;3.0;13.0;3.0;5.0;;;;4.0;;2.0;;544.0
393;Onderwijsvolgenden 15 tot 25 jaar;Beroepsniveau: onbekend;2004;591.0;35.0;;35.0;556.0;99.4;71.0;56.0;35.0;22.0;10.0;12.0;3.0;9.0;14.0;520.0;145.0;;135.0;;9.0;375.0;2.0;354.0;3.0;17.0;;;;;;;;;;590.0
394;Onderwijsvolgenden 15 tot 25 jaar;Beroepsniveau: onbekend;2005;618.0;36.0;2.0;34.0;582.0;93.4;75.0;59.0;34.0;26.0;11.0;15.0;3.0;12.0;16.0;541.0;178.0;;163.0;2.0;13.0;362.0;;344.0;3.0;15.0;;3.0;;;;;;;;613.0
395;Onderwijsvolgenden 15 tot 25 jaar;Beroepsniveau: onbekend;2006;596.0;33.0;2.0;31.0;563.0;92.7;69.0;54.0;31.0;23.0;11.0;13.0;2.0;11.0;15.0;525.0;162.0;;150.0;2.0;9.0;363.0;;339.0;4.0;19.0;2.0;2.0;;;;;;;2.0;591.0
396;Niet onderwijsvolgenden 15 tot 25 jaar;Mannen en vrouwen;2001;662.0;570.0;536.0;35.0;92.0;6.1;60.0;46.0;35.0;11.0;5.0;7.0;;6.0;14.0;67.0;14.0;6.0;5.0;;3.0;53.0;21.0;10.0;11.0;10.0;442.0;95.0;15.0;;3.0;13.0;13.0;109.0;413.0;111.0
397;Niet onderwijsvolgenden 15 tot 25 jaar;Mannen en vrouwen;2002;657.0;571.0;530.0;41.0;86.0;7.1;66.0;55.0;41.0;14.0;6.0;8.0;2.0;6.0;11.0;61.0;12.0;3.0;7.0;;2.0;48.0;15.0;11.0;11.0;12.0;438.0;98.0;15.0;;6.0;14.0;18.0;120.0;392.0;106.0
398;Niet onderwijsvolgenden 15 tot 25 jaar;Mannen en vrouwen;2003;662.0;568.0;511.0;56.0;95.0;9.9;88.0;76.0;56.0;20.0;9.0;11.0;3.0;8.0;11.0;63.0;11.0;3.0;5.0;;2.0;53.0;13.0;15.0;10.0;15.0;417.0;101.0;13.0;;4.0;15.0;15.0;128.0;369.0;131.0
399;Niet onderwijsvolgenden 15 tot 25 jaar;Mannen en vrouwen;2004;619.0;543.0;474.0;68.0;77.0;12.6;102.0;91.0;68.0;22.0;10.0;13.0;3.0;9.0;11.0;43.0;10.0;2.0;4.0;;3.0;33.0;11.0;6.0;10.0;7.0;387.0;93.0;18.0;;5.0;18.0;17.0;118.0;339.0;121.0
400;Niet onderwijsvolgenden 15 tot 25 jaar;Mannen en vrouwen;2005;595.0;512.0;449.0;62.0;84.0;12.2;97.0;85.0;62.0;22.0;9.0;13.0;3.0;10.0;13.0;49.0;12.0;2.0;6.0;;3.0;37.0;9.0;9.0;10.0;9.0;355.0;100.0;16.0;;6.0;16.0;23.0;113.0;314.0;125.0
401;Niet onderwijsvolgenden 15 tot 25 jaar;Mannen en vrouwen;2006;598.0;498.0;454.0;45.0;99.0;9.0;79.0;66.0;45.0;21.0;7.0;14.0;3.0;12.0;13.0;65.0;20.0;;14.0;2.0;3.0;45.0;9.0;15.0;11.0;10.0;345.0;118.0;22.0;;8.0;23.0;24.0;110.0;320.0;113.0
402;Niet onderwijsvolgenden 15 tot 25 jaar;Mannen;2001;323.0;294.0;275.0;20.0;29.0;6.7;30.0;25.0;20.0;6.0;2.0;4.0;;3.0;5.0;19.0;6.0;;3.0;;2.0;13.0;;4.0;3.0;5.0;217.0;54.0;10.0;;;5.0;3.0;24.0;247.0;42.0
403;Niet onderwijsvolgenden 15 tot 25 jaar;Mannen;2002;327.0;294.0;271.0;23.0;32.0;7.9;36.0;31.0;23.0;8.0;4.0;4.0;;3.0;5.0;20.0;5.0;;3.0;;2.0;15.0;;5.0;4.0;5.0;222.0;48.0;10.0;;3.0;6.0;3.0;30.0;237.0;47.0
404;Niet onderwijsvolgenden 15 tot 25 jaar;Mannen;2003;329.0;292.0;262.0;30.0;36.0;10.2;43.0;39.0;30.0;9.0;4.0;5.0;2.0;3.0;3.0;23.0;4.0;;2.0;;;20.0;;9.0;3.0;7.0;207.0;52.0;10.0;;;5.0;4.0;35.0;223.0;59.0
405;Niet onderwijsvolgenden 15 tot 25 jaar;Mannen;2004;310.0;280.0;242.0;38.0;30.0;13.5;53.0;48.0;38.0;10.0;5.0;5.0;2.0;4.0;6.0;15.0;4.0;;2.0;;;11.0;;3.0;5.0;4.0;188.0;51.0;13.0;;2.0;8.0;6.0;32.0;204.0;58.0
406;Niet onderwijsvolgenden 15 tot 25 jaar;Mannen;2005;300.0;265.0;231.0;34.0;35.0;12.8;50.0;46.0;34.0;13.0;5.0;8.0;;7.0;3.0;19.0;4.0;;2.0;;2.0;15.0;;5.0;5.0;6.0;178.0;52.0;11.0;;3.0;6.0;6.0;27.0;197.0;60.0
407;Niet onderwijsvolgenden 15 tot 25 jaar;Mannen;2006;304.0;263.0;240.0;23.0;42.0;8.7;41.0;35.0;23.0;12.0;4.0;8.0;2.0;6.0;6.0;24.0;8.0;;7.0;;;16.0;;6.0;4.0;5.0;178.0;60.0;15.0;;4.0;9.0;7.0;31.0;202.0;51.0
408;Niet onderwijsvolgenden 15 tot 25 jaar;Vrouwen;2001;339.0;276.0;261.0;15.0;63.0;5.4;30.0;21.0;15.0;6.0;2.0;3.0;;3.0;9.0;48.0;9.0;6.0;2.0;;;39.0;21.0;6.0;7.0;5.0;225.0;41.0;5.0;;2.0;8.0;11.0;85.0;165.0;69.0
409;Niet onderwijsvolgenden 15 tot 25 jaar;Vrouwen;2002;330.0;277.0;259.0;17.0;53.0;6.2;30.0;24.0;17.0;6.0;2.0;4.0;;4.0;6.0;41.0;7.0;3.0;4.0;;;34.0;15.0;6.0;6.0;6.0;216.0;50.0;5.0;;3.0;9.0;14.0;90.0;155.0;59.0
410;Niet onderwijsvolgenden 15 tot 25 jaar;Vrouwen;2003;334.0;275.0;249.0;26.0;59.0;9.6;45.0;37.0;26.0;11.0;5.0;6.0;;5.0;8.0;40.0;7.0;3.0;2.0;;2.0;33.0;13.0;5.0;7.0;8.0;210.0;49.0;3.0;;3.0;10.0;10.0;93.0;146.0;72.0
411;Niet onderwijsvolgenden 15 tot 25 jaar;Vrouwen;2004;309.0;263.0;233.0;31.0;46.0;11.6;48.0;43.0;31.0;12.0;5.0;7.0;2.0;6.0;6.0;28.0;7.0;2.0;2.0;;;22.0;11.0;3.0;5.0;3.0;199.0;43.0;5.0;;3.0;11.0;12.0;85.0;136.0;63.0
412;Niet onderwijsvolgenden 15 tot 25 jaar;Vrouwen;2005;295.0;247.0;218.0;29.0;49.0;11.6;47.0;38.0;29.0;10.0;4.0;6.0;2.0;4.0;9.0;30.0;8.0;2.0;4.0;;2.0;22.0;9.0;5.0;5.0;3.0;177.0;49.0;5.0;;3.0;10.0;16.0;85.0;116.0;64.0
413;Niet onderwijsvolgenden 15 tot 25 jaar;Vrouwen;2006;293.0;236.0;214.0;22.0;58.0;9.2;39.0;31.0;22.0;9.0;3.0;6.0;;6.0;8.0;41.0;12.0;;7.0;2.0;2.0;29.0;9.0;8.0;7.0;5.0;167.0;58.0;6.0;;4.0;14.0;17.0;79.0;118.0;62.0
414;Niet onderwijsvolgenden 15 tot 25 jaar;Totaal ingeschreven bij het CWI;2001;57.0;38.0;24.0;14.0;20.0;36.5;21.0;18.0;14.0;4.0;;3.0;;2.0;3.0;12.0;2.0;;;;;10.0;3.0;3.0;2.0;2.0;15.0;11.0;;;;2.0;2.0;9.0;13.0;31.0
415;Niet onderwijsvolgenden 15 tot 25 jaar;Totaal ingeschreven bij het CWI;2002;52.0;35.0;20.0;15.0;17.0;41.9;21.0;18.0;15.0;4.0;;2.0;;2.0;3.0;11.0;;;;;;9.0;2.0;2.0;2.0;4.0;12.0;10.0;;;;2.0;;8.0;11.0;29.0
416;Niet onderwijsvolgenden 15 tot 25 jaar;Totaal ingeschreven bij het CWI;2003;66.0;46.0;23.0;23.0;19.0;50.0;31.0;29.0;23.0;5.0;3.0;3.0;;2.0;2.0;12.0;2.0;;;;;10.0;3.0;2.0;3.0;2.0;14.0;12.0;;;;2.0;2.0;9.0;12.0;39.0
417;Niet onderwijsvolgenden 15 tot 25 jaar;Totaal ingeschreven bij het CWI;2004;72.0;52.0;22.0;30.0;20.0;58.4;40.0;37.0;30.0;6.0;3.0;3.0;;2.0;3.0;10.0;;;;;;9.0;3.0;2.0;3.0;;13.0;12.0;;;2.0;2.0;2.0;9.0;10.0;46.0
418;Niet onderwijsvolgenden 15 tot 25 jaar;Totaal ingeschreven bij het CWI;2005;57.0;42.0;18.0;24.0;15.0;56.9;30.0;28.0;24.0;4.0;2.0;2.0;;;2.0;9.0;;;;;;8.0;3.0;;3.0;;10.0;10.0;;;;2.0;2.0;7.0;9.0;36.0
419;Niet onderwijsvolgenden 15 tot 25 jaar;Totaal ingeschreven bij het CWI;2006;43.0;29.0;14.0;14.0;14.0;50.4;20.0;18.0;14.0;3.0;2.0;2.0;;2.0;2.0;8.0;;;;;;7.0;2.0;;3.0;;8.0;8.0;;;;2.0;2.0;5.0;8.0;26.0
420;Niet onderwijsvolgenden 15 tot 25 jaar;Niet ingeschreven bij het CWI;2001;605.0;532.0;512.0;21.0;73.0;3.9;39.0;28.0;21.0;8.0;3.0;4.0;;4.0;10.0;55.0;12.0;5.0;4.0;;3.0;43.0;19.0;7.0;8.0;8.0;427.0;84.0;14.0;;2.0;11.0;12.0;100.0;400.0;80.0
421;Niet onderwijsvolgenden 15 tot 25 jaar;Niet ingeschreven bij het CWI;2002;604.0;536.0;510.0;26.0;68.0;4.8;44.0;36.0;26.0;11.0;4.0;6.0;2.0;4.0;8.0;50.0;11.0;2.0;7.0;;;39.0;13.0;9.0;9.0;8.0;426.0;88.0;14.0;;5.0;13.0;16.0;113.0;381.0;77.0
422;Niet onderwijsvolgenden 15 tot 25 jaar;Niet ingeschreven bij het CWI;2003;596.0;521.0;488.0;33.0;75.0;6.3;57.0;48.0;33.0;15.0;6.0;9.0;3.0;6.0;9.0;52.0;9.0;3.0;4.0;;2.0;43.0;10.0;13.0;7.0;13.0;403.0;89.0;13.0;;3.0;13.0;13.0;119.0;357.0;92.0
423;Niet onderwijsvolgenden 15 tot 25 jaar;Niet ingeschreven bij het CWI;2004;547.0;491.0;453.0;38.0;57.0;7.7;62.0;54.0;38.0;16.0;6.0;10.0;3.0;7.0;8.0;33.0;9.0;2.0;4.0;;2.0;24.0;8.0;4.0;7.0;5.0;374.0;82.0;17.0;;4.0;16.0;15.0;109.0;329.0;75.0
424;Niet onderwijsvolgenden 15 tot 25 jaar;Niet ingeschreven bij het CWI;2005;538.0;470.0;431.0;39.0;69.0;8.2;68.0;57.0;39.0;18.0;7.0;12.0;3.0;9.0;11.0;40.0;11.0;2.0;6.0;;3.0;29.0;6.0;8.0;7.0;7.0;344.0;90.0;15.0;;4.0;14.0;20.0;106.0;305.0;89.0
425;Niet onderwijsvolgenden 15 tot 25 jaar;Niet ingeschreven bij het CWI;2006;555.0;470.0;440.0;30.0;85.0;6.5;59.0;48.0;30.0;18.0;5.0;13.0;2.0;10.0;11.0;56.0;19.0;;13.0;2.0;2.0;37.0;7.0;13.0;8.0;10.0;337.0;110.0;21.0;;8.0;21.0;22.0;105.0;313.0;87.0
426;Niet onderwijsvolgenden 15 tot 25 jaar;Meer dan een jaar ingeschreven bij CWI;2001;9.0;5.0;4.0;;4.0;;2.0;2.0;;;;;;;;3.0;;;;;;2.0;;;;;3.0;;;;;;;3.0;2.0;5.0
427;Niet onderwijsvolgenden 15 tot 25 jaar;Meer dan een jaar ingeschreven bij CWI;2002;6.0;3.0;3.0;;3.0;;;;;;;;;;;2.0;;;;;;2.0;;;;;2.0;;;;;;;;;4.0
428;Niet onderwijsvolgenden 15 tot 25 jaar;Meer dan een jaar ingeschreven bij CWI;2003;8.0;5.0;3.0;2.0;4.0;38.4;3.0;2.0;2.0;;;;;;;3.0;;;;;;3.0;;;;;2.0;;;;;;;;;5.0
429;Niet onderwijsvolgenden 15 tot 25 jaar;Meer dan een jaar ingeschreven bij CWI;2004;9.0;6.0;3.0;2.0;4.0;43.3;4.0;3.0;2.0;;;;;;;2.0;;;;;;2.0;;;;;2.0;;;;;;;;2.0;6.0
430;Niet onderwijsvolgenden 15 tot 25 jaar;Meer dan een jaar ingeschreven bij CWI;2005;9.0;7.0;4.0;3.0;3.0;40.3;4.0;3.0;3.0;;;;;;;2.0;;;;;;;;;;;3.0;;;;;;;2.0;;5.0
431;Niet onderwijsvolgenden 15 tot 25 jaar;Meer dan een jaar ingeschreven bij CWI;2006;8.0;5.0;3.0;2.0;3.0;37.8;3.0;3.0;2.0;;;;;;;2.0;;;;;;2.0;;;;;2.0;;;;;;;;2.0;5.0
432;Niet onderwijsvolgenden 15 tot 25 jaar;6 tot 12 maanden ingeschreven bij CWI;2001;8.0;4.0;4.0;;3.0;;2.0;;;;;;;;;2.0;;;;;;2.0;;;;;3.0;2.0;;;;;;;2.0;4.0
433;Niet onderwijsvolgenden 15 tot 25 jaar;6 tot 12 maanden ingeschreven bij CWI;2002;8.0;5.0;3.0;2.0;3.0;42.1;3.0;2.0;2.0;;;;;;;2.0;;;;;;2.0;;;;;2.0;;;;;;;;;5.0
434;Niet onderwijsvolgenden 15 tot 25 jaar;6 tot 12 maanden ingeschreven bij CWI;2003;11.0;7.0;4.0;3.0;3.0;44.4;4.0;4.0;3.0;;;;;;;2.0;;;;;;2.0;;;;;3.0;;;;;;;2.0;;6.0
435;Niet onderwijsvolgenden 15 tot 25 jaar;6 tot 12 maanden ingeschreven bij CWI;2004;14.0;9.0;5.0;4.0;5.0;44.0;6.0;5.0;4.0;;;;;;;3.0;;;;;;3.0;;;;;3.0;2.0;;;;;;2.0;2.0;8.0
436;Niet onderwijsvolgenden 15 tot 25 jaar;6 tot 12 maanden ingeschreven bij CWI;2005;10.0;7.0;3.0;3.0;4.0;50.9;4.0;4.0;3.0;;;;;;;3.0;;;;;;2.0;;;;;2.0;2.0;;;;;;;2.0;6.0
437;Niet onderwijsvolgenden 15 tot 25 jaar;6 tot 12 maanden ingeschreven bij CWI;2006;9.0;5.0;3.0;2.0;3.0;44.5;4.0;3.0;2.0;;;;;;;2.0;;;;;;2.0;;;;;2.0;2.0;;;;;;;;5.0
438;Niet onderwijsvolgenden 15 tot 25 jaar;0 tot 6 maanden ingeschreven bij CWI;2001;40.0;28.0;16.0;12.0;12.0;43.8;17.0;15.0;12.0;3.0;;2.0;;;2.0;7.0;2.0;;;;;5.0;;2.0;;;9.0;9.0;;;;;;5.0;9.0;22.0
439;Niet onderwijsvolgenden 15 tot 25 jaar;0 tot 6 maanden ingeschreven bij CWI;2002;38.0;27.0;15.0;12.0;11.0;44.8;17.0;15.0;12.0;3.0;;2.0;;2.0;2.0;6.0;;;;;;5.0;;;;2.0;9.0;8.0;;;;2.0;;5.0;9.0;21.0
440;Niet onderwijsvolgenden 15 tot 25 jaar;0 tot 6 maanden ingeschreven bij CWI;2003;47.0;35.0;16.0;18.0;12.0;52.7;24.0;22.0;18.0;4.0;2.0;2.0;;2.0;2.0;7.0;;;;;;6.0;;;2.0;2.0;9.0;10.0;;;;2.0;2.0;6.0;9.0;28.0
441;Niet onderwijsvolgenden 15 tot 25 jaar;0 tot 6 maanden ingeschreven bij CWI;2004;49.0;38.0;14.0;24.0;11.0;63.9;30.0;28.0;24.0;4.0;2.0;2.0;;2.0;2.0;5.0;;;;;;4.0;;;;;8.0;8.0;;;;2.0;2.0;5.0;7.0;32.0
442;Niet onderwijsvolgenden 15 tot 25 jaar;0 tot 6 maanden ingeschreven bij CWI;2005;37.0;28.0;11.0;18.0;9.0;62.2;22.0;20.0;18.0;3.0;;;;;;5.0;;;;;;4.0;;;;;5.0;7.0;;;;2.0;2.0;4.0;5.0;24.0
443;Niet onderwijsvolgenden 15 tot 25 jaar;0 tot 6 maanden ingeschreven bij CWI;2006;25.0;18.0;8.0;10.0;7.0;55.6;13.0;12.0;10.0;;;;;;;4.0;;;;;;4.0;;;;;4.0;5.0;;;;;;2.0;4.0;15.0
444;Niet onderwijsvolgenden 15 tot 25 jaar;15 jaar;2001;2.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
445;Niet onderwijsvolgenden 15 tot 25 jaar;15 jaar;2002;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
446;Niet onderwijsvolgenden 15 tot 25 jaar;15 jaar;2003;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
