ID;SBI93EnBedrijfsgrootte;Perioden;Vacatures_1;OntstaneVacatures_2;VervuldeVacatures_3;Vacatures_4;OntstaneVacatures_5;VervuldeVacatures_6
329;Overige delfstoffenwinning;1995 jaargem./jaartotaal;;;;0.6;3.0;0.0
330;Overige delfstoffenwinning;1996 1e kwartaal;;;;0.7;0.0;0.0
331;Overige delfstoffenwinning;1996 2e kwartaal;;;;0.6;0.0;0.0
332;Overige delfstoffenwinning;1996 3e kwartaal;;;;0.8;1.0;0.0
333;Overige delfstoffenwinning;1996 4e kwartaal;;;;0.7;1.0;0.0
334;Overige delfstoffenwinning;1996 jaargem./jaartotaal;;;;0.7;2.0;0.0
335;Overige delfstoffenwinning;1997 1e kwartaal;;;;0.8;0.0;0.0
336;Overige delfstoffenwinning;1997 2e kwartaal;;;;1.0;1.0;0.0
337;Overige delfstoffenwinning;1997 3e kwartaal;;;;;;
338;Overige delfstoffenwinning;1997 4e kwartaal;;;;;;
339;Overige delfstoffenwinning;1997 jaargem./jaartotaal;;;;;;
340;Overige delfstoffenwinning;1998 1e kwartaal;;;;;;
341;Overige delfstoffenwinning;1998 2e kwartaal;;;;;;
342;Overige delfstoffenwinning;1998 3e kwartaal;;;;;;
343;Overige delfstoffenwinning;1998 4e kwartaal;;;;;;
344;Overige delfstoffenwinning;1998 jaargem./jaartotaal;;;;;;
345;Overige delfstoffenwinning;1999 1e kwartaal;;;;;;
346;Overige delfstoffenwinning;1999 2e kwartaal;;;;;;
347;Overige delfstoffenwinning;1999 3e kwartaal;;;;;;
348;Overige delfstoffenwinning;1999 4e kwartaal;;;;;;
349;Overige delfstoffenwinning;1999 jaargem./jaartotaal;;;;;;
350;Overige delfstoffenwinning;2000 1e kwartaal;;;;;;
351;Overige delfstoffenwinning;2000 2e kwartaal;;;;;;
352;Overige delfstoffenwinning;2000 3e kwartaal;;;;;;
353;Overige delfstoffenwinning;2000 4e kwartaal;;;;;;
354;Overige delfstoffenwinning;2000 jaargem./jaartotaal;;;;;;
355;Overige delfstoffenwinning;2001 1e kwartaal;;;;;;
356;Overige delfstoffenwinning;2001 2e kwartaal;;;;;;
357;Overige delfstoffenwinning;2001 3e kwartaal;;;;;;
358;Overige delfstoffenwinning;2001 4e kwartaal;;;;;;
359;Overige delfstoffenwinning;2001 jaargem./jaartotaal;;;;;;
360;Overige delfstoffenwinning;2002 1e kwartaal;;;;;;
361;Overige delfstoffenwinning;2002 2e kwartaal;;;;;;
362;Overige delfstoffenwinning;2002 3e kwartaal;;;;;;
363;Overige delfstoffenwinning;2002 4e kwartaal;;;;;;
364;Overige delfstoffenwinning;2002 jaargem./jaartotaal;;;;;;
365;Overige delfstoffenwinning;2003 1e kwartaal;;;;;;
366;Overige delfstoffenwinning;2003 2e kwartaal;;;;;;
367;Overige delfstoffenwinning;2003 3e kwartaal;;;;;;
368;Overige delfstoffenwinning;2003 4e kwartaal;;;;;;
369;Overige delfstoffenwinning;2003 jaargem./jaartotaal;;;;;;
370;Overige delfstoffenwinning;2004 1e kwartaal;;;;;;
371;Overige delfstoffenwinning;2004 2e kwartaal;;;;;;
372;Overige delfstoffenwinning;2004 3e kwartaal;;;;;;
373;Overige delfstoffenwinning;2004 4e kwartaal;;;;;;
374;Overige delfstoffenwinning;2004 jaargem./jaartotaal;;;;;;
375;Overige delfstoffenwinning;2005 1e kwartaal;;;;;;
376;Overige delfstoffenwinning;2005 2e kwartaal;;;;;;
377;Overige delfstoffenwinning;2005 3e kwartaal;;;;;;
378;Overige delfstoffenwinning;2005 4e kwartaal;;;;;;
379;Overige delfstoffenwinning;2005 jaargem./jaartotaal;;;;;;
380;Overige delfstoffenwinning;2006 1e kwartaal;;;;;;
381;Overige delfstoffenwinning;2006 2e kwartaal;;;;;;
382;Overige delfstoffenwinning;2006 3e kwartaal;;;;;;
383;Overige delfstoffenwinning;2006 4e kwartaal;;;;;;
384;Overige delfstoffenwinning;2006 jaargem./jaartotaal;;;;;;
385;Overige delfstoffenwinning;2007 1e kwartaal;;;;;;
386;Overige delfstoffenwinning;2007 2e kwartaal;;;;;;
387;Overige delfstoffenwinning;2007 3e kwartaal;;;;;;
388;Overige delfstoffenwinning;2007 4e kwartaal;;;;;;
389;Overige delfstoffenwinning;2007 jaargem./jaartotaal;;;;;;
390;Overige delfstoffenwinning;2008 1e kwartaal;;;;;;
391;Overige delfstoffenwinning;2008 2e kwartaal;;;;;;
392;Overige delfstoffenwinning;2008 3e kwartaal;;;;;;
393;Overige delfstoffenwinning;2008 4e kwartaal;;;;;;
394;Overige delfstoffenwinning;2008 jaargem./jaartotaal;;;;;;
395;Overige delfstoffenwinning;2009 1e kwartaal;;;;;;
396;Overige delfstoffenwinning;2009 2e kwartaal;;;;;;
397;Overige delfstoffenwinning;2009 3e kwartaal;;;;;;
398;Overige delfstoffenwinning;2009 4e kwartaal;;;;;;
399;Overige delfstoffenwinning;2009 jaargem./jaartotaal;;;;;;
400;D Industrie;1994 1e kwartaal;;;;6.5;12.0;12.0
401;D Industrie;1994 2e kwartaal;;;;7.2;13.0;13.0
402;D Industrie;1994 3e kwartaal;;;;6.8;16.0;16.0
403;D Industrie;1994 4e kwartaal;;;;8.0;15.0;14.0
404;D Industrie;1994 jaargem./jaartotaal;;;;6.9;56.0;54.0
405;D Industrie;1995 1e kwartaal;;;;9.6;21.0;19.0
406;D Industrie;1995 2e kwartaal;;;;9.8;18.0;18.0
407;D Industrie;1995 3e kwartaal;;;;10.0;17.0;17.0
408;D Industrie;1995 4e kwartaal;;;;10.9;16.0;16.0
409;D Industrie;1995 jaargem./jaartotaal;;;;9.7;72.0;70.0
410;D Industrie;1996 1e kwartaal;;;;11.5;19.0;19.0
411;D Industrie;1996 2e kwartaal;;;;12.2;19.0;18.0
412;D Industrie;1996 3e kwartaal;;;;10.3;18.0;20.0
413;D Industrie;1996 4e kwartaal;;;;11.6;17.0;16.0
414;D Industrie;1996 jaargem./jaartotaal;;;;11.3;73.0;73.0
415;D Industrie;1997 1e kwartaal;;;;13.7;18.0;16.0
416;D Industrie;1997 2e kwartaal;;;;15.7;23.0;21.0
417;D Industrie;1997 3e kwartaal;;;;14.8;21.0;22.0
418;D Industrie;1997 4e kwartaal;;;;17.2;21.0;19.0
419;D Industrie;1997 jaargem./jaartotaal;;;;14.7;84.0;78.0
420;D Industrie;1998 1e kwartaal;;;;17.9;23.0;22.0
421;D Industrie;1998 2e kwartaal;;;;21.0;26.0;23.0
422;D Industrie;1998 3e kwartaal;;;;17.8;20.0;23.0
423;D Industrie;1998 4e kwartaal;;;;18.9;23.0;22.0
424;D Industrie;1998 jaargem./jaartotaal;;;;18.7;91.0;89.0
425;D Industrie;1999 1e kwartaal;;;;20.2;24.0;23.0
426;D Industrie;1999 2e kwartaal;;;;24.2;28.0;24.0
427;D Industrie;1999 3e kwartaal;;;;23.6;26.0;26.0
428;D Industrie;1999 4e kwartaal;;;;25.7;25.0;23.0
429;D Industrie;1999 jaargem./jaartotaal;;;;22.6;103.0;96.0
430;D Industrie;2000 1e kwartaal;;;;28.9;32.0;29.0
431;D Industrie;2000 2e kwartaal;;;;32.6;33.0;29.0
432;D Industrie;2000 3e kwartaal;;;;25.3;23.0;30.0
433;D Industrie;2000 4e kwartaal;;;;26.4;27.0;26.0
434;D Industrie;2000 jaargem./jaartotaal;;;;28.2;114.0;114.0
435;D Industrie;2001 1e kwartaal;;;;24.5;27.0;28.0
436;D Industrie;2001 2e kwartaal;;;;24.8;27.0;26.0
437;D Industrie;2001 3e kwartaal;;;;20.0;20.0;25.0
438;D Industrie;2001 4e kwartaal;;;;18.5;18.0;19.0
439;D Industrie;2001 jaargem./jaartotaal;;;;22.9;91.0;98.0
440;D Industrie;2002 1e kwartaal;;;;18.4;19.0;19.0
441;D Industrie;2002 2e kwartaal;;;;16.8;17.0;19.0
442;D Industrie;2002 3e kwartaal;;;;11.2;13.0;18.0
443;D Industrie;2002 4e kwartaal;;;;12.3;13.0;12.0
444;D Industrie;2002 jaargem./jaartotaal;;;;15.5;62.0;68.0
445;D Industrie;2003 1e kwartaal;;;;11.3;15.0;16.0
446;D Industrie;2003 2e kwartaal;;;;9.9;14.0;15.0
447;D Industrie;2003 3e kwartaal;;;;8.2;13.0;14.0
448;D Industrie;2003 4e kwartaal;;;;9.5;12.0;11.0
449;D Industrie;2003 jaargem./jaartotaal;;;;10.1;54.0;57.0
450;D Industrie;2004 1e kwartaal;;;;10.8;15.0;14.0
451;D Industrie;2004 2e kwartaal;;;;10.6;15.0;15.0
452;D Industrie;2004 3e kwartaal;;;;8.9;13.0;15.0
453;D Industrie;2004 4e kwartaal;;;;9.9;14.0;13.0
454;D Industrie;2004 jaargem./jaartotaal;;;;10.0;56.0;56.0
455;D Industrie;2005 1e kwartaal;;;;11.4;15.0;14.0
456;D Industrie;2005 2e kwartaal;;;;12.9;18.0;16.0
457;D Industrie;2005 3e kwartaal;;;;13.8;18.0;17.0
458;D Industrie;2005 4e kwartaal;;;;13.8;17.0;17.0
459;D Industrie;2005 jaargem./jaartotaal;;;;12.5;68.0;64.0
460;D Industrie;2006 1e kwartaal;;;;15.9;20.0;18.0
461;D Industrie;2006 2e kwartaal;;;;18.9;23.0;20.0
462;D Industrie;2006 3e kwartaal;;;;18.9;22.0;22.0
463;D Industrie;2006 4e kwartaal;21.9;23.0;21.0;21.7;23.0;20.0
464;D Industrie;2006 jaargem./jaartotaal;;;;17.8;87.0;79.0
465;D Industrie;2007 1e kwartaal;22.5;24.0;23.0;;;
466;D Industrie;2007 2e kwartaal;24.4;26.0;24.0;;;
467;D Industrie;2007 3e kwartaal;24.8;23.0;22.0;;;
468;D Industrie;2007 4e kwartaal;24.8;23.0;23.0;;;
469;D Industrie;2007 jaargem./jaartotaal;23.8;96.0;93.0;;;
470;D Industrie;2008 1e kwartaal;26.7;25.0;23.0;;;
471;D Industrie;2008 2e kwartaal;26.1;22.0;23.0;;;
472;D Industrie;2008 3e kwartaal;23.5;19.0;22.0;;;
473;D Industrie;2008 4e kwartaal;14.9;12.0;21.0;;;
474;D Industrie;2008 jaargem./jaartotaal;24.0;79.0;89.0;;;
475;D Industrie;2009 1e kwartaal;10.0;11.0;16.0;;;
476;D Industrie;2009 2e kwartaal;8.2;10.0;12.0;;;
477;D Industrie;2009 3e kwartaal;7.6;10.0;11.0;;;
478;D Industrie;2009 4e kwartaal;7.3;10.0;10.0;;;
479;D Industrie;2009 jaargem./jaartotaal;9.2;41.0;49.0;;;
480;E Openbare voorzieningsbedrijven;1994 1e kwartaal;;;;;;
481;E Openbare voorzieningsbedrijven;1994 2e kwartaal;;;;;;
482;E Openbare voorzieningsbedrijven;1994 3e kwartaal;;;;;;
483;E Openbare voorzieningsbedrijven;1994 4e kwartaal;;;;;;
484;E Openbare voorzieningsbedrijven;1994 jaargem./jaartotaal;;;;;;
485;E Openbare voorzieningsbedrijven;1995 1e kwartaal;;;;;;
486;E Openbare voorzieningsbedrijven;1995 2e kwartaal;;;;;;
487;E Openbare voorzieningsbedrijven;1995 3e kwartaal;;;;;;
488;E Openbare voorzieningsbedrijven;1995 4e kwartaal;;;;;;
489;E Openbare voorzieningsbedrijven;1995 jaargem./jaartotaal;;;;;;
490;E Openbare voorzieningsbedrijven;1996 1e kwartaal;;;;;;
491;E Openbare voorzieningsbedrijven;1996 2e kwartaal;;;;;;
492;E Openbare voorzieningsbedrijven;1996 3e kwartaal;;;;;;
493;E Openbare voorzieningsbedrijven;1996 4e kwartaal;;;;;;
494;E Openbare voorzieningsbedrijven;1996 jaargem./jaartotaal;;;;;;
495;E Openbare voorzieningsbedrijven;1997 1e kwartaal;;;;;;
496;E Openbare voorzieningsbedrijven;1997 2e kwartaal;;;;;;
497;E Openbare voorzieningsbedrijven;1997 3e kwartaal;;;;0.4;0.0;0.0
498;E Openbare voorzieningsbedrijven;1997 4e kwartaal;;;;0.5;0.0;0.0
499;E Openbare voorzieningsbedrijven;1997 jaargem./jaartotaal;;;;0.4;1.0;1.0
500;E Openbare voorzieningsbedrijven;1998 1e kwartaal;;;;0.4;0.0;0.0
501;E Openbare voorzieningsbedrijven;1998 2e kwartaal;;;;0.6;0.0;0.0
502;E Openbare voorzieningsbedrijven;1998 3e kwartaal;;;;0.4;0.0;0.0
503;E Openbare voorzieningsbedrijven;1998 4e kwartaal;;;;0.4;0.0;0.0
504;E Openbare voorzieningsbedrijven;1998 jaargem./jaartotaal;;;;0.5;1.0;1.0
505;E Openbare voorzieningsbedrijven;1999 1e kwartaal;;;;0.6;0.0;0.0
506;E Openbare voorzieningsbedrijven;1999 2e kwartaal;;;;0.6;0.0;0.0
507;E Openbare voorzieningsbedrijven;1999 3e kwartaal;;;;0.3;0.0;0.0
508;E Openbare voorzieningsbedrijven;1999 4e kwartaal;;;;0.4;0.0;0.0
509;E Openbare voorzieningsbedrijven;1999 jaargem./jaartotaal;;;;0.5;1.0;1.0
510;E Openbare voorzieningsbedrijven;2000 1e kwartaal;;;;0.5;1.0;0.0
511;E Openbare voorzieningsbedrijven;2000 2e kwartaal;;;;0.6;1.0;0.0
512;E Openbare voorzieningsbedrijven;2000 3e kwartaal;;;;0.4;0.0;0.0
513;E Openbare voorzieningsbedrijven;2000 4e kwartaal;;;;0.5;1.0;0.0
514;E Openbare voorzieningsbedrijven;2000 jaargem./jaartotaal;;;;0.5;2.0;2.0
515;E Openbare voorzieningsbedrijven;2001 1e kwartaal;;;;0.7;1.0;1.0
516;E Openbare voorzieningsbedrijven;2001 2e kwartaal;;;;0.5;0.0;1.0
517;E Openbare voorzieningsbedrijven;2001 3e kwartaal;;;;0.4;0.0;0.0
518;E Openbare voorzieningsbedrijven;2001 4e kwartaal;;;;0.6;1.0;0.0
519;E Openbare voorzieningsbedrijven;2001 jaargem./jaartotaal;;;;0.5;2.0;2.0
520;E Openbare voorzieningsbedrijven;2002 1e kwartaal;;;;0.5;0.0;0.0
521;E Openbare voorzieningsbedrijven;2002 2e kwartaal;;;;0.4;0.0;0.0
522;E Openbare voorzieningsbedrijven;2002 3e kwartaal;;;;0.4;0.0;0.0
523;E Openbare voorzieningsbedrijven;2002 4e kwartaal;;;;0.3;0.0;0.0
524;E Openbare voorzieningsbedrijven;2002 jaargem./jaartotaal;;;;0.4;1.0;1.0
525;E Openbare voorzieningsbedrijven;2003 1e kwartaal;;;;0.3;0.0;0.0
526;E Openbare voorzieningsbedrijven;2003 2e kwartaal;;;;0.2;0.0;0.0
527;E Openbare voorzieningsbedrijven;2003 3e kwartaal;;;;0.4;0.0;0.0
528;E Openbare voorzieningsbedrijven;2003 4e kwartaal;;;;0.3;0.0;0.0
529;E Openbare voorzieningsbedrijven;2003 jaargem./jaartotaal;;;;0.3;1.0;1.0
530;E Openbare voorzieningsbedrijven;2004 1e kwartaal;;;;0.3;0.0;0.0
531;E Openbare voorzieningsbedrijven;2004 2e kwartaal;;;;0.3;0.0;0.0
532;E Openbare voorzieningsbedrijven;2004 3e kwartaal;;;;0.3;0.0;0.0
533;E Openbare voorzieningsbedrijven;2004 4e kwartaal;;;;0.5;1.0;1.0
534;E Openbare voorzieningsbedrijven;2004 jaargem./jaartotaal;;;;0.3;2.0;2.0
535;E Openbare voorzieningsbedrijven;2005 1e kwartaal;;;;0.3;0.0;1.0
536;E Openbare voorzieningsbedrijven;2005 2e kwartaal;;;;0.4;0.0;0.0
537;E Openbare voorzieningsbedrijven;2005 3e kwartaal;;;;0.3;0.0;0.0
538;E Openbare voorzieningsbedrijven;2005 4e kwartaal;;;;0.4;1.0;1.0
539;E Openbare voorzieningsbedrijven;2005 jaargem./jaartotaal;;;;0.4;2.0;2.0
540;E Openbare voorzieningsbedrijven;2006 1e kwartaal;;;;0.7;1.0;1.0
541;E Openbare voorzieningsbedrijven;2006 2e kwartaal;;;;0.9;1.0;1.0
542;E Openbare voorzieningsbedrijven;2006 3e kwartaal;;;;0.8;1.0;1.0
543;E Openbare voorzieningsbedrijven;2006 4e kwartaal;0.7;1.0;1.0;1.0;1.0;1.0
544;E Openbare voorzieningsbedrijven;2006 jaargem./jaartotaal;;;;0.8;3.0;3.0
545;E Openbare voorzieningsbedrijven;2007 1e kwartaal;0.7;1.0;1.0;;;
546;E Openbare voorzieningsbedrijven;2007 2e kwartaal;1.0;1.0;1.0;;;
547;E Openbare voorzieningsbedrijven;2007 3e kwartaal;1.0;1.0;1.0;;;
548;E Openbare voorzieningsbedrijven;2007 4e kwartaal;1.1;1.0;1.0;;;
549;E Openbare voorzieningsbedrijven;2007 jaargem./jaartotaal;0.9;4.0;3.0;;;
550;E Openbare voorzieningsbedrijven;2008 1e kwartaal;0.9;1.0;1.0;;;
551;E Openbare voorzieningsbedrijven;2008 2e kwartaal;1.0;1.0;1.0;;;
552;E Openbare voorzieningsbedrijven;2008 3e kwartaal;1.1;1.0;1.0;;;
553;E Openbare voorzieningsbedrijven;2008 4e kwartaal;0.8;1.0;1.0;;;
554;E Openbare voorzieningsbedrijven;2008 jaargem./jaartotaal;1.0;3.0;3.0;;;
555;E Openbare voorzieningsbedrijven;2009 1e kwartaal;0.7;1.0;1.0;;;
556;E Openbare voorzieningsbedrijven;2009 2e kwartaal;0.8;1.0;1.0;;;
557;E Openbare voorzieningsbedrijven;2009 3e kwartaal;0.7;1.0;1.0;;;
558;E Openbare voorzieningsbedrijven;2009 4e kwartaal;0.7;1.0;1.0;;;
559;E Openbare voorzieningsbedrijven;2009 jaargem./jaartotaal;0.8;3.0;3.0;;;
560;F Bouwnijverheid;1994 1e kwartaal;;;;3.9;12.0;10.0
561;F Bouwnijverheid;1994 2e kwartaal;;;;3.2;13.0;14.0
562;F Bouwnijverheid;1994 3e kwartaal;;;;2.9;8.0;8.0
563;F Bouwnijverheid;1994 4e kwartaal;;;;3.0;6.0;5.0
564;F Bouwnijverheid;1994 jaargem./jaartotaal;;;;3.1;38.0;37.0
565;F Bouwnijverheid;1995 1e kwartaal;;;;4.5;13.0;12.0
566;F Bouwnijverheid;1995 2e kwartaal;;;;5.0;17.0;16.0
567;F Bouwnijverheid;1995 3e kwartaal;;;;4.7;12.0;12.0
568;F Bouwnijverheid;1995 4e kwartaal;;;;3.4;6.0;8.0
569;F Bouwnijverheid;1995 jaargem./jaartotaal;;;;4.4;48.0;48.0
570;F Bouwnijverheid;1996 1e kwartaal;;;;6.3;19.0;16.0
571;F Bouwnijverheid;1996 2e kwartaal;;;;6.3;17.0;17.0
572;F Bouwnijverheid;1996 3e kwartaal;;;;4.9;12.0;13.0
573;F Bouwnijverheid;1996 4e kwartaal;;;;4.7;5.0;9.0
574;F Bouwnijverheid;1996 jaargem./jaartotaal;;;;5.4;53.0;55.0
575;F Bouwnijverheid;1997 1e kwartaal;;;;6.1;12.0;10.0
576;F Bouwnijverheid;1997 2e kwartaal;;;;8.3;21.0;19.0
577;F Bouwnijverheid;1997 3e kwartaal;;;;6.2;12.0;14.0
578;F Bouwnijverheid;1997 4e kwartaal;;;;7.3;11.0;9.0
579;F Bouwnijverheid;1997 jaargem./jaartotaal;;;;6.7;55.0;53.0
580;F Bouwnijverheid;1998 1e kwartaal;;;;8.4;17.0;16.0
581;F Bouwnijverheid;1998 2e kwartaal;;;;10.1;20.0;18.0
582;F Bouwnijverheid;1998 3e kwartaal;;;;8.4;11.0;13.0
583;F Bouwnijverheid;1998 4e kwartaal;;;;9.4;11.0;10.0
584;F Bouwnijverheid;1998 jaargem./jaartotaal;;;;8.8;59.0;57.0
585;F Bouwnijverheid;1999 1e kwartaal;;;;12.4;22.0;19.0
586;F Bouwnijverheid;1999 2e kwartaal;;;;18.3;24.0;18.0
587;F Bouwnijverheid;1999 3e kwartaal;;;;14.6;13.0;17.0
588;F Bouwnijverheid;1999 4e kwartaal;;;;14.0;13.0;14.0
589;F Bouwnijverheid;1999 jaargem./jaartotaal;;;;14.3;72.0;67.0
590;F Bouwnijverheid;2000 1e kwartaal;;;;21.3;26.0;19.0
591;F Bouwnijverheid;2000 2e kwartaal;;;;20.8;19.0;20.0
592;F Bouwnijverheid;2000 3e kwartaal;;;;16.8;14.0;18.0
593;F Bouwnijverheid;2000 4e kwartaal;;;;16.7;14.0;15.0
594;F Bouwnijverheid;2000 jaargem./jaartotaal;;;;18.6;74.0;71.0
595;F Bouwnijverheid;2001 1e kwartaal;;;;19.8;22.0;19.0
596;F Bouwnijverheid;2001 2e kwartaal;;;;20.1;15.0;15.0
597;F Bouwnijverheid;2001 3e kwartaal;;;;14.5;12.0;18.0
598;F Bouwnijverheid;2001 4e kwartaal;;;;14.6;11.0;11.0
599;F Bouwnijverheid;2001 jaargem./jaartotaal;;;;17.5;61.0;63.0
600;F Bouwnijverheid;2002 1e kwartaal;;;;15.8;15.0;14.0
601;F Bouwnijverheid;2002 2e kwartaal;;;;14.2;13.0;15.0
602;F Bouwnijverheid;2002 3e kwartaal;;;;6.9;7.0;14.0
603;F Bouwnijverheid;2002 4e kwartaal;;;;6.8;7.0;7.0
604;F Bouwnijverheid;2002 jaargem./jaartotaal;;;;11.9;42.0;50.0
605;F Bouwnijverheid;2003 1e kwartaal;;;;8.2;12.0;10.0
606;F Bouwnijverheid;2003 2e kwartaal;;;;8.0;10.0;11.0
607;F Bouwnijverheid;2003 3e kwartaal;;;;3.9;5.0;10.0
608;F Bouwnijverheid;2003 4e kwartaal;;;;4.4;5.0;5.0
609;F Bouwnijverheid;2003 jaargem./jaartotaal;;;;6.4;33.0;35.0
610;F Bouwnijverheid;2004 1e kwartaal;;;;6.4;10.0;8.0
611;F Bouwnijverheid;2004 2e kwartaal;;;;8.3;13.0;11.0
612;F Bouwnijverheid;2004 3e kwartaal;;;;6.3;8.0;10.0
613;F Bouwnijverheid;2004 4e kwartaal;;;;7.1;10.0;9.0
614;F Bouwnijverheid;2004 jaargem./jaartotaal;;;;6.7;40.0;38.0
615;F Bouwnijverheid;2005 1e kwartaal;;;;9.4;14.0;12.0
616;F Bouwnijverheid;2005 2e kwartaal;;;;9.8;14.0;13.0
617;F Bouwnijverheid;2005 3e kwartaal;;;;10.3;13.0;13.0
618;F Bouwnijverheid;2005 4e kwartaal;;;;11.2;13.0;12.0
619;F Bouwnijverheid;2005 jaargem./jaartotaal;;;;9.7;54.0;50.0
620;F Bouwnijverheid;2006 1e kwartaal;;;;13.8;17.0;15.0
621;F Bouwnijverheid;2006 2e kwartaal;;;;15.4;18.0;17.0
622;F Bouwnijverheid;2006 3e kwartaal;;;;17.1;18.0;17.0
623;F Bouwnijverheid;2006 4e kwartaal;15.2;12.0;14.0;14.5;12.0;15.0
624;F Bouwnijverheid;2006 jaargem./jaartotaal;;;;14.8;66.0;63.0
625;F Bouwnijverheid;2007 1e kwartaal;18.5;19.0;16.0;;;
626;F Bouwnijverheid;2007 2e kwartaal;19.7;18.0;17.0;;;
627;F Bouwnijverheid;2007 3e kwartaal;19.5;16.0;16.0;;;
628;F Bouwnijverheid;2007 4e kwartaal;18.6;13.0;14.0;;;
629;F Bouwnijverheid;2007 jaargem./jaartotaal;18.7;66.0;63.0;;;
630;F Bouwnijverheid;2008 1e kwartaal;21.2;17.0;14.0;;;
631;F Bouwnijverheid;2008 2e kwartaal;19.5;14.0;16.0;;;
632;F Bouwnijverheid;2008 3e kwartaal;16.8;13.0;16.0;;;
633;F Bouwnijverheid;2008 4e kwartaal;12.1;8.0;12.0;;;
634;F Bouwnijverheid;2008 jaargem./jaartotaal;18.2;51.0;57.0;;;
635;F Bouwnijverheid;2009 1e kwartaal;8.5;7.0;11.0;;;
636;F Bouwnijverheid;2009 2e kwartaal;6.8;6.0;8.0;;;
637;F Bouwnijverheid;2009 3e kwartaal;6.0;6.0;7.0;;;
638;F Bouwnijverheid;2009 4e kwartaal;5.3;6.0;7.0;;;
639;F Bouwnijverheid;2009 jaargem./jaartotaal;7.5;26.0;32.0;;;
640;G-K Commerciële dienstverlening;1994 1e kwartaal;;;;21.7;59.0;54.0
641;G-K Commerciële dienstverlening;1994 2e kwartaal;;;;21.3;64.0;64.0
642;G-K Commerciële dienstverlening;1994 3e kwartaal;;;;19.8;68.0;70.0
643;G-K Commerciële dienstverlening;1994 4e kwartaal;;;;21.7;57.0;54.0
644;G-K Commerciële dienstverlening;1994 jaargem./jaartotaal;;;;20.4;248.0;243.0
645;G-K Commerciële dienstverlening;1995 1e kwartaal;;;;30.2;70.0;62.0
646;G-K Commerciële dienstverlening;1995 2e kwartaal;;;;29.0;70.0;71.0
647;G-K Commerciële dienstverlening;1995 3e kwartaal;;;;28.5;78.0;78.0
648;G-K Commerciële dienstverlening;1995 4e kwartaal;;;;33.5;68.0;63.0
649;G-K Commerciële dienstverlening;1995 jaargem./jaartotaal;;;;28.8;286.0;274.0
650;G-K Commerciële dienstverlening;1996 1e kwartaal;;;;40.7;79.0;72.0
651;G-K Commerciële dienstverlening;1996 2e kwartaal;;;;39.4;87.0;88.0
652;G-K Commerciële dienstverlening;1996 3e kwartaal;;;;34.2;82.0;88.0
653;G-K Commerciële dienstverlening;1996 4e kwartaal;;;;41.2;80.0;72.0
654;G-K Commerciële dienstverlening;1996 jaargem./jaartotaal;;;;37.9;328.0;320.0
655;G-K Commerciële dienstverlening;1997 1e kwartaal;;;;46.0;81.0;76.0
656;G-K Commerciële dienstverlening;1997 2e kwartaal;;;;50.1;99.0;95.0
657;G-K Commerciële dienstverlening;1997 3e kwartaal;;;;46.2;101.0;105.0
658;G-K Commerciële dienstverlening;1997 4e kwartaal;;;;63.7;115.0;97.0
659;G-K Commerciële dienstverlening;1997 jaargem./jaartotaal;;;;48.7;395.0;373.0
660;G-K Commerciële dienstverlening;1998 1e kwartaal;;;;73.3;124.0;114.0
661;G-K Commerciële dienstverlening;1998 2e kwartaal;;;;82.9;130.0;120.0
662;G-K Commerciële dienstverlening;1998 3e kwartaal;;;;70.0;116.0;129.0
663;G-K Commerciële dienstverlening;1998 4e kwartaal;;;;73.4;112.0;109.0
664;G-K Commerciële dienstverlening;1998 jaargem./jaartotaal;;;;73.7;482.0;472.0
665;G-K Commerciële dienstverlening;1999 1e kwartaal;;;;86.2;134.0;122.0
666;G-K Commerciële dienstverlening;1999 2e kwartaal;;;;110.5;151.0;126.0
667;G-K Commerciële dienstverlening;1999 3e kwartaal;;;;93.2;118.0;135.0
668;G-K Commerciële dienstverlening;1999 4e kwartaal;;;;99.6;132.0;125.0
669;G-K Commerciële dienstverlening;1999 jaargem./jaartotaal;;;;94.1;534.0;509.0
670;G-K Commerciële dienstverlening;2000 1e kwartaal;;;;117.6;161.0;143.0
671;G-K Commerciële dienstverlening;2000 2e kwartaal;;;;115.8;137.0;138.0
672;G-K Commerciële dienstverlening;2000 3e kwartaal;;;;98.3;126.0;143.0
673;G-K Commerciële dienstverlening;2000 4e kwartaal;;;;111.7;149.0;136.0
674;G-K Commerciële dienstverlening;2000 jaargem./jaartotaal;;;;109.3;572.0;560.0
675;G-K Commerciële dienstverlening;2001 1e kwartaal;;;;118.4;152.0;145.0
676;G-K Commerciële dienstverlening;2001 2e kwartaal;;;;118.3;159.0;160.0
677;G-K Commerciële dienstverlening;2001 3e kwartaal;;;;87.9;114.0;145.0
678;G-K Commerciële dienstverlening;2001 4e kwartaal;;;;81.8;107.0;113.0
679;G-K Commerciële dienstverlening;2001 jaargem./jaartotaal;;;;105.3;533.0;563.0
680;G-K Commerciële dienstverlening;2002 1e kwartaal;;;;89.7;114.0;107.0
681;G-K Commerciële dienstverlening;2002 2e kwartaal;;;;82.1;111.0;118.0
682;G-K Commerciële dienstverlening;2002 3e kwartaal;;;;59.1;85.0;108.0
683;G-K Commerciële dienstverlening;2002 4e kwartaal;;;;61.9;92.0;89.0
684;G-K Commerciële dienstverlening;2002 jaargem./jaartotaal;;;;75.7;403.0;423.0
