ID;Plaatsnamen;Gemeentecode_1;Naam_2;Code_3;Naam_4;Code_5;NaamAfkorting_6;PTTWoonplaatsnaam_7;Gemeentenaam_8
3848;Nieuwgraaf;226;Duiven                     ;26;De Lijmers                                        ;25;Gld.;nee;nee
3849;Nieuwkerk;785;Goirle                     ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
3850;Nieuwkoop;594;Pijnacker                  ;83;Midden Zuid-Holland                               ;28;ZH. ;nee;nee
3851;Nieuwkoop;569;Nieuwkoop                  ;72;Noordelijke veenstreek in Zuid-Holland            ;28;ZH. ;ja ;ja 
3852;Nieuwkuijk;797;Heusden                    ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;ja ;nee
3853;Nieuwland;707;Zederik                    ;78;Vijfheerenlanden                                  ;28;ZH. ;ja ;nee
3854;Nieuwland;307;Amersfoort                 ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;nee;nee
3855;Nieuwland;687;Middelburg                 ;95;Kanaalzone Walcheren                              ;29;Z.  ;nee;nee
3856;977;118;Hoogeveen                  ;18;Zuiddrents randgebied                             ;22;D.  ;ja ;nee
3857;916;109;Coevorden                  ;18;Zuiddrents randgebied                             ;22;D.  ;ja ;nee
3858;Nieuwleusen;170;Nieuwleusen                ;20;IJssel-, Vechtdelta                               ;23;O.  ;ja ;ja 
3859;261;39;Scheemda                   ;3;Groninger Oldambt                                 ;20;Gr. ;ja ;nee
3860;Nieuwpoort;694;Liesveld                   ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;ja ;nee
3861;82;10;Delfzijl                   ;2;Appingedam, Delfzijl                              ;20;Gr. ;nee;nee
3862;Nieuwstad;191;IJsselmuiden               ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
3863;Nieuwstad;230;Elburg                     ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
3864;Nieuwstadt;974;Susteren                   ;124;Westelijke Mijnstreek                             ;31;L.  ;ja ;nee
3865;Nieuwveen;1673;Liemeer                    ;72;Noordelijke veenstreek in Zuid-Holland            ;28;ZH. ;ja ;nee
3866;Nieuwvliet;692;Oostburg                   ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;ja ;nee
3867;490;56;Zuidhorn                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;ja ;nee
3868;Niftrik;296;Wijchen                    ;40;Gebied om Nijmegen                                ;25;Gld.;ja ;nee
3869;Nigtevecht;329;Loenen                     ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;ja ;nee
3870;571;63;het Bildt                  ;12;Friese bouwstreek                                 ;21;F.  ;nee;nee
3871;772;86;Opsterland                 ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3872;Nijbroek;285;Voorst                     ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;ja ;nee
3873;868;104;Nijefurd                   ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
3874;742;85;Ooststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3875;869;104;Nijefurd                   ;10;Fries weidegebied                                 ;21;F.  ;nee;ja 
3876;796;90;Smallingerland             ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3877;870;104;Nijefurd                   ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
3878;377;51;Skarsterlân                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3879;838;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3880;839;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3881;840;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3882;Nijemirdum;653;Gaasterlân-Sleat           ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3883;Nijenbeker;285;Voorst                     ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;nee;nee
3884;Nijenrode;311;Breukelen                  ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;nee;nee
3885;Nijensleek;1701;Westerveld                 ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
3886;Nijentap;1701;Westerveld                 ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
3887;841;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3888;989;119;Meppel                     ;18;Zuiddrents randgebied                             ;22;D.  ;ja ;nee
3889;990;119;Meppel                     ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
3890;Nijezijl;683;Wymbritseradiel            ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
3891;Nijhofshoek;164;Hengelo                    ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
3892;Nijhoven;744;Baarle-Nassau              ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
3893;871;104;Nijefurd                   ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3894;Nijken-Strubben-Hoogschans;1670;Roggel en Neer             ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
3895;Nijkerk;267;Nijkerk                    ;31;Gelderse Vallei                                   ;25;Gld.;ja ;ja 
3896;Nijkerkerveen;267;Nijkerk                    ;31;Gelderse Vallei                                   ;25;Gld.;ja ;nee
3897;Nijland;683;Wymbritseradiel            ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3898;Nijlande;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
3899;Nijmegen;268;Nijmegen                   ;39;Nijmegen                                          ;25;Gld.;ja ;ja 
3900;Nijnsel;846;Sint-Oedenrode             ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3901;978;118;Hoogeveen                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
3902;Nijstad;188;Weerselo                   ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
3903;Nijswiller;1729;Gulpen-Wittem              ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
3904;Nijverdal;163;Hellendoorn                ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
3905;Nimmerdor;307;Amersfoort                 ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;nee;nee
3906;Nispen;1674;Roosendaal                 ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
3907;Nisse;654;Borsele                    ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;ja ;nee
3908;Nistelrode;1721;Bernheze                   ;111;Maaskant                                          ;30;NB. ;ja ;nee
3909;Noardburgum;737;Tytsjerksteradiel          ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3910;Noetsele;163;Hellendoorn                ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
3911;Nolde;1690;De Wolden                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
3912;Nollen;361;Alkmaar                    ;55;Noord-Kennemerland                                ;27;NH. ;nee;nee
3913;Nooit Gedacht;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
3914;Noorbeek;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;nee
3915;Noord;164;Hengelo                    ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
3916;Noord, De;398;Heerhugowaard              ;53;Westelijk West-Friesland                          ;27;NH. ;nee;nee
3917;Noord-Bakkum;383;Castricum                  ;55;Noord-Kennemerland                                ;27;NH. ;nee;nee
3918;Noord-Beveland;1695;Noord-Beveland             ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;nee;ja 
3919;Noord-End;383;Castricum                  ;55;Noord-Kennemerland                                ;27;NH. ;nee;nee
3920;Noord-Kethel;606;Schiedam                   ;85;Industriegebied t.n.v. de N. Waterweg             ;28;ZH. ;nee;nee
3921;Noord-Meer;159;Den Ham                    ;21;Noordoost-Overijssel                              ;23;O.  ;nee;nee
3922;Noord-Scharwoude;416;Langedijk                  ;53;Westelijk West-Friesland                          ;27;NH. ;ja ;nee
3923;917;109;Coevorden                  ;18;Zuiddrents randgebied                             ;22;D.  ;ja ;nee
3924;953;114;Emmen                      ;15;Emmen, Schoonebeek                                ;22;D.  ;nee;nee
3925;Noordbeemster;370;Beemster                   ;56;Noordhollands Middengewest                        ;27;NH. ;ja ;nee
3926;Noordbroek;1987;Menterwolde                ;3;Groninger Oldambt                                 ;20;Gr. ;ja ;nee
3927;Noorddijk;558;Wester-Koggenland          ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;nee;nee
3928;109;14;Groningen                  ;7;Stad Groningen                                    ;20;Gr. ;nee;nee
3929;Noordeinde;484;Alphen aan den Rijn        ;73;Rijnstreek Zuid-Holland                           ;28;ZH. ;nee;nee
3930;Noordeinde;269;Oldebroek                  ;32;IJsselmeerkust                                    ;25;Gld.;ja ;nee
3931;Noordeinde;493;Berkel en Rodenrijs        ;83;Midden Zuid-Holland                               ;28;ZH. ;nee;nee
3932;Noordeinde;365;Graft-De Rijp              ;56;Noordhollands Middengewest                        ;27;NH. ;ja ;nee
3933;Noordeinde;1673;Liemeer                    ;72;Noordelijke veenstreek in Zuid-Holland            ;28;ZH. ;nee;nee
3934;Noordeloos;689;Giessenlanden              ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;ja ;nee
3935;Noorden;569;Nieuwkoop                  ;72;Noordelijke veenstreek in Zuid-Holland            ;28;ZH. ;ja ;nee
3936;Noordenveld;1699;Noordenveld                ;14;Noorddrents randgebied                            ;22;D.  ;nee;ja 
3937;Noorder Kolonie;765;Pekela                     ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3938;Noorder-Koggenland;529;Noorder-Koggenland         ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;nee;ja 
3939;491;56;Zuidhorn                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;nee;nee
3940;110;14;Groningen                  ;7;Stad Groningen                                    ;20;Gr. ;nee;nee
3941;12;5;Bedum                      ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;nee;nee
3942;Noorderlegmeerpolder (ged.);362;Amstelveen                 ;64;Zuidelijk randgebied Amsterdam                    ;27;NH. ;nee;nee
3943;Noorderlegmeerpolder (ged.);451;Uithoorn                   ;62;Noordhollandse Meerlanden                         ;27;NH. ;nee;nee
3944;Noordermeer;466;Wognum                     ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;nee;nee
3945;Noordgeest;748;Bergen op Zoom             ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
3946;Noordgouwe;1676;Schouwen-Duiveland         ;93;Schouwen-Duiveland                                ;29;Z.  ;ja ;nee
3947;Noordhoek;1709;Moerdijk                   ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;nee;nee
3948;492;56;Zuidhorn                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;ja ;nee
3949;Noordijk;266;Neede                      ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;nee;nee
3950;Noordink;248;Hengelo                    ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
3951;Noordkant;1702;Sint Anthonis              ;119;Land van Cuijk                                    ;30;NB. ;nee;nee
3952;147;17;Haren                      ;8;Randgebied stad Groningen                         ;20;Gr. ;ja ;nee
3953;Noordoostpolder;171;Noordoostpolder            ;128;Noordoostpolder                                   ;24;Fle.;nee;ja 
3954;Noordpolderzijl;1651;Eemsmond                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;nee;nee
3955;Noordschans;1709;Moerdijk                   ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;nee;nee
3956;Noordsche Bosch;479;Zaanstad                   ;58;Zaanstreek                                        ;27;NH. ;nee;nee
3957;979;118;Hoogeveen                  ;18;Zuiddrents randgebied                             ;22;D.  ;ja ;nee
3958;Noordse Dorp;1673;Liemeer                    ;72;Noordelijke veenstreek in Zuid-Holland            ;28;ZH. ;nee;nee
3959;Noordsebuurt;1673;Liemeer                    ;72;Noordelijke veenstreek in Zuid-Holland            ;28;ZH. ;nee;nee
3960;Noordstraat;675;Hontenisse                 ;100;Overige gemeenten Oost-Zeeuwsch-Vlaander          ;29;Z.  ;nee;nee
3961;954;114;Emmen                      ;15;Emmen, Schoonebeek                                ;22;D.  ;nee;nee
3962;Noordwelle;1676;Schouwen-Duiveland         ;93;Schouwen-Duiveland                                ;29;Z.  ;ja ;nee
3963;Noordwijk;1690;De Wolden                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
3964;223;25;Marum                      ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;ja ;nee
3965;Noordwijk;575;Noordwijk                  ;68;Zuidhollandse Bollenstreek                        ;28;ZH. ;ja ;ja 
3966;Noordwijk aan Zee;575;Noordwijk                  ;68;Zuidhollandse Bollenstreek                        ;28;ZH. ;nee;nee
3967;Noordwijk-Binnen;575;Noordwijk                  ;68;Zuidhollandse Bollenstreek                        ;28;ZH. ;nee;nee
3968;Noordwijkerhout;576;Noordwijkerhout            ;68;Zuidhollandse Bollenstreek                        ;28;ZH. ;ja ;ja 
3969;842;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3970;13;5;Bedum                      ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;ja ;nee
3971;Noordzijde;497;Bodegraven                 ;73;Rijnstreek Zuid-Holland                           ;28;ZH. ;nee;nee
3972;Nootdorp;577;Nootdorp                   ;83;Midden Zuid-Holland                               ;28;ZH. ;ja ;ja 
3973;Norden;273;Putten                     ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
3974;Norg;1699;Noordenveld                ;14;Noorddrents randgebied                            ;22;D.  ;ja ;nee
3975;Norgervaart;1699;Noordenveld                ;14;Noorddrents randgebied                            ;22;D.  ;nee;nee
3976;Notel;823;Oirschot                   ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
3977;Notendaal;851;Steenbergen                ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;nee;nee
3978;Notsel;1723;Alphen-Chaam               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
3979;Notter;189;Wierden                    ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
3980;Nude;289;Wageningen                 ;36;Overige gemeenten zuidelijke Veluwezoom           ;25;Gld.;nee;nee
3981;Nuenen;820;Nuenen c.a.                ;114;Randgebied Eindhoven                              ;30;NB. ;ja ;nee
3982;Nuenen c.a.;820;Nuenen c.a.                ;114;Randgebied Eindhoven                              ;30;NB. ;nee;ja 
3983;Nuijeneind;1652;Gemert-Bakel               ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
3984;Nuinhof;951;Nuth                       ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3985;224;25;Marum                      ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;ja ;nee
3986;Nul, Den;174;Olst                       ;22;Zuidwest-Overijssel                               ;23;O.  ;nee;nee
3987;Nuland;1671;Maasdonk                   ;111;Maaskant                                          ;30;NB. ;ja ;nee
3988;Nuld;273;Putten                     ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
3989;Nulland;928;Kerkrade                   ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3990;Numansdorp;611;Cromstrijen                ;90;Hoeksche Waard                                    ;28;ZH. ;ja ;nee
3991;307;47;Veendam                    ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3992;Nummer Een;692;Oostburg                   ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;nee;nee
3993;Nunhem;914;Haelen                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;ja ;nee
3994;Nunspeet;302;Nunspeet                   ;32;IJsselmeerkust                                    ;25;Gld.;ja ;ja 
3995;Nuth;951;Nuth                       ;125;Oostelijke Mijnstreek                             ;31;L.  ;ja ;ja 
3996;Nutter;149;Denekamp                   ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
3997;Nykleaster;683;Wymbritseradiel            ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
3998;Obbicht;897;Born                       ;124;Westelijke Mijnstreek                             ;31;L.  ;ja ;nee
3999;Obdam;429;Obdam                      ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;ja ;ja 
4000;424;53;Winsum                     ;6;Groninger centrale Weidestreek                    ;20;Gr. ;nee;nee
4001;Ochten;227;Echteld                    ;37;Oostelijke Betuwe                                 ;25;Gld.;ja ;nee
4002;Odijk;312;Bunnik                     ;45;Utrechts Kromme Rijngebied                        ;26;U.  ;ja ;nee
4003;Odiliapeel;856;Uden                       ;112;Midden-Meijerij                                   ;30;NB. ;ja ;nee
4004;Odoorn;1681;Borger-Odoorn              ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
4005;Odoornerveen;1681;Borger-Odoorn              ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
4006;Oeffelt;756;Boxmeer                    ;119;Land van Cuijk                                    ;30;NB. ;ja ;nee
4007;Oegstgeest;579;Oegstgeest                 ;71;Randgebied Leiden                                 ;28;ZH. ;ja ;ja 
4008;Oekel;879;Zundert                    ;104;Gebied om Breda                                   ;30;NB. ;nee;nee
4009;Oeken;213;Brummen                    ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;nee;nee
4010;Oele;164;Hengelo                    ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
4011;Oene;232;Epe                        ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;ja ;nee
4012;Oensel (ged.);888;Beek                       ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
4013;Oensel (ged.);951;Nuth                       ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
4014;Oentsjerk;737;Tytsjerksteradiel          ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
4015;Oerle;855;Tilburg                    ;107;Tilburg                                           ;30;NB. ;nee;nee
4016;Oerle;861;Veldhoven                  ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
4017;Oetelaar;844;Schijndel                  ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
4018;Oever, Den;462;Wieringen                  ;51;Wieringen, Wieringermeer                          ;27;NH. ;ja ;nee
4019;Oevereind;974;Susteren                   ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
4020;Offem;575;Noordwijk                  ;68;Zuidhollandse Bollenstreek                        ;28;ZH. ;nee;nee
4021;Offenbeek;889;Beesel                     ;121;Industriegebied Venlo-Beesel                      ;31;L.  ;nee;nee
4022;Offerkamp;957;Roermond                   ;122;Overig Midden-Limburg ten oosten v. Maas          ;31;L.  ;nee;nee
4023;809;91;Sneek                      ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
4024;Ofwegen;645;Jacobswoude                ;72;Noordelijke veenstreek in Zuid-Holland            ;28;ZH. ;nee;nee
4025;Ohe;933;Maasbracht                 ;122;Overig Midden-Limburg ten oosten v. Maas          ;31;L.  ;nee;nee
4026;Ohe en Laak;933;Maasbracht                 ;122;Overig Midden-Limburg ten oosten v. Maas          ;31;L.  ;ja ;nee
4027;Oijen;808;Lith                       ;111;Maaskant                                          ;30;NB. ;ja ;nee
4028;Oirlo;984;Venray                     ;120;Noord-Limburg                                     ;31;L.  ;ja ;nee
4029;Oirsbeek;962;Schinnen                   ;124;Westelijke Mijnstreek                             ;31;L.  ;ja ;nee
4030;Oirschot;823;Oirschot                   ;114;Randgebied Eindhoven                              ;30;NB. ;ja ;ja 
4031;Oisterwijk;824;Oisterwijk                 ;108;Gebied om Tilburg                                 ;30;NB. ;ja ;ja 
4032;Okkenbroek;150;Deventer                   ;22;Zuidwest-Overijssel                               ;23;O.  ;ja ;nee
4033;Olburgen;280;Steenderen                 ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;ja ;nee
4034;Old Eibergen;229;Eibergen                   ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;nee;nee
4035;743;85;Ooststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
4036;Oldebroek;269;Oldebroek                  ;32;IJsselmeerkust                                    ;25;Gld.;ja ;ja 
4037;843;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
4038;844;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
4039;493;56;Zuidhorn                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;ja ;nee
4040;131;15;Grootegast                 ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;ja ;nee
4041;845;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
4042;Oldemarkt;195;IJsselham                  ;19;Noordwest-Overijssel                              ;23;O.  ;ja ;nee
4043;Oldendiever;1701;Westerveld                 ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
4044;Oldeneel;193;Zwolle                     ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
4045;Oldengaarde;1701;Westerveld                 ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
4046;Oldenhave;1690;De Wolden                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
4047;Oldenzaal;173;Oldenzaal                  ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;ja 
4048;Oldenzijl;1651;Eemsmond                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;ja ;nee
4049;378;51;Skarsterlân                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
4050;846;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
4051;Oldorp;1651;Eemsmond                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;nee;nee
4052;Olen;848;Son en Breugel             ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
4053;Oler;920;Heythuysen                 ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
4054;111;14;Groningen                  ;7;Stad Groningen                                    ;20;Gr. ;nee;nee
4055;Oliemolenes;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
4056;6;3;Appingedam                 ;2;Appingedam, Delfzijl                              ;20;Gr. ;nee;nee
4057;Olland;846;Sint-Oedenrode             ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
4058;Olst;174;Olst                       ;22;Zuidwest-Overijssel                               ;23;O.  ;ja ;ja 
4059;773;86;Opsterland                 ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
4060;Ommel;743;Asten                      ;118;Brabantse Peel                                    ;30;NB. ;ja ;nee
4061;308;47;Veendam                    ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
4062;Ommen;175;Ommen                      ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;ja 
4063;Ommeren;214;Buren                      ;37;Oostelijke Betuwe                                 ;25;Gld.;ja ;nee
4064;Ommerschans;175;Ommen                      ;21;Noordoost-Overijssel                              ;23;O.  ;nee;nee
4065;Omval;361;Alkmaar                    ;55;Noord-Kennemerland                                ;27;NH. ;nee;nee
4066;Onder-Eindt;918;Helden                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
4067;Onderbanken;881;Onderbanken                ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;ja 
4068;14;5;Bedum                      ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;ja ;nee
4069;Onderdijk;459;Wervershoof                ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;nee;nee
4070;15;5;Bedum                      ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;nee;nee
4071;Ondiep;344;Utrecht                    ;47;Stad Utrecht                                      ;26;U.  ;nee;nee
4072;Onna;181;Steenwijk                  ;19;Noordwest-Overijssel                              ;23;O.  ;ja ;nee
4073;148;17;Haren                      ;8;Randgebied stad Groningen                         ;20;Gr. ;ja ;nee
4074;Ons Belang;342;Soest                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
4075;242;37;Stadskanaal                ;4;Groninger Veenkolonien                            ;20;Gr. ;ja ;nee
4076;Oog in Al;344;Utrecht                    ;47;Stad Utrecht                                      ;26;U.  ;nee;nee
4077;Ooij;282;Ubbergen                   ;40;Gebied om Nijmegen                                ;25;Gld.;nee;nee
4078;Ooij;227;Echteld                    ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
4079;Ooij;299;Zevenaar                   ;26;De Lijmers                                        ;25;Gld.;nee;nee
4080;Ooijen;898;Broekhuizen                ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
4081;Ool;957;Roermond                   ;122;Overig Midden-Limburg ten oosten v. Maas          ;31;L.  ;nee;nee
4082;Oolde;262;Lochem                     ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
4083;Ooltgensplaat;580;Oostflakkee                ;92;Goeree en Overflakkee                             ;28;ZH. ;ja ;nee
4084;243;37;Stadskanaal                ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
4085;Oord, Den;321;Houten                     ;45;Utrechts Kromme Rijngebied                        ;26;U.  ;nee;nee
4086;Oordeel;744;Baarle-Nassau              ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
4087;Oosseld;222;Doetinchem                 ;27;Oude-IJsselgebied (westelijk deel)                ;25;Gld.;nee;nee
4088;Oost;905;Eijsden                    ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
4089;Oost- West- en Middelbeers;823;Oirschot                   ;114;Randgebied Eindhoven                              ;30;NB. ;ja ;nee
4090;Oost-Friesland;218;Didam                      ;26;De Lijmers                                        ;25;Gld.;nee;nee
4091;Oost-Graftdijk;365;Graft-De Rijp              ;56;Noordhollands Middengewest                        ;27;NH. ;ja ;nee
4092;Oost-Knollendam;880;Wormerland                 ;58;Zaanstreek                                        ;27;NH. ;ja ;nee
4093;Oost-Maarland;905;Eijsden                    ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
4094;Oost-Souburg;718;Vlissingen                 ;95;Kanaalzone Walcheren                              ;29;Z.  ;ja ;nee
4095;824;96;Vlieland                   ;13;Friese Waddeneilanden                             ;21;F.  ;nee;nee
4096;Oost-Zwaagdijk;459;Wervershoof                ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;nee;nee
4097;Oostbeemster;370;Beemster                   ;56;Noordhollands Middengewest                        ;27;NH. ;nee;nee
4098;Oostbroek;310;De Bilt                    ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
4099;Oostburg;692;Oostburg                   ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;ja ;ja 
4100;Oostbuurt (ged.);607;Schipluiden                ;81;Westland                                          ;28;ZH. ;nee;nee
4101;Oostbuurt (ged.);552;De Lier                    ;81;Westland                                          ;28;ZH. ;nee;nee
4102;Oostdijk;703;Reimerswaal                ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;ja ;nee
4103;Oostdijk;530;Hellevoetsluis             ;91;Voorne-Putten en Rozenburg                        ;28;ZH. ;nee;nee
4104;Oostdijk;511;Goedereede                 ;92;Goeree en Overflakkee                             ;28;ZH. ;nee;nee
4105;527;58;Dongeradeel                ;12;Friese bouwstreek                                 ;21;F.  ;nee;nee
4106;Oostdorp;629;Wassenaar                  ;80;Randgebied 's-Gravenhage                          ;28;ZH. ;nee;nee
4107;Oostdorp;373;Bergen                     ;55;Noord-Kennemerland                                ;27;NH. ;nee;nee
4108;Oosteind;590;Papendrecht                ;76;Industriegebied Alblasserwaard                    ;28;ZH. ;nee;nee
