ID;Plaatsnamen;Gemeentecode_1;Naam_2;Code_3;Naam_4;Code_5;NaamAfkorting_6;PTTWoonplaatsnaam_7;Gemeentenaam_8
484;Berik;914;Haelen                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
485;Beringe;918;Helden                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;ja ;nee
486;Beringerhoek;918;Helden                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
487;Berk;840;Rucphen                    ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
488;Berkdijk;855;Tilburg                    ;107;Tilburg                                           ;30;NB. ;nee;nee
489;Berkel;493;Berkel en Rodenrijs        ;83;Midden Zuid-Holland                               ;28;ZH. ;nee;nee
490;Berkel en Rodenrijs;493;Berkel en Rodenrijs        ;83;Midden Zuid-Holland                               ;28;ZH. ;ja ;ja 
491;Berkel-Enschot;855;Tilburg                    ;107;Tilburg                                           ;30;NB. ;ja ;nee
492;Berkelaar;902;Echt                       ;122;Overig Midden-Limburg ten oosten v. Maas          ;31;L.  ;nee;nee
493;939;114;Emmen                      ;15;Emmen, Schoonebeek                                ;22;D.  ;nee;nee
494;Berkenwoude;491;Bergambacht                ;75;Krimpenerwaard                                    ;28;ZH. ;ja ;nee
495;Berkhoek;755;Boekel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
496;Berkhout;558;Wester-Koggenland          ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;ja ;nee
497;Berkmeer;432;Opmeer                     ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;nee;nee
498;Berkt;1721;Bernheze                   ;111;Maaskant                                          ;30;NB. ;nee;nee
499;Berkt;861;Veldhoven                  ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
500;Berkum;193;Zwolle                     ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
501;Berkum-Veldhoek;193;Zwolle                     ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
502;Berlicum;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;ja ;nee
503;710;83;Menaldumadeel              ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
504;Berm;263;Maasdriel                  ;42;Bommelerwaard                                     ;25;Gld.;nee;nee
505;Bern;297;Zaltbommel                 ;42;Bommelerwaard                                     ;25;Gld.;ja ;nee
506;Berndijk;809;Loon op Zand               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
507;Bernheze;1721;Bernheze                   ;111;Maaskant                                          ;30;NB. ;nee;ja 
508;Bernisse;568;Bernisse                   ;91;Voorne-Putten en Rozenburg                        ;28;ZH. ;nee;ja 
509;437;55;Boarnsterhim               ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
510;Besoijen;867;Waalwijk                   ;106;Langstraat                                        ;30;NB. ;nee;nee
511;Besselaar;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
512;Bessens;140;Littenseradiel             ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
513;Best;753;Best                       ;114;Randgebied Eindhoven                              ;30;NB. ;ja ;ja 
514;Besthmen;175;Ommen                      ;21;Noordoost-Overijssel                              ;23;O.  ;nee;nee
515;412;53;Winsum                     ;6;Groninger centrale Weidestreek                    ;20;Gr. ;nee;nee
516;Beterwonen;244;Hattem                     ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;nee;nee
517;Bethlehem;1651;Eemsmond                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;nee;nee
518;503;58;Dongeradeel                ;12;Friese bouwstreek                                 ;21;F.  ;nee;nee
519;Beugen;756;Boxmeer                    ;119;Land van Cuijk                                    ;30;NB. ;ja ;nee
520;Beugt;1721;Bernheze                   ;111;Maaskant                                          ;30;NB. ;nee;nee
521;Beukbergen;355;Zeist                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
522;Beukelaar;860;Veghel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
523;Beukers;194;Brederwiede                ;19;Noordwest-Overijssel                              ;23;O.  ;nee;nee
524;Beuningen;168;Losser                     ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
525;Beuningen;209;Beuningen                  ;40;Gebied om Nijmegen                                ;25;Gld.;ja ;ja 
526;Beuseberg;165;Holten                     ;22;Zuidwest-Overijssel                               ;23;O.  ;nee;nee
527;Beusichem;214;Buren                      ;37;Oostelijke Betuwe                                 ;25;Gld.;ja ;nee
528;Beutenaken;1729;Gulpen-Wittem              ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;nee
529;Bevermeer;199;Angerlo                    ;26;De Lijmers                                        ;25;Gld.;nee;nee
530;Beverwijk;375;Beverwijk                  ;59;IJmond                                            ;27;NH. ;ja ;ja 
531;Biddinghuizen;303;Dronten                    ;129;Zuidelijke IJsselmeerpolders                      ;24;Fle.;ja ;nee
532;63;10;Delfzijl                   ;2;Appingedam, Delfzijl                              ;20;Gr. ;ja ;nee
533;Biervliet;715;Terneuzen                  ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen               ;29;Z.  ;ja ;nee
534;Biesstraat;920;Heythuysen                 ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
535;64;10;Delfzijl                   ;2;Appingedam, Delfzijl                              ;20;Gr. ;nee;nee
536;Biest;798;Hilvarenbeek               ;108;Gebied om Tilburg                                 ;30;NB. ;ja ;nee
537;Biesthoek;856;Uden                       ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
538;Biezelinge;678;Kapelle                    ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;nee;nee
539;Biezen;1698;Sluis-Aardenburg           ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;nee;nee
540;Biezenmortel;788;Haaren                     ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;ja ;nee
541;Biggekerke;717;Veere                      ;96;Overige gemeenten Walcheren                       ;29;Z.  ;ja ;nee
542;Bijdorp;606;Schiedam                   ;85;Industriegebied t.n.v. de N. Waterweg             ;28;ZH. ;nee;nee
543;Bijland;196;Rijnwaarden                ;26;De Lijmers                                        ;25;Gld.;nee;nee
544;Bijlmermeer;363;Amsterdam                  ;63;Amsterdam                                         ;27;NH. ;nee;nee
545;Bijsteren;273;Putten                     ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
546;Bijsterhuizen;268;Nijmegen                   ;39;Nijmegen                                          ;25;Gld.;nee;nee
547;Bik, De;307;Amersfoort                 ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;nee;nee
548;Bilderdam;645;Jacobswoude                ;72;Noordelijke veenstreek in Zuid-Holland            ;28;ZH. ;nee;nee
549;567;63;het Bildt                  ;12;Friese bouwstreek                                 ;21;F.  ;nee;ja 
550;Billinghuizen;1729;Gulpen-Wittem              ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
551;Bilt;933;Maasbracht                 ;122;Overig Midden-Limburg ten oosten v. Maas          ;31;L.  ;nee;nee
552;Bilt, De;310;De Bilt                    ;44;Utrechtse Heuvelrug                               ;26;U.  ;ja ;ja 
553;Bilthoven;310;De Bilt                    ;44;Utrechtse Heuvelrug                               ;26;U.  ;ja ;nee
554;Binderven;794;Helmond                    ;115;Industriegebied Helmond                           ;30;NB. ;nee;nee
555;Bingelrade;881;Onderbanken                ;125;Oostelijke Mijnstreek                             ;31;L.  ;ja ;nee
556;Bingerden;199;Angerlo                    ;26;De Lijmers                                        ;25;Gld.;nee;nee
557;Binnen-Moerdijk;1709;Moerdijk                   ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;nee;nee
558;Binnengeest;360;Akersloot                  ;55;Noord-Kennemerland                                ;27;NH. ;nee;nee
559;Binnenheurne;295;Wisch                      ;29;Oude-IJsselgebied (oostelijk deel)                ;25;Gld.;nee;nee
560;Binnenmaas;585;Binnenmaas                 ;90;Hoeksche Waard                                    ;28;ZH. ;nee;ja 
561;894;109;Coevorden                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
562;Binnenwijzend;498;Drechterland               ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;nee;nee
563;Birkhoven;307;Amersfoort                 ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;nee;nee
564;Birkt, De;342;Soest                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
565;438;55;Boarnsterhim               ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
566;Bisschopswetering;191;IJsselmuiden               ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
567;Bisselt;944;Mook en Middelaar          ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
568;Bissen;1729;Gulpen-Wittem              ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
569;Bitswijk;856;Uden                       ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
570;Bittens;710;Wûnseradiel                ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
571;Blaak;585;Binnenmaas                 ;90;Hoeksche Waard                                    ;28;ZH. ;nee;nee
572;Blaak, De;855;Tilburg                    ;107;Tilburg                                           ;30;NB. ;nee;nee
573;Blaaksedijk;585;Binnenmaas                 ;90;Hoeksche Waard                                    ;28;ZH. ;nee;nee
574;Blaarthem;772;Eindhoven                  ;113;Eindhoven                                         ;30;NB. ;nee;nee
575;Bladel;1728;Bladel                     ;116;Kempenland                                        ;30;NB. ;ja ;ja 
576;Blanken;1690;De Wolden                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
577;Blankenberg;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
578;Blankenham;195;IJsselham                  ;19;Noordwest-Overijssel                              ;23;O.  ;ja ;nee
579;Blaricum;376;Blaricum                   ;67;Overige gemeenten in het Gooi                     ;27;NH. ;ja ;ja 
580;175;22;Leek                       ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;nee;nee
581;Blauwe Hand;194;Brederwiede                ;19;Noordwest-Overijssel                              ;23;O.  ;nee;nee
582;Blauwe Sluis;851;Steenbergen                ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;nee;nee
583;Blauwenhoek;1702;Sint Anthonis              ;119;Land van Cuijk                                    ;30;NB. ;nee;nee
584;Blauwesluis;668;West Maas en Waal          ;41;Land van Maas en Waal                             ;25;Gld.;nee;nee
585;Blauwewijk;664;Goes                       ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;nee;nee
586;Blauwhuis;683;Wymbritseradiel            ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
587;Blauwkapel;334;Maartensdijk               ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;nee;nee
588;542;59;Achtkarspelen              ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
589;Blazekop;654;Borsele                    ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;nee;nee
590;Bleijenbeek;893;Bergen                     ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
591;Bleijerheide;928;Kerkrade                   ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
592;Bleiswijk;495;Bleiswijk                  ;83;Midden Zuid-Holland                               ;28;ZH. ;ja ;ja 
593;233;37;Stadskanaal                ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
594;Blerick;983;Venlo                      ;121;Industriegebied Venlo-Beesel                      ;31;L.  ;nee;nee
595;826;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
596;827;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
597;Bleskensgraaf;693;Graafstroom                ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;ja ;nee
598;828;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
599;711;83;Menaldumadeel              ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
600;Blijdenstein;1690;De Wolden                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
601;Blije;1722;Ferwerderadiel             ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
602;22;7;Bellingwedde               ;3;Groninger Oldambt                                 ;20;Gr. ;ja ;nee
603;599;70;Franekeradeel              ;12;Friese bouwstreek                                 ;21;F.  ;nee;nee
604;Blikhalm;762;Deurne                     ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
605;Blikkenburg;355;Zeist                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
606;Blitterswijck;993;Meerlo-Wanssum             ;120;Noord-Limburg                                     ;31;L.  ;ja ;nee
607;Bloemberg;1690;De Wolden                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
608;Bloemendaal;513;Gouda                      ;74;Gouda en omstreken                                ;28;ZH. ;nee;nee
609;Bloemendaal;377;Bloemendaal                ;61;Overige gemeenten Zuid-Kennemerland               ;27;NH. ;ja ;ja 
610;Bloemendalerpolder;457;Weesp                      ;65;Vechtstreek in Noord-Holland                      ;27;NH. ;nee;nee
611;Blokhuiswetering;313;Bunschoten                 ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;nee;nee
612;Blokhuizen;412;Niedorp                    ;53;Westelijk West-Friesland                          ;27;NH. ;nee;nee
613;Blokker;710;Wûnseradiel                ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
614;Blokker;405;Hoorn                      ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;ja ;nee
615;Blokland;335;Montfoort                  ;49;Utrechts weidegebied                              ;26;U.  ;nee;nee
616;Blokland;736;De Ronde Venen             ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;nee;nee
617;44;9;Ten Boer                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;nee;nee
618;Blokzijl;194;Brederwiede                ;19;Noordwest-Overijssel                              ;23;O.  ;ja ;nee
619;439;55;Boarnsterhim               ;10;Fries weidegebied                                 ;21;F.  ;nee;ja 
620;Bobeldijk;558;Wester-Koggenland          ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;nee;nee
621;Bocholtz;965;Simpelveld                 ;125;Oostelijke Mijnstreek                             ;31;L.  ;ja ;nee
622;Bocholtzerheide;965;Simpelveld                 ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
623;Bocht, De;851;Steenbergen                ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;nee;nee
624;Boddenkamp;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
625;Bodegraven;497;Bodegraven                 ;73;Rijnstreek Zuid-Holland                           ;28;ZH. ;ja ;ja 
626;Boeiink;1674;Roosendaal                 ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
627;Boeimeer;758;Breda                      ;103;Breda                                             ;30;NB. ;nee;nee
628;Boekel;755;Boekel                     ;112;Midden-Meijerij                                   ;30;NB. ;ja ;ja 
629;Boekelo;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
630;829;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
631;Boekend;983;Venlo                      ;121;Industriegebied Venlo-Beesel                      ;31;L.  ;nee;nee
632;Boekend;1652;Gemert-Bakel               ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
633;Boeket;946;Nederweert                 ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
634;727;85;Ooststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
635;543;59;Achtkarspelen              ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
636;600;70;Franekeradeel              ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
637;Boer, De;815;Mill en Sint Hubert        ;119;Land van Cuijk                                    ;30;NB. ;nee;nee
638;45;9;Ten Boer                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;ja ;ja 
639;217;25;Marum                      ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;ja ;nee
640;Boerdonk;860;Veghel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
641;Boerelaan;1699;Noordenveld                ;14;Noorddrents randgebied                            ;22;D.  ;nee;nee
642;Boerengat;715;Terneuzen                  ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen               ;29;Z.  ;nee;nee
643;Boerenhol;692;Oostburg                   ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;nee;nee
644;176;22;Leek                       ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;nee;nee
645;Boerhaar;190;Wijhe                      ;22;Zuidwest-Overijssel                               ;23;O.  ;nee;nee
646;Boeschoten;203;Barneveld                  ;31;Gelderse Vallei                                   ;25;Gld.;nee;nee
647;Boesingheliede;394;Haarlemmermeer             ;62;Noordhollandse Meerlanden                         ;27;NH. ;ja ;nee
648;Boetele;177;Raalte                     ;22;Zuidwest-Overijssel                               ;23;O.  ;nee;nee
649;830;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
650;831;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
651;Bokhoven;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught                         ;30;NB. ;nee;nee
652;440;55;Boarnsterhim               ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
653;Boksheide;770;Eersel                     ;116;Kempenland                                        ;30;NB. ;nee;nee
654;712;83;Menaldumadeel              ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
655;Bokt;848;Son en Breugel             ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
656;Bolberg;784;Gilze en Rijen             ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
657;Bolberg;758;Breda                      ;103;Breda                                             ;30;NB. ;nee;nee
658;Bolenberg;890;Belfeld                    ;121;Industriegebied Venlo-Beesel                      ;31;L.  ;nee;nee
659;Bolgarijen;620;Vianen                     ;78;Vijfheerenlanden                                  ;28;ZH. ;nee;nee
660;Bolhaar;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
661;Bolkshoek;141;Almelo                     ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
662;Bollebieste;193;Zwolle                     ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
663;Bollendorp;399;Heiloo                     ;55;Noord-Kennemerland                                ;27;NH. ;nee;nee
664;504;58;Dongeradeel                ;12;Friese bouwstreek                                 ;21;F.  ;nee;nee
665;Bolnes;597;Ridderkerk                 ;87;Oostelijk IJsselmonde                             ;28;ZH. ;nee;nee
666;413;53;Winsum                     ;6;Groninger centrale Weidestreek                    ;20;Gr. ;nee;nee
667;Bolst;860;Veghel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
668;579;64;Bolsward                   ;10;Fries weidegebied                                 ;21;F.  ;ja ;ja 
669;Bolt, De;786;Grave                      ;119;Land van Cuijk                                    ;30;NB. ;nee;nee
670;Bommel, Den;580;Oostflakkee                ;92;Goeree en Overflakkee                             ;28;ZH. ;ja ;nee
671;Bommerig;1729;Gulpen-Wittem              ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
672;Bong;885;Arcen en Velden            ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
673;Bong;934;Maasbree                   ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
674;Bongier;140;Littenseradiel             ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
675;505;58;Dongeradeel                ;12;Friese bouwstreek                                 ;21;F.  ;nee;nee
676;Bonnen;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;nee;nee
677;Bonnerveen;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;nee;nee
678;Bonrepas;623;Vlist                      ;75;Krimpenerwaard                                    ;28;ZH. ;nee;nee
679;601;70;Franekeradeel              ;12;Friese bouwstreek                                 ;21;F.  ;nee;nee
680;635;74;Heerenveen                 ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
681;Bontemorgen;214;Buren                      ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
682;Boom;327;Leusden                    ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;nee;nee
683;Boome;412;Niedorp                    ;53;Westelijk West-Friesland                          ;27;NH. ;nee;nee
684;Boomen;847;Someren                    ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
685;Boompjes;851;Steenbergen                ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;nee;nee
686;Boompjesdijk;851;Steenbergen                ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;nee;nee
687;Booneschans;1661;Reiderland                 ;3;Groninger Oldambt                                 ;20;Gr. ;nee;nee
688;Boord;820;Nuenen c.a.                ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
689;786;90;Smallingerland             ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
690;360;51;Skarsterlân                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
691;Borculo;211;Borculo                    ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;ja ;ja 
692;Borg;1679;Ambt Montfort              ;122;Overig Midden-Limburg ten oosten v. Maas          ;31;L.  ;nee;nee
693;318;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
694;Borgele;150;Deventer                   ;22;Zuidwest-Overijssel                               ;23;O.  ;nee;nee
695;Borger;1681;Borger-Odoorn              ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
696;Borger-Odoorn;1681;Borger-Odoorn              ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;nee;ja 
697;Borgercompagnie (ged.);1987;Menterwolde                ;3;Groninger Oldambt                                 ;20;Gr. ;ja ;nee
698;303;47;Veendam                    ;4;Groninger Veenkolonien                            ;20;Gr. ;ja ;nee
699;319;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
700;Borgharen;935;Maastricht                 ;126;Maastricht                                        ;31;L.  ;nee;nee
701;65;10;Delfzijl                   ;2;Appingedam, Delfzijl                              ;20;Gr. ;ja ;nee
702;155;18;Hoogezand-Sappemeer        ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
703;274;40;Slochteren                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
704;Borkel;858;Valkenswaard               ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;nee;nee
705;Borkeld;178;Rijssen                    ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
706;Born;897;Born                       ;124;Westelijke Mijnstreek                             ;31;L.  ;ja ;ja 
707;Borne;147;Borne                      ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;ja 
708;Borne;844;Schijndel                  ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
709;Bornerbroek;147;Borne                      ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
710;506;58;Dongeradeel                ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
711;Borsbeek;194;Brederwiede                ;19;Noordwest-Overijssel                              ;23;O.  ;nee;nee
712;Borsele;654;Borsele                    ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;nee;ja 
713;Borssele;654;Borsele                    ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;ja ;nee
714;Borteldonk;1674;Roosendaal                 ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
715;Bosch;1706;Cranendonck                ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;nee;nee
716;Bosch en Duin;355;Zeist                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;ja ;nee
717;Bosch, Den;756;Boxmeer                    ;119;Land van Cuijk                                    ;30;NB. ;nee;nee
718;Bosch, Het;1728;Bladel                     ;116;Kempenland                                        ;30;NB. ;nee;nee
719;Boscheind;1724;Bergeijk                   ;116;Kempenland                                        ;30;NB. ;nee;nee
720;Boschheurne;262;Lochem                     ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
721;Boschhoek;232;Epe                        ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;nee;nee
722;Boschhoven;1658;Heeze-Leende               ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;nee;nee
723;Boschhoven;744;Baarle-Nassau              ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
724;Boschkant;846;Sint-Oedenrode             ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
725;Boschkens;785;Goirle                     ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
726;Boschoord;1701;Westerveld                 ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
727;Boschpoort;935;Maastricht                 ;126;Maastricht                                        ;31;L.  ;nee;nee
728;Boschweg;844;Schijndel                  ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
729;Boshoven;1723;Alphen-Chaam               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
730;Boshoven;1724;Bergeijk                   ;116;Kempenland                                        ;30;NB. ;nee;nee
731;Boshoven;988;Weert                      ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
732;Boshoverbeek;988;Weert                      ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
733;Boskamp;174;Olst                       ;22;Zuidwest-Overijssel                               ;23;O.  ;nee;nee
734;Boskant;296;Wijchen                    ;40;Gebied om Nijmegen                                ;25;Gld.;nee;nee
735;Boskoop;499;Boskoop                    ;73;Rijnstreek Zuid-Holland                           ;28;ZH. ;ja ;ja 
736;Bossche Broek;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught                         ;30;NB. ;nee;nee
737;Bosschenhoofd;1655;Halderberge                ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;ja ;nee
738;Bosschenhuizen;965;Simpelveld                 ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
739;Bosscherheide;893;Bergen                     ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
740;Bosscherveld;935;Maastricht                 ;126;Maastricht                                        ;31;L.  ;nee;nee
741;Bosserstraat;946;Nederweert                 ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
742;Boswinkel;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
743;Boteburen;1722;Ferwerderadiel             ;12;Friese bouwstreek                                 ;21;F.  ;nee;nee
744;Boterdijk;451;Uithoorn                   ;62;Noordhollandse Meerlanden                         ;27;NH. ;nee;nee
745;Boterhoek;1676;Schouwen-Duiveland         ;93;Schouwen-Duiveland                                ;29;Z.  ;nee;nee
746;Boterveen;1701;Westerveld                 ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
747;Boterwijk;823;Oirschot                   ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
748;Bothof;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
749;Botlek;599;Rotterdam                  ;84;Rotterdam                                         ;28;ZH. ;ja ;nee
750;Botshol;736;De Ronde Venen             ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;nee;nee
751;Botshoofd;716;Tholen                     ;94;Sint Philipsland en Tholen                        ;29;Z.  ;nee;nee
752;Bouchauterhaven;704;Sas van Gent               ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen               ;29;Z.  ;nee;nee
753;Boudewijnskerke;717;Veere                      ;96;Overige gemeenten Walcheren                       ;29;Z.  ;nee;nee
754;Boukoul;975;Swalmen                    ;122;Overig Midden-Limburg ten oosten v. Maas          ;31;L.  ;nee;nee
