ID;RegioS;Geslacht;Leeftijd;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
2056;Lemsterland;Totaal mannen en vrouwen;15 tot 25 jaar;0.9;8.5
2057;Lemsterland;Totaal mannen en vrouwen;25 tot 45 jaar;3.2;17.3
2058;Lemsterland;Totaal mannen en vrouwen;45 tot 65 jaar;2.6;19.3
2059;Lemsterland;Totaal mannen en vrouwen;65 jaar en ouder;1.6;13.5
2060;Lemsterland;Man;Totaal leeftijd;4.7;20.1
2061;Lemsterland;Man;15 tot 25 jaar;0.4;9.7
2062;Lemsterland;Man;25 tot 45 jaar;1.8;20.8
2063;Lemsterland;Man;45 tot 65 jaar;1.7;23.7
2064;Lemsterland;Man;65 jaar en ouder;0.7;16.4
2065;Lemsterland;Vrouw;Totaal leeftijd;3.6;11.4
2066;Lemsterland;Vrouw;15 tot 25 jaar;0.4;7.3
2067;Lemsterland;Vrouw;25 tot 45 jaar;1.4;12.6
2068;Lemsterland;Vrouw;45 tot 65 jaar;1.0;11.7
2069;Lemsterland;Vrouw;65 jaar en ouder;0.9;11.0
2070;Menaldumadeel;Totaal mannen en vrouwen;Totaal leeftijd;9.0;16.1
2071;Menaldumadeel;Totaal mannen en vrouwen;15 tot 25 jaar;0.8;8.7
2072;Menaldumadeel;Totaal mannen en vrouwen;25 tot 45 jaar;3.6;17.0
2073;Menaldumadeel;Totaal mannen en vrouwen;45 tot 65 jaar;2.9;19.0
2074;Menaldumadeel;Totaal mannen en vrouwen;65 jaar en ouder;1.7;13.0
2075;Menaldumadeel;Man;Totaal leeftijd;5.2;19.4
2076;Menaldumadeel;Man;15 tot 25 jaar;0.5;9.7
2077;Menaldumadeel;Man;25 tot 45 jaar;2.1;19.9
2078;Menaldumadeel;Man;45 tot 65 jaar;1.9;22.4
2079;Menaldumadeel;Man;65 jaar en ouder;0.8;16.1
2080;Menaldumadeel;Vrouw;Totaal leeftijd;3.8;11.8
2081;Menaldumadeel;Vrouw;15 tot 25 jaar;0.3;7.4
2082;Menaldumadeel;Vrouw;25 tot 45 jaar;1.6;13.1
2083;Menaldumadeel;Vrouw;45 tot 65 jaar;1.0;12.5
2084;Menaldumadeel;Vrouw;65 jaar en ouder;0.9;10.4
2085;Ooststellingwerf;Totaal mannen en vrouwen;Totaal leeftijd;17.2;15.5
2086;Ooststellingwerf;Totaal mannen en vrouwen;15 tot 25 jaar;1.5;8.8
2087;Ooststellingwerf;Totaal mannen en vrouwen;25 tot 45 jaar;6.3;16.0
2088;Ooststellingwerf;Totaal mannen en vrouwen;45 tot 65 jaar;5.3;18.3
2089;Ooststellingwerf;Totaal mannen en vrouwen;65 jaar en ouder;4.1;13.6
2090;Ooststellingwerf;Man;Totaal leeftijd;9.6;18.6
2091;Ooststellingwerf;Man;15 tot 25 jaar;0.9;9.4
2092;Ooststellingwerf;Man;25 tot 45 jaar;3.6;18.9
2093;Ooststellingwerf;Man;45 tot 65 jaar;3.4;21.8
2094;Ooststellingwerf;Man;65 jaar en ouder;1.8;16.5
2095;Ooststellingwerf;Vrouw;Totaal leeftijd;7.6;11.5
2096;Ooststellingwerf;Vrouw;15 tot 25 jaar;0.7;8.0
2097;Ooststellingwerf;Vrouw;25 tot 45 jaar;2.7;12.1
2098;Ooststellingwerf;Vrouw;45 tot 65 jaar;1.9;12.2
2099;Ooststellingwerf;Vrouw;65 jaar en ouder;2.3;11.2
2100;Opsterland;Totaal mannen en vrouwen;Totaal leeftijd;18.7;15.8
2101;Opsterland;Totaal mannen en vrouwen;15 tot 25 jaar;1.7;8.0
2102;Opsterland;Totaal mannen en vrouwen;25 tot 45 jaar;7.2;16.6
2103;Opsterland;Totaal mannen en vrouwen;45 tot 65 jaar;5.8;18.7
2104;Opsterland;Totaal mannen en vrouwen;65 jaar en ouder;4.1;13.5
2105;Opsterland;Man;Totaal leeftijd;10.4;19.2
2106;Opsterland;Man;15 tot 25 jaar;0.9;8.9
2107;Opsterland;Man;25 tot 45 jaar;4.0;19.8
2108;Opsterland;Man;45 tot 65 jaar;3.6;22.3
2109;Opsterland;Man;65 jaar en ouder;1.8;16.6
2110;Opsterland;Vrouw;Totaal leeftijd;8.3;11.6
2111;Opsterland;Vrouw;15 tot 25 jaar;0.7;6.8
2112;Opsterland;Vrouw;25 tot 45 jaar;3.1;12.4
2113;Opsterland;Vrouw;45 tot 65 jaar;2.2;12.6
2114;Opsterland;Vrouw;65 jaar en ouder;2.3;11.0
2115;Schiermonnikoog;Totaal mannen en vrouwen;Totaal leeftijd;0.7;17.0
2116;Schiermonnikoog;Totaal mannen en vrouwen;15 tot 25 jaar;;
2117;Schiermonnikoog;Totaal mannen en vrouwen;25 tot 45 jaar;0.3;15.9
2118;Schiermonnikoog;Totaal mannen en vrouwen;45 tot 65 jaar;0.2;20.3
2119;Schiermonnikoog;Totaal mannen en vrouwen;65 jaar en ouder;;
2120;Schiermonnikoog;Man;Totaal leeftijd;0.4;20.6
2121;Schiermonnikoog;Man;15 tot 25 jaar;;
2122;Schiermonnikoog;Man;25 tot 45 jaar;;
2123;Schiermonnikoog;Man;45 tot 65 jaar;;
2124;Schiermonnikoog;Man;65 jaar en ouder;;
2125;Schiermonnikoog;Vrouw;Totaal leeftijd;0.3;12.7
2126;Schiermonnikoog;Vrouw;15 tot 25 jaar;;
2127;Schiermonnikoog;Vrouw;25 tot 45 jaar;;
2128;Schiermonnikoog;Vrouw;45 tot 65 jaar;;
2129;Schiermonnikoog;Vrouw;65 jaar en ouder;;
2130;Smallingerland;Totaal mannen en vrouwen;Totaal leeftijd;34.6;15.6
2131;Smallingerland;Totaal mannen en vrouwen;15 tot 25 jaar;3.2;8.2
2132;Smallingerland;Totaal mannen en vrouwen;25 tot 45 jaar;13.2;16.1
2133;Smallingerland;Totaal mannen en vrouwen;45 tot 65 jaar;10.5;18.5
2134;Smallingerland;Totaal mannen en vrouwen;65 jaar en ouder;7.7;13.9
2135;Smallingerland;Man;Totaal leeftijd;18.8;19.0
2136;Smallingerland;Man;15 tot 25 jaar;1.6;9.1
2137;Smallingerland;Man;25 tot 45 jaar;7.4;19.1
2138;Smallingerland;Man;45 tot 65 jaar;6.4;22.4
2139;Smallingerland;Man;65 jaar en ouder;3.3;17.3
2140;Smallingerland;Vrouw;Totaal leeftijd;15.8;11.6
2141;Smallingerland;Vrouw;15 tot 25 jaar;1.5;7.3
2142;Smallingerland;Vrouw;25 tot 45 jaar;5.8;12.4
2143;Smallingerland;Vrouw;45 tot 65 jaar;4.1;12.3
2144;Smallingerland;Vrouw;65 jaar en ouder;4.4;11.3
2145;Sneek;Totaal mannen en vrouwen;Totaal leeftijd;21.3;15.7
2146;Sneek;Totaal mannen en vrouwen;15 tot 25 jaar;2.1;7.9
2147;Sneek;Totaal mannen en vrouwen;25 tot 45 jaar;8.1;16.4
2148;Sneek;Totaal mannen en vrouwen;45 tot 65 jaar;6.3;18.3
2149;Sneek;Totaal mannen en vrouwen;65 jaar en ouder;4.9;14.4
2150;Sneek;Man;Totaal leeftijd;11.5;19.1
2151;Sneek;Man;15 tot 25 jaar;1.1;8.5
2152;Sneek;Man;25 tot 45 jaar;4.6;19.4
2153;Sneek;Man;45 tot 65 jaar;3.8;22.2
2154;Sneek;Man;65 jaar en ouder;2.0;18.5
2155;Sneek;Vrouw;Totaal leeftijd;9.8;11.7
2156;Sneek;Vrouw;15 tot 25 jaar;1.0;7.2
2157;Sneek;Vrouw;25 tot 45 jaar;3.5;12.6
2158;Sneek;Vrouw;45 tot 65 jaar;2.5;12.5
2159;Sneek;Vrouw;65 jaar en ouder;2.9;11.7
2160;Terschelling;Totaal mannen en vrouwen;Totaal leeftijd;3.1;17.5
2161;Terschelling;Totaal mannen en vrouwen;15 tot 25 jaar;0.3;9.1
2162;Terschelling;Totaal mannen en vrouwen;25 tot 45 jaar;1.1;18.4
2163;Terschelling;Totaal mannen en vrouwen;45 tot 65 jaar;1.0;20.4
2164;Terschelling;Totaal mannen en vrouwen;65 jaar en ouder;0.7;15.5
2165;Terschelling;Man;Totaal leeftijd;1.8;20.6
2166;Terschelling;Man;15 tot 25 jaar;0.2;8.8
2167;Terschelling;Man;25 tot 45 jaar;0.6;21.4
2168;Terschelling;Man;45 tot 65 jaar;0.6;24.8
2169;Terschelling;Man;65 jaar en ouder;0.3;18.6
2170;Terschelling;Vrouw;Totaal leeftijd;1.3;13.3
2171;Terschelling;Vrouw;15 tot 25 jaar;;
2172;Terschelling;Vrouw;25 tot 45 jaar;0.4;14.0
2173;Terschelling;Vrouw;45 tot 65 jaar;0.4;13.7
2174;Terschelling;Vrouw;65 jaar en ouder;0.4;13.0
2175;Vlieland;Totaal mannen en vrouwen;Totaal leeftijd;0.8;15.7
2176;Vlieland;Totaal mannen en vrouwen;15 tot 25 jaar;;
2177;Vlieland;Totaal mannen en vrouwen;25 tot 45 jaar;0.4;16.8
2178;Vlieland;Totaal mannen en vrouwen;45 tot 65 jaar;0.2;13.4
2179;Vlieland;Totaal mannen en vrouwen;65 jaar en ouder;;
2180;Vlieland;Man;Totaal leeftijd;0.4;22.0
2181;Vlieland;Man;15 tot 25 jaar;;
2182;Vlieland;Man;25 tot 45 jaar;;
2183;Vlieland;Man;45 tot 65 jaar;;
2184;Vlieland;Man;65 jaar en ouder;;
2185;Vlieland;Vrouw;Totaal leeftijd;0.4;9.3
2186;Vlieland;Vrouw;15 tot 25 jaar;;
2187;Vlieland;Vrouw;25 tot 45 jaar;;
2188;Vlieland;Vrouw;45 tot 65 jaar;;
2189;Vlieland;Vrouw;65 jaar en ouder;;
2190;Weststellingwerf;Totaal mannen en vrouwen;Totaal leeftijd;16.9;15.6
2191;Weststellingwerf;Totaal mannen en vrouwen;15 tot 25 jaar;1.6;8.6
2192;Weststellingwerf;Totaal mannen en vrouwen;25 tot 45 jaar;5.9;17.1
2193;Weststellingwerf;Totaal mannen en vrouwen;45 tot 65 jaar;5.1;18.3
2194;Weststellingwerf;Totaal mannen en vrouwen;65 jaar en ouder;4.3;13.0
2195;Weststellingwerf;Man;Totaal leeftijd;9.3;19.0
2196;Weststellingwerf;Man;15 tot 25 jaar;0.9;9.3
2197;Weststellingwerf;Man;25 tot 45 jaar;3.4;20.7
2198;Weststellingwerf;Man;45 tot 65 jaar;3.2;21.8
2199;Weststellingwerf;Man;65 jaar en ouder;1.8;15.7
2200;Weststellingwerf;Vrouw;Totaal leeftijd;7.6;11.5
2201;Weststellingwerf;Vrouw;15 tot 25 jaar;0.7;7.7
2202;Weststellingwerf;Vrouw;25 tot 45 jaar;2.5;12.3
2203;Weststellingwerf;Vrouw;45 tot 65 jaar;1.9;12.4
2204;Weststellingwerf;Vrouw;65 jaar en ouder;2.4;11.0
2205;Nijefurd;Totaal mannen en vrouwen;Totaal leeftijd;7.0;15.6
2206;Nijefurd;Totaal mannen en vrouwen;15 tot 25 jaar;0.5;8.4
2207;Nijefurd;Totaal mannen en vrouwen;25 tot 45 jaar;2.4;16.0
2208;Nijefurd;Totaal mannen en vrouwen;45 tot 65 jaar;2.3;18.9
2209;Nijefurd;Totaal mannen en vrouwen;65 jaar en ouder;1.8;12.8
2210;Nijefurd;Man;Totaal leeftijd;4.0;18.8
2211;Nijefurd;Man;15 tot 25 jaar;0.3;9.2
2212;Nijefurd;Man;25 tot 45 jaar;1.4;18.9
2213;Nijefurd;Man;45 tot 65 jaar;1.5;22.4
2214;Nijefurd;Man;65 jaar en ouder;0.8;15.7
2215;Nijefurd;Vrouw;Totaal leeftijd;3.0;11.4
2216;Nijefurd;Vrouw;15 tot 25 jaar;0.2;7.5
2217;Nijefurd;Vrouw;25 tot 45 jaar;1.0;11.7
2218;Nijefurd;Vrouw;45 tot 65 jaar;0.9;13.1
2219;Nijefurd;Vrouw;65 jaar en ouder;0.9;10.3
2220;Assen;Totaal mannen en vrouwen;Totaal leeftijd;39.7;16.0
2221;Assen;Totaal mannen en vrouwen;15 tot 25 jaar;3.6;8.1
2222;Assen;Totaal mannen en vrouwen;25 tot 45 jaar;15.9;16.6
2223;Assen;Totaal mannen en vrouwen;45 tot 65 jaar;11.9;18.8
2224;Assen;Totaal mannen en vrouwen;65 jaar en ouder;8.3;14.5
2225;Assen;Man;Totaal leeftijd;20.7;19.4
2226;Assen;Man;15 tot 25 jaar;1.8;8.6
2227;Assen;Man;25 tot 45 jaar;8.5;19.5
2228;Assen;Man;45 tot 65 jaar;7.0;22.7
2229;Assen;Man;65 jaar en ouder;3.4;18.1
2230;Assen;Vrouw;Totaal leeftijd;18.9;12.4
2231;Assen;Vrouw;15 tot 25 jaar;1.8;7.6
2232;Assen;Vrouw;25 tot 45 jaar;7.4;13.3
2233;Assen;Vrouw;45 tot 65 jaar;4.8;13.2
2234;Assen;Vrouw;65 jaar en ouder;4.9;12.0
2235;Coevorden;Totaal mannen en vrouwen;Totaal leeftijd;23.8;15.4
2236;Coevorden;Totaal mannen en vrouwen;15 tot 25 jaar;2.2;8.4
2237;Coevorden;Totaal mannen en vrouwen;25 tot 45 jaar;8.6;16.1
2238;Coevorden;Totaal mannen en vrouwen;45 tot 65 jaar;7.5;18.2
2239;Coevorden;Totaal mannen en vrouwen;65 jaar en ouder;5.5;13.4
2240;Coevorden;Man;Totaal leeftijd;13.2;18.6
2241;Coevorden;Man;15 tot 25 jaar;1.2;9.3
2242;Coevorden;Man;25 tot 45 jaar;4.9;19.1
2243;Coevorden;Man;45 tot 65 jaar;4.7;22.0
2244;Coevorden;Man;65 jaar en ouder;2.4;15.8
2245;Coevorden;Vrouw;Totaal leeftijd;10.6;11.4
2246;Coevorden;Vrouw;15 tot 25 jaar;1.0;7.3
2247;Coevorden;Vrouw;25 tot 45 jaar;3.7;12.1
2248;Coevorden;Vrouw;45 tot 65 jaar;2.8;11.9
2249;Coevorden;Vrouw;65 jaar en ouder;3.1;11.5
2250;Emmen;Totaal mannen en vrouwen;Totaal leeftijd;72.2;14.9
2251;Emmen;Totaal mannen en vrouwen;15 tot 25 jaar;7.2;8.3
2252;Emmen;Totaal mannen en vrouwen;25 tot 45 jaar;26.5;15.7
2253;Emmen;Totaal mannen en vrouwen;45 tot 65 jaar;22.2;17.3
2254;Emmen;Totaal mannen en vrouwen;65 jaar en ouder;16.3;13.1
2255;Emmen;Man;Totaal leeftijd;39.4;17.9
2256;Emmen;Man;15 tot 25 jaar;3.8;9.0
2257;Emmen;Man;25 tot 45 jaar;14.9;18.8
2258;Emmen;Man;45 tot 65 jaar;13.7;20.7
2259;Emmen;Man;65 jaar en ouder;7.0;15.7
2260;Emmen;Vrouw;Totaal leeftijd;32.8;11.2
2261;Emmen;Vrouw;15 tot 25 jaar;3.4;7.5
2262;Emmen;Vrouw;25 tot 45 jaar;11.6;11.9
2263;Emmen;Vrouw;45 tot 65 jaar;8.5;11.8
2264;Emmen;Vrouw;65 jaar en ouder;9.4;11.1
2265;Hoogeveen;Totaal mannen en vrouwen;Totaal leeftijd;34.7;15.4
2266;Hoogeveen;Totaal mannen en vrouwen;15 tot 25 jaar;4.0;9.0
2267;Hoogeveen;Totaal mannen en vrouwen;25 tot 45 jaar;12.3;16.2
2268;Hoogeveen;Totaal mannen en vrouwen;45 tot 65 jaar;10.4;18.4
2269;Hoogeveen;Totaal mannen en vrouwen;65 jaar en ouder;8.0;13.6
2270;Hoogeveen;Man;Totaal leeftijd;19.1;18.6
2271;Hoogeveen;Man;15 tot 25 jaar;2.1;9.9
2272;Hoogeveen;Man;25 tot 45 jaar;7.1;19.3
2273;Hoogeveen;Man;45 tot 65 jaar;6.5;21.9
2274;Hoogeveen;Man;65 jaar en ouder;3.4;16.4
2275;Hoogeveen;Vrouw;Totaal leeftijd;15.6;11.5
2276;Hoogeveen;Vrouw;15 tot 25 jaar;1.8;7.9
2277;Hoogeveen;Vrouw;25 tot 45 jaar;5.2;11.8
2278;Hoogeveen;Vrouw;45 tot 65 jaar;3.9;12.6
2279;Hoogeveen;Vrouw;65 jaar en ouder;4.7;11.6
2280;Meppel;Totaal mannen en vrouwen;Totaal leeftijd;20.3;16.2
2281;Meppel;Totaal mannen en vrouwen;15 tot 25 jaar;2.0;8.7
2282;Meppel;Totaal mannen en vrouwen;25 tot 45 jaar;8.1;17.3
2283;Meppel;Totaal mannen en vrouwen;45 tot 65 jaar;6.0;18.7
2284;Meppel;Totaal mannen en vrouwen;65 jaar en ouder;4.2;14.3
2285;Meppel;Man;Totaal leeftijd;10.7;19.8
2286;Meppel;Man;15 tot 25 jaar;1.0;9.3
2287;Meppel;Man;25 tot 45 jaar;4.5;20.5
2288;Meppel;Man;45 tot 65 jaar;3.6;23.0
2289;Meppel;Man;65 jaar en ouder;1.7;17.7
2290;Meppel;Vrouw;Totaal leeftijd;9.6;12.2
2291;Meppel;Vrouw;15 tot 25 jaar;1.0;8.0
2292;Meppel;Vrouw;25 tot 45 jaar;3.6;13.3
2293;Meppel;Vrouw;45 tot 65 jaar;2.5;12.4
2294;Meppel;Vrouw;65 jaar en ouder;2.5;12.0
2295;Littenseradiel;Totaal mannen en vrouwen;Totaal leeftijd;6.7;16.2
2296;Littenseradiel;Totaal mannen en vrouwen;15 tot 25 jaar;0.6;8.4
2297;Littenseradiel;Totaal mannen en vrouwen;25 tot 45 jaar;2.8;17.4
2298;Littenseradiel;Totaal mannen en vrouwen;45 tot 65 jaar;2.2;18.5
2299;Littenseradiel;Totaal mannen en vrouwen;65 jaar en ouder;1.2;12.9
2300;Littenseradiel;Man;Totaal leeftijd;3.8;18.9
2301;Littenseradiel;Man;15 tot 25 jaar;0.3;9.3
2302;Littenseradiel;Man;25 tot 45 jaar;1.5;20.4
2303;Littenseradiel;Man;45 tot 65 jaar;1.4;21.2
2304;Littenseradiel;Man;65 jaar en ouder;0.5;14.8
2305;Littenseradiel;Vrouw;Totaal leeftijd;2.9;12.5
2306;Littenseradiel;Vrouw;15 tot 25 jaar;0.3;7.1
2307;Littenseradiel;Vrouw;25 tot 45 jaar;1.2;13.6
2308;Littenseradiel;Vrouw;45 tot 65 jaar;0.8;13.7
2309;Littenseradiel;Vrouw;65 jaar en ouder;0.7;11.4
2310;Almelo;Totaal mannen en vrouwen;Totaal leeftijd;46.7;15.3
2311;Almelo;Totaal mannen en vrouwen;15 tot 25 jaar;4.7;8.6
2312;Almelo;Totaal mannen en vrouwen;25 tot 45 jaar;18.1;16.1
2313;Almelo;Totaal mannen en vrouwen;45 tot 65 jaar;14.1;17.4
2314;Almelo;Totaal mannen en vrouwen;65 jaar en ouder;9.8;14.1
2315;Almelo;Man;Totaal leeftijd;25.3;18.4
2316;Almelo;Man;15 tot 25 jaar;2.5;9.3
2317;Almelo;Man;25 tot 45 jaar;10.2;18.8
2318;Almelo;Man;45 tot 65 jaar;8.5;21.0
2319;Almelo;Man;65 jaar en ouder;4.0;17.2
2320;Almelo;Vrouw;Totaal leeftijd;21.5;11.7
2321;Almelo;Vrouw;15 tot 25 jaar;2.2;7.7
2322;Almelo;Vrouw;25 tot 45 jaar;7.8;12.6
2323;Almelo;Vrouw;45 tot 65 jaar;5.6;11.9
2324;Almelo;Vrouw;65 jaar en ouder;5.8;11.9
2325;Bathmen;Totaal mannen en vrouwen;Totaal leeftijd;3.6;18.0
2326;Bathmen;Totaal mannen en vrouwen;15 tot 25 jaar;0.3;7.6
2327;Bathmen;Totaal mannen en vrouwen;25 tot 45 jaar;1.2;18.2
2328;Bathmen;Totaal mannen en vrouwen;45 tot 65 jaar;1.2;22.3
2329;Bathmen;Totaal mannen en vrouwen;65 jaar en ouder;0.8;15.4
2330;Bathmen;Man;Totaal leeftijd;2.0;22.3
2331;Bathmen;Man;15 tot 25 jaar;;
2332;Bathmen;Man;25 tot 45 jaar;0.7;22.8
2333;Bathmen;Man;45 tot 65 jaar;0.8;26.8
2334;Bathmen;Man;65 jaar en ouder;0.3;19.4
2335;Bathmen;Vrouw;Totaal leeftijd;1.6;12.7
2336;Bathmen;Vrouw;15 tot 25 jaar;;
2337;Bathmen;Vrouw;25 tot 45 jaar;0.6;12.8
2338;Bathmen;Vrouw;45 tot 65 jaar;0.5;14.8
2339;Bathmen;Vrouw;65 jaar en ouder;0.4;12.4
2340;Borne;Totaal mannen en vrouwen;Totaal leeftijd;13.6;16.8
2341;Borne;Totaal mannen en vrouwen;15 tot 25 jaar;1.2;8.0
2342;Borne;Totaal mannen en vrouwen;25 tot 45 jaar;5.1;17.4
2343;Borne;Totaal mannen en vrouwen;45 tot 65 jaar;4.6;20.1
2344;Borne;Totaal mannen en vrouwen;65 jaar en ouder;2.7;14.1
2345;Borne;Man;Totaal leeftijd;7.5;21.0
2346;Borne;Man;15 tot 25 jaar;0.6;9.0
2347;Borne;Man;25 tot 45 jaar;2.8;21.5
2348;Borne;Man;45 tot 65 jaar;2.9;24.6
2349;Borne;Man;65 jaar en ouder;1.2;17.8
2350;Borne;Vrouw;Totaal leeftijd;6.1;11.6
2351;Borne;Vrouw;15 tot 25 jaar;0.6;6.8
2352;Borne;Vrouw;25 tot 45 jaar;2.3;12.4
2353;Borne;Vrouw;45 tot 65 jaar;1.7;12.7
2354;Borne;Vrouw;65 jaar en ouder;1.5;11.3
2355;Dalfsen;Totaal mannen en vrouwen;Totaal leeftijd;16.5;16.7
2356;Dalfsen;Totaal mannen en vrouwen;15 tot 25 jaar;1.9;8.3
2357;Dalfsen;Totaal mannen en vrouwen;25 tot 45 jaar;6.2;18.0
2358;Dalfsen;Totaal mannen en vrouwen;45 tot 65 jaar;5.0;20.3
2359;Dalfsen;Totaal mannen en vrouwen;65 jaar en ouder;3.4;13.7
2360;Dalfsen;Man;Totaal leeftijd;9.4;21.0
2361;Dalfsen;Man;15 tot 25 jaar;1.0;9.3
2362;Dalfsen;Man;25 tot 45 jaar;3.5;22.3
2363;Dalfsen;Man;45 tot 65 jaar;3.3;24.9
2364;Dalfsen;Man;65 jaar en ouder;1.6;17.3
2365;Dalfsen;Vrouw;Totaal leeftijd;7.1;11.1
2366;Dalfsen;Vrouw;15 tot 25 jaar;0.9;7.3
2367;Dalfsen;Vrouw;25 tot 45 jaar;2.7;12.4
2368;Dalfsen;Vrouw;45 tot 65 jaar;1.7;11.4
2369;Dalfsen;Vrouw;65 jaar en ouder;1.9;10.6
2370;Denekamp;Totaal mannen en vrouwen;Totaal leeftijd;16.8;16.3
2371;Denekamp;Totaal mannen en vrouwen;15 tot 25 jaar;1.7;7.9
2372;Denekamp;Totaal mannen en vrouwen;25 tot 45 jaar;6.5;17.5
2373;Denekamp;Totaal mannen en vrouwen;45 tot 65 jaar;4.9;19.9
2374;Denekamp;Totaal mannen en vrouwen;65 jaar en ouder;3.8;13.3
2375;Denekamp;Man;Totaal leeftijd;9.5;20.0
2376;Denekamp;Man;15 tot 25 jaar;0.9;8.6
2377;Denekamp;Man;25 tot 45 jaar;3.7;21.2
2378;Denekamp;Man;45 tot 65 jaar;3.3;23.7
2379;Denekamp;Man;65 jaar en ouder;1.6;15.9
2380;Denekamp;Vrouw;Totaal leeftijd;7.3;11.5
2381;Denekamp;Vrouw;15 tot 25 jaar;0.8;7.2
2382;Denekamp;Vrouw;25 tot 45 jaar;2.8;12.5
2383;Denekamp;Vrouw;45 tot 65 jaar;1.6;12.1
2384;Denekamp;Vrouw;65 jaar en ouder;2.2;11.3
2385;Deventer;Totaal mannen en vrouwen;Totaal leeftijd;57.8;15.9
2386;Deventer;Totaal mannen en vrouwen;15 tot 25 jaar;6.0;8.4
2387;Deventer;Totaal mannen en vrouwen;25 tot 45 jaar;24.2;16.7
2388;Deventer;Totaal mannen en vrouwen;45 tot 65 jaar;15.5;19.0
2389;Deventer;Totaal mannen en vrouwen;65 jaar en ouder;12.0;14.1
2390;Deventer;Man;Totaal leeftijd;30.3;19.0
2391;Deventer;Man;15 tot 25 jaar;3.1;8.9
2392;Deventer;Man;25 tot 45 jaar;13.2;19.4
2393;Deventer;Man;45 tot 65 jaar;9.2;22.8
2394;Deventer;Man;65 jaar en ouder;4.9;17.2
2395;Deventer;Vrouw;Totaal leeftijd;27.4;12.6
2396;Deventer;Vrouw;15 tot 25 jaar;3.0;7.8
2397;Deventer;Vrouw;25 tot 45 jaar;11.1;13.6
2398;Deventer;Vrouw;45 tot 65 jaar;6.3;13.5
2399;Deventer;Vrouw;65 jaar en ouder;7.1;12.1
2400;Enschede;Totaal mannen en vrouwen;Totaal leeftijd;99.0;14.9
2401;Enschede;Totaal mannen en vrouwen;15 tot 25 jaar;11.4;7.8
2402;Enschede;Totaal mannen en vrouwen;25 tot 45 jaar;38.5;16.0
2403;Enschede;Totaal mannen en vrouwen;45 tot 65 jaar;28.5;17.0
2404;Enschede;Totaal mannen en vrouwen;65 jaar en ouder;20.5;13.8
2405;Enschede;Man;Totaal leeftijd;53.4;17.6
2406;Enschede;Man;15 tot 25 jaar;6.3;7.8
2407;Enschede;Man;25 tot 45 jaar;21.7;18.5
2408;Enschede;Man;45 tot 65 jaar;17.0;20.5
2409;Enschede;Man;65 jaar en ouder;8.4;16.6
2410;Enschede;Vrouw;Totaal leeftijd;45.6;11.7
2411;Enschede;Vrouw;15 tot 25 jaar;5.1;7.8
2412;Enschede;Vrouw;25 tot 45 jaar;16.7;12.7
2413;Enschede;Vrouw;45 tot 65 jaar;11.6;11.7
2414;Enschede;Vrouw;65 jaar en ouder;12.1;11.9
2415;Haaksbergen;Totaal mannen en vrouwen;Totaal leeftijd;16.1;16.0
2416;Haaksbergen;Totaal mannen en vrouwen;15 tot 25 jaar;1.5;8.3
2417;Haaksbergen;Totaal mannen en vrouwen;25 tot 45 jaar;6.1;16.9
2418;Haaksbergen;Totaal mannen en vrouwen;45 tot 65 jaar;5.2;18.8
2419;Haaksbergen;Totaal mannen en vrouwen;65 jaar en ouder;3.3;13.2
2420;Haaksbergen;Man;Totaal leeftijd;9.0;19.5
2421;Haaksbergen;Man;15 tot 25 jaar;0.8;8.8
2422;Haaksbergen;Man;25 tot 45 jaar;3.4;20.0
2423;Haaksbergen;Man;45 tot 65 jaar;3.2;23.3
2424;Haaksbergen;Man;65 jaar en ouder;1.5;16.2
2425;Haaksbergen;Vrouw;Totaal leeftijd;7.1;11.5
2426;Haaksbergen;Vrouw;15 tot 25 jaar;0.7;7.6
2427;Haaksbergen;Vrouw;25 tot 45 jaar;2.6;12.9
2428;Haaksbergen;Vrouw;45 tot 65 jaar;2.0;11.5
2429;Haaksbergen;Vrouw;65 jaar en ouder;1.8;10.8
2430;Hardenberg;Totaal mannen en vrouwen;Totaal leeftijd;36.0;15.5
2431;Hardenberg;Totaal mannen en vrouwen;15 tot 25 jaar;4.3;9.0
2432;Hardenberg;Totaal mannen en vrouwen;25 tot 45 jaar;14.0;16.9
2433;Hardenberg;Totaal mannen en vrouwen;45 tot 65 jaar;10.3;18.3
2434;Hardenberg;Totaal mannen en vrouwen;65 jaar en ouder;7.4;12.9
2435;Hardenberg;Man;Totaal leeftijd;20.6;18.9
2436;Hardenberg;Man;15 tot 25 jaar;2.3;10.0
2437;Hardenberg;Man;25 tot 45 jaar;8.4;20.3
2438;Hardenberg;Man;45 tot 65 jaar;6.7;21.9
2439;Hardenberg;Man;65 jaar en ouder;3.3;15.4
2440;Hardenberg;Vrouw;Totaal leeftijd;15.3;11.0
2441;Hardenberg;Vrouw;15 tot 25 jaar;1.9;7.8
2442;Hardenberg;Vrouw;25 tot 45 jaar;5.7;11.9
2443;Hardenberg;Vrouw;45 tot 65 jaar;3.6;11.5
2444;Hardenberg;Vrouw;65 jaar en ouder;4.2;10.9
2445;Hellendoorn;Totaal mannen en vrouwen;Totaal leeftijd;23.5;15.9
2446;Hellendoorn;Totaal mannen en vrouwen;15 tot 25 jaar;2.7;8.7
2447;Hellendoorn;Totaal mannen en vrouwen;25 tot 45 jaar;8.6;17.0
