ID;Geslacht;LeeftijdPartnerOp31December;HuwelijksduurOp31December;Perioden;OverledenenGehuwden_1
6013;Totaal mannen en vrouwen;16 tot 20 jaar;55 tot 60 jaar gehuwd geweest;2017;
6014;Totaal mannen en vrouwen;16 tot 20 jaar;55 tot 60 jaar gehuwd geweest;2018;
6015;Totaal mannen en vrouwen;16 tot 20 jaar;55 tot 60 jaar gehuwd geweest;2019;
6016;Totaal mannen en vrouwen;16 tot 20 jaar;55 tot 60 jaar gehuwd geweest;2020;
6017;Totaal mannen en vrouwen;16 tot 20 jaar;55 tot 60 jaar gehuwd geweest;2021;
6018;Totaal mannen en vrouwen;16 tot 20 jaar;55 tot 60 jaar gehuwd geweest;2022;
6019;Totaal mannen en vrouwen;16 tot 20 jaar;55 tot 60 jaar gehuwd geweest;2023;
6020;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;1996;0.0
6021;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;1997;0.0
6022;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;1998;0.0
6023;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;1999;0.0
6024;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2000;0.0
6025;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2001;0.0
6026;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2002;0.0
6027;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2003;0.0
6028;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2004;0.0
6029;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2005;0.0
6030;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2006;0.0
6031;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2007;0.0
6032;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2008;0.0
6033;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2009;0.0
6034;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2010;0.0
6035;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2011;0.0
6036;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2012;0.0
6037;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2013;0.0
6038;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2014;0.0
6039;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2015;0.0
6040;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2016;0.0
6041;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2017;0.0
6042;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2018;0.0
6043;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2019;0.0
6044;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2020;0.0
6045;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2021;0.0
6046;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2022;0.0
6047;Totaal mannen en vrouwen;16 tot 20 jaar;Huwelijksduur onbekend;2023;0.0
6048;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;1996;42.0
6049;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;1997;32.0
6050;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;1998;31.0
6051;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;1999;31.0
6052;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2000;33.0
6053;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2001;26.0
6054;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2002;28.0
6055;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2003;25.0
6056;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2004;25.0
6057;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2005;21.0
6058;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2006;21.0
6059;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2007;10.0
6060;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2008;19.0
6061;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2009;12.0
6062;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2010;15.0
6063;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2011;15.0
6064;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2012;13.0
6065;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2013;10.0
6066;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2014;12.0
6067;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2015;12.0
6068;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2016;11.0
6069;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2017;17.0
6070;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2018;13.0
6071;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2019;8.0
6072;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2020;13.0
6073;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2021;10.0
6074;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2022;8.0
6075;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal huwelijksduur;2023;5.0
6076;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;1996;8.0
6077;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;1997;5.0
6078;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;1998;2.0
6079;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;1999;3.0
6080;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2000;8.0
6081;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2001;4.0
6082;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2002;5.0
6083;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2003;7.0
6084;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2004;11.0
6085;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2005;3.0
6086;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2006;4.0
6087;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2007;2.0
6088;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2008;7.0
6089;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2009;4.0
6090;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2010;1.0
6091;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2011;5.0
6092;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2012;3.0
6093;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2013;0.0
6094;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2014;3.0
6095;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2015;7.0
6096;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2016;3.0
6097;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2017;4.0
6098;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2018;4.0
6099;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2019;4.0
6100;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2020;2.0
6101;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2021;4.0
6102;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2022;1.0
6103;Totaal mannen en vrouwen;20 tot 25 jaar;Minder dan 1 jaar gehuwd geweest;2023;2.0
6104;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;1996;5.0
6105;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;1997;7.0
6106;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;1998;11.0
6107;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;1999;7.0
6108;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2000;7.0
6109;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2001;5.0
6110;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2002;7.0
6111;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2003;6.0
6112;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2004;6.0
6113;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2005;9.0
6114;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2006;6.0
6115;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2007;3.0
6116;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2008;4.0
6117;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2009;5.0
6118;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2010;4.0
6119;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2011;1.0
6120;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2012;5.0
6121;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2013;6.0
6122;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2014;4.0
6123;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2015;1.0
6124;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2016;5.0
6125;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2017;3.0
6126;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2018;1.0
6127;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2019;1.0
6128;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2020;6.0
6129;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2021;1.0
6130;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2022;3.0
6131;Totaal mannen en vrouwen;20 tot 25 jaar;1 jaar gehuwd geweest;2023;0.0
6132;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;1996;9.0
6133;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;1997;3.0
6134;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;1998;6.0
6135;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;1999;6.0
6136;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2000;5.0
6137;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2001;6.0
6138;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2002;7.0
6139;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2003;3.0
6140;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2004;3.0
6141;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2005;1.0
6142;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2006;1.0
6143;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2007;1.0
6144;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2008;3.0
6145;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2009;1.0
6146;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2010;5.0
6147;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2011;4.0
6148;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2012;1.0
6149;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2013;1.0
6150;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2014;1.0
6151;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2015;1.0
6152;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2016;1.0
6153;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2017;4.0
6154;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2018;4.0
6155;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2019;1.0
6156;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2020;3.0
6157;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2021;5.0
6158;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2022;2.0
6159;Totaal mannen en vrouwen;20 tot 25 jaar;2 jaar gehuwd geweest;2023;3.0
6160;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;1996;7.0
6161;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;1997;7.0
6162;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;1998;2.0
6163;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;1999;5.0
6164;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2000;6.0
6165;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2001;5.0
6166;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2002;1.0
6167;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2003;4.0
6168;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2004;2.0
6169;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2005;1.0
6170;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2006;4.0
6171;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2007;2.0
6172;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2008;1.0
6173;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2009;1.0
6174;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2010;2.0
6175;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2011;2.0
6176;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2012;2.0
6177;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2013;2.0
6178;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2014;2.0
6179;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2015;1.0
6180;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2016;1.0
6181;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2017;2.0
6182;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2018;1.0
6183;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2019;1.0
6184;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2020;2.0
6185;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2021;0.0
6186;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2022;1.0
6187;Totaal mannen en vrouwen;20 tot 25 jaar;3 jaar gehuwd geweest;2023;0.0
6188;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;1996;5.0
6189;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;1997;3.0
6190;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;1998;5.0
6191;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;1999;5.0
6192;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2000;2.0
6193;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2001;4.0
6194;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2002;4.0
6195;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2003;3.0
6196;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2004;2.0
6197;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2005;2.0
6198;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2006;2.0
6199;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2007;1.0
6200;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2008;3.0
6201;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2009;0.0
6202;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2010;0.0
6203;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2011;1.0
6204;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2012;1.0
6205;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2013;1.0
6206;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2014;0.0
6207;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2015;1.0
6208;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2016;0.0
6209;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2017;0.0
6210;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2018;0.0
6211;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2019;1.0
6212;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2020;0.0
6213;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2021;0.0
6214;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2022;0.0
6215;Totaal mannen en vrouwen;20 tot 25 jaar;4 jaar gehuwd geweest;2023;0.0
6216;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;1996;7.0
6217;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;1997;2.0
6218;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;1998;2.0
6219;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;1999;2.0
6220;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2000;2.0
6221;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2001;1.0
6222;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2002;3.0
6223;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2003;0.0
6224;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2004;1.0
6225;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2005;1.0
6226;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2006;2.0
6227;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2007;0.0
6228;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2008;0.0
6229;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2009;1.0
6230;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2010;0.0
6231;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2011;1.0
6232;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2012;0.0
6233;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2013;0.0
6234;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2014;0.0
6235;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2015;0.0
6236;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2016;0.0
6237;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2017;2.0
6238;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2018;1.0
6239;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2019;0.0
6240;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2020;0.0
6241;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2021;0.0
6242;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2022;1.0
6243;Totaal mannen en vrouwen;20 tot 25 jaar;5 jaar gehuwd geweest;2023;0.0
6244;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;1996;0.0
6245;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;1997;3.0
6246;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;1998;0.0
6247;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;1999;1.0
6248;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2000;3.0
6249;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2001;1.0
6250;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2002;1.0
6251;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2003;0.0
6252;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2004;0.0
6253;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2005;1.0
6254;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2006;0.0
6255;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2007;0.0
6256;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2008;1.0
6257;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2009;0.0
6258;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2010;2.0
6259;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2011;1.0
6260;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2012;1.0
6261;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2013;0.0
6262;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2014;2.0
6263;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2015;0.0
6264;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2016;0.0
6265;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2017;0.0
6266;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2018;0.0
6267;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2019;0.0
6268;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2020;0.0
6269;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2021;0.0
6270;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2022;0.0
6271;Totaal mannen en vrouwen;20 tot 25 jaar;6 jaar gehuwd geweest;2023;0.0
6272;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;1996;1.0
6273;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;1997;1.0
6274;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;1998;1.0
6275;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;1999;2.0
6276;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2000;0.0
6277;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2001;0.0
6278;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2002;0.0
6279;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2003;1.0
6280;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2004;0.0
6281;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2005;2.0
6282;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2006;1.0
6283;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2007;1.0
6284;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2008;0.0
6285;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2009;0.0
6286;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2010;0.0
6287;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2011;0.0
6288;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2012;0.0
6289;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2013;0.0
6290;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2014;0.0
6291;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2015;0.0
6292;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2016;1.0
6293;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2017;2.0
6294;Totaal mannen en vrouwen;20 tot 25 jaar;7 jaar gehuwd geweest;2018;1.0
