ID;Leeftijd;Regiokenmerken;Inwoners_1;Bijstandsontvangers_2;Bijstandsdichtheid_3;Instroom_4;Instroom_5;Uitstroom_6;Uitstroom_7;UitstroomNaarWerk_8;UitstroomNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkNaReIntegratie_11;WerkNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandsontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
916;15 jaar tot AOW-leeftijd;Woudrichem;9360;170;18.5;40;19.5;40;18.0;20.0;11.5;70.0;20.0;19.5;50.0;31.0;74.0;50.0;5.0
917;15 jaar tot AOW-leeftijd;Zaanstad;102400;4430;43.0;1110;20.0;1080;19.5;580.0;10.5;2100.0;600.0;27.5;1590.0;36.0;75.5;430.0;4.0
918;15 jaar tot AOW-leeftijd;Zaltbommel;18000;360;20.0;100;20.0;100;20.0;50.0;10.5;150.0;30.0;13.0;110.0;31.5;75.5;140.0;8.0
919;15 jaar tot AOW-leeftijd;Zandvoort;10560;420;40.0;110;20.0;110;20.0;60.0;11.0;160.0;50.0;26.0;130.0;30.0;81.0;30.0;3.0
920;15 jaar tot AOW-leeftijd;Zederik;8890;110;12.5;30;21.0;30;18.0;10.0;8.0;70.0;10.0;22.0;50.0;44.5;69.5;30.0;3.5
921;15 jaar tot AOW-leeftijd;Zeewolde;15680;320;20.0;120;28.5;80;17.5;40.0;9.5;160.0;50.0;16.5;120.0;37.0;73.0;20.0;1.0
922;15 jaar tot AOW-leeftijd;Zeist;39700;1470;37.0;430;22.5;410;21.5;220.0;11.5;630.0;190.0;26.5;460.0;31.0;73.0;200.0;5.0
923;15 jaar tot AOW-leeftijd;Zevenaar;20160;680;33.5;160;18.5;190;22.5;110.0;13.0;210.0;80.0;18.5;140.0;20.5;66.5;160.0;8.0
924;15 jaar tot AOW-leeftijd;Zoetermeer;82410;3470;42.0;1050;23.0;1040;22.5;550.0;12.0;1660.0;500.0;26.5;1140.0;33.0;69.0;340.0;4.0
925;15 jaar tot AOW-leeftijd;Zoeterwoude;5510;70;12.0;20;23.0;30;30.0;10.0;13.5;30.0;10.0;13.5;20.0;24.0;53.5;20.0;4.5
926;15 jaar tot AOW-leeftijd;Zuidhorn;11720;240;20.5;80;26.5;70;22.5;40.0;13.0;140.0;40.0;24.0;90.0;36.0;61.0;70.0;6.5
927;15 jaar tot AOW-leeftijd;Zuidplas;27290;620;22.5;170;22.0;160;20.5;80.0;10.0;460.0;70.0;19.5;370.0;59.5;80.5;90.0;3.5
928;15 jaar tot AOW-leeftijd;Zundert;14280;240;16.5;90;27.5;70;20.5;30.0;8.0;90.0;30.0;13.5;70.0;28.0;74.0;100.0;7.0
929;15 jaar tot AOW-leeftijd;Zutphen;30640;1620;53.0;440;20.5;450;21.0;240.0;11.5;1050.0;280.0;35.0;760.0;47.0;72.5;470.0;15.5
930;15 jaar tot AOW-leeftijd;Zwartewaterland;14260;250;17.5;90;29.0;60;20.5;30.0;10.5;210.0;50.0;30.5;160.0;66.0;78.5;40.0;3.0
931;15 jaar tot AOW-leeftijd;Zwijndrecht;27740;1250;45.0;310;20.5;300;20.0;160.0;11.0;440.0;100.0;21.5;270.0;21.5;61.0;160.0;5.5
932;15 jaar tot AOW-leeftijd;Zwolle;85010;3780;44.5;950;20.0;940;20.0;550.0;11.5;770.0;530.0;28.0;490.0;13.0;63.5;600.0;7.0
933;15 jaar tot AOW-leeftijd;Groningen (AM);492220;25920;52.5;7710;22.5;6820;20.0;3820.0;11.5;12610.0;3080.0;27.0;9740.0;37.5;77.0;6350.0;13.0
934;15 jaar tot AOW-leeftijd;Friesland (AM);413320;19730;47.5;5330;21.0;5410;21.0;2910.0;11.5;7240.0;2070.0;23.0;5270.0;26.5;73.0;4040.0;10.0
935;15 jaar tot AOW-leeftijd;Drenthe (AM);177920;7560;42.5;2010;21.0;1970;20.5;1170.0;12.0;5020.0;1280.0;34.5;3970.0;52.5;79.0;2440.0;13.5
936;15 jaar tot AOW-leeftijd;Twente (AM);406700;17870;44.0;4510;20.0;4460;20.0;2270.0;10.0;8130.0;1890.0;23.5;6270.0;35.0;77.0;4080.0;10.0
937;15 jaar tot AOW-leeftijd;Stedendriehoek en Noordwest Veluwe (AM);390720;13100;33.5;3750;22.0;3520;21.0;1860.0;11.0;5440.0;1640.0;25.5;3950.0;30.0;72.5;3570.0;9.0
938;15 jaar tot AOW-leeftijd;Midden-Gelderland (AM);259440;12900;49.5;3010;19.0;2900;18.0;1470.0;9.0;3370.0;870.0;16.0;2380.0;18.5;70.5;2440.0;9.5
939;15 jaar tot AOW-leeftijd;Rijk van Nijmegen (AM);219490;10390;47.5;2590;19.5;2650;20.0;1450.0;11.0;1320.0;500.0;11.0;610.0;6.0;46.0;1820.0;8.5
940;15 jaar tot AOW-leeftijd;Achterhoek (AM);189710;4980;26.5;1330;20.5;1300;20.5;660.0;10.5;3550.0;710.0;26.5;2500.0;50.0;70.5;2150.0;11.5
941;15 jaar tot AOW-leeftijd;Rivierenland (AM);150500;3840;25.5;950;19.0;1020;20.5;550.0;11.0;1330.0;380.0;16.5;970.0;25.0;73.0;1080.0;7.0
942;15 jaar tot AOW-leeftijd;Flevoland (AM);265600;10580;40.0;3000;21.5;2900;21.0;1620.0;11.5;5100.0;1410.0;22.0;3720.0;35.0;73.0;1170.0;4.5
943;15 jaar tot AOW-leeftijd;Gooi en Vechtstreek (AM);164200;4990;30.5;1200;19.5;1170;19.0;620.0;10.0;2310.0;620.0;23.5;1860.0;37.5;80.5;630.0;4.0
944;15 jaar tot AOW-leeftijd;Midden-Utrecht (AM);584250;19170;33.0;5050;20.5;4970;20.5;2560.0;10.5;5820.0;1770.0;19.0;4510.0;23.5;77.5;2110.0;3.5
945;15 jaar tot AOW-leeftijd;Amersfoort (AM);216290;5900;27.5;1570;21.0;1610;21.5;880.0;11.5;3710.0;1100.0;31.0;2860.0;48.5;77.0;1300.0;6.0
946;15 jaar tot AOW-leeftijd;Noord-Holland Noord (AM);428840;11840;27.5;3330;22.0;3060;20.0;1730.0;11.5;5040.0;1710.0;23.5;3660.0;31.0;72.5;2350.0;5.5
947;15 jaar tot AOW-leeftijd;Zaanstreek/Waterland (AM);219230;7330;33.5;1900;20.5;1820;19.5;1020.0;11.0;3280.0;930.0;25.0;2410.0;33.0;73.5;890.0;4.0
948;15 jaar tot AOW-leeftijd;Groot Amsterdam (AM);881190;47020;53.5;10840;18.5;9940;17.0;5290.0;9.0;24140.0;5170.0;26.5;16360.0;35.0;68.0;3830.0;4.5
949;15 jaar tot AOW-leeftijd;Holland Rijnland (AM);357590;9430;26.5;2500;21.0;2320;19.5;1220.0;10.5;3460.0;1220.0;24.5;2600.0;27.5;75.0;2250.0;6.5
950;15 jaar tot AOW-leeftijd;Midden-Holland (AM);122040;3440;28.0;940;21.5;920;21.0;480.0;11.0;1450.0;340.0;18.5;950.0;27.5;65.5;810.0;6.5
951;15 jaar tot AOW-leeftijd;Haaglanden (AM);558160;33280;59.5;7650;18.5;7710;18.5;4080.0;10.0;15370.0;3380.0;23.0;11480.0;34.5;74.5;2760.0;5.0
952;15 jaar tot AOW-leeftijd;Rijnmond (AM);914650;56840;62.0;12760;18.0;13240;18.5;7020.0;10.0;16400.0;5200.0;21.0;12600.0;22.0;77.0;4670.0;5.0
953;15 jaar tot AOW-leeftijd;Drechtsteden (AM);174280;7350;42.0;1840;19.5;1920;20.5;1030.0;11.0;2630.0;620.0;21.0;1510.0;20.5;57.5;1190.0;7.0
954;15 jaar tot AOW-leeftijd;Zeeland (AM);239340;7890;33.0;2100;20.5;2170;21.0;1150.0;11.0;3280.0;910.0;23.5;2440.0;31.0;74.0;2220.0;9.5
955;15 jaar tot AOW-leeftijd;West-Brabant (AM);448340;14590;32.5;3670;20.0;3480;19.0;1810.0;10.0;5480.0;1410.0;18.0;4100.0;28.0;75.0;4060.0;9.0
956;15 jaar tot AOW-leeftijd;Midden-Brabant (AM);308390;10960;35.5;3000;21.0;3200;22.5;1780.0;12.5;2590.0;1320.0;20.5;1550.0;14.0;60.0;2620.0;8.5
957;15 jaar tot AOW-leeftijd;Noordoost-Brabant (AM);400510;10490;26.0;2810;22.5;2790;22.0;1670.0;13.5;5690.0;1380.0;20.5;3870.0;37.0;68.0;5010.0;12.5
958;15 jaar tot AOW-leeftijd;Zuidoost-Brabant (AM);342250;11010;32.0;2520;18.0;2700;19.5;1350.0;9.5;3220.0;920.0;16.5;2160.0;19.5;67.0;3010.0;9.0
959;15 jaar tot AOW-leeftijd;Noord-Limburg (AM);178400;5820;32.5;1470;19.5;1560;20.5;890.0;12.0;1230.0;350.0;11.0;720.0;12.5;58.5;2060.0;11.5
960;15 jaar tot AOW-leeftijd;Zuid-Limburg (AM);391140;18550;47.5;4350;18.5;4610;19.5;2330.0;10.0;7850.0;1790.0;25.0;5710.0;30.5;72.5;5760.0;14.5
961;15 jaar tot AOW-leeftijd;Helmond-De Peel (AM);164350;5400;33.0;1470;21.5;1370;20.0;690.0;10.0;820.0;280.0;10.0;550.0;10.0;67.0;1740.0;10.5
962;15 jaar tot AOW-leeftijd;Midden-Limburg (AM);152830;4690;30.5;1320;21.0;1390;22.0;740.0;11.5;3470.0;1000.0;38.5;2650.0;56.5;76.5;1730.0;11.5
963;15 jaar tot AOW-leeftijd;Zuid-Holland Centraal (AM);233900;7670;33.0;2110;21.5;2000;20.5;1040.0;10.5;4330.0;1130.0;28.0;3190.0;41.5;73.5;720.0;3.0
964;15 jaar tot AOW-leeftijd;Gorinchem (AM);92890;2140;23.0;570;21.0;510;19.0;280.0;10.5;1200.0;310.0;27.5;980.0;45.5;81.0;570.0;6.0
965;15 jaar tot AOW-leeftijd;Regio Zwolle (AM);331010;9630;29.0;2650;21.5;2480;20.5;1420.0;11.5;5440.0;1390.0;26.0;4040.0;42.0;74.0;2850.0;8.5
966;15 jaar tot AOW-leeftijd;Zuid-Kennemerland en IJmond (AM);246870;8370;34.0;1980;19.0;1820;17.5;910.0;9.0;3320.0;810.0;21.5;2640.0;31.5;79.5;1370.0;5.5
967;15 jaar tot AOW-leeftijd;FoodValley (AM);220520;5940;27.0;1630;21.0;1800;23.0;990.0;13.0;3850.0;980.0;30.0;2850.0;48.0;74.0;1190.0;5.5
968;15 jaar tot AOW-leeftijd;Gemeenten: minder dan 5 000 inwoners;7770;50;6.5;20;22.0;20;29.0;10.0;15.0;40.0;10.0;14.0;30.0;50.0;60.5;20.0;3.5
969;15 jaar tot AOW-leeftijd;Gemeenten: 5 000 tot 10 000 inwoners;89460;2210;24.5;640;22.5;620;21.5;330.0;11.5;1060.0;250.0;21.0;770.0;35.0;73.0;560.0;6.5
970;15 jaar tot AOW-leeftijd;Gemeenten: 10 000 tot 20 000 inwoners;898470;21180;23.5;6080;22.0;5780;21.0;3230.0;11.5;11560.0;2920.0;24.0;8680.0;41.0;75.0;7310.0;8.0
971;15 jaar tot AOW-leeftijd;Gemeenten: 20 000 tot 50 000 inwoners;3828840;102870;27.0;28980;22.0;27060;20.5;14660.0;11.0;55750.0;13990.0;24.5;41260.0;40.0;74.0;31690.0;8.5
972;15 jaar tot AOW-leeftijd;Gemeenten: 50 000 tot 100 000 inwoners;2130740;84010;39.5;21460;20.0;21990;20.5;11700.0;11.0;37640.0;10160.0;24.5;27450.0;32.5;73.0;18380.0;8.5
973;15 jaar tot AOW-leeftijd;Gemeenten: 100 000 tot 150 000 inwoners;1092500;45950;42.0;11810;20.0;11800;20.0;6300.0;11.0;16040.0;4880.0;22.5;11620.0;25.5;72.5;8210.0;7.5
974;15 jaar tot AOW-leeftijd;Gemeenten: 150 000 tot 250 000 inwoners;1595940;80840;50.5;19770;19.5;19800;19.5;10400.0;10.0;22590.0;6890.0;18.5;16570.0;20.5;73.5;12860.0;8.0
975;15 jaar tot AOW-leeftijd;Gemeenten: 250 000 inwoners of meer;1693340;119480;70.5;26640;18.0;26410;17.5;14100.0;9.5;43840.0;10750.0;22.0;31240.0;26.0;71.5;7760.0;4.5
976;AOW-leeftijd of ouder;Nederland;3085500;51590;16.5;6080;11.0;10350;18.5;;;;;;;;;;
977;AOW-leeftijd of ouder;Noord-Nederland (LD);340020;2750;8.0;400;13.5;750;26.0;;;;;;;;;;
978;AOW-leeftijd of ouder;Oost-Nederland (LD);643730;8550;13.5;1050;11.5;1610;17.5;;;;;;;;;;
979;AOW-leeftijd of ouder;West-Nederland (LD);1384830;32230;23.5;3570;10.5;4830;14.0;;;;;;;;;;
980;AOW-leeftijd of ouder;Zuid-Nederland (LD);716910;8000;11.0;1040;12.0;1610;19.0;;;;;;;;;;
981;AOW-leeftijd of ouder;Groningen (PV);106460;1160;11.0;170;13.5;310;25.5;;;;;;;;;;
982;AOW-leeftijd of ouder;Friesland (PV);128560;910;7.0;140;14.5;260;27.5;;;;;;;;;;
983;AOW-leeftijd of ouder;Drenthe (PV);105000;680;6.5;90;12.5;180;24.0;;;;;;;;;;
984;AOW-leeftijd of ouder;Overijssel (PV);206740;3100;15.0;350;10.5;500;15.0;;;;;;;;;;
985;AOW-leeftijd of ouder;Flevoland (PV);51540;1260;24.5;140;10.0;190;14.0;;;;;;;;;;
986;AOW-leeftijd of ouder;Gelderland (PV);385450;4190;11.0;560;12.0;920;20.0;;;;;;;;;;
987;AOW-leeftijd of ouder;Utrecht (PV);203080;3280;16.0;390;11.0;530;15.0;;;;;;;;;;
988;AOW-leeftijd of ouder;Noord-Holland (PV);474500;11470;24.0;1320;11.0;1720;14.0;;;;;;;;;;
989;AOW-leeftijd of ouder;Zuid-Holland (PV);623330;16820;27.0;1760;10.0;2400;13.5;;;;;;;;;;
990;AOW-leeftijd of ouder;Zeeland (PV);83930;670;8.0;100;13.0;180;23.5;;;;;;;;;;
991;AOW-leeftijd of ouder;Noord-Brabant (PV);473720;5240;11.0;670;12.0;1010;18.5;;;;;;;;;;
992;AOW-leeftijd of ouder;Limburg (PV);243200;2760;11.5;360;12.0;600;20.0;;;;;;;;;;
993;AOW-leeftijd of ouder;Oost-Groningen (CR);33110;250;7.5;40;16.0;60;21.5;;;;;;;;;;
994;AOW-leeftijd of ouder;Delfzijl en omgeving (CR);10570;110;10.0;20;18.5;30;25.5;;;;;;;;;;
995;AOW-leeftijd of ouder;Overig Groningen (CR);62790;800;13.0;110;12.5;230;26.5;;;;;;;;;;
996;AOW-leeftijd of ouder;Noord-Friesland (CR);61900;500;8.0;70;12.5;140;26.5;;;;;;;;;;
997;AOW-leeftijd of ouder;Zuidwest-Friesland (CR);28410;140;5.0;30;18.5;50;33.0;;;;;;;;;;
998;AOW-leeftijd of ouder;Zuidoost-Friesland (CR);38250;270;7.0;40;15.5;80;27.0;;;;;;;;;;
999;AOW-leeftijd of ouder;Noord-Drenthe (CR);41310;230;5.5;30;10.0;60;23.5;;;;;;;;;;
1000;AOW-leeftijd of ouder;Zuidoost-Drenthe (CR);36120;270;7.5;40;14.5;70;25.0;;;;;;;;;;
1001;AOW-leeftijd of ouder;Zuidwest-Drenthe (CR);27570;180;6.5;20;11.5;40;23.0;;;;;;;;;;
1002;AOW-leeftijd of ouder;Noord-Overijssel (CR);61130;510;8.5;70;13.5;100;19.0;;;;;;;;;;
1003;AOW-leeftijd of ouder;Zuidwest-Overijssel (CR);27660;280;10.0;50;14.0;80;23.5;;;;;;;;;;
1004;AOW-leeftijd of ouder;Twente (CR);117940;2310;19.5;230;9.5;320;13.0;;;;;;;;;;
1005;AOW-leeftijd of ouder;Veluwe (CR);126090;980;8.0;150;13.5;220;20.0;;;;;;;;;;
1006;AOW-leeftijd of ouder;Achterhoek (CR);86730;520;6.0;70;12.5;130;23.0;;;;;;;;;;
1007;AOW-leeftijd of ouder;Arnhem/Nijmegen (CR);130960;2280;17.5;290;11.5;470;19.0;;;;;;;;;;
1008;AOW-leeftijd of ouder;Zuidwest-Gelderland (CR);41670;400;9.5;50;11.5;100;21.5;;;;;;;;;;
1009;AOW-leeftijd of ouder;Utrecht (CR);203080;3280;16.0;390;11.0;530;15.0;;;;;;;;;;
1010;AOW-leeftijd of ouder;Kop van Noord-Holland (CR);73810;600;8.0;80;12.0;120;17.5;;;;;;;;;;
1011;AOW-leeftijd of ouder;Alkmaar en omgeving (CR);48600;500;10.0;60;11.5;80;16.0;;;;;;;;;;
1012;AOW-leeftijd of ouder;IJmond (CR);38580;320;8.5;40;11.0;60;18.5;;;;;;;;;;
1013;AOW-leeftijd of ouder;Agglomeratie Haarlem (CR);43890;490;11.0;70;13.0;90;17.5;;;;;;;;;;
1014;AOW-leeftijd of ouder;Zaanstreek (CR);29970;450;15.0;50;11.0;80;17.0;;;;;;;;;;
1015;AOW-leeftijd of ouder;Groot-Amsterdam (CR);188050;8550;45.5;950;10.5;1200;13.0;;;;;;;;;;
1016;AOW-leeftijd of ouder;Het Gooi en Vechtstreek (CR);51600;570;11.0;70;12.0;80;13.5;;;;;;;;;;
1017;AOW-leeftijd of ouder;Agglomeratie Leiden en Bollenstreek (CR);75080;760;10.0;100;12.0;120;15.0;;;;;;;;;;
1018;AOW-leeftijd of ouder;Agglomeratie 's-Gravenhage (CR);134900;5480;40.5;500;8.5;710;12.0;;;;;;;;;;
1019;AOW-leeftijd of ouder;Delft en Westland (CR);37660;570;15.0;50;8.0;70;12.0;;;;;;;;;;
1020;AOW-leeftijd of ouder;Oost-Zuid-Holland (CR);59860;690;11.5;80;10.5;110;14.0;;;;;;;;;;
1021;AOW-leeftijd of ouder;Groot-Rijnmond (CR);241940;8330;34.5;910;10.0;1230;13.5;;;;;;;;;;
1022;AOW-leeftijd of ouder;Zuidoost-Zuid-Holland (CR);73900;990;13.5;120;11.5;170;16.0;;;;;;;;;;
1023;AOW-leeftijd of ouder;Zeeuwsch-Vlaanderen (CR);25320;210;8.5;40;14.5;50;22.5;;;;;;;;;;
1024;AOW-leeftijd of ouder;Overig Zeeland (CR);58610;450;7.5;60;12.0;120;24.0;;;;;;;;;;
1025;AOW-leeftijd of ouder;West-Noord-Brabant (CR);122150;1370;11.0;180;12.0;280;18.5;;;;;;;;;;
1026;AOW-leeftijd of ouder;Midden-Noord-Brabant (CR);86070;940;11.0;110;11.0;170;17.5;;;;;;;;;;
1027;AOW-leeftijd of ouder;Noordoost-Noord-Brabant (CR);122700;1250;10.0;150;12.5;230;19.0;;;;;;;;;;
1028;AOW-leeftijd of ouder;Zuidoost-Noord-Brabant (CR);142800;1690;12.0;240;13.0;330;18.0;;;;;;;;;;
1029;AOW-leeftijd of ouder;Noord-Limburg (CR);57070;550;9.5;70;11.5;120;20.0;;;;;;;;;;
1030;AOW-leeftijd of ouder;Midden-Limburg (CR);51640;560;10.5;70;12.5;110;19.5;;;;;;;;;;
1031;AOW-leeftijd of ouder;Zuid-Limburg (CR);134490;1660;12.5;220;12.5;360;20.5;;;;;;;;;;
1032;AOW-leeftijd of ouder;Flevoland (CR);51540;1260;24.5;140;10.0;190;14.0;;;;;;;;;;
1033;AOW-leeftijd of ouder;Aa en Hunze;6170;20;3.5;0;;10;29.5;;;;;;;;;;
1034;AOW-leeftijd of ouder;Aalburg;2140;10;3.5;0;;0;;;;;;;;;;;
1035;AOW-leeftijd of ouder;Aalsmeer;5550;30;4.5;0;;0;;;;;;;;;;;
1036;AOW-leeftijd of ouder;Aalten;5560;30;4.5;0;;10;16.5;;;;;;;;;;
1037;AOW-leeftijd of ouder;Achtkarspelen;5110;30;5.5;10;26.0;20;64.5;;;;;;;;;;
1038;AOW-leeftijd of ouder;Alblasserdam;3740;30;7.0;10;22.0;10;31.5;;;;;;;;;;
1039;AOW-leeftijd of ouder;Albrandswaard;4010;30;8.0;0;;0;;;;;;;;;;;
1040;AOW-leeftijd of ouder;Alkmaar;19330;350;18.0;40;11.0;60;15.5;;;;;;;;;;
1041;AOW-leeftijd of ouder;Almelo;13270;480;36.5;50;10.0;60;11.5;;;;;;;;;;
1042;AOW-leeftijd of ouder;Almere;20620;740;35.5;80;10.0;100;12.0;;;;;;;;;;
1043;AOW-leeftijd of ouder;Alphen aan den Rijn;19240;200;10.5;30;12.5;30;12.5;;;;;;;;;;
1044;AOW-leeftijd of ouder;Alphen-Chaam;2100;10;3.5;0;;0;;;;;;;;;;;
1045;AOW-leeftijd of ouder;Ameland;800;0;;0;;0;;;;;;;;;;;
1046;AOW-leeftijd of ouder;Amersfoort;21290;480;22.5;60;11.0;80;14.5;;;;;;;;;;
1047;AOW-leeftijd of ouder;Amstelveen;16490;190;11.5;20;10.5;20;12.5;;;;;;;;;;
1048;AOW-leeftijd of ouder;Amsterdam;99780;7540;75.5;850;10.5;1070;13.0;;;;;;;;;;
1049;AOW-leeftijd of ouder;Apeldoorn;31420;310;10.0;50;16.0;80;25.0;;;;;;;;;;
1050;AOW-leeftijd of ouder;Appingedam;2710;30;10.5;10;19.5;10;19.5;;;;;;;;;;
1051;AOW-leeftijd of ouder;Arnhem;22230;910;41.0;100;10.5;170;18.0;;;;;;;;;;
1052;AOW-leeftijd of ouder;Assen;12470;130;10.0;10;8.5;20;15.0;;;;;;;;;;
1053;AOW-leeftijd of ouder;Asten;3420;10;3.5;0;;0;;;;;;;;;;;
1054;AOW-leeftijd of ouder;Baarle-Nassau;1730;10;4.0;0;;0;;;;;;;;;;;
1055;AOW-leeftijd of ouder;Baarn;5440;30;5.5;0;;10;17.0;;;;;;;;;;
1056;AOW-leeftijd of ouder;Barendrecht;7670;60;7.5;10;8.5;10;15.5;;;;;;;;;;
1057;AOW-leeftijd of ouder;Barneveld;8810;40;5.0;10;18.0;10;24.0;;;;;;;;;;
1058;AOW-leeftijd of ouder;Bedum;2120;10;6.5;0;;0;;;;;;;;;;;
1059;AOW-leeftijd of ouder;Beek (L.);3800;30;7.0;0;;0;;;;;;;;;;;
1060;AOW-leeftijd of ouder;Beemster;1820;10;6.5;0;;0;;;;;;;;;;;
1061;AOW-leeftijd of ouder;Beesel;2860;30;10.0;10;22.5;10;22.5;;;;;;;;;;
1062;AOW-leeftijd of ouder;Bellingwedde;2320;10;4.5;0;;0;;;;;;;;;;;
1063;AOW-leeftijd of ouder;Berg en Dal;7930;60;8.0;10;16.5;10;13.5;;;;;;;;;;
1064;AOW-leeftijd of ouder;Bergeijk;3810;10;2.0;0;;0;;;;;;;;;;;
1065;AOW-leeftijd of ouder;Bergen (L.);2830;20;6.5;0;;0;;;;;;;;;;;
1066;AOW-leeftijd of ouder;Bergen (NH.);9020;30;3.0;0;;10;32.0;;;;;;;;;;
1067;AOW-leeftijd of ouder;Bergen op Zoom;13220;210;16.0;30;11.0;40;16.5;;;;;;;;;;
1068;AOW-leeftijd of ouder;Berkelland;10080;30;2.5;0;;20;41.5;;;;;;;;;;
1069;AOW-leeftijd of ouder;Bernheze;5860;10;2.0;0;;0;;;;;;;;;;;
1070;AOW-leeftijd of ouder;Best;5220;40;7.5;10;20.0;10;31.0;;;;;;;;;;
1071;AOW-leeftijd of ouder;Beuningen;4530;40;8.5;0;;0;;;;;;;;;;;
1072;AOW-leeftijd of ouder;Beverwijk;7050;110;15.0;20;14.5;20;15.0;;;;;;;;;;
1073;AOW-leeftijd of ouder;het Bildt;2100;10;3.5;0;;10;78.0;;;;;;;;;;
1074;AOW-leeftijd of ouder;De Bilt;9730;50;5.5;10;13.0;20;32.5;;;;;;;;;;
1075;AOW-leeftijd of ouder;Binnenmaas;6340;10;1.5;10;63.5;0;;;;;;;;;;;
1076;AOW-leeftijd of ouder;Bladel;4040;10;3.5;10;39.0;10;28.0;;;;;;;;;;
1077;AOW-leeftijd of ouder;Blaricum;2640;20;5.5;0;;0;;;;;;;;;;;
1078;AOW-leeftijd of ouder;Bloemendaal;5840;20;3.5;0;;0;;;;;;;;;;;
1079;AOW-leeftijd of ouder;Bodegraven-Reeuwijk;6380;40;6.0;0;;0;;;;;;;;;;;
1080;AOW-leeftijd of ouder;Boekel;1830;0;;0;;0;;;;;;;;;;;
1081;AOW-leeftijd of ouder;Ten Boer;1390;10;4.5;0;;0;;;;;;;;;;;
1082;AOW-leeftijd of ouder;Borger-Odoorn;5770;10;2.5;0;;10;53.0;;;;;;;;;;
1083;AOW-leeftijd of ouder;Borne;4610;50;10.0;0;;0;;;;;;;;;;;
1084;AOW-leeftijd of ouder;Borsele;4240;20;5.0;0;;0;;;;;;;;;;;
1085;AOW-leeftijd of ouder;Boxmeer;5990;30;5.0;0;;10;26.0;;;;;;;;;;
1086;AOW-leeftijd of ouder;Boxtel;6230;70;11.0;10;12.5;10;14.0;;;;;;;;;;
1087;AOW-leeftijd of ouder;Breda;31390;510;16.0;70;13.0;100;17.5;;;;;;;;;;
1088;AOW-leeftijd of ouder;Brielle;3560;10;3.5;0;;0;;;;;;;;;;;
1089;AOW-leeftijd of ouder;Bronckhorst;8570;20;2.5;10;21.5;10;26.0;;;;;;;;;;
1090;AOW-leeftijd of ouder;Brummen;4870;10;3.0;0;;0;;;;;;;;;;;
1091;AOW-leeftijd of ouder;Brunssum;6390;80;12.0;10;7.0;20;19.0;;;;;;;;;;
1092;AOW-leeftijd of ouder;Bunnik;3170;0;;0;;0;;;;;;;;;;;
1093;AOW-leeftijd of ouder;Bunschoten;3240;10;3.0;0;;0;;;;;;;;;;;
1094;AOW-leeftijd of ouder;Buren;4860;10;1.5;0;;10;60.0;;;;;;;;;;
1095;AOW-leeftijd of ouder;Capelle aan den IJssel;12340;320;26.0;30;9.0;40;12.5;;;;;;;;;;
1096;AOW-leeftijd of ouder;Castricum;8270;20;2.0;0;;0;;;;;;;;;;;
1097;AOW-leeftijd of ouder;Coevorden;7850;40;5.5;10;18.0;10;22.0;;;;;;;;;;
1098;AOW-leeftijd of ouder;Cranendonck;4540;30;6.0;0;;0;;;;;;;;;;;
1099;AOW-leeftijd of ouder;Cromstrijen;2800;10;2.0;0;;0;;;;;;;;;;;
1100;AOW-leeftijd of ouder;Cuijk;4910;80;16.0;10;7.0;10;12.0;;;;;;;;;;
1101;AOW-leeftijd of ouder;Culemborg;4760;110;22.5;10;7.0;10;12.0;;;;;;;;;;
1102;AOW-leeftijd of ouder;Dalfsen;5500;20;2.5;0;;0;;;;;;;;;;;
1103;AOW-leeftijd of ouder;Dantumadiel;3850;20;6.0;0;;10;39.0;;;;;;;;;;
1104;AOW-leeftijd of ouder;Delft;15170;430;28.0;30;6.5;50;12.0;;;;;;;;;;
1105;AOW-leeftijd of ouder;Delfzijl;5880;70;12.0;20;20.0;20;25.5;;;;;;;;;;
1106;AOW-leeftijd of ouder;Deurne;6330;30;5.0;10;20.0;10;40.0;;;;;;;;;;
1107;AOW-leeftijd of ouder;Deventer;16630;250;15.5;40;13.0;60;22.0;;;;;;;;;;
1108;AOW-leeftijd of ouder;Diemen;4210;130;30.0;10;8.0;10;9.5;;;;;;;;;;
1109;AOW-leeftijd of ouder;Dinkelland;5280;30;4.5;0;;0;;;;;;;;;;;
1110;AOW-leeftijd of ouder;Doesburg;2560;40;15.5;10;18.5;10;24.5;;;;;;;;;;
1111;AOW-leeftijd of ouder;Doetinchem;11180;110;9.5;10;10.5;30;25.0;;;;;;;;;;
1112;AOW-leeftijd of ouder;Dongen;5100;40;7.0;10;11.5;10;14.0;;;;;;;;;;
1113;AOW-leeftijd of ouder;Dongeradeel;4790;40;8.0;0;;10;13.0;;;;;;;;;;
1114;AOW-leeftijd of ouder;Dordrecht;21010;490;23.0;50;9.0;80;15.0;;;;;;;;;;
1115;AOW-leeftijd of ouder;Drechterland;3810;10;2.5;0;;0;;;;;;;;;;;
1116;AOW-leeftijd of ouder;Drimmelen;5590;20;3.0;0;;0;;;;;;;;;;;
1117;AOW-leeftijd of ouder;Dronten;6720;60;9.0;0;;20;20.0;;;;;;;;;;
