ID;Leeftijd;Regiokenmerken;Inwoners_1;Bijstandsontvangers_2;Bijstandsdichtheid_3;Instroom_4;Instroom_5;Uitstroom_6;Uitstroom_7;UitstroomNaarWerk_8;UitstroomNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkNaReIntegratie_11;WerkNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandsontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
457;15 jaar of ouder;Amersfoort (AM);271720;6640;24.5;1660;20.0;1730;20.5;880.0;11.5;3710.0;1100.0;31.0;2860.0;48.5;77.0;1300.0;5.0
458;15 jaar of ouder;Noord-Holland Noord (AM);561760;12970;23.0;3470;21.0;3260;20.0;1730.0;11.5;5040.0;1710.0;23.5;3660.0;31.0;72.5;2350.0;4.0
459;15 jaar of ouder;Zaanstreek/Waterland (AM);280660;8100;29.0;1980;19.5;1940;19.5;1020.0;11.0;3280.0;930.0;25.0;2410.0;33.0;73.5;890.0;3.0
460;15 jaar of ouder;Groot Amsterdam (AM);1046150;55280;53.0;11770;17.5;11110;16.5;5290.0;9.0;24140.0;5170.0;26.5;16360.0;35.0;68.0;3830.0;3.5
461;15 jaar of ouder;Holland Rijnland (AM);451630;10380;23.0;2620;20.5;2460;19.0;1220.0;10.5;3460.0;1220.0;24.5;2600.0;27.5;75.0;2250.0;5.0
462;15 jaar of ouder;Midden-Holland (AM);157330;3900;25.0;990;20.5;990;20.5;480.0;11.0;1450.0;340.0;18.5;950.0;27.5;65.5;810.0;5.0
463;15 jaar of ouder;Haaglanden (AM);679550;38370;56.5;8110;17.0;8380;18.0;4080.0;10.0;15370.0;3380.0;23.0;11480.0;34.5;74.5;2760.0;4.0
464;15 jaar of ouder;Rijnmond (AM);1148000;65130;56.5;13660;17.0;14450;18.0;7020.0;10.0;16400.0;5200.0;21.0;12600.0;22.0;77.0;4670.0;4.0
465;15 jaar of ouder;Drechtsteden (AM);224700;8140;36.0;1930;19.0;2050;20.0;1030.0;11.0;2630.0;620.0;21.0;1510.0;20.5;57.5;1190.0;5.5
466;15 jaar of ouder;Zeeland (AM);323260;8560;26.5;2200;20.0;2350;21.5;1150.0;11.0;3280.0;910.0;23.5;2440.0;31.0;74.0;2220.0;7.0
467;15 jaar of ouder;West-Brabant (AM);580430;15990;27.5;3860;19.5;3760;19.0;1810.0;10.0;5480.0;1410.0;18.0;4100.0;28.0;75.0;4060.0;7.0
468;15 jaar of ouder;Midden-Brabant (AM);392840;11910;30.5;3110;20.0;3390;22.0;1780.0;12.5;2590.0;1320.0;20.5;1550.0;14.0;60.0;2620.0;6.5
469;15 jaar of ouder;Noordoost-Brabant (AM);514890;11690;22.5;2950;21.5;3010;22.0;1670.0;13.5;5690.0;1380.0;20.5;3870.0;37.0;68.0;5010.0;9.5
470;15 jaar of ouder;Zuidoost-Brabant (AM);439300;12200;28.0;2690;18.0;2900;19.0;1350.0;9.5;3220.0;920.0;16.5;2160.0;19.5;67.0;3010.0;7.0
471;15 jaar of ouder;Noord-Limburg (AM);233530;6360;27.0;1540;19.0;1680;20.5;890.0;12.0;1230.0;350.0;11.0;720.0;12.5;58.5;2060.0;9.0
472;15 jaar of ouder;Zuid-Limburg (AM);525630;20220;38.5;4570;18.0;4980;19.5;2330.0;10.0;7850.0;1790.0;25.0;5710.0;30.5;72.5;5760.0;11.0
473;15 jaar of ouder;Helmond-De Peel (AM);210100;5890;28.0;1540;21.0;1490;20.5;690.0;10.0;820.0;280.0;10.0;550.0;10.0;67.0;1740.0;8.5
474;15 jaar of ouder;Midden-Limburg (AM);204470;5240;25.5;1390;20.0;1510;22.0;740.0;11.5;3470.0;1000.0;38.5;2650.0;56.5;76.5;1730.0;8.5
475;15 jaar of ouder;Zuid-Holland Centraal (AM);299260;8730;29.0;2220;20.5;2140;19.5;1040.0;10.5;4330.0;1130.0;28.0;3190.0;41.5;73.5;720.0;2.5
476;15 jaar of ouder;Gorinchem (AM);118390;2350;20.0;610;20.5;560;19.0;280.0;10.5;1200.0;310.0;27.5;980.0;45.5;81.0;570.0;5.0
477;15 jaar of ouder;Regio Zwolle (AM);421420;10250;24.5;2740;21.0;2630;20.5;1420.0;11.5;5440.0;1390.0;26.0;4040.0;42.0;74.0;2850.0;7.0
478;15 jaar of ouder;Zuid-Kennemerland en IJmond (AM);318830;9140;28.5;2080;18.5;1970;17.5;910.0;9.0;3320.0;810.0;21.5;2640.0;31.5;79.5;1370.0;4.5
479;15 jaar of ouder;FoodValley (AM);280080;6580;23.5;1700;20.0;1920;22.5;990.0;13.0;3850.0;980.0;30.0;2850.0;48.0;74.0;1190.0;4.0
480;15 jaar of ouder;Gemeenten: minder dan 5 000 inwoners;10480;60;5.0;20;21.0;20;27.5;10.0;15.0;40.0;10.0;14.0;30.0;50.0;60.5;20.0;2.5
481;15 jaar of ouder;Gemeenten: 5 000 tot 10 000 inwoners;118960;2400;20.0;660;21.5;650;21.5;330.0;11.5;1060.0;250.0;21.0;770.0;35.0;73.0;560.0;4.5
482;15 jaar of ouder;Gemeenten: 10 000 tot 20 000 inwoners;1191530;22600;19.0;6300;21.5;6110;21.0;3230.0;11.5;11560.0;2920.0;24.0;8680.0;41.0;75.0;7310.0;6.0
483;15 jaar of ouder;Gemeenten: 20 000 tot 50 000 inwoners;5047700;111330;22.0;30110;21.5;28880;20.5;14660.0;11.0;55750.0;13990.0;24.5;41260.0;40.0;74.0;31690.0;6.5
484;15 jaar of ouder;Gemeenten: 50 000 tot 100 000 inwoners;2743350;92940;34.0;22510;19.5;23570;20.5;11700.0;11.0;37640.0;10160.0;24.5;27450.0;32.5;73.0;18380.0;6.5
485;15 jaar of ouder;Gemeenten: 100 000 tot 150 000 inwoners;1370690;50560;37.0;12320;19.5;12560;20.0;6300.0;11.0;16040.0;4880.0;22.5;11620.0;25.5;72.5;8210.0;6.0
486;15 jaar of ouder;Gemeenten: 150 000 tot 250 000 inwoners;1947550;89020;45.5;20790;19.0;21310;19.0;10400.0;10.0;22590.0;6890.0;18.5;16570.0;20.5;73.5;12860.0;6.5
487;15 jaar of ouder;Gemeenten: 250 000 inwoners of meer;1992300;139290;70.0;28760;17.0;29180;17.0;14100.0;9.5;43840.0;10750.0;22.0;31240.0;26.0;71.5;7760.0;4.0
488;15 jaar tot AOW-leeftijd;Nederland;11337060;456830;40.5;116950;20.0;118120;20.5;60890.0;10.5;190360.0;49980.0;22.5;137650.0;30.0;72.5;86980.0;7.5
489;15 jaar tot AOW-leeftijd;Noord-Nederland (LD);1116540;54230;48.5;15330;21.5;14470;20.5;8050.0;11.5;25860.0;6640.0;27.0;19740.0;36.5;76.5;13280.0;12.0
490;15 jaar tot AOW-leeftijd;Oost-Nederland (LD);2372540;86970;36.5;22870;20.5;22300;20.0;11860.0;10.5;36250.0;9410.0;21.5;26350.0;30.5;72.5;19610.0;8.5
491;15 jaar tot AOW-leeftijd;West-Nederland (LD);5456970;233790;43.0;56570;19.5;55590;19.0;29570.0;10.0;96050.0;25340.0;23.5;70210.0;30.0;73.0;27900.0;5.0
492;15 jaar tot AOW-leeftijd;Zuid-Nederland (LD);2391010;81610;34.0;20630;20.0;21120;20.5;11260.0;11.0;30360.0;8450.0;20.0;21310.0;26.0;70.0;26010.0;11.0
493;15 jaar tot AOW-leeftijd;Groningen (PV);393330;22220;56.5;6070;21.5;5710;20.0;3200.0;11.0;10760.0;2600.0;27.0;8520.0;38.5;79.0;5350.0;13.5
494;15 jaar tot AOW-leeftijd;Friesland (PV);413320;19730;47.5;5330;21.0;5410;21.0;2910.0;11.5;7240.0;2070.0;23.0;5270.0;26.5;73.0;4040.0;10.0
495;15 jaar tot AOW-leeftijd;Drenthe (PV);309890;12280;39.5;3930;24.0;3350;20.5;1950.0;12.0;7860.0;1970.0;32.0;5960.0;48.5;76.0;3890.0;12.5
496;15 jaar tot AOW-leeftijd;Overijssel (PV);748410;29160;39.0;7590;20.5;7450;20.0;3930.0;10.5;13610.0;3340.0;24.0;10350.0;35.5;76.0;7120.0;9.5
497;15 jaar tot AOW-leeftijd;Flevoland (PV);281280;10900;38.5;3130;22.0;2980;21.0;1660.0;11.5;5260.0;1460.0;21.5;3840.0;35.0;73.0;1190.0;4.0
498;15 jaar tot AOW-leeftijd;Gelderland (PV);1342850;46910;35.0;12160;20.5;11870;20.0;6270.0;10.5;17380.0;4610.0;20.5;12160.0;26.0;70.0;11290.0;8.5
499;15 jaar tot AOW-leeftijd;Utrecht (PV);865230;26950;31.0;7060;20.5;7200;21.0;3790.0;11.0;10220.0;3070.0;22.5;7830.0;29.0;76.5;3750.0;4.5
500;15 jaar tot AOW-leeftijd;Noord-Holland (PV);1906110;78920;41.5;19060;19.5;17630;18.0;9480.0;9.5;37780.0;9190.0;25.5;26700.0;34.0;70.5;8990.0;4.5
501;15 jaar tot AOW-leeftijd;Zuid-Holland (PV);2446290;120030;49.0;28350;19.0;28590;19.0;15150.0;10.0;44760.0;12170.0;22.5;33240.0;27.5;74.5;12940.0;5.5
502;15 jaar tot AOW-leeftijd;Zeeland (PV);239340;7890;33.0;2100;20.5;2170;21.0;1150.0;11.0;3280.0;910.0;23.5;2440.0;31.0;74.0;2220.0;9.5
503;15 jaar tot AOW-leeftijd;Noord-Brabant (PV);1663840;52450;31.5;13470;20.5;13540;20.5;7290.0;11.0;17800.0;5310.0;18.0;12230.0;23.5;68.5;16430.0;10.0
504;15 jaar tot AOW-leeftijd;Limburg (PV);727170;29170;40.0;7170;19.0;7580;20.0;3970.0;10.5;12560.0;3150.0;24.5;9080.0;31.0;72.5;9580.0;13.0
505;15 jaar tot AOW-leeftijd;Oost-Groningen (CR);92440;5180;56.0;1540;22.5;1460;21.5;810.0;12.0;3920.0;980.0;39.0;3230.0;62.5;82.5;2570.0;28.0
506;15 jaar tot AOW-leeftijd;Delfzijl en omgeving (CR);29010;1800;62.0;610;25.0;530;22.0;330.0;13.5;480.0;140.0;18.5;370.0;20.5;78.5;430.0;15.0
507;15 jaar tot AOW-leeftijd;Overig Groningen (CR);271880;15240;56.0;3930;20.5;3720;19.5;2060.0;10.5;6360.0;1490.0;23.5;4910.0;32.0;77.0;2350.0;8.5
508;15 jaar tot AOW-leeftijd;Noord-Friesland (CR);209750;11050;52.5;2960;21.0;2940;20.5;1520.0;10.5;3400.0;910.0;19.0;2470.0;22.5;72.5;2050.0;10.0
509;15 jaar tot AOW-leeftijd;Zuidwest-Friesland (CR);84900;3460;41.0;930;21.0;900;20.0;510.0;11.5;1630.0;450.0;28.0;1200.0;34.5;73.5;670.0;8.0
510;15 jaar tot AOW-leeftijd;Zuidoost-Friesland (CR);118660;5220;44.0;1440;21.0;1570;22.5;880.0;12.5;2210.0;710.0;28.5;1600.0;30.5;72.5;1320.0;11.0
511;15 jaar tot AOW-leeftijd;Noord-Drenthe (CR);119930;4220;35.0;1830;30.0;1270;20.5;720.0;11.5;2270.0;610.0;27.5;1530.0;36.0;67.0;1170.0;10.0
512;15 jaar tot AOW-leeftijd;Zuidoost-Drenthe (CR);106810;5360;50.0;1340;19.5;1370;20.0;820.0;12.0;2770.0;850.0;33.5;2160.0;40.0;78.0;1540.0;14.5
513;15 jaar tot AOW-leeftijd;Zuidwest-Drenthe (CR);83150;2700;32.5;760;22.0;710;20.5;410.0;12.0;2830.0;510.0;36.0;2280.0;84.5;80.5;1180.0;14.0
514;15 jaar tot AOW-leeftijd;Noord-Overijssel (CR);240070;7500;31.0;2060;21.5;1940;20.5;1130.0;12.0;3230.0;960.0;23.5;2360.0;31.5;73.0;1960.0;8.0
515;15 jaar tot AOW-leeftijd;Zuidwest-Overijssel (CR);101640;3790;37.5;1010;20.5;1040;21.0;530.0;11.0;2240.0;500.0;28.0;1720.0;45.5;76.5;1090.0;10.5
516;15 jaar tot AOW-leeftijd;Twente (CR);406700;17870;44.0;4510;20.0;4460;20.0;2270.0;10.0;8130.0;1890.0;23.5;6270.0;35.0;77.0;4080.0;10.0
517;15 jaar tot AOW-leeftijd;Veluwe (CR);439120;11670;26.5;3460;23.0;3200;21.5;1710.0;11.5;5780.0;1670.0;26.0;4240.0;36.5;73.5;3030.0;7.0
518;15 jaar tot AOW-leeftijd;Achterhoek (CR);253320;7450;29.5;1980;20.5;1940;20.0;1010.0;10.5;5020.0;1090.0;28.0;3540.0;47.5;70.5;2820.0;11.0
519;15 jaar tot AOW-leeftijd;Arnhem/Nijmegen (CR);492710;23830;48.5;5760;19.0;5690;19.0;2990.0;10.0;5170.0;1460.0;14.5;3340.0;14.0;64.5;4340.0;9.0
520;15 jaar tot AOW-leeftijd;Zuidwest-Gelderland (CR);157710;3960;25.0;960;19.0;1040;20.5;560.0;11.0;1410.0;390.0;16.5;1030.0;26.0;73.5;1100.0;7.0
521;15 jaar tot AOW-leeftijd;Utrecht (CR);865230;26950;31.0;7060;20.5;7200;21.0;3790.0;11.0;10220.0;3070.0;22.5;7830.0;29.0;76.5;3750.0;4.5
522;15 jaar tot AOW-leeftijd;Kop van Noord-Holland (CR);240590;6770;28.0;1890;21.5;1820;21.0;1060.0;12.0;2850.0;1050.0;24.5;2090.0;31.0;73.5;1390.0;6.0
523;15 jaar tot AOW-leeftijd;Alkmaar en omgeving (CR);157260;4530;29.0;1290;22.5;1140;19.5;620.0;11.0;1980.0;620.0;23.5;1410.0;31.0;71.5;880.0;5.5
524;15 jaar tot AOW-leeftijd;IJmond (CR);127980;4010;31.5;980;19.5;950;19.0;480.0;9.5;1590.0;420.0;23.0;1260.0;31.5;79.0;670.0;5.0
525;15 jaar tot AOW-leeftijd;Agglomeratie Haarlem (CR);149880;4900;32.5;1140;19.0;980;16.5;490.0;8.0;1950.0;430.0;19.5;1540.0;31.5;79.0;780.0;5.0
526;15 jaar tot AOW-leeftijd;Zaanstreek (CR);112610;4660;41.5;1170;20.0;1130;19.5;600.0;10.0;2150.0;620.0;26.5;1620.0;34.5;75.5;450.0;4.0
527;15 jaar tot AOW-leeftijd;Groot-Amsterdam (CR);959450;49150;51.0;11420;19.0;10480;17.0;5630.0;9.0;25040.0;5440.0;26.5;16990.0;34.5;68.0;4200.0;4.5
528;15 jaar tot AOW-leeftijd;Het Gooi en Vechtstreek (CR);158330;4900;31.0;1170;19.5;1140;19.0;610.0;10.0;2230.0;610.0;24.0;1800.0;37.0;81.0;610.0;4.0
529;15 jaar tot AOW-leeftijd;Agglomeratie Leiden en Bollenstreek (CR);282570;7630;27.0;2070;21.5;1880;19.5;990.0;10.0;3040.0;1010.0;25.0;2280.0;30.0;75.0;1730.0;6.0
530;15 jaar tot AOW-leeftijd;Agglomeratie 's-Gravenhage (CR);579820;35030;60.5;8300;19.0;8230;18.5;4360.0;10.0;17470.0;3780.0;24.0;12950.0;37.0;74.0;2530.0;4.5
531;15 jaar tot AOW-leeftijd;Delft en Westland (CR);157620;4870;31.0;1190;19.5;1220;20.0;630.0;10.5;1550.0;570.0;24.0;1200.0;24.5;77.5;850.0;5.5
532;15 jaar tot AOW-leeftijd;Oost-Zuid-Holland (CR);212370;5590;26.5;1470;21.0;1440;20.5;760.0;11.0;2120.0;610.0;19.5;1450.0;26.0;68.5;1380.0;6.5
533;15 jaar tot AOW-leeftijd;Groot-Rijnmond (CR);953960;57540;60.5;12930;18.0;13420;18.5;7110.0;10.0;16840.0;5300.0;21.0;12940.0;22.5;77.0;4710.0;5.0
534;15 jaar tot AOW-leeftijd;Zuidoost-Zuid-Holland (CR);259960;9370;36.0;2390;20.0;2410;20.0;1300.0;11.0;3750.0;910.0;22.5;2420.0;26.0;64.5;1740.0;6.5
535;15 jaar tot AOW-leeftijd;Zeeuwsch-Vlaanderen (CR);65590;1850;28.0;540;22.0;550;22.5;280.0;11.5;1270.0;340.0;33.0;950.0;51.5;75.0;710.0;11.0
536;15 jaar tot AOW-leeftijd;Overig Zeeland (CR);173740;6050;35.0;1560;20.0;1620;20.5;870.0;11.0;2010.0;580.0;20.5;1490.0;24.5;74.0;1510.0;8.5
537;15 jaar tot AOW-leeftijd;West-Noord-Brabant (CR);413330;13980;34.0;3500;20.0;3320;19.0;1710.0;10.0;5250.0;1350.0;18.0;3940.0;28.0;75.0;3890.0;9.5
538;15 jaar tot AOW-leeftijd;Midden-Noord-Brabant (CR);314930;11000;35.0;3000;21.0;3150;22.0;1750.0;12.0;2610.0;1280.0;20.5;1620.0;14.5;62.0;2580.0;8.0
539;15 jaar tot AOW-leeftijd;Noordoost-Noord-Brabant (CR);428980;11060;26.0;2980;22.5;3000;22.5;1790.0;13.5;5890.0;1490.0;20.5;3970.0;36.0;67.5;5210.0;12.0
540;15 jaar tot AOW-leeftijd;Zuidoost-Noord-Brabant (CR);506600;16410;32.5;3990;19.5;4070;19.5;2040.0;10.0;4050.0;1190.0;14.0;2710.0;16.5;67.0;4750.0;9.5
541;15 jaar tot AOW-leeftijd;Noord-Limburg (CR);183200;5920;32.5;1500;19.5;1580;20.5;900.0;12.0;1240.0;350.0;11.0;730.0;12.5;58.5;2090.0;11.5
542;15 jaar tot AOW-leeftijd;Midden-Limburg (CR);152830;4690;30.5;1320;21.0;1390;22.0;740.0;11.5;3470.0;1000.0;38.5;2650.0;56.5;76.5;1730.0;11.5
543;15 jaar tot AOW-leeftijd;Zuid-Limburg (CR);391140;18550;47.5;4350;18.5;4610;19.5;2330.0;10.0;7850.0;1790.0;25.0;5710.0;30.5;72.5;5760.0;14.5
544;15 jaar tot AOW-leeftijd;Flevoland (CR);281280;10900;38.5;3130;22.0;2980;21.0;1660.0;11.5;5260.0;1460.0;21.5;3840.0;35.0;73.0;1190.0;4.0
545;15 jaar tot AOW-leeftijd;Aa en Hunze;15700;410;26.0;160;28.5;130;24.0;80.0;14.0;220.0;50.0;21.5;140.0;34.0;62.5;120.0;7.5
546;15 jaar tot AOW-leeftijd;Aalburg;8510;120;14.5;40;23.5;40;23.5;30.0;16.0;40.0;10.0;14.0;30.0;20.5;67.5;40.0;5.0
547;15 jaar tot AOW-leeftijd;Aalsmeer;20200;270;13.5;100;27.5;90;24.5;50.0;13.0;150.0;50.0;25.0;120.0;42.5;74.5;40.0;2.0
548;15 jaar tot AOW-leeftijd;Aalten;17020;360;21.0;100;23.0;90;19.0;40.0;8.0;110.0;30.0;14.0;90.0;24.0;76.0;280.0;16.5
549;15 jaar tot AOW-leeftijd;Achtkarspelen;17780;680;38.5;150;17.0;170;19.5;90.0;10.0;390.0;100.0;31.5;270.0;39.5;69.5;220.0;12.5
550;15 jaar tot AOW-leeftijd;Alblasserdam;12390;370;30.0;80;18.0;80;18.0;50.0;10.0;150.0;20.0;17.5;80.0;22.5;55.5;60.0;5.0
551;15 jaar tot AOW-leeftijd;Albrandswaard;16560;330;19.5;100;25.5;70;16.5;30.0;8.5;220.0;50.0;22.0;180.0;55.5;81.5;40.0;2.5
552;15 jaar tot AOW-leeftijd;Alkmaar;72040;2670;37.0;750;22.0;690;20.0;370.0;10.5;1130.0;360.0;25.5;840.0;31.5;74.5;500.0;7.0
553;15 jaar tot AOW-leeftijd;Almelo;47340;3200;67.5;710;18.0;680;17.0;360.0;9.0;1200.0;260.0;20.0;940.0;29.0;78.0;560.0;11.5
554;15 jaar tot AOW-leeftijd;Almere;144500;6210;43.0;1710;21.5;1640;20.5;940.0;11.5;2710.0;760.0;19.5;1990.0;32.0;73.5;500.0;3.5
555;15 jaar tot AOW-leeftijd;Alphen aan den Rijn;71870;1860;26.0;460;19.5;450;19.0;240.0;10.0;580.0;230.0;21.5;430.0;23.0;73.5;520.0;7.0
556;15 jaar tot AOW-leeftijd;Alphen-Chaam;6460;110;16.5;30;21.5;20;11.5;10.0;11.0;80.0;20.0;24.0;70.0;68.0;87.0;40.0;5.5
557;15 jaar tot AOW-leeftijd;Ameland;2250;10;3.0;10;46.5;10;66.5;10.0;33.5;10.0;0.0;;0.0;;;10.0;5.0
558;15 jaar tot AOW-leeftijd;Amersfoort;104670;3580;34.0;940;20.5;940;21.0;520.0;11.5;1710.0;630.0;31.0;1320.0;37.0;77.5;850.0;8.0
559;15 jaar tot AOW-leeftijd;Amstelveen;57630;1160;20.0;390;25.5;380;25.0;200.0;13.0;610.0;260.0;32.5;440.0;37.5;71.0;110.0;2.0
560;15 jaar tot AOW-leeftijd;Amsterdam;629140;41780;66.5;9210;18.0;8490;16.5;4530.0;9.0;21860.0;4430.0;28.0;14720.0;35.0;67.5;3150.0;5.0
561;15 jaar tot AOW-leeftijd;Apeldoorn;103980;4010;38.5;1190;23.5;1040;20.5;540.0;10.5;770.0;410.0;22.5;560.0;14.0;73.0;940.0;9.0
562;15 jaar tot AOW-leeftijd;Appingedam;7320;490;67.0;150;22.5;140;22.5;90.0;14.0;140.0;30.0;15.0;110.0;21.5;76.5;180.0;24.5
563;15 jaar tot AOW-leeftijd;Arnhem;109790;8410;76.5;1890;18.0;1790;17.5;880.0;8.5;860.0;280.0;9.0;500.0;6.0;58.0;1260.0;11.5
564;15 jaar tot AOW-leeftijd;Assen;43790;2200;50.5;660;22.5;670;23.0;390.0;13.5;1030.0;300.0;27.5;660.0;30.0;64.5;640.0;14.5
565;15 jaar tot AOW-leeftijd;Asten;10730;230;21.5;60;21.5;50;17.5;20.0;8.5;40.0;10.0;4.5;30.0;13.5;79.5;90.0;8.0
566;15 jaar tot AOW-leeftijd;Baarle-Nassau;4120;80;19.5;20;19.5;30;27.5;10.0;8.0;100.0;20.0;35.5;60.0;74.0;62.0;20.0;5.5
567;15 jaar tot AOW-leeftijd;Baarn;15250;390;26.0;100;21.5;100;20.5;50.0;11.0;440.0;80.0;34.5;340.0;86.5;78.0;50.0;3.5
568;15 jaar tot AOW-leeftijd;Barendrecht;31640;590;18.5;140;20.0;110;16.5;50.0;7.5;350.0;70.0;18.5;270.0;45.5;77.5;70.0;2.5
569;15 jaar tot AOW-leeftijd;Barneveld;36190;650;18.0;190;23.0;170;20.5;90.0;10.5;550.0;130.0;34.5;400.0;61.0;72.5;120.0;3.5
570;15 jaar tot AOW-leeftijd;Bedum;6670;180;27.5;70;28.0;60;23.0;40.0;15.0;180.0;40.0;33.5;130.0;71.5;72.0;60.0;9.5
571;15 jaar tot AOW-leeftijd;Beek (L.);10170;310;31.0;80;19.0;70;17.5;30.0;8.0;100.0;10.0;8.5;70.0;23.0;76.0;80.0;7.5
572;15 jaar tot AOW-leeftijd;Beemster;6120;90;14.5;20;21.5;20;15.5;10.0;7.0;40.0;10.0;16.5;20.0;25.5;64.0;10.0;2.0
573;15 jaar tot AOW-leeftijd;Beesel;8640;210;24.5;90;27.5;120;36.5;70.0;20.5;90.0;20.0;15.0;50.0;22.5;54.0;90.0;10.0
574;15 jaar tot AOW-leeftijd;Bellingwedde;5350;250;46.0;110;30.5;80;24.0;40.0;12.5;170.0;50.0;35.5;140.0;56.0;82.5;110.0;20.0
575;15 jaar tot AOW-leeftijd;Berg en Dal;22070;840;38.0;200;19.0;220;20.5;130.0;12.0;110.0;40.0;10.5;60.0;6.5;50.5;200.0;9.0
576;15 jaar tot AOW-leeftijd;Bergeijk;11860;170;14.0;50;24.0;50;24.0;30.0;14.0;150.0;40.0;33.5;120.0;70.0;80.0;120.0;10.5
577;15 jaar tot AOW-leeftijd;Bergen (L.);8470;190;23.0;60;24.0;60;22.5;30.0;12.5;130.0;50.0;37.0;100.0;51.0;75.5;130.0;15.5
578;15 jaar tot AOW-leeftijd;Bergen (NH.);17240;350;20.5;100;24.0;60;13.0;30.0;7.5;140.0;30.0;16.0;100.0;28.5;70.5;70.0;4.0
579;15 jaar tot AOW-leeftijd;Bergen op Zoom;43130;1890;44.0;470;19.5;490;21.0;240.0;10.0;690.0;160.0;18.0;480.0;25.5;69.5;480.0;11.0
580;15 jaar tot AOW-leeftijd;Berkelland;27380;680;24.5;170;20.5;150;18.5;90.0;11.0;780.0;150.0;40.0;580.0;86.5;75.0;280.0;10.5
581;15 jaar tot AOW-leeftijd;Bernheze;19690;330;17.0;90;21.5;70;16.5;30.0;8.0;160.0;20.0;9.0;110.0;32.5;67.0;220.0;11.0
582;15 jaar tot AOW-leeftijd;Best;19550;450;23.0;130;21.5;140;23.5;60.0;10.0;290.0;50.0;18.0;160.0;36.0;55.0;150.0;7.5
583;15 jaar tot AOW-leeftijd;Beuningen;17340;450;26.0;140;24.5;120;21.0;80.0;14.0;60.0;30.0;11.0;30.0;6.0;47.5;130.0;7.5
584;15 jaar tot AOW-leeftijd;Beverwijk;27330;1040;38.0;290;21.0;310;23.0;160.0;11.5;180.0;90.0;17.5;120.0;11.5;66.5;200.0;7.0
585;15 jaar tot AOW-leeftijd;het Bildt;6690;310;46.5;100;26.0;80;19.0;40.0;9.5;180.0;40.0;29.0;150.0;48.5;83.5;50.0;8.0
586;15 jaar tot AOW-leeftijd;De Bilt;25890;710;27.5;160;19.0;160;19.0;80.0;9.5;300.0;70.0;21.5;230.0;32.5;76.0;70.0;2.5
587;15 jaar tot AOW-leeftijd;Binnenmaas;18100;300;16.5;120;31.0;70;18.0;40.0;10.0;220.0;60.0;30.5;160.0;54.5;75.0;50.0;2.5
588;15 jaar tot AOW-leeftijd;Bladel;12960;170;13.0;60;25.0;50;22.5;30.0;13.0;130.0;40.0;27.5;90.0;55.5;72.5;250.0;19.5
589;15 jaar tot AOW-leeftijd;Blaricum;6280;120;19.5;20;14.5;20;12.0;10.0;8.5;100.0;20.0;28.0;70.0;59.5;77.0;10.0;1.5
590;15 jaar tot AOW-leeftijd;Bloemendaal;13190;190;14.5;70;25.5;60;21.0;30.0;11.5;220.0;40.0;31.0;170.0;89.0;78.5;40.0;2.5
591;15 jaar tot AOW-leeftijd;Bodegraven-Reeuwijk;21470;330;15.0;100;22.5;90;20.5;40.0;9.5;170.0;40.0;15.5;140.0;42.0;81.0;90.0;4.0
592;15 jaar tot AOW-leeftijd;Boekel;6910;90;13.5;30;21.5;20;19.0;10.0;9.5;50.0;0.0;;30.0;27.5;56.5;70.0;9.5
593;15 jaar tot AOW-leeftijd;Ten Boer;4600;100;21.5;30;19.5;30;25.0;20.0;14.5;40.0;10.0;16.0;20.0;24.0;63.0;30.0;6.0
594;15 jaar tot AOW-leeftijd;Borger-Odoorn;16030;550;34.5;160;22.5;160;22.0;100.0;13.5;370.0;120.0;37.0;300.0;54.5;79.5;210.0;13.5
595;15 jaar tot AOW-leeftijd;Borne;14440;390;26.5;140;27.5;90;17.5;60.0;11.0;130.0;20.0;11.0;90.0;24.0;68.5;130.0;8.5
596;15 jaar tot AOW-leeftijd;Borsele;14560;230;16.0;60;19.0;70;24.0;30.0;10.5;180.0;40.0;26.0;130.0;57.5;76.0;80.0;5.0
597;15 jaar tot AOW-leeftijd;Boxmeer;18710;360;19.0;130;25.5;130;26.0;70.0;14.5;180.0;70.0;27.5;110.0;30.5;60.5;240.0;12.5
598;15 jaar tot AOW-leeftijd;Boxtel;19580;460;23.5;150;25.5;120;20.0;80.0;13.5;230.0;70.0;20.0;130.0;28.0;56.0;400.0;20.0
599;15 jaar tot AOW-leeftijd;Breda;123160;5290;43.0;1250;19.5;1050;16.5;540.0;8.5;2410.0;470.0;20.0;2010.0;38.0;83.5;1080.0;9.0
600;15 jaar tot AOW-leeftijd;Brielle;11090;250;22.5;60;18.5;50;18.0;30.0;10.5;100.0;30.0;24.0;80.0;30.5;72.0;20.0;2.0
601;15 jaar tot AOW-leeftijd;Bronckhorst;22630;390;17.0;160;29.5;130;25.0;60.0;11.0;320.0;70.0;29.0;190.0;50.0;59.5;180.0;8.0
602;15 jaar tot AOW-leeftijd;Brummen;13010;360;27.5;110;23.5;80;17.5;40.0;10.0;40.0;20.0;10.5;10.0;3.0;29.5;90.0;7.0
