ID;RegioS2007;Perioden;Huishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5;Huishoudens_6;Eenpersoonshuishoudens_7;Paren_8;Eenouderhuishoudens_9;OverigeHuishoudens_10;Huishoudens_11;Eenpersoonshuishoudens_12;Paren_13;Eenouderhuishoudens_14;OverigeHuishoudens_15;Huishoudens_16;Eenpersoonshuishoudens_17;Paren_18;Eenouderhuishoudens_19;OverigeHuishoudens_20;Regiocode_21
4267;Grootegast;2009;4.6;1.2;3.2;0.2;0.0;4.4;1.1;3.1;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;15
4268;Grootegast;2010;4.6;1.2;3.2;0.2;0.0;4.4;1.1;3.1;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;15
4269;Grootegast;2011;4.6;1.2;3.2;0.2;0.0;4.4;1.1;3.1;0.2;0.0;0.1;0.0;0.1;0.0;0.0;0.1;0.0;0.1;0.0;0.0;15
4270;Grootegast;2012;4.7;1.2;3.2;0.2;0.0;4.4;1.1;3.1;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;15
4271;Grootegast;2013;4.7;1.2;3.2;0.2;0.0;4.4;1.2;3.1;0.2;0.0;0.1;0.0;0.1;0.0;0.0;0.2;0.0;0.1;0.0;0.0;15
4272;Grootegast;2014;4.7;1.3;3.2;0.2;0.0;4.4;1.2;3.0;0.2;0.0;0.1;0.0;0.1;0.0;0.0;0.2;0.0;0.1;0.0;0.0;15
4273;Grootegast;2015;4.7;1.3;3.2;0.2;0.0;4.4;1.2;3.0;0.2;0.0;0.1;0.0;0.1;0.0;0.0;0.2;0.0;0.1;0.0;0.0;15
4274;Grootegast;2016;4.7;1.3;3.2;0.2;0.0;4.4;1.2;3.0;0.2;0.0;0.2;0.0;0.1;0.0;0.0;0.2;0.0;0.1;0.0;0.0;15
4275;Grootegast;2017;4.8;1.3;3.2;0.2;0.0;4.4;1.2;3.0;0.2;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.0;0.1;0.0;0.0;15
4276;Grootegast;2018;4.8;1.3;3.2;0.2;0.0;4.4;1.2;3.0;0.1;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.0;0.1;0.0;0.0;15
4277;Grootegast;2019;4.8;1.3;3.2;0.2;0.0;4.4;1.2;3.0;0.1;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.0;0.1;0.0;0.0;15
4278;Grootegast;2020;4.8;1.4;3.2;0.2;0.0;4.4;1.2;3.0;0.1;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.0;0.1;0.0;0.0;15
4279;Grootegast;2021;4.8;1.4;3.2;0.2;0.0;4.4;1.3;3.0;0.1;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;15
4280;Grootegast;2022;4.8;1.4;3.2;0.2;0.0;4.4;1.3;3.0;0.1;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;15
4281;Grootegast;2023;4.8;1.4;3.2;0.2;0.0;4.4;1.3;3.0;0.1;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;15
4282;Grootegast;2024;4.9;1.4;3.2;0.2;0.0;4.4;1.3;3.0;0.1;0.0;0.3;0.1;0.1;0.0;0.0;0.2;0.0;0.1;0.0;0.0;15
4283;Grootegast;2025;4.9;1.5;3.2;0.2;0.0;4.4;1.3;3.0;0.1;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;15
4284;Gulpen-Wittem;2008;6.2;1.6;4.2;0.3;0.1;5.3;1.3;3.6;0.3;0.0;0.1;0.0;0.0;0.0;0.0;0.8;0.2;0.5;0.0;0.0;1729
4285;Gulpen-Wittem;2009;6.2;1.7;4.2;0.3;0.1;5.3;1.4;3.6;0.2;0.0;0.1;0.0;0.1;0.0;0.0;0.8;0.2;0.5;0.0;0.0;1729
4286;Gulpen-Wittem;2010;6.2;1.7;4.1;0.3;0.1;5.3;1.4;3.6;0.2;0.0;0.1;0.0;0.1;0.0;0.0;0.8;0.2;0.5;0.0;0.0;1729
4287;Gulpen-Wittem;2011;6.2;1.7;4.1;0.3;0.0;5.3;1.5;3.6;0.2;0.0;0.1;0.0;0.1;0.0;0.0;0.8;0.3;0.5;0.0;0.0;1729
4288;Gulpen-Wittem;2012;6.2;1.8;4.1;0.3;0.1;5.3;1.5;3.6;0.2;0.0;0.2;0.0;0.1;0.0;0.0;0.8;0.2;0.5;0.0;0.0;1729
4289;Gulpen-Wittem;2013;6.2;1.8;4.1;0.3;0.1;5.3;1.5;3.5;0.2;0.0;0.2;0.1;0.1;0.0;0.0;0.7;0.2;0.5;0.0;0.0;1729
4290;Gulpen-Wittem;2014;6.2;1.8;4.0;0.3;0.1;5.3;1.5;3.5;0.2;0.0;0.2;0.1;0.1;0.0;0.0;0.7;0.2;0.5;0.0;0.0;1729
4291;Gulpen-Wittem;2015;6.2;1.8;4.0;0.3;0.1;5.3;1.5;3.5;0.2;0.0;0.2;0.1;0.1;0.1;0.0;0.7;0.2;0.4;0.0;0.0;1729
4292;Gulpen-Wittem;2016;6.2;1.8;4.0;0.3;0.1;5.2;1.5;3.5;0.2;0.0;0.2;0.1;0.1;0.1;0.0;0.7;0.2;0.4;0.0;0.0;1729
4293;Gulpen-Wittem;2017;6.1;1.9;3.9;0.3;0.0;5.2;1.6;3.4;0.2;0.0;0.2;0.1;0.1;0.1;0.0;0.7;0.2;0.4;0.0;0.0;1729
4294;Gulpen-Wittem;2018;6.1;1.9;3.9;0.3;0.0;5.2;1.6;3.4;0.2;0.0;0.2;0.1;0.1;0.1;0.0;0.7;0.2;0.4;0.0;0.0;1729
4295;Gulpen-Wittem;2019;6.0;1.9;3.8;0.3;0.0;5.1;1.6;3.4;0.2;0.0;0.2;0.1;0.1;0.1;0.0;0.7;0.2;0.4;0.0;0.0;1729
4296;Gulpen-Wittem;2020;6.0;1.9;3.8;0.3;0.1;5.1;1.5;3.3;0.2;0.0;0.2;0.1;0.1;0.1;0.0;0.7;0.2;0.4;0.0;0.0;1729
4297;Gulpen-Wittem;2021;5.9;1.9;3.7;0.3;0.1;5.0;1.5;3.3;0.2;0.0;0.2;0.1;0.1;0.1;0.0;0.7;0.2;0.4;0.0;0.0;1729
4298;Gulpen-Wittem;2022;5.9;1.9;3.7;0.3;0.0;5.0;1.6;3.2;0.2;0.0;0.3;0.1;0.1;0.1;0.0;0.6;0.2;0.4;0.0;0.0;1729
4299;Gulpen-Wittem;2023;5.8;1.9;3.6;0.3;0.0;4.9;1.6;3.2;0.2;0.0;0.3;0.1;0.1;0.1;0.0;0.6;0.2;0.4;0.0;0.0;1729
4300;Gulpen-Wittem;2024;5.8;1.9;3.6;0.3;0.0;4.9;1.5;3.1;0.2;0.0;0.3;0.1;0.1;0.1;0.0;0.6;0.2;0.3;0.0;0.0;1729
4301;Gulpen-Wittem;2025;5.7;1.9;3.5;0.2;0.0;4.8;1.5;3.1;0.1;0.0;0.3;0.1;0.1;0.1;0.0;0.6;0.2;0.3;0.0;0.0;1729
4302;Haaksbergen;2008;9.7;2.5;6.7;0.5;0.0;8.4;2.2;5.9;0.4;0.0;0.4;0.1;0.2;0.0;0.0;0.8;0.3;0.5;0.0;0.0;158
4303;Haaksbergen;2009;9.8;2.7;6.6;0.5;0.1;8.5;2.3;5.8;0.4;0.0;0.4;0.1;0.3;0.0;0.0;0.8;0.3;0.5;0.1;0.0;158
4304;Haaksbergen;2010;9.9;2.8;6.5;0.5;0.1;8.6;2.4;5.8;0.4;0.0;0.5;0.1;0.3;0.1;0.0;0.8;0.3;0.5;0.1;0.0;158
4305;Haaksbergen;2011;9.9;2.9;6.5;0.5;0.1;8.6;2.5;5.7;0.4;0.0;0.5;0.1;0.3;0.1;0.0;0.8;0.3;0.5;0.1;0.0;158
4306;Haaksbergen;2012;10.0;3.0;6.4;0.5;0.1;8.6;2.6;5.7;0.4;0.0;0.5;0.2;0.3;0.1;0.0;0.8;0.3;0.5;0.1;0.0;158
4307;Haaksbergen;2013;10.0;3.1;6.4;0.5;0.1;8.6;2.7;5.6;0.4;0.0;0.6;0.2;0.3;0.1;0.0;0.8;0.3;0.5;0.1;0.0;158
4308;Haaksbergen;2014;10.1;3.2;6.3;0.5;0.1;8.7;2.7;5.5;0.4;0.0;0.6;0.2;0.3;0.1;0.0;0.8;0.3;0.5;0.1;0.0;158
4309;Haaksbergen;2015;10.1;3.2;6.3;0.5;0.1;8.7;2.8;5.5;0.4;0.0;0.6;0.2;0.3;0.1;0.0;0.8;0.3;0.5;0.1;0.0;158
4310;Haaksbergen;2016;10.1;3.3;6.3;0.5;0.1;8.7;2.8;5.5;0.4;0.0;0.7;0.2;0.3;0.1;0.0;0.8;0.3;0.5;0.1;0.0;158
4311;Haaksbergen;2017;10.2;3.3;6.3;0.5;0.1;8.7;2.8;5.5;0.3;0.0;0.7;0.2;0.4;0.1;0.0;0.8;0.3;0.5;0.1;0.0;158
4312;Haaksbergen;2018;10.2;3.4;6.3;0.5;0.0;8.7;2.9;5.4;0.3;0.0;0.7;0.2;0.4;0.1;0.0;0.8;0.3;0.5;0.0;0.0;158
4313;Haaksbergen;2019;10.2;3.4;6.2;0.5;0.1;8.7;2.9;5.4;0.3;0.0;0.7;0.2;0.4;0.1;0.0;0.8;0.3;0.4;0.0;0.0;158
4314;Haaksbergen;2020;10.2;3.5;6.2;0.5;0.1;8.7;2.9;5.4;0.3;0.0;0.7;0.2;0.4;0.1;0.0;0.8;0.3;0.4;0.0;0.0;158
4315;Haaksbergen;2021;10.2;3.5;6.1;0.5;0.1;8.7;3.0;5.3;0.3;0.0;0.8;0.3;0.4;0.1;0.0;0.8;0.3;0.4;0.0;0.0;158
4316;Haaksbergen;2022;10.2;3.6;6.1;0.5;0.1;8.6;3.0;5.3;0.3;0.0;0.8;0.2;0.4;0.1;0.0;0.8;0.3;0.4;0.0;0.0;158
4317;Haaksbergen;2023;10.2;3.6;6.1;0.5;0.1;8.6;3.0;5.3;0.3;0.0;0.8;0.3;0.4;0.1;0.0;0.8;0.3;0.4;0.0;0.0;158
4318;Haaksbergen;2024;10.2;3.6;6.1;0.5;0.1;8.6;3.0;5.3;0.3;0.0;0.8;0.3;0.4;0.1;0.0;0.8;0.3;0.4;0.0;0.0;158
4319;Haaksbergen;2025;10.2;3.7;6.0;0.5;0.1;8.6;3.0;5.2;0.3;0.0;0.9;0.3;0.4;0.1;0.0;0.8;0.3;0.4;0.0;0.0;158
4320;Haaren;2008;5.1;1.1;3.6;0.2;0.0;4.7;1.1;3.5;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.2;0.1;0.2;0.0;0.0;788
4321;Haaren;2009;5.1;1.2;3.6;0.2;0.0;4.7;1.1;3.4;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.2;0.1;0.1;0.0;0.0;788
4322;Haaren;2010;5.1;1.2;3.6;0.2;0.0;4.7;1.1;3.4;0.2;0.0;0.1;0.0;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;788
4323;Haaren;2011;5.1;1.3;3.6;0.2;0.0;4.8;1.2;3.4;0.2;0.0;0.1;0.0;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;788
4324;Haaren;2012;5.2;1.3;3.6;0.2;0.0;4.8;1.2;3.4;0.2;0.0;0.2;0.0;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;788
4325;Haaren;2013;5.2;1.4;3.5;0.2;0.0;4.8;1.3;3.3;0.2;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;788
4326;Haaren;2014;5.2;1.5;3.5;0.2;0.0;4.8;1.3;3.3;0.2;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;788
4327;Haaren;2015;5.3;1.5;3.5;0.2;0.0;4.9;1.4;3.3;0.2;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;788
4328;Haaren;2016;5.3;1.5;3.5;0.2;0.0;4.9;1.4;3.3;0.2;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;788
4329;Haaren;2017;5.3;1.6;3.5;0.2;0.0;4.9;1.4;3.3;0.2;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;788
4330;Haaren;2018;5.4;1.6;3.5;0.2;0.0;4.9;1.4;3.3;0.2;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;788
4331;Haaren;2019;5.4;1.6;3.5;0.2;0.0;4.9;1.4;3.3;0.2;0.0;0.2;0.1;0.1;0.1;0.0;0.2;0.1;0.1;0.0;0.0;788
4332;Haaren;2020;5.4;1.6;3.5;0.2;0.0;5.0;1.5;3.3;0.2;0.0;0.2;0.1;0.1;0.1;0.0;0.2;0.1;0.1;0.0;0.0;788
4333;Haaren;2021;5.4;1.7;3.5;0.2;0.0;5.0;1.5;3.3;0.2;0.0;0.2;0.1;0.1;0.1;0.0;0.2;0.1;0.1;0.0;0.0;788
4334;Haaren;2022;5.5;1.7;3.5;0.2;0.0;5.0;1.5;3.3;0.2;0.0;0.2;0.1;0.1;0.1;0.0;0.2;0.1;0.1;0.0;0.0;788
4335;Haaren;2023;5.5;1.7;3.5;0.2;0.0;5.0;1.5;3.3;0.2;0.0;0.3;0.1;0.1;0.1;0.0;0.2;0.1;0.1;0.0;0.0;788
4336;Haaren;2024;5.5;1.7;3.6;0.2;0.0;5.0;1.5;3.3;0.1;0.0;0.3;0.1;0.1;0.1;0.0;0.2;0.1;0.1;0.0;0.0;788
4337;Haaren;2025;5.5;1.7;3.6;0.3;0.0;5.0;1.5;3.3;0.2;0.0;0.3;0.1;0.1;0.1;0.0;0.2;0.1;0.1;0.0;0.0;788
4338;Haarlem;2008;71.7;32.4;33.8;5.1;0.4;55.5;25.4;26.3;3.6;0.2;7.5;2.8;3.6;1.0;0.1;8.7;4.2;3.9;0.5;0.1;392
4339;Haarlem;2009;71.8;32.7;33.5;5.2;0.4;55.2;25.4;26.0;3.6;0.2;7.8;3.0;3.6;1.0;0.1;8.9;4.4;3.9;0.6;0.1;392
4340;Haarlem;2010;72.0;33.0;33.2;5.3;0.4;55.1;25.4;25.7;3.7;0.2;7.9;3.1;3.6;1.1;0.1;9.0;4.4;3.9;0.6;0.1;392
4341;Haarlem;2011;72.3;33.4;33.0;5.4;0.4;55.0;25.6;25.5;3.7;0.2;8.1;3.3;3.6;1.1;0.1;9.1;4.5;3.9;0.6;0.1;392
4342;Haarlem;2012;72.6;33.8;32.8;5.5;0.4;55.0;25.8;25.3;3.7;0.2;8.3;3.4;3.7;1.1;0.1;9.3;4.7;3.9;0.7;0.1;392
4343;Haarlem;2013;72.9;34.3;32.7;5.5;0.4;55.1;26.0;25.1;3.7;0.2;8.5;3.5;3.7;1.1;0.1;9.4;4.8;3.9;0.7;0.1;392
4344;Haarlem;2014;73.3;34.7;32.6;5.5;0.5;55.1;26.3;24.9;3.6;0.2;8.7;3.6;3.8;1.1;0.1;9.5;4.9;3.9;0.7;0.1;392
4345;Haarlem;2015;73.6;35.2;32.5;5.5;0.5;55.1;26.5;24.7;3.6;0.3;8.8;3.7;3.8;1.2;0.1;9.7;5.0;3.9;0.7;0.1;392
4346;Haarlem;2016;74.0;35.6;32.4;5.5;0.5;55.2;26.7;24.7;3.6;0.2;9.0;3.8;3.9;1.2;0.1;9.8;5.1;3.9;0.7;0.1;392
4347;Haarlem;2017;74.4;36.0;32.4;5.5;0.5;55.2;26.8;24.6;3.6;0.2;9.2;4.0;3.9;1.2;0.1;10.0;5.2;3.9;0.7;0.1;392
4348;Haarlem;2018;74.8;36.4;32.4;5.5;0.5;55.3;27.0;24.5;3.5;0.2;9.4;4.1;3.9;1.2;0.1;10.1;5.3;4.0;0.7;0.1;392
4349;Haarlem;2019;75.1;37.0;32.3;5.4;0.5;55.3;27.3;24.3;3.5;0.3;9.6;4.3;4.0;1.2;0.1;10.2;5.4;4.0;0.7;0.1;392
4350;Haarlem;2020;75.5;37.4;32.2;5.4;0.4;55.4;27.5;24.2;3.4;0.2;9.8;4.4;4.0;1.2;0.1;10.3;5.5;4.0;0.7;0.1;392
4351;Haarlem;2021;75.8;37.9;32.1;5.4;0.4;55.5;27.7;24.1;3.4;0.2;10.0;4.6;4.0;1.3;0.1;10.4;5.6;4.0;0.7;0.1;392
4352;Haarlem;2022;76.3;38.4;32.0;5.4;0.5;55.6;28.1;23.9;3.4;0.2;10.2;4.7;4.1;1.3;0.1;10.5;5.7;4.0;0.7;0.1;392
4353;Haarlem;2023;76.6;38.9;31.9;5.3;0.5;55.6;28.3;23.8;3.3;0.2;10.3;4.8;4.1;1.3;0.1;10.6;5.8;4.1;0.7;0.1;392
4354;Haarlem;2024;76.8;39.2;31.9;5.3;0.5;55.6;28.4;23.6;3.3;0.2;10.5;4.9;4.1;1.3;0.1;10.8;5.8;4.1;0.7;0.1;392
4355;Haarlem;2025;77.0;39.5;31.8;5.2;0.5;55.5;28.6;23.5;3.2;0.2;10.7;5.0;4.2;1.3;0.1;10.8;5.9;4.1;0.7;0.1;392
4356;Haarlemmerliede en Spaarnwoude;2008;2.2;0.7;1.4;0.1;0.0;1.9;0.6;1.2;0.1;0.0;0.1;0.0;0.1;0.0;0.0;0.2;0.0;0.1;0.0;0.0;393
4357;Haarlemmerliede en Spaarnwoude;2009;2.2;0.7;1.4;0.1;0.0;1.9;0.6;1.2;0.1;0.0;0.1;0.0;0.1;0.0;0.0;0.2;0.0;0.1;0.0;0.0;393
4358;Haarlemmerliede en Spaarnwoude;2010;2.2;0.7;1.4;0.1;0.0;1.9;0.6;1.2;0.1;0.0;0.1;0.0;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;393
4359;Haarlemmerliede en Spaarnwoude;2011;2.2;0.7;1.4;0.2;0.0;1.9;0.6;1.2;0.1;0.0;0.1;0.0;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;393
4360;Haarlemmerliede en Spaarnwoude;2012;2.2;0.8;1.3;0.2;0.0;1.9;0.6;1.2;0.1;0.0;0.1;0.0;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;393
4361;Haarlemmerliede en Spaarnwoude;2013;2.3;0.8;1.3;0.1;0.0;1.9;0.7;1.2;0.1;0.0;0.1;0.0;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;393
4362;Haarlemmerliede en Spaarnwoude;2014;2.3;0.8;1.3;0.1;0.0;1.9;0.7;1.1;0.1;0.0;0.1;0.0;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;393
4363;Haarlemmerliede en Spaarnwoude;2015;2.3;0.8;1.3;0.2;0.0;1.9;0.7;1.1;0.1;0.0;0.1;0.0;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;393
4364;Haarlemmerliede en Spaarnwoude;2016;2.3;0.8;1.3;0.2;0.0;1.9;0.7;1.1;0.1;0.0;0.1;0.0;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;393
4365;Haarlemmerliede en Spaarnwoude;2017;2.3;0.8;1.3;0.2;0.0;1.9;0.7;1.1;0.1;0.0;0.1;0.0;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;393
4366;Haarlemmerliede en Spaarnwoude;2018;2.3;0.8;1.3;0.2;0.0;1.9;0.7;1.1;0.1;0.0;0.2;0.0;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;393
4367;Haarlemmerliede en Spaarnwoude;2019;2.3;0.8;1.3;0.1;0.0;1.9;0.7;1.1;0.1;0.0;0.2;0.0;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;393
4368;Haarlemmerliede en Spaarnwoude;2020;2.3;0.8;1.3;0.1;0.0;1.9;0.7;1.1;0.1;0.0;0.2;0.0;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;393
4369;Haarlemmerliede en Spaarnwoude;2021;2.3;0.8;1.3;0.1;0.0;1.9;0.7;1.1;0.1;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;393
4370;Haarlemmerliede en Spaarnwoude;2022;2.3;0.8;1.3;0.1;0.0;1.9;0.7;1.1;0.1;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;393
4371;Haarlemmerliede en Spaarnwoude;2023;2.3;0.8;1.3;0.1;0.0;1.9;0.7;1.1;0.1;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;393
4372;Haarlemmerliede en Spaarnwoude;2024;2.3;0.9;1.3;0.1;0.0;1.9;0.7;1.0;0.1;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;393
4373;Haarlemmerliede en Spaarnwoude;2025;2.3;0.9;1.3;0.1;0.0;1.9;0.7;1.0;0.1;0.0;0.2;0.1;0.1;0.0;0.0;0.2;0.1;0.1;0.0;0.0;393
4374;Haarlemmermeer;2008;56.7;15.8;36.9;3.7;0.3;44.3;12.4;29.3;2.5;0.2;5.9;1.6;3.5;0.7;0.1;6.4;1.8;4.1;0.5;0.0;394
4375;Haarlemmermeer;2009;57.6;16.4;37.2;3.8;0.3;44.8;12.8;29.3;2.5;0.1;6.2;1.7;3.6;0.8;0.1;6.6;1.9;4.2;0.5;0.0;394
4376;Haarlemmermeer;2010;58.5;16.9;37.4;3.8;0.3;45.2;13.1;29.4;2.5;0.2;6.5;1.8;3.8;0.8;0.1;6.8;2.0;4.3;0.5;0.1;394
4377;Haarlemmermeer;2011;59.4;17.5;37.7;3.9;0.3;45.7;13.5;29.5;2.5;0.2;6.8;1.9;3.9;0.9;0.1;6.9;2.1;4.3;0.5;0.1;394
4378;Haarlemmermeer;2012;60.3;18.0;38.0;3.9;0.3;46.1;13.8;29.6;2.5;0.1;7.1;2.1;4.0;0.9;0.1;7.2;2.2;4.4;0.5;0.1;394
4379;Haarlemmermeer;2013;61.2;18.6;38.4;4.0;0.3;46.5;14.1;29.7;2.5;0.1;7.4;2.2;4.2;1.0;0.1;7.3;2.2;4.5;0.5;0.1;394
4380;Haarlemmermeer;2014;62.1;19.1;38.7;4.0;0.3;46.9;14.5;29.7;2.5;0.2;7.7;2.3;4.4;1.0;0.1;7.5;2.3;4.6;0.5;0.1;394
4381;Haarlemmermeer;2015;63.0;19.6;39.0;4.0;0.3;47.4;14.8;29.8;2.5;0.2;8.0;2.4;4.6;1.0;0.1;7.6;2.4;4.7;0.5;0.1;394
4382;Haarlemmermeer;2016;63.9;20.2;39.3;4.1;0.3;47.8;15.2;29.9;2.5;0.2;8.4;2.5;4.7;1.0;0.1;7.8;2.5;4.7;0.5;0.1;394
4383;Haarlemmermeer;2017;64.8;20.7;39.6;4.1;0.3;48.3;15.6;29.9;2.5;0.2;8.6;2.6;4.9;1.1;0.1;7.9;2.5;4.8;0.5;0.1;394
4384;Haarlemmermeer;2018;65.7;21.2;40.0;4.1;0.3;48.6;15.9;30.0;2.5;0.2;8.9;2.7;5.0;1.1;0.1;8.1;2.6;4.9;0.5;0.1;394
4385;Haarlemmermeer;2019;66.6;21.8;40.3;4.2;0.3;49.0;16.3;30.1;2.5;0.2;9.2;2.8;5.2;1.1;0.1;8.3;2.8;5.0;0.5;0.1;394
4386;Haarlemmermeer;2020;67.5;22.3;40.6;4.2;0.3;49.5;16.7;30.2;2.5;0.2;9.6;2.9;5.4;1.2;0.1;8.5;2.8;5.1;0.5;0.1;394
4387;Haarlemmermeer;2021;68.4;22.9;41.0;4.2;0.4;49.9;17.0;30.3;2.5;0.2;9.9;3.0;5.6;1.2;0.1;8.6;2.9;5.1;0.5;0.1;394
4388;Haarlemmermeer;2022;69.3;23.3;41.4;4.2;0.4;50.3;17.3;30.4;2.4;0.2;10.2;3.1;5.8;1.2;0.1;8.8;2.9;5.2;0.5;0.1;394
4389;Haarlemmermeer;2023;70.2;23.9;41.8;4.2;0.4;50.7;17.6;30.5;2.4;0.2;10.5;3.2;6.0;1.2;0.1;9.0;3.1;5.3;0.6;0.1;394
4390;Haarlemmermeer;2024;71.1;24.4;42.1;4.2;0.4;51.1;17.9;30.6;2.4;0.2;10.9;3.3;6.2;1.3;0.1;9.1;3.1;5.3;0.6;0.1;394
4391;Haarlemmermeer;2025;72.0;25.0;42.4;4.2;0.4;51.5;18.4;30.6;2.4;0.2;11.2;3.5;6.3;1.3;0.1;9.3;3.2;5.4;0.6;0.1;394
4392;Halderberge;2008;12.1;3.1;8.3;0.6;0.1;10.7;2.7;7.5;0.5;0.0;0.7;0.2;0.4;0.1;0.0;0.7;0.2;0.5;0.0;0.0;1655
4393;Halderberge;2009;12.2;3.2;8.3;0.6;0.1;10.7;2.8;7.4;0.5;0.0;0.7;0.2;0.4;0.1;0.0;0.7;0.2;0.5;0.0;0.0;1655
4394;Halderberge;2010;12.2;3.3;8.2;0.6;0.1;10.8;2.9;7.4;0.5;0.0;0.7;0.2;0.4;0.1;0.0;0.7;0.2;0.4;0.0;0.0;1655
4395;Halderberge;2011;12.3;3.4;8.2;0.6;0.1;10.8;3.0;7.3;0.5;0.0;0.8;0.2;0.4;0.1;0.0;0.7;0.2;0.4;0.0;0.0;1655
4396;Halderberge;2012;12.3;3.5;8.1;0.6;0.1;10.8;3.0;7.3;0.5;0.0;0.8;0.2;0.4;0.1;0.0;0.7;0.2;0.4;0.0;0.0;1655
4397;Halderberge;2013;12.4;3.6;8.1;0.7;0.1;10.9;3.1;7.2;0.5;0.0;0.8;0.3;0.4;0.1;0.0;0.7;0.2;0.4;0.0;0.0;1655
4398;Halderberge;2014;12.5;3.7;8.1;0.7;0.1;10.9;3.1;7.2;0.5;0.0;0.8;0.3;0.4;0.1;0.0;0.7;0.3;0.4;0.0;0.0;1655
4399;Halderberge;2015;12.5;3.8;8.0;0.7;0.1;10.9;3.2;7.2;0.5;0.0;0.8;0.3;0.4;0.1;0.0;0.8;0.3;0.4;0.1;0.0;1655
4400;Halderberge;2016;12.5;3.8;8.0;0.7;0.1;10.9;3.3;7.2;0.5;0.0;0.9;0.3;0.4;0.1;0.0;0.7;0.3;0.4;0.1;0.0;1655
4401;Halderberge;2017;12.6;3.9;8.0;0.6;0.1;10.9;3.3;7.1;0.4;0.0;0.9;0.3;0.4;0.1;0.0;0.7;0.3;0.4;0.1;0.0;1655
4402;Halderberge;2018;12.6;3.9;8.0;0.6;0.1;10.9;3.3;7.1;0.4;0.0;0.9;0.3;0.5;0.1;0.0;0.8;0.3;0.4;0.1;0.0;1655
4403;Halderberge;2019;12.6;4.0;8.0;0.6;0.1;10.9;3.4;7.1;0.4;0.0;1.0;0.3;0.5;0.1;0.0;0.8;0.3;0.4;0.1;0.0;1655
4404;Halderberge;2020;12.7;4.1;7.9;0.6;0.1;10.9;3.4;7.1;0.4;0.1;1.0;0.3;0.5;0.1;0.0;0.8;0.3;0.4;0.1;0.0;1655
4405;Halderberge;2021;12.7;4.1;7.9;0.6;0.1;10.9;3.4;7.0;0.4;0.0;1.0;0.3;0.5;0.1;0.0;0.8;0.3;0.4;0.1;0.0;1655
4406;Halderberge;2022;12.7;4.2;7.9;0.6;0.1;10.9;3.5;7.0;0.4;0.0;1.0;0.4;0.5;0.2;0.0;0.8;0.3;0.4;0.1;0.0;1655
4407;Halderberge;2023;12.8;4.2;7.8;0.6;0.1;10.9;3.5;7.0;0.4;0.0;1.1;0.4;0.5;0.2;0.0;0.8;0.3;0.4;0.1;0.0;1655
