ID;Persoonskenmerken;Perioden;Bevolking15Tot65Jaar_1;WerkzameBeroepsbevolking_2;WilWerkVoor12UurOfMeer_3;TotaalKanOpKorteTermijnBeginnen_4;Afgelopen4WekenGezochtWerklozen_5;TotaalAfgelopen4WekenNietGezocht_6;WelAfgelopen6MaandenGezocht_7;TotaalNietAfgelopen6MaandenGezocht_8;VanwegeWeinigResultaatOntmoedigden_9;OverigeRedenen_10;KanNietOpKorteTermijnBeginnen_11;WilOfKanGeen12UurPerWeekWerken_12;ZorgVoorGezinOfHuishouden_13;OpleidingStudie_14;VUTPensioenHogeLeeftijd_15;ZiekteArbeidsongeschiktheid_16;AndereRedenen_17;NietBeroepsbevolking_18
16;10000;2003, 4e kwartaal;10913;6945;769;649;417.0;232.0;79.0;153.0;45.0;109.0;120.0;3199;573.0;977.0;550.0;764;335;3551
17;10000;2004;10925;6941;861;727;476.0;251.0;91.0;160.0;49.0;112.0;134.0;3122;540.0;939.0;561.0;736;348;3508
18;10000;2004, 1e kwartaal;10919;6894;852;720;488.0;232.0;80.0;152.0;45.0;107.0;132.0;3173;562.0;972.0;561.0;723;354;3537
19;10000;2004, 2e kwartaal;10923;6933;877;725;489.0;236.0;84.0;151.0;46.0;105.0;152.0;3113;543.0;915.0;562.0;738;355;3501
20;10000;2004, 3e kwartaal;10927;7004;879;753;467.0;287.0;107.0;179.0;50.0;130.0;126.0;3043;537.0;855.0;560.0;737;354;3456
21;10000;2004, 4e kwartaal;10931;6933;837;710;460.0;251.0;92.0;159.0;55.0;104.0;127.0;3161;517.0;1013.0;559.0;745;327;3538
22;10000;2005;10940;6973;904;747;482.0;265.0;101.0;165.0;53.0;112.0;157.0;3063;509.0;965.0;567.0;707;316;3485
23;10000;2005, 1e kwartaal;10935;6881;929;761;510.0;252.0;90.0;161.0;58.0;104.0;168.0;3125;507.0;999.0;559.0;711;348;3544
24;10000;2005, 2e kwartaal;10938;6959;923;750;493.0;257.0;92.0;165.0;51.0;114.0;173.0;3056;517.0;953.0;570.0;708;308;3486
25;10000;2005, 3e kwartaal;10941;7042;915;766;476.0;290.0;118.0;173.0;53.0;120.0;149.0;2985;526.0;893.0;569.0;701;297;3424
26;10000;2005, 4e kwartaal;10945;7010;848;711;448.0;263.0;103.0;160.0;50.0;109.0;137.0;3087;485.0;1017.0;568.0;706;311;3486
27;10000;2006;10952;7097;822;679;410.0;269.0;100.0;169.0;51.0;118.0;143.0;3032;440.0;983.0;575.0;704;329;3444
28;10000;2006, 1e kwartaal;10948;6994;875;742;466.0;276.0;104.0;172.0;52.0;120.0;133.0;3079;473.0;1029.0;587.0;677;313;3487
29;10000;2006, 2e kwartaal;10950;7060;853;690;417.0;273.0;99.0;174.0;54.0;120.0;163.0;3037;440.0;972.0;584.0;702;339;3473
30;10000;2006, 3e kwartaal;10953;7170;811;674;387.0;287.0;112.0;175.0;54.0;121.0;137.0;2972;428.0;910.0;579.0;717;338;3396
31;10000;2006, 4e kwartaal;10956;7165;750;611;370.0;241.0;86.0;155.0;44.0;111.0;138.0;3041;421.0;1021.0;551.0;722;326;3421
32;10000;2007;10968;7309;734;578;344.0;235.0;89.0;146.0;40.0;106.0;156.0;2925;396.0;949.0;532.0;695;352;3315
33;10000;2007, 1e kwartaal;10960;7178;795;637;396.0;240.0;84.0;157.0;46.0;111.0;158.0;2988;416.0;1005.0;531.0;694;341;3386
34;10000;2007, 2e kwartaal;10965;7290;752;577;349.0;228.0;87.0;141.0;39.0;102.0;176.0;2923;397.0;942.0;527.0;709;347;3327
35;10000;2007, 3e kwartaal;10971;7400;727;582;326.0;256.0;98.0;159.0;40.0;118.0;145.0;2844;404.0;853.0;537.0;685;365;3246
36;10000;2007, 4e kwartaal;10977;7370;662;518;303.0;215.0;87.0;128.0;35.0;93.0;145.0;2944;364.0;996.0;534.0;693;357;3304
37;10000;2008;10997;7501;657;507;300.0;207.0;72.0;136.0;37.0;99.0;149.0;2839;369.0;950.0;511.0;667;342;3196
38;10000;2008, 1e kwartaal;10984;7396;671;533;329.0;203.0;77.0;127.0;38.0;89.0;139.0;2916;374.0;999.0;531.0;664;350;3258
39;10000;2008, 2e kwartaal;10992;7495;677;509;304.0;205.0;66.0;139.0;38.0;101.0;168.0;2820;375.0;934.0;514.0;664;333;3193
40;10000;2008, 3e kwartaal;11001;7578;662;516;286.0;230.0;82.0;148.0;38.0;111.0;146.0;2761;367.0;874.0;500.0;665;356;3137
41;10000;2008, 4e kwartaal;11010;7534;618;472;281.0;191.0;61.0;130.0;35.0;95.0;146.0;2858;362.0;992.0;498.0;675;331;3194
42;10000;2009;11014;7469;763;608;377.0;231.0;81.0;150.0;43.0;108.0;154.0;2782;341.0;958.0;472.0;678;332;3167
43;10000;2009, 1e kwartaal;11014;7500;702;555;344.0;211.0;69.0;142.0;43.0;99.0;147.0;2813;341.0;993.0;473.0;668;339;3170
44;10000;2009, 2e kwartaal;11014;7495;778;603;369.0;234.0;78.0;156.0;46.0;110.0;175.0;2741;354.0;925.0;482.0;668;312;3149
45;10000;2009, 3e kwartaal;11014;7499;788;637;390.0;247.0;90.0;157.0;41.0;116.0;151.0;2726;342.0;888.0;471.0;688;336;3124
46;10000;2009, 4e kwartaal;11013;7382;783;638;406.0;232.0;86.0;146.0;40.0;106.0;145.0;2848;326.0;1027.0;462.0;689;344;3225
47;10000;2010;11017;7391;825;664;426.0;238.0;82.0;156.0;46.0;110.0;162.0;2801;324.0;1018.0;463.0;677;319;3200
48;10000;2010, 1e kwartaal;11014;7312;861;709;467.0;242.0;87.0;155.0;44.0;111.0;153.0;2841;335.0;1043.0;448.0;680;334;3235
49;10000;2010, 2e kwartaal;11016;7370;871;687;437.0;251.0;93.0;157.0;46.0;111.0;184.0;2775;334.0;983.0;464.0;683;312;3210
50;10000;2010, 3e kwartaal;11018;7455;816;654;410.0;243.0;84.0;159.0;50.0;110.0;163.0;2747;309.0;962.0;468.0;681;326;3153
51;10000;2010, 4e kwartaal;11020;7426;753;605;390.0;215.0;62.0;153.0;45.0;108.0;147.0;2842;319.0;1086.0;472.0;662;303;3205
52;10000;2011;10994;7392;817;644;419.0;225.0;62.0;163.0;46.0;118.0;173.0;2785;326.0;1052.0;445.0;649;313;3183
53;10000;2011, 1e kwartaal;11015;7359;803;639;418.0;221.0;60.0;161.0;45.0;117.0;164.0;2853;320.0;1110.0;463.0;641;319;3238
54;10000;2011, 2e kwartaal;11001;7375;815;619;398.0;221.0;61.0;160.0;43.0;117.0;196.0;2811;335.0;1044.0;452.0;652;327;3228
55;10000;2011, 3e kwartaal;10987;7435;832;668;422.0;246.0;66.0;180.0;45.0;135.0;164.0;2721;327.0;971.0;447.0;655;321;3131
56;10000;2011, 4e kwartaal;10973;7400;818;651;439.0;212.0;61.0;151.0;49.0;101.0;167.0;2755;321.0;1082.0;418.0;649;286;3134
57;10000;2012;10992;7387;928;746;507.0;239.0;65.0;174.0;59.0;115.0;182.0;2678;306.0;1036.0;381.0;649;306;3098
58;10000;2012, 1e kwartaal;10973;7350;883;710;484.0;226.0;63.0;163.0;53.0;110.0;173.0;2740;320.0;1081.0;406.0;632;302;3139
59;10000;2012, 2e kwartaal;10986;7390;929;727;491.0;236.0;56.0;180.0;57.0;123.0;202.0;2667;305.0;1031.0;392.0;654;284;3105
60;10000;2012, 3e kwartaal;10999;7442;953;788;512.0;276.0;78.0;198.0;67.0;131.0;165.0;2604;297.0;965.0;374.0;647;322;3045
61;10000;2012, 4e kwartaal;11011;7366;946;758;540.0;218.0;62.0;156.0;59.0;98.0;188.0;2700;301.0;1066.0;352.0;663;317;3105
62;10000;2013;11013;7283;1158;940;656.0;284.0;91.0;194.0;70.0;124.0;218.0;2572;286.0;1013.0;307.0;652;314;3074
63;10000;2013, 1e kwartaal;11017;7270;1091;894;636.0;259.0;81.0;178.0;65.0;113.0;197.0;2656;289.0;1054.0;336.0;661;316;3111
64;10000;2013, 2e kwartaal;11015;7289;1198;941;661.0;281.0;87.0;194.0;70.0;124.0;257.0;2527;287.0;975.0;315.0;644;306;3065
65;10000;2013, 3e kwartaal;11012;7323;1204;999;680.0;319.0;105.0;213.0;73.0;140.0;205.0;2486;286.0;942.0;297.0;641;319;3009
66;10000;2013, 4e kwartaal;11010;7251;1139;927;648.0;279.0;89.0;190.0;73.0;116.0;212.0;2620;282.0;1080.0;282.0;660;316;3111
67;10000;2014, 1e kwartaal;11002;7141;1201;994;704.0;290.0;92.0;198.0;72.0;126.0;207.0;2660;284.0;1114.0;270.0;670;323;3157
68;10000;2014, 2e kwartaal;10988;7191;1217;956;672.0;284.0;92.0;191.0;70.0;121.0;261.0;2579;287.0;1032.0;260.0;680;321;3124
69;10000;2014 3e kwartaal;10973;7284;1174;956;630.0;325.0;115.0;210.0;73.0;137.0;218.0;2516;293.0;971.0;249.0;686;317;3060
70;10000;2014, 4e kwartaal;10959;7243;1091;883;617.0;266.0;81.0;185.0;69.0;116.0;209.0;2624;277.0;1109.0;248.0;697;293;3099
71;10000;2014;10980;7215;1171;947;656.0;291.0;95.0;196.0;71.0;125.0;224.0;2595;285.0;1057.0;257.0;682;313;3110
72;15400;2000;5434;4162;279;212;114.0;98.0;26.0;72.0;29.0;43.0;67.0;994;13.0;446.0;198.0;241;96;1159
73;15400;2001 voor revisie;5470;4185;263;193;109.0;85.0;22.0;63.0;23.0;41.0;70.0;1022;15.0;442.0;211.0;256;98;1176
74;15400;2001 na revisie;5468;4176;226;176;109.0;68.0;22.0;46.0;15.0;31.0;49.0;1066;11.0;441.0;237.0;303;74;1183
75;15400;2001, 1e kwartaal;5455;4145;234;188;122.0;65.0;22.0;43.0;15.0;28.0;47.0;1076;11.0;467.0;234.0;293;70;1188
76;15400;2001, 2e kwartaal;5464;4165;226;172;105.0;68.0;19.0;48.0;14.0;34.0;53.0;1074;11.0;442.0;233.0;310;79;1195
77;15400;2001, 3e kwartaal;5473;4216;233;185;108.0;77.0;28.0;49.0;17.0;32.0;48.0;1024;11.0;388.0;244.0;309;72;1149
78;15400;2001, 4e kwartaal;5481;4180;210;161;99.0;62.0;18.0;44.0;15.0;29.0;49.0;1091;9.0;468.0;237.0;303;74;1203
79;15400;2002;5497;4176;269;218;147.0;71.0;25.0;46.0;13.0;32.0;50.0;1052;7.0;442.0;242.0;169;192;1174
80;15400;2002, 1e kwartaal;5489;4155;247;202;130.0;71.0;24.0;47.0;13.0;34.0;46.0;1086;9.0;476.0;244.0;110;247;1203
81;15400;2002, 2e kwartaal;5494;4185;275;209;141.0;68.0;21.0;46.0;14.0;32.0;66.0;1035;7.0;434.0;234.0;225;135;1169
82;15400;2002, 3e kwartaal;5500;4206;286;240;159.0;81.0;29.0;53.0;16.0;37.0;45.0;1008;6.0;400.0;243.0;152;207;1135
83;15400;2002, 4e kwartaal;5506;4158;267;223;159.0;64.0;27.0;37.0;10.0;26.0;44.0;1081;9.0;457.0;248.0;187;180;1189
84;15400;2003;5512;4111;341;292;206.0;86.0;32.0;53.0;19.0;34.0;49.0;1060;10.0;454.0;248.0;254;93;1194
85;15400;2003, 1e kwartaal;5509;4108;328;273;190.0;83.0;30.0;53.0;17.0;36.0;55.0;1074;10.0;472.0;246.0;175;170;1211
86;15400;2003, 2e kwartaal;5511;4115;347;291;206.0;85.0;36.0;49.0;19.0;30.0;56.0;1049;11.0;445.0;250.0;276;67;1190
87;15400;2003, 3e kwartaal;5513;4133;341;299;212.0;87.0;30.0;56.0;20.0;36.0;42.0;1038;9.0;427.0;252.0;279;71;1167
88;15400;2003, 4e kwartaal;5514;4088;348;305;216.0;89.0;33.0;55.0;19.0;36.0;43.0;1078;9.0;474.0;244.0;287;64;1210
89;15400;2004;5516;4068;385;337;247.0;90.0;36.0;53.0;16.0;37.0;49.0;1062;8.0;457.0;250.0;279;68;1201
90;15400;2004, 1e kwartaal;5515;4057;385;337;256.0;81.0;31.0;50.0;15.0;35.0;49.0;1073;10.0;472.0;247.0;272;72;1203
91;15400;2004, 2e kwartaal;5516;4063;400;341;255.0;85.0;35.0;51.0;15.0;36.0;59.0;1052;7.0;444.0;253.0;277;70;1197
92;15400;2004, 3e kwartaal;5516;4094;389;346;240.0;106.0;44.0;62.0;17.0;45.0;43.0;1033;9.0;421.0;249.0;285;70;1182
93;15400;2004, 4e kwartaal;5516;4057;367;324;237.0;87.0;36.0;51.0;17.0;34.0;44.0;1092;7.0;490.0;252.0;282;61;1223
94;15400;2005;5517;4069;383;331;236.0;95.0;37.0;58.0;18.0;40.0;52.0;1065;8.0;473.0;254.0;264;66;1211
95;15400;2005, 1e kwartaal;5517;4032;406;350;259.0;91.0;33.0;58.0;21.0;37.0;56.0;1079;8.0;484.0;252.0;263;72;1226
96;15400;2005, 2e kwartaal;5517;4070;391;334;247.0;87.0;29.0;58.0;17.0;41.0;57.0;1056;8.0;470.0;254.0;266;58;1200
97;15400;2005, 3e kwartaal;5517;4101;380;334;227.0;108.0;45.0;63.0;17.0;46.0;46.0;1036;10.0;443.0;252.0;264;68;1190
98;15400;2005, 4e kwartaal;5517;4074;353;306;213.0;92.0;40.0;52.0;16.0;37.0;48.0;1090;6.0;498.0;257.0;263;66;1230
99;15400;2006;5517;4100;334;286;191.0;95.0;38.0;57.0;17.0;40.0;49.0;1083;7.0;482.0;260.0;268;66;1226
100;15400;2006, 1e kwartaal;5517;4060;365;320;222.0;98.0;39.0;59.0;16.0;43.0;46.0;1092;6.0;504.0;268.0;252;63;1235
101;15400;2006, 2e kwartaal;5517;4083;350;293;195.0;98.0;39.0;60.0;17.0;42.0;57.0;1084;8.0;477.0;263.0;268;68;1240
102;15400;2006, 3e kwartaal;5517;4134;319;273;177.0;96.0;39.0;57.0;17.0;40.0;46.0;1065;8.0;450.0;259.0;279;69;1206
103;15400;2006, 4e kwartaal;5517;4124;303;257;169.0;88.0;35.0;53.0;17.0;36.0;46.0;1090;7.0;498.0;248.0;272;64;1224
104;15400;2007;5521;4185;296;241;154.0;87.0;34.0;53.0;13.0;40.0;55.0;1040;8.0;463.0;239.0;258;71;1182
105;15400;2007, 1e kwartaal;5518;4139;323;265;177.0;88.0;32.0;56.0;16.0;40.0;58.0;1056;8.0;488.0;245.0;251;64;1203
106;15400;2007, 2e kwartaal;5520;4180;303;242;156.0;86.0;32.0;54.0;13.0;41.0;61.0;1037;8.0;463.0;234.0;265;67;1185
107;15400;2007, 3e kwartaal;5522;4224;290;240;143.0;96.0;37.0;59.0;14.0;45.0;50.0;1008;9.0;418.0;241.0;256;83;1154
108;15400;2007, 4e kwartaal;5524;4199;268;217;139.0;78.0;35.0;43.0;10.0;33.0;50.0;1057;7.0;483.0;237.0;260;71;1186
109;15400;2008;5533;4266;271;220;142.0;77.0;28.0;49.0;13.0;36.0;52.0;996;6.0;457.0;225.0;239;69;1125
110;15400;2008, 1e kwartaal;5527;4219;279;233;155.0;79.0;34.0;45.0;14.0;31.0;46.0;1029;7.0;478.0;231.0;244;70;1153
111;15400;2008, 2e kwartaal;5531;4269;284;224;145.0;79.0;25.0;54.0;14.0;40.0;60.0;978;6.0;447.0;227.0;238;61;1117
112;15400;2008, 3e kwartaal;5535;4309;265;215;135.0;80.0;28.0;52.0;13.0;39.0;51.0;961;7.0;423.0;220.0;235;76;1092
113;15400;2008, 4e kwartaal;5539;4267;258;207;135.0;72.0;26.0;46.0;12.0;35.0;51.0;1015;6.0;481.0;220.0;238;69;1138
114;15400;2009;5537;4200;346;289;197.0;92.0;33.0;58.0;16.0;43.0;57.0;991;7.0;463.0;208.0;239;73;1140
115;15400;2009, 1e kwartaal;5540;4237;308;253;174.0;79.0;26.0;54.0;16.0;38.0;55.0;995;6.0;476.0;205.0;230;78;1129
116;15400;2009, 2e kwartaal;5538;4221;353;286;194.0;92.0;32.0;60.0;16.0;45.0;67.0;964;7.0;446.0;211.0;233;67;1123
117;15400;2009, 3e kwartaal;5536;4205;364;308;209.0;99.0;36.0;64.0;16.0;48.0;56.0;967;8.0;433.0;207.0;243;75;1122
118;15400;2009, 4e kwartaal;5534;4138;357;308;212.0;96.0;40.0;56.0;16.0;40.0;50.0;1039;8.0;498.0;209.0;251;72;1184
119;15400;2010;5533;4119;381;317;218.0;99.0;35.0;64.0;19.0;45.0;64.0;1033;6.0;497.0;204.0;252;74;1196
120;15400;2010, 1e kwartaal;5533;4093;406;345;244.0;101.0;35.0;66.0;18.0;49.0;61.0;1035;8.0;506.0;202.0;246;73;1197
121;15400;2010, 2e kwartaal;5533;4109;398;329;225.0;104.0;38.0;65.0;21.0;45.0;70.0;1025;7.0;485.0;201.0;256;77;1199
122;15400;2010, 3e kwartaal;5533;4149;374;310;208.0;102.0;36.0;67.0;21.0;46.0;64.0;1010;5.0;466.0;202.0;258;79;1176
123;15400;2010, 4e kwartaal;5532;4124;346;286;197.0;89.0;30.0;59.0;18.0;41.0;61.0;1062;6.0;531.0;210.0;246;69;1212
124;15400;2011;5517;4095;382;317;224.0;93.0;26.0;67.0;19.0;48.0;65.0;1040;7.0;519.0;197.0;244;74;1198
125;15400;2011, 1e kwartaal;5529;4079;383;319;221.0;98.0;26.0;72.0;22.0;50.0;64.0;1067;5.0;542.0;206.0;240;74;1229
126;15400;2011, 2e kwartaal;5521;4080;390;314;218.0;96.0;28.0;68.0;18.0;50.0;76.0;1051;7.0;516.0;200.0;249;78;1222
127;15400;2011, 3e kwartaal;5513;4122;380;319;224.0;95.0;26.0;68.0;17.0;51.0;61.0;1011;6.0;480.0;198.0;247;80;1167
128;15400;2011, 4e kwartaal;5505;4098;375;316;234.0;83.0;23.0;59.0;20.0;39.0;59.0;1032;8.0;538.0;184.0;239;63;1173
129;15400;2012;5519;4069;444;372;274.0;98.0;29.0;69.0;21.0;47.0;72.0;1006;7.0;517.0;167.0;241;74;1176
130;15400;2012, 1e kwartaal;5505;4068;414;349;261.0;87.0;25.0;62.0;19.0;44.0;65.0;1023;6.0;535.0;179.0;230;73;1176
131;15400;2012, 2e kwartaal;5514;4078;439;359;267.0;92.0;24.0;68.0;21.0;47.0;80.0;998;7.0;518.0;171.0;240;63;1170
132;15400;2012, 3e kwartaal;5523;4089;463;399;279.0;120.0;38.0;82.0;23.0;59.0;64.0;971;6.0;480.0;164.0;242;78;1155
133;15400;2012, 4e kwartaal;5532;4041;459;381;289.0;91.0;30.0;62.0;23.0;39.0;78.0;1032;7.0;535.0;153.0;253;83;1201
134;15400;2013;5533;3999;557;472;355.0;118.0;39.0;79.0;27.0;52.0;85.0;977;7.0;512.0;126.0;248;84;1179
135;15400;2013, 1e kwartaal;5535;3989;528;455;345.0;110.0;39.0;71.0;25.0;46.0;73.0;1019;8.0;533.0;139.0;256;83;1202
136;15400;2013, 2e kwartaal;5534;3997;582;480;364.0;115.0;34.0;82.0;28.0;54.0;102.0;955;8.0;493.0;130.0;246;78;1172
137;15400;2013, 3e kwartaal;5532;4021;572;490;364.0;127.0;41.0;86.0;28.0;58.0;82.0;939;6.0;483.0;119.0;243;89;1148
138;15400;2013, 4e kwartaal;5530;3989;547;464;347.0;118.0;41.0;76.0;26.0;50.0;83.0;994;6.0;541.0;115.0;247;85;1194
139;15400;2014, 1e kwartaal;5525;3944;568;485;372.0;114.0;35.0;78.0;28.0;51.0;82.0;1013;5.0;560.0;113.0;250;86;1209
140;15400;2014, 2e kwartaal;5515;3974;567;460;350.0;110.0;35.0;76.0;26.0;50.0;106.0;974;7.0;520.0;111.0;251;86;1191
141;15400;2014 3e kwartaal;5506;4017;540;453;323.0;130.0;46.0;84.0;26.0;58.0;87.0;948;8.0;485.0;101.0;255;99;1165
142;15400;2014, 4e kwartaal;5496;3990;499;413;315.0;97.0;29.0;68.0;27.0;41.0;86.0;1008;8.0;561.0;99.0;251;88;1191
143;15400;2014;5510;3981;543;453;340.0;113.0;36.0;77.0;27.0;50.0;91.0;986;7.0;532.0;106.0;252;90;1189
144;15450;2000;5295;2755;439;310;157.0;153.0;37.0;116.0;37.0;79.0;129.0;2100;863.0;452.0;74.0;329;382;2382
145;15450;2001 voor revisie;5332;2836;413;283;143.0;139.0;37.0;102.0;33.0;70.0;130.0;2082;879.0;438.0;88.0;356;322;2352
146;15450;2001 na revisie;5332;2759;363;266;143.0;122.0;41.0;81.0;22.0;59.0;98.0;2210;755.0;448.0;137.0;451;419;2430
147;15450;2001, 1e kwartaal;5318;2697;385;287;155.0;132.0;44.0;88.0;31.0;57.0;98.0;2236;758.0;479.0;130.0;435;435;2466
148;15450;2001, 2e kwartaal;5327;2751;358;246;127.0;119.0;40.0;79.0;16.0;63.0;112.0;2218;760.0;448.0;135.0;446;428;2449
149;15450;2001, 3e kwartaal;5337;2809;360;268;148.0;120.0;43.0;77.0;19.0;58.0;91.0;2168;767.0;394.0;142.0;452;412;2379
150;15450;2001, 4e kwartaal;5346;2779;351;262;143.0;119.0;39.0;80.0;22.0;58.0;89.0;2217;734.0;472.0;139.0;471;400;2425
151;15450;2002;5366;2834;377;277;155.0;122.0;40.0;82.0;19.0;62.0;101.0;2155;648.0;458.0;273.0;260;515;2377
152;15450;2002, 1e kwartaal;5355;2761;365;270;152.0;117.0;38.0;79.0;18.0;61.0;95.0;2229;688.0;494.0;233.0;181;632;2441
153;15450;2002, 2e kwartaal;5362;2805;389;267;148.0;119.0;37.0;82.0;19.0;63.0;122.0;2168;665.0;450.0;271.0;330;451;2410
154;15450;2002, 3e kwartaal;5370;2889;395;298;162.0;135.0;47.0;88.0;19.0;69.0;97.0;2086;629.0;410.0;289.0;244;514;2318
155;15450;2002, 4e kwartaal;5377;2881;361;272;157.0;115.0;37.0;78.0;21.0;57.0;89.0;2135;610.0;479.0;297.0;285;464;2339
156;15450;2003;5391;2857;414;329;190.0;139.0;46.0;93.0;24.0;69.0;85.0;2120;588.0;470.0;305.0;407;351;2345
157;15450;2003, 1e kwartaal;5384;2837;385;295;171.0;123.0;40.0;83.0;24.0;60.0;90.0;2162;611.0;492.0;294.0;270;495;2375
158;15450;2003, 2e kwartaal;5389;2844;415;319;186.0;133.0;44.0;89.0;22.0;68.0;96.0;2130;605.0;462.0;312.0;424;328;2359
159;15450;2003, 3e kwartaal;5394;2889;436;358;201.0;157.0;56.0;101.0;25.0;76.0;78.0;2069;570.0;422.0;309.0;457;311;2303
160;15450;2003, 4e kwartaal;5399;2857;421;344;201.0;144.0;46.0;98.0;26.0;72.0;77.0;2120;564.0;503.0;305.0;477;271;2341
161;15450;2004;5409;2873;476;390;229.0;161.0;54.0;107.0;33.0;74.0;86.0;2060;532.0;482.0;311.0;457;279;2307
162;15450;2004, 1e kwartaal;5403;2837;467;383;233.0;151.0;49.0;102.0;30.0;72.0;84.0;2100;552.0;501.0;314.0;450;282;2334
163;15450;2004, 2e kwartaal;5407;2870;477;384;233.0;150.0;50.0;101.0;31.0;70.0;93.0;2061;536.0;470.0;309.0;461;284;2304
164;15450;2004, 3e kwartaal;5411;2910;490;407;227.0;181.0;63.0;117.0;32.0;85.0;83.0;2011;528.0;434.0;312.0;452;285;2274
165;15450;2004, 4e kwartaal;5415;2876;470;387;223.0;164.0;56.0;108.0;38.0;70.0;83.0;2069;510.0;522.0;307.0;463;266;2316
166;15450;2005;5423;2904;521;416;245.0;171.0;64.0;107.0;35.0;72.0;105.0;1998;501.0;492.0;313.0;443;250;2274
167;15450;2005, 1e kwartaal;5419;2849;523;411;250.0;161.0;57.0;104.0;37.0;67.0;112.0;2046;499.0;515.0;308.0;449;276;2319
168;15450;2005, 2e kwartaal;5421;2889;532;416;246.0;170.0;63.0;107.0;34.0;73.0;116.0;2000;510.0;483.0;316.0;442;249;2286
169;15450;2005, 3e kwartaal;5424;2941;535;432;249.0;182.0;72.0;110.0;36.0;74.0;103.0;1949;516.0;450.0;317.0;436;229;2234
170;15450;2005, 4e kwartaal;5427;2936;494;405;235.0;170.0;63.0;107.0;35.0;72.0;89.0;1997;479.0;519.0;311.0;443;245;2256
171;15450;2006;5434;2997;488;394;219.0;175.0;63.0;112.0;34.0;78.0;94.0;1949;433.0;501.0;315.0;437;263;2218
172;15450;2006, 1e kwartaal;5430;2935;509;422;244.0;178.0;65.0;113.0;36.0;77.0;88.0;1986;467.0;526.0;319.0;425;250;2252
173;15450;2006, 2e kwartaal;5433;2977;503;397;222.0;175.0;61.0;114.0;37.0;77.0;106.0;1952;432.0;495.0;321.0;434;270;2233
174;15450;2006, 3e kwartaal;5436;3037;492;401;209.0;191.0;73.0;118.0;38.0;80.0;92.0;1907;420.0;460.0;319.0;438;270;2190
175;15450;2006, 4e kwartaal;5438;3040;447;355;201.0;153.0;51.0;102.0;27.0;75.0;92.0;1951;414.0;522.0;303.0;450;262;2197
