ID;Geslacht;Persoonskenmerken;RegioS;WmoClientenGebruikWlz2020Totaal_1;WmoClienten2019InstroomWlz2020_2;SamenloopWmoWlz2019Wlz2020_3;WmoClientenGebruikWlz2020Totaal_4;WmoClienten2019InstroomWlzIn2020_5;SamenloopWmoWlz2019WlzIn2020_6;WmoClientenGebruikWlz2020Totaal_7;WmoClienten2019InstroomWlzIn2020_8;SamenloopWmoWlz2019WlzIn2020_9
2518;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bergen op Zoom;;;;;;;;;
2519;Totaal mannen en vrouwen;Minder dan 10 000 euro;Berkelland;10.0;0.0;10.0;20.41;0.0;20.41;16.0;0.0;16.0
2520;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bernheze;5.0;0.0;5.0;35.71;7.14;28.57;15.0;3.0;12.0
2521;Totaal mannen en vrouwen;Minder dan 10 000 euro;Best;0.0;0.0;0.0;11.11;5.56;5.56;6.0;3.0;3.0
2522;Totaal mannen en vrouwen;Minder dan 10 000 euro;Beuningen;;;;;;;;;
2523;Totaal mannen en vrouwen;Minder dan 10 000 euro;Beverwijk;5.0;0.0;5.0;23.81;0.0;23.81;8.0;0.0;8.0
2524;Totaal mannen en vrouwen;Minder dan 10 000 euro;De Bilt;5.0;0.0;5.0;18.92;0.0;18.92;8.0;0.0;8.0
2525;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bladel;5.0;0.0;5.0;28.57;0.0;28.57;15.0;0.0;15.0
2526;Totaal mannen en vrouwen;Minder dan 10 000 euro;Blaricum;;;;;;;;;
2527;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bloemendaal;10.0;0.0;10.0;41.67;4.17;37.5;25.0;2.0;22.0
2528;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bodegraven-Reeuwijk;5.0;0.0;5.0;17.65;0.0;17.65;7.0;0.0;7.0
2529;Totaal mannen en vrouwen;Minder dan 10 000 euro;Boekel;10.0;0.0;10.0;57.14;0.0;57.14;52.0;0.0;52.0
2530;Totaal mannen en vrouwen;Minder dan 10 000 euro;Borger-Odoorn;5.0;0.0;5.0;19.35;0.0;19.35;14.0;0.0;14.0
2531;Totaal mannen en vrouwen;Minder dan 10 000 euro;Borne;5.0;0.0;5.0;9.38;0.0;9.38;11.0;0.0;11.0
2532;Totaal mannen en vrouwen;Minder dan 10 000 euro;Borsele;5.0;0.0;0.0;15.0;5.0;10.0;8.0;3.0;6.0
2533;Totaal mannen en vrouwen;Minder dan 10 000 euro;Boxmeer;;;;;;;;;
2534;Totaal mannen en vrouwen;Minder dan 10 000 euro;Boxtel;0.0;0.0;0.0;11.76;0.0;11.76;4.0;0.0;4.0
2535;Totaal mannen en vrouwen;Minder dan 10 000 euro;Breda;70.0;10.0;60.0;15.01;1.77;13.25;10.0;1.0;9.0
2536;Totaal mannen en vrouwen;Minder dan 10 000 euro;Brielle;5.0;0.0;5.0;28.57;0.0;28.57;20.0;0.0;20.0
2537;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bronckhorst;0.0;0.0;0.0;4.55;0.0;4.55;2.0;0.0;2.0
2538;Totaal mannen en vrouwen;Minder dan 10 000 euro;Brummen;5.0;0.0;5.0;20.0;5.0;15.0;15.0;4.0;11.0
2539;Totaal mannen en vrouwen;Minder dan 10 000 euro;Brunssum;5.0;0.0;5.0;26.09;0.0;26.09;13.0;0.0;13.0
2540;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bunnik;;;;;;;;;
2541;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bunschoten;;;;;;;;;
2542;Totaal mannen en vrouwen;Minder dan 10 000 euro;Buren;0.0;0.0;0.0;11.76;5.88;5.88;5.0;3.0;3.0
2543;Totaal mannen en vrouwen;Minder dan 10 000 euro;Capelle aan den IJssel;10.0;0.0;10.0;12.79;2.33;10.47;8.0;2.0;7.0
2544;Totaal mannen en vrouwen;Minder dan 10 000 euro;Castricum;15.0;0.0;10.0;48.15;7.41;40.74;29.0;4.0;24.0
2545;Totaal mannen en vrouwen;Minder dan 10 000 euro;Coevorden;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2546;Totaal mannen en vrouwen;Minder dan 10 000 euro;Cranendonck;;;;;;;;;
2547;Totaal mannen en vrouwen;Minder dan 10 000 euro;Cuijk;0.0;0.0;0.0;5.0;0.0;5.0;3.0;0.0;3.0
2548;Totaal mannen en vrouwen;Minder dan 10 000 euro;Culemborg;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2549;Totaal mannen en vrouwen;Minder dan 10 000 euro;Dalfsen;5.0;0.0;5.0;16.67;0.0;16.67;11.0;0.0;11.0
2550;Totaal mannen en vrouwen;Minder dan 10 000 euro;Dantumadiel;0.0;0.0;0.0;15.38;7.69;7.69;8.0;4.0;4.0
2551;Totaal mannen en vrouwen;Minder dan 10 000 euro;Delft;25.0;5.0;20.0;11.11;2.22;8.89;2.0;0.0;2.0
2552;Totaal mannen en vrouwen;Minder dan 10 000 euro;Delfzijl;;;;;;;;;
2553;Totaal mannen en vrouwen;Minder dan 10 000 euro;Deurne;5.0;0.0;5.0;12.12;0.0;12.12;10.0;0.0;10.0
2554;Totaal mannen en vrouwen;Minder dan 10 000 euro;Deventer;10.0;0.0;10.0;8.73;0.79;7.94;5.0;0.0;4.0
2555;Totaal mannen en vrouwen;Minder dan 10 000 euro;Diemen;15.0;0.0;15.0;32.5;0.0;32.5;7.0;0.0;7.0
2556;Totaal mannen en vrouwen;Minder dan 10 000 euro;Dinkelland;5.0;0.0;0.0;25.0;8.33;16.67;11.0;4.0;7.0
2557;Totaal mannen en vrouwen;Minder dan 10 000 euro;Doesburg;0.0;0.0;0.0;7.14;7.14;0.0;5.0;5.0;0.0
2558;Totaal mannen en vrouwen;Minder dan 10 000 euro;Doetinchem;15.0;0.0;10.0;5.93;0.85;5.08;14.0;2.0;12.0
2559;Totaal mannen en vrouwen;Minder dan 10 000 euro;Dongen;5.0;0.0;5.0;23.08;0.0;23.08;10.0;0.0;10.0
2560;Totaal mannen en vrouwen;Minder dan 10 000 euro;Dordrecht;45.0;5.0;40.0;22.99;2.14;20.86;18.0;2.0;16.0
2561;Totaal mannen en vrouwen;Minder dan 10 000 euro;Drechterland;5.0;0.0;5.0;50.0;0.0;50.0;28.0;0.0;28.0
2562;Totaal mannen en vrouwen;Minder dan 10 000 euro;Drimmelen;10.0;0.0;10.0;38.46;0.0;38.46;36.0;0.0;36.0
2563;Totaal mannen en vrouwen;Minder dan 10 000 euro;Dronten;5.0;0.0;5.0;14.0;4.0;10.0;7.0;2.0;5.0
2564;Totaal mannen en vrouwen;Minder dan 10 000 euro;Druten;10.0;0.0;10.0;44.44;0.0;44.44;49.0;0.0;49.0
2565;Totaal mannen en vrouwen;Minder dan 10 000 euro;Duiven;;;;;;;;;
2566;Totaal mannen en vrouwen;Minder dan 10 000 euro;Echt-Susteren;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2567;Totaal mannen en vrouwen;Minder dan 10 000 euro;Edam-Volendam;5.0;0.0;5.0;25.0;0.0;25.0;13.0;0.0;13.0
2568;Totaal mannen en vrouwen;Minder dan 10 000 euro;Ede;20.0;0.0;15.0;11.92;0.66;11.26;8.0;0.0;7.0
2569;Totaal mannen en vrouwen;Minder dan 10 000 euro;Eemnes;;;;;;;;;
2570;Totaal mannen en vrouwen;Minder dan 10 000 euro;Eersel;15.0;0.0;15.0;69.57;4.35;65.22;70.0;4.0;65.0
2571;Totaal mannen en vrouwen;Minder dan 10 000 euro;Eijsden-Margraten;0.0;0.0;0.0;20.0;0.0;20.0;6.0;0.0;6.0
2572;Totaal mannen en vrouwen;Minder dan 10 000 euro;Eindhoven;40.0;5.0;35.0;8.39;1.05;7.34;4.0;0.0;3.0
2573;Totaal mannen en vrouwen;Minder dan 10 000 euro;Elburg;0.0;0.0;0.0;11.11;0.0;11.11;9.0;0.0;9.0
2574;Totaal mannen en vrouwen;Minder dan 10 000 euro;Emmen;40.0;0.0;35.0;21.84;1.15;20.69;21.0;1.0;20.0
2575;Totaal mannen en vrouwen;Minder dan 10 000 euro;Enkhuizen;5.0;0.0;5.0;16.67;0.0;16.67;11.0;0.0;11.0
2576;Totaal mannen en vrouwen;Minder dan 10 000 euro;Enschede;60.0;0.0;60.0;17.7;0.59;17.11;7.0;0.0;7.0
2577;Totaal mannen en vrouwen;Minder dan 10 000 euro;Epe;5.0;0.0;5.0;11.11;0.0;11.11;6.0;0.0;6.0
2578;Totaal mannen en vrouwen;Minder dan 10 000 euro;Ermelo;15.0;0.0;15.0;39.39;0.0;39.39;27.0;0.0;27.0
2579;Totaal mannen en vrouwen;Minder dan 10 000 euro;Etten-Leur;15.0;0.0;15.0;31.25;2.08;29.17;28.0;2.0;26.0
2580;Totaal mannen en vrouwen;Minder dan 10 000 euro;De Fryske Marren;5.0;0.0;5.0;10.53;0.0;10.53;5.0;0.0;5.0
2581;Totaal mannen en vrouwen;Minder dan 10 000 euro;Geertruidenberg;5.0;0.0;5.0;26.09;0.0;26.09;25.0;0.0;25.0
2582;Totaal mannen en vrouwen;Minder dan 10 000 euro;Geldrop-Mierlo;0.0;0.0;0.0;5.71;2.86;2.86;3.0;2.0;2.0
2583;Totaal mannen en vrouwen;Minder dan 10 000 euro;Gemert-Bakel;5.0;0.0;5.0;21.74;0.0;21.74;13.0;0.0;13.0
2584;Totaal mannen en vrouwen;Minder dan 10 000 euro;Gennep;5.0;0.0;5.0;58.33;16.67;41.67;30.0;9.0;22.0
2585;Totaal mannen en vrouwen;Minder dan 10 000 euro;Gilze en Rijen;5.0;0.0;5.0;21.43;0.0;21.43;10.0;0.0;10.0
2586;Totaal mannen en vrouwen;Minder dan 10 000 euro;Goeree-Overflakkee;10.0;0.0;10.0;22.0;0.0;22.0;19.0;0.0;19.0
2587;Totaal mannen en vrouwen;Minder dan 10 000 euro;Goes;25.0;0.0;25.0;31.58;1.32;30.26;39.0;2.0;37.0
2588;Totaal mannen en vrouwen;Minder dan 10 000 euro;Goirle;15.0;0.0;15.0;38.1;2.38;35.71;51.0;3.0;48.0
2589;Totaal mannen en vrouwen;Minder dan 10 000 euro;Gooise Meren;;;;;;;;;
2590;Totaal mannen en vrouwen;Minder dan 10 000 euro;Gorinchem;10.0;0.0;10.0;29.41;0.0;29.41;18.0;0.0;18.0
2591;Totaal mannen en vrouwen;Minder dan 10 000 euro;Gouda;25.0;5.0;20.0;21.19;2.54;18.64;19.0;2.0;17.0
2592;Totaal mannen en vrouwen;Minder dan 10 000 euro;Grave;;;;;;;;;
2593;Totaal mannen en vrouwen;Minder dan 10 000 euro;'s-Gravenhage (gemeente);270.0;25.0;245.0;22.33;1.99;20.35;11.0;1.0;10.0
2594;Totaal mannen en vrouwen;Minder dan 10 000 euro;Groningen (gemeente);60.0;5.0;55.0;11.76;1.01;10.75;2.0;0.0;2.0
2595;Totaal mannen en vrouwen;Minder dan 10 000 euro;Gulpen-Wittem;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2596;Totaal mannen en vrouwen;Minder dan 10 000 euro;Haaksbergen;5.0;0.0;5.0;25.0;0.0;25.0;14.0;0.0;14.0
2597;Totaal mannen en vrouwen;Minder dan 10 000 euro;Haaren;;;;;;;;;
2598;Totaal mannen en vrouwen;Minder dan 10 000 euro;Haarlem;25.0;5.0;20.0;7.37;1.28;6.09;6.0;1.0;5.0
2599;Totaal mannen en vrouwen;Minder dan 10 000 euro;Haarlemmermeer;20.0;0.0;20.0;31.43;1.43;30.0;9.0;0.0;9.0
2600;Totaal mannen en vrouwen;Minder dan 10 000 euro;Halderberge;5.0;0.0;0.0;15.38;7.69;7.69;11.0;5.0;5.0
2601;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hardenberg;;;;;;;;;
2602;Totaal mannen en vrouwen;Minder dan 10 000 euro;Harderwijk;5.0;0.0;0.0;11.11;3.7;7.41;5.0;2.0;3.0
2603;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hardinxveld-Giessendam;5.0;0.0;0.0;30.0;10.0;20.0;26.0;9.0;17.0
2604;Totaal mannen en vrouwen;Minder dan 10 000 euro;Harlingen;0.0;0.0;0.0;7.69;0.0;7.69;3.0;0.0;3.0
2605;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hattem;;;;;;;;;
2606;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heemskerk;10.0;0.0;10.0;29.27;4.88;24.39;29.0;5.0;24.0
2607;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heemstede;10.0;0.0;10.0;52.38;0.0;52.38;33.0;0.0;33.0
2608;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heerde;0.0;0.0;0.0;14.29;0.0;14.29;9.0;0.0;9.0
2609;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heerenveen;10.0;0.0;10.0;12.31;0.0;12.31;9.0;0.0;9.0
2610;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heerhugowaard;10.0;0.0;5.0;20.51;2.56;17.95;11.0;1.0;9.0
2611;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heerlen;20.0;0.0;20.0;28.77;2.74;26.03;10.0;1.0;9.0
2612;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heeze-Leende;5.0;0.0;5.0;58.33;0.0;58.33;31.0;0.0;31.0
2613;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heiloo;5.0;0.0;5.0;42.86;0.0;42.86;17.0;0.0;17.0
2614;Totaal mannen en vrouwen;Minder dan 10 000 euro;Den Helder;15.0;0.0;15.0;27.59;0.0;27.59;19.0;0.0;19.0
2615;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hellendoorn;10.0;0.0;10.0;25.81;0.0;25.81;20.0;0.0;20.0
2616;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hellevoetsluis;;;;;;;;;
2617;Totaal mannen en vrouwen;Minder dan 10 000 euro;Helmond;15.0;5.0;10.0;9.15;2.82;6.34;9.0;3.0;6.0
2618;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hendrik-Ido-Ambacht;5.0;0.0;5.0;13.79;0.0;13.79;13.0;0.0;13.0
2619;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hengelo (O.);15.0;0.0;15.0;10.95;1.46;9.49;9.0;1.0;8.0
2620;Totaal mannen en vrouwen;Minder dan 10 000 euro;'s-Hertogenbosch;40.0;5.0;40.0;21.43;1.53;19.9;11.0;1.0;11.0
2621;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heumen;;;;;;;;;
2622;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heusden;5.0;0.0;5.0;25.0;7.14;17.86;13.0;4.0;9.0
2623;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hillegom;5.0;0.0;5.0;23.53;5.88;17.65;16.0;4.0;12.0
2624;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hilvarenbeek;5.0;0.0;5.0;27.78;0.0;27.78;23.0;0.0;23.0
2625;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hilversum;10.0;0.0;10.0;11.65;0.97;10.68;6.0;0.0;5.0
2626;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hoeksche Waard;10.0;0.0;10.0;28.21;5.13;23.08;13.0;2.0;11.0
2627;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hof van Twente;5.0;0.0;5.0;21.43;0.0;21.43;13.0;0.0;13.0
2628;Totaal mannen en vrouwen;Minder dan 10 000 euro;Het Hogeland;10.0;0.0;10.0;14.86;0.0;14.86;13.0;0.0;13.0
2629;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hollands Kroon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2630;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hoogeveen;25.0;0.0;20.0;31.94;2.78;29.17;31.0;3.0;28.0
2631;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hoorn;20.0;0.0;20.0;19.57;0.0;19.57;17.0;0.0;17.0
2632;Totaal mannen en vrouwen;Minder dan 10 000 euro;Horst aan de Maas;10.0;0.0;5.0;20.0;2.5;17.5;15.0;2.0;13.0
2633;Totaal mannen en vrouwen;Minder dan 10 000 euro;Houten;5.0;0.0;5.0;10.0;0.0;10.0;5.0;0.0;5.0
2634;Totaal mannen en vrouwen;Minder dan 10 000 euro;Huizen;5.0;0.0;5.0;27.27;0.0;27.27;5.0;0.0;5.0
2635;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hulst;10.0;0.0;5.0;26.67;3.33;23.33;13.0;2.0;11.0
2636;Totaal mannen en vrouwen;Minder dan 10 000 euro;IJsselstein;0.0;0.0;0.0;10.0;0.0;10.0;5.0;0.0;5.0
2637;Totaal mannen en vrouwen;Minder dan 10 000 euro;Kaag en Braassem;;;;;;;;;
2638;Totaal mannen en vrouwen;Minder dan 10 000 euro;Kampen;5.0;0.0;5.0;6.12;0.0;6.12;4.0;0.0;4.0
2639;Totaal mannen en vrouwen;Minder dan 10 000 euro;Kapelle;0.0;0.0;0.0;4.55;0.0;4.55;5.0;0.0;5.0
2640;Totaal mannen en vrouwen;Minder dan 10 000 euro;Katwijk;15.0;0.0;15.0;31.11;0.0;31.11;22.0;0.0;22.0
2641;Totaal mannen en vrouwen;Minder dan 10 000 euro;Kerkrade;5.0;0.0;0.0;9.3;4.65;4.65;4.0;2.0;2.0
2642;Totaal mannen en vrouwen;Minder dan 10 000 euro;Koggenland;5.0;0.0;5.0;36.36;9.09;27.27;14.0;3.0;10.0
2643;Totaal mannen en vrouwen;Minder dan 10 000 euro;Krimpen aan den IJssel;5.0;0.0;0.0;19.05;9.52;9.52;12.0;6.0;6.0
2644;Totaal mannen en vrouwen;Minder dan 10 000 euro;Krimpenerwaard;5.0;0.0;5.0;13.51;2.7;10.81;7.0;1.0;6.0
2645;Totaal mannen en vrouwen;Minder dan 10 000 euro;Laarbeek;0.0;0.0;0.0;15.38;0.0;15.38;8.0;0.0;8.0
2646;Totaal mannen en vrouwen;Minder dan 10 000 euro;Landerd;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2647;Totaal mannen en vrouwen;Minder dan 10 000 euro;Landgraaf;10.0;0.0;10.0;23.81;2.38;21.43;18.0;2.0;16.0
2648;Totaal mannen en vrouwen;Minder dan 10 000 euro;Landsmeer;;;;;;;;;
2649;Totaal mannen en vrouwen;Minder dan 10 000 euro;Langedijk;0.0;0.0;0.0;7.14;0.0;7.14;3.0;0.0;3.0
2650;Totaal mannen en vrouwen;Minder dan 10 000 euro;Lansingerland;15.0;0.0;15.0;39.47;0.0;39.47;23.0;0.0;23.0
2651;Totaal mannen en vrouwen;Minder dan 10 000 euro;Laren (NH.);;;;;;;;;
2652;Totaal mannen en vrouwen;Minder dan 10 000 euro;Leeuwarden;35.0;5.0;30.0;6.86;0.83;6.03;6.0;1.0;5.0
2653;Totaal mannen en vrouwen;Minder dan 10 000 euro;Leiden;20.0;5.0;20.0;8.17;1.17;7.0;2.0;0.0;2.0
2654;Totaal mannen en vrouwen;Minder dan 10 000 euro;Leiderdorp;5.0;0.0;5.0;24.0;0.0;24.0;13.0;0.0;13.0
2655;Totaal mannen en vrouwen;Minder dan 10 000 euro;Leidschendam-Voorburg;10.0;0.0;5.0;13.11;3.28;9.84;5.0;1.0;3.0
2656;Totaal mannen en vrouwen;Minder dan 10 000 euro;Lelystad;25.0;5.0;20.0;17.91;2.24;15.67;14.0;2.0;12.0
2657;Totaal mannen en vrouwen;Minder dan 10 000 euro;Leudal;15.0;5.0;10.0;37.14;8.57;28.57;24.0;6.0;18.0
2658;Totaal mannen en vrouwen;Minder dan 10 000 euro;Leusden;0.0;0.0;0.0;8.0;0.0;8.0;5.0;0.0;5.0
2659;Totaal mannen en vrouwen;Minder dan 10 000 euro;Lingewaard;5.0;0.0;5.0;24.0;0.0;24.0;12.0;0.0;12.0
2660;Totaal mannen en vrouwen;Minder dan 10 000 euro;Lisse;;;;;;;;;
2661;Totaal mannen en vrouwen;Minder dan 10 000 euro;Lochem;10.0;0.0;10.0;43.48;8.7;34.78;18.0;4.0;15.0
2662;Totaal mannen en vrouwen;Minder dan 10 000 euro;Loon op Zand;0.0;0.0;0.0;11.11;0.0;11.11;8.0;0.0;8.0
2663;Totaal mannen en vrouwen;Minder dan 10 000 euro;Lopik;;;;;;;;;
2664;Totaal mannen en vrouwen;Minder dan 10 000 euro;Loppersum;;;;;;;;;
2665;Totaal mannen en vrouwen;Minder dan 10 000 euro;Losser;15.0;0.0;15.0;38.89;0.0;38.89;44.0;0.0;44.0
2666;Totaal mannen en vrouwen;Minder dan 10 000 euro;Maasdriel;5.0;0.0;5.0;22.22;0.0;22.22;11.0;0.0;11.0
2667;Totaal mannen en vrouwen;Minder dan 10 000 euro;Maasgouw;;;;;;;;;
2668;Totaal mannen en vrouwen;Minder dan 10 000 euro;Maassluis;10.0;0.0;10.0;25.0;0.0;25.0;22.0;0.0;22.0
2669;Totaal mannen en vrouwen;Minder dan 10 000 euro;Maastricht;35.0;0.0;35.0;12.2;0.35;11.85;4.0;0.0;4.0
2670;Totaal mannen en vrouwen;Minder dan 10 000 euro;Medemblik;10.0;0.0;10.0;30.77;0.0;30.77;13.0;0.0;13.0
2671;Totaal mannen en vrouwen;Minder dan 10 000 euro;Meerssen;10.0;0.0;5.0;44.44;5.56;38.89;27.0;3.0;23.0
2672;Totaal mannen en vrouwen;Minder dan 10 000 euro;Meierijstad;10.0;5.0;5.0;29.73;10.81;18.92;12.0;4.0;8.0
2673;Totaal mannen en vrouwen;Minder dan 10 000 euro;Meppel;15.0;0.0;15.0;26.42;1.89;24.53;25.0;2.0;23.0
2674;Totaal mannen en vrouwen;Minder dan 10 000 euro;Middelburg (Z.);10.0;0.0;10.0;16.18;1.47;14.71;10.0;1.0;9.0
2675;Totaal mannen en vrouwen;Minder dan 10 000 euro;Midden-Delfland;;;;;;;;;
2676;Totaal mannen en vrouwen;Minder dan 10 000 euro;Midden-Drenthe;5.0;0.0;5.0;20.0;0.0;20.0;7.0;0.0;7.0
2677;Totaal mannen en vrouwen;Minder dan 10 000 euro;Midden-Groningen;10.0;0.0;10.0;13.33;1.33;12.0;9.0;1.0;8.0
2678;Totaal mannen en vrouwen;Minder dan 10 000 euro;Mill en Sint Hubert;;;;;;;;;
2679;Totaal mannen en vrouwen;Minder dan 10 000 euro;Moerdijk;10.0;0.0;5.0;26.67;6.67;20.0;18.0;4.0;13.0
2680;Totaal mannen en vrouwen;Minder dan 10 000 euro;Molenlanden;5.0;0.0;5.0;22.73;4.55;18.18;14.0;3.0;11.0
2681;Totaal mannen en vrouwen;Minder dan 10 000 euro;Montferland;0.0;0.0;0.0;5.0;5.0;0.0;2.0;2.0;0.0
2682;Totaal mannen en vrouwen;Minder dan 10 000 euro;Montfoort;;;;;;;;;
2683;Totaal mannen en vrouwen;Minder dan 10 000 euro;Mook en Middelaar;;;;;;;;;
2684;Totaal mannen en vrouwen;Minder dan 10 000 euro;Neder-Betuwe;0.0;0.0;0.0;8.33;0.0;8.33;4.0;0.0;4.0
2685;Totaal mannen en vrouwen;Minder dan 10 000 euro;Nederweert;0.0;0.0;0.0;20.0;10.0;10.0;8.0;4.0;4.0
2686;Totaal mannen en vrouwen;Minder dan 10 000 euro;Nieuwegein;;;;;;;;;
2687;Totaal mannen en vrouwen;Minder dan 10 000 euro;Nieuwkoop;;;;;;;;;
2688;Totaal mannen en vrouwen;Minder dan 10 000 euro;Nijkerk;10.0;0.0;10.0;29.41;0.0;29.41;23.0;0.0;23.0
2689;Totaal mannen en vrouwen;Minder dan 10 000 euro;Nijmegen;55.0;5.0;50.0;14.32;1.06;13.26;4.0;0.0;3.0
2690;Totaal mannen en vrouwen;Minder dan 10 000 euro;Nissewaard;20.0;0.0;20.0;31.25;0.0;31.25;16.0;0.0;16.0
2691;Totaal mannen en vrouwen;Minder dan 10 000 euro;Noardeast-Fryslân;10.0;0.0;10.0;16.39;3.28;13.11;13.0;3.0;11.0
2692;Totaal mannen en vrouwen;Minder dan 10 000 euro;Noord-Beveland;;;;;;;;;
2693;Totaal mannen en vrouwen;Minder dan 10 000 euro;Noordenveld;;;;;;;;;
2694;Totaal mannen en vrouwen;Minder dan 10 000 euro;Noordoostpolder;10.0;0.0;10.0;11.76;0.0;11.76;9.0;0.0;9.0
2695;Totaal mannen en vrouwen;Minder dan 10 000 euro;Noordwijk;10.0;0.0;10.0;23.26;2.33;20.93;12.0;1.0;11.0
2696;Totaal mannen en vrouwen;Minder dan 10 000 euro;Nuenen, Gerwen en Nederwetten;0.0;0.0;0.0;9.09;0.0;9.09;7.0;0.0;7.0
2697;Totaal mannen en vrouwen;Minder dan 10 000 euro;Nunspeet;5.0;0.0;5.0;25.93;0.0;25.93;20.0;0.0;20.0
2698;Totaal mannen en vrouwen;Minder dan 10 000 euro;Oegstgeest;10.0;5.0;5.0;40.0;15.0;25.0;12.0;5.0;8.0
2699;Totaal mannen en vrouwen;Minder dan 10 000 euro;Oirschot;10.0;0.0;10.0;36.36;6.06;30.3;43.0;7.0;36.0
2700;Totaal mannen en vrouwen;Minder dan 10 000 euro;Oisterwijk;;;;;;;;;
2701;Totaal mannen en vrouwen;Minder dan 10 000 euro;Oldambt;10.0;0.0;10.0;11.54;0.0;11.54;12.0;0.0;12.0
2702;Totaal mannen en vrouwen;Minder dan 10 000 euro;Oldebroek;0.0;0.0;0.0;14.29;7.14;7.14;9.0;4.0;4.0
2703;Totaal mannen en vrouwen;Minder dan 10 000 euro;Oldenzaal;10.0;5.0;5.0;21.05;10.53;10.53;23.0;11.0;11.0
2704;Totaal mannen en vrouwen;Minder dan 10 000 euro;Olst-Wijhe;0.0;0.0;0.0;12.5;0.0;12.5;7.0;0.0;7.0
2705;Totaal mannen en vrouwen;Minder dan 10 000 euro;Ommen;;;;;;;;;
2706;Totaal mannen en vrouwen;Minder dan 10 000 euro;Oost Gelre;0.0;0.0;0.0;7.69;0.0;7.69;3.0;0.0;3.0
2707;Totaal mannen en vrouwen;Minder dan 10 000 euro;Oosterhout;0.0;0.0;0.0;5.0;0.0;5.0;3.0;0.0;3.0
2708;Totaal mannen en vrouwen;Minder dan 10 000 euro;Ooststellingwerf;5.0;0.0;5.0;12.12;0.0;12.12;10.0;0.0;10.0
2709;Totaal mannen en vrouwen;Minder dan 10 000 euro;Oostzaan;;;;;;;;;
2710;Totaal mannen en vrouwen;Minder dan 10 000 euro;Opmeer;;;;;;;;;
2711;Totaal mannen en vrouwen;Minder dan 10 000 euro;Opsterland;5.0;0.0;5.0;17.24;0.0;17.24;12.0;0.0;12.0
2712;Totaal mannen en vrouwen;Minder dan 10 000 euro;Oss;15.0;5.0;15.0;14.55;2.73;11.82;13.0;3.0;11.0
2713;Totaal mannen en vrouwen;Minder dan 10 000 euro;Oude IJsselstreek;5.0;0.0;5.0;21.88;0.0;21.88;14.0;0.0;14.0
2714;Totaal mannen en vrouwen;Minder dan 10 000 euro;Ouder-Amstel;;;;;;;;;
2715;Totaal mannen en vrouwen;Minder dan 10 000 euro;Oudewater;;;;;;;;;
2716;Totaal mannen en vrouwen;Minder dan 10 000 euro;Overbetuwe;10.0;0.0;10.0;20.51;0.0;20.51;13.0;0.0;13.0
2717;Totaal mannen en vrouwen;Minder dan 10 000 euro;Papendrecht;5.0;0.0;5.0;17.39;0.0;17.39;11.0;0.0;11.0
2718;Totaal mannen en vrouwen;Minder dan 10 000 euro;Peel en Maas;10.0;0.0;10.0;27.27;0.0;27.27;18.0;0.0;18.0
2719;Totaal mannen en vrouwen;Minder dan 10 000 euro;Pekela;0.0;0.0;0.0;11.76;5.88;5.88;10.0;5.0;5.0
