ID;PolitieregioS;Cijfersoort;Perioden;AgressiefVerkeersgedrag_1;GeluidsoverlastDoorVerkeer_2;TeHardRijden_3;Aanrijdingen_4;VerkeersoverlastSchaalscore_5;DronkenMensenOpStraat_6;MensenWordenOpStraatLastigGevallen_7;Tasjesroof_8;Drugsoverlast_9;OverlastDoorOmwonenden_10;OverlastDoorGroepenJongeren_11;ErnstigeOverlastSchaalscore_12;BekladdingVanMurenGebouwen_13;RommelOpStraat_14;HondenpoepOpStraat_15;VernielingVanStraatmeubilair_16;FysiekeVerloederingSchaalscore_17;VeelContactMetDirecteBuren_18;VeelContactMetAndereBuurtbewoners_19;MensenGaanPrettigMetElkaarOm_20;GezelligeBuurtMetVeelSaamhorigheid_21;MensenKennenElkaarNauwelijks_22;VoelMijThuisBijMensenInDezeBuurt_23;GaLiefstUitDezeBuurtVerhuizen_24;TevredenMetSamenstellingBevolking_25;VoeltZichWelEensOnveilig_26;VoeltZichVaakOnveilig_27;InOpenbaarVervoer_28;RondomUitgaansgelegenheden_29;InEigenHuis_30;OpStraatInEigenBuurt_31;OpPlekkenMetRondhangendeJongeren_32;InWinkelcentrumInDeBuurt_33;MijdtBepaaldePlekkenInWoonplaats_34;DoetSAvondsNietOpen_35;LaatWaardevolleSpullenThuis_36;RijdtOfLooptOm_37;KinderenMogenNietErgensNaarToe_38;ReistNietMetOpenbaarVervoer_39;BelevingOnveiligheidSchaalscore_40;SlachtofferschapTotaal_41;GeweldsdelictenTotaal_42;SeksueleDelicten_43;Mishandeling_44;Bedreiging_45;VermogensdelictenTotaal_46;PogingTotInbraak_47;PogingTotInbraak_48;Inbraak_49;Fietsdiefstal_50;Autodiefstal_51;DiefstalUitAuto_52;Zakkenrollerij_53;ZakkenrollerijMetGeweld_54;ZakkenrollerijZonderGeweld_55;OverigeDiefstal_56;VandalismedelictenTotaal_57;BeschadigingDiefstalVanafAuto_58;OverigeVernielingen_59;DoorrijdenNaAanrijding_60;OverigeDelicten_61;OndervondenDelictenTotaal_62;Geweldsdelicten_63;Vermogensdelicten_64;Vandalismedelicten_65;DaderBekend_66;DaderIsExPartnerAnderFamilielid_67;DaderIsBuurtgenoot_68;DaderIsIemandVanHetWerk_69;DaderIsIemandAnders_70
10;Groningen;Waarde;2007;9.3;8.9;28.4;4.1;3.4;9.3;1.0;0.6;5.3;4.6;7.6;1.8;4.3;14.5;31.6;18.1;2.8;61.9;48.7;83.5;57.2;19.9;75.4;11.3;87.4;20.4;2.0;3.1;11.0;2.8;6.3;14.3;3.8;7.4;11.8;6.4;5.1;17.7;1.3;2.3;24.8;6.7;1.6;2.3;3.6;11.6;1.6;1.0;0.9;6.5;0.0;0.8;2.1;0.3;1.8;3.2;10.5;6.6;6.9;1.6;0.6;43.6;11.7;15.0;15.1;18.2;2.2;5.4;3.0;7.6
11;Groningen;Waarde;2008;8.1;8.8;27.5;3.3;3.4;6.2;0.5;0.4;5.3;3.1;6.2;1.7;3.8;13.9;30.5;18.9;2.8;61.6;47.9;84.4;56.4;22.6;77.2;11.2;86.1;17.1;1.5;2.5;9.2;1.3;5.2;12.0;3.8;3.9;10.1;6.0;3.3;15.5;1.2;2.1;26.4;5.9;1.1;2.1;3.2;13.3;1.9;0.9;1.0;6.3;0.2;2.4;1.4;0.1;1.2;3.6;10.4;10.1;5.1;1.7;0.8;41.3;8.9;15.4;15.1;13.9;1.2;2.6;1.5;8.6
12;Groningen;Marge;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;Groningen;Marge;2006;1.9;2.1;3.1;1.1;0.1;1.5;0.6;0.5;1.2;1.4;1.7;0.1;1.4;2.5;3.2;2.5;0.1;3.3;3.4;2.5;3.4;2.8;2.9;2.3;2.3;2.7;1.0;1.4;2.1;1.2;1.8;2.5;1.5;1.8;2.2;1.8;1.8;6.7;0.8;0.1;3.0;1.5;0.6;0.9;1.1;2.3;1.1;0.8;0.7;1.8;0.4;0.9;0.7;0.2;0.7;1.3;2.1;2.3;1.7;1.0;0.5;6.8;3.2;3.4;3.4;4.0;1.7;2.1;1.9;2.5
14;Groningen;Marge;2007;2.0;2.0;3.2;1.4;0.1;2.0;0.7;0.4;1.5;1.5;1.8;0.1;1.4;2.4;3.2;2.7;0.1;3.4;3.5;2.6;3.5;2.7;3.0;2.2;2.4;2.8;1.0;1.2;2.1;1.2;1.7;2.4;1.3;1.8;2.2;1.6;1.5;6.8;0.9;0.1;3.0;1.8;0.8;1.1;1.4;2.2;0.9;0.8;0.6;1.8;;0.7;0.9;0.4;0.8;1.2;2.1;2.2;1.8;0.9;0.5;7.5;3.8;3.7;3.4;4.9;1.9;2.8;2.2;3.4
15;Groningen;Marge;2008;1.9;2.0;3.2;1.3;0.1;1.6;0.5;0.4;1.6;1.2;1.7;0.1;1.3;2.4;3.3;2.7;0.1;3.4;3.5;2.5;3.5;2.9;2.9;2.2;2.4;2.6;0.9;1.1;2.0;0.8;1.5;2.3;1.3;1.4;2.1;1.7;1.3;6.4;0.9;0.1;3.1;1.6;0.7;0.9;1.2;2.3;1.0;0.7;0.8;1.7;0.4;1.3;0.8;0.3;0.8;1.3;2.1;2.6;1.5;0.9;0.6;6.5;2.9;3.4;3.4;4.4;1.4;2.1;1.6;3.5
16;Friesland;Waarde;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;Friesland;Waarde;2006;7.9;6.4;25.0;2.5;3.2;3.6;0.7;0.9;3.7;2.3;5.4;1.6;2.2;11.7;31.7;9.6;2.6;69.1;56.2;91.0;66.7;14.4;83.1;8.3;89.1;18.7;2.0;2.1;9.6;2.7;5.0;11.9;4.9;5.2;12.7;8.3;5.1;16.8;0.7;2.3;23.8;4.2;0.6;1.7;2.4;11.5;1.2;0.6;0.6;6.1;0.0;0.8;0.9;0.3;0.6;4.4;10.4;8.0;5.4;1.8;0.9;35.6;6.2;13.9;13.7;11.3;2.0;3.7;2.0;3.6
18;Friesland;Waarde;2007;8.5;10.1;27.3;1.8;3.3;4.7;0.7;0.4;3.5;4.7;5.5;1.6;2.2;12.0;30.1;12.0;2.5;67.9;55.6;89.6;63.4;15.1;81.9;10.8;89.6;16.8;2.1;2.1;9.0;2.8;5.4;11.0;4.0;4.8;10.6;5.8;4.1;15.9;1.1;2.1;20.8;4.0;1.0;1.1;2.3;10.9;1.9;0.9;1.0;4.9;0.0;1.7;1.1;0.2;0.8;3.5;7.6;6.8;3.0;1.2;0.4;30.4;5.8;12.9;10.4;18.4;0.0;5.6;5.0;7.8
19;Friesland;Waarde;2008;7.1;6.1;28.5;2.3;3.2;4.1;0.8;0.2;2.9;1.8;6.8;1.6;2.3;10.9;28.7;11.1;2.5;69.1;53.5;89.7;64.2;12.8;83.4;9.3;91.0;14.6;1.0;2.3;9.8;1.6;3.2;10.1;3.4;4.8;8.4;6.5;2.8;14.6;0.6;2.0;19.0;2.4;0.6;0.9;0.9;8.1;1.4;1.1;0.2;3.8;0.0;0.6;0.5;0.0;0.5;2.4;9.6;8.5;4.8;1.0;1.1;25.9;3.0;8.0;13.3;7.5;2.2;3.3;0.0;2.0
20;Friesland;Marge;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Friesland;Marge;2006;1.8;1.7;2.9;1.1;0.1;1.2;0.6;0.6;1.2;1.0;1.5;0.1;1.0;2.1;3.1;2.0;0.1;3.1;3.4;1.9;3.2;2.3;2.5;1.8;2.1;2.7;0.9;1.0;2.0;1.1;1.5;2.2;1.5;1.5;2.2;1.8;1.5;5.4;0.8;0.1;2.9;1.3;0.5;0.9;1.0;2.1;0.8;0.6;0.6;1.6;;0.7;0.6;0.4;0.5;1.4;2.1;2.2;1.6;0.9;0.7;5.4;2.4;3.0;3.2;4.0;1.7;2.3;1.7;2.4
22;Friesland;Marge;2007;1.9;2.1;3.1;1.0;0.1;1.5;0.6;0.4;1.3;1.5;1.6;0.1;1.0;2.3;3.2;2.3;0.1;3.2;3.5;2.1;3.4;2.5;2.7;2.1;2.1;2.6;1.0;1.0;2.0;1.2;1.5;2.2;1.3;1.5;2.1;1.6;1.4;5.5;1.0;0.1;2.8;1.4;0.7;0.7;1.1;2.2;0.9;0.6;0.7;1.5;;1.1;0.7;0.4;0.7;1.3;1.8;2.1;1.2;0.8;0.4;5.3;2.3;3.2;2.8;5.5;;3.2;3.2;3.8
23;Friesland;Marge;2008;1.8;1.7;3.1;1.0;0.1;1.4;0.6;0.3;1.2;1.0;1.7;0.1;1.0;2.1;3.1;2.2;0.1;3.1;3.4;2.0;3.3;2.2;2.5;2.0;2.0;2.4;0.7;1.0;2.0;0.8;1.2;2.0;1.2;1.5;1.9;1.7;1.1;5.2;0.7;0.1;2.7;1.1;0.5;0.6;0.7;1.9;0.9;0.8;0.4;1.3;;0.6;0.5;;0.5;1.0;2.0;2.4;1.4;0.7;0.7;4.5;1.5;2.2;3.0;4.0;2.2;2.7;;2.2
24;Drenthe;Waarde;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Drenthe;Waarde;2006;7.7;7.8;28.0;3.5;3.3;3.6;0.7;0.1;3.0;2.5;7.0;1.6;3.5;13.8;29.6;11.5;2.6;73.2;57.4;89.0;68.2;11.5;81.7;10.5;88.4;15.5;1.9;1.7;7.9;1.8;5.0;11.3;4.6;4.0;10.4;7.3;3.1;12.9;0.6;2.1;23.3;4.6;0.6;2.1;2.3;13.0;1.5;0.4;1.1;4.4;0.6;1.1;0.8;0.1;0.7;6.0;8.5;6.1;4.7;1.1;1.5;34.6;7.4;15.0;10.8;11.6;1.0;2.2;2.4;6.0
26;Drenthe;Waarde;2007;7.4;7.4;32.4;2.3;3.4;4.5;0.4;0.0;3.0;2.3;4.9;1.6;3.9;15.0;26.0;12.9;2.6;70.6;54.4;89.8;65.6;12.6;82.1;9.3;86.7;13.0;1.6;1.9;6.6;1.9;4.0;8.7;3.8;4.4;8.0;7.3;3.7;17.1;1.3;2.0;20.9;4.5;0.9;0.8;3.1;10.4;2.0;1.6;1.0;4.5;0.2;0.4;1.6;0.0;1.6;3.0;8.8;6.9;4.4;2.0;0.9;32.3;6.9;12.0;11.3;15.0;5.1;2.6;1.1;6.1
27;Drenthe;Waarde;2008;7.2;8.1;28.9;2.8;3.3;4.5;0.6;0.0;3.7;2.6;5.9;1.6;4.3;11.7;26.8;13.8;2.6;68.7;54.5;89.7;65.2;12.4;82.3;7.2;87.5;16.0;1.8;2.1;7.4;1.6;5.2;10.8;4.0;3.5;11.4;5.8;3.2;8.2;0.5;2.0;20.5;5.1;0.4;1.8;3.7;9.3;1.5;0.3;1.2;2.8;0.0;1.3;1.8;0.1;1.7;3.4;9.1;6.7;4.6;1.5;0.4;31.2;7.8;10.5;11.3;16.9;4.2;4.4;2.7;5.5
28;Drenthe;Marge;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Drenthe;Marge;2006;1.8;1.8;3.1;1.2;0.1;1.2;0.5;0.2;1.1;1.0;1.7;0.1;1.2;2.3;3.1;2.1;0.1;3.0;3.3;2.0;3.1;2.1;2.5;2.0;2.1;2.5;0.8;0.9;1.8;0.8;1.4;2.2;1.4;1.3;2.0;1.7;1.1;4.8;0.7;0.1;2.9;1.4;0.5;0.9;1.0;2.3;0.8;0.5;0.6;1.4;0.6;0.9;0.6;0.2;0.6;1.6;1.9;1.9;1.4;0.7;0.8;5.3;2.7;3.0;2.8;4.0;1.2;1.8;2.0;2.9
30;Drenthe;Marge;2007;1.9;1.9;3.3;1.1;0.1;1.4;0.4;;1.1;1.1;1.5;0.1;1.4;2.5;3.1;2.3;0.1;3.2;3.5;2.1;3.4;2.3;2.6;2.0;2.3;2.4;0.8;0.9;1.7;0.8;1.4;2.0;1.3;1.4;1.9;1.9;1.3;5.6;1.0;0.1;2.8;1.4;0.7;0.6;1.2;2.1;0.8;0.7;0.6;1.5;0.4;0.5;0.8;;0.8;1.2;2.0;2.0;1.4;1.0;0.6;5.2;2.6;2.9;2.8;5.0;2.7;2.3;1.8;3.5
31;Drenthe;Marge;2008;1.8;1.9;3.2;1.1;0.1;1.4;0.5;;1.3;1.1;1.7;0.1;1.4;2.3;3.1;2.4;0.1;3.3;3.5;2.2;3.4;2.3;2.7;1.8;2.3;2.6;0.9;1.0;1.8;0.8;1.5;2.2;1.3;1.3;2.2;1.7;1.2;4.8;0.6;0.1;2.9;1.5;0.4;0.9;1.3;2.1;0.8;0.4;0.7;1.2;;0.9;1.0;0.3;0.9;1.3;2.0;2.1;1.5;0.8;0.4;5.5;2.8;2.8;2.9;5.0;2.6;2.7;1.9;3.2
32;IJsselland;Waarde;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;IJsselland;Waarde;2006;6.6;9.2;27.1;2.7;3.4;4.7;0.2;1.3;2.5;2.4;5.6;1.6;3.3;12.4;26.9;9.0;2.5;69.4;52.7;90.1;66.0;14.7;80.9;8.2;88.4;18.6;3.1;2.9;9.9;1.7;5.1;14.3;3.6;7.3;10.0;7.2;6.1;11.3;1.4;2.3;28.1;4.4;0.5;1.3;2.9;14.7;1.7;1.0;0.7;5.4;0.0;2.1;1.6;0.1;1.4;5.7;12.3;11.5;5.2;1.5;0.8;42.3;6.9;17.6;16.2;10.3;0.7;2.8;2.0;4.4
34;IJsselland;Waarde;2007;7.6;9.0;24.8;1.9;3.3;4.5;0.7;0.3;3.4;3.4;4.9;1.6;3.9;16.4;25.7;10.8;2.6;67.9;51.6;89.2;62.2;16.3;78.4;11.8;89.4;18.0;2.5;3.1;9.6;1.9;6.2;12.9;3.7;5.4;10.7;7.6;4.7;8.1;0.3;2.3;25.4;4.9;0.7;2.0;2.8;12.0;1.9;1.2;0.7;4.9;0.0;1.1;1.7;0.3;1.4;4.2;11.2;12.3;4.1;1.7;0.9;40.3;8.7;14.5;15.4;14.3;1.0;3.7;1.9;7.6
35;IJsselland;Waarde;2008;6.3;9.4;26.6;2.4;3.3;4.7;0.7;0.4;3.7;3.4;6.2;1.6;4.7;13.3;23.6;11.1;2.6;70.2;53.1;89.3;64.9;14.4;83.2;10.3;89.6;14.5;1.4;2.5;7.6;2.3;5.2;10.5;3.5;5.7;10.7;6.3;4.0;15.5;1.9;2.1;22.3;4.4;0.5;1.3;2.8;9.0;1.9;1.3;0.6;3.6;0.2;1.7;0.8;0.0;0.8;2.6;10.5;8.6;5.1;1.5;0.4;32.3;6.8;9.5;14.2;11.8;1.2;3.5;1.8;5.3
36;IJsselland;Marge;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;IJsselland;Marge;2006;1.7;2.0;3.1;1.1;0.1;1.4;0.2;0.7;1.1;1.0;1.6;0.1;1.2;2.3;3.1;2.0;0.1;3.2;3.5;2.0;3.3;2.4;2.7;1.9;2.2;2.7;1.2;1.2;2.1;0.9;1.5;2.4;1.3;1.8;2.1;1.8;1.6;5.0;1.0;0.1;3.1;1.4;0.5;0.8;1.1;2.5;0.9;0.7;0.7;1.6;;1.2;0.9;0.2;0.8;1.6;2.3;2.7;1.5;0.9;0.6;6.0;2.5;3.4;3.4;3.8;1.1;2.2;1.8;2.4
38;IJsselland;Marge;2007;1.9;2.0;3.1;1.0;0.1;1.4;0.6;0.4;1.2;1.2;1.5;0.1;1.3;2.6;3.1;2.2;0.1;3.3;3.5;2.1;3.4;2.6;2.8;2.2;2.2;2.7;1.1;1.2;2.1;1.0;1.7;2.4;1.4;1.6;2.2;1.9;1.5;4.1;0.6;0.1;3.0;1.4;0.6;0.9;1.1;2.3;0.9;0.7;0.6;1.5;;1.0;0.9;0.4;0.8;1.4;2.2;2.8;1.4;0.9;0.6;6.3;3.3;3.3;3.5;4.5;1.2;2.4;1.9;3.5
39;IJsselland;Marge;2008;1.7;2.0;3.1;1.1;0.1;1.4;0.6;0.4;1.2;1.2;1.7;0.1;1.4;2.3;3.0;2.2;0.1;3.2;3.5;2.1;3.3;2.4;2.6;2.1;2.1;2.4;0.8;1.1;1.8;1.0;1.5;2.1;1.2;1.6;2.1;1.7;1.3;5.3;1.1;0.1;2.9;1.4;0.5;0.8;1.2;2.0;0.9;0.8;0.6;1.3;0.4;1.0;0.7;;0.7;1.1;2.1;2.4;1.5;0.9;0.4;5.5;2.8;2.4;3.3;4.4;1.4;2.5;1.9;3.0
40;Twente;Waarde;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;Twente;Waarde;2006;7.7;7.1;25.0;2.9;3.2;3.6;0.9;0.6;3.2;3.4;4.5;1.6;3.8;13.9;30.1;7.4;2.5;67.5;51.0;86.9;65.9;16.6;81.0;9.9;87.6;16.3;2.0;2.4;7.6;1.4;4.3;11.2;2.9;4.8;12.3;5.5;4.0;14.9;1.1;2.2;22.8;4.9;0.6;1.6;2.8;10.7;0.6;0.0;0.6;4.7;0.4;1.5;1.1;0.0;1.1;4.3;9.6;9.9;3.2;1.0;0.9;34.7;6.9;13.2;13.7;13.0;1.6;3.2;2.7;5.4
42;Twente;Waarde;2007;8.2;10.3;24.4;2.7;3.3;5.2;1.2;0.4;3.0;3.6;6.2;1.6;2.1;12.9;25.1;6.6;2.4;69.8;54.0;88.6;66.0;16.4;80.8;10.1;89.3;14.1;0.8;2.3;6.3;2.1;4.9;9.6;3.1;4.0;7.8;6.2;3.7;11.9;0.7;2.1;22.5;6.4;1.2;2.2;4.0;10.2;1.7;0.8;0.9;4.5;0.0;2.4;0.9;0.3;0.6;2.5;9.6;8.2;4.1;1.3;0.4;36.5;11.2;12.1;11.6;24.0;4.8;6.9;2.5;9.8
43;Twente;Waarde;2008;7.8;10.5;26.3;3.4;3.4;4.4;0.3;0.0;2.4;4.0;4.9;1.6;3.5;13.6;25.8;5.5;2.4;69.1;54.0;87.5;64.4;15.7;81.8;10.5;87.7;15.1;1.8;2.6;6.1;2.0;4.2;9.6;2.8;4.9;8.6;7.0;3.5;16.6;1.2;2.1;21.5;4.1;0.8;1.6;2.1;10.2;1.7;0.9;0.8;4.0;0.2;1.2;1.3;0.1;1.2;3.5;9.4;9.6;3.0;1.9;0.8;33.9;7.1;10.7;13.9;13.7;0.9;3.9;1.2;7.4
44;Twente;Marge;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;Twente;Marge;2006;1.8;1.7;3.0;1.2;0.1;1.2;0.6;0.5;1.2;1.2;1.4;0.1;1.3;2.4;3.2;1.8;0.1;3.2;3.4;2.3;3.2;2.5;2.7;2.0;2.3;2.6;1.0;1.1;1.9;0.8;1.4;2.2;1.2;1.5;2.2;1.5;1.4;5.4;1.0;0.1;2.9;1.5;0.6;0.9;1.1;2.1;0.5;0.0;0.5;1.5;0.5;1.1;0.7;;0.7;1.4;2.1;2.5;1.3;0.7;0.6;5.7;2.4;3.1;3.5;4.5;1.7;2.3;2.3;3.0
46;Twente;Marge;2007;1.9;2.1;3.0;1.1;0.1;1.5;0.7;0.4;1.2;1.3;1.7;0.1;1.0;2.3;3.0;1.7;0.1;3.2;3.5;2.2;3.3;2.5;2.7;2.1;2.1;2.4;0.6;1.0;1.7;0.9;1.5;2.0;1.2;1.3;1.8;1.7;1.3;5.1;0.7;0.1;2.9;1.7;0.8;1.0;1.4;2.1;0.8;0.6;0.6;1.5;;1.3;0.7;0.4;0.6;1.1;2.1;2.3;1.4;0.8;0.4;6.2;3.7;3.0;2.8;5.6;2.8;3.2;2.0;4.0
47;Twente;Marge;2008;1.8;2.1;3.0;1.3;0.1;1.4;0.3;;1.0;1.3;1.5;0.1;1.2;2.3;3.0;1.6;0.1;3.2;3.4;2.2;3.3;2.5;2.6;2.0;2.2;2.4;0.9;1.1;1.7;1.0;1.3;2.0;1.1;1.4;1.9;1.7;1.2;5.6;0.9;0.1;2.8;1.3;0.6;0.8;1.0;2.1;0.9;0.7;0.6;1.4;0.3;0.9;0.8;0.2;0.8;1.2;2.0;2.4;1.2;0.9;0.6;6.0;2.7;2.6;3.5;4.6;1.4;2.5;1.4;3.5
48;Noord- en Oost-Gelderland;Waarde;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;Noord- en Oost-Gelderland;Waarde;2006;8.3;9.0;32.1;4.3;3.4;3.8;0.5;0.5;3.5;2.9;7.4;1.6;3.5;13.8;27.9;10.2;2.5;69.7;53.7;88.7;67.1;15.4;81.2;9.4;89.1;18.7;2.5;3.8;9.6;1.6;4.6;13.0;4.2;6.0;11.7;8.4;4.4;20.6;1.6;2.3;22.8;3.4;1.0;1.1;1.6;10.6;1.9;1.3;0.7;4.4;0.3;0.9;1.5;0.5;1.0;3.3;10.3;7.6;5.6;2.4;0.9;35.5;6.4;11.6;15.1;17.8;0.3;7.2;3.1;7.2
50;Noord- en Oost-Gelderland;Waarde;2007;7.7;10.0;31.1;3.7;3.4;3.6;0.1;0.4;3.9;4.0;7.3;1.6;4.2;17.4;28.6;10.7;2.6;70.2;52.6;90.5;63.9;13.9;82.3;10.2;89.4;17.1;1.6;2.9;8.1;2.7;4.4;11.8;4.5;5.6;9.8;8.4;4.7;17.2;1.1;2.2;21.3;2.9;0.9;0.8;1.9;9.5;2.2;1.1;1.1;3.5;0.1;1.5;1.1;0.1;1.0;2.6;10.4;8.7;4.3;1.7;0.5;31.8;6.1;10.6;13.4;16.5;0.0;5.0;1.4;9.3
51;Noord- en Oost-Gelderland;Waarde;2008;7.8;10.2;28.3;2.0;3.3;5.2;0.1;0.2;2.4;3.3;7.4;1.6;3.2;14.5;27.0;11.6;2.6;70.4;53.5;90.9;66.2;13.1;82.8;8.9;88.8;17.3;2.9;3.0;8.0;3.0;5.0;12.6;4.2;4.8;11.1;7.2;4.4;21.7;2.3;2.2;20.2;4.6;0.7;1.8;2.7;9.7;1.4;0.6;0.8;3.0;0.0;2.2;1.7;0.2;1.5;2.9;10.1;9.1;4.2;0.8;0.4;35.0;8.4;11.2;14.6;17.9;2.4;5.9;2.3;7.3
52;Noord- en Oost-Gelderland;Marge;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;Noord- en Oost-Gelderland;Marge;2006;1.8;1.9;3.1;1.3;0.1;1.2;0.4;0.5;1.1;1.1;1.7;0.1;1.2;2.3;3.0;2.0;0.1;3.1;3.3;2.0;3.1;2.3;2.5;1.9;2.1;2.6;0.9;1.3;2.0;0.8;1.4;2.3;1.4;1.5;2.1;1.8;1.4;5.9;1.0;0.1;2.8;1.2;0.6;0.7;0.9;2.0;0.9;0.7;0.5;1.4;0.3;0.8;0.8;0.5;0.6;1.2;2.0;2.1;1.5;1.0;0.6;5.4;2.6;2.6;3.4;5.0;0.9;3.4;2.4;3.2
54;Noord- en Oost-Gelderland;Marge;2007;1.9;2.1;3.3;1.3;0.1;1.3;0.3;0.4;1.4;1.3;1.8;0.1;1.4;2.7;3.2;2.2;0.1;3.2;3.5;2.0;3.4;2.4;2.6;2.1;2.2;2.6;0.8;1.2;1.9;1.1;1.4;2.3;1.4;1.6;2.1;1.9;1.5;6.2;0.9;0.1;2.9;1.2;0.7;0.6;1.0;2.1;1.0;0.7;0.8;1.3;0.4;1.0;0.7;0.3;0.6;1.2;2.1;2.3;1.4;0.9;0.5;5.7;3.2;2.7;3.1;5.2;;3.0;1.8;4.0
55;Noord- en Oost-Gelderland;Marge;2008;1.8;2.1;3.1;1.0;0.1;1.5;0.2;0.2;1.1;1.2;1.8;0.1;1.2;2.4;3.1;2.2;0.1;3.1;3.5;1.9;3.3;2.3;2.6;2.0;2.1;2.6;1.1;1.1;1.9;1.2;1.5;2.4;1.4;1.5;2.1;1.8;1.4;6.2;1.3;0.1;2.8;1.5;0.6;0.9;1.1;2.1;0.9;0.7;0.6;1.2;;1.3;0.9;0.2;0.8;1.2;2.1;2.5;1.4;0.6;0.4;6.5;3.3;2.7;3.6;5.0;2.0;3.0;1.8;3.6
56;Gelderland-Midden;Waarde;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;Gelderland-Midden;Waarde;2006;9.0;11.0;29.2;3.2;3.5;3.6;0.1;0.3;3.0;5.0;7.6;1.6;5.8;17.1;37.2;14.6;2.9;63.6;46.6;85.9;57.4;22.0;77.6;10.8;86.1;22.9;3.2;4.3;12.4;2.1;5.7;16.7;4.1;7.9;14.2;11.6;5.4;21.8;1.9;2.5;23.5;4.8;1.6;0.7;2.9;10.4;1.6;0.6;1.1;4.3;0.2;1.8;1.2;0.6;0.7;3.2;10.5;10.6;4.2;1.0;1.3;34.8;7.3;11.7;14.8;13.7;3.5;3.1;1.6;5.5
58;Gelderland-Midden;Waarde;2007;8.3;12.3;27.1;2.3;3.4;5.1;0.4;0.3;3.3;4.1;7.2;1.6;5.0;13.3;32.0;15.4;2.7;66.9;47.3;86.8;59.3;19.0;78.7;10.4;88.3;19.0;1.9;5.5;9.7;4.9;7.6;13.9;4.7;5.1;10.4;7.9;4.8;12.6;1.7;2.2;26.3;5.7;1.1;1.0;4.0;12.0;1.7;1.0;0.7;4.7;0.6;2.4;1.1;0.4;0.7;4.1;11.5;11.5;4.1;1.5;1.0;39.6;8.8;13.9;15.4;14.9;1.4;6.7;1.4;5.5
59;Gelderland-Midden;Waarde;2008;8.4;12.5;28.9;4.3;3.5;4.7;1.2;0.4;2.5;4.3;7.3;1.7;3.9;16.6;33.6;15.9;2.8;68.1;49.3;89.3;59.1;17.8;80.0;10.0;86.6;18.5;2.9;4.7;7.7;2.8;4.7;12.8;3.6;6.0;9.5;9.0;4.9;17.7;1.4;2.3;24.7;4.6;1.0;1.4;2.8;10.5;2.3;1.5;0.9;4.5;0.4;2.6;1.0;0.3;0.7;2.0;11.9;12.4;4.0;1.6;0.9;34.5;7.1;10.8;15.0;14.6;1.1;5.7;0.7;7.1
60;Gelderland-Midden;Marge;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;Gelderland-Midden;Marge;2006;1.9;2.1;3.1;1.1;0.1;1.2;0.2;0.3;1.1;1.4;1.7;0.1;1.6;2.4;3.3;2.4;0.1;3.2;3.4;2.2;3.4;2.7;2.8;2.0;2.2;2.8;1.1;1.4;2.2;0.9;1.5;2.5;1.3;1.8;2.2;2.1;1.5;6.1;1.1;0.1;2.8;1.4;0.7;0.6;1.1;2.0;0.9;0.5;0.7;1.3;0.4;1.1;0.7;0.5;0.5;1.2;2.1;2.6;1.3;0.6;0.8;5.3;2.2;2.6;3.4;4.5;2.2;2.2;1.8;3.0
