ID;RegioS2005;Perioden;Huishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5;Huishoudens_6;Eenpersoonshuishoudens_7;Paren_8;Eenouderhuishoudens_9;OverigeHuishoudens_10;Huishoudens_11;Eenpersoonshuishoudens_12;Paren_13;Eenouderhuishoudens_14;OverigeHuishoudens_15;Huishoudens_16;Eenpersoonshuishoudens_17;Paren_18;Eenouderhuishoudens_19;OverigeHuishoudens_20
447;Zuidoost-Friesland (CR);2013;90084;30258;54126;5150;550;80977;26369;49765;4367;476;4016;1896;1650;442;0;5091;1993;2711;341;0
448;Zuidoost-Friesland (CR);2014;90348;30650;53937;5216;545;80998;26660;49457;4409;472;4120;1934;1709;447;0;5230;2056;2771;360;0
449;Zuidoost-Friesland (CR);2015;90601;31020;53746;5284;551;81010;26930;49156;4453;471;4253;1991;1770;463;0;5338;2099;2820;368;51
450;Zuidoost-Friesland (CR);2016;90860;31342;53622;5326;570;81040;27185;48878;4487;490;4365;2024;1851;464;0;5455;2133;2893;375;54
451;Zuidoost-Friesland (CR);2017;90994;31613;53450;5376;555;81006;27408;48596;4529;473;4434;2028;1911;466;0;5554;2177;2943;381;53
452;Zuidoost-Friesland (CR);2018;91223;31938;53311;5419;555;80945;27626;48296;4550;473;4545;2068;1980;468;0;5733;2244;3035;401;53
453;Zuidoost-Friesland (CR);2019;91417;32218;53156;5483;560;80919;27845;47999;4591;484;4663;2108;2056;474;0;5835;2265;3101;418;51
454;Zuidoost-Friesland (CR);2020;91588;32509;52961;5558;560;80858;28058;47688;4627;485;4751;2135;2107;482;0;5979;2316;3166;449;0
455;Zuidoost-Friesland (CR);2021;91711;32795;52773;5607;536;80780;28271;47383;4659;467;4880;2172;2189;493;0;6051;2352;3201;455;0
456;Zuidoost-Friesland (CR);2022;91861;33049;52594;5673;545;80663;28437;47048;4705;473;5014;2232;2267;491;0;6184;2380;3279;477;0
457;Zuidoost-Friesland (CR);2023;92000;33341;52376;5743;540;80546;28617;46719;4737;473;5186;2317;2336;509;0;6268;2407;3321;497;0
458;Zuidoost-Friesland (CR);2024;92140;33645;52177;5785;533;80365;28774;46363;4767;461;5341;2385;2433;500;0;6434;2486;3381;518;0
459;Zuidoost-Friesland (CR);2025;92258;33940;51925;5869;524;80161;28915;45969;4824;453;5535;2469;2523;520;0;6562;2556;3433;525;0
460;Noord-Drenthe (CR);2006;76769;22657;49590;4046;476;69667;19961;45909;3396;401;2117;921;930;224;0;4985;1775;2751;426;0
461;Noord-Drenthe (CR);2007;77321;23253;49491;4103;474;70058;20456;45745;3454;403;2233;977;983;231;0;5030;1820;2763;418;0
462;Noord-Drenthe (CR);2008;78125;23908;49544;4183;490;70569;20965;45674;3519;411;2400;1058;1055;244;0;5156;1885;2815;420;0
463;Noord-Drenthe (CR);2009;78900;24531;49566;4303;500;71072;21463;45591;3598;420;2587;1138;1128;275;0;5241;1930;2847;430;0
464;Noord-Drenthe (CR);2010;79729;25194;49668;4368;499;71622;21988;45565;3647;422;2716;1193;1196;286;0;5391;2013;2907;435;0
465;Noord-Drenthe (CR);2011;80530;25769;49810;4444;507;72155;22453;45573;3699;430;2857;1253;1272;292;0;5518;2063;2965;453;0
466;Noord-Drenthe (CR);2012;81363;26362;49974;4513;514;72643;22912;45551;3750;430;3002;1316;1346;300;0;5718;2134;3077;463;0
467;Noord-Drenthe (CR);2013;82177;26908;50148;4604;517;73110;23331;45546;3802;431;3170;1389;1417;324;0;5897;2188;3185;478;0
468;Noord-Drenthe (CR);2014;82919;27433;50295;4666;525;73491;23725;45488;3841;437;3326;1439;1514;329;0;6102;2269;3293;496;0
469;Noord-Drenthe (CR);2015;83659;27930;50449;4751;529;73900;24105;45463;3897;435;3453;1494;1580;337;0;6306;2331;3406;517;52
470;Noord-Drenthe (CR);2016;84422;28473;50584;4828;537;74263;24476;45406;3943;438;3635;1569;1674;346;0;6524;2428;3504;539;53
471;Noord-Drenthe (CR);2017;85075;28953;50698;4896;528;74555;24821;45327;3981;426;3774;1619;1756;352;0;6746;2513;3615;563;55
472;Noord-Drenthe (CR);2018;85734;29356;50864;4973;541;74850;25121;45261;4032;436;3925;1659;1847;371;0;6959;2576;3756;570;57
473;Noord-Drenthe (CR);2019;86233;29760;50919;5003;551;75002;25403;45118;4045;436;4113;1747;1940;374;52;7118;2610;3861;584;63
474;Noord-Drenthe (CR);2020;86776;30188;50946;5098;544;75183;25686;44979;4090;428;4276;1800;2025;399;52;7317;2702;3942;609;64
475;Noord-Drenthe (CR);2021;87402;30634;51024;5185;559;75380;25967;44833;4144;436;4498;1907;2129;408;54;7524;2760;4062;633;69
476;Noord-Drenthe (CR);2022;87895;31040;51041;5261;553;75495;26224;44661;4184;426;4673;1993;2203;417;60;7727;2823;4177;660;67
477;Noord-Drenthe (CR);2023;88397;31406;51069;5358;564;75585;26446;44477;4233;429;4886;2077;2317;431;61;7926;2883;4275;694;74
478;Noord-Drenthe (CR);2024;88803;31772;51014;5452;565;75618;26656;44247;4289;426;5089;2178;2406;444;61;8096;2938;4361;719;78
479;Noord-Drenthe (CR);2025;89245;32141;51000;5532;572;75608;26840;44018;4327;423;5311;2262;2522;462;65;8326;3039;4460;743;84
480;Zuidoost-Drenthe (CR);2006;71586;20109;47221;3919;337;64634;17552;43562;3267;253;2169;1009;861;268;0;4783;1548;2798;384;53
481;Zuidoost-Drenthe (CR);2007;71848;20537;46994;3980;337;64790;17917;43291;3326;256;2248;1040;904;275;0;4810;1580;2799;379;52
482;Zuidoost-Drenthe (CR);2008;72168;20967;46812;4052;337;64996;18290;43057;3390;259;2332;1073;948;282;0;4840;1604;2807;380;0
483;Zuidoost-Drenthe (CR);2009;72467;21407;46624;4094;342;65211;18668;42839;3432;272;2382;1097;975;284;0;4874;1642;2810;378;0
484;Zuidoost-Drenthe (CR);2010;72738;21810;46448;4141;339;65339;19007;42596;3472;264;2426;1112;1005;283;0;4973;1691;2847;386;0
485;Zuidoost-Drenthe (CR);2011;73011;22177;46292;4200;342;65536;19329;42417;3521;269;2499;1139;1038;296;0;4976;1709;2837;383;0
486;Zuidoost-Drenthe (CR);2012;73357;22584;46159;4275;339;65712;19652;42218;3573;269;2617;1183;1101;310;0;5028;1749;2840;392;0
487;Zuidoost-Drenthe (CR);2013;73630;22942;46036;4302;350;65849;19948;42020;3602;279;2739;1240;1164;310;0;5042;1754;2852;390;0
488;Zuidoost-Drenthe (CR);2014;73915;23296;45894;4377;348;66007;20254;41821;3656;276;2838;1282;1204;328;0;5070;1760;2869;393;0
489;Zuidoost-Drenthe (CR);2015;74150;23600;45783;4422;345;66151;20530;41657;3686;278;2908;1285;1257;342;0;5091;1785;2869;394;0
490;Zuidoost-Drenthe (CR);2016;74420;23940;45644;4480;356;66308;20818;41473;3731;286;2992;1327;1296;343;0;5120;1795;2875;406;0
491;Zuidoost-Drenthe (CR);2017;74598;24221;45509;4518;350;66358;21044;41268;3767;279;3063;1351;1343;344;0;5177;1826;2898;407;0
492;Zuidoost-Drenthe (CR);2018;74865;24514;45401;4584;366;66495;21300;41087;3810;298;3186;1389;1414;360;0;5184;1825;2900;414;0
493;Zuidoost-Drenthe (CR);2019;75090;24834;45247;4641;368;66571;21542;40885;3845;299;3333;1448;1480;381;0;5186;1844;2882;415;0
494;Zuidoost-Drenthe (CR);2020;75259;25109;45083;4698;369;66620;21766;40667;3886;301;3435;1491;1530;391;0;5204;1852;2886;421;0
495;Zuidoost-Drenthe (CR);2021;75382;25357;44926;4743;356;66685;21993;40463;3938;291;3514;1515;1586;388;0;5183;1849;2877;417;0
496;Zuidoost-Drenthe (CR);2022;75538;25630;44750;4792;366;66720;22202;40242;3979;297;3622;1561;1639;395;0;5196;1867;2869;418;0
497;Zuidoost-Drenthe (CR);2023;75706;25887;44593;4846;380;66746;22392;40012;4031;311;3765;1609;1725;404;0;5195;1886;2856;411;0
498;Zuidoost-Drenthe (CR);2024;75803;26113;44412;4913;365;66695;22559;39759;4079;298;3905;1669;1791;420;0;5203;1885;2862;414;0
499;Zuidoost-Drenthe (CR);2025;75911;26345;44237;4970;359;66646;22725;39504;4124;293;4052;1728;1866;431;0;5213;1892;2867;415;0
500;Zuidwest-Drenthe (CR);2006;53113;15689;34408;2695;321;48846;13999;32207;2350;290;1451;636;631;154;0;2816;1054;1570;191;0
501;Zuidwest-Drenthe (CR);2007;53411;16059;34310;2731;311;49044;14295;32079;2386;284;1497;661;658;153;0;2870;1103;1573;192;0
502;Zuidwest-Drenthe (CR);2008;53579;16358;34128;2779;314;49145;14562;31863;2435;285;1563;692;684;160;0;2871;1104;1581;184;0
503;Zuidwest-Drenthe (CR);2009;53749;16650;33953;2839;307;49240;14819;31658;2479;284;1617;711;718;165;0;2892;1120;1577;195;0
504;Zuidwest-Drenthe (CR);2010;53905;16917;33788;2893;307;49324;15050;31462;2530;282;1681;741;747;172;0;2900;1126;1579;191;0
505;Zuidwest-Drenthe (CR);2011;54063;17209;33635;2915;304;49373;15278;31267;2549;279;1755;775;783;177;0;2935;1156;1585;189;0
506;Zuidwest-Drenthe (CR);2012;54176;17432;33472;2969;303;49412;15480;31068;2586;278;1817;793;810;194;0;2947;1159;1594;189;0
507;Zuidwest-Drenthe (CR);2013;54347;17700;33338;3008;301;49478;15695;30881;2624;278;1885;819;855;193;0;2984;1186;1602;191;0
508;Zuidwest-Drenthe (CR);2014;54448;17927;33180;3038;303;49531;15894;30713;2643;281;1906;824;867;199;0;3011;1209;1600;196;0
509;Zuidwest-Drenthe (CR);2015;54533;18144;33024;3064;301;49555;16074;30538;2663;280;1943;838;884;206;0;3035;1232;1602;195;0
510;Zuidwest-Drenthe (CR);2016;54642;18319;32926;3087;310;49581;16226;30381;2687;287;2029;868;936;207;0;3032;1225;1609;193;0
511;Zuidwest-Drenthe (CR);2017;54749;18521;32784;3143;301;49588;16383;30197;2726;282;2074;886;960;214;0;3087;1252;1627;203;0
512;Zuidwest-Drenthe (CR);2018;54843;18706;32657;3174;306;49585;16517;30020;2761;287;2145;915;1011;205;0;3113;1274;1626;208;0
513;Zuidwest-Drenthe (CR);2019;54928;18882;32534;3215;297;49581;16659;29854;2792;276;2211;946;1044;208;0;3136;1277;1636;215;0
514;Zuidwest-Drenthe (CR);2020;55015;19079;32408;3235;293;49602;16824;29687;2818;273;2281;977;1087;203;0;3132;1278;1634;214;0
515;Zuidwest-Drenthe (CR);2021;55080;19230;32284;3271;295;49569;16931;29519;2845;274;2355;1012;1119;210;0;3156;1287;1646;216;0
516;Zuidwest-Drenthe (CR);2022;55148;19409;32131;3313;295;49570;17078;29332;2884;276;2424;1038;1162;212;0;3154;1293;1637;217;0
517;Zuidwest-Drenthe (CR);2023;55220;19605;31983;3349;283;49533;17219;29148;2897;269;2495;1064;1196;227;0;3192;1322;1639;225;0
518;Zuidwest-Drenthe (CR);2024;55202;19746;31817;3362;277;49493;17335;28963;2931;264;2508;1080;1207;214;0;3201;1331;1647;217;0
519;Zuidwest-Drenthe (CR);2025;55291;19919;31701;3391;280;49468;17460;28785;2958;265;2601;1117;1253;221;0;3222;1342;1663;212;0
520;Noord-Overijssel (CR);2006;139488;42920;88661;7008;899;126686;38036;82138;5792;720;5582;2172;2563;727;120;7220;2712;3960;489;59
521;Noord-Overijssel (CR);2007;140556;43867;88596;7208;885;127354;38791;81902;5956;705;5804;2276;2662;743;123;7398;2800;4032;509;57
522;Noord-Overijssel (CR);2008;141736;44806;88629;7402;899;128158;39544;81754;6141;719;6043;2388;2777;758;120;7535;2874;4098;503;60
523;Noord-Overijssel (CR);2009;142818;45696;88626;7574;922;128883;40277;81583;6285;738;6246;2474;2880;772;120;7689;2945;4163;517;64
524;Noord-Overijssel (CR);2010;144000;46601;88733;7756;910;129622;41017;81457;6435;713;6537;2580;3036;793;128;7841;3004;4240;528;69
525;Noord-Overijssel (CR);2011;145173;47490;88787;7971;925;130373;41734;81317;6591;731;6784;2678;3147;836;123;8016;3078;4323;544;71
526;Noord-Overijssel (CR);2012;146296;48350;88887;8125;934;131103;42423;81222;6719;739;7017;2773;3275;846;123;8176;3154;4390;560;72
527;Noord-Overijssel (CR);2013;147420;49170;88971;8334;945;131768;43062;81078;6884;744;7282;2866;3405;883;128;8370;3242;4488;567;73
528;Noord-Overijssel (CR);2014;148489;49975;89090;8462;962;132426;43683;80981;7001;761;7530;2978;3543;885;124;8533;3314;4566;576;77
529;Noord-Overijssel (CR);2015;149465;50700;89170;8633;962;132983;44252;80829;7142;760;7761;3050;3693;893;125;8721;3398;4648;598;77
530;Noord-Overijssel (CR);2016;150439;51402;89242;8815;980;133553;44815;80679;7277;782;8003;3136;3820;926;121;8883;3451;4743;612;77
531;Noord-Overijssel (CR);2017;151445;52133;89340;8993;979;134107;45373;80557;7402;775;8302;3258;3961;958;125;9036;3502;4822;633;79
532;Noord-Overijssel (CR);2018;152364;52873;89374;9128;989;134636;45927;80387;7533;789;8591;3374;4134;956;127;9137;3572;4853;639;73
533;Noord-Overijssel (CR);2019;153359;53643;89447;9269;1000;135207;46545;80219;7649;794;8893;3486;4304;972;131;9259;3612;4924;648;75
534;Noord-Overijssel (CR);2020;154291;54360;89487;9446;998;135732;47112;80043;7781;796;9167;3593;4458;993;123;9392;3655;4986;672;79
535;Noord-Overijssel (CR);2021;155243;55136;89507;9582;1018;136231;47687;79833;7904;807;9499;3749;4624;1002;124;9513;3700;5050;676;87
536;Noord-Overijssel (CR);2022;156149;55859;89574;9718;998;136705;48230;79687;7986;802;9789;3863;4777;1029;120;9655;3766;5110;703;76
537;Noord-Overijssel (CR);2023;156942;56506;89569;9863;1004;137188;48765;79507;8110;806;10051;3963;4933;1038;117;9703;3778;5129;715;81
538;Noord-Overijssel (CR);2024;157684;57178;89548;9967;991;137468;49250;79245;8184;789;10376;4096;5113;1048;119;9840;3832;5190;735;83
539;Noord-Overijssel (CR);2025;158467;57824;89516;10131;996;137885;49759;79016;8320;790;10660;4189;5273;1079;119;9922;3876;5227;732;87
540;Zuidwest-Overijssel (CR);2006;64603;21529;39295;3360;419;53796;16904;34062;2572;258;5604;2529;2530;443;102;5203;2096;2703;345;59
541;Zuidwest-Overijssel (CR);2007;65186;21993;39327;3438;428;54096;17244;33959;2632;261;5753;2582;2613;459;99;5337;2167;2755;347;68
542;Zuidwest-Overijssel (CR);2008;65963;22539;39460;3529;435;54561;17653;33936;2699;273;5915;2635;2708;477;95;5487;2251;2816;353;67
543;Zuidwest-Overijssel (CR);2009;66839;23081;39671;3645;442;55054;18052;33948;2776;278;6131;2704;2825;506;96;5654;2325;2898;363;68
544;Zuidwest-Overijssel (CR);2010;67634;23573;39866;3746;449;55446;18414;33911;2842;279;6336;2757;2952;531;96;5852;2402;3003;373;74
545;Zuidwest-Overijssel (CR);2011;68417;24081;40057;3838;441;55888;18803;33909;2898;278;6491;2798;3049;553;91;6038;2480;3099;387;72
546;Zuidwest-Overijssel (CR);2012;69169;24555;40246;3916;452;56281;19138;33898;2961;284;6670;2863;3152;564;91;6218;2554;3196;391;77
547;Zuidwest-Overijssel (CR);2013;69950;25027;40467;4000;456;56714;19497;33923;3005;289;6820;2898;3251;586;85;6416;2632;3293;409;82
548;Zuidwest-Overijssel (CR);2014;70699;25482;40654;4092;471;57100;19828;33909;3063;300;6991;2948;3353;604;86;6608;2706;3392;425;85
549;Zuidwest-Overijssel (CR);2015;71426;25938;40847;4169;472;57497;20153;33927;3116;301;7141;3003;3437;617;84;6788;2782;3483;436;87
550;Zuidwest-Overijssel (CR);2016;72123;26378;41019;4233;493;57798;20431;33899;3158;310;7334;3070;3545;629;90;6991;2877;3575;446;93
551;Zuidwest-Overijssel (CR);2017;72832;26809;41195;4332;496;58073;20700;33864;3203;306;7590;3166;3668;661;95;7169;2943;3663;468;95
552;Zuidwest-Overijssel (CR);2018;73570;27275;41378;4421;496;58391;20985;33843;3252;311;7847;3274;3798;683;92;7332;3016;3737;486;93
553;Zuidwest-Overijssel (CR);2019;74146;27649;41500;4497;500;58650;21246;33798;3287;319;8061;3356;3900;713;92;7435;3047;3802;497;89
554;Zuidwest-Overijssel (CR);2020;74731;28020;41645;4561;505;58952;21513;33783;3338;318;8200;3414;3980;715;91;7579;3093;3882;508;96
555;Zuidwest-Overijssel (CR);2021;75287;28386;41749;4642;510;59222;21774;33739;3389;320;8389;3487;4078;731;93;7676;3125;3932;522;97
556;Zuidwest-Overijssel (CR);2022;75782;28724;41854;4709;495;59496;22046;33711;3421;318;8557;3550;4169;753;85;7729;3128;3974;535;92
557;Zuidwest-Overijssel (CR);2023;76283;29053;41941;4774;515;59773;22300;33667;3476;330;8722;3612;4266;758;86;7788;3141;4008;540;99
558;Zuidwest-Overijssel (CR);2024;76715;29370;41996;4850;499;60008;22574;33602;3514;318;8851;3639;4350;778;84;7856;3157;4044;558;97
559;Zuidwest-Overijssel (CR);2025;77139;29664;42034;4938;503;60250;22814;33546;3572;318;9007;3678;4442;804;83;7882;3172;4046;562;102
560;Twente (CR);2006;258846;81181;161917;13855;1893;214492;64436;138372;10429;1255;18305;6657;9621;1653;374;26049;10088;13924;1773;264
561;Twente (CR);2007;259970;82528;161426;14119;1897;215543;65677;137909;10682;1275;18542;6779;9728;1670;365;25885;10072;13789;1767;257
562;Twente (CR);2008;261113;83903;160955;14381;1874;216591;66898;137471;10950;1272;18828;6931;9846;1688;363;25694;10074;13638;1743;239
563;Twente (CR);2009;262392;85253;160565;14676;1898;217647;68092;137050;11209;1296;19113;7052;9983;1719;359;25632;10109;13532;1748;243
564;Twente (CR);2010;263606;86550;160255;14958;1843;218585;69215;136660;11453;1257;19447;7197;10146;1757;347;25574;10138;13449;1748;239
565;Twente (CR);2011;264939;87867;160005;15208;1859;219580;70307;136309;11678;1286;19814;7359;10319;1792;344;25545;10201;13377;1738;229
566;Twente (CR);2012;266187;89143;159710;15472;1862;220566;71384;135959;11923;1300;20210;7547;10492;1834;337;25411;10212;13259;1715;225
567;Twente (CR);2013;267588;90420;159538;15753;1877;221567;72446;135650;12153;1318;20612;7726;10694;1857;335;25409;10248;13194;1743;224
568;Twente (CR);2014;268943;91664;159410;15985;1884;222484;73455;135307;12391;1331;21119;7923;10984;1875;337;25340;10286;13119;1719;216
569;Twente (CR);2015;270160;92774;159247;16239;1900;223360;74409;134995;12606;1350;21562;8112;11213;1904;333;25238;10253;13039;1729;217
570;Twente (CR);2016;271165;93823;158998;16447;1897;224170;75326;134674;12821;1349;21948;8287;11407;1916;338;25047;10210;12917;1710;210
571;Twente (CR);2017;272313;94947;158780;16695;1891;224936;76239;134302;13043;1352;22391;8494;11622;1937;338;24986;10214;12856;1715;201
572;Twente (CR);2018;273356;96004;158564;16898;1890;225721;77114;133987;13258;1362;22779;8660;11838;1946;335;24856;10230;12739;1694;193
573;Twente (CR);2019;274361;97055;158302;17112;1892;226502;78063;133602;13455;1382;23143;8800;12053;1965;325;24716;10192;12647;1692;185
574;Twente (CR);2020;275354;98107;158025;17321;1901;227173;78956;133176;13641;1400;23603;9009;12290;1992;312;24578;10142;12559;1688;189
575;Twente (CR);2021;276390;99130;157776;17581;1903;227746;79766;132727;13851;1402;24160;9241;12578;2027;314;24484;10123;12471;1703;187
576;Twente (CR);2022;277151;100028;157424;17806;1893;228228;80500;132274;14056;1398;24604;9459;12787;2040;318;24319;10069;12363;1710;177
577;Twente (CR);2023;278008;100949;157135;18036;1888;228640;81180;131780;14276;1404;25188;9737;13093;2046;312;24180;10032;12262;1714;172
578;Twente (CR);2024;278660;101763;156770;18235;1892;228870;81809;131225;14439;1397;25797;9997;13397;2076;327;23993;9957;12148;1720;168
579;Twente (CR);2025;279247;102501;156397;18464;1885;229101;82406;130651;14641;1403;26303;10176;13707;2100;320;23843;9919;12039;1723;162
580;Veluwe (CR);2006;259878;80453;164644;13214;1567;227008;67084;148088;10633;1203;13930;5904;6528;1300;198;18940;7465;10028;1281;166
581;Veluwe (CR);2007;261557;81971;164534;13504;1548;228145;68321;147744;10885;1195;14314;6052;6733;1336;193;19098;7598;10057;1283;160
582;Veluwe (CR);2008;263021;83341;164293;13831;1556;229032;69434;147222;11162;1214;14781;6220;6985;1388;188;19208;7687;10086;1281;154
583;Veluwe (CR);2009;264631;84828;164127;14102;1574;229977;70614;146742;11401;1220;15252;6409;7216;1428;199;19402;7805;10169;1273;155
584;Veluwe (CR);2010;266118;86260;163893;14405;1560;230804;71717;146231;11645;1211;15722;6605;7442;1476;199;19592;7938;10220;1284;150
585;Veluwe (CR);2011;267541;87610;163651;14695;1585;231499;72727;145663;11877;1232;16209;6806;7673;1530;200;19833;8077;10315;1288;153
586;Veluwe (CR);2012;268914;88914;163423;14964;1613;232202;73731;145133;12082;1256;16685;6985;7921;1571;208;20027;8198;10369;1311;149
587;Veluwe (CR);2013;270334;90246;163189;15288;1611;232903;74718;144604;12325;1256;17142;7139;8156;1646;201;20289;8389;10429;1317;154
588;Veluwe (CR);2014;271623;91461;163008;15538;1616;233498;75666;144036;12540;1256;17611;7283;8467;1663;198;20514;8512;10505;1335;162
589;Veluwe (CR);2015;272844;92625;162813;15797;1609;233957;76526;143437;12734;1260;18101;7463;8756;1693;189;20786;8636;10620;1370;160
590;Veluwe (CR);2016;274027;93798;162542;16073;1614;234513;77426;142899;12923;1265;18639;7666;9026;1758;189;20875;8706;10617;1392;160
591;Veluwe (CR);2017;275119;94996;162279;16258;1586;234973;78275;142333;13115;1250;19083;7883;9266;1756;178;21063;8838;10680;1387;158
592;Veluwe (CR);2018;276175;96092;162017;16472;1594;235376;79143;141707;13266;1260;19612;8054;9572;1807;179;21187;8895;10738;1399;155
593;Veluwe (CR);2019;277372;97357;161681;16734;1600;235800;80017;141075;13448;1260;20208;8325;9831;1871;181;21364;9015;10775;1415;159
594;Veluwe (CR);2020;278296;98412;161338;16943;1603;235995;80775;140368;13600;1252;20853;8596;10154;1907;196;21448;9041;10816;1436;155
595;Veluwe (CR);2021;279213;99453;161012;17135;1613;236257;81549;139686;13751;1271;21425;8823;10479;1929;194;21531;9081;10847;1455;148
596;Veluwe (CR);2022;280019;100436;160623;17364;1596;236407;82257;138976;13924;1250;21958;9035;10778;1953;192;21654;9144;10869;1487;154
597;Veluwe (CR);2023;280925;101451;160270;17605;1599;236531;82933;138249;14096;1253;22573;9266;11114;2004;189;21821;9252;10907;1505;157
598;Veluwe (CR);2024;281624;102390;159814;17838;1582;236574;83578;137474;14277;1245;23169;9516;11435;2033;185;21881;9296;10905;1528;152
599;Veluwe (CR);2025;282252;103308;159344;18044;1556;236521;84218;136649;14425;1229;23717;9714;11751;2075;177;22014;9376;10944;1544;150
600;Achterhoek (CR);2006;163130;44439;109321;8300;1070;143959;37670;98622;6724;943;5848;2255;2961;569;63;13323;4514;7738;1007;64
601;Achterhoek (CR);2007;163689;45465;108664;8475;1085;143996;38380;97796;6855;965;6224;2444;3114;609;57;13469;4641;7754;1011;63
602;Achterhoek (CR);2008;164335;46525;108059;8646;1105;144112;39117;97027;6996;972;6594;2630;3250;651;63;13629;4778;7782;999;70
603;Achterhoek (CR);2009;165107;47587;107560;8835;1125;144252;39833;96309;7126;984;7069;2852;3457;694;66;13786;4902;7794;1015;75
604;Achterhoek (CR);2010;165845;48616;107121;8974;1134;144540;40605;95689;7249;997;7391;2987;3615;721;68;13914;5024;7817;1004;69
605;Achterhoek (CR);2011;166649;49612;106736;9151;1150;144807;41318;95101;7380;1008;7744;3146;3788;740;70;14098;5148;7847;1031;72
606;Achterhoek (CR);2012;167456;50590;106389;9310;1167;145033;41990;94532;7483;1028;8115;3310;3967;776;62;14308;5290;7890;1051;77
607;Achterhoek (CR);2013;168173;51492;106055;9462;1164;145228;42626;93987;7592;1023;8508;3486;4152;803;67;14437;5380;7916;1067;74
608;Achterhoek (CR);2014;168866;52359;105716;9626;1165;145455;43259;93452;7726;1018;8824;3634;4302;822;66;14587;5466;7962;1078;81
609;Achterhoek (CR);2015;169539;53144;105427;9796;1172;145668;43840;92946;7857;1025;9153;3767;4480;847;59;14718;5537;8001;1092;88
610;Achterhoek (CR);2016;170216;53966;105135;9921;1194;145851;44436;92420;7949;1046;9517;3912;4688;858;59;14848;5618;8027;1114;89
611;Achterhoek (CR);2017;170659;54619;104791;10066;1183;145899;44924;91889;8054;1032;9860;4051;4863;884;62;14900;5644;8039;1128;89
612;Achterhoek (CR);2018;171130;55258;104485;10204;1183;145931;45408;91338;8146;1039;10202;4178;5048;915;61;14997;5672;8099;1143;83
613;Achterhoek (CR);2019;171398;55894;104039;10293;1172;145784;45822;90703;8230;1029;10561;4338;5232;930;61;15053;5734;8104;1133;82
614;Achterhoek (CR);2020;171747;56509;103629;10440;1169;145703;46251;90083;8335;1034;10900;4485;5408;951;56;15144;5773;8138;1154;79
615;Achterhoek (CR);2021;172024;57078;103220;10559;1167;145592;46651;89489;8416;1036;11296;4654;5605;982;55;15136;5773;8126;1161;76
616;Achterhoek (CR);2022;172268;57659;102783;10651;1175;145417;47050;88843;8485;1039;11699;4839;5786;1016;58;15152;5770;8154;1150;78
617;Achterhoek (CR);2023;172408;58174;102311;10786;1137;145156;47399;88148;8603;1006;12079;4986;6015;1021;57;15173;5789;8148;1162;74
618;Achterhoek (CR);2024;172545;58668;101848;10898;1131;144882;47723;87476;8683;1000;12410;5104;6205;1045;56;15253;5841;8167;1170;75
619;Achterhoek (CR);2025;172661;59119;101386;11022;1134;144604;48043;86789;8770;1002;12729;5222;6393;1065;0;15328;5854;8204;1187;83
620;Arnhem/Nijmegen (CR);2006;311257;117686;171987;19482;2102;253330;93336;144420;14246;1328;23106;9717;10163;2724;502;34821;14633;17404;2512;272
621;Arnhem/Nijmegen (CR);2007;313596;119661;171930;19911;2094;255284;95108;144187;14657;1332;23557;9944;10386;2746;481;34755;14609;17357;2508;281
622;Arnhem/Nijmegen (CR);2008;315960;121603;171940;20296;2121;257309;96860;144054;15013;1382;24011;10158;10602;2772;479;34640;14585;17284;2511;260
623;Arnhem/Nijmegen (CR);2009;318418;123615;172010;20684;2109;259287;98605;143941;15358;1383;24481;10387;10815;2812;467;34650;14623;17254;2514;259
624;Arnhem/Nijmegen (CR);2010;320852;125613;172086;21047;2106;261331;100378;143862;15697;1394;24926;10604;11019;2839;464;34595;14631;17205;2511;248
625;Arnhem/Nijmegen (CR);2011;323234;127546;172163;21393;2132;263300;102074;143785;16014;1427;25352;10785;11238;2874;455;34582;14687;17140;2505;250
626;Arnhem/Nijmegen (CR);2012;325769;129525;172397;21704;2143;265219;103758;143724;16305;1432;25930;11037;11539;2895;459;34620;14730;17134;2504;252
627;Arnhem/Nijmegen (CR);2013;328161;131473;172505;22023;2160;267037;105377;143615;16583;1462;26499;11310;11813;2929;447;34625;14786;17077;2511;251
628;Arnhem/Nijmegen (CR);2014;330443;133309;172650;22359;2125;268778;106972;143481;16875;1450;26951;11486;12089;2951;425;34714;14851;17080;2533;250
629;Arnhem/Nijmegen (CR);2015;332670;135135;172757;22629;2149;270462;108497;143357;17139;1469;27449;11715;12347;2961;426;34759;14923;17053;2529;254
630;Arnhem/Nijmegen (CR);2016;334820;136867;172899;22905;2149;272111;110015;143229;17386;1481;27975;11907;12660;2979;429;34734;14945;17010;2540;239
631;Arnhem/Nijmegen (CR);2017;336890;138562;173025;23179;2124;273689;111459;143107;17643;1480;28491;12152;12947;2987;405;34710;14951;16971;2549;239
632;Arnhem/Nijmegen (CR);2018;338774;140243;173054;23368;2109;275174;112928;142911;17852;1483;28928;12345;13226;2971;386;34672;14970;16917;2545;240
633;Arnhem/Nijmegen (CR);2019;340814;141904;173147;23628;2135;276621;114282;142753;18082;1504;29639;12654;13579;3004;402;34554;14968;16815;2542;229
