ID;Geslacht;Leeftijd;WijzeVanDeelname;Perioden;Verkeersdoden_1
1765;Totaal mannen en vrouwen;50 tot 60 jaar;Totaal wijze van deelname;2021;61
1766;Totaal mannen en vrouwen;50 tot 60 jaar;Totaal wijze van deelname;2022;83
1767;Totaal mannen en vrouwen;50 tot 60 jaar;Totaal wijze van deelname;2023;61
1768;Totaal mannen en vrouwen;50 tot 60 jaar;Totaal wijze van deelname;2024;62
1769;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;1996;10
1770;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;1997;21
1771;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;1998;19
1772;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;1999;13
1773;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2000;10
1774;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2001;10
1775;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2002;7
1776;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2003;10
1777;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2004;8
1778;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2005;14
1779;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2006;8
1780;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2007;14
1781;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2008;8
1782;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2009;5
1783;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2010;12
1784;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2011;8
1785;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2012;8
1786;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2013;6
1787;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2014;4
1788;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2015;14
1789;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2016;5
1790;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2017;4
1791;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2018;4
1792;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2019;3
1793;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2020;2
1794;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2021;5
1795;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2022;7
1796;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2023;4
1797;Totaal mannen en vrouwen;50 tot 60 jaar;Voetganger;2024;6
1798;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;1996;20
1799;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;1997;23
1800;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;1998;30
1801;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;1999;27
1802;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2000;23
1803;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2001;30
1804;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2002;15
1805;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2003;25
1806;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2004;22
1807;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2005;22
1808;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2006;22
1809;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2007;17
1810;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2008;20
1811;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2009;19
1812;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2010;16
1813;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2011;17
1814;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2012;12
1815;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2013;20
1816;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2014;16
1817;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2015;13
1818;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2016;17
1819;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2017;15
1820;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2018;34
1821;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2019;14
1822;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2020;25
1823;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2021;17
1824;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2022;27
1825;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2023;25
1826;Totaal mannen en vrouwen;50 tot 60 jaar;Fiets;2024;21
1827;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;1996;7
1828;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;1997;4
1829;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;1998;5
1830;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;1999;8
1831;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2000;6
1832;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2001;7
1833;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2002;5
1834;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2003;4
1835;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2004;4
1836;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2005;7
1837;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2006;3
1838;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2007;6
1839;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2008;6
1840;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2009;3
1841;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2010;1
1842;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2011;5
1843;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2012;11
1844;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2013;9
1845;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2014;6
1846;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2015;7
1847;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2016;10
1848;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2017;2
1849;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2018;8
1850;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2019;8
1851;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2020;4
1852;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2021;6
1853;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2022;10
1854;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2023;6
1855;Totaal mannen en vrouwen;50 tot 60 jaar;Brom- en snorfiets en brommobiel;2024;3
1856;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;1996;0
1857;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;1997;1
1858;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;1998;1
1859;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;1999;0
1860;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2000;0
1861;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2001;1
1862;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2002;1
1863;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2003;1
1864;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2004;1
1865;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2005;1
1866;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2006;1
1867;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2007;0
1868;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2008;4
1869;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2009;1
1870;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2010;4
1871;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2011;2
1872;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2012;1
1873;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2013;2
1874;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2014;0
1875;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2015;3
1876;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2016;1
1877;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2017;0
1878;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2018;1
1879;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2019;3
1880;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2020;2
1881;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2021;2
1882;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2022;0
1883;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2023;4
1884;Totaal mannen en vrouwen;50 tot 60 jaar;Gemotoriseerd invalidenvoertuig ...;2024;1
1885;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;1996;12
1886;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;1997;7
1887;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;1998;4
1888;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;1999;6
1889;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2000;13
1890;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2001;5
1891;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2002;8
1892;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2003;10
1893;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2004;13
1894;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2005;11
1895;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2006;7
1896;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2007;11
1897;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2008;14
1898;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2009;9
1899;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2010;16
1900;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2011;11
1901;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2012;10
1902;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2013;7
1903;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2014;8
1904;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2015;5
1905;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2016;8
1906;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2017;7
1907;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2018;3
1908;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2019;4
1909;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2020;5
1910;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2021;10
1911;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2022;12
1912;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2023;9
1913;Totaal mannen en vrouwen;50 tot 60 jaar;Motorfiets;2024;8
1914;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;1996;53
1915;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;1997;55
1916;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;1998;52
1917;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;1999;48
1918;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2000;60
1919;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2001;46
1920;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2002;41
1921;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2003;37
1922;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2004;43
1923;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2005;36
1924;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2006;29
1925;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2007;37
1926;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2008;32
1927;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2009;25
1928;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2010;18
1929;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2011;20
1930;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2012;25
1931;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2013;17
1932;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2014;19
1933;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2015;23
1934;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2016;32
1935;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2017;32
1936;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2018;11
1937;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2019;23
1938;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2020;23
1939;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2021;18
1940;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2022;19
1941;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2023;12
1942;Totaal mannen en vrouwen;50 tot 60 jaar;Personenauto;2024;21
1943;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;1996;5
1944;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;1997;2
1945;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;1998;2
1946;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;1999;8
1947;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2000;8
1948;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2001;10
1949;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2002;11
1950;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2003;11
1951;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2004;3
1952;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2005;7
1953;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2006;10
1954;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2007;3
1955;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2008;10
1956;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2009;5
1957;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2010;5
1958;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2011;2
1959;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2012;3
1960;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2013;6
1961;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2014;3
1962;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2015;8
1963;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2016;7
1964;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2017;3
1965;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2018;5
1966;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2019;4
1967;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2020;1
1968;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2021;2
1969;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2022;8
1970;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2023;0
1971;Totaal mannen en vrouwen;50 tot 60 jaar;Bestelauto, vrachtwagen;2024;2
1972;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";1996;4
1973;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";1997;0
1974;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";1998;1
1975;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";1999;0
1976;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2000;1
1977;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2001;2
1978;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2002;0
1979;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2003;0
1980;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2004;0
1981;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2005;1
1982;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2006;0
1983;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2007;0
1984;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2008;1
1985;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2009;1
1986;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2010;0
1987;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2011;2
1988;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2012;0
1989;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2013;1
1990;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2014;1
1991;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2015;0
1992;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2016;0
1993;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2017;1
1994;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2018;1
1995;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2019;0
1996;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2020;1
1997;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2021;1
1998;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2022;0
1999;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2023;1
2000;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; overig";2024;0
2001;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";1996;0
2002;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";1997;3
2003;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";1998;0
2004;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";1999;0
2005;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2000;0
2006;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2001;1
2007;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2002;0
2008;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2003;0
2009;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2004;0
2010;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2005;0
2011;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2006;0
2012;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2007;0
2013;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2008;0
2014;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2009;0
2015;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2010;0
2016;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2011;0
2017;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2012;0
2018;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2013;0
2019;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2014;0
2020;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2015;0
2021;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2016;0
2022;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2017;0
2023;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2018;0
2024;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2019;0
2025;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2020;0
2026;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2021;0
2027;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2022;0
2028;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2023;0
2029;Totaal mannen en vrouwen;50 tot 60 jaar;"Wijze van deelname; onbekend";2024;0
2030;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;1996;91
2031;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;1997;93
2032;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;1998;110
2033;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;1999;105
2034;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2000;97
2035;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2001;93
2036;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2002;73
2037;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2003;110
2038;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2004;72
2039;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2005;66
2040;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2006;90
2041;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2007;71
2042;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2008;68
2043;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2009;75
2044;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2010;66
2045;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2011;74
2046;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2012;77
2047;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2013;55
2048;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2014;59
2049;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2015;78
2050;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2016;75
2051;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2017;74
2052;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2018;78
2053;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2019;75
2054;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2020;81
2055;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2021;74
2056;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2022;85
2057;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2023;77
2058;Totaal mannen en vrouwen;60 tot 70 jaar;Totaal wijze van deelname;2024;79
2059;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;1996;14
2060;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;1997;14
2061;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;1998;11
2062;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;1999;17
2063;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;2000;16
2064;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;2001;11
2065;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;2002;11
2066;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;2003;14
2067;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;2004;3
2068;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;2005;7
2069;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;2006;9
2070;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;2007;13
2071;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;2008;6
2072;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;2009;6
2073;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;2010;5
2074;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;2011;6
2075;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;2012;7
2076;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;2013;5
2077;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;2014;4
2078;Totaal mannen en vrouwen;60 tot 70 jaar;Voetganger;2015;6
