ID;Sectoren;TypeNietFinancieleActiva;Perioden;Beginbalans_1;Herwaardering_2;Kapitaalvorming_3;OverigeVolumemutaties_4;StatistischVerschil_5;Eindbalans_6;VolumeIndex2010100_7
27;Totaal sectoren;Totaal vaste activa;2000;1205820.0;55188.0;32677.0;-215.0;174.0;1293645.0;85.5
28;Totaal sectoren;Totaal vaste activa;2001;1293645.0;62528.0;31519.0;-240.0;-316.0;1387136.0;87.4
29;Totaal sectoren;Totaal vaste activa;2002;1387136.0;63223.0;25318.0;-134.0;-953.0;1474590.0;88.9
30;Totaal sectoren;Totaal vaste activa;2003;1474590.0;49576.0;22328.0;-131.0;-1017.0;1545346.0;90.1
31;Totaal sectoren;Totaal vaste activa;2004;1545346.0;31668.0;21740.0;-174.0;-2119.0;1596461.0;91.2
32;Totaal sectoren;Totaal vaste activa;2005;1596461.0;31955.0;23577.0;-173.0;-2246.0;1649574.0;92.4
33;Totaal sectoren;Totaal vaste activa;2006;1649574.0;48998.0;30855.0;-155.0;-1601.0;1727671.0;94.0
34;Totaal sectoren;Totaal vaste activa;2007;1727671.0;38036.0;37297.0;-182.0;-1825.0;1800997.0;95.9
35;Totaal sectoren;Totaal vaste activa;2008;1800997.0;54435.0;41330.0;-150.0;-3159.0;1893453.0;97.8
36;Totaal sectoren;Totaal vaste activa;2009;1893453.0;47066.0;27115.0;2441.0;-3736.0;1966339.0;99.1
37;Totaal sectoren;Totaal vaste activa;2010;1966339.0;28848.0;17704.0;-194.0;0.0;2012697.0;100.0
38;Totaal sectoren;Totaal vaste activa;2011;2012697.0;-20006.0;23335.0;-160.0;0.0;2015866.0;101.2
39;Totaal sectoren;Totaal vaste activa;2012;2015866.0;-10393.0;14030.0;-159.0;0.0;2019344.0;101.9
40;Totaal sectoren;Totaal vaste activa;2013;2019344.0;-3603.0;7744.0;-189.0;0.0;2023296.0;102.2
41;Totaal sectoren;Totaal vaste activa;2014;2023296.0;-20913.0;9335.0;-186.0;506.0;2012039.0;102.7
42;Totaal sectoren;Totaal vaste activa;2015;2012039.0;-32383.0;20709.0;-205.0;832.0;2000991.0;103.8
43;Totaal sectoren;Totaal vaste activa;2016;2000991.0;2395.0;25660.0;-184.0;-121.0;2028742.0;105.2
44;Totaal sectoren;Woningen;1995;;;;;;407678.0;72.8
45;Totaal sectoren;Woningen;1996;407678.0;13947.0;10098.0;48.0;-136.0;431635.0;74.5
46;Totaal sectoren;Woningen;1997;431635.0;9930.0;11236.0;74.0;-207.0;452667.0;76.4
47;Totaal sectoren;Woningen;1998;452667.0;12746.0;11584.0;100.0;71.0;477170.0;78.3
48;Totaal sectoren;Woningen;1999;477170.0;19872.0;12438.0;52.0;191.0;509722.0;80.3
49;Totaal sectoren;Woningen;2000;509722.0;29722.0;13237.0;133.0;273.0;553087.0;82.4
50;Totaal sectoren;Woningen;2001;553087.0;34532.0;14596.0;115.0;175.0;602504.0;84.4
51;Totaal sectoren;Woningen;2002;602504.0;36080.0;13491.0;89.0;-127.0;652037.0;86.2
52;Totaal sectoren;Woningen;2003;652037.0;30243.0;12505.0;123.0;-62.0;694846.0;87.8
53;Totaal sectoren;Woningen;2004;694846.0;21258.0;13802.0;50.0;-118.0;729838.0;89.5
54;Totaal sectoren;Woningen;2005;729838.0;17884.0;15424.0;65.0;-137.0;763074.0;91.3
55;Totaal sectoren;Woningen;2006;763074.0;27166.0;17561.0;78.0;23.0;807902.0;93.4
56;Totaal sectoren;Woningen;2007;807902.0;14518.0;19254.0;90.0;-60.0;841704.0;95.6
57;Totaal sectoren;Woningen;2008;841704.0;23500.0;19462.0;55.0;-224.0;884497.0;97.7
58;Totaal sectoren;Woningen;2009;884497.0;29421.0;13688.0;77.0;-94.0;927589.0;99.1
59;Totaal sectoren;Woningen;2010;927589.0;8921.0;8031.0;25.0;0.0;944566.0;100.0
60;Totaal sectoren;Woningen;2011;944566.0;-27303.0;6347.0;71.0;0.0;923681.0;100.7
61;Totaal sectoren;Woningen;2012;923681.0;-18762.0;2872.0;58.0;0.0;907849.0;101.0
62;Totaal sectoren;Woningen;2013;907849.0;-14236.0;-6.0;49.0;0.0;893656.0;101.0
63;Totaal sectoren;Woningen;2014;893656.0;-25418.0;991.0;73.0;0.0;869302.0;101.2
64;Totaal sectoren;Woningen;2015;869302.0;-27402.0;4827.0;58.0;0.0;846785.0;101.7
65;Totaal sectoren;Woningen;2016;846785.0;223.0;9037.0;298.0;85.0;856427.0;102.9
66;Totaal sectoren;Bedrijfsgebouwen;1995;;;;;;192992.0;85.6
67;Totaal sectoren;Bedrijfsgebouwen;1996;192992.0;7976.0;1185.0;-48.0;-290.0;201815.0;85.9
68;Totaal sectoren;Bedrijfsgebouwen;1997;201815.0;4737.0;1569.0;-74.0;-282.0;207766.0;86.4
69;Totaal sectoren;Bedrijfsgebouwen;1998;207766.0;4682.0;2324.0;-100.0;-256.0;214415.0;87.2
70;Totaal sectoren;Bedrijfsgebouwen;1999;214415.0;6342.0;3529.0;-52.0;-265.0;223969.0;88.5
71;Totaal sectoren;Bedrijfsgebouwen;2000;223969.0;11064.0;4586.0;-133.0;-387.0;239098.0;90.0
72;Totaal sectoren;Bedrijfsgebouwen;2001;239098.0;13319.0;4929.0;-115.0;-698.0;256533.0;91.5
73;Totaal sectoren;Bedrijfsgebouwen;2002;256533.0;12078.0;4900.0;-89.0;-1100.0;272322.0;92.8
74;Totaal sectoren;Bedrijfsgebouwen;2003;272322.0;6644.0;4294.0;-123.0;-1179.0;281958.0;93.8
75;Totaal sectoren;Bedrijfsgebouwen;2004;281958.0;5126.0;3166.0;-50.0;-1260.0;288940.0;94.4
76;Totaal sectoren;Bedrijfsgebouwen;2005;288940.0;7296.0;2925.0;-65.0;-1367.0;297729.0;94.9
77;Totaal sectoren;Bedrijfsgebouwen;2006;297729.0;9565.0;3501.0;-78.0;-1461.0;309256.0;95.5
78;Totaal sectoren;Bedrijfsgebouwen;2007;309256.0;7974.0;5813.0;-90.0;-1664.0;321289.0;96.7
79;Totaal sectoren;Bedrijfsgebouwen;2008;321289.0;11310.0;7336.0;-55.0;-1967.0;337913.0;98.2
80;Totaal sectoren;Bedrijfsgebouwen;2009;337913.0;13188.0;6047.0;73.0;-2525.0;354696.0;99.2
81;Totaal sectoren;Bedrijfsgebouwen;2010;354696.0;9299.0;2822.0;-25.0;0.0;366792.0;100.0
82;Totaal sectoren;Bedrijfsgebouwen;2011;366792.0;-550.0;3149.0;-71.0;0.0;369321.0;100.8
83;Totaal sectoren;Bedrijfsgebouwen;2012;369321.0;-1938.0;1215.0;-58.0;0.0;368540.0;101.2
84;Totaal sectoren;Bedrijfsgebouwen;2013;368540.0;4937.0;159.0;-49.0;0.0;373587.0;101.2
85;Totaal sectoren;Bedrijfsgebouwen;2014;373587.0;910.0;-110.0;-73.0;0.0;374313.0;101.1
86;Totaal sectoren;Bedrijfsgebouwen;2015;374313.0;-7580.0;579.0;-58.0;0.0;367254.0;101.3
87;Totaal sectoren;Bedrijfsgebouwen;2016;367254.0;-1236.0;919.0;-298.0;-36.0;366604.0;101.4
88;Totaal sectoren;Grond- weg- en waterbouwkundige werken;1995;;;;;;169363.0;78.9
89;Totaal sectoren;Grond- weg- en waterbouwkundige werken;1996;169363.0;3035.0;2505.0;0.0;-107.0;174796.0;80.0
90;Totaal sectoren;Grond- weg- en waterbouwkundige werken;1997;174796.0;3050.0;2112.0;0.0;-171.0;179788.0;80.9
91;Totaal sectoren;Grond- weg- en waterbouwkundige werken;1998;179788.0;4146.0;2392.0;0.0;-306.0;186020.0;81.8
92;Totaal sectoren;Grond- weg- en waterbouwkundige werken;1999;186020.0;4299.0;3017.0;726.0;-944.0;193118.0;83.0
93;Totaal sectoren;Grond- weg- en waterbouwkundige werken;2000;193118.0;7840.0;4057.0;0.0;-323.0;204691.0;84.6
94;Totaal sectoren;Grond- weg- en waterbouwkundige werken;2001;204691.0;9848.0;4392.0;0.0;-383.0;218549.0;86.2
95;Totaal sectoren;Grond- weg- en waterbouwkundige werken;2002;218549.0;8831.0;4132.0;0.0;-322.0;231190.0;87.6
96;Totaal sectoren;Grond- weg- en waterbouwkundige werken;2003;231190.0;11306.0;3649.0;0.0;-243.0;245902.0;88.8
97;Totaal sectoren;Grond- weg- en waterbouwkundige werken;2004;245902.0;2239.0;2766.0;0.0;-312.0;250595.0;89.7
98;Totaal sectoren;Grond- weg- en waterbouwkundige werken;2005;250595.0;2781.0;3815.0;0.0;-459.0;256732.0;90.9
99;Totaal sectoren;Grond- weg- en waterbouwkundige werken;2006;256732.0;7642.0;4737.0;0.0;-276.0;268835.0;92.4
100;Totaal sectoren;Grond- weg- en waterbouwkundige werken;2007;268835.0;9571.0;4948.0;0.0;-56.0;283298.0;94.1
101;Totaal sectoren;Grond- weg- en waterbouwkundige werken;2008;283298.0;12968.0;5713.0;0.0;-260.0;301719.0;95.8
102;Totaal sectoren;Grond- weg- en waterbouwkundige werken;2009;301719.0;-735.0;5916.0;2350.0;-478.0;308772.0;98.3
103;Totaal sectoren;Grond- weg- en waterbouwkundige werken;2010;308772.0;7258.0;5562.0;0.0;0.0;321592.0;100.0
104;Totaal sectoren;Grond- weg- en waterbouwkundige werken;2011;321592.0;8115.0;7439.0;0.0;0.0;337145.0;102.3
105;Totaal sectoren;Grond- weg- en waterbouwkundige werken;2012;337145.0;7650.0;5489.0;0.0;0.0;350285.0;103.9
106;Totaal sectoren;Grond- weg- en waterbouwkundige werken;2013;350285.0;3906.0;5646.0;0.0;0.0;359837.0;105.5
107;Totaal sectoren;Grond- weg- en waterbouwkundige werken;2014;359837.0;1082.0;5358.0;0.0;0.0;366277.0;107.1
108;Totaal sectoren;Grond- weg- en waterbouwkundige werken;2015;366277.0;-3626.0;6067.0;0.0;0.0;368718.0;108.9
109;Totaal sectoren;Grond- weg- en waterbouwkundige werken;2016;368718.0;-399.0;5714.0;0.0;-30.0;374002.0;110.6
110;Totaal sectoren;Overdrachtskosten op grond;1995;;;;;;7679.0;81.0
111;Totaal sectoren;Overdrachtskosten op grond;1996;7679.0;383.0;464.0;0.0;29.0;8555.0;85.9
112;Totaal sectoren;Overdrachtskosten op grond;1997;8555.0;283.0;357.0;0.0;52.0;9247.0;89.9
113;Totaal sectoren;Overdrachtskosten op grond;1998;9247.0;893.0;310.0;0.0;126.0;10576.0;93.8
114;Totaal sectoren;Overdrachtskosten op grond;1999;10576.0;483.0;401.0;0.0;11.0;11471.0;97.3
115;Totaal sectoren;Overdrachtskosten op grond;2000;11471.0;1143.0;430.0;0.0;277.0;13321.0;102.7
116;Totaal sectoren;Overdrachtskosten op grond;2001;13321.0;1290.0;137.0;0.0;182.0;14931.0;105.0
117;Totaal sectoren;Overdrachtskosten op grond;2002;14931.0;192.0;-61.0;0.0;210.0;15272.0;106.0
118;Totaal sectoren;Overdrachtskosten op grond;2003;15272.0;501.0;-308.0;0.0;15.0;15480.0;104.0
119;Totaal sectoren;Overdrachtskosten op grond;2004;15480.0;329.0;-75.0;0.0;-8.0;15726.0;103.5
120;Totaal sectoren;Overdrachtskosten op grond;2005;15726.0;258.0;127.0;0.0;-69.0;16042.0;103.9
121;Totaal sectoren;Overdrachtskosten op grond;2006;16042.0;432.0;189.0;0.0;-91.0;16572.0;104.5
122;Totaal sectoren;Overdrachtskosten op grond;2007;16572.0;421.0;67.0;0.0;13.0;17073.0;105.0
123;Totaal sectoren;Overdrachtskosten op grond;2008;17073.0;505.0;-149.0;0.0;-295.0;17134.0;102.3
124;Totaal sectoren;Overdrachtskosten op grond;2009;17134.0;226.0;-395.0;0.0;65.0;17030.0;100.4
125;Totaal sectoren;Overdrachtskosten op grond;2010;17030.0;52.0;-62.0;0.0;0.0;17020.0;100.0
126;Totaal sectoren;Overdrachtskosten op grond;2011;17020.0;-1590.0;160.0;0.0;0.0;15589.0;101.0
127;Totaal sectoren;Overdrachtskosten op grond;2012;15589.0;-1862.0;256.0;0.0;0.0;13984.0;102.9
128;Totaal sectoren;Overdrachtskosten op grond;2013;13984.0;-85.0;76.0;0.0;0.0;13975.0;103.5
129;Totaal sectoren;Overdrachtskosten op grond;2014;13975.0;499.0;519.0;0.0;0.0;14993.0;107.2
130;Totaal sectoren;Overdrachtskosten op grond;2015;14993.0;693.0;731.0;0.0;0.0;16417.0;112.2
131;Totaal sectoren;Overdrachtskosten op grond;2016;16417.0;345.0;1134.0;0.0;-79.0;17817.0;119.3
132;Totaal sectoren;Totaal vervoermiddelen;1995;;;;;;37916.0;83.9
133;Totaal sectoren;Totaal vervoermiddelen;1996;37916.0;280.0;510.0;0.0;466.0;39172.0;86.0
134;Totaal sectoren;Totaal vervoermiddelen;1997;39172.0;56.0;232.0;0.0;729.0;40189.0;88.1
135;Totaal sectoren;Totaal vervoermiddelen;1998;40189.0;930.0;1006.0;0.0;586.0;42711.0;91.5
136;Totaal sectoren;Totaal vervoermiddelen;1999;42711.0;508.0;939.0;0.0;1055.0;45213.0;95.8
137;Totaal sectoren;Totaal vervoermiddelen;2000;45213.0;948.0;642.0;0.0;890.0;47694.0;98.9
138;Totaal sectoren;Totaal vervoermiddelen;2001;47694.0;73.0;-317.0;0.0;873.0;48322.0;100.1
139;Totaal sectoren;Totaal vervoermiddelen;2002;48322.0;962.0;-1391.0;0.0;818.0;48711.0;98.9
140;Totaal sectoren;Totaal vervoermiddelen;2003;48711.0;503.0;-457.0;0.0;709.0;49466.0;99.4
141;Totaal sectoren;Totaal vervoermiddelen;2004;49466.0;419.0;-364.0;0.0;300.0;49820.0;99.3
142;Totaal sectoren;Totaal vervoermiddelen;2005;49820.0;977.0;-1034.0;0.0;584.0;50347.0;98.4
143;Totaal sectoren;Totaal vervoermiddelen;2006;50347.0;681.0;36.0;0.0;617.0;51681.0;99.7
144;Totaal sectoren;Totaal vervoermiddelen;2007;51681.0;851.0;138.0;0.0;489.0;53159.0;100.9
145;Totaal sectoren;Totaal vervoermiddelen;2008;53159.0;251.0;1128.0;0.0;446.0;54984.0;103.8
146;Totaal sectoren;Totaal vervoermiddelen;2009;54984.0;413.0;-1409.0;0.0;188.0;54176.0;101.6
147;Totaal sectoren;Totaal vervoermiddelen;2010;54176.0;36.0;-830.0;0.0;0.0;53382.0;100.0
148;Totaal sectoren;Totaal vervoermiddelen;2011;53382.0;-459.0;932.0;0.0;0.0;53856.0;101.8
149;Totaal sectoren;Totaal vervoermiddelen;2012;53856.0;591.0;1045.0;0.0;0.0;55491.0;103.7
150;Totaal sectoren;Totaal vervoermiddelen;2013;55491.0;258.0;306.0;0.0;0.0;56055.0;104.3
151;Totaal sectoren;Totaal vervoermiddelen;2014;56055.0;417.0;-636.0;0.0;506.0;56342.0;104.0
152;Totaal sectoren;Totaal vervoermiddelen;2015;56342.0;549.0;2129.0;0.0;832.0;59852.0;109.5
153;Totaal sectoren;Totaal vervoermiddelen;2016;59852.0;637.0;2035.0;0.0;135.0;62659.0;113.4
154;Totaal sectoren;Personenauto's;1995;;;;;;11085.0;59.6
155;Totaal sectoren;Personenauto's;1996;11085.0;100.0;435.0;0.0;454.0;12073.0;64.4
156;Totaal sectoren;Personenauto's;1997;12073.0;-73.0;714.0;0.0;517.0;13232.0;71.0
157;Totaal sectoren;Personenauto's;1998;13232.0;113.0;841.0;0.0;583.0;14770.0;78.5
158;Totaal sectoren;Personenauto's;1999;14770.0;0.0;1025.0;0.0;727.0;16522.0;87.9
159;Totaal sectoren;Personenauto's;2000;16522.0;508.0;582.0;0.0;752.0;18365.0;94.7
160;Totaal sectoren;Personenauto's;2001;18365.0;274.0;229.0;0.0;773.0;19640.0;99.8
161;Totaal sectoren;Personenauto's;2002;19640.0;147.0;-479.0;0.0;654.0;19962.0;100.7
162;Totaal sectoren;Personenauto's;2003;19962.0;97.0;-691.0;0.0;578.0;19946.0;100.1
163;Totaal sectoren;Personenauto's;2004;19946.0;129.0;38.0;0.0;123.0;20236.0;101.0
164;Totaal sectoren;Personenauto's;2005;20236.0;312.0;-268.0;0.0;507.0;20787.0;102.1
165;Totaal sectoren;Personenauto's;2006;20787.0;272.0;203.0;0.0;494.0;21756.0;105.5
166;Totaal sectoren;Personenauto's;2007;21756.0;209.0;613.0;0.0;504.0;23082.0;110.9
167;Totaal sectoren;Personenauto's;2008;23082.0;-576.0;178.0;0.0;386.0;23072.0;113.7
168;Totaal sectoren;Personenauto's;2009;23072.0;-56.0;-1780.0;0.0;191.0;21427.0;105.8
169;Totaal sectoren;Personenauto's;2010;21427.0;-76.0;-1172.0;0.0;0.0;20178.0;100.0
170;Totaal sectoren;Personenauto's;2011;20178.0;-413.0;298.0;0.0;0.0;20063.0;101.5
171;Totaal sectoren;Personenauto's;2012;20063.0;35.0;876.0;0.0;0.0;20974.0;105.9
172;Totaal sectoren;Personenauto's;2013;20974.0;-99.0;319.0;0.0;0.0;21194.0;107.6
173;Totaal sectoren;Personenauto's;2014;21194.0;-86.0;-371.0;0.0;506.0;21243.0;108.2
174;Totaal sectoren;Personenauto's;2015;21243.0;161.0;1028.0;0.0;-111.0;22321.0;112.9
175;Totaal sectoren;Personenauto's;2016;22321.0;294.0;-382.0;0.0;97.0;22330.0;111.5
176;Totaal sectoren;Overige wegvervoermiddelen;1995;;;;;;7709.0;111.0
177;Totaal sectoren;Overige wegvervoermiddelen;1996;7709.0;54.0;-219.0;0.0;293.0;7837.0;112.1
178;Totaal sectoren;Overige wegvervoermiddelen;1997;7837.0;-4.0;-282.0;0.0;266.0;7817.0;111.9
179;Totaal sectoren;Overige wegvervoermiddelen;1998;7817.0;-39.0;79.0;0.0;221.0;8077.0;116.2
180;Totaal sectoren;Overige wegvervoermiddelen;1999;8077.0;6.0;265.0;0.0;180.0;8528.0;122.5
181;Totaal sectoren;Overige wegvervoermiddelen;2000;8528.0;170.0;-115.0;0.0;129.0;8712.0;122.7
182;Totaal sectoren;Overige wegvervoermiddelen;2001;8712.0;41.0;-174.0;0.0;102.0;8681.0;121.7
183;Totaal sectoren;Overige wegvervoermiddelen;2002;8681.0;54.0;-419.0;0.0;23.0;8339.0;116.2
184;Totaal sectoren;Overige wegvervoermiddelen;2003;8339.0;23.0;-384.0;0.0;99.0;8077.0;112.3
185;Totaal sectoren;Overige wegvervoermiddelen;2004;8077.0;48.0;-144.0;0.0;115.0;8096.0;111.9
186;Totaal sectoren;Overige wegvervoermiddelen;2005;8096.0;95.0;-418.0;0.0;130.0;7903.0;107.9
187;Totaal sectoren;Overige wegvervoermiddelen;2006;7903.0;42.0;-190.0;0.0;-14.0;7741.0;105.2
188;Totaal sectoren;Overige wegvervoermiddelen;2007;7741.0;188.0;-168.0;0.0;32.0;7793.0;103.3
189;Totaal sectoren;Overige wegvervoermiddelen;2008;7793.0;231.0;559.0;0.0;13.0;8596.0;110.7
190;Totaal sectoren;Overige wegvervoermiddelen;2009;8596.0;-15.0;-266.0;0.0;-17.0;8298.0;107.1
191;Totaal sectoren;Overige wegvervoermiddelen;2010;8298.0;252.0;-564.0;0.0;0.0;7986.0;100.0
192;Totaal sectoren;Overige wegvervoermiddelen;2011;7986.0;86.0;68.0;0.0;0.0;8140.0;100.8
193;Totaal sectoren;Overige wegvervoermiddelen;2012;8140.0;55.0;35.0;0.0;0.0;8229.0;101.3
194;Totaal sectoren;Overige wegvervoermiddelen;2013;8229.0;86.0;-126.0;0.0;0.0;8190.0;99.7
195;Totaal sectoren;Overige wegvervoermiddelen;2014;8190.0;-96.0;122.0;0.0;0.0;8216.0;101.2
196;Totaal sectoren;Overige wegvervoermiddelen;2015;8216.0;-16.0;457.0;0.0;0.0;8656.0;106.9
197;Totaal sectoren;Overige wegvervoermiddelen;2016;8656.0;59.0;1028.0;0.0;34.0;9778.0;119.9
198;Totaal sectoren;Treinen en trams;1995;;;;;;3014.0;71.6
199;Totaal sectoren;Treinen en trams;1996;3014.0;75.0;63.0;0.0;1.0;3153.0;73.1
200;Totaal sectoren;Treinen en trams;1997;3153.0;43.0;-19.0;0.0;2.0;3178.0;72.7
201;Totaal sectoren;Treinen en trams;1998;3178.0;102.0;-32.0;0.0;1.0;3249.0;72.0
202;Totaal sectoren;Treinen en trams;1999;3249.0;63.0;-144.0;0.0;5.0;3173.0;69.0
203;Totaal sectoren;Treinen en trams;2000;3173.0;107.0;-40.0;0.0;1.0;3241.0;68.2
204;Totaal sectoren;Treinen en trams;2001;3241.0;124.0;-20.0;0.0;1.0;3346.0;67.8
205;Totaal sectoren;Treinen en trams;2002;3346.0;133.0;40.0;0.0;3.0;3522.0;68.6
206;Totaal sectoren;Treinen en trams;2003;3522.0;79.0;286.0;0.0;3.0;3890.0;74.1
207;Totaal sectoren;Treinen en trams;2004;3890.0;236.0;209.0;0.0;2.0;4337.0;77.9
208;Totaal sectoren;Treinen en trams;2005;4337.0;109.0;139.0;0.0;2.0;4587.0;80.4
209;Totaal sectoren;Treinen en trams;2006;4587.0;51.0;88.0;0.0;2.0;4728.0;82.0
210;Totaal sectoren;Treinen en trams;2007;4728.0;65.0;-6.0;0.0;3.0;4790.0;81.9
211;Totaal sectoren;Treinen en trams;2008;4790.0;126.0;89.0;0.0;9.0;5014.0;83.5
212;Totaal sectoren;Treinen en trams;2009;5014.0;165.0;234.0;0.0;-1.0;5412.0;87.3
213;Totaal sectoren;Treinen en trams;2010;5412.0;-81.0;775.0;0.0;0.0;6106.0;100.0
214;Totaal sectoren;Treinen en trams;2011;6106.0;70.0;55.0;0.0;0.0;6231.0;100.9
215;Totaal sectoren;Treinen en trams;2012;6231.0;71.0;117.0;0.0;0.0;6419.0;102.8
216;Totaal sectoren;Treinen en trams;2013;6419.0;103.0;80.0;0.0;0.0;6602.0;104.0
217;Totaal sectoren;Treinen en trams;2014;6602.0;109.0;14.0;0.0;0.0;6724.0;104.2
218;Totaal sectoren;Treinen en trams;2015;6724.0;-46.0;-1.0;0.0;0.0;6678.0;104.2
219;Totaal sectoren;Treinen en trams;2016;6678.0;128.0;-34.0;0.0;19.0;6792.0;104.0
220;Totaal sectoren;Schepen;1995;;;;;;9404.0;88.3
221;Totaal sectoren;Schepen;1996;9404.0;-67.0;242.0;0.0;-42.0;9537.0;90.2
222;Totaal sectoren;Schepen;1997;9537.0;-14.0;-49.0;0.0;43.0;9517.0;90.1
223;Totaal sectoren;Schepen;1998;9517.0;706.0;171.0;0.0;-71.0;10323.0;91.0
224;Totaal sectoren;Schepen;1999;10323.0;357.0;241.0;0.0;1.0;10921.0;93.1
225;Totaal sectoren;Schepen;2000;10921.0;82.0;-56.0;0.0;-3.0;10944.0;92.6
226;Totaal sectoren;Schepen;2001;10944.0;-352.0;-156.0;0.0;0.0;10436.0;91.2
227;Totaal sectoren;Schepen;2002;10436.0;572.0;-167.0;0.0;73.0;10914.0;90.4
228;Totaal sectoren;Schepen;2003;10914.0;400.0;-79.0;0.0;13.0;11248.0;89.9
229;Totaal sectoren;Schepen;2004;11248.0;-29.0;-176.0;0.0;28.0;11071.0;88.7
230;Totaal sectoren;Schepen;2005;11071.0;198.0;-135.0;0.0;-21.0;11113.0;87.5
231;Totaal sectoren;Schepen;2006;11113.0;230.0;103.0;0.0;80.0;11526.0;88.9
232;Totaal sectoren;Schepen;2007;11526.0;238.0;356.0;0.0;-57.0;12063.0;91.1
233;Totaal sectoren;Schepen;2008;12063.0;219.0;603.0;0.0;-1.0;12884.0;95.6
234;Totaal sectoren;Schepen;2009;12884.0;144.0;174.0;0.0;-17.0;13185.0;96.8
235;Totaal sectoren;Schepen;2010;13185.0;-149.0;436.0;0.0;0.0;13472.0;100.0
236;Totaal sectoren;Schepen;2011;13472.0;-215.0;589.0;0.0;0.0;13846.0;104.4
237;Totaal sectoren;Schepen;2012;13846.0;-64.0;27.0;0.0;0.0;13809.0;104.6
238;Totaal sectoren;Schepen;2013;13809.0;234.0;210.0;0.0;0.0;14253.0;106.2
239;Totaal sectoren;Schepen;2014;14253.0;325.0;-65.0;0.0;0.0;14513.0;105.7
240;Totaal sectoren;Schepen;2015;14513.0;282.0;-63.0;0.0;0.0;14732.0;105.3
241;Totaal sectoren;Schepen;2016;14732.0;72.0;-30.0;0.0;0.0;14774.0;105.1
242;Totaal sectoren;Vliegtuigen;1995;;;;;;6705.0;150.7
243;Totaal sectoren;Vliegtuigen;1996;6705.0;118.0;-11.0;0.0;-240.0;6572.0;145.2
