ID;Beroep;Geslacht;Regio;Personen_1
290;31;Totaal mannen en vrouwen;Zuidelijke Veluwegrens;86513
291;31;Totaal mannen en vrouwen;Zuidhollandsche eilanden;41786
292;31;Totaal mannen en vrouwen;Zeeland;99653
293;31;Totaal mannen en vrouwen;Westelijk Noordbrabant;22072
294;31;Totaal mannen en vrouwen;Zandgronden van Noordbrabant;120281
295;31;Totaal mannen en vrouwen;Noordbrabant's westelijk industriegebied;61494
296;31;Totaal mannen en vrouwen;Meijerij van 's Hertogenbosch;56742
297;31;Totaal mannen en vrouwen;Noordbrabant's oostelijk industriegebied;68846
298;31;Totaal mannen en vrouwen;Noord-Limburg (met N.O.-Noordbrabant);96237
299;31;Totaal mannen en vrouwen;Zuid-Limburg (zonder de Mijnstreek);64980
300;31;Totaal mannen en vrouwen;Mijnstreek in Limburg;65419
301;31;Mannen;Nederland;2418237
302;31;Mannen;Noord-Groningsche bouwstreek;43830
303;31;Mannen;Groninger veenstreken;31627
304;31;Mannen;Groninger weidegebied;16100
305;31;Mannen;Stad Groningen;31182
306;31;Mannen;Drentsche veenstreken;23975
307;31;Mannen;Drentsche zandgronden;26731
308;31;Mannen;Friesche zandbouw;39209
309;31;Mannen;Friesch weidegebied;54538
310;31;Mannen;Noord-Friesche bouwstreek;27668
311;31;Mannen;Wadden- en Zuiderzee-eilanden;7996
312;31;Mannen;West-Overijsselsch weidegebied;44503
313;31;Mannen;Zandgebied in Z-Drenthe en N-Overijssel;22707
314;31;Mannen;Ind.geb. Twenthe en Achterh. Gelderland;109143
315;31;Mannen;Zandgeb. ZW.-Ov. en W.-Achterh. van Gld.;63464
316;31;Mannen;Veluwe;63478
317;31;Mannen;Noordelijk Noordholland en Westfriesland;59048
318;31;Mannen;Duinstr. midden- en zuid. NH. en in ZH.;104651
319;31;Mannen;Veehoud. en akkerb. in Holl. Noorderkw.;18053
320;31;Mannen;De Zaanstreek;20933
321;31;Mannen;Amsterdam;241432
322;31;Mannen;Haarlemmermeer en omstreken;18493
323;31;Mannen;De Vecht- en IJsselstr. in NH. en Utr.;34029
324;31;Mannen;Het Gooi en oostelijk Utrecht;70516
325;31;Mannen;Stad Utrecht en omstreken;49958
326;31;Mannen;Leiden en het Rijngebied;46976
327;31;Mannen;'s Gravenhage en omstreken;132198
328;31;Mannen;Midden-Zuidholland;57774
329;31;Mannen;Rotterdam;188849
330;31;Mannen;De Nieuwe Waterweg;29468
331;31;Mannen;Het industriegebied langs de Maas;70525
332;31;Mannen;De Betuwe, oostelijk Rijngebied;78339
333;31;Mannen;Zuidelijke Veluwegrens;61712
334;31;Mannen;Zuidhollandsche eilanden;36484
335;31;Mannen;Zeeland;78849
336;31;Mannen;Westelijk Noordbrabant;18400
337;31;Mannen;Zandgronden van Noordbrabant;85667
338;31;Mannen;Noordbrabant's westelijk industriegebied;46054
339;31;Mannen;Meijerij van 's Hertogenbosch;40782
340;31;Mannen;Noordbrabant's oostelijk industriegebied;50550
341;31;Mannen;Noord-Limburg (met N.O.-Noordbrabant);68913
342;31;Mannen;Zuid-Limburg (zonder de Mijnstreek);48461
343;31;Mannen;Mijnstreek in Limburg;54972
344;31;Vrouwen;Nederland;767579
345;31;Vrouwen;Noord-Groningsche bouwstreek;10459
346;31;Vrouwen;Groninger veenstreken;6518
347;31;Vrouwen;Groninger weidegebied;3975
348;31;Vrouwen;Stad Groningen;12813
349;31;Vrouwen;Drentsche veenstreken;6649
350;31;Vrouwen;Drentsche zandgronden;7732
351;31;Vrouwen;Friesche zandbouw;6770
352;31;Vrouwen;Friesch weidegebied;14875
353;31;Vrouwen;Noord-Friesche bouwstreek;5620
354;31;Vrouwen;Wadden- en Zuiderzee-eilanden;1165
355;31;Vrouwen;West-Overijsselsch weidegebied;12430
356;31;Vrouwen;Zandgebied in Z-Drenthe en N-Overijssel;6799
357;31;Vrouwen;Ind.geb. Twenthe en Achterh. Gelderland;42303
358;31;Vrouwen;Zandgeb. ZW.-Ov. en W.-Achterh. van Gld.;23078
359;31;Vrouwen;Veluwe;17684
360;31;Vrouwen;Noordelijk Noordholland en Westfriesland;11414
361;31;Vrouwen;Duinstr. midden- en zuid. NH. en in ZH.;31506
362;31;Vrouwen;Veehoud. en akkerb. in Holl. Noorderkw.;3168
363;31;Vrouwen;De Zaanstreek;4394
364;31;Vrouwen;Amsterdam;98999
365;31;Vrouwen;Haarlemmermeer en omstreken;3366
366;31;Vrouwen;De Vecht- en IJsselstr. in NH. en Utr.;9296
367;31;Vrouwen;Het Gooi en oostelijk Utrecht;26379
368;31;Vrouwen;Stad Utrecht en omstreken;18387
369;31;Vrouwen;Leiden en het Rijngebied;14895
370;31;Vrouwen;'s Gravenhage en omstreken;62783
371;31;Vrouwen;Midden-Zuidholland;14845
372;31;Vrouwen;Rotterdam;59140
373;31;Vrouwen;De Nieuwe Waterweg;7321
374;31;Vrouwen;Het industriegebied langs de Maas;14973
375;31;Vrouwen;De Betuwe, oostelijk Rijngebied;14664
376;31;Vrouwen;Zuidelijke Veluwegrens;24801
377;31;Vrouwen;Zuidhollandsche eilanden;5302
378;31;Vrouwen;Zeeland;20804
379;31;Vrouwen;Westelijk Noordbrabant;3672
380;31;Vrouwen;Zandgronden van Noordbrabant;34614
381;31;Vrouwen;Noordbrabant's westelijk industriegebied;15440
382;31;Vrouwen;Meijerij van 's Hertogenbosch;15960
383;31;Vrouwen;Noordbrabant's oostelijk industriegebied;18296
384;31;Vrouwen;Noord-Limburg (met N.O.-Noordbrabant);27324
385;31;Vrouwen;Zuid-Limburg (zonder de Mijnstreek);16519
386;31;Vrouwen;Mijnstreek in Limburg;10447
387;91;Totaal mannen en vrouwen;Nederland;655353
388;91;Totaal mannen en vrouwen;Noord-Groningsche bouwstreek;13294
389;91;Totaal mannen en vrouwen;Groninger veenstreken;9824
390;91;Totaal mannen en vrouwen;Groninger weidegebied;7152
391;91;Totaal mannen en vrouwen;Stad Groningen;7112
392;91;Totaal mannen en vrouwen;Drentsche veenstreken;7788
393;91;Totaal mannen en vrouwen;Drentsche zandgronden;12441
394;91;Totaal mannen en vrouwen;Friesche zandbouw;16782
395;91;Totaal mannen en vrouwen;Friesch weidegebied;17950
396;91;Totaal mannen en vrouwen;Noord-Friesche bouwstreek;10201
397;91;Totaal mannen en vrouwen;Wadden- en Zuiderzee-eilanden;2968
398;91;Totaal mannen en vrouwen;West-Overijsselsch weidegebied;16082
399;91;Totaal mannen en vrouwen;Zandgebied in Z-Drenthe en N-Overijssel;10779
400;91;Totaal mannen en vrouwen;Ind.geb. Twenthe en Achterh. Gelderland;31485
401;91;Totaal mannen en vrouwen;Zandgeb. ZW.-Ov. en W.-Achterh. van Gld.;24871
402;91;Totaal mannen en vrouwen;Veluwe;23266
403;91;Totaal mannen en vrouwen;Noordelijk Noordholland en Westfriesland;20518
404;91;Totaal mannen en vrouwen;Duinstr. midden- en zuid. NH. en in ZH.;23677
405;91;Totaal mannen en vrouwen;Veehoud. en akkerb. in Holl. Noorderkw.;7295
406;91;Totaal mannen en vrouwen;De Zaanstreek;3778
407;91;Totaal mannen en vrouwen;Amsterdam;44584
408;91;Totaal mannen en vrouwen;Haarlemmermeer en omstreken;5432
409;91;Totaal mannen en vrouwen;De Vecht- en IJsselstr. in NH. en Utr.;11988
410;91;Totaal mannen en vrouwen;Het Gooi en oostelijk Utrecht;17871
411;91;Totaal mannen en vrouwen;Stad Utrecht en omstreken;8483
412;91;Totaal mannen en vrouwen;Leiden en het Rijngebied;12238
413;91;Totaal mannen en vrouwen;'s Gravenhage en omstreken;26168
414;91;Totaal mannen en vrouwen;Midden-Zuidholland;17154
415;91;Totaal mannen en vrouwen;Rotterdam;26129
416;91;Totaal mannen en vrouwen;De Nieuwe Waterweg;3819
417;91;Totaal mannen en vrouwen;Het industriegebied langs de Maas;13615
418;91;Totaal mannen en vrouwen;De Betuwe, oostelijk Rijngebied;26681
419;91;Totaal mannen en vrouwen;Zuidelijke Veluwegrens;12214
420;91;Totaal mannen en vrouwen;Zuidhollandsche eilanden;11067
421;91;Totaal mannen en vrouwen;Zeeland;26826
422;91;Totaal mannen en vrouwen;Westelijk Noordbrabant;5449
423;91;Totaal mannen en vrouwen;Zandgronden van Noordbrabant;33536
424;91;Totaal mannen en vrouwen;Noordbrabant's westelijk industriegebied;10525
425;91;Totaal mannen en vrouwen;Meijerij van 's Hertogenbosch;14046
426;91;Totaal mannen en vrouwen;Noordbrabant's oostelijk industriegebied;7690
427;91;Totaal mannen en vrouwen;Noord-Limburg (met N.O.-Noordbrabant);30371
428;91;Totaal mannen en vrouwen;Zuid-Limburg (zonder de Mijnstreek);14135
429;91;Totaal mannen en vrouwen;Mijnstreek in Limburg;8069
430;91;Mannen;Nederland;539982
431;91;Mannen;Noord-Groningsche bouwstreek;11593
432;91;Mannen;Groninger veenstreken;8709
433;91;Mannen;Groninger weidegebied;5979
434;91;Mannen;Stad Groningen;6108
435;91;Mannen;Drentsche veenstreken;6194
436;91;Mannen;Drentsche zandgronden;9381
437;91;Mannen;Friesche zandbouw;15341
438;91;Mannen;Friesch weidegebied;16193
439;91;Mannen;Noord-Friesche bouwstreek;9240
440;91;Mannen;Wadden- en Zuiderzee-eilanden;2622
441;91;Mannen;West-Overijsselsch weidegebied;13224
442;91;Mannen;Zandgebied in Z-Drenthe en N-Overijssel;8262
443;91;Mannen;Ind.geb. Twenthe en Achterh. Gelderland;24385
444;91;Mannen;Zandgeb. ZW.-Ov. en W.-Achterh. van Gld.;18637
445;91;Mannen;Veluwe;19464
446;91;Mannen;Noordelijk Noordholland en Westfriesland;18930
447;91;Mannen;Duinstr. midden- en zuid. NH. en in ZH.;21061
