ID;Beroep;Geslacht;Regio;Personen_1
0;11;Totaal mannen en vrouwen;Nederland;7935565
1;11;Totaal mannen en vrouwen;Noord-Groningsche bouwstreek;141716
2;11;Totaal mannen en vrouwen;Groninger veenstreken;103516
3;11;Totaal mannen en vrouwen;Groninger weidegebied;53175
4;11;Totaal mannen en vrouwen;Stad Groningen;105146
5;11;Totaal mannen en vrouwen;Drentsche veenstreken;83379
6;11;Totaal mannen en vrouwen;Drentsche zandgronden;84680
7;11;Totaal mannen en vrouwen;Friesche zandbouw;129513
8;11;Totaal mannen en vrouwen;Friesch weidegebied;179975
9;11;Totaal mannen en vrouwen;Noord-Friesche bouwstreek;87522
10;11;Totaal mannen en vrouwen;Wadden- en Zuiderzee-eilanden;24036
11;11;Totaal mannen en vrouwen;West-Overijsselsch weidegebied;142906
12;11;Totaal mannen en vrouwen;Zandgebied in Z-Drenthe en N-Overijssel;75386
13;11;Totaal mannen en vrouwen;Ind.geb. Twenthe en Achterh. Gelderland;337627
14;11;Totaal mannen en vrouwen;Zandgeb. ZW.-Ov. en W.-Achterh. van Gld.;202083
15;11;Totaal mannen en vrouwen;Veluwe;214337
16;11;Totaal mannen en vrouwen;Noordelijk Noordholland en Westfriesland;186799
17;11;Totaal mannen en vrouwen;Duinstr. midden- en zuid. NH. en in ZH.;360027
18;11;Totaal mannen en vrouwen;Veehoud. en akkerb. in Holl. Noorderkw.;56113
19;11;Totaal mannen en vrouwen;De Zaanstreek;62064
20;11;Totaal mannen en vrouwen;Amsterdam;757386
21;11;Totaal mannen en vrouwen;Haarlemmermeer en omstreken;58830
22;11;Totaal mannen en vrouwen;De Vecht- en IJsselstr. in NH. en Utr.;109469
23;11;Totaal mannen en vrouwen;Het Gooi en oostelijk Utrecht;255264
24;11;Totaal mannen en vrouwen;Stad Utrecht en omstreken;170928
25;11;Totaal mannen en vrouwen;Leiden en het Rijngebied;158818
26;11;Totaal mannen en vrouwen;'s Gravenhage en omstreken;472823
27;11;Totaal mannen en vrouwen;Midden-Zuidholland;188936
28;11;Totaal mannen en vrouwen;Rotterdam;586952
29;11;Totaal mannen en vrouwen;De Nieuwe Waterweg;94820
30;11;Totaal mannen en vrouwen;Het industriegebied langs de Maas;222173
31;11;Totaal mannen en vrouwen;De Betuwe, oostelijk Rijngebied;242524
32;11;Totaal mannen en vrouwen;Zuidelijke Veluwegrens;216651
33;11;Totaal mannen en vrouwen;Zuidhollandsche eilanden;114926
34;11;Totaal mannen en vrouwen;Zeeland;247606
35;11;Totaal mannen en vrouwen;Westelijk Noordbrabant;61273
36;11;Totaal mannen en vrouwen;Zandgronden van Noordbrabant;297964
37;11;Totaal mannen en vrouwen;Noordbrabant's westelijk industriegebied;153217
38;11;Totaal mannen en vrouwen;Meijerij van 's Hertogenbosch;146607
39;11;Totaal mannen en vrouwen;Noordbrabant's oostelijk industriegebied;164413
40;11;Totaal mannen en vrouwen;Noord-Limburg (met N.O.-Noordbrabant);238652
41;11;Totaal mannen en vrouwen;Zuid-Limburg (zonder de Mijnstreek);163208
42;11;Totaal mannen en vrouwen;Mijnstreek in Limburg;182125
43;11;Mannen;Nederland;3942676
44;11;Mannen;Noord-Groningsche bouwstreek;71322
45;11;Mannen;Groninger veenstreken;52434
46;11;Mannen;Groninger weidegebied;27173
47;11;Mannen;Stad Groningen;50029
48;11;Mannen;Drentsche veenstreken;42965
49;11;Mannen;Drentsche zandgronden;44252
50;11;Mannen;Friesche zandbouw;66420
51;11;Mannen;Friesch weidegebied;88703
52;11;Mannen;Noord-Friesche bouwstreek;43637
53;11;Mannen;Wadden- en Zuiderzee-eilanden;12395
54;11;Mannen;West-Overijsselsch weidegebied;72115
55;11;Mannen;Zandgebied in Z-Drenthe en N-Overijssel;38805
56;11;Mannen;Ind.geb. Twenthe en Achterh. Gelderland;170929
57;11;Mannen;Zandgeb. ZW.-Ov. en W.-Achterh. van Gld.;102435
58;11;Mannen;Veluwe;108999
59;11;Mannen;Noordelijk Noordholland en Westfriesland;94726
60;11;Mannen;Duinstr. midden- en zuid. NH. en in ZH.;175522
61;11;Mannen;Veehoud. en akkerb. in Holl. Noorderkw.;28761
62;11;Mannen;De Zaanstreek;31477
63;11;Mannen;Amsterdam;365512
64;11;Mannen;Haarlemmermeer en omstreken;30035
65;11;Mannen;De Vecht- en IJsselstr. in NH. en Utr.;55633
66;11;Mannen;Het Gooi en oostelijk Utrecht;122021
67;11;Mannen;Stad Utrecht en omstreken;82829
68;11;Mannen;Leiden en het Rijngebied;78361
69;11;Mannen;'s Gravenhage en omstreken;217375
70;11;Mannen;Midden-Zuidholland;95417
71;11;Mannen;Rotterdam;290051
72;11;Mannen;De Nieuwe Waterweg;47169
73;11;Mannen;Het industriegebied langs de Maas;111733
74;11;Mannen;De Betuwe, oostelijk Rijngebied;125563
75;11;Mannen;Zuidelijke Veluwegrens;103789
76;11;Mannen;Zuidhollandsche eilanden;58234
77;11;Mannen;Zeeland;123914
78;11;Mannen;Westelijk Noordbrabant;31034
79;11;Mannen;Zandgronden van Noordbrabant;150062
80;11;Mannen;Noordbrabant's westelijk industriegebied;76831
81;11;Mannen;Meijerij van 's Hertogenbosch;72768
82;11;Mannen;Noordbrabant's oostelijk industriegebied;83359
83;11;Mannen;Noord-Limburg (met N.O.-Noordbrabant);120923
84;11;Mannen;Zuid-Limburg (zonder de Mijnstreek);82090
85;11;Mannen;Mijnstreek in Limburg;94874
86;11;Vrouwen;Nederland;3992889
87;11;Vrouwen;Noord-Groningsche bouwstreek;70394
88;11;Vrouwen;Groninger veenstreken;51082
89;11;Vrouwen;Groninger weidegebied;26002
90;11;Vrouwen;Stad Groningen;55117
91;11;Vrouwen;Drentsche veenstreken;40414
92;11;Vrouwen;Drentsche zandgronden;40428
93;11;Vrouwen;Friesche zandbouw;63093
94;11;Vrouwen;Friesch weidegebied;91272
95;11;Vrouwen;Noord-Friesche bouwstreek;43885
96;11;Vrouwen;Wadden- en Zuiderzee-eilanden;11641
97;11;Vrouwen;West-Overijsselsch weidegebied;70791
98;11;Vrouwen;Zandgebied in Z-Drenthe en N-Overijssel;36581
99;11;Vrouwen;Ind.geb. Twenthe en Achterh. Gelderland;166698
100;11;Vrouwen;Zandgeb. ZW.-Ov. en W.-Achterh. van Gld.;99648
101;11;Vrouwen;Veluwe;105338
102;11;Vrouwen;Noordelijk Noordholland en Westfriesland;92073
103;11;Vrouwen;Duinstr. midden- en zuid. NH. en in ZH.;184505
104;11;Vrouwen;Veehoud. en akkerb. in Holl. Noorderkw.;27352
105;11;Vrouwen;De Zaanstreek;30587
106;11;Vrouwen;Amsterdam;391874
107;11;Vrouwen;Haarlemmermeer en omstreken;28795
108;11;Vrouwen;De Vecht- en IJsselstr. in NH. en Utr.;53836
109;11;Vrouwen;Het Gooi en oostelijk Utrecht;133243
110;11;Vrouwen;Stad Utrecht en omstreken;88099
111;11;Vrouwen;Leiden en het Rijngebied;80457
112;11;Vrouwen;'s Gravenhage en omstreken;255448
113;11;Vrouwen;Midden-Zuidholland;93519
114;11;Vrouwen;Rotterdam;296901
115;11;Vrouwen;De Nieuwe Waterweg;47651
116;11;Vrouwen;Het industriegebied langs de Maas;110440
117;11;Vrouwen;De Betuwe, oostelijk Rijngebied;116961
118;11;Vrouwen;Zuidelijke Veluwegrens;112862
119;11;Vrouwen;Zuidhollandsche eilanden;56692
120;11;Vrouwen;Zeeland;123692
121;11;Vrouwen;Westelijk Noordbrabant;30239
122;11;Vrouwen;Zandgronden van Noordbrabant;147902
123;11;Vrouwen;Noordbrabant's westelijk industriegebied;76386
124;11;Vrouwen;Meijerij van 's Hertogenbosch;73839
125;11;Vrouwen;Noordbrabant's oostelijk industriegebied;81054
126;11;Vrouwen;Noord-Limburg (met N.O.-Noordbrabant);117729
127;11;Vrouwen;Zuid-Limburg (zonder de Mijnstreek);81118
128;11;Vrouwen;Mijnstreek in Limburg;87251
129;21;Totaal mannen en vrouwen;Nederland;4749749
130;21;Totaal mannen en vrouwen;Noord-Groningsche bouwstreek;87427
131;21;Totaal mannen en vrouwen;Groninger veenstreken;65371
132;21;Totaal mannen en vrouwen;Groninger weidegebied;33100
133;21;Totaal mannen en vrouwen;Stad Groningen;61151
134;21;Totaal mannen en vrouwen;Drentsche veenstreken;52755
135;21;Totaal mannen en vrouwen;Drentsche zandgronden;50217
136;21;Totaal mannen en vrouwen;Friesche zandbouw;83534
137;21;Totaal mannen en vrouwen;Friesch weidegebied;110562
138;21;Totaal mannen en vrouwen;Noord-Friesche bouwstreek;54234
139;21;Totaal mannen en vrouwen;Wadden- en Zuiderzee-eilanden;14875
140;21;Totaal mannen en vrouwen;West-Overijsselsch weidegebied;85973
141;21;Totaal mannen en vrouwen;Zandgebied in Z-Drenthe en N-Overijssel;45880
142;21;Totaal mannen en vrouwen;Ind.geb. Twenthe en Achterh. Gelderland;186181
143;21;Totaal mannen en vrouwen;Zandgeb. ZW.-Ov. en W.-Achterh. van Gld.;115541
144;21;Totaal mannen en vrouwen;Veluwe;133175
145;21;Totaal mannen en vrouwen;Noordelijk Noordholland en Westfriesland;116337
146;21;Totaal mannen en vrouwen;Duinstr. midden- en zuid. NH. en in ZH.;223870
147;21;Totaal mannen en vrouwen;Veehoud. en akkerb. in Holl. Noorderkw.;34892
148;21;Totaal mannen en vrouwen;De Zaanstreek;36737
149;21;Totaal mannen en vrouwen;Amsterdam;416955
150;21;Totaal mannen en vrouwen;Haarlemmermeer en omstreken;36971
151;21;Totaal mannen en vrouwen;De Vecht- en IJsselstr. in NH. en Utr.;66144
152;21;Totaal mannen en vrouwen;Het Gooi en oostelijk Utrecht;158369
153;21;Totaal mannen en vrouwen;Stad Utrecht en omstreken;102583
154;21;Totaal mannen en vrouwen;Leiden en het Rijngebied;96947
155;21;Totaal mannen en vrouwen;'s Gravenhage en omstreken;277842
156;21;Totaal mannen en vrouwen;Midden-Zuidholland;116317
157;21;Totaal mannen en vrouwen;Rotterdam;338963
158;21;Totaal mannen en vrouwen;De Nieuwe Waterweg;58031
159;21;Totaal mannen en vrouwen;Het industriegebied langs de Maas;136675
160;21;Totaal mannen en vrouwen;De Betuwe, oostelijk Rijngebied;149521
161;21;Totaal mannen en vrouwen;Zuidelijke Veluwegrens;130138
162;21;Totaal mannen en vrouwen;Zuidhollandsche eilanden;73140
163;21;Totaal mannen en vrouwen;Zeeland;147953
164;21;Totaal mannen en vrouwen;Westelijk Noordbrabant;39201
165;21;Totaal mannen en vrouwen;Zandgronden van Noordbrabant;177683
166;21;Totaal mannen en vrouwen;Noordbrabant's westelijk industriegebied;91723
167;21;Totaal mannen en vrouwen;Meijerij van 's Hertogenbosch;89865
168;21;Totaal mannen en vrouwen;Noordbrabant's oostelijk industriegebied;95567
169;21;Totaal mannen en vrouwen;Noord-Limburg (met N.O.-Noordbrabant);142415
170;21;Totaal mannen en vrouwen;Zuid-Limburg (zonder de Mijnstreek);98228
171;21;Totaal mannen en vrouwen;Mijnstreek in Limburg;116706
172;21;Mannen;Nederland;1524439
173;21;Mannen;Noord-Groningsche bouwstreek;27492
174;21;Mannen;Groninger veenstreken;20807
175;21;Mannen;Groninger weidegebied;11073
176;21;Mannen;Stad Groningen;18847
177;21;Mannen;Drentsche veenstreken;18990
178;21;Mannen;Drentsche zandgronden;17521
179;21;Mannen;Friesche zandbouw;27211
180;21;Mannen;Friesch weidegebied;34165
181;21;Mannen;Noord-Friesche bouwstreek;15969
182;21;Mannen;Wadden- en Zuiderzee-eilanden;4399
183;21;Mannen;West-Overijsselsch weidegebied;27612
184;21;Mannen;Zandgebied in Z-Drenthe en N-Overijssel;16098
185;21;Mannen;Ind.geb. Twenthe en Achterh. Gelderland;61786
186;21;Mannen;Zandgeb. ZW.-Ov. en W.-Achterh. van Gld.;38971
187;21;Mannen;Veluwe;45521
188;21;Mannen;Noordelijk Noordholland en Westfriesland;35678
189;21;Mannen;Duinstr. midden- en zuid. NH. en in ZH.;70871
190;21;Mannen;Veehoud. en akkerb. in Holl. Noorderkw.;10708
191;21;Mannen;De Zaanstreek;10544
192;21;Mannen;Amsterdam;124080
193;21;Mannen;Haarlemmermeer en omstreken;11542
194;21;Mannen;De Vecht- en IJsselstr. in NH. en Utr.;21604
195;21;Mannen;Het Gooi en oostelijk Utrecht;51505
196;21;Mannen;Stad Utrecht en omstreken;32871
197;21;Mannen;Leiden en het Rijngebied;31385
198;21;Mannen;'s Gravenhage en omstreken;85177
199;21;Mannen;Midden-Zuidholland;37643
200;21;Mannen;Rotterdam;101202
201;21;Mannen;De Nieuwe Waterweg;17701
202;21;Mannen;Het industriegebied langs de Maas;41208
203;21;Mannen;De Betuwe, oostelijk Rijngebied;47224
204;21;Mannen;Zuidelijke Veluwegrens;42077
205;21;Mannen;Zuidhollandsche eilanden;21750
206;21;Mannen;Zeeland;45065
207;21;Mannen;Westelijk Noordbrabant;12634
208;21;Mannen;Zandgronden van Noordbrabant;64395
209;21;Mannen;Noordbrabant's westelijk industriegebied;30777
210;21;Mannen;Meijerij van 's Hertogenbosch;31986
211;21;Mannen;Noordbrabant's oostelijk industriegebied;32809
212;21;Mannen;Noord-Limburg (met N.O.-Noordbrabant);52010
213;21;Mannen;Zuid-Limburg (zonder de Mijnstreek);33629
214;21;Mannen;Mijnstreek in Limburg;39902
215;21;Vrouwen;Nederland;3225310
216;21;Vrouwen;Noord-Groningsche bouwstreek;59935
217;21;Vrouwen;Groninger veenstreken;44564
218;21;Vrouwen;Groninger weidegebied;22027
219;21;Vrouwen;Stad Groningen;42304
220;21;Vrouwen;Drentsche veenstreken;33765
221;21;Vrouwen;Drentsche zandgronden;32696
222;21;Vrouwen;Friesche zandbouw;56323
223;21;Vrouwen;Friesch weidegebied;76397
224;21;Vrouwen;Noord-Friesche bouwstreek;38265
225;21;Vrouwen;Wadden- en Zuiderzee-eilanden;10476
226;21;Vrouwen;West-Overijsselsch weidegebied;58361
227;21;Vrouwen;Zandgebied in Z-Drenthe en N-Overijssel;29782
228;21;Vrouwen;Ind.geb. Twenthe en Achterh. Gelderland;124395
229;21;Vrouwen;Zandgeb. ZW.-Ov. en W.-Achterh. van Gld.;76570
230;21;Vrouwen;Veluwe;87654
231;21;Vrouwen;Noordelijk Noordholland en Westfriesland;80659
232;21;Vrouwen;Duinstr. midden- en zuid. NH. en in ZH.;152999
233;21;Vrouwen;Veehoud. en akkerb. in Holl. Noorderkw.;24184
234;21;Vrouwen;De Zaanstreek;26193
235;21;Vrouwen;Amsterdam;292875
236;21;Vrouwen;Haarlemmermeer en omstreken;25429
237;21;Vrouwen;De Vecht- en IJsselstr. in NH. en Utr.;44540
238;21;Vrouwen;Het Gooi en oostelijk Utrecht;106864
239;21;Vrouwen;Stad Utrecht en omstreken;69712
240;21;Vrouwen;Leiden en het Rijngebied;65562
241;21;Vrouwen;'s Gravenhage en omstreken;192665
242;21;Vrouwen;Midden-Zuidholland;78674
243;21;Vrouwen;Rotterdam;237761
244;21;Vrouwen;De Nieuwe Waterweg;40330
245;21;Vrouwen;Het industriegebied langs de Maas;95467
246;21;Vrouwen;De Betuwe, oostelijk Rijngebied;102297
247;21;Vrouwen;Zuidelijke Veluwegrens;88061
248;21;Vrouwen;Zuidhollandsche eilanden;51390
249;21;Vrouwen;Zeeland;102888
250;21;Vrouwen;Westelijk Noordbrabant;26567
251;21;Vrouwen;Zandgronden van Noordbrabant;113288
252;21;Vrouwen;Noordbrabant's westelijk industriegebied;60946
253;21;Vrouwen;Meijerij van 's Hertogenbosch;57879
254;21;Vrouwen;Noordbrabant's oostelijk industriegebied;62758
255;21;Vrouwen;Noord-Limburg (met N.O.-Noordbrabant);90405
256;21;Vrouwen;Zuid-Limburg (zonder de Mijnstreek);64599
257;21;Vrouwen;Mijnstreek in Limburg;76804
258;31;Totaal mannen en vrouwen;Nederland;3185816
259;31;Totaal mannen en vrouwen;Noord-Groningsche bouwstreek;54289
260;31;Totaal mannen en vrouwen;Groninger veenstreken;38145
261;31;Totaal mannen en vrouwen;Groninger weidegebied;20075
262;31;Totaal mannen en vrouwen;Stad Groningen;43995
263;31;Totaal mannen en vrouwen;Drentsche veenstreken;30624
264;31;Totaal mannen en vrouwen;Drentsche zandgronden;34463
265;31;Totaal mannen en vrouwen;Friesche zandbouw;45979
266;31;Totaal mannen en vrouwen;Friesch weidegebied;69413
267;31;Totaal mannen en vrouwen;Noord-Friesche bouwstreek;33288
268;31;Totaal mannen en vrouwen;Wadden- en Zuiderzee-eilanden;9161
269;31;Totaal mannen en vrouwen;West-Overijsselsch weidegebied;56933
270;31;Totaal mannen en vrouwen;Zandgebied in Z-Drenthe en N-Overijssel;29506
271;31;Totaal mannen en vrouwen;Ind.geb. Twenthe en Achterh. Gelderland;151446
272;31;Totaal mannen en vrouwen;Zandgeb. ZW.-Ov. en W.-Achterh. van Gld.;86542
273;31;Totaal mannen en vrouwen;Veluwe;81162
274;31;Totaal mannen en vrouwen;Noordelijk Noordholland en Westfriesland;70462
275;31;Totaal mannen en vrouwen;Duinstr. midden- en zuid. NH. en in ZH.;136157
276;31;Totaal mannen en vrouwen;Veehoud. en akkerb. in Holl. Noorderkw.;21221
277;31;Totaal mannen en vrouwen;De Zaanstreek;25327
278;31;Totaal mannen en vrouwen;Amsterdam;340431
279;31;Totaal mannen en vrouwen;Haarlemmermeer en omstreken;21859
280;31;Totaal mannen en vrouwen;De Vecht- en IJsselstr. in NH. en Utr.;43325
281;31;Totaal mannen en vrouwen;Het Gooi en oostelijk Utrecht;96895
282;31;Totaal mannen en vrouwen;Stad Utrecht en omstreken;68345
283;31;Totaal mannen en vrouwen;Leiden en het Rijngebied;61871
284;31;Totaal mannen en vrouwen;'s Gravenhage en omstreken;194981
285;31;Totaal mannen en vrouwen;Midden-Zuidholland;72619
286;31;Totaal mannen en vrouwen;Rotterdam;247989
287;31;Totaal mannen en vrouwen;De Nieuwe Waterweg;36789
288;31;Totaal mannen en vrouwen;Het industriegebied langs de Maas;85498
289;31;Totaal mannen en vrouwen;De Betuwe, oostelijk Rijngebied;93003
