ID;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
375;463 Groothandel in voedingsmiddelen;2015 1e kwartaal;99.5;-0.4
376;463 Groothandel in voedingsmiddelen;2015 2e kwartaal;113.7;2.2
377;463 Groothandel in voedingsmiddelen;2015 3e kwartaal;110.1;4.7
378;463 Groothandel in voedingsmiddelen;2015 4e kwartaal;114.7;4.2
379;463 Groothandel in voedingsmiddelen;2015;109.5;2.7
380;463 Groothandel in voedingsmiddelen;2016 1e kwartaal;104.7;5.2
381;463 Groothandel in voedingsmiddelen;2016 2e kwartaal;115.8;1.8
382;463 Groothandel in voedingsmiddelen;2016 3e kwartaal;112.8;2.5
383;463 Groothandel in voedingsmiddelen;2016 4e kwartaal;114.6;-0.1
384;463 Groothandel in voedingsmiddelen;2016;112.0;2.3
385;463 Groothandel in voedingsmiddelen;2017 1e kwartaal;108.6;3.7
386;463 Groothandel in voedingsmiddelen;2017 2e kwartaal;121.9;5.3
387;463 Groothandel in voedingsmiddelen;2017 3e kwartaal;115.5;2.4
388;463 Groothandel in voedingsmiddelen;2017 4e kwartaal;120.0;4.7
389;463 Groothandel in voedingsmiddelen;2017;116.5;4.0
390;4631 Groothandel in groenten, fruit e.d.;2005 1e kwartaal;;
391;4631 Groothandel in groenten, fruit e.d.;2005 2e kwartaal;;
392;4631 Groothandel in groenten, fruit e.d.;2005 3e kwartaal;;
393;4631 Groothandel in groenten, fruit e.d.;2005 4e kwartaal;;
394;4631 Groothandel in groenten, fruit e.d.;2005;;
395;4631 Groothandel in groenten, fruit e.d.;2006 1e kwartaal;;
396;4631 Groothandel in groenten, fruit e.d.;2006 2e kwartaal;;
397;4631 Groothandel in groenten, fruit e.d.;2006 3e kwartaal;;
398;4631 Groothandel in groenten, fruit e.d.;2006 4e kwartaal;;
399;4631 Groothandel in groenten, fruit e.d.;2006;;
400;4631 Groothandel in groenten, fruit e.d.;2007 1e kwartaal;89.3;
401;4631 Groothandel in groenten, fruit e.d.;2007 2e kwartaal;105.6;
402;4631 Groothandel in groenten, fruit e.d.;2007 3e kwartaal;84.2;
403;4631 Groothandel in groenten, fruit e.d.;2007 4e kwartaal;83.4;
404;4631 Groothandel in groenten, fruit e.d.;2007;90.6;
405;4631 Groothandel in groenten, fruit e.d.;2008 1e kwartaal;95.2;6.6
406;4631 Groothandel in groenten, fruit e.d.;2008 2e kwartaal;112.8;6.8
407;4631 Groothandel in groenten, fruit e.d.;2008 3e kwartaal;89.1;5.7
408;4631 Groothandel in groenten, fruit e.d.;2008 4e kwartaal;84.8;1.7
409;4631 Groothandel in groenten, fruit e.d.;2008;95.5;5.3
410;4631 Groothandel in groenten, fruit e.d.;2009 1e kwartaal;95.0;-0.3
411;4631 Groothandel in groenten, fruit e.d.;2009 2e kwartaal;109.6;-2.9
412;4631 Groothandel in groenten, fruit e.d.;2009 3e kwartaal;83.1;-6.7
413;4631 Groothandel in groenten, fruit e.d.;2009 4e kwartaal;79.8;-5.9
414;4631 Groothandel in groenten, fruit e.d.;2009;91.9;-3.8
415;4631 Groothandel in groenten, fruit e.d.;2010 1e kwartaal;93.3;-1.8
416;4631 Groothandel in groenten, fruit e.d.;2010 2e kwartaal;119.3;8.9
417;4631 Groothandel in groenten, fruit e.d.;2010 3e kwartaal;95.1;14.4
418;4631 Groothandel in groenten, fruit e.d.;2010 4e kwartaal;92.3;15.7
419;4631 Groothandel in groenten, fruit e.d.;2010;100.0;8.8
420;4631 Groothandel in groenten, fruit e.d.;2011 1e kwartaal;92.4;-1.0
421;4631 Groothandel in groenten, fruit e.d.;2011 2e kwartaal;105.1;-11.9
422;4631 Groothandel in groenten, fruit e.d.;2011 3e kwartaal;85.9;-9.7
423;4631 Groothandel in groenten, fruit e.d.;2011 4e kwartaal;78.5;-14.9
424;4631 Groothandel in groenten, fruit e.d.;2011;90.5;-9.5
425;4631 Groothandel in groenten, fruit e.d.;2012 1e kwartaal;87.0;-5.9
426;4631 Groothandel in groenten, fruit e.d.;2012 2e kwartaal;108.8;3.5
427;4631 Groothandel in groenten, fruit e.d.;2012 3e kwartaal;96.4;12.3
428;4631 Groothandel in groenten, fruit e.d.;2012 4e kwartaal;91.5;16.5
429;4631 Groothandel in groenten, fruit e.d.;2012;95.9;6.0
430;4631 Groothandel in groenten, fruit e.d.;2013 1e kwartaal;89.6;3.0
431;4631 Groothandel in groenten, fruit e.d.;2013 2e kwartaal;120.9;11.2
432;4631 Groothandel in groenten, fruit e.d.;2013 3e kwartaal;100.5;4.2
433;4631 Groothandel in groenten, fruit e.d.;2013 4e kwartaal;94.6;3.4
434;4631 Groothandel in groenten, fruit e.d.;2013;101.4;5.7
435;4631 Groothandel in groenten, fruit e.d.;2014 1e kwartaal;94.4;5.4
436;4631 Groothandel in groenten, fruit e.d.;2014 2e kwartaal;118.8;-1.7
437;4631 Groothandel in groenten, fruit e.d.;2014 3e kwartaal;98.2;-2.3
438;4631 Groothandel in groenten, fruit e.d.;2014 4e kwartaal;93.6;-1.1
439;4631 Groothandel in groenten, fruit e.d.;2014;101.2;-0.1
440;4631 Groothandel in groenten, fruit e.d.;2015 1e kwartaal;94.1;-0.3
441;4631 Groothandel in groenten, fruit e.d.;2015 2e kwartaal;126.4;6.4
442;4631 Groothandel in groenten, fruit e.d.;2015 3e kwartaal;115.1;17.2
443;4631 Groothandel in groenten, fruit e.d.;2015 4e kwartaal;104.0;11.2
444;4631 Groothandel in groenten, fruit e.d.;2015;109.9;8.6
445;4631 Groothandel in groenten, fruit e.d.;2016 1e kwartaal;102.3;8.7
446;4631 Groothandel in groenten, fruit e.d.;2016 2e kwartaal;137.0;8.4
447;4631 Groothandel in groenten, fruit e.d.;2016 3e kwartaal;125.6;9.2
448;4631 Groothandel in groenten, fruit e.d.;2016 4e kwartaal;106.3;2.2
449;4631 Groothandel in groenten, fruit e.d.;2016;117.8;7.2
450;4631 Groothandel in groenten, fruit e.d.;2017 1e kwartaal;113.1;10.6
451;4631 Groothandel in groenten, fruit e.d.;2017 2e kwartaal;137.5;0.4
452;4631 Groothandel in groenten, fruit e.d.;2017 3e kwartaal;117.0;-6.9
453;4631 Groothandel in groenten, fruit e.d.;2017 4e kwartaal;109.4;2.9
454;4631 Groothandel in groenten, fruit e.d.;2017;119.2;1.2
455;4633 Groothandel zuivel, vetten, eieren;2005 1e kwartaal;;
456;4633 Groothandel zuivel, vetten, eieren;2005 2e kwartaal;;
457;4633 Groothandel zuivel, vetten, eieren;2005 3e kwartaal;;
458;4633 Groothandel zuivel, vetten, eieren;2005 4e kwartaal;;
459;4633 Groothandel zuivel, vetten, eieren;2005;;
460;4633 Groothandel zuivel, vetten, eieren;2006 1e kwartaal;;
461;4633 Groothandel zuivel, vetten, eieren;2006 2e kwartaal;;
462;4633 Groothandel zuivel, vetten, eieren;2006 3e kwartaal;;
463;4633 Groothandel zuivel, vetten, eieren;2006 4e kwartaal;;
464;4633 Groothandel zuivel, vetten, eieren;2006;;
465;4633 Groothandel zuivel, vetten, eieren;2007 1e kwartaal;;
466;4633 Groothandel zuivel, vetten, eieren;2007 2e kwartaal;;
467;4633 Groothandel zuivel, vetten, eieren;2007 3e kwartaal;;
468;4633 Groothandel zuivel, vetten, eieren;2007 4e kwartaal;;
469;4633 Groothandel zuivel, vetten, eieren;2007;;
470;4633 Groothandel zuivel, vetten, eieren;2008 1e kwartaal;;
471;4633 Groothandel zuivel, vetten, eieren;2008 2e kwartaal;;
472;4633 Groothandel zuivel, vetten, eieren;2008 3e kwartaal;;
473;4633 Groothandel zuivel, vetten, eieren;2008 4e kwartaal;;
474;4633 Groothandel zuivel, vetten, eieren;2008;;
475;4633 Groothandel zuivel, vetten, eieren;2009 1e kwartaal;;
476;4633 Groothandel zuivel, vetten, eieren;2009 2e kwartaal;;
477;4633 Groothandel zuivel, vetten, eieren;2009 3e kwartaal;;
478;4633 Groothandel zuivel, vetten, eieren;2009 4e kwartaal;;
479;4633 Groothandel zuivel, vetten, eieren;2009;;
480;4633 Groothandel zuivel, vetten, eieren;2010 1e kwartaal;;
481;4633 Groothandel zuivel, vetten, eieren;2010 2e kwartaal;;
482;4633 Groothandel zuivel, vetten, eieren;2010 3e kwartaal;;
483;4633 Groothandel zuivel, vetten, eieren;2010 4e kwartaal;;
484;4633 Groothandel zuivel, vetten, eieren;2010;;
485;4633 Groothandel zuivel, vetten, eieren;2011 1e kwartaal;103.3;
486;4633 Groothandel zuivel, vetten, eieren;2011 2e kwartaal;103.6;
487;4633 Groothandel zuivel, vetten, eieren;2011 3e kwartaal;99.3;
488;4633 Groothandel zuivel, vetten, eieren;2011 4e kwartaal;103.5;
489;4633 Groothandel zuivel, vetten, eieren;2011;102.5;
490;4633 Groothandel zuivel, vetten, eieren;2012 1e kwartaal;105.2;1.8
491;4633 Groothandel zuivel, vetten, eieren;2012 2e kwartaal;107.0;3.2
492;4633 Groothandel zuivel, vetten, eieren;2012 3e kwartaal;103.5;4.2
493;4633 Groothandel zuivel, vetten, eieren;2012 4e kwartaal;108.2;4.6
494;4633 Groothandel zuivel, vetten, eieren;2012;106.0;3.4
495;4633 Groothandel zuivel, vetten, eieren;2013 1e kwartaal;108.6;3.2
496;4633 Groothandel zuivel, vetten, eieren;2013 2e kwartaal;114.6;7.1
497;4633 Groothandel zuivel, vetten, eieren;2013 3e kwartaal;117.6;13.5
498;4633 Groothandel zuivel, vetten, eieren;2013 4e kwartaal;119.5;10.4
499;4633 Groothandel zuivel, vetten, eieren;2013;115.1;8.5
500;4633 Groothandel zuivel, vetten, eieren;2014 1e kwartaal;123.1;13.4
501;4633 Groothandel zuivel, vetten, eieren;2014 2e kwartaal;128.7;12.3
502;4633 Groothandel zuivel, vetten, eieren;2014 3e kwartaal;122.0;3.8
503;4633 Groothandel zuivel, vetten, eieren;2014 4e kwartaal;126.3;5.7
504;4633 Groothandel zuivel, vetten, eieren;2014;125.0;8.7
505;4633 Groothandel zuivel, vetten, eieren;2015 1e kwartaal;111.9;-9.1
506;4633 Groothandel zuivel, vetten, eieren;2015 2e kwartaal;117.5;-8.7
507;4633 Groothandel zuivel, vetten, eieren;2015 3e kwartaal;104.5;-14.3
508;4633 Groothandel zuivel, vetten, eieren;2015 4e kwartaal;114.3;-9.5
509;4633 Groothandel zuivel, vetten, eieren;2015;112.0;-10.4
510;4633 Groothandel zuivel, vetten, eieren;2016 1e kwartaal;107.8;-3.7
511;4633 Groothandel zuivel, vetten, eieren;2016 2e kwartaal;103.6;-11.9
512;4633 Groothandel zuivel, vetten, eieren;2016 3e kwartaal;100.3;-4.0
513;4633 Groothandel zuivel, vetten, eieren;2016 4e kwartaal;113.4;-0.7
514;4633 Groothandel zuivel, vetten, eieren;2016;106.3;-5.1
515;4633 Groothandel zuivel, vetten, eieren;2017 1e kwartaal;113.5;5.3
516;4633 Groothandel zuivel, vetten, eieren;2017 2e kwartaal;122.8;18.5
517;4633 Groothandel zuivel, vetten, eieren;2017 3e kwartaal;124.4;24.0
518;4633 Groothandel zuivel, vetten, eieren;2017 4e kwartaal;125.6;10.7
519;4633 Groothandel zuivel, vetten, eieren;2017;121.6;14.4
520;4634 Groothandel in dranken, geen zuivel;2005 1e kwartaal;;
521;4634 Groothandel in dranken, geen zuivel;2005 2e kwartaal;;
522;4634 Groothandel in dranken, geen zuivel;2005 3e kwartaal;;
523;4634 Groothandel in dranken, geen zuivel;2005 4e kwartaal;;
524;4634 Groothandel in dranken, geen zuivel;2005;;
525;4634 Groothandel in dranken, geen zuivel;2006 1e kwartaal;;
526;4634 Groothandel in dranken, geen zuivel;2006 2e kwartaal;;
527;4634 Groothandel in dranken, geen zuivel;2006 3e kwartaal;;
528;4634 Groothandel in dranken, geen zuivel;2006 4e kwartaal;;
529;4634 Groothandel in dranken, geen zuivel;2006;;
530;4634 Groothandel in dranken, geen zuivel;2007 1e kwartaal;88.9;
531;4634 Groothandel in dranken, geen zuivel;2007 2e kwartaal;107.0;
532;4634 Groothandel in dranken, geen zuivel;2007 3e kwartaal;107.0;
533;4634 Groothandel in dranken, geen zuivel;2007 4e kwartaal;131.8;
534;4634 Groothandel in dranken, geen zuivel;2007;108.7;
535;4634 Groothandel in dranken, geen zuivel;2008 1e kwartaal;89.8;1.0
536;4634 Groothandel in dranken, geen zuivel;2008 2e kwartaal;102.0;-4.6
537;4634 Groothandel in dranken, geen zuivel;2008 3e kwartaal;114.7;7.2
538;4634 Groothandel in dranken, geen zuivel;2008 4e kwartaal;124.2;-5.8
539;4634 Groothandel in dranken, geen zuivel;2008;107.7;-0.9
540;4634 Groothandel in dranken, geen zuivel;2009 1e kwartaal;79.4;-11.5
541;4634 Groothandel in dranken, geen zuivel;2009 2e kwartaal;101.4;-0.7
542;4634 Groothandel in dranken, geen zuivel;2009 3e kwartaal;99.1;-13.6
543;4634 Groothandel in dranken, geen zuivel;2009 4e kwartaal;118.1;-4.9
544;4634 Groothandel in dranken, geen zuivel;2009;99.5;-7.6
545;4634 Groothandel in dranken, geen zuivel;2010 1e kwartaal;82.1;3.4
546;4634 Groothandel in dranken, geen zuivel;2010 2e kwartaal;104.5;3.1
547;4634 Groothandel in dranken, geen zuivel;2010 3e kwartaal;96.4;-2.8
548;4634 Groothandel in dranken, geen zuivel;2010 4e kwartaal;117.0;-0.9
549;4634 Groothandel in dranken, geen zuivel;2010;100.0;0.5
550;4634 Groothandel in dranken, geen zuivel;2011 1e kwartaal;85.2;3.8
551;4634 Groothandel in dranken, geen zuivel;2011 2e kwartaal;104.0;-0.5
552;4634 Groothandel in dranken, geen zuivel;2011 3e kwartaal;107.2;11.2
553;4634 Groothandel in dranken, geen zuivel;2011 4e kwartaal;121.8;4.1
554;4634 Groothandel in dranken, geen zuivel;2011;104.5;4.5
555;4634 Groothandel in dranken, geen zuivel;2012 1e kwartaal;90.2;5.8
556;4634 Groothandel in dranken, geen zuivel;2012 2e kwartaal;107.8;3.7
557;4634 Groothandel in dranken, geen zuivel;2012 3e kwartaal;109.2;1.9
558;4634 Groothandel in dranken, geen zuivel;2012 4e kwartaal;124.8;2.4
559;4634 Groothandel in dranken, geen zuivel;2012;108.0;3.3
560;4634 Groothandel in dranken, geen zuivel;2013 1e kwartaal;89.6;-0.6
561;4634 Groothandel in dranken, geen zuivel;2013 2e kwartaal;108.0;0.2
562;4634 Groothandel in dranken, geen zuivel;2013 3e kwartaal;105.2;-3.7
563;4634 Groothandel in dranken, geen zuivel;2013 4e kwartaal;120.0;-3.8
564;4634 Groothandel in dranken, geen zuivel;2013;105.7;-2.1
565;4634 Groothandel in dranken, geen zuivel;2014 1e kwartaal;90.2;0.6
566;4634 Groothandel in dranken, geen zuivel;2014 2e kwartaal;114.8;6.4
567;4634 Groothandel in dranken, geen zuivel;2014 3e kwartaal;104.8;-0.4
568;4634 Groothandel in dranken, geen zuivel;2014 4e kwartaal;126.6;5.5
569;4634 Groothandel in dranken, geen zuivel;2014;109.1;3.2
570;4634 Groothandel in dranken, geen zuivel;2015 1e kwartaal;93.1;3.3
571;4634 Groothandel in dranken, geen zuivel;2015 2e kwartaal;117.5;2.3
572;4634 Groothandel in dranken, geen zuivel;2015 3e kwartaal;117.6;12.2
573;4634 Groothandel in dranken, geen zuivel;2015 4e kwartaal;132.9;4.9
574;4634 Groothandel in dranken, geen zuivel;2015;115.3;5.6
575;4634 Groothandel in dranken, geen zuivel;2016 1e kwartaal;95.8;2.9
576;4634 Groothandel in dranken, geen zuivel;2016 2e kwartaal;113.8;-3.2
577;4634 Groothandel in dranken, geen zuivel;2016 3e kwartaal;118.2;0.5
578;4634 Groothandel in dranken, geen zuivel;2016 4e kwartaal;134.1;1.0
579;4634 Groothandel in dranken, geen zuivel;2016;115.5;0.2
580;4634 Groothandel in dranken, geen zuivel;2017 1e kwartaal;101.5;5.9
581;4634 Groothandel in dranken, geen zuivel;2017 2e kwartaal;115.3;1.3
582;4634 Groothandel in dranken, geen zuivel;2017 3e kwartaal;115.9;-2.0
583;4634 Groothandel in dranken, geen zuivel;2017 4e kwartaal;130.3;-2.9
584;4634 Groothandel in dranken, geen zuivel;2017;115.7;0.2
585;4639 Groothandel in voeding algemeen;2005 1e kwartaal;;
586;4639 Groothandel in voeding algemeen;2005 2e kwartaal;;
587;4639 Groothandel in voeding algemeen;2005 3e kwartaal;;
588;4639 Groothandel in voeding algemeen;2005 4e kwartaal;;
589;4639 Groothandel in voeding algemeen;2005;;
590;4639 Groothandel in voeding algemeen;2006 1e kwartaal;;
591;4639 Groothandel in voeding algemeen;2006 2e kwartaal;;
592;4639 Groothandel in voeding algemeen;2006 3e kwartaal;;
593;4639 Groothandel in voeding algemeen;2006 4e kwartaal;;
594;4639 Groothandel in voeding algemeen;2006;;
595;4639 Groothandel in voeding algemeen;2007 1e kwartaal;101.7;
596;4639 Groothandel in voeding algemeen;2007 2e kwartaal;105.9;
597;4639 Groothandel in voeding algemeen;2007 3e kwartaal;92.2;
598;4639 Groothandel in voeding algemeen;2007 4e kwartaal;110.1;
599;4639 Groothandel in voeding algemeen;2007;102.5;
600;4639 Groothandel in voeding algemeen;2008 1e kwartaal;108.8;7.0
601;4639 Groothandel in voeding algemeen;2008 2e kwartaal;109.2;3.1
602;4639 Groothandel in voeding algemeen;2008 3e kwartaal;94.2;2.2
603;4639 Groothandel in voeding algemeen;2008 4e kwartaal;108.0;-2.0
604;4639 Groothandel in voeding algemeen;2008;105.0;2.5
605;4639 Groothandel in voeding algemeen;2009 1e kwartaal;96.7;-11.1
606;4639 Groothandel in voeding algemeen;2009 2e kwartaal;94.5;-13.5
607;4639 Groothandel in voeding algemeen;2009 3e kwartaal;85.9;-8.8
608;4639 Groothandel in voeding algemeen;2009 4e kwartaal;109.5;1.5
609;4639 Groothandel in voeding algemeen;2009;96.7;-8.0
610;4639 Groothandel in voeding algemeen;2010 1e kwartaal;99.4;2.7
611;4639 Groothandel in voeding algemeen;2010 2e kwartaal;103.1;9.1
612;4639 Groothandel in voeding algemeen;2010 3e kwartaal;90.5;5.4
613;4639 Groothandel in voeding algemeen;2010 4e kwartaal;107.0;-2.3
614;4639 Groothandel in voeding algemeen;2010;100.0;3.4
615;4639 Groothandel in voeding algemeen;2011 1e kwartaal;104.6;5.3
616;4639 Groothandel in voeding algemeen;2011 2e kwartaal;100.9;-2.1
617;4639 Groothandel in voeding algemeen;2011 3e kwartaal;96.0;6.0
618;4639 Groothandel in voeding algemeen;2011 4e kwartaal;105.4;-1.5
619;4639 Groothandel in voeding algemeen;2011;101.7;1.7
620;4639 Groothandel in voeding algemeen;2012 1e kwartaal;102.3;-2.2
621;4639 Groothandel in voeding algemeen;2012 2e kwartaal;103.7;2.8
622;4639 Groothandel in voeding algemeen;2012 3e kwartaal;94.6;-1.4
623;4639 Groothandel in voeding algemeen;2012 4e kwartaal;106.2;0.8
624;4639 Groothandel in voeding algemeen;2012;101.7;0.0
625;4639 Groothandel in voeding algemeen;2013 1e kwartaal;93.3;-8.8
626;4639 Groothandel in voeding algemeen;2013 2e kwartaal;99.4;-4.2
627;4639 Groothandel in voeding algemeen;2013 3e kwartaal;98.6;4.2
628;4639 Groothandel in voeding algemeen;2013 4e kwartaal;99.2;-6.6
629;4639 Groothandel in voeding algemeen;2013;97.6;-4.0
630;4639 Groothandel in voeding algemeen;2014 1e kwartaal;93.9;0.7
631;4639 Groothandel in voeding algemeen;2014 2e kwartaal;91.3;-8.1
632;4639 Groothandel in voeding algemeen;2014 3e kwartaal;89.0;-9.8
633;4639 Groothandel in voeding algemeen;2014 4e kwartaal;97.1;-2.0
634;4639 Groothandel in voeding algemeen;2014;92.8;-4.9
635;4639 Groothandel in voeding algemeen;2015 1e kwartaal;89.6;-4.5
636;4639 Groothandel in voeding algemeen;2015 2e kwartaal;93.2;2.1
637;4639 Groothandel in voeding algemeen;2015 3e kwartaal;91.0;2.2
638;4639 Groothandel in voeding algemeen;2015 4e kwartaal;101.7;4.7
639;4639 Groothandel in voeding algemeen;2015;93.9;1.1
640;4639 Groothandel in voeding algemeen;2016 1e kwartaal;94.7;5.6
641;4639 Groothandel in voeding algemeen;2016 2e kwartaal;92.2;-1.0
642;4639 Groothandel in voeding algemeen;2016 3e kwartaal;90.9;-0.1
643;4639 Groothandel in voeding algemeen;2016 4e kwartaal;101.8;0.1
644;4639 Groothandel in voeding algemeen;2016;94.9;1.1
645;4639 Groothandel in voeding algemeen;2017 1e kwartaal;93.8;-0.9
646;4639 Groothandel in voeding algemeen;2017 2e kwartaal;101.3;9.8
647;4639 Groothandel in voeding algemeen;2017 3e kwartaal;96.4;6.1
648;4639 Groothandel in voeding algemeen;2017 4e kwartaal;110.2;8.3
649;4639 Groothandel in voeding algemeen;2017;100.4;5.8
650;464 Groothandel in non-food;2005 1e kwartaal;89.4;
651;464 Groothandel in non-food;2005 2e kwartaal;77.2;
652;464 Groothandel in non-food;2005 3e kwartaal;82.7;
653;464 Groothandel in non-food;2005 4e kwartaal;87.7;
654;464 Groothandel in non-food;2005;84.3;
655;464 Groothandel in non-food;2006 1e kwartaal;85.8;-4.1
656;464 Groothandel in non-food;2006 2e kwartaal;81.0;4.8
657;464 Groothandel in non-food;2006 3e kwartaal;84.5;2.1
658;464 Groothandel in non-food;2006 4e kwartaal;90.0;2.6
659;464 Groothandel in non-food;2006;85.3;1.2
660;464 Groothandel in non-food;2007 1e kwartaal;91.3;6.5
661;464 Groothandel in non-food;2007 2e kwartaal;87.9;8.6
662;464 Groothandel in non-food;2007 3e kwartaal;92.6;9.6
663;464 Groothandel in non-food;2007 4e kwartaal;102.4;13.7
664;464 Groothandel in non-food;2007;93.5;9.7
665;464 Groothandel in non-food;2008 1e kwartaal;99.8;9.3
666;464 Groothandel in non-food;2008 2e kwartaal;92.3;5.0
667;464 Groothandel in non-food;2008 3e kwartaal;96.9;4.7
668;464 Groothandel in non-food;2008 4e kwartaal;103.1;0.7
669;464 Groothandel in non-food;2008;98.0;4.8
670;464 Groothandel in non-food;2009 1e kwartaal;95.5;-4.3
671;464 Groothandel in non-food;2009 2e kwartaal;88.2;-4.5
672;464 Groothandel in non-food;2009 3e kwartaal;95.1;-1.9
673;464 Groothandel in non-food;2009 4e kwartaal;100.4;-2.6
674;464 Groothandel in non-food;2009;94.8;-3.3
675;464 Groothandel in non-food;2010 1e kwartaal;96.2;0.6
676;464 Groothandel in non-food;2010 2e kwartaal;91.4;3.6
677;464 Groothandel in non-food;2010 3e kwartaal;102.8;8.1
678;464 Groothandel in non-food;2010 4e kwartaal;109.7;9.2
679;464 Groothandel in non-food;2010;100.0;5.5
680;464 Groothandel in non-food;2011 1e kwartaal;106.3;10.6
681;464 Groothandel in non-food;2011 2e kwartaal;99.5;8.9
682;464 Groothandel in non-food;2011 3e kwartaal;107.9;5.0
683;464 Groothandel in non-food;2011 4e kwartaal;104.0;-5.2
684;464 Groothandel in non-food;2011;104.4;4.4
685;464 Groothandel in non-food;2012 1e kwartaal;103.2;-3.0
686;464 Groothandel in non-food;2012 2e kwartaal;95.0;-4.5
687;464 Groothandel in non-food;2012 3e kwartaal;104.3;-3.4
688;464 Groothandel in non-food;2012 4e kwartaal;101.9;-2.0
689;464 Groothandel in non-food;2012;101.1;-3.2
690;464 Groothandel in non-food;2013 1e kwartaal;103.2;0.0
691;464 Groothandel in non-food;2013 2e kwartaal;98.4;3.6
692;464 Groothandel in non-food;2013 3e kwartaal;106.0;1.7
693;464 Groothandel in non-food;2013 4e kwartaal;103.4;1.5
694;464 Groothandel in non-food;2013;102.8;1.6
695;464 Groothandel in non-food;2014 1e kwartaal;107.6;4.3
696;464 Groothandel in non-food;2014 2e kwartaal;102.0;3.6
697;464 Groothandel in non-food;2014 3e kwartaal;109.9;3.7
698;464 Groothandel in non-food;2014 4e kwartaal;107.7;4.1
699;464 Groothandel in non-food;2014;106.8;3.9
700;464 Groothandel in non-food;2015 1e kwartaal;112.8;4.9
701;464 Groothandel in non-food;2015 2e kwartaal;109.9;7.7
702;464 Groothandel in non-food;2015 3e kwartaal;121.7;10.7
703;464 Groothandel in non-food;2015 4e kwartaal;115.9;7.7
704;464 Groothandel in non-food;2015;115.1;7.7
705;464 Groothandel in non-food;2016 1e kwartaal;118.6;5.1
706;464 Groothandel in non-food;2016 2e kwartaal;117.9;7.3
707;464 Groothandel in non-food;2016 3e kwartaal;129.4;6.3
708;464 Groothandel in non-food;2016 4e kwartaal;131.4;13.4
709;464 Groothandel in non-food;2016;124.3;8.0
710;464 Groothandel in non-food;2017 1e kwartaal;129.1;8.9
711;464 Groothandel in non-food;2017 2e kwartaal;127.0;7.8
712;464 Groothandel in non-food;2017 3e kwartaal;135.2;4.5
713;464 Groothandel in non-food;2017 4e kwartaal;140.0;6.5
714;464 Groothandel in non-food;2017;132.8;6.8
715;4642 Groothandel in kleding en schoenen;2005 1e kwartaal;;
716;4642 Groothandel in kleding en schoenen;2005 2e kwartaal;;
717;4642 Groothandel in kleding en schoenen;2005 3e kwartaal;;
718;4642 Groothandel in kleding en schoenen;2005 4e kwartaal;;
719;4642 Groothandel in kleding en schoenen;2005;;
720;4642 Groothandel in kleding en schoenen;2006 1e kwartaal;;
721;4642 Groothandel in kleding en schoenen;2006 2e kwartaal;;
722;4642 Groothandel in kleding en schoenen;2006 3e kwartaal;;
723;4642 Groothandel in kleding en schoenen;2006 4e kwartaal;;
724;4642 Groothandel in kleding en schoenen;2006;;
725;4642 Groothandel in kleding en schoenen;2007 1e kwartaal;127.1;
726;4642 Groothandel in kleding en schoenen;2007 2e kwartaal;92.7;
727;4642 Groothandel in kleding en schoenen;2007 3e kwartaal;133.1;
728;4642 Groothandel in kleding en schoenen;2007 4e kwartaal;100.1;
729;4642 Groothandel in kleding en schoenen;2007;113.3;
730;4642 Groothandel in kleding en schoenen;2008 1e kwartaal;124.7;-1.9
731;4642 Groothandel in kleding en schoenen;2008 2e kwartaal;93.8;1.2
732;4642 Groothandel in kleding en schoenen;2008 3e kwartaal;135.0;1.4
733;4642 Groothandel in kleding en schoenen;2008 4e kwartaal;93.7;-6.4
734;4642 Groothandel in kleding en schoenen;2008;111.8;-1.3
735;4642 Groothandel in kleding en schoenen;2009 1e kwartaal;119.9;-3.8
736;4642 Groothandel in kleding en schoenen;2009 2e kwartaal;89.8;-4.3
737;4642 Groothandel in kleding en schoenen;2009 3e kwartaal;121.8;-9.7
738;4642 Groothandel in kleding en schoenen;2009 4e kwartaal;85.5;-8.8
739;4642 Groothandel in kleding en schoenen;2009;104.3;-6.7
740;4642 Groothandel in kleding en schoenen;2010 1e kwartaal;110.5;-7.9
741;4642 Groothandel in kleding en schoenen;2010 2e kwartaal;71.0;-20.9
742;4642 Groothandel in kleding en schoenen;2010 3e kwartaal;121.7;-0.1
743;4642 Groothandel in kleding en schoenen;2010 4e kwartaal;96.8;13.2
744;4642 Groothandel in kleding en schoenen;2010;100.0;-4.1
745;4642 Groothandel in kleding en schoenen;2011 1e kwartaal;116.8;5.7
746;4642 Groothandel in kleding en schoenen;2011 2e kwartaal;77.3;8.8
747;4642 Groothandel in kleding en schoenen;2011 3e kwartaal;133.1;9.3
748;4642 Groothandel in kleding en schoenen;2011 4e kwartaal;86.3;-10.8
749;4642 Groothandel in kleding en schoenen;2011;103.4;3.4
750;4642 Groothandel in kleding en schoenen;2012 1e kwartaal;117.3;0.5
751;4642 Groothandel in kleding en schoenen;2012 2e kwartaal;73.6;-4.8
752;4642 Groothandel in kleding en schoenen;2012 3e kwartaal;125.6;-5.6
753;4642 Groothandel in kleding en schoenen;2012 4e kwartaal;81.6;-5.5
754;4642 Groothandel in kleding en schoenen;2012;99.5;-3.7
755;4642 Groothandel in kleding en schoenen;2013 1e kwartaal;111.1;-5.3
