ID;BedrijfstakkenBranchesSBI2008;BedrijfsgrootteLeeftijdBestelauto;Perioden;BedrijfsbestelautoS_1;KilometersBedrijfsbestelautoS_2;GemiddeldJaarkilometrage_3
75;A-U Alle economische activiteiten;Leeftijd bestelauto: 4 tot 10 jaar;2012;361618;6919.9;19136.0
76;A-U Alle economische activiteiten;Leeftijd bestelauto: 4 tot 10 jaar;2013;340352;6432.2;18899.0
77;A-U Alle economische activiteiten;Leeftijd bestelauto: 4 tot 10 jaar;2014;316152;6116.1;19345.0
78;A-U Alle economische activiteiten;Leeftijd bestelauto: 4 tot 10 jaar;2015;317800;6356.9;20003.0
79;A-U Alle economische activiteiten;Leeftijd bestelauto: 4 tot 10 jaar;2016;323760;6504.8;20091.0
80;A-U Alle economische activiteiten;Leeftijd bestelauto: 4 tot 10 jaar;2017;309714;6185.4;19971.0
81;A-U Alle economische activiteiten;Leeftijd bestelauto: 4 tot 10 jaar;2018;295379;5865.7;19858.0
82;A-U Alle economische activiteiten;Leeftijd bestelauto: 4 tot 10 jaar;2019;310401;6020.2;19395.0
83;A-U Alle economische activiteiten;Leeftijd bestelauto: 4 tot 10 jaar;2020;332127;6286.2;18927.0
84;A-U Alle economische activiteiten;Leeftijd bestelauto: 10 jaar en ouder;2009;192835;2235.3;11592.0
85;A-U Alle economische activiteiten;Leeftijd bestelauto: 10 jaar en ouder;2010;216028;2519.0;11661.0
86;A-U Alle economische activiteiten;Leeftijd bestelauto: 10 jaar en ouder;2011;232193;2799.1;12055.0
87;A-U Alle economische activiteiten;Leeftijd bestelauto: 10 jaar en ouder;2012;244134;2968.3;12158.0
88;A-U Alle economische activiteiten;Leeftijd bestelauto: 10 jaar en ouder;2013;253426;3139.8;12389.0
89;A-U Alle economische activiteiten;Leeftijd bestelauto: 10 jaar en ouder;2014;271729;3506.9;12906.0
90;A-U Alle economische activiteiten;Leeftijd bestelauto: 10 jaar en ouder;2015;281086;3682.2;13100.0
91;A-U Alle economische activiteiten;Leeftijd bestelauto: 10 jaar en ouder;2016;293800;3845.7;13090.0
92;A-U Alle economische activiteiten;Leeftijd bestelauto: 10 jaar en ouder;2017;317716;4182.7;13165.0
93;A-U Alle economische activiteiten;Leeftijd bestelauto: 10 jaar en ouder;2018;343823;4482.7;13038.0
94;A-U Alle economische activiteiten;Leeftijd bestelauto: 10 jaar en ouder;2019;344397;4305.2;12501.0
95;A-U Alle economische activiteiten;Leeftijd bestelauto: 10 jaar en ouder;2020;344868;4074.3;11814.0
96;B-E Nijverheid (geen bouw) en energie;Totaal;2009;73339;1474.0;20098.0
97;B-E Nijverheid (geen bouw) en energie;Totaal;2010;73898;1471.9;19918.0
98;B-E Nijverheid (geen bouw) en energie;Totaal;2011;76632;1507.7;19674.0
99;B-E Nijverheid (geen bouw) en energie;Totaal;2012;73030;1446.7;19809.0
100;B-E Nijverheid (geen bouw) en energie;Totaal;2013;73622;1446.3;19645.0
101;B-E Nijverheid (geen bouw) en energie;Totaal;2014;72760;1436.5;19743.0
102;B-E Nijverheid (geen bouw) en energie;Totaal;2015;72610;1437.2;19793.0
103;B-E Nijverheid (geen bouw) en energie;Totaal;2016;77622;1527.4;19677.0
104;B-E Nijverheid (geen bouw) en energie;Totaal;2017;79361;1575.3;19850.0
105;B-E Nijverheid (geen bouw) en energie;Totaal;2018;84498;1638.1;19386.0
106;B-E Nijverheid (geen bouw) en energie;Totaal;2019;84733;1643.0;19390.0
107;B-E Nijverheid (geen bouw) en energie;Totaal;2020;85616;1600.2;18691.0
108;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2009;31382;560.1;17849.0
109;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2010;33103;592.3;17891.0
110;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2011;34040;613.9;18035.0
111;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2012;33285;596.6;17925.0
112;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2013;33551;596.0;17763.0
113;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2014;33937;602.7;17758.0
114;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2015;35202;633.0;17981.0
115;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2016;37212;673.6;18102.0
116;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2017;38577;693.0;17965.0
117;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2018;40337;707.6;17543.0
118;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2019;41859;732.7;17504.0
119;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2020;42562;711.5;16716.0
120;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2009;23760;555.3;23371.0
121;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2010;22990;531.3;23112.0
122;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2011;23748;535.9;22565.0
123;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2012;22992;526.1;22883.0
124;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2013;22724;517.9;22792.0
125;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2014;21800;498.5;22869.0
126;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2015;20825;475.4;22830.0
127;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2016;21860;494.7;22630.0
128;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2017;23080;525.5;22769.0
129;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2018;24162;544.1;22518.0
130;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2019;24233;545.0;22491.0
131;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2020;24137;523.6;21693.0
132;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: >= 100 werkzame pers.;2009;18197;358.5;19702.0
133;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: >= 100 werkzame pers.;2010;17805;348.3;19562.0
134;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: >= 100 werkzame pers.;2011;18844;357.9;18992.0
135;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: >= 100 werkzame pers.;2012;16753;323.9;19334.0
136;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: >= 100 werkzame pers.;2013;17347;332.5;19165.0
137;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: >= 100 werkzame pers.;2014;17023;335.3;19697.0
138;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: >= 100 werkzame pers.;2015;16583;328.8;19825.0
139;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: >= 100 werkzame pers.;2016;18550;359.1;19356.0
140;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: >= 100 werkzame pers.;2017;17704;356.8;20152.0
141;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: >= 100 werkzame pers.;2018;19999;386.3;19318.0
142;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: >= 100 werkzame pers.;2019;18641;365.3;19594.0
143;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: >= 100 werkzame pers.;2020;18917;365.2;19303.0
144;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: werkzame pers. onbekend;2009;0;0.0;0.0
145;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: werkzame pers. onbekend;2010;0;0.0;0.0
146;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: werkzame pers. onbekend;2011;0;0.0;0.0
147;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: werkzame pers. onbekend;2012;0;0.0;0.0
148;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: werkzame pers. onbekend;2013;0;0.0;0.0
149;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: werkzame pers. onbekend;2014;0;0.0;0.0
150;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: werkzame pers. onbekend;2015;0;0.0;0.0
151;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: werkzame pers. onbekend;2016;0;0.0;0.0
152;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: werkzame pers. onbekend;2017;0;0.0;0.0
153;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: werkzame pers. onbekend;2018;0;0.0;0.0
154;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: werkzame pers. onbekend;2019;0;0.0;0.0
155;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: werkzame pers. onbekend;2020;0;0.0;0.0
156;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 0 tot 4 jaar;2009;29012;723.5;24937.0
157;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 0 tot 4 jaar;2010;27314;688.2;25195.0
158;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 0 tot 4 jaar;2011;25897;629.7;24315.0
159;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 0 tot 4 jaar;2012;21593;541.9;25096.0
160;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 0 tot 4 jaar;2013;21869;555.3;25393.0
161;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 0 tot 4 jaar;2014;21949;558.2;25431.0
162;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 0 tot 4 jaar;2015;20984;524.7;25005.0
163;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 0 tot 4 jaar;2016;23759;580.5;24435.0
164;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 0 tot 4 jaar;2017;25377;635.3;25035.0
165;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 0 tot 4 jaar;2018;28777;695.7;24174.0
166;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 0 tot 4 jaar;2019;29308;721.0;24601.0
167;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 0 tot 4 jaar;2020;28249;674.2;23866.0
168;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 4 tot 10 jaar;2009;30499;583.2;19121.0
169;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 4 tot 10 jaar;2010;31030;595.9;19205.0
170;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 4 tot 10 jaar;2011;33749;672.9;19939.0
171;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 4 tot 10 jaar;2012;33693;680.0;20182.0
172;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 4 tot 10 jaar;2013;33328;659.0;19774.0
173;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 4 tot 10 jaar;2014;31177;625.2;20055.0
174;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 4 tot 10 jaar;2015;30978;640.9;20689.0
175;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 4 tot 10 jaar;2016;32055;657.6;20515.0
176;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 4 tot 10 jaar;2017;30308;622.7;20547.0
177;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 4 tot 10 jaar;2018;29716;601.6;20244.0
178;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 4 tot 10 jaar;2019;29642;596.7;20130.0
179;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 4 tot 10 jaar;2020;31544;617.9;19588.0
180;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 10 jaar en ouder;2009;13828;167.3;12100.0
181;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 10 jaar en ouder;2010;15554;187.8;12074.0
182;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 10 jaar en ouder;2011;16986;205.1;12074.0
183;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 10 jaar en ouder;2012;17744;224.8;12668.0
184;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 10 jaar en ouder;2013;18425;232.0;12591.0
185;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 10 jaar en ouder;2014;19634;253.1;12888.0
186;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 10 jaar en ouder;2015;20648;271.6;13151.0
187;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 10 jaar en ouder;2016;21808;289.2;13261.0
188;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 10 jaar en ouder;2017;23676;317.3;13400.0
189;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 10 jaar en ouder;2018;26005;340.8;13106.0
190;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 10 jaar en ouder;2019;25783;325.3;12616.0
191;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 10 jaar en ouder;2020;25823;308.1;11933.0
192;G-I Handel, vervoer en horeca;Totaal;2009;258943;5051.3;19507.0
193;G-I Handel, vervoer en horeca;Totaal;2010;259396;5032.5;19401.0
194;G-I Handel, vervoer en horeca;Totaal;2011;258235;4976.1;19270.0
195;G-I Handel, vervoer en horeca;Totaal;2012;259095;4933.2;19040.0
196;G-I Handel, vervoer en horeca;Totaal;2013;253422;4879.6;19255.0
197;G-I Handel, vervoer en horeca;Totaal;2014;251398;4924.9;19590.0
198;G-I Handel, vervoer en horeca;Totaal;2015;253025;5040.3;19920.0
199;G-I Handel, vervoer en horeca;Totaal;2016;266794;5292.1;19836.0
200;G-I Handel, vervoer en horeca;Totaal;2017;279034;5509.0;19743.0
201;G-I Handel, vervoer en horeca;Totaal;2018;288684;5641.2;19541.0
202;G-I Handel, vervoer en horeca;Totaal;2019;299144;5773.7;19301.0
203;G-I Handel, vervoer en horeca;Totaal;2020;298999;5555.2;18579.0
204;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2009;177337;3120.9;17599.0
205;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2010;185038;3228.4;17447.0
206;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2011;179791;3121.4;17361.0
207;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2012;181431;3086.3;17011.0
208;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2013;173791;3004.8;17290.0
209;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2014;176515;3086.0;17483.0
210;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2015;178532;3216.1;18014.0
211;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2016;186838;3321.7;17779.0
212;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2017;191988;3400.1;17710.0
213;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2018;195445;3432.4;17562.0
214;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2019;199650;3447.4;17267.0
215;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2020;201898;3315.7;16423.0
216;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2009;55483;1312.1;23648.0
217;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2010;49647;1228.5;24744.0
218;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2011;52051;1258.9;24187.0
219;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2012;52398;1251.2;23878.0
220;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2013;53898;1264.7;23465.0
221;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2014;50940;1255.4;24645.0
222;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2015;51897;1261.1;24300.0
223;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2016;54690;1340.8;24517.0
224;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2017;59266;1395.9;23554.0
225;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2018;62150;1459.3;23480.0
226;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2019;65009;1495.7;23008.0
227;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2020;61932;1425.4;23015.0
228;G-I Handel, vervoer en horeca;Bedrijfsgrootte: >= 100 werkzame pers.;2009;26123;618.3;23669.0
229;G-I Handel, vervoer en horeca;Bedrijfsgrootte: >= 100 werkzame pers.;2010;24711;575.6;23294.0
230;G-I Handel, vervoer en horeca;Bedrijfsgrootte: >= 100 werkzame pers.;2011;26393;595.8;22574.0
231;G-I Handel, vervoer en horeca;Bedrijfsgrootte: >= 100 werkzame pers.;2012;25266;595.8;23580.0
232;G-I Handel, vervoer en horeca;Bedrijfsgrootte: >= 100 werkzame pers.;2013;25733;610.1;23707.0
233;G-I Handel, vervoer en horeca;Bedrijfsgrootte: >= 100 werkzame pers.;2014;23943;583.5;24372.0
234;G-I Handel, vervoer en horeca;Bedrijfsgrootte: >= 100 werkzame pers.;2015;22596;563.1;24919.0
235;G-I Handel, vervoer en horeca;Bedrijfsgrootte: >= 100 werkzame pers.;2016;25266;629.6;24918.0
236;G-I Handel, vervoer en horeca;Bedrijfsgrootte: >= 100 werkzame pers.;2017;27780;713.0;25666.0
237;G-I Handel, vervoer en horeca;Bedrijfsgrootte: >= 100 werkzame pers.;2018;31089;749.5;24108.0
238;G-I Handel, vervoer en horeca;Bedrijfsgrootte: >= 100 werkzame pers.;2019;34485;830.6;24085.0
239;G-I Handel, vervoer en horeca;Bedrijfsgrootte: >= 100 werkzame pers.;2020;35169;814.1;23149.0
240;G-I Handel, vervoer en horeca;Bedrijfsgrootte: werkzame pers. onbekend;2009;0;0.0;0.0
241;G-I Handel, vervoer en horeca;Bedrijfsgrootte: werkzame pers. onbekend;2010;0;0.0;0.0
242;G-I Handel, vervoer en horeca;Bedrijfsgrootte: werkzame pers. onbekend;2011;0;0.0;0.0
243;G-I Handel, vervoer en horeca;Bedrijfsgrootte: werkzame pers. onbekend;2012;0;0.0;0.0
