ID;BrandstofsoortVoertuigen;GewichtBedrijfsklaarVoertuig;LeeftijdVoertuig;Perioden;KilometersNederlandseBestelautoS_1;GemiddeldJaarkilometrage_2;NederlandseBestelautoSInGebruik_3
403;Totaal;1306 - 1760 kg;20 jaar;2016;17.0;9314;1821
404;Totaal;1306 - 1760 kg;20 jaar;2017;20.2;8682;2330
405;Totaal;1306 - 1760 kg;20 jaar;2018;21.7;9103;2385
406;Totaal;1306 - 1760 kg;20 jaar;2019;18.4;8281;2217
407;Totaal;1306 - 1760 kg;20 jaar;2020;19.2;7933;2418
408;Totaal;1306 - 1760 kg;21 jaar of ouder;2015;46.0;4549;10120
409;Totaal;1306 - 1760 kg;21 jaar of ouder;2016;50.4;4883;10328
410;Totaal;1306 - 1760 kg;21 jaar of ouder;2017;57.5;5214;11034
411;Totaal;1306 - 1760 kg;21 jaar of ouder;2018;63.6;5281;12047
412;Totaal;1306 - 1760 kg;21 jaar of ouder;2019;68.7;5308;12941
413;Totaal;1306 - 1760 kg;21 jaar of ouder;2020;70.9;5027;14107
414;Totaal;>= 1761 kg;Totaal;2015;10248.0;19601;522825
415;Totaal;>= 1761 kg;Totaal;2016;10696.2;19585;546142
416;Totaal;>= 1761 kg;Totaal;2017;11124.7;19400;573445
417;Totaal;>= 1761 kg;Totaal;2018;11625.6;19223;604763
418;Totaal;>= 1761 kg;Totaal;2019;12074.3;19079;632863
419;Totaal;>= 1761 kg;Totaal;2020;11855.8;18313;647396
420;Totaal;>= 1761 kg;0 jaar;2015;583.9;17075;34199
421;Totaal;>= 1761 kg;0 jaar;2016;723.2;17160;42144
422;Totaal;>= 1761 kg;0 jaar;2017;742.4;15996;46414
423;Totaal;>= 1761 kg;0 jaar;2018;806.5;15971;50500
424;Totaal;>= 1761 kg;0 jaar;2019;830.7;16441;50527
425;Totaal;>= 1761 kg;0 jaar;2020;646.3;15630;41354
426;Totaal;>= 1761 kg;1 jaar;2015;967.9;30433;31805
427;Totaal;>= 1761 kg;1 jaar;2016;1080.9;30814;35077
428;Totaal;>= 1761 kg;1 jaar;2017;1305.6;29899;43669
429;Totaal;>= 1761 kg;1 jaar;2018;1391.9;28885;48188
430;Totaal;>= 1761 kg;1 jaar;2019;1557.6;29916;52064
431;Totaal;>= 1761 kg;1 jaar;2020;1463.3;28043;52182
432;Totaal;>= 1761 kg;2 jaar;2015;940.1;29183;32214
433;Totaal;>= 1761 kg;2 jaar;2016;966.1;29259;33020
434;Totaal;>= 1761 kg;2 jaar;2017;1066.5;28973;36811
435;Totaal;>= 1761 kg;2 jaar;2018;1291.7;28407;45472
436;Totaal;>= 1761 kg;2 jaar;2019;1378.3;27719;49724
437;Totaal;>= 1761 kg;2 jaar;2020;1407.6;26195;53736
438;Totaal;>= 1761 kg;3 jaar;2015;1039.0;27257;38120
439;Totaal;>= 1761 kg;3 jaar;2016;910.1;27322;33311
440;Totaal;>= 1761 kg;3 jaar;2017;934.7;27067;34534
441;Totaal;>= 1761 kg;3 jaar;2018;1035.8;26872;38544
442;Totaal;>= 1761 kg;3 jaar;2019;1228.2;26230;46823
443;Totaal;>= 1761 kg;3 jaar;2020;1270.7;24935;50962
444;Totaal;>= 1761 kg;4 jaar;2015;966.6;25064;38565
445;Totaal;>= 1761 kg;4 jaar;2016;963.8;24790;38879
446;Totaal;>= 1761 kg;4 jaar;2017;844.8;24777;34098
447;Totaal;>= 1761 kg;4 jaar;2018;871.1;24348;35777
448;Totaal;>= 1761 kg;4 jaar;2019;943.3;23834;39577
449;Totaal;>= 1761 kg;4 jaar;2020;1095.1;23039;47534
450;Totaal;>= 1761 kg;5 jaar;2015;682.8;22526;30312
451;Totaal;>= 1761 kg;5 jaar;2016;882.8;22991;38400
452;Totaal;>= 1761 kg;5 jaar;2017;869.2;22408;38791
453;Totaal;>= 1761 kg;5 jaar;2018;764.9;22317;34272
454;Totaal;>= 1761 kg;5 jaar;2019;779.9;21671;35989
455;Totaal;>= 1761 kg;5 jaar;2020;825.3;20895;39499
456;Totaal;>= 1761 kg;6 jaar;2015;597.4;20947;28519
457;Totaal;>= 1761 kg;6 jaar;2016;630.5;21159;29800
458;Totaal;>= 1761 kg;6 jaar;2017;798.6;21244;37589
459;Totaal;>= 1761 kg;6 jaar;2018;785.1;20689;37949
460;Totaal;>= 1761 kg;6 jaar;2019;679.3;20211;33613
461;Totaal;>= 1761 kg;6 jaar;2020;685.3;19661;34856
462;Totaal;>= 1761 kg;7 jaar;2015;891.8;19910;44789
463;Totaal;>= 1761 kg;7 jaar;2016;552.7;19856;27834
464;Totaal;>= 1761 kg;7 jaar;2017;578.9;19951;29017
465;Totaal;>= 1761 kg;7 jaar;2018;722.7;19787;36525
466;Totaal;>= 1761 kg;7 jaar;2019;699.2;19049;36705
467;Totaal;>= 1761 kg;7 jaar;2020;595.9;18546;32130
468;Totaal;>= 1761 kg;8 jaar;2015;759.9;18977;40045
469;Totaal;>= 1761 kg;8 jaar;2016;820.4;18929;43342
470;Totaal;>= 1761 kg;8 jaar;2017;503.2;18714;26891
471;Totaal;>= 1761 kg;8 jaar;2018;523.4;18653;28059
472;Totaal;>= 1761 kg;8 jaar;2019;640.2;18259;35061
473;Totaal;>= 1761 kg;8 jaar;2020;606.4;17553;34548
474;Totaal;>= 1761 kg;9 jaar;2015;492.0;17475;28153
475;Totaal;>= 1761 kg;9 jaar;2016;692.9;18001;38491
476;Totaal;>= 1761 kg;9 jaar;2017;738.8;17815;41472
477;Totaal;>= 1761 kg;9 jaar;2018;447.9;17388;25758
478;Totaal;>= 1761 kg;9 jaar;2019;457.9;17101;26774
479;Totaal;>= 1761 kg;9 jaar;2020;545.2;16609;32826
480;Totaal;>= 1761 kg;10 jaar;2015;439.1;16362;26840
481;Totaal;>= 1761 kg;10 jaar;2016;444.4;16682;26642
482;Totaal;>= 1761 kg;10 jaar;2017;618.6;16967;36458
483;Totaal;>= 1761 kg;10 jaar;2018;646.8;16523;39144
484;Totaal;>= 1761 kg;10 jaar;2019;389.6;16023;24313
485;Totaal;>= 1761 kg;10 jaar;2020;386.3;15535;24864
486;Totaal;>= 1761 kg;11 jaar;2015;497.6;15769;31558
487;Totaal;>= 1761 kg;11 jaar;2016;395.8;15779;25086
488;Totaal;>= 1761 kg;11 jaar;2017;393.9;15838;24868
489;Totaal;>= 1761 kg;11 jaar;2018;534.6;15725;33998
490;Totaal;>= 1761 kg;11 jaar;2019;557.2;15349;36304
491;Totaal;>= 1761 kg;11 jaar;2020;323.2;14470;22334
492;Totaal;>= 1761 kg;12 jaar;2015;329.8;14666;22490
493;Totaal;>= 1761 kg;12 jaar;2016;444.4;15256;29127
494;Totaal;>= 1761 kg;12 jaar;2017;347.4;14989;23179
495;Totaal;>= 1761 kg;12 jaar;2018;343.6;14877;23096
496;Totaal;>= 1761 kg;12 jaar;2019;456.2;14592;31261
497;Totaal;>= 1761 kg;12 jaar;2020;461.5;13886;33235
498;Totaal;>= 1761 kg;13 jaar;2015;278.2;13838;20104
499;Totaal;>= 1761 kg;13 jaar;2016;294.0;14324;20524
500;Totaal;>= 1761 kg;13 jaar;2017;386.4;14613;26444
501;Totaal;>= 1761 kg;13 jaar;2018;299.1;14158;21128
502;Totaal;>= 1761 kg;13 jaar;2019;291.0;13788;21108
503;Totaal;>= 1761 kg;13 jaar;2020;373.6;13220;28258
504;Totaal;>= 1761 kg;14 jaar;2015;191.5;13235;14472
505;Totaal;>= 1761 kg;14 jaar;2016;241.4;13390;18031
506;Totaal;>= 1761 kg;14 jaar;2017;252.4;13623;18527
507;Totaal;>= 1761 kg;14 jaar;2018;329.2;13847;23774
508;Totaal;>= 1761 kg;14 jaar;2019;250.7;13269;18894
509;Totaal;>= 1761 kg;14 jaar;2020;240.1;12649;18979
510;Totaal;>= 1761 kg;15 jaar;2015;175.1;12576;13926
511;Totaal;>= 1761 kg;15 jaar;2016;162.1;12653;12809
512;Totaal;>= 1761 kg;15 jaar;2017;204.5;12766;16022
513;Totaal;>= 1761 kg;15 jaar;2018;211.3;12800;16508
514;Totaal;>= 1761 kg;15 jaar;2019;270.6;12827;21098
515;Totaal;>= 1761 kg;15 jaar;2020;202.8;12140;16702
516;Totaal;>= 1761 kg;16 jaar;2015;136.7;11967;11423
517;Totaal;>= 1761 kg;16 jaar;2016;147.3;12162;12112
518;Totaal;>= 1761 kg;16 jaar;2017;135.7;12044;11264
519;Totaal;>= 1761 kg;16 jaar;2018;170.9;12107;14114
520;Totaal;>= 1761 kg;16 jaar;2019;173.2;11902;14552
521;Totaal;>= 1761 kg;16 jaar;2020;217.6;11742;18529
522;Totaal;>= 1761 kg;17 jaar;2015;94.2;11232;8385
523;Totaal;>= 1761 kg;17 jaar;2016;111.6;11276;9900
524;Totaal;>= 1761 kg;17 jaar;2017;120.3;11619;10354
525;Totaal;>= 1761 kg;17 jaar;2018;112.6;11492;9802
526;Totaal;>= 1761 kg;17 jaar;2019;135.3;11072;12219
527;Totaal;>= 1761 kg;17 jaar;2020;133.5;10598;12593
528;Totaal;>= 1761 kg;18 jaar;2015;56.3;10825;5205
529;Totaal;>= 1761 kg;18 jaar;2016;77.1;10706;7198
530;Totaal;>= 1761 kg;18 jaar;2017;90.7;10747;8443
531;Totaal;>= 1761 kg;18 jaar;2018;97.3;10902;8925
532;Totaal;>= 1761 kg;18 jaar;2019;89.7;10634;8432
533;Totaal;>= 1761 kg;18 jaar;2020;102.9;9861;10435
534;Totaal;>= 1761 kg;19 jaar;2015;29.4;9808;2995
535;Totaal;>= 1761 kg;19 jaar;2016;45.2;10070;4485
536;Totaal;>= 1761 kg;19 jaar;2017;60.5;9954;6075
537;Totaal;>= 1761 kg;19 jaar;2018;72.8;10232;7113
538;Totaal;>= 1761 kg;19 jaar;2019;73.6;9706;7587
539;Totaal;>= 1761 kg;19 jaar;2020;66.3;9230;7187
540;Totaal;>= 1761 kg;20 jaar;2015;13.3;8012;1655
541;Totaal;>= 1761 kg;20 jaar;2016;23.9;9465;2529
542;Totaal;>= 1761 kg;20 jaar;2017;36.5;9551;3825
543;Totaal;>= 1761 kg;20 jaar;2018;49.0;9582;5109
544;Totaal;>= 1761 kg;20 jaar;2019;55.0;9167;6001
545;Totaal;>= 1761 kg;20 jaar;2020;53.5;8394;6368
546;Totaal;>= 1761 kg;21 jaar of ouder;2015;85.2;4999;17051
547;Totaal;>= 1761 kg;21 jaar of ouder;2016;85.5;4913;17401
548;Totaal;>= 1761 kg;21 jaar of ouder;2017;94.8;5069;18700
549;Totaal;>= 1761 kg;21 jaar of ouder;2018;117.3;5585;21008
550;Totaal;>= 1761 kg;21 jaar of ouder;2019;137.6;5678;24237
551;Totaal;>= 1761 kg;21 jaar of ouder;2020;153.5;5428;28285
552;Benzine/overige;Totaal;Totaal;2015;427.3;8655;49374
553;Benzine/overige;Totaal;Totaal;2016;441.5;8729;50576
554;Benzine/overige;Totaal;Totaal;2017;487.6;9200;53003
555;Benzine/overige;Totaal;Totaal;2018;531.7;9436;56350
556;Benzine/overige;Totaal;Totaal;2019;589.0;9679;60853
557;Benzine/overige;Totaal;Totaal;2020;604.4;9170;65905
558;Benzine/overige;Totaal;0 jaar;2015;20.9;12267;1703
559;Benzine/overige;Totaal;0 jaar;2016;21.9;10370;2113
560;Benzine/overige;Totaal;0 jaar;2017;42.4;14443;2933
561;Benzine/overige;Totaal;0 jaar;2018;40.1;11983;3348
562;Benzine/overige;Totaal;0 jaar;2019;44.3;10911;4059
563;Benzine/overige;Totaal;0 jaar;2020;35.6;8852;4023
564;Benzine/overige;Totaal;1 jaar;2015;44.5;19356;2300
565;Benzine/overige;Totaal;1 jaar;2016;33.4;20058;1664
566;Benzine/overige;Totaal;1 jaar;2017;44.7;21016;2126
567;Benzine/overige;Totaal;1 jaar;2018;66.4;22467;2956
568;Benzine/overige;Totaal;1 jaar;2019;74.6;21710;3434
569;Benzine/overige;Totaal;1 jaar;2020;76.8;18546;4141
570;Benzine/overige;Totaal;2 jaar;2015;25.5;18494;1381
571;Benzine/overige;Totaal;2 jaar;2016;42.8;18500;2316
572;Benzine/overige;Totaal;2 jaar;2017;31.5;18668;1690
573;Benzine/overige;Totaal;2 jaar;2018;43.3;20025;2164
574;Benzine/overige;Totaal;2 jaar;2019;62.6;20755;3017
575;Benzine/overige;Totaal;2 jaar;2020;65.6;18701;3507
576;Benzine/overige;Totaal;3 jaar;2015;31.8;17747;1790
577;Benzine/overige;Totaal;3 jaar;2016;24.9;17712;1405
578;Benzine/overige;Totaal;3 jaar;2017;40.2;18057;2229
579;Benzine/overige;Totaal;3 jaar;2018;29.8;17261;1727
580;Benzine/overige;Totaal;3 jaar;2019;40.5;18381;2202
581;Benzine/overige;Totaal;3 jaar;2020;51.6;17030;3027
582;Benzine/overige;Totaal;4 jaar;2015;23.8;16040;1481
583;Benzine/overige;Totaal;4 jaar;2016;29.5;16529;1784
584;Benzine/overige;Totaal;4 jaar;2017;23.4;16295;1436
585;Benzine/overige;Totaal;4 jaar;2018;36.1;16290;2214
586;Benzine/overige;Totaal;4 jaar;2019;28.8;16192;1778
587;Benzine/overige;Totaal;4 jaar;2020;35.7;15565;2296
588;Benzine/overige;Totaal;5 jaar;2015;20.8;14467;1436
589;Benzine/overige;Totaal;5 jaar;2016;22.4;14786;1514
590;Benzine/overige;Totaal;5 jaar;2017;26.2;14356;1827
591;Benzine/overige;Totaal;5 jaar;2018;22.7;15037;1510
592;Benzine/overige;Totaal;5 jaar;2019;34.5;15450;2233
593;Benzine/overige;Totaal;5 jaar;2020;27.1;14383;1885
594;Benzine/overige;Totaal;6 jaar;2015;19.3;13276;1452
595;Benzine/overige;Totaal;6 jaar;2016;20.8;13970;1486
596;Benzine/overige;Totaal;6 jaar;2017;22.2;14082;1574
597;Benzine/overige;Totaal;6 jaar;2018;25.0;12878;1938
598;Benzine/overige;Totaal;6 jaar;2019;22.6;13674;1652
599;Benzine/overige;Totaal;6 jaar;2020;32.1;13491;2376
600;Benzine/overige;Totaal;7 jaar;2015;21.4;12942;1657
601;Benzine/overige;Totaal;7 jaar;2016;19.2;12536;1534
602;Benzine/overige;Totaal;7 jaar;2017;20.0;12906;1547
603;Benzine/overige;Totaal;7 jaar;2018;22.1;13164;1677
604;Benzine/overige;Totaal;7 jaar;2019;24.8;12479;1991
605;Benzine/overige;Totaal;7 jaar;2020;21.3;12460;1707
606;Benzine/overige;Totaal;8 jaar;2015;16.0;11884;1346
607;Benzine/overige;Totaal;8 jaar;2016;21.6;12115;1779
608;Benzine/overige;Totaal;8 jaar;2017;19.2;11821;1622
609;Benzine/overige;Totaal;8 jaar;2018;19.4;12001;1613
610;Benzine/overige;Totaal;8 jaar;2019;22.2;12646;1756
611;Benzine/overige;Totaal;8 jaar;2020;22.4;11287;1982
612;Benzine/overige;Totaal;9 jaar;2015;10.6;10048;1056
613;Benzine/overige;Totaal;9 jaar;2016;15.4;11228;1368
614;Benzine/overige;Totaal;9 jaar;2017;20.8;11196;1861
615;Benzine/overige;Totaal;9 jaar;2018;19.3;11069;1745
616;Benzine/overige;Totaal;9 jaar;2019;19.6;11786;1660
617;Benzine/overige;Totaal;9 jaar;2020;20.2;10558;1912
618;Benzine/overige;Totaal;10 jaar;2015;11.9;9290;1285
619;Benzine/overige;Totaal;10 jaar;2016;10.6;9590;1105
620;Benzine/overige;Totaal;10 jaar;2017;15.1;10652;1413
621;Benzine/overige;Totaal;10 jaar;2018;20.9;10909;1916
622;Benzine/overige;Totaal;10 jaar;2019;19.2;10327;1855
623;Benzine/overige;Totaal;10 jaar;2020;18.1;10441;1738
624;Benzine/overige;Totaal;11 jaar;2015;13.4;9636;1388
625;Benzine/overige;Totaal;11 jaar;2016;12.2;9126;1333
626;Benzine/overige;Totaal;11 jaar;2017;11.0;9582;1143
627;Benzine/overige;Totaal;11 jaar;2018;14.7;10133;1446
628;Benzine/overige;Totaal;11 jaar;2019;20.5;10280;1997
629;Benzine/overige;Totaal;11 jaar;2020;19.0;9694;1957
630;Benzine/overige;Totaal;12 jaar;2015;13.1;9761;1342
631;Benzine/overige;Totaal;12 jaar;2016;13.1;9457;1387
632;Benzine/overige;Totaal;12 jaar;2017;12.4;9211;1342
633;Benzine/overige;Totaal;12 jaar;2018;10.8;8974;1201
634;Benzine/overige;Totaal;12 jaar;2019;14.6;9803;1485
635;Benzine/overige;Totaal;12 jaar;2020;19.1;9260;2062
636;Benzine/overige;Totaal;13 jaar;2015;11.4;9470;1206
637;Benzine/overige;Totaal;13 jaar;2016;13.5;10075;1336
638;Benzine/overige;Totaal;13 jaar;2017;13.1;9461;1382
639;Benzine/overige;Totaal;13 jaar;2018;11.8;8689;1363
640;Benzine/overige;Totaal;13 jaar;2019;11.0;8856;1247
641;Benzine/overige;Totaal;13 jaar;2020;13.1;8605;1522
642;Benzine/overige;Totaal;14 jaar;2015;9.2;8833;1041
643;Benzine/overige;Totaal;14 jaar;2016;10.9;9364;1165
644;Benzine/overige;Totaal;14 jaar;2017;13.5;10071;1337
645;Benzine/overige;Totaal;14 jaar;2018;13.5;9904;1361
646;Benzine/overige;Totaal;14 jaar;2019;11.7;8449;1383
647;Benzine/overige;Totaal;14 jaar;2020;10.2;7791;1309
648;Benzine/overige;Totaal;15 jaar;2015;10.3;8471;1218
649;Benzine/overige;Totaal;15 jaar;2016;8.8;8736;1004
650;Benzine/overige;Totaal;15 jaar;2017;9.9;8825;1127
651;Benzine/overige;Totaal;15 jaar;2018;11.8;8881;1332
652;Benzine/overige;Totaal;15 jaar;2019;12.6;9109;1387
653;Benzine/overige;Totaal;15 jaar;2020;11.1;7777;1429
654;Benzine/overige;Totaal;16 jaar;2015;11.3;8770;1288
655;Benzine/overige;Totaal;16 jaar;2016;9.8;8562;1147
656;Benzine/overige;Totaal;16 jaar;2017;8.8;9008;972
657;Benzine/overige;Totaal;16 jaar;2018;9.2;8464;1092
658;Benzine/overige;Totaal;16 jaar;2019;11.1;8489;1313
659;Benzine/overige;Totaal;16 jaar;2020;11.7;8326;1402
660;Benzine/overige;Totaal;17 jaar;2015;9.9;8189;1203
661;Benzine/overige;Totaal;17 jaar;2016;10.3;8503;1212
662;Benzine/overige;Totaal;17 jaar;2017;9.0;8369;1080
663;Benzine/overige;Totaal;17 jaar;2018;7.7;8194;942
664;Benzine/overige;Totaal;17 jaar;2019;8.6;8193;1051
665;Benzine/overige;Totaal;17 jaar;2020;10.5;8076;1294
666;Benzine/overige;Totaal;18 jaar;2015;11.8;8123;1449
667;Benzine/overige;Totaal;18 jaar;2016;8.9;7930;1119
668;Benzine/overige;Totaal;18 jaar;2017;9.2;8175;1129
669;Benzine/overige;Totaal;18 jaar;2018;8.1;8059;1004
670;Benzine/overige;Totaal;18 jaar;2019;6.7;7515;897
671;Benzine/overige;Totaal;18 jaar;2020;7.4;7229;1022
672;Benzine/overige;Totaal;19 jaar;2015;8.2;8133;1010
673;Benzine/overige;Totaal;19 jaar;2016;10.4;7830;1326
674;Benzine/overige;Totaal;19 jaar;2017;8.2;7865;1043
675;Benzine/overige;Totaal;19 jaar;2018;8.2;7833;1049
676;Benzine/overige;Totaal;19 jaar;2019;7.0;7453;940
677;Benzine/overige;Totaal;19 jaar;2020;6.0;7002;859
678;Benzine/overige;Totaal;20 jaar;2015;4.4;6344;691
679;Benzine/overige;Totaal;20 jaar;2016;7.4;8074;914
680;Benzine/overige;Totaal;20 jaar;2017;9.5;7705;1231
681;Benzine/overige;Totaal;20 jaar;2018;7.2;7433;972
682;Benzine/overige;Totaal;20 jaar;2019;7.2;7398;968
683;Benzine/overige;Totaal;20 jaar;2020;6.1;6928;878
684;Benzine/overige;Totaal;21 jaar of ouder;2015;77.9;3771;20651
685;Benzine/overige;Totaal;21 jaar of ouder;2016;73.9;3594;20565
686;Benzine/overige;Totaal;21 jaar of ouder;2017;77.5;3696;20959
687;Benzine/overige;Totaal;21 jaar of ouder;2018;83.6;3837;21780
688;Benzine/overige;Totaal;21 jaar of ouder;2019;84.3;3738;22548
689;Benzine/overige;Totaal;21 jaar of ouder;2020;83.8;3556;23577
690;Benzine/overige;<=1305 kg;Totaal;2015;91.6;6223;14723
691;Benzine/overige;<=1305 kg;Totaal;2016;90.0;6134;14669
692;Benzine/overige;<=1305 kg;Totaal;2017;89.9;6027;14917
693;Benzine/overige;<=1305 kg;Totaal;2018;94.3;6184;15251
694;Benzine/overige;<=1305 kg;Totaal;2019;98.7;6288;15701
695;Benzine/overige;<=1305 kg;Totaal;2020;97.7;6094;16031
696;Benzine/overige;<=1305 kg;0 jaar;2015;1.7;8011;213
697;Benzine/overige;<=1305 kg;0 jaar;2016;1.6;5883;279
698;Benzine/overige;<=1305 kg;0 jaar;2017;1.5;4275;362
699;Benzine/overige;<=1305 kg;0 jaar;2018;4.4;7823;557
700;Benzine/overige;<=1305 kg;0 jaar;2019;3.3;6354;525
701;Benzine/overige;<=1305 kg;0 jaar;2020;2.0;7320;274
702;Benzine/overige;<=1305 kg;1 jaar;2015;3.3;13068;256
703;Benzine/overige;<=1305 kg;1 jaar;2016;2.3;10840;213
704;Benzine/overige;<=1305 kg;1 jaar;2017;3.7;13015;281
705;Benzine/overige;<=1305 kg;1 jaar;2018;3.4;9247;368
706;Benzine/overige;<=1305 kg;1 jaar;2019;8.4;14828;565
707;Benzine/overige;<=1305 kg;1 jaar;2020;7.2;13641;529
708;Benzine/overige;<=1305 kg;2 jaar;2015;1.9;13194;143
709;Benzine/overige;<=1305 kg;2 jaar;2016;3.1;11958;258
710;Benzine/overige;<=1305 kg;2 jaar;2017;2.4;10966;218
711;Benzine/overige;<=1305 kg;2 jaar;2018;3.0;10561;280
712;Benzine/overige;<=1305 kg;2 jaar;2019;3.3;8794;377
713;Benzine/overige;<=1305 kg;2 jaar;2020;6.1;10734;571
714;Benzine/overige;<=1305 kg;3 jaar;2015;1.9;11249;170
715;Benzine/overige;<=1305 kg;3 jaar;2016;1.8;12118;146
716;Benzine/overige;<=1305 kg;3 jaar;2017;3.1;11964;260
717;Benzine/overige;<=1305 kg;3 jaar;2018;2.3;10590;219
718;Benzine/overige;<=1305 kg;3 jaar;2019;3.0;10634;285
719;Benzine/overige;<=1305 kg;3 jaar;2020;2.6;8593;300
720;Benzine/overige;<=1305 kg;4 jaar;2015;2.8;11029;254
721;Benzine/overige;<=1305 kg;4 jaar;2016;1.8;10738;171
722;Benzine/overige;<=1305 kg;4 jaar;2017;1.6;10169;158
723;Benzine/overige;<=1305 kg;4 jaar;2018;3.0;11422;263
724;Benzine/overige;<=1305 kg;4 jaar;2019;2.3;9583;235
725;Benzine/overige;<=1305 kg;4 jaar;2020;2.8;9279;300
726;Benzine/overige;<=1305 kg;5 jaar;2015;2.4;8646;273
727;Benzine/overige;<=1305 kg;5 jaar;2016;2.6;9820;267
728;Benzine/overige;<=1305 kg;5 jaar;2017;1.7;9352;180
729;Benzine/overige;<=1305 kg;5 jaar;2018;1.7;9914;173
730;Benzine/overige;<=1305 kg;5 jaar;2019;2.8;10003;276
731;Benzine/overige;<=1305 kg;5 jaar;2020;2.4;9268;261
732;Benzine/overige;<=1305 kg;6 jaar;2015;3.3;9533;344
733;Benzine/overige;<=1305 kg;6 jaar;2016;2.5;8309;302
734;Benzine/overige;<=1305 kg;6 jaar;2017;2.7;9145;291
735;Benzine/overige;<=1305 kg;6 jaar;2018;1.6;8872;184
736;Benzine/overige;<=1305 kg;6 jaar;2019;1.9;9665;193
737;Benzine/overige;<=1305 kg;6 jaar;2020;3.1;10741;292
738;Benzine/overige;<=1305 kg;7 jaar;2015;4.0;9013;444
739;Benzine/overige;<=1305 kg;7 jaar;2016;3.3;8737;383
740;Benzine/overige;<=1305 kg;7 jaar;2017;2.8;8475;336
741;Benzine/overige;<=1305 kg;7 jaar;2018;2.7;8607;308
742;Benzine/overige;<=1305 kg;7 jaar;2019;1.9;9711;192
743;Benzine/overige;<=1305 kg;7 jaar;2020;2.1;10026;211
744;Benzine/overige;<=1305 kg;8 jaar;2015;3.1;8802;350
745;Benzine/overige;<=1305 kg;8 jaar;2016;4.6;9031;507
746;Benzine/overige;<=1305 kg;8 jaar;2017;3.7;8682;430
747;Benzine/overige;<=1305 kg;8 jaar;2018;2.9;7965;368
748;Benzine/overige;<=1305 kg;8 jaar;2019;2.7;8490;321
749;Benzine/overige;<=1305 kg;8 jaar;2020;1.7;8520;200
750;Benzine/overige;<=1305 kg;9 jaar;2015;3.3;8622;388
751;Benzine/overige;<=1305 kg;9 jaar;2016;3.2;8535;375
752;Benzine/overige;<=1305 kg;9 jaar;2017;4.8;8490;570
753;Benzine/overige;<=1305 kg;9 jaar;2018;4.0;8470;471
754;Benzine/overige;<=1305 kg;9 jaar;2019;3.2;8299;381
755;Benzine/overige;<=1305 kg;9 jaar;2020;2.8;7984;346
756;Benzine/overige;<=1305 kg;10 jaar;2015;3.3;7561;441
757;Benzine/overige;<=1305 kg;10 jaar;2016;3.6;8826;403
758;Benzine/overige;<=1305 kg;10 jaar;2017;3.5;8259;418
759;Benzine/overige;<=1305 kg;10 jaar;2018;5.3;8609;613
760;Benzine/overige;<=1305 kg;10 jaar;2019;4.1;7914;514
761;Benzine/overige;<=1305 kg;10 jaar;2020;3.0;7379;413
762;Benzine/overige;<=1305 kg;11 jaar;2015;3.4;7974;427
763;Benzine/overige;<=1305 kg;11 jaar;2016;3.6;7694;468
764;Benzine/overige;<=1305 kg;11 jaar;2017;3.7;8547;429
765;Benzine/overige;<=1305 kg;11 jaar;2018;3.6;8063;451
766;Benzine/overige;<=1305 kg;11 jaar;2019;5.6;8623;648
767;Benzine/overige;<=1305 kg;11 jaar;2020;4.3;7594;563
768;Benzine/overige;<=1305 kg;12 jaar;2015;3.8;7996;481
769;Benzine/overige;<=1305 kg;12 jaar;2016;3.6;8212;442
770;Benzine/overige;<=1305 kg;12 jaar;2017;3.9;8111;477
771;Benzine/overige;<=1305 kg;12 jaar;2018;3.9;8643;455
772;Benzine/overige;<=1305 kg;12 jaar;2019;3.8;7914;478
773;Benzine/overige;<=1305 kg;12 jaar;2020;5.3;7653;687
774;Benzine/overige;<=1305 kg;13 jaar;2015;3.9;7846;497
775;Benzine/overige;<=1305 kg;13 jaar;2016;3.9;7591;508
776;Benzine/overige;<=1305 kg;13 jaar;2017;3.8;8033;477
777;Benzine/overige;<=1305 kg;13 jaar;2018;3.9;7899;492
778;Benzine/overige;<=1305 kg;13 jaar;2019;4.0;8369;478
779;Benzine/overige;<=1305 kg;13 jaar;2020;3.6;7238;498
780;Benzine/overige;<=1305 kg;14 jaar;2015;4.1;7749;526
781;Benzine/overige;<=1305 kg;14 jaar;2016;3.9;7870;500
782;Benzine/overige;<=1305 kg;14 jaar;2017;4.0;7725;521
783;Benzine/overige;<=1305 kg;14 jaar;2018;4.0;8446;475
784;Benzine/overige;<=1305 kg;14 jaar;2019;3.8;7747;495
785;Benzine/overige;<=1305 kg;14 jaar;2020;3.8;7453;510
786;Benzine/overige;<=1305 kg;15 jaar;2015;3.6;6703;534
787;Benzine/overige;<=1305 kg;15 jaar;2016;4.0;7789;517
788;Benzine/overige;<=1305 kg;15 jaar;2017;3.8;7633;495
789;Benzine/overige;<=1305 kg;15 jaar;2018;3.8;7160;528
790;Benzine/overige;<=1305 kg;15 jaar;2019;3.8;7873;489
791;Benzine/overige;<=1305 kg;15 jaar;2020;3.9;7498;516
792;Benzine/overige;<=1305 kg;16 jaar;2015;4.0;7183;556
793;Benzine/overige;<=1305 kg;16 jaar;2016;3.7;7228;505
794;Benzine/overige;<=1305 kg;16 jaar;2017;3.9;7587;509
795;Benzine/overige;<=1305 kg;16 jaar;2018;3.5;7305;485
796;Benzine/overige;<=1305 kg;16 jaar;2019;3.5;6621;525
797;Benzine/overige;<=1305 kg;16 jaar;2020;3.6;7346;496
