ID;CountryOfCitizenship;AsylumRequests;Periods;TotalMenAndWomen_1;Men_2;Women_3;AllAges_4;YoungerThan15Years_5;k_15To17Years_6;k_18YearsOrOlder_7
1968;India;Total asylum requests;2010 4th quarter;10;10;0;10;0;0;10
1969;India;Total asylum requests;2010;20;20;0;20;0;0;20
1970;India;Total asylum requests;2011 1st quarter;10;10;0;10;0;0;10
1971;India;Total asylum requests;2011 2nd quarter;10;10;0;10;0;0;10
1972;India;Total asylum requests;2011 3rd quarter;10;10;0;10;0;0;10
1973;India;Total asylum requests;2011 4th quarter;10;10;0;10;0;0;10
1974;India;Total asylum requests;2011;30;30;0;30;0;0;30
1975;India;First asylum requests;2007 1st quarter;10;10;0;10;0;10;0
1976;India;First asylum requests;2007 2nd quarter;30;30;0;30;0;10;10
1977;India;First asylum requests;2007 3rd quarter;30;30;0;30;0;10;10
1978;India;First asylum requests;2007 4th quarter;20;20;0;20;0;10;10
1979;India;First asylum requests;2007;80;80;0;80;0;40;40
1980;India;First asylum requests;2008 1st quarter;20;10;0;20;0;10;10
1981;India;First asylum requests;2008 2nd quarter;20;10;0;20;0;10;10
1982;India;First asylum requests;2008 3rd quarter;10;10;0;10;0;0;10
1983;India;First asylum requests;2008 4th quarter;10;10;0;10;0;0;10
1984;India;First asylum requests;2008;50;40;10;50;0;10;30
1985;India;First asylum requests;2009 1st quarter;10;10;0;10;0;0;10
1986;India;First asylum requests;2009 2nd quarter;10;0;0;10;0;0;0
1987;India;First asylum requests;2009 3rd quarter;10;10;0;10;0;0;10
1988;India;First asylum requests;2009 4th quarter;10;10;0;10;0;0;10
1989;India;First asylum requests;2009;30;30;0;30;0;0;30
1990;India;First asylum requests;2010 1st quarter;10;10;0;10;0;0;10
1991;India;First asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
1992;India;First asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
1993;India;First asylum requests;2010 4th quarter;10;10;0;10;0;0;10
1994;India;First asylum requests;2010;20;20;0;20;0;0;20
1995;India;First asylum requests;2011 1st quarter;0;0;0;0;0;0;0
1996;India;First asylum requests;2011 2nd quarter;10;10;0;10;0;0;10
1997;India;First asylum requests;2011 3rd quarter;10;10;0;10;0;0;10
1998;India;First asylum requests;2011 4th quarter;10;10;0;10;0;0;10
1999;India;First asylum requests;2011;20;20;0;20;0;0;20
2000;India;Follow-up asylum requests;2007 1st quarter;0;0;0;0;0;0;0
2001;India;Follow-up asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
2002;India;Follow-up asylum requests;2007 3rd quarter;0;0;0;0;0;0;0
2003;India;Follow-up asylum requests;2007 4th quarter;0;0;0;0;0;0;0
2004;India;Follow-up asylum requests;2007;0;0;0;0;0;0;0
2005;India;Follow-up asylum requests;2008 1st quarter;0;0;0;0;0;0;0
2006;India;Follow-up asylum requests;2008 2nd quarter;0;0;0;0;0;0;0
2007;India;Follow-up asylum requests;2008 3rd quarter;0;0;0;0;0;0;0
2008;India;Follow-up asylum requests;2008 4th quarter;0;0;0;0;0;0;0
2009;India;Follow-up asylum requests;2008;0;0;0;0;0;0;0
2010;India;Follow-up asylum requests;2009 1st quarter;0;0;0;0;0;0;0
2011;India;Follow-up asylum requests;2009 2nd quarter;0;0;0;0;0;0;0
2012;India;Follow-up asylum requests;2009 3rd quarter;0;0;0;0;0;0;0
2013;India;Follow-up asylum requests;2009 4th quarter;0;0;0;0;0;0;0
2014;India;Follow-up asylum requests;2009;0;0;0;0;0;0;0
2015;India;Follow-up asylum requests;2010 1st quarter;0;0;0;0;0;0;0
2016;India;Follow-up asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
2017;India;Follow-up asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
2018;India;Follow-up asylum requests;2010 4th quarter;0;0;0;0;0;0;0
2019;India;Follow-up asylum requests;2010;0;0;0;0;0;0;0
2020;India;Follow-up asylum requests;2011 1st quarter;0;0;0;0;0;0;0
2021;India;Follow-up asylum requests;2011 2nd quarter;0;0;0;0;0;0;0
2022;India;Follow-up asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
2023;India;Follow-up asylum requests;2011 4th quarter;0;0;0;0;0;0;0
2024;India;Follow-up asylum requests;2011;10;10;0;10;0;0;10
2025;Iran;Total asylum requests;2007 1st quarter;130;90;40;130;10;10;110
2026;Iran;Total asylum requests;2007 2nd quarter;70;60;20;70;10;0;60
2027;Iran;Total asylum requests;2007 3rd quarter;90;70;30;90;10;0;90
2028;Iran;Total asylum requests;2007 4th quarter;60;40;20;60;0;0;50
2029;Iran;Total asylum requests;2007;360;260;100;360;30;20;300
2030;Iran;Total asylum requests;2008 1st quarter;50;30;20;50;10;0;50
2031;Iran;Total asylum requests;2008 2nd quarter;90;60;30;90;10;0;80
2032;Iran;Total asylum requests;2008 3rd quarter;100;60;30;100;10;0;80
2033;Iran;Total asylum requests;2008 4th quarter;180;120;60;180;30;10;150
2034;Iran;Total asylum requests;2008;420;280;140;420;50;10;350
2035;Iran;Total asylum requests;2009 1st quarter;120;90;30;120;10;10;100
2036;Iran;Total asylum requests;2009 2nd quarter;100;70;30;100;20;10;80
2037;Iran;Total asylum requests;2009 3rd quarter;130;90;40;130;10;10;110
2038;Iran;Total asylum requests;2009 4th quarter;240;150;90;240;30;10;200
2039;Iran;Total asylum requests;2009;580;400;190;580;70;40;480
2040;Iran;Total asylum requests;2010 1st quarter;250;150;100;250;30;10;210
2041;Iran;Total asylum requests;2010 2nd quarter;180;110;70;180;20;0;150
2042;Iran;Total asylum requests;2010 3rd quarter;170;100;70;170;10;10;150
2043;Iran;Total asylum requests;2010 4th quarter;270;200;70;270;40;20;220
2044;Iran;Total asylum requests;2010;870;570;300;870;110;30;720
2045;Iran;Total asylum requests;2011 1st quarter;290;190;100;290;30;10;250
2046;Iran;Total asylum requests;2011 2nd quarter;240;150;90;240;40;0;190
2047;Iran;Total asylum requests;2011 3rd quarter;330;210;120;330;40;10;280
2048;Iran;Total asylum requests;2011 4th quarter;330;200;130;330;40;20;270
2049;Iran;Total asylum requests;2011;1190;750;440;1190;150;40;990
2050;Iran;First asylum requests;2007 1st quarter;60;40;20;60;0;10;50
2051;Iran;First asylum requests;2007 2nd quarter;30;20;10;30;10;0;20
2052;Iran;First asylum requests;2007 3rd quarter;70;50;20;70;10;0;60
2053;Iran;First asylum requests;2007 4th quarter;40;30;10;40;0;0;40
2054;Iran;First asylum requests;2007;200;140;60;200;20;10;170
2055;Iran;First asylum requests;2008 1st quarter;40;30;20;40;0;0;40
2056;Iran;First asylum requests;2008 2nd quarter;60;40;20;60;10;0;50
2057;Iran;First asylum requests;2008 3rd quarter;60;30;20;60;10;0;50
2058;Iran;First asylum requests;2008 4th quarter;170;110;60;170;30;10;130
2059;Iran;First asylum requests;2008;320;210;110;320;50;10;270
2060;Iran;First asylum requests;2009 1st quarter;100;80;20;100;10;10;80
2061;Iran;First asylum requests;2009 2nd quarter;80;60;30;80;20;10;60
2062;Iran;First asylum requests;2009 3rd quarter;100;70;30;100;10;10;80
2063;Iran;First asylum requests;2009 4th quarter;220;150;80;220;30;10;180
2064;Iran;First asylum requests;2009;500;350;160;500;60;40;400
2065;Iran;First asylum requests;2010 1st quarter;230;150;80;230;30;10;190
2066;Iran;First asylum requests;2010 2nd quarter;150;90;60;150;20;0;120
2067;Iran;First asylum requests;2010 3rd quarter;150;90;70;150;10;10;140
2068;Iran;First asylum requests;2010 4th quarter;260;190;60;260;40;20;200
2069;Iran;First asylum requests;2010;790;520;270;790;100;30;650
2070;Iran;First asylum requests;2011 1st quarter;260;160;100;260;30;10;220
2071;Iran;First asylum requests;2011 2nd quarter;190;120;70;190;40;0;150
2072;Iran;First asylum requests;2011 3rd quarter;240;150;90;240;30;10;210
2073;Iran;First asylum requests;2011 4th quarter;240;150;100;240;30;20;190
2074;Iran;First asylum requests;2011;930;570;360;930;120;40;770
2075;Iran;Follow-up asylum requests;2007 1st quarter;70;50;20;70;10;0;60
2076;Iran;Follow-up asylum requests;2007 2nd quarter;40;40;0;40;0;0;40
2077;Iran;Follow-up asylum requests;2007 3rd quarter;30;20;10;30;0;0;30
2078;Iran;Follow-up asylum requests;2007 4th quarter;20;10;10;20;0;0;20
2079;Iran;Follow-up asylum requests;2007;150;110;40;150;10;10;130
2080;Iran;Follow-up asylum requests;2008 1st quarter;10;10;0;10;0;0;10
2081;Iran;Follow-up asylum requests;2008 2nd quarter;30;20;10;30;0;0;30
2082;Iran;Follow-up asylum requests;2008 3rd quarter;40;30;10;40;0;0;30
2083;Iran;Follow-up asylum requests;2008 4th quarter;20;10;0;20;0;0;20
2084;Iran;Follow-up asylum requests;2008;100;70;30;100;10;0;90
2085;Iran;Follow-up asylum requests;2009 1st quarter;20;10;10;20;0;0;20
2086;Iran;Follow-up asylum requests;2009 2nd quarter;20;20;10;20;0;0;20
2087;Iran;Follow-up asylum requests;2009 3rd quarter;30;20;10;30;0;0;20
2088;Iran;Follow-up asylum requests;2009 4th quarter;20;10;10;20;0;0;10
2089;Iran;Follow-up asylum requests;2009;80;50;30;80;10;0;70
2090;Iran;Follow-up asylum requests;2010 1st quarter;20;10;10;20;0;0;20
2091;Iran;Follow-up asylum requests;2010 2nd quarter;30;20;10;30;0;0;30
2092;Iran;Follow-up asylum requests;2010 3rd quarter;20;10;0;20;10;0;10
2093;Iran;Follow-up asylum requests;2010 4th quarter;20;10;10;20;0;0;20
2094;Iran;Follow-up asylum requests;2010;80;60;30;80;10;0;70
2095;Iran;Follow-up asylum requests;2011 1st quarter;30;20;0;30;0;0;30
2096;Iran;Follow-up asylum requests;2011 2nd quarter;50;30;20;50;0;0;50
2097;Iran;Follow-up asylum requests;2011 3rd quarter;90;60;30;90;10;0;70
2098;Iran;Follow-up asylum requests;2011 4th quarter;90;60;30;90;10;0;80
2099;Iran;Follow-up asylum requests;2011;250;170;80;250;30;0;220
2100;Iraq;Total asylum requests;2007 1st quarter;430;280;150;430;80;20;330
2101;Iraq;Total asylum requests;2007 2nd quarter;370;260;120;370;60;20;290
2102;Iraq;Total asylum requests;2007 3rd quarter;650;470;180;650;80;20;550
2103;Iraq;Total asylum requests;2007 4th quarter;1000;750;250;1000;140;50;810
2104;Iraq;Total asylum requests;2007;2450;1750;700;2450;360;100;1980
2105;Iraq;Total asylum requests;2008 1st quarter;1100;830;270;1100;190;60;850
2106;Iraq;Total asylum requests;2008 2nd quarter;1430;1100;330;1430;210;80;1150
2107;Iraq;Total asylum requests;2008 3rd quarter;1660;1220;440;1660;280;90;1290
2108;Iraq;Total asylum requests;2008 4th quarter;1120;770;350;1120;240;60;810
2109;Iraq;Total asylum requests;2008;5310;3920;1390;5310;920;290;4110
2110;Iraq;Total asylum requests;2009 1st quarter;660;470;190;660;110;30;530
2111;Iraq;Total asylum requests;2009 2nd quarter;370;250;120;370;80;20;270
2112;Iraq;Total asylum requests;2009 3rd quarter;490;290;190;490;150;40;310
2113;Iraq;Total asylum requests;2009 4th quarter;640;380;270;640;180;50;410
2114;Iraq;Total asylum requests;2009;2170;1400;770;2170;510;140;1510
2115;Iraq;Total asylum requests;2010 1st quarter;530;230;290;530;120;40;380
2116;Iraq;Total asylum requests;2010 2nd quarter;490;300;190;490;140;30;330
2117;Iraq;Total asylum requests;2010 3rd quarter;390;280;120;390;60;20;320
2118;Iraq;Total asylum requests;2010 4th quarter;490;390;100;490;90;30;380
2119;Iraq;Total asylum requests;2010;1900;1280;620;1900;390;110;1400
2120;Iraq;Total asylum requests;2011 1st quarter;500;360;140;500;60;20;430
2121;Iraq;Total asylum requests;2011 2nd quarter;550;360;190;550;100;30;430
2122;Iraq;Total asylum requests;2011 3rd quarter;550;350;200;550;70;30;460
2123;Iraq;Total asylum requests;2011 4th quarter;410;240;160;410;70;10;320
2124;Iraq;Total asylum requests;2011;2010;1310;700;2010;290;80;1630
2125;Iraq;First asylum requests;2007 1st quarter;330;200;130;330;70;20;250
2126;Iraq;First asylum requests;2007 2nd quarter;270;180;90;270;60;10;200
2127;Iraq;First asylum requests;2007 3rd quarter;510;370;140;510;60;20;430
2128;Iraq;First asylum requests;2007 4th quarter;940;700;240;940;130;50;750
2129;Iraq;First asylum requests;2007;2050;1440;610;2050;320;100;1630
2130;Iraq;First asylum requests;2008 1st quarter;1010;750;260;1010;180;60;770
2131;Iraq;First asylum requests;2008 2nd quarter;1350;1040;310;1350;190;80;1080
2132;Iraq;First asylum requests;2008 3rd quarter;1600;1170;430;1600;270;90;1240
2133;Iraq;First asylum requests;2008 4th quarter;1080;740;340;1080;240;60;780
2134;Iraq;First asylum requests;2008;5030;3700;1330;5030;880;290;3860
2135;Iraq;First asylum requests;2009 1st quarter;620;440;180;620;100;30;490
2136;Iraq;First asylum requests;2009 2nd quarter;340;220;110;340;80;20;240
2137;Iraq;First asylum requests;2009 3rd quarter;450;260;190;450;140;30;270
2138;Iraq;First asylum requests;2009 4th quarter;590;330;260;590;170;50;370
2139;Iraq;First asylum requests;2009;1990;1250;740;1990;490;140;1360
2140;Iraq;First asylum requests;2010 1st quarter;430;240;190;430;100;30;290
2141;Iraq;First asylum requests;2010 2nd quarter;370;200;170;370;130;30;210
2142;Iraq;First asylum requests;2010 3rd quarter;260;170;90;260;50;10;200
2143;Iraq;First asylum requests;2010 4th quarter;320;240;80;320;60;20;240
2144;Iraq;First asylum requests;2010;1380;850;540;1380;340;100;950
2145;Iraq;First asylum requests;2011 1st quarter;340;220;120;340;50;20;270
2146;Iraq;First asylum requests;2011 2nd quarter;360;220;150;360;70;20;280
2147;Iraq;First asylum requests;2011 3rd quarter;420;240;180;420;60;20;340
2148;Iraq;First asylum requests;2011 4th quarter;310;170;140;310;60;10;240
2149;Iraq;First asylum requests;2011;1440;850;590;1440;240;70;1130
2150;Iraq;Follow-up asylum requests;2007 1st quarter;100;80;30;100;10;0;90
2151;Iraq;Follow-up asylum requests;2007 2nd quarter;100;80;20;100;10;0;90
2152;Iraq;Follow-up asylum requests;2007 3rd quarter;130;100;30;130;10;0;120
2153;Iraq;Follow-up asylum requests;2007 4th quarter;60;50;10;60;10;0;50
2154;Iraq;Follow-up asylum requests;2007;400;300;90;400;40;10;350
2155;Iraq;Follow-up asylum requests;2008 1st quarter;90;80;20;90;10;0;80
2156;Iraq;Follow-up asylum requests;2008 2nd quarter;90;70;20;90;20;0;70
2157;Iraq;Follow-up asylum requests;2008 3rd quarter;60;50;10;60;10;0;50
2158;Iraq;Follow-up asylum requests;2008 4th quarter;40;30;10;40;10;0;40
2159;Iraq;Follow-up asylum requests;2008;290;230;60;290;40;0;240
2160;Iraq;Follow-up asylum requests;2009 1st quarter;50;40;10;50;0;0;40
2161;Iraq;Follow-up asylum requests;2009 2nd quarter;40;30;10;40;0;0;30
2162;Iraq;Follow-up asylum requests;2009 3rd quarter;40;40;0;40;0;0;40
2163;Iraq;Follow-up asylum requests;2009 4th quarter;50;40;10;50;10;0;40
2164;Iraq;Follow-up asylum requests;2009;170;150;30;170;20;0;150
2165;Iraq;Follow-up asylum requests;2010 1st quarter;100;80;20;100;10;0;80
2166;Iraq;Follow-up asylum requests;2010 2nd quarter;120;100;20;120;10;0;110
2167;Iraq;Follow-up asylum requests;2010 3rd quarter;130;110;20;130;10;0;120
2168;Iraq;Follow-up asylum requests;2010 4th quarter;170;150;20;170;30;0;140
2169;Iraq;Follow-up asylum requests;2010;520;430;90;520;60;10;460
2170;Iraq;Follow-up asylum requests;2011 1st quarter;160;140;20;160;10;0;160
2171;Iraq;Follow-up asylum requests;2011 2nd quarter;180;140;50;180;30;10;150
2172;Iraq;Follow-up asylum requests;2011 3rd quarter;130;120;20;130;10;0;120
2173;Iraq;Follow-up asylum requests;2011 4th quarter;90;70;20;90;10;0;80
2174;Iraq;Follow-up asylum requests;2011;570;460;110;570;60;10;510
2175;Kazakhstan;Total asylum requests;2007 1st quarter;0;0;0;0;0;0;0
2176;Kazakhstan;Total asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
2177;Kazakhstan;Total asylum requests;2007 3rd quarter;0;0;0;0;0;0;0
2178;Kazakhstan;Total asylum requests;2007 4th quarter;0;0;0;0;0;0;0
2179;Kazakhstan;Total asylum requests;2007;10;0;0;10;0;0;10
2180;Kazakhstan;Total asylum requests;2008 1st quarter;0;0;0;0;0;0;0
2181;Kazakhstan;Total asylum requests;2008 2nd quarter;10;0;0;10;0;0;0
2182;Kazakhstan;Total asylum requests;2008 3rd quarter;10;10;10;10;0;0;10
2183;Kazakhstan;Total asylum requests;2008 4th quarter;0;0;0;0;0;0;0
2184;Kazakhstan;Total asylum requests;2008;20;10;10;20;10;0;10
2185;Kazakhstan;Total asylum requests;2009 1st quarter;0;0;0;0;0;0;0
2186;Kazakhstan;Total asylum requests;2009 2nd quarter;0;0;0;0;0;0;0
2187;Kazakhstan;Total asylum requests;2009 3rd quarter;10;10;10;10;0;0;10
2188;Kazakhstan;Total asylum requests;2009 4th quarter;10;0;0;10;0;0;0
2189;Kazakhstan;Total asylum requests;2009;20;10;10;20;10;0;10
2190;Kazakhstan;Total asylum requests;2010 1st quarter;10;0;10;10;0;0;10
2191;Kazakhstan;Total asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
2192;Kazakhstan;Total asylum requests;2010 3rd quarter;10;0;0;10;0;0;0
2193;Kazakhstan;Total asylum requests;2010 4th quarter;0;0;0;0;0;0;0
2194;Kazakhstan;Total asylum requests;2010;20;10;10;20;10;0;10
2195;Kazakhstan;Total asylum requests;2011 1st quarter;0;0;0;0;0;0;0
2196;Kazakhstan;Total asylum requests;2011 2nd quarter;10;0;0;10;0;0;10
2197;Kazakhstan;Total asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
2198;Kazakhstan;Total asylum requests;2011 4th quarter;10;0;10;10;0;0;10
2199;Kazakhstan;Total asylum requests;2011;0;0;0;0;0;0;0
2200;Kazakhstan;First asylum requests;2007 1st quarter;0;0;0;0;0;0;0
2201;Kazakhstan;First asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
2202;Kazakhstan;First asylum requests;2007 3rd quarter;0;0;0;0;0;0;0
2203;Kazakhstan;First asylum requests;2007 4th quarter;0;0;0;0;0;0;0
2204;Kazakhstan;First asylum requests;2007;0;0;0;0;0;0;0
2205;Kazakhstan;First asylum requests;2008 1st quarter;0;0;0;0;0;0;0
2206;Kazakhstan;First asylum requests;2008 2nd quarter;0;0;0;0;0;0;0
2207;Kazakhstan;First asylum requests;2008 3rd quarter;10;10;0;10;0;0;0
2208;Kazakhstan;First asylum requests;2008 4th quarter;0;0;0;0;0;0;0
2209;Kazakhstan;First asylum requests;2008;10;10;0;10;0;0;10
2210;Kazakhstan;First asylum requests;2009 1st quarter;0;0;0;0;0;0;0
2211;Kazakhstan;First asylum requests;2009 2nd quarter;0;0;0;0;0;0;0
2212;Kazakhstan;First asylum requests;2009 3rd quarter;10;10;10;10;0;0;10
2213;Kazakhstan;First asylum requests;2009 4th quarter;10;0;0;10;0;0;0
2214;Kazakhstan;First asylum requests;2009;20;10;10;20;10;0;10
2215;Kazakhstan;First asylum requests;2010 1st quarter;10;0;10;10;0;0;10
2216;Kazakhstan;First asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
2217;Kazakhstan;First asylum requests;2010 3rd quarter;10;0;0;10;0;0;0
2218;Kazakhstan;First asylum requests;2010 4th quarter;0;0;0;0;0;0;0
2219;Kazakhstan;First asylum requests;2010;20;10;10;20;10;0;10
2220;Kazakhstan;First asylum requests;2011 1st quarter;0;0;0;0;0;0;0
2221;Kazakhstan;First asylum requests;2011 2nd quarter;0;0;0;0;0;0;0
2222;Kazakhstan;First asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
2223;Kazakhstan;First asylum requests;2011 4th quarter;10;0;10;10;0;0;10
2224;Kazakhstan;First asylum requests;2011;0;0;0;0;0;0;0
2225;Kazakhstan;Follow-up asylum requests;2007 1st quarter;0;0;0;0;0;0;0
2226;Kazakhstan;Follow-up asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
2227;Kazakhstan;Follow-up asylum requests;2007 3rd quarter;0;0;0;0;0;0;0
2228;Kazakhstan;Follow-up asylum requests;2007 4th quarter;0;0;0;0;0;0;0
2229;Kazakhstan;Follow-up asylum requests;2007;0;0;0;0;0;0;0
2230;Kazakhstan;Follow-up asylum requests;2008 1st quarter;0;0;0;0;0;0;0
2231;Kazakhstan;Follow-up asylum requests;2008 2nd quarter;10;0;0;10;0;0;0
2232;Kazakhstan;Follow-up asylum requests;2008 3rd quarter;0;0;0;0;0;0;0
2233;Kazakhstan;Follow-up asylum requests;2008 4th quarter;0;0;0;0;0;0;0
2234;Kazakhstan;Follow-up asylum requests;2008;10;10;0;10;0;0;10
2235;Kazakhstan;Follow-up asylum requests;2009 1st quarter;0;0;0;0;0;0;0
2236;Kazakhstan;Follow-up asylum requests;2009 2nd quarter;0;0;0;0;0;0;0
2237;Kazakhstan;Follow-up asylum requests;2009 3rd quarter;0;0;0;0;0;0;0
2238;Kazakhstan;Follow-up asylum requests;2009 4th quarter;0;0;0;0;0;0;0
2239;Kazakhstan;Follow-up asylum requests;2009;0;0;0;0;0;0;0
2240;Kazakhstan;Follow-up asylum requests;2010 1st quarter;0;0;0;0;0;0;0
2241;Kazakhstan;Follow-up asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
2242;Kazakhstan;Follow-up asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
2243;Kazakhstan;Follow-up asylum requests;2010 4th quarter;0;0;0;0;0;0;0
2244;Kazakhstan;Follow-up asylum requests;2010;0;0;0;0;0;0;0
2245;Kazakhstan;Follow-up asylum requests;2011 1st quarter;0;0;0;0;0;0;0
2246;Kazakhstan;Follow-up asylum requests;2011 2nd quarter;10;0;0;10;0;0;10
2247;Kazakhstan;Follow-up asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
2248;Kazakhstan;Follow-up asylum requests;2011 4th quarter;0;0;0;0;0;0;0
2249;Kazakhstan;Follow-up asylum requests;2011;0;0;0;0;0;0;0
2250;Kenya;Total asylum requests;2007 1st quarter;0;0;0;0;0;0;0
2251;Kenya;Total asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
2252;Kenya;Total asylum requests;2007 3rd quarter;0;0;0;0;0;0;0
2253;Kenya;Total asylum requests;2007 4th quarter;0;0;0;0;0;0;0
2254;Kenya;Total asylum requests;2007;10;0;0;10;0;0;10
2255;Kenya;Total asylum requests;2008 1st quarter;10;10;0;10;0;0;10
2256;Kenya;Total asylum requests;2008 2nd quarter;10;0;0;10;0;0;10
2257;Kenya;Total asylum requests;2008 3rd quarter;10;0;0;10;0;0;0
2258;Kenya;Total asylum requests;2008 4th quarter;0;0;0;0;0;0;0
2259;Kenya;Total asylum requests;2008;30;20;10;30;0;0;20
2260;Kenya;Total asylum requests;2009 1st quarter;10;0;0;10;0;0;10
2261;Kenya;Total asylum requests;2009 2nd quarter;10;10;0;10;0;0;10
2262;Kenya;Total asylum requests;2009 3rd quarter;10;10;0;10;0;0;0
2263;Kenya;Total asylum requests;2009 4th quarter;10;0;0;10;0;0;10
2264;Kenya;Total asylum requests;2009;30;20;10;30;0;0;20
2265;Kenya;Total asylum requests;2010 1st quarter;10;0;0;10;0;0;10
2266;Kenya;Total asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
2267;Kenya;Total asylum requests;2010 3rd quarter;10;0;0;10;0;0;10
2268;Kenya;Total asylum requests;2010 4th quarter;0;0;0;0;0;0;0
2269;Kenya;Total asylum requests;2010;10;10;0;10;0;0;10
2270;Kenya;Total asylum requests;2011 1st quarter;0;0;0;0;0;0;0
2271;Kenya;Total asylum requests;2011 2nd quarter;0;0;0;0;0;0;0
2272;Kenya;Total asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
2273;Kenya;Total asylum requests;2011 4th quarter;0;0;0;0;0;0;0
2274;Kenya;Total asylum requests;2011;10;10;0;10;0;0;10
2275;Kenya;First asylum requests;2007 1st quarter;0;0;0;0;0;0;0
2276;Kenya;First asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
2277;Kenya;First asylum requests;2007 3rd quarter;0;0;0;0;0;0;0
2278;Kenya;First asylum requests;2007 4th quarter;0;0;0;0;0;0;0
2279;Kenya;First asylum requests;2007;10;0;0;10;0;0;10
2280;Kenya;First asylum requests;2008 1st quarter;10;10;0;10;0;0;10
2281;Kenya;First asylum requests;2008 2nd quarter;10;0;0;10;0;0;10
2282;Kenya;First asylum requests;2008 3rd quarter;0;0;0;0;0;0;0
2283;Kenya;First asylum requests;2008 4th quarter;0;0;0;0;0;0;0
2284;Kenya;First asylum requests;2008;20;10;10;20;0;0;20
2285;Kenya;First asylum requests;2009 1st quarter;0;0;0;0;0;0;0
2286;Kenya;First asylum requests;2009 2nd quarter;10;10;0;10;0;0;10
2287;Kenya;First asylum requests;2009 3rd quarter;10;10;0;10;0;0;0
2288;Kenya;First asylum requests;2009 4th quarter;0;0;0;0;0;0;0
2289;Kenya;First asylum requests;2009;20;20;10;20;0;0;20
2290;Kenya;First asylum requests;2010 1st quarter;0;0;0;0;0;0;0
2291;Kenya;First asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
2292;Kenya;First asylum requests;2010 3rd quarter;10;0;0;10;0;0;10
2293;Kenya;First asylum requests;2010 4th quarter;0;0;0;0;0;0;0
2294;Kenya;First asylum requests;2010;10;10;0;10;0;0;10
2295;Kenya;First asylum requests;2011 1st quarter;0;0;0;0;0;0;0
2296;Kenya;First asylum requests;2011 2nd quarter;0;0;0;0;0;0;0
2297;Kenya;First asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
2298;Kenya;First asylum requests;2011 4th quarter;0;0;0;0;0;0;0
2299;Kenya;First asylum requests;2011;10;0;0;10;0;0;10
2300;Kenya;Follow-up asylum requests;2007 1st quarter;0;0;0;0;0;0;0
2301;Kenya;Follow-up asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
2302;Kenya;Follow-up asylum requests;2007 3rd quarter;0;0;0;0;0;0;0
2303;Kenya;Follow-up asylum requests;2007 4th quarter;0;0;0;0;0;0;0
2304;Kenya;Follow-up asylum requests;2007;0;0;0;0;0;0;0
2305;Kenya;Follow-up asylum requests;2008 1st quarter;0;0;0;0;0;0;0
2306;Kenya;Follow-up asylum requests;2008 2nd quarter;0;0;0;0;0;0;0
2307;Kenya;Follow-up asylum requests;2008 3rd quarter;0;0;0;0;0;0;0
2308;Kenya;Follow-up asylum requests;2008 4th quarter;0;0;0;0;0;0;0
2309;Kenya;Follow-up asylum requests;2008;0;0;0;0;0;0;0
2310;Kenya;Follow-up asylum requests;2009 1st quarter;0;0;0;0;0;0;0
2311;Kenya;Follow-up asylum requests;2009 2nd quarter;0;0;0;0;0;0;0
2312;Kenya;Follow-up asylum requests;2009 3rd quarter;0;0;0;0;0;0;0
2313;Kenya;Follow-up asylum requests;2009 4th quarter;0;0;0;0;0;0;0
2314;Kenya;Follow-up asylum requests;2009;0;0;0;0;0;0;0
2315;Kenya;Follow-up asylum requests;2010 1st quarter;0;0;0;0;0;0;0
2316;Kenya;Follow-up asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
2317;Kenya;Follow-up asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
2318;Kenya;Follow-up asylum requests;2010 4th quarter;0;0;0;0;0;0;0
2319;Kenya;Follow-up asylum requests;2010;0;0;0;0;0;0;0
2320;Kenya;Follow-up asylum requests;2011 1st quarter;0;0;0;0;0;0;0
2321;Kenya;Follow-up asylum requests;2011 2nd quarter;0;0;0;0;0;0;0
2322;Kenya;Follow-up asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
2323;Kenya;Follow-up asylum requests;2011 4th quarter;0;0;0;0;0;0;0
