ID;BedrijfstakBranchesSBI2008;Perioden;TotaalBedrijven_1;Eenmanszaken_2;OverigeRechtspersonen_3
8818;G Handel;2000 3e kwartaal;256;68;188
8819;G Handel;2000 oktober;103;20;83
8820;G Handel;2000 november;85;26;59
8821;G Handel;2000 december;74;14;60
8822;G Handel;2000 4e kwartaal;262;60;202
8823;G Handel;2000;961;256;705
8824;G Handel;2001 januari;90;25;65
8825;G Handel;2001 februari;97;18;79
8826;G Handel;2001 maart;68;18;50
8827;G Handel;2001 1e kwartaal;255;61;194
8828;G Handel;2001 april;85;21;64
8829;G Handel;2001 mei;103;28;75
8830;G Handel;2001 juni;80;22;58
8831;G Handel;2001 2e kwartaal;268;71;197
8832;G Handel;2001 juli;92;25;67
8833;G Handel;2001 augustus;100;32;68
8834;G Handel;2001 september;84;16;68
8835;G Handel;2001 3e kwartaal;276;73;203
8836;G Handel;2001 oktober;94;25;69
8837;G Handel;2001 november;80;17;63
8838;G Handel;2001 december;89;15;74
8839;G Handel;2001 4e kwartaal;263;57;206
8840;G Handel;2001;1062;262;800
8841;G Handel;2002 januari;124;29;95
8842;G Handel;2002 februari;99;25;74
8843;G Handel;2002 maart;100;27;73
8844;G Handel;2002 1e kwartaal;323;81;242
8845;G Handel;2002 april;79;17;62
8846;G Handel;2002 mei;96;18;78
8847;G Handel;2002 juni;100;29;71
8848;G Handel;2002 2e kwartaal;275;64;211
8849;G Handel;2002 juli;115;17;98
8850;G Handel;2002 augustus;74;18;56
8851;G Handel;2002 september;77;17;60
8852;G Handel;2002 3e kwartaal;266;52;214
8853;G Handel;2002 oktober;108;20;88
8854;G Handel;2002 november;64;6;58
8855;G Handel;2002 december;83;15;68
8856;G Handel;2002 4e kwartaal;255;41;214
8857;G Handel;2002;1119;238;881
8858;G Handel;2003 januari;103;24;79
8859;G Handel;2003 februari;96;19;77
8860;G Handel;2003 maart;106;24;82
8861;G Handel;2003 1e kwartaal;305;67;238
8862;G Handel;2003 april;122;29;93
8863;G Handel;2003 mei;105;17;88
8864;G Handel;2003 juni;112;20;92
8865;G Handel;2003 2e kwartaal;339;66;273
8866;G Handel;2003 juli;105;24;81
8867;G Handel;2003 augustus;96;20;76
8868;G Handel;2003 september;144;21;123
8869;G Handel;2003 3e kwartaal;345;65;280
8870;G Handel;2003 oktober;113;21;92
8871;G Handel;2003 november;112;18;94
8872;G Handel;2003 december;113;22;91
8873;G Handel;2003 4e kwartaal;338;61;277
8874;G Handel;2003;1327;259;1068
8875;G Handel;2004 januari;126;39;87
8876;G Handel;2004 februari;116;27;89
8877;G Handel;2004 maart;156;37;119
8878;G Handel;2004 1e kwartaal;398;103;295
8879;G Handel;2004 april;91;23;68
8880;G Handel;2004 mei;108;28;80
8881;G Handel;2004 juni;151;30;121
8882;G Handel;2004 2e kwartaal;350;81;269
8883;G Handel;2004 juli;132;28;104
8884;G Handel;2004 augustus;120;34;86
8885;G Handel;2004 september;160;41;119
8886;G Handel;2004 3e kwartaal;412;103;309
8887;G Handel;2004 oktober;118;24;94
8888;G Handel;2004 november;155;30;125
8889;G Handel;2004 december;122;24;98
8890;G Handel;2004 4e kwartaal;395;78;317
8891;G Handel;2004;1555;365;1190
8892;G Handel;2005 januari;123;36;87
8893;G Handel;2005 februari;146;33;113
8894;G Handel;2005 maart;156;39;117
8895;G Handel;2005 1e kwartaal;425;108;317
8896;G Handel;2005 april;127;29;98
8897;G Handel;2005 mei;128;34;94
8898;G Handel;2005 juni;147;40;107
8899;G Handel;2005 2e kwartaal;402;103;299
8900;G Handel;2005 juli;128;34;94
8901;G Handel;2005 augustus;139;45;94
8902;G Handel;2005 september;130;38;92
8903;G Handel;2005 3e kwartaal;397;117;280
8904;G Handel;2005 oktober;118;35;83
8905;G Handel;2005 november;147;40;107
8906;G Handel;2005 december;98;28;70
8907;G Handel;2005 4e kwartaal;363;103;260
8908;G Handel;2005;1587;431;1156
8909;G Handel;2006 januari;141;41;100
8910;G Handel;2006 februari;138;43;95
8911;G Handel;2006 maart;130;40;90
8912;G Handel;2006 1e kwartaal;409;124;285
8913;G Handel;2006 april;145;49;96
8914;G Handel;2006 mei;123;31;92
8915;G Handel;2006 juni;116;34;82
8916;G Handel;2006 2e kwartaal;384;114;270
8917;G Handel;2006 juli;90;29;61
8918;G Handel;2006 augustus;110;38;72
8919;G Handel;2006 september;102;32;70
8920;G Handel;2006 3e kwartaal;302;99;203
8921;G Handel;2006 oktober;109;32;77
8922;G Handel;2006 november;111;33;78
8923;G Handel;2006 december;93;37;56
8924;G Handel;2006 4e kwartaal;313;102;211
8925;G Handel;2006;1408;439;969
8926;G Handel;2007 januari;120;21;99
8927;G Handel;2007 februari;81;15;66
8928;G Handel;2007 maart;84;17;67
8929;G Handel;2007 1e kwartaal;285;53;232
8930;G Handel;2007 april;87;25;62
8931;G Handel;2007 mei;110;25;85
8932;G Handel;2007 juni;90;21;69
8933;G Handel;2007 2e kwartaal;287;71;216
8934;G Handel;2007 juli;108;21;87
8935;G Handel;2007 augustus;101;23;78
8936;G Handel;2007 september;87;22;65
8937;G Handel;2007 3e kwartaal;296;66;230
8938;G Handel;2007 oktober;118;29;89
8939;G Handel;2007 november;82;19;63
8940;G Handel;2007 december;86;23;63
8941;G Handel;2007 4e kwartaal;286;71;215
8942;G Handel;2007;1154;261;893
8943;G Handel;2008 januari;103;23;80
8944;G Handel;2008 februari;93;15;78
8945;G Handel;2008 maart;83;19;64
8946;G Handel;2008 1e kwartaal;279;57;222
8947;G Handel;2008 april;91;25;66
8948;G Handel;2008 mei;69;19;50
8949;G Handel;2008 juni;95;21;74
8950;G Handel;2008 2e kwartaal;255;65;190
8951;G Handel;2008 juli;96;11;85
8952;G Handel;2008 augustus;105;15;90
8953;G Handel;2008 september;121;27;94
8954;G Handel;2008 3e kwartaal;322;53;269
8955;G Handel;2008 oktober;101;17;84
8956;G Handel;2008 november;111;14;97
8957;G Handel;2008 december;130;18;112
8958;G Handel;2008 4e kwartaal;342;49;293
8959;G Handel;2008;1198;224;974
8960;G Handel;2009 januari;134;17;117
8961;G Handel;2009 februari;161;23;138
8962;G Handel;2009 maart;186;24;162
8963;G Handel;2009 1e kwartaal;481;64;417
8964;G Handel;2009 april;244;23;221
8965;G Handel;2009 mei;145;21;124
8966;G Handel;2009 juni;170;27;143
8967;G Handel;2009 2e kwartaal;559;71;488
8968;G Handel;2009 juli;164;26;138
8969;G Handel;2009 augustus;124;24;100
8970;G Handel;2009 september;154;23;131
8971;G Handel;2009 3e kwartaal;442;73;369
8972;G Handel;2009 oktober;126;26;100
8973;G Handel;2009 november;173;23;150
8974;G Handel;2009 december;140;25;115
8975;G Handel;2009 4e kwartaal;439;74;365
8976;G Handel;2009;1921;282;1639
8977;G Handel;2010 januari;142;32;110
8978;G Handel;2010 februari;129;22;107
8979;G Handel;2010 maart;171;27;144
8980;G Handel;2010 1e kwartaal;442;81;361
8981;G Handel;2010 april;107;24;83
8982;G Handel;2010 mei;98;13;85
8983;G Handel;2010 juni;185;28;157
8984;G Handel;2010 2e kwartaal;390;65;325
8985;G Handel;2010 juli;142;15;127
8986;G Handel;2010 augustus;135;20;115
8987;G Handel;2010 september;126;14;112
8988;G Handel;2010 3e kwartaal;403;49;354
8989;G Handel;2010 oktober;126;11;115
8990;G Handel;2010 november;134;21;113
8991;G Handel;2010 december;119;15;104
8992;G Handel;2010 4e kwartaal;379;47;332
8993;G Handel;2010;1614;242;1372
8994;G Handel;2011 januari;134;11;123
8995;G Handel;2011 februari;133;14;119
8996;G Handel;2011 maart;129;28;101
8997;G Handel;2011 1e kwartaal;396;53;343
8998;G Handel;2011 april;96;18;78
8999;G Handel;2011 mei;150;28;122
9000;G Handel;2011 juni;113;17;96
9001;G Handel;2011 2e kwartaal;359;63;296
9002;G Handel;2011 juli;99;15;84
9003;G Handel;2011 augustus;164;25;139
9004;G Handel;2011 september;127;26;101
9005;G Handel;2011 3e kwartaal;390;66;324
9006;G Handel;2011 oktober;148;30;118
9007;G Handel;2011 november;166;25;141
9008;G Handel;2011 december;115;11;104
9009;G Handel;2011 4e kwartaal;429;66;363
9010;G Handel;2011;1574;248;1326
9011;G Handel;2012  januari;199;30;169
9012;G Handel;2012 februari;141;22;119
9013;G Handel;2012 maart;149;24;125
9014;G Handel;2012 1e kwartaal;489;76;413
9015;G Handel;2012 april;131;17;114
9016;G Handel;2012 mei;171;23;148
9017;G Handel;2012  juni;178;27;151
9018;G Handel;2012 2e kwartaal;480;67;413
9019;G Handel;2012 juli;181;32;149
9020;G Handel;2012 augustus;129;26;103
9021;G Handel;2012 september;112;28;84
9022;G Handel;2012 3e kwartaal;422;86;336
9023;G Handel;2012 oktober;186;31;155
9024;G Handel;2012 november;153;34;119
9025;G Handel;2012 december;116;20;96
9026;G Handel;2012 4e kwartaal;455;85;370
9027;G Handel;2012;1846;314;1532
9028;G Handel;2013 januari;190;29;161
9029;G Handel;2013 februari;169;24;145
9030;G Handel;2013 maart;165;24;141
9031;G Handel;2013 1e kwartaal;524;77;447
9032;G Handel;2013 april;160;26;134
9033;G Handel;2013 mei;202;24;178
9034;G Handel;2013 juni;155;20;135
9035;G Handel;2013 2e kwartaal;517;70;447
9036;G Handel;2013 juli;257;32;225
9037;G Handel;2013 augustus;171;22;149
9038;G Handel;2013 september;168;22;146
9039;G Handel;2013 3e kwartaal;596;76;520
9040;G Handel;2013 oktober;202;29;173
9041;G Handel;2013 november;189;31;158
9042;G Handel;2013 december;132;23;109
9043;G Handel;2013 4e kwartaal;523;83;440
9044;G Handel;2013;2160;306;1854
9045;G Handel;2014 januari;170;31;139
9046;G Handel;2014 februari;171;24;147
9047;G Handel;2014 maart;154;24;130
9048;G Handel;2014 1e kwartaal;495;79;416
9049;G Handel;2014 april;199;26;173
9050;45 Autohandel en -reparatie;1993 januari;15;9;6
9051;45 Autohandel en -reparatie;1993 februari;13;6;7
9052;45 Autohandel en -reparatie;1993 maart;14;5;9
9053;45 Autohandel en -reparatie;1993 1e kwartaal;42;20;22
9054;45 Autohandel en -reparatie;1993 april;17;9;8
9055;45 Autohandel en -reparatie;1993 mei;9;4;5
9056;45 Autohandel en -reparatie;1993 juni;27;15;12
9057;45 Autohandel en -reparatie;1993 2e kwartaal;53;28;25
9058;45 Autohandel en -reparatie;1993 juli;23;10;13
9059;45 Autohandel en -reparatie;1993 augustus;14;10;4
9060;45 Autohandel en -reparatie;1993 september;22;9;13
9061;45 Autohandel en -reparatie;1993 3e kwartaal;59;29;30
9062;45 Autohandel en -reparatie;1993 oktober;20;9;11
9063;45 Autohandel en -reparatie;1993 november;11;5;6
9064;45 Autohandel en -reparatie;1993 december;15;5;10
9065;45 Autohandel en -reparatie;1993 4e kwartaal;46;19;27
9066;45 Autohandel en -reparatie;1993;200;96;104
9067;45 Autohandel en -reparatie;1994 januari;7;5;2
9068;45 Autohandel en -reparatie;1994 februari;9;3;6
9069;45 Autohandel en -reparatie;1994 maart;14;10;4
9070;45 Autohandel en -reparatie;1994 1e kwartaal;30;18;12
9071;45 Autohandel en -reparatie;1994 april;7;6;1
9072;45 Autohandel en -reparatie;1994 mei;4;3;1
9073;45 Autohandel en -reparatie;1994 juni;15;4;11
9074;45 Autohandel en -reparatie;1994 2e kwartaal;26;13;13
9075;45 Autohandel en -reparatie;1994 juli;7;4;3
9076;45 Autohandel en -reparatie;1994 augustus;21;10;11
9077;45 Autohandel en -reparatie;1994 september;10;6;4
9078;45 Autohandel en -reparatie;1994 3e kwartaal;38;20;18
9079;45 Autohandel en -reparatie;1994 oktober;13;4;9
9080;45 Autohandel en -reparatie;1994 november;18;8;10
9081;45 Autohandel en -reparatie;1994 december;15;9;6
9082;45 Autohandel en -reparatie;1994 4e kwartaal;46;21;25
9083;45 Autohandel en -reparatie;1994;140;72;68
9084;45 Autohandel en -reparatie;1995 januari;6;2;4
9085;45 Autohandel en -reparatie;1995 februari;13;9;4
9086;45 Autohandel en -reparatie;1995 maart;12;5;7
9087;45 Autohandel en -reparatie;1995 1e kwartaal;31;16;15
9088;45 Autohandel en -reparatie;1995 april;8;5;3
9089;45 Autohandel en -reparatie;1995 mei;11;6;5
9090;45 Autohandel en -reparatie;1995 juni;8;2;6
9091;45 Autohandel en -reparatie;1995 2e kwartaal;27;13;14
9092;45 Autohandel en -reparatie;1995 juli;13;7;6
9093;45 Autohandel en -reparatie;1995 augustus;12;6;6
9094;45 Autohandel en -reparatie;1995 september;7;2;5
9095;45 Autohandel en -reparatie;1995 3e kwartaal;32;15;17
9096;45 Autohandel en -reparatie;1995 oktober;9;6;3
9097;45 Autohandel en -reparatie;1995 november;10;6;4
9098;45 Autohandel en -reparatie;1995 december;12;6;6
9099;45 Autohandel en -reparatie;1995 4e kwartaal;31;18;13
9100;45 Autohandel en -reparatie;1995;121;62;59
9101;45 Autohandel en -reparatie;1996 januari;17;12;5
9102;45 Autohandel en -reparatie;1996 februari;8;3;5
9103;45 Autohandel en -reparatie;1996 maart;6;2;4
9104;45 Autohandel en -reparatie;1996 1e kwartaal;31;17;14
9105;45 Autohandel en -reparatie;1996 april;11;5;6
9106;45 Autohandel en -reparatie;1996 mei;17;8;9
9107;45 Autohandel en -reparatie;1996 juni;13;2;11
9108;45 Autohandel en -reparatie;1996 2e kwartaal;41;15;26
9109;45 Autohandel en -reparatie;1996 juli;6;2;4
9110;45 Autohandel en -reparatie;1996 augustus;9;1;8
9111;45 Autohandel en -reparatie;1996 september;12;6;6
9112;45 Autohandel en -reparatie;1996 3e kwartaal;27;9;18
9113;45 Autohandel en -reparatie;1996 oktober;9;4;5
9114;45 Autohandel en -reparatie;1996 november;6;4;2
9115;45 Autohandel en -reparatie;1996 december;12;8;4
9116;45 Autohandel en -reparatie;1996 4e kwartaal;27;16;11
9117;45 Autohandel en -reparatie;1996;126;57;69
9118;45 Autohandel en -reparatie;1997 januari;14;5;9
9119;45 Autohandel en -reparatie;1997 februari;10;5;5
9120;45 Autohandel en -reparatie;1997 maart;10;5;5
9121;45 Autohandel en -reparatie;1997 1e kwartaal;34;15;19
9122;45 Autohandel en -reparatie;1997 april;11;6;5
9123;45 Autohandel en -reparatie;1997 mei;11;6;5
9124;45 Autohandel en -reparatie;1997 juni;5;5;0
9125;45 Autohandel en -reparatie;1997 2e kwartaal;27;17;10
9126;45 Autohandel en -reparatie;1997 juli;5;4;1
9127;45 Autohandel en -reparatie;1997 augustus;12;5;7
9128;45 Autohandel en -reparatie;1997 september;14;6;8
9129;45 Autohandel en -reparatie;1997 3e kwartaal;31;15;16
9130;45 Autohandel en -reparatie;1997 oktober;9;3;6
9131;45 Autohandel en -reparatie;1997 november;9;5;4
9132;45 Autohandel en -reparatie;1997 december;9;2;7
9133;45 Autohandel en -reparatie;1997 4e kwartaal;27;10;17
9134;45 Autohandel en -reparatie;1997;119;57;62
9135;45 Autohandel en -reparatie;1998 januari;10;5;5
9136;45 Autohandel en -reparatie;1998 februari;10;5;5
9137;45 Autohandel en -reparatie;1998 maart;11;8;3
9138;45 Autohandel en -reparatie;1998 1e kwartaal;31;18;13
9139;45 Autohandel en -reparatie;1998 april;10;4;6
9140;45 Autohandel en -reparatie;1998 mei;3;2;1
9141;45 Autohandel en -reparatie;1998 juni;12;8;4
9142;45 Autohandel en -reparatie;1998 2e kwartaal;25;14;11
9143;45 Autohandel en -reparatie;1998 juli;8;5;3
9144;45 Autohandel en -reparatie;1998 augustus;10;4;6
9145;45 Autohandel en -reparatie;1998 september;17;5;12
9146;45 Autohandel en -reparatie;1998 3e kwartaal;35;14;21
9147;45 Autohandel en -reparatie;1998 oktober;5;1;4
9148;45 Autohandel en -reparatie;1998 november;7;3;4
9149;45 Autohandel en -reparatie;1998 december;11;5;6
9150;45 Autohandel en -reparatie;1998 4e kwartaal;23;9;14
9151;45 Autohandel en -reparatie;1998;114;55;59
9152;45 Autohandel en -reparatie;1999 januari;4;1;3
9153;45 Autohandel en -reparatie;1999 februari;8;0;8
9154;45 Autohandel en -reparatie;1999 maart;10;2;8
9155;45 Autohandel en -reparatie;1999 1e kwartaal;22;3;19
9156;45 Autohandel en -reparatie;1999 april;7;1;6
9157;45 Autohandel en -reparatie;1999 mei;7;1;6
9158;45 Autohandel en -reparatie;1999 juni;7;3;4
9159;45 Autohandel en -reparatie;1999 2e kwartaal;21;5;16
9160;45 Autohandel en -reparatie;1999 juli;12;4;8
9161;45 Autohandel en -reparatie;1999 augustus;6;2;4
9162;45 Autohandel en -reparatie;1999 september;10;2;8
9163;45 Autohandel en -reparatie;1999 3e kwartaal;28;8;20
9164;45 Autohandel en -reparatie;1999 oktober;7;3;4
9165;45 Autohandel en -reparatie;1999 november;8;6;2
9166;45 Autohandel en -reparatie;1999 december;16;6;10
9167;45 Autohandel en -reparatie;1999 4e kwartaal;31;15;16
9168;45 Autohandel en -reparatie;1999;102;31;71
9169;45 Autohandel en -reparatie;2000 januari;8;2;6
9170;45 Autohandel en -reparatie;2000 februari;4;2;2
9171;45 Autohandel en -reparatie;2000 maart;9;5;4
9172;45 Autohandel en -reparatie;2000 1e kwartaal;21;9;12
9173;45 Autohandel en -reparatie;2000 april;5;1;4
9174;45 Autohandel en -reparatie;2000 mei;11;3;8
9175;45 Autohandel en -reparatie;2000 juni;5;2;3
9176;45 Autohandel en -reparatie;2000 2e kwartaal;21;6;15
9177;45 Autohandel en -reparatie;2000 juli;9;2;7
9178;45 Autohandel en -reparatie;2000 augustus;12;5;7
9179;45 Autohandel en -reparatie;2000 september;2;1;1
9180;45 Autohandel en -reparatie;2000 3e kwartaal;23;8;15
9181;45 Autohandel en -reparatie;2000 oktober;7;4;3
9182;45 Autohandel en -reparatie;2000 november;7;2;5
9183;45 Autohandel en -reparatie;2000 december;7;2;5
9184;45 Autohandel en -reparatie;2000 4e kwartaal;21;8;13
9185;45 Autohandel en -reparatie;2000;86;31;55
9186;45 Autohandel en -reparatie;2001 januari;11;4;7
9187;45 Autohandel en -reparatie;2001 februari;6;1;5
9188;45 Autohandel en -reparatie;2001 maart;7;3;4
9189;45 Autohandel en -reparatie;2001 1e kwartaal;24;8;16
9190;45 Autohandel en -reparatie;2001 april;9;3;6
9191;45 Autohandel en -reparatie;2001 mei;11;6;5
9192;45 Autohandel en -reparatie;2001 juni;9;4;5
9193;45 Autohandel en -reparatie;2001 2e kwartaal;29;13;16
9194;45 Autohandel en -reparatie;2001 juli;10;1;9
9195;45 Autohandel en -reparatie;2001 augustus;7;4;3
9196;45 Autohandel en -reparatie;2001 september;7;1;6
9197;45 Autohandel en -reparatie;2001 3e kwartaal;24;6;18
9198;45 Autohandel en -reparatie;2001 oktober;8;2;6
9199;45 Autohandel en -reparatie;2001 november;11;4;7
9200;45 Autohandel en -reparatie;2001 december;16;1;15
9201;45 Autohandel en -reparatie;2001 4e kwartaal;35;7;28
9202;45 Autohandel en -reparatie;2001;112;34;78
9203;45 Autohandel en -reparatie;2002 januari;19;7;12
9204;45 Autohandel en -reparatie;2002 februari;9;3;6
9205;45 Autohandel en -reparatie;2002 maart;12;4;8
9206;45 Autohandel en -reparatie;2002 1e kwartaal;40;14;26
9207;45 Autohandel en -reparatie;2002 april;8;0;8
9208;45 Autohandel en -reparatie;2002 mei;10;5;5
9209;45 Autohandel en -reparatie;2002 juni;7;0;7
9210;45 Autohandel en -reparatie;2002 2e kwartaal;25;5;20
9211;45 Autohandel en -reparatie;2002 juli;16;2;14
9212;45 Autohandel en -reparatie;2002 augustus;6;0;6
9213;45 Autohandel en -reparatie;2002 september;5;1;4
9214;45 Autohandel en -reparatie;2002 3e kwartaal;27;3;24
9215;45 Autohandel en -reparatie;2002 oktober;17;1;16
9216;45 Autohandel en -reparatie;2002 november;4;1;3
9217;45 Autohandel en -reparatie;2002 december;6;3;3
9218;45 Autohandel en -reparatie;2002 4e kwartaal;27;5;22
9219;45 Autohandel en -reparatie;2002;119;27;92
9220;45 Autohandel en -reparatie;2003 januari;8;4;4
9221;45 Autohandel en -reparatie;2003 februari;10;2;8
9222;45 Autohandel en -reparatie;2003 maart;8;2;6
9223;45 Autohandel en -reparatie;2003 1e kwartaal;26;8;18
9224;45 Autohandel en -reparatie;2003 april;17;5;12
9225;45 Autohandel en -reparatie;2003 mei;14;2;12
9226;45 Autohandel en -reparatie;2003 juni;12;1;11
9227;45 Autohandel en -reparatie;2003 2e kwartaal;43;8;35
9228;45 Autohandel en -reparatie;2003 juli;15;7;8
9229;45 Autohandel en -reparatie;2003 augustus;14;4;10
9230;45 Autohandel en -reparatie;2003 september;29;3;26
9231;45 Autohandel en -reparatie;2003 3e kwartaal;58;14;44
9232;45 Autohandel en -reparatie;2003 oktober;10;4;6
9233;45 Autohandel en -reparatie;2003 november;10;1;9
9234;45 Autohandel en -reparatie;2003 december;21;5;16
9235;45 Autohandel en -reparatie;2003 4e kwartaal;41;10;31
9236;45 Autohandel en -reparatie;2003;168;40;128
9237;45 Autohandel en -reparatie;2004 januari;20;10;10
9238;45 Autohandel en -reparatie;2004 februari;17;4;13
9239;45 Autohandel en -reparatie;2004 maart;19;7;12
9240;45 Autohandel en -reparatie;2004 1e kwartaal;56;21;35
9241;45 Autohandel en -reparatie;2004 april;9;5;4
9242;45 Autohandel en -reparatie;2004 mei;5;1;4
9243;45 Autohandel en -reparatie;2004 juni;12;1;11
9244;45 Autohandel en -reparatie;2004 2e kwartaal;26;7;19
9245;45 Autohandel en -reparatie;2004 juli;9;4;5
9246;45 Autohandel en -reparatie;2004 augustus;8;4;4
9247;45 Autohandel en -reparatie;2004 september;24;9;15
9248;45 Autohandel en -reparatie;2004 3e kwartaal;41;17;24
9249;45 Autohandel en -reparatie;2004 oktober;14;3;11
9250;45 Autohandel en -reparatie;2004 november;11;2;9
9251;45 Autohandel en -reparatie;2004 december;19;6;13
9252;45 Autohandel en -reparatie;2004 4e kwartaal;44;11;33
9253;45 Autohandel en -reparatie;2004;167;56;111
9254;45 Autohandel en -reparatie;2005 januari;10;3;7
9255;45 Autohandel en -reparatie;2005 februari;12;4;8
9256;45 Autohandel en -reparatie;2005 maart;9;4;5
9257;45 Autohandel en -reparatie;2005 1e kwartaal;31;11;20
9258;45 Autohandel en -reparatie;2005 april;15;2;13
9259;45 Autohandel en -reparatie;2005 mei;9;4;5
9260;45 Autohandel en -reparatie;2005 juni;17;8;9
9261;45 Autohandel en -reparatie;2005 2e kwartaal;41;14;27
9262;45 Autohandel en -reparatie;2005 juli;17;5;12
9263;45 Autohandel en -reparatie;2005 augustus;14;7;7
9264;45 Autohandel en -reparatie;2005 september;18;10;8
9265;45 Autohandel en -reparatie;2005 3e kwartaal;49;22;27
9266;45 Autohandel en -reparatie;2005 oktober;13;4;9
9267;45 Autohandel en -reparatie;2005 november;26;13;13
9268;45 Autohandel en -reparatie;2005 december;7;2;5
9269;45 Autohandel en -reparatie;2005 4e kwartaal;46;19;27
9270;45 Autohandel en -reparatie;2005;167;66;101
9271;45 Autohandel en -reparatie;2006 januari;14;5;9
9272;45 Autohandel en -reparatie;2006 februari;11;3;8
9273;45 Autohandel en -reparatie;2006 maart;11;4;7
9274;45 Autohandel en -reparatie;2006 1e kwartaal;36;12;24
9275;45 Autohandel en -reparatie;2006 april;23;3;20
9276;45 Autohandel en -reparatie;2006 mei;20;5;15
9277;45 Autohandel en -reparatie;2006 juni;11;7;4
9278;45 Autohandel en -reparatie;2006 2e kwartaal;54;15;39
9279;45 Autohandel en -reparatie;2006 juli;8;2;6
9280;45 Autohandel en -reparatie;2006 augustus;15;9;6
9281;45 Autohandel en -reparatie;2006 september;13;7;6
9282;45 Autohandel en -reparatie;2006 3e kwartaal;36;18;18
9283;45 Autohandel en -reparatie;2006 oktober;10;3;7
9284;45 Autohandel en -reparatie;2006 november;13;3;10
9285;45 Autohandel en -reparatie;2006 december;13;11;2
9286;45 Autohandel en -reparatie;2006 4e kwartaal;36;17;19
9287;45 Autohandel en -reparatie;2006;162;62;100
9288;45 Autohandel en -reparatie;2007 januari;23;0;23
9289;45 Autohandel en -reparatie;2007 februari;17;1;16
9290;45 Autohandel en -reparatie;2007 maart;11;3;8
9291;45 Autohandel en -reparatie;2007 1e kwartaal;51;4;47
9292;45 Autohandel en -reparatie;2007 april;12;5;7
9293;45 Autohandel en -reparatie;2007 mei;15;4;11
9294;45 Autohandel en -reparatie;2007 juni;8;3;5
9295;45 Autohandel en -reparatie;2007 2e kwartaal;35;12;23
9296;45 Autohandel en -reparatie;2007 juli;19;6;13
9297;45 Autohandel en -reparatie;2007 augustus;15;1;14
9298;45 Autohandel en -reparatie;2007 september;14;5;9
9299;45 Autohandel en -reparatie;2007 3e kwartaal;48;12;36
9300;45 Autohandel en -reparatie;2007 oktober;9;0;9
9301;45 Autohandel en -reparatie;2007 november;4;0;4
9302;45 Autohandel en -reparatie;2007 december;7;1;6
9303;45 Autohandel en -reparatie;2007 4e kwartaal;20;1;19
9304;45 Autohandel en -reparatie;2007;154;29;125
9305;45 Autohandel en -reparatie;2008 januari;9;5;4
9306;45 Autohandel en -reparatie;2008 februari;3;1;2
9307;45 Autohandel en -reparatie;2008 maart;7;3;4
9308;45 Autohandel en -reparatie;2008 1e kwartaal;19;9;10
9309;45 Autohandel en -reparatie;2008 april;5;2;3
9310;45 Autohandel en -reparatie;2008 mei;11;6;5
9311;45 Autohandel en -reparatie;2008 juni;4;2;2
9312;45 Autohandel en -reparatie;2008 2e kwartaal;20;10;10
9313;45 Autohandel en -reparatie;2008 juli;15;4;11
9314;45 Autohandel en -reparatie;2008 augustus;18;0;18
9315;45 Autohandel en -reparatie;2008 september;5;4;1
9316;45 Autohandel en -reparatie;2008 3e kwartaal;38;8;30
9317;45 Autohandel en -reparatie;2008 oktober;10;5;5
9318;45 Autohandel en -reparatie;2008 november;9;1;8
9319;45 Autohandel en -reparatie;2008 december;34;4;30
9320;45 Autohandel en -reparatie;2008 4e kwartaal;53;10;43
9321;45 Autohandel en -reparatie;2008;130;37;93
9322;45 Autohandel en -reparatie;2009 januari;33;2;31
9323;45 Autohandel en -reparatie;2009 februari;19;4;15
9324;45 Autohandel en -reparatie;2009 maart;20;5;15
9325;45 Autohandel en -reparatie;2009 1e kwartaal;72;11;61
9326;45 Autohandel en -reparatie;2009 april;88;5;83
9327;45 Autohandel en -reparatie;2009 mei;13;1;12
9328;45 Autohandel en -reparatie;2009 juni;19;4;15
9329;45 Autohandel en -reparatie;2009 2e kwartaal;120;10;110
9330;45 Autohandel en -reparatie;2009 juli;21;5;16
9331;45 Autohandel en -reparatie;2009 augustus;6;0;6
9332;45 Autohandel en -reparatie;2009 september;12;4;8
9333;45 Autohandel en -reparatie;2009 3e kwartaal;39;9;30
9334;45 Autohandel en -reparatie;2009 oktober;20;5;15
9335;45 Autohandel en -reparatie;2009 november;18;6;12
9336;45 Autohandel en -reparatie;2009 december;9;1;8
9337;45 Autohandel en -reparatie;2009 4e kwartaal;47;12;35
9338;45 Autohandel en -reparatie;2009;278;42;236
9339;45 Autohandel en -reparatie;2010 januari;15;4;11
9340;45 Autohandel en -reparatie;2010 februari;22;5;17
9341;45 Autohandel en -reparatie;2010 maart;16;2;14
9342;45 Autohandel en -reparatie;2010 1e kwartaal;53;11;42
9343;45 Autohandel en -reparatie;2010 april;10;2;8
9344;45 Autohandel en -reparatie;2010 mei;8;1;7
9345;45 Autohandel en -reparatie;2010 juni;15;6;9
9346;45 Autohandel en -reparatie;2010 2e kwartaal;33;9;24
9347;45 Autohandel en -reparatie;2010 juli;15;2;13
9348;45 Autohandel en -reparatie;2010 augustus;24;6;18
9349;45 Autohandel en -reparatie;2010 september;14;2;12
9350;45 Autohandel en -reparatie;2010 3e kwartaal;53;10;43
9351;45 Autohandel en -reparatie;2010 oktober;17;1;16
9352;45 Autohandel en -reparatie;2010 november;16;5;11
