ID;AardWerkzaamheden;Gebouwbestemming;Perioden;Bouwkosten_1;Bouwvergunningen_2;Bouwkosten_3;Bouwvergunningen_4
428;Totaal;Bedrijfssector;2021 mei;611;596;121.0;85.1
429;Totaal;Bedrijfssector;2021 juni;502;692;99.5;98.9
430;Totaal;Bedrijfssector;2021 juli;897;692;177.8;98.8
431;Totaal;Bedrijfssector;2021 augustus;465;515;92.1;73.5
432;Totaal;Bedrijfssector;2021 september;619;640;122.7;91.4
433;Totaal;Bedrijfssector;2021 oktober;566;649;112.2;92.8
434;Totaal;Bedrijfssector;2021 november;656;610;130.0;87.1
435;Totaal;Bedrijfssector;2021 december;659;613;130.6;87.6
436;Totaal;Bedrijfssector;2022 januari;515;499;102.0;71.3
437;Totaal;Bedrijfssector;2022 februari;475;566;94.2;80.8
438;Totaal;Bedrijfssector;2022 maart;733;655;145.3;93.6
439;Totaal;Bedrijfssector;2022 april;470;529;93.2;75.6
440;Totaal;Bedrijfssector;2022 mei;823;560;163.0;80.0
441;Totaal;Bedrijfssector;2022 juni;831;625;164.6;89.2
442;Totaal;Bedrijfssector;2022 juli;738;632;146.4;90.3
443;Totaal;Bedrijfssector;2022 augustus;548;442;108.7;63.1
444;Totaal;Bedrijfssector;2022 september;514;526;101.8;75.1
445;Totaal;Bedrijfssector;2022 oktober;741;510;146.8;72.9
446;Totaal;Bedrijfssector;2022 november;748;465;148.2;66.4
447;Totaal;Bedrijfssector;2022 december;613;455;121.5;64.9
448;Totaal;Bedrijfssector;2023 januari;805;484;159.5;69.2
449;Totaal;Bedrijfssector;2023 februari;612;462;121.3;66.0
450;Totaal;Bedrijfssector;2023 maart;670;604;132.7;86.2
451;Totaal;Bedrijfssector;2023 april;638;483;126.5;69.1
452;Totaal;Bedrijfssector;2023 mei;590;543;116.9;77.6
453;Totaal;Bedrijfssector;2023 juni;633;583;125.4;83.3
454;Totaal;Bedrijfssector;2023 juli;511;578;101.4;82.6
455;Totaal;Bedrijfssector;2023 augustus;556;420;110.3;60.1
456;Totaal;Bedrijfssector;2023 september;395;453;78.2;64.7
457;Totaal;Bedrijfssector;2023 oktober;676;542;134.0;77.5
458;Totaal;Bedrijfssector;2023 november;545;529;108.1;75.6
459;Totaal;Bedrijfssector;2023 december;809;515;160.3;73.6
460;Totaal;Bedrijfssector;2024 januari;482;525;95.6;75.0
461;Totaal;Bedrijfssector;2024 februari;518;568;102.8;81.1
462;Totaal;Bedrijfssector;2024 maart;725;686;143.7;98.0
463;Totaal;Bedrijfssector;2024 april;1048;636;207.6;90.8
464;Totaal;Bedrijfssector;2024 mei;954;515;189.2;73.6
465;Totaal;Bedrijfssector;2024 juni;660;499;130.8;71.3
466;Totaal;Bedrijfssector;2024 juli;872;558;172.9;79.7
467;Totaal;Bedrijfssector;2024 augustus;454;362;89.9;51.7
468;Totaal;Bedrijfssector;2024 september;490;420;97.1;60.0
469;Totaal;Bedrijfssector;2024 oktober;634;495;125.7;70.8
470;Totaal;Bedrijfssector;2024 november;409;390;81.1;55.7
471;Totaal;Bedrijfssector;2024 december;565;439;111.9;62.7
472;Totaal;Bedrijfssector;2025 januari;452;396;89.5;56.6
473;Totaal;Bedrijfssector;2025 februari;721;450;142.9;64.3
474;Werkzaamheden voor nieuwbouw;Totaal;2012 januari;622;763;81.5;95.0
475;Werkzaamheden voor nieuwbouw;Totaal;2012 februari;746;837;97.9;104.3
476;Werkzaamheden voor nieuwbouw;Totaal;2012 maart;939;839;123.1;104.6
477;Werkzaamheden voor nieuwbouw;Totaal;2012 april;684;822;89.7;102.5
478;Werkzaamheden voor nieuwbouw;Totaal;2012 mei;889;1004;116.6;125.1
479;Werkzaamheden voor nieuwbouw;Totaal;2012 juni;951;968;124.7;120.6
480;Werkzaamheden voor nieuwbouw;Totaal;2012 juli;972;899;127.5;112.0
481;Werkzaamheden voor nieuwbouw;Totaal;2012 augustus;544;685;71.4;85.3
482;Werkzaamheden voor nieuwbouw;Totaal;2012 september;603;688;79.1;85.8
483;Werkzaamheden voor nieuwbouw;Totaal;2012 oktober;782;755;102.5;94.1
484;Werkzaamheden voor nieuwbouw;Totaal;2012 november;704;742;92.4;92.4
485;Werkzaamheden voor nieuwbouw;Totaal;2012 december;713;628;93.6;78.3
486;Werkzaamheden voor nieuwbouw;Totaal;2013 januari;415;625;54.4;77.9
487;Werkzaamheden voor nieuwbouw;Totaal;2013 februari;646;670;84.7;83.4
488;Werkzaamheden voor nieuwbouw;Totaal;2013 maart;472;655;61.9;81.6
489;Werkzaamheden voor nieuwbouw;Totaal;2013 april;588;627;77.1;78.1
490;Werkzaamheden voor nieuwbouw;Totaal;2013 mei;643;700;84.4;87.2
491;Werkzaamheden voor nieuwbouw;Totaal;2013 juni;503;616;66.0;76.8
492;Werkzaamheden voor nieuwbouw;Totaal;2013 juli;523;701;68.6;87.4
493;Werkzaamheden voor nieuwbouw;Totaal;2013 augustus;460;571;60.4;71.2
494;Werkzaamheden voor nieuwbouw;Totaal;2013 september;595;661;78.1;82.4
495;Werkzaamheden voor nieuwbouw;Totaal;2013 oktober;678;725;89.0;90.3
496;Werkzaamheden voor nieuwbouw;Totaal;2013 november;600;632;78.7;78.8
497;Werkzaamheden voor nieuwbouw;Totaal;2013 december;632;628;82.9;78.2
498;Werkzaamheden voor nieuwbouw;Totaal;2014 januari;632;675;82.9;84.1
499;Werkzaamheden voor nieuwbouw;Totaal;2014 februari;611;719;80.1;89.6
500;Werkzaamheden voor nieuwbouw;Totaal;2014 maart;596;800;78.1;99.7
501;Werkzaamheden voor nieuwbouw;Totaal;2014 april;621;824;81.4;102.6
502;Werkzaamheden voor nieuwbouw;Totaal;2014 mei;587;759;77.0;94.5
503;Werkzaamheden voor nieuwbouw;Totaal;2014 juni;595;812;78.0;101.1
504;Werkzaamheden voor nieuwbouw;Totaal;2014 juli;834;999;109.4;124.4
505;Werkzaamheden voor nieuwbouw;Totaal;2014 augustus;578;706;75.8;87.9
506;Werkzaamheden voor nieuwbouw;Totaal;2014 september;946;900;124.1;112.1
507;Werkzaamheden voor nieuwbouw;Totaal;2014 oktober;701;819;92.0;102.0
508;Werkzaamheden voor nieuwbouw;Totaal;2014 november;658;777;86.3;96.8
509;Werkzaamheden voor nieuwbouw;Totaal;2014 december;889;908;116.6;113.1
510;Werkzaamheden voor nieuwbouw;Totaal;2015 januari;664;936;87.1;116.6
511;Werkzaamheden voor nieuwbouw;Totaal;2015 februari;1130;1418;148.2;176.7
512;Werkzaamheden voor nieuwbouw;Totaal;2015 maart;1135;1244;148.8;155.0
513;Werkzaamheden voor nieuwbouw;Totaal;2015 april;1148;974;150.6;121.4
514;Werkzaamheden voor nieuwbouw;Totaal;2015 mei;820;766;107.5;95.4
515;Werkzaamheden voor nieuwbouw;Totaal;2015 juni;739;874;97.0;108.9
516;Werkzaamheden voor nieuwbouw;Totaal;2015 juli;736;917;96.5;114.3
517;Werkzaamheden voor nieuwbouw;Totaal;2015 augustus;643;670;84.3;83.5
518;Werkzaamheden voor nieuwbouw;Totaal;2015 september;757;974;99.2;121.4
519;Werkzaamheden voor nieuwbouw;Totaal;2015 oktober;688;820;90.2;102.1
520;Werkzaamheden voor nieuwbouw;Totaal;2015 november;657;841;86.1;104.8
521;Werkzaamheden voor nieuwbouw;Totaal;2015 december;769;967;100.9;120.4
522;Werkzaamheden voor nieuwbouw;Totaal;2016 januari;588;846;77.1;105.3
523;Werkzaamheden voor nieuwbouw;Totaal;2016 februari;670;998;87.9;124.3
524;Werkzaamheden voor nieuwbouw;Totaal;2016 maart;809;1021;106.1;127.2
525;Werkzaamheden voor nieuwbouw;Totaal;2016 april;861;1008;112.9;125.6
526;Werkzaamheden voor nieuwbouw;Totaal;2016 mei;807;1002;105.9;124.9
527;Werkzaamheden voor nieuwbouw;Totaal;2016 juni;882;1093;115.7;136.1
528;Werkzaamheden voor nieuwbouw;Totaal;2016 juli;808;1114;106.0;138.8
529;Werkzaamheden voor nieuwbouw;Totaal;2016 augustus;715;971;93.8;121.0
530;Werkzaamheden voor nieuwbouw;Totaal;2016 september;1044;1203;136.9;149.8
531;Werkzaamheden voor nieuwbouw;Totaal;2016 oktober;923;1012;121.1;126.0
532;Werkzaamheden voor nieuwbouw;Totaal;2016 november;989;1150;129.7;143.3
533;Werkzaamheden voor nieuwbouw;Totaal;2016 december;1038;1149;136.1;143.1
534;Werkzaamheden voor nieuwbouw;Totaal;2017 januari;818;1151;107.2;143.4
535;Werkzaamheden voor nieuwbouw;Totaal;2017 februari;1068;1255;140.1;156.3
536;Werkzaamheden voor nieuwbouw;Totaal;2017 maart;1241;1374;162.8;171.2
537;Werkzaamheden voor nieuwbouw;Totaal;2017 april;1134;1214;148.8;151.2
538;Werkzaamheden voor nieuwbouw;Totaal;2017 mei;1115;1417;146.2;176.6
539;Werkzaamheden voor nieuwbouw;Totaal;2017 juni;915;1321;120.0;164.6
540;Werkzaamheden voor nieuwbouw;Totaal;2017 juli;1438;1413;188.6;176.0
541;Werkzaamheden voor nieuwbouw;Totaal;2017 augustus;924;1208;121.2;150.6
542;Werkzaamheden voor nieuwbouw;Totaal;2017 september;1171;1386;153.7;172.6
543;Werkzaamheden voor nieuwbouw;Totaal;2017 oktober;1277;1257;167.5;156.6
544;Werkzaamheden voor nieuwbouw;Totaal;2017 november;1262;1265;165.5;157.6
545;Werkzaamheden voor nieuwbouw;Totaal;2017 december;1020;1127;133.8;140.4
546;Werkzaamheden voor nieuwbouw;Totaal;2018 januari;893;1138;117.1;141.7
547;Werkzaamheden voor nieuwbouw;Totaal;2018 februari;1177;1206;154.3;150.3
548;Werkzaamheden voor nieuwbouw;Totaal;2018 maart;1210;1349;158.7;168.0
549;Werkzaamheden voor nieuwbouw;Totaal;2018 april;1158;1250;151.9;155.7
550;Werkzaamheden voor nieuwbouw;Totaal;2018 mei;1135;1293;148.8;161.1
551;Werkzaamheden voor nieuwbouw;Totaal;2018 juni;1253;1314;164.3;163.6
552;Werkzaamheden voor nieuwbouw;Totaal;2018 juli;1368;1360;179.5;169.5
553;Werkzaamheden voor nieuwbouw;Totaal;2018 augustus;1142;1169;149.8;145.7
554;Werkzaamheden voor nieuwbouw;Totaal;2018 september;1234;1295;161.9;161.4
555;Werkzaamheden voor nieuwbouw;Totaal;2018 oktober;1805;1375;236.7;171.3
556;Werkzaamheden voor nieuwbouw;Totaal;2018 november;1173;1123;153.8;139.9
557;Werkzaamheden voor nieuwbouw;Totaal;2018 december;1130;1048;148.2;130.5
558;Werkzaamheden voor nieuwbouw;Totaal;2019 januari;907;1056;119.0;131.6
559;Werkzaamheden voor nieuwbouw;Totaal;2019 februari;990;1065;129.9;132.7
560;Werkzaamheden voor nieuwbouw;Totaal;2019 maart;1116;1112;146.3;138.6
561;Werkzaamheden voor nieuwbouw;Totaal;2019 april;1216;1090;159.5;135.8
562;Werkzaamheden voor nieuwbouw;Totaal;2019 mei;904;1138;118.6;141.7
563;Werkzaamheden voor nieuwbouw;Totaal;2019 juni;1038;1079;136.2;134.4
564;Werkzaamheden voor nieuwbouw;Totaal;2019 juli;1367;1231;179.3;153.3
565;Werkzaamheden voor nieuwbouw;Totaal;2019 augustus;734;823;96.3;102.5
566;Werkzaamheden voor nieuwbouw;Totaal;2019 september;1037;992;136.0;123.6
567;Werkzaamheden voor nieuwbouw;Totaal;2019 oktober;1446;1074;189.7;133.7
568;Werkzaamheden voor nieuwbouw;Totaal;2019 november;1346;1000;176.6;124.5
569;Werkzaamheden voor nieuwbouw;Totaal;2019 december;1296;1159;170.0;144.4
570;Werkzaamheden voor nieuwbouw;Totaal;2020 januari;905;1051;118.7;131.0
571;Werkzaamheden voor nieuwbouw;Totaal;2020 februari;1127;1034;147.9;128.8
572;Werkzaamheden voor nieuwbouw;Totaal;2020 maart;1230;1173;161.3;146.2
573;Werkzaamheden voor nieuwbouw;Totaal;2020 april;1396;1116;183.1;139.1
574;Werkzaamheden voor nieuwbouw;Totaal;2020 mei;990;944;129.9;117.6
575;Werkzaamheden voor nieuwbouw;Totaal;2020 juni;1297;1117;170.1;139.2
576;Werkzaamheden voor nieuwbouw;Totaal;2020 juli;1688;1205;221.4;150.1
577;Werkzaamheden voor nieuwbouw;Totaal;2020 augustus;932;864;122.2;107.6
578;Werkzaamheden voor nieuwbouw;Totaal;2020 september;1403;1071;184.1;133.4
579;Werkzaamheden voor nieuwbouw;Totaal;2020 oktober;1555;1086;203.9;135.3
580;Werkzaamheden voor nieuwbouw;Totaal;2020 november;1345;1071;176.4;133.4
581;Werkzaamheden voor nieuwbouw;Totaal;2020 december;1644;1221;215.6;152.1
582;Werkzaamheden voor nieuwbouw;Totaal;2021 januari;1219;1121;160.0;139.7
583;Werkzaamheden voor nieuwbouw;Totaal;2021 februari;1382;1435;181.3;178.8
584;Werkzaamheden voor nieuwbouw;Totaal;2021 maart;2046;1584;268.3;197.3
585;Werkzaamheden voor nieuwbouw;Totaal;2021 april;1699;1191;222.8;148.4
586;Werkzaamheden voor nieuwbouw;Totaal;2021 mei;1377;1017;180.7;126.7
587;Werkzaamheden voor nieuwbouw;Totaal;2021 juni;1468;1143;192.6;142.4
588;Werkzaamheden voor nieuwbouw;Totaal;2021 juli;1840;1225;241.3;152.6
589;Werkzaamheden voor nieuwbouw;Totaal;2021 augustus;1038;932;136.1;116.1
590;Werkzaamheden voor nieuwbouw;Totaal;2021 september;1342;1169;176.0;145.6
591;Werkzaamheden voor nieuwbouw;Totaal;2021 oktober;1527;1074;200.3;133.8
592;Werkzaamheden voor nieuwbouw;Totaal;2021 november;1579;1101;207.1;137.2
593;Werkzaamheden voor nieuwbouw;Totaal;2021 december;1548;1139;203.0;141.9
594;Werkzaamheden voor nieuwbouw;Totaal;2022 januari;1241;914;162.8;113.9
595;Werkzaamheden voor nieuwbouw;Totaal;2022 februari;1091;984;143.1;122.6
596;Werkzaamheden voor nieuwbouw;Totaal;2022 maart;1808;1107;237.1;137.9
597;Werkzaamheden voor nieuwbouw;Totaal;2022 april;1098;931;144.0;116.0
598;Werkzaamheden voor nieuwbouw;Totaal;2022 mei;1439;991;188.7;123.5
599;Werkzaamheden voor nieuwbouw;Totaal;2022 juni;1562;1089;204.9;135.6
600;Werkzaamheden voor nieuwbouw;Totaal;2022 juli;1693;995;222.0;124.0
601;Werkzaamheden voor nieuwbouw;Totaal;2022 augustus;1039;727;136.3;90.6
602;Werkzaamheden voor nieuwbouw;Totaal;2022 september;1427;979;187.1;122.0
603;Werkzaamheden voor nieuwbouw;Totaal;2022 oktober;1803;870;236.5;108.4
604;Werkzaamheden voor nieuwbouw;Totaal;2022 november;1447;813;189.9;101.2
605;Werkzaamheden voor nieuwbouw;Totaal;2022 december;1287;820;168.8;102.2
606;Werkzaamheden voor nieuwbouw;Totaal;2023 januari;1287;718;168.8;89.4
607;Werkzaamheden voor nieuwbouw;Totaal;2023 februari;1163;761;152.6;94.8
608;Werkzaamheden voor nieuwbouw;Totaal;2023 maart;1364;891;178.9;111.0
609;Werkzaamheden voor nieuwbouw;Totaal;2023 april;1515;759;198.7;94.6
610;Werkzaamheden voor nieuwbouw;Totaal;2023 mei;1141;766;149.7;95.4
611;Werkzaamheden voor nieuwbouw;Totaal;2023 juni;1489;824;195.3;102.6
612;Werkzaamheden voor nieuwbouw;Totaal;2023 juli;1136;746;149.0;92.9
613;Werkzaamheden voor nieuwbouw;Totaal;2023 augustus;907;630;119.0;78.5
614;Werkzaamheden voor nieuwbouw;Totaal;2023 september;1108;697;145.3;86.9
615;Werkzaamheden voor nieuwbouw;Totaal;2023 oktober;1634;832;214.3;103.7
616;Werkzaamheden voor nieuwbouw;Totaal;2023 november;1177;796;154.4;99.2
617;Werkzaamheden voor nieuwbouw;Totaal;2023 december;1299;746;170.4;93.0
618;Werkzaamheden voor nieuwbouw;Totaal;2024 januari;894;775;117.2;96.5
619;Werkzaamheden voor nieuwbouw;Totaal;2024 februari;1501;948;196.9;118.1
620;Werkzaamheden voor nieuwbouw;Totaal;2024 maart;1843;1151;241.7;143.4
621;Werkzaamheden voor nieuwbouw;Totaal;2024 april;2030;1104;266.2;137.5
622;Werkzaamheden voor nieuwbouw;Totaal;2024 mei;2009;861;263.5;107.3
623;Werkzaamheden voor nieuwbouw;Totaal;2024 juni;1539;765;201.8;95.3
624;Werkzaamheden voor nieuwbouw;Totaal;2024 juli;1786;854;234.3;106.4
625;Werkzaamheden voor nieuwbouw;Totaal;2024 augustus;769;517;100.9;64.4
626;Werkzaamheden voor nieuwbouw;Totaal;2024 september;1083;632;142.1;78.7
627;Werkzaamheden voor nieuwbouw;Totaal;2024 oktober;1825;768;239.4;95.7
628;Werkzaamheden voor nieuwbouw;Totaal;2024 november;1378;613;180.7;76.4
629;Werkzaamheden voor nieuwbouw;Totaal;2024 december;1818;694;238.5;86.5
630;Werkzaamheden voor nieuwbouw;Totaal;2025 januari;955;616;125.3;76.7
631;Werkzaamheden voor nieuwbouw;Totaal;2025 februari;919;617;120.6;76.9
632;Werkzaamheden voor nieuwbouw;Woonsector;2012 januari;342;480;81.6;97.0
633;Werkzaamheden voor nieuwbouw;Woonsector;2012 februari;476;518;113.7;104.7
634;Werkzaamheden voor nieuwbouw;Woonsector;2012 maart;424;503;101.4;101.8
635;Werkzaamheden voor nieuwbouw;Woonsector;2012 april;354;494;84.6;99.9
636;Werkzaamheden voor nieuwbouw;Woonsector;2012 mei;519;600;123.9;121.4
637;Werkzaamheden voor nieuwbouw;Woonsector;2012 juni;506;606;120.8;122.5
638;Werkzaamheden voor nieuwbouw;Woonsector;2012 juli;589;537;140.6;108.7
639;Werkzaamheden voor nieuwbouw;Woonsector;2012 augustus;309;419;73.8;84.7
640;Werkzaamheden voor nieuwbouw;Woonsector;2012 september;366;416;87.5;84.2
641;Werkzaamheden voor nieuwbouw;Woonsector;2012 oktober;461;480;110.2;97.1
642;Werkzaamheden voor nieuwbouw;Woonsector;2012 november;343;483;82.0;97.6
643;Werkzaamheden voor nieuwbouw;Woonsector;2012 december;335;397;80.0;80.4
644;Werkzaamheden voor nieuwbouw;Woonsector;2013 januari;230;368;54.9;74.4
645;Werkzaamheden voor nieuwbouw;Woonsector;2013 februari;343;419;82.0;84.8
646;Werkzaamheden voor nieuwbouw;Woonsector;2013 maart;228;374;54.4;75.7
647;Werkzaamheden voor nieuwbouw;Woonsector;2013 april;317;376;75.6;76.0
648;Werkzaamheden voor nieuwbouw;Woonsector;2013 mei;321;425;76.8;85.9
649;Werkzaamheden voor nieuwbouw;Woonsector;2013 juni;237;345;56.6;69.8
650;Werkzaamheden voor nieuwbouw;Woonsector;2013 juli;272;406;65.1;82.2
651;Werkzaamheden voor nieuwbouw;Woonsector;2013 augustus;220;333;52.6;67.3
652;Werkzaamheden voor nieuwbouw;Woonsector;2013 september;250;393;59.7;79.5
653;Werkzaamheden voor nieuwbouw;Woonsector;2013 oktober;388;477;92.6;96.5
654;Werkzaamheden voor nieuwbouw;Woonsector;2013 november;384;399;91.6;80.6
655;Werkzaamheden voor nieuwbouw;Woonsector;2013 december;292;360;69.7;72.9
656;Werkzaamheden voor nieuwbouw;Woonsector;2014 januari;338;423;80.8;85.6
657;Werkzaamheden voor nieuwbouw;Woonsector;2014 februari;325;445;77.6;90.0
658;Werkzaamheden voor nieuwbouw;Woonsector;2014 maart;349;548;83.4;110.8
659;Werkzaamheden voor nieuwbouw;Woonsector;2014 april;357;531;85.2;107.4
660;Werkzaamheden voor nieuwbouw;Woonsector;2014 mei;370;510;88.3;103.1
661;Werkzaamheden voor nieuwbouw;Woonsector;2014 juni;339;550;81.0;111.3
662;Werkzaamheden voor nieuwbouw;Woonsector;2014 juli;515;679;123.1;137.4
663;Werkzaamheden voor nieuwbouw;Woonsector;2014 augustus;333;474;79.5;95.9
664;Werkzaamheden voor nieuwbouw;Woonsector;2014 september;593;649;141.7;131.3
665;Werkzaamheden voor nieuwbouw;Woonsector;2014 oktober;491;577;117.2;116.7
666;Werkzaamheden voor nieuwbouw;Woonsector;2014 november;438;571;104.7;115.5
667;Werkzaamheden voor nieuwbouw;Woonsector;2014 december;538;671;128.4;135.6
668;Werkzaamheden voor nieuwbouw;Woonsector;2015 januari;486;753;116.0;152.3
669;Werkzaamheden voor nieuwbouw;Woonsector;2015 februari;857;1193;204.6;241.4
670;Werkzaamheden voor nieuwbouw;Woonsector;2015 maart;803;982;191.8;198.5
671;Werkzaamheden voor nieuwbouw;Woonsector;2015 april;821;734;196.0;148.5
672;Werkzaamheden voor nieuwbouw;Woonsector;2015 mei;534;568;127.4;115.0
673;Werkzaamheden voor nieuwbouw;Woonsector;2015 juni;491;604;117.2;122.1
674;Werkzaamheden voor nieuwbouw;Woonsector;2015 juli;457;632;109.2;127.8
675;Werkzaamheden voor nieuwbouw;Woonsector;2015 augustus;345;492;82.5;99.4
676;Werkzaamheden voor nieuwbouw;Woonsector;2015 september;509;741;121.5;149.9
677;Werkzaamheden voor nieuwbouw;Woonsector;2015 oktober;461;626;110.2;126.7
678;Werkzaamheden voor nieuwbouw;Woonsector;2015 november;404;648;96.5;131.1
679;Werkzaamheden voor nieuwbouw;Woonsector;2015 december;500;758;119.4;153.2
680;Werkzaamheden voor nieuwbouw;Woonsector;2016 januari;428;679;102.3;137.4
681;Werkzaamheden voor nieuwbouw;Woonsector;2016 februari;441;780;105.3;157.7
682;Werkzaamheden voor nieuwbouw;Woonsector;2016 maart;528;792;126.1;160.1
683;Werkzaamheden voor nieuwbouw;Woonsector;2016 april;492;770;117.4;155.7
684;Werkzaamheden voor nieuwbouw;Woonsector;2016 mei;564;781;134.8;158.0
685;Werkzaamheden voor nieuwbouw;Woonsector;2016 juni;602;838;143.8;169.4
686;Werkzaamheden voor nieuwbouw;Woonsector;2016 juli;557;878;132.9;177.6
687;Werkzaamheden voor nieuwbouw;Woonsector;2016 augustus;515;752;123.1;152.1
688;Werkzaamheden voor nieuwbouw;Woonsector;2016 september;704;975;168.2;197.3
689;Werkzaamheden voor nieuwbouw;Woonsector;2016 oktober;698;800;166.8;161.8
690;Werkzaamheden voor nieuwbouw;Woonsector;2016 november;645;910;154.0;184.0
691;Werkzaamheden voor nieuwbouw;Woonsector;2016 december;679;938;162.1;189.8
692;Werkzaamheden voor nieuwbouw;Woonsector;2017 januari;613;941;146.4;190.4
693;Werkzaamheden voor nieuwbouw;Woonsector;2017 februari;617;975;147.4;197.2
694;Werkzaamheden voor nieuwbouw;Woonsector;2017 maart;884;1083;211.0;219.1
695;Werkzaamheden voor nieuwbouw;Woonsector;2017 april;881;956;210.5;193.3
696;Werkzaamheden voor nieuwbouw;Woonsector;2017 mei;691;1107;165.1;223.9
697;Werkzaamheden voor nieuwbouw;Woonsector;2017 juni;682;1039;162.8;210.1
698;Werkzaamheden voor nieuwbouw;Woonsector;2017 juli;1038;1109;247.8;224.3
699;Werkzaamheden voor nieuwbouw;Woonsector;2017 augustus;739;984;176.6;199.1
700;Werkzaamheden voor nieuwbouw;Woonsector;2017 september;882;1105;210.6;223.6
701;Werkzaamheden voor nieuwbouw;Woonsector;2017 oktober;917;971;218.9;196.5
702;Werkzaamheden voor nieuwbouw;Woonsector;2017 november;802;1007;191.5;203.7
703;Werkzaamheden voor nieuwbouw;Woonsector;2017 december;727;897;173.7;181.5
704;Werkzaamheden voor nieuwbouw;Woonsector;2018 januari;642;897;153.2;181.3
705;Werkzaamheden voor nieuwbouw;Woonsector;2018 februari;855;936;204.3;189.4
706;Werkzaamheden voor nieuwbouw;Woonsector;2018 maart;890;1081;212.6;218.5
707;Werkzaamheden voor nieuwbouw;Woonsector;2018 april;697;943;166.4;190.8
708;Werkzaamheden voor nieuwbouw;Woonsector;2018 mei;695;981;166.1;198.4
709;Werkzaamheden voor nieuwbouw;Woonsector;2018 juni;884;1006;211.2;203.4
710;Werkzaamheden voor nieuwbouw;Woonsector;2018 juli;941;1033;224.6;208.9
711;Werkzaamheden voor nieuwbouw;Woonsector;2018 augustus;729;921;174.2;186.2
712;Werkzaamheden voor nieuwbouw;Woonsector;2018 september;947;1022;226.2;206.6
713;Werkzaamheden voor nieuwbouw;Woonsector;2018 oktober;1394;1046;333.0;211.6
714;Werkzaamheden voor nieuwbouw;Woonsector;2018 november;800;825;191.1;166.8
715;Werkzaamheden voor nieuwbouw;Woonsector;2018 december;841;798;200.8;161.4
716;Werkzaamheden voor nieuwbouw;Woonsector;2019 januari;603;802;143.9;162.2
717;Werkzaamheden voor nieuwbouw;Woonsector;2019 februari;618;786;147.5;159.0
718;Werkzaamheden voor nieuwbouw;Woonsector;2019 maart;759;844;181.3;170.6
719;Werkzaamheden voor nieuwbouw;Woonsector;2019 april;790;803;188.7;162.5
720;Werkzaamheden voor nieuwbouw;Woonsector;2019 mei;594;831;142.0;168.1
721;Werkzaamheden voor nieuwbouw;Woonsector;2019 juni;687;802;164.0;162.2
722;Werkzaamheden voor nieuwbouw;Woonsector;2019 juli;907;911;216.7;184.3
723;Werkzaamheden voor nieuwbouw;Woonsector;2019 augustus;527;643;126.0;130.0
724;Werkzaamheden voor nieuwbouw;Woonsector;2019 september;767;763;183.1;154.3
725;Werkzaamheden voor nieuwbouw;Woonsector;2019 oktober;1085;814;259.2;164.5
726;Werkzaamheden voor nieuwbouw;Woonsector;2019 november;837;773;200.0;156.4
727;Werkzaamheden voor nieuwbouw;Woonsector;2019 december;917;918;218.9;185.7
728;Werkzaamheden voor nieuwbouw;Woonsector;2020 januari;673;805;160.6;162.8
729;Werkzaamheden voor nieuwbouw;Woonsector;2020 februari;783;796;187.0;161.0
730;Werkzaamheden voor nieuwbouw;Woonsector;2020 maart;937;919;223.7;185.9
731;Werkzaamheden voor nieuwbouw;Woonsector;2020 april;880;841;210.2;170.2
732;Werkzaamheden voor nieuwbouw;Woonsector;2020 mei;651;730;155.5;147.7
733;Werkzaamheden voor nieuwbouw;Woonsector;2020 juni;890;837;212.6;169.3
734;Werkzaamheden voor nieuwbouw;Woonsector;2020 juli;1105;935;264.0;189.0
735;Werkzaamheden voor nieuwbouw;Woonsector;2020 augustus;547;667;130.6;134.9
736;Werkzaamheden voor nieuwbouw;Woonsector;2020 september;1047;831;250.1;168.0
737;Werkzaamheden voor nieuwbouw;Woonsector;2020 oktober;1220;836;291.3;169.1
738;Werkzaamheden voor nieuwbouw;Woonsector;2020 november;864;835;206.2;168.9
739;Werkzaamheden voor nieuwbouw;Woonsector;2020 december;1313;965;313.5;195.3
740;Werkzaamheden voor nieuwbouw;Woonsector;2021 januari;807;920;192.7;186.0
741;Werkzaamheden voor nieuwbouw;Woonsector;2021 februari;996;1196;237.9;241.9
742;Werkzaamheden voor nieuwbouw;Woonsector;2021 maart;1428;1238;341.1;250.3
743;Werkzaamheden voor nieuwbouw;Woonsector;2021 april;1303;891;311.2;180.3
744;Werkzaamheden voor nieuwbouw;Woonsector;2021 mei;977;743;233.4;150.4
745;Werkzaamheden voor nieuwbouw;Woonsector;2021 juni;1156;840;276.2;169.8
746;Werkzaamheden voor nieuwbouw;Woonsector;2021 juli;1216;890;290.5;180.1
747;Werkzaamheden voor nieuwbouw;Woonsector;2021 augustus;686;687;163.8;138.9
748;Werkzaamheden voor nieuwbouw;Woonsector;2021 september;877;861;209.4;174.1
749;Werkzaamheden voor nieuwbouw;Woonsector;2021 oktober;1139;778;272.0;157.4
750;Werkzaamheden voor nieuwbouw;Woonsector;2021 november;1130;825;269.8;166.9
751;Werkzaamheden voor nieuwbouw;Woonsector;2021 december;1150;848;274.5;171.5
752;Werkzaamheden voor nieuwbouw;Woonsector;2022 januari;873;701;208.4;141.9
753;Werkzaamheden voor nieuwbouw;Woonsector;2022 februari;753;727;179.8;147.1
754;Werkzaamheden voor nieuwbouw;Woonsector;2022 maart;1316;822;314.2;166.2
