ID;ClassificationsAndHouseholds;AllPeriods;SolidWasteProduction_1;HeavyMetalsToWater_2;NutrientsToWater_3;ClimateChangeGreenhouseGases_4;Acidification_5;OzoneLayerDepletion_6;FineDust_7;RevenuesEnvironmentalFeesAndTaxes_8;EnvironmentalExpenditure_9;EnvironmentalInvestment_10;OutputBasicPrices_11;ValueAddedGrossBasicPrices_12;FixedCapitalFormationGross_13;LabourInputOfEmployedPersons_14
211;DL Man. of electrical and optical ..;1996;;2;103;467.0;0.0;1.8;0.1;25.0;;;15907.0;4062.0;1152.0;96.6
212;DL Man. of electrical and optical ..;1997;;2;101;412.0;0.0;0.7;0.1;25.0;30.0;10.0;17590.0;4013.0;928.0;99.6
213;DL Man. of electrical and optical ..;1998;;2;99;452.0;0.0;0.1;0.0;23.0;31.0;26.0;18072.0;4232.0;1144.0;96.3
214;DL Man. of electrical and optical ..;1999;;1;97;427.0;0.0;0.0;0.0;28.0;32.0;28.0;19204.0;4589.0;1064.0;94.9
215;DL Man. of electrical and optical ..;2000;;1;96;443.0;0.0;0.0;0.0;31.0;33.0;14.0;21385.0;5661.0;1246.0;94.7
216;DL Man. of electrical and optical ..;2001;;1;112;404.0;0.0;0.0;0.0;26.0;;;20568.0;4669.0;1213.0;95.3
217;DL Man. of electrical and optical ..;2002;174.0;1;123;372.0;0.0;0.0;0.0;29.0;38.0;16.0;18241.0;3797.0;1016.0;91.7
218;DL Man. of electrical and optical ..;2003;160.0;1;133;378.0;0.0;0.0;0.0;32.0;39.0;22.0;18108.0;3891.0;904.0;84.9
219;DL Man. of electrical and optical ..;2004;127.0;1;139;408.0;0.0;0.0;0.1;31.0;39.0;5.0;18595.0;3869.0;843.0;81.7
220;DL Man. of electrical and optical ..;2005;115.0;1;167;420.0;0.0;0.0;0.0;44.0;39.0;6.0;19049.0;3999.0;925.0;78.8
221;DL Man. of electrical and optical ..;2006;129.0;1;137;414.0;0.0;0.0;0.1;48.0;;;19875.0;3868.0;982.0;79.0
222;DL Man. of electrical and optical ..;2007;127.0;1;121;399.0;0.0;0.0;0.1;41.0;31.0;7.0;19985.0;4065.0;949.0;78.7
223;DL Man. of electrical and optical ..;2008;83.0;0;100;373.0;0.0;0.0;0.1;46.0;32.0;2.0;20259.0;4011.0;1120.0;78.7
224;DM Manufacture of transport equipment;1995;;3;6;291.0;0.1;0.1;0.1;19.0;;;10078.0;2257.0;1165.0;55.0
225;DM Manufacture of transport equipment;1996;;3;7;255.0;0.0;0.1;0.0;17.0;;;10037.0;2087.0;337.0;52.4
226;DM Manufacture of transport equipment;1997;;3;7;248.0;0.0;0.0;0.0;13.0;16.0;8.0;10978.0;2439.0;322.0;51.9
227;DM Manufacture of transport equipment;1998;;3;8;239.0;0.0;0.0;0.0;18.0;18.0;7.0;12976.0;2998.0;471.0;54.6
228;DM Manufacture of transport equipment;1999;;3;8;218.0;0.0;0.0;0.0;17.0;19.0;6.0;13534.0;3279.0;453.0;55.4
229;DM Manufacture of transport equipment;2000;;3;8;220.0;0.0;0.0;0.0;20.0;19.0;5.0;13876.0;3213.0;271.0;55.3
230;DM Manufacture of transport equipment;2001;;3;8;231.0;0.0;7.3;0.0;24.0;20.0;8.0;14038.0;3337.0;346.0;54.6
231;DM Manufacture of transport equipment;2002;226.0;3;7;226.0;0.0;8.0;0.0;27.0;22.0;7.0;13759.0;3255.0;238.0;53.8
232;DM Manufacture of transport equipment;2003;216.0;3;6;224.0;0.0;0.0;0.0;18.0;22.0;2.0;13559.0;3263.0;310.0;52.0
233;DM Manufacture of transport equipment;2004;203.0;3;6;218.0;0.0;0.0;0.0;21.0;27.0;9.0;13970.0;3410.0;288.0;49.5
234;DM Manufacture of transport equipment;2005;185.0;3;6;202.0;0.0;0.0;0.0;23.0;23.0;6.0;13931.0;3403.0;346.0;47.3
235;DM Manufacture of transport equipment;2006;161.0;3;6;186.0;0.0;0.0;0.0;26.0;22.0;3.0;14780.0;3539.0;343.0;46.2
236;DM Manufacture of transport equipment;2007;168.0;3;3;182.0;0.0;0.0;0.0;26.0;24.0;8.0;17204.0;3908.0;470.0;46.8
237;DM Manufacture of transport equipment;2008;190.0;3;4;224.0;0.0;0.0;0.0;28.0;23.0;3.0;18057.0;4038.0;506.0;48.2
238;2000d Wood-, constructionmaterials-, ..;1995;;0;3;3216.0;0.4;83.8;2.8;56.0;;;12822.0;5696.0;666.0;182.6
239;2000d Wood-, constructionmaterials-, ..;1996;;0;5;3237.0;0.3;86.0;1.9;68.0;;;13410.0;5901.0;700.0;182.9
240;2000d Wood-, constructionmaterials-, ..;1997;;0;6;3225.0;0.3;88.0;1.0;67.0;;;14160.0;6115.0;718.0;188.1
241;2000d Wood-, constructionmaterials-, ..;1998;;0;7;3204.0;0.3;90.0;0.7;68.0;;;15119.0;6534.0;832.0;194.2
242;2000d Wood-, constructionmaterials-, ..;1999;;0;8;3362.0;0.2;92.1;0.9;89.0;;;16094.0;6967.0;870.0;194.5
243;2000d Wood-, constructionmaterials-, ..;2000;;0;9;3336.0;0.2;94.3;1.6;83.0;;;16933.0;7275.0;783.0;195.1
244;2000d Wood-, constructionmaterials-, ..;2001;;0;9;3256.0;0.3;97.0;1.9;84.0;;;17328.0;7599.0;892.0;193.7
245;2000d Wood-, constructionmaterials-, ..;2002;1542.0;0;9;2984.0;0.3;92.9;1.9;80.0;;;17015.0;7621.0;755.0;191.2
246;2000d Wood-, constructionmaterials-, ..;2003;1476.0;0;10;2896.0;0.2;82.4;1.5;89.0;;;16646.0;7637.0;619.0;187.9
247;2000d Wood-, constructionmaterials-, ..;2004;1326.0;0;10;2958.0;0.2;80.9;1.6;92.0;;;16867.0;7711.0;575.0;185.3
248;2000d Wood-, constructionmaterials-, ..;2005;1362.0;0;11;2908.0;0.2;80.2;1.6;112.0;;;17290.0;7772.0;573.0;181.2
249;2000d Wood-, constructionmaterials-, ..;2006;1375.0;0;12;2860.0;0.2;81.2;1.7;126.0;;;18548.0;8273.0;689.0;181.2
250;2000d Wood-, constructionmaterials-, ..;2007;1361.0;0;9;2979.0;0.2;76.9;1.7;117.0;;;20050.0;8933.0;769.0;182.1
251;2000d Wood-, constructionmaterials-, ..;2008;1432.0;0;9;2956.0;0.2;74.4;1.6;120.0;;;20852.0;9164.0;794.0;184.1
252;E Electricity, gas and water supply;1995;;0;1;47804.0;1.8;0.0;0.6;351.0;;;17227.0;4966.0;2385.0;37.4
253;E Electricity, gas and water supply;1996;;0;5;48422.0;1.8;0.0;0.5;377.0;;;18421.0;5262.0;3331.0;35.7
254;E Electricity, gas and water supply;1997;;0;8;48766.0;1.5;0.0;0.4;351.0;235.0;21.0;18792.0;4807.0;2033.0;34.6
255;E Electricity, gas and water supply;1998;;0;11;50492.0;1.4;0.0;0.5;347.0;220.0;14.0;19120.0;5107.0;2001.0;34.3
256;E Electricity, gas and water supply;1999;;0;14;47540.0;1.5;0.0;0.4;324.0;209.0;20.0;19081.0;5196.0;1915.0;33.3
257;E Electricity, gas and water supply;2000;;0;15;49079.0;1.5;0.0;0.3;317.0;199.0;21.0;20826.0;5038.0;1654.0;32.1
258;E Electricity, gas and water supply;2001;;0;27;53056.0;1.5;0.0;0.4;319.0;203.0;9.0;22964.0;5466.0;1426.0;31.1
259;E Electricity, gas and water supply;2002;1715.0;0;35;54548.0;1.5;0.0;0.5;258.0;;;23889.0;6895.0;1354.0;31.2
260;E Electricity, gas and water supply;2003;1619.0;0;43;54996.0;1.5;0.0;0.5;277.0;200.0;20.0;25319.0;7243.0;1499.0;30.5
261;E Electricity, gas and water supply;2004;1549.0;0;46;56811.0;1.3;0.0;0.4;99.0;188.0;104.0;24985.0;6757.0;1671.0;29.2
262;E Electricity, gas and water supply;2005;1394.0;0;41;55370.0;1.2;0.0;0.5;67.0;;;29018.0;7910.0;1640.0;29.2
263;E Electricity, gas and water supply;2006;1379.0;0;13;51042.0;1.1;0.0;0.4;72.0;161.0;274.0;33503.0;8928.0;2204.0;28.4
264;E Electricity, gas and water supply;2007;1368.0;0;7;52887.0;0.9;0.0;0.3;67.0;;;34875.0;9894.0;2548.0;28.9
265;E Electricity, gas and water supply;2008;1393.0;0;98;52891.0;0.7;0.0;0.3;80.0;;;39833.0;10373.0;2975.0;30.1
266;45 Construction;1995;;1;6;1847.0;0.4;13.8;1.9;153.0;;;42579.0;14968.0;946.0;410.0
267;45 Construction;1996;;1;6;1886.0;0.4;13.5;2.0;166.0;;;45185.0;15401.0;1302.0;418.8
268;45 Construction;1997;;1;6;1670.0;0.3;13.3;1.9;166.0;;;47194.0;16195.0;1392.0;437.9
269;45 Construction;1998;;1;0;1922.0;0.4;13.0;2.0;184.0;;;50200.0;17291.0;1484.0;446.2
270;45 Construction;1999;;1;0;1936.0;0.4;12.8;2.0;211.0;;;55027.0;19079.0;1947.0;461.0
271;45 Construction;2000;;1;0;2487.0;0.5;12.5;2.2;243.0;;;60287.0;20926.0;1633.0;472.0
272;45 Construction;2001;;1;0;2153.0;0.3;12.5;1.9;262.0;;;64656.0;22705.0;1899.0;484.3
273;45 Construction;2002;23822.0;1;0;2057.0;0.4;12.5;2.0;236.0;;;64880.0;23724.0;1463.0;477.9
274;45 Construction;2003;23857.0;1;0;2449.0;0.5;12.5;2.1;235.0;;;63650.0;23598.0;1265.0;460.2
275;45 Construction;2004;24011.0;1;0;2338.0;0.4;12.5;2.0;228.0;;;63675.0;23501.0;1243.0;450.2
276;45 Construction;2005;23619.0;1;0;2595.0;0.5;12.5;2.1;263.0;;;66646.0;24587.0;1341.0;449.6
277;45 Construction;2006;24609.0;1;0;2596.0;0.5;12.5;2.1;286.0;;;71561.0;26214.0;1556.0;456.2
278;45 Construction;2007;24531.0;1;0;2617.0;0.4;12.5;2.0;292.0;;;78210.0;28181.0;1891.0;461.7
279;45 Construction;2008;25820.0;1;0;2856.0;0.4;12.5;2.0;304.0;;;85665.0;30629.0;2301.0;469.7
280;5000h Wholesale, repair and hotels ..;1995;;2;11;4596.0;0.4;15.7;0.7;530.0;;;71362.0;40873.0;4427.0;1131.6
281;5000h Wholesale, repair and hotels ..;1996;;2;74;5201.0;0.4;12.0;0.6;613.0;;;76067.0;42367.0;4973.0;1149.7
282;5000h Wholesale, repair and hotels ..;1997;;2;117;4521.0;0.3;8.8;0.5;638.0;;;82695.0;46475.0;5131.0;1173.5
283;5000h Wholesale, repair and hotels ..;1998;;2;159;4571.0;0.3;5.9;0.5;679.0;;;89203.0;50041.0;6009.0;1198.7
284;5000h Wholesale, repair and hotels ..;1999;;2;202;3835.0;0.3;2.9;0.5;765.0;;;97410.0;54961.0;7021.0;1236.4
285;5000h Wholesale, repair and hotels ..;2000;;2;224;4164.0;0.3;1.1;0.5;794.0;;;105748.0;59556.0;6764.0;1263.5
286;5000h Wholesale, repair and hotels ..;2001;;2;146;4791.0;0.3;0.4;0.4;795.0;;;111382.0;62114.0;6409.0;1276.7
287;5000h Wholesale, repair and hotels ..;2002;2109.0;2;95;4979.0;0.3;0.0;0.4;758.0;;;116655.0;65665.0;6436.0;1262.8
288;5000h Wholesale, repair and hotels ..;2003;2036.0;2;44;5202.0;0.3;0.0;0.4;732.0;;;113723.0;64622.0;6403.0;1239.9
289;5000h Wholesale, repair and hotels ..;2004;1997.0;2;18;5180.0;0.3;0.0;0.4;802.0;;;116523.0;65832.0;5876.0;1238.1
290;5000h Wholesale, repair and hotels ..;2005;1993.0;2;31;4698.0;0.3;0.0;0.4;941.0;;;120162.0;67668.0;6283.0;1226.5
291;5000h Wholesale, repair and hotels ..;2006;2210.0;2;499;5409.0;0.3;0.0;0.4;1055.0;;;127160.0;70967.0;6451.0;1246.3
292;5000h Wholesale, repair and hotels ..;2007;1433.0;2;2;4935.0;0.3;0.0;0.4;1065.0;;;136265.0;76281.0;7442.0;1282.9
293;5000h Wholesale, repair and hotels ..;2008;1428.0;2;3;5431.0;0.2;0.0;0.3;1168.0;;;139244.0;76952.0;7843.0;1281.1
294;I Transport, storage and communication;1995;;4;9;22726.0;7.0;6.9;13.2;849.0;;;37460.0;19047.0;6453.0;367.2
295;I Transport, storage and communication;1996;;4;10;23692.0;7.0;5.3;12.6;872.0;;;39554.0;19552.0;6226.0;371.5
296;I Transport, storage and communication;1997;;4;10;25133.0;7.2;3.8;12.7;960.0;;;44051.0;21802.0;6999.0;379.8
297;I Transport, storage and communication;1998;;4;10;26086.0;7.6;2.5;12.6;977.0;;;48561.0;24040.0;8340.0;389.9
298;I Transport, storage and communication;1999;;4;10;27671.0;8.6;1.6;13.5;997.0;;;52775.0;24760.0;11025.0;405.7
299;I Transport, storage and communication;2000;;3;10;27470.0;8.6;0.5;13.7;1025.0;;;59241.0;26645.0;11612.0;424.6
300;I Transport, storage and communication;2001;;4;7;27451.0;8.4;0.2;12.5;1075.0;;;63335.0;28364.0;10395.0;434.2
301;I Transport, storage and communication;2002;640.0;4;6;26832.0;8.0;0.0;11.4;1094.0;;;65655.0;30523.0;8135.0;426.1
302;I Transport, storage and communication;2003;616.0;4;5;27034.0;8.3;0.0;11.3;1127.0;;;66712.0;31632.0;8326.0;415.0
303;I Transport, storage and communication;2004;573.0;4;4;27527.0;8.6;0.0;11.0;1129.0;;;68685.0;32303.0;7451.0;410.0
304;I Transport, storage and communication;2005;581.0;3;3;28210.0;8.7;0.0;11.2;1255.0;;;71903.0;33189.0;7934.0;404.1
305;I Transport, storage and communication;2006;564.0;4;3;27967.0;7.6;0.0;9.9;1361.0;;;74219.0;33934.0;8793.0;401.6
306;I Transport, storage and communication;2007;598.0;5;2;29351.0;8.8;0.0;10.7;1391.0;;;77991.0;35272.0;8340.0;407.4
307;I Transport, storage and communication;2008;530.0;5;4;28736.0;7.2;0.0;9.9;1471.0;;;79831.0;35136.0;9549.0;410.9
308;6500a Real estate, financial and ..;1995;;1;4;3152.0;0.4;19.0;1.3;1208.0;;;113635.0;66690.0;25877.0;999.2
309;6500a Real estate, financial and ..;1996;;1;5;3393.0;0.4;15.6;1.2;1345.0;;;125395.0;73267.0;28819.0;1088.9
310;6500a Real estate, financial and ..;1997;;2;6;3515.0;0.4;12.3;1.4;1507.0;;;137729.0;79792.0;32481.0;1168.5
311;6500a Real estate, financial and ..;1998;;2;7;3623.0;0.4;8.7;1.3;1668.0;;;149502.0;86095.0;36283.0;1238.3
312;6500a Real estate, financial and ..;1999;;2;7;3795.0;0.4;2.9;1.4;1938.0;;;163826.0;94199.0;39248.0;1296.4
313;6500a Real estate, financial and ..;2000;;2;8;4252.0;0.5;1.6;1.6;2095.0;;;180290.0;101785.0;41236.0;1336.1
314;6500a Real estate, financial and ..;2001;;2;7;4497.0;0.5;0.7;1.5;2252.0;;;193228.0;109115.0;45183.0;1351.5
315;6500a Real estate, financial and ..;2002;755.0;2;7;4413.0;0.5;0.0;1.4;2097.0;;;195766.0;110261.0;44120.0;1324.0
316;6500a Real estate, financial and ..;2003;664.0;2;6;4487.0;0.5;0.0;1.4;2170.0;;;201340.0;113226.0;42578.0;1286.6
317;6500a Real estate, financial and ..;2004;659.0;2;5;4593.0;0.4;0.0;1.4;2331.0;;;209440.0;117839.0;45331.0;1281.6
318;6500a Real estate, financial and ..;2005;767.0;2;5;4481.0;0.4;0.0;1.3;2491.0;;;221780.0;125742.0;47901.0;1320.3
319;6500a Real estate, financial and ..;2006;1099.0;2;6;4839.0;0.4;0.0;1.3;2727.0;;;231718.0;132682.0;52990.0;1393.9
320;6500a Real estate, financial and ..;2007;1592.0;2;0;4786.0;0.4;0.0;1.3;2919.0;;;242719.0;141536.0;57036.0;1467.2
321;6500a Real estate, financial and ..;2008;1554.0;2;0;4984.0;0.4;0.0;1.2;2788.0;;;255101.0;147303.0;60018.0;1505.8
322;7500f Public administration and ..;1995;;3;2;2899.0;0.5;15.3;0.7;245.0;;;49505.0;33735.0;8387.0;731.2
323;7500f Public administration and ..;1996;;3;1;3050.0;0.5;12.4;0.7;265.0;;;50393.0;33868.0;9413.0;724.3
324;7500f Public administration and ..;1997;;3;1;2844.0;0.5;9.6;0.7;288.0;;;52235.0;35057.0;8661.0;724.5
325;7500f Public administration and ..;1998;;3;1;3053.0;0.5;6.7;0.8;317.0;;;54607.0;36602.0;9315.0;738.4
326;7500f Public administration and ..;1999;;3;1;2981.0;0.5;3.8;0.8;359.0;;;58589.0;38748.0;10125.0;747.6
327;7500f Public administration and ..;2000;;3;1;2894.0;0.5;1.0;0.8;411.0;;;62434.0;41265.0;11519.0;757.8
328;7500f Public administration and ..;2001;;3;1;3161.0;0.4;0.4;0.6;413.0;;;68900.0;44438.0;12491.0;778.0
329;7500f Public administration and ..;2002;467.0;3;1;3422.0;0.5;0.0;0.7;416.0;;;73980.0;47546.0;14257.0;800.3
330;7500f Public administration and ..;2003;417.0;3;1;3501.0;0.4;0.0;0.6;400.0;;;78271.0;50127.0;15179.0;816.1
331;7500f Public administration and ..;2004;411.0;3;1;3520.0;0.4;0.0;0.6;416.0;;;79809.0;51436.0;14157.0;800.4
332;7500f Public administration and ..;2005;469.0;3;1;3221.0;0.4;0.0;0.5;490.0;;;81844.0;52520.0;14687.0;785.3
333;7500f Public administration and ..;2006;611.0;3;20;3464.0;0.4;0.0;0.5;553.0;;;85311.0;53616.0;15771.0;779.0
334;7500f Public administration and ..;2007;880.0;3;0;3114.0;0.3;0.0;0.5;557.0;;;89559.0;56145.0;17042.0;782.1
335;7500f Public administration and ..;2008;858.0;3;0;3267.0;0.3;0.0;0.5;534.0;;;95007.0;58880.0;18574.0;786.4
336;8040d Health, non-supported education ..;1995;;51;7564;8889.0;0.3;13.3;0.4;323.0;;;48360.0;30329.0;4521.0;902.8
337;8040d Health, non-supported education ..;1996;;29;7290;10094.0;0.3;10.2;0.4;356.0;;;50412.0;31438.0;4293.0;929.4
338;8040d Health, non-supported education ..;1997;;29;6908;10242.0;0.3;7.2;0.4;390.0;;;53660.0;33606.0;4675.0;969.5
339;8040d Health, non-supported education ..;1998;;29;7125;10728.0;0.3;4.5;0.4;405.0;;;57351.0;35784.0;4300.0;1014.8
340;8040d Health, non-supported education ..;1999;;29;6615;10282.0;0.4;2.1;0.4;468.0;;;61279.0;38030.0;4583.0;1029.2
341;8040d Health, non-supported education ..;2000;;27;6180;10520.0;0.3;0.9;0.4;482.0;;;66200.0;41151.0;4855.0;1047.5
342;8040d Health, non-supported education ..;2001;;27;6405;10796.0;0.3;0.4;0.4;494.0;;;72783.0;45319.0;5013.0;1091.7
343;8040d Health, non-supported education ..;2002;3605.0;26;6213;11364.0;0.3;0.1;0.4;501.0;;;80243.0;50927.0;5000.0;1133.8
344;8040d Health, non-supported education ..;2003;3527.0;23;5597;11728.0;0.3;0.0;0.4;501.0;;;85083.0;54215.0;6072.0;1172.6
345;8040d Health, non-supported education ..;2004;4293.0;19;5511;12112.0;0.3;0.0;0.4;541.0;;;87558.0;55889.0;6788.0;1180.4
346;8040d Health, non-supported education ..;2005;3526.0;17;5145;11371.0;0.3;0.0;0.4;630.0;;;89775.0;57281.0;6827.0;1196.3
347;8040d Health, non-supported education ..;2006;2812.0;15;4849;12038.0;0.3;0.0;0.5;702.0;;;93637.0;59479.0;6986.0;1218.5
348;8040d Health, non-supported education ..;2007;3537.0;16;5198;11898.0;0.3;0.0;0.4;696.0;;;98743.0;62558.0;7466.0;1238.9
349;8040d Health, non-supported education ..;2008;3441.0;13;4925;13058.0;0.3;0.0;0.3;761.0;;;104856.0;66126.0;8147.0;1266.3
350;Other origin;1995;;39;4719;12126.0;0.0;38.8;0.0;;;;1130.0;;-710.0;
351;Other origin;1996;;35;3978;11714.0;0.0;36.8;0.0;;;;1166.0;;-799.0;
352;Other origin;1997;;34;3646;11311.0;0.0;34.9;0.0;;;;1192.0;;-770.0;
353;Other origin;1998;;32;3314;10817.0;0.0;32.9;0.0;;;;1214.0;;-831.0;
354;Other origin;1999;;31;2982;9982.0;0.0;32.4;0.0;;;;1225.0;;-1035.0;
355;Other origin;2000;;31;2817;9427.0;0.0;29.9;0.0;;;;1255.0;;-1090.0;
356;Other origin;2001;;30;2635;8882.0;0.0;28.2;0.0;;;;1269.0;;-1524.0;
357;Other origin;2002;;29;2513;8483.0;0.0;26.6;0.0;;;;1276.0;;-1645.0;
358;Other origin;2003;;29;2631;7957.0;0.0;24.8;0.0;;;;1244.0;;-1911.0;
359;Other origin;2004;;28;2510;7575.0;0.0;23.7;0.0;;;;1225.0;;-1910.0;
360;Other origin;2005;;27;2210;7071.0;0.0;22.2;0.0;;;;1214.0;;-2154.0;
361;Other origin;2006;;20;2310;6624.0;0.0;20.7;0.0;;;;1205.0;;-2195.0;
362;Other origin;2007;;24;2790;6167.0;0.0;19.2;0.0;;;;1252.0;;-2372.0;
363;Other origin;2008;;22;2762;5764.0;0.0;17.8;0.0;;;;1305.0;;-2437.0;
364;Total Dutch economy;1995;53983.0;234;47351;247344.0;31.5;641.0;61.7;11329.0;;;573963.0;275686.0;63500.0;5774.0
365;Total Dutch economy;1996;55095.0;207;40524;256293.0;31.6;587.0;56.1;12555.0;;;607125.0;287079.0;69149.0;5907.6
366;Total Dutch economy;1997;58383.0;199;41446;251456.0;30.8;416.2;52.9;12985.0;;;650820.0;306539.0;75118.0;6089.2
367;Total Dutch economy;1998;60539.0;196;53347;253812.0;29.9;288.1;51.8;13907.0;;;685191.0;324027.0;80461.0;6266.2
368;Total Dutch economy;1999;62311.0;196;45650;244078.0;29.9;231.1;52.2;15368.0;;;729542.0;344335.0;88383.0;6414.4
369;Total Dutch economy;2000;64013.0;187;43911;243526.0;27.5;216.1;52.3;16489.0;;;806161.0;373415.0;91652.0;6533.7
370;Total Dutch economy;2001;63753.0;186;42844;244644.0;26.6;244.4;50.2;17128.0;;;853164.0;397556.0;94673.0;6636.4
371;Total Dutch economy;2002;63521.0;184;41712;243793.0;25.5;218.7;49.1;17186.0;;;870427.0;414374.0;92862.0;6619.5
372;Total Dutch economy;2003;62748.0;161;36196;244694.0;25.4;184.4;47.3;17938.0;;;883492.0;425256.0;92848.0;6547.2
373;Total Dutch economy;2004;62743.0;161;39454;247166.0;25.4;178.9;46.5;19240.0;;;913856.0;436874.0;92426.0;6480.1
374;Total Dutch economy;2005;61213.0;151;37522;243070.0;25.3;173.7;46.2;20577.0;;;962007.0;456182.0;97016.0;6478.0
375;Total Dutch economy;2006;62029.0;142;37223;238449.0;23.8;170.2;44.3;22195.0;;;1021783.0;479012.0;106373.0;6582.8
376;Total Dutch economy;2007;63232.0;150;42343;239177.0;24.5;161.4;44.9;22165.0;;;1085522.0;507650.0;114340.0;6728.3
377;Total Dutch economy;2008;64474.0;143;38865;238896.0;21.6;154.6;42.0;23412.0;;;1151758.0;529319.0;122688.0;6810.6
378;Total from abroad;1995;5719.0;538;70763;;8.4;;4.5;;;;;;;
379;Total from abroad;1996;6136.0;325;44573;;6.3;;4.6;;;;;;;
380;Total from abroad;1997;6088.0;369;46181;;6.5;;4.8;;;;;;;
381;Total from abroad;1998;6193.0;542;63796;;6.5;;4.9;;;;;;;
382;Total from abroad;1999;8054.0;571;63738;;7.2;;5.0;;;;;;;
383;Total from abroad;2000;6577.0;356;53433;;9.4;;5.4;;;;;;;
384;Total from abroad;2001;8185.0;498;51887;;9.4;;5.1;;;;;;;
385;Total from abroad;2002;9997.0;484;65556;;9.4;;4.9;;;;;;;
386;Total from abroad;2003;10985.0;472;43527;;9.4;;4.8;;;;;;;
387;Total from abroad;2004;10014.0;352;43954;;9.4;;4.4;;;;;;;
388;Total from abroad;2005;10743.0;298;35836;;9.5;;4.8;;;;;;;
389;Total from abroad;2006;11243.0;329;37535;;9.8;;5.0;;;;;;;
390;Total from abroad;2007;11566.0;324;40708;;9.2;;4.3;;;;;;;
391;Total from abroad;2008;12749.0;236;39408;;8.8;;4.5;;;;;;;
392;Total origin;1995;59702.0;772;118114;247344.0;39.9;641.0;66.2;;;;;;;
393;Total origin;1996;61231.0;531;85097;256293.0;37.8;587.0;60.6;;;;;;;
394;Total origin;1997;64471.0;569;87627;251456.0;37.3;416.2;57.8;;;;;;;
395;Total origin;1998;66732.0;738;117143;253812.0;36.4;288.1;56.8;;;;;;;
396;Total origin;1999;70365.0;768;109388;244078.0;37.1;231.1;57.2;;;;;;;
397;Total origin;2000;70590.0;543;97344;243526.0;36.9;216.1;57.7;;;;;;;
398;Total origin;2001;71938.0;684;94731;244644.0;35.9;244.4;55.4;;;;;;;
399;Total origin;2002;73518.0;668;107268;243793.0;34.9;218.7;54.0;;;;;;;
400;Total origin;2003;73734.0;633;79723;244694.0;34.8;184.4;52.1;;;;;;;
401;Total origin;2004;72758.0;514;83409;247166.0;34.8;178.9;51.0;;;;;;;
402;Total origin;2005;71956.0;449;73358;243070.0;34.9;173.7;50.9;;;;;;;
403;Total origin;2006;73272.0;471;74758;238449.0;33.6;170.2;49.4;;;;;;;
404;Total origin;2007;74798.0;475;83051;239177.0;33.8;161.4;49.2;;;;;;;
405;Total origin;2008;77223.0;378;78273;238896.0;30.4;154.6;46.6;;;;;;;
406;Total absorption;1995;54761.0;113;22154;0.0;0.0;0.0;0.0;;;;;;;
407;Total absorption;1996;55996.0;99;21765;0.0;0.0;0.0;0.0;;;;;;;
408;Total absorption;1997;58703.0;94;22051;0.0;0.0;0.0;0.0;;;;;;;
409;Total absorption;1998;61025.0;94;22249;0.0;0.0;0.0;0.0;;;;;;;
410;Total absorption;1999;64269.0;101;21808;0.0;0.0;0.0;0.0;;;;;;;
411;Total absorption;2000;63836.0;93;21773;0.0;0.0;0.0;0.0;;;;;;;
412;Total absorption;2001;64045.0;98;22418;0.0;0.0;0.0;0.0;;;;;;;
413;Total absorption;2002;62349.0;89;22821;0.0;0.0;0.0;0.0;;;;;;;
414;Total absorption;2003;61892.0;89;22472;0.0;0.0;0.0;0.0;;;;;;;
415;Total absorption;2004;58419.0;90;22752;0.0;0.0;0.0;0.0;;;;;;;
416;Total absorption;2005;59528.0;93;22908;0.0;0.0;0.0;0.0;;;;;;;
417;Total absorption;2006;59774.0;85;22925;0.0;0.0;0.0;0.0;;;;;;;
418;Total absorption;2007;61654.0;88;23750;0.0;0.0;0.0;0.0;;;;;;;
419;Total absorption;2008;63293.0;85;23882;0.0;0.0;0.0;0.0;;;;;;;
420;Total abroad;1995;4941.0;842;86925;;24.3;;8.6;;;;;;;
421;Total abroad;1996;5235.0;357;48356;;18.9;;8.3;;;;;;;
422;Total abroad;1997;5768.0;254;43620;;17.1;;8.6;;;;;;;
423;Total abroad;1998;5707.0;294;54000;;20.4;;8.8;;;;;;;
424;Total abroad;1999;6095.0;277;51316;;20.1;;9.8;;;;;;;
425;Total abroad;2000;6754.0;257;51360;;21.4;;10.0;;;;;;;
426;Total abroad;2001;7894.0;434;49170;;20.9;;9.3;;;;;;;
427;Total abroad;2002;11169.0;441;68274;;20.2;;8.6;;;;;;;
428;Total abroad;2003;11841.0;161;31231;;20.5;;8.6;;;;;;;
429;Total abroad;2004;14338.0;221;42033;;20.1;;8.3;;;;;;;
430;Total abroad;2005;12428.0;174;32855;;20.3;;8.6;;;;;;;
431;Total abroad;2006;13498.0;283;35285;;19.2;;7.4;;;;;;;
432;Total abroad;2007;13144.0;219;39373;;20.3;;8.2;;;;;;;
433;Total abroad;2008;13930.0;216;38800;;18.8;;7.5;;;;;;;
434;Contribution environmental problem;1995;;-184;9035;247344.0;15.5;641.0;57.5;;;;;;;
435;Contribution environmental problem;1996;;75;14976;256293.0;18.9;587.0;52.3;;;;;;;
436;Contribution environmental problem;1997;;221;21955;251456.0;20.2;416.2;49.2;;;;;;;
437;Contribution environmental problem;1998;;349;40893;253812.0;16.0;288.1;48.0;;;;;;;
438;Contribution environmental problem;1999;;389;36264;244078.0;17.1;231.1;47.4;;;;;;;
