ID;Leeftijd;Jaar;Mannen_1;Vrouwen_2
235;39;1997;0.00124;0.00095
236;39;1998;0.00113;0.00085
237;39;1999;0.00124;0.00113
238;39;2000;0.00131;0.00083
239;39;1996-2000;0.00123;0.00096
240;40;1996;0.00129;0.001
241;40;1997;0.00142;0.00104
242;40;1998;0.00129;0.00096
243;40;1999;0.00145;0.00121
244;40;2000;0.00124;0.00106
245;40;1996-2000;0.00134;0.00106
246;41;1996;0.00167;0.00125
247;41;1997;0.00151;0.00126
248;41;1998;0.00147;0.00125
249;41;1999;0.00152;0.00122
250;41;2000;0.00152;0.0011
251;41;1996-2000;0.00154;0.00122
252;42;1996;0.00184;0.00136
253;42;1997;0.00154;0.00121
254;42;1998;0.0017;0.00135
255;42;1999;0.00166;0.00134
256;42;2000;0.00162;0.00128
257;42;1996-2000;0.00167;0.00131
258;43;1996;0.00187;0.00162
259;43;1997;0.00189;0.00142
260;43;1998;0.00204;0.00133
261;43;1999;0.00198;0.00143
262;43;2000;0.00209;0.00124
263;43;1996-2000;0.00198;0.0014
264;44;1996;0.0021;0.00166
265;44;1997;0.00212;0.00157
266;44;1998;0.00209;0.00167
267;44;1999;0.0019;0.00145
268;44;2000;0.00204;0.0016
269;44;1996-2000;0.00205;0.00159
270;45;1996;0.00216;0.00173
271;45;1997;0.00202;0.00171
272;45;1998;0.00223;0.00166
273;45;1999;0.00234;0.00183
274;45;2000;0.00229;0.00191
275;45;1996-2000;0.00221;0.00177
276;46;1996;0.00247;0.00178
277;46;1997;0.00255;0.00215
278;46;1998;0.00241;0.0017
279;46;1999;0.00232;0.00184
280;46;2000;0.00242;0.00197
281;46;1996-2000;0.00243;0.00189
282;47;1996;0.00298;0.00182
283;47;1997;0.00268;0.00198
284;47;1998;0.00264;0.00207
285;47;1999;0.00292;0.00216
286;47;2000;0.00258;0.00238
287;47;1996-2000;0.00276;0.00208
288;48;1996;0.00371;0.00196
289;48;1997;0.00301;0.00215
290;48;1998;0.00294;0.00214
291;48;1999;0.00283;0.00237
292;48;2000;0.00317;0.00245
293;48;1996-2000;0.00314;0.00221
294;49;1996;0.00357;0.00234
295;49;1997;0.00314;0.00231
296;49;1998;0.0033;0.00247
297;49;1999;0.00334;0.00252
298;49;2000;0.00335;0.00245
299;49;1996-2000;0.00334;0.00242
300;50;1996;0.00376;0.00285
301;50;1997;0.00356;0.00251
302;50;1998;0.0039;0.00277
303;50;1999;0.00379;0.00281
304;50;2000;0.00367;0.00261
305;50;1996-2000;0.00374;0.00271
306;51;1996;0.00437;0.00277
307;51;1997;0.00401;0.00286
308;51;1998;0.00438;0.00267
309;51;1999;0.00409;0.00291
310;51;2000;0.0039;0.00265
311;51;1996-2000;0.00414;0.00277
312;52;1996;0.00479;0.00344
313;52;1997;0.00432;0.00329
314;52;1998;0.00452;0.0033
315;52;1999;0.0047;0.00321
316;52;2000;0.00401;0.00333
317;52;1996-2000;0.00447;0.00331
318;53;1996;0.00553;0.00352
319;53;1997;0.00528;0.00326
320;53;1998;0.00505;0.00382
321;53;1999;0.00472;0.00355
322;53;2000;0.00524;0.00338
323;53;1996-2000;0.00514;0.0035
324;54;1996;0.00584;0.00344
325;54;1997;0.00558;0.00369
326;54;1998;0.00565;0.00357
327;54;1999;0.00556;0.00362
328;54;2000;0.00539;0.00332
329;54;1996-2000;0.00558;0.00351
330;55;1996;0.00594;0.00413
331;55;1997;0.00644;0.00358
332;55;1998;0.00645;0.00381
333;55;1999;0.00641;0.00429
334;55;2000;0.00628;0.00397
335;55;1996-2000;0.00631;0.00396
336;56;1996;0.00692;0.00382
337;56;1997;0.00671;0.00415
338;56;1998;0.00659;0.0041
339;56;1999;0.00671;0.00421
340;56;2000;0.00696;0.00465
341;56;1996-2000;0.00678;0.0042
342;57;1996;0.00788;0.00477
343;57;1997;0.0079;0.00471
344;57;1998;0.00681;0.00495
345;57;1999;0.00773;0.00445
346;57;2000;0.0079;0.00472
347;57;1996-2000;0.00765;0.00472
348;58;1996;0.0089;0.00498
349;58;1997;0.00859;0.00534
350;58;1998;0.00791;0.00483
351;58;1999;0.00784;0.00493
352;58;2000;0.00802;0.00507
353;58;1996-2000;0.00824;0.00503
354;59;1996;0.00961;0.00576
355;59;1997;0.00929;0.00605
356;59;1998;0.00905;0.00531
357;59;1999;0.00901;0.00549
358;59;2000;0.00967;0.00522
359;59;1996-2000;0.00932;0.00556
360;60;1996;0.01174;0.00598
361;60;1997;0.01048;0.00579
362;60;1998;0.01042;0.00588
363;60;1999;0.01026;0.00575
364;60;2000;0.00934;0.00601
365;60;1996-2000;0.01042;0.00588
366;61;1996;0.01278;0.00668
367;61;1997;0.01199;0.00706
368;61;1998;0.01225;0.00641
369;61;1999;0.01163;0.0068
370;61;2000;0.0108;0.00662
371;61;1996-2000;0.01187;0.00671
372;62;1996;0.01332;0.00695
373;62;1997;0.01318;0.00707
374;62;1998;0.01366;0.00733
375;62;1999;0.01283;0.0075
376;62;2000;0.01196;0.00687
377;62;1996-2000;0.01297;0.00714
378;63;1996;0.01606;0.00817
379;63;1997;0.0146;0.0077
380;63;1998;0.01466;0.00828
381;63;1999;0.01344;0.00755
382;63;2000;0.01475;0.00752
383;63;1996-2000;0.01469;0.00784
384;64;1996;0.01803;0.00848
385;64;1997;0.01635;0.00881
386;64;1998;0.01709;0.00876
387;64;1999;0.01644;0.00853
388;64;2000;0.01534;0.00871
389;64;1996-2000;0.01665;0.00866
390;65;1996;0.01932;0.00921
391;65;1997;0.01957;0.01025
392;65;1998;0.0186;0.00901
393;65;1999;0.01834;0.01006
394;65;2000;0.01706;0.00909
395;65;1996-2000;0.01857;0.00953
396;66;1996;0.02126;0.01097
397;66;1997;0.02078;0.01042
398;66;1998;0.02057;0.0109
399;66;1999;0.02036;0.01
400;66;2000;0.0202;0.01064
401;66;1996-2000;0.02064;0.01059
402;67;1996;0.0251;0.01248
403;67;1997;0.02359;0.01155
404;67;1998;0.02446;0.01083
405;67;1999;0.02234;0.01115
406;67;2000;0.02225;0.01077
407;67;1996-2000;0.02353;0.01136
408;68;1996;0.02703;0.01426
409;68;1997;0.02606;0.0131
410;68;1998;0.02664;0.01357
411;68;1999;0.02503;0.01298
412;68;2000;0.02459;0.01258
413;68;1996-2000;0.02586;0.0133
414;69;1996;0.02977;0.01526
415;69;1997;0.02888;0.01363
416;69;1998;0.02877;0.0138
417;69;1999;0.02845;0.01443
418;69;2000;0.02539;0.01423
419;69;1996-2000;0.02822;0.01427
420;70;1996;0.03126;0.01609
421;70;1997;0.03152;0.01634
422;70;1998;0.02974;0.01507
423;70;1999;0.03082;0.01601
424;70;2000;0.02935;0.01548
425;70;1996-2000;0.03052;0.01579
426;71;1996;0.03745;0.01829
427;71;1997;0.03441;0.01739
428;71;1998;0.03491;0.01734
429;71;1999;0.03346;0.01775
430;71;2000;0.03328;0.01676
431;71;1996-2000;0.03468;0.01751
432;72;1996;0.04031;0.0191
433;72;1997;0.03915;0.01957
434;72;1998;0.03758;0.01929
435;72;1999;0.03685;0.02023
436;72;2000;0.03649;0.01938
437;72;1996-2000;0.03806;0.01951
438;73;1996;0.04614;0.02168
439;73;1997;0.0436;0.02064
440;73;1998;0.04287;0.02193
441;73;1999;0.04183;0.02126
442;73;2000;0.04095;0.02155
443;73;1996-2000;0.04308;0.02141
444;74;1996;0.04963;0.02496
445;74;1997;0.04867;0.02341
446;74;1998;0.04891;0.02352
447;74;1999;0.04707;0.02418
448;74;2000;0.04475;0.0231
449;74;1996-2000;0.0478;0.02383
450;75;1996;0.05424;0.02681
451;75;1997;0.0525;0.02718
452;75;1998;0.05124;0.02697
453;75;1999;0.05338;0.02572
454;75;2000;0.0509;0.02642
455;75;1996-2000;0.05244;0.02662
456;76;1996;0.06163;0.0315
457;76;1997;0.0586;0.03013
458;76;1998;0.05698;0.02885
459;76;1999;0.0556;0.02998
460;76;2000;0.0559;0.02988
461;76;1996-2000;0.05773;0.03008
462;77;1996;0.06811;0.03363
463;77;1997;0.06159;0.03215
464;77;1998;0.06347;0.0329
465;77;1999;0.06302;0.03477
466;77;2000;0.06196;0.03225
467;77;1996-2000;0.06347;0.03312
468;78;1996;0.07527;0.03876
469;78;1997;0.07362;0.03761
470;78;1998;0.06838;0.03869
471;78;1999;0.07072;0.03739
472;78;2000;0.0681;0.03664
473;78;1996-2000;0.07096;0.03779
474;79;1996;0.08375;0.04166
475;79;1997;0.07893;0.04362
476;79;1998;0.07863;0.04041
477;79;1999;0.07751;0.04316
478;79;2000;0.07641;0.04285
479;79;1996-2000;0.07889;0.04238
480;80;1996;0.09201;0.051
481;80;1997;0.08701;0.04864
482;80;1998;0.08751;0.04669
483;80;1999;0.08227;0.04759
484;80;2000;0.08327;0.04916
485;80;1996-2000;0.08625;0.04865
486;81;1996;0.09435;0.05529
487;81;1997;0.0986;0.05585
488;81;1998;0.09397;0.05535
489;81;1999;0.0936;0.05468
490;81;2000;0.09411;0.05369
491;81;1996-2000;0.09492;0.05497
492;82;1996;0.10555;0.0621
493;82;1997;0.10308;0.06179
494;82;1998;0.10434;0.06215
495;82;1999;0.10265;0.06482
496;82;2000;0.10303;0.06346
497;82;1996-2000;0.10374;0.06286
498;83;1996;0.12005;0.07349
499;83;1997;0.11264;0.06984
500;83;1998;0.115;0.07012
501;83;1999;0.11343;0.07045
502;83;2000;0.11132;0.07023
503;83;1996-2000;0.11447;0.07083
504;84;1996;0.13086;0.08054
505;84;1997;0.1258;0.07927
506;84;1998;0.12439;0.0795
507;84;1999;0.12813;0.07837
508;84;2000;0.13034;0.08412
509;84;1996-2000;0.12786;0.08036
510;85;1996;0.14096;0.08961
511;85;1997;0.13735;0.08932
512;85;1998;0.13745;0.08885
513;85;1999;0.13735;0.09045
514;85;2000;0.13723;0.09123
515;85;1996-2000;0.13801;0.08989
516;86;1996;0.15113;0.10249
517;86;1997;0.14069;0.09853
518;86;1998;0.15117;0.09991
519;86;1999;0.14528;0.10118
520;86;2000;0.14451;0.10188
521;86;1996-2000;0.14655;0.10082
522;87;1996;0.16944;0.11274
523;87;1997;0.16088;0.11231
524;87;1998;0.15967;0.11669
525;87;1999;0.16436;0.11689
526;87;2000;0.16308;0.11406
527;87;1996-2000;0.16348;0.11455
528;88;1996;0.17983;0.12908
529;88;1997;0.17975;0.12882
530;88;1998;0.17552;0.12607
531;88;1999;0.17473;0.12932
532;88;2000;0.1737;0.13089
533;88;1996-2000;0.17664;0.12886
534;89;1996;0.19352;0.14608
535;89;1997;0.19519;0.14399
536;89;1998;0.19356;0.14446
537;89;1999;0.19852;0.14528
538;89;2000;0.18908;0.1417
539;89;1996-2000;0.19397;0.1443
540;90;1996;0.20971;0.16078
541;90;1997;0.20375;0.15567
542;90;1998;0.21029;0.16035
543;90;1999;0.21589;0.15949
544;90;2000;0.2011;0.16078
545;90;1996-2000;0.20814;0.15943
546;91;1996;0.22865;0.17492
547;91;1997;0.22214;0.17927
548;91;1998;0.24401;0.17744
549;91;1999;0.23293;0.18158
550;91;2000;0.23593;0.17321
551;91;1996-2000;0.23281;0.17728
552;92;1996;0.25132;0.19811
553;92;1997;0.23334;0.18943
554;92;1998;0.23836;0.18974
555;92;1999;0.26202;0.1999
556;92;2000;0.24503;0.19838
557;92;1996-2000;0.24599;0.19518
558;93;1996;0.24201;0.21605
559;93;1997;0.24419;0.22058
560;93;1998;0.26438;0.21542
561;93;1999;0.27162;0.21557
562;93;2000;0.25396;0.21906
563;93;1996-2000;0.25542;0.21734
564;94;1996;0.28703;0.23915
565;94;1997;0.27246;0.23654
566;94;1998;0.25407;0.23033
567;94;1999;0.29563;0.24524
568;94;2000;0.27851;0.23362
569;94;1996-2000;0.27754;0.23698
570;95;1996;0.30685;0.24294
571;95;1997;0.29258;0.25771
572;95;1998;0.28041;0.25453
573;95;1999;0.29533;0.25503
574;95;2000;0.30226;0.25186
575;95;1996-2000;0.29541;0.25245
576;96;1996;0.29153;0.28721
577;96;1997;0.34027;0.27708
578;96;1998;0.31937;0.2878
579;96;1999;0.31573;0.29314
580;96;2000;0.32451;0.2723
581;96;1996-2000;0.31869;0.28327
582;97;1996;0.33272;0.3074
583;97;1997;0.34328;0.29146
584;97;1998;0.31657;0.28759
585;97;1999;0.37209;0.30345
586;97;2000;0.30563;0.30894
587;97;1996-2000;0.33375;0.29978
588;98;1996;0.34211;0.31541
589;98;1997;0.3544;0.31892
590;98;1998;0.3553;0.3222
591;98;1999;0.3619;0.35112
592;98;2000;0.37892;0.30977
593;98;1996-2000;0.35897;0.32413
594;99;1996;0.34699;0.32684
595;99;1997;0.37374;0.34144
596;99;1998;0.35319;0.35204
597;99;1999;0.41518;0.36888
598;99;2000;0.41791;0.33855
599;99;1996-2000;0.38217;0.34559
600;99,5 jaar;1996;0.45714;0.37691
601;99,5 jaar;1997;0.34944;0.36906
602;99,5 jaar;1998;0.40486;0.36408
603;99,5 jaar;1999;0.40264;0.35962
604;99,5 jaar;2000;0.40613;0.35948
605;99,5 jaar;1996-2000;0.40441;0.36571
606;100,5 jaar;1996;0.46061;0.38691
607;100,5 jaar;1997;0.5;0.3726
608;100,5 jaar;1998;0.55172;0.3913
609;100,5 jaar;1999;0.47297;0.39642
610;100,5 jaar;2000;0.4;0.41379
611;100,5 jaar;1996-2000;0.47619;0.39275
612;101,5 jaar;1996;0.52;0.40394
613;101,5 jaar;1997;0.47727;0.44289
614;101,5 jaar;1998;0.60526;0.43172
615;101,5 jaar;1999;0.48718;0.42947
616;101,5 jaar;2000;0.35897;0.39323
617;101,5 jaar;1996-2000;0.49048;0.42021
618;102,5 jaar;1996;0.63333;0.34286
619;102,5 jaar;1997;0.41667;0.39331
620;102,5 jaar;1998;0.6087;0.42017
621;102,5 jaar;1999;0.53333;0.4556
622;102,5 jaar;2000;0.7;0.46667
623;102,5 jaar;1996-2000;0.58036;0.41941
624;103,5 jaar;1996;0.5;0.40741
625;103,5 jaar;1997;0.54545;0.42029
626;103,5 jaar;1998;0.5;0.34722
627;103,5 jaar;1999;0.77778;0.52174
628;103,5 jaar;2000;0.42857;0.58156
629;103,5 jaar;1996-2000;0.54545;0.4574
630;104,5 jaar;1996;0.45455;0.5
631;104,5 jaar;1997;0.42857;0.46875
632;104,5 jaar;1998;0.0;0.5
633;104,5 jaar;1999;0.14286;0.48936
634;104,5 jaar;2000;1.0;0.48485
635;104,5 jaar;1996-2000;0.34375;0.48889
636;105,5 jaar;1996;0.5;0.38889
637;105,5 jaar;1997;0.5;0.5
638;105,5 jaar;1998;0.5;0.76471
639;105,5 jaar;1999;0.4;0.25
640;105,5 jaar;2000;0.33333;0.54167
641;105,5 jaar;1996-2000;0.43478;0.48387
