ID;Vissoort;Perioden;PrijsAangevoerdeVis_1
171;5;2006 april;11450.0
172;5;2006 mei;10240.0
173;5;2006 juni;12440.0
174;5;2006 juli;9400.0
175;5;2006 augustus;6690.0
176;5;2006 september;6970.0
177;5;2006 oktober;6940.0
178;5;2006 november;7140.0
179;5;2006 december;8630.0
180;5;2006;8430.0
181;5;2007 januari;7520.0
182;5;2007 februari;7360.0
183;5;2007 maart;7840.0
184;5;2007 april;7340.0
185;5;2007 mei;8760.0
186;5;2007 juni;9150.0
187;5;2007 juli;9080.0
188;5;2007 augustus;6910.0
189;5;2007 september;6570.0
190;5;2007 oktober;6470.0
191;5;2007 november;6750.0
192;5;2007 december;9160.0
193;5;2007;7570.0
194;5;2008 januari;10160.0
195;5;2008 februari;9710.0
196;5;2008 maart;11160.0
197;5;2008 april;7620.0
198;5;2008 mei;9490.0
199;5;2008 juni;10700.0
200;5;2008 juli;11730.0
201;5;2008 augustus;8130.0
202;5;2008 september;7510.0
203;5;2008 oktober;7330.0
204;5;2008 november;7230.0
205;5;2008 december;8120.0
206;5;2008;8740.0
207;5;2009 januari;7000.0
208;5;2009 februari;7490.0
209;5;2009 maart;7700.0
210;5;2009 april;7660.0
211;5;2009 mei;7420.0
212;5;2009 juni;9880.0
213;5;2009 juli;7840.0
214;5;2009 augustus;7080.0
215;5;2009 september;6650.0
216;5;2009 oktober;6110.0
217;5;2009 november;6190.0
218;5;2009 december;7720.0
219;5;2009;7240.0
220;5;2010 januari;5940.0
221;5;2010 februari;6560.0
222;5;2010 maart;6180.0
223;5;2010 april;6830.0
224;5;2010 mei;7320.0
225;5;2010 juni;7560.0
226;5;2010 juli;7390.0
227;5;2010 augustus;6500.0
228;5;2010 september;6290.0
229;5;2010 oktober;5730.0
230;5;2010 november;5640.0
231;5;2010 december;6850.0
232;5;2010;6420.0
233;5;2011 januari;5730.0
234;5;2011 februari;6960.0
235;5;2011 maart;8200.0
236;5;2011 april;7780.0
237;5;2011 mei;8170.0
238;5;2011 juni;9120.0
239;5;2011 juli;8880.0
240;5;2011 augustus;6750.0
241;5;2011 september;7280.0
242;5;2011 oktober;6290.0
243;5;2011 november;5900.0
244;5;2011 december;8190.0
245;5;2011;7210.0
246;5;2012 januari;6100.0
247;5;2012 februari;5414.0
248;5;2012 maart;5840.0
249;5;2012 april;6536.0
250;5;2012 mei;7341.0
251;5;2012 juni;6889.0
252;5;2012 juli;6466.0
253;5;2012 augustus;6216.0
254;5;2012 september;6300.0
255;5;2012 oktober;5753.0
256;5;2012 november;5576.0
257;5;2012 december;6362.0
258;5;2012;6141.0
259;5;2013 januari;5633.0
260;5;2013 februari;7077.0
261;5;2013 maart;6905.0
262;5;2013 april;7195.0
263;5;2013 mei;8542.0
264;5;2013 juni;7016.0
265;5;2013 juli;9110.0
266;5;2013 augustus;7073.0
267;5;2013 september;7453.0
268;5;2013 oktober;7217.0
269;5;2013 november;7334.0
270;5;2013 december;8238.0
271;5;2013;7270.0
272;5;2014 januari;7850.0
273;5;2014 februari;8850.0
274;5;2014 maart;8100.0
275;5;2014 april;9289.0
276;5;2014 mei;9724.0
277;5;2014 juni;10033.0
278;5;2014 juli;8839.0
279;5;2014 augustus;8421.0
280;5;2014 september;6857.0
281;5;2014 oktober;7284.0
282;5;2014 november;6989.0
283;5;2014 december;7973.0
284;5;2014;8093.0
285;5;2015 januari;6534.0
286;5;2015 februari;6028.0
287;5;2015 maart;6917.0
288;6;1994;
289;6;1995;1452.0
290;6;1996;1452.0
291;6;1997;
292;6;1998;1824.0
293;6;1999;2006.0
294;6;2000;2106.0
295;6;2001;
296;6;2002;2000.0
297;6;2003;2200.0
298;6;2004;2250.0
299;6;2005 januari;3520.0
300;6;2005 februari;2270.0
301;6;2005 maart;490.0
302;6;2005 april;3110.0
303;6;2005 mei;1680.0
304;6;2005 juni;1490.0
305;6;2005 juli;1840.0
306;6;2005 augustus;2210.0
307;6;2005 september;2880.0
308;6;2005 oktober;2810.0
309;6;2005 november;2740.0
310;6;2005 december;2620.0
311;6;2005;1800.0
312;6;2006 januari;2720.0
313;6;2006 februari;
314;6;2006 maart;
315;6;2006 april;
316;6;2006 mei;2160.0
317;6;2006 juni;1750.0
318;6;2006 juli;
319;6;2006 augustus;1980.0
320;6;2006 september;1950.0
321;6;2006 oktober;1000.0
322;6;2006 november;2650.0
323;6;2006 december;2000.0
324;6;2006;2110.0
325;6;2007 januari;3070.0
326;6;2007 februari;3370.0
327;6;2007 maart;4080.0
328;6;2007 april;3300.0
329;6;2007 mei;1860.0
330;6;2007 juni;2260.0
331;6;2007 juli;2090.0
332;6;2007 augustus;2150.0
333;6;2007 september;2090.0
334;6;2007 oktober;2000.0
335;6;2007 november;1610.0
336;6;2007 december;2300.0
337;6;2007;2090.0
338;6;2008 januari;3130.0
339;6;2008 februari;3940.0
340;6;2008 maart;3010.0
341;6;2008 april;2700.0
342;6;2008 mei;2100.0
343;6;2008 juni;2120.0
344;6;2008 juli;2370.0
345;6;2008 augustus;1770.0
346;6;2008 september;1760.0
347;6;2008 oktober;2000.0
348;6;2008 november;2050.0
349;6;2008 december;2100.0
350;6;2008;2090.0
351;6;2009 januari;2660.0
352;6;2009 februari;2680.0
353;6;2009 maart;3600.0
354;6;2009 april;2760.0
355;6;2009 mei;1600.0
356;6;2009 juni;1690.0
357;6;2009 juli;1350.0
358;6;2009 augustus;1100.0
359;6;2009 september;1820.0
360;6;2009 oktober;2330.0
361;6;2009 november;2560.0
362;6;2009 december;2300.0
363;6;2009;1990.0
364;6;2010 januari;2850.0
365;6;2010 februari;2810.0
366;6;2010 maart;3690.0
367;6;2010 april;3430.0
368;6;2010 mei;2690.0
369;6;2010 juni;2220.0
370;6;2010 juli;2360.0
371;6;2010 augustus;2460.0
372;6;2010 september;2180.0
373;6;2010 oktober;2390.0
374;6;2010 november;2260.0
375;6;2010 december;1750.0
376;6;2010;2440.0
377;6;2011 januari;1990.0
378;6;2011 februari;3260.0
379;6;2011 maart;3400.0
380;6;2011 april;4100.0
381;6;2011 mei;3090.0
382;6;2011 juni;1910.0
383;6;2011 juli;
384;6;2011 augustus;3040.0
385;6;2011 september;2050.0
386;6;2011 oktober;3220.0
387;6;2011 november;3530.0
388;6;2011 december;
389;6;2011;2690.0
390;6;2012 januari;703.0
391;6;2012 februari;1374.0
392;6;2012 maart;259.0
393;6;2012 april;343.0
394;6;2012 mei;1469.0
395;6;2012 juni;470.0
396;6;2012 juli;483.0
397;6;2012 augustus;1458.0
398;6;2012 september;786.0
399;6;2012 oktober;987.0
400;6;2012 november;941.0
401;6;2012 december;434.0
402;6;2012;740.0
403;6;2013 januari;1068.0
404;6;2013 februari;366.0
405;6;2013 maart;1290.0
406;6;2013 april;
407;6;2013 mei;
408;6;2013 juni;2870.0
409;6;2013 juli;132.0
410;6;2013 augustus;
411;6;2013 september;
412;6;2013 oktober;
413;6;2013 november;
414;6;2013 december;
415;6;2013;779.0
416;6;2014 januari;
417;6;2014 februari;271.0
418;6;2014 maart;
419;6;2014 april;
420;6;2014 mei;300.0
421;6;2014 juni;
422;6;2014 juli;102.0
423;6;2014 augustus;162.0
424;6;2014 september;
425;6;2014 oktober;
426;6;2014 november;
427;6;2014 december;
428;6;2014;621.0
429;6;2015 januari;
430;6;2015 februari;
431;6;2015 maart;
432;7;1994;59.0
433;7;1995;132.0
434;7;1996;286.0
435;7;1997;263.0
436;7;1998;254.0
437;7;1999;241.0
438;7;2000;227.0
439;7;2001;336.0
440;7;2002;330.0
441;7;2003;
442;7;2004;
443;7;2005 januari;
444;7;2005 februari;
445;7;2005 maart;160.0
446;7;2005 april;140.0
447;7;2005 mei;
448;7;2005 juni;
449;7;2005 juli;
450;7;2005 augustus;
451;7;2005 september;
452;7;2005 oktober;
453;7;2005 november;
454;7;2005 december;410.0
455;7;2005;160.0
456;7;2006 januari;
457;7;2006 februari;
458;7;2006 maart;
459;7;2006 april;
460;7;2006 mei;200.0
461;7;2006 juni;
462;7;2006 juli;
463;7;2006 augustus;
464;7;2006 september;
465;7;2006 oktober;
466;7;2006 november;
467;7;2006 december;270.0
468;7;2006;250.0
469;7;2007 januari;
470;7;2007 februari;
471;7;2007 maart;
472;7;2007 april;
473;7;2007 mei;
474;7;2007 juni;
475;7;2007 juli;
476;7;2007 augustus;
477;7;2007 september;
478;7;2007 oktober;
479;7;2007 november;
480;7;2007 december;
481;7;2007;
482;7;2008 januari;
483;7;2008 februari;
484;7;2008 maart;
485;7;2008 april;
486;7;2008 mei;
487;7;2008 juni;
488;7;2008 juli;
489;7;2008 augustus;
490;7;2008 september;
491;7;2008 oktober;
492;7;2008 november;
493;7;2008 december;
494;7;2008;
495;7;2009 januari;
496;7;2009 februari;
497;7;2009 maart;
498;7;2009 april;
499;7;2009 mei;
500;7;2009 juni;
501;7;2009 juli;
502;7;2009 augustus;
503;7;2009 september;
504;7;2009 oktober;
505;7;2009 november;
506;7;2009 december;
507;7;2009;
508;7;2010 januari;
509;7;2010 februari;
510;7;2010 maart;
511;7;2010 april;
512;7;2010 mei;
513;7;2010 juni;
514;7;2010 juli;
515;7;2010 augustus;
516;7;2010 september;
517;7;2010 oktober;
518;7;2010 november;
519;7;2010 december;
520;7;2010;
521;7;2011 januari;
522;7;2011 februari;
523;7;2011 maart;
524;7;2011 april;
525;7;2011 mei;
526;7;2011 juni;
527;7;2011 juli;
528;7;2011 augustus;
529;7;2011 september;
530;7;2011 oktober;
531;7;2011 november;
532;7;2011 december;
533;7;2011;
534;7;2012 januari;571.0
535;7;2012 februari;560.0
536;7;2012 maart;248.0
537;7;2012 april;220.0
538;7;2012 mei;
539;7;2012 juni;
540;7;2012 juli;
541;7;2012 augustus;
542;7;2012 september;
543;7;2012 oktober;721.0
544;7;2012 november;1082.0
545;7;2012 december;1039.0
546;7;2012;365.0
547;7;2013 januari;483.0
548;7;2013 februari;520.0
549;7;2013 maart;619.0
550;7;2013 april;326.0
551;7;2013 mei;231.0
552;7;2013 juni;
553;7;2013 juli;155.0
554;7;2013 augustus;
555;7;2013 september;605.0
556;7;2013 oktober;1114.0
557;7;2013 november;838.0
558;7;2013 december;498.0
559;7;2013;524.0
560;7;2014 januari;450.0
561;7;2014 februari;597.0
562;7;2014 maart;306.0
563;7;2014 april;190.0
564;7;2014 mei;460.0
565;7;2014 juni;439.0
566;7;2014 juli;
567;7;2014 augustus;850.0
568;7;2014 september;341.0
569;7;2014 oktober;494.0
570;7;2014 november;408.0
571;7;2014 december;617.0
572;7;2014;423.0
573;7;2015 januari;611.0
574;7;2015 februari;345.0
575;7;2015 maart;400.0
576;8;1994;2093.0
577;8;1995;1752.0
578;8;1996;2092.0
579;8;1997;2137.0
580;8;1998;2382.0
581;8;1999;2509.0
582;8;2000;1856.0
583;8;2001;2192.0
584;8;2002;2530.0
585;8;2003;1820.0
586;8;2004;1680.0
587;8;2005 januari;3430.0
588;8;2005 februari;4430.0
589;8;2005 maart;4130.0
590;8;2005 april;2680.0
591;8;2005 mei;2730.0
592;8;2005 juni;1820.0
593;8;2005 juli;1480.0
594;8;2005 augustus;2230.0
595;8;2005 september;2570.0
596;8;2005 oktober;2950.0
597;8;2005 november;3240.0
598;8;2005 december;2820.0
599;8;2005;2240.0
600;8;2006 januari;
601;8;2006 februari;
602;8;2006 maart;
603;8;2006 april;
604;8;2006 mei;
605;8;2006 juni;2300.0
606;8;2006 juli;1770.0
607;8;2006 augustus;2600.0
608;8;2006 september;2960.0
609;8;2006 oktober;2640.0
610;8;2006 november;3300.0
611;8;2006 december;2860.0
612;8;2006;2440.0
613;8;2007 januari;3450.0
614;8;2007 februari;2880.0
615;8;2007 maart;3620.0
616;8;2007 april;3340.0
617;8;2007 mei;2100.0
618;8;2007 juni;1510.0
619;8;2007 juli;1390.0
620;8;2007 augustus;1430.0
621;8;2007 september;2100.0
622;8;2007 oktober;2080.0
623;8;2007 november;3070.0
624;8;2007 december;2710.0
625;8;2007;3830.0
626;8;2008 januari;3340.0
627;8;2008 februari;3530.0
628;8;2008 maart;3600.0
629;8;2008 april;2430.0
630;8;2008 mei;1870.0
631;8;2008 juni;1440.0
632;8;2008 juli;1190.0
633;8;2008 augustus;1300.0
634;8;2008 september;1540.0
635;8;2008 oktober;2500.0
636;8;2008 november;3030.0
637;8;2008 december;3040.0
638;8;2008;1470.0
639;8;2009 januari;2360.0
640;8;2009 februari;2450.0
641;8;2009 maart;1970.0
642;8;2009 april;2780.0
643;8;2009 mei;2820.0
644;8;2009 juni;860.0
645;8;2009 juli;970.0
646;8;2009 augustus;1050.0
647;8;2009 september;1550.0
648;8;2009 oktober;1990.0
649;8;2009 november;2610.0
650;8;2009 december;2540.0
651;8;2009;1150.0
652;8;2010 januari;2850.0
653;8;2010 februari;2730.0
654;8;2010 maart;2980.0
655;8;2010 april;3280.0
656;8;2010 mei;1930.0
657;8;2010 juni;1190.0
658;8;2010 juli;980.0
659;8;2010 augustus;1420.0
660;8;2010 september;1570.0
661;8;2010 oktober;1710.0
662;8;2010 november;2170.0
663;8;2010 december;2670.0
664;8;2010;1320.0
665;8;2011 januari;3490.0
666;8;2011 februari;3340.0
667;8;2011 maart;2800.0
668;8;2011 april;1820.0
669;8;2011 mei;2590.0
670;8;2011 juni;1430.0
671;8;2011 juli;1330.0
672;8;2011 augustus;1510.0
673;8;2011 september;1770.0
674;8;2011 oktober;2590.0
675;8;2011 november;3200.0
676;8;2011 december;
677;8;2011;1550.0
678;8;2012 januari;2870.0
679;8;2012 februari;3276.0
680;8;2012 maart;2715.0
681;8;2012 april;2265.0
682;8;2012 mei;2467.0
683;8;2012 juni;1436.0
684;8;2012 juli;1298.0
685;8;2012 augustus;1484.0
686;8;2012 september;2596.0
687;8;2012 oktober;3010.0
688;8;2012 november;2660.0
689;8;2012 december;
690;8;2012;1556.0
691;8;2013 januari;2955.0
692;8;2013 februari;1868.0
693;8;2013 maart;3004.0
694;8;2013 april;2061.0
695;8;2013 mei;2442.0
696;8;2013 juni;1892.0
697;8;2013 juli;1579.0
698;8;2013 augustus;1604.0
699;8;2013 september;1700.0
700;8;2013 oktober;1719.0
701;8;2013 november;2850.0
702;8;2013 december;1764.0
703;8;2013;1683.0
704;8;2014 januari;2877.0
705;8;2014 februari;2121.0
706;8;2014 maart;2740.0
707;8;2014 april;1606.0
708;8;2014 mei;1525.0
709;8;2014 juni;1169.0
710;8;2014 juli;1451.0
711;8;2014 augustus;1551.0
712;8;2014 september;1591.0
713;8;2014 oktober;2365.0
714;8;2014 november;2441.0
715;8;2014 december;2248.0
716;8;2014;1430.0
717;8;2015 januari;
718;8;2015 februari;
719;8;2015 maart;
720;9;1994;
721;9;1995;
722;9;1996;
723;9;1997;
724;9;1998;7610.0
725;9;1999;8540.0
726;9;2000;5713.0
727;9;2001;7655.0
728;9;2002;6810.0
729;9;2003;7210.0
730;9;2004;6800.0
731;9;2005 januari;9830.0
732;9;2005 februari;7890.0
733;9;2005 maart;7790.0
734;9;2005 april;6560.0
735;9;2005 mei;6950.0
736;9;2005 juni;6110.0
737;9;2005 juli;7670.0
738;9;2005 augustus;8640.0
739;9;2005 september;8630.0
740;9;2005 oktober;9520.0
741;9;2005 november;10610.0
742;9;2005 december;8870.0
743;9;2005;7370.0
744;9;2006 januari;
745;9;2006 februari;
746;9;2006 maart;
747;9;2006 april;
748;9;2006 mei;
749;9;2006 juni;9630.0
750;9;2006 juli;
751;9;2006 augustus;9990.0
752;9;2006 september;9490.0
753;9;2006 oktober;9840.0
754;9;2006 november;8350.0
755;9;2006 december;13140.0
756;9;2006;9450.0
757;9;2007 januari;12570.0
758;9;2007 februari;12540.0
759;9;2007 maart;11790.0
760;9;2007 april;9030.0
761;9;2007 mei;7580.0
762;9;2007 juni;6780.0
763;9;2007 juli;6910.0
764;9;2007 augustus;7480.0
765;9;2007 september;7980.0
766;9;2007 oktober;8750.0
767;9;2007 november;6350.0
768;9;2007 december;5850.0
769;9;2007;7630.0
770;9;2008 januari;10850.0
771;9;2008 februari;12180.0
772;9;2008 maart;10300.0
773;9;2008 april;7130.0
774;9;2008 mei;5580.0
775;9;2008 juni;6670.0
776;9;2008 juli;5580.0
777;9;2008 augustus;7690.0
778;9;2008 september;7520.0
779;9;2008 oktober;9260.0
780;9;2008 november;7380.0
781;9;2008 december;8970.0
782;9;2008;7180.0
783;9;2009 januari;11440.0
784;9;2009 februari;10210.0
785;9;2009 maart;8170.0
786;9;2009 april;8110.0
787;9;2009 mei;8110.0
788;9;2009 juni;9410.0
789;9;2009 juli;7380.0
790;9;2009 augustus;8710.0
791;9;2009 september;9950.0
792;9;2009 oktober;7390.0
793;9;2009 november;6730.0
794;9;2009 december;9340.0
795;9;2009;8350.0
796;9;2010 januari;11830.0
797;9;2010 februari;11240.0
798;9;2010 maart;11090.0
799;9;2010 april;9900.0
800;9;2010 mei;10970.0
801;9;2010 juni;9740.0
802;9;2010 juli;8950.0
803;9;2010 augustus;10800.0
804;9;2010 september;7350.0
805;9;2010 oktober;7330.0
806;9;2010 november;7640.0
807;9;2010 december;8970.0
808;9;2010;9610.0
809;9;2011 januari;12840.0
810;9;2011 februari;13490.0
811;9;2011 maart;13050.0
812;9;2011 april;11860.0
813;9;2011 mei;12100.0
814;9;2011 juni;10620.0
815;9;2011 juli;11270.0
816;9;2011 augustus;9690.0
817;9;2011 september;7880.0
818;9;2011 oktober;5990.0
819;9;2011 november;8050.0
820;9;2011 december;10010.0
821;9;2011;9980.0
822;9;2012 januari;6368.0
823;9;2012 februari;11380.0
824;9;2012 maart;11896.0
825;9;2012 april;12983.0
826;9;2012 mei;12228.0
827;9;2012 juni;10074.0
828;9;2012 juli;12753.0
829;9;2012 augustus;4710.0
830;9;2012 september;8003.0
831;9;2012 oktober;9960.0
832;9;2012 november;8703.0
833;9;2012 december;5413.0
834;9;2012;9199.0
835;9;2013 januari;11166.0
836;9;2013 februari;
837;9;2013 maart;14110.0
838;9;2013 april;14859.0
839;9;2013 mei;12211.0
840;9;2013 juni;7414.0
841;9;2013 juli;10617.0
842;9;2013 augustus;11908.0
843;9;2013 september;9698.0
844;9;2013 oktober;8842.0
845;9;2013 november;7886.0
846;9;2013 december;13893.0
847;9;2013;9874.0
848;9;2014 januari;10635.0
849;9;2014 februari;13551.0
850;9;2014 maart;10924.0
851;9;2014 april;10943.0
852;9;2014 mei;12025.0
853;9;2014 juni;10494.0
854;9;2014 juli;11049.0
855;9;2014 augustus;9583.0
856;9;2014 september;8870.0
857;9;2014 oktober;7843.0
858;9;2014 november;9797.0
859;9;2014 december;7269.0
860;9;2014;9970.0
861;9;2015 januari;
862;9;2015 februari;12128.0
863;9;2015 maart;11514.0
864;10;1994;
865;10;1995;
866;10;1996;
867;10;1997;227.0
868;10;1998;245.0
869;10;1999;241.0
870;10;2000;304.0
871;10;2001;417.0
872;10;2002;300.0
873;10;2003;210.0
874;10;2004;220.0
875;10;2005 januari;1040.0
876;10;2005 februari;940.0
877;10;2005 maart;830.0
878;10;2005 april;250.0
879;10;2005 mei;200.0
880;10;2005 juni;160.0
881;10;2005 juli;210.0
882;10;2005 augustus;430.0
883;10;2005 september;790.0
884;10;2005 oktober;900.0
885;10;2005 november;990.0
886;10;2005 december;640.0
887;10;2005;270.0
888;10;2006 januari;290.0
889;10;2006 februari;650.0
890;10;2006 maart;970.0
891;10;2006 april;
892;10;2006 mei;310.0
893;10;2006 juni;260.0
894;10;2006 juli;260.0
895;10;2006 augustus;530.0
896;10;2006 september;710.0
897;10;2006 oktober;760.0
898;10;2006 november;750.0
899;10;2006 december;510.0
900;10;2006;390.0
901;10;2007 januari;1080.0
902;10;2007 februari;410.0
903;10;2007 maart;370.0
904;10;2007 april;290.0
905;10;2007 mei;240.0
906;10;2007 juni;360.0
907;10;2007 juli;370.0
908;10;2007 augustus;610.0
909;10;2007 september;730.0
910;10;2007 oktober;660.0
911;10;2007 november;790.0
912;10;2007 december;710.0
913;10;2007;410.0
914;10;2008 januari;800.0
915;10;2008 februari;650.0
916;10;2008 maart;650.0
917;10;2008 april;410.0
918;10;2008 mei;240.0
919;10;2008 juni;240.0
920;10;2008 juli;240.0
921;10;2008 augustus;680.0
922;10;2008 september;1020.0
923;10;2008 oktober;950.0
924;10;2008 november;810.0
925;10;2008 december;530.0
926;10;2008;380.0
927;10;2009 januari;460.0
928;10;2009 februari;440.0
929;10;2009 maart;630.0
930;10;2009 april;330.0
931;10;2009 mei;220.0
932;10;2009 juni;190.0
933;10;2009 juli;180.0
934;10;2009 augustus;410.0
935;10;2009 september;500.0
936;10;2009 oktober;620.0
937;10;2009 november;1020.0
938;10;2009 december;1280.0
939;10;2009;320.0
940;10;2010 januari;720.0
941;10;2010 februari;530.0
942;10;2010 maart;1040.0
943;10;2010 april;370.0
944;10;2010 mei;220.0
945;10;2010 juni;220.0
946;10;2010 juli;270.0
947;10;2010 augustus;500.0
948;10;2010 september;1200.0
949;10;2010 oktober;860.0
950;10;2010 november;1310.0
951;10;2010 december;820.0
952;10;2010;390.0
953;10;2011 januari;1660.0
954;10;2011 februari;1470.0
955;10;2011 maart;880.0
956;10;2011 april;380.0
957;10;2011 mei;280.0
958;10;2011 juni;300.0
959;10;2011 juli;360.0
960;10;2011 augustus;790.0
961;10;2011 september;1240.0
962;10;2011 oktober;990.0
963;10;2011 november;1060.0
964;10;2011 december;1650.0
965;10;2011;480.0
966;10;2012 januari;1084.0
967;10;2012 februari;657.0
968;10;2012 maart;999.0
969;10;2012 april;531.0
970;10;2012 mei;477.0
971;10;2012 juni;491.0
972;10;2012 juli;457.0
973;10;2012 augustus;470.0
974;10;2012 september;616.0
975;10;2012 oktober;759.0
976;10;2012 november;1652.0
977;10;2012 december;918.0
978;10;2012;547.0
979;10;2013 januari;806.0
980;10;2013 februari;999.0
981;10;2013 maart;836.0
982;10;2013 april;1120.0
983;10;2013 mei;338.0
984;10;2013 juni;310.0
985;10;2013 juli;314.0
986;10;2013 augustus;433.0
987;10;2013 september;515.0
988;10;2013 oktober;611.0
989;10;2013 november;847.0
990;10;2013 december;834.0
991;10;2013;445.0
992;10;2014 januari;1244.0
993;10;2014 februari;622.0
994;10;2014 maart;626.0
995;10;2014 april;454.0
996;10;2014 mei;327.0
997;10;2014 juni;317.0
998;10;2014 juli;355.0
999;10;2014 augustus;1093.0
1000;10;2014 september;578.0
1001;10;2014 oktober;798.0
1002;10;2014 november;1200.0
1003;10;2014 december;1873.0
1004;10;2014;491.0
1005;10;2015 januari;1450.0
1006;10;2015 februari;728.0
1007;10;2015 maart;1400.0
1008;11;1994;1538.0
1009;11;1995;1252.0
1010;11;1996;1370.0
1011;11;1997;1584.0
1012;11;1998;1910.0
1013;11;1999;2287.0
1014;11;2000;2537.0
1015;11;2001;2587.0
1016;11;2002;2630.0
1017;11;2003;2540.0
1018;11;2004;2370.0
1019;11;2005 januari;2590.0
