ID;SoortGebouw;Regio;AantalGebouwen_1
8612;Totaal aantal gebouwen;"Zevenhuizen; vh; Langs den Bierhoogtweg";14
8613;Totaal aantal gebouwen;"Zevenhuizen; vh; Langs den Breedeweg";77
8614;Totaal aantal gebouwen;"Zevenhuizen; vh; L/d Burg. Klinkhamerweg";12
8615;Totaal aantal gebouwen;"Zevenhuizen; vh; Langs den Capelscheweg";6
8616;Totaal aantal gebouwen;"Zevenhuizen; vh; Langs den Groeneweg";2
8617;Totaal aantal gebouwen;"Zevenhuizen; vh; Langs den Knibbelweg";39
8618;Totaal aantal gebouwen;"Zevenhuizen; vh; Langs den Middelweg";7
8619;Totaal aantal gebouwen;"Zevenhuizen; vh; L/d Moerkapelsche zijde";6
8620;Totaal aantal gebouwen;"Zevenhuizen; vh; Langs het Noordeinde";75
8621;Totaal aantal gebouwen;"Zevenhuizen; vh; Ld Noordelijken dwarsw.";9
8622;Totaal aantal gebouwen;"Zevenhuizen; vh; Langs den Onderweg";14
8623;Totaal aantal gebouwen;"Zevenhuizen; vh; Langs de Rottekade";34
8624;Totaal aantal gebouwen;"Zevenhuizen; vh; L/d Tweemanspolder";17
8625;Totaal aantal gebouwen;"Zevenhuizen; vh; Langs de Vlietkade";38
8626;Totaal aantal gebouwen;"Zevenhuizen; vh; L/d Wollefoppenweg";59
8627;Totaal aantal gebouwen;"Zevenhuizen; vh; Langs het Zuideinde";49
8628;Totaal aantal gebouwen;"Zoetermeer; totaal";680
8629;Totaal aantal gebouwen;"Zoetermeer; bo; St. Nicolaaszorg";3
8630;Totaal aantal gebouwen;"Zoetermeer; bew. oorden; Zoetermeer, ov.";554
8631;Totaal aantal gebouwen;"Zoetermeer; vh; Zoetermeerschepolder";52
8632;Totaal aantal gebouwen;"Zoetermeer; overige verspreide huizen";71
8633;Totaal aantal gebouwen;"Zoeterwoude; totaal";1609
8634;Totaal aantal gebouwen;"Zoeterwoude; bo; Zoeterwoude";409
8635;Totaal aantal gebouwen;"Zoeterwoude; bo; Zuidbuurt, RK.Zusterkl.";0
8636;Totaal aantal gebouwen;"Zoeterwoude; bew. oorden; Zuidbuurt, ov.";83
8637;Totaal aantal gebouwen;"Zoeterwoude; bewoonde oorden; Westeinde";64
8638;Totaal aantal gebouwen;"Zoeterwoude; bewoonde oorden; Weipoort";269
8639;Totaal aantal gebouwen;"Zoeterwoude; bew. oorden; Gelderswoude";62
8640;Totaal aantal gebouwen;"Zoeterwoude; bo; H Rijnd.,""De G. Herder""";0
8641;Totaal aantal gebouwen;"Zoeterwoude; bo; Hooge Rijndijk, ov.";467
8642;Totaal aantal gebouwen;"Zoeterwoude; bo; Vrouwenweg, Kruish.kl.";0
8643;Totaal aantal gebouwen;"Zoeterwoude; bo; Vrouwenweg, ov.";71
8644;Totaal aantal gebouwen;"Zoeterwoude; vh; Langs den Vliet";75
8645;Totaal aantal gebouwen;"Zoeterwoude; overige verspreide huizen";109
8646;Totaal aantal gebouwen;"Beijerland (Zuid-); totaal";1265
8647;Totaal aantal gebouwen;"Beijerland (Zuid-); bo; Zuid-Beijerland";630
8648;Totaal aantal gebouwen;"Beijerland (Zuid-); bo; Zwartsl. (gd.)";104
8649;Totaal aantal gebouwen;"Beijerland (Zuid-); bo; Zuidzijde (ged.)";28
8650;Totaal aantal gebouwen;"Beijerland (Zuid-); bo; Nieuwendijk (gd)";109
8651;Totaal aantal gebouwen;"Beijerland (Zuid-); bo; Hitsertschekade";36
8652;Totaal aantal gebouwen;"Beijerland (Zuid-); bo; Tiengemeten (gd)";25
8653;Totaal aantal gebouwen;"Beijerland (Zuid-); vh; L/d Moffendijk";69
8654;Totaal aantal gebouwen;"Beijerland (Zuid-); vh; L/d Schenkeldijk";89
8655;Totaal aantal gebouwen;"Beijerland (Zuid-); vh; Z-Beijerl.dijk";38
8656;Totaal aantal gebouwen;"Beijerland (Zuid-); vh; Op Tiengemeten";57
8657;Totaal aantal gebouwen;"Beijerland (Zuid-); ov. verspr. huizen";80
8658;Totaal aantal gebouwen;"Zuidland; totaal";710
8659;Totaal aantal gebouwen;"Zuidland; bewoonde oorden; Zuidland";547
8660;Totaal aantal gebouwen;"Zuidland; vh; Nabij het stoomgemaal";9
8661;Totaal aantal gebouwen;"Zuidland; vh; Langs den Droogendijk";11
8662;Totaal aantal gebouwen;"Zuidland; vh; Langs den Zuidoordschedijk";11
8663;Totaal aantal gebouwen;"Zuidland; vh; Langs den Zeedijk";8
8664;Totaal aantal gebouwen;"Zuidland; vh; L/d Koekendorpscheweg";9
8665;Totaal aantal gebouwen;"Zuidland; vh; Langs den Schoutsweg";7
8666;Totaal aantal gebouwen;"Zuidland; vh; Langs den Lageweg";13
8667;Totaal aantal gebouwen;"Zuidland; vh; Langs den Ramshilscheweg";10
8668;Totaal aantal gebouwen;"Zuidland; vh; Langs den Dwarsweg";12
8669;Totaal aantal gebouwen;"Zuidland; vh; Langs den Kerkweg";15
8670;Totaal aantal gebouwen;"Zuidland; vh; Langs den Langeweg";24
8671;Totaal aantal gebouwen;"Zuidland; vh; Langs den Gooidijk";15
8672;Totaal aantal gebouwen;"Zuidland; overige verspreide huizen";19
8673;Totaal aantal gebouwen;"Zwartewaal; totaal";238
8674;Totaal aantal gebouwen;"Zwartewaal; bewoonde oorden; Zwartewaal";216
8675;Totaal aantal gebouwen;"Zwartewaal; verspreide huizen";22
8676;Totaal aantal gebouwen;"Zwijndrecht; totaal";3675
8677;Totaal aantal gebouwen;"Zwijndrecht; bo; ""Rustoord""";2
8678;Totaal aantal gebouwen;"Zwijndrecht; bo; Julia-gest.";3
8679;Totaal aantal gebouwen;"Zwijndrecht; bo; ov.";3065
8680;Totaal aantal gebouwen;"Zwijndrecht; bew. oorden; Groote Lindt";363
8681;Totaal aantal gebouwen;"Zwijndrecht; bew. oorden; Achter-Lindt";79
8682;Totaal aantal gebouwen;"Zwijndrecht; bo; Heer-Oudelandsambacht";41
8683;Totaal aantal gebouwen;"Zwijndrecht; bewoonde oorden; Kijfhoek";28
8684;Totaal aantal gebouwen;"Zwijndrecht; vh; pld. Heer-Oudelandsamb.";33
8685;Totaal aantal gebouwen;"Zwijndrecht; vh; In den polder Kijfhoek";9
8686;Totaal aantal gebouwen;"Zwijndrecht; overige verspreide huizen";52
8687;Totaal aantal gebouwen;"Aardenburg; totaal";965
8688;Totaal aantal gebouwen;"Aardenburg; bo; Zuster-Kl.";0
8689;Totaal aantal gebouwen;"Aardenburg; bo; Marech.kaz.";1
8690;Totaal aantal gebouwen;"Aardenburg; bew. oorden; Aardenburg, ov.";718
8691;Totaal aantal gebouwen;"Aardenburg; bewoonde oorden; Draaibrug";91
8692;Totaal aantal gebouwen;"Aardenburg; bew. oorden; Polderstraat";26
8693;Totaal aantal gebouwen;"Aardenburg; verspreide huizen";129
8694;Totaal aantal gebouwen;"Arnemuiden; totaal";780
8695;Totaal aantal gebouwen;"Arnemuiden; bewoonde oorden; Arnemuiden";615
8696;Totaal aantal gebouwen;"Arnemuiden; bew. oorden; Kleverskerke";33
8697;Totaal aantal gebouwen;"Arnemuiden; verspreide huizen";132
8698;Totaal aantal gebouwen;"Axel; totaal";2050
8699;Totaal aantal gebouwen;"Axel; bo; (Kom), Diac. oude mn. & vr.h.";0
8700;Totaal aantal gebouwen;"Axel; bo; (Kom), Marech.kaz.";1
8701;Totaal aantal gebouwen;"Axel; bewoonde oorden; Axel (Kom), ov.";1240
8702;Totaal aantal gebouwen;"Axel; bewoonde oorden; Drieschouwen";38
8703;Totaal aantal gebouwen;"Axel; bewoonde oorden; Spui (ged.)";74
8704;Totaal aantal gebouwen;"Axel; bewoonde oorden; Margaret";57
8705;Totaal aantal gebouwen;"Axel; bewoonde oorden; Vaartwijk";25
8706;Totaal aantal gebouwen;"Axel; bewoonde oorden; Schapenbout";48
8707;Totaal aantal gebouwen;"Axel; bewoonde oorden; Sluiskil (ged.)";75
8708;Totaal aantal gebouwen;"Axel; bewoonde oorden; Sassing";97
8709;Totaal aantal gebouwen;"Axel; bewoonde oorden; Kijkuit";65
8710;Totaal aantal gebouwen;"Axel; bewoonde oorden; Steenovens (ged.)";21
8711;Totaal aantal gebouwen;"Axel; bew. oorden; Zwartenhoek (ged.)";4
8712;Totaal aantal gebouwen;"Axel; verspreide huizen; Rondeputten";29
8713;Totaal aantal gebouwen;"Axel; verspreide huizen; Kanaal";45
8714;Totaal aantal gebouwen;"Axel; verspreide huizen; Panhuizen";3
8715;Totaal aantal gebouwen;"Axel; verspreide huizen; Watervliet";10
8716;Totaal aantal gebouwen;"Axel; verspreide huizen; Fort";20
8717;Totaal aantal gebouwen;"Axel; overige verspreide huizen";198
8718;Totaal aantal gebouwen;"Baarland; totaal";280
8719;Totaal aantal gebouwen;"Baarland; bewoonde oorden; Baarland";176
8720;Totaal aantal gebouwen;"Baarland; bewoonde oorden; Bakendorp";19
8721;Totaal aantal gebouwen;"Baarland; bewoonde oorden; Westdorp";6
8722;Totaal aantal gebouwen;"Baarland; verspreide huizen";79
8723;Totaal aantal gebouwen;"Biervliet; totaal";1061
8724;Totaal aantal gebouwen;"Biervliet; bewoonde oorden; Biervliet";494
8725;Totaal aantal gebouwen;"Biervliet; bewoonde oorden; Driewegen";77
8726;Totaal aantal gebouwen;"Biervliet; bewoonde oorden; Nieuwland";117
8727;Totaal aantal gebouwen;"Biervliet; bo; Nieuwlandschemolen";12
8728;Totaal aantal gebouwen;"Biervliet; bew. oorden; Groeneboomgaard";9
8729;Totaal aantal gebouwen;"Biervliet; bew. oorden; Koninginnehaven";11
8730;Totaal aantal gebouwen;"Biervliet; bewoonde oorden; Kapitaledam";16
8731;Totaal aantal gebouwen;"Biervliet; vh; St. Pieterspolder";36
8732;Totaal aantal gebouwen;"Biervliet; verspr. huizen; Helenapolder";24
8733;Totaal aantal gebouwen;"Biervliet; verspr. huizen; Oranjepolder";56
8734;Totaal aantal gebouwen;"Biervliet; verspr. huizen; Paulinapolder";33
8735;Totaal aantal gebouwen;"Biervliet; vh; Angelinapolder";23
8736;Totaal aantal gebouwen;"Biervliet; vh; Wilhelminapolder";16
8737;Totaal aantal gebouwen;"Biervliet; vh; Elisabethpolder";21
8738;Totaal aantal gebouwen;"Biervliet; verspr. huizen; Benkelspolder";31
8739;Totaal aantal gebouwen;"Biervliet; vh; Koninginnepolder";24
8740;Totaal aantal gebouwen;"Biervliet; vh; Passageulepolder";28
8741;Totaal aantal gebouwen;"Biervliet; overige verspreide huizen";33
8742;Totaal aantal gebouwen;"Breskens; totaal";1044
8743;Totaal aantal gebouwen;"Breskens; bo; Marech.kaz.";3
8744;Totaal aantal gebouwen;"Breskens; bewoonde oorden; Breskens, ov.";875
8745;Totaal aantal gebouwen;"Breskens; bewoonde oorden; Polderjte";12
8746;Totaal aantal gebouwen;"Breskens; bewoonde oorden; Nieuwe Sluis";27
8747;Totaal aantal gebouwen;"Breskens; bewoonde oorden; Zandertje";37
8748;Totaal aantal gebouwen;"Breskens; verspreide huizen";90
8749;Totaal aantal gebouwen;"Brouwershaven; totaal";509
8750;Totaal aantal gebouwen;"Brouwershaven; bo; Brouwershaven";476
8751;Totaal aantal gebouwen;"Brouwershaven; verspreide huizen";33
8752;Totaal aantal gebouwen;"Bruinisse; totaal";940
8753;Totaal aantal gebouwen;"Bruinisse; bewoonde oorden; Bruinisse";801
8754;Totaal aantal gebouwen;"Bruinisse; bewoonde oorden; Zijpe";24
8755;Totaal aantal gebouwen;"Bruinisse; verspreide huizen";115
8756;Totaal aantal gebouwen;"Cadzand; totaal";414
8757;Totaal aantal gebouwen;"Cadzand; bewoonde oorden; Cadzand";237
8758;Totaal aantal gebouwen;"Cadzand; vh; In den Vierhonderdpolder";24
8759;Totaal aantal gebouwen;"Cadzand; vh; In den Oudelandschenpolder";30
8760;Totaal aantal gebouwen;"Cadzand; vh; In den Kievittepolder";44
8761;Totaal aantal gebouwen;"Cadzand; vh; In den Strijdersgatpolder";33
8762;Totaal aantal gebouwen;"Cadzand; vh; In den Tienhonderdpolder";46
8763;Totaal aantal gebouwen;"Clinge; totaal";1624
8764;Totaal aantal gebouwen;"Clinge; bewoonde oorden; Clinge";786
8765;Totaal aantal gebouwen;"Clinge; bo; Nieuwnamen, Marech.kaz.";5
8766;Totaal aantal gebouwen;"Clinge; bewoonde oorden; Nieuwnamen, ov.";422
8767;Totaal aantal gebouwen;"Clinge; bewoonde oorden; Kapelbrug";147
8768;Totaal aantal gebouwen;"Clinge; bewoonde oorden; Emmadorp";61
8769;Totaal aantal gebouwen;"Clinge; bewoonde oorden; Prosperdorp";22
8770;Totaal aantal gebouwen;"Clinge; bewoonde oorden; Statenboom";16
8771;Totaal aantal gebouwen;"Clinge; bewoonde oorden; Halfeind";17
8772;Totaal aantal gebouwen;"Clinge; verspreide huizen";148
8773;Totaal aantal gebouwen;"Domburg; totaal";653
8774;Totaal aantal gebouwen;"Domburg; bewoonde oorden; Domburg (ged.)";553
8775;Totaal aantal gebouwen;"Domburg; verspreide huizen";100
8776;Totaal aantal gebouwen;"Driewegen; totaal";324
8777;Totaal aantal gebouwen;"Driewegen; bewoonde oorden; Driewegen";129
8778;Totaal aantal gebouwen;"Driewegen; bewoonde oorden; Schoondijke";104
8779;Totaal aantal gebouwen;"Driewegen; verspr. huizen; Nieuwstraat";21
8780;Totaal aantal gebouwen;"Driewegen; verspreide huizen; Paulushoek";20
8781;Totaal aantal gebouwen;"Driewegen; verspreide huizen; Oosthoek";10
8782;Totaal aantal gebouwen;"Driewegen; verspreide huizen; Platteweg";12
8783;Totaal aantal gebouwen;"Driewegen; verspreide huizen; Baandijk";10
8784;Totaal aantal gebouwen;"Driewegen; overige verspreide huizen";18
8785;Totaal aantal gebouwen;"Ellewoutsdijk; totaal";233
8786;Totaal aantal gebouwen;"Ellewoutsdijk; bo; Ellewoutsdijk";174
8787;Totaal aantal gebouwen;"Ellewoutsdijk; vh; Groep Everinge";21
8788;Totaal aantal gebouwen;"Ellewoutsdijk; vh; Groep Koekoek";13
8789;Totaal aantal gebouwen;"Ellewoutsdijk; overige verspreide huizen";25
8790;Totaal aantal gebouwen;"Goes; totaal";3364
8791;Totaal aantal gebouwen;"Goes; bew. oorden; Goes, (ged.) Gasthuis";4
8792;Totaal aantal gebouwen;"Goes; bo; R.K. Ziekenverpl. ""St. Joanna""";4
8793;Totaal aantal gebouwen;"Goes; bo; Gasth. (Ziekenafdeeling)";2
8794;Totaal aantal gebouwen;"Goes; bo; Internaat Vakschool v. Meisjes";2
8795;Totaal aantal gebouwen;"Goes; bo; St. Jacobusschool";3
8796;Totaal aantal gebouwen;"Goes; bo; Het Oude Mannen- en Vrouwenh.";1
8797;Totaal aantal gebouwen;"Goes; bewoonde oorden; Goes, Weeshuis";4
8798;Totaal aantal gebouwen;"Goes; bewoonde oorden; Goes, ov.";3266
8799;Totaal aantal gebouwen;"Goes; verspreide huizen";78
8800;Totaal aantal gebouwen;"Graauw en Langendam; totaal";822
8801;Totaal aantal gebouwen;"Graauw en Langendam; bew. oorden; Graauw";323
8802;Totaal aantal gebouwen;"Graauw en Langendam; bew. oorden; Paal";178
8803;Totaal aantal gebouwen;"Graauw en Langendam; bo; Duivenhoek (gd)";14
8804;Totaal aantal gebouwen;"Graauw en Langendam; bo; Scheldevaartsh.";31
8805;Totaal aantal gebouwen;"Graauw en Langendam; bo; Roversberg (gd)";2
8806;Totaal aantal gebouwen;"Graauw en Langendam; bo; Zandberg";72
8807;Totaal aantal gebouwen;"Graauw en Langendam; bo; Krabbenhoek";30
8808;Totaal aantal gebouwen;"Graauw en Langendam; bo; Jagertje (ged.)";29
8809;Totaal aantal gebouwen;"Graauw en Langendam; bo; Verkorting";20
8810;Totaal aantal gebouwen;"Graauw en Langendam; vh; Langendampolder";21
8811;Totaal aantal gebouwen;"Graauw en Langendam; vh; W. Hendrikpld.";52
8812;Totaal aantal gebouwen;"Graauw en Langendam; ov. verspr. huizen";50
8813;Totaal aantal gebouwen;"s-Gravenpolder; totaal";462
8814;Totaal aantal gebouwen;"s-Gravenpolder; bo; 's-Gravenpolder";376
8815;Totaal aantal gebouwen;"s-Gravenpolder; verspreide huizen";86
8816;Totaal aantal gebouwen;"Groede; totaal";955
8817;Totaal aantal gebouwen;"Groede; bewoonde oorden; Groede";420
8818;Totaal aantal gebouwen;"Groede; bewoonde oorden; Kruisdijk";44
8819;Totaal aantal gebouwen;"Groede; bew. oorden; Kruishoofd (ged.)";19
8820;Totaal aantal gebouwen;"Groede; bewoonde oorden; Marollenput";12
8821;Totaal aantal gebouwen;"Groede; bewoonde oorden; Boerenhol";55
8822;Totaal aantal gebouwen;"Groede; bew. oorden; Nieuwvliet (ged.)";79
8823;Totaal aantal gebouwen;"Groede; bew. oorden; Scherpbier (ged.)";3
8824;Totaal aantal gebouwen;"Groede; bewoonde oorden; Rijksweg";26
8825;Totaal aantal gebouwen;"Groede; vh; Nieuwe Groedschepolder";6
8826;Totaal aantal gebouwen;"Groede; vh; Oude Groedschepolder";8
8827;Totaal aantal gebouwen;"Groede; vh; Groote Corneliapolder";9
8828;Totaal aantal gebouwen;"Groede; verspreide huizen; Steenen Heul";6
8829;Totaal aantal gebouwen;"Groede; overige verspreide huizen";268
8830;Totaal aantal gebouwen;"s-Heer-Abtskerke; totaal";178
8831;Totaal aantal gebouwen;"s-Heer-Abtskerke; bo; 's-Heer-Abtskerke";49
8832;Totaal aantal gebouwen;"s-Heer-Abtskerke; bo; Sinoutskerke";14
8833;Totaal aantal gebouwen;"s-Heer-Abtskerke; bo; Baarsdorp";10
8834;Totaal aantal gebouwen;"s-Heer-Abtskerke; vh; O. 's-Heer-Abtsk.";53
8835;Totaal aantal gebouwen;"s-Heer-Abtskerke; vh; Ond. Sinoutskerke";16
8836;Totaal aantal gebouwen;"s-Heer-Abtskerke; vh; Onder Baarsdorp";36
8837;Totaal aantal gebouwen;"s-Heer-Arendskerke; totaal";1666
8838;Totaal aantal gebouwen;"s-Heer-Arendskerke; bo; 's-Hr-Arendsk.";287
8839;Totaal aantal gebouwen;"s-Heer-Arendskerke; bo; 's-H-Hendriksk.";151
8840;Totaal aantal gebouwen;"s-Heer-Arendskerke; bo; Wissekerke";59
8841;Totaal aantal gebouwen;"s-Heer-Arendskerke; bo; Eindewege";117
8842;Totaal aantal gebouwen;"s-Heer-Arendskerke; bo; Graszode";15
8843;Totaal aantal gebouwen;"s-Heer-Arendskerke; bo; Knaphof";12
8844;Totaal aantal gebouwen;"s-Heer-Arendskerke; bo; Nieuwdorp";365
8845;Totaal aantal gebouwen;"s-Heer-Arendskerke; bo; Lewedorp";68
8846;Totaal aantal gebouwen;"s-Heer-Arendskerke; vh; In Wijk C";9
8847;Totaal aantal gebouwen;"s-Heer-Arendskerke; vh; In Wijk D";19
8848;Totaal aantal gebouwen;"s-Heer-Arendskerke; vh; In Wijk F";65
8849;Totaal aantal gebouwen;"s-Heer-Arendskerke; vh; O Kraaijertpld.";63
8850;Totaal aantal gebouwen;"s-Heer-Arendskerke; vh; Nw Kraaijertpld.";102
8851;Totaal aantal gebouwen;"s-Heer-Arendskerke; vh; W-Kraaijertpld.";101
8852;Totaal aantal gebouwen;"s-Heer-Arendskerke; vh; I/d Schengepld.";13
8853;Totaal aantal gebouwen;"s-Heer-Arendskerke; vh; N-Kraaijertpld.";65
8854;Totaal aantal gebouwen;"s-Heer-Arendskerke; vh; Nw W-Kraaijertp.";66
8855;Totaal aantal gebouwen;"s-Heer-Arendskerke; vh; Z-Kraaijertpld.";49
8856;Totaal aantal gebouwen;"s-Heer-Arendskerke; vh; I/d Jacobpolder";27
8857;Totaal aantal gebouwen;"s-Heer-Arendskerke; ov. verspr. huizen";13
8858;Totaal aantal gebouwen;"s-Heerenhoek; totaal";484
8859;Totaal aantal gebouwen;"s-Heerenhoek; bo; Kl. Eerw. Zrs Francisc";2
8860;Totaal aantal gebouwen;"s-Heerenhoek; bo; 's Heerenhoek, ov.";336
8861;Totaal aantal gebouwen;"s-Heerenhoek; bewoonde oorden; Driedijk";7
8862;Totaal aantal gebouwen;"s-Heerenhoek; bew. oorden; Rijkebuurt";30
8863;Totaal aantal gebouwen;"s-Heerenhoek; vh; Aan de Werrilaan";31
8864;Totaal aantal gebouwen;"s-Heerenhoek; vh; A/d Goesschestraatweg";28
8865;Totaal aantal gebouwen;"s-Heerenhoek; vh; Aan den Nassauweg";10
8866;Totaal aantal gebouwen;"s-Heerenhoek; vh; Aan den Beeldhoeveweg";9
8867;Totaal aantal gebouwen;"s-Heerenhoek; vh; A/d Ovezandscheweg";3
8868;Totaal aantal gebouwen;"s-Heerenhoek; vh; Aan den Vleugelhofweg";10
8869;Totaal aantal gebouwen;"s-Heerenhoek; vh; Aan den Groeneweg";6
8870;Totaal aantal gebouwen;"s-Heerenhoek; vh; Aan de Stooflaan";12
8871;Totaal aantal gebouwen;"Heinkenszand; totaal";760
8872;Totaal aantal gebouwen;"Heinkenszand; bew. oorden; Heinkenszand";506
8873;Totaal aantal gebouwen;"Heinkenszand; bewoonde oorden; Oudelande";48
8874;Totaal aantal gebouwen;"Heinkenszand; vh; Noordlandpolder";16
8875;Totaal aantal gebouwen;"Heinkenszand; vh; Stellepolder";17
8876;Totaal aantal gebouwen;"Heinkenszand; vh; Oudekamerpolder";12
8877;Totaal aantal gebouwen;"Heinkenszand; vh; Louisepolder";14
8878;Totaal aantal gebouwen;"Heinkenszand; vh; Oudelandschepolder";47
8879;Totaal aantal gebouwen;"Heinkenszand; vh; Buurtschap Vlaandertje";32
8880;Totaal aantal gebouwen;"Heinkenszand; vh; Bs. Rietebosschen";22
8881;Totaal aantal gebouwen;"Heinkenszand; overige verspreide huizen";46
8882;Totaal aantal gebouwen;"Hoedekenskerke; totaal";510
8883;Totaal aantal gebouwen;"Hoedekenskerke; bo; Hoedekenskerke";237
8884;Totaal aantal gebouwen;"Hoedekenskerke; bo; Kwadend., Ludwinag.";1
8885;Totaal aantal gebouwen;"Hoedekenskerke; bo; Kwadendamme, ov.";112
8886;Totaal aantal gebouwen;"Hoedekenskerke; bew. oorden; Langeweg";69
8887;Totaal aantal gebouwen;"Hoedekenskerke; verspreide huizen";91
8888;Totaal aantal gebouwen;"Hoek; totaal";1046
8889;Totaal aantal gebouwen;"Hoek; bewoonde oorden; Hoek";471
8890;Totaal aantal gebouwen;"Hoek; bewoonde oorden; Boerengat";47
8891;Totaal aantal gebouwen;"Hoek; bewoonde oorden; Hasjesstraat";21
8892;Totaal aantal gebouwen;"Hoek; bewoonde oorden; Knol";41
8893;Totaal aantal gebouwen;"Hoek; bewoonde oorden; Mauritsfort";65
8894;Totaal aantal gebouwen;"Hoek; bewoonde oorden; Vingerling";26
8895;Totaal aantal gebouwen;"Hoek; bew. oorden; Nieuw-Neuzenpolder";25
8896;Totaal aantal gebouwen;"Hoek; bewoonde oorden; Hoogedijk";33
8897;Totaal aantal gebouwen;"Hoek; bewoonde oorden; Wulpenbek";21
8898;Totaal aantal gebouwen;"Hoek; vh; Langs den Molendijk";9
8899;Totaal aantal gebouwen;"Hoek; verspr. huizen; In den Koudepolder";45
8900;Totaal aantal gebouwen;"Hoek; verspr. huizen; In den Lovenpolder";62
8901;Totaal aantal gebouwen;"Hoek; vh; In den Goesschepolder";38
8902;Totaal aantal gebouwen;"Hoek; vh; In den Willemskerkepolder";19
8903;Totaal aantal gebouwen;"Hoek; vh; In den Nieuw-Neuzenpolder";13
8904;Totaal aantal gebouwen;"Hoek; overige verspreide huizen";110
8905;Totaal aantal gebouwen;"Hontenisse; totaal";1917
8906;Totaal aantal gebouwen;"Hontenisse; bewoonde oorden; Kreverhille";37
8907;Totaal aantal gebouwen;"Hontenisse; bewoonde oorden; Noordstraat";59
8908;Totaal aantal gebouwen;"Hontenisse; bewoonde oorden; Droogedijk";26
8909;Totaal aantal gebouwen;"Hontenisse; bewoonde oorden; Walsoorden";91
8910;Totaal aantal gebouwen;"Hontenisse; bo; Groenendijk, Antoniusg.";4
8911;Totaal aantal gebouwen;"Hontenisse; bo; Groenend., Franciscusg.";2
8912;Totaal aantal gebouwen;"Hontenisse; bo; Groenendijk, Marech.kaz.";0
8913;Totaal aantal gebouwen;"Hontenisse; bo; Groenendijk, ov.";242
8914;Totaal aantal gebouwen;"Hontenisse; bew. oorden; Kloosterzande";295
8915;Totaal aantal gebouwen;"Hontenisse; bewoonde oorden; Tasdijk";41
8916;Totaal aantal gebouwen;"Hontenisse; bewoonde oorden; Kruisdorp";32
8917;Totaal aantal gebouwen;"Hontenisse; bew. oorden; Catalijnenweg";11
8918;Totaal aantal gebouwen;"Hontenisse; bo; Langenieuwstraat";37
8919;Totaal aantal gebouwen;"Hontenisse; bewoonde oorden; Baalhoek";27
8920;Totaal aantal gebouwen;"Hontenisse; bew. oorden; Kruispolderkaai";39
8921;Totaal aantal gebouwen;"Hontenisse; bo; Duivenhoek (ged.)";10
8922;Totaal aantal gebouwen;"Hontenisse; bo; Roversberg (ged.)";53
8923;Totaal aantal gebouwen;"Hontenisse; bo; Lamswaarde, Theresiagest";2
8924;Totaal aantal gebouwen;"Hontenisse; bew. oorden; Lamswaarde, ov.";197
8925;Totaal aantal gebouwen;"Hontenisse; bewoonde oorden; Kuitaart";106
8926;Totaal aantal gebouwen;"Hontenisse; bewoonde oorden; Koelewei";30
8927;Totaal aantal gebouwen;"Hontenisse; bewoonde oorden; Hoefkesdijk";30
8928;Totaal aantal gebouwen;"Hontenisse; bewoonde oorden; Vitshoek";27
8929;Totaal aantal gebouwen;"Hontenisse; bewoonde oorden; Molenhoek";48
8930;Totaal aantal gebouwen;"Hontenisse; bewoonde oorden; Ter Hole";107
8931;Totaal aantal gebouwen;"Hontenisse; bew. oorden; Schuddebeurs";73
8932;Totaal aantal gebouwen;"Hontenisse; bew. oorden; Jagertje (ged.)";30
8933;Totaal aantal gebouwen;"Hontenisse; vh; Buurtschap De Eek";72
8934;Totaal aantal gebouwen;"Hontenisse; vh; In den Mariapolder";9
8935;Totaal aantal gebouwen;"Hontenisse; vh; In den Molenpolder";2
8936;Totaal aantal gebouwen;"Hontenisse; vh; In den Perkpolder";6
8937;Totaal aantal gebouwen;"Hontenisse; vh; Aan Oude Hoofd";4
8938;Totaal aantal gebouwen;"Hontenisse; vh; In den Zandpolder";9
8939;Totaal aantal gebouwen;"Hontenisse; vh; In den Schaperspolder";10
8940;Totaal aantal gebouwen;"Hontenisse; vh; In den Oostvogelpolder";4
8941;Totaal aantal gebouwen;"Hontenisse; vh; Aan den Boudeloodijk";10
8942;Totaal aantal gebouwen;"Hontenisse; vh; In den Eekenissepolder";5
8943;Totaal aantal gebouwen;"Hontenisse; vh; Aan den Meerdijk";8
8944;Totaal aantal gebouwen;"Hontenisse; vh; In den Hoofpolder";16
8945;Totaal aantal gebouwen;"Hontenisse; vh; In den Dullaertpolder";18
8946;Totaal aantal gebouwen;"Hontenisse; vh; Aan de Zandstraat";9
8947;Totaal aantal gebouwen;"Hontenisse; vh; Aan den Notendijk";19
8948;Totaal aantal gebouwen;"Hontenisse; vh; In den Stoofpolder";2
8949;Totaal aantal gebouwen;"Hontenisse; vh; In den Havenpolder";18
8950;Totaal aantal gebouwen;"Hontenisse; verspr. huizen; Aan Rustwat";12
8951;Totaal aantal gebouwen;"Hontenisse; overige verspreide huizen";28
8952;Totaal aantal gebouwen;"Hoofdplaat; totaal";548
8953;Totaal aantal gebouwen;"Hoofdplaat; bo; St. Theresiagest.";3
8954;Totaal aantal gebouwen;"Hoofdplaat; bew. oorden; hoofdplaat, ov.";265
8955;Totaal aantal gebouwen;"Hoofdplaat; bewoonde oorden; Hoogeweg";34
8956;Totaal aantal gebouwen;"Hoofdplaat; bewoonde oorden; Slijkplaat";32
