ID;Geslacht;Woonvorm;Regio;AantalBewoners_1
3088;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; verspr. huizen; Buurtschap Lemele";71
3089;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; vh; Buurtschap Lemelerveld";98
3090;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; vh; Buurtschap Ommerschans";111
3091;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; vh; Buurtschap Emsland";160
3092;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; vh; Bs. Ommerbosch-Rotbrink";200
3093;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; vh; Buurtschap Laarakkers-Dante";113
3094;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; verspreide huizen; Zeesse";37
3095;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; verspr. huizen; Hardenbergerweg";84
3096;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; verspreide huizen; Schurinkstraat";17
3097;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; verspreide huizen; Stationsweg";61
3098;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; vh; Hammerweg, Marech.kaz.";16
3099;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; verspreide huizen; Hammerweg, ov.";100
3100;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; verspreide huizen; Schapenallee";58
3101;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; verspreide huizen; Zeesserweg";20
3102;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ommen; overige verspreide huizen";430
3103;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ootmarsum; totaal";1641
3104;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ootmarsum; bo; St. Radbodusgest.";101
3105;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ootmarsum; bo; St. Franciscanessengasth.";20
3106;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ootmarsum; bo; Marech.kaz.";10
3107;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ootmarsum; bew. oorden; Ootmarsum, ov.";1264
3108;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ootmarsum; vh; O/d Vinke e.h. Tichelwerk";95
3109;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ootmarsum; overige verspreide huizen";151
3110;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; totaal";9641
3111;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; bo; R.K. Liefdegesticht";44
3112;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; bo; Marechausséekazerne";9
3113;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; bo; R.K. Ziekenhuis";0
3114;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; bewoonde oorden; Raalte, ov.";2341
3115;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; bewoonde oorden; Heten";350
3116;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; bewoonde oorden; Broekland";226
3117;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; bewoonde oorden; Luttenberg";204
3118;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; bewoonde oorden; Nieuwketen";137
3119;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; vh; Buurtschap Linderte";548
3120;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; vh; Bs. Hakkershoek (ged.)";76
3121;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; vh; Buurtschap Boetele";391
3122;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; vh; Buurtschap Pleegste";181
3123;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; vh; Buurtschap Lurkeers (ged.)";108
3124;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; verspr. huizen; Onder Luttenberg";927
3125;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; verspreide huizen; Op de Raams";137
3126;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; verspr. huizen; In Schoonketen";133
3127;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; verspr. huizen; In den Spekhoek";238
3128;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; verspr. huizen; Op de Hoogewegen";176
3129;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; verspreide huizen; Op de Weele";185
3130;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; vh; In den Nielandshoek";198
3131;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; vh; In den Achterhoek";196
3132;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; verspreide huizen; In Ramele";529
3133;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; vh; In den Poggenbelt";129
3134;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; verspr. huizen; Op den Evenbelt";199
3135;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; verspr. huizen; In het Hondemot";92
3136;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; vh; Langs den Broeklanderdijk";156
3137;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; vh; In den Stobbenbroek";113
3138;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; vh; In den Beumershoek";236
3139;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; vh; In den Wolthaarshoek";250
3140;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; verspr. huizen; In het Broekland";112
3141;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; vh; Langs den Wijhescheweg";371
3142;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; verspr. huizen; Op het Reelaar";158
3143;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; verspr. huizen; In den Veldhoek";60
3144;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; verspr. huizen; In den Raarhoek";255
3145;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; vh; In den Velnerhoek";42
3146;Totaal mannen en vrouwen;Totaal alle woonvormen;"Raalte; vh; Langs den Zwolscheweg";133
3147;Totaal mannen en vrouwen;Totaal alle woonvormen;"Rijssen; totaal";9382
3148;Totaal mannen en vrouwen;Totaal alle woonvormen;"Rijssen; bo; St. Henricusgest.";10
3149;Totaal mannen en vrouwen;Totaal alle woonvormen;"Rijssen; bewoonde oorden; Rijssen, ov.";8660
3150;Totaal mannen en vrouwen;Totaal alle woonvormen;"Rijssen; vh; Buurtschap Zuna (ged.)";70
3151;Totaal mannen en vrouwen;Totaal alle woonvormen;"Rijssen; vh; Buurtschap Borkelt (ged.)";58
3152;Totaal mannen en vrouwen;Totaal alle woonvormen;"Rijssen; vh; Holland's Schwarzwald";13
3153;Totaal mannen en vrouwen;Totaal alle woonvormen;"Rijssen; vh; Buurtschap Leiding";193
3154;Totaal mannen en vrouwen;Totaal alle woonvormen;"Rijssen; vh; Opbroek en Witte Zand";107
3155;Totaal mannen en vrouwen;Totaal alle woonvormen;"Rijssen; overige verspreide huizen";271
3156;Totaal mannen en vrouwen;Totaal alle woonvormen;"Delden (Stad-); totaal";2857
3157;Totaal mannen en vrouwen;Totaal alle woonvormen;"Delden (Stad-); bo; Delden, Elisabethg.";27
3158;Totaal mannen en vrouwen;Totaal alle woonvormen;"Delden (Stad-); bo; Delden, R.K. Kl.";15
3159;Totaal mannen en vrouwen;Totaal alle woonvormen;"Delden (Stad-); bew. oorden; Delden, ov.";2375
3160;Totaal mannen en vrouwen;Totaal alle woonvormen;"Delden (Stad-); bew. oorden; Vossenbrink";273
3161;Totaal mannen en vrouwen;Totaal alle woonvormen;"Delden (Stad-); verspreide huizen";167
3162;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; totaal";6785
3163;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; bewoonde oorden; Staphorst";2534
3164;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; bo; Rouveen, Marech.kaz.";13
3165;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; bewoonde oorden; Rouveen, ov.";1811
3166;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; bo; De Leijen, Leijen-Overl.h";247
3167;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; bewoonde oorden; Lankhorst";206
3168;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; bewoonde oorden; IJhorst";54
3169;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; bewoonde oorden; Hesselingen";142
3170;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; bewoonde oorden; Werkhorst";189
3171;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; bewoonde oorden; Hamingen";27
3172;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; bewoonde oorden; Den Hulst";74
3173;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; vh; Nabij station Dedemsvaart";88
3174;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; vh; Buurtschap De Leijen";140
3175;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; vh; Buurtschap IJhorst";224
3176;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; vh; Buurtschap Den Hulst";232
3177;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; verspreide huizen; Rollecate";26
3178;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; vh; Langs den Zwolscheweg";58
3179;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; vh; Langs de Spoorbaan";25
3180;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; vh; L/d weg van De Leijen";98
3181;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; vh; Vledders- en Leierhooil.";102
3182;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; vh; In Zwartewater";49
3183;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; vh; In Zuideindigerslag";48
3184;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; vh; Langs den van Dedemsweg";45
3185;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; vh; Aan/nabij de Lommertsteeg";64
3186;Totaal mannen en vrouwen;Totaal alle woonvormen;"Staphorst; overige verspreide huizen";289
3187;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijk; totaal";7261
3188;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijk; bo; Liefdadigheidsgest.";23
3189;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijk; bo; Marech.kaz.";15
3190;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijk; bew. oorden; Steenwijk, ov.";6796
3191;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijk; bew. oorden; Verlaat (ged.)";28
3192;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijk; bew. oorden; Zuidveen (ged.)";147
3193;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijk; vh; Kallenkoterallee";103
3194;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijk; verspr. huizen; Meppelerweg";49
3195;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijk; verspreide huizen; Tukscheweg";32
3196;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijk; overige verspreide huizen";68
3197;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; totaal";6723
3198;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bewoonde oorden; Tuk";253
3199;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bew. oorden; Oosterhoek";121
3200;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bew. oorden; De Berg";88
3201;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bewoonde oorden; Baars";90
3202;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bewoonde oorden; Eese";82
3203;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bewoonde oorden; De Pol";230
3204;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bo; Wolterholten";43
3205;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bo; Achterbuurt";315
3206;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bew. oorden; Kerkbuurt";166
3207;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bo; ""De Voorzienigheid""";328
3208;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bo; Gelderingen, ov.";138
3209;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bo; Marijenkampen";251
3210;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bewoonde oorden; Basse";379
3211;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bew. oorden; Westenwold";86
3212;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bew. oorden; Voshoek";42
3213;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bew. oorden; Molenhoek";186
3214;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bewoonde oorden; Thij";187
3215;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bo; Zuidveen (ged.)";569
3216;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bo; Verlaat (ged.)";74
3217;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bewoonde oorden; Onna";142
3218;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bew. oorden; Kallenkote";431
3219;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bew. oorden; Wetering";534
3220;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bew. oorden; Nederland";53
3221;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bew. oorden; Muggenbeet";54
3222;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; bo; Willemsoord";627
3223;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; vh; Buurt Ronde Blesse";86
3224;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; vh; Buurtschap Eesveen";688
3225;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; vh; Bs. Onnascheveld";357
3226;Totaal mannen en vrouwen;Totaal alle woonvormen;"Steenwijkerwold; ov. verspr. huizen";123
3227;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; totaal";9530
3228;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; bo; R.K. Zusterh.";7
3229;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; bew. oorden; Tubbergen, ov.";800
3230;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; bewoonde oorden; Albergen";265
3231;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; bewoonde oorden; Geesteren";271
3232;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; bewoonde oorden; Langeveen";73
3233;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; bo; Vasse, R.K. Zusterhuis";0
3234;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; bewoonde oorden; Vasse, ov.";263
3235;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; bewoonde oorden; Reutum";240
3236;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; vh; Buurtschap Albergen";1208
3237;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; vh; Buurtschap Geesteren";1037
3238;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; vh; Buurtschap Langeveen";738
3239;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; vh; Buurtschap Vasse";178
3240;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; vh; Buurtschap Reutum";458
3241;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; vh; Buurtschap Tubbergen";1421
3242;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; vh; Buurtschap Fleringen";434
3243;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; vh; Buurtschap Harbrinkhoek";797
3244;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; vh; Buurtschap Hezingen";248
3245;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; vh; Buurtschap Mander";457
3246;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; vh; Buurtschap Haarle";151
3247;Totaal mannen en vrouwen;Totaal alle woonvormen;"Tubbergen; vh; Buurtschap Manderveen";484
3248;Totaal mannen en vrouwen;Totaal alle woonvormen;"Urk; totaal";3216
3249;Totaal mannen en vrouwen;Totaal alle woonvormen;"Urk; bewoonde oorden; Urk";3216
3250;Totaal mannen en vrouwen;Totaal alle woonvormen;"Vriezenveen; totaal";8750
3251;Totaal mannen en vrouwen;Totaal alle woonvormen;"Vriezenveen; bo; Vriezenveen";5299
3252;Totaal mannen en vrouwen;Totaal alle woonvormen;"Vriezenveen; bewoonde oorden; De Pollen";255
3253;Totaal mannen en vrouwen;Totaal alle woonvormen;"Vriezenveen; bewoonde oorden; Aadorp";551
3254;Totaal mannen en vrouwen;Totaal alle woonvormen;"Vriezenveen; vh; Bs. Vriezenveenschewijk";1200
3255;Totaal mannen en vrouwen;Totaal alle woonvormen;"Vriezenveen; vh; Buurtschap Westerhaar";826
3256;Totaal mannen en vrouwen;Totaal alle woonvormen;"Vriezenveen; vh; Buurtschap Bruinehaar";159
3257;Totaal mannen en vrouwen;Totaal alle woonvormen;"Vriezenveen; vh; Buurtschap De Pollen";213
3258;Totaal mannen en vrouwen;Totaal alle woonvormen;"Vriezenveen; vh; Buurtschap De Aa";41
3259;Totaal mannen en vrouwen;Totaal alle woonvormen;"Vriezenveen; vh; Bs. De Westerhoeve";206
3260;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wanneperveen; totaal";1570
3261;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wanneperveen; bo; Wanneperveen";286
3262;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wanneperveen; bew. oorden; Dinxterveen";286
3263;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wanneperveen; bew. oorden; Westerbuurt";290
3264;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wanneperveen; bewoonde oorden; Roekebos";38
3265;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wanneperveen; bewoonde oorden; Ronduite";69
3266;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wanneperveen; bo; De Belt (ged.)";122
3267;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wanneperveen; bew. oorden; Schutsloot";308
3268;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wanneperveen; bewoonde oorden; Klosse";58
3269;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wanneperveen; vh; Te Leenders";24
3270;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wanneperveen; verspr. huizen; Te Beukers";22
3271;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wanneperveen; verspr. huizen; Te Doosje";37
3272;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wanneperveen; overige verspreide huizen";30
3273;Totaal mannen en vrouwen;Totaal alle woonvormen;"Weerselo; totaal";6579
3274;Totaal mannen en vrouwen;Totaal alle woonvormen;"Weerselo; bo; St. Josephgest.";10
3275;Totaal mannen en vrouwen;Totaal alle woonvormen;"Weerselo; bewoonde oorden; Weerselo, ov.";320
3276;Totaal mannen en vrouwen;Totaal alle woonvormen;"Weerselo; bewoonde oorden; Nijstad";196
3277;Totaal mannen en vrouwen;Totaal alle woonvormen;"Weerselo; bewoonde oorden; Rossum";125
3278;Totaal mannen en vrouwen;Totaal alle woonvormen;"Weerselo; bewoonde oorden; Saasveld";175
3279;Totaal mannen en vrouwen;Totaal alle woonvormen;"Weerselo; bewoonde oorden; Deurningen";128
3280;Totaal mannen en vrouwen;Totaal alle woonvormen;"Weerselo; vh; Buurtschap Weerselo";278
3281;Totaal mannen en vrouwen;Totaal alle woonvormen;"Weerselo; vh; Buurtschap Dulder";982
3282;Totaal mannen en vrouwen;Totaal alle woonvormen;"Weerselo; vh; Buurtschap Hasselo";1185
3283;Totaal mannen en vrouwen;Totaal alle woonvormen;"Weerselo; vh; Buurtschap Klein-Driene";356
3284;Totaal mannen en vrouwen;Totaal alle woonvormen;"Weerselo; vh; Buurtschap Gammelke";323
3285;Totaal mannen en vrouwen;Totaal alle woonvormen;"Weerselo; vh; Buurtschap Lemselo";661
3286;Totaal mannen en vrouwen;Totaal alle woonvormen;"Weerselo; vh; Buurtschap Volthe";455
3287;Totaal mannen en vrouwen;Totaal alle woonvormen;"Weerselo; vh; Buurtschap Rossum";666
3288;Totaal mannen en vrouwen;Totaal alle woonvormen;"Weerselo; vh; Buurtschap Deurningen";719
3289;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wierden; totaal";10831
3290;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wierden; bewoonde oorden; Wierden";2100
3291;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wierden; bew. oorden; Nijverdal (ged.)";407
3292;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wierden; bo; Enter, St.Antonius-Zusterh.";9
3293;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wierden; bewoonde oorden; Enter, ov.";1682
3294;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wierden; bewoonde oorden; Hooge Hexel";182
3295;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wierden; bewoonde oorden; Het Loo";128
3296;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wierden; vh; Buurtschap Huurne";666
3297;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wierden; vh; Buurtschap Zuna (ged.)";427
3298;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wierden; vh; Buurtschap Notter";1707
3299;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wierden; vh; Buurtschap Enterbroek";1161
3300;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wierden; vh; Buurtschap Rectum";452
3301;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wierden; vh; Buurtschap IJpelo";222
3302;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wierden; vh; Buurtschap Hooge Hexel";512
3303;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wierden; overige verspreide huizen";1176
3304;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wijhe; totaal";4956
3305;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wijhe; bo; Marechausséekazerne";11
3306;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wijhe; bewoonde oorden; Wijhe, ov.";2094
