ID;NECSectoren;EmissiesNaarLucht;Perioden;EmissiesNaarLucht_1
3097;Waterwinning en -verwerking;PM2.5 (fijn stof);2001;0.0
3098;Waterwinning en -verwerking;PM2.5 (fijn stof);2002;0.0
3099;Waterwinning en -verwerking;PM2.5 (fijn stof);2003;0.0
3100;Waterwinning en -verwerking;PM2.5 (fijn stof);2004;0.0
3101;Waterwinning en -verwerking;PM2.5 (fijn stof);2005;0.0
3102;Waterwinning en -verwerking;PM2.5 (fijn stof);2006;0.0
3103;Waterwinning en -verwerking;PM2.5 (fijn stof);2007;0.0
3104;Waterwinning en -verwerking;PM2.5 (fijn stof);2008;0.0
3105;Waterwinning en -verwerking;PM2.5 (fijn stof);2009;0.0
3106;Waterwinning en -verwerking;PM2.5 (fijn stof);2010;0.0
3107;Waterwinning en -verwerking;PM2.5 (fijn stof);2011;0.0
3108;Waterwinning en -verwerking;PM2.5 (fijn stof);2012;0.0
3109;Waterwinning en -verwerking;PM2.5 (fijn stof);2013;0.0
3110;Waterwinning en -verwerking;PM2.5 (fijn stof);2014;0.0
3111;Waterwinning en -verwerking;PM2.5 (fijn stof);2015;0.0
3112;Waterwinning en -verwerking;PM2.5 (fijn stof);2016;0.0
3113;Waterwinning en -verwerking;PM2.5 (fijn stof);2017;0.0
3114;Waterwinning en -verwerking;PM2.5 (fijn stof);2018;0.0
3115;Waterwinning en -verwerking;PM2.5 (fijn stof);2019;0.0
3116;Waterwinning en -verwerking;PM2.5 (fijn stof);2020;0.0
3117;Waterwinning en -verwerking;PM2.5 (fijn stof);2021;0.0
3118;Waterwinning en -verwerking;PM2.5 (fijn stof);2022;0.0
3119;Waterwinning en -verwerking;PM2.5 (fijn stof);2023;0.0
3120;G-U Dienstverlening;Ammoniak (NH3);1990;0.5
3121;G-U Dienstverlening;Ammoniak (NH3);1995;0.5
3122;G-U Dienstverlening;Ammoniak (NH3);2000;0.5
3123;G-U Dienstverlening;Ammoniak (NH3);2001;0.5
3124;G-U Dienstverlening;Ammoniak (NH3);2002;0.6
3125;G-U Dienstverlening;Ammoniak (NH3);2003;0.6
3126;G-U Dienstverlening;Ammoniak (NH3);2004;0.6
3127;G-U Dienstverlening;Ammoniak (NH3);2005;0.6
3128;G-U Dienstverlening;Ammoniak (NH3);2006;0.6
3129;G-U Dienstverlening;Ammoniak (NH3);2007;0.6
3130;G-U Dienstverlening;Ammoniak (NH3);2008;0.6
3131;G-U Dienstverlening;Ammoniak (NH3);2009;0.6
3132;G-U Dienstverlening;Ammoniak (NH3);2010;0.6
3133;G-U Dienstverlening;Ammoniak (NH3);2011;0.6
3134;G-U Dienstverlening;Ammoniak (NH3);2012;0.6
3135;G-U Dienstverlening;Ammoniak (NH3);2013;0.6
3136;G-U Dienstverlening;Ammoniak (NH3);2014;0.6
3137;G-U Dienstverlening;Ammoniak (NH3);2015;0.6
3138;G-U Dienstverlening;Ammoniak (NH3);2016;0.6
3139;G-U Dienstverlening;Ammoniak (NH3);2017;0.6
3140;G-U Dienstverlening;Ammoniak (NH3);2018;0.6
3141;G-U Dienstverlening;Ammoniak (NH3);2019;0.6
3142;G-U Dienstverlening;Ammoniak (NH3);2020;0.6
3143;G-U Dienstverlening;Ammoniak (NH3);2021;0.6
3144;G-U Dienstverlening;Ammoniak (NH3);2022;0.6
3145;G-U Dienstverlening;Ammoniak (NH3);2023;0.7
3146;G-U Dienstverlening;Stikstofoxiden (NOx);1990;11.3
3147;G-U Dienstverlening;Stikstofoxiden (NOx);1995;11.4
3148;G-U Dienstverlening;Stikstofoxiden (NOx);2000;10.5
3149;G-U Dienstverlening;Stikstofoxiden (NOx);2001;10.2
3150;G-U Dienstverlening;Stikstofoxiden (NOx);2002;8.9
3151;G-U Dienstverlening;Stikstofoxiden (NOx);2003;8.9
3152;G-U Dienstverlening;Stikstofoxiden (NOx);2004;8.2
3153;G-U Dienstverlening;Stikstofoxiden (NOx);2005;6.4
3154;G-U Dienstverlening;Stikstofoxiden (NOx);2006;6.3
3155;G-U Dienstverlening;Stikstofoxiden (NOx);2007;5.5
3156;G-U Dienstverlening;Stikstofoxiden (NOx);2008;5.8
3157;G-U Dienstverlening;Stikstofoxiden (NOx);2009;5.5
3158;G-U Dienstverlening;Stikstofoxiden (NOx);2010;6.2
3159;G-U Dienstverlening;Stikstofoxiden (NOx);2011;4.5
3160;G-U Dienstverlening;Stikstofoxiden (NOx);2012;4.8
3161;G-U Dienstverlening;Stikstofoxiden (NOx);2013;4.7
3162;G-U Dienstverlening;Stikstofoxiden (NOx);2014;3.6
3163;G-U Dienstverlening;Stikstofoxiden (NOx);2015;3.8
3164;G-U Dienstverlening;Stikstofoxiden (NOx);2016;3.6
3165;G-U Dienstverlening;Stikstofoxiden (NOx);2017;3.6
3166;G-U Dienstverlening;Stikstofoxiden (NOx);2018;3.2
3167;G-U Dienstverlening;Stikstofoxiden (NOx);2019;2.9
3168;G-U Dienstverlening;Stikstofoxiden (NOx);2020;2.6
3169;G-U Dienstverlening;Stikstofoxiden (NOx);2021;2.8
3170;G-U Dienstverlening;Stikstofoxiden (NOx);2022;2.4
3171;G-U Dienstverlening;Stikstofoxiden (NOx);2023;2.3
3172;G-U Dienstverlening;Zwaveldioxide (SO2);1990;0.8
3173;G-U Dienstverlening;Zwaveldioxide (SO2);1995;0.3
3174;G-U Dienstverlening;Zwaveldioxide (SO2);2000;0.2
3175;G-U Dienstverlening;Zwaveldioxide (SO2);2001;0.2
3176;G-U Dienstverlening;Zwaveldioxide (SO2);2002;0.1
3177;G-U Dienstverlening;Zwaveldioxide (SO2);2003;0.2
3178;G-U Dienstverlening;Zwaveldioxide (SO2);2004;0.1
3179;G-U Dienstverlening;Zwaveldioxide (SO2);2005;0.1
3180;G-U Dienstverlening;Zwaveldioxide (SO2);2006;0.1
3181;G-U Dienstverlening;Zwaveldioxide (SO2);2007;0.1
3182;G-U Dienstverlening;Zwaveldioxide (SO2);2008;0.1
3183;G-U Dienstverlening;Zwaveldioxide (SO2);2009;0.1
3184;G-U Dienstverlening;Zwaveldioxide (SO2);2010;0.1
3185;G-U Dienstverlening;Zwaveldioxide (SO2);2011;0.1
3186;G-U Dienstverlening;Zwaveldioxide (SO2);2012;0.1
3187;G-U Dienstverlening;Zwaveldioxide (SO2);2013;0.1
3188;G-U Dienstverlening;Zwaveldioxide (SO2);2014;0.1
3189;G-U Dienstverlening;Zwaveldioxide (SO2);2015;0.1
3190;G-U Dienstverlening;Zwaveldioxide (SO2);2016;0.1
3191;G-U Dienstverlening;Zwaveldioxide (SO2);2017;0.1
3192;G-U Dienstverlening;Zwaveldioxide (SO2);2018;0.1
3193;G-U Dienstverlening;Zwaveldioxide (SO2);2019;0.1
3194;G-U Dienstverlening;Zwaveldioxide (SO2);2020;0.1
3195;G-U Dienstverlening;Zwaveldioxide (SO2);2021;0.1
3196;G-U Dienstverlening;Zwaveldioxide (SO2);2022;0.1
3197;G-U Dienstverlening;Zwaveldioxide (SO2);2023;0.1
3198;G-U Dienstverlening;NMVOS;1990;53.5
3199;G-U Dienstverlening;NMVOS;1995;33.8
3200;G-U Dienstverlening;NMVOS;2000;20.7
3201;G-U Dienstverlening;NMVOS;2001;20.4
3202;G-U Dienstverlening;NMVOS;2002;19.5
3203;G-U Dienstverlening;NMVOS;2003;19.4
3204;G-U Dienstverlening;NMVOS;2004;18.9
3205;G-U Dienstverlening;NMVOS;2005;23.7
3206;G-U Dienstverlening;NMVOS;2006;23.6
3207;G-U Dienstverlening;NMVOS;2007;24.3
3208;G-U Dienstverlening;NMVOS;2008;24.0
3209;G-U Dienstverlening;NMVOS;2009;22.5
3210;G-U Dienstverlening;NMVOS;2010;25.5
3211;G-U Dienstverlening;NMVOS;2011;25.2
3212;G-U Dienstverlening;NMVOS;2012;24.5
3213;G-U Dienstverlening;NMVOS;2013;23.7
3214;G-U Dienstverlening;NMVOS;2014;23.9
3215;G-U Dienstverlening;NMVOS;2015;23.8
3216;G-U Dienstverlening;NMVOS;2016;23.5
3217;G-U Dienstverlening;NMVOS;2017;24.2
3218;G-U Dienstverlening;NMVOS;2018;24.4
3219;G-U Dienstverlening;NMVOS;2019;24.4
3220;G-U Dienstverlening;NMVOS;2020;25.5
3221;G-U Dienstverlening;NMVOS;2021;24.2
3222;G-U Dienstverlening;NMVOS;2022;24.7
3223;G-U Dienstverlening;NMVOS;2023;25.5
3224;G-U Dienstverlening;PM2.5 (fijn stof);1990;0.4
3225;G-U Dienstverlening;PM2.5 (fijn stof);1995;0.3
3226;G-U Dienstverlening;PM2.5 (fijn stof);2000;0.2
3227;G-U Dienstverlening;PM2.5 (fijn stof);2001;0.3
3228;G-U Dienstverlening;PM2.5 (fijn stof);2002;0.2
3229;G-U Dienstverlening;PM2.5 (fijn stof);2003;0.2
3230;G-U Dienstverlening;PM2.5 (fijn stof);2004;0.2
3231;G-U Dienstverlening;PM2.5 (fijn stof);2005;0.2
3232;G-U Dienstverlening;PM2.5 (fijn stof);2006;0.2
3233;G-U Dienstverlening;PM2.5 (fijn stof);2007;0.2
3234;G-U Dienstverlening;PM2.5 (fijn stof);2008;0.2
3235;G-U Dienstverlening;PM2.5 (fijn stof);2009;0.2
3236;G-U Dienstverlening;PM2.5 (fijn stof);2010;0.2
3237;G-U Dienstverlening;PM2.5 (fijn stof);2011;0.2
3238;G-U Dienstverlening;PM2.5 (fijn stof);2012;0.2
3239;G-U Dienstverlening;PM2.5 (fijn stof);2013;0.2
3240;G-U Dienstverlening;PM2.5 (fijn stof);2014;0.2
3241;G-U Dienstverlening;PM2.5 (fijn stof);2015;0.2
3242;G-U Dienstverlening;PM2.5 (fijn stof);2016;0.2
3243;G-U Dienstverlening;PM2.5 (fijn stof);2017;0.3
3244;G-U Dienstverlening;PM2.5 (fijn stof);2018;0.3
3245;G-U Dienstverlening;PM2.5 (fijn stof);2019;0.3
3246;G-U Dienstverlening;PM2.5 (fijn stof);2020;0.3
3247;G-U Dienstverlening;PM2.5 (fijn stof);2021;0.3
3248;G-U Dienstverlening;PM2.5 (fijn stof);2022;0.3
3249;G-U Dienstverlening;PM2.5 (fijn stof);2023;0.4
3250;F Bouwnijverheid;Ammoniak (NH3);1990;0.2
3251;F Bouwnijverheid;Ammoniak (NH3);1995;0.1
3252;F Bouwnijverheid;Ammoniak (NH3);2000;0.0
3253;F Bouwnijverheid;Ammoniak (NH3);2001;0.0
3254;F Bouwnijverheid;Ammoniak (NH3);2002;0.0
3255;F Bouwnijverheid;Ammoniak (NH3);2003;0.0
3256;F Bouwnijverheid;Ammoniak (NH3);2004;0.0
3257;F Bouwnijverheid;Ammoniak (NH3);2005;0.0
3258;F Bouwnijverheid;Ammoniak (NH3);2006;0.0
3259;F Bouwnijverheid;Ammoniak (NH3);2007;0.0
3260;F Bouwnijverheid;Ammoniak (NH3);2008;0.0
3261;F Bouwnijverheid;Ammoniak (NH3);2009;0.0
3262;F Bouwnijverheid;Ammoniak (NH3);2010;0.0
3263;F Bouwnijverheid;Ammoniak (NH3);2011;0.0
3264;F Bouwnijverheid;Ammoniak (NH3);2012;0.0
3265;F Bouwnijverheid;Ammoniak (NH3);2013;0.0
3266;F Bouwnijverheid;Ammoniak (NH3);2014;0.0
3267;F Bouwnijverheid;Ammoniak (NH3);2015;0.0
3268;F Bouwnijverheid;Ammoniak (NH3);2016;0.0
3269;F Bouwnijverheid;Ammoniak (NH3);2017;0.0
3270;F Bouwnijverheid;Ammoniak (NH3);2018;0.0
3271;F Bouwnijverheid;Ammoniak (NH3);2019;0.0
3272;F Bouwnijverheid;Ammoniak (NH3);2020;0.0
3273;F Bouwnijverheid;Ammoniak (NH3);2021;0.0
3274;F Bouwnijverheid;Ammoniak (NH3);2022;0.0
3275;F Bouwnijverheid;Ammoniak (NH3);2023;0.0
3276;F Bouwnijverheid;Stikstofoxiden (NOx);1990;0.5
3277;F Bouwnijverheid;Stikstofoxiden (NOx);1995;0.5
3278;F Bouwnijverheid;Stikstofoxiden (NOx);2000;1.2
3279;F Bouwnijverheid;Stikstofoxiden (NOx);2001;1.1
3280;F Bouwnijverheid;Stikstofoxiden (NOx);2002;0.9
3281;F Bouwnijverheid;Stikstofoxiden (NOx);2003;0.9
3282;F Bouwnijverheid;Stikstofoxiden (NOx);2004;0.8
3283;F Bouwnijverheid;Stikstofoxiden (NOx);2005;0.9
3284;F Bouwnijverheid;Stikstofoxiden (NOx);2006;0.8
3285;F Bouwnijverheid;Stikstofoxiden (NOx);2007;0.9
3286;F Bouwnijverheid;Stikstofoxiden (NOx);2008;0.8
3287;F Bouwnijverheid;Stikstofoxiden (NOx);2009;0.5
3288;F Bouwnijverheid;Stikstofoxiden (NOx);2010;0.7
3289;F Bouwnijverheid;Stikstofoxiden (NOx);2011;0.7
3290;F Bouwnijverheid;Stikstofoxiden (NOx);2012;0.7
3291;F Bouwnijverheid;Stikstofoxiden (NOx);2013;0.6
3292;F Bouwnijverheid;Stikstofoxiden (NOx);2014;0.6
3293;F Bouwnijverheid;Stikstofoxiden (NOx);2015;0.6
3294;F Bouwnijverheid;Stikstofoxiden (NOx);2016;0.5
3295;F Bouwnijverheid;Stikstofoxiden (NOx);2017;0.5
3296;F Bouwnijverheid;Stikstofoxiden (NOx);2018;0.4
3297;F Bouwnijverheid;Stikstofoxiden (NOx);2019;0.5
3298;F Bouwnijverheid;Stikstofoxiden (NOx);2020;0.4
3299;F Bouwnijverheid;Stikstofoxiden (NOx);2021;0.5
3300;F Bouwnijverheid;Stikstofoxiden (NOx);2022;0.5
3301;F Bouwnijverheid;Stikstofoxiden (NOx);2023;0.3
3302;F Bouwnijverheid;Zwaveldioxide (SO2);1990;0.6
3303;F Bouwnijverheid;Zwaveldioxide (SO2);1995;0.5
3304;F Bouwnijverheid;Zwaveldioxide (SO2);2000;0.7
3305;F Bouwnijverheid;Zwaveldioxide (SO2);2001;0.4
3306;F Bouwnijverheid;Zwaveldioxide (SO2);2002;0.6
3307;F Bouwnijverheid;Zwaveldioxide (SO2);2003;0.1
3308;F Bouwnijverheid;Zwaveldioxide (SO2);2004;0.2
3309;F Bouwnijverheid;Zwaveldioxide (SO2);2005;0.1
3310;F Bouwnijverheid;Zwaveldioxide (SO2);2006;0.2
3311;F Bouwnijverheid;Zwaveldioxide (SO2);2007;0.1
3312;F Bouwnijverheid;Zwaveldioxide (SO2);2008;0.1
3313;F Bouwnijverheid;Zwaveldioxide (SO2);2009;0.1
3314;F Bouwnijverheid;Zwaveldioxide (SO2);2010;0.1
3315;F Bouwnijverheid;Zwaveldioxide (SO2);2011;0.1
3316;F Bouwnijverheid;Zwaveldioxide (SO2);2012;0.1
3317;F Bouwnijverheid;Zwaveldioxide (SO2);2013;0.1
3318;F Bouwnijverheid;Zwaveldioxide (SO2);2014;0.1
3319;F Bouwnijverheid;Zwaveldioxide (SO2);2015;0.1
3320;F Bouwnijverheid;Zwaveldioxide (SO2);2016;0.1
3321;F Bouwnijverheid;Zwaveldioxide (SO2);2017;0.1
3322;F Bouwnijverheid;Zwaveldioxide (SO2);2018;0.0
3323;F Bouwnijverheid;Zwaveldioxide (SO2);2019;0.0
3324;F Bouwnijverheid;Zwaveldioxide (SO2);2020;0.0
3325;F Bouwnijverheid;Zwaveldioxide (SO2);2021;0.0
3326;F Bouwnijverheid;Zwaveldioxide (SO2);2022;0.0
3327;F Bouwnijverheid;Zwaveldioxide (SO2);2023;0.0
3328;F Bouwnijverheid;NMVOS;1990;22.0
3329;F Bouwnijverheid;NMVOS;1995;17.3
3330;F Bouwnijverheid;NMVOS;2000;15.2
3331;F Bouwnijverheid;NMVOS;2001;12.4
3332;F Bouwnijverheid;NMVOS;2002;12.1
3333;F Bouwnijverheid;NMVOS;2003;9.5
3334;F Bouwnijverheid;NMVOS;2004;7.6
3335;F Bouwnijverheid;NMVOS;2005;9.3
3336;F Bouwnijverheid;NMVOS;2006;8.8
3337;F Bouwnijverheid;NMVOS;2007;9.0
3338;F Bouwnijverheid;NMVOS;2008;6.0
3339;F Bouwnijverheid;NMVOS;2009;7.9
3340;F Bouwnijverheid;NMVOS;2010;8.2
3341;F Bouwnijverheid;NMVOS;2011;7.2
3342;F Bouwnijverheid;NMVOS;2012;6.6
3343;F Bouwnijverheid;NMVOS;2013;6.1
3344;F Bouwnijverheid;NMVOS;2014;6.9
3345;F Bouwnijverheid;NMVOS;2015;6.0
3346;F Bouwnijverheid;NMVOS;2016;5.0
3347;F Bouwnijverheid;NMVOS;2017;4.9
3348;F Bouwnijverheid;NMVOS;2018;4.9
3349;F Bouwnijverheid;NMVOS;2019;4.8
3350;F Bouwnijverheid;NMVOS;2020;5.0
3351;F Bouwnijverheid;NMVOS;2021;5.3
3352;F Bouwnijverheid;NMVOS;2022;5.3
3353;F Bouwnijverheid;NMVOS;2023;4.6
3354;F Bouwnijverheid;PM2.5 (fijn stof);1990;0.3
3355;F Bouwnijverheid;PM2.5 (fijn stof);1995;0.3
3356;F Bouwnijverheid;PM2.5 (fijn stof);2000;0.5
3357;F Bouwnijverheid;PM2.5 (fijn stof);2001;0.5
3358;F Bouwnijverheid;PM2.5 (fijn stof);2002;0.4
3359;F Bouwnijverheid;PM2.5 (fijn stof);2003;0.5
3360;F Bouwnijverheid;PM2.5 (fijn stof);2004;0.3
3361;F Bouwnijverheid;PM2.5 (fijn stof);2005;0.3
3362;F Bouwnijverheid;PM2.5 (fijn stof);2006;0.4
3363;F Bouwnijverheid;PM2.5 (fijn stof);2007;0.4
3364;F Bouwnijverheid;PM2.5 (fijn stof);2008;0.4
3365;F Bouwnijverheid;PM2.5 (fijn stof);2009;0.4
3366;F Bouwnijverheid;PM2.5 (fijn stof);2010;0.3
3367;F Bouwnijverheid;PM2.5 (fijn stof);2011;0.3
3368;F Bouwnijverheid;PM2.5 (fijn stof);2012;0.3
3369;F Bouwnijverheid;PM2.5 (fijn stof);2013;0.3
3370;F Bouwnijverheid;PM2.5 (fijn stof);2014;0.3
3371;F Bouwnijverheid;PM2.5 (fijn stof);2015;0.3
3372;F Bouwnijverheid;PM2.5 (fijn stof);2016;0.3
3373;F Bouwnijverheid;PM2.5 (fijn stof);2017;0.3
3374;F Bouwnijverheid;PM2.5 (fijn stof);2018;0.3
3375;F Bouwnijverheid;PM2.5 (fijn stof);2019;0.4
3376;F Bouwnijverheid;PM2.5 (fijn stof);2020;0.3
3377;F Bouwnijverheid;PM2.5 (fijn stof);2021;0.4
3378;F Bouwnijverheid;PM2.5 (fijn stof);2022;0.4
3379;F Bouwnijverheid;PM2.5 (fijn stof);2023;0.4
3380;"Mobiele bronnen; totaal";Ammoniak (NH3);1990;1.0
3381;"Mobiele bronnen; totaal";Ammoniak (NH3);1995;2.5
3382;"Mobiele bronnen; totaal";Ammoniak (NH3);2000;4.4
3383;"Mobiele bronnen; totaal";Ammoniak (NH3);2001;4.9
3384;"Mobiele bronnen; totaal";Ammoniak (NH3);2002;5.2
3385;"Mobiele bronnen; totaal";Ammoniak (NH3);2003;5.3
3386;"Mobiele bronnen; totaal";Ammoniak (NH3);2004;5.3
3387;"Mobiele bronnen; totaal";Ammoniak (NH3);2005;5.0
3388;"Mobiele bronnen; totaal";Ammoniak (NH3);2006;4.9
3389;"Mobiele bronnen; totaal";Ammoniak (NH3);2007;4.6
3390;"Mobiele bronnen; totaal";Ammoniak (NH3);2008;4.4
3391;"Mobiele bronnen; totaal";Ammoniak (NH3);2009;4.1
3392;"Mobiele bronnen; totaal";Ammoniak (NH3);2010;4.0
3393;"Mobiele bronnen; totaal";Ammoniak (NH3);2011;3.9
3394;"Mobiele bronnen; totaal";Ammoniak (NH3);2012;3.7
3395;"Mobiele bronnen; totaal";Ammoniak (NH3);2013;3.6
3396;"Mobiele bronnen; totaal";Ammoniak (NH3);2014;3.5
3397;"Mobiele bronnen; totaal";Ammoniak (NH3);2015;3.6
3398;"Mobiele bronnen; totaal";Ammoniak (NH3);2016;3.7
3399;"Mobiele bronnen; totaal";Ammoniak (NH3);2017;3.8
3400;"Mobiele bronnen; totaal";Ammoniak (NH3);2018;3.9
3401;"Mobiele bronnen; totaal";Ammoniak (NH3);2019;3.9
3402;"Mobiele bronnen; totaal";Ammoniak (NH3);2020;3.5
3403;"Mobiele bronnen; totaal";Ammoniak (NH3);2021;3.6
3404;"Mobiele bronnen; totaal";Ammoniak (NH3);2022;3.6
3405;"Mobiele bronnen; totaal";Ammoniak (NH3);2023;3.9
3406;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);1990;401.4
3407;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);1995;341.5
3408;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2000;306.5
3409;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2001;295.1
3410;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2002;283.6
3411;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2003;278.3
3412;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2004;276.2
3413;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2005;268.4
3414;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2006;263.3
3415;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2007;251.4
3416;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2008;239.6
3417;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2009;211.6
3418;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2010;207.3
3419;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2011;206.0
3420;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2012;192.1
3421;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2013;178.5
3422;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2014;165.0
3423;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2015;157.9
3424;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2016;152.2
3425;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2017;149.0
3426;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2018;150.1
3427;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2019;141.6
3428;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2020;118.8
3429;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2021;113.7
3430;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2022;107.8
3431;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2023;105.7
3432;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);1990;27.4
3433;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);1995;27.2
3434;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2000;15.3
3435;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2001;12.1
3436;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2002;10.8
3437;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2003;10.3
3438;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2004;10.2
3439;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2005;9.9
3440;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2006;9.8
3441;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2007;8.9
3442;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2008;5.5
3443;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2009;4.2
3444;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2010;3.2
3445;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2011;1.7
3446;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2012;1.8
3447;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2013;1.8
3448;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2014;2.1
3449;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2015;1.0
3450;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2016;0.9
3451;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2017;0.9
3452;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2018;0.8
3453;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2019;0.9
3454;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2020;0.7
3455;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2021;0.6
3456;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2022;0.6
3457;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2023;0.7
3458;"Mobiele bronnen; totaal";NMVOS;1990;202.4
3459;"Mobiele bronnen; totaal";NMVOS;1995;140.3
3460;"Mobiele bronnen; totaal";NMVOS;2000;86.0
3461;"Mobiele bronnen; totaal";NMVOS;2001;79.6
3462;"Mobiele bronnen; totaal";NMVOS;2002;72.2
3463;"Mobiele bronnen; totaal";NMVOS;2003;66.5
3464;"Mobiele bronnen; totaal";NMVOS;2004;60.7
3465;"Mobiele bronnen; totaal";NMVOS;2005;55.5
3466;"Mobiele bronnen; totaal";NMVOS;2006;52.8
3467;"Mobiele bronnen; totaal";NMVOS;2007;49.3
3468;"Mobiele bronnen; totaal";NMVOS;2008;46.4
3469;"Mobiele bronnen; totaal";NMVOS;2009;42.3
3470;"Mobiele bronnen; totaal";NMVOS;2010;40.8
3471;"Mobiele bronnen; totaal";NMVOS;2011;41.0
3472;"Mobiele bronnen; totaal";NMVOS;2012;39.4
3473;"Mobiele bronnen; totaal";NMVOS;2013;38.3
3474;"Mobiele bronnen; totaal";NMVOS;2014;36.1
3475;"Mobiele bronnen; totaal";NMVOS;2015;35.3
3476;"Mobiele bronnen; totaal";NMVOS;2016;35.1
3477;"Mobiele bronnen; totaal";NMVOS;2017;35.1
3478;"Mobiele bronnen; totaal";NMVOS;2018;34.8
3479;"Mobiele bronnen; totaal";NMVOS;2019;33.8
3480;"Mobiele bronnen; totaal";NMVOS;2020;30.0
3481;"Mobiele bronnen; totaal";NMVOS;2021;29.5
3482;"Mobiele bronnen; totaal";NMVOS;2022;28.3
3483;"Mobiele bronnen; totaal";NMVOS;2023;28.6
3484;"Mobiele bronnen; totaal";PM2.5 (fijn stof);1990;25.8
3485;"Mobiele bronnen; totaal";PM2.5 (fijn stof);1995;20.9
3486;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2000;17.1
3487;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2001;16.3
3488;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2002;15.1
3489;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2003;14.3
3490;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2004;13.7
3491;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2005;12.9
3492;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2006;11.9
3493;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2007;10.9
3494;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2008;9.4
3495;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2009;7.9
3496;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2010;7.3
3497;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2011;6.8
3498;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2012;6.1
3499;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2013;5.7
3500;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2014;5.4
3501;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2015;5.0
3502;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2016;4.8
3503;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2017;4.5
3504;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2018;4.5
3505;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2019;4.1
3506;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2020;3.8
