ID;SIC2008;PersonsEmployed;Periods;Total_1;Births_2;Deaths_3;NewlyBornEnterprisesSurvivingYear1_4;NewlyBornEnterprisesSurvivingYear2_5;NewlyBornEnterprisesSurvivingYear3_6;NewlyBornEnterprisesSurvivingYear4_7;NewlyBornEnterprisesSurvivingYear5_8;PersonsEmployed_9;Employees_10;PersonsEmployed_11;Employees_12;PersonsEmployed_13;Employees_14;k_1Year_15;k_2Years_16;k_3Years_17;k_4Years_18;k_5Years_19;k_1Year_20;k_2Years_21;k_3Years_22;k_4Years_23;k_5Years_24
793;307500;0 employees;2010;35012.0;3513.0;2830.0;3367.0;3323.0;3695.0;1080.0;1359.0;33635.0;0.0;1613.0;;1062.0;;4827.0;6700.0;7892.0;1363.0;1498.0;1667.0;1923.0;2261.0;1187.0;1411.0
794;307500;0 employees;2011;36590.0;4077.0;3043.0;3323.0;2902.0;2987.0;3366.0;1051.0;34880.0;;2042.0;;1090.0;0.0;3336.0;4401.0;6444.0;7654.0;1318.0;1557.0;1456.0;1739.0;2077.0;1163.0
795;307500;0 employees;2012;38154.0;3850.0;3643.0;3787.0;2874.0;2583.0;2720.0;3124.0;36143.0;0.0;2105.0;0.0;1482.0;0.0;4031.0;3042.0;4057.0;6256.0;7385.0;1954.0;1369.0;1300.0;1603.0;1945.0
796;307500;0 employees;2013;39326.0;3761.0;3337.0;3563.0;3284.0;2496.0;2296.0;2474.0;37749.0;;1833.0;0.0;1422.0;0.0;3642.0;3744.0;2844.0;3845.0;5857.0;2032.0;1724.0;1178.0;1175.0;1482.0
797;307500;0 employees;2014;40516.0;3940.0;2718.0;3557.0;3057.0;2864.0;2212.0;2096.0;38151.0;0.0;1937.0;0.0;1154.0;0.0;3635.0;3295.0;3372.0;2661.0;3627.0;1766.0;1764.0;1512.0;1066.0;1076.0
798;307500;0 employees;2015;42618.0;4403.0;2834.0;3778.0;3156.0;2773.0;2588.0;2039.0;42835.0;0.0;2638.0;0.0;;0.0;4135.0;3736.0;3313.0;;2661.0;1882.0;1598.0;1619.0;1382.0;991.0
799;307500;0 employees;2016;44284.0;4547.0;3276.0;4230.0;3320.0;2840.0;2516.0;2392.0;41213.0;0.0;2231.0;0.0;;0.0;4269.0;3669.0;3351.0;3108.0;3309.0;2520.0;1675.0;1475.0;1479.0;1280.0
800;307500;0 employees;2017;45428.0;4666.0;2606.0;4344.0;3736.0;2951.0;2559.0;2254.0;42309.0;0.0;2242.0;0.0;;0.0;;;3549.0;;2939.0;;;1492.0;;1327.0
801;307500;0 employees;2018;49197.0;5149.0;3028.0;4508.0;3944.0;3403.0;2707.0;2386.0;44077.0;0.0;;0.0;;0.0;4468.0;;;3488.0;;;1978.0;;1372.0;
802;307500;0 employees;2019;51181.0;5836.0;3227.0;4992.0;4034.0;3569.0;3106.0;2515.0;46094.0;0.0;;0.0;1197.0;0.0;5088.0;4332.0;5347.0;3982.0;3437.0;2493.0;1949.0;1797.0;1577.0;1283.0
803;307500;0 employees;2020;53983.0;5792.0;4050.0;5663.0;4501.0;3671.0;3298.0;2881.0;47914.0;0.0;2710.0;0.0;1723.0;0.0;5471.0;4872.0;4252.0;4949.0;3865.0;2840.0;2262.0;1792.0;1670.0;1475.0
804;307500;0 employees;2021;56116.0;7343.0;2541.0;5621.0;5176.0;4166.0;3373.0;3015.0;45918.0;0.0;3781.0;0.0;1094.0;0.0;4855.0;4798.0;4378.0;3708.0;4322.0;2646.0;2632.0;2095.0;1649.0;1533.0
805;307500;0 employees;2022;60648.0;5954.0;4506.0;7137.0;5223.0;4880.0;3937.0;3201.0;47454.0;0.0;3317.0;0.0;1570.0;0.0;5730.0;4560.0;4683.0;4320.0;3677.0;3668.0;2454.0;2481.0;1979.0;1566.0
806;307500;1 to 4 employees;2010;8558.0;262.0;158.0;359.0;423.0;421.0;357.0;219.0;27779.0;18282.0;544.0;;404.0;297.0;2116.0;3825.0;3060.0;1230.0;575.0;819.0;1019.0;1099.0;834.0;512.0
807;307500;1 to 4 employees;2011;8626.0;380.0;135.0;259.0;324.0;377.0;372.0;338.0;27747.0;;858.0;;342.0;249.0;874.0;1984.0;3665.0;2940.0;1174.0;538.0;744.0;;980.0;797.0
808;307500;1 to 4 employees;2012;8514.0;304.0;153.0;372.0;240.0;280.0;344.0;339.0;27224.0;17923.0;692.0;587.0;;;1386.0;806.0;1755.0;3448.0;2925.0;841.0;501.0;653.0;;895.0
809;307500;1 to 4 employees;2013;8366.0;339.0;186.0;302.0;330.0;205.0;250.0;315.0;26800.0;;739.0;640.0;453.0;338.0;1180.0;1357.0;778.0;1610.0;3298.0;689.0;762.0;426.0;586.0;
810;307500;1 to 4 employees;2014;8241.0;310.0;149.0;332.0;266.0;294.0;177.0;217.0;26168.0;;631.0;;352.0;271.0;1195.0;1247.0;1369.0;738.0;1454.0;728.0;623.0;691.0;368.0;522.0
811;307500;1 to 4 employees;2015;8180.0;267.0;104.0;303.0;307.0;237.0;264.0;165.0;25840.0;17065.0;;;229.0;169.0;1200.0;;1300.0;1398.0;698.0;620.0;689.0;558.0;637.0;336.0
812;307500;1 to 4 employees;2016;8319.0;264.0;124.0;267.0;276.0;276.0;216.0;249.0;25974.0;17151.0;531.0;431.0;322.0;;;1261.0;;1407.0;1435.0;;571.0;;513.0;599.0
813;307500;1 to 4 employees;2017;8426.0;297.0;105.0;258.0;245.0;254.0;246.0;199.0;25735.0;17100.0;543.0;428.0;;;1259.0;1321.0;1391.0;1377.0;1488.0;519.0;509.0;527.0;555.0;477.0
814;307500;1 to 4 employees;2018;8391.0;262.0;85.0;293.0;245.0;223.0;234.0;233.0;25487.0;16984.0;511.0;;;;1222.0;1373.0;1342.0;1397.0;1451.0;;490.0;458.0;494.0;525.0
815;307500;1 to 4 employees;2019;9573.0;239.0;127.0;260.0;276.0;217.0;198.0;220.0;27206.0;18789.0;446.0;373.0;232.0;183.0;;1251.0;1337.0;;;;502.0;443.0;;
816;307500;1 to 4 employees;2020;9568.0;227.0;93.0;237.0;234.0;241.0;200.0;194.0;27073.0;18728.0;426.0;347.0;156.0;132.0;1063.0;;1210.0;1364.0;;444.0;;452.0;405.0;
817;307500;1 to 4 employees;2021;9521.0;267.0;73.0;224.0;222.0;221.0;222.0;189.0;19618.0;18842.0;;421.0;105.0;93.0;971.0;1107.0;;1216.0;1337.0;423.0;416.0;;418.0;390.0
818;307500;1 to 4 employees;2022;9823.0;244.0;152.0;265.0;220.0;212.0;215.0;212.0;19961.0;19375.0;351.0;347.0;218.0;203.0;1090.0;975.0;1091.0;1271.0;1271.0;435.0;414.0;390.0;;402.0
819;307500;5 to 9 employees;2010;4291.0;62.0;37.0;98.0;110.0;108.0;96.0;57.0;33597.0;28812.0;403.0;;;;;;;964.0;;;820.0;;678.0;
820;307500;5 to 9 employees;2011;4134.0;81.0;24.0;62.0;91.0;96.0;100.0;90.0;32296.0;;561.0;;;;679.0;;;;;403.0;;;;
821;307500;5 to 9 employees;2012;4036.0;80.0;39.0;79.0;59.0;76.0;88.0;91.0;31345.0;26953.0;551.0;519.0;;;716.0;;;;;550.0;;;;
822;307500;5 to 9 employees;2013;3977.0;66.0;44.0;79.0;70.0;54.0;71.0;77.0;31017.0;;453.0;429.0;;;766.0;664.0;;;;542.0;491.0;;;
823;307500;5 to 9 employees;2014;3953.0;62.0;29.0;64.0;73.0;60.0;48.0;66.0;30664.0;;433.0;;;;717.0;770.0;573.0;445.0;;439.0;503.0;422.0;;
824;307500;5 to 9 employees;2015;3894.0;39.0;15.0;61.0;57.0;65.0;51.0;44.0;30090.0;25984.0;;;;;573.0;;716.0;;406.0;428.0;391.0;449.0;;
825;307500;5 to 9 employees;2016;3894.0;45.0;28.0;39.0;58.0;54.0;60.0;46.0;30201.0;26127.0;;;195.0;176.0;;552.0;;699.0;467.0;;407.0;;414.0;
826;307500;5 to 9 employees;2017;3931.0;46.0;16.0;45.0;35.0;51.0;50.0;51.0;30248.0;26305.0;;;114.0;99.0;615.0;;490.0;;709.0;296.0;;357.0;;359.0
827;307500;5 to 9 employees;2018;3914.0;39.0;12.0;46.0;44.0;33.0;47.0;47.0;30165.0;26176.0;;;;;;623.0;;469.0;;318.0;;;325.0;
828;307500;5 to 9 employees;2019;3891.0;39.0;16.0;38.0;44.0;40.0;30.0;42.0;29845.0;26113.0;;;;;;;;;;;;;;
829;307500;5 to 9 employees;2020;3884.0;29.0;11.0;39.0;37.0;42.0;37.0;28.0;29504.0;25817.0;;;;;;;;;;;;;;
830;307500;5 to 9 employees;2021;3913.0;40.0;3.0;28.0;39.0;33.0;39.0;35.0;26628.0;26300.0;;247.0;;;292.0;608.0;;668.0;651.0;178.0;251.0;;273.0;230.0
831;307500;5 to 9 employees;2022;3898.0;29.0;18.0;40.0;27.0;38.0;32.0;37.0;26347.0;26132.0;185.0;185.0;110.0;108.0;482.0;292.0;644.0;667.0;685.0;251.0;173.0;246.0;;258.0
832;307500;10 employees or more;2010;9477.0;53.0;36.0;63.0;76.0;83.0;76.0;27.0;601844.0;594705.0;1825.0;1814.0;;;;;;1612.0;;;1658.0;;1418.0;
833;307500;10 employees or more;2011;9321.0;66.0;40.0;53.0;61.0;71.0;75.0;72.0;599630.0;592749.0;2308.0;2277.0;;;2164.0;;;;;1825.0;;1576.0;;
834;307500;10 employees or more;2012;9128.0;59.0;32.0;66.0;48.0;55.0;66.0;71.0;591846.0;585335.0;1503.0;1489.0;;587.0;3724.0;;;;;2308.0;;;1461.0;
835;307500;10 employees or more;2013;8872.0;53.0;35.0;59.0;60.0;44.0;51.0;61.0;585742.0;579504.0;1236.0;1217.0;;;2529.0;3358.0;;;;1503.0;2217.0;;;1251.0
836;307500;10 employees or more;2014;8684.0;41.0;40.0;52.0;53.0;52.0;38.0;48.0;578468.0;572422.0;1130.0;1121.0;;;2171.0;2319.0;3152.0;1124.0;;1203.0;1359.0;2004.0;;
837;307500;10 employees or more;2015;8645.0;23.0;29.0;38.0;47.0;50.0;47.0;33.0;578634.0;572671.0;;;;;1849.0;1951.0;2239.0;2989.0;1104.0;1065.0;937.0;1319.0;;
838;307500;10 employees or more;2016;8746.0;18.0;30.0;21.0;37.0;44.0;49.0;45.0;588807.0;582796.0;;;;;;2023.0;1846.0;2024.0;3148.0;;1046.0;898.0;1285.0;
839;307500;10 employees or more;2017;8877.0;30.0;17.0;18.0;20.0;37.0;42.0;42.0;600180.0;594341.0;;;377.0;367.0;;;2093.0;1632.0;1934.0;;;1046.0;848.0;1167.0
840;307500;10 employees or more;2018;8995.0;21.0;11.0;30.0;17.0;19.0;37.0;38.0;615722.0;609593.0;400.0;390.0;;;;;;2016.0;1579.0;;;;1046.0;796.0
841;307500;10 employees or more;2019;8964.0;31.0;17.0;20.0;28.0;15.0;17.0;32.0;632611.0;626933.0;;;;;709.0;;;;1899.0;380.0;;;;911.0
842;307500;10 employees or more;2020;8911.0;26.0;17.0;31.0;19.0;24.0;15.0;17.0;629190.0;623703.0;;;;;;684.0;;;;;358.0;;;
843;307500;10 employees or more;2021;9112.0;26.0;7.0;26.0;30.0;17.0;20.0;15.0;642264.0;642068.0;562.0;562.0;;;1175.0;1484.0;634.0;1195.0;1261.0;739.0;887.0;320.0;777.0;508.0
844;307500;10 employees or more;2022;9142.0;21.0;13.0;26.0;26.0;27.0;16.0;19.0;658482.0;658417.0;436.0;436.0;245.0;244.0;1511.0;1127.0;1492.0;651.0;1286.0;562.0;739.0;818.0;307.0;709.0
845;307610;Total;2010;5049.0;323.0;260.0;262.0;258.0;272.0;133.0;75.0;130281.0;124376.0;736.0;;;;1670.0;1703.0;7670.0;876.0;261.0;987.0;931.0;1037.0;668.0;263.0
846;307610;Total;2011;5272.0;544.0;296.0;303.0;219.0;225.0;253.0;122.0;128015.0;122102.0;843.0;546.0;;278.0;1051.0;1671.0;1595.0;7477.0;854.0;733.0;959.0;890.0;979.0;644.0
847;307610;Total;2012;5477.0;545.0;352.0;477.0;241.0;186.0;206.0;230.0;128967.0;122838.0;690.0;362.0;316.0;132.0;1329.0;1040.0;1611.0;1508.0;7370.0;815.0;554.0;912.0;859.0;935.0
848;307610;Total;2013;5613.0;523.0;410.0;495.0;378.0;194.0;165.0;188.0;128988.0;122844.0;800.0;543.0;412.0;216.0;1022.0;1223.0;841.0;1454.0;1462.0;676.0;734.0;485.0;876.0;661.0
849;307610;Total;2014;5657.0;514.0;292.0;481.0;391.0;305.0;158.0;154.0;129123.0;122880.0;661.0;;347.0;;1235.0;971.0;1151.0;828.0;1402.0;788.0;570.0;658.0;457.0;861.0
850;307610;Total;2015;6083.0;675.0;357.0;490.0;419.0;335.0;264.0;142.0;130002.0;123070.0;709.0;278.0;439.0;;1120.0;1267.0;923.0;1093.0;820.0;652.0;738.0;517.0;601.0;433.0
851;307610;Total;2016;6368.0;650.0;412.0;645.0;419.0;361.0;294.0;239.0;131730.0;124950.0;632.0;293.0;578.0;326.0;1435.0;1101.0;1132.0;942.0;1069.0;685.0;577.0;664.0;485.0;575.0
852;307610;Total;2017;6629.0;737.0;354.0;621.0;566.0;356.0;312.0;256.0;134150.0;;;;354.0;159.0;;;1087.0;;953.0;;628.0;526.0;;447.0
853;307610;Total;2018;7061.0;734.0;434.0;706.0;553.0;502.0;324.0;283.0;;129842.0;651.0;255.0;336.0;113.0;1446.0;1859.0;1587.0;1049.0;;734.0;;530.0;504.0;
854;307610;Total;2019;7483.0;858.0;474.0;703.0;622.0;481.0;442.0;287.0;142703.0;135364.0;874.0;434.0;385.0;158.0;1225.0;1254.0;1974.0;1508.0;1046.0;629.0;684.0;536.0;495.0;450.0
855;307610;Total;2020;7845.0;873.0;497.0;818.0;607.0;540.0;431.0;409.0;140885.0;133359.0;607.0;188.0;400.0;156.0;1696.0;1137.0;1131.0;1915.0;1407.0;858.0;545.0;482.0;505.0;464.0
856;307610;Total;2021;8460.0;1344.0;370.0;843.0;731.0;548.0;486.0;389.0;142687.0;137374.0;1005.0;278.0;236.0;46.0;1172.0;1566.0;1084.0;1060.0;1811.0;597.0;769.0;512.0;447.0;476.0
857;307610;Total;2022;9163.0;915.0;783.0;1298.0;763.0;675.0;509.0;457.0;144853.0;139496.0;684.0;168.0;468.0;132.0;1734.0;1075.0;1560.0;1070.0;1141.0;976.0;554.0;733.0;483.0;427.0
858;307610;0 employees;2010;1641.0;259.0;215.0;177.0;159.0;158.0;46.0;37.0;1577.0;0.0;;0.0;;0.0;189.0;629.0;522.0;72.0;50.0;83.0;86.0;99.0;56.0;48.0
859;307610;0 employees;2011;1939.0;454.0;255.0;240.0;140.0;133.0;149.0;41.0;1774.0;;234.0;0.0;;0.0;273.0;170.0;606.0;379.0;66.0;116.0;65.0;70.0;93.0;51.0
860;307610;0 employees;2012;2212.0;472.0;319.0;388.0;184.0;118.0;121.0;137.0;2108.0;0.0;291.0;0.0;157.0;0.0;414.0;248.0;173.0;582.0;335.0;208.0;97.0;58.0;64.0;87.0
861;307610;0 employees;2013;2398.0;450.0;366.0;423.0;296.0;147.0;102.0;113.0;2210.0;0.0;217.0;0.0;155.0;0.0;468.0;351.0;230.0;159.0;658.0;278.0;166.0;79.0;55.0;59.0
862;307610;0 employees;2014;2478.0;436.0;254.0;408.0;328.0;235.0;119.0;98.0;2396.0;0.0;;0.0;;0.0;457.0;402.0;316.0;234.0;146.0;205.0;215.0;134.0;70.0;51.0
863;307610;0 employees;2015;2848.0;600.0;329.0;413.0;350.0;280.0;199.0;106.0;2996.0;0.0;387.0;0.0;;0.0;516.0;479.0;403.0;338.0;218.0;237.0;184.0;189.0;112.0;66.0
864;307610;0 employees;2016;3146.0;593.0;368.0;570.0;348.0;304.0;244.0;176.0;2942.0;0.0;315.0;0.0;212.0;0.0;721.0;463.0;401.0;397.0;317.0;364.0;205.0;162.0;168.0;99.0
865;307610;0 employees;2017;3393.0;674.0;319.0;566.0;497.0;291.0;260.0;211.0;3130.0;0.0;350.0;0.0;157.0;0.0;954.0;;438.0;;;304.0;321.0;171.0;;
866;307610;0 employees;2018;3849.0;668.0;402.0;645.0;500.0;435.0;262.0;234.0;3450.0;0.0;360.0;0.0;192.0;0.0;739.0;1119.0;844.0;429.0;372.0;335.0;;231.0;154.0;
867;307610;0 employees;2019;4237.0;793.0;441.0;639.0;561.0;435.0;379.0;229.0;3875.0;0.0;408.0;0.0;197.0;0.0;707.0;714.0;1223.0;836.0;435.0;347.0;284.0;244.0;206.0;133.0
868;307610;0 employees;2020;4643.0;827.0;474.0;753.0;551.0;489.0;386.0;349.0;4195.0;0.0;398.0;0.0;232.0;0.0;787.0;663.0;676.0;1116.0;794.0;391.0;304.0;252.0;215.0;188.0
869;307610;0 employees;2021;5249.0;1273.0;352.0;797.0;671.0;495.0;439.0;345.0;4239.0;0.0;707.0;0.0;179.0;0.0;773.0;658.0;557.0;578.0;1024.0;389.0;354.0;273.0;225.0;195.0
870;307610;0 employees;2022;5913.0;853.0;747.0;1227.0;718.0;619.0;459.0;411.0;4604.0;0.0;511.0;0.0;320.0;0.0;1048.0;701.0;664.0;537.0;621.0;678.0;348.0;329.0;252.0;209.0
871;307610;1 to 4 employees;2010;932.0;41.0;34.0;54.0;49.0;70.0;43.0;32.0;3365.0;2122.0;;;105.0;;290.0;266.0;;182.0;123.0;134.0;136.0;179.0;131.0;127.0
872;307610;1 to 4 employees;2011;917.0;59.0;31.0;40.0;49.0;45.0;62.0;38.0;3285.0;;151.0;115.0;97.0;66.0;155.0;272.0;249.0;;171.0;84.0;124.0;127.0;161.0;121.0
873;307610;1 to 4 employees;2012;879.0;53.0;22.0;58.0;35.0;39.0;40.0;54.0;3128.0;1981.0;134.0;110.0;;;257.0;110.0;249.0;219.0;;149.0;75.0;102.0;114.0;139.0
874;307610;1 to 4 employees;2013;895.0;46.0;26.0;52.0;53.0;28.0;36.0;34.0;3232.0;2064.0;105.0;86.0;72.0;50.0;224.0;264.0;84.0;250.0;189.0;133.0;137.0;61.0;94.0;97.0
875;307610;1 to 4 employees;2014;897.0;57.0;28.0;46.0;47.0;44.0;21.0;30.0;3203.0;2038.0;;;;;175.0;231.0;259.0;79.0;255.0;105.0;124.0;120.0;47.0;83.0
876;307610;1 to 4 employees;2015;964.0;53.0;21.0;56.0;44.0;41.0;42.0;19.0;3400.0;2144.0;112.0;85.0;;37.0;258.0;185.0;207.0;278.0;72.0;134.0;103.0;109.0;117.0;43.0
877;307610;1 to 4 employees;2016;945.0;41.0;26.0;53.0;53.0;34.0;36.0;41.0;3341.0;2114.0;80.0;65.0;67.0;41.0;292.0;281.0;170.0;202.0;310.0;112.0;126.0;75.0;98.0;111.0
878;307610;1 to 4 employees;2017;964.0;45.0;24.0;39.0;49.0;48.0;30.0;32.0;;;88.0;64.0;;;226.0;331.0;289.0;196.0;185.0;;108.0;115.0;66.0;89.0
879;307610;1 to 4 employees;2018;944.0;47.0;25.0;43.0;37.0;48.0;45.0;29.0;3232.0;;106.0;82.0;;;;223.0;325.0;269.0;217.0;;69.0;106.0;111.0;63.0
880;307610;1 to 4 employees;2019;999.0;44.0;27.0;46.0;43.0;31.0;44.0;44.0;3257.0;2144.0;101.0;75.0;73.0;50.0;199.0;243.0;243.0;310.0;265.0;104.0;84.0;61.0;95.0;109.0
881;307610;1 to 4 employees;2020;980.0;31.0;17.0;44.0;40.0;36.0;30.0;42.0;3150.0;2109.0;65.0;52.0;;;210.0;213.0;193.0;278.0;294.0;101.0;91.0;;59.0;90.0
882;307610;1 to 4 employees;2021;995.0;53.0;15.0;31.0;40.0;37.0;32.0;30.0;2597.0;2045.0;106.0;90.0;;;158.0;204.0;264.0;;297.0;65.0;91.0;88.0;;59.0
883;307610;1 to 4 employees;2022;1071.0;51.0;26.0;53.0;30.0;36.0;34.0;31.0;2735.0;2258.0;78.0;74.0;56.0;42.0;298.0;158.0;204.0;247.0;;106.0;62.0;80.0;80.0;
884;307610;5 to 9 employees;2010;722.0;8.0;5.0;21.0;27.0;25.0;27.0;4.0;6036.0;4922.0;52.0;46.0;;28.0;357.0;278.0;;326.0;;163.0;190.0;211.0;206.0;
885;307610;5 to 9 employees;2011;703.0;15.0;6.0;8.0;21.0;26.0;24.0;26.0;5848.0;;105.0;96.0;;;85.0;356.0;246.0;255.0;321.0;52.0;163.0;174.0;196.0;197.0
886;307610;5 to 9 employees;2012;696.0;15.0;9.0;15.0;8.0;19.0;24.0;21.0;5799.0;4756.0;102.0;95.0;61.0;52.0;174.0;81.0;355.0;241.0;231.0;105.0;52.0;145.0;162.0;180.0
887;307610;5 to 9 employees;2013;691.0;7.0;12.0;15.0;15.0;7.0;17.0;22.0;5803.0;4759.0;53.0;48.0;95.0;82.0;155.0;157.0;63.0;353.0;223.0;102.0;105.0;45.0;132.0;151.0
888;307610;5 to 9 employees;2014;674.0;14.0;4.0;7.0;12.0;13.0;6.0;17.0;5567.0;4562.0;96.0;89.0;23.0;22.0;52.0;;137.0;62.0;341.0;53.0;;91.0;40.0;132.0
889;307610;5 to 9 employees;2015;671.0;17.0;4.0;14.0;7.0;10.0;11.0;6.0;5508.0;4516.0;118.0;104.0;;;132.0;50.0;;134.0;49.0;96.0;53.0;;71.0;40.0
890;307610;5 to 9 employees;2016;649.0;11.0;9.0;17.0;12.0;6.0;10.0;10.0;5326.0;4405.0;74.0;67.0;69.0;60.0;229.0;136.0;61.0;;106.0;118.0;80.0;42.0;;64.0
891;307610;5 to 9 employees;2017;647.0;13.0;8.0;11.0;15.0;11.0;6.0;9.0;;4398.0;93.0;82.0;64.0;51.0;124.0;210.0;127.0;71.0;183.0;74.0;108.0;73.0;42.0;64.0
892;307610;5 to 9 employees;2018;624.0;12.0;2.0;13.0;11.0;14.0;11.0;5.0;5048.0;;74.0;69.0;;;165.0;114.0;200.0;115.0;;93.0;74.0;102.0;73.0;36.0
893;307610;5 to 9 employees;2019;627.0;12.0;3.0;11.0;13.0;10.0;14.0;9.0;4991.0;4185.0;84.0;79.0;;;170.0;162.0;99.0;199.0;116.0;67.0;;68.0;102.0;63.0
894;307610;5 to 9 employees;2020;624.0;10.0;2.0;12.0;10.0;12.0;10.0;13.0;4964.0;4147.0;71.0;64.0;;;213.0;135.0;;86.0;195.0;84.0;61.0;87.0;68.0;95.0
895;307610;5 to 9 employees;2021;619.0;10.0;2.0;10.0;12.0;10.0;12.0;9.0;4498.0;4173.0;61.0;57.0;;;92.0;236.0;131.0;218.0;74.0;71.0;84.0;61.0;87.0;60.0
896;307610;5 to 9 employees;2022;569.0;8.0;6.0;10.0;10.0;12.0;10.0;12.0;4076.0;3864.0;;;38.0;36.0;170.0;84.0;248.0;142.0;237.0;61.0;71.0;84.0;61.0;87.0
897;307610;10 employees or more;2010;1754.0;15.0;6.0;10.0;22.0;19.0;17.0;2.0;119303.0;117332.0;481.0;473.0;188.0;185.0;834.0;530.0;;296.0;;607.0;519.0;548.0;275.0;
898;307610;10 employees or more;2011;1713.0;16.0;4.0;15.0;10.0;22.0;18.0;17.0;117108.0;115235.0;353.0;335.0;;;538.0;873.0;494.0;;296.0;481.0;607.0;519.0;529.0;275.0
899;307610;10 employees or more;2012;1690.0;5.0;2.0;16.0;14.0;10.0;22.0;18.0;117932.0;116101.0;163.0;157.0;;;484.0;601.0;834.0;466.0;;353.0;330.0;607.0;519.0;529.0
900;307610;10 employees or more;2013;1629.0;20.0;6.0;5.0;14.0;12.0;10.0;19.0;117743.0;116021.0;425.0;409.0;90.0;84.0;175.0;451.0;464.0;692.0;392.0;163.0;326.0;300.0;595.0;354.0
901;307610;10 employees or more;2014;1608.0;7.0;6.0;20.0;4.0;13.0;12.0;10.0;117957.0;116281.0;186.0;182.0;134.0;127.0;552.0;;440.0;452.0;660.0;425.0;;313.0;300.0;595.0
902;307610;10 employees or more;2015;1600.0;5.0;3.0;7.0;18.0;4.0;12.0;11.0;118098.0;116411.0;91.0;89.0;;;214.0;554.0;;343.0;480.0;186.0;398.0;;301.0;284.0
903;307610;10 employees or more;2016;1628.0;5.0;9.0;5.0;6.0;17.0;4.0;12.0;120121.0;118432.0;163.0;161.0;230.0;225.0;193.0;222.0;499.0;;337.0;91.0;166.0;385.0;;301.0
904;307610;10 employees or more;2017;1625.0;5.0;3.0;5.0;5.0;6.0;16.0;4.0;122336.0;;;;;;;211.0;233.0;411.0;;163.0;91.0;166.0;374.0;
905;307610;10 employees or more;2018;1644.0;7.0;5.0;5.0;5.0;5.0;6.0;15.0;;123555.0;111.0;104.0;78.0;71.0;;403.0;218.0;236.0;;;163.0;91.0;166.0;357.0
906;307610;10 employees or more;2019;1620.0;9.0;3.0;7.0;5.0;5.0;5.0;5.0;130579.0;129034.0;281.0;280.0;;;148.0;136.0;409.0;162.0;230.0;111.0;;163.0;91.0;145.0
907;307610;10 employees or more;2020;1598.0;5.0;4.0;9.0;6.0;3.0;5.0;5.0;128576.0;127103.0;73.0;72.0;119.0;116.0;485.0;126.0;;435.0;123.0;281.0;89.0;;163.0;91.0
908;307610;10 employees or more;2021;1597.0;8.0;1.0;5.0;8.0;6.0;3.0;5.0;131352.0;131156.0;131.0;131.0;;;150.0;467.0;132.0;;416.0;73.0;241.0;89.0;;163.0
909;307610;10 employees or more;2022;1610.0;3.0;4.0;8.0;5.0;8.0;6.0;3.0;133438.0;133374.0;;;54.0;54.0;218.0;133.0;444.0;143.0;;131.0;73.0;241.0;89.0;
910;307600;Total;2010;;;;;;;;;;;;;;;;;;;;;;;;
911;307600;Total;2011;;;;;;;;;;;;;;;;;;;;;;;;
912;307600;Total;2012;;;;;;;;;;;;;;;;;;;;;;;;
913;307600;Total;2013;;;;;;;;;;;;;;;;;;;;;;;;
914;307600;Total;2014;;;;;;;;;;;;;;;;;;;;;;;;
915;307600;Total;2015;;;;;;;;;;;;;;;;;;;;;;;;
916;307600;Total;2016;;;;;;;;;;;;;;;;;;;;;;;;
917;307600;Total;2017;;;;;;;;;;;;;;;;;;;;;;;;
918;307600;Total;2018;;;;;;;;;;;;;;;;;;;;;;;;
919;307600;Total;2019;;;;;;;;;;;;;;;;;;;;;;;;
920;307600;Total;2020;;;;;;;;;;;;;;;;;;;;;;;;
921;307600;Total;2021;;;;;;;;;;;;;;;;;;;;;;;;
922;307600;Total;2022;;;;;;;;;;;;;;;;;;;;;;;;
923;307600;0 employees;2010;;;;;;;;;;;;;;;;;;;;;;;;
924;307600;0 employees;2011;;;;;;;;;;;;;;;;;;;;;;;;
925;307600;0 employees;2012;;;;;;;;;;;;;;;;;;;;;;;;
926;307600;0 employees;2013;;;;;;;;;;;;;;;;;;;;;;;;
927;307600;0 employees;2014;;;;;;;;;;;;;;;;;;;;;;;;
928;307600;0 employees;2015;;;;;;;;;;;;;;;;;;;;;;;;
929;307600;0 employees;2016;;;;;;;;;;;;;;;;;;;;;;;;
930;307600;0 employees;2017;;;;;;;;;;;;;;;;;;;;;;;;
931;307600;0 employees;2018;;;;;;;;;;;;;;;;;;;;;;;;
932;307600;0 employees;2019;;;;;;;;;;;;;;;;;;;;;;;;
933;307600;0 employees;2020;;;;;;;;;;;;;;;;;;;;;;;;
934;307600;0 employees;2021;;;;;;;;;;;;;;;;;;;;;;;;
935;307600;0 employees;2022;;;;;;;;;;;;;;;;;;;;;;;;
936;307600;1 to 4 employees;2010;;;;;;;;;;;;;;;;;;;;;;;;
937;307600;1 to 4 employees;2011;;;;;;;;;;;;;;;;;;;;;;;;
938;307600;1 to 4 employees;2012;;;;;;;;;;;;;;;;;;;;;;;;
939;307600;1 to 4 employees;2013;;;;;;;;;;;;;;;;;;;;;;;;
940;307600;1 to 4 employees;2014;;;;;;;;;;;;;;;;;;;;;;;;
941;307600;1 to 4 employees;2015;;;;;;;;;;;;;;;;;;;;;;;;
942;307600;1 to 4 employees;2016;;;;;;;;;;;;;;;;;;;;;;;;
