ID;WijkenEnBuurten;TypeVerwarmingsinstallatie;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;Woningen_5
18;Aa en Hunze;Totaal zonder gasverbruik (ex. onbekend);Aa en Hunze                             ;Gemeente;GM1680    ;;1.0
19;Aa en Hunze;Type installaties onbekend;Aa en Hunze                             ;Gemeente;GM1680    ;;1.0
20;Wijk 00 Annen;Individuele cv;Wijk 00 Annen                           ;Wijk    ;WK168000  ;1.0;93.0
21;Wijk 00 Annen;Blokverwarming;Wijk 00 Annen                           ;Wijk    ;WK168000  ;1.0;4.0
22;Wijk 00 Annen;Stadsverwarming met hoog gasverbruik;Wijk 00 Annen                           ;Wijk    ;WK168000  ;1.0;0.0
23;Wijk 00 Annen;Stadsverwarming met laag gasverbruik;Wijk 00 Annen                           ;Wijk    ;WK168000  ;1.0;0.0
24;Wijk 00 Annen;Stadsverwarming zonder gasverbruik;Wijk 00 Annen                           ;Wijk    ;WK168000  ;1.0;0.0
25;Wijk 00 Annen;Elektrisch verwarmd met hoog gasverbruik;Wijk 00 Annen                           ;Wijk    ;WK168000  ;1.0;1.0
26;Wijk 00 Annen;Elektrisch verwarmd met laag gasverbruik;Wijk 00 Annen                           ;Wijk    ;WK168000  ;1.0;0.0
27;Wijk 00 Annen;Elektrisch verwarmd zonder gasverbruik;Wijk 00 Annen                           ;Wijk    ;WK168000  ;1.0;2.0
28;Wijk 00 Annen;Totaal zonder gasverbruik (ex. onbekend);Wijk 00 Annen                           ;Wijk    ;WK168000  ;1.0;2.0
29;Wijk 00 Annen;Type installaties onbekend;Wijk 00 Annen                           ;Wijk    ;WK168000  ;1.0;1.0
30;Annen;Individuele cv;Annen                                   ;Buurt   ;BU16800000;1.0;92.0
31;Annen;Blokverwarming;Annen                                   ;Buurt   ;BU16800000;1.0;4.0
32;Annen;Stadsverwarming met hoog gasverbruik;Annen                                   ;Buurt   ;BU16800000;1.0;0.0
33;Annen;Stadsverwarming met laag gasverbruik;Annen                                   ;Buurt   ;BU16800000;1.0;0.0
34;Annen;Stadsverwarming zonder gasverbruik;Annen                                   ;Buurt   ;BU16800000;1.0;0.0
35;Annen;Elektrisch verwarmd met hoog gasverbruik;Annen                                   ;Buurt   ;BU16800000;1.0;1.0
36;Annen;Elektrisch verwarmd met laag gasverbruik;Annen                                   ;Buurt   ;BU16800000;1.0;0.0
37;Annen;Elektrisch verwarmd zonder gasverbruik;Annen                                   ;Buurt   ;BU16800000;1.0;2.0
38;Annen;Totaal zonder gasverbruik (ex. onbekend);Annen                                   ;Buurt   ;BU16800000;1.0;2.0
39;Annen;Type installaties onbekend;Annen                                   ;Buurt   ;BU16800000;1.0;1.0
40;Verspreide huizen Annen;Individuele cv;Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;98.0
41;Verspreide huizen Annen;Blokverwarming;Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;0.0
42;Verspreide huizen Annen;Stadsverwarming met hoog gasverbruik;Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;0.0
43;Verspreide huizen Annen;Stadsverwarming met laag gasverbruik;Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;0.0
44;Verspreide huizen Annen;Stadsverwarming zonder gasverbruik;Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;0.0
45;Verspreide huizen Annen;Elektrisch verwarmd met hoog gasverbruik;Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;0.0
46;Verspreide huizen Annen;Elektrisch verwarmd met laag gasverbruik;Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;0.0
47;Verspreide huizen Annen;Elektrisch verwarmd zonder gasverbruik;Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;0.0
48;Verspreide huizen Annen;Totaal zonder gasverbruik (ex. onbekend);Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;0.0
49;Verspreide huizen Annen;Type installaties onbekend;Verspreide huizen Annen                 ;Buurt   ;BU16800009;1.0;2.0
50;Wijk 01 Eext;Individuele cv;Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;97.0
51;Wijk 01 Eext;Blokverwarming;Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;0.0
52;Wijk 01 Eext;Stadsverwarming met hoog gasverbruik;Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;0.0
53;Wijk 01 Eext;Stadsverwarming met laag gasverbruik;Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;0.0
54;Wijk 01 Eext;Stadsverwarming zonder gasverbruik;Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;0.0
55;Wijk 01 Eext;Elektrisch verwarmd met hoog gasverbruik;Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;2.0
56;Wijk 01 Eext;Elektrisch verwarmd met laag gasverbruik;Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;0.0
57;Wijk 01 Eext;Elektrisch verwarmd zonder gasverbruik;Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;1.0
58;Wijk 01 Eext;Totaal zonder gasverbruik (ex. onbekend);Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;1.0
59;Wijk 01 Eext;Type installaties onbekend;Wijk 01 Eext                            ;Wijk    ;WK168001  ;1.0;1.0
60;Eext;Individuele cv;Eext                                    ;Buurt   ;BU16800100;1.0;97.0
61;Eext;Blokverwarming;Eext                                    ;Buurt   ;BU16800100;1.0;0.0
62;Eext;Stadsverwarming met hoog gasverbruik;Eext                                    ;Buurt   ;BU16800100;1.0;0.0
63;Eext;Stadsverwarming met laag gasverbruik;Eext                                    ;Buurt   ;BU16800100;1.0;0.0
64;Eext;Stadsverwarming zonder gasverbruik;Eext                                    ;Buurt   ;BU16800100;1.0;0.0
65;Eext;Elektrisch verwarmd met hoog gasverbruik;Eext                                    ;Buurt   ;BU16800100;1.0;1.0
66;Eext;Elektrisch verwarmd met laag gasverbruik;Eext                                    ;Buurt   ;BU16800100;1.0;0.0
67;Eext;Elektrisch verwarmd zonder gasverbruik;Eext                                    ;Buurt   ;BU16800100;1.0;1.0
68;Eext;Totaal zonder gasverbruik (ex. onbekend);Eext                                    ;Buurt   ;BU16800100;1.0;1.0
69;Eext;Type installaties onbekend;Eext                                    ;Buurt   ;BU16800100;1.0;0.0
70;Verspreide huizen Eext;Individuele cv;Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;91.0
71;Verspreide huizen Eext;Blokverwarming;Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;0.0
72;Verspreide huizen Eext;Stadsverwarming met hoog gasverbruik;Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;0.0
73;Verspreide huizen Eext;Stadsverwarming met laag gasverbruik;Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;0.0
74;Verspreide huizen Eext;Stadsverwarming zonder gasverbruik;Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;0.0
75;Verspreide huizen Eext;Elektrisch verwarmd met hoog gasverbruik;Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;4.0
76;Verspreide huizen Eext;Elektrisch verwarmd met laag gasverbruik;Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;0.0
77;Verspreide huizen Eext;Elektrisch verwarmd zonder gasverbruik;Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;2.0
78;Verspreide huizen Eext;Totaal zonder gasverbruik (ex. onbekend);Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;2.0
79;Verspreide huizen Eext;Type installaties onbekend;Verspreide huizen Eext                  ;Buurt   ;BU16800109;1.0;2.0
80;Wijk 02 Anloo;Individuele cv;Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;98.0
81;Wijk 02 Anloo;Blokverwarming;Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;0.0
82;Wijk 02 Anloo;Stadsverwarming met hoog gasverbruik;Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;0.0
83;Wijk 02 Anloo;Stadsverwarming met laag gasverbruik;Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;0.0
84;Wijk 02 Anloo;Stadsverwarming zonder gasverbruik;Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;0.0
85;Wijk 02 Anloo;Elektrisch verwarmd met hoog gasverbruik;Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;1.0
86;Wijk 02 Anloo;Elektrisch verwarmd met laag gasverbruik;Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;1.0
87;Wijk 02 Anloo;Elektrisch verwarmd zonder gasverbruik;Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;0.0
88;Wijk 02 Anloo;Totaal zonder gasverbruik (ex. onbekend);Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;0.0
89;Wijk 02 Anloo;Type installaties onbekend;Wijk 02 Anloo                           ;Wijk    ;WK168002  ;1.0;1.0
90;Anloo;Individuele cv;Anloo                                   ;Buurt   ;BU16800200;1.0;97.0
91;Anloo;Blokverwarming;Anloo                                   ;Buurt   ;BU16800200;1.0;0.0
92;Anloo;Stadsverwarming met hoog gasverbruik;Anloo                                   ;Buurt   ;BU16800200;1.0;0.0
93;Anloo;Stadsverwarming met laag gasverbruik;Anloo                                   ;Buurt   ;BU16800200;1.0;0.0
94;Anloo;Stadsverwarming zonder gasverbruik;Anloo                                   ;Buurt   ;BU16800200;1.0;0.0
95;Anloo;Elektrisch verwarmd met hoog gasverbruik;Anloo                                   ;Buurt   ;BU16800200;1.0;1.0
96;Anloo;Elektrisch verwarmd met laag gasverbruik;Anloo                                   ;Buurt   ;BU16800200;1.0;1.0
97;Anloo;Elektrisch verwarmd zonder gasverbruik;Anloo                                   ;Buurt   ;BU16800200;1.0;0.0
98;Anloo;Totaal zonder gasverbruik (ex. onbekend);Anloo                                   ;Buurt   ;BU16800200;1.0;0.0
99;Anloo;Type installaties onbekend;Anloo                                   ;Buurt   ;BU16800200;1.0;1.0
100;Verspreide huizen Anloo;Individuele cv;Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
101;Verspreide huizen Anloo;Blokverwarming;Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
102;Verspreide huizen Anloo;Stadsverwarming met hoog gasverbruik;Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
103;Verspreide huizen Anloo;Stadsverwarming met laag gasverbruik;Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
104;Verspreide huizen Anloo;Stadsverwarming zonder gasverbruik;Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
105;Verspreide huizen Anloo;Elektrisch verwarmd met hoog gasverbruik;Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
106;Verspreide huizen Anloo;Elektrisch verwarmd met laag gasverbruik;Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
107;Verspreide huizen Anloo;Elektrisch verwarmd zonder gasverbruik;Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
108;Verspreide huizen Anloo;Totaal zonder gasverbruik (ex. onbekend);Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
109;Verspreide huizen Anloo;Type installaties onbekend;Verspreide huizen Anloo                 ;Buurt   ;BU16800209;1.0;0.0
110;Wijk 03 Gasteren;Individuele cv;Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;95.0
111;Wijk 03 Gasteren;Blokverwarming;Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;0.0
112;Wijk 03 Gasteren;Stadsverwarming met hoog gasverbruik;Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;0.0
113;Wijk 03 Gasteren;Stadsverwarming met laag gasverbruik;Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;0.0
114;Wijk 03 Gasteren;Stadsverwarming zonder gasverbruik;Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;0.0
115;Wijk 03 Gasteren;Elektrisch verwarmd met hoog gasverbruik;Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;1.0
116;Wijk 03 Gasteren;Elektrisch verwarmd met laag gasverbruik;Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;1.0
117;Wijk 03 Gasteren;Elektrisch verwarmd zonder gasverbruik;Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;3.0
118;Wijk 03 Gasteren;Totaal zonder gasverbruik (ex. onbekend);Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;3.0
119;Wijk 03 Gasteren;Type installaties onbekend;Wijk 03 Gasteren                        ;Wijk    ;WK168003  ;1.0;0.0
120;Gasteren;Individuele cv;Gasteren                                ;Buurt   ;BU16800300;1.0;95.0
121;Gasteren;Blokverwarming;Gasteren                                ;Buurt   ;BU16800300;1.0;0.0
122;Gasteren;Stadsverwarming met hoog gasverbruik;Gasteren                                ;Buurt   ;BU16800300;1.0;0.0
123;Gasteren;Stadsverwarming met laag gasverbruik;Gasteren                                ;Buurt   ;BU16800300;1.0;0.0
124;Gasteren;Stadsverwarming zonder gasverbruik;Gasteren                                ;Buurt   ;BU16800300;1.0;0.0
125;Gasteren;Elektrisch verwarmd met hoog gasverbruik;Gasteren                                ;Buurt   ;BU16800300;1.0;1.0
126;Gasteren;Elektrisch verwarmd met laag gasverbruik;Gasteren                                ;Buurt   ;BU16800300;1.0;1.0
127;Gasteren;Elektrisch verwarmd zonder gasverbruik;Gasteren                                ;Buurt   ;BU16800300;1.0;3.0
128;Gasteren;Totaal zonder gasverbruik (ex. onbekend);Gasteren                                ;Buurt   ;BU16800300;1.0;3.0
129;Gasteren;Type installaties onbekend;Gasteren                                ;Buurt   ;BU16800300;1.0;0.0
130;Verspreide huizen Gasteren;Individuele cv;Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;
131;Verspreide huizen Gasteren;Blokverwarming;Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;
132;Verspreide huizen Gasteren;Stadsverwarming met hoog gasverbruik;Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;
133;Verspreide huizen Gasteren;Stadsverwarming met laag gasverbruik;Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;
134;Verspreide huizen Gasteren;Stadsverwarming zonder gasverbruik;Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;
135;Verspreide huizen Gasteren;Elektrisch verwarmd met hoog gasverbruik;Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;
136;Verspreide huizen Gasteren;Elektrisch verwarmd met laag gasverbruik;Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;
137;Verspreide huizen Gasteren;Elektrisch verwarmd zonder gasverbruik;Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;
138;Verspreide huizen Gasteren;Totaal zonder gasverbruik (ex. onbekend);Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;
139;Verspreide huizen Gasteren;Type installaties onbekend;Verspreide huizen Gasteren              ;Buurt   ;BU16800309;1.0;
140;Wijk 04 Anderen;Individuele cv;Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;96.0
141;Wijk 04 Anderen;Blokverwarming;Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;0.0
142;Wijk 04 Anderen;Stadsverwarming met hoog gasverbruik;Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;0.0
143;Wijk 04 Anderen;Stadsverwarming met laag gasverbruik;Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;0.0
144;Wijk 04 Anderen;Stadsverwarming zonder gasverbruik;Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;0.0
145;Wijk 04 Anderen;Elektrisch verwarmd met hoog gasverbruik;Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;1.0
146;Wijk 04 Anderen;Elektrisch verwarmd met laag gasverbruik;Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;0.0
147;Wijk 04 Anderen;Elektrisch verwarmd zonder gasverbruik;Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;2.0
148;Wijk 04 Anderen;Totaal zonder gasverbruik (ex. onbekend);Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;2.0
149;Wijk 04 Anderen;Type installaties onbekend;Wijk 04 Anderen                         ;Wijk    ;WK168004  ;1.0;1.0
150;Anderen;Individuele cv;Anderen                                 ;Buurt   ;BU16800400;1.0;96.0
151;Anderen;Blokverwarming;Anderen                                 ;Buurt   ;BU16800400;1.0;0.0
152;Anderen;Stadsverwarming met hoog gasverbruik;Anderen                                 ;Buurt   ;BU16800400;1.0;0.0
153;Anderen;Stadsverwarming met laag gasverbruik;Anderen                                 ;Buurt   ;BU16800400;1.0;0.0
154;Anderen;Stadsverwarming zonder gasverbruik;Anderen                                 ;Buurt   ;BU16800400;1.0;0.0
155;Anderen;Elektrisch verwarmd met hoog gasverbruik;Anderen                                 ;Buurt   ;BU16800400;1.0;1.0
156;Anderen;Elektrisch verwarmd met laag gasverbruik;Anderen                                 ;Buurt   ;BU16800400;1.0;0.0
157;Anderen;Elektrisch verwarmd zonder gasverbruik;Anderen                                 ;Buurt   ;BU16800400;1.0;2.0
158;Anderen;Totaal zonder gasverbruik (ex. onbekend);Anderen                                 ;Buurt   ;BU16800400;1.0;2.0
159;Anderen;Type installaties onbekend;Anderen                                 ;Buurt   ;BU16800400;1.0;1.0
160;Verspreide huizen Anderen;Individuele cv;Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;
161;Verspreide huizen Anderen;Blokverwarming;Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;
162;Verspreide huizen Anderen;Stadsverwarming met hoog gasverbruik;Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;
163;Verspreide huizen Anderen;Stadsverwarming met laag gasverbruik;Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;
164;Verspreide huizen Anderen;Stadsverwarming zonder gasverbruik;Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;
165;Verspreide huizen Anderen;Elektrisch verwarmd met hoog gasverbruik;Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;
166;Verspreide huizen Anderen;Elektrisch verwarmd met laag gasverbruik;Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;
167;Verspreide huizen Anderen;Elektrisch verwarmd zonder gasverbruik;Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;
168;Verspreide huizen Anderen;Totaal zonder gasverbruik (ex. onbekend);Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;
169;Verspreide huizen Anderen;Type installaties onbekend;Verspreide huizen Anderen               ;Buurt   ;BU16800409;1.0;
170;Wijk 05 Schipborg;Individuele cv;Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;94.0
171;Wijk 05 Schipborg;Blokverwarming;Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;0.0
172;Wijk 05 Schipborg;Stadsverwarming met hoog gasverbruik;Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;0.0
173;Wijk 05 Schipborg;Stadsverwarming met laag gasverbruik;Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;0.0
174;Wijk 05 Schipborg;Stadsverwarming zonder gasverbruik;Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;0.0
175;Wijk 05 Schipborg;Elektrisch verwarmd met hoog gasverbruik;Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;2.0
176;Wijk 05 Schipborg;Elektrisch verwarmd met laag gasverbruik;Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;0.0
177;Wijk 05 Schipborg;Elektrisch verwarmd zonder gasverbruik;Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;2.0
178;Wijk 05 Schipborg;Totaal zonder gasverbruik (ex. onbekend);Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;2.0
179;Wijk 05 Schipborg;Type installaties onbekend;Wijk 05 Schipborg                       ;Wijk    ;WK168005  ;1.0;3.0
180;Schipborg;Individuele cv;Schipborg                               ;Buurt   ;BU16800500;1.0;95.0
181;Schipborg;Blokverwarming;Schipborg                               ;Buurt   ;BU16800500;1.0;0.0
182;Schipborg;Stadsverwarming met hoog gasverbruik;Schipborg                               ;Buurt   ;BU16800500;1.0;0.0
183;Schipborg;Stadsverwarming met laag gasverbruik;Schipborg                               ;Buurt   ;BU16800500;1.0;0.0
184;Schipborg;Stadsverwarming zonder gasverbruik;Schipborg                               ;Buurt   ;BU16800500;1.0;0.0
185;Schipborg;Elektrisch verwarmd met hoog gasverbruik;Schipborg                               ;Buurt   ;BU16800500;1.0;2.0
186;Schipborg;Elektrisch verwarmd met laag gasverbruik;Schipborg                               ;Buurt   ;BU16800500;1.0;0.0
187;Schipborg;Elektrisch verwarmd zonder gasverbruik;Schipborg                               ;Buurt   ;BU16800500;1.0;2.0
188;Schipborg;Totaal zonder gasverbruik (ex. onbekend);Schipborg                               ;Buurt   ;BU16800500;1.0;2.0
189;Schipborg;Type installaties onbekend;Schipborg                               ;Buurt   ;BU16800500;1.0;2.0
190;Verspreide huizen Schipborg;Individuele cv;Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;76.0
191;Verspreide huizen Schipborg;Blokverwarming;Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;0.0
192;Verspreide huizen Schipborg;Stadsverwarming met hoog gasverbruik;Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;0.0
193;Verspreide huizen Schipborg;Stadsverwarming met laag gasverbruik;Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;0.0
194;Verspreide huizen Schipborg;Stadsverwarming zonder gasverbruik;Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;0.0
195;Verspreide huizen Schipborg;Elektrisch verwarmd met hoog gasverbruik;Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;0.0
196;Verspreide huizen Schipborg;Elektrisch verwarmd met laag gasverbruik;Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;0.0
197;Verspreide huizen Schipborg;Elektrisch verwarmd zonder gasverbruik;Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;0.0
198;Verspreide huizen Schipborg;Totaal zonder gasverbruik (ex. onbekend);Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;0.0
199;Verspreide huizen Schipborg;Type installaties onbekend;Verspreide huizen Schipborg             ;Buurt   ;BU16800509;1.0;24.0
200;Wijk 06 Eexterveen;Individuele cv;Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;97.0
201;Wijk 06 Eexterveen;Blokverwarming;Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;1.0
202;Wijk 06 Eexterveen;Stadsverwarming met hoog gasverbruik;Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;0.0
203;Wijk 06 Eexterveen;Stadsverwarming met laag gasverbruik;Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;0.0
204;Wijk 06 Eexterveen;Stadsverwarming zonder gasverbruik;Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;0.0
205;Wijk 06 Eexterveen;Elektrisch verwarmd met hoog gasverbruik;Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;1.0
206;Wijk 06 Eexterveen;Elektrisch verwarmd met laag gasverbruik;Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;0.0
207;Wijk 06 Eexterveen;Elektrisch verwarmd zonder gasverbruik;Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;1.0
208;Wijk 06 Eexterveen;Totaal zonder gasverbruik (ex. onbekend);Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;1.0
209;Wijk 06 Eexterveen;Type installaties onbekend;Wijk 06 Eexterveen                      ;Wijk    ;WK168006  ;1.0;1.0
210;Eexterveen;Individuele cv;Eexterveen                              ;Buurt   ;BU16800600;1.0;97.0
211;Eexterveen;Blokverwarming;Eexterveen                              ;Buurt   ;BU16800600;1.0;1.0
212;Eexterveen;Stadsverwarming met hoog gasverbruik;Eexterveen                              ;Buurt   ;BU16800600;1.0;0.0
213;Eexterveen;Stadsverwarming met laag gasverbruik;Eexterveen                              ;Buurt   ;BU16800600;1.0;0.0
214;Eexterveen;Stadsverwarming zonder gasverbruik;Eexterveen                              ;Buurt   ;BU16800600;1.0;0.0
215;Eexterveen;Elektrisch verwarmd met hoog gasverbruik;Eexterveen                              ;Buurt   ;BU16800600;1.0;1.0
216;Eexterveen;Elektrisch verwarmd met laag gasverbruik;Eexterveen                              ;Buurt   ;BU16800600;1.0;0.0
217;Eexterveen;Elektrisch verwarmd zonder gasverbruik;Eexterveen                              ;Buurt   ;BU16800600;1.0;1.0
218;Eexterveen;Totaal zonder gasverbruik (ex. onbekend);Eexterveen                              ;Buurt   ;BU16800600;1.0;1.0
219;Eexterveen;Type installaties onbekend;Eexterveen                              ;Buurt   ;BU16800600;1.0;1.0
220;Verspreide huizen Eexterveen;Individuele cv;Verspreide huizen Eexterveen            ;Buurt   ;BU16800609;1.0;
221;Verspreide huizen Eexterveen;Blokverwarming;Verspreide huizen Eexterveen            ;Buurt   ;BU16800609;1.0;
222;Verspreide huizen Eexterveen;Stadsverwarming met hoog gasverbruik;Verspreide huizen Eexterveen            ;Buurt   ;BU16800609;1.0;
