ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalOpheffingenVanBedrijven_1;k_1WerkzamePersoonOfMinder_2;k_2Tot10WerkzamePersonen_3;k_10Tot50WerkzamePersonen_4;k_50Tot250WerkzamePersonen_5;k_250WerkzamePersonenOfMeer_6;k_0Tot50WerkzamePersonen_7;k_0Tot250WerkzamePersonen_8;NatuurlijkePersonen_9;Rechtspersonen_10
8145;232 Vuurvast keramische productindustrie;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8146;232 Vuurvast keramische productindustrie;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8147;232 Vuurvast keramische productindustrie;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8148;232 Vuurvast keramische productindustrie;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8149;232 Vuurvast keramische productindustrie;2016;0;0;0;0;0;0;0;0;0;0
8150;232 Vuurvast keramische productindustrie;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8151;232 Vuurvast keramische productindustrie;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8152;232 Vuurvast keramische productindustrie;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8153;232 Vuurvast keramische productindustrie;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8154;232 Vuurvast keramische productindustrie;2017;0;0;0;0;0;0;0;0;0;0
8155;232 Vuurvast keramische productindustrie;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8156;232 Vuurvast keramische productindustrie;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8157;232 Vuurvast keramische productindustrie;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8158;232 Vuurvast keramische productindustrie;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8159;232 Vuurvast keramische productindustrie;2018;0;0;0;0;0;0;0;0;0;0
8160;232 Vuurvast keramische productindustrie;2019 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8161;232 Vuurvast keramische productindustrie;2019 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8162;232 Vuurvast keramische productindustrie;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8163;232 Vuurvast keramische productindustrie;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8164;232 Vuurvast keramische productindustrie;2019;0;0;0;0;0;0;0;0;0;0
8165;232 Vuurvast keramische productindustrie;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8166;232 Vuurvast keramische productindustrie;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8167;232 Vuurvast keramische productindustrie;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8168;232 Vuurvast keramische productindustrie;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8169;232 Vuurvast keramische productindustrie;2020;0;0;0;0;0;0;0;0;0;0
8170;232 Vuurvast keramische productindustrie;2021 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8171;232 Vuurvast keramische productindustrie;2021 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8172;232 Vuurvast keramische productindustrie;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8173;232 Vuurvast keramische productindustrie;2021 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8174;232 Vuurvast keramische productindustrie;2021;0;0;0;0;0;0;0;0;0;0
8175;232 Vuurvast keramische productindustrie;2022 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8176;232 Vuurvast keramische productindustrie;2022 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8177;232 Vuurvast keramische productindustrie;2022 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8178;232 Vuurvast keramische productindustrie;2022 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8179;232 Vuurvast keramische productindustrie;2022;0;0;0;0;0;0;0;0;0;0
8180;232 Vuurvast keramische productindustrie;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8181;232 Vuurvast keramische productindustrie;2023 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8182;232 Vuurvast keramische productindustrie;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8183;232 Vuurvast keramische productindustrie;2023 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8184;232 Vuurvast keramische productindustrie;2023;0;0;0;0;0;0;0;0;0;0
8185;232 Vuurvast keramische productindustrie;2024 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8186;232 Vuurvast keramische productindustrie;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8187;232 Vuurvast keramische productindustrie;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8188;232 Vuurvast keramische productindustrie;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8189;232 Vuurvast keramische productindustrie;2024;0;0;0;0;0;0;0;0;0;0
8190;233 Keramische bouwproductenindustrie;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8191;233 Keramische bouwproductenindustrie;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8192;233 Keramische bouwproductenindustrie;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8193;233 Keramische bouwproductenindustrie;2007 4e kwartaal;5;0;0;0;0;0;5;5;0;5
8194;233 Keramische bouwproductenindustrie;2007;5;5;0;0;0;0;5;5;0;5
8195;233 Keramische bouwproductenindustrie;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8196;233 Keramische bouwproductenindustrie;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8197;233 Keramische bouwproductenindustrie;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8198;233 Keramische bouwproductenindustrie;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8199;233 Keramische bouwproductenindustrie;2008;5;5;0;0;0;0;5;5;5;0
8200;233 Keramische bouwproductenindustrie;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8201;233 Keramische bouwproductenindustrie;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8202;233 Keramische bouwproductenindustrie;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8203;233 Keramische bouwproductenindustrie;2009 4e kwartaal;5;0;0;0;0;0;5;5;0;0
8204;233 Keramische bouwproductenindustrie;2009;5;5;0;0;0;0;5;5;5;0
8205;233 Keramische bouwproductenindustrie;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8206;233 Keramische bouwproductenindustrie;2010 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8207;233 Keramische bouwproductenindustrie;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8208;233 Keramische bouwproductenindustrie;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8209;233 Keramische bouwproductenindustrie;2010;0;0;0;0;0;0;0;0;0;0
8210;233 Keramische bouwproductenindustrie;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8211;233 Keramische bouwproductenindustrie;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8212;233 Keramische bouwproductenindustrie;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8213;233 Keramische bouwproductenindustrie;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8214;233 Keramische bouwproductenindustrie;2011;5;5;0;0;0;0;5;5;5;0
8215;233 Keramische bouwproductenindustrie;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8216;233 Keramische bouwproductenindustrie;2012 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8217;233 Keramische bouwproductenindustrie;2012 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8218;233 Keramische bouwproductenindustrie;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8219;233 Keramische bouwproductenindustrie;2012;0;0;0;0;0;0;0;0;0;0
8220;233 Keramische bouwproductenindustrie;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8221;233 Keramische bouwproductenindustrie;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8222;233 Keramische bouwproductenindustrie;2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8223;233 Keramische bouwproductenindustrie;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8224;233 Keramische bouwproductenindustrie;2013;0;0;0;0;0;0;0;0;0;0
8225;233 Keramische bouwproductenindustrie;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8226;233 Keramische bouwproductenindustrie;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8227;233 Keramische bouwproductenindustrie;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8228;233 Keramische bouwproductenindustrie;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8229;233 Keramische bouwproductenindustrie;2014;0;0;0;0;0;0;0;0;0;0
8230;233 Keramische bouwproductenindustrie;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8231;233 Keramische bouwproductenindustrie;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8232;233 Keramische bouwproductenindustrie;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8233;233 Keramische bouwproductenindustrie;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8234;233 Keramische bouwproductenindustrie;2015;0;0;0;0;0;0;0;0;0;0
8235;233 Keramische bouwproductenindustrie;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8236;233 Keramische bouwproductenindustrie;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8237;233 Keramische bouwproductenindustrie;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8238;233 Keramische bouwproductenindustrie;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8239;233 Keramische bouwproductenindustrie;2016;0;0;0;0;0;0;0;0;0;0
8240;233 Keramische bouwproductenindustrie;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8241;233 Keramische bouwproductenindustrie;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8242;233 Keramische bouwproductenindustrie;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8243;233 Keramische bouwproductenindustrie;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8244;233 Keramische bouwproductenindustrie;2017;5;5;0;0;0;0;5;5;0;5
8245;233 Keramische bouwproductenindustrie;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8246;233 Keramische bouwproductenindustrie;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8247;233 Keramische bouwproductenindustrie;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8248;233 Keramische bouwproductenindustrie;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8249;233 Keramische bouwproductenindustrie;2018;0;0;0;0;0;0;0;0;0;0
8250;233 Keramische bouwproductenindustrie;2019 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8251;233 Keramische bouwproductenindustrie;2019 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8252;233 Keramische bouwproductenindustrie;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8253;233 Keramische bouwproductenindustrie;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8254;233 Keramische bouwproductenindustrie;2019;0;0;0;0;0;0;0;0;0;0
8255;233 Keramische bouwproductenindustrie;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8256;233 Keramische bouwproductenindustrie;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8257;233 Keramische bouwproductenindustrie;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8258;233 Keramische bouwproductenindustrie;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8259;233 Keramische bouwproductenindustrie;2020;5;0;0;0;0;0;5;5;0;0
8260;233 Keramische bouwproductenindustrie;2021 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8261;233 Keramische bouwproductenindustrie;2021 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8262;233 Keramische bouwproductenindustrie;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8263;233 Keramische bouwproductenindustrie;2021 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8264;233 Keramische bouwproductenindustrie;2021;0;0;0;0;0;0;0;0;0;0
8265;233 Keramische bouwproductenindustrie;2022 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8266;233 Keramische bouwproductenindustrie;2022 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8267;233 Keramische bouwproductenindustrie;2022 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8268;233 Keramische bouwproductenindustrie;2022 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8269;233 Keramische bouwproductenindustrie;2022;5;5;0;0;0;0;5;5;0;5
8270;233 Keramische bouwproductenindustrie;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8271;233 Keramische bouwproductenindustrie;2023 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8272;233 Keramische bouwproductenindustrie;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8273;233 Keramische bouwproductenindustrie;2023 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8274;233 Keramische bouwproductenindustrie;2023;0;0;0;0;0;0;0;0;0;0
8275;233 Keramische bouwproductenindustrie;2024 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8276;233 Keramische bouwproductenindustrie;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8277;233 Keramische bouwproductenindustrie;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8278;233 Keramische bouwproductenindustrie;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8279;233 Keramische bouwproductenindustrie;2024;5;0;0;0;0;0;5;5;0;0
8280;234 Overige keramische industrie;2007 1e kwartaal;10;5;5;0;0;0;10;10;10;0
8281;234 Overige keramische industrie;2007 2e kwartaal;10;5;0;0;0;0;10;10;5;0
8282;234 Overige keramische industrie;2007 3e kwartaal;5;5;0;0;0;0;5;5;5;0
8283;234 Overige keramische industrie;2007 4e kwartaal;5;5;0;0;0;0;5;5;5;0
8284;234 Overige keramische industrie;2007;30;25;5;0;0;0;30;30;25;0
8285;234 Overige keramische industrie;2008 1e kwartaal;10;10;0;0;0;0;10;10;10;0
8286;234 Overige keramische industrie;2008 2e kwartaal;5;5;0;0;0;0;5;5;5;0
8287;234 Overige keramische industrie;2008 3e kwartaal;5;5;5;0;0;0;5;5;5;0
8288;234 Overige keramische industrie;2008 4e kwartaal;10;10;0;0;0;0;10;10;10;0
8289;234 Overige keramische industrie;2008;35;30;5;0;0;0;35;35;30;0
8290;234 Overige keramische industrie;2009 1e kwartaal;10;5;0;0;0;0;10;10;10;0
8291;234 Overige keramische industrie;2009 2e kwartaal;5;5;0;0;0;0;5;5;5;0
8292;234 Overige keramische industrie;2009 3e kwartaal;5;0;0;0;0;0;5;5;0;0
8293;234 Overige keramische industrie;2009 4e kwartaal;10;5;5;0;0;0;10;10;5;5
8294;234 Overige keramische industrie;2009;30;20;10;0;0;0;30;30;20;5
8295;234 Overige keramische industrie;2010 1e kwartaal;5;0;0;0;0;0;5;5;5;0
8296;234 Overige keramische industrie;2010 2e kwartaal;5;5;0;0;0;0;5;5;5;0
8297;234 Overige keramische industrie;2010 3e kwartaal;5;5;0;0;0;0;5;5;5;0
8298;234 Overige keramische industrie;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8299;234 Overige keramische industrie;2010;20;15;0;0;0;0;20;20;20;0
8300;234 Overige keramische industrie;2011 1e kwartaal;10;10;0;0;0;0;10;10;5;0
8301;234 Overige keramische industrie;2011 2e kwartaal;10;10;0;0;0;0;10;10;10;0
8302;234 Overige keramische industrie;2011 3e kwartaal;10;10;0;0;0;0;10;10;5;5
8303;234 Overige keramische industrie;2011 4e kwartaal;5;5;0;0;0;0;5;5;5;0
8304;234 Overige keramische industrie;2011;30;25;5;0;0;0;30;30;25;5
8305;234 Overige keramische industrie;2012 1e kwartaal;10;10;0;0;0;0;10;10;10;0
8306;234 Overige keramische industrie;2012 2e kwartaal;10;10;0;0;0;0;10;10;10;0
8307;234 Overige keramische industrie;2012 3e kwartaal;5;0;0;0;0;0;5;5;0;0
8308;234 Overige keramische industrie;2012 4e kwartaal;5;5;0;0;0;0;5;5;5;0
8309;234 Overige keramische industrie;2012;30;30;0;0;0;0;30;30;30;5
8310;234 Overige keramische industrie;2013 1e kwartaal;5;5;0;0;0;0;5;5;5;0
8311;234 Overige keramische industrie;2013 2e kwartaal;5;5;0;0;0;0;5;5;5;0
8312;234 Overige keramische industrie;2013 3e kwartaal;10;10;0;0;0;0;10;10;5;5
8313;234 Overige keramische industrie;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8314;234 Overige keramische industrie;2013;20;20;0;0;0;0;20;20;20;5
8315;234 Overige keramische industrie;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8316;234 Overige keramische industrie;2014 2e kwartaal;5;5;0;0;0;0;5;5;5;0
8317;234 Overige keramische industrie;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8318;234 Overige keramische industrie;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8319;234 Overige keramische industrie;2014;10;5;0;0;0;0;10;10;5;0
8320;234 Overige keramische industrie;2015 1e kwartaal;5;5;0;0;0;0;5;5;5;0
8321;234 Overige keramische industrie;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8322;234 Overige keramische industrie;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8323;234 Overige keramische industrie;2015 4e kwartaal;5;5;0;0;0;0;5;5;5;0
8324;234 Overige keramische industrie;2015;15;10;0;0;0;0;15;15;10;5
8325;234 Overige keramische industrie;2016 1e kwartaal;5;5;0;0;0;0;5;5;5;5
8326;234 Overige keramische industrie;2016 2e kwartaal;5;5;0;0;0;0;5;5;0;0
8327;234 Overige keramische industrie;2016 3e kwartaal;5;5;0;0;0;0;5;5;5;0
8328;234 Overige keramische industrie;2016 4e kwartaal;5;5;0;0;0;0;5;5;5;0
8329;234 Overige keramische industrie;2016;20;15;5;0;0;0;20;20;15;5
8330;234 Overige keramische industrie;2017 1e kwartaal;5;5;0;0;0;0;5;5;0;0
8331;234 Overige keramische industrie;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8332;234 Overige keramische industrie;2017 3e kwartaal;5;5;0;0;0;0;5;5;5;0
8333;234 Overige keramische industrie;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8334;234 Overige keramische industrie;2017;10;10;0;0;0;0;10;10;5;0
8335;234 Overige keramische industrie;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8336;234 Overige keramische industrie;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8337;234 Overige keramische industrie;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8338;234 Overige keramische industrie;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8339;234 Overige keramische industrie;2018;5;5;0;0;0;0;5;5;5;0
8340;234 Overige keramische industrie;2019 1e kwartaal;5;5;0;0;0;0;5;5;5;0
8341;234 Overige keramische industrie;2019 2e kwartaal;5;5;0;0;0;0;5;5;0;5
8342;234 Overige keramische industrie;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8343;234 Overige keramische industrie;2019 4e kwartaal;5;5;0;0;0;0;5;5;5;0
8344;234 Overige keramische industrie;2019;15;10;0;0;0;0;15;15;10;5
8345;234 Overige keramische industrie;2020 1e kwartaal;5;5;0;0;0;0;5;5;5;0
8346;234 Overige keramische industrie;2020 2e kwartaal;5;5;0;0;0;0;5;5;5;0
8347;234 Overige keramische industrie;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8348;234 Overige keramische industrie;2020 4e kwartaal;5;5;0;0;0;0;5;5;5;0
8349;234 Overige keramische industrie;2020;20;15;5;0;0;0;20;20;15;5
8350;234 Overige keramische industrie;2021 1e kwartaal;5;5;0;0;0;0;5;5;5;0
8351;234 Overige keramische industrie;2021 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8352;234 Overige keramische industrie;2021 3e kwartaal;5;5;0;0;0;0;5;5;5;0
8353;234 Overige keramische industrie;2021 4e kwartaal;5;5;0;0;0;0;5;5;5;0
8354;234 Overige keramische industrie;2021;20;15;0;0;0;0;20;20;15;0
8355;234 Overige keramische industrie;2022 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8356;234 Overige keramische industrie;2022 2e kwartaal;5;5;0;0;0;0;5;5;5;0
8357;234 Overige keramische industrie;2022 3e kwartaal;5;5;0;0;0;0;5;5;5;0
8358;234 Overige keramische industrie;2022 4e kwartaal;10;10;0;0;0;0;10;10;5;5
8359;234 Overige keramische industrie;2022;20;15;5;0;0;0;20;20;15;5
8360;234 Overige keramische industrie;2023 1e kwartaal;5;5;0;0;0;0;5;5;5;0
8361;234 Overige keramische industrie;2023 2e kwartaal;5;5;0;0;0;0;5;5;5;0
8362;234 Overige keramische industrie;2023 3e kwartaal;5;5;0;0;0;0;5;5;5;0
8363;234 Overige keramische industrie;2023 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8364;234 Overige keramische industrie;2023;20;15;0;0;0;0;20;20;15;0
8365;234 Overige keramische industrie;2024 1e kwartaal;5;5;0;0;0;0;5;5;5;0
8366;234 Overige keramische industrie;2024 2e kwartaal;5;0;0;0;0;0;5;5;0;0
8367;234 Overige keramische industrie;2024 3e kwartaal;5;5;0;0;0;0;5;5;5;0
8368;234 Overige keramische industrie;2024 4e kwartaal;5;5;0;0;0;0;5;5;5;0
8369;234 Overige keramische industrie;2024;15;15;0;0;0;0;15;15;15;0
8370;235 Cement-, kalk- en gipsindustrie;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8371;235 Cement-, kalk- en gipsindustrie;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8372;235 Cement-, kalk- en gipsindustrie;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8373;235 Cement-, kalk- en gipsindustrie;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8374;235 Cement-, kalk- en gipsindustrie;2007;5;0;0;0;0;0;5;5;0;0
8375;235 Cement-, kalk- en gipsindustrie;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8376;235 Cement-, kalk- en gipsindustrie;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8377;235 Cement-, kalk- en gipsindustrie;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8378;235 Cement-, kalk- en gipsindustrie;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8379;235 Cement-, kalk- en gipsindustrie;2008;0;0;0;0;0;0;0;0;0;0
8380;235 Cement-, kalk- en gipsindustrie;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8381;235 Cement-, kalk- en gipsindustrie;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8382;235 Cement-, kalk- en gipsindustrie;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8383;235 Cement-, kalk- en gipsindustrie;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8384;235 Cement-, kalk- en gipsindustrie;2009;0;0;0;0;0;0;0;0;0;0
8385;235 Cement-, kalk- en gipsindustrie;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8386;235 Cement-, kalk- en gipsindustrie;2010 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8387;235 Cement-, kalk- en gipsindustrie;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8388;235 Cement-, kalk- en gipsindustrie;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8389;235 Cement-, kalk- en gipsindustrie;2010;0;0;0;0;0;0;0;0;0;0
8390;235 Cement-, kalk- en gipsindustrie;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8391;235 Cement-, kalk- en gipsindustrie;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8392;235 Cement-, kalk- en gipsindustrie;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8393;235 Cement-, kalk- en gipsindustrie;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8394;235 Cement-, kalk- en gipsindustrie;2011;0;0;0;0;0;0;0;0;0;0
8395;235 Cement-, kalk- en gipsindustrie;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8396;235 Cement-, kalk- en gipsindustrie;2012 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8397;235 Cement-, kalk- en gipsindustrie;2012 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8398;235 Cement-, kalk- en gipsindustrie;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8399;235 Cement-, kalk- en gipsindustrie;2012;0;0;0;0;0;0;0;0;0;0
8400;235 Cement-, kalk- en gipsindustrie;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8401;235 Cement-, kalk- en gipsindustrie;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8402;235 Cement-, kalk- en gipsindustrie;2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8403;235 Cement-, kalk- en gipsindustrie;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8404;235 Cement-, kalk- en gipsindustrie;2013;0;0;0;0;0;0;0;0;0;0
8405;235 Cement-, kalk- en gipsindustrie;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8406;235 Cement-, kalk- en gipsindustrie;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8407;235 Cement-, kalk- en gipsindustrie;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8408;235 Cement-, kalk- en gipsindustrie;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8409;235 Cement-, kalk- en gipsindustrie;2014;0;0;0;0;0;0;0;0;0;0
8410;235 Cement-, kalk- en gipsindustrie;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8411;235 Cement-, kalk- en gipsindustrie;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8412;235 Cement-, kalk- en gipsindustrie;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8413;235 Cement-, kalk- en gipsindustrie;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8414;235 Cement-, kalk- en gipsindustrie;2015;0;0;0;0;0;0;0;0;0;0
8415;235 Cement-, kalk- en gipsindustrie;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8416;235 Cement-, kalk- en gipsindustrie;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8417;235 Cement-, kalk- en gipsindustrie;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8418;235 Cement-, kalk- en gipsindustrie;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8419;235 Cement-, kalk- en gipsindustrie;2016;0;0;0;0;0;0;0;0;0;0
8420;235 Cement-, kalk- en gipsindustrie;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8421;235 Cement-, kalk- en gipsindustrie;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8422;235 Cement-, kalk- en gipsindustrie;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8423;235 Cement-, kalk- en gipsindustrie;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
8424;235 Cement-, kalk- en gipsindustrie;2017;0;0;0;0;0;0;0;0;0;0
8425;235 Cement-, kalk- en gipsindustrie;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
8426;235 Cement-, kalk- en gipsindustrie;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
8427;235 Cement-, kalk- en gipsindustrie;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
8428;235 Cement-, kalk- en gipsindustrie;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
