ID;Geslacht;LeeftijdOp31December;Onderwijsniveau;Marges;Perioden;Levensverwachting_1;LVInAlsGoedErvarenGezondheid_2;LVZonderLichamelijkeBeperkingen_3;LVZonderPsychischeKlachtenMHI5_4;LVZonderGALIBeperkingen_5
1079;Mannen;20 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;63.6;53.0;59.5;58.7;47.3
1080;Mannen;25 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;52.6;36.3;42.9;47.0;
1081;Mannen;25 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;53.4;35.9;43.5;46.8;
1082;Mannen;25 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;53.3;35.1;43.1;45.4;32.7
1083;Mannen;25 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;53.5;35.3;43.5;45.2;32.2
1084;Mannen;25 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;53.3;35.7;43.8;44.1;32.0
1085;Mannen;25 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;52.6;35.3;42.0;46.1;
1086;Mannen;25 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;53.4;35.2;42.8;46.1;
1087;Mannen;25 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;53.2;34.2;42.4;44.7;31.7
1088;Mannen;25 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;53.5;34.4;42.8;44.4;31.2
1089;Mannen;25 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;53.2;34.7;43.1;43.3;31.0
1090;Mannen;25 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;52.7;37.3;43.8;47.8;
1091;Mannen;25 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;53.5;36.6;44.2;47.5;
1092;Mannen;25 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;53.3;36.0;43.8;46.1;33.6
1093;Mannen;25 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;53.6;36.2;44.2;46.0;33.1
1094;Mannen;25 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;53.3;36.7;44.5;45.0;33.0
1095;Mannen;25 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;55.0;43.1;48.4;51.7;
1096;Mannen;25 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;55.9;42.8;48.7;51.3;
1097;Mannen;25 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;56.6;42.8;50.1;51.4;38.6
1098;Mannen;25 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;56.5;42.8;50.5;51.2;37.6
1099;Mannen;25 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;56.2;43.0;50.1;50.7;37.4
1100;Mannen;25 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;54.9;42.0;47.3;51.1;
1101;Mannen;25 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;55.9;42.2;48.1;50.8;
1102;Mannen;25 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;56.6;42.1;49.6;51.0;37.9
1103;Mannen;25 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;56.5;42.2;50.0;50.8;37.0
1104;Mannen;25 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;56.2;42.3;49.6;50.3;36.7
1105;Mannen;25 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;55.0;44.1;49.4;52.3;
1106;Mannen;25 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;56.0;43.4;49.3;51.8;
1107;Mannen;25 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;56.7;43.4;50.7;51.9;39.3
1108;Mannen;25 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;56.6;43.5;51.0;51.7;38.3
1109;Mannen;25 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;56.3;43.6;50.5;51.2;38.1
1110;Mannen;25 jaar;Hbo, wo;Waarde;2007/2010;57.5;49.5;52.0;54.2;
1111;Mannen;25 jaar;Hbo, wo;Waarde;2011/2014;58.2;48.2;52.6;54.4;
1112;Mannen;25 jaar;Hbo, wo;Waarde;2015/2018;58.8;48.0;54.1;55.0;43.7
1113;Mannen;25 jaar;Hbo, wo;Waarde;2017/2020;58.8;48.6;54.3;54.9;43.5
1114;Mannen;25 jaar;Hbo, wo;Waarde;2019/2022;58.7;48.0;54.1;54.0;42.2
1115;Mannen;25 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;57.4;48.3;50.8;53.4;
1116;Mannen;25 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;58.1;47.6;51.9;53.8;
1117;Mannen;25 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;58.8;47.2;53.4;54.6;42.8
1118;Mannen;25 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;58.7;47.9;53.7;54.4;42.7
1119;Mannen;25 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;58.6;47.3;53.6;53.5;41.5
1120;Mannen;25 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;57.6;50.7;53.1;54.9;
1121;Mannen;25 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;58.3;48.9;53.2;54.9;
1122;Mannen;25 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;58.9;48.7;54.8;55.5;44.5
1123;Mannen;25 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;58.8;49.3;54.8;55.3;44.3
1124;Mannen;25 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;58.7;48.7;54.6;54.5;43.0
1125;Mannen;30 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;47.8;31.9;38.1;42.3;
1126;Mannen;30 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;48.6;31.7;38.8;42.6;
1127;Mannen;30 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;48.5;31.1;38.7;41.4;29.1
1128;Mannen;30 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;48.8;31.5;39.1;41.3;28.7
1129;Mannen;30 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;48.6;32.1;39.4;40.6;28.5
1130;Mannen;30 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;47.7;31.0;37.2;41.5;
1131;Mannen;30 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;48.5;31.1;38.1;41.9;
1132;Mannen;30 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;48.5;30.3;38.0;40.7;28.2
1133;Mannen;30 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;48.8;30.7;38.4;40.6;27.8
1134;Mannen;30 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;48.5;31.2;38.7;39.8;27.6
1135;Mannen;30 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;47.8;32.9;39.0;43.1;
1136;Mannen;30 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;48.6;32.4;39.5;43.2;
1137;Mannen;30 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;48.6;32.0;39.3;42.1;29.9
1138;Mannen;30 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;48.9;32.4;39.7;42.0;29.6
1139;Mannen;30 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;48.6;33.0;40.1;41.4;29.5
1140;Mannen;30 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;50.1;38.5;43.5;47.3;
1141;Mannen;30 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;51.1;38.3;43.9;47.0;
1142;Mannen;30 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;51.7;38.6;45.3;47.2;34.4
1143;Mannen;30 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;51.6;38.6;45.7;47.0;33.6
1144;Mannen;30 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;51.3;38.8;45.3;46.5;33.4
1145;Mannen;30 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;50.0;37.5;42.5;46.7;
1146;Mannen;30 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;51.0;37.7;43.3;46.5;
1147;Mannen;30 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;51.7;37.9;44.8;46.7;33.7
1148;Mannen;30 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;51.6;38.0;45.2;46.6;33.0
1149;Mannen;30 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;51.3;38.2;44.8;46.1;32.8
1150;Mannen;30 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;50.1;39.5;44.5;47.9;
1151;Mannen;30 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;51.1;38.9;44.5;47.5;
1152;Mannen;30 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;51.8;39.2;45.9;47.6;35.1
1153;Mannen;30 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;51.7;39.2;46.2;47.4;34.3
1154;Mannen;30 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;51.4;39.5;45.7;47.0;34.1
1155;Mannen;30 jaar;Hbo, wo;Waarde;2007/2010;52.6;44.8;47.1;49.5;
1156;Mannen;30 jaar;Hbo, wo;Waarde;2011/2014;53.3;43.7;47.6;49.8;
1157;Mannen;30 jaar;Hbo, wo;Waarde;2015/2018;53.9;43.3;49.2;50.5;39.2
1158;Mannen;30 jaar;Hbo, wo;Waarde;2017/2020;53.8;44.0;49.4;50.3;39.0
1159;Mannen;30 jaar;Hbo, wo;Waarde;2019/2022;53.7;43.5;49.2;49.5;37.7
1160;Mannen;30 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;52.5;43.6;46.0;48.8;
1161;Mannen;30 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;53.2;43.0;47.0;49.3;
1162;Mannen;30 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;53.8;42.5;48.5;50.0;38.4
1163;Mannen;30 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;53.8;43.3;48.8;49.8;38.2
1164;Mannen;30 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;53.6;42.8;48.7;49.0;36.9
1165;Mannen;30 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;52.7;46.0;48.2;50.2;
1166;Mannen;30 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;53.4;44.4;48.3;50.3;
1167;Mannen;30 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;54.0;44.1;49.9;51.0;40.0
1168;Mannen;30 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;53.9;44.7;49.9;50.7;39.8
1169;Mannen;30 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;53.8;44.1;49.7;49.9;38.4
1170;Mannen;35 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;43.0;27.8;33.5;37.9;
1171;Mannen;35 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;43.7;28.0;34.5;38.5;
1172;Mannen;35 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;43.8;27.6;34.3;37.5;25.7
1173;Mannen;35 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;44.0;27.8;34.6;37.3;25.1
1174;Mannen;35 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;43.8;28.0;34.8;36.8;24.5
1175;Mannen;35 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;43.0;26.9;32.6;37.1;
1176;Mannen;35 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;43.7;27.4;33.8;37.9;
1177;Mannen;35 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;43.7;26.8;33.7;36.9;24.9
1178;Mannen;35 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;44.0;27.0;34.0;36.7;24.3
1179;Mannen;35 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;43.7;27.2;34.2;36.2;23.7
1180;Mannen;35 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;43.1;28.7;34.4;38.6;
1181;Mannen;35 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;43.8;28.6;35.2;39.1;
1182;Mannen;35 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;43.8;28.3;34.9;38.1;26.5
1183;Mannen;35 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;44.1;28.6;35.2;38.0;25.9
1184;Mannen;35 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;43.9;28.8;35.5;37.5;25.4
1185;Mannen;35 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;45.2;34.0;38.7;42.6;
1186;Mannen;35 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;46.2;33.9;39.1;42.5;
1187;Mannen;35 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;46.9;34.3;40.6;42.8;30.4
1188;Mannen;35 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;46.8;34.4;40.9;42.7;29.7
1189;Mannen;35 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;46.5;34.6;40.6;42.3;29.5
1190;Mannen;35 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;45.2;33.0;37.7;42.1;
1191;Mannen;35 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;46.2;33.3;38.5;42.0;
1192;Mannen;35 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;46.8;33.6;40.1;42.4;29.7
1193;Mannen;35 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;46.7;33.8;40.5;42.3;29.0
1194;Mannen;35 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;46.4;34.0;40.1;41.9;28.8
1195;Mannen;35 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;45.3;35.0;39.7;43.2;
1196;Mannen;35 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;46.3;34.5;39.7;43.0;
1197;Mannen;35 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;46.9;34.9;41.1;43.2;31.1
1198;Mannen;35 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;46.8;35.0;41.4;43.1;30.3
1199;Mannen;35 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;46.5;35.2;41.0;42.7;30.1
1200;Mannen;35 jaar;Hbo, wo;Waarde;2007/2010;47.6;40.1;42.2;44.9;
1201;Mannen;35 jaar;Hbo, wo;Waarde;2011/2014;48.4;39.1;42.8;45.4;
1202;Mannen;35 jaar;Hbo, wo;Waarde;2015/2018;49.0;38.8;44.3;45.9;34.8
1203;Mannen;35 jaar;Hbo, wo;Waarde;2017/2020;48.9;39.5;44.5;45.7;34.7
1204;Mannen;35 jaar;Hbo, wo;Waarde;2019/2022;48.8;39.0;44.4;45.0;33.4
1205;Mannen;35 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;47.5;39.0;41.1;44.2;
1206;Mannen;35 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;48.3;38.4;42.1;44.9;
1207;Mannen;35 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;48.9;38.0;43.7;45.4;34.1
1208;Mannen;35 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;48.8;38.8;44.0;45.3;34.0
1209;Mannen;35 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;48.7;38.3;43.9;44.6;32.7
1210;Mannen;35 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;47.7;41.3;43.3;45.5;
1211;Mannen;35 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;48.4;39.8;43.4;45.8;
1212;Mannen;35 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;49.0;39.5;45.0;46.3;35.6
1213;Mannen;35 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;48.9;40.2;45.1;46.1;35.5
1214;Mannen;35 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;48.8;39.6;44.9;45.5;34.2
1215;Mannen;40 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;38.3;24.0;29.3;33.7;
1216;Mannen;40 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;39.0;24.3;30.3;34.2;
1217;Mannen;40 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;39.0;23.4;29.8;33.6;21.9
1218;Mannen;40 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;39.3;23.7;30.3;33.4;21.5
1219;Mannen;40 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;39.1;24.2;30.6;32.9;21.1
1220;Mannen;40 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;38.2;23.1;28.5;33.0;
1221;Mannen;40 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;38.9;23.7;29.7;33.7;
1222;Mannen;40 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;39.0;22.7;29.2;33.0;21.2
1223;Mannen;40 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;39.3;23.0;29.7;32.8;20.8
1224;Mannen;40 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;39.0;23.4;30.0;32.2;20.3
1225;Mannen;40 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;38.3;24.8;30.1;34.4;
1226;Mannen;40 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;39.0;24.8;30.9;34.8;
1227;Mannen;40 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;39.1;24.1;30.4;34.1;22.6
1228;Mannen;40 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;39.3;24.4;30.9;33.9;22.3
1229;Mannen;40 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;39.1;24.9;31.2;33.5;21.9
1230;Mannen;40 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;40.4;29.6;34.0;38.1;
1231;Mannen;40 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;41.4;29.6;34.4;37.8;
1232;Mannen;40 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;42.0;30.2;35.9;38.6;26.4
1233;Mannen;40 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;41.9;30.2;36.3;38.4;25.8
1234;Mannen;40 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;41.7;30.7;35.9;38.0;25.6
1235;Mannen;40 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;40.3;28.6;33.0;37.5;
1236;Mannen;40 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;41.3;29.1;33.8;37.4;
1237;Mannen;40 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;42.0;29.6;35.4;38.2;25.8
1238;Mannen;40 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;41.9;29.6;35.8;38.1;25.1
1239;Mannen;40 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;41.6;30.1;35.5;37.6;25.0
1240;Mannen;40 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;40.4;30.6;35.0;38.6;
1241;Mannen;40 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;41.4;30.2;35.0;38.3;
1242;Mannen;40 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;42.1;30.8;36.5;39.0;27.1
1243;Mannen;40 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;42.0;30.8;36.7;38.8;26.4
1244;Mannen;40 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;41.7;31.2;36.4;38.4;26.2
1245;Mannen;40 jaar;Hbo, wo;Waarde;2007/2010;42.7;35.6;37.4;40.2;
1246;Mannen;40 jaar;Hbo, wo;Waarde;2011/2014;43.4;34.5;37.9;40.8;
1247;Mannen;40 jaar;Hbo, wo;Waarde;2015/2018;44.1;34.5;39.5;41.3;30.7
1248;Mannen;40 jaar;Hbo, wo;Waarde;2017/2020;44.0;35.1;39.7;41.2;30.6
1249;Mannen;40 jaar;Hbo, wo;Waarde;2019/2022;43.9;34.6;39.5;40.6;29.1
1250;Mannen;40 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;42.6;34.5;36.3;39.5;
1251;Mannen;40 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;43.4;33.8;37.2;40.4;
1252;Mannen;40 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;44.0;33.7;38.8;40.9;29.9
1253;Mannen;40 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;43.9;34.4;39.1;40.8;29.8
1254;Mannen;40 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;43.8;33.9;39.0;40.2;28.4
1255;Mannen;40 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;42.8;36.7;38.6;40.8;
1256;Mannen;40 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;43.5;35.2;38.5;41.3;
1257;Mannen;40 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;44.1;35.2;40.1;41.7;31.4
1258;Mannen;40 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;44.0;35.8;40.2;41.6;31.3
1259;Mannen;40 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;43.9;35.2;40.1;41.0;29.9
1260;Mannen;45 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;33.6;20.2;25.0;29.6;
1261;Mannen;45 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;34.3;20.6;26.2;30.2;
1262;Mannen;45 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;34.3;19.9;25.5;29.7;18.4
1263;Mannen;45 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;34.6;20.2;26.0;29.6;18.1
1264;Mannen;45 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;34.4;20.9;26.3;29.3;18.0
1265;Mannen;45 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;33.5;19.4;24.2;29.0;
1266;Mannen;45 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;34.3;20.1;25.6;29.7;
1267;Mannen;45 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;34.3;19.2;25.0;29.2;17.7
1268;Mannen;45 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;34.6;19.6;25.4;29.1;17.5
1269;Mannen;45 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;34.4;20.2;25.7;28.8;17.3
1270;Mannen;45 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;33.6;21.0;25.8;30.3;
1271;Mannen;45 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;34.4;21.1;26.7;30.7;
1272;Mannen;45 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;34.4;20.5;26.1;30.2;19.0
1273;Mannen;45 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;34.6;20.9;26.5;30.1;18.8
1274;Mannen;45 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;34.5;21.6;26.8;29.8;18.7
1275;Mannen;45 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;35.6;25.4;29.5;33.6;
1276;Mannen;45 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;36.6;25.4;29.8;33.4;
1277;Mannen;45 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;37.2;26.2;31.4;34.2;22.7
1278;Mannen;45 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;37.2;26.2;31.7;34.2;22.1
1279;Mannen;45 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;36.9;26.6;31.4;33.8;21.9
1280;Mannen;45 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;35.6;24.5;28.5;33.1;
1281;Mannen;45 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;36.5;24.9;29.2;33.0;
1282;Mannen;45 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;37.2;25.6;30.9;33.9;22.0
1283;Mannen;45 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;37.1;25.6;31.3;33.8;21.5
1284;Mannen;45 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;36.8;26.1;30.9;33.4;21.3
1285;Mannen;45 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;35.7;26.4;30.5;34.2;
1286;Mannen;45 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;36.6;26.0;30.4;33.8;
1287;Mannen;45 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;37.3;26.7;31.9;34.6;23.3
1288;Mannen;45 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;37.2;26.7;32.2;34.5;22.7
1289;Mannen;45 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;37.0;27.2;31.8;34.1;22.4
1290;Mannen;45 jaar;Hbo, wo;Waarde;2007/2010;37.9;31.2;32.7;35.6;
1291;Mannen;45 jaar;Hbo, wo;Waarde;2011/2014;38.6;29.9;33.0;36.3;
1292;Mannen;45 jaar;Hbo, wo;Waarde;2015/2018;39.2;29.9;34.7;36.8;26.4
1293;Mannen;45 jaar;Hbo, wo;Waarde;2017/2020;39.1;30.6;34.8;36.7;26.3
1294;Mannen;45 jaar;Hbo, wo;Waarde;2019/2022;39.0;30.2;34.8;36.1;25.0
1295;Mannen;45 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;37.8;30.1;31.5;35.0;
1296;Mannen;45 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;38.5;29.2;32.4;35.9;
1297;Mannen;45 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;39.1;29.2;34.1;36.4;25.6
